Sta,Cou,A,NuCa,PosCo,CrRat,OwORF,In,FirNa,NumChi,AddrLi2,AgID,NumCreCar,C,NeWor,Ph,LN,MiIni,Gen,AddLi1,MariSta,Em
Manitoba,Canada,30.0,2.0,Ngyomkg,705.0,R,390420.0,Wmvcwzggfcldrlaiihnffoz,,ecejovqlindgxwyxfpuwjpbsjllzglopdbbfuahlmqoukrwuvefuazjofstqpdpxhxqpre,Kgw12863,8.0,Lincoln,2895361.0,1-535-220-4102,Kgwhkgkqbiwoxobwnwveguirgk,,,Flrovkzopngzgabeafgujktonrbqtdhdgujpsldivaurx,S,Mohawk Industries
CA,United States of America,23.0,0.0,Zrleke,439.0,R,286471.0,xiktk,3.0,xiszcmifngymhqrsikbexxdelfuwslpjqzqjqchjgwmmialzhwuqupvyoxluezunkvgzcjzaekdqt,Sch12864,1.0,Chicago,3484429.0,1-702-173-3160,Schohfqgt,E,,DQMRPWLSBZIUDMYKYMNRYGVEELSCWILNHGCGXLXMQPAPBBTXLQW,M,Principal Financial
FL,United States of America,18.0,3.0,Pcltedljdmk,770.0,O,261843.0,tnofxunwoxluzvveeswnwh,4.0,,SOE12865,8.0,Little Rock,849395.0,1-308-206-2244,SOEGSUTDELTWZTDAITCJPXOFOYJE,,,Lcslwm,,Country Financial Services
RI,United States of America,24.0,0.0,Kllntmosbyxc,521.0,O,418622.0,Bfhbnfdmakbprhisubxyvrxkbpqaz,4.0,Gxkjxbvszdyjicuevomgpmtbwpwjmmxxlckbsepjktp,PUK12866,8.0,Charlotte,2738747.0,1-599-054-3466,PUKIWTPIHU,,f,XUOXKOTMVTKMGHSDURUYDKBADKARQWTZAITBBBXHBRIPFCONG,M,Teleflex
AL,United States of America,68.0,5.0,HLFVD,551.0,O,50596.0,hdnbhwfirzlepafredo,2.0,Wkmctmdkfnndzmehepmckivihrtgfsetawauxezelzoijxdsacsefuzojmugg,Fwf12867,10.0,Oceanside,594382.0,1-526-512-5055,Fwfwqyurmlrneyulikjix,y,,QYRQRSV,,RadioShack
LA,,71.0,4.0,NGFHDRTQUJ,597.0,O,186907.0,yqvycwmlrnh,4.0,xjdfdugtvqfurqmodjzrkjstopvgtportrywdnaqaehqfssqlfniferiuadtrmzctsh,fgf12868,3.0,Bridgeport,2803157.0,1-684-476-4139,fgfmfosdsluiaagxxouhgpjfwdi,,m,Ntfgalqxusmtottmvsxhrfeawfiflturhklbjvavylqcjfputbtrnhaxwziuxumcfcwghvy,M,Solutia
KY,United States of America,63.0,4.0,Pujdd,819.0,,149292.0,iyjrsnnldbsrkvtpibvfkdziyg,3.0,Fqloyizjgelbkwnmahaspdopdhzuvrofheyahhnngdiasufkkcqdtmkgbppaosmovvjdqoewim,RIP12869,5.0,Fort Collins,1998054.0,1-308-728-0278,RIPKWNAIADVGCZQNEHEQRSGB,o,,Ubbiyysiiujtfdtobkrlreojcy,S,Home Depot
KY,,80.0,2.0,okxttfhi,506.0,O,385358.0,GWIIT,2.0,Muwtwyhhufyfjgbgxuawmqjzujkzcbc,Fgy12870,4.0,Las Vegas,867553.0,1-190-731-7874,Fgyotbrcmjqtwzmwfjybapmgymhgzh,q,m,qozqpqbsoovxhiuxwrnodexplvuuojena,U,Fortune Brands
ID,Canada,,2.0,lnxvk,355.0,R,430576.0,Aeefbezkzpkk,2.0,Fibvztekaxbgrjisggjvt,Dpq12871,5.0,McAllen,2835340.0,1-613-824-1706,Dpqbfapuuuehjv,,,Kveneqjzohdnbxkupxutnbmdlradtowaqcmclcbvfxtxktgsnzms,M,Morgan Stanley
MN,United States of America,41.0,0.0,Gtovwl,735.0,,363316.0,Fdnuwhbmtx,3.0,Gccvheeodzgqdergdheqfbvtqlliyavzkwfgluewrvbrkcqxmmmcihm,Lsv12872,5.0,Oshawa,3005045.0,1-210-340-4624,Lsvrrgfvqulzzeqwergbmsgn,,,wocdacpptbprcemmiplaafeuhzctprmslbasagxuppnsyxvtqmyqmqpcddigqqrp,D,Advanced Micro Devices
MO,United States of America,35.0,4.0,UTWQR,535.0,O,25667.0,Svwzwuey,0.0,Mjptqgeevdlommxnnidpyjkalkkprwfpwevdrbyzolafz,Kjf12873,5.0,Mesquite,3468507.0,1-898-024-9566,Kjfof,m,F,Togvdfeqozusouiqugunvoeuomvngophrbdobazmqugfwrks,S,Patterson-UTI Energy
NM,Canada,32.0,0.0,ERDGXONT,548.0,R,428168.0,xxenwkorunfqksjkerdmshdz,0.0,iavwgmexglxcbrbb,lif12874,,Los Angeles,3406613.0,1-088-938-0312,lifqvedkftmlpexkhjhzkauce,F,,NENXSFVZVHCOSZOFUHKSTQTACWL,D,Mutual of Omaha Insurance
WI,United States of America,30.0,4.0,RQUMGWI,376.0,O,346317.0,Wrxwmnsfymirncncdkfcn,2.0,dpzorswggeaisgibyefolkvhfgqpemzcsgakzjpxboanjhczemncduuibrryjlicgpbswyqedxb,vax12875,4.0,Fort Lauderdale,,1-050-997-9585,vaxbpkdtaynsavpebddqhkopcaw,K,,hxhvru,M,GameStop
MO,United States of America,65.0,5.0,YQHEFXX,441.0,R,182949.0,RLSHDMOJDWNU,5.0,PBJCPTCUDCBZZFDUGPAPBHD,Vie12876,6.0,Madison,2398882.0,1-075-417-4832,Viemrfibdpmqewvbfpurtn,W,M,usonpmhsumshjfsxlgamqklauwesoxckqxaa,S,Pantry
NJ,United States of America,63.0,4.0,Gmsma,577.0,U,414677.0,ejwfucelzsqaoyllj,0.0,VVHSQCQCMCKSVOTGVORXNIRTZRPHLT,Zno12877,0.0,Victoria,,1-894-208-2862,Znocvdzafbehwd,,m,,U,American National Insurance
British Columbia,,33.0,,,470.0,O,136480.0,Otdbcfdagrxmgq,3.0,ckmhwckxqrwhlillnxaw,ehd12878,0.0,Des Moines,1572808.0,1-588-826-0221,ehdbkaui,,F,OKYEJKKQBECD,S,Tupperware Brands
UT,United States of America,78.0,4.0,MVQPYFDT,673.0,R,359713.0,Dggzhfntmfgrsdfffzwqbbqa,4.0,Vwwaxvnliapyodiwlrhsqnhmppylookhiunclhnbekxdlyydjgdzgenlq,Jbc12879,1.0,Torrance,2345909.0,1-928-569-9269,Jbcjrmgo,,m,Idyetahhhxolnzcuznqcihvcihumtmlfuvlmbksytlnrsasrulxxokl,U,
TX,United States of America,9.0,0.0,Xmtvxpdxg,361.0,O,180925.0,unowpxaxusesfeifxtxazejmfozo,5.0,Jwxisujkcneaoplyyygfmbsgmonukouediqtvdrlpwiolbld,avd12880,0.0,Yonkers,403189.0,1-197-563-9258,avdffeswhhglozjzajrkbulx,C,F,RYYPEGRUKTIPJRPJTLKBHGIBCDLHOTKRFCHBVWTNZJHJGUUP,M,Western & Southern Financial
HI,United States of America,10.0,,,741.0,O,359348.0,lggrjqitknqibwrffrela,0.0,Igawvaqbhmoyoxgjvzwodavonredztjtgxszftyxrqtzsfnzcetwlyrbbpoytpisxcjh,Xwi12881,1.0,Lakewood,1971569.0,1-909-314-7780,Xwizwgbvxioqionl,R,,OVCXHPOULTYDAZFSJJLVVBGBSEDLULYPAUASXYTVEGUKVGFUVPVLDLFYMMHMLXLIZHMUNYJQM,M,Fastenal
NY,United States of America,43.0,2.0,FTFOT,779.0,R,234286.0,Etnopadawwst,4.0,Yioaujptinuhlfqj,zmm12882,3.0,Calgary,3168477.0,1-949-142-6809,zmmrcfvdswpuzrqnhwp,N,,Mexqimoedxwghkgwunqlqklddpzjpsausmudwzpnxwoxvofnogdcdqycnms,U,
LA,United States of America,94.0,3.0,KLGFT,625.0,O,447519.0,Njerotzfmnrhyrxc,3.0,Kvqfzmqvpahlrf,Vpl12883,10.0,Mobile,3321462.0,1-072-952-5343,Vplhxsqj,,,LMVFLUMABFJNCCENLJXGIESZK,M,National Oilwell Varco
ME,United States of America,51.0,0.0,Rgcbglmwq,779.0,O,293193.0,Ezhvfmcostdoskmcfwzvngviw,,oavxw,Dde12884,9.0,Irvine,469923.0,1-626-508-4169,Ddegcstn,,f,Vuyxsrjjvbciyhtkvqlrkkvwalorghlgwcrtesdgahrflibopwvxixagqaaj,M,Mueller Water Products
WI,,34.0,1.0,Mucad,665.0,O,115369.0,bgxdaunmqahulemdpn,4.0,,umu12885,3.0,Beaumont,643645.0,1-611-673-6313,umuvzskjgjkogtf,,,CQWQHUUTESCOLRIOITVZYCZKFHOCZCLEQTBOGSHGTUYPFHCMPIWYSAUA,M,
Manitoba,United States of America,,1.0,Ngafkkbydv,336.0,U,118204.0,CVGGUFBNBXIBANKTOVSLWENFH,4.0,Ioawfizbiphsekartkyqmupebqmghnonytkhjsinankwzuhtraswamzjijr,Nri12886,3.0,Cincinnati,1732064.0,1-556-036-4115,Nripipdirjb,C,,Lfcsajygrgaofwlidllaztpdgaeyvntgpdts,M,CB Richard Ellis Group
Prince Edward Island,United States of America,48.0,,TTCVEFKFUWJ,752.0,O,226602.0,Fmkewmfwgmzxpfbruopjjv,3.0,azkitydbmbgdxr,wyr12887,8.0,Santa Rosa,3821563.0,1-658-767-1651,wyriagackaqedavyk,N,F,Ekhesbuqpqausgutufuisktptnnvnmxwmlphwgmdeltptpivzoqp,M,Perini
KY,United States of America,80.0,0.0,Qqbkn,398.0,O,8504.0,Lkduocwdloovawlmkinlusqnjgd,1.0,WXQXXQZUTWKX,Jnn12888,10.0,Regina,3582599.0,1-855-813-3044,Jnnuxhisochitpzjcvieslvcv,m,,xvfqnchhctjuiipvmdzhjaqztwhfdjhzcdtcqauokwogqgbsbpodvjgcjozwrgwopyh,D,Exelon
TX,United States of America,54.0,0.0,zbaloct,348.0,O,405451.0,Etpfktatjncubilu,5.0,Hssnnekomafjiqjdxiyirhkgfblgiimxbjiomgeaybhnbleuuvkvybaslztvdagnxsdjrmoanenfto,MHO12889,2.0,Topeka,315952.0,1-263-092-1638,MHOCBXFSHWTYHYHLBQNKDRAIHPADA,,m,Nzyovhxprhkexmqdgvpgjdpgfwwunuiwttjccbwvunzxfqpjaihmnyigtdfxjnkbefxkxlmr,M,Synnex
WA,United States of America,3.0,4.0,AGDPJIVEDJ,807.0,R,151916.0,kdludwavofvadiwd,5.0,xltdospajyzxqawnwodkqfuhhmftwkcbkurxsclabcesfmlfkutouuv,Eoq12890,2.0,Toronto,645990.0,1-398-373-2979,Eoqnuce,A,,WZAVDX,U,RSC Holdings
TX,United States of America,90.0,1.0,Jflsidci,747.0,O,274141.0,Iyoayxkmrgasmeafsjjueszvhfhe,4.0,ebcjxnbptspwsgzajpgzxfjyxrryhrwwxspcwzr,yeg12891,6.0,Charlottetown,447381.0,1-780-537-4998,yegoiasssfbeqwoytwxidd,B,f,Cqruxwcflbfnqvscudzdkmhqrzpjmajbxixvghqjlipdtrhhdmsm,W,Aetna
NH,United States of America,16.0,4.0,Gkqavqnskp,687.0,,195000.0,Jbfxlw,3.0,Lueeockpojqoaaqyjcxhrbp,VSE12892,1.0,Louisville,332117.0,1-592-076-8557,VSEESCWADADDCRXZISURVOKKCMI,,,XOUOGDZAEDLLXGT,M,Great Atlantic & Pacific Tea
MI,United States of America,80.0,4.0,,488.0,O,198834.0,yuetctvorzhdmlryjoqsnbcyxtm,0.0,FBFETKJHESRPBBONYDSIPP,FKT12893,,Iqaluit,3354117.0,1-795-459-6351,FKTLCDBZJSBQBYNYI,,,DEDEGMHZPWACCUFIJCKDRDMVKTYJOSOSXVTCQBKHAIXBZDXNPPQFTDENU,M,Polo Ralph Lauren
WY,Canada,99.0,4.0,nxyclsi,637.0,O,6892.0,Kgvcdezouspaw,3.0,Aglaajhgdhsoqmlvakijydhyhgprbwlnbpghwsrcoqlehcsiupklclondwgmgugmafdmr,QPH12894,8.0,Montreal,2535433.0,1-293-510-3699,QPHTEZOCTL,,,YKRZYOYBBCDNHDUWFBECUACFTVNVTHGPWOTUBSKAPXUPQLDSRWWZVUSFADHKTSSGEXVAWZVTQOXXL,S,CB Richard Ellis Group
IA,United States of America,70.0,4.0,Usetk,524.0,O,222855.0,kujwvoihvk,4.0,jbwfizgjyhmrsitggxlpdwyisjelzolerxvlkalbkbgtumswnauckincu,FCG12895,5.0,Oshawa,1742270.0,1-744-858-3698,FCGUKJPFVGGXPJGWIYLAYTJTM,,M,Vttpqanpmkeiaqawgutenbfebi,,C.H. Robinson Worldwide
MS,Canada,64.0,1.0,Kakvzneecapc,458.0,O,235994.0,LPTHUIMXAXEWTINXEAUCOQIIRMQUMM,1.0,Wngtukabelsrpbce,TVH12896,0.0,Philadelphia,1039205.0,1-991-250-5450,TVHMR,C,f,,D,Vought Aircraft Industries
AR,United States of America,74.0,5.0,Qvkryvtzgdmg,564.0,U,452722.0,ehaejsotfijb,5.0,Mlwtiswafskmwanltqlxrbzltxhwdxalecir,kyb12897,1.0,Idaho Falls,35714.0,1-152-266-2314,kybjgtqlimmrowgoaqval,Y,,PRYJDKCIIQGE,W,AmeriCredit
ID,,2.0,4.0,nrsuphh,440.0,O,136002.0,Rrxwztwoecqermniyhxqfegcg,0.0,Kcfryweuazeyuceldxjhoawhhufuhoxbdjbhiqnrnritrgq,LTH12898,,Durham,340541.0,1-753-439-6461,LTHCVQBFAQOVQDZKAWUBOS,,m,wiqcdebwxzfyiwksnbdoshwtfakpjgjaxqtsnhwvwocneit,M,Imation
IN,,3.0,5.0,,843.0,O,315530.0,Rquvghckjxljqr,4.0,DCCZHGNRQJJXMFKFXXWYHPIZSHDPWRKYDROYUGXTMFFHDYIWRYXQUPPCATNS,Wlg12899,3.0,Sydney,3023059.0,1-442-259-5864,Wlggljbfdu,z,,WMFNGXSYROKBIJFIZXULQAUULKAJKGPHOBROBAIDGKAEUJEMVOORPEY,M,Terex
MO,United States of America,100.0,5.0,RBKFSWLDELYX,659.0,O,4680.0,aldrbegejoqdknmraxexkniflfe,4.0,Qnyfbkvjiqtnyspcqlnpksw,Gys12900,6.0,Sydney,2681256.0,,Gysossdsrdymcnscbjw,S,,Kmgrgvmatmdvespguqhprhmiempsusqyvhxxkbqoptbhsgjhusczeeuqlevlajvkzj,W,FMC Technologies
OH,United States of America,16.0,2.0,OCKGKG,394.0,,415842.0,Eqapig,2.0,XPHDPQSIOKABFGVIPSCXANGRESZDFVL,PKT12901,,Grand Prairie,1065668.0,1-927-581-1681,PKTOFFPC,P,,DGMIVFXMFJVVPNGNIIBHMELRUJGAFWULBQPROPSNIAFQIGSHQALRHMBIICKQDJDETFBCKGOVUOVDMRVH,S,HealthSouth
NH,United States of America,29.0,1.0,Gacpi,527.0,O,15019.0,Rmwehtoqeoxomhqbkcwvtjb,3.0,VZYDRGZRKCLMIPAU,Pre12902,4.0,Lowell,2758111.0,1-623-950-8259,Prezfmdzdqsbdhyomqsbknsk,D,,epslxfevbukfrterstqevexqkudaguuffrpgaldeziqikrqjibrj,U,Huntsman
NC,United States of America,86.0,2.0,TLHYGFUGNC,688.0,O,416269.0,FKZFU,5.0,ekhqinwcuvqsxhyhkatvfolgttnxqlrgboertifemhebstdemdjhlovcviylbkajxisjbeouiesoygu,alr12903,4.0,Fontana,780736.0,1-892-745-5356,alrwjoltznqxfsnat,L,,TPGBINTMMHHJRJAFSFULWBRVWYGPMDKJPEJSGOUFOWPFGHJASQIDCICKSDGSQPBIXBPW,U,Apple
SD,Canada,12.0,,ltfpvpntvtex,741.0,O,447105.0,LFMUNLUEBFUYTOECUDHBOPDDPA,0.0,MDMNJINDRUEJNSJMVJZFJGCMKA,Mlh12904,6.0,Jacksonville,1591768.0,1-210-751-0013,Mlhevggxneukfibrhuibpleywrp,I,,xhxvupuyh,S,Dell
AL,United States of America,95.0,1.0,iegnrg,717.0,O,452985.0,Nurcnm,5.0,qgvmr,Gwl12905,6.0,Naperville,2834693.0,1-237-109-9845,Gwlogtkfjjtwchiokpipbjxbwilpo,,,WGQDKZYZLAOZEWRJZMXKKNINGMAVLVFFXEJBPVBWGQVIBDMBLQCVZSPVUDJRC,S,
CO,Canada,34.0,0.0,,716.0,O,281076.0,SLMYQAFPWNCUS,,ANZOHPBNNPTVU,OEG12906,10.0,St. Petersburg,1685067.0,1-935-101-8600,OEGOKCUCAOWRZYH,,f,Ocfocutybsbmfwnaafad,W,Burger King Holdings
LA,United States of America,87.0,2.0,Hbcsaijjvi,389.0,O,426651.0,Ejewfsrgpeplpubds,1.0,gtejhbkvbichdljzpimpgxzrshtbzrfmhxcialuhexshkocbcucrhuncvedoepduqhkru,jnq12907,10.0,Nashville,2001278.0,1-682-792-9076,jnqctrnnkmfe,,M,Jfklt,M,Dow Chemical
DC,Canada,61.0,3.0,Chcsk,375.0,O,294444.0,lbtqftybiosccnmgjettt,2.0,ypxbefsxeyczbsjxystvgxovztbg,Xyl12908,5.0,Mesa,158030.0,1-948-440-4183,Xylstjdqxirzjw,,F,LBVSJQUOUMFFNNLI,D,Corn Products International
WY,United States of America,69.0,2.0,KSGYD,643.0,O,312238.0,zcfdpnfwcdsyuoubt,4.0,CYAIRNCKGQIHTENYZZKHVVWGLPGGIPQDQKLHNOQICWDNJYHQM,Whu12909,1.0,Sacramento,645587.0,,Whuqcxuxprfeabicttyuecukc,K,,Xgqbrdzwvcqjjptm,D,Ryder System
NE,United States of America,29.0,2.0,OTAEKWOPH,709.0,O,395614.0,Beydyzj,4.0,qcpadqeeppjuwotzxrcdhqolehzvkzykoxaijmmpmjtoisqmfhbxiejkarkgjrofzjdvfivvmlusbw,Osi12910,1.0,Lowell,3303846.0,,Osifuocshxr,,,Igstcnsha,,Cracker Barrel Old Country
New Brunswick,United States of America,19.0,2.0,wncyx,417.0,,348183.0,YGWFDQMHGQLXGTFDPTTXJYHN,0.0,Nfrtvtxvvetbmsdndjpbaegrgneqsuvaldcxdfragndwxpokqoedpueyiafqzpvhjitgvqgie,ved12911,8.0,Ontario,3992394.0,1-152-970-2092,vedunhtmd,,,ntbfepulqcmxnhge,M,Sempra Energy
RI,Canada,79.0,5.0,yxgjmxdyd,738.0,O,151500.0,Yzuwmcwrsffsmz,2.0,Dwfeyfjrnjfbpcxxqbhjnpmjavcjxbtlll,Sxt12912,4.0,Jacksonville,1883321.0,,Sxtummkudn,,f,Elihycmftlorirmuyxherrhfujldvjuxtbtrsxihji,,KBR
TN,United States of America,68.0,0.0,rybjuqm,532.0,U,393951.0,Bhndciec,2.0,,KXL12913,1.0,St. Paul,1979953.0,1-525-095-5115,KXLEBQCCWZLNEJLMPORWMLGJAMNBZ,W,M,DYDQEPXOEXPCUODKDUNPPYLMEWRKLOEHTOXPFDSTHPTNANRDXUWVPPQF,U,Mutual Life Insurance
CO,United States of America,63.0,4.0,gwlgjtagj,378.0,O,172809.0,Yeiqhfqjdnrawlxry,0.0,Egpqmoahejibfdvaftagleuoh,ITR12914,6.0,Vancouver,2106811.0,1-017-683-7926,ITRERVEWZSKTJCWX,P,,Umxztjbylogtjqxhordmrfpjpgnowzqeghrbqsoqzjkjkxjtxeqzrpvpcxmxjnfrujbjgvemryz,W,Cypress Semiconductor
GA,United States of America,81.0,,Msvpgbhjxm,521.0,O,271507.0,Mbhbydrxvuwmuveozna,5.0,Bkhjcmnxkwrkdebsumfkilbqcwya,ved12915,0.0,Paterson,1697289.0,1-689-643-7002,vedimj,,,Ijffbfspnfftvudjttyof,,
ID,United States of America,31.0,,BNQHSAHGGCGH,564.0,O,458048.0,Wwfmvrfvhimtcotpccfmvufpcjqmxn,2.0,Rhtailybspfoboswjyvttmcikjtdzrxsassbhcxgrqvqvsoxpgnxiysxpbgbyjnf,Ezb12916,10.0,Cedar Rapids,3731713.0,1-744-405-1009,Ezbfpqnipascqdxtsvnsyfhtomxgkw,,F,prvna,M,Dover
MN,United States of America,25.0,3.0,Iwybnwvj,743.0,O,,FSNHJEBHGYCVRDLTZPMT,2.0,QJUNSAYAWMGJXOSVFYPRETTJLJNUQJHWAGIDUQOGQFLDHU,WZY12917,7.0,Jacksonville,2205560.0,1-611-653-9466,WZYYWIAMJRPTBCR,j,F,Svmtqwtyfsxxdmodsyzhtnjhncbjkffjgxgyskjcvbgtzsjxlghdkoxbwnoibgimmxdomnchzgv,W,Landstar System
HI,United States of America,6.0,3.0,Zucbyraxuoo,,O,56589.0,HNSJN,2.0,Qrwndtcynmotodqdyxqperxgfdgbkvwhqjutybwss,Ahc12918,3.0,Mesquite,153833.0,1-603-532-5403,Ahckflcnxhinowhhhidcxunb,W,,lzimxlfzkifhazmlfxkzti,M,Windstream
DE,Canada,74.0,3.0,asoyakxcyqf,743.0,O,189061.0,Tkspqs,1.0,Khlwu,Qgq12919,,Milwaukee,706701.0,1-379-775-3921,Qgqbxvezobb,,m,Dpcqhjddvlmibmvrkopfmelhcathyeugywaifggkbmgspnkzqyabjpuchr,S,State Farm Insurance Cos.
Nova Scotia,United States of America,67.0,4.0,Yvejlddpkz,387.0,O,200698.0,Sprsxvrplrrycggihrmhxkoltz,1.0,Wturbqvv,bqu12920,6.0,West Valley,2109461.0,1-721-747-4350,bqucenpwglsoghlpgglo,i,f,ammcjisxlcochvxzrgeeqftkhixammmmscekwkxhofnfplofqmitrifwnhlqzkblshyfieovqwrnmhl,S,Pepsi Bottling
SC,United States of America,73.0,1.0,Ejnkx,619.0,R,404701.0,Kswpjldigwjui,2.0,Jhceaddbrhjxfolefzxpvtcfcvyibfzgqbtqbzqvqwlguxjzlfynytrbefiohineg,Fxr12921,,Vallejo,2781759.0,1-311-086-2501,Fxremaqxarnyasab,,m,Hlibyhdgqwxawhmggsfspowacga,M,J.C. Penney
British Columbia,Canada,4.0,5.0,Avfkj,589.0,U,493252.0,Byevsffkdzaoiqypdncyvwlapmo,3.0,Fvnahxadjyldbukcfhgxhprnagddo,Vec12922,4.0,Beaumont,3042666.0,1-130-534-3598,Veceobxicgyoescjpditkjbpwsbxsk,S,,BCCEUQQWOJILYSJLRWKKSOFTVOODIMPWMAFOXWAXFYDORCPKNNYUDKDXZKCGRFFZETFICBMXEBC,U,ABM Industries
MA,United States of America,0.0,2.0,Hgamfng,756.0,R,434009.0,Lnhypgnsctpimdwmpftumdsxpco,2.0,Gjctqmbedglddexrfyxiqqwpdezzvfpbmqdxiqrhnmkndbjgtnxbpboebb,CFZ12923,4.0,Waco,,1-118-210-6520,CFZEGIVQ,K,,RVRWWQCJSDEJRYPFDJGFVNJBIUMNIGWAVWITETZZMWJUAEPKXVFEKPXAE,U,Home Depot
UT,United States of America,12.0,2.0,SRLFCVGAYZ,343.0,O,115238.0,Gloxwrcxxlecgeahgnnrvqyxisj,2.0,Rzqmefecovrknorjqxxcznxffbzk,khd12924,1.0,Hilo,1809955.0,1-894-284-8267,khdobietxgoikcfbidwkig,,M,VFRYFDKTTAKMVQGZWOPSXKPFFMKFNGA,U,PSS World Medical
Prince Edward Island,United States of America,11.0,4.0,LIUILCSRHUU,531.0,U,347651.0,yapqxvimt,1.0,Ceuugeogrtpnjhlysqkcnkpcazbtdowzcpskogcv,Kkv12925,9.0,Cleveland,2005513.0,,Kkvfmkfsrnsxh,,,Bjncwfytodhvwetnllofjctbogdqqlvclqiif,M,Broadcom
TN,Canada,71.0,3.0,tttcj,835.0,O,421320.0,Ymtuvxcb,2.0,Vowcopuznvbcgievwsruhhjnimgjuprdtvokgpnnsztktsizlrrfmxrgybkmsuutcqoynydajrb,DNU12926,10.0,Vallejo,3538838.0,1-633-674-0165,DNUGCYRJIY,,,FEYCPAEBCCUJQIOJGJYBGJJJGEIZ,U,RPM International
MN,Canada,69.0,3.0,sogqz,573.0,O,,Rbaoqsaiajx,5.0,getdlfoxjd,ytl12927,7.0,Berkeley,2169037.0,1-842-758-9050,ytlwuryxbcajupp,I,,Mpetfishfvdrssvucruofkoxrlwywi,U,General Cable
MD,United States of America,62.0,2.0,Mwhycfin,527.0,U,333010.0,Qawxgjpxghf,,Vnixx,Zvk12928,9.0,Austin,1129588.0,1-100-578-8282,Zvkkhuqfejwtmnwln,s,,EXZXZVUHKQEUWBHFSKLFSXUWNSWHLLF,U,Loews
Newfoundland,United States of America,77.0,3.0,BWFYGP,655.0,O,33298.0,faekutobasyf,2.0,BJFQLQIWOFOWZSIFMDUZPOHAMNAEPLTWSTNXR,TSN12929,2.0,Simi Valley,3519121.0,1-248-506-3145,TSNASQJCGMK,o,f,Otttmeyeqfi,S,Convergys
NJ,United States of America,94.0,4.0,,371.0,O,22126.0,RHKWRAVXKFTYVGBZTKDKP,0.0,dfhbjuwpagxnlonpvkricptapmzajincgljkoghveuofaiffsahfzlldfhavqxajwyqffmsqyz,Ukh12930,10.0,Idaho Falls,3273956.0,1-852-980-0359,Ukhctmlkdrnrpbewsd,,F,Wscxw,M,
VT,United States of America,83.0,0.0,Eaaijc,515.0,O,243340.0,cafcqjq,2.0,Fwnobjwwruwhjiugqtdnbeyhxfrhdmuhsttx,Xmb12931,1.0,Inglewood,399680.0,1-637-221-6597,Xmbqmfdrwskcjm,,,COEDHFF,M,Public Storage
AL,United States of America,19.0,2.0,ejpzurlcwrp,607.0,O,409613.0,krhrpjjqofwvazrr,2.0,Zxaiukkt,UCH12932,2.0,Newport News,,1-042-389-7044,UCHSJFFGOZCIHOK,,M,Apwulmwwisuvvyuxxdtscyhcunpcomkofgdosxzluoe,W,
TX,United States of America,91.0,,Fosya,514.0,O,98275.0,gddicrmqtlwapcfmegj,2.0,cewdvykmjekeaxvhabwstqazruioowmvxouufchl,Eus12933,8.0,Missoula,1893686.0,1-309-782-5670,Eusvoswtohoaeovjzsnfriswtwq,z,,Wzifrblghdtmrkowxrvzbqnspsrdguub,M,Humana
FL,United States of America,5.0,5.0,YLEFKTROP,833.0,O,61307.0,Poxoydmwgfamdruxrv,3.0,Messojarduoqwdosjmedgllsekkioluky,Wsu12934,6.0,Huntsville,116763.0,1-080-170-2761,Wsuihmenrkjeqr,U,,fnwlzgpmdorhoknscpfkpxwikqkxdvyvsthuaguftrvnciofw,S,Williams-Sonoma
VA,United States of America,24.0,1.0,Msfjojdpdfds,551.0,O,211345.0,ezejdsxkmt,2.0,Pigagoluysqccsshvrswpedclgtqflx,wri12935,2.0,Akron,2964349.0,1-804-709-7578,wriwhrhtbbovdlobok,N,,yjojpveqssivijvefxmwfitqnoxxfxxegivkmjrtefazlpmfmbvt,M,Packaging Corp. of America
MN,United States of America,53.0,3.0,CXLUNYP,795.0,O,93145.0,Zrxnihoiaaqcrcwaokmjti,4.0,,Lsw12936,4.0,Seattle,2091367.0,1-576-539-5336,Lswhnbbcg,,,nwumojmfsjiionkexqnztjcpjvteysgampknfd,D,Lender Processing Services
AZ,United States of America,48.0,3.0,oqanoovzvjo,461.0,U,67362.0,IZDYIFQZDDEQ,3.0,Cvvtrxhmtaqriknwwmljtmzonjgpkaoqchbytpujlvjroylwtufymiv,dlo12937,8.0,Norfolk,760120.0,1-290-922-8349,dlonrjodml,U,m,TNECTLLHTZXUFKRWZWYVJEZPSCLDVNFLDETETNGJWECJRLPSJOUGXTCMFMIUQXRLEKBESXBMOJEYXQQ,M,Southwestern Energy
MO,United States of America,70.0,3.0,Wendq,420.0,O,96382.0,rlfnr,,Pdxlcbragkgwutfsjsngzeljmmemitmnlwubpojvdljawmuvzzypogvrgcnojgzkosno,GSW12938,8.0,Charleston,1569136.0,1-786-235-4812,GSWIWSBAZXNPTKAXLQDCXEI,,,Adbpnowyscnfcupwmrjxiigdrqxchptgytnlavggxvhbkdjshnpdqemrtcxrhbtcegauttyalcqwo,W,Urban Outfitters
AL,United States of America,45.0,1.0,CMDKHVGFDRKW,429.0,O,82956.0,ogfgxpppyji,5.0,Tpudqqvkkicvosgnhsdtfhiucoqcfkmflfbfx,Bbm12939,8.0,Augusta,2839423.0,1-062-318-0007,Bbmvyollchmrlanrjioc,,,nwjblegcfakkhobkwbkhryrwfuwbsleessdvclmnknroto,M,Hexion Specialty Chemicals
