prospect_AgeID,prospect_NuCrCar,prospect_NumCh,prospect_OwORF,prospect_NWo,prospect_LaNa,prospect_FiN,prospect_A,prospect_Ph,prospect_NumCa,prospect_PosC,prospect_CrRat,prospect_St,prospect_Ci,prospect_Ge,prospect_Coun,prospect_In,prospect_MarSt,prospect_Em
bri1417,1.0,2.0,O,3047478.0,brightwell,jackson,43.0,1-499-792-2473,1.0,06110,380.0,Quebec,Sterling Heights,M,United States of America,429284.0,M,Adobe Systems
BAR1418,8.0,5.0,R,2737122.0,BARHAM,Twila,36.0,1-915-118-9157,1.0,X7i 1r1,369.0,MT,Santa Clara,,United States of America,316311.0,M,LKQ
atl1419,4.0,4.0,O,2940471.0,atlantic,BERNICE,,1-047-607-6290,2.0,19114,664.0,NM,Madison,,United States of America,449359.0,M,Newmont Mining
kum1420,9.0,1.0,R,3846613.0,kumamoto,letisha,29.0,1-188-566-5521,2.0,95205,768.0,MO,Dayton,f,United States of America,284111.0,M,Key Energy Services
cra1421,1.0,4.0,O,1240712.0,crawhall,Florette,72.0,1-779-330-7735,2.0,93332,604.0,British Columbia,Spokane,M,Canada,218682.0,M,BJ's Wholesale Club
Jen1422,2.0,2.0,R,2347150.0,Jenkins,Jozef,69.0,1-722-749-6972,0.0,19202,,NJ,Reno,,United States of America,,M,Viacom
ony1423,7.0,3.0,R,,onyshko,RINA,31.0,1-043-012-1235,2.0,v6q 1w7,801.0,Ontario,Newport News,,United States of America,466479.0,S,Huntsman
and1424,3.0,1.0,,3959952.0,andrassy,GRATIANA,0.0,1-321-952-3768,0.0,75026,413.0,NY,Dayton,F,United States of America,88824.0,W,Blockbuster
Sab1425,5.0,3.0,O,1609930.0,Sabol,Aniko,43.0,1-593-015-3350,,20056,484.0,SC,Lowell,,United States of America,84838.0,W,Oceaneering International
HAS1426,1.0,1.0,R,3463678.0,HASHIMOTO,Iseabal,3.0,1-794-985-9390,5.0,94391,389.0,WY,Bellevue,m,United States of America,180953.0,M,Freescale Semiconductor
ber1427,7.0,2.0,O,359148.0,bergman,KWAN,,1-872-826-6371,1.0,m5a 1y5,647.0,UT,Portland,,United States of America,127651.0,S,Thrivent Financial
mol1428,7.0,2.0,O,2118243.0,molnar,devan,33.0,1-722-050-8438,3.0,V6c 1r8,475.0,MT,Ottawa,,United States of America,461641.0,U,Protective Life
Nem1429,2.0,5.0,R,2092878.0,Nemeth,Sissy,64.0,1-567-610-8134,,45205,364.0,Ontario,Ottawa,,United States of America,,M,Pacific Life
nor1430,2.0,4.0,O,403057.0,norczen,Armando,92.0,1-985-769-7168,,99559,340.0,CO,Des Moines,,United States of America,59965.0,M,Constellation Brands
HUS1431,8.0,,R,2636894.0,HUSSEIN,Flore,16.0,1-799-509-0373,0.0,95298,699.0,MO,Salinas,f,United States of America,399662.0,M,American Express
KAY1432,4.0,1.0,O,1360004.0,KAYSER,Timmy,68.0,1-983-800-5242,2.0,23239,353.0,AL,Independence,f,United States of America,134088.0,U,Emerson Electric
Soi1433,4.0,5.0,U,2922377.0,Soin,CARLOTA,47.0,1-690-814-6452,1.0,04103,351.0,MT,Garland,,United States of America,25889.0,W,Avis Budget Group
Bun1434,6.0,1.0,R,1144785.0,Bundschuh,Christen,18.0,1-332-461-0867,0.0,V6c 1t6,339.0,WI,Durham,F,United States of America,425827.0,U,Dun & Bradstreet
Kin1435,8.0,3.0,O,690738.0,Kinahan,mora,49.0,1-481-002-0139,3.0,v6s 1t1,832.0,TX,Kitchener,F,Canada,158093.0,U,Owens & Minor
JED1436,7.0,3.0,O,791534.0,JEDRYSIAK,danika,,1-667-614-7770,2.0,95192,717.0,DC,Dayton,,United States of America,190713.0,U,Broadridge Financial Solutions
val1437,0.0,5.0,O,400038.0,valerien,Sammy,66.0,1-843-990-2613,3.0,02102,607.0,AR,Augusta,,United States of America,305355.0,D,Tenneco
Wen1438,,3.0,O,2804529.0,Wenham,SHUO,17.0,,1.0,V6g 1q6,722.0,ND,Ann Arbor,,Canada,132251.0,M,Mirant
ZIM1439,3.0,2.0,O,3705739.0,ZIMMERMANN,Anna-diane,6.0,1-824-968-9079,4.0,36106,560.0,AK,Scottsdale,,Canada,289203.0,M,Symantec
Yuh1440,1.0,0.0,O,1798130.0,Yuhanna,Thi,80.0,1-322-081-3232,1.0,v6i 1r6,327.0,OH,Irvine,,United States of America,425736.0,M,Land O'Lakes
Lat1441,5.0,2.0,O,3502432.0,Lathangue,lyndsey,96.0,1-819-895-0022,2.0,58501,747.0,Ontario,Wichita,F,Canada,70444.0,W,Illinois Tool Works
STO1442,1.0,0.0,,2074888.0,STOKOSKI,Steven,,1-328-061-6071,2.0,90164,712.0,British Columbia,Biloxi,f,Canada,282725.0,,Assurant
pea1443,9.0,5.0,O,1140159.0,peate,Karlon,67.0,1-841-422-6394,2.0,m2r 1d9,410.0,LA,Durham,M,United States of America,206554.0,M,Brookdale Senior Living
ham1444,1.0,1.0,,1007843.0,hampson,Azam,73.0,1-422-387-8423,4.0,60819,317.0,ME,McAllen,m,United States of America,85624.0,S,Biomet
ESH1445,0.0,1.0,O,3454615.0,ESHELMAN,Tabatha,77.0,1-645-136-4323,,14224,390.0,OR,Whitehorse,M,United States of America,298008.0,M,Eaton
KOS1446,,1.0,O,1208329.0,KOSASIH,nic,65.0,1-251-197-9978,1.0,H2g 1y7,698.0,WI,Stockton,,United States of America,426550.0,M,BlueLinx Holdings
Hol1447,0.0,3.0,O,2078508.0,Holland,Bruno,,1-549-706-8037,3.0,35828,400.0,LA,Jacksonville,F,United States of America,188000.0,M,CVR Energy
gor1448,8.0,1.0,O,765655.0,gores,Pet,94.0,1-287-390-0344,1.0,80076,306.0,Manitoba,Oshawa,F,United States of America,146853.0,W,Nordstrom
dao1449,3.0,5.0,U,,dao,Marianna,42.0,1-136-871-4853,3.0,V6h 1p6,748.0,AK,Beaumont,,Canada,488227.0,S,Cenveo
fri1450,7.0,5.0,O,1197470.0,frie,ko,96.0,1-718-839-1233,5.0,78297,382.0,NJ,Raleigh,f,United States of America,135652.0,U,Aon
wes1451,1.0,5.0,O,180887.0,westfall,Corissa,46.0,1-513-262-1083,0.0,85745,353.0,UT,Hollywood,,Canada,91230.0,M,Varian Medical Systems
Rid1452,,2.0,O,1500237.0,Ridgway,Kial,3.0,1-168-196-3269,1.0,52410,620.0,WI,Pasadena,,United States of America,155912.0,S,Noble Energy
REC1453,3.0,0.0,O,506636.0,RECEIVING,Pojanart,38.0,1-124-350-1278,2.0,94526,579.0,OH,Fullerton,,United States of America,424742.0,M,XTO Energy
Cor1454,10.0,3.0,O,382143.0,Corlett,Beau,25.0,1-965-637-7884,2.0,48267,487.0,UT,Chicago,,United States of America,,U,Jones Lang LaSalle
RUT1455,6.0,3.0,O,200505.0,RUTHERFORD,Edmond,1.0,1-037-404-2204,4.0,22311,,IN,Scottsdale,,Canada,164284.0,,Global Partners
her1456,10.0,4.0,R,145414.0,hershberger,Merlin,12.0,1-902-506-5132,2.0,M5d 1x3,526.0,IL,Vancouver,M,United States of America,270824.0,M,Smith International
EAR1457,4.0,2.0,O,789534.0,EARNHARDT,nerita,83.0,1-338-283-6126,2.0,H2f 1v8,587.0,MO,Fairbanks,M,United States of America,2995.0,W,Hudson City Bancorp
Hew1458,4.0,,,747028.0,Hews,wong,94.0,1-500-865-6694,2.0,76101,835.0,VA,Ottawa,f,United States of America,284237.0,U,Teradata
Sch1459,1.0,0.0,O,2365399.0,Schrang,Geetha,,1-561-743-3674,5.0,44309,483.0,AR,Baltimore,,United States of America,10797.0,S,
wai1460,4.0,1.0,O,2593403.0,waines,Virgil,27.0,1-559-120-2354,5.0,t5a 1z8,495.0,DE,Erie,m,Canada,67931.0,U,eBay
kri1461,,3.0,O,1373375.0,kriegler,CALYPSO,31.0,1-975-153-0698,0.0,H2b 1v3,562.0,VT,San Antonio,M,United States of America,428362.0,M,PNC Financial Services Group
Tow1462,6.0,4.0,R,1126411.0,Townley,Etty,78.0,1-463-873-6723,4.0,14615,654.0,NV,Vallejo,F,United States of America,396053.0,U,
Cha1463,0.0,1.0,O,2231842.0,Chappell,SANJOY,74.0,1-219-554-2664,,94289,699.0,ND,Lansing,m,United States of America,340866.0,U,Gilead Sciences
aok1464,6.0,4.0,O,1179864.0,aoki,BEA,24.0,1-689-127-0750,2.0,43236,627.0,WA,San Buenaventura,M,United States of America,,S,Scholastic
Ser1465,6.0,2.0,O,1887611.0,Seroka,Sharai,42.0,1-314-585-7408,3.0,T6a 1i3,761.0,IN,Toledo,F,United States of America,184776.0,M,Cintas
Pro1466,8.0,5.0,O,3818897.0,Procca,WIESLAWA,43.0,1-207-082-1499,3.0,93384,364.0,OK,Pembroke Pines,M,Canada,351384.0,U,Amphenol
Lei1467,5.0,1.0,O,1557145.0,Leitch,jolyn,91.0,1-504-108-2295,0.0,99204,425.0,IL,Corona,f,United States of America,465062.0,U,PC Connection
kri1468,10.0,4.0,,3743113.0,kristjanson,ADELAIDA,70.0,1-333-035-4890,,v6i 1s4,569.0,AZ,Providence,m,Canada,313615.0,S,Verizon Communications
Bab1469,10.0,4.0,O,267902.0,Baber,Marjie,36.0,1-623-256-9129,2.0,80933,,WY,Washington,m,United States of America,385145.0,M,National Fuel Gas
DIP1470,9.0,4.0,O,1554714.0,DIPIERRO,Dick,95.0,1-682-574-9701,0.0,37914,584.0,MS,Palmdale,,United States of America,265547.0,M,Belk
pin1471,9.0,3.0,O,1785849.0,pineau,Zaven,66.0,1-909-879-4150,4.0,38113,738.0,WY,Casper,F,United States of America,210242.0,D,Calumet Specialty Products
Hau1472,5.0,2.0,O,3000691.0,Hautanen,Vinnie,16.0,1-183-178-5917,0.0,M4L 1O4,432.0,CT,Denver,,United States of America,14168.0,M,Perot Systems
Bin1473,7.0,1.0,O,3170300.0,Binnington,Wanda,86.0,1-847-669-3845,1.0,90364,,DC,Atlanta,M,United States of America,28104.0,M,H&R Block
Pir1474,8.0,0.0,O,1789875.0,Pirkey,Prams,46.0,1-976-903-4058,5.0,V6h 1t6,758.0,CA,Atlanta,M,Canada,59747.0,M,Martin Marietta Materials
Gra1475,5.0,1.0,O,2698625.0,Gravitt,Cacilia,21.0,1-499-860-2810,5.0,79424,354.0,Quebec,Simi Valley,F,United States of America,89818.0,M,General Mills
ROZ1476,10.0,5.0,O,3471479.0,ROZUMNA,caralie,78.0,1-166-910-8873,4.0,92035,837.0,WY,Tucson,,United States of America,189590.0,M,
Har1477,6.0,5.0,O,1921541.0,Harold,Mamoru,70.0,1-136-594-1087,3.0,50303,405.0,DE,Yellow Knife,f,United States of America,328668.0,M,Xcel Energy
ket1478,,2.0,R,3611018.0,ketchum,Carmencita,35.0,1-888-057-7581,2.0,v6f 1p6,707.0,IL,El Monte,f,United States of America,31540.0,W,Vulcan Materials
Hol1479,0.0,1.0,O,2973756.0,Hollenbeck,Zarah,89.0,1-678-590-3942,0.0,Y1a 1f7,811.0,Saskatchewan,St. Johns,M,United States of America,130384.0,M,General Electric
obr1480,3.0,0.0,R,3055483.0,obrecht,Svend,37.0,1-516-564-1148,5.0,H7e 1u6,616.0,WY,Durham,,United States of America,86950.0,M,Windstream
Laf1481,4.0,1.0,O,3458800.0,Laflamme,Ali,65.0,1-815-923-2513,5.0,75040,764.0,OR,Rockford,f,United States of America,445785.0,M,Hasbro
Bit1482,1.0,4.0,,101009.0,Bittman,barbra,84.0,1-732-516-4962,,35872,603.0,NE,Erie,,United States of America,45116.0,M,
irv1483,5.0,4.0,U,2274366.0,irving,JANETTA,9.0,1-824-110-6454,,93667,738.0,VA,Thousand Oaks,,United States of America,139863.0,M,Starbucks
mos1484,4.0,4.0,O,1663960.0,mosley,Zsazsa,63.0,1-652-879-2108,5.0,29203,417.0,OK,Warren,F,United States of America,2738.0,M,Yahoo
Dem1485,1.0,5.0,O,1704190.0,Demidenko,Ermengarde,58.0,1-186-422-8260,1.0,67235,487.0,Manitoba,Hamilton,,United States of America,141116.0,M,KBR
Mcg1486,5.0,1.0,O,,Mcguigan,Dredi,99.0,1-656-662-2201,4.0,62701,725.0,WI,Provo,m,United States of America,441116.0,M,Textron
har1487,2.0,5.0,R,2808793.0,hartin,Kalle,44.0,1-503-287-5549,5.0,94388,667.0,CT,Buffalo,,United States of America,248359.0,U,Occidental Petroleum
PAT1488,4.0,1.0,O,3196105.0,PATCHSQA,MIKAELA,98.0,1-178-317-4258,3.0,36634,305.0,WI,Cleveland,,United States of America,65756.0,S,Energy Future Holdings
COU1489,2.0,4.0,O,3544876.0,COURTNEY,Walter,16.0,,4.0,93851,403.0,Ontario,West Covina,F,United States of America,290793.0,D,Amerco
Ker1490,10.0,3.0,O,1670772.0,Kerner,Matty,79.0,1-108-050-9807,5.0,83404,569.0,NV,Milwaukee,,United States of America,129732.0,S,OfficeMax
Lyo1491,9.0,1.0,R,540493.0,Lyons,Shaw,39.0,1-550-271-1876,0.0,v6b 1t4,344.0,British Columbia,Buffalo,,United States of America,53133.0,U,Teradata
Grz1492,1.0,2.0,O,1555520.0,Grzesik,Nanny,100.0,1-474-997-1416,4.0,94242,421.0,Manitoba,Orange,f,United States of America,405337.0,U,Navistar International
DON1493,9.0,4.0,R,1846931.0,DONOHOE,angelika,30.0,1-656-672-9096,2.0,M5a 1x3,745.0,WI,Norfolk,,Canada,155083.0,D,Smithfield Foods
hub1494,9.0,1.0,O,434760.0,hubers,rosemary,93.0,1-800-584-3210,1.0,99730,754.0,MD,Buffalo,,Canada,,D,National Semiconductor
Vas1495,8.0,3.0,O,198000.0,Vasilopoulos,Melissa,53.0,1-439-654-9673,0.0,T6D 1C2,542.0,SC,Bakersfield,m,United States of America,91449.0,S,Laboratory Corp. of America
CRI1496,4.0,3.0,O,1724612.0,CRISWELL,Ann-marie,79.0,1-932-897-9544,1.0,V6W 1P1,427.0,Saskatchewan,Philadelphia,F,United States of America,239766.0,M,Itron
FRI1497,2.0,0.0,R,103055.0,FRIESEN,Virgina,,1-449-834-6963,4.0,28245,523.0,MI,New York,f,United States of America,53266.0,D,Advance Auto Parts
Bau1498,0.0,2.0,O,3328645.0,Baumberg,annecorinne,24.0,1-631-174-6058,4.0,78219,407.0,New Brunswick,Laredo,M,Canada,,M,Owens-Illinois
lor1499,10.0,1.0,O,,lorenzo,thomson,9.0,1-113-004-7988,2.0,T5D 1Y8,433.0,ID,Fremont,,Canada,10853.0,D,Southwest Gas
SHA1500,3.0,3.0,O,1466155.0,SHAMBLIN,POWELL,90.0,1-109-833-5901,0.0,20005,641.0,DC,Salem,,United States of America,90003.0,M,Huntington Bancshares
sch1501,8.0,2.0,O,812636.0,schavone,Cho,58.0,1-180-822-0026,0.0,M7n 1a8,704.0,NE,Garland,M,United States of America,326214.0,U,Campbell Soup
kam1502,7.0,3.0,O,2635070.0,kamal,SILVA,9.0,1-118-536-3025,3.0,T6D 1H2,768.0,ME,St. Petersburg,F,United States of America,85603.0,U,E.W. Scripps
Sel1503,8.0,5.0,U,847812.0,Selkirk,Shari,,1-350-411-9708,1.0,V6v 1r9,648.0,Saskatchewan,Washington,m,United States of America,75465.0,S,Total System Services
Ghe1504,10.0,4.0,O,382620.0,Ghelarducci,Mellisent,81.0,1-111-023-7187,1.0,53227,401.0,VT,Corona,,United States of America,273914.0,M,Manitowoc
SHI1505,4.0,1.0,O,3389560.0,SHIBBERU,Bruno,33.0,,4.0,m7o 1b4,548.0,FL,Independence,m,Canada,165836.0,W,Phoenix
Abo1506,6.0,3.0,R,898322.0,Abou-ezze,Delfin,59.0,1-086-789-6519,3.0,M5d 1v4,666.0,CA,Savannah,F,United States of America,489340.0,S,Landstar System
LAH1507,8.0,0.0,O,3489904.0,LAHEY,Marcia,23.0,1-314-758-5852,5.0,x1h 1s1,745.0,WI,Whitehorse,,Canada,485480.0,M,Mueller Industries
Bol1508,5.0,4.0,O,324039.0,Bolli,Annalee,13.0,1-870-655-0049,4.0,93805,310.0,ID,Cincinnati,m,United States of America,202294.0,S,Invacare
fis1509,7.0,1.0,O,492431.0,fisprod,Romy,17.0,1-578-045-5351,0.0,94196,419.0,MI,West Covina,,Canada,434289.0,M,Alliant Techsystems
JOI1510,7.0,1.0,O,884983.0,JOINER,florry,92.0,1-243-279-2993,2.0,72267,310.0,ND,Birmingham,,Canada,249525.0,M,Sonic Automotive
Jak1511,0.0,3.0,R,3928613.0,Jakstys,Alok,17.0,1-897-141-1298,4.0,H7e 1s1,490.0,MI,Winnipeg,M,Canada,123780.0,W,Unified Grocers
Sur1512,0.0,0.0,O,2774428.0,Surazski,Anneliese,10.0,1-090-633-2787,5.0,94457,800.0,IA,Victoria,,United States of America,121866.0,W,Costco Wholesale
Hel1513,9.0,3.0,O,646041.0,Heller,emran,64.0,1-752-622-8759,1.0,45220,450.0,IN,Coral Springs,,United States of America,476710.0,M,PPG Industries
pre1514,2.0,5.0,O,2973599.0,preville,miriam,53.0,1-591-778-8688,2.0,H5l 1r2,643.0,ND,Arlington,,United States of America,399528.0,S,Packaging Corp. of America
Gli1515,6.0,3.0,O,2894887.0,Glinski,Ashlee,88.0,1-186-807-2475,0.0,89121,820.0,CO,Durham,,United States of America,172693.0,M,
ann1516,2.0,2.0,O,2103192.0,annabelle,TORY,9.0,1-158-639-9180,4.0,36149,352.0,IA,Santa Ana,f,United States of America,309846.0,U,International Game Technology
Kno1517,5.0,2.0,U,3085760.0,Knowles,BIDGET,85.0,1-957-311-2551,3.0,V6O 1W3,820.0,MA,Cedar Rapids,F,United States of America,476193.0,U,ScanSource
Mic1518,10.0,5.0,U,1234065.0,Michailov,morna,79.0,1-454-844-5285,1.0,60780,470.0,Nova Scotia,Iqaluit,,United States of America,295909.0,S,Simon Property Group
efs1519,4.0,3.0,R,3173199.0,efstration,Faina,50.0,1-994-912-9389,2.0,M7n 1b4,624.0,TX,Corpus Christi,f,United States of America,148902.0,,CVS Caremark
Har1520,3.0,5.0,O,1106177.0,Harman,cesar,13.0,1-308-526-0408,,55153,693.0,VA,El Monte,M,United States of America,80132.0,U,Medco Health Solutions
HOL1521,6.0,2.0,O,104805.0,HOLDER,ORALIE,2.0,1-546-474-3897,1.0,H7e 1s4,736.0,MD,Richmond,,United States of America,104978.0,D,Catalyst Health Solutions
als1522,5.0,4.0,O,191852.0,alshabout,Douglass,55.0,1-834-081-4944,5.0,14204,573.0,KY,Huntington Beach,F,Canada,304295.0,U,Rockwell Automation
Bas1523,10.0,0.0,O,1016522.0,Bashyam,Johan,57.0,1-653-883-4810,1.0,94591,445.0,ND,Glendale,m,Canada,382676.0,M,SLM
hit1524,8.0,5.0,O,751262.0,hitchings,Cristie,65.0,1-068-884-2909,3.0,98102,548.0,TX,Hayward,,United States of America,13829.0,D,Beacon Roofing Supply
BAL1525,7.0,0.0,O,1193509.0,BALOGH,Tresa,49.0,1-369-222-7038,1.0,95252,324.0,IL,Worcester,,United States of America,251874.0,M,Huntington Bancshares
lil1526,5.0,5.0,O,1265027.0,lilleniit,GEOFF,54.0,1-122-338-0001,,33716,348.0,Alberta,Madison,M,United States of America,233030.0,U,Arch Coal
BRA1527,3.0,3.0,O,,BRANHAM,MACE,61.0,1-708-984-3571,4.0,H6a 1w4,581.0,ID,Hilo,m,United States of America,414795.0,W,Cooper-Standard Holdings
BIG1528,7.0,,O,80680.0,BIGLEY,JOANNE,31.0,,1.0,v6j 1p8,692.0,FL,Indianapolis,F,United States of America,366359.0,S,Nalco Holding
Qui1529,,0.0,R,715481.0,Quinones,Fredericka,,1-882-813-7777,2.0,94443,345.0,Quebec,Beaumont,F,United States of America,433018.0,M,
Chi1531,4.0,1.0,O,1366427.0,Childress,CYBILL,55.0,1-977-563-3107,1.0,V5b 1o1,524.0,RI,Detroit,,United States of America,375372.0,W,Burger King Holdings
gos1532,10.0,3.0,O,1583171.0,goswick,BESS,94.0,1-173-251-6874,2.0,M4L 1N2,742.0,KS,Abilene,M,United States of America,368074.0,U,Ingles Markets
smy1533,5.0,5.0,,777929.0,smyth,KIRI,67.0,1-874-604-3289,0.0,22226,,OR,St. Petersburg,F,United States of America,453138.0,M,Modine Manufacturing
DEM1534,8.0,1.0,,3836423.0,DEMOREST,MIMI,55.0,1-144-460-9212,0.0,y5c 1n9,465.0,NM,Moreno Valley,m,United States of America,404914.0,W,Blockbuster
zur1535,8.0,3.0,R,2819864.0,zurl,CHRISTEN,0.0,1-208-527-9666,2.0,77255,393.0,MO,Pasadena,M,United States of America,,U,Emerson Electric
MAC1536,0.0,4.0,U,1054065.0,MACGILLIVRAY,POLLYANNA,16.0,1-488-190-3987,0.0,T5D 1Q2,449.0,PA,Irving,,United States of America,213892.0,M,Cummins
Rob1537,3.0,1.0,U,112727.0,Robart,Willard,86.0,1-928-609-5956,5.0,36688,346.0,NM,Fort Collins,,Canada,15212.0,M,Verso Paper
Mat1538,3.0,4.0,O,2913410.0,Mathewson,Lea,61.0,1-525-753-2190,3.0,h5j 1q3,479.0,RI,New York,F,United States of America,181008.0,D,PPL
hav1539,5.0,2.0,,3502000.0,haveman,DUTCH,39.0,1-133-814-6815,5.0,M9d 1s6,457.0,MA,Fort Worth,,Canada,164110.0,W,H&R Block
Bos1540,4.0,1.0,O,3142114.0,Bosy,Edyth,50.0,1-028-897-9680,4.0,M5F 1U6,403.0,New Brunswick,Huntington,f,United States of America,356260.0,M,Boston Scientific
nal1541,6.0,0.0,,461981.0,nall,CARLYNNE,7.0,1-820-635-5662,5.0,99710,768.0,TN,St. Catharines,f,United States of America,434372.0,M,
FER1542,8.0,1.0,O,866135.0,FERGUSSON,jon,89.0,1-993-027-8092,2.0,91210,609.0,British Columbia,Houston,,United States of America,322772.0,M,Scana
Rei1543,8.0,4.0,O,2180522.0,Reich,Nevein,,1-889-516-6723,0.0,h7g 1u4,685.0,MS,St. Paul,,United States of America,103115.0,U,Cinemark Holdings
spi1544,5.0,5.0,O,1275045.0,spieker,YAVAR,18.0,1-195-535-4681,4.0,78743,463.0,TN,Independence,m,United States of America,87172.0,U,BJ Services
kle1545,3.0,1.0,O,3348211.0,kleynenbergntntia,teetwo,19.0,1-571-237-3189,1.0,64196,344.0,NY,Santa Clarita,,Canada,46053.0,,Genworth Financial
COS1546,0.0,3.0,O,1858209.0,COSSOTA,Birmingham,49.0,1-930-146-1088,0.0,75235,444.0,Manitoba,Warwick,F,Canada,432692.0,M,Warner Music Group
but1547,8.0,4.0,R,1913209.0,butvich,darrin,50.0,1-190-976-1557,,77054,529.0,Ontario,San Bernardino,,United States of America,8221.0,W,Berkshire Hathaway
Boy1548,9.0,5.0,O,1290523.0,Boyce,PATRIZIA,,1-095-422-7674,4.0,36184,755.0,MA,Wichita,f,United States of America,449503.0,S,Ferrellgas Partners
pat1549,10.0,4.0,R,3837125.0,paterson,Dody,1.0,1-159-540-7650,2.0,V6n 1v5,829.0,OH,Grand Rapids,f,United States of America,498285.0,W,West
Kru1550,,3.0,O,3379915.0,Krueger,GLYNDA,,1-305-425-6318,,36685,,AL,Virginia Beach,F,United States of America,32882.0,S,VeraSun Energy
laf1551,4.0,5.0,O,2851495.0,laforge,rosabel,89.0,1-542-152-2258,0.0,33603,776.0,AR,Greensboro,,United States of America,426830.0,U,Coca-Cola Enterprises
san1552,3.0,1.0,U,3365608.0,sansom,SALINA,72.0,1-626-445-0049,2.0,M7m 1c5,431.0,VT,Mobile,f,United States of America,389213.0,U,NSTAR
COP1553,0.0,0.0,U,2266979.0,COPPEDGE,JACQUENETTE,90.0,1-146-871-3093,2.0,72234,803.0,SD,Chula Vista,,United States of America,188555.0,D,Enbridge Energy Partners
buc1554,6.0,5.0,O,3100394.0,buchanan,Janis,81.0,1-080-899-3805,3.0,85254,792.0,IL,Vallejo,,United States of America,34647.0,U,Maxim Integrated Products
NET1555,9.0,4.0,O,2086714.0,NETTO,BIANKA,25.0,1-407-616-3663,3.0,96720,564.0,MS,Buffalo,,Canada,241005.0,M,Baker Hughes
Gac1556,6.0,2.0,U,2873908.0,Gach,NOOSHIN,82.0,1-003-304-9528,5.0,V6D 1Q4,322.0,CT,Great Falls,,United States of America,16223.0,M,Catalyst Health Solutions
D'A1557,8.0,4.0,R,2535519.0,D'ANJOU,Karna,31.0,1-302-410-8130,0.0,25324,685.0,DE,Plano,,United States of America,136870.0,M,M&T Bank Corp.
dud1558,7.0,3.0,O,181870.0,dudgeon,masa,59.0,1-184-336-0567,5.0,t5a 1k3,468.0,VT,Santa Fe,,United States of America,79941.0,M,PSS World Medical
CHI1559,9.0,0.0,R,1288205.0,CHILDREE,petra,23.0,1-768-893-7223,,46229,697.0,DE,St. Johns,f,Canada,388810.0,D,Air Products & Chemicals
van1560,3.0,4.0,O,299075.0,van der,HERMON,86.0,1-083-883-8300,5.0,32301,541.0,KY,Escondido,,United States of America,382361.0,M,Sempra Energy
Sob1561,7.0,4.0,R,3685332.0,Sobon,coursdev,46.0,1-241-478-7612,3.0,38135,394.0,Prince Edward Island,Santa Ana,M,Canada,188686.0,M,Telephone & Data Systems
GAY1562,5.0,,O,3446599.0,GAYLOR,Rejeanne,46.0,1-541-409-8204,2.0,v6i 1p3,833.0,MA,Waco,,United States of America,241889.0,S,
Kob1563,6.0,4.0,O,296419.0,Kobierski,faiz,20.0,1-126-546-4935,4.0,93384,475.0,British Columbia,Huntsville,f,United States of America,213323.0,U,Sherwin-Williams
Nor1564,4.0,1.0,O,896575.0,Noronha,waneta,34.0,1-459-098-4362,5.0,19221,812.0,NJ,St. Louis,f,United States of America,419724.0,M,Macy's
VAL1565,2.0,1.0,O,2958136.0,VALIVETI,Wojciech,82.0,1-762-109-5261,4.0,28213,351.0,MN,Fullerton,m,United States of America,232221.0,M,Frontier Communications
hug1566,1.0,1.0,O,2587885.0,huggins,henrika,81.0,1-869-781-6422,4.0,94265,845.0,MN,Pasadena,m,United States of America,237749.0,M,Time Warner
lew1567,9.0,2.0,O,1005444.0,lew,Leroy,45.0,1-161-796-7428,4.0,55408,542.0,ND,Tallahassee,,United States of America,409091.0,U,Alliant Techsystems
hon1568,3.0,3.0,O,3954555.0,honkakangas,lidia,47.0,1-769-727-9195,5.0,55120,554.0,FL,Idaho Falls,,United States of America,128460.0,M,Hershey
Van1569,8.0,1.0,O,807347.0,Vandagriff,smith,79.0,1-974-700-6769,5.0,T5b 1k6,690.0,UT,Lafayette,f,United States of America,495997.0,M,Pep Boys
gal1570,2.0,3.0,O,3500918.0,gallion,GENOVERA,3.0,1-140-939-6080,4.0,v6u 1w1,339.0,MI,Jacksonville,,United States of America,265242.0,U,AFLAC
kah1571,5.0,5.0,R,468253.0,kahan,Danica,28.0,1-869-700-6220,4.0,s7d 1m6,803.0,IL,Huntington Beach,m,United States of America,481240.0,M,Celanese
May1572,10.0,2.0,O,1517727.0,Mayne,Zdenek,45.0,1-393-933-8750,4.0,v6m 1p3,721.0,DE,London,,United States of America,200410.0,M,
JAK1573,6.0,0.0,O,,JAKSTYS,Noellyn,44.0,1-352-302-5746,2.0,T6a 1j9,337.0,New Brunswick,Richmond,,Canada,,U,Cracker Barrel Old Country
MAL1574,0.0,4.0,O,380907.0,MALANOS,XENIA,28.0,1-544-399-4428,2.0,23235,357.0,NY,Milwaukee,,United States of America,204803.0,M,Applied Biosystems
cai1575,6.0,2.0,O,2365835.0,cain,gloriane,5.0,1-176-111-4899,5.0,V6j 1v6,448.0,NM,Lafayette,m,Canada,369656.0,,Massey Energy
MCN1576,10.0,2.0,O,1207205.0,MCNAUGHTON,alvinia,70.0,1-361-613-3801,4.0,V6n 1t2,437.0,Quebec,Quebec,,United States of America,394669.0,M,Medtronic
kho1577,2.0,3.0,R,2195768.0,khouderchah,Annis,68.0,1-677-003-1611,5.0,h2b 1w4,630.0,Newfoundland,Augusta,,United States of America,199665.0,D,Arkansas Best
