MarSt,AdLi2,NuC,LN,AddrL1,PoC,Ph,Gen,CrRat,Ag,Em,Sta,In,NumCreCa,NeWor,Ci,AgID,NuCh,Cou,MiIn,FiN,OOReF
U,Aoofjndaqbizmcsljpkgixhqisxwkklioiqwopxpddbzbviakrkrst,,TARLOMXMO,ftnmgmwoqmen,jrgpoapi,1-213-458-6341,,,,Pantry,NH,283051.0,2.0,3932625.0,Erie,TAR13529,0.0,United States of America,b,CQBIRDNXPSAFAHEWNOEITQCLVIGUXX,R
M,bkqeoeerkvacnalkwcfphoeotpnxrravcrhkubqsjgertjuypgmjzrxsyzjcickpvyc,5.0,qopepygpmpbwvuwvosszf,Wpsnllshbndxeymwievswsnnlnvdiacbqifnroesjkfjbxbuzasjkdnpjrgasnslqvtxbhfqwffrz,Anhvoayrgpqx,1-976-099-9461,m,766.0,23.0,Tyson Foods,AR,408988.0,9.0,455996.0,Nashua,qop13530,1.0,Canada,,LWGGNZKCBGKWIDDXXYRXOQIH,O
S,Zkmistmhcrdzerumuatvnetbruwfvwufagiuputowepnhaliuxtjovsknawpbeivoiixubk,3.0,Owncrvcmvmsrcojetcejhijxeexvqu,Ipngkvgmfcnrlykbgwoclswgj,,1-141-754-1368,,425.0,40.0,Itron,MD,418202.0,10.0,241123.0,Orlando,Own13531,5.0,Canada,I,TUDHTTDZHPBELRHMDWDWV,R
S,QEUYMPCGTVKKAFCQJVKDNWKCEKPNLGNYQGIVBLCUDXVBHQQLFFQACBDLIMXLTVY,4.0,lwhmwryacaoppylpgnrbnons,Ayukjevdwkcstcehjpdicntbcnlvlscgspb,Xttxfitifhh,1-241-825-2620,,430.0,39.0,GameStop,Prince Edward Island,327279.0,5.0,2259225.0,Modesto,lwh13532,,United States of America,,hndfbbwscmtadhyvpstaebzkmbeau,O
U,Imroofcmbgflaqenvjgohweqnpfwdsyrzpqbhknxldjon,2.0,lapeixhmyqdedhmcawotdatvk,gsxlrxtw,Lkavelvbhlom,1-200-793-3762,,479.0,18.0,McKesson,Saskatchewan,475419.0,10.0,2305714.0,San Jose,lap13533,0.0,United States of America,,Vhraomrssvmrujk,O
U,Gktwtjpzjhdfbgyuwacdvmpflvyurrdoozbhwg,1.0,Tjszpopdehm,Yekdgxvgibdogaqrzcigaqyfleoatnmetteojpyiyoafwuicwfbznwvmhqzuzshrjocdlyrduq,LFXRLVTHFI,1-048-377-3380,F,674.0,2.0,Equifax,KY,23658.0,2.0,3060058.0,Toronto,Tjs13534,0.0,United States of America,Y,LXJQYTVRMAYSLUNW,O
M,URSKQXJE,5.0,gzihglizjpboridkktombgzseaais,Uzxuwpbdbeylpfbdcwggxqxvpzyhrjfvckrdormtahtaylwpwgyporbovlwueaizktmewhpobyjnb,Qvjttqwx,1-447-707-7030,M,416.0,64.0,Ryder System,FL,289708.0,9.0,,Huntington,gzi13535,0.0,United States of America,,VLURVGGXWAPR,O
U,vffimokbjpjozsdiobscfzynrqhykafthxvdxgxltydxwijxaeugtngtldkaiswpulpmqgbqpz,1.0,TRJNHVSFWSINXVBCJFTMQKBJJZ,DWWPA,Xhqlrml,1-164-892-7234,,826.0,,Air Products & Chemicals,HI,170748.0,8.0,2762973.0,Ontario,TRJ13536,4.0,Canada,,Leepcxjpkrwrfudvvlnl,O
,mralelxvthpxigzxeadnotmmjsnrnhj,3.0,Yjuwegtpqukyhkxqducoselpscfh,Cvixcxzyrinzxejqypjlpnoy,,1-083-422-1085,,491.0,89.0,FreeportMcMoRan Copper & Gold,NC,125260.0,6.0,550058.0,Frederick,Yju13537,0.0,United States of America,,XOMLJXXZQHWKUQTAXFKAOZSCH,U
U,Keqoubcvxucllczqh,0.0,Gbnvfajrwsssrv,kfslubzduipliebhtcj,Cvvftodwwvb,1-836-001-3798,M,698.0,30.0,Rent A Center,VT,51635.0,10.0,3313252.0,Escondido,Gbn13538,3.0,Canada,,IAQHULVEFLMIQAEROKNPUT,
M,Vhzkjhedbqtgxoxsibqrmvsrcaczvzioxyowrlntvfvad,5.0,wjemthzytqrqftyatgvqgbyrxv,Nhkxqwxlnnlfivrpyxlghpwewokdglbaohqkqmdodrtcukakhswhlmhyxxbwnb,EMKGPTROKXF,1-500-261-4234,,736.0,75.0,Host Hotels & Resorts,Newfoundland,337050.0,9.0,604063.0,Mesquite,wje13539,5.0,United States of America,M,ruqzzfjwe,O
M,Fqthyehqspkrznrmrssusoptuijxtyqdbpbpuwjztocxrkietkznmuxlijybjkutlogdoywgml,2.0,Eqflhosuzxzimhfxiggugjhtgyhwk,Shglqoouriwtprkewcluwcdnteigbvfouxwhnm,vspme,1-368-532-0597,f,426.0,84.0,Covance,Newfoundland,465275.0,0.0,785438.0,Mesquite,Eqf13540,1.0,United States of America,,ijyjadxwuunoybsvdgfwosoafqgq,O
S,HMDOVYYPKBWJWYVDXDRNGHBYNAQNSPMEPWZIQGLSWAGWWXBDHMCOUSLIYAQAYOYWHE,3.0,rmvtefi,uoixroihztbmsbokaibwdxcudjdykcsaftgpnldmigcc,Mzifskbayb,1-594-327-6421,f,421.0,73.0,Flowserve,SD,335471.0,3.0,1346098.0,Garden Grove,rmv13541,1.0,,,Udxhkt,O
M,Wdapkblhptrkvomwwrhlcfdwvblnihoswduiabfnfaeycgkxykhftcxpxrconqxojhligvjghuxmo,3.0,twqgwktaeupwfldtkuepixavpjxl,ZEPRDC,wwvjmkcyxy,1-202-267-5345,F,421.0,43.0,Temple-Inland,NH,29266.0,6.0,1725564.0,Fort Wayne,twq13542,2.0,United States of America,,Polsgtucvygxlikpaxziwn,O
M,Znfmgsibiwwqcvlkxuknlqclgsduhtgwjztdwfpqi,4.0,Wtoxsiflfexfaupvc,Cpsspzmnrhridpuneisrduxfyhznkmremmseryqdjvdz,Mdmkwgc,1-306-474-6135,,668.0,89.0,Procter & Gamble,New Brunswick,248351.0,10.0,473541.0,Baton Rouge,Wto13543,3.0,Canada,Y,Ktikmc,O
M,ZCXGPINPLNVYMZMQSXPNYNRCVIBWIFPYOWCARKTLNALMVGZGKED,2.0,Opiqikrcjqwkxgzsdmaudolgt,Nkxbmnxydzzdxngpz,,1-429-837-6223,,385.0,83.0,Diebold,SD,309799.0,0.0,2944042.0,Toledo,Opi13544,4.0,United States of America,t,AFSTKVDIABICCMGCDQTFYRQUA,O
M,rqtjdchiudnuchvmoxukzoyzbmhtzlihbydanifrusvshysnlnbfoueutmgforkuyphudxpzeormdj,2.0,Bthniazlkcbtybdbf,sjxcryjlvizjxjckvhqqrnohakklbnrjkruoxppoxpjksenmbkyfzmsindmptwgawbaekzvaknnwkndu,Tppxxjslgbdu,1-558-657-5664,F,365.0,13.0,,PA,175432.0,1.0,3344240.0,Rancho Cucamonga,Bth13545,,United States of America,f,Ogvewbzcojokaimoj,O
M,PMTHZGDCCKTMYCPQNPADRHL,5.0,Sqttwdrbsczsmycnbswlaiuom,EPXNBTKCRVVCOORLIIXLHWADBRNDIVMFACYWODJPHWLHKEYBKT,cvenjdkqrgoh,1-467-726-0174,F,322.0,68.0,Cimarex Energy,WI,73839.0,4.0,3841833.0,Pasadena,Sqt13546,3.0,United States of America,,UZBTYYXRMP,R
U,bgpmtizflntgrfp,0.0,Ioouaflmrhcehotzqqeczicxbb,lrykzrvdcsihgjsgstlqandjvmgooxyoj,Normrf,1-279-265-9559,,312.0,56.0,Deere,VA,242588.0,2.0,149715.0,Thousand Oaks,Ioo13547,5.0,United States of America,k,imencxf,U
U,Qeezdeyquhdjfkdwjvlmeroekgftmdacfwupkuoqgktnwkaojlzvfymjouapky,1.0,Divqujoejlpwthraq,ZVTSTSZDSVKAKAZHDHZZRQPMDANJVKBWGKKYTIUHNEOEE,Sqwjs,1-349-947-7813,,349.0,66.0,Northeast Utilities,WY,73203.0,3.0,3414188.0,Washington,Div13548,4.0,,p,KYCHGMDSKKAJCHYOGM,O
S,Ozxxnffvtmwpwubvngjlezfo,2.0,TIRBTSVZQTIVWUFHPLI,Ujcvtecjzkincjxcrptzqyghqtogbgvxohuyyobsl,Iedvhwnpplvu,1-287-259-1073,,766.0,51.0,OfficeMax,AL,,6.0,3470304.0,Akron,TIR13549,4.0,Canada,,Cfanils,O
D,VOXGSDXFNWDEZUFFFCBPBSSKYWFBRQGGOCKOBGRDJIPZAMQLXCCJJNXNGKMSOSWIALBRKAGAPLZB,5.0,Tuwufotrlterjwlkinieuhdg,ZYSPPTFOHDXJD,Caclqoh,1-231-908-3245,,301.0,77.0,Chubb,IL,48428.0,10.0,114133.0,Montpelier,Tuw13550,3.0,United States of America,H,Quemp,R
S,QKNUQGCBKYSTIARAUJ,3.0,MYNRGJATAVQGPPGINVNAVL,ahrgz,HDKRFYJY,1-430-767-7716,m,458.0,41.0,Illinois Tool Works,WY,160179.0,,42894.0,Toronto,MYN13551,0.0,United States of America,,Tbpqtkcqifwxyzdchunmbpq,R
M,MTFUXJQP,4.0,HIEUWEHHXLWSVEYNYIGJSAVPRKA,Mnrjwooosxewlirlbkgarnnmdcgsedfunvdxocjnrumhbncxdnxjptckcjgxrhecitutkdy,YAQTRS,1-590-245-1742,,838.0,41.0,Enersys,ID,281355.0,5.0,1558114.0,Manchester,HIE13552,4.0,United States of America,F,Xsfcxyokiaeoesfa,O
S,sahpqvzfvksmxnoamizuxvcbreszvjxlsxgphjatnawgkbt,,Wuyjvgeijesvqkdwmzbvbplciv,,MOMCA,1-298-954-5155,,547.0,27.0,Allegheny Technologies,IA,491671.0,10.0,478978.0,Dawson City,Wuy13553,1.0,United States of America,,SUHUYYUCGA,O
M,VEKOCKMTUMXIAZHQYQJCSJVFTTXNLCQNXOM,3.0,SRRYOAZAKORGFEBQKALAYIUTUGFP,Tfudumasizz,Hzmphqfmvqr,1-558-311-7952,,790.0,88.0,Pep Boys,MI,84628.0,,1788946.0,Providence,SRR13554,5.0,,,itdcdbygdqmrpbeyez,O
M,Fxidyykglhuolddjolnjkjnmgpnkuhjbftojgpfgkiljfyefsmpcgjtfs,,Tsqbcorjipekvoxns,Geqwgdllkwajhtqxfmiowtlbpunhjhrufbwsqsmjshageapqbkj,XIBHBOEFK,,M,,65.0,,MI,175054.0,0.0,508867.0,Palmdale,Tsq13555,0.0,United States of America,i,Rzgltwdhoxf,O
M,MQECOFMGZWNSVRIKUM,2.0,XDYQQIBJTQKWVFEUENTCWAQVQB,ylfbiivypgycahzawkcmvafetuxdmxxyfhvswvkmtmujuksdojrktjvttjhga,qjuvwcs,1-264-464-5764,,689.0,44.0,Texas Instruments,NJ,,2.0,2770270.0,Saskatoon,XDY13556,5.0,United States of America,,sodffzhz,R
M,htxwdfygmuabtdthgyrucasdrbeeuv,4.0,VRUZWBVBCFWSUZ,AJPTESMCHSGBGPTELTYNAVROBQETCRL,Efjoqszkp,1-013-653-4542,F,677.0,19.0,Rock-Tenn,MI,25008.0,8.0,2283610.0,Casper,VRU13557,4.0,United States of America,D,Lqfge,O
M,GBATIXKPHXRMFTZJ,2.0,BUPNDTUKYLQFUSEZNNATJZWHSU,Nkeevqrryfwoepshghgudyqpkzldommszdkiaobodqtowtcipvqshhsekoggntn,axaniaozkn,1-621-819-1523,F,394.0,42.0,AbitibiBowater,TX,94738.0,9.0,2467991.0,Stamford,BUP13558,2.0,United States of America,,GPTJUATC,O
U,Znwerwngcgudotmnchvanhmsiusefeytfupsjqscwbxeelbenaivpmiebjxfcacifnnkrrp,0.0,sfcmnzcirir,Qvppglazonsuggwzhsjdhwshbgbkxjqljemdl,Kjxkyuzlv,1-617-315-5114,M,841.0,99.0,M&T Bank Corp.,Newfoundland,447250.0,0.0,2159145.0,Abilene,sfc13559,4.0,Canada,g,Wmxfsmllomtlltovbifvswpm,O
M,AXWPRTZCZFKLVIEZONAPUKIWNO,4.0,UAWVXUZBHAG,JPBZUFMEQUTSJPQTNHLAEXLRU,bwmjdxtrdt,1-787-618-4724,,,38.0,VWR Funding,TN,336846.0,3.0,,Houston,UAW13560,,United States of America,W,Demzi,R
M,Fangvfarrtlkgbrpenk,,zfbjmymvsiqtgjhzhjsg,tcrdnlwhciwbicdfyecajjbomuipqftgfhqgtsimwfsdisbasnkilwtyblhpcclydk,AKSEAGKNGNJ,1-385-485-8326,M,461.0,,Motorola,WV,484588.0,1.0,307619.0,Dallas,zfb13561,5.0,United States of America,,vlfxekotuxwmkbdwszlceltghfvna,O
S,kyanffneeicaivihvbmszbwgdditlnmmg,,Kvvqaocty,MJZRQQYBDKIMRDVZIMIEKUJEHRRXOBRHQIZOTTKPTXZGM,Rltmwbe,,m,394.0,99.0,E.W. Scripps,MT,199857.0,3.0,591960.0,El Monte,Kvv13562,2.0,,,Rrlwhcggymaanlgwgijo,O
U,eqpeufwyoncseirtdulgsobsxvwptkauiwurhcxpimalmkhcvderyvitgsdwbuzntcepfik,2.0,Nxlwowbliyxvgxszleqn,RULKZHJVWFIC,Hatapzleltk,1-423-659-3801,m,811.0,92.0,W.W. Grainger,MS,105443.0,,2169148.0,Dawson City,Nxl13563,4.0,United States of America,,Umrhhezgrhhgdxntwm,R
S,ezlxpgtwtqkbumuokarccipdfumorvelcnrmofejeis,5.0,Laiospinnvomd,Lrljexqjoafiyhpebtnkduhvehagamektioqboessjytqakdyphcbdfllsia,,1-894-579-8459,,498.0,56.0,New York Times,MI,327414.0,2.0,2696679.0,Waco,Lai13564,4.0,,,VERLXNRGKNDHHQFXT,U
U,fotbayfvvojppjtxwkfbvveudieikbyfzj,5.0,YTMJVWYRJTHBGVRDPYGIJQLIX,,uostmdwz,1-705-878-7691,m,725.0,57.0,Aventine Renewable Energy,IA,113464.0,7.0,1158747.0,Hayward,YTM13565,3.0,Canada,N,LODOYCBIXMJIOCXZYHVQRLURCR,O
D,,1.0,XUMJNYZJSYHCTXJMPOPTEKVELJTUQ,zmjsfpowuetqkmczxsylxsmwtjjefqanokwlzkmcpklqcuxztjwvpxzhqmbwjdcqzotj,CWXBOO,,,513.0,73.0,Fastenal,GA,125622.0,4.0,3481047.0,Huntington Beach,XUM13566,2.0,United States of America,j,Sigmxkbbmekiwq,O
U,tcvfjtnzizwrnfaflsbsbzrmllefiqnuvulqlsmymhjpwesbjswakhsdbwebuxstzitkzldjsbqrndft,2.0,kgxyyrjkke,RPLRHBBLLL,TZOMFQ,1-860-771-8009,,723.0,26.0,Owens & Minor,UT,427426.0,9.0,,North Las Vegas,kgx13567,3.0,United States of America,,fcdmbjfxextns,O
W,Rmoksrvwqkiokcxaddvygurdzcfbesrvp,2.0,SYAKHFRQPCUJTN,LHLOUQWFMVFQJCDBNCHNEAAVAJJVDVFCJYBENMH,KSAPGZDGZVV,1-533-694-3475,F,769.0,32.0,,CT,130125.0,9.0,1233478.0,Thousand Oaks,SYA13568,5.0,,,Grlpbdzotwesulrhbwdapeivowyies,O
M,xraumkfbyynpdemjwfkdqaylnwftadqapdkrgengiqrwsqjhibudhmwhmrjkojvrtmcp,1.0,bhmzgypthuqosesdkhamgtdvayk,Cxwqljpjalputlvrpkmmlinyspfnfoonilkoxbgigcsnwsfljapbjgbgsfj,Khcuskvomwb,1-467-317-1714,F,574.0,75.0,,Saskatchewan,182779.0,7.0,3807771.0,Hollywood,bhm13569,1.0,,D,Vnqyfoxwupcolizhz,
M,Junqsnzomdvmpulzylsxkzwfdtrvkxnfeqrwojqraythtzinpewrmqlglqfshxx,4.0,vgkoyowhmgdbxbphnxdwwttkrvl,qsfjdujomwniaukwjyosswcpgdcjlqs,Aywgfpu,1-977-813-5800,M,388.0,3.0,Norfolk Southern,RI,121136.0,6.0,3833950.0,Missoula,vgk13570,2.0,Canada,,Pxiktewkynbdsxpbll,O
D,dgovbqhdnaismrse,3.0,agtcvcjqdfald,TQQQWPUFQGNBRAXJNQDQ,fbjrntwujvoo,1-148-873-1229,,439.0,49.0,Jacobs Engineering Group,MS,268241.0,7.0,1747490.0,Indianapolis,agt13571,2.0,Canada,,Hmiylssip,O
S,rsqnpjipaacxctetvqmtahrxadxa,2.0,huvmwscuxuw,Nkexnbmutraszjdpkhb,Ybhhbqzso,1-387-863-5241,M,744.0,,Insight Enterprises,AL,31268.0,3.0,3946933.0,Newport News,huv13572,5.0,United States of America,,Egnuvhgwjgvsffggohc,O
M,Ekhmbjyohnrdhwepkbcriroflep,5.0,Wotiopqobnhe,uinvtkvlnznuwhplqxninpaplcqwsafzwis,zlgjltfk,1-960-998-5537,M,484.0,85.0,Zimmer Holdings,NM,388623.0,8.0,3530098.0,Montgomery,Wot13573,2.0,United States of America,g,Pghiwjropchlmfxtaet,O
M,bwdvzqptyswvujvkmbjqogkfurvvtjmdrjyldmndobbjhbwdwltkvdojqukdfcpojtqcwnkqqoioso,,cqygrsrdvuvtbn,Ufqfxuvjjktsdlrxgzi,Kqsmuevqjpdl,1-767-399-8493,M,627.0,40.0,Expedia,AL,400081.0,0.0,1214519.0,Hampton,cqy13574,0.0,United States of America,,vjgezfkncruqimuqqaxwk,O
S,BLISKGGTBVLWVRFLICSUZZZWFFRFCOLJIHVHDXETWHEPNSRGDHBVPFEUVMGAPJQAIMKZDA,3.0,Bkjpgkjqurbhjpkfxnjlvgvddg,ijmozsxyiiyojhualbwnhtrstctqrgdmstfkgixvwwknfvxzkozwheupopnt,uvbpgz,,M,352.0,42.0,Energy Future Holdings,Prince Edward Island,393456.0,4.0,2268855.0,Omaha,Bkj13575,2.0,United States of America,,jtjhmhxeapaxnohdsppvvfnkav,O
M,MWWGKRDIKWUCVIIYENQEFHVUQKLMNKIQVHYFGLVJKHFFDRN,4.0,Alxwhlib,ghpccdhwgkrgenacjflmtkhtiamgdhduhlcplibyehdjenio,Mrrcpoylwjfy,1-613-197-1676,F,426.0,72.0,,AL,292161.0,1.0,140567.0,Calgary,Alx13576,5.0,United States of America,C,Wigunwezrbra,O
M,Sbnnfamfvxkjooodmvyexgjxlceeqqmtue,4.0,Egzmjapc,Dslulhykgivafaafsrjcgoxodtcvrqtsqgshli,Kffgmbwqiba,1-983-669-2989,f,715.0,,Gilead Sciences,NH,263069.0,5.0,1687279.0,Peoria,Egz13577,5.0,United States of America,,rvzwndotlyzmjr,O
M,cpvblfozjghcetaixhehyqdhfmhfkpytyelydgpfpgnxfbbn,3.0,NVTOQTDFQVXZSXF,bohwckjczgtnezrrpgtqbhcnqcqbqcelthtcjngzcetpctsweralb,rfjqxvorw,1-355-220-4150,,572.0,92.0,Loews,NH,104275.0,5.0,954291.0,Fort Wayne,NVT13578,2.0,United States of America,,bsmwdmbxdhpheqpmdozeforos,O
,lxturehmhh,3.0,WTDNWXQQUBPGTOSUTEQ,Jlwftbigmr,UUOMF,1-576-062-6559,m,763.0,40.0,United Stationers,WI,431052.0,10.0,3001738.0,Waterbury,WTD13579,0.0,United States of America,X,Wrjdre,
M,Lnqllksq,,PDGAHKQOQGVUBW,Tpghzwqfyxqjlnzlkaierf,rbqqruht,1-146-471-7224,,369.0,44.0,BorgWarner,IN,443303.0,7.0,2988333.0,Amarillo,PDG13580,0.0,United States of America,l,anlkcswblcw,O
,Utgamvybrplahhlcnhwipdtetfnwhddvctndpewclolncgainvj,4.0,Mvtaayqtftpwiksnrmutfdkyrjfxk,JZXNDCTSUZXCNLLDPGFXGLVQLXTKQSFXFFYMQJRT,Yawhcinyc,1-004-663-6857,f,,51.0,Thor Industries,New Brunswick,213284.0,8.0,3838759.0,San Francisco,Mvt13581,2.0,United States of America,d,nlrpexszkwl,O
M,ewhebeezcwgpkpjffrgzhhjmrnatsbwbgpunwcqamobiwtzpsb,5.0,OCTHRCLQF,Wstgtxbothsgrycaoktmtfohztgnbekhcigmhercpseohqphqsfxrgfilblkxppvwrpqxhorhjkiof,txkldxkwbpn,1-202-843-6178,,549.0,4.0,Level 3 Communications,MA,80428.0,0.0,1135187.0,Rochester,OCT13582,2.0,United States of America,,louxsrspnd,O
U,CBEWCGSKU,1.0,Cepcdolgrmjr,LGBSJBCQODMAF,Bxmds,1-128-666-0148,f,556.0,26.0,ITT,Nova Scotia,117976.0,9.0,2235439.0,Norfolk,Cep13583,3.0,United States of America,,Sklpc,O
U,Terrtmvbarhmvkmsxotmevdwrkbahgszpqpxlqtrqxkdqjyltuowfmohvfzly,1.0,Tjkmmutbgqkscwuiffqsm,Slgfvqlxbuawxt,KANRBVFOZTK,1-973-690-8093,F,729.0,44.0,DST Systems,British Columbia,287464.0,10.0,3200546.0,Columbus,Tjk13584,3.0,Canada,L,Hnlwarr,O
U,zwlzuqsfyupnvnazhjysgcpqrhtntaqqxvvgowbgwhfanlzvnduxbwmiqbkf,4.0,Athojcqspupjuugf,NSPPPQYKQQRWAOLXJSGDFSXZFAOIJYTWHUVSXFPWCDTXONRXLIZSCFQN,Lobkifib,1-013-985-8994,F,476.0,8.0,FedEx,MA,156261.0,10.0,840989.0,Evansville,Ath13585,1.0,Canada,,Cokxjjjo,R
S,qewkbntgsqgxyxaqreeqxwjjzgdueyfkqlmgujscvijufsnhxqunnmtqmdmwmefzhynpthpjptoeh,1.0,Gjehdwcjruskmn,Jqnikjwlnclqzsqgaqvbzuwnkqyfa,Rglarov,1-983-326-2085,m,303.0,23.0,,AZ,226372.0,6.0,3549377.0,Huntsville,Gje13586,1.0,United States of America,,Ajqjwjgdlosiafjmccuhgpe,R
U,ryqrm,3.0,Uixeqoyqeedfedshhuotmov,Qpancmaruoatk,Nxnrjrzrtpj,1-515-551-5869,F,540.0,18.0,,KY,231263.0,6.0,1747709.0,Las Vegas,Uix13587,4.0,United States of America,,Kkzxjrwklwxaorfmia,R
S,Jrrzxiopnadtfylkuixszsmemwhfuknc,3.0,Ywhlpqcqznnerlslclhmcnzkjutth,Thtvaljmpqbspduycivmxormtaxmeheqecoepjxohcjsdyfsinfexmfsrqp,Rmvcxdrpig,,,357.0,93.0,Tupperware Brands,VT,319236.0,10.0,551240.0,Durham,Ywh13588,2.0,Canada,K,LSXWTJHCPBWFZWME,R
,PHYSUKPUOZRIOIEKJXSZDDYRRLBVKNKFDNIAPRCQGKMLPBMHQDZQ,1.0,BIDIFGLDATOK,MOUQX,BQSSZDUP,1-248-970-5614,,313.0,81.0,Sun Microsystems,VA,357925.0,2.0,3717417.0,Omaha,BID13589,1.0,United States of America,,LBYVILXHUDCJEGPSRECTBLBRQHH,O
M,,1.0,fqconvnlabnirponpmgfg,hrxvhblqtscc,jzindisic,1-022-673-9492,F,319.0,6.0,Patterson-UTI Energy,TX,27991.0,,1848406.0,Santa Rosa,fqc13590,4.0,United States of America,,Shwdiwsnwukpmyusbskbbyqzlksat,O
M,aketxmjsdrfkqdgnugcuinxrfotdujvigducontdpigbpcpyehotrbqnstqzlykstwqgnr,,ahcmmiorueqgieoiukquacmtg,Lksvbaywknfgxgnbumdimynanyhyymwvrnperqhpdbfoehplzsdumasjcwpvooosyrgsnkirttvpatog,btkkmorya,1-397-196-6241,M,412.0,72.0,DuPont,RI,243791.0,4.0,3467620.0,Tacoma,ahc13591,1.0,United States of America,P,DTWHOJV,R
W,hcnis,4.0,OFVAEHJJMBPBIQYZFKXSFRGYA,Welrqpdwktfggrtclzkjegsqbxwzbkdxeshsukaehqvklwlmbhuhxsdslkfbxa,qoszr,1-119-491-9274,F,778.0,90.0,ON Semiconductor,LA,122742.0,1.0,1510117.0,Akron,OFV13592,0.0,United States of America,B,WBXBQXUWDQERKQCPBWHPHZGYN,O
U,pyjmaivdhpoeuviaqvzmptvoguzzdtyetsxuhof,4.0,GQUMEKL,Piacckxipfvdasuswvlguwdlwlnnaqfpjsgynxvaliuyzwqxmsnikcsdpdzqibghhergayhkhbgeckxp,ptmxh,1-629-016-0483,,388.0,100.0,Crosstex Energy,Ontario,223143.0,10.0,3827495.0,Philadelphia,GQU13593,1.0,Canada,,ywwreqqwdpnvijlkwfvnjs,R
S,SWUQMBCNYH,3.0,Widhkmrsobgdd,Uxzuaiswrbvpklxlfilvagxxmlmfauiuwmtixfkvndhlqqpxuaorprhirtkz,BMCZAC,1-505-025-7287,,741.0,28.0,,Manitoba,242217.0,3.0,3729422.0,Lincoln,Wid13594,2.0,Canada,,UDMDZJSWWHJSWUPWA,R
,Chehlmztwvryfqatdwwgitjfdqokytbwduifmbslbtvob,4.0,Bqogmtfvhubqfn,gdwkcwqpszbntylfzehswzetbytcxprzoqejnfwueztgo,Myqpdpqwebu,1-231-741-6519,,385.0,37.0,,VT,64349.0,7.0,266184.0,Seattle,Bqo13595,5.0,United States of America,,tmzlxtilaveqrejy,O
M,Grdhsjufxarzvgrqupffwuqcjjevacgrxwrfvoggafefyzawptqvgdqwjcdnoxq,2.0,Ejxplosmrpmlx,Scqrdqotduuxidtfwgvdzw,ufvfx,1-165-523-0884,M,697.0,73.0,Hospira,CA,27116.0,9.0,3426401.0,El Paso,Ejx13596,,Canada,n,Qinkcuhstzugpnqxtjtgbgyikz,O
D,Tgsohibobts,,OLVTRCQVWVXWVIQQI,bxykailhwjtgxjddymmirfmprpnmknsbduuqckivjassqrfhehdrgvovqckqunaqdcjahvcthv,qzeny,1-587-395-1125,,544.0,66.0,HCC Insurance Holdings,CO,241821.0,9.0,1447746.0,Sudbury,OLV13597,2.0,United States of America,,Jeeulkuncprolxnocaqdadiebi,U
M,ILHZOLCERNRGYXYVHPZVFYTGC,5.0,Hibauxlm,lngwvqh,Dyrlbt,1-817-702-4619,f,775.0,4.0,,VT,167710.0,6.0,2697791.0,Seattle,Hib13598,3.0,,,DWAHCTSAKVXZHSUPBESI,O
M,,2.0,WDHIRTUWVRJTLDFODUFJIWJZTGG,LDRCYHAUHQPFVYOSICCHDYQTFIAUIVTKUTHCJRDPLGKSNWWEM,Nbdoya,1-006-777-6725,,817.0,2.0,Harris,Saskatchewan,,2.0,2379488.0,Fort Collins,WDH13599,3.0,Canada,V,Nddgbcuhrcvxnsbpir,O
W,Uivsdpertbijtkpfgktttjmbsgqzgdkmcvuxavhrbifrrweeinxvmvharlskqumhdbid,2.0,zjotppqbuknjvgtda,Ivfgrfinqhqwuxjydevrxywmqokbtqfdthwtctttpjjrigpfuyapjegdupozzcwjpgllniiqnvbn,Itbtbvpnqrq,1-112-159-0371,,833.0,79.0,BorgWarner,TN,229606.0,10.0,3076941.0,Fayetteville,zjo13600,3.0,United States of America,,blqkkgeshlcae,O
M,awoqikwswwbbjnrofoghikffhigtakahdkeanvjeorfxwtboopww,5.0,Ffmvd,aipopildmuftkmdgovoxsqfgbgaxxcxrfqqgnptdshlereetyplxpnhwvx,Hhfariz,1-903-682-9177,M,414.0,97.0,DirecTV Group,IA,,2.0,80079.0,Toronto,Ffm13601,,United States of America,,HUMVKLJDRRXBLJLDDMUBSAVICQECN,O
U,Kdgmpmaqswexosazejfgbxfqbozsshjmkpyfpxdoexgsxuqcbxbgf,4.0,Jtmqpzmuaywtzecpxenamsdqc,Yyhzbhfnlfvqgcggwxwiyjswygsoiiqmxsjf,sibog,1-252-022-3950,,516.0,65.0,Borders Group,SD,362034.0,6.0,2637031.0,Amarillo,Jtm13602,1.0,United States of America,,Tsvfkwwfqmhfqbrfxwuaxdl,R
D,,0.0,zdpqwfvofjvija,PQNCMREDGCYAW,Oaytkkovpznz,,m,627.0,97.0,Universal Health Services,MT,166277.0,,3695884.0,Oxnard,zdp13603,4.0,United States of America,u,Rnbvnd,O
M,ROTAHDCCSCUWOTSVXTVPARXZKOMVVOMUBQS,1.0,Gjtbzpgsmgbd,Biebodupglsxjxwsegvxsfhjiuu,Rbexc,1-674-621-9872,F,701.0,18.0,Walt Disney,VT,470230.0,,2144088.0,Bridgeport,Gjt13604,4.0,United States of America,u,Jbdjqzbpwxganavqurvaomgf,O
