AgID,Ci,MiIn,NumCrCar,AddL2,A,CrRat,LaNa,MarSt,Ge,Ph,OORFl,Coun,AddL1,NuChi,Inc,NuC,Em,NeWor
Mac1926,Knoxville,U,1.0,,87.0,694.0,Macduff,U,f,1-194-463-0294,R,United States of America,5258 trinity west,1.0,330356.0,2.0,MeadWestvaco,1229355.0
GAR1927,Orange,I,8.0,,1.0,350.0,GARMON,M,f,1-888-549-6286,O,United States of America,14359 commerce west,0.0,242592.0,5.0,Devon Energy,1082733.0
Gaf1928,Shreveport,,,,46.0,419.0,Gaftea,M,,1-088-462-5150,O,United States of America,23423 sakowitz street,5.0,348664.0,,Tesoro,2707278.0
bag1929,Mesquite,,3.0,,100.0,781.0,bagi,,f,1-513-008-7903,U,United States of America,9983 pampas upper,3.0,277118.0,2.0,NewPage Holding,3771535.0
Bli1930,Mount Pearl,E,8.0,,19.0,566.0,Blissett,M,,1-673-352-8944,O,United States of America,12491 carroll boulevard,3.0,82034.0,0.0,Centene,
New1931,Macon,,8.0,,44.0,540.0,Newman,S,,1-846-754-0309,O,Canada,20387 FOX GROVE PARK,4.0,30529.0,0.0,ConAgra Foods,3229114.0
sto1932,Fayetteville,,0.0,,15.0,403.0,stoddard,S,f,1-323-670-7410,R,United States of America,3824 8th east,3.0,426242.0,4.0,Freddie Mac,256001.0
Soc1933,Independence,,3.0,,38.0,505.0,Sochovka,M,,,R,United States of America,450 floresta court,4.0,12152.0,4.0,Washington Post,1333141.0
sin1934,Manchester,,3.0,,12.0,773.0,sinclair,M,f,1-988-157-7398,O,Canada,20433 sun tree upper,0.0,108191.0,2.0,PetSmart,731227.0
Mon1935,Alexandria,,6.0,,80.0,569.0,Montaldo,D,,,O,United States of America,3202 GLASS LOWER,1.0,132517.0,1.0,Harrah's Entertainment,
MCA1936,Worcester,,8.0,,58.0,617.0,MCALLUM,W,F,1-552-864-5403,O,United States of America,3495 la grande court,3.0,379318.0,1.0,Beazer Homes USA,3604250.0
mat1937,Baton Rouge,,1.0,,17.0,719.0,matlock,S,R,1-398-306-5487,O,United States of America,5711 young lower,1.0,396516.0,1.0,AMC Entertainment,451818.0
deb1938,Independence,F,6.0,Apt. 129,18.0,503.0,deboer,S,,1-613-932-0450,U,United States of America,21292 EATON STREET,2.0,436798.0,1.0,Worthington Industries,2134755.0
Wal1939,Hartford,,8.0,,82.0,318.0,Walrond,U,,1-160-309-1756,R,United States of America,22091 macon road,4.0,226990.0,,World Fuel Services,2145617.0
Dea1940,Whitehorse,N,10.0,,13.0,748.0,Deanda,M,,1-067-440-0531,O,United States of America,10915 orinda boulevard,0.0,,3.0,Michaels Stores,783144.0
BUR1941,Augusta,S,4.0,,55.0,325.0,BURDETTE,M,,1-521-327-4149,O,United States of America,11919 morning crescent,3.0,161188.0,4.0,Donaldson,
nak1942,Winnipeg,P,1.0,,47.0,516.0,nakano,S,,1-077-325-6070,O,Canada,17298 conier avenue,0.0,248338.0,0.0,Great Atlantic & Pacific Tea,3326081.0
Mcg1943,Waterbury,,4.0,APT. 569,86.0,558.0,Mcgruder,M,F,1-567-207-1090,O,United States of America,18368 charlotte lane,5.0,491219.0,1.0,Leap Wireless International,1978845.0
mgm1944,Durham,T,10.0,,13.0,,mgmt,S,,1-781-180-7696,O,United States of America,14333 dolores court,4.0,360082.0,2.0,L-3 Communications,
ben1945,Montpelier,,10.0,,49.0,758.0,benyamin-seeyar,,,1-734-572-3967,O,United States of America,17514 PAYNE PARK,0.0,196571.0,5.0,Comerica,2718234.0
don1946,Evansville,,3.0,,12.0,472.0,donohoe,M,F,1-625-770-1177,R,United States of America,24469 erie west,4.0,82154.0,,PetSmart,607042.0
Gre1947,McAllen,E,10.0,,70.0,816.0,Grewal,M,F,1-823-418-4867,O,United States of America,17131 braeswood boulevard,3.0,174553.0,4.0,,1884742.0
sen1948,Indianapolis,,9.0,,76.0,500.0,senese,M,F,1-752-390-5436,U,United States of America,3542 BLOUNT BOULEVARD,3.0,111881.0,1.0,Frontier Oil,1056693.0
MAY1949,Modesto,,9.0,,24.0,322.0,MAYOUX,D,,1-546-223-1042,O,Canada,7217 WISE LOWER,4.0,68674.0,5.0,Raymond James Financial,1230632.0
wal1950,Carrollton,,9.0,,68.0,602.0,walrond,M,,1-782-561-9827,O,United States of America,23665 throckmorton park,0.0,304243.0,2.0,Albemarle,2644922.0
BRA1951,Anchorage,,4.0,,97.0,796.0,BRAILEY,U,m,1-304-003-4426,O,United States of America,11630 archer west,3.0,233006.0,0.0,Mutual Life Insurance,
Woo1952,Provo,T,7.0,,69.0,724.0,Woolery,M,,1-723-405-8793,R,United States of America,14425 EDGSON DRIVE,,300836.0,2.0,Guardian Life Ins. Co.,1629724.0
riv1953,Akron,,,,99.0,542.0,rivers,,,1-674-158-9176,O,United States of America,16222 adrian lane,5.0,44532.0,5.0,KeyCorp,842723.0
Moh1954,St. Catharines,,6.0,,6.0,620.0,Mohr,W,m,1-217-401-1576,U,United States of America,7054 SOUTHLAKE UPPER,4.0,448275.0,4.0,Brookdale Senior Living,1470475.0
mur1955,San Bernardino,,0.0,,53.0,752.0,murphy-king,M,F,1-473-114-4043,O,United States of America,18994 country boulevard,4.0,390876.0,4.0,Burlington Coat Factory,3937526.0
asc1956,San Bernardino,V,10.0,,57.0,350.0,ascott,M,,1-688-933-2894,,Canada,19214 yaupon boulevard,0.0,221461.0,2.0,Telephone & Data Systems,436734.0
ste1957,Waterbury,,4.0,,11.0,420.0,stepler,U,m,1-643-687-3942,R,United States of America,18458 yorkchester west,0.0,424080.0,2.0,Cytec Industries,1854812.0
Hof1958,Billings,,10.0,,83.0,791.0,Hofstetter,U,,1-298-644-8433,O,United States of America,22201 westmere north,2.0,71600.0,3.0,NBTY,1618049.0
Sha1959,Fargo,,1.0,,84.0,770.0,Shapin,S,F,1-214-427-4746,O,United States of America,12478 garden brook street,0.0,,0.0,Sunrise Senior Living,2326806.0
Til1960,Manchester,B,2.0,,90.0,697.0,Tilley,U,F,1-693-050-9223,R,United States of America,23607 stella lane,0.0,279277.0,1.0,BearingPoint,1650029.0
Bor1961,London,J,10.0,,25.0,,Borosh,M,f,1-345-867-6252,O,United States of America,7255 collinwood east,3.0,409808.0,5.0,Chesapeake Energy,2791494.0
bon1962,Hampton,,10.0,,73.0,343.0,bonneau,D,m,1-484-878-9312,O,United States of America,10505 king crescent,5.0,304965.0,0.0,Fidelity National Information,3254999.0
sch1963,Orlando,X,8.0,,82.0,849.0,schumacher,U,F,1-950-730-7231,R,United States of America,16650 hardy street,5.0,373847.0,2.0,UnitedHealth Group,359209.0
Cru1964,Beaumont,J,10.0,Apt. 155,41.0,819.0,Crumpton,S,,1-631-081-7302,O,United States of America,4129 CRESTLINE AVENUE,3.0,129885.0,4.0,Affinia Group Intermediate,2980574.0
cow1965,Raleigh,V,0.0,,85.0,459.0,cowper,W,M,1-292-332-0391,R,United States of America,8211 pelican avenue,2.0,22849.0,3.0,Calumet Specialty Products,3238498.0
Kan1966,West Covina,P,9.0,,43.0,515.0,Kannel,S,F,1-057-515-8686,R,United States of America,5277 chamblee drive,1.0,182042.0,0.0,CB Richard Ellis Group,3316471.0
Hil1967,Louisville,,9.0,,81.0,370.0,Hillring,U,m,1-751-328-7391,O,United States of America,15086 SUMMIT EAST,,343516.0,3.0,,1374541.0
Sri1968,Idaho Falls,,10.0,,16.0,846.0,Srikrishna,M,,1-286-140-5181,O,United States of America,13058 wisteria lane,3.0,217972.0,2.0,LandAmerica Financial Group,387549.0
MAS1969,Little Rock,,9.0,,2.0,649.0,MASSUMI,S,f,1-456-177-2457,U,United States of America,9824 OLYMPIA STREET,0.0,353180.0,2.0,Packaging Corp. of America,
SER1970,Iqaluit,,5.0,,77.0,414.0,SERGO,M,,,O,United States of America,11455 burnham east,5.0,297086.0,3.0,PSS World Medical,3153181.0
HAB1971,Coral Springs,,4.0,,75.0,567.0,HABELRIH,M,,1-900-166-3641,O,United States of America,5858 CAMELOT STREET,1.0,384651.0,4.0,Darden Restaurants,728599.0
TUX1972,San Francisco,,10.0,,64.0,799.0,TUXFORD,M,,1-189-102-5618,O,United States of America,14389 weller upper,2.0,262990.0,5.0,Western Union,3637057.0
Ive1973,Columbus,C,10.0,,100.0,438.0,Ivers,U,,1-194-098-0277,O,United States of America,2401 stratmore lower,2.0,47473.0,4.0,Owens & Minor,3303767.0
nut1974,West Valley,N,2.0,,28.0,661.0,nuttall,U,,1-577-828-4885,U,Canada,23588 madison west,4.0,120603.0,3.0,Olin,2393695.0
tye1975,Hamilton,,10.0,,,541.0,tye,,,1-385-505-3389,O,Canada,2920 WHITTINGTON STREET,5.0,94319.0,2.0,Helmerich & Payne,939385.0
Cos1976,St. Louis,,5.0,,33.0,385.0,Cossota,U,M,1-706-778-9018,O,United States of America,1104 university way,4.0,367904.0,5.0,Chevron,
lav1977,Oakland,,10.0,,78.0,666.0,lavelle,M,F,1-966-008-7532,O,Canada,11164 GINGER LANE,2.0,343211.0,4.0,Career Education,1240672.0
FRA1978,Cincinnati,,1.0,,95.0,570.0,FRASER,M,,1-103-506-5226,O,Canada,16757 HIGHLAND WAY,2.0,274284.0,3.0,Illinois Tool Works,1609970.0
Ran1979,Buffalo,,0.0,,73.0,390.0,Randhawa,U,F,1-103-961-2091,O,United States of America,703 commerce park,4.0,401580.0,0.0,Amgen,3803014.0
jam1980,Irving,,5.0,,30.0,729.0,jamison,S,f,1-027-518-9907,,Canada,24062 tangle brush crescent,1.0,89287.0,0.0,Fortune Brands,3206623.0
Bro1981,Provo,,5.0,,69.0,765.0,Broschuk,M,F,1-096-438-5069,O,United States of America,15162 MORTON UPPER,1.0,35564.0,2.0,Sentry Insurance Group,25736.0
far1982,Evansville,,9.0,,41.0,,farnham,M,M,1-568-169-1683,O,Canada,23366 HARRIS WAY,5.0,460344.0,4.0,General Motors,2769346.0
joy1983,Philadelphia,K,8.0,suite 340,91.0,428.0,joyner,M,,1-904-447-1461,U,Canada,8293 wayne crescent,3.0,176598.0,5.0,Avon Products,3730018.0
Wei1984,Vancouver,,5.0,,85.0,608.0,Weinbender,M,m,1-007-605-0515,O,Canada,8303 warren road,3.0,322722.0,3.0,Quanta Services,145124.0
LAP1985,Casper,U,8.0,,94.0,731.0,LAPOSTOLLE,,,1-673-813-8385,O,United States of America,23639 purdue rue,0.0,395675.0,4.0,NiSource,1765016.0
Mar1986,Inglewood,,9.0,,,755.0,Marceau,,,1-663-830-0194,O,United States of America,14741 CARTWRIGHT ROAD,5.0,483784.0,4.0,,963027.0
tim1987,Warwick,,10.0,,23.0,526.0,timsit,W,m,,O,United States of America,911 topple drive,2.0,141013.0,5.0,Washington Post,930198.0
Bog1988,Oakland,V,,,15.0,826.0,Boggs,U,,1-180-511-7336,O,United States of America,2055 evans east,4.0,333320.0,3.0,Popular,1279475.0
EMI1989,Rockford,O,5.0,,59.0,418.0,EMIG,D,M,1-654-230-4307,O,United States of America,12478 garden brook street,5.0,149383.0,4.0,Humana,2141980.0
Man1990,Vallejo,,2.0,,53.0,407.0,Manley,U,,1-675-420-2669,O,United States of America,21170 edloe boulevard,,161043.0,2.0,Thrivent Financial,2680828.0
hin1991,Livonia,,7.0,,96.0,522.0,hinkle,M,,1-344-648-0296,O,United States of America,12373 love bird way,4.0,151951.0,1.0,Land O'Lakes,1473643.0
rec1992,Santa Clarita,,5.0,,93.0,431.0,reckhard,M,f,1-946-823-9933,R,United States of America,7329 roosevelt upper,0.0,246293.0,3.0,Continental Airlines,2273988.0
Sob1993,Coral Springs,,1.0,,9.0,527.0,Sobolak,M,,1-776-856-5226,O,United States of America,10856 kelvin upper,3.0,307891.0,4.0,Aleris International,3953976.0
DEN1994,Oakland,,5.0,,,721.0,DENTON,S,,1-962-346-5738,O,United States of America,23880 skyline crescent,4.0,105986.0,0.0,Snap-On,45405.0
SEL1995,Laredo,,0.0,,6.0,428.0,SELBY,U,,1-129-901-6928,O,United States of America,22785 PEACHTREE BOULEVARD,1.0,257303.0,4.0,Sprint Nextel,1885786.0
Rig1996,Raleigh,H,10.0,,94.0,667.0,Riggs,D,f,1-717-226-6655,U,Canada,14783 saunders upper,,229879.0,2.0,Gap,1647005.0
RAP1997,Lansing,,8.0,,58.0,523.0,RAPPOPORT,S,,1-478-879-2399,U,United States of America,21731 gulfton upper,0.0,112412.0,4.0,,2738356.0
Cor1998,St. Catharines,,4.0,,35.0,375.0,Cormier,W,f,1-861-870-5328,R,United States of America,7574 berry road,5.0,10025.0,0.0,Ingram Micro,895169.0
net1999,Salinas,,3.0,,14.0,768.0,netdev,S,m,1-283-926-0200,O,United States of America,18885 ROGERS RUE,1.0,125576.0,2.0,,1507707.0
Hur2000,Lowell,,4.0,,8.0,345.0,Hurtubise,U,M,1-706-122-9247,O,United States of America,2637 payne lower,0.0,327932.0,5.0,Roper Industries,1234599.0
lab2001,Syracuse,,10.0,,37.0,721.0,laberge,U,,1-249-208-0241,O,United States of America,16605 TURTLE CREEK PARK,1.0,163216.0,5.0,Interactive Brokers Group,3792514.0
Wea2002,Cincinnati,,4.0,Apt. 393,48.0,525.0,Weatherspoon,M,M,1-635-610-1622,O,United States of America,18675 calhoun lane,1.0,27246.0,3.0,Dillard's,2076019.0
lev2003,Augusta,U,6.0,,53.0,,levey,M,,1-834-914-7659,O,United States of America,13564 bonita boulevard,1.0,121740.0,5.0,Boeing,755169.0
Ayo2004,Waco,A,4.0,,63.0,586.0,Ayoubzadeh,S,,1-022-778-1175,O,Canada,7726 tallowood upper,1.0,342267.0,2.0,Belk,1222791.0
mcc2005,Charleston,,4.0,,61.0,,mcclennon,W,,1-966-243-7321,O,United States of America,14037 jackson road,1.0,280242.0,5.0,Illinois Tool Works,272105.0
jav2006,Milwaukee,,6.0,,93.0,768.0,javallas-ross,U,,1-927-483-7379,O,United States of America,15013 harris road,2.0,37516.0,2.0,Superior Energy Services,
buc2007,Hialeah,C,10.0,,73.0,744.0,bucklin,S,F,1-380-456-3589,O,United States of America,3445 chamblee park,0.0,28684.0,4.0,Verizon Communications,3769253.0
Plo2008,Riverside,,5.0,,24.0,387.0,Plotter,M,m,1-506-833-5279,O,United States of America,10530 lancaster south,4.0,,,Cabot,3813616.0
Cro2009,Toledo,,9.0,,91.0,475.0,Crowle,S,,1-114-249-6117,U,United States of America,3690 plumb boulevard,1.0,299158.0,3.0,Hanover Insurance Group,1904325.0
Mis2010,Chattanooga,,7.0,,25.0,605.0,Mis,M,,1-576-014-4819,O,United States of America,20740 MAYFAIR UPPER,3.0,270496.0,0.0,WellCare Health Plans,2295504.0
dra2011,Columbia,,,,16.0,746.0,dransfield,M,f,1-544-995-7018,O,United States of America,9609 KENTUCKY ROAD,,383205.0,,Priceline.com,543160.0
Alm2012,Raleigh,,8.0,,74.0,480.0,Alms,U,,1-567-249-7556,O,United States of America,4159 gemini lane,0.0,349752.0,4.0,OGE Energy,2756762.0
MOB2013,Cheyenne,,4.0,,97.0,552.0,MOBLEY,M,,1-628-522-6857,O,United States of America,21477 warren park,3.0,428422.0,0.0,Fastenal,3697483.0
Cha2014,Atlanta,,6.0,,72.0,795.0,Chambers,D,m,1-928-867-4210,O,United States of America,2845 trafalgar east,2.0,246317.0,,Westar Energy,1735980.0
HAD2015,Albuquerque,,8.0,,56.0,,HADEL,,M,1-805-997-4269,R,United States of America,6095 coralberry north,2.0,388274.0,3.0,Patterson,938947.0
Chi2016,Santa Fe,,7.0,,47.0,417.0,Childerhose,M,F,1-229-661-5363,O,United States of America,6360 savoy drive,3.0,382836.0,2.0,Charles Schwab,1877592.0
She2017,Houston,,0.0,,53.0,605.0,Sheldon,M,,1-357-839-7939,O,United States of America,15633 LANDMARK PARK,1.0,352637.0,4.0,Nasdaq OMX Group,1816530.0
Mal2018,Jersey City,X,2.0,,99.0,326.0,Maltese,D,M,1-289-872-5294,O,United States of America,4824 sheppard way,2.0,489553.0,2.0,Solo Cup,3011494.0
val2019,Newport News,,6.0,,41.0,684.0,valliani,M,m,1-817-646-0388,R,United States of America,12373 LOVE BIRD WAY,,350504.0,1.0,Molex,1191546.0
TYE2020,Fontana,U,9.0,,30.0,745.0,TYE,M,M,1-582-008-9065,O,Canada,20813 LAMAR PARK,1.0,386106.0,4.0,,204058.0
Ash2021,Durham,,5.0,,26.0,347.0,Ashbee,M,m,1-493-236-0167,O,Canada,7903 westerley park,1.0,111531.0,5.0,C.R. Bard,2356438.0
sch2022,Charleston,H,10.0,,6.0,393.0,schauer,U,m,1-641-175-4140,O,Canada,10431 market street,5.0,106434.0,0.0,Southwestern Energy,1447603.0
kaj2023,Allentown,,6.0,,78.0,498.0,kajeejit,S,m,1-685-228-3467,O,United States of America,24929 dusty boulevard,3.0,,5.0,General Motors,680731.0
Aro2024,Wichita,,6.0,,66.0,736.0,Aronovich,,,1-621-545-4832,O,United States of America,11183 wilshire avenue,1.0,373396.0,4.0,FedEx,1384410.0
imm2025,Berkeley,,10.0,apt. 80,3.0,315.0,imming,W,,1-869-047-9336,O,United States of America,1756 windsor east,1.0,33340.0,1.0,Lincoln National,1213644.0
SCH2026,Victoria,,0.0,,36.0,707.0,SCHENKEL,U,F,1-656-371-0917,O,United States of America,10232 harris drive,0.0,293329.0,5.0,Toll Brothers,1128333.0
cha2027,Hilo,Y,7.0,,44.0,439.0,chalifour,W,f,1-187-962-2451,O,United States of America,291 frances rue,5.0,37232.0,2.0,National Oilwell Varco,1565062.0
IRV2028,Lancaster,J,0.0,,72.0,420.0,IRVIN,S,F,,O,United States of America,6963 emmonds drive,1.0,100723.0,5.0,MasterCard,3529952.0
NEI2029,Ann Arbor,,7.0,,33.0,799.0,NEILSON,W,,1-483-959-3255,R,United States of America,14831 murray road,4.0,148128.0,4.0,PNM Resources,2293685.0
Tu2030,Salem,,10.0,,66.0,673.0,Tu,D,,1-449-175-3912,U,United States of America,5017 pine lake way,3.0,184098.0,,Cenveo,422273.0
pop2031,Winston-Salem,X,0.0,,50.0,536.0,popowicz,M,f,1-862-716-9788,O,United States of America,12170 STRATMORE UPPER,1.0,256911.0,3.0,Flowers Foods,3741755.0
SPE2032,Irving,L,2.0,,16.0,593.0,SPECS,U,,1-675-710-6074,R,United States of America,18041 donaldson east,,72242.0,2.0,Unisys,3891080.0
Hed2033,Santa Rosa,G,2.0,Suite 169,93.0,614.0,Hedrich,M,m,1-092-763-1713,O,United States of America,22177 minot north,2.0,73999.0,,Continental Airlines,3080341.0
Wat2034,Torrance,M,1.0,Suite 433,66.0,454.0,Waterman,W,,1-540-924-2257,O,United States of America,16764 mcafee park,0.0,282242.0,4.0,Amphenol,1595648.0
Wie2035,Boston,,8.0,,45.0,344.0,Wiercioch,M,f,1-788-777-9637,O,United States of America,11886 quentin west,0.0,73549.0,4.0,Alliant Techsystems,2943777.0
Muc2036,Laredo,E,0.0,,22.0,831.0,Mucklow,M,m,1-630-813-0280,O,United States of America,3731 CAPITAL COURT,5.0,49663.0,1.0,Genuine Parts,
Lin2037,Charlotte,,6.0,,72.0,594.0,Lind,M,f,1-837-030-7897,O,Canada,5810 sinclair park,1.0,43218.0,2.0,MasterCard,2475633.0
AMS2038,Oklahoma City,,4.0,,3.0,601.0,AMSTUTZ,M,f,1-333-700-7344,O,United States of America,15399 long avenue,0.0,89333.0,0.0,United Technologies,2384121.0
Van2039,Rockford,X,0.0,,68.0,,Vanderburg,M,m,,O,United States of America,821 EDEN RUE,4.0,423416.0,4.0,McCormick,3854182.0
Fer2040,Miami,Y,9.0,,98.0,816.0,Fernando,S,f,1-282-645-3065,O,United States of America,22829 pico drive,3.0,411981.0,2.0,OM Group,3704015.0
Mcn2041,Burlington,,7.0,,,315.0,Mcnamara,M,m,1-803-555-0916,O,United States of America,14037 JACKSON ROAD,4.0,227381.0,0.0,Health Management Associates,2490432.0
DE 2042,Hamilton,I,5.0,,,632.0,DE ANDA,W,m,1-161-209-3302,O,United States of America,12491 CARROLL BOULEVARD,1.0,243861.0,2.0,Belk,66955.0
lin2043,Wilmington,D,1.0,,55.0,488.0,lindstrom,D,,1-211-696-3346,R,United States of America,22014 kirkwood upper,2.0,5462.0,2.0,Thor Industries,2137917.0
Bas2044,Salt Lake City,T,4.0,,14.0,496.0,Baskaran,S,M,,U,Canada,10783 crestline court,0.0,131134.0,3.0,Enersys,1623957.0
ZIL2045,Anchorage,,8.0,,47.0,561.0,ZILAIE,M,,1-097-678-7937,O,United States of America,10666 travis west,0.0,113133.0,2.0,Dun & Bradstreet,2121024.0
Mcg2046,Oshawa,P,3.0,,14.0,406.0,Mcgeown,S,,1-928-592-3403,O,United States of America,7485 ARTHUR PARK,4.0,249624.0,5.0,Virgin Media,
FEL2047,Charlotte,Z,0.0,,37.0,532.0,FELIX,U,m,1-246-847-0399,R,United States of America,23563 STONEHILL STREET,0.0,160718.0,3.0,Children's Place Retail Stores,1207434.0
BAR2048,Raleigh,,6.0,,30.0,377.0,BARDSLEY,S,M,1-570-448-4486,O,Canada,5524 FROSTWOOD COURT,4.0,278660.0,2.0,Arkansas Best,769616.0
hen2049,Mobile,,1.0,,97.0,706.0,henao,S,,,R,United States of America,6294 KEENE ROAD,0.0,328850.0,3.0,Mylan,2824304.0
APP2050,Fayetteville,G,1.0,,15.0,824.0,APPELL,S,,1-698-965-1215,O,United States of America,10541 covecreek rue,,213989.0,1.0,Laclede Group,1945908.0
Van2051,Mesa,,0.0,,73.0,804.0,Vandevalk,U,,1-723-090-1081,R,United States of America,2473 martin rue,5.0,86954.0,4.0,Publix Super Markets,2793619.0
O'd2052,San Jose,N,3.0,,41.0,356.0,O'dale,S,,1-141-637-6504,O,United States of America,6934 lamboll way,3.0,42987.0,1.0,Delphi,3166187.0
Bor2053,Dawson City,,5.0,,91.0,814.0,Borum,U,M,,O,United States of America,21180 trafalgar way,5.0,131774.0,1.0,Burlington Northern Santa Fe,773873.0
Can2054,Columbia,,6.0,,90.0,471.0,Cantrell,S,,1-326-535-1524,O,United States of America,24843 rollingwood way,,80682.0,,PPL,932545.0
fer2055,Naperville,,5.0,,17.0,379.0,ferraro,D,M,1-262-467-9777,U,United States of America,16381 ledgestone boulevard,1.0,238571.0,1.0,PNC Financial Services Group,1004993.0
Dan2056,Little Rock,,0.0,,55.0,751.0,Danagher,M,,1-808-497-2100,O,United States of America,4529 notingham crescent,4.0,83582.0,3.0,Buildings Materials Corp.,1867245.0
DON2057,Tallahassee,S,8.0,,50.0,712.0,DONG,D,M,1-344-065-8355,O,Canada,9612 PARK STREAM UPPER,5.0,,0.0,Group 1 Automotive,2171855.0
Gof2058,Whitehorse,J,,,11.0,530.0,Gofron,M,M,1-757-115-6713,R,United States of America,12373 LOVE BIRD WAY,0.0,481532.0,0.0,Stanley Works,1333905.0
Yog2059,Salt Lake City,Z,4.0,,39.0,,Yogeswaran,S,,1-341-696-1729,R,United States of America,12490 penn way,4.0,165186.0,5.0,Wynn Resorts,3820798.0
Abe2060,Hollywood,,3.0,,76.0,727.0,Abell,M,M,1-356-187-6434,O,Canada,4785 oakhurst rue,3.0,218899.0,0.0,Eli Lilly,2725397.0
max2061,Whitehorse,,7.0,Suite 66,48.0,713.0,maxseiner,W,,1-118-176-3886,O,United States of America,7223 guadalupe lower,4.0,235720.0,0.0,Kimberly-Clark,524881.0
Kar2062,Charlottetown,R,6.0,,69.0,753.0,Karaali,S,,1-188-879-9198,O,United States of America,12777 pembrook lower,3.0,340259.0,1.0,Blockbuster,912054.0
KWA2063,Iqaluit,,6.0,,23.0,665.0,KWANT,M,,1-452-192-3601,O,United States of America,199 SUMMIT CRESCENT,5.0,493177.0,0.0,Men's Wearhouse,2467035.0
GOG2064,Provo,A,10.0,apt. 831,57.0,779.0,GOGGIN,M,f,1-620-778-1210,O,United States of America,8050 OLYMPIC COURT,0.0,222537.0,3.0,Noble Energy,2085502.0
Tow2065,West Valley,Q,,,42.0,447.0,Towsley,M,F,1-052-833-3303,R,United States of America,18716 greene drive,3.0,412274.0,0.0,Charter Communications,2306102.0
sch2066,Providence,K,10.0,,41.0,612.0,schvan,S,,1-836-604-1438,O,United States of America,15470 windchime lower,1.0,,4.0,Advance Auto Parts,3519391.0
dod2067,Houston,,1.0,,,601.0,dodds,W,F,1-458-189-6298,U,Canada,21639 san felipe rue,4.0,106633.0,2.0,Cinemark Holdings,2831141.0
Kef2068,Rancho Cucamonga,,,,76.0,356.0,Keffer,,,1-640-853-2118,O,United States of America,8389 donaldson street,1.0,35004.0,0.0,Newmont Mining,3651168.0
Akb2069,Detroit,,0.0,,54.0,645.0,Akbas,S,F,1-358-564-6257,O,Canada,19452 bryant irvin west,0.0,,2.0,Energy Transfer Equity,1452510.0
Con2070,Raleigh,,0.0,,21.0,355.0,Conde,M,F,1-652-223-2917,U,United States of America,23606 SUMMIT WEST,4.0,209103.0,1.0,Walt Disney,3215282.0
POP2071,Seattle,,2.0,,79.0,381.0,POPIERAITIS,M,,1-868-042-4622,U,United States of America,19634 el monte boulevard,,384117.0,4.0,Varian Medical Systems,3849268.0
Mor2072,Tempe,,0.0,,12.0,590.0,Morey,W,M,1-694-022-9430,O,United States of America,22870 la cienega street,3.0,301522.0,3.0,Philip Morris International,1364798.0
Meg2073,Aurora,,1.0,,97.0,,Meghani,U,,,R,United States of America,13483 rockdale drive,3.0,39856.0,1.0,Administaff,296877.0
Abb2074,New Haven,,3.0,,45.0,654.0,Abbott,S,F,1-313-737-8496,O,United States of America,11883 concho avenue,3.0,1138.0,2.0,MeadWestvaco,
