gncd,nmbrchldrn,crdtrtng,wnrrntflg,nmbrcrdtcrds,ddrssln1,pstlcd,ncm,frstnm,mplr,gndr,nmbrcrs,stt,g,mrtlstts,ct,cntr,phn,ntwrth
Mwv13989,4.0,452.0,O,8.0,Ctrsjbfpxocbomnhixoxppr,Hcroqqyjswk,442006.0,CCWVXWDDXWRGQKR,Anadarko Petroleum,,1.0,NH,,W,Tulsa,United States of America,1-032-583-7718,3951038.0
Ozt13990,4.0,601.0,O,3.0,Nynceebaruhdicamupijadstpfnfvrtztrrvkophog,TDAPMG,347405.0,Gnqbpdkbocfggvzgta,Allegheny Energy,f,4.0,NY,29.0,M,Pueblo,United States of America,1-708-464-0481,2673643.0
CID13991,0.0,512.0,O,9.0,ugvqsdryxnfrnjswssvdrkuebk,Nybsj,412007.0,bpxdhbmlsoawosnxww,EOG Resources,f,2.0,UT,79.0,S,Edmonton,United States of America,1-143-234-9886,3815100.0
ate13992,3.0,823.0,R,5.0,hksurrpzwstvuywvcyjrtecxrusqlhukoxqtfkqagxhdlnzygvcdylsyn,Owxcar,228548.0,pfhsdjyqnpkmpdvv,Cooper-Standard Holdings,f,4.0,ID,54.0,D,Riverside,United States of America,1-760-583-6186,952118.0
ftv13993,2.0,644.0,O,0.0,gmpbweskzavacktqnfjbrxieodnquaxbicjsmncuaihjsew,yhsivwi,275615.0,Gkphsf,Expedia,M,3.0,NH,39.0,M,Richmond,United States of America,1-706-240-8374,2217978.0
OSH13994,4.0,744.0,O,4.0,RBXSEFUVGQYTWTGRXAEDYWGINGVSBCXXVGZFX,BEDDTGOYO,277335.0,Mqbyqtuueetkpccejwnxdgf,Devon Energy,M,0.0,WV,82.0,M,Montgomery,United States of America,1-788-095-3707,1971360.0
Ull13995,3.0,417.0,O,,Senlhfxtlezmwrflpjguxdbtfurlkjjdlawfnspaonz,Fnlaukjeq,218571.0,Kdttcevzsspfujvyfddorqwbyiucb,HCA,,,TN,40.0,M,Las Cruces,Canada,1-625-204-4179,2328228.0
Baq13996,4.0,546.0,O,2.0,Zpxamsrvcipjuefrqnmtkkmxhnffhmskloawplsnqywfnkgkojmdmfgmhvmdkvapp,Khdeitib,,ITIFNPQVYBLMBUVEOQIRSPO,CVS Caremark,F,1.0,WV,21.0,M,Flint,United States of America,1-043-971-5865,3878977.0
jqs13997,2.0,408.0,O,0.0,YJZTFDHJRRFQILANGPVEIMIMANETXDJTNIWG,lzvoq,191370.0,Yemapaikt,Limited Brands,f,5.0,British Columbia,75.0,U,Lancaster,United States of America,1-307-517-2232,2701362.0
QMB13998,2.0,462.0,O,5.0,ageglrhdxhtzsigsblofyzewfsvfdwixhumwdshzanopexwshvfmdohafsanplpkplwetrnr,cjinvttuz,178702.0,Inxgdfrcbljwdtbrfaoldkatohb,Nasdaq OMX Group,F,5.0,Nova Scotia,24.0,M,Ottawa,Canada,1-858-657-9676,1216718.0
Beq13999,4.0,623.0,O,8.0,Hvdslnohiirkpipfghldavxbmddxtfoqjjiobhmoefhstnuzwjvsfnpiufwyfjk,HRPAGHB,165911.0,Mzhkdhzpptsglal,Pioneer Natural Resources,M,5.0,NM,56.0,M,San Bernardino,United States of America,1-422-164-0484,2616138.0
UOM14000,3.0,630.0,O,9.0,Kdcoksarxklchsmrtjlravmdjg,Odepzupkuo,35174.0,Sxwpm,E.W. Scripps,f,2.0,Prince Edward Island,85.0,U,Salem,United States of America,1-139-278-6021,3040939.0
yhl14001,1.0,613.0,O,1.0,Koxnjmkexzkwjsslaqspycoyhrvziokwwz,Givpxkq,219488.0,Bhsdmozvrjjibrpd,Ametek,M,4.0,CT,64.0,M,Toronto,Canada,1-188-040-8614,3376874.0
qul14002,,846.0,O,8.0,hbotdvtk,JTXDLATVSA,80709.0,qpehgsuoluxqbksqmpoimjrshxtro,Advance Auto Parts,M,1.0,NM,12.0,S,Fremont,United States of America,1-002-595-6555,
INC14003,4.0,642.0,O,5.0,zicednsvpmklcisspofvqddacpbxygrhfkxqobvpayhdkjsqjoicweazjkyhopaztdawhdnukfi,Aqlxi,,Dzzqprjcgvkmnigae,Sauer-Danfoss,F,3.0,TX,69.0,M,Tacoma,United States of America,1-550-688-1027,1536376.0
Xlm14004,2.0,573.0,O,2.0,ssqffoysxxqmlgssojlbxdfatchekealyrcbdbcvnijidpstukobn,kmlaudqos,329731.0,Ejpzuaqtfpusmwsmyxmf,Oracle,M,5.0,MT,68.0,M,Santa Clara,United States of America,1-081-457-8721,1317319.0
JQO14005,0.0,556.0,,4.0,Xycdjhxtublpbrkagokrlmajhuokrhxkgxbglfxezhgcecxjupvevrtuvixkxyoxuygyjohnffqub,tsknihlbdclc,148789.0,Qimyzqkmpdjigtiq,Crane,F,2.0,WY,49.0,U,Elizabeth,United States of America,,
IWJ14006,4.0,820.0,O,4.0,ZQCFPHMXFDNICZV,Lpimnjqtmxvw,10682.0,Ftlbmwkqoqgbkpttukdigfkvf,Maxim Integrated Products,f,,OR,26.0,S,Overland Park,United States of America,1-262-642-2503,
QIQ14007,0.0,546.0,O,2.0,RPTGDXGIXCECVSCIKTVYG,Xshxzv,340570.0,RNMLXBHLTIP,Synovus Financial Corp.,,0.0,PA,81.0,D,Warren,United States of America,1-911-660-6612,2883380.0
BTN14008,0.0,460.0,O,6.0,Swfaxoheqmljjekeehrndwwaeldxtqmleogselurheniykdtgn,ilcgjbkkrl,138118.0,Piyazddetqnaggadtxnaryfqyf,Carpenter Technology,,1.0,DE,99.0,W,Salinas,United States of America,,1923574.0
Axh14009,4.0,333.0,O,1.0,Zarvxvdeidfnnsyzdndxzjqwwxh,agtvlzy,,Ciiyzoysrihicjfo,Colgate-Palmolive,m,3.0,DC,64.0,U,Mesa,Canada,1-916-329-6146,385536.0
Zpn14010,2.0,304.0,R,4.0,SBWSGQNPPFMSQKLSXGOSDJWEOZFFMFIXNSLXVIEYOXJEYQXETZSQMUJTCJHOUHGAVJNMORJA,Ckrkdr,381098.0,Fqyqyzzuxbopnhjjddmpmxc,Urban Outfitters,M,4.0,NC,97.0,D,Waterbury,Canada,1-225-363-5497,515037.0
tks14011,2.0,413.0,O,7.0,kvvqt,Xfmdsp,37499.0,cbdgxznuhzrzkds,Peabody Energy,,1.0,Saskatchewan,,W,Lexington,Canada,1-892-137-4452,3445024.0
Ltn14012,4.0,593.0,O,5.0,fqrrkutzyxntbrni,Bfpxca,77899.0,KXPQFGIUB,Gilead Sciences,M,5.0,Newfoundland,1.0,M,Greensboro,United States of America,1-141-797-1761,3543580.0
Qtb14013,1.0,804.0,O,7.0,Podbankrdksrhhojmfjoyfesdfanolyjrbsrzir,lgxvjwcujspi,85356.0,Mgbvfclerpvwcejxaj,Service Enterprise Group,,3.0,Saskatchewan,60.0,W,West Covina,Canada,1-679-875-4062,366143.0
Tvw14014,0.0,648.0,O,0.0,zplyeqreg,Xdkmzqhpialj,496998.0,SGLGMPXT,CME Group,,1.0,Nova Scotia,18.0,U,Oceanside,Canada,1-506-981-0928,2763821.0
Ktu14015,2.0,451.0,O,2.0,,jygkkvhk,34660.0,ATYHUJQVLMMRSAM,Snap-On,,3.0,DE,52.0,M,Atlanta,United States of America,1-544-772-6481,
XCG14016,0.0,786.0,U,2.0,cspzzxklbcqvuml,HPKLZNZJI,221754.0,Nthembwnotixgvcalbedcoonfagywh,Walgreen,m,2.0,WV,100.0,M,Denver,,1-469-965-9906,406077.0
AZM14017,2.0,312.0,O,9.0,bsfeterzqbykfwticmwtuamakiwstfaqrpamsxsotlfopxonhpouedkfishy,Opaazvj,,NPKQUAFXWOITVHJOXO,AutoNation,,1.0,MO,87.0,S,Raleigh,United States of America,,1148518.0
Jvd14018,0.0,516.0,R,1.0,BKVRCXOGHAXUPDIXUOVBKDBCXOJPEEQEIRBMLHTHNOCXD,Dwpkscalyu,442235.0,AMXVOEESUGIVDKUPYQRGIFRDLIB,TD Ameritrade,m,4.0,CT,28.0,D,Corona,United States of America,1-906-813-5785,2978022.0
dvs14019,5.0,815.0,O,6.0,,Xvuyvqvg,267103.0,dhtrviad,Safeway,,3.0,ND,6.0,S,Albuquerque,Canada,1-150-277-8672,3386526.0
RJR14020,1.0,401.0,,2.0,Wlbdbekgdevlesmcunlgmexunlzcaohaigumrvjtvbtethlnayjuogrtd,kyheuck,487372.0,Uwczyxvip,Jo Ann Stores,f,0.0,British Columbia,100.0,U,Tempe,Canada,1-947-823-2014,2198459.0
Fjj14021,1.0,686.0,R,5.0,agrblebilskksikkczhvxanajrwsqdaboddboputkuieaonxocvxcfystcqz,,100344.0,Ayadvnogemplsb,Total System Services,,,FL,19.0,M,Cleveland,United States of America,1-520-321-1202,724120.0
Tvd14022,3.0,468.0,O,8.0,EJKBKCWOCWYDKAOQHHNBFIXXAZQTCOCADUEBBPVY,Jkiqybf,476652.0,Pjhwvppitef,Granite Construction,,1.0,British Columbia,93.0,M,Cincinnati,Canada,1-175-222-8712,2380553.0
ZEF14023,5.0,668.0,O,9.0,Jbadfpztaukvjjzydwxtkmbonknjrzmtjemfnbhmivmxcfmilegwjdkfjjxowknnssuugkdi,vvbfgseost,182768.0,Hauuhw,Walgreen,,0.0,AL,87.0,W,St. Johns,United States of America,1-445-311-5146,129849.0
Xkr14024,5.0,519.0,O,6.0,Pmcuqgjnwfrzkoag,REOIQ,,enwndumczyuo,Dover,,4.0,CO,,S,Whitehorse,United States of America,1-544-663-5204,1392765.0
WMN14025,4.0,696.0,O,0.0,XJDLRGCBQJDGEZYSDMVMRGZZMCDDGECSJCUMCEKYLUHQVNFPXZOSYWHFAWMXZSSOMZEBDPPPVVEF,gcnitfystfi,290450.0,euhdnsrthaohhdsviptgvpb,Cablevision Systems,,3.0,KS,50.0,D,Abilene,United States of America,1-771-267-4658,3350670.0
RJJ14026,,739.0,O,6.0,Puvuzzytornbdblo,Ufcvjo,298718.0,Hwmiwi,Mylan,,0.0,AZ,78.0,W,Laredo,United States of America,1-337-071-5834,434759.0
Fek14027,2.0,417.0,R,6.0,lknpgukgkiwzrrtelfbhqndoaogltxzvsqicmzgxppeazvgcwtn,Wjhznhgt,,Agbdcucmvt,General Cable,,1.0,KY,30.0,M,Nashville,United States of America,1-353-921-8281,2719005.0
Wol14028,3.0,808.0,O,2.0,rwqtxbjyekrkeugounusoncibncyesliqkglkda,Hlezgm,68027.0,Ohnyrkshqpgjdnrbaialjrlfnd,Visteon,m,4.0,SC,91.0,M,Hialeah,Canada,1-315-297-7863,971708.0
QES14029,3.0,412.0,O,10.0,lrjwqfdqephrwzkekkfdgipiqxsvxgsafyjjgorckigbkuk,Opiovnso,43055.0,Osqvaexqkrodxsmtfsplf,Caterpillar,f,5.0,NM,61.0,S,Chandler,Canada,1-693-318-9637,2069735.0
GUB14030,,686.0,R,8.0,Kdmxatiwedgitjxmejsrslgoda,zydkcnmmr,201507.0,Numeihpwex,Supervalu,,5.0,Prince Edward Island,3.0,U,Pomona,United States of America,1-974-947-9947,32033.0
Gub14031,4.0,725.0,R,8.0,Hdvwlpseozhgbmjtsveezbzkaqwppjvqtxaprpjjgvtxufajjncpcwwrmggkskjui,Qjriazlhrx,126276.0,Ropthvdfauyjjjyqlhhevcyopre,Valmont Industries,,3.0,Manitoba,,S,Sherbrooke,United States of America,1-755-800-0848,2429720.0
Lmj14032,5.0,417.0,O,2.0,Fjlbjrgkspecbsgsrlktvgxkalbweogqdml,Sstllcmqtq,114940.0,Sgbfrxgqkhkszfsowdx,Univision Communications,,0.0,KS,76.0,S,Las Cruces,United States of America,1-041-664-8561,1278288.0
Tob14033,5.0,324.0,O,7.0,Hmcogwzltjejlpj,Bwoimzrirob,361588.0,etzznvp,Briggs & Stratton,M,1.0,NV,79.0,U,Overland Park,Canada,1-646-533-4010,3842046.0
hrf14034,1.0,305.0,R,0.0,cgtdhnughfwiemofiswgzymnsrkyhtnhksmcqlaidgnsdkcvbfdkgjhdw,aqprna,133002.0,Pkdupeoytvpgdaovdkfnbss,American Greetings,m,2.0,British Columbia,32.0,M,Victoria,United States of America,1-802-083-5248,1856763.0
ICS14035,1.0,567.0,U,,Wgeztvsesuanbiwmthvfqojuwxcuxrcsnetkalxkaihlbgdnhjvlgodxudt,,94849.0,WLLDQJIGGASZXV,Omnicom Group,,2.0,Alberta,77.0,M,El Monte,Canada,1-249-508-1613,2880304.0
Jub14036,4.0,322.0,O,10.0,Lazbgmguxxxbncncwiflzdmduuuzlucxfgewffmbzouc,OQGMBUIU,211821.0,Tvekcouvsolebkljgsylkdifojg,,f,4.0,WV,33.0,U,Berkeley,United States of America,1-236-642-3891,
Par14037,3.0,487.0,U,10.0,khzxguyakpxpynhuaibmlmgkvclaiddtmrkswpivjwjldkisgowcdpslxftqaquggsvvofuxtdbzjw,Ptpukvrfbqy,286514.0,Dhqrluadrmyzdhnbnejuria,AMR,f,1.0,Alberta,90.0,D,London,United States of America,1-676-946-3534,526135.0
OJO14038,3.0,723.0,O,6.0,Nldlfxkfffjwztplqnvuexdhrftdotu,BPCHTIOR,235934.0,KGGVWDESCSCPTKFXJI,URS,,1.0,AR,55.0,U,Jacksonville,United States of America,1-412-854-8284,1728719.0
NOM14039,3.0,786.0,O,2.0,HWEWYIPKEJNQQZUVZNS,Oghqmokzvoe,136093.0,VFZLPTNIWSUHMVOMBJKB,SunGard Data Systems,m,2.0,New Brunswick,28.0,M,Huntington,United States of America,1-678-785-5196,3017962.0
efr14040,0.0,815.0,O,4.0,Fvqbgpwsugkykyujbhcgqcyxstf,Ifywg,403307.0,uapcilypbvcfmmt,Mirant,,2.0,DC,11.0,U,Torrance,Canada,1-171-087-9699,3206832.0
RHJ14041,4.0,806.0,O,3.0,Vzqqnirthopaoxinrffcjvejzyuimu,Aeroelktqw,191112.0,kacekkbb,Regis,m,4.0,SC,33.0,M,Reno,United States of America,1-945-359-2880,3429955.0
bzd14042,5.0,357.0,R,1.0,TKRMNMLPBPMNPWZINXMAGING,Zzetzymduvso,11909.0,CXZTBXDKEMQBIAEBLJFIYUJWQBO,Eagle Rock Energy Partners,M,0.0,MT,64.0,D,Wichita,United States of America,1-867-030-9435,3946226.0
IUF14043,2.0,443.0,O,10.0,cmfblybdn,Sdalctcaz,117280.0,Ileaapmhdtusxtrnntm,Pacer International,,3.0,Manitoba,100.0,W,Lexington,,1-767-517-5645,2423280.0
Jli14044,3.0,771.0,O,1.0,Majstxln,JPEAYZV,341616.0,Ujovaynbfkjazulhtfwt,Werner Enterprises,f,1.0,TN,13.0,U,Omaha,Canada,1-409-984-0277,480727.0
Nwa14045,5.0,478.0,O,6.0,gveifmezjeegansjfxvthdpmsxeqyxhncwygccfruymhdoemjlmhimulvrgknussawrwdh,Ebmfkj,298687.0,iucjonpwmxsvbhelrrhxbsnhoqyvbw,Lennar,F,2.0,TX,91.0,W,Springfield,United States of America,1-117-510-8229,876048.0
Toq14046,0.0,337.0,O,4.0,Ijierekpzetiou,DEEGDNNQC,386966.0,Rotsgmogivtjk,Thermo Fisher Scientific,,1.0,ID,24.0,U,Hayward,United States of America,1-952-132-2240,
YCJ14047,1.0,,O,0.0,,Ixjrnqugo,447326.0,yxvegitoizxopkscdyfzwkmpygpwzb,Domtar,F,0.0,MI,100.0,U,Jacksonville,United States of America,,3917478.0
ZLX14048,3.0,482.0,O,9.0,useam,Yleiks,460342.0,Nlzzrozwgfg,ENSCO International,,3.0,Quebec,68.0,D,Irving,Canada,1-633-915-9888,75862.0
Wav14049,5.0,575.0,O,1.0,BGKCBNOSNLQDACLNQWXWDMGNVFDXMZDPZCHCEXPMQBOGPPTYBNMABHQHRVHKZSBGDIEHURCHATBG,Cardr,372175.0,Ggnhgdnrvv,Harsco,,4.0,MT,72.0,D,Eugene,United States of America,1-882-035-4926,2719402.0
Sfq14050,1.0,526.0,O,4.0,Gykube,Nzieqxu,440698.0,DZSGBCKCMVIJOPZATXKSKLDGLFF,Rockwell Collins,f,1.0,MS,47.0,S,Buffalo,Canada,1-237-516-0438,
NMV14051,4.0,835.0,O,6.0,Hpdnvrnclvawawdpmmobkitmoeuicznvfblhwfpkjntteeoanq,tnpiqrqi,161159.0,KTJEFBAPJSBKVEWZIFMVKMEYNSZ,Johnson Controls,,2.0,Saskatchewan,94.0,S,St. Johns,United States of America,1-509-341-1473,2701531.0
xup14052,0.0,396.0,U,3.0,joiboqc,vrypavgx,310777.0,QTOZJFAOAJXMD,Phoenix,,5.0,NV,31.0,S,Sioux Falls,United States of America,,1955044.0
Xlq14053,1.0,695.0,O,10.0,KSUICMPYIFSZKMJOMZVLRNVMXYHHBYKLNREGHJS,QULAI,414227.0,wkccnxsynvhlvakp,Health Management Associates,,0.0,NM,42.0,M,Vallejo,United States of America,1-582-387-0906,3393889.0
yxo14054,2.0,741.0,O,1.0,Wforhlzlotivwnesmdcwgjldrcdnlufgyuutekxdmaftmhktowrdfsdthlhbdmxnvoitljcsw,ryvyc,2734.0,Ulnywix,TravelCenters of America,M,5.0,OK,46.0,U,Irving,Canada,1-878-362-7467,342781.0
BGS14055,3.0,,U,1.0,Kugnxhmhzqf,OGNFHZPOLH,128814.0,Qqcrrdpovmobfaqlucvcki,Joy Global,f,3.0,LA,80.0,M,Vallejo,United States of America,1-707-426-2005,2631258.0
Cky14056,4.0,391.0,R,4.0,TFQUCUPXYLWECDUPPNIPNFODMVPHREJPQTEQWRJNKKMLGYLCLKKKJGCRAVGYERTTXQQWIYVDUAGEDQ,DKWNU,248735.0,Mbkwbt,Paccar,F,2.0,FL,46.0,D,Huntsville,,1-165-121-1253,627723.0
VND14057,5.0,,U,4.0,Qihkceplatekrums,cbjhvbqxf,217375.0,Gewmzcpfrkfvkmvjmmqoqbz,Celgene,,3.0,NH,43.0,S,St. Louis,United States of America,,1731121.0
oph14058,4.0,598.0,O,8.0,Gavqelegjnrfjrxdlmjwltwsraqxljudfuuvoocmzhvjbhzndpzifvntqeohxmeufivlkzajpxod,Ppijnie,464982.0,Nlxdbgkwlmlxlaeqauth,Pilgrim's Pride,M,1.0,ID,64.0,D,Manchester,United States of America,,2684036.0
Fwu14059,2.0,435.0,O,9.0,Zbvxqvvlaaamlzocpbmdmvdmsgbwh,cvvfgndplcxh,181562.0,VYXJLKKFQZTW,Wesco International,f,1.0,VA,91.0,S,Mesa,United States of America,1-964-404-5864,2175391.0
WYU14060,4.0,551.0,O,3.0,,ZXEDHWDKTHA,311648.0,Qdigelmzsybmnayvheyc,Manpower,,4.0,MS,43.0,M,Ann Arbor,United States of America,1-767-193-2118,1648694.0
yho14061,0.0,634.0,O,4.0,Hxxgvweccfhiilwedoptjtezenreyhzjpztmmfurachcgsahznkbsrf,cekvto,47139.0,Gfahn,Allegheny Energy,,,Quebec,35.0,W,Boston,United States of America,,2982403.0
Oyd14062,5.0,462.0,O,0.0,Pyuyjkdztiuickquumctauljwjphprcxogvu,Muskqahtr,62663.0,Nlospyivaazfzkpdneiixqitftzbd,State Street Corp.,,3.0,WY,61.0,S,Kansas City,United States of America,1-022-122-1229,1429788.0
Zax14063,5.0,614.0,O,10.0,Fvrnkfyaodfmwpjc,Xbjpbncyz,144390.0,Egidcjgtjrvqgczsmlyzcl,Ferro,,1.0,Saskatchewan,25.0,U,Indianapolis,,1-629-959-4382,2028752.0
Ney14064,1.0,430.0,O,1.0,Rggaoruwnasrrxzxmmo,Rzdkpencycxf,276053.0,Texfktokegumaeqvtlqqe,Black & Decker,f,0.0,WY,80.0,M,Hilo,United States of America,1-886-943-3382,3681997.0
DOZ14065,0.0,401.0,U,0.0,SCTFOENDVVU,Bqpcexbe,377604.0,pccnoyapwbmxgl,Helmerich & Payne,,1.0,CA,93.0,U,Cheyenne,United States of America,1-114-360-9928,3007487.0
gll14066,4.0,849.0,R,7.0,Qiektbzzy,Fskeotjm,73115.0,Sftpohrfwfuzpjevhaodndoekjj,Total System Services,,0.0,GA,81.0,M,Hialeah,United States of America,1-632-437-7416,1681544.0
Ovr14067,1.0,760.0,U,3.0,Qknbwoaokjmcqvenqrwawsabhxyxbnp,Vwhvsqwkujn,227020.0,NAIDEMPTYF,Exelon,,0.0,OH,12.0,W,Sherbrooke,United States of America,1-793-673-2434,3706841.0
svc14068,1.0,535.0,U,7.0,Hnrzofafqntmbhciqxnzawyitjipa,Ndhzawv,361656.0,QRJIJAMPGCMSVITFUHYDDH,Advance Auto Parts,,1.0,DC,98.0,S,New York,,1-909-248-7891,548016.0
TXP14069,2.0,646.0,O,,ermyggmbbjj,QBQCQNZ,357045.0,cjnguozdymqcww,Allergan,M,0.0,LA,25.0,M,Laredo,United States of America,1-854-865-6100,2571364.0
zfa14070,5.0,437.0,R,7.0,Ippogbggqtxryzvddswkefjecceksqedrliadhgkpptmxtq,Nmlcxsres,348618.0,qwxyvdswhpfleawgxfdtu,Dana Holding,,0.0,TN,65.0,U,Irving,United States of America,1-328-522-9488,232423.0
lyz14071,4.0,829.0,O,6.0,UGATKYPUEFPIWDLBFANBBDSWPKMYISRIUEJEMJG,Bnmpsurkbe,449649.0,WZXQQOVDCVTPFTOUNSLMMKW,SPX,,2.0,SC,0.0,U,Oklahoma City,United States of America,1-557-201-6341,1300177.0
syb14072,1.0,842.0,O,,Tzirakxvdsadqsaxxjcrmmotqqh,ppabxbcadogg,68924.0,TNLWPWUNOJCNFUQBMGEOKQLXIEP,Gilead Sciences,M,5.0,NJ,,M,Vancouver,United States of America,1-625-773-7076,1345813.0
Ivn14073,4.0,486.0,O,5.0,Jqnmxqlvofgmdfdjdownbkvqwxepsaxndgbuqbsgkjmjzqiwjfpywjuv,Wslbp,215115.0,Hqrvhjtssuplhk,,,,TX,48.0,U,Lansing,United States of America,1-889-470-5986,3342615.0
Oaq14074,5.0,,O,1.0,,cwzqhg,24629.0,mkwulorjmpoaoixsxmdcrfb,Crosstex Energy,,0.0,Prince Edward Island,39.0,M,Amarillo,United States of America,1-420-732-1453,2363788.0
tvt14075,2.0,621.0,O,,NSWEQLBXKUXWFGNJJXFDYVHDCTNPQFIWNREILXJLPBAKZYDPFJNBBWPSRF,edcbsxchrxba,362493.0,DCDDPIQJETGPTSI,Molex,,5.0,PA,14.0,U,Oceanside,Canada,1-467-639-2868,281516.0
Eiv14076,1.0,480.0,O,5.0,Wdjmyurycdarlrbuaowgoyjkzibfdjtvipiduddrarckabq,ELFYJQF,17505.0,Yfbfajabq,UAL,,3.0,WA,43.0,M,Brownsville,United States of America,1-684-490-9329,3155454.0
Loi14077,4.0,341.0,R,,,Fsrvbnbuk,214408.0,XUKNIZEGH,AbitibiBowater,,1.0,FL,44.0,M,Norfolk,United States of America,1-155-377-3959,
KDF14078,3.0,,R,9.0,Mraukfwveigbsqjdwxaaxemnjdmasszyfsifaycs,Zcmkjniabym,,VOGBZPFUOGRUQYNPKWCPEBGIZWLXMN,RPM International,f,5.0,IN,27.0,,Toledo,United States of America,1-810-184-4795,3539888.0
PDM14079,2.0,340.0,O,9.0,Qxagvldfqslkbyvhdblotfdgjarqxcvcqididclatzgegg,Oskxkggm,424208.0,Omomostmzcrzzemaxyazls,BearingPoint,m,5.0,WY,11.0,M,Toronto,United States of America,1-744-550-4205,36275.0
Lvd14080,2.0,751.0,O,2.0,Rekyrcfyzlhymiklgimhynlqyvldwklullwhdvqn,Gzslvspyvf,33285.0,Xcayymotwy,Sanmina-SCI,f,5.0,Prince Edward Island,,M,Lansing,United States of America,1-818-958-8263,3686605.0
IGW14081,4.0,809.0,O,5.0,TEUIZBCVKQVRUWGXBSJEVRQ,LFYUXHIJPQWL,321975.0,zmkmmilvqrggwapjwqxxtjdgrlriiy,Alliance One International,f,4.0,DC,7.0,M,Amarillo,Canada,1-544-801-4049,3912850.0
Llu14082,1.0,843.0,R,5.0,ufgzftpxzuxokjpbjzrxikck,acnov,495204.0,Oywcugztosrbbilbclgtrofcr,Owens & Minor,,3.0,UT,99.0,S,Bridgeport,Canada,1-174-730-1026,409804.0
Xyk14083,5.0,393.0,R,7.0,Sbvusslsjgokbdmgdfyghjcckk,Tgrvdibhg,170452.0,oulcrfzmaqgxj,Procter & Gamble,M,4.0,CT,6.0,S,Eugene,,1-618-285-0117,3202073.0
Ndz14084,5.0,589.0,U,5.0,Igsltpnlpgcpffghhjaciykpaaoisawkevjadhpgonnept,XZSMM,15155.0,Eqoyxwebj,HealthSpring,,2.0,NY,15.0,M,Topeka,United States of America,1-817-877-1510,3857000.0
fud14085,3.0,528.0,O,6.0,rtukpkvknbxkplhmwlwjurlqommuhvmvq,Quiaxucs,329977.0,Frdubpvyymuzggeqaqluupi,Progress Energy,,5.0,RI,60.0,U,Fargo,Canada,1-567-050-9859,3595017.0
jgd14086,2.0,783.0,U,8.0,Hetezrfctqasiajadgwxuaxzbvgefmimih,RTIBKZDT,328569.0,cijzzpsqibkqorgtvfohvve,Varian Medical Systems,F,2.0,Saskatchewan,4.0,D,Tacoma,United States of America,1-099-805-6613,812543.0
Jhu14087,1.0,565.0,O,6.0,,dijmv,315713.0,Egkzbtquvpg,Illinois Tool Works,,1.0,WV,14.0,D,El Paso,United States of America,1-439-684-1514,1871789.0
Rut14088,5.0,609.0,R,5.0,Ciauqnauxpprppcquxbqyogzopdjhaugkgrikhsbnapmextncsbwhtbaffvxtjosujx,,65430.0,XWNBPHAJAUINCGQM,Consol Energy,m,3.0,DE,14.0,S,Moreno Valley,United States of America,,896162.0
nub14089,3.0,664.0,R,5.0,QTDVLURTREGVFDKPXPKBYJSTBFTVDBYBTCOONVQLQWKVVBDNGVQZOHXLVQH,Afqbrqtnv,196149.0,Ouugfh,UnitedHealth Group,,5.0,Nova Scotia,99.0,S,Casper,United States of America,1-874-856-4318,1219898.0
oah14090,4.0,,O,8.0,ETVPTJJIRDVQXHFJLLLAXZSSCNSGAZBMPXLO,YAJUL,,gagexuozmhmotcixwag,Men's Wearhouse,,4.0,TX,25.0,U,Milwaukee,United States of America,1-570-494-2931,1155592.0
wnh14091,5.0,348.0,,9.0,ecyqisvnvpd,FQRZKA,371853.0,pjvvtswrybhpetb,Iasis Healthcare,,5.0,IN,26.0,S,Bellevue,United States of America,1-887-042-1623,227361.0
Ega14092,1.0,482.0,O,7.0,nhjpn,AUVPRWNV,489339.0,Usleahigxqdghdstmdklukxdl,Winn-Dixie Stores,F,4.0,OK,76.0,,Peoria,United States of America,1-377-777-0896,1861642.0
KKZ14093,2.0,397.0,O,3.0,Fwyxbvhjmismhkcafchjqfhejhcsmmlfilxvhtkfyeukjzakjaknvlixdwvycuwimacdlfvgtn,Aywmdujflc,304918.0,Wwandyoauvrj,RSC Holdings,,5.0,GA,55.0,U,Newark,United States of America,1-603-456-2525,1032498.0
ZGU14094,0.0,624.0,O,,lymfmlauholnrlnjtunwowpwyxdhxdivrliwnfinjmpeivpywwoabvgveplfiiyrntjfllhexb,Ytauybhuw,159273.0,FCMJZXXKUHGRVN,,M,2.0,IN,71.0,W,Simi Valley,,1-119-560-2780,3752188.0
Vqx14095,0.0,561.0,O,6.0,iukmdhd,pblybsd,31843.0,Vjfmigsawktgbuihtjo,Texas Instruments,M,0.0,SD,20.0,U,Overland Park,United States of America,1-844-474-9630,2857758.0
Fnf14096,0.0,732.0,O,9.0,Rcnqeasjmemccucecerqwfosilttpdhujnwxhufeibngimv,ajiolaok,240799.0,Imvwjqle,Cimarex Energy,,5.0,NH,35.0,U,Hilo,United States of America,1-971-976-9476,
Oak14097,4.0,740.0,O,4.0,Yqemqvupsuygro,,431328.0,SKQUMZSSFHENTGXQROLJW,Pulte Homes,m,4.0,ID,21.0,M,Mobile,United States of America,1-104-261-5631,1405527.0
