prospect_gncd,prospect_mddlntl,prospect_nmbrchldrn,prospect_mrtlstts,prospect_gndr,prospect_frstnm,prospect_ncm,prospect_nmbrcrs,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
zrz11710,Z,5.0,M,M,BBORTYXAPTEWNVQHFX,260879.0,3.0,16.0,427.0,,Teradata,3.0,3886497.0
Qvq11711,,,W,M,blkolicmozus,130173.0,1.0,81.0,750.0,,Rockwell Automation,2.0,2024945.0
Iqy11712,W,4.0,D,,YTQQFKSMKC,,,93.0,,O,Symantec,5.0,931226.0
meq11713,,,S,,Oyxgxjjaxhmnoswfusibt,241916.0,1.0,63.0,780.0,O,Peabody Energy,9.0,1158767.0
Wda11714,,3.0,D,,Cptdqrqctsbxug,95911.0,4.0,86.0,639.0,O,Sonoco Products,5.0,
Khj11715,H,4.0,M,,QDHVIUASNOURKRVQBTCNZQSQ,,2.0,95.0,724.0,U,Aramark,10.0,
Hwu11716,,0.0,M,,KBETAIPSRXKTPWTDSLZKQL,367388.0,1.0,57.0,448.0,O,Watson Wyatt Worldwide,2.0,665510.0
qpk11717,,2.0,U,F,MDJCRN,5139.0,5.0,27.0,731.0,R,,2.0,
Lxu11718,Z,5.0,M,,Esmskvmlofiqg,20040.0,3.0,96.0,846.0,R,Wyeth,5.0,626986.0
BEJ11719,k,2.0,,,khubcmxvd,459798.0,2.0,,370.0,O,Micron Technology,3.0,1376382.0
Ilz11720,f,4.0,M,,Bkjdwomgnipfadgl,303758.0,0.0,19.0,733.0,R,ABM Industries,4.0,3375753.0
TUM11721,,0.0,M,,Vrjnrisdaauumyqcrypkffz,166207.0,1.0,37.0,545.0,O,Jack in the Box,7.0,
RJF11722,,4.0,U,f,Ocnxvbhjoxkomjbqbqbtpjt,477916.0,2.0,47.0,793.0,O,Virgin Media,2.0,909889.0
HNH11723,,3.0,U,f,Wzrrvlcuzwt,406654.0,0.0,36.0,468.0,U,American National Insurance,1.0,1692275.0
pll11724,L,,M,,CQFPJIC,,2.0,43.0,843.0,O,Alliance Data Systems,6.0,
WWD11725,,,S,F,kjkmevaboparyalvvxlnfnevakcul,482177.0,4.0,94.0,377.0,O,URS,10.0,2483407.0
BCL11726,P,5.0,W,,zxpybiaukmxtx,183422.0,2.0,24.0,846.0,U,CVS Caremark,5.0,3910309.0
itk11727,,0.0,M,F,sxttpqveboqpcosqjqqskcjxlyb,58827.0,4.0,,508.0,O,BJ's Wholesale Club,,1090674.0
TRY11728,q,1.0,M,,IDVGFKIZATSPYCXINUCC,204346.0,3.0,2.0,586.0,O,Baldor Electric,1.0,1690874.0
asv11729,y,4.0,M,,BLTRMJUAYVRJZNNMFCWKCYFD,75850.0,4.0,1.0,321.0,O,USG,0.0,3412707.0
Ffa11730,,0.0,W,,Aqyiqvi,493649.0,3.0,65.0,681.0,O,Community Health Systems,6.0,2152190.0
ZKQ11731,,4.0,M,,Rgihiwsvllax,480339.0,3.0,65.0,387.0,O,US Airways Group,10.0,3081724.0
mmu11732,,4.0,S,,EUEPIWJCDCPOJKN,177542.0,,74.0,845.0,O,Donaldson,4.0,361735.0
Iho11733,N,4.0,M,m,Wccekpfsbhaldkpoemjscesib,157306.0,1.0,,691.0,O,Ross Stores,7.0,2920725.0
pxg11734,,,M,,GXEJOEANQO,27284.0,0.0,71.0,420.0,R,Sara Lee,3.0,2484825.0
Gwr11735,,3.0,U,,mkjeb,115821.0,2.0,90.0,625.0,O,Airgas,1.0,
XVU11736,,1.0,M,M,Cwgthyibnkqraeamnbnrwjurffsrw,314757.0,5.0,2.0,599.0,O,Brinker International,1.0,509751.0
Kbh11737,,0.0,W,M,IYSQHUZCXFKWUQEDM,449663.0,,34.0,526.0,U,Cliffs Natural Resources,10.0,390663.0
Yvf11738,,5.0,M,m,Wmswulnjsrmzcf,78320.0,4.0,98.0,691.0,,Cigna,3.0,2349107.0
FAI11739,,0.0,U,M,Zcbwmsqred,245922.0,4.0,12.0,,O,,2.0,51177.0
PYX11740,R,2.0,D,,PAXACVYVZHWHZLNLMWN,225729.0,2.0,48.0,544.0,O,Dean Foods,,3554095.0
BLL11741,B,4.0,U,m,Wwvmntguryrgoablbycxewfcvpi,76059.0,0.0,91.0,664.0,O,Spansion,8.0,3109210.0
MBN11742,b,0.0,M,F,YNPJZNARNRLMNV,466644.0,4.0,85.0,,O,Charles Schwab,6.0,3615936.0
Ika11743,,5.0,M,,Wgqaamrtagkzwocchffoflkalpb,155200.0,4.0,59.0,,U,Penn National Gaming,1.0,211374.0
Sze11744,B,4.0,S,,Lvbsaghvzxiryygvwfyl,416270.0,4.0,38.0,518.0,O,Loews,5.0,2617531.0
KTX11745,,0.0,M,M,gdltk,414979.0,4.0,96.0,,O,,2.0,2786921.0
blo11746,,2.0,D,,Hujensnbrrsorvigkwugamev,322741.0,5.0,14.0,364.0,R,TJX,1.0,2969927.0
dfh11747,,,S,,Koxhedgbppdxmhtfp,260826.0,2.0,67.0,714.0,R,Unisys,5.0,2436646.0
Xnw11748,,5.0,S,f,hxkrcetjsqmybdmuckavoqzsepxevk,21062.0,4.0,84.0,824.0,,Belden,5.0,266142.0
Gch11749,,1.0,S,f,bejjubxcmnmsnnzalhbrmvcd,74741.0,0.0,33.0,403.0,O,Collective Brands,10.0,770942.0
kpg11750,Y,4.0,M,,Sjeba,69862.0,2.0,73.0,793.0,O,Int. Business Machines,7.0,3319942.0
msb11751,E,,,F,Spiprqtpddvyapofqovjtoo,384794.0,4.0,37.0,546.0,O,Ralcorp Holdings,3.0,2720438.0
Hnp11752,d,5.0,M,,ZLJHCXEJ,397879.0,1.0,68.0,308.0,O,Universal,0.0,1160144.0
QGK11753,i,1.0,M,m,Vtclnuulfvdphrdisbcu,358585.0,0.0,22.0,570.0,O,Danaher,8.0,2159549.0
Uej11754,,0.0,M,m,Vuuasytqdbflsj,474460.0,5.0,17.0,796.0,O,Sempra Energy,6.0,3781151.0
bav11755,,5.0,,,Rjfhnbqrmuarojz,50947.0,3.0,12.0,376.0,O,Levi Strauss,7.0,3250324.0
Yuo11756,,4.0,W,,Lrwajzbkmzw,372337.0,0.0,25.0,430.0,R,Helmerich & Payne,10.0,3662387.0
YPX11757,W,4.0,U,F,buyjwllsyknpcnmydk,327959.0,2.0,61.0,419.0,O,Lear,10.0,
Xae11758,,0.0,S,,agmkrpzmjavgsscwccbosojissj,129997.0,2.0,90.0,401.0,O,Williams-Sonoma,2.0,1177998.0
Vbs11759,F,2.0,S,M,KIDEIXYVNAQQFQKUWOPH,375031.0,2.0,9.0,546.0,O,Best Buy,6.0,
CUE11760,n,1.0,M,,CZOVBFNPKADZRTEVLAG,94344.0,3.0,20.0,415.0,U,Atlas America,7.0,890205.0
qmp11761,b,4.0,M,,gkndjqugsmfgd,128592.0,,12.0,551.0,O,FM Global,6.0,2389197.0
OES11762,,1.0,U,F,bwfmnhdcegwoavbbpzgxbdgtbwrio,155023.0,2.0,44.0,523.0,O,Dynegy,5.0,3096813.0
Mzo11763,T,5.0,M,,Pbfivj,174598.0,4.0,100.0,,R,Texas Instruments,9.0,3890361.0
Wxt11764,,5.0,S,,Vobhdnjppndvxqkshxrqapn,,4.0,,638.0,O,Applied Industrial Tech,5.0,1259261.0
Bts11765,,0.0,S,,Vkedzbc,74775.0,2.0,,366.0,O,BE Aerospace,8.0,785594.0
Fhk11766,,4.0,U,M,epekgijcifdxlzyp,464465.0,3.0,16.0,311.0,O,Patterson,8.0,2423771.0
Sua11767,v,3.0,W,,tebaeqrredhpfbqfstxvhiyvh,236734.0,3.0,44.0,762.0,O,Robert Half International,4.0,949490.0
dyx11768,,3.0,W,,acwfvxvrelx,,2.0,83.0,509.0,U,West,2.0,3099446.0
HUA11769,,0.0,M,,mxotgeesvxomnkecazphzt,366394.0,4.0,23.0,712.0,R,St. Jude Medical,10.0,3102860.0
Wfe11770,Y,1.0,S,,Wufotdnkb,396783.0,0.0,47.0,431.0,O,Brinker International,,3709911.0
KRN11771,i,2.0,M,F,tqrsxaxsxjhyzwzgmstxrp,495323.0,3.0,43.0,316.0,O,AutoNation,5.0,1091433.0
ofi11772,,4.0,M,,PFFXOZBDJIUCSSPHDTUFJF,9714.0,4.0,70.0,,R,Scana,1.0,1545094.0
Xnr11773,,2.0,M,,XYZXRGZONS,216485.0,0.0,,412.0,R,Stanley Works,0.0,3242783.0
Opf11774,f,0.0,U,,Yyuyaiamddddtvqqqcgswwowfxc,131489.0,2.0,1.0,,R,URS,4.0,920705.0
Yyq11775,,,M,m,VNNQBRGA,117948.0,5.0,58.0,,R,Dick's Sporting Goods,6.0,551423.0
PRT11776,,4.0,U,F,Vwohkdooahihxczidomsfbsed,422142.0,2.0,60.0,814.0,O,Perini,6.0,
Fks11777,d,1.0,M,,Udpfcivirrtrwnl,17118.0,2.0,2.0,465.0,O,AECOM Technology,7.0,1451863.0
pvw11778,,0.0,,,qeyzo,430409.0,5.0,100.0,682.0,O,Harman International Ind.,1.0,1441336.0
nep11779,,5.0,M,M,GKYYQQX,24711.0,5.0,61.0,687.0,O,Furniture Brands International,3.0,721680.0
Krw11780,,1.0,M,f,jsmzbkfawplbycw,127926.0,,94.0,305.0,O,Sysco,2.0,3190327.0
Veg11781,W,4.0,M,,Dnbcnkgmqdlksakflpoua,251455.0,4.0,74.0,737.0,O,ConAgra Foods,1.0,657037.0
Fub11782,,4.0,U,,BNSOIELNSU,415869.0,2.0,34.0,789.0,O,Omnicom Group,8.0,1686671.0
jvv11783,k,3.0,M,f,Rliuelgaexnbsccmmssqltd,284748.0,3.0,95.0,805.0,O,Thrivent Financial,3.0,3093331.0
RGN11784,T,5.0,S,m,coqwy,68139.0,0.0,66.0,518.0,O,NCI Building Systems,1.0,19154.0
WVH11785,,1.0,U,,IIEHLIOOTNQKQKXGWJCQNMWI,346400.0,1.0,86.0,777.0,O,Pall,6.0,2524557.0
iju11786,I,5.0,S,,Zkfend,31969.0,5.0,61.0,364.0,O,Ingles Markets,5.0,3038913.0
ifo11787,Q,2.0,M,,FXGRDAVNRFOVCOCPMNUUUTGQXLX,337635.0,5.0,62.0,334.0,O,Sally Beauty Holdings,4.0,1073838.0
pbl11788,,5.0,,,HLFMSABBPKQQKRUDPTXRJU,275290.0,0.0,89.0,321.0,U,Dr Pepper Snapple Group,0.0,3887690.0
Ztr11789,F,0.0,M,,Ftqlbcvxlgvk,83193.0,0.0,99.0,612.0,O,Mutual Life Insurance,3.0,785284.0
Exc11790,t,1.0,W,,Vejeicpmwkpekafvetvwlf,131067.0,4.0,94.0,608.0,O,HealthSpring,10.0,61083.0
Ypl11791,a,2.0,M,m,ekabykhcrxdfzvbxrbwtpnayjygyuw,462061.0,0.0,95.0,362.0,O,Belden,7.0,2584577.0
RGK11792,,4.0,W,,Wioinritvnganibh,405350.0,0.0,22.0,720.0,O,Warner Music Group,1.0,3139348.0
Pli11793,M,1.0,M,,Rsgrjlsfxrmfv,280817.0,5.0,85.0,400.0,U,,7.0,873050.0
Eji11794,,2.0,S,F,Xxherikpogvmjaq,132911.0,0.0,81.0,446.0,R,USG,6.0,3651114.0
Ywy11795,,,D,F,jmqyqub,463043.0,0.0,42.0,402.0,O,Las Vegas Sands,6.0,117958.0
GPV11796,,4.0,S,,Dmyqtrp,491624.0,3.0,25.0,609.0,O,,9.0,3485695.0
PNX11797,,0.0,M,F,Ynqykgvkaoje,343629.0,1.0,78.0,486.0,O,PepsiAmericas,3.0,226844.0
Fop11798,,1.0,M,M,Fpohuxjuvcusfpclgbhqfzsdoukg,134322.0,1.0,59.0,308.0,O,Administaff,8.0,
XDC11799,W,1.0,S,,HCKJVKLQQFHIUKRZVTL,119718.0,5.0,39.0,748.0,O,Freescale Semiconductor,0.0,3414198.0
fly11800,R,3.0,U,f,YPDKXGEDP,240566.0,2.0,92.0,712.0,O,Key Energy Services,2.0,115387.0
Cju11801,B,0.0,S,f,urqkmrwnvai,1011.0,5.0,71.0,523.0,U,,10.0,706876.0
Xli11802,,3.0,U,f,Ufwaueuhjamyqjlmf,138852.0,3.0,74.0,593.0,O,Ingram Micro,2.0,3414611.0
Jla11803,B,0.0,S,,VMRANUZ,304506.0,2.0,34.0,,O,BJ Services,4.0,2871822.0
Odv11804,W,5.0,M,,Cnttjlkiuqxqvyesdkw,422426.0,,24.0,732.0,O,Goodyear Tire & Rubber,1.0,75846.0
Grw11805,,0.0,S,F,Ydxerbfqxhotthuxgtvmnxfxbt,195047.0,1.0,84.0,712.0,O,Ryder System,,3135479.0
Prx11806,,4.0,M,f,dgtnpzkxo,119712.0,1.0,62.0,794.0,O,Crown Holdings,2.0,1929126.0
Pbw11807,J,1.0,S,,Efodqanzjoqtxjrzwpxhqs,328056.0,1.0,34.0,543.0,O,Tractor Supply,1.0,1598636.0
Tyd11808,M,0.0,M,M,FDVMCHBHWIH,439825.0,5.0,76.0,,O,Protective Life,8.0,3873135.0
Yoc11809,n,3.0,,F,Vsnhygxiwnav,238921.0,0.0,30.0,370.0,,Genuine Parts,0.0,621863.0
eiu11810,,5.0,M,M,etywdcewbrsktkpbgetruusctc,443410.0,5.0,48.0,437.0,O,Molson Coors Brewing,6.0,3183748.0
Lzb11811,R,4.0,S,m,Thcdos,185210.0,2.0,98.0,568.0,O,New York Times,,480910.0
Ehf11812,f,2.0,M,f,suftkitsqaqadg,249206.0,5.0,54.0,315.0,O,Eastman Chemical,0.0,869869.0
TZJ11813,,4.0,S,M,YBSBCAHXGHHBN,148527.0,1.0,,619.0,O,Alaska Air Group,3.0,2431274.0
LOE11814,,4.0,M,,Igmstqcsdj,,3.0,37.0,576.0,O,,5.0,1839975.0
Hgi11815,I,1.0,M,f,Eqopxdpurpnxtiweskzvpziq,182700.0,2.0,51.0,510.0,O,Unitrin,4.0,11343.0
Ffm11816,,0.0,S,f,uhanjbjidjjytrihcmvprxwp,159679.0,1.0,98.0,430.0,O,Winn-Dixie Stores,9.0,72476.0
Ecf11817,,0.0,S,,oxdorros,290172.0,4.0,62.0,464.0,O,Williams,2.0,2611907.0
MXJ11818,u,5.0,U,,KEUFQVELDPWSH,326553.0,3.0,42.0,572.0,R,Anixter International,1.0,3007924.0
tbb11819,,5.0,U,F,Tlmstoohheeemeyydnirtlew,18285.0,5.0,62.0,695.0,R,American Axle & Manufacturing,10.0,773988.0
umi11820,,0.0,D,f,KYUAFMDIHSBQQPP,15818.0,5.0,88.0,454.0,O,,8.0,2217017.0
Omk11821,r,0.0,M,,zqfeibeochqdsaontzlmrhexgvqzhz,374832.0,3.0,35.0,466.0,R,Con-way,9.0,2060103.0
uau11822,,2.0,U,M,QMGZVEUR,3750.0,0.0,71.0,387.0,R,Rent A Center,,478005.0
Gwo11823,,5.0,M,M,Jbnkt,159399.0,4.0,98.0,429.0,O,Terex,8.0,3438878.0
Jdh11824,K,0.0,W,,YIRCYRJEBDIUZVRLJCVJHCHYIPHM,128044.0,0.0,6.0,827.0,O,Colgate-Palmolive,3.0,2427763.0
Irk11825,,5.0,D,f,jwffhxyzwfbznpgurupqjz,232511.0,2.0,40.0,493.0,O,Sears Holdings,1.0,738869.0
Nek11826,e,3.0,M,M,SPIFMASXX,,3.0,11.0,787.0,O,Owens-Illinois,0.0,2089393.0
Yua11827,g,0.0,D,,MLVKZVHOBJSVJULIBDLEZNSIOEFRAY,57796.0,3.0,34.0,774.0,,Allegheny Technologies,4.0,1137985.0
JNI11828,,1.0,W,F,Mdogkbcjgdrfiukvrrjhwp,74409.0,1.0,27.0,475.0,O,,7.0,289833.0
Zxe11829,J,4.0,M,,CNTAECFGPOVUCI,87969.0,2.0,4.0,487.0,R,Conseco,9.0,
Qqn11830,Y,2.0,M,m,TGYNNONCIVTDHBCHTZVRGW,73586.0,2.0,78.0,395.0,O,Medical Mutual of Ohio,,2183063.0
quy11831,G,0.0,M,,Zttgonwhdxenpykzcemjgyy,305174.0,1.0,89.0,352.0,O,Spectrum Brands,6.0,291021.0
Dlu11832,Y,2.0,D,,Abqcimi,400496.0,0.0,34.0,673.0,O,Southwest Gas,5.0,457252.0
Akh11833,,0.0,D,g,viarhxbchykxlhywqsxmjgxxrpitmx,298603.0,0.0,20.0,624.0,,Viacom,10.0,1766502.0
YUG11834,,2.0,D,f,USTWFYGTRTUIGCNAWNSCTJIBI,,2.0,86.0,653.0,R,United States Steel,3.0,
Sly11835,,4.0,W,M,UMZUYTZXSZJOJS,413753.0,4.0,61.0,488.0,O,Dana Holding,0.0,2924361.0
Prd11836,,2.0,M,,Ohxfhikbtatmiircelh,119435.0,0.0,66.0,644.0,O,MGIC Investment,1.0,995321.0
yej11837,I,1.0,S,,IOSXPXOWNWWJUJVQJQIBSSOGUIWLT,134076.0,3.0,40.0,,,DRS Technologies,10.0,1963209.0
acu11838,,0.0,M,,Iuqzoacvldoafqussolr,324147.0,5.0,74.0,613.0,O,Exterran Holdings,0.0,462186.0
Wyj11839,O,4.0,U,I,CGLZAPEQBFXLTQREEXNQCYNETGZ,289661.0,3.0,13.0,812.0,O,News Corp.,10.0,529762.0
Vqt11840,w,1.0,,,Kjlijqlttwckpbnaklrzaehlebaggn,13177.0,2.0,97.0,423.0,O,Fidelity National Information,7.0,3195122.0
Wwj11841,G,3.0,W,,Tezjfsnskybwygqmwara,19390.0,5.0,90.0,767.0,U,AES,6.0,515043.0
Zlv11842,f,5.0,M,,Qvvrpogqdjhrfssmsulsexhv,168613.0,1.0,94.0,670.0,U,Questar,3.0,439783.0
Zup11843,S,,S,,Ufmvvwdbcrcd,221201.0,2.0,17.0,736.0,R,Western Union,4.0,1554578.0
MBC11844,D,1.0,M,M,Rnfeuhguisyrfedkxvzoayzfgvan,857.0,5.0,45.0,372.0,R,Jones Lang LaSalle,1.0,
Uiu11845,,1.0,W,m,Sgsusnsvtbzxnslpeb,193278.0,0.0,99.0,347.0,U,SAIC,2.0,118006.0
UDK11846,m,4.0,D,m,Fxfvfeidusbtkalnqfjbruffhfkv,124372.0,4.0,60.0,378.0,O,NRG Energy,2.0,3240275.0
Bxx11847,,4.0,W,F,QUOXADLDKKWJSZ,309335.0,1.0,84.0,653.0,O,MGIC Investment,,3416368.0
TFR11848,F,5.0,M,,Dpapnaszcettvbgzrwrxigbuuotio,38264.0,5.0,79.0,449.0,R,Reliant Energy,1.0,507034.0
Cqh11849,,4.0,D,m,Igzhwlmkdbh,392580.0,4.0,54.0,342.0,O,Con-way,6.0,975368.0
Flm11850,a,5.0,U,m,molathxnbwgjeqlbaotmmjnmz,273850.0,4.0,74.0,718.0,O,Sunoco,10.0,664490.0
Axh11851,,1.0,W,,bijrvsgu,7472.0,0.0,78.0,848.0,R,Vought Aircraft Industries,0.0,453612.0
Pgm11852,T,,U,M,xwcrdxmppzrbcrbavkskhpa,387619.0,4.0,96.0,463.0,O,Calpine,7.0,1706539.0
cyk11853,,2.0,U,,Kikzpcqcgbdtrnmvzbpbinszre,363980.0,4.0,66.0,587.0,O,Rohm & Haas,9.0,1097920.0
Gpa11854,w,5.0,M,,srhkbujzx,242336.0,0.0,36.0,711.0,O,Fidelity National Financial,3.0,1822078.0
GQD11855,z,2.0,,,Goudlvlspyepcskjkxp,276819.0,1.0,88.0,816.0,O,Thor Industries,8.0,2842665.0
QMB11856,,5.0,D,m,Atqmwymdxehmigaqvesj,121748.0,,61.0,348.0,O,Cognizant Technology Solutions,4.0,416017.0
NYC11857,,3.0,U,m,VRINTOXXXZAMLOTJGPVYPGYRZBS,290504.0,4.0,66.0,737.0,O,Asbury Automotive Group,0.0,2674229.0
TET11858,F,4.0,M,,Iqoqfc,,3.0,33.0,775.0,O,,7.0,124118.0
Sef11859,,0.0,U,f,VXDCB,99217.0,1.0,94.0,713.0,O,Dean Foods,,3370188.0
gxc11860,,4.0,S,m,Xccvonztsmkfpyikpiqkdyuaacovgh,410806.0,0.0,96.0,568.0,O,Chubb,,1483908.0
Rcq11861,Z,0.0,,M,Avcrqkbns,235288.0,5.0,19.0,478.0,O,Huntsman,10.0,3944436.0
JRS11862,,1.0,M,M,Yolineilkcdgpraalobalt,204565.0,1.0,31.0,472.0,O,Textron,4.0,683419.0
gng11863,,,M,,cappwrbjzoeujf,416378.0,2.0,91.0,638.0,O,Nacco Industries,9.0,3752436.0
Hpl11864,,,M,,GHDVMSFCNMTNPJHQWTCXPJFARCQTEP,169207.0,,,317.0,O,Circuit City Stores,8.0,3811148.0
Nbv11865,,3.0,S,F,GZPFMSGTTWA,470903.0,5.0,3.0,805.0,O,Guess,5.0,2622125.0
Amt11866,L,5.0,M,F,NWACGSSBGVRLAO,223682.0,0.0,21.0,549.0,O,CenterPoint Energy,8.0,2108308.0
WBA11867,O,1.0,M,m,fltwppdjaumjwgadsuntdnbtst,136570.0,0.0,33.0,509.0,U,Motorola,9.0,3588182.0
muq11868,,1.0,M,,NHWJFJCUVXCTZVW,461922.0,5.0,54.0,818.0,O,Zale,8.0,2828088.0
zhz11869,,3.0,U,,bvzguvdleddvncfgehmdctpiwgvlhl,53883.0,1.0,9.0,706.0,O,Rowan Cos.,5.0,3011243.0
Jdg11870,,3.0,W,f,QJLJQMOFVVREJWDVICGLOTCXW,264226.0,5.0,80.0,837.0,O,CMS Energy,6.0,2920332.0
Wkm11871,,4.0,S,f,Aeidwhatcicdbuznjumlsfh,300137.0,0.0,82.0,395.0,O,Bio-Rad Laboratories,8.0,3478166.0
UAJ11872,W,3.0,M,F,QJWROBIANTBHTIGVPNV,491463.0,2.0,81.0,402.0,O,Sanderson Farms,9.0,1117313.0
Wdd11873,O,4.0,M,,QRTLZAXHTKROCPOQYDPKXMB,197578.0,0.0,,412.0,O,International Assets Holding,,1885720.0
Bxi11874,N,,W,,vdrwpleumfphsfbjtuqk,48106.0,0.0,93.0,407.0,U,Henry Schein,7.0,3759643.0
bip11875,,0.0,S,F,WXNCGPCCGHQBCGLLLWKU,79468.0,3.0,,708.0,O,Ashland,9.0,3305929.0
Uvt11876,e,1.0,M,,fpjtznd,179564.0,4.0,51.0,469.0,O,DRS Technologies,9.0,55092.0
Bzf11877,x,0.0,U,,ipqthksmvljftliwkxahplfpxrx,84431.0,1.0,10.0,368.0,O,Brunswick,4.0,1663345.0
Smq11878,q,3.0,U,,YOXHURTNGLIGZLSDYMITONCRE,198031.0,1.0,66.0,818.0,O,Sonic Automotive,1.0,2164759.0
WFR11879,,3.0,M,m,zxntkmllufjftzmptgglvbcxdpxe,211503.0,1.0,89.0,734.0,O,Mutual of America Life,6.0,3751899.0
qxh11880,,0.0,M,,Jbgkkiinzryslgyspkrzjvpuwf,283419.0,4.0,90.0,694.0,R,Boeing,10.0,3059023.0
Ztn11881,,5.0,U,,CZDPFIZNVOYKQXAR,442434.0,4.0,25.0,751.0,O,Wyeth,8.0,1514950.0
Stj11882,,5.0,U,f,DUEVFIZOQ,450094.0,0.0,57.0,472.0,O,Harley-Davidson,8.0,723215.0
Xao11883,D,3.0,S,,nucjykpqrzkxuggwdcehncdcmq,19525.0,5.0,84.0,390.0,O,Kansas City Southern,5.0,2958937.0
Lkx11884,B,0.0,U,F,Hzboycarrkbtrymij,57522.0,2.0,44.0,447.0,O,Beckman Coulter,1.0,2793897.0
Pvy11885,,1.0,U,,gstnytf,88927.0,0.0,46.0,540.0,R,ServiceMaster,7.0,1298425.0
HXE11886,,4.0,M,,FIXEOQBRDXVWVTRCYJKSEBC,7326.0,4.0,65.0,845.0,O,NuStar Energy,1.0,476940.0
vbw11887,O,3.0,U,f,mfqjwerqpu,93734.0,1.0,23.0,,O,BMC Software,9.0,1154007.0
HAG11888,V,2.0,M,m,qytidunjenlh,336477.0,2.0,7.0,669.0,O,Enbridge Energy Partners,9.0,2652182.0
KWQ11889,,5.0,M,m,Stgnyrudjfkmlyrkvpcfifmonfuq,446159.0,5.0,,355.0,O,Iasis Healthcare,3.0,3905255.0
VCT11890,,3.0,M,f,islsvowwmzywfkolfqmwzbmsmhgf,354442.0,3.0,22.0,535.0,U,Darden Restaurants,2.0,
pvz11891,,5.0,M,M,zovejvxaykhmfjsmjejim,82027.0,4.0,7.0,436.0,O,Owens Corning,0.0,3663683.0
Dur11892,D,3.0,U,F,TUWRXZ,3821.0,2.0,70.0,,O,Liberty Global,10.0,2078158.0
Kuz11893,,2.0,S,M,Tyhkmerlfncdfroz,262943.0,0.0,93.0,,U,Sprint Nextel,5.0,3185050.0
Pqx11894,s,4.0,D,F,Rfvbekuioryrblsfxlve,7588.0,3.0,,579.0,O,Paychex,9.0,2361705.0
Uvw11895,,2.0,S,M,Pcgfbhqokqmlzqpirr,83898.0,0.0,50.0,435.0,U,Old Republic International,3.0,2052540.0
Uzh11896,,4.0,,,Fclufpqziglydrttwscfzqc,12934.0,5.0,93.0,740.0,R,International Game Technology,3.0,839477.0
NGN11897,,5.0,M,,Qezlcsva,,5.0,63.0,,R,Dow Chemical,5.0,2822991.0
faa11898,,2.0,W,M,fjpauu,162501.0,2.0,92.0,766.0,O,,7.0,
xsl11899,J,0.0,M,,Agiewzdf,15057.0,4.0,43.0,435.0,O,Metals USA Holdings,4.0,1689417.0
ipq11900,,1.0,M,m,hqtgliajedakwxgqdedjf,106454.0,5.0,88.0,379.0,R,Thomas & Betts,3.0,369098.0
Mbs11901,,3.0,D,,Ykzel,6236.0,5.0,23.0,588.0,,Fidelity National Financial,10.0,2113666.0
WRM11902,,,M,M,aiczfqvvvhqmdtensqivwnffge,131104.0,4.0,64.0,369.0,O,Peter Kiewit Sons',1.0,972042.0
whs11903,,2.0,M,M,tppkmzzaoslabwlyzjkiqt,177396.0,,,792.0,U,Atmos Energy,2.0,1281534.0
rps11904,T,2.0,M,m,Jgharfmjuatlollorv,116131.0,3.0,11.0,378.0,O,Bucyrus International,0.0,1160425.0
Shc11905,,4.0,M,M,ebmevehtttysoqdktinvefrzb,288494.0,4.0,77.0,807.0,R,SLM,10.0,1853817.0
LVM11906,,4.0,U,,HTXYUDRHZRSCASMZRNKDIIHFSFEQ,339540.0,1.0,,713.0,O,Ashland,10.0,1206875.0
Vpf11907,W,0.0,M,M,Hafbmjqsfiqwrxcvbosjqylga,389579.0,0.0,9.0,774.0,O,JohnsonDiversey,5.0,1297233.0
Vlg11908,,5.0,M,F,Rfqszthraqxsepdozfclmwbqouta,228037.0,1.0,79.0,564.0,O,Berkshire Hathaway,9.0,
ypu11909,j,2.0,M,,WIKCVJKDTLTSRJADENBA,195367.0,4.0,78.0,813.0,U,Republic Services,2.0,3683447.0
Aha11910,G,1.0,W,O,bfuuxtizkvkiwuufbewhlxapofp,276301.0,0.0,,475.0,,Hanover Insurance Group,9.0,3232198.0
Otd11911,,3.0,D,C,xfiryppuay,409570.0,0.0,79.0,445.0,O,Lear,4.0,1379053.0
bjv11912,,3.0,U,f,Swzsdjntfebvdb,443096.0,4.0,60.0,317.0,O,Leggett & Platt,6.0,294440.0
SBU11913,F,1.0,S,f,Ythmamocppuxewoisbsmqc,137916.0,2.0,24.0,422.0,O,Medco Health Solutions,2.0,98357.0
pey11914,,1.0,M,,ixiexcrekfhi,494778.0,0.0,54.0,428.0,R,J.M. Smucker,1.0,896095.0
Tas11915,,3.0,M,,Hitftrkanefexbihxpecklgkcwgn,80202.0,5.0,49.0,677.0,R,Solo Cup,7.0,3803006.0
Fok11916,,2.0,M,,Dekire,467498.0,0.0,24.0,847.0,O,Ametek,7.0,3769940.0
mav11917,,1.0,,f,Tfsgsewsgqhrum,221374.0,,20.0,728.0,U,Apollo Group,,1037381.0
kxi11918,,2.0,W,,yteukcpbvabdeanrpvsgdcbrleao,427965.0,3.0,27.0,565.0,U,Mutual Life Insurance,3.0,3645846.0
