gncd,ddrssln1,nmbrcrs,wnrrntflg,gndr,lstnm,ncm,nmbrchldrn,mrtlstts,g,crdtrtng,mplr,nmbrcrdtcrds,ntwrth
Fxr11557,Kuzofyrosjtkgduwxkikiwyvolwcgshcitzugdsfmmkjusino,3.0,,,Fxrvwebfanekd,43792.0,5.0,M,52.0,396.0,Brunswick,6.0,1293547.0
Iou11558,Hrnrqlafdapgslkancryztkigufdvbcdblepkz,3.0,O,F,Ioufiaavluroowevtfxofiwe,196969.0,5.0,D,93.0,589.0,Medco Health Solutions,7.0,2612244.0
Nqn11559,niiqfdtotkobazqoeh,0.0,,M,Nqnzlpxncqdd,30861.0,0.0,S,23.0,487.0,Career Education,8.0,2576027.0
Act11560,Tsadfundshmsvmrcxsbriphjcnlpydxwcptgulzpntebnaxpghpjhoreglqp,0.0,,,Actzyshgogdafarwwbxmrazovxfw,185299.0,3.0,M,82.0,778.0,OM Group,,2578386.0
Rlg11561,VHHKCLZIKLEGWSOUCDNETYMXHGNESBUJTUEHPHKYGXOJEPDHZDOKJYMFYWPTNHPHJT,3.0,O,,Rlgfvqtkwlx,,2.0,M,86.0,381.0,Helix Energy Solutions Group,5.0,2493050.0
DYC11562,dkauycyhtdqtvlvtxttnrpmpqizclnqnmvltuv,5.0,R,,DYCUES,353880.0,1.0,M,19.0,525.0,Flowers Foods,3.0,2917975.0
Xjc11563,Ekjvxd,2.0,O,,Xjcjxuaxkvjueoxrudgh,154696.0,2.0,M,12.0,533.0,Tiffany & Co,0.0,2906479.0
eiw11564,RLSLPADPGDPJIDHJPILUAVGVRRCDHQTVBDKOOCMJGRNRKSZRNYCOHJXSAJWX,1.0,O,M,eiwwfqletksmexlkpopxbpq,440722.0,,M,43.0,441.0,Service Corp. International,10.0,3587993.0
vgp11565,Zfrwdqtpqqqqunafiagsktflkmerxeinsxbxafbhpbljins,1.0,O,M,vgpahfbaecyxgybqrqvcpmbnmqq,95796.0,2.0,U,,654.0,Capital One Financial,10.0,2923570.0
Nmo11566,Dhggnsupj,,O,,Nmogqxaryetfwifegntqrxshmiaujg,142024.0,1.0,,18.0,831.0,Enterprise GP Holdings,10.0,1166317.0
UWG11567,Xgqjfuhekdrbslxyvtvzeqmpsrughxfkxumdau,2.0,O,,UWGWTXGVPZVFOHAJWKDLZCEEZFQPU,325256.0,2.0,M,76.0,499.0,McDonald's,8.0,3809341.0
VRH11568,Qedoeurhkjcultxubroiiwmbnvovoiwpydoqjke,1.0,U,,VRHGWFHOWSMONFKMHQJBZEYTSTR,412470.0,4.0,M,82.0,790.0,Dresser-Rand Group,10.0,1993802.0
STW11569,Yhmwcsijkpbjceoflrcqztjyfaiqclwwsbme,4.0,O,,STWVFCJSHOKFAQEIIDDRLMDOJSJM,428497.0,2.0,S,31.0,320.0,Kinetic Concepts,7.0,2832224.0
ecd11570,anhlrx,2.0,O,f,ecdfihklvirkffxgwkkbqjgbtd,252531.0,,M,86.0,477.0,United States Steel,0.0,3143638.0
Udf11571,Jwcqjjiisbbcaccxdphaipowerxyqclwjsfbjm,3.0,U,f,Udfqzghimsxsrgzuqqfr,458603.0,4.0,W,92.0,389.0,FMC,7.0,1115736.0
FVY11572,HFTWCIUBJPXQQITSIJGBKVVISKTJXVIUDXXPAEEHCDQHVLII,4.0,O,,FVYOTIMDDQQSCEMGTIOQI,351558.0,2.0,S,78.0,668.0,Whirlpool,2.0,3991069.0
Cju11573,pccpqsbmmgazitf,4.0,U,,Cjuojjtdjqx,311263.0,5.0,S,85.0,618.0,Publix Super Markets,6.0,2320948.0
qom11574,Mbqkzvrypxdafjgrozchyatbhvfpurokxaqohxxjhfmn,0.0,O,f,qomjvuiluq,376089.0,4.0,M,42.0,536.0,Visa,9.0,3216669.0
RXK11575,GTAYGEOAHSWWUEMRLKQKAJMLCBJPRNCJSXHGZIOCXPPOFKVBPKNBEJIOMTUNIYHMSFI,,R,,RXKALDF,186687.0,5.0,M,72.0,821.0,Comcast,7.0,234280.0
Ivl11576,vwbaktdfxouna,0.0,R,,Ivlciclqqkimmoiawxng,,1.0,M,10.0,595.0,CB Richard Ellis Group,4.0,2356309.0
VUM11577,Ievlelamcshlsgiusnhttbmbjcbnlylzmufkquljjosexlyxqynl,0.0,U,m,VUMVWLBQNIGFQDYXFJMGL,387940.0,0.0,M,52.0,848.0,Weis Markets,7.0,3116901.0
gum11578,rjmptdedzarkoalgbxmykbrschpnhfuixoxvu,0.0,R,F,gumxfhdohimxcvqsupkgxxegcwpol,272661.0,4.0,M,35.0,649.0,Boyd Gaming,7.0,3860310.0
Vtn11579,bhlmo,3.0,O,,Vtnakfedqralmsqcjunhliqy,463572.0,0.0,M,14.0,471.0,Analog Devices,10.0,1414386.0
dpu11580,ncbuqtcxvgglyrjvqirprjbspkczfmujugyyvptuneotqtjutg,4.0,O,F,dpuahnzatt,153465.0,,M,40.0,343.0,Coca-Cola Enterprises,8.0,2050421.0
JIX11581,bpohtbgokjmzgfyodusxemgggwbveodwsxwvltpuowzdicopxibyl,0.0,R,,JIXFDKKVMRGVZSGVGMZEC,496975.0,5.0,S,38.0,754.0,Unitrin,7.0,140650.0
xso11582,VPUMBUWQQBMGIZXSB,2.0,O,,xsoqqnfmkbxjamfdndeaesimcf,13374.0,2.0,M,100.0,789.0,Ameriprise Financial,1.0,492927.0
UVJ11583,mtubwvftlrgzztwkrglsirbwthtceycxkodducbkdcgluhbywtqtofbtbtdrmgvugibbvhfqxa,2.0,O,F,UVJYBKYGLDI,190604.0,4.0,S,26.0,719.0,Perini,7.0,3840409.0
yop11584,Mdbevgkoqkyhgliyyuzpxfnyrevxubyvtwlexoyaiecituxklwkxlxlxlsnzaftpmihgqgzjchaceukx,4.0,O,,yopwovjdiwqhnrs,133569.0,4.0,M,73.0,779.0,A.O. Smith,1.0,3456740.0
OOA11585,Iljjhxjemwvptxikmvaunpszbathydvnzbpeparcbouuxgeaifd,1.0,O,,OOAANGCKB,209134.0,4.0,D,29.0,564.0,St. Jude Medical,1.0,2741274.0
DNN11586,YLSUYTDEFPWEPGAMNJCOURGXHSMVKQJPHASJVPYBGYUXTQHDM,3.0,O,,DNNULLPVYXNCZPNRMQAINLUIVDFQ,109120.0,1.0,W,37.0,696.0,Berry Plastics,6.0,1910735.0
Eso11587,Egxkizvluc,0.0,O,,Esonjkmmxhfsflimbhfjuh,19826.0,5.0,M,86.0,803.0,Aon,8.0,2616785.0
Mry11588,lpkeijbmgthiqgwktynkgmhxlpxhjcslpcruf,4.0,O,,Mrygbxacboxbczwqfxyhtss,77453.0,4.0,U,49.0,685.0,Borders Group,3.0,3033496.0
ygp11589,Yzmgoxubbjlfekccgixypuaujzwzkoojsrxfo,3.0,O,,ygpwkqvlnikwd,268861.0,1.0,M,25.0,307.0,Polo Ralph Lauren,5.0,2006707.0
FPW11590,Dptowxvhwqpxtqjirrspxwybckdwsbsqrnbehzeycyxndvtknqwpwdykew,5.0,U,f,FPWJHVCCGOIXANOHTPCZJBMCVFQ,189690.0,0.0,M,100.0,561.0,Marathon Oil,0.0,1421589.0
Ipk11591,Mqmigkmjjcjcivvqoikbjujtdmwxhcwupseceebxbdueipykjeh,2.0,O,,Ipkwekknihiixyqjjrgtn,400123.0,1.0,D,74.0,,Loews,1.0,490073.0
Zqt11592,qenckqztftbyguslhrsiuuye,0.0,R,,Zqtqddqvonlpvlwoycqvfhauxav,226212.0,2.0,U,28.0,320.0,Spectrum Brands,8.0,3720606.0
Ows11593,Loveesoujzcmthbudewqeksfegtr,0.0,O,f,Owsxl,437305.0,5.0,,26.0,562.0,Foot Locker,5.0,415111.0
ejw11594,CCUMVYNVHGXT,5.0,O,,ejwxalgrzwscpluygvgmcwli,119322.0,1.0,M,93.0,677.0,Hanover Insurance Group,4.0,2378099.0
DEQ11595,WDDJSHVNBZPAWKHCXXSXMSKCFQKNGYTDASCHNDJNLR,4.0,U,,DEQLBNT,343047.0,1.0,S,12.0,345.0,Select Medical Holdings,5.0,242686.0
qur11596,nhblbqtvhyjkh,2.0,O,M,qurdiiqyarcrbrhwsenpgsgaiqjq,36540.0,0.0,M,61.0,679.0,W.R. Grace,0.0,1402162.0
xab11597,Fbgmcvsnysoh,2.0,O,,xabuceenfoxar,179381.0,,D,77.0,355.0,Warner Music Group,7.0,430652.0
VIR11598,UMGEZQGZYGSCDVKHPIDTKENOZTNFZMHCKLDBGGEESAIDTTNIFSWMGUAWNNTVRXFQPPZFM,3.0,O,,VIRQPIVOCYTXTBSNWEHD,465320.0,2.0,S,49.0,756.0,UAL,6.0,1101417.0
YVX11599,oqkadoauy,5.0,,f,YVXETU,276536.0,0.0,U,23.0,655.0,,4.0,801294.0
mbq11600,,0.0,O,,mbqcjomltvtzdfwvkjghxnkk,122483.0,2.0,M,48.0,377.0,Kinetic Concepts,7.0,1803773.0
Rkw11601,Mtooiwjtgusngeitfoijhxbmqyajklrmsgwzxjhmcjikj,0.0,U,,Rkwanwfrtrolvgslnuzz,343719.0,0.0,M,48.0,802.0,Mutual Life Insurance,3.0,2686713.0
Aux11602,Dviumyunujluvdxvnxikgmnuhrajynswfaaarsbgkatibukojrqzmrm,5.0,,,Auxlixeldcgrg,94100.0,1.0,D,20.0,485.0,Alpha Natural Resources,0.0,
Lan11603,GYAHSVHZETOMIUPQUR,2.0,O,m,Lanvlmaumwxmgwqnt,266895.0,0.0,D,21.0,556.0,R.R. Donnelley & Sons,,3147005.0
cgt11604,Wxipm,4.0,O,,cgtkgilsvyexcbg,494928.0,2.0,M,48.0,813.0,Leap Wireless International,9.0,92052.0
Yhp11605,Hsoinkdcpergxaofigukharxjfhzjphneqmnfmswkhjbisgprxptkdhqciptchgcpdaxgqijbgo,1.0,O,F,Yhpkgzbxxmxjqehmyumsbrhkinnf,10974.0,4.0,S,81.0,403.0,Chubb,,3022187.0
ZCE11606,Jqifew,4.0,R,,ZCECVDMWOXQNGBHUDSHUUNWCFUL,317292.0,2.0,S,100.0,722.0,Expeditors International,,2728157.0
Yep11607,IWMGOMMDFDEYHP,3.0,O,,Yeppjgznghkmspbcv,182329.0,2.0,M,85.0,496.0,Lender Processing Services,,2603581.0
Npf11608,oagngydcdeekedkqfmfqxkmblefprjagk,3.0,O,F,Npfodm,322283.0,5.0,S,58.0,753.0,Gardner Denver,0.0,866620.0
ovu11609,Pnsddajofzypzukowmldwxidnrdpdejgjvhkb,1.0,O,F,ovunposwijx,308856.0,5.0,M,13.0,755.0,Consol Energy,8.0,607498.0
sej11610,ototeaiqlewnthhtiltmmknpvmztwmzthhzchildmjiolegnqlwlwf,1.0,U,m,sejhofxcnurwfppvcaaqwilyryeczb,395339.0,2.0,U,46.0,730.0,General Dynamics,1.0,2525236.0
Uio11611,Kptwddehaeoifxulmdhewgkzzomptuwscghxdvwmzlmjdsshczdubermcyfmmqyljbncymgyywxyefjo,2.0,O,f,Uionqaonpaiqv,232654.0,0.0,M,30.0,536.0,VF,7.0,2105788.0
mwk11612,Rjgocipkxwdzvwsyqndugcarjhmxigzesoffarepjautkxikmwvlmgxlpgckjgd,4.0,,,mwksjq,256877.0,,W,88.0,357.0,Pepsi Bottling,6.0,413838.0
Mvl11613,UIFKRFHDIKICLBFDCDJMGZDTPMERDMNHUHAJVOOXMPWXIBGO,2.0,O,,Mvlspgdhtfmagdmx,169787.0,5.0,S,83.0,498.0,,9.0,1861550.0
Hwk11614,mlyruecelcgaurjuwnjabnhtvlbhmdmbsc,,O,,Hwkseazdmccssha,230333.0,2.0,U,75.0,411.0,Eastman Kodak,1.0,1690505.0
Smf11615,usdtlgafdwgsmwmqwfotvvfgowjoozwvcerdeaprfhtnfpqdgdvolvymffjdlunakvrjaozbxft,0.0,O,,Smftpev,216513.0,3.0,D,34.0,504.0,Volt Information Sciences,7.0,1490414.0
Bod11616,Emgyyzyrlkoorcbynqhwfjvccxbekgbfchxkkftipvepvsecwlnqjrvculpfxfmybixxkqrebhabk,3.0,O,,Bodxxghbcsjtrcjpfdeiujqkdgc,324178.0,5.0,S,67.0,432.0,Whole Foods Market,7.0,3093168.0
QQN11617,Hwpimhxsptvfxafekwelljrgmqclxghlpmsnvwlgnrqmguhglotx,5.0,R,M,QQNJUECGLM,148285.0,0.0,,50.0,482.0,JohnsonDiversey,6.0,2095763.0
JLX11618,xlncemlucjjerpqbvrilualhflvfsa,0.0,O,,JLXRDJYFTPXAMRSYSLCFGEZRBEXZ,239613.0,4.0,W,14.0,423.0,Sprint Nextel,2.0,131939.0
Hkl11619,BMVFLFEVTRGDVVWWMTAMZDQBSYVABQQIGLCIEWHLSXUONIZZLWVPADULEOLQACVFWCNDYQIWOSE,5.0,R,f,Hklexqwcewtcennedhyvr,205435.0,2.0,M,20.0,416.0,Hasbro,,3039922.0
ORN11620,Bihraftibkaaaoupsnptaw,4.0,O,F,ORNRAOUDFKZNZGINT,285561.0,4.0,D,69.0,513.0,Mattel,4.0,1463742.0
Qzn11621,pdkxbfdbennwilcvtggnvekfloxzqhbkbihhznbhijgufgusuvunrkueo,0.0,,f,Qznrztckbsrboyudyuyumjaezgjueu,184724.0,5.0,M,72.0,434.0,Cephalon,,1049466.0
Tlc11622,Xwpoxfnddhgddppdqqoptkecmoqgnotjtmefkfmetxkegyksfhdw,3.0,R,,Tlcdewsqjnz,475871.0,1.0,M,21.0,322.0,Brown Shoe,,138783.0
WQU11623,Pwztobnshuxgvsedzcpltrxlstmeyasmigglmvmyg,3.0,O,F,WQUIBKVCHANCCFSNUQXFQP,440579.0,3.0,S,77.0,382.0,,10.0,718651.0
Ikn11624,mrtnmiktbeyvbvuembefcoungvdifhhibvikptbbxo,0.0,,m,Iknrzmrfxhkw,72779.0,5.0,S,40.0,328.0,Vishay Intertechnology,3.0,920521.0
Htl11625,Pfyenlbqrynijvahfenrfdtggrxkiovkgaesxxagyyjuowyujoshkjntkolpyqf,4.0,O,,Htlrvirryfduesjreqjucrrp,48666.0,2.0,S,22.0,630.0,Brinker International,9.0,549247.0
kih11626,VJNMALNEHNYVHIVHIYSEUPMSJSSJICMKPNELXGXIXZKDTDYKLTRFZVUCOUMMQNF,1.0,U,,kihpvmexeluhbhcjjdsnorqibghw,241031.0,0.0,S,64.0,646.0,Cenveo,5.0,2270678.0
Brw11627,ywvlydgplliaxvzmosowcepnbrehofxdbwifcbsivasnz,4.0,O,,Brwchr,76021.0,0.0,U,24.0,361.0,Universal Health Services,0.0,2339397.0
Cun11628,,0.0,R,m,Cunkqososm,181204.0,3.0,,100.0,772.0,Varian Medical Systems,1.0,2813423.0
Inp11629,njegmpngsycqlctmtsljlqweom,1.0,R,,Inpluxichpsuetk,16220.0,5.0,S,22.0,562.0,Flowers Foods,9.0,541808.0
JZS11630,Idcnxvcqxkjnxvjdwitlqwjbitoutkrsefmzbojlzi,1.0,R,F,JZSERXV,469891.0,1.0,D,85.0,503.0,RSC Holdings,1.0,722488.0
Gdk11631,zqdbkhyefjyslla,5.0,O,,Gdkhhifotkwlczcgc,268371.0,3.0,M,54.0,619.0,Laclede Group,6.0,86998.0
Dpa11632,,5.0,R,,Dpadtmbgcrsokoniyrczcamggvj,,1.0,S,33.0,417.0,US Airways Group,6.0,2601068.0
SCC11633,Lhebsdbcytxfxtmimiuergosyncjndsbvc,4.0,O,M,SCCEZIJBGKE,456501.0,4.0,D,60.0,662.0,Becton Dickinson,7.0,2162095.0
MPS11634,Rirmmsrrybghpjkwqpkrcxtqt,5.0,O,,MPSOGRMOFSXTEVJC,394332.0,5.0,M,34.0,817.0,Liberty Mutual Insurance Group,0.0,2155545.0
pvw11635,Qvfgzpuvvufrfyoxxoyiaalwhkrpotirywrvdbgfdpighdctljt,2.0,O,,pvwgumdxnlyfdiulusfxnqsdgis,166542.0,1.0,U,4.0,626.0,,7.0,2660702.0
Xmu11636,Nhsphlytvjguyfgkralrpcwqsyeuscalxozebfwrtatpmp,4.0,O,f,Xmusxhpwqkz,390981.0,2.0,U,92.0,801.0,Entergy,3.0,2107157.0
Djn11637,Qafkctzntjvmaphgvlmphtvzovmk,1.0,O,m,Djnjlcbvohdfkfeehqvqmqggz,168327.0,0.0,D,84.0,552.0,Albemarle,10.0,1802795.0
qrk11638,gbbjljusoqoekjauwjzeyyajnhscwyutivzw,2.0,O,M,qrkkrqfolycjaggrrswn,137303.0,2.0,S,92.0,458.0,Cabela's,8.0,3821277.0
rgu11639,eeelywrcdqfzrnbwblhwpxfpoxnbcgpdhsx,2.0,O,F,rguezhxt,492039.0,3.0,D,53.0,370.0,Goldman Sachs Group,7.0,3456261.0
azu11640,RCUPULTWLKXGTZCWUCXHRJOYECCCLIRRFOQ,,O,M,azubxckdhkeoh,124926.0,1.0,M,95.0,728.0,Philip Morris International,5.0,130608.0
Jvu11641,Ktyfdeoxyfxbj,0.0,O,f,Jvunltliejnehsobajafolbbo,471272.0,5.0,D,3.0,376.0,Foot Locker,9.0,
MSO11642,Dirofockkpdwpcbjygsfswlgszmyvaxedtzzdladamwvgysqnikwwgfvabqybdcrbhtjuiruce,2.0,R,,MSOGKWAIZTBBVE,3242.0,0.0,S,12.0,713.0,Parker Hannifin,7.0,605798.0
qre11643,Wforrpypymwexyafnrjdereyjqwnzacxrludtpeikuziwtzobvjmuifixknstn,2.0,O,,qreykenxkxym,453844.0,1.0,M,32.0,604.0,AptarGroup,7.0,2163263.0
hko11644,Lxtprjbj,1.0,R,,hkououzdlob,,1.0,,98.0,460.0,CF Industries Holdings,1.0,2261388.0
UZV11645,Sqyjylexoqiuwbqyemckuxijsrtxrtbuxwvufczxtjuyueoooslnamnsoyqszzgrdejokvyqvhdobdqn,1.0,O,,UZVFGXYTNIVFUIJWO,375815.0,,U,31.0,482.0,Securian Financial Group,9.0,727051.0
BCS11646,LFRJGHOJFGESACTRWEXKHCQSTVZVBMAOAPCZJYTUXQACRL,0.0,O,,BCSHWOQ,114122.0,3.0,W,73.0,807.0,Progressive,8.0,3003110.0
ZIJ11647,Kzdupbrvp,4.0,O,m,ZIJRXXCBQUW,400657.0,5.0,M,62.0,509.0,HNI,1.0,1857713.0
GWP11648,irlldimjjginjjvdjzekmabuync,4.0,O,,GWPTINXTKBEJNWFCK,293804.0,2.0,D,48.0,303.0,Mueller Water Products,8.0,3482902.0
Hdx11649,Aiofvtdqrgauiigwlcaelcbokxtdvasg,1.0,R,,Hdxfdmvygcpwuyxrouqrjixz,358678.0,2.0,D,40.0,412.0,Vectren,10.0,2203791.0
Iqv11650,Aywincmvkyvohkmaljafdvtotveheswpdjokkltiicsoccvunuyebwpavagvhjiasp,2.0,O,f,Iqvux,469668.0,0.0,M,20.0,788.0,Universal American,10.0,
DLD11651,Iyxssmlynkqvqlsnshpfqbamkfuoftjhui,4.0,O,m,DLDMUNFYGMRNMVDSVPC,139149.0,5.0,M,16.0,399.0,Huntsman,5.0,3855669.0
fha11652,Oxtmjagvfwrgcqzjlokr,5.0,O,,fhavbelntbcwtg,219988.0,1.0,U,89.0,673.0,KAR Holdings,6.0,1429825.0
Csu11653,Dldteqakqdyseenegnnemnaqgwakywfapthwmuyknov,,O,,Csutscbgpgnjq,383717.0,,S,81.0,770.0,Bank of New York Mellon Corp.,3.0,313635.0
kbw11654,QRUKMGFMIRZQKQXLPQITQWTWPVZEBAWRWXFCSXD,,O,,kbwquzbcfuscvguamxlisbzcpusq,318528.0,1.0,U,23.0,737.0,Windstream,0.0,2868203.0
imf11655,EVZOBXXHRUIBUVBHLMJCFVUIPRUSEIGEGPAHVRCJLHLCFQGYVPERQKNAZKXQDIEFCHP,4.0,U,f,imfbycjvmegfmtzodjxkrotygild,,1.0,M,47.0,351.0,Coach,6.0,1383741.0
Yjl11656,Menbuwxccknivjddnaaju,1.0,,m,Yjlcufrtx,457930.0,5.0,M,25.0,,Brinker International,0.0,574855.0
Tgv11657,,0.0,O,F,Tgvlukklstaqwvkpapaiahzwtcok,413109.0,2.0,U,15.0,594.0,Cenveo,8.0,2325837.0
Bnz11658,pvprrhuwqurrkelabbadflgtefcclzkqsskkrsctwimobloypbx,5.0,O,,Bnzsgchhgfakbybdz,375395.0,1.0,M,65.0,845.0,M&T Bank Corp.,5.0,2689771.0
Vvu11659,thmgkhwfgjunqcoxofexvlbrwjytdjjixjkrvmdzyjwptxnwxxzrsizellsxhetix,4.0,,c,Vvudehhpbagtdg,290984.0,0.0,M,88.0,431.0,Qualcomm,3.0,604936.0
Ost11660,lesynqrattqifuqmmaiml,1.0,O,,Ostghweiftvhkcpnkfn,,0.0,W,58.0,633.0,GameStop,8.0,3618949.0
VDX11661,Tmjpxlympqrjjvsthhcdgrdjohjxgeixlsr,5.0,O,F,VDXRRRGAEWQNJ,223262.0,4.0,U,66.0,621.0,Mutual of America Life,9.0,2369853.0
yyq11662,Hrskcutcdhaxeegfpkdjcdegidcf,1.0,O,,yyqvbnsqrafpjqlrssvncvvxzvd,343355.0,4.0,D,94.0,631.0,Danaher,8.0,1297224.0
Pex11663,ykujuxmsjgthlnkevjyxurfnmpyjikxwijmkb,0.0,,,Pexomitkqp,443566.0,1.0,M,47.0,564.0,Dentsply International,5.0,3650244.0
gtn11664,,4.0,O,M,gtnsln,275864.0,,U,,533.0,Catalyst Health Solutions,3.0,3570231.0
ruf11665,Pmhcihdsugfqtksvcrqqpjtupvegsbvsvwtjfhzbarttpclwawpzsflam,1.0,R,,rufmucglfjkxsgahstiifywhdzt,,0.0,M,50.0,843.0,O'Reilly Automotive,8.0,15856.0
Mby11666,KXVYAMEIXMNWJTGUBFOONMEAQDHMAEHPK,0.0,O,M,Mbysmqgoszm,461982.0,5.0,M,87.0,327.0,Universal Health Services,1.0,900943.0
Rep11667,Kdqzvcwjqbzqothnbxvsg,3.0,O,M,Rephv,403990.0,1.0,U,57.0,814.0,Valmont Industries,10.0,3217712.0
Udc11668,RBXIUTHPSW,1.0,R,,Udcrwhnloryarke,147029.0,1.0,M,48.0,447.0,PepsiCo,10.0,2736819.0
uzf11669,fdcmxnrkyixodtvqxtzttrsbldseugdezrfegoloqjkw,2.0,R,,uzfjfwjwquzcqie,443592.0,0.0,M,96.0,773.0,McCormick,2.0,1464706.0
Yeu11670,cacyaxinnblvrwjlxiejkpzjgfnimlhscbemxatuubuwbdudgidrppndpbjyqgvrpkgghyqhjt,2.0,U,,Yeuyi,143837.0,3.0,U,30.0,640.0,Public Storage,4.0,2867175.0
ydp11671,yhreyxtsbqvwjy,2.0,O,,ydpsjxvwhypclxxelvwsj,297370.0,1.0,U,19.0,751.0,NCI Building Systems,,1579693.0
UKO11672,Jumizqavosqkobwjdmydfnpbl,5.0,O,,UKOLXJ,162761.0,2.0,,63.0,,Vanguard Health Systems,1.0,598721.0
SNC11673,Jbkwohmswzqqaygmzknkhzdycyk,3.0,R,F,SNCVWRUNARYRVULRRHK,366179.0,3.0,,,358.0,Equifax,3.0,917643.0
xro11674,Qhysxaqrvkqlggyoivnfqhbsuhfeucadcqdmgwrcgqyonblqxsjnl,5.0,O,,xrorfhagvbdhncrfdjbekndtbddby,384392.0,0.0,M,17.0,747.0,Metals USA Holdings,5.0,1443469.0
css11675,EUTSNGURPCWCIWPVEQXUHAEWJJOLXERNOFXNDTNOTVXAYOJRFGB,1.0,O,,cssoqaqeveotm,445223.0,2.0,U,88.0,392.0,Jacobs Engineering Group,3.0,2164502.0
urj11676,EOSJBVWAGKKSRHQLTLJFOJMLGUCEWTVFXTDGDRCJQPTNWHHLMCBOWRNKCPNELRMAFOYZ,0.0,U,F,urjsfallyodbqqhz,375792.0,0.0,M,98.0,456.0,Questar,4.0,1197133.0
ett11677,Bhhqixofgyohgrenadokfnwfiqsdjmpxntcqumnuasuiwlodvbpwwxakaehklflea,2.0,O,,ettjcfvlylprgysrejkubdpdtmu,220949.0,4.0,U,23.0,806.0,DirecTV Group,10.0,1010441.0
Cdi11678,Ltinxnen,4.0,R,,Cdirobovvvjxujo,241942.0,3.0,U,5.0,509.0,Owens Corning,8.0,199216.0
Ztw11679,irynxjocrktocvsjmqkulazvlirrcijhcbeaor,5.0,U,f,Ztwdmfmfjewnjqjorlxpxryvxfxhe,483010.0,,M,74.0,563.0,Jo Ann Stores,4.0,3963144.0
cil11680,Dljqawrsbiyrhpisbavbmfykiecjocxbxbzccjptoquiuvbjenxhvnuomop,4.0,O,,cilfffvvxterraobjuxnp,312551.0,1.0,U,19.0,745.0,Telephone & Data Systems,0.0,2601194.0
Xdr11681,,2.0,O,,Xdrfcwjyhbmcpbramwjowsbrj,3571.0,1.0,S,65.0,723.0,Gap,0.0,1673953.0
Ctr11682,Nhthtgylyugvkjzknqmqqcvqydduayoybitkovocukbyjitxcpgswzji,2.0,O,M,Ctrhp,200037.0,1.0,S,40.0,815.0,Paychex,2.0,270302.0
SBH11683,MXNYDUBGLOEBAQHYMSALXGTLVXOYIIGTDHYULCPIHMKYAAFBKRJN,5.0,O,f,SBHMFSDEHRFAH,184904.0,,M,31.0,,Windstream,5.0,275543.0
xla11684,Vnezvqnqplcragadfwoaussonzkmnzkoepvrmfpcinczedfrduviirzzc,2.0,O,,xlafaqjxebehjyasful,264753.0,4.0,U,49.0,494.0,,7.0,1537051.0
TKM11685,SUSRSPGRIWYMNNFRZBHDVTVENDUQVGAKPUJ,5.0,R,,TKMWFTPHYIFBILRQGEDXLGPJK,357753.0,0.0,M,64.0,502.0,Pentair,4.0,
gme11686,UOLRDUGXNCYULSTFSCQSBHFXPJHPJSYYJWMBHFJVOSR,1.0,O,f,gmenajmyxpkjteojobwahxlq,119675.0,2.0,M,6.0,604.0,Securian Financial Group,1.0,1738558.0
Ohi11687,KTFEJNLWNSXLC,3.0,O,,Ohiqxgrpvunrznq,274993.0,0.0,M,45.0,627.0,Watson Wyatt Worldwide,9.0,2116401.0
Xpb11688,Khsmcrvjwbrngipejobaoxcgfpfyhkidbipxekxuooneqpaxhpbuxirbgtwiqdwfuzsem,5.0,O,M,Xpblltvhzrehqmkgbcxvqd,,3.0,M,59.0,626.0,Mercury General,4.0,1678971.0
Vlg11689,Nhtmagcsawwkrfgwlfnvgmhfedchaxqlotlrdjwanbbkwkhuluqbne,,O,,Vlgfisaa,419338.0,,U,51.0,771.0,AnnTaylor Stores,5.0,2669106.0
Fzm11690,Mbpvsfowhfgbupkwlvuqnltudaiwjysciwtbnhbflcvwbxhuxphkbcwjo,1.0,U,m,Fzmovsxoipxzn,207435.0,2.0,U,35.0,309.0,Realogy,6.0,1901664.0
WDT11691,Ccnvcghmcnjckdjfhobsjidrxzgpqsbwibvhrtjxmeylnluvzfipyobtkmwyonhlfvdapvl,3.0,O,,WDTRCCLYGCUNZ,,3.0,S,71.0,504.0,Fifth Third Bancorp,0.0,3038656.0
HJM11692,,0.0,U,F,HJMGJRLBASOQHORCMJRETPHQ,398542.0,4.0,S,87.0,329.0,EOG Resources,6.0,2453031.0
PEI11693,Yhiwghfqhrfptxlkaupseqswamdfvpipmctmrgvllvvqpsnsbmlv,0.0,R,,PEIIOEYNCDDMSKBQDEJW,223669.0,4.0,D,49.0,423.0,L-3 Communications,9.0,207536.0
RBT11694,Mwgmvkcgqltyvd,1.0,O,,RBTNPGXNYUUYIVPIVV,473319.0,2.0,U,58.0,607.0,Lowe's,6.0,206639.0
Yka11695,mzlylvnmjdavszmcwclkbdjyjksmrayiw,3.0,O,,Ykakquplmhqtqgsp,100209.0,1.0,D,28.0,606.0,Visa,7.0,2985447.0
WNT11696,jmsufcgsuzbkruilzvvhlgsehayblqplbwppnuhkwxvbluporpgucxaiehysbhrfxqompazp,4.0,O,,WNTSCZXSGPLOVHYSZJTSFRET,319306.0,3.0,M,55.0,594.0,Occidental Petroleum,6.0,2053374.0
ywr11697,Kvyqlqllprccegvoo,,R,,ywrrxbf,8973.0,5.0,D,65.0,357.0,O'Reilly Automotive,0.0,1408481.0
