Ag,LaNa,Sta,Pho,MidInit,AdLi2,Inc,NumCa,C,AdL1,Coun,PoC,NumCrCar,FirNa,MariSt,Em,Gen,NeWor,OOReF,NuChi,CreRa,AgeID
3.0,eaxggupgrtyrhunewcxme,TX,1-019-385-5779,,VJORPFEJTQQCSUXBHHKLOHXGKVQHTPIVJFUOFELSJCYOUCWIAIEFRGPHDBLYXQKJXWOMOQYBGUTHSCI,240458.0,0.0,Tacoma,dlrkpggmehctdkcirxshmlbmqlpvsaegfzahgieroeavcutsdsgubbxvbvmqiodhixoyfpo,United States of America,Uwyqjtasg,4.0,Zioyul,S,AmeriCredit,,2103207.0,O,2.0,528.0,eax13136
99.0,Xclovjroiqbrbbqc,SC,,D,CPSDTVZAKNIVWAITVCOWYGPDPPPWWZIMGTFXSXUDPPHBOUMJFBOSKZOC,358935.0,5.0,Knoxville,Gimkzppgqludbdsjjhnjaydipqajykrftgpqfmjfkynppucrbytymjltsqacrmoijyg,United States of America,Geubs,8.0,sycptkrfxlzrtipiiuoa,M,Domtar,m,3350655.0,O,2.0,740.0,Xcl13137
47.0,qbbqtwitxcqmkpruxov,WY,1-567-681-0421,L,Grxtcqomlxhiluuulmlomdkeyibsksffarsnxvygxrvkmbxvlujdfnklbdzctmzinobggihow,121982.0,1.0,Pueblo,Pgykmpxytaizkntjqlsbeywvqnnmmmwlibwowxecxmjxkcabyzlltzeqmufaeccdrxrixvtrotcc,United States of America,mvttbtgimchn,6.0,CEVZAGBBNASSUMXNO,S,Universal,F,3029047.0,O,2.0,402.0,qbb13138
47.0,Rflwbrptewshqdoit,MT,1-087-946-6370,o,Xexdurdgviurlovqiojrebxxzxqockmbqthfyowttxnowoxxkfdfkd,203081.0,4.0,Overland Park,,United States of America,TLRFAKW,10.0,VKLZWSKUVSGA,U,Lowe's,,3923793.0,O,3.0,449.0,Rfl13139
58.0,Nckmlfyegp,LA,1-304-389-5816,P,Obiquhanwetaraqrfxxperwvjtoygkgtksnjdvbpltnqtljds,382956.0,1.0,Oceanside,Hjbeppfnkvnyfchsboricsondjyllwcjwshswrehlnuoyryfnkvqsvlwyscsaizxkpdmtjhprhqtjkd,United States of America,Hbxwxwdxw,5.0,gbvtcbfbpawmuze,M,PepsiCo,M,2714090.0,O,4.0,,Nck13140
42.0,kgsozqgsebqpnohqpjbsfxuox,SD,1-421-339-3773,,Esehsvzyopurxe,,2.0,Tucson,gewskmnk,United States of America,JJLGVHYGNQ,0.0,nbjhozlhrkiejjrhlznj,S,Verso Paper,m,2293970.0,O,1.0,322.0,kgs13141
,JMTPB,Quebec,1-041-447-3895,C,DLMXXVKUBZYRTRGUORGXAZCNAZT,482028.0,1.0,Saskatoon,SSTHVHUFHJFDVLCEJZMMGDGNGCVMQAPSMNLTXPAPGVOAANEALUNFW,United States of America,Edyoegdmn,8.0,Dbuadgxaossztuhqnstfkyulhtf,S,Burlington Coat Factory,,795338.0,U,1.0,514.0,JMT13142
0.0,CKLJZLTMRIRKX,TX,1-918-632-9680,z,BZZBHJAECBGGKVJNXPAECHHSDLNZNIITGZPHIMUMSDPFHIDKHLTGOQNOJCANGMBWGA,291748.0,1.0,Kitchener,siqxafzbibrfr,Canada,Ihcjs,3.0,yyjctjjbozcdn,S,Mirant,F,3423382.0,O,3.0,569.0,CKL13143
25.0,fzzkvzzoojibbpgfibwvbrimkoonu,Prince Edward Island,1-447-604-1078,,CDDPFTLWYBGV,200061.0,2.0,Virginia Beach,HCXXLCIPIHF,United States of America,Cjoamaah,3.0,POWNWQWFNXSMNJBFOXGOAXMUN,M,HCA,,1926955.0,O,3.0,333.0,fzz13144
66.0,Qvtytrhozjfkoevgmgen,MD,1-532-367-1459,,Pwciltylwazavplrxokozlzdekzfhhiugqcoofobownqrcbpqhmvhig,413445.0,1.0,Cedar Rapids,,United States of America,mnteozojhc,7.0,Fnauxwllvwsmoaen,U,SPX,M,,O,5.0,804.0,Qvt13145
12.0,Uozlasrwfuh,NC,1-895-442-3524,,Lxgubkbryopratihffebwvqrpshxrzhgapwijfmujmwtpwgpbvyvqqgpyovaezocpses,67977.0,4.0,St. Paul,Ycxyiveusktabettfb,United States of America,Cjsvrk,6.0,Cougcewiqsalrpntfwkcxrws,U,AbitibiBowater,,2250877.0,U,1.0,,Uoz13146
80.0,Nyxyu,ME,1-507-531-9607,H,ULHCDIUYJNSADJPRUGFSKME,240841.0,3.0,Oklahoma City,Klglgsxzmuvwpigiagajsawaxlpshuim,,KCDGKONL,4.0,gosaevgdhkxuzc,M,Leap Wireless International,f,1073037.0,O,5.0,366.0,Nyx13147
58.0,khfcclqtdp,Prince Edward Island,1-070-137-2823,,Liecygvrlicoipuibnyjwhzgkbpasjderjxp,402779.0,0.0,Omaha,Lqslaxksucdnjf,United States of America,kpezlvxdmhbi,7.0,Pxpllfojthvbgbjnozpodxktaxn,D,Catalyst Health Solutions,,467898.0,O,0.0,480.0,khf13148
2.0,czdbseclnwaviuruuu,WI,1-020-488-5784,,Ucovjglsaxsqwjkddnok,119045.0,5.0,Grand Rapids,,United States of America,Cazhysc,3.0,XNWLPOQCCLRZSTGXAAXEWOHJQXH,U,Gap,M,1740959.0,O,5.0,814.0,czd13149
23.0,hfmxw,Alberta,1-126-104-1233,,,486280.0,0.0,Evansville,ejzflhpofdipbmpgqbvsgwbofywdtohpw,United States of America,Aitcrllzf,8.0,Klbirievqxlxymozpgs,S,Arrow Electronics,f,3124121.0,O,4.0,808.0,hfm13150
47.0,Mshrbm,LA,1-176-125-6120,R,pnvkuzmbgavbo,329346.0,0.0,Jersey City,xldemsqpknjakkkmfqpzdylvgfyvveogwzyfrcsbmn,Canada,Wnmalzkqoda,8.0,AZSJGQHXOC,M,Mettler-Toledo International,,3230355.0,O,3.0,445.0,Msh13151
85.0,SPSBLFQRXNCWMMVJCN,UT,1-487-456-9098,,cerrgv,30989.0,1.0,Nashville,XRDOEMDLCKAJSTYCDLDCSNASMCIRSQDESJKRNWISLDDIHDKSMVYGYNHWGCVWZYUIT,United States of America,Dhbejp,2.0,vvydmmo,S,Genuine Parts,,1373864.0,O,3.0,730.0,SPS13152
98.0,Jctoyehv,UT,1-028-952-0223,,Gfbri,,5.0,Erie,DHTEQZTXB,United States of America,Xtwyduojlk,6.0,acwgypgahdwpbmgpsaevcnbgbietee,M,AGL Resources,,3009630.0,U,4.0,667.0,Jct13153
23.0,Tdfbxnoiaylclhnmkrocog,AK,1-397-809-3362,,Fgpeakcykgigvumixcupeupsomwnktjdrmslhskuqsief,,,Bellevue,Cintkpgcjbfzslrjfdsrfiawvbcejkrdupiaru,United States of America,QCCTIJMJCKNP,0.0,KZCKOOJQSTGHXOLQJCAZOYOYSSPREZ,,Dynegy,m,2783338.0,O,5.0,429.0,Tdf13154
59.0,Idtofjjxhnbp,Quebec,1-841-823-5611,N,Nvnzkjychcbjcrytglxaknnq,308001.0,1.0,Spokane,puggwskqikqxuhagmwrjzfvzweycywbnhrhfclhfg,United States of America,Eddfqus,9.0,vyaxro,S,Lincoln National,F,2449635.0,O,0.0,343.0,Idt13155
34.0,URMPE,NY,1-632-453-5299,,Lkmkmj,456703.0,2.0,Fairbanks,vqkvwrxbowoiwvmwtdmqwv,United States of America,yfoieby,5.0,Djkcwykkudmopvbqbuqy,M,KeyCorp,,1779726.0,U,1.0,500.0,URM13156
50.0,Jixplmlzikefj,OH,1-005-725-2450,C,FUZCOMKHOXUISEAVXMDQBNLMPWJBLSWANUVRJCFFSOFGZSICPMCJLOTAAEXKEUZXUQQMRRBBBWAXLF,365945.0,5.0,Sioux Falls,tiwzrbfvccngdtsstcneddvfoaahumunhafsuhukavwyerqsbamqjihxqpikpapqmkqvws,United States of America,,5.0,lqzaadpggmujbhmglupotmvfwnwp,W,Gannett,m,3949026.0,O,5.0,628.0,Jix13157
70.0,Fqqaepmhnqwtm,CO,1-499-958-6947,,Nxmompjjedasaiwpytyxsdmrwhhgpwgkkfqsersnfswnwcsjmv,34789.0,4.0,San Bernardino,YUDMDEPNEAHUOXUBCTCMEBSXHPSKBTIGASMZQEBRDWUJWL,United States of America,Xwdmfg,6.0,EQRZHZBWC,M,Timken,,1323820.0,O,1.0,525.0,Fqq13158
50.0,YPAJJMZXDKVVJJOYVYH,NY,1-529-968-4801,,,167098.0,,Buffalo,Itqipyltwirsipzccfpitpfwjrxcxgewbgkgscgwaomzdlxmbsktghvxfbovuqpuqrgacbkladjq,United States of America,AKXSKGTURU,5.0,DKTQYMQTQDUHSRKGBZTLKHWJR,U,Eaton,F,740604.0,O,2.0,695.0,YPA13159
89.0,VGTKPCNESMMFOMRBHR,Quebec,1-303-796-1794,W,ilofprlnxmrpqrfsukaumyvlvgrspyzpqxgolcfvhkcctohvzzuvlzvhvmbfuvygid,449967.0,0.0,Toronto,Fbmrajjmldqasqcukohkqdglnkkfrpugfqsseypmtfpdorwzupupzikl,United States of America,ujoeaf,,KJNGLKIJUZHCCAQNX,U,Automatic Data Processing,,1163538.0,R,2.0,368.0,VGT13160
6.0,Zuxkxmn,PA,1-331-977-6905,,Rcxohresetkdizzlikxfapueyulvbfgehxvplobnqtsocmzjscoeaypsqy,391786.0,,Madison,Pholxmyni,Canada,,8.0,Pgnxt,S,Advanced Micro Devices,,3366857.0,O,3.0,850.0,Zux13161
2.0,LKYXJOSNFGGNOEAXOPKKEXG,AL,1-780-085-9667,,LWAMIAEVCUXKHWT,299387.0,5.0,Augusta,,United States of America,ZDRWPOURKX,0.0,Pxfazs,M,Roper Industries,,2231661.0,O,2.0,540.0,LKY13162
21.0,KYDKRWITUSTGUNWWHINORCMW,AL,1-743-026-4462,,qcltvwkrfgsgygnhijdstlzgerffhhhqxecxaehmwvpjdt,72276.0,2.0,Fargo,NWBVEGEILYLIPUGFYOUWVVSFBJFROPMVFMVFPHDQGCOIVYHLDCTTNNYEUWWE,United States of America,xaiohpkqieag,0.0,Ikpqdbnvhlwqfnfhbcm,M,American Eagle Outfitters,M,176958.0,U,4.0,340.0,KYD13163
14.0,Fkvbsmxcrsdjrrllyxfskg,KY,1-231-647-9420,,Wyzktekcjhajntzkgtwjpekrcmtnwxvmyiqvdengxbrmhihvrsmdftfrhfpduvesykudjbnesmhwrd,456174.0,4.0,Lubbock,srkfergsqwtobqabtdjxevmrlqtdewzwxlfvxnkhevpewoymduojg,United States of America,Rdwzjwidofao,10.0,Cgulogc,U,Walt Disney,,2020148.0,R,2.0,393.0,Fkv13164
28.0,tjgcthmyua,AZ,1-940-246-7026,,lqirngozmb,71759.0,1.0,Oxnard,ravqrqsilcncnejsltrqnh,United States of America,NWNJPNAU,6.0,JBJNBMADPVGAURIKSOQGRFTRV,M,Target,,77320.0,R,3.0,744.0,tjg13165
60.0,OCTOZPRYCTPMLKC,ID,,,cnnbfw,465340.0,2.0,Sandy,Hmwkhsfiucahemxxd,United States of America,Wmosemieeka,9.0,hutbxqcivgpqhcztaljkkblxoh,S,CH2M Hill,M,2917811.0,O,1.0,475.0,OCT13166
66.0,Odsvcbxki,RI,1-848-485-3473,,VNDAAGPDAJQRIGRCCWECHMPWITCSAPUVXMKQCPN,206786.0,5.0,Flint,LKWRDIFGFTDGNUBMN,,Gthhotpov,4.0,FQXNPCDPRKCKWCXPPEWAFKRFF,W,Genzyme,f,3539125.0,O,3.0,618.0,Ods13167
82.0,cqtsaddujuqlpfctqh,NM,1-121-489-5725,,Vircvuoskkaefnvrnxgzckfnegfcewqbre,369786.0,2.0,Columbus,QOKXCTAPJLVAUUOLXXSIATODQGUOZMGCALDU,United States of America,YEMDSYONJQ,4.0,Bjadxrirzhcjgm,M,ABM Industries,,3599627.0,U,2.0,315.0,cqt13168
,Chdpheqaqzhozbpmsbki,AL,1-129-256-8269,H,mahszktxfxpyybjsmlpgnwzppesd,157351.0,4.0,Casper,Vdgrsbhimygfukxjpklthorigcrvhdlxzensaqahsingwaqrbp,United States of America,Zixtbvzmly,1.0,twpjxzhbwsohlosyatvojgpxugx,D,Applied Industrial Tech,,1457383.0,R,4.0,405.0,Chd13169
45.0,Dpdwgiorgarjfilsocwgbtm,Nova Scotia,1-932-739-0978,F,,321804.0,2.0,Edmonton,FCRKESHLXV,Canada,ZKYFWHZGF,0.0,sccwdplycylkkkxppbxg,W,LSI,f,2208833.0,O,2.0,511.0,Dpd13170
,Vxyiqxmygjvmnoagtisxgpyytlfj,ID,1-127-907-9663,P,Pyzoamlxkqrmhfqjtatclcsiichfavinwhlmpcqgzwemaxvjxzqqfbafktmsoev,32799.0,5.0,Grand Prairie,PBMAXTIISJKXC,United States of America,Zpdavvppg,1.0,Vmbcvvqosyhyywhjwnxaauufuldrzx,D,Global Partners,f,3276243.0,O,1.0,754.0,Vxy13171
64.0,Wcfibv,ND,1-558-311-0580,,,405652.0,4.0,St. Petersburg,Nwgongbargrrncdnguragfjhqlnjqmqdvnotknehwiocfjpgqohkezqmh,United States of America,mmxnmfqc,10.0,ZTOULOXXNTWCYTNKXOJSDVHSKGCVJU,M,Commercial Metals,F,847958.0,O,0.0,715.0,Wcf13172
56.0,vdmlzsrttg,FL,1-795-802-2220,,cvknbushsalyxjxqsuqtqvkrztpjjykmkvnkorgicbirzlqfisvlum,393457.0,0.0,Santa Ana,Hptayomfgnjonec,Canada,SJTRA,4.0,PDWLCIHTJPITZ,D,Kinetic Concepts,f,2884946.0,R,1.0,481.0,vdm13173
69.0,rfwuambeoqaflfc,PA,1-419-406-4608,X,Ketxmiblqhkhzmzznhdlpvqsftpjofntwhoruftmwbldjvsetoivrclkofowtgkkvdsexsiywsrbwoz,265467.0,4.0,Washington,YLJHGOQPBQCDQHATZEHEOIPCUCADCILITFAENC,United States of America,Qekdxptz,8.0,Lplywpk,U,Newfield Exploration,,2002878.0,O,1.0,802.0,rfw13174
33.0,Hcukrede,CA,,,Gzjnupauealfoheviaoscckjxzzwtrzaytsv,373495.0,4.0,Gary,Cddacpmuhaxitsknpwvvdlgfzcwvti,,,,Srchfqvavredwfmfxlhigjszqfi,U,Saks,,2729037.0,O,3.0,700.0,Hcu13175
19.0,Cgfxwxwxdbpayv,ND,1-914-317-4033,,Nedcpow,291338.0,2.0,New Haven,Aocjqyt,,,8.0,Qpqsubnnltaqgqumiv,M,BMC Software,,3095911.0,O,0.0,,Cgf13176
,afmtcsrklv,MD,1-829-866-3775,,AADGNBNRDNNVBVOLEVAKKOBFBCHNDGLWJZVKDYFYYDKNBAELROBZHIYGUFQKSZWRDSGUMZY,263039.0,4.0,Lowell,RUDGREKTNBVBTQXRMSVJCHMRDODGINQILBNU,,UARDAKDQGTHW,10.0,Wybwvgus,M,StanCorp Financial,F,2077164.0,O,4.0,502.0,afm13177
45.0,NHSKWVWOZUWHMIRJZHEYBIICNBOK,DC,1-538-021-4761,,Nciaqmihwwmbcfxkfoyvvsdssljafqcrxjo,162100.0,3.0,Tacoma,Eukittwjihxxqomeeyafwotlbqndvgmocesoqqu,United States of America,Mwdpm,5.0,ZREIVYTANVHYMTOFWS,U,Delphi,,2860182.0,O,3.0,635.0,NHS13178
70.0,uotlendizlbutlmoefxg,Quebec,1-570-239-6719,,TMUFXXPIASGYCBIJJLGZDKGVSEJDEPMOJNIUVOTMPEJKTONXXTTEJTASAZBIPCAHSEBUOISXTM,417723.0,5.0,San Bernardino,FBVMQRRVCXSXOWNORTPOGCRSBMHAPTTRM,,hroixvm,5.0,wublzitqvignalyvjz,U,R.R. Donnelley & Sons,,2927059.0,O,2.0,488.0,uot13179
17.0,Lwdhmmlnpkgxnekm,Prince Edward Island,1-873-851-6954,C,Gmwitffehmggwacnonvlftyyfbelatldqccswbfazgoy,286409.0,1.0,Garden Grove,Tsyznudzlmgfpksmmsqqojvgmhfwlkjkqqseactjvksyceygqgy,United States of America,lejmmd,1.0,ydfgjlxhvmpiovfdeslhxp,M,Spectra Energy,m,171782.0,R,2.0,580.0,Lwd13180
82.0,Fqtbj,NM,1-868-852-9003,I,jmdmgk,22910.0,2.0,San Francisco,VWVTMGCZUULSPLWAAPVXCQVQGTFRYYDFWQA,United States of America,Lkrbgzg,,Espkknw,M,Nash-Finch,,,O,0.0,796.0,Fqt13181
19.0,OLOQBTKRKDKVDZBVQSPCBSYU,ID,,,MRXMGBAPNEZ,225933.0,3.0,New Orleans,Seidmc,United States of America,BGPOLWXEUE,,Kjewcexz,U,TRW Automotive Holdings,,2947699.0,R,2.0,313.0,OLO13182
62.0,MNFLLEJIFRRMKKUITUORDEGRUDVC,LA,1-469-343-8923,g,Bavuawhgjivsloucxr,396609.0,1.0,Oceanside,vciisemitkalscczfctnksflgncqnkokxhbnoiocrwlezbbibjqvexxfesixvcouglx,United States of America,Xnfipitdtw,10.0,Upurkcaguqjmdqizwyo,M,Pentair,,1766624.0,R,1.0,849.0,MNF13183
20.0,altoofrlohnaiqp,WI,1-931-663-9608,,Nxcabnqrvjirfoydfowjpmsrvlckakcualcnbhyalox,181310.0,2.0,Hialeah,AIGFOKNVJMCKICTKJHYSAWWUWJKSRXKXRSWAGALJYKYBJMNKLNHWY,Canada,Wnjtdpx,2.0,uvqwdnbmfxtiorhh,M,Schering-Plough,F,566147.0,U,5.0,,alt13184
9.0,WTSUHNGBZSCTURQZUENWURBAQ,NM,1-409-410-8688,,HOEEWQGBDBCNUVLQLOOLZDNLPUDKNJNIKXULHFVPZXBJWXCAAVOODBREJJCWHGR,279467.0,4.0,San Jose,Krhjlqhurmsdftegqpnzeiqblljuaomiohjdywzkxaegxtnxgukcwsdgdonedh,United States of America,IJHJKGXLS,10.0,Pudevrpkkexu,M,Hasbro,,2838858.0,O,3.0,,WTS13185
82.0,Mlymmrpn,WI,1-958-238-7048,M,,299020.0,,Knoxville,ewwidcimkxkgqc,Canada,okebktoem,3.0,Vxateaaooolgozmqpdo,W,Xcel Energy,,3548077.0,O,1.0,543.0,Mly13186
41.0,xsedfpfdckemwxwizxlaruwa,NV,1-074-848-3718,,CWIODUGYHWEODTJXXCOSBEUMOCOYPXJCKXRHIVXUZQYM,21267.0,0.0,Topeka,INRJTEMRTXXCHGXXWWCMFMQUZTSHEAZKQROVFNVYH,United States of America,ffnxmryx,1.0,Akytywglpfvisbkbc,M,Bed Bath & Beyond,m,1564850.0,O,1.0,482.0,xse13187
15.0,IMWXKUGBEJAKG,HI,1-757-832-3230,g,Pwskraninvnllazlopncuycmtljxscszpmqytlhglxrgjyncgzuiwfwspnptukjmqaowbcekjaywdui,95092.0,5.0,Peoria,,,,3.0,hgejyoesgalbwcnsnhsrqimweutzjr,S,Sun Microsystems,M,2155564.0,O,4.0,632.0,IMW13188
35.0,gpzzbvrwdhaohaaxrrrbebhxpz,Nova Scotia,1-779-566-4023,N,tuloimaywraiuptkssjyvbvaiwskxbipzwzwsqsuohrwkpwkjconwtoeykagkjombqniurxisx,203664.0,4.0,Simi Valley,eteiyijoncxfsyl,United States of America,Wjuqpkfvjyg,6.0,Munznbngdlrrhtmycdugtomimhttcb,M,Medical Mutual of Ohio,m,3975605.0,O,1.0,613.0,gpz13189
2.0,Amemharhxdz,VA,1-916-941-7217,q,FGECMCUIAUGPFBRDHTFZJTAXMAUJZBCLAADGVAFMREUBZPJVAOGTSOIDXXLDJVOIXAAMZMJAPMYHOBZ,321972.0,4.0,Indianapolis,dzyjutdwralkarocnvavarjgmbspjoynrx,United States of America,anbieoj,9.0,Mjdjimn,S,Texas Instruments,M,225520.0,R,2.0,629.0,Ame13190
83.0,Lljqxzbakxkiqgxfo,Manitoba,1-656-133-2922,,VXOUPRLGOSZKDZROOOHDPXMAIHJEEMXVBRRTYMVWOX,94156.0,5.0,Tacoma,Zalchbsfgjqkorguhiajrbyzpzvrujshsoobbvehowgp,United States of America,Epwhsuq,2.0,sidknlictch,M,Bed Bath & Beyond,,,O,2.0,,Llj13191
52.0,Cbmvvabsqrrfuixodiwdniz,GA,1-675-283-8915,,BBGWXAUWI,334907.0,4.0,Little Rock,dedvuygllxmlophfowvkg,United States of America,vzokflsulgq,1.0,Klogeexseiynuz,U,Ford Motor,m,452481.0,O,2.0,,Cbm13192
,fvojsztjksdmxstosdsdwutjrubf,Newfoundland,1-607-982-0727,b,Geyxpznekyivqsjpxuzlbnsyoajkcevkttssqytitbllnaoytpyjgfz,190536.0,1.0,Fargo,rusgvvnobfmthwkjqhccrpeogdwdmjduv,,Xpgxd,7.0,Ltphajbcrahsuwfnwqwuqock,D,Priceline.com,,2145294.0,O,5.0,576.0,fvo13193
62.0,LHMZXUIMA,UT,1-712-708-5284,,Fxlizaeisanausk,214765.0,2.0,Stamford,VDGYFRXIEFQJYZWXQDPYCNOUMKLUZTZJCHCMGEXMFKOYVZBZKAYDJCZDWNLAVGKDCAAPJVFI,United States of America,Kitjjfbcl,8.0,irikaepn,S,Steelcase,,2113943.0,O,4.0,535.0,LHM13194
29.0,Miconlrszpjfsfbvwigjbspelmkk,AZ,1-262-187-9170,I,Aemntsbqjckyvnzxekakvrixpyekxyjgwiwykyalbpclilewapnuefxkvmhz,11854.0,4.0,Montgomery,Nsyddtvqbxkmgnvgmtxfietqyieufijuwohwskmxfpoipowqmbrsqyxcmuljemlkygkphcsxjdovjv,,BOIWE,2.0,Mpvvbbffqnquuuyhtuiiwq,,,M,2724836.0,O,3.0,564.0,Mic13195
90.0,KZGGRHRJLLAHYXKWQEWMHQ,Ontario,1-517-436-8618,,Yvzwveolldmevcobhmrzvzafojezgvcc,84263.0,0.0,Saint John,PBWQVEGXXMLEKUCXMIOFGPKWTVABBNKAYXGMFZPWVVR,United States of America,,10.0,BNVIVMIRDKU,U,BB&T Corp.,f,162912.0,U,5.0,692.0,KZG13196
72.0,Vlpoqchbu,New Brunswick,1-435-159-7048,L,Ipxdofqbayoqxglmgpwbicisjxammgcxecdfozolhnrrubmvhblhupaplmlvdnckkrilatnijpqqczv,364299.0,4.0,Chula Vista,fytvzmwggwedwrqrehqpdaxoyzsmusqmpoxbaksjqv,United States of America,jvtnpsmudz,10.0,clcmzcbgxffpdpvpsbsmstqwnvw,M,Dana Holding,f,3463203.0,O,5.0,661.0,Vlp13197
10.0,HLYDZMKUQVIHOATQVHKXOEHTMX,VT,,,zqapqgnr,160883.0,4.0,Philadelphia,Dvcjudxhopcz,Canada,BZJAUMHIQK,3.0,dysbynjvyphlzjiocl,U,Harris,,3731987.0,R,0.0,,HLY13198
70.0,YGVIBCEYNASXPZPSAVLLBLSMXS,AR,,,Eesailgotrhxezmbhzefkmcwyvbcxxyodub,435600.0,0.0,McAllen,Xhhiujjabvnytmxpwtxynochmoomhs,United States of America,Djmgfbap,5.0,Plzaytno,M,Collective Brands,m,1433201.0,U,1.0,586.0,YGV13199
54.0,KQBFABUETBFQHEVJUGDMOSDLEXVOE,IA,1-058-127-2953,o,VZBKIJMFVSDGXUCFNFVVTDRKUMR,233096.0,1.0,Fort Lauderdale,aubkacilreewnxvrwdtbuxtvixzpgvucxbvjwhmtcxaofwqhsehnhqbafvyftmtsj,United States of America,,6.0,IBGNVPCL,M,Flowserve,,1466774.0,R,0.0,350.0,KQB13200
18.0,GFVEIWOTZAAJJ,RI,1-920-765-1351,Y,Ozdfmjljjvhzrtguooheytljdauveictoldphmozztqoredhsxjfy,,1.0,Jacksonville,Gvfnlglcilceqbemgfwyxhuisvrianozdarpqkxrzokutcduewrnxancptzx,Canada,Cknasnum,1.0,Lyiworugq,S,Huntsman,F,2386008.0,O,5.0,603.0,GFV13201
,nwzgactaotxnn,FL,1-994-597-7988,t,Xqwqpddhr,,1.0,El Monte,Iqqfgquprryntrwuicinplrdjounpzndsqtmdmcdgsuck,Canada,wvfeceea,5.0,PRHROPUV,M,Northrop Grumman,m,3725220.0,O,0.0,589.0,nwz13202
30.0,Xeymkyjpu,Saskatchewan,1-756-962-0456,h,GJCXWUPGRAUFAHRTYSNAXBLFDVBPNJG,446363.0,0.0,Hialeah,Jzoxaniof,United States of America,auozaavpvb,5.0,yftpyx,S,Expeditors International,m,1499084.0,O,3.0,,Xey13203
69.0,Vffoqosykcdzsjydbeclmazbslixg,NE,1-750-058-1197,Q,pndckklnohsldvufvtfzuvcmlvcltngjpqopktxbajhlnauyqmdgnnueyxnimprp,330863.0,0.0,Kansas City,bjrttsruevaicpdhyadrbhzmeojtvpocdgaehfsopkjwlniqcloaxxasprqfdiiuqgrljnr,United States of America,QCPRSFM,4.0,SKMDCL,U,Cliffs Natural Resources,F,3329291.0,O,0.0,794.0,Vff13204
49.0,oxbuopyy,CA,1-261-089-0337,,Rfuswopmfrkogskxkzfibirobdozsjapkiktriobjnevnepisxwaghfklygemiomoabnapqabrhwslw,320995.0,0.0,Coral Springs,DFYUXYYHOW,United States of America,ELMMWFGC,6.0,tvadaqpfbkpfdzbgbfnhcvpc,M,Biogen Idec,,1328990.0,O,3.0,432.0,oxb13205
,Ycijfu,OH,1-824-722-1105,d,Yjiox,409254.0,2.0,Fargo,Zyafdwiaaryzymlxliimjifcqtnmnzwpf,United States of America,SCHMP,8.0,VYUJJOSABGAVRJBJ,M,Forest Laboratories,,1465193.0,O,,507.0,Yci13206
30.0,Ioiijhhzzjwooryotyoghaasgnem,VT,1-634-440-2679,,igzheapldcvgbhcbqdkuviuqttfawvedkcfqtv,438741.0,3.0,Coral Springs,Qwbzqmguzubjtfoaolcdspaqvbxzdojizwpfgvttfnbfzajdktvoluvghrwtpzqvkls,United States of America,Tsqhhvdq,9.0,Qgmrgfqasivsawfzl,M,,m,1983503.0,O,5.0,817.0,Ioi13207
36.0,Yvpdcawsvsdhwmlfzjpzxpn,KY,1-125-418-9986,K,Zdnmiuotdchudxgdojqvlsdwyraxesokzdgcwoapewkeklapptlzxny,,5.0,Montgomery,MTDWMVEPCPAWIXICDDIFOCFQMSAEPZBWIDCUTRGVQFWEXE,United States of America,VJDDKMWHYD,,umezrfw,M,Lithia Motors,f,1944366.0,O,1.0,820.0,Yvp13208
89.0,buajifkqk,LA,1-201-025-1202,y,Vbfhrgsucorkgvjrmankrgwtvflganmivfadwypfypsezmwofmol,222892.0,1.0,Fremont,LFVWTCPNIDRJUVWLEBIAJVJRIIUUOKDJPRQIGWOFZOQICXSLZCKOWQWGCEXR,United States of America,xcqsdhsbuspq,3.0,Aogsrqatisqylrc,U,UnitedHealth Group,,1780159.0,R,,618.0,bua13209
11.0,UTZFMXXWQQCBU,NH,1-091-647-4882,k,lyhmletkjswrpyqwbkuojiqucjrwby,166349.0,5.0,Hollywood,RQBZWUDBPTNXNWGIUFFDICTDR,United States of America,pxdvrddgueoc,5.0,Nvduvrfukvdnbvomxelmunxpiuc,S,UGI,,3262176.0,U,2.0,617.0,UTZ13210
22.0,LZKXQQC,MA,1-373-651-7265,,Twwejkigdngjpgozskarrrpg,306796.0,5.0,Fort Collins,,United States of America,Pkknkmu,5.0,Kwopixtqvo,S,Xilinx,,,O,5.0,481.0,LZK13211
3.0,czinieaidjqctskghlwftezdz,WY,1-454-939-5074,z,Frxvinuvoiavymirneamoqppaegrtrrntptxmdbvkgqwerhqzcwkvoll,120307.0,0.0,Sacramento,Hvghesrnhrimhgocsuoaqghjxihorforvkbakuweuq,United States of America,,5.0,cnjycdtzixqgnnabisq,M,Fred's,,2728280.0,U,4.0,407.0,czi13212
46.0,EMDFTWSLAXNMG,MO,,,lxjpysgnrlyhcbcvxnrvnqsrybsjznmswzknmpbxyykn,10040.0,0.0,Plano,lglhcfesmpycjbaxndnqrjcwgtziuhxwpvvtclemanhioklswlcrnzhgfbefhenrqkphlx,United States of America,Rcviwaukwvee,3.0,Dbmhjqskihb,S,Amerigroup,M,2906490.0,O,3.0,397.0,EMD13213
