lstnm,nmbrchldrn,wnrrntflg,gncd,g,ddrssln2,crdtrtng,ntwrth,mplr,ncm,nmbrcrdtcrds,ddrssln1,stt,phn,nmbrcrs,mddlntl,gndr,frstnm,ct,mrtlstts,cntr,pstlcd
Noeqoutvgftnzgycle,5.0,O,Noe13370,90.0,CPSKZDFDBHUALRDSOWUHTGJDSORYMMSKNEUT,416.0,1588379.0,Priceline.com,8641.0,3.0,Xfnwjrvonysghqzjitxdcgariqtxzpjibktlclyjuszeyszjwsmblkvhtteppvtfwyt,OH,1-628-853-3357,4.0,,F,Ntivebijgcckvxyvle,Kansas City,M,United States of America,OLCWRMHZKV
Zsiksrxmdmebngxtylzhgooyrene,,O,Zsi13371,99.0,Bjuycrnccvupjiaeroutobggflzoghabjroiaecioxpxkndotedzfzmlyiofmqpa,629.0,2417178.0,Source Interlink Cos.,483217.0,9.0,UTCZYNGNZIFXLTWUOSYMDTCXRDYLVYGQDEU,WI,1-885-888-8635,5.0,,,Xgohllqwakbwoh,West Valley,M,United States of America,Rkedjpttijoo
SJMUCN,1.0,U,SJM13372,22.0,bfrrnqaputesruudlmcobxgucntv,836.0,2650526.0,Men's Wearhouse,435229.0,6.0,eebfeognrwuqfjcjoui,MS,1-448-229-9207,5.0,,,BBVXZVNGXJ,Palmdale,M,United States of America,smmoe
Gryyl,4.0,O,Gry13373,31.0,Jvabmvpglhjadswhfiqka,467.0,3206805.0,,76119.0,2.0,WBXEXGDCXOSDCJKCXDPBVKRSVZIZS,SD,1-486-940-6841,0.0,,m,LHTIIANWGWDFHXIDMW,Fairbanks,M,United States of America,IHHVUIIMSMUW
COXXHKPOXBKKGHMFUMMPQVNZZOPX,0.0,O,COX13374,6.0,Rvmrocymanfwofjhnqejtcvsfvbphfqftswenlgacxehrluqw,789.0,3685584.0,Magellan Health Services,291399.0,3.0,MUCMJJWADXWNP,Manitoba,1-659-481-4849,2.0,A,m,Pkitqoproknehqnirkqbfzevshwo,Minneapolis,M,United States of America,LCKJII
Ssjfhckbawgprqzslecbitnuc,4.0,O,Ssj13375,72.0,OETIVUFADYFDHXYVMEMMUPWKOWKYVQJOLBBJVDYMFKGKNWDMQGBMFIQEVNFMWPBSIOWPCJUOVCW,827.0,1658297.0,Cracker Barrel Old Country,92459.0,9.0,GRYFIOCAXUHZCUTLKTX,ID,1-613-819-8161,1.0,,M,Mzrydtjwraruddpy,Vancouver,M,Canada,qsvfop
SJVHDNDNXMUTVVPKVTMYRIUXEXDLUU,2.0,O,SJV13376,57.0,lgftcqyyrjroucuhmhligqyqepwjybenbwaijojfgaywzvyf,452.0,1236802.0,Winn-Dixie Stores,336158.0,4.0,Jjncgrvpikcrrizbzaffqqnoyqhaqfesnguyxmelpiwnodnhtqiiynwwjtjcluacxpbxbt,TN,1-366-879-5441,2.0,,M,xvshmsvndiatvfuh,Fort Lauderdale,S,United States of America,Oiclju
cqhtefxspflbbkdamvqqoznbs,5.0,,cqh13377,4.0,Ekitccosrlslqgxgxjfoxupmgmhafvuucgmdgtl,655.0,3232894.0,TIAA-CREF,494412.0,1.0,Idmfbkbhfhhbgwexqxkptlgshluwiyahapnnusynflidtkcxcsjasphtvvv,CA,1-198-804-7194,1.0,,f,Ykryyqjfbjb,Regina,M,United States of America,csexvhyiuve
Wfjexdxtsesqfuknqduvsnxfvna,4.0,O,Wfj13378,38.0,Izxloydufovvblsgxe,521.0,26822.0,,302602.0,2.0,,Manitoba,1-740-912-1382,4.0,s,F,Ramzqffai,Dover,M,,Iwvava
Fraxp,0.0,U,Fra13379,20.0,Vvqydbwdhsaseecjwtaigwyevzayhkzfvxwfuhuidqeynhvomt,420.0,1630569.0,BearingPoint,494222.0,7.0,ASSBAYLBGMBFNKZGJLRKOASHTSIBQQCNJQBQXGPAYR,Manitoba,1-446-324-2547,0.0,w,m,zeexhnsdqgtugixs,Wichita,M,Canada,nrwrrufbybtf
Lsxgjvwtohzosauhniz,3.0,,Lsx13380,22.0,Lujyfgnseylmqdvsdtxtelhauxpcfy,335.0,,Weyerhaeuser,329266.0,7.0,jmrpvglnmzufmlhqulmccdzmkhcctuaxiyynaxjdijovlzuztbnvgahliykdramsgkkmmjkyiewg,WV,1-474-113-1268,1.0,,,Ylrcearfbroedbieoklmdenzcswx,Denver,M,United States of America,AWPLH
Orqmveinxeejtovxs,4.0,O,Orq13381,81.0,Przmhyzzunmtazvslulkejqvqydrohqmneraojbxkjzbcayptwmszlfrcyslpeoeumqpbwdgfphslfo,565.0,3195999.0,Ferrellgas Partners,354447.0,5.0,ZCHDIRJECIMGPPSGGH,CT,1-874-351-7940,5.0,G,M,zddqcaevwofodjeshdowhtbijl,Louisville,S,United States of America,Vaosgqsntav
Mgmatxd,3.0,R,Mgm13382,100.0,Pmaydloycyvjhffpxthfhfwhkmkxwwoycijcsivnydxcjoordscffaxiiaulagwunswdtrpilvbx,779.0,3553455.0,BJ Services,167267.0,6.0,Qbczhettcinpzrymmobkplihfmeedlqal,MI,1-495-665-6827,4.0,,,MLITEUBDRFTNMSNMRIEDUUUFKBG,Biloxi,W,United States of America,Tgzqiaujwggp
Prvdqabwkuem,2.0,O,Prv13383,44.0,Bqwkoipakjnikrymzvsfsutzcuteubieksyleuuakvecptrdptekzyfstowphhe,488.0,509494.0,,220486.0,2.0,LIZPLRYOKQ,VA,1-235-170-8142,1.0,B,,Fadmtmkaxqspeezl,Corpus Christi,S,United States of America,VADVBBQ
gytnukcebxydngfkk,4.0,R,gyt13384,30.0,uuityaossjtvbsgydx,778.0,,Ashland,116629.0,9.0,npofrkxwealxljjcjyp,MD,1-369-558-7545,5.0,S,f,Yfkivbafneejng,Richmond,M,United States of America,HJXFSIVPWUMK
Jetlmelvspljoinyq,3.0,R,Jet13385,23.0,ygonyypwsuvvvihiasxrafiubecfcdgmtyhxrwlynfe,377.0,386006.0,Belden,282630.0,2.0,Himkzwzfoomhcmihuqvwbwjovlrsstbbjvpgztxkarspwdtamu,MA,1-295-194-7736,5.0,,,rgkyr,Jackson,M,United States of America,Emwlp
suwckrajbvcpsabjfjkxocwhqw,0.0,O,suw13386,26.0,Xiveiadlfatwzhhnvxaj,813.0,1370651.0,Express Scripts,371263.0,7.0,Agfbtfqkivonmx,NE,1-645-782-4441,4.0,t,,bnomtohitqmw,Syracuse,M,United States of America,ETZCA
wkungmgnppi,2.0,O,wku13387,3.0,exbycwpiaaaqoagrarsnbmllaxarfngqdsjhgmslzoqamobdpxxryoikagxycqjsccsetdivfwfh,760.0,,Land O'Lakes,175688.0,10.0,Bghiwkstewcxxbavmuvomyalehyyokonzdpacnuxmfpvdvzkonvlbgmauxk,AR,1-216-849-6129,2.0,,,Xlqvbhwvksggqp,Little Rock,M,United States of America,WLNOSTV
Rmrxemsliwgyxsxnceocgnkelip,5.0,O,Rmr13388,31.0,Gxjdxzyofarnerfdyfkapebhiehbxafaocmbowpipix,592.0,1609839.0,Sealed Air,302608.0,4.0,siziuczlifbmxysgzaxxiu,AR,1-473-375-4650,2.0,F,m,Uwtyrenhzyjarebi,Concord,M,United States of America,Yahzkqxoyxq
ddtjavew,4.0,O,ddt13389,79.0,Msnqzgenlmgkvdvrncoiqderefmpuxsajedsckiirbcgl,445.0,,Delta Air Lines,108647.0,3.0,Mnazaxgykzqwmitzxakkndajyzifgansrkegpravrrxlggnxlxlnswdksembpjaluwoslluaopj,MO,1-697-301-1194,1.0,,,cfshkdyakiepfddjhxvy,Rochester,W,United States of America,RZUCKCTDXI
JRLWCLNSGYIRLOSSHSVZKDL,4.0,O,JRL13390,28.0,YEEKSRCOTXCULSUTNURIRJCQQXGNZEQCWOAQDFRXUTJTDLIOTPYNWUAFGAAZ,379.0,1721796.0,Constellation Energy,19981.0,2.0,Ixhvjnqwuyhjdnlrihgijviotthvsogbmwjpiwswrnorjejkpelpkfahvczhhwnhlsgklx,Saskatchewan,1-313-704-1996,4.0,B,,Lufuweccds,Rochester,D,United States of America,SBOQGBFOPEB
Bfofuykl,1.0,O,Bfo13391,85.0,drrrijzkwogelnrlxmrgvtwldvciwjhiskku,532.0,2574915.0,Amerco,205609.0,3.0,Gzidbikyxwvbwnkgkrluovkdhtqdferkisgie,NM,1-259-052-6744,0.0,s,M,XSNODSQUGEN,Fremont,M,United States of America,smujptierddj
Oeyydhnvwxtoqeoqgusjqi,2.0,R,Oey13392,2.0,Lvspybkolxqwblrwubvmhiazgorwxembgufobhdy,817.0,2511005.0,M&F Worldwide,462711.0,,jcdxntovuibewhdhotyubudymuvtpkmblxzjivclcjrgvdicysegvhwzajzfmmybwddgacv,ME,1-852-185-0965,5.0,A,M,Xhcprxjmlb,Santa Rosa,U,Canada,fwusl
SCANXGHUWEWFTQYLMXFT,1.0,U,SCA13393,93.0,,332.0,93460.0,Plains Exploration,203178.0,0.0,Yzubfpymrvchhhzgbizuwspag,OR,1-604-441-3147,4.0,,M,WXSRPJKAPGPZNDIETMSIHWSJSSTO,Salt Lake City,S,United States of America,Nfrlqn
Xnqyrdcjvxmrxsgqjkn,3.0,O,Xnq13394,82.0,htlqgdzldphyuvjwcetnrwnemamqjflotkhfhne,563.0,3040224.0,Group 1 Automotive,22115.0,4.0,,Ontario,,0.0,P,M,Yeznbzzgsfrohfc,Nashua,S,Canada,EXTOQRFXZ
Pzoyzubxtkfvuippcgdpf,5.0,R,Pzo13395,15.0,eimusxaybdqgfolasghmisfgm,498.0,1436222.0,AbitibiBowater,127226.0,10.0,Abgxlwoheifwdnnfqwxbsusschirnmmwxklbaocosmqnvojcovebvxwz,NE,1-090-904-5607,0.0,e,,XPCCUARBKZQGSBGVOERP,San Francisco,U,United States of America,Yztji
Kgljthvkoyfkjdcxg,4.0,O,Kgl13396,91.0,VIKALMPAHFNDIYNZKWLTKSKPLZNVLTYEOZUSXWMATMNHQZOKYFZEUBZT,555.0,2449616.0,New Jersey Resources,224927.0,8.0,Rouuopdjausdoqxpcisrxgiqebzzfhsuhhqaqjcqlgbsscprwhjxu,NH,1-148-241-1124,4.0,G,f,yxuezsguxmfctsahnsnezhsdgopvet,London,M,United States of America,JASIPBCSU
klmbyncfioengqeiz,2.0,,klm13397,41.0,twdeqwvcgdmxrhiwtjc,654.0,3605944.0,Zimmer Holdings,451825.0,,Xnargulyiwwqklukpslwinfqoyzfhblulvxhppzclg,WI,1-660-380-8759,4.0,O,,Uhpciixkg,Fayetteville,M,United States of America,DEBEGNFQ
Jaxpaxfskqojzrwcjklrbfrdgpqttg,5.0,O,Jax13398,33.0,Pyhlwufayscfvdoqxnlzxammm,565.0,3394119.0,Great Atlantic & Pacific Tea,307321.0,0.0,BGEUYPCSNLLAMLCTUGOOTPYDQLHKODANSVHXRNIOHKZMVAOSQYZOOPCUTYMJDPVOEPGBBFIHB,Prince Edward Island,1-384-402-1415,5.0,S,F,ooevko,Lafayette,D,United States of America,QVEBOPVQQ
njfxdxbiaywlvstqvgjdfgvaqijiq,4.0,O,njf13399,87.0,Ryzydioywcam,655.0,1881401.0,Valassis Communications,423890.0,1.0,OOAJDQYMG,WA,1-604-532-5809,4.0,g,F,oblwnpxxqxgssnotyabhydxxaf,Montgomery,M,United States of America,LAJKXA
Zopfbkbssibr,3.0,R,Zop13400,3.0,Ilbyglsxelrvbgjqvhi,482.0,245470.0,AMC Entertainment,116423.0,4.0,votlfjawbcasrmpzeikhgihhlqsllsywgemxnxezzyslrthqbpivlgiavafrhjobihcijeelfna,Saskatchewan,1-532-039-7354,4.0,,,Ziaukga,Philadelphia,M,United States of America,hxgiakwax
GLJAGOOLAEWAFEKTAMQQVKOIHO,4.0,O,GLJ13401,13.0,Skpsozqpxlmluklvessltsgkvqj,717.0,152152.0,Motorola,13303.0,,yiexiygyzvtmpmxddnwnv,Saskatchewan,1-646-023-5699,4.0,,f,hdtdjmwfroklyxfl,Boise,M,United States of America,ODYWPWJAGUZR
FYFTQMGMGOOWWMTHFBGTBDM,2.0,O,FYF13402,92.0,vkfcgnfkahhupztecdxwqgwidntlnhhcqkmqpueivleucc,655.0,,Capital One Financial,482538.0,8.0,,MS,1-164-229-5432,0.0,,,Htvvjlrvefoayzetytelcge,Hayward,U,Canada,Bhgeqldm
Jmihumtmtaavzyba,2.0,O,Jmi13403,28.0,Ebchfglxlpucxajxsauzaudyvtjgrunyepawphbtplebdgjvxsveacnevxagepnosxtfszxmkfvcx,429.0,841653.0,Fidelity National Financial,140683.0,0.0,jdnadafgl,Alberta,1-719-532-9288,2.0,,,tfbfbjbmsmgcwtqwpshcjnyoahqinf,Salt Lake City,U,United States of America,Qitpmrtey
Atbzf,3.0,O,Atb13404,47.0,HJKQLONZSISONGUVLJO,398.0,3448653.0,KAR Holdings,329852.0,10.0,Keznkuizulukwjuftqflikcoxvxm,RI,,,,F,OAOVRBDTRQUKFT,Winnipeg,W,Canada,upfhfefybatk
Eyrsfwxzrbiggoxad,5.0,R,Eyr13405,79.0,Snpmayukhkfzusu,803.0,2162717.0,Manpower,428171.0,0.0,alcfru,NE,1-157-946-1584,3.0,,,kbtrvdto,Hamilton,D,United States of America,Uwecartthmv
Iihbjnnfxdtarey,1.0,O,Iih13406,76.0,Kmcfcefetdnvsdepil,792.0,3952132.0,Smurfit-Stone Container,10374.0,6.0,Faugitjpd,CA,1-618-434-9274,2.0,,f,RMPHWSYDUPQVJSOZYFUDUKERJOPPLK,Sioux Falls,M,United States of America,Isswoec
Knmpomiobnpg,2.0,O,Knm13407,45.0,FEWZDLYWELCJFSBLPKJVDJHNJGGXNEPMDKHABECLWZJSDPIGQDOTSQMS,653.0,,Dole Food,,3.0,CUYEHHDPZALEGFGGNEQFFRLKDHVMQUPTWJNBXRCHPUGLGLWYNWAQSWTIZQGNDCRZMDPCXYJPY,CO,1-970-109-2998,3.0,,,Iilyxvbwwoacilwqnbdtuipgve,Anaheim,M,United States of America,Iydrs
Azhfazkuje,0.0,R,Azh13408,51.0,xioko,785.0,3152909.0,NVR,290998.0,6.0,AZHLWBLQIRAVOSAVDSEWSXJLRICTGSTYAOLKKHWYGDPULOONVKXNVYDNBTSCKMWUAMVVF,WA,1-531-787-8427,5.0,N,,JISGENURAGYRJQOJSWPOIH,Toronto,S,United States of America,FBAKDLF
KJKPEXOVMJTPNRSL,1.0,O,KJK13409,93.0,NDLPYIPROMKUHOVPZBGZNJPGYRW,761.0,2323724.0,AMR,112950.0,2.0,Bexqwpnhwf,IN,1-160-193-8577,1.0,,M,Rxgftnliflctf,Augusta,W,United States of America,IBHVZ
Kgyhataota,4.0,R,Kgy13410,40.0,GWLCFRZYFNFJTZLEWIUNHWPJL,735.0,3444615.0,A.O. Smith,291467.0,10.0,WGDAE,ND,1-799-089-8076,3.0,,,jfmxsnou,Fremont,S,,tnicjxwtc
Lbokrorasezzwayyqredetmwkfg,4.0,,Lbo13411,57.0,Ajwralaodooseuyvhdwczpbfutet,636.0,2157760.0,EOG Resources,358258.0,8.0,Wxugjoashygcgbstzdn,NJ,,1.0,l,M,Fxnyrlcxhehmqedprhu,Corona,D,United States of America,FFXESDNGRMZ
Ohsfx,3.0,O,Ohs13412,59.0,Igfuoiqqdwdbmrfkywtnkpmmzkwxohnvqbnpgfyutikmg,704.0,2626950.0,Emerson Electric,445423.0,2.0,Bjyenqjkkkjstwykwiquvbttchetrbncnqobigdagauryrfhzpqadycoursrlzgatlbds,AR,1-609-039-1034,0.0,,,Neowtbqmvoousomdjfwurbjthxl,Idaho Falls,M,United States of America,Ubauiwvpwwi
JNPTQLCWWDKCJJZAAVUGSV,2.0,O,JNP13413,67.0,HTVCYTSLRTMBGFOLDYFGMEFIMVDGUEDBVBVWIWEOHDLVKOBJYQCMFSMTKIYOEOIWN,500.0,1965855.0,FirstEnergy,241742.0,,Tcrnmhwaszkzxxqnohgszxxvocpwwj,GA,1-870-031-6697,2.0,n,,tuigehzfmilpxyiniws,Independence,S,United States of America,Bivyebbb
HFWJUQGYWTZWPMSCPTOFZJREBT,0.0,O,HFW13414,31.0,bjnkdigxsivflzmbxfezerbwuscyqjajfcvrfxpsrsygkayxddqiheubqiuxzuhurxqd,343.0,1011053.0,Vulcan Materials,150120.0,10.0,Wxjvhktixycccvjtuqhtpacrreksszwiwcnwjukhrclytwzmmhzxqftvbplkuxtvvisuwutdkjlua,MT,1-711-748-0815,0.0,,f,Tsujug,Vancouver,M,United States of America,UMLXV
gtagduovowff,1.0,,gta13415,84.0,Hlpeogtserxgfubavdoihwyepfgjwr,304.0,1126425.0,AnnTaylor Stores,418826.0,4.0,pqrzssn,UT,1-076-910-4384,3.0,I,m,PYAVFKG,Nashville,M,United States of America,NGEVQULUZ
prcneoggghmopeyldmayrh,2.0,O,prc13416,79.0,Pkxzxnpmivtpxexcjlbougcddputcjlzgufvbqnejpajcngrkvmnvhujjchxxdlgklggpn,652.0,,Baker Hughes,299696.0,1.0,Fqajcgzonoerwjwkytmhbnpauixtjfxobrjeosrurorlhoherfrapohnehdrvsanpsfypgygebunty,MT,1-693-431-7315,0.0,,,VSHZLPVSLKAITUK,Tulsa,S,United States of America,Xaldqso
MSLGWLKRJJGLJSL,5.0,O,MSL13417,28.0,GXYLWIAPWKLWPZPEHZNMUAMIUDSNMDUWWLREJGPFSXTWYHRJNGLJQGEB,748.0,3677625.0,Packaging Corp. of America,74767.0,3.0,,Prince Edward Island,1-989-570-9954,3.0,o,,Fmhmqg,Bismarck,M,United States of America,EHNWUQLJM
Tqoejabxkeoxggrpszlpbsmifbbwqu,1.0,O,Tqo13418,58.0,PNJOVPJMXVGQCGUFWGLQPKFUYONSNJHSXUDMNWEQNBSTAUGBET,541.0,2552839.0,,208571.0,7.0,MECKGKPWQZFSTMTALDPEKYEGCBQRVWDNIGNBLWLNUREXQBUQWBIEHC,Saskatchewan,1-297-207-8118,5.0,,,PYJPH,Syracuse,S,United States of America,Qtdlfu
Ceyfudj,5.0,O,Cey13419,98.0,BRZMBMORCGZSEKEVDMEVIBBZENBZGUSUJ,484.0,3065927.0,Avery Dennison,309813.0,7.0,aypkniyclqcvgxkgsepssukvyjqmwthssnbiauehrdzvrbzvulbudabfsgzp,AL,1-388-290-8649,2.0,f,,Zdydetiuivjpussalfsp,Concord,M,United States of America,TKAIT
Srgilgorzijqtel,5.0,R,Srg13420,80.0,Lbymsrogoguwjvafxosczkavdhvksfuvkhhtpzqntqgrhwywimmkihikbddwqxlbuafeqxhe,368.0,2895331.0,Wisconsin Energy,116410.0,2.0,Tcjpbdioyemfvhpkdaefwkakcpzjqqgirdwdgkccbprploxpnuo,CO,1-967-807-8632,4.0,m,,CSGMCLDMXVQDFHYIOMZCNHOO,Memphis,D,,Maqvwsjlyel
Hkstuliil,4.0,O,Hks13421,11.0,lnjwzopwhtfhjpgowyibvyukqgjbkjcklurwmb,411.0,1408826.0,Spartan Stores,64370.0,8.0,Sttgqyludzqdsmjoekioxdvjfirdlurwospvjmwjtihtfautydozewesxi,ID,1-861-295-0096,1.0,,F,qctudci,Durham,U,United States of America,Smxopeneo
USTOFAXAJPTLDQXCAFASVN,0.0,R,UST13422,63.0,Pzkmuikejpiahltuaohfhjumfkbinkvrqugiwofkwygd,554.0,3131250.0,RPM International,131067.0,8.0,Gpcrjwbgfxyccdbqybspdgmyhlkbjdtsmsjklyexbbeubwdivcvwlxhduaschpatejcy,MD,1-335-283-3406,5.0,B,F,Dsaeagxm,Casper,S,United States of America,MZVVUZ
KLYVMJIEKGHR,4.0,R,KLY13423,60.0,vepptpyistjprnmdrqrml,739.0,2235242.0,Henry Schein,386836.0,9.0,HNGJHRHTGDKJOAPVMBNLRGDADYURLJUSRXRDRIIRBTLAQZPHCBQPPQPMUN,WV,1-170-534-0918,1.0,,M,Yeriwjxatamiahhlpfwscforyrqcn,Salt Lake City,U,Canada,ICJISWALFKDS
CYXAZW,5.0,O,CYX13424,70.0,Fgxpvitdakmcuke,651.0,486589.0,Nacco Industries,66911.0,1.0,Vaedetvylddjykrskwunbygqqcuewhudswexltnunmtacmcneuflveflectqquaowuztrfyb,RI,1-001-537-4016,1.0,B,,wqspjuvwj,Jacksonville,W,Canada,Rhvycl
qtlyfqaefl,,O,qtl13425,7.0,Xbmegbjvkmsogxpvjyulrbiebrlpndtvhhjwlhkkgjxmztwg,447.0,1866492.0,Publix Super Markets,482853.0,0.0,Asncqdubcjwxblxpiycshouffhoruwcbcorpydgrcusitgpsaqudbemmb,FL,1-397-619-7234,3.0,W,m,Chtoctbqbvg,Fairbanks,M,United States of America,
ZQEAQU,2.0,O,ZQE13426,50.0,ldvvyxqoapsgntlftpteqcbii,833.0,3448699.0,Interpublic Group,77290.0,10.0,vsqjkmgdjwoebgbocogurl,MN,1-529-272-2423,2.0,S,M,Jynovcpyt,Biloxi,D,United States of America,qimevbixnqef
jidjtyifchwezuzjifciijrgkm,3.0,O,jid13427,13.0,AVTCQBO,727.0,707707.0,Southern,330330.0,0.0,HZQRHKOMAEOARVJHWGASHDTEGAEYCQDIKOADBAAYMPDTTESDJFEJHLLLKDUWFUQWHWFKFHAPQUMYA,GA,1-326-090-5395,4.0,I,m,ULQPOHSUSLTKGYDJJCCYFKXX,Hay River,U,United States of America,Gsnnxcvitu
VPCTJSWWSVVBLP,3.0,O,VPC13428,62.0,TQJLPZQDF,760.0,3812236.0,MetLife,190039.0,10.0,axyckhmtjpwvnwgdykkqoaozsuhpcfrfavrropvqbhfmrpssvuxjpuafeuhardsyitjbmywtnf,CT,1-860-217-2112,0.0,L,,TOBOA,Berkeley,M,Canada,Npgog
TFJMKHOXFMZ,0.0,U,TFJ13429,52.0,,309.0,3822989.0,Flowers Foods,61833.0,3.0,OSFNSVKWNQMTQLV,NY,1-212-775-9379,1.0,C,,Mfcicgzqkdtylpygfvtweewna,Bridgeport,U,United States of America,Dgollrsgbfl
dfbeunqwmmjyvbdtktucnoalwtjydh,1.0,O,dfb13430,84.0,Lbvnldsiwjdafjjbqxbdwkakfexhbdackltlbadkihdf,811.0,3702672.0,Celanese,237325.0,1.0,Yrhptjmvcbgbwpmizekeshrkfadeirqxjdxqfuuwvucpedwnsabelevvzpsqoijgexibnydbza,NM,,4.0,u,,jbolabxkeykcihfgfuiac,Erie,M,United States of America,Lukqq
szvubfaevmjmoobjrwxtmbhcctdxq,4.0,U,szv13431,63.0,Mgthsznmbozkxmxamwkyocltpbwjbabcalxwwyhmhtijtwvfkjesfmlnwyzubrgkuaku,671.0,3491822.0,Neiman Marcus,469609.0,3.0,Apbgdbqlpchvhedomzpepndsnqgmcgmojgmivlnqjtpabpoqktezrzfv,MA,1-630-259-2524,3.0,,,Axbbdbltdpirjwssnmeejhzflbrmm,Columbia,M,United States of America,Wybjb
Nqnzgya,2.0,U,Nqn13432,98.0,IXMGGSQKNFWCCBOVXMICHVGTDZ,771.0,598057.0,Wesco International,,1.0,Vzqwlkajudiuhjvgjrhlxcakbucoonmtnqfkcaafwhffxgvtu,PA,1-703-607-6123,4.0,x,m,Rilxtejkuxl,Orange,,United States of America,Wsmxsayflwns
Kbkxvetzfadwebatigemaxqsdi,1.0,O,Kbk13433,54.0,Vklpuogtzmktfetlwwgodmyk,801.0,3698115.0,United Technologies,147261.0,6.0,ZVKRCRIBRJOQUQPZCZMYOEWHIWQNBPND,British Columbia,1-712-937-5358,1.0,,F,SKDBLQUZDFYNK,Huntsville,M,United States of America,Suzblnial
nxvenwawaqnqkkugfohrzhe,5.0,U,nxv13434,54.0,Zjdbvfvujhpacivzwtjquzcwogkb,445.0,3967662.0,Hovnanian Enterprises,247255.0,1.0,orjamuffjsberigbctzuepbtmhtosajzi,CA,1-131-342-4998,5.0,Q,M,KBYHBRZXNBVSIQQUEKEZDMQ,Alexandria,M,United States of America,NIJTHUMEM
QBZCVY,2.0,,QBZ13435,,Ctpcbblibhxhetdwhhhnxruiauoopltnej,518.0,301398.0,URS,390143.0,9.0,Vnmuvgoucceopopcjmfcakuhgfksksvempllbywoiiqmkcwnhqenccafmngzkcdgrfylyxqqwjyiaqh,TX,1-184-197-2194,3.0,,,WKZXWAARXATTOIJPOLPYSJ,Sterling Heights,W,Canada,WMLNBTOOA
NYZJRYNTTKVULXLKLYR,3.0,U,NYZ13436,41.0,OGUVLCSUQYRIEEGSKWBVVVMEJHDDXMBSZZZDLPERHGWAYMTSAVBLTJTUNDJPQVMJGSOOJ,349.0,2637018.0,Landstar System,167512.0,1.0,Zajkqsjjfgdascjyuqcx,AZ,1-633-405-2644,5.0,,,MYAJNTKGA,St. Petersburg,U,United States of America,Bhkxnhj
IPWSHJOCNBFGAGLEIITWECYXR,0.0,R,IPW13437,10.0,UCJKRRFPVTLEQNYUBJCFMLTNUE,473.0,2295132.0,Danaher,334967.0,7.0,Drrfxhjkcjhjeagzhptczjlrxtghtpvgdluvljdmeqfrqqsimidyvtcsrfiafcwvji,FL,1-342-711-3090,5.0,,,Tehrlmsbinrcyuxjvufkeetifejc,Winnipeg,U,United States of America,Fiynyliewa
Coedkbbchfejgjayxzsrvyerfu,3.0,O,Coe13438,58.0,Wrgizjiksjbksnazhwjohyhvcsucnsulxrmwltkveieaalvldqppbpp,507.0,598436.0,Maxim Integrated Products,88882.0,9.0,Zysfkfvycclegmocqyfqprytbomxwom,OR,1-320-699-7650,5.0,,,zygjxvjpboazrihtcevhvgo,Vancouver,S,United States of America,Wkvjbknw
aznyabjymtdyiz,4.0,O,azn13439,83.0,Kqnwsdbtvjfbi,479.0,3057888.0,Vornado Realty Trust,398372.0,3.0,Vgkcxnkorfwoofbtgcgiuqwxdpigmiucsveehoccnhmfb,TN,1-462-078-1849,4.0,,f,hiacabdvyvtjyzpdacz,Cedar Rapids,M,,axnqbea
CMINTENTOLEJDU,0.0,O,CMI13440,24.0,Scnsaxdcdxyhukqtargizctyvoqmamwvdmekmqlcogoqv,646.0,2289608.0,Mutual of America Life,408036.0,4.0,BWLRXWDXMKKQKBCAXWKPRXWJHTQCFDUJHA,MN,1-928-999-6405,1.0,,m,Iqjvsyxqdopnhyawocixvroyvau,Plano,M,United States of America,FKYDD
ncupvrchwdbgainzwanbglivzhd,3.0,O,ncu13441,,CUMCHCGGYMXOKONDSNJVFZVGRBPIUGZIIUXHBHRCIAVPD,550.0,3970770.0,,468846.0,4.0,Kwvrsfgm,IN,1-510-554-3465,1.0,,M,Kkitoreosoj,Toledo,,United States of America,iwlaodxw
Ivgzjpnfnt,2.0,O,Ivg13442,32.0,JMBKGAEDZAVRKDGKXINOKAPSKFKOQDLKDGPQHFXWOIVTLSIEYAEYMU,631.0,1511924.0,Nucor,232318.0,10.0,raltrsglclkwafyffqrhjobtzowgwifefblcdytfjnltwoixtoswxatooahxehaqkrevans,CT,1-504-774-7073,2.0,,,FVSTS,Windsor,M,Canada,QSVCOEQZQDA
SJJWKKGKZPWETULFUJXXULBRDECWUW,1.0,O,SJJ13443,25.0,ivgbdeofhtvnbmjozgjdeqtkrlj,833.0,2906143.0,HealthSouth,23408.0,8.0,Sqmmxufctfwxflcozkisasouglilcbyexgfoyhagandrzsujbgxlnhszhjotnugecnkwdsulhvkg,UT,1-014-919-1324,2.0,,M,Afththmvhtdgmfqouprimfffi,Biloxi,S,United States of America,wplswe
nglppljxomsfxgxstzrixrehhjccas,2.0,O,ngl13444,32.0,Ueeocpaxzkuylyqtlrpsevvbibsaotgfvsxculmqdbumaabi,505.0,2327430.0,A.O. Smith,377165.0,9.0,Jevxiyatkmcwoftuhkkhptsobztmbiozpgzwnuafmaaatkxdtzezusjzhalpmazkjhaggcxcebjwbbu,UT,1-705-544-0667,,F,,npblyjlkwxj,Peoria,U,United States of America,cycfngceol
