prospect_OwnOrRentFlag,prospect_MaritalStatus,prospect_FirstName,prospect_NumberCars,prospect_Employer,prospect_AddressLine1,prospect_Income,prospect_AgencyID,prospect_NumberChildren,prospect_AddressLine2,prospect_Phone,prospect_NumberCreditCards,prospect_NetWorth,prospect_City,prospect_Gender,prospect_LastName,prospect_Age,prospect_Country,prospect_PostalCode,prospect_MiddleInitial,prospect_CreditRating,prospect_State
O,U,Vgjqraoeoicsjfbi,,Univision Communications,Dwsijxahafeokxcxnflhybuyufxdcommtrgkwhwojjebvaealpjijgxtwtswppsldegppttvoqwlt,426593.0,qhc13986,4.0,Lrquqrbrzdxfjdhycowtnuwwbfqjacxbcqdrkknxvgflqjvxronnnizourmbovv,1-120-103-6754,2.0,1659632.0,Garden Grove,,qhcdvdocpzwqvhgxrgcpfdismwq,47.0,United States of America,ksymdkwaazb,P,631.0,MO
O,M,Udssiqxgpbppdwriu,1.0,PPL,ZJDELCFSWTLPVNHFJASPODMPOWPXTESRHOTYBVQTCSACXSXC,303231.0,Ahk13987,0.0,Puhppfjxoxpsuuowlhwoswkhvytipillfvmmrgstblntqkz,1-236-166-7204,6.0,2799883.0,London,,Ahkvgzzeygpqlrt,33.0,United States of America,Jvhjlcwpq,,711.0,MO
,U,Uvsduwlyhbkazfysfnzus,1.0,Aleris International,onbbhspwwogcueonxrfimkrnohbjwshtt,265908.0,RPG13988,0.0,Orxtnaxajatbjkoqcwyevpevknsumlxnoehqhpbjyrobfpvugbk,1-472-226-0277,7.0,2021398.0,Greensboro,m,RPGXPSQ,75.0,United States of America,Pnlkwjmqqq,M,377.0,DC
O,W,CCWVXWDDXWRGQKR,1.0,Anadarko Petroleum,Ctrsjbfpxocbomnhixoxppr,442006.0,Mwv13989,4.0,LBFBHTJSYTIYNQAUQHCTSXL,1-032-583-7718,8.0,3951038.0,Tulsa,,Mwvumj,,United States of America,Hcroqqyjswk,T,452.0,NH
O,M,Gnqbpdkbocfggvzgta,4.0,Allegheny Energy,Nynceebaruhdicamupijadstpfnfvrtztrrvkophog,347405.0,Ozt13990,4.0,cbnrpk,1-708-464-0481,3.0,2673643.0,Pueblo,f,Oztmkmuqltzf,29.0,United States of America,TDAPMG,,601.0,NY
O,S,bpxdhbmlsoawosnxww,2.0,EOG Resources,ugvqsdryxnfrnjswssvdrkuebk,412007.0,CID13991,0.0,Lkqodsezednmudnhpqjfcrsnai,1-143-234-9886,9.0,3815100.0,Edmonton,f,CIDIMKQPBMY,79.0,United States of America,Nybsj,,512.0,UT
R,D,pfhsdjyqnpkmpdvv,4.0,Cooper-Standard Holdings,hksurrpzwstvuywvcyjrtecxrusqlhukoxqtfkqagxhdlnzygvcdylsyn,228548.0,ate13992,3.0,Ldrfjfasboaklx,1-760-583-6186,5.0,952118.0,Riverside,f,atebbhsjbahpocwcrxcdvipajjbfc,54.0,United States of America,Owxcar,z,823.0,ID
O,M,Gkphsf,3.0,Expedia,gmpbweskzavacktqnfjbrxieodnquaxbicjsmncuaihjsew,275615.0,ftv13993,2.0,Jmvtgnhnzwrogvlqjwiensesmfttlnagdclppshlvwmd,1-706-240-8374,0.0,2217978.0,Richmond,M,ftvncdutnaosvwoiffkzfkefq,39.0,United States of America,yhsivwi,E,644.0,NH
O,M,Mqbyqtuueetkpccejwnxdgf,0.0,Devon Energy,RBXSEFUVGQYTWTGRXAEDYWGINGVSBCXXVGZFX,277335.0,OSH13994,4.0,zhzrldpaoklqciibuycallwikhrobuwnflxefkiqktxuburskgjjwmaxvnjwkkeis,1-788-095-3707,4.0,1971360.0,Montgomery,M,OSHZJPXYVCKUTRKCUBDBXHBGXGIJWO,82.0,United States of America,BEDDTGOYO,V,744.0,WV
O,M,Kdttcevzsspfujvyfddorqwbyiucb,,HCA,Senlhfxtlezmwrflpjguxdbtfurlkjjdlawfnspaonz,218571.0,Ull13995,3.0,Qsaiomh,1-625-204-4179,,2328228.0,Las Cruces,,Ullicplcmsydihhbhqtrrhzvzmkp,40.0,Canada,Fnlaukjeq,,417.0,TN
O,M,ITIFNPQVYBLMBUVEOQIRSPO,1.0,CVS Caremark,Zpxamsrvcipjuefrqnmtkkmxhnffhmskloawplsnqywfnkgkojmdmfgmhvmdkvapp,,Baq13996,4.0,oobbkormscdrbpwqduhxgrqstxqfhcohrhdwsvokzztkzblahujrdhpkepai,1-043-971-5865,2.0,3878977.0,Flint,F,Baqysiiasjud,21.0,United States of America,Khdeitib,S,546.0,WV
O,U,Yemapaikt,5.0,Limited Brands,YJZTFDHJRRFQILANGPVEIMIMANETXDJTNIWG,191370.0,jqs13997,2.0,edxmeinqvznozkqmqpnukuuovtmerftriwdtxokkvsuwjbcxmbgsvxjzzzfytxlr,1-307-517-2232,0.0,2701362.0,Lancaster,f,jqswpmkpgpvduft,75.0,United States of America,lzvoq,h,408.0,British Columbia
O,M,Inxgdfrcbljwdtbrfaoldkatohb,5.0,Nasdaq OMX Group,ageglrhdxhtzsigsblofyzewfsvfdwixhumwdshzanopexwshvfmdohafsanplpkplwetrnr,178702.0,QMB13998,2.0,Xomjzqybwcianctqgxtfaswshxdydgy,1-858-657-9676,5.0,1216718.0,Ottawa,F,QMBKXQQARJOJWXL,24.0,Canada,cjinvttuz,w,462.0,Nova Scotia
O,M,Mzhkdhzpptsglal,5.0,Pioneer Natural Resources,Hvdslnohiirkpipfghldavxbmddxtfoqjjiobhmoefhstnuzwjvsfnpiufwyfjk,165911.0,Beq13999,4.0,Ibytxzajrxlmtnzirzatubpqqnvcajxcogtfcqrocxsaacfdrv,1-422-164-0484,8.0,2616138.0,San Bernardino,M,Beqahi,56.0,United States of America,HRPAGHB,h,623.0,NM
O,U,Sxwpm,2.0,E.W. Scripps,Kdcoksarxklchsmrtjlravmdjg,35174.0,UOM14000,3.0,phkorlwgamlbjkxrkcieq,1-139-278-6021,9.0,3040939.0,Salem,f,UOMNGBRFPBCVTCIX,85.0,United States of America,Odepzupkuo,,630.0,Prince Edward Island
O,M,Bhsdmozvrjjibrpd,4.0,Ametek,Koxnjmkexzkwjsslaqspycoyhrvziokwwz,219488.0,yhl14001,1.0,Mzflbhfcnjcesbmciwjgmzfifaeyqilqnvlmpaxatmxusdedzbucejdolfnwgmojraelkidgwsskwdf,1-188-040-8614,1.0,3376874.0,Toronto,M,yhljxwsetkkxup,64.0,Canada,Givpxkq,,613.0,CT
O,S,qpehgsuoluxqbksqmpoimjrshxtro,1.0,Advance Auto Parts,hbotdvtk,80709.0,qul14002,,Pidixgnfbjp,1-002-595-6555,8.0,,Fremont,M,qulgqnkepfaliwocqp,12.0,United States of America,JTXDLATVSA,H,846.0,NM
O,M,Dzzqprjcgvkmnigae,3.0,Sauer-Danfoss,zicednsvpmklcisspofvqddacpbxygrhfkxqobvpayhdkjsqjoicweazjkyhopaztdawhdnukfi,,INC14003,4.0,YHSUKITZHAZOEXADWIZUVJIIPJEXVHZZIBTWUS,1-550-688-1027,5.0,1536376.0,Tacoma,F,INCOMOISEOGFMQHEFPHTXNBX,69.0,United States of America,Aqlxi,,642.0,TX
O,M,Ejpzuaqtfpusmwsmyxmf,5.0,Oracle,ssqffoysxxqmlgssojlbxdfatchekealyrcbdbcvnijidpstukobn,329731.0,Xlm14004,2.0,Aouefjofbbkszfmvwjugibgm,1-081-457-8721,2.0,1317319.0,Santa Clara,M,Xlmclskj,68.0,United States of America,kmlaudqos,V,573.0,MT
,U,Qimyzqkmpdjigtiq,2.0,Crane,Xycdjhxtublpbrkagokrlmajhuokrhxkgxbglfxezhgcecxjupvevrtuvixkxyoxuygyjohnffqub,148789.0,JQO14005,0.0,Alphskslwuhqykzaejrkgqvonqcsmojlejgtfqxrkvjrcygpne,,4.0,,Elizabeth,F,JQOQVTZDREO,49.0,United States of America,tsknihlbdclc,,556.0,WY
O,S,Ftlbmwkqoqgbkpttukdigfkvf,,Maxim Integrated Products,ZQCFPHMXFDNICZV,10682.0,IWJ14006,4.0,Plpeygjlisdfanfwnpcdcjizsujsljkxolcvr,1-262-642-2503,4.0,,Overland Park,f,IWJCTXDRLKDUGHQVPQUZ,26.0,United States of America,Lpimnjqtmxvw,N,820.0,OR
O,D,RNMLXBHLTIP,0.0,Synovus Financial Corp.,RPTGDXGIXCECVSCIKTVYG,340570.0,QIQ14007,0.0,Gxeubzpwvsgjrpzrcqcetdrfnvqofrinkjrnhntrchgbtcrw,1-911-660-6612,2.0,2883380.0,Warren,,QIQFKAPJBQVO,81.0,United States of America,Xshxzv,,546.0,PA
O,W,Piyazddetqnaggadtxnaryfqyf,1.0,Carpenter Technology,Swfaxoheqmljjekeehrndwwaeldxtqmleogselurheniykdtgn,138118.0,BTN14008,0.0,wkfivxplxibiucuvrjswjzuhcgicphlhgqtsvqetecvcpkovnkevwbvy,,6.0,1923574.0,Salinas,,BTNDOMEAJNRPGGDBGFAPAQPLEGNJBR,99.0,United States of America,ilcgjbkkrl,V,460.0,DE
O,U,Ciiyzoysrihicjfo,3.0,Colgate-Palmolive,Zarvxvdeidfnnsyzdndxzjqwwxh,,Axh14009,4.0,uyari,1-916-329-6146,1.0,385536.0,Mesa,m,Axhzhtvhq,64.0,Canada,agtvlzy,,333.0,DC
R,D,Fqyqyzzuxbopnhjjddmpmxc,4.0,Urban Outfitters,SBWSGQNPPFMSQKLSXGOSDJWEOZFFMFIXNSLXVIEYOXJEYQXETZSQMUJTCJHOUHGAVJNMORJA,381098.0,Zpn14010,2.0,utfkabrtjdqcgqtgpckywzoimbgwoejrzrjlsuzbtggeelmjdgrhvavf,1-225-363-5497,4.0,515037.0,Waterbury,M,Zpnrsjhlwgjtqqvdf,97.0,Canada,Ckrkdr,,304.0,NC
O,W,cbdgxznuhzrzkds,1.0,Peabody Energy,kvvqt,37499.0,tks14011,2.0,aomlxlmptlakknkmfkmnowinmvlvmlacvwaapwtw,1-892-137-4452,7.0,3445024.0,Lexington,,tksbjkyyavfznhcrrgpdwgsgyftjw,,Canada,Xfmdsp,L,413.0,Saskatchewan
O,M,KXPQFGIUB,5.0,Gilead Sciences,fqrrkutzyxntbrni,77899.0,Ltn14012,4.0,xnlwwkuaqevidjwrhgflsesgrkfvarupbecajhfpgftevydqqv,1-141-797-1761,5.0,3543580.0,Greensboro,M,Ltnkutxbbpgd,1.0,United States of America,Bfpxca,,593.0,Newfoundland
O,W,Mgbvfclerpvwcejxaj,3.0,Service Enterprise Group,Podbankrdksrhhojmfjoyfesdfanolyjrbsrzir,85356.0,Qtb14013,1.0,qsftvcsryshxrzwbaxjgvzgjyzlywiz,1-679-875-4062,7.0,366143.0,West Covina,,Qtbrhoxinbhm,60.0,Canada,lgxvjwcujspi,O,804.0,Saskatchewan
O,U,SGLGMPXT,1.0,CME Group,zplyeqreg,496998.0,Tvw14014,0.0,Gcxqgqqofgig,1-506-981-0928,0.0,2763821.0,Oceanside,,Tvwda,18.0,Canada,Xdkmzqhpialj,,648.0,Nova Scotia
O,M,ATYHUJQVLMMRSAM,3.0,Snap-On,,34660.0,Ktu14015,2.0,eajieptivwaqrjoyoukkdmptlwmpimyeqqtbnxlaltvssjbpwsnhyegybduievjmrckypadu,1-544-772-6481,2.0,,Atlanta,,Ktukgygumebnxjuokr,52.0,United States of America,jygkkvhk,E,451.0,DE
U,M,Nthembwnotixgvcalbedcoonfagywh,2.0,Walgreen,cspzzxklbcqvuml,221754.0,XCG14016,0.0,,1-469-965-9906,2.0,406077.0,Denver,m,XCGOVARTIZOAYXFHHJRQDTQZQVL,100.0,,HPKLZNZJI,,786.0,WV
O,S,NPKQUAFXWOITVHJOXO,1.0,AutoNation,bsfeterzqbykfwticmwtuamakiwstfaqrpamsxsotlfopxonhpouedkfishy,,AZM14017,2.0,oldhgjyyfxhjvsdmqfmvtgmwufhaiorruxnuqnguxcav,,9.0,1148518.0,Raleigh,,AZMBLTZCMSJJWTLPRV,87.0,United States of America,Opaazvj,Q,312.0,MO
R,D,AMXVOEESUGIVDKUPYQRGIFRDLIB,4.0,TD Ameritrade,BKVRCXOGHAXUPDIXUOVBKDBCXOJPEEQEIRBMLHTHNOCXD,442235.0,Jvd14018,0.0,Qnkubhlaszqeaitfracrorvcwmq,1-906-813-5785,1.0,2978022.0,Corona,m,Jvdfvzmehjuie,28.0,United States of America,Dwpkscalyu,h,516.0,CT
O,S,dhtrviad,3.0,Safeway,,267103.0,dvs14019,5.0,larxnbmyfdcmhyzhjlvzemw,1-150-277-8672,6.0,3386526.0,Albuquerque,,dvskuqmwsanghrvsbcbpq,6.0,Canada,Xvuyvqvg,,815.0,ND
,U,Uwczyxvip,0.0,Jo Ann Stores,Wlbdbekgdevlesmcunlgmexunlzcaohaigumrvjtvbtethlnayjuogrtd,487372.0,RJR14020,1.0,Jgyniayufpke,1-947-823-2014,2.0,2198459.0,Tempe,f,RJRBWJLXOMWSQWXZRPVVJIGIRGTD,100.0,Canada,kyheuck,r,401.0,British Columbia
R,M,Ayadvnogemplsb,,Total System Services,agrblebilskksikkczhvxanajrwsqdaboddboputkuieaonxocvxcfystcqz,100344.0,Fjj14021,1.0,Zqzjspgmboqdgxgbuyqhfbmsexvfhhtnbpzoslevjrmrhkjebzqc,1-520-321-1202,5.0,724120.0,Cleveland,,Fjjoveokfaqrqmteykt,19.0,United States of America,,,686.0,FL
O,M,Pjhwvppitef,1.0,Granite Construction,EJKBKCWOCWYDKAOQHHNBFIXXAZQTCOCADUEBBPVY,476652.0,Tvd14022,3.0,Hxlwtfkiqmlvwnsuuphkvhqukumaejaoxobjrudnivdejnexxdfxwrfgkfcmowmgipbidogzmutqnrbu,1-175-222-8712,8.0,2380553.0,Cincinnati,,Tvdcyhhf,93.0,Canada,Jkiqybf,,468.0,British Columbia
O,W,Hauuhw,0.0,Walgreen,Jbadfpztaukvjjzydwxtkmbonknjrzmtjemfnbhmivmxcfmilegwjdkfjjxowknnssuugkdi,182768.0,ZEF14023,5.0,RUBTZFEWCNDJJGHQQJWVSULTWBHRBDWXDUTGEPLLOBMCTNWCVNEGMZQEPIQNCAUUVXBQJRCK,1-445-311-5146,9.0,129849.0,St. Johns,,ZEFUSWFMSYDWZXCFQFOTUM,87.0,United States of America,vvbfgseost,N,668.0,AL
O,S,enwndumczyuo,4.0,Dover,Pmcuqgjnwfrzkoag,,Xkr14024,5.0,Zyrrlxefkpgyimcrwcdqnclmwurigjyxffdgnddvsmkfh,1-544-663-5204,6.0,1392765.0,Whitehorse,,Xkryt,,United States of America,REOIQ,,519.0,CO
O,D,euhdnsrthaohhdsviptgvpb,3.0,Cablevision Systems,XJDLRGCBQJDGEZYSDMVMRGZZMCDDGECSJCUMCEKYLUHQVNFPXZOSYWHFAWMXZSSOMZEBDPPPVVEF,290450.0,WMN14025,4.0,Bznuhvgokoceazxlqnpexjxoevunlcsntdsuuuerydrvbgrda,1-771-267-4658,0.0,3350670.0,Abilene,,WMNATRFDRJQAIHTQIVSCSPJFJ,50.0,United States of America,gcnitfystfi,,696.0,KS
O,W,Hwmiwi,0.0,Mylan,Puvuzzytornbdblo,298718.0,RJJ14026,,Bxyngwrqyitlrlaajsqjcagbmparpivposxmszjxxhxjhxbmuyk,1-337-071-5834,6.0,434759.0,Laredo,,RJJWQW,78.0,United States of America,Ufcvjo,o,739.0,AZ
R,M,Agbdcucmvt,1.0,General Cable,lknpgukgkiwzrrtelfbhqndoaogltxzvsqicmzgxppeazvgcwtn,,Fek14027,2.0,DDXJSLBAOOGNURMGYYOAOONOJMZUBKKJGYZSXOHBGDOFITLHEPTGDUOZBVLSKDA,1-353-921-8281,6.0,2719005.0,Nashville,,Fekymvuhjpgiavanzrjnbfhsvebwb,30.0,United States of America,Wjhznhgt,l,417.0,KY
O,M,Ohnyrkshqpgjdnrbaialjrlfnd,4.0,Visteon,rwqtxbjyekrkeugounusoncibncyesliqkglkda,68027.0,Wol14028,3.0,Hajhzriagifbikqptbszafngyfuppurnpjpbjaqaqombwypejntbnxvtfwms,1-315-297-7863,2.0,971708.0,Hialeah,m,Wolmkukyidsjptzulvpshgniaq,91.0,Canada,Hlezgm,,808.0,SC
O,S,Osqvaexqkrodxsmtfsplf,5.0,Caterpillar,lrjwqfdqephrwzkekkfdgipiqxsvxgsafyjjgorckigbkuk,43055.0,QES14029,3.0,Vvwhfhoribrvboxqironhlzjsmncsglsndebjwxrhggwklfmmrgtzqapuozflcgptabl,1-693-318-9637,10.0,2069735.0,Chandler,f,QESRCWPEAKLIFESFEZAWOS,61.0,Canada,Opiovnso,N,412.0,NM
R,U,Numeihpwex,5.0,Supervalu,Kdmxatiwedgitjxmejsrslgoda,201507.0,GUB14030,,Mfsquwplgtboihzvqildnxdrfokbwigvygjlwqnc,1-974-947-9947,8.0,32033.0,Pomona,,GUBGVOOFSQDCVF,3.0,United States of America,zydkcnmmr,,686.0,Prince Edward Island
R,S,Ropthvdfauyjjjyqlhhevcyopre,3.0,Valmont Industries,Hdvwlpseozhgbmjtsveezbzkaqwppjvqtxaprpjjgvtxufajjncpcwwrmggkskjui,126276.0,Gub14031,4.0,hdbdughjxsfjmaygehduadijndubhtdtvvxpsnjtwmafako,1-755-800-0848,8.0,2429720.0,Sherbrooke,,Gubijckvs,,United States of America,Qjriazlhrx,,725.0,Manitoba
O,S,Sgbfrxgqkhkszfsowdx,0.0,Univision Communications,Fjlbjrgkspecbsgsrlktvgxkalbweogqdml,114940.0,Lmj14032,5.0,RIWUMBCVSWEFBWZNMKFUCHAHPNAZRMVHCUWBPCFTNU,1-041-664-8561,2.0,1278288.0,Las Cruces,,Lmjquokvsblpf,76.0,United States of America,Sstllcmqtq,F,417.0,KS
O,U,etzznvp,1.0,Briggs & Stratton,Hmcogwzltjejlpj,361588.0,Tob14033,5.0,Yqzhitboovfdyfm,1-646-533-4010,7.0,3842046.0,Overland Park,M,Tobrqlldfg,79.0,Canada,Bwoimzrirob,E,324.0,NV
R,M,Pkdupeoytvpgdaovdkfnbss,2.0,American Greetings,cgtdhnughfwiemofiswgzymnsrkyhtnhksmcqlaidgnsdkcvbfdkgjhdw,133002.0,hrf14034,1.0,TTLNBPKTU,1-802-083-5248,0.0,1856763.0,Victoria,m,hrfbywjiqcr,32.0,United States of America,aqprna,t,305.0,British Columbia
U,M,WLLDQJIGGASZXV,2.0,Omnicom Group,Wgeztvsesuanbiwmthvfqojuwxcuxrcsnetkalxkaihlbgdnhjvlgodxudt,94849.0,ICS14035,1.0,Ksdepcmyxjhmdnjjublxqqkzcxnkknjlkkqpebjghrsmxamumkranfxovodwutnbuv,1-249-508-1613,,2880304.0,El Monte,,ICSINFKSJCKBWVROXQP,77.0,Canada,,Y,567.0,Alberta
O,U,Tvekcouvsolebkljgsylkdifojg,4.0,,Lazbgmguxxxbncncwiflzdmduuuzlucxfgewffmbzouc,211821.0,Jub14036,4.0,Qegkjbhjhlpwvcoadrlibwtdttpbchjcumduvvtgbvfniuqti,1-236-642-3891,10.0,,Berkeley,f,Jubdnxksaciggsia,33.0,United States of America,OQGMBUIU,,322.0,WV
U,D,Dhqrluadrmyzdhnbnejuria,1.0,AMR,khzxguyakpxpynhuaibmlmgkvclaiddtmrkswpivjwjldkisgowcdpslxftqaquggsvvofuxtdbzjw,286514.0,Par14037,3.0,hvicumfebcekfcftixgvqdjazlcpihnegerwjvqop,1-676-946-3534,10.0,526135.0,London,f,Parpd,90.0,United States of America,Ptpukvrfbqy,I,487.0,Alberta
O,U,KGGVWDESCSCPTKFXJI,1.0,URS,Nldlfxkfffjwztplqnvuexdhrftdotu,235934.0,OJO14038,3.0,Vwvjzgrryhhcxfyfxmtaedzqhiesmlhotnuwwihh,1-412-854-8284,6.0,1728719.0,Jacksonville,,OJOHJVJODCSP,55.0,United States of America,BPCHTIOR,,723.0,AR
O,M,VFZLPTNIWSUHMVOMBJKB,2.0,SunGard Data Systems,HWEWYIPKEJNQQZUVZNS,136093.0,NOM14039,3.0,Ocmfyzoh,1-678-785-5196,2.0,3017962.0,Huntington,m,NOMLQYLOIUBZUOAJT,28.0,United States of America,Oghqmokzvoe,,786.0,New Brunswick
O,U,uapcilypbvcfmmt,2.0,Mirant,Fvqbgpwsugkykyujbhcgqcyxstf,403307.0,efr14040,0.0,Jxvbnwrlkkapiruwlnhgktoeajrsaetqsgqaswnzvoszwmooqfujbaxjubxyzrssvilwxhijjxxfnd,1-171-087-9699,4.0,3206832.0,Torrance,,efrxqpcyc,11.0,Canada,Ifywg,,815.0,DC
O,M,kacekkbb,4.0,Regis,Vzqqnirthopaoxinrffcjvejzyuimu,191112.0,RHJ14041,4.0,GAHEXASGJIGRVAMEDRKYJRDRJQSRFSJDGPGBMOXHVDPZVHM,1-945-359-2880,3.0,3429955.0,Reno,m,RHJEP,33.0,United States of America,Aeroelktqw,,806.0,SC
R,D,CXZTBXDKEMQBIAEBLJFIYUJWQBO,0.0,Eagle Rock Energy Partners,TKRMNMLPBPMNPWZINXMAGING,11909.0,bzd14042,5.0,GQGSJSRBCTLWGRHPHQKXJCIRMAZYWMSVXSOCZRJCOHDOF,1-867-030-9435,1.0,3946226.0,Wichita,M,bzdzmircoohxqrwpnnj,64.0,United States of America,Zzetzymduvso,T,357.0,MT
O,W,Ileaapmhdtusxtrnntm,3.0,Pacer International,cmfblybdn,117280.0,IUF14043,2.0,Bwxraxxgzfswuaughdlwbxojiqpjpcliryntxrb,1-767-517-5645,10.0,2423280.0,Lexington,,IUFTDCSVBSFTO,100.0,,Sdalctcaz,m,443.0,Manitoba
O,U,Ujovaynbfkjazulhtfwt,1.0,Werner Enterprises,Majstxln,341616.0,Jli14044,3.0,Rofcgqxhvejyaivuywhkbcrvixldxlmdewwbsmhnlbrwinuuoxctkghhhfglovafxcsoft,1-409-984-0277,1.0,480727.0,Omaha,f,Jliepmk,13.0,Canada,JPEAYZV,W,771.0,TN
O,W,iucjonpwmxsvbhelrrhxbsnhoqyvbw,2.0,Lennar,gveifmezjeegansjfxvthdpmsxeqyxhncwygccfruymhdoemjlmhimulvrgknussawrwdh,298687.0,Nwa14045,5.0,Gespuotspqmvvyaduvwesnaiabmakar,1-117-510-8229,6.0,876048.0,Springfield,F,Nwalzslesxrznzrninz,91.0,United States of America,Ebmfkj,,478.0,TX
O,U,Rotsgmogivtjk,1.0,Thermo Fisher Scientific,Ijierekpzetiou,386966.0,Toq14046,0.0,nvehya,1-952-132-2240,4.0,,Hayward,,Toqgiruokinwctwvsm,24.0,United States of America,DEEGDNNQC,w,337.0,ID
O,U,yxvegitoizxopkscdyfzwkmpygpwzb,0.0,Domtar,,447326.0,YCJ14047,1.0,Znggbacljfcryxmtkutmiakh,,0.0,3917478.0,Jacksonville,F,YCJBIOASEFWJCLXVVLOAWEFBEA,100.0,United States of America,Ixjrnqugo,D,,MI
O,D,Nlzzrozwgfg,3.0,ENSCO International,useam,460342.0,ZLX14048,3.0,lxpdkqahwvswsdjblqpfnxefmkgidufvbfjlhohnnpdaabmjprconmdnchlbkppxrzutphfjftm,1-633-915-9888,9.0,75862.0,Irving,,ZLXYXDHOSVFOXIYPDMPTWKRRGB,68.0,Canada,Yleiks,Q,482.0,Quebec
O,D,Ggnhgdnrvv,4.0,Harsco,BGKCBNOSNLQDACLNQWXWDMGNVFDXMZDPZCHCEXPMQBOGPPTYBNMABHQHRVHKZSBGDIEHURCHATBG,372175.0,Wav14049,5.0,Lghuskxhaniaxfiommiuixmtunibkqodnckeabvxsuppeqqxjkridovupygrrbtovb,1-882-035-4926,1.0,2719402.0,Eugene,,Wavtcdbwtztyjqhuqtgrjeajsote,72.0,United States of America,Cardr,o,575.0,MT
O,S,DZSGBCKCMVIJOPZATXKSKLDGLFF,1.0,Rockwell Collins,Gykube,440698.0,Sfq14050,1.0,,1-237-516-0438,4.0,,Buffalo,f,Sfqdhmzpyqwuiobupkqyuscgq,47.0,Canada,Nzieqxu,u,526.0,MS
O,S,KTJEFBAPJSBKVEWZIFMVKMEYNSZ,2.0,Johnson Controls,Hpdnvrnclvawawdpmmobkitmoeuicznvfblhwfpkjntteeoanq,161159.0,NMV14051,4.0,LXMRLURRMQXRIBHNJDOXPJQLHGQILZYRJMUWOXI,1-509-341-1473,6.0,2701531.0,St. Johns,,NMVVLA,94.0,United States of America,tnpiqrqi,,835.0,Saskatchewan
U,S,QTOZJFAOAJXMD,5.0,Phoenix,joiboqc,310777.0,xup14052,0.0,Pgfymkcumvwdlsmeqaewavngdrecbfaszfacllxoealsiuixxgmjcoffnmfpv,,3.0,1955044.0,Sioux Falls,,xupausveguvbdpecsyostncyxoma,31.0,United States of America,vrypavgx,,396.0,NV
O,M,wkccnxsynvhlvakp,0.0,Health Management Associates,KSUICMPYIFSZKMJOMZVLRNVMXYHHBYKLNREGHJS,414227.0,Xlq14053,1.0,DEUHQORTZBWLJSGNIAFIXVHVGUDSROQQNBO,1-582-387-0906,10.0,3393889.0,Vallejo,,Xlqmqnowvtvhj,42.0,United States of America,QULAI,,695.0,NM
O,U,Ulnywix,5.0,TravelCenters of America,Wforhlzlotivwnesmdcwgjldrcdnlufgyuutekxdmaftmhktowrdfsdthlhbdmxnvoitljcsw,2734.0,yxo14054,2.0,kygmpgbtjcwhmvuhjqngtzbchzaknfjmgoblzqktxqpg,1-878-362-7467,1.0,342781.0,Irving,M,yxojzlue,46.0,Canada,ryvyc,,741.0,OK
U,M,Qqcrrdpovmobfaqlucvcki,3.0,Joy Global,Kugnxhmhzqf,128814.0,BGS14055,3.0,jxewamrdjmeoeljsqqrjtvqvzegkmnijqlkcdttalgrzhoktsryxfstpiitbrcnvccfo,1-707-426-2005,1.0,2631258.0,Vallejo,f,BGSSSBBTTRJGZSUJ,80.0,United States of America,OGNFHZPOLH,,,LA
R,D,Mbkwbt,2.0,Paccar,TFQUCUPXYLWECDUPPNIPNFODMVPHREJPQTEQWRJNKKMLGYLCLKKKJGCRAVGYERTTXQQWIYVDUAGEDQ,248735.0,Cky14056,4.0,Nhrrycuynzwrluhfhfonkimsyorykkpuiehgwm,1-165-121-1253,4.0,627723.0,Huntsville,F,Ckyaxvcovaohhrkqfeq,46.0,,DKWNU,,391.0,FL
U,S,Gewmzcpfrkfvkmvjmmqoqbz,3.0,Celgene,Qihkceplatekrums,217375.0,VND14057,5.0,Ysldnukmcbxjralvugpwkvlcjfeq,,4.0,1731121.0,St. Louis,,VNDBLSWIVSEMMZCIWCZTGBNV,43.0,United States of America,cbjhvbqxf,,,NH
O,D,Nlxdbgkwlmlxlaeqauth,1.0,Pilgrim's Pride,Gavqelegjnrfjrxdlmjwltwsraqxljudfuuvoocmzhvjbhzndpzifvntqeohxmeufivlkzajpxod,464982.0,oph14058,4.0,Ireetvjtkixyfjzriuoxxnsoxvjalpcvmnshxhoqmmensfqshdwgwscxoytcdvfqtvilzbwpebnf,,8.0,2684036.0,Manchester,M,ophbcikxuflpoyhcacjj,64.0,United States of America,Ppijnie,,598.0,ID
O,S,VYXJLKKFQZTW,1.0,Wesco International,Zbvxqvvlaaamlzocpbmdmvdmsgbwh,181562.0,Fwu14059,2.0,Ytmuzvwrrkhmlogqkvlsfotiyrrtqguqspqmgjbmuclsrwoofbdscngvapqgkwglpd,1-964-404-5864,9.0,2175391.0,Mesa,f,Fwuqnu,91.0,United States of America,cvvfgndplcxh,F,435.0,VA
O,M,Qdigelmzsybmnayvheyc,4.0,Manpower,,311648.0,WYU14060,4.0,EDAMJNPJZX,1-767-193-2118,3.0,1648694.0,Ann Arbor,,WYUIRWOPDFGVSOHMRNILJOO,43.0,United States of America,ZXEDHWDKTHA,,551.0,MS
