PostalCode,NetWorth,CreditRating,Gender,AddressLine2,Income,State,Age,Employer,MaritalStatus,MiddleInitial,LastName,OwnOrRentFlag,FirstName,City,NumberCreditCards,Country,AgencyID,NumberCars,NumberChildren,Phone,AddressLine1
Aodictbcdixm,1769414.0,398.0,m,Bzcgyxslcvxorztwbqhhyztlq,245705.0,Saskatchewan,87.0,Vought Aircraft Industries,W,V,dqxnz,R,Glbhxmidvl,Norfolk,2.0,United States of America,dqx13068,0.0,1.0,1-314-714-8271,Yagwlfoptdgxbxysjakcjmulkrmujaxvwexsaqsenpwbzp
uruffbyut,,795.0,m,gxanrwzkevxkrragvlrttcifleygcmjscupcltorohjipchphiwqgbrvpybcukgmelmia,110788.0,WY,91.0,Computer Sciences,M,,Umlaryzidpuciltautttnyjkmw,O,Kcwbwtbyarhbkivpunobqioehu,Kansas City,7.0,United States of America,Uml13069,1.0,4.0,1-027-216-6316,ZJKCYJGWRWDSADMYSAKZZNLQEH
Qnluhnzou,3749884.0,415.0,,Ahhdiwzrnxbpspjpaqbgpfggxhowiwzxcdjentcqxpfueefwznyfmvydmvvhvwfsvcpwarppykg,380346.0,Newfoundland,45.0,Silgan Holdings,S,,Adfjvebtwztstpa,O,Dbolhvxsllfouhununvprafnwmgz,Norfolk,9.0,United States of America,Adf13070,1.0,2.0,1-668-389-1249,WNOIHEXXNHSDRGJODOHUUHHUHXJNGCCKOXJZFTWQVWOHCHWPENURXNCGFGIJMNKMCADNDNTABAZT
xfefblhclih,455684.0,511.0,,Nzjgblpyuudvkaejsnflseanvcoyrrwrcut,196352.0,KS,26.0,American Financial Group,M,,zkjduin,O,Bivkbwhhu,Augusta,0.0,Canada,zkj13071,2.0,4.0,1-843-136-8802,
Rkwabirm,1412033.0,,f,UORBARZEVBOUGTE,33793.0,DE,28.0,Shaw Group,U,v,Hrmoepzgyfaui,,Wnpoqbmvwxighmamgshltu,Santa Fe,1.0,United States of America,Hrm13072,2.0,5.0,1-137-797-6783,MGZBBTPZUDZROPHGPFDGGLLVWJYUMWWNWTSD
Cvxxy,2287957.0,330.0,,Porbvdologwcampsnrkfncqhnqonwoxeqwrnjrggsybkoncktqdimjcwymfxmgpjkppndklxkkh,47930.0,VT,13.0,Mosaic,M,,YJWJZKTWPSI,O,Gcflqpxea,Oshawa,9.0,United States of America,YJW13073,1.0,3.0,1-903-894-1160,GGIKTGUORKGUKTFCSIEZXECYJKSSPYTIQ
SINTDN,3483594.0,498.0,,Tnnlgkyvdjnxklrufvbehkedwlnuufsderpcikxgjwpedcrdjfmrsx,334983.0,Saskatchewan,71.0,ServiceMaster,U,,ptpsdggysxtpmqqxgtumth,O,ISTOFUMGDARQKKUTOPNYQWGARIXTU,Gary,6.0,Canada,ptp13074,1.0,4.0,1-851-766-7873,ziulkhwvcmxcqbyhkxpmhsmvqedtkrndrmvlkljuskfauxmiskvoqltcqeijydgcvyzoxpxzgknm
qeaqmlmcli,2388021.0,423.0,F,Tkpbogdewxwlncihtyztzhvziwpnruzwvimyzbnfagjbttqqdzfsnrwykprwxertjn,217235.0,New Brunswick,43.0,NRG Energy,S,,Vauuyydjbkvebqt,O,Fpistrzpmlsyoanqat,San Francisco,0.0,United States of America,Vau13075,0.0,2.0,1-949-156-2414,Hvamfhbpombmxrmpopmsophrzqeopajwlbiybzodicgwgznpul
xuzzwyotjxh,2779340.0,568.0,,Ldbjwmehlpkwbdqvqxpifcon,49933.0,IL,97.0,MSC Industrial Direct,M,,NQYRNZA,R,Iguyuhsxgewwjbefncoemcf,Austin,3.0,United States of America,NQY13076,2.0,3.0,1-521-735-1482,Zqzxivkqenleewytfylsbornvpxdo
Gdfrolvhsd,842233.0,798.0,f,Uiqgankxxrxwstsupffph,246551.0,ND,99.0,StanCorp Financial,M,B,szwtblrxlsexmqqrhrolkp,R,HGLUDKEOLEBGKNGO,Grand Prairie,6.0,United States of America,szw13077,2.0,5.0,1-459-808-0129,Exerurufrq
vihukdnyez,2096565.0,477.0,m,Ijmrbuxllinngfepwbeofocivdvrmtedclhiqbywvxvkqeejahckumxb,246172.0,CT,75.0,Massey Energy,U,,Kbsabjc,O,Lfibfkbdgsvqothzcmwjkhdkafvws,Detroit,8.0,Canada,Kbs13078,5.0,2.0,,AFOANPTKLNWTVNQWCQCWTJBWEGAAXBSPRPTPLX
rcnoiah,1016911.0,355.0,,uvqxvrzjkzrybgmzjanicekobxan,231834.0,NE,20.0,Alpha Natural Resources,S,,cnxbjeavonxidhy,O,sptkifxienahbfglcmqjxsmyls,Billings,1.0,United States of America,cnx13079,4.0,3.0,1-024-301-9409,Tmcketjmgjlagtidh
OWSXRMEUAY,3995626.0,833.0,,Ejercelcrujgvpxelgadgfwgrnwqbmfcenprstwoxlvohntmpdlucajtbcprqcdxmamwy,318953.0,WI,82.0,Cabela's,M,,BUCTFIVAILDZZX,O,OXYYKHUBNF,Fullerton,8.0,,BUC13080,1.0,,1-153-012-6417,JOCYNH
wxqlj,3240594.0,519.0,,Vrotgcwuukjsvedovuwhxihqaxmcjyqhtdjagnoszpnxepuhyo,339643.0,RI,100.0,,S,B,XLIMQCZOYK,O,Monpceammotrnecfhvplkmjra,Missoula,3.0,Canada,XLI13081,0.0,3.0,1-098-313-8618,Atxjgshthlbba
GALYEM,1459473.0,773.0,,OOHRCPKPIWUOAKYNJHTDAZ,269433.0,WY,59.0,Dollar General,M,,ikqqjrvggzjgvcmff,O,Jxwptqtgqswomlxdfraicrkxbukjmi,Rochester,5.0,Canada,ikq13082,0.0,1.0,1-826-497-6148,XNOVUBKBACBRNUDPXYDRZBHOLXYAIJJNDGMVMGTKWMCQVEMPHIDSKWLAVXJRPVVX
Spzitcpeln,1195431.0,533.0,,axtjfo,237336.0,FL,27.0,SPX,M,,TQCPIKYECSVDGQETVRHAKOKGMICXH,,Ktcratoplnenlpdumggkqrabofivda,Boston,7.0,United States of America,TQC13083,1.0,0.0,1-550-429-9828,Bioygpydtmtblajaoxgo
Gwiqmodaf,3508314.0,720.0,m,gnublfjxymnjhfapdbyeqnpfhqbckaowziwknxxfgkiubjggf,365296.0,MN,48.0,Safeway,,d,wvcusxvrpshfmhrcmaepqbirnxf,O,Gbumytenvunvm,Hilo,10.0,United States of America,wvc13084,5.0,1.0,1-837-513-8931,bkbiyugrwmgbyubbdzaxlisaalcxgvvbfrrecjfngmtcjcdylcklcqhwrbuswre
Gptcv,625547.0,586.0,f,Oxfhbutthnbetzetharkahmcbrggoaqmegehtbpjvmyn,180976.0,RI,58.0,TJX,D,,Xgqdc,O,fdkyhpaspsrnsahkwilrgyk,Missoula,1.0,Canada,Xgq13085,3.0,4.0,1-428-903-3749,Cuidrqdxcrkxmhgafznny
Lhftfimw,2364207.0,730.0,m,Aapdvxslpxlzizgoqholyqfwj,305740.0,MS,89.0,Torchmark,S,E,Chiutjyjwgxqciuzri,O,Fylmddvznrnfivbvhkqcsoni,Las Cruces,0.0,United States of America,Chi13086,5.0,0.0,1-616-510-2035,EPWOVGAGNKSUGXVCEYCOGAS
Vmkch,75051.0,713.0,,Cojwfmfybvfagoe,228048.0,MA,78.0,Northwestern Mutual,M,y,Kbhxofpvvgs,O,XVQMYLGKLWKOGHWYMOQHVTLEAPA,El Monte,9.0,United States of America,Kbh13087,0.0,5.0,1-262-895-4572,SZGCEPSXGSHWCBJOGSBKSAMAFAATSKKITSUHOWDDSHUEUZUZVPXORZVNEHQBTZUFQNQ
Jdqpj,790811.0,339.0,,Teimpggripqpvbesbgwapngpgxkguamlrsdsu,156909.0,Saskatchewan,91.0,Complete Production Services,S,G,SFWFKWWMR,,imqkqpfntfabmamouwscofklrkwsqi,Santa Clara,10.0,Canada,SFW13088,4.0,1.0,1-578-758-7307,BVWJNMISKRXEDCBFDDUAUJRDGQCJBOPIHKKWAJMYSDDWTIPAUZSAWKAXJGBFIQCJF
QXBKZ,842874.0,683.0,,Cgwknnedzhmiorffqmytivpfrctlemthwxkjbxxllpnflwylexkxuwcjzhdcoustcfaxzop,253497.0,OK,42.0,Occidental Petroleum,M,U,pyjcgsvykzbqcqengkih,O,Csxdmcielbcqewcdxwjnqgkbfw,Boston,8.0,United States of America,pyj13089,0.0,1.0,1-069-087-5381,Dgsbgmdsahaaszpnipgyeuqlkkxuoiaghcbuqfjzknuojldrmmlkssxdmzhlnwgxzgd
zvraiskk,2502826.0,480.0,,Gdjjyqpozklyqitwabdfxkihva,61895.0,AK,22.0,Boise Cascade Holdings,M,f,ZCBGCH,O,nhujjmpjthnbziyfppgiatdcjlgmtj,Charleston,4.0,United States of America,ZCB13090,5.0,2.0,1-098-717-1024,Fynvteuxkfj
EIMLKBCMVVG,3586355.0,564.0,,Uvkpshutpusezfx,12007.0,MA,68.0,Piedmont Natural Gas,S,,omkapw,O,Kdwubwlwheariqflukpurci,Lakewood,5.0,United States of America,omk13091,0.0,5.0,1-919-242-9439,Fsrebnqlslkyiuodwgccchntkjvkadrtjkfpugslgwfqxkudzhhjdhyhbikwiz
jwopfbtwjees,2450358.0,358.0,,Anvydzwdcbevotumhxvgncvcatzmoinvlzfiiewwylxkwmgulxojt,54640.0,NH,14.0,UAL,,W,Gjtbynskkpwcgzjt,O,ggnpm,Ann Arbor,2.0,United States of America,Gjt13092,5.0,4.0,1-956-300-9007,QJGSXXGLJSSCGSAEIDBPRHVN
xichkmt,819452.0,499.0,,Nilnlhbwhuwdopdrim,22488.0,WY,53.0,Chiquita Brands International,W,S,Mwvqckauispmfjwvkdieegzorvn,U,Vobusryqcum,Kansas City,4.0,United States of America,Mwv13093,2.0,4.0,1-800-188-8412,DOEKHUWMQAQRLEXCSVACIWBCXRKPQKGAANMIJAUCMHWAEMZME
Inljgxfnsm,2158876.0,739.0,,HSSSMVNVBDZAZYSBOOHHCUFBQFZDUBBCFAYVKWONC,96010.0,NY,22.0,Southwest Airlines,U,,DGGCGXHQWPKMHIXAS,O,thokdjvq,Lancaster,10.0,United States of America,DGG13094,4.0,,1-264-508-2094,Lnslxomzrwtfdkfxsfcqytlmsnjvujjkczncxninzqtndyhmmglftvj
Krojmmmwp,3908761.0,841.0,,gkrizcyyywbowxmrdbumohphyahgefvocmjflbstvrscvvzsuxojiobsrnx,310759.0,OR,61.0,Intuit,M,w,Tbxrrfuvhlqmwofmlmrqlvtzm,O,GCMCVZMRKTWZZCKUPXAJOBHMYIHHLI,Missoula,3.0,Canada,Tbx13095,4.0,5.0,1-219-117-5969,uxntbfnqcrbnedcxlfnfvuclgcpevwxjwrocedvkqfaebfhsnxg
Gmlnvwedhgaa,1024279.0,784.0,,ZBNUVSRBXWPEJADCCHQYGWHAQKUERGZRBSKQWOBBAEHDFYPIHVZUHOBPOZKHSFLRNMKDRQRWX,204255.0,MN,1.0,Zale,D,,Hiwbdiepsqnnczorrtwu,U,tyvzueedsxzoxhuwljwozckqtwiyoj,Garland,10.0,United States of America,Hiw13096,3.0,2.0,1-567-861-5876,Cfzraretwbl
QQTPCUWDTNBX,2151305.0,462.0,m,Vbqfsrlbtb,85348.0,Alberta,53.0,,M,B,Fmcstigjmvsmrolxt,O,Ezibkeyxpriorieceyiinfmrrug,Eugene,6.0,United States of America,Fmc13097,3.0,3.0,1-457-961-9694,
FXFAMBO,1320516.0,592.0,M,Reatvonyfkmeikss,268724.0,HI,2.0,General Mills,S,,nmhvxqn,R,Uajqvsljdrnuofxbipgdre,St. Johns,3.0,United States of America,nmh13098,3.0,2.0,1-158-536-1718,LAXYXOPLXEQVGDVUMUGFXXPXJPTGOSVXUCIGXPFRMYELQHNMLTUUAXKKNCGMPCQDLGZ
bugafnwf,1325486.0,569.0,,Qftbnexusfsolnrbqjxdsytvgfkiloe,446922.0,MA,8.0,LandAmerica Financial Group,S,r,flnyuutznfxynlgidcjwgsvano,O,NAWINESSMBLZUAFTNPYYTLKJCFLVA,Glendale,8.0,United States of America,fln13099,4.0,4.0,1-185-276-3728,zeeuuoytgevkhyvcnmrcljkhwgwrvhralblvlolyafdrvrdcqexejdsrcecmetq
Fxjuiranr,3421728.0,,,Seouzmqwrtkngowpkbvgeiywrosufihky,132347.0,Nova Scotia,14.0,WABCO Holdings,U,,Vpaqbqacigtksfmtdobluj,,IVRBDJXQMIP,Grand Rapids,6.0,United States of America,Vpa13100,3.0,1.0,1-574-756-2507,Rrnbaarsnsejynjxewnumrwditrfzfhsggkinfhykupqslsfygmzvupvrkvedajrnol
FJYVPECZJU,1086180.0,550.0,m,UGQMITQOIOBAHOEWH,381800.0,NM,43.0,Roper Industries,S,,Dgzshtxrynqavzhhq,O,Latsptkqqlgtfsygqwlxufssjfiub,Santa Clarita,6.0,United States of America,Dgz13101,3.0,1.0,1-666-824-5884,Pxpoaxuzyic
vsipg,3085840.0,504.0,,,437349.0,TN,96.0,Celgene,M,,Sqvznlygeiduwnwdtafovfgse,O,Xatzojaj,Stamford,1.0,United States of America,Sqv13102,3.0,1.0,1-289-258-2044,RVGGEIJNMDSGFKJAJKSKEVZ
IEKFN,2624408.0,653.0,f,rdlvmqcosihtaddzmcfemmlsgtwbjjvuftauuyengudifxigpugofgafuowyimlbrzr,36733.0,NC,51.0,United Parcel Service,W,I,XUDSJKVVLFM,O,Xiycksaxcefeiwjlkxwbhbpkoxnlq,Pasadena,9.0,United States of America,XUD13103,4.0,,1-926-123-2555,GJUULOGMGLJUUNSG
Mtgri,2147284.0,671.0,,ZSQIRIJLABUWBJYJJ,161023.0,Ontario,51.0,Berry Plastics,S,x,LICSQKMOZTPQUUQTMZRZU,O,OHFZLEH,Wichita,2.0,United States of America,LIC13104,4.0,0.0,,vpqntwpikxsdf
verefw,,522.0,M,,126244.0,Alberta,57.0,Sears Holdings,W,,Sowatpfhrsewgrf,O,Tmgprlwkpjjhmkozdhdkekks,San Diego,0.0,United States of America,Sow13105,,3.0,1-556-282-2154,Mqvncosppckganffbnckvpknuliadjlmrhcqaqjjjqx
Gsikv,2599270.0,708.0,m,Lrsnipiztv,322346.0,NV,84.0,,W,l,zjujcaqwnffmjzgzzjjbzdfavxlbi,O,gndxhaimfouyg,Huntington,8.0,,zju13106,3.0,1.0,1-006-901-5189,Qyjefrqpjrippynjixcxmminrnzsvlbcikaldzj
HKDIHTRQ,2923375.0,609.0,,Crqcovdqw,334466.0,Saskatchewan,,Berkshire Hathaway,M,,BQQPKTKTXOTHEDFPHDLIZWPO,O,Pcwndeidwykbei,Seattle,7.0,Canada,BQQ13107,1.0,3.0,1-881-108-9509,sdierguaiktrmgtmkgljmphsvujdvy
XEPDHMD,170905.0,850.0,,Klpwnghsyxgdcptinmlanimjtxutgmfsnjeobvbcsgarmy,158768.0,Nova Scotia,83.0,Office Depot,M,,DLKOLP,O,YSUYAFIVAIUOJJRBDQIRUQHSL,Portland,9.0,United States of America,DLK13108,1.0,4.0,1-519-158-7166,Bkqyydxcdommhwh
Isdjjburdcpx,2363269.0,711.0,,sbhacgnjyxhglcljaqvariaefvvsjpxsckkticjbbceuiumlebazrvpbhscfq,,British Columbia,,Beckman Coulter,,,dalmnfofoqqwsv,O,FGSLNQF,Fort Lauderdale,0.0,United States of America,dal13109,5.0,2.0,1-774-122-8748,modjtrpimibebczjxmvnzkpfygyce
Ijefpji,646496.0,,M,Nxscutddjuiugpduiubzcczorpgetjcfobniolqdflsqrnriqbonx,203500.0,New Brunswick,21.0,CUNA Mutual Group,U,,YIWEHFCDFSWARAQDQKBSSCCWKQE,O,Ihpzrebtwfflxpyxx,Providence,1.0,,YIW13110,2.0,4.0,1-312-901-9996,Xxjbeiastumkgupnxprafkuquzcniqqfufncvtuvnqdmkqahbubzljoolqkzpllaycjtrcjqlxiadwo
epggilorwfs,2384876.0,836.0,F,Diwpyhupj,130126.0,NJ,87.0,eBay,S,F,NDIPXER,U,RJNUHCWESIGXX,Fort Lauderdale,6.0,United States of America,NDI13111,3.0,5.0,1-981-810-0696,RVIOVBMNTZTVPREXSDQUCABDXLFFPYGXGEAYULSXRHZDZCIEAPXUXASJXVFYQJJWUSIKUMJMP
PHHKJHSX,2363115.0,800.0,m,RJRMGJRWJGXRWYWWGGXRDLDHAXFQUIEMHNJSVUGEQPAVAIYWEYORMWOLNOERHALNDNXUEJQ,475897.0,WA,84.0,Liberty Global,S,k,RTHRYDBSXWQCW,O,ttxpatnxwbjmkgwsxzyikzhhsnet,Sherbrooke,5.0,United States of America,RTH13112,5.0,0.0,1-793-082-4444,Yuluxccfhjostxwenyplomnsawwtsndsalgrpznwnpeyrbrmjbxajtanjjlf
XCUFQUSO,1041242.0,780.0,f,ozjabo,482595.0,MI,29.0,Albemarle,W,,qtibhyhqnlj,U,Jnkgplmmrjkkcuhem,Kitchener,9.0,United States of America,qti13113,3.0,1.0,1-223-713-5758,SWEHWGXCBKALKXIHOPQULLDIDMTXZMLFRMJQQAYLFZSNGSMGUDCQJKDLVUIAEYRYXFMTJONZTDDIEFMK
Gdmpflajzz,1065392.0,487.0,,Irzmqphjqbmwsfldfkjzdrxuvlvnakwlkgosgw,,ND,56.0,Wesco International,M,x,Pzgtwddmkygbobfssflfoa,O,MKRKFCV,Eugene,7.0,United States of America,Pzg13114,0.0,5.0,1-437-830-0812,crnvupfcxewkdlu
Vscjh,3734167.0,795.0,,RMKGHQJHMQIJZTOBTBOXEDDDUXRBNYJOPNUBVYOLWKTPDY,271021.0,AR,33.0,Viacom,W,N,Ozssupjxn,O,XRKALGYKFTASSHYBCQPYAUQV,Garland,1.0,United States of America,Ozs13115,0.0,,1-678-029-6324,Beufhrkvxrqzbepxiqdrcxmmjmwxzurdvptteldlyztevuhdqiocgv
,290850.0,805.0,f,Paxzzbvrjdmwiqkuiilshnwebjixrqyrtbvlhtxpaxccmzndbpsiicuvqxosrlwsgdhctkk,282938.0,MO,56.0,Thomas & Betts,M,R,Bgbjnwv,O,Wppjlmxsfxolgpyeupuuse,Tampa,0.0,United States of America,Bgb13116,4.0,3.0,1-531-525-8711,hzbipynghylbkfaqfckefbkopxhjilbscnuocvdyjlxmettzpkfkzhyixzgnqgsbkrkgzuigr
exogipeve,3596389.0,354.0,,Qjbfdfesasqezielrdrxfwumkvqelfaoifqjyxfwuxjlt,412157.0,AK,34.0,Ruddick,M,P,Xrzgnauegdgizcmarijlyj,O,pfkhbqljdestvl,Bellevue,10.0,United States of America,Xrz13117,2.0,4.0,1-956-009-1986,
VLRPBMYPY,533681.0,,,JLZVYPVBKJQKHGPGIUDXHORAHIELJMYGNHBDIRMHIUOBMPNJRQTFCHE,419890.0,OH,,Jones Apparel Group,W,f,URZFRQTNEFYCTKFL,O,KEVFQDZAHWSGQKNYCSN,Little Rock,4.0,United States of America,URZ13118,0.0,5.0,1-422-156-2379,lqrrbvqboq
vdxgbjpsn,1306302.0,,,NCAODPYYYISDBKBQJFGYTMJAWMJWCQHVLVZABRSUUUQXHKRZFNSBOUJCQRBILFUPNFADBNNLJNNJ,46657.0,MT,40.0,,M,i,Yfjtjuzilqlheaw,O,QLDAKCQGI,Memphis,5.0,United States of America,Yfj13119,3.0,2.0,1-620-827-7075,CRBQOZARKAMSOPOQAGOKRMLXOPFYFCSEKBWFNIBTTIAFCBTHUCKHKCFDHZDNOUHOIVTOUALDXVCHLAIV
Btjnyc,3213375.0,542.0,f,Iqattjdjhtnexuxwinlmzllpkiufyuvuehibpmjvrocluwsmbsrkjwqlxb,463217.0,CT,80.0,American Eagle Outfitters,U,,Yuonqhd,O,Bggkvfk,Eugene,3.0,,Yuo13120,2.0,1.0,1-028-857-9062,yegmniiskvwbnrifuwkuotq
ZTAMJAERPER,259743.0,678.0,,adhgspbnbxnnocawwwnbdcuppbdfaiafrjppqhenyhlwvltrubivjpqofepodtebwpmgkyljqzmqydsw,494434.0,NJ,6.0,Crown Holdings,U,q,Eymchnebrkisttohjacykqjnksg,O,ipjvptkaxyb,Lafayette,7.0,United States of America,Eym13121,1.0,0.0,1-525-237-5590,Chqhitqgppphrfskqsvjdxspvpswvcgydcmvanysfwffhxogaiyhzqbzvdl
FIWCCLW,2762521.0,585.0,m,hnsjnnvr,491390.0,CT,39.0,VWR Funding,M,,Vtursq,O,Icbxozdjlnvobjqefmhbyqwbaqfhqq,Tucson,9.0,Canada,Vtu13122,4.0,1.0,1-523-901-3038,dzfmlnsvjubuouledijblymwanlymtgqlwdfhbtucxiwzgzkpoknnf
Cdklggn,1942477.0,334.0,,Wwqvduivcpvwjfocpokfwscdobe,114881.0,Nova Scotia,60.0,OfficeMax,D,,Cinkntroevcbof,O,Qkwxxox,Mobile,8.0,United States of America,Cin13123,1.0,3.0,1-887-242-6878,Tobsetnkdlndcque
Zxhrkldkapn,3781417.0,456.0,,Nsjzvbiaadlxrdrhvzvnxbrhckaqyhiidkyopcllcsgl,204827.0,Quebec,3.0,Andersons,S,,BONYCZCC,R,ODLPTNDHCPVDLSNJPP,Quebec,8.0,United States of America,BON13124,3.0,5.0,1-481-605-8228,OLNMSNQKLBLFPMCNOTCJAYKILZJTVPGUADYVIWWFAQXCJWZCWRRPRRFCOVGKOCZSWFCUAHZHBD
Ywgwcgenny,1973098.0,765.0,,,318382.0,MN,2.0,FMC Technologies,M,O,TWFZSHANLAMQTQQOMEUYVZFOIYHTMF,U,Obnjy,Albuquerque,5.0,United States of America,TWF13125,0.0,3.0,1-692-897-5618,Rdecvyuembbxfzfxajrnifihwfzmxjttlvpxavchtsxlxdyoofbrubedmlacrlfsvzqzkt
Tczqhejslqh,1030533.0,446.0,F,Pttxizscscmgpeyvawclmllionxfowdglojhtkznmotizutjvvopdsthzjhlwboqseobutfkxpp,209784.0,CT,82.0,Flowserve,M,,Ezjxkctpdsdnimdvsrsahjx,R,Zmsmtgom,Durham,6.0,United States of America,Ezj13126,5.0,3.0,1-420-879-9973,lusowzyanrvjqnumqqnifywefnzphkxawbeia
Ucfpwoqey,1842497.0,847.0,F,Wxzirbhpqbbqevfdxmdlmilcgdmwjvmgrcbmppdnpnagbagnjvrkzjztksfhgxehnqagjjc,313601.0,MA,88.0,Boeing,W,T,Kbtqnjhlioyyau,,DWYXRYNLUBKQNVOTQEOVNPVRFJB,Pembroke Pines,,United States of America,Kbt13127,4.0,3.0,1-598-145-8262,DSIJNZLXPEXWLXYCQMAKCPAQFDTVOJJUHRVQRIRKJZCQQNEVCHJERVNWHAMCH
Cobxmr,,599.0,m,cqcfmuvhurzywztrwicdlneurhdtcekwhhuiwjtfneuavhe,383764.0,ND,17.0,Pulte Homes,M,,Mzqeqanbgb,O,Jeohd,Tallahassee,4.0,United States of America,Mzq13128,1.0,4.0,1-490-592-1971,pqunmrstxuluffcwahhpyjafewfvzdbluyxkwsxrptplyselurahpalmqmblcgtis
fmidtkhjt,257211.0,486.0,,Orxnroteaafrvacueipybxbmret,347629.0,Prince Edward Island,57.0,Rockwell Collins,W,x,Zgglkivtnvwynmgqiifpavmjq,O,LKRQNHJUBLBH,Brownsville,6.0,United States of America,Zgg13129,3.0,2.0,1-162-488-0641,FAGSVPJOYT
WIFQGIOCI,654456.0,470.0,F,UTMAJZCRKCDHTWBCVSZHTRSXIIDFMDHWEXWBRSDJARJYNICQBXQCGPHX,192828.0,NH,10.0,EMC,M,K,Xijemecnqwshprspbxdrdfq,O,KCOUIZWOWXFIO,Erie,2.0,United States of America,Xij13130,5.0,4.0,1-057-250-6190,ASSJUWEZTBRZZKUBGCVECANOEFJPILPZHQTDCUUWKADSDI
xnrsiodx,2925777.0,379.0,,vkghtcgkdyksniuovpxnxkyporpogaw,248191.0,OR,10.0,Baldor Electric,S,,ajnceedgbdtkqtoxiewwlbrblcisqp,O,fvkvbrvsrbxuvvx,London,2.0,United States of America,ajn13131,0.0,5.0,1-396-420-2217,RSQVPUADGQQQLNBGPXCRJRQPMJPLKBMOJOPUVKQPKANJSYMAFOO
Obiyvbkx,,457.0,,Lgpinigrufneojjrqitnnxzqtmufjgm,24226.0,IN,4.0,American Express,S,,Hhjkbxsjkgohxopcrhuxnqa,U,Mkgzoms,Orange,9.0,United States of America,Hhj13132,,5.0,1-184-865-3535,anbtppootkggrhwodpsxbffsrbfa
tqmgwu,1787227.0,400.0,,Evgeljmcvvghprvozjdazjcozd,324013.0,MN,98.0,Leap Wireless International,M,,llgjbr,O,WGBTNDPLPGZE,Concord,0.0,United States of America,llg13133,5.0,4.0,1-830-869-5311,Cervqzutcaftjwoygnvaalrqjtlhabvcleoqsahshydoea
woxcu,1371251.0,406.0,,CKMNFGGMUUKNQCUCJBQUIOFYJGFRERZFAPMAVBGQRFTHRVVNFMEEH,230529.0,OK,7.0,Anixter International,M,m,ogwperbyeccjvqncqmcryvn,O,Pjqcbhoaudilvqntxwjlldcolv,Pembroke Pines,6.0,Canada,ogw13134,4.0,3.0,1-260-624-4649,Wmesqisnueakggynjkoachuykjobvbrjjvbfepjgqqngdueprayfnb
nrjwxlbd,1945056.0,644.0,,Falhrngrxcdzhzcrzdgqagxzkdrniawwzyimjrgmftpjuly,243394.0,CO,7.0,Vishay Intertechnology,U,W,UTWFWHETMZAXLRLUFQHJHIOCISEHUZ,U,Puaykjdonrzptwpauvnndulpcezbq,Pembroke Pines,,United States of America,UTW13135,1.0,0.0,1-356-261-0014,Ohqbkoojwlyxvkdqnxsgjjdcnxcwztosgyaeugpdwogdtpavjxlwvagaswufnqigbtbjawnku
Uwyqjtasg,2103207.0,528.0,,VJORPFEJTQQCSUXBHHKLOHXGKVQHTPIVJFUOFELSJCYOUCWIAIEFRGPHDBLYXQKJXWOMOQYBGUTHSCI,240458.0,TX,3.0,AmeriCredit,S,,eaxggupgrtyrhunewcxme,O,Zioyul,Tacoma,4.0,United States of America,eax13136,0.0,2.0,1-019-385-5779,dlrkpggmehctdkcirxshmlbmqlpvsaegfzahgieroeavcutsdsgubbxvbvmqiodhixoyfpo
Geubs,3350655.0,740.0,m,CPSDTVZAKNIVWAITVCOWYGPDPPPWWZIMGTFXSXUDPPHBOUMJFBOSKZOC,358935.0,SC,99.0,Domtar,M,D,Xclovjroiqbrbbqc,O,sycptkrfxlzrtipiiuoa,Knoxville,8.0,United States of America,Xcl13137,5.0,2.0,,Gimkzppgqludbdsjjhnjaydipqajykrftgpqfmjfkynppucrbytymjltsqacrmoijyg
mvttbtgimchn,3029047.0,402.0,F,Grxtcqomlxhiluuulmlomdkeyibsksffarsnxvygxrvkmbxvlujdfnklbdzctmzinobggihow,121982.0,WY,47.0,Universal,S,L,qbbqtwitxcqmkpruxov,O,CEVZAGBBNASSUMXNO,Pueblo,6.0,United States of America,qbb13138,1.0,2.0,1-567-681-0421,Pgykmpxytaizkntjqlsbeywvqnnmmmwlibwowxecxmjxkcabyzlltzeqmufaeccdrxrixvtrotcc
TLRFAKW,3923793.0,449.0,,Xexdurdgviurlovqiojrebxxzxqockmbqthfyowttxnowoxxkfdfkd,203081.0,MT,47.0,Lowe's,U,o,Rflwbrptewshqdoit,O,VKLZWSKUVSGA,Overland Park,10.0,United States of America,Rfl13139,4.0,3.0,1-087-946-6370,
Hbxwxwdxw,2714090.0,,M,Obiquhanwetaraqrfxxperwvjtoygkgtksnjdvbpltnqtljds,382956.0,LA,58.0,PepsiCo,M,P,Nckmlfyegp,O,gbvtcbfbpawmuze,Oceanside,5.0,United States of America,Nck13140,1.0,4.0,1-304-389-5816,Hjbeppfnkvnyfchsboricsondjyllwcjwshswrehlnuoyryfnkvqsvlwyscsaizxkpdmtjhprhqtjkd
JJLGVHYGNQ,2293970.0,322.0,m,Esehsvzyopurxe,,SD,42.0,Verso Paper,S,,kgsozqgsebqpnohqpjbsfxuox,O,nbjhozlhrkiejjrhlznj,Tucson,0.0,United States of America,kgs13141,2.0,1.0,1-421-339-3773,gewskmnk
