prospect_mrtlstts,prospect_mplr,prospect_g,prospect_frstnm,prospect_ct,prospect_cntr,prospect_ncm,prospect_ddrssln2,prospect_nmbrcrdtcrds,prospect_wnrrntflg,prospect_ddrssln1,prospect_ntwrth,prospect_crdtrtng,prospect_pstlcd,prospect_gncd,prospect_phn,prospect_lstnm,prospect_mddlntl,prospect_nmbrcrs,prospect_nmbrchldrn,prospect_stt,prospect_gndr
M,World Fuel Services,97.0,Rgloqpbgbqaasmodxpwseztw,Boise,United States of America,143235.0,Ekmyofvicnpwdnjvvbrqruwdsgpgoavsppyiwshlaoeaakiwrkuwxxuwbycuvaypdlqrfoogkxd,1.0,R,smwxjqogjhvjufqmpnw,128206.0,809.0,ZBBSFXH,Lcg12722,1-235-220-2577,Lcgtiinanaouu,,4.0,2.0,AK,M
,Hawaiian Electric Industries,74.0,pfuarefoligsjcmtaghesp,Huntington Beach,,325005.0,Zctyccwsasvlo,2.0,O,Tlwlbtwdtnpwgvrwauxaobsvbesupepouqlaxykgagksdudoaqidl,463510.0,830.0,vtmpxkzbub,VCQ12723,1-683-595-4847,VCQBTSARWQKFF,x,2.0,1.0,DE,g
U,Children's Place Retail Stores,81.0,btfgdko,Billings,United States of America,146854.0,zyehqrcoaiqmvqmbmvjzcqcffbsdflmgsdcsxirsowjvmmlfiznorlff,10.0,O,Jofmpljjcokrdwqffrxozekaoktzeqwvffcgrkxqwrbreqcjwtximhvnztovqiasnsxuegfqvq,1158961.0,624.0,Orsphbxm,WXE12724,1-145-843-1463,WXEDRZDCHXYBU,,2.0,2.0,AK,
W,Administaff,3.0,pmahueafkkbjj,Hamilton,United States of America,70684.0,,4.0,O,Ptgkwjgaujyccapghjizixwtfxihkqupjiiqqfcjxmhdkeqbuovdodtlxjbj,1656178.0,303.0,eneeettxdeka,Kzq12725,1-134-930-0241,Kzqsyqonnn,,3.0,4.0,Manitoba,
S,ConocoPhillips,45.0,OLAWHVUQJBFPPMKDWBKWJV,Paterson,United States of America,71920.0,Sjpccyyarzop,10.0,O,jyknjdieyzucbbjsekwhlqxeqpjkxxuynaldniqtfvrwlfdclpc,2373768.0,337.0,WNDPVNTWPAVF,Bcr12726,1-837-165-1804,Bcrtykao,,1.0,2.0,AL,
M,Kelly Services,,Tbryjtljsq,Fayetteville,United States of America,,,5.0,R,Czboglmtalvwgdjlhrxlwxrkzcn,3672224.0,418.0,Vnigr,MEZ12727,1-341-891-6276,MEZZWEFIPTTER,S,2.0,0.0,OR,
M,Unitrin,,Bnkzsstawvjfwxoekhodnzfmmiaav,San Jose,United States of America,22804.0,MJEBCQDNXHSZWTPGWNWFKELJFXKSJDYTIXRWXXFGZWPOSCFQSMJUUZP,2.0,O,ofdantyim,2519490.0,700.0,Gggncj,jnp12728,1-034-953-2553,jnpbgvqocgtrt,,0.0,3.0,OK,m
D,Union Pacific,3.0,Ykhjkitlavkg,Columbus,United States of America,170476.0,Ebsdnslqswdcjifwnbkquwvldgrkmjvjesekd,5.0,O,MMHOIHYFPBMNJFXQSGAIMDHUDUYOIJEQGVPTAOQIKSBNVDIOSEZIWYGJTCWLSAYNNUU,2409054.0,589.0,WOMWNU,Ehq12729,,Ehqqsmyxkpeknuwuqabefdk,,3.0,4.0,TN,
U,Cliffs Natural Resources,29.0,Covfptmwhgwhidjcrooavgjyffnjj,London,United States of America,443935.0,Ofuoedwogepkqmrdyncknio,5.0,R,EJUHWZSNCELDFOPDBRXXFDNXJHBQGOAQUWRZNPRKLFUEYQVXEZQKORIRRSLTJDENCGKGMQXPFWFWAC,1891394.0,822.0,gxsscwf,Etz12730,1-954-805-8129,Etzkcqajvmlgdaxcavwoliqodakp,Q,4.0,1.0,OR,
S,Chiquita Brands International,,Burdgrrfwy,Waterbury,United States of America,38784.0,Bprhanottszwoud,6.0,O,Bxdcqbwmpzthsgeysrojfkufwhkdbjujfgeadojauxbabdswjdqosmmukkkhlvurhhxjwimykp,1271315.0,327.0,Ehemg,hop12731,1-244-947-8549,hopokgpkqydykpje,X,2.0,3.0,Prince Edward Island,
U,,16.0,qehljlc,Hilo,United States of America,261650.0,Wuwxmd,0.0,R,Hhtzpndhqdqomsknnfzsyuciqxcvcnbzzheytqq,2492456.0,468.0,mkknnnsuxhwh,FOW12732,1-695-380-3765,FOWTMC,N,,5.0,WI,
S,Baxter International,60.0,Wfafvvswtsrdbaefkvcp,El Paso,Canada,27589.0,Zqviqqlaluyaouiaufaqvpcbnscflmiegfnddikpuxfg,8.0,,Wlkjvfhtrklhcfdnpcpasesifahsffyloapgermylmxhtwflgmqmdzpsbusoxdrasiigk,2414960.0,770.0,srpkdcq,Ewc12733,1-495-934-0755,Ewczhkojyckycwrnjvcdz,R,1.0,4.0,MI,F
,Virgin Media,98.0,Xvbjpnprvxtkqxqfv,Halifax,Canada,269140.0,Tubvzcrtehlunxb,6.0,U,Obdjgucejcqbvkqkckcupgpfpndrotvjcmavrmhzh,1962531.0,371.0,Fgffq,DWL12734,1-803-861-2066,DWLEMAODQ,i,5.0,0.0,Saskatchewan,
M,Susser Holdings,28.0,Vqxodvjfju,Calgary,United States of America,68029.0,,8.0,U,fjmknj,1652119.0,467.0,XBAYEWF,Nhl12735,1-006-840-4038,Nhlfdee,D,5.0,3.0,British Columbia,
M,,80.0,Yrucxadpttbnechqqvkmsbyggljtm,Cleveland,United States of America,234504.0,nlcvlsbkuwbamdjkvmmspivpesnysrbkojdiiqjyeaqfksfwfqhmmwqp,9.0,O,Rwuumknmciuxfuqigkievsebclnkbogfwbjnjwihbadasdzsmpoficnudbtjkeuoje,291940.0,652.0,OGFQZTMOPJEG,Bef12736,1-921-513-2121,Befvvofjathkrkwpd,J,2.0,5.0,TX,
M,United Technologies,8.0,tkjvfddcgxgxrucubxalvtrccfuba,Fontana,United States of America,251827.0,RVNUHCEZAZWXQZNBRULNCORYIAAJESSIDGCJNLTKXJNKOWJEAAZOBBYYFOBDHKZLWXPSIVMPNPQP,6.0,O,LPYLPDNVMZVFCFWAZCMLRHCYLBAIYABJFVNWADHPMEIPWO,2109127.0,423.0,Asxtpotdu,Dui12737,1-489-570-1877,Duinql,,0.0,1.0,MD,
M,Juniper Networks,92.0,XTEOHPNJGYDPIUDG,Coral Springs,Canada,324957.0,Geertynxuelnkqhammoiifmwxzvnogahcajotkgbzrxct,3.0,U,KKRSXWFUELIMNNLQTUYLVNKLBHBKDPFDVCNIBPWM,1396116.0,797.0,DZRQMCFDSZV,Wgg12738,1-910-449-9486,Wggawvaxngjsjcvrohdeozkbnppiwb,G,3.0,4.0,NY,M
M,T. Rowe Price,14.0,LCHBSHVIUFJHM,Denver,United States of America,408152.0,MXCOTPSPXOVKBVGLGEQWIEVGTGX,1.0,O,Igwtfvwveapigans,3427264.0,412.0,Yamcnnyqhlhu,CMA12739,1-987-972-3744,CMAXFMTPQMREYLQBFLGDKMPQRERPWP,A,4.0,0.0,NV,
M,Hill-Rom Holdings,12.0,QNGROIJWBLLE,Modesto,Canada,343684.0,tasnlivwfnazcyogalcrxxccbrgxozklwowsbbxktwqmjpsdgwlmmexsqzrqksreefnwidwrdl,6.0,O,Smutkyecmunafxamnjqhcuetsvvukgwffawnxzqzphjrkptyjaadcgbuivdbl,1389496.0,368.0,QQLMZ,Lly12740,1-974-201-5222,Llyscuvnssxokjwtxhvhcggxmo,,1.0,1.0,AK,
S,Atmos Energy,16.0,cldhliizryiuv,Sunnyvale,United States of America,178944.0,PKRGHTMEBAPYJVFFMWQB,2.0,O,Bhipsslnqdmrwehxpwdbqtvkljkrjxqhbrhgfgqeqvrwitcccjryigonvguoqjla,2006655.0,,Toreiwxvxuna,qmd12741,1-981-576-6270,qmdcikvtlbf,,1.0,3.0,ND,
D,Publix Super Markets,45.0,Ibbcaaonfcyqkqdg,Glendale,Canada,453130.0,Pdqenyvelioy,0.0,O,Gtkpacrrshrjczauhgwnoikpbnaiezuc,2842747.0,539.0,VJQRQXTQR,UOC12742,1-954-228-1242,UOCNBX,I,0.0,5.0,CT,
M,Union Pacific,9.0,Kkfwqerauruvvqvjfytaecvnhijy,Jackson,United States of America,255294.0,IKLSKBYPTHBWYDJSGHJZAZLSPHAIKRENOUHMIXCPMKNEOXHEUMNTCVUNIHVRVMHRGPTUI,5.0,O,vxfzeugpgbogynuzfxvkcdsryyqiezgmtiwlrttruqgfrwztbcrvl,3979196.0,,klkaivtmed,wdi12743,1-069-044-3794,wdiezlprrgm,X,4.0,4.0,CA,M
U,Men's Wearhouse,76.0,OFSRITZDP,Grand Prairie,Canada,333377.0,Hmlriqaxckmejiechdyaunmcwdr,9.0,R,ylypbuiqrrmdlevqsarjmvoupcymfkeooamoyykilrhodocihdqdbwuipwuaymqgeydbjcrylqstdia,2976882.0,432.0,Fponcxl,Yuz12744,1-359-043-9483,Yuzvurnhnzdeaepzzlrmulnbwmv,J,2.0,5.0,NC,M
M,CSX,46.0,Fpaqsgjwsbrqpummmficaesejtve,Denver,Canada,207260.0,jvmpuvxvbaxsdb,7.0,O,Rzqpikskrthtkoolwtnixcdzjhbr,1475651.0,,wmstlpt,tze12745,1-216-121-5349,tzeczrfcijbkiokduhkcsfsnn,,,0.0,RI,
S,Mueller Industries,24.0,Kfphjusfbtczdohl,Ontario,,259571.0,mehigcwbxictsfoaydytpwzskeaemwlrixiookhotehobdyaahxycm,5.0,O,Jurtsdpczowdtocv,1667054.0,761.0,aywuqnffipvn,ayo12746,1-198-655-4742,ayosulsuoiaefikdokxdol,t,1.0,3.0,RI,
S,BMC Software,17.0,YNMXZAONNZDYUQRQXLFNPOM,Virginia Beach,United States of America,477142.0,NODWSTGWIVXXXAQPPBLPQZXUOXPCGGAICLQKYBMKGYFTHWWLXMOFZYSMUB,1.0,O,znvgqnzuqjyztomquwbecfrqdxntbuhsxmmtdosmtfkuxxcunopwaxge,3019806.0,,Wgdzbscgt,Bnm12747,1-913-563-2439,Bnmqwfexewigqnwrh,s,4.0,1.0,HI,m
S,Dole Food,63.0,Qaxbnkejhxmhqtlxmknm,Calgary,United States of America,158232.0,Zacjw,8.0,O,Rhdisixwaqziozvwzudfkk,3688877.0,761.0,Nmdcxchhcnl,snt12748,1-310-386-0831,sntjiccudmrcogxn,,1.0,5.0,CT,
M,Dean Foods,0.0,Hrrdtuorr,Augusta,,302008.0,WGKXCJYZSI,3.0,O,lcqbhlouitwtfgqbsnhznmecmwyhgvlphjgvevzpcicmzgntnluoqwnpgklyxhdj,965025.0,480.0,gnvfm,uts12749,1-932-771-2566,utsgquqbadftbjjmhacjdfcniq,L,0.0,3.0,IN,F
U,PSS World Medical,78.0,Iojnwgwbzfhidimszkt,Mount Pearl,United States of America,468591.0,Iatrrylvvezfupvpcayprfqudgwqwvxzjqbjiripnyvniqshqlebstrhydqtbgls,4.0,U,Stcsksoumxgkknxylitwuewoiomhvklolplqoevoejvzm,1963612.0,629.0,Ygsydanx,Wov12750,1-376-193-7039,Woveokphxyjflhrwhsoh,,2.0,1.0,NJ,
S,Zions Bancorp.,95.0,Ugxscyjl,San Bernardino,United States of America,148499.0,Espjxluubajwkdgmkkvgvnbimqikwiubyaic,10.0,O,Mhpsofzalmcwcxwgctnffaihrtnhxglqvjpdctuuwuntbkjavlmegpvldzsxfomvepldhgiwmupri,1363035.0,594.0,SHWXQNVK,DEJ12751,1-006-418-3311,DEJQYMIPAVOTIMTCQQRRRK,,5.0,2.0,British Columbia,
U,Snap-On,19.0,jvnvhlartkwjjqmerbepezxgqskhb,Jersey City,United States of America,233574.0,Vnkwapwcifxzjjklghdwtbavrtxibuecvlydwxmmcidnfwpshwawytmmb,0.0,O,oxwjcndactgamwiglllznmcqwagynnpznofjfthjxwzlehhtkzowtmzwccnjtnuqbsfitfmwnqljhey,2901258.0,,Rvlbgbjt,Bsd12752,,Bsdqqzzfdluxnxbtxy,k,2.0,5.0,PA,
,Bank of America Corp.,36.0,Yxxoatrwjamdigmtik,Elizabeth,United States of America,404865.0,Zjtlnhnkzcnzrfpxwwsmtcphqufvcjralmrtzzkubgmkduhkerjfetcmerwwiakxsyni,0.0,O,Rxedhozkakuvfsmwdjatosqgsyshpulylxtdwxkfguaystub,705059.0,594.0,Cvmhugjhgg,Avp12753,1-164-508-3988,Avparwipgikakfqmpyxgvpaebqn,,0.0,3.0,NJ,m
S,Graham Packaging,93.0,Ixchidhdidaic,Laredo,United States of America,214145.0,UNCYOCGERT,6.0,O,JFQUXLCRGDQVYJBNCVBNWUFRJERL,2791193.0,506.0,Jzkftgx,IDD12754,1-035-779-1091,IDDHRY,,1.0,5.0,Nova Scotia,f
W,Eastman Chemical,52.0,CLEGVNWBRSHWVOVOABX,San Antonio,United States of America,24681.0,,0.0,,pqjairkovicyenlmbcg,3812048.0,729.0,Exlaxjtj,Uwy12755,1-292-221-2035,Uwyqbrjmbdzoibhtvs,,1.0,3.0,WA,
S,Dell,67.0,VTLJFSBMCFFQQYHGAIACY,Vallejo,Canada,330749.0,Sgkdijtawdvhjop,9.0,O,OQMCNJZXBPKEKVNFAHNLRVXWETVUYGYOWRQDYRILBUSESAFPRVZAILEXWQWCGDGFFHGLGEMDTSEQAC,2962749.0,640.0,Pintcvhxfj,Lgm12756,1-208-169-1114,Lgmrxcabwijqjcihbwgfgkolz,h,2.0,3.0,Alberta,F
M,Airtran Holdings,38.0,OGMVKPBYOBPOWFY,New Orleans,,164153.0,jxbeqnqvddospcletuwztiflaqhhletdyvtjnmefksnvomc,5.0,O,Nnhlxqwcwozxgkcs,2495409.0,468.0,gyailemr,Tvx12757,1-435-618-6208,Tvxvsbntvhtrp,L,0.0,2.0,MS,
M,Verso Paper,68.0,SYGDORCOTKZIHYTXFNMECW,Huntington,United States of America,268255.0,axdpejrpihsdfcopnccrjwsqirjelttrlelulsgkquekrgtbpe,8.0,O,xbwtqnrgnhxudklqboeyjljairusinkjlqnryodfpogxqdejkczgnqteopmacg,2326724.0,471.0,Bxbcez,xgt12758,1-716-634-5947,xgtnzsej,,2.0,2.0,TN,F
U,Moog,29.0,Nyprsqcmdpvtwrdnygjlggsa,Raleigh,Canada,280171.0,zeuuhgheevbfhygsapkitcsdipntebnght,9.0,O,FFALANTDATJIRFDPFIIOJRSAXAWIJVHAWKJLTSGAOVQFNTXOYQHRUSY,2376817.0,565.0,Zsqejmgkmvjr,Qbk12759,1-543-756-1895,Qbkexf,I,1.0,4.0,ME,
M,Complete Production Services,77.0,Gyitg,Mesquite,United States of America,458654.0,apucpymiwsopltyvguysdvqunbdirsijwkqduwq,5.0,O,Hwwcjaqiibbohcdoljpzvgeneppwadutfdehouxpevzrgc,3586237.0,670.0,tttvebfnbo,ZQT12760,1-209-813-9558,ZQTKRIOSMHDMEVFWTMIIZP,,2.0,4.0,Newfoundland,f
M,Eastman Chemical,57.0,Otzcevervjmx,Oceanside,Canada,267700.0,fdmxzvqbfyzhpcknkbsaslhujhbtvhzhbvtnubevzgfupwqhmyzoddf,6.0,,Uzqqqeekvtic,2982659.0,705.0,gbelcoicug,LFK12761,1-668-654-9009,LFKXBYQOVSNJHHCNQWJCRUXXDKYAB,,3.0,3.0,Nova Scotia,
S,Ingram Micro,2.0,Zzphros,Omaha,Canada,209935.0,Jplkmxicynvykglgzctnczhmvehxikqnzbpahasqssthxxltps,10.0,O,Osbgwzxrn,1636130.0,499.0,Pfzodhuq,tqn12762,1-177-983-9264,tqntscfchcakmekow,,4.0,1.0,KY,
S,Rowan Cos.,14.0,MICKKMMUMMMWTUEOTDXSDVCZPWFHGR,Escondido,United States of America,154622.0,Gmuuejqpxliitqfxwsdouyhjirbqnxoovpaouyswfg,9.0,O,Wfulgbbjhkmxxxcegpmkfhfudjhjrnnlemvbuzlc,1832841.0,557.0,Ozbrv,Coh12763,1-613-095-0102,Cohcrxazgu,,0.0,2.0,Newfoundland,
S,,70.0,Dsanlvrzkctcsekvwrad,Winnipeg,United States of America,227526.0,duzhtzsfjhrtqpqglgvpqwxcfrbxtlwneqjxmcttznblpryuirvrgjezvbtbbucwofv,1.0,R,lhnltereuehhprlnjwmprwaeaspwdmhmxgzgktxtabuvhje,225911.0,556.0,,CXG12764,1-821-587-5082,CXGUSOWUHAVKWUTWEMLKIVQAQEXGWS,,4.0,5.0,AL,F
D,Brinker International,,Mkplmvpixduynufditjhau,Ottawa,United States of America,248490.0,Yevvarjxrfnilrhggabksfmrocxsldxqoitovjdybmkecaozmxlqqgudanyuxllk,,R,,735034.0,807.0,iqxzh,Ayl12765,1-209-511-6391,Aylpj,,1.0,2.0,Quebec,f
W,Solutia,41.0,JWEDZJOEIFIDQTQ,Escondido,United States of America,250533.0,dxktvphdmqurspdqyarbqpg,4.0,O,QUKTUOKCBFYHEXPBGPNDMINXQVNVZFNGWKSBECENJRIJUCICUWTSFVNWILTLJVNTAXIWSAI,2233050.0,796.0,Eeonvr,DGO12766,1-369-310-4013,DGOPZCSKEEPVRJDHXAGDUR,,3.0,,OR,
M,RadioShack,35.0,Ztzllrziwscuppvyzwfmwbyz,Fort Lauderdale,United States of America,322757.0,Vdmdq,9.0,O,,1655028.0,303.0,Wncqamsoyjz,WVC12767,1-613-835-4312,WVCUMWEXMCSTTAJGI,z,2.0,1.0,Alberta,m
S,Fastenal,56.0,Tjkmsusgudupuqz,Santa Clarita,United States of America,36959.0,sfuauiwucvyipqzvlylalkheumaqkrbqowydr,4.0,R,QPARQRDBOMTNEWADIFEOJNQNXIRCTMEJEGAYSXQZRVHELKSNATTVGA,1898862.0,341.0,Oiwtbhdqb,KDB12768,1-493-632-6618,KDBDCGDQB,,0.0,5.0,AK,
M,Duane Reade Holdings,36.0,gflirskkctl,Salinas,United States of America,,jkpxfwolagcvbanffykyjhdmfompvkjhodldxb,5.0,R,Nkqfuheznfyhddrzzijatxnmcbfdqgihbmicwno,277576.0,688.0,Gsstgydplonv,AOR12769,1-402-483-7811,AORYYFWLNWIRPZ,a,2.0,1.0,NM,f
U,,82.0,Mssccgnczpvq,Windsor,United States of America,427664.0,Mcjhkwqbnbtl,1.0,O,Pwfujsevwchezgqunzesh,1813911.0,512.0,jrxqvvs,Uve12770,1-442-268-7194,Uvejigaoeclmpde,a,2.0,4.0,KS,f
,Darden Restaurants,79.0,AVKSGPT,Ann Arbor,United States of America,466745.0,Oaggnlckpcgmciyoopqsezphrbntmobtcrjwredc,0.0,O,yzottfivuzilhvgsvfaciv,2731708.0,578.0,Abalmfy,ZQB12771,1-616-719-0774,ZQBNBK,,4.0,2.0,DC,
M,Cognizant Technology Solutions,98.0,qlgdoaccz,Long Beach,United States of America,479844.0,Sanwksylqtekayhepegwhpxpqzumslbxpuq,4.0,O,odvdustmfikndbkzyvyqigyromnibngsencu,1614600.0,333.0,WLOIJOMSD,qic12772,1-278-623-3360,qicuqo,B,3.0,1.0,PA,
U,,33.0,Wpdtbjpoiyskmxpvipofoqyjakncjn,Escondido,United States of America,303821.0,kbnqqtwedfjgrnywwlhshwhrftm,5.0,O,NXOFGUFQYSISMKGYXZY,2932536.0,612.0,Inwpiwwv,SLM12773,1-290-786-2222,SLMKDAKE,C,,5.0,Prince Edward Island,
S,Family Insurance Group,39.0,Xcdynwcgthqcabqeqpvfiuypl,Mesquite,United States of America,425556.0,Kjcrofbqbxbfddffffhumawjvbxrygdjabssyxwjtvr,3.0,O,XDKHLKTNHQPWRBJMCFNPSMUJTENFRRPTKVSFUZLLF,340111.0,562.0,Gpkzewe,BVK12774,1-683-878-2530,BVKTYWHSMGXPGSKS,t,0.0,0.0,FL,M
M,Micron Technology,87.0,ajugjrckrl,Columbus,Canada,124447.0,umpazwflxjbhzctwchhldnymxxpmanggevfxnwcfjqogctbweanzpmjltn,7.0,O,Sgssicfrnziwxbjqcxphewfqpkxzvtawgflnzjuxpptlqcybqutvgrbibwokpezdazezwtujw,2069640.0,733.0,MWOEKYGACE,TSS12775,1-722-895-6426,TSSUMYFHA,J,2.0,4.0,British Columbia,
S,Boise,,kdavfndsc,Detroit,United States of America,,LFNJIKYACBSGTVTGUWFPCTSQGSHNN,8.0,U,YOHZBWVXBWXDDEVJMEPXWWBLQKJXXQ,2902304.0,684.0,WESRXOVHCVEJ,Izp12776,1-835-130-7813,Izpgn,,0.0,4.0,Ontario,M
S,Cracker Barrel Old Country,99.0,GLPATWVVVUTGSTMHASLXMYB,Tallahassee,United States of America,41396.0,aulsxiqjvwtevnfnot,10.0,O,KJLGHZHL,2348577.0,306.0,VIRQXWLX,Hnk12777,1-666-832-7147,Hnkdjmxtzfjwmegatyyhvdzrqcrgj,,5.0,3.0,OH,f
U,Verso Paper,98.0,wxqbmyv,Santa Ana,United States of America,18611.0,acoop,1.0,U,Xkwmb,2768481.0,307.0,Yzdziwbgkx,ezn12778,1-445-710-0394,eznglxduttemusmelvksp,A,3.0,3.0,IA,F
M,Sovereign Bancorp,,BISBOFEAZCPGZWSVGW,Lewiston,United States of America,230345.0,ZIOYQ,10.0,O,SAWFONENHSCOONDVPRDBSTMQAOPPTWLKSIHFNNPFHJYRXWQ,3416147.0,500.0,vkrdywzhu,AQP12779,1-188-419-4234,AQPYPZAATXRWOAQDG,,0.0,2.0,ID,
S,Thermo Fisher Scientific,31.0,Gdcmzkjmwqwalekhflgpwrwaj,Tacoma,,194995.0,ISAFEPFCHOJCWWASAIRVDZGMKLKPBLYMDBGIICMFLSXAW,9.0,O,Sdnqvxjraktvcfsuqkjggldrdilukknlitpncwznrfanst,2178505.0,314.0,Wlvhwm,bjo12780,1-496-715-5710,bjozixpty,,0.0,0.0,MO,
W,Raymond James Financial,86.0,ipqnosmo,Wilmington,United States of America,57767.0,Rxdnlegskgvjdtpgucuadycgheoerpusuzwhewohanjbmmssllliknqurnijqsqroprjqcjjjjwkvve,8.0,O,Lmahhhkcloqmiquinxymtuoscwzpbwfhlnhoyhbldqozwjlsfpviiujnowqanxnytshhezggavaad,2714350.0,723.0,Btkvmfofyn,Kbu12781,1-594-317-5227,Kbuxjq,n,0.0,4.0,UT,
U,Cephalon,22.0,Bblqspnfvqlqjilh,Virginia Beach,United States of America,282775.0,ipqlsgqknfqflhyqisqpclvkoavyzehbqrvsnisfzqsoebggdrslsqzq,7.0,O,Gkyauiswljucxsshyupastpatazexqewojihcqgbacstlokvqdtkt,1075163.0,379.0,Emgvhkugip,Tck12782,1-341-056-4412,Tcklwykdai,X,3.0,0.0,KY,F
D,Merck,48.0,Oxnrromgkhcwj,Kitchener,Canada,106492.0,Dczicnoxamxlnaolvgwwn,5.0,R,Kzqhmnurnfdaencwefpcjhgpvzcnzvbqkhlr,3337628.0,507.0,ivzbpq,tff12783,1-353-500-1708,tffhjjwtwcrd,j,1.0,2.0,Prince Edward Island,f
D,Genworth Financial,40.0,Tirxinnvanttgjz,Independence,United States of America,417140.0,UFKSSPETGOJBXYRRVUZRYCRZZURJV,0.0,O,efedxrfrjatwux,3377688.0,709.0,Owpzebfpifku,Vmj12784,1-680-600-9909,Vmjubnktwpfggwqvqyekew,,2.0,2.0,AL,F
W,Apache,96.0,amdbpabyghknkpfxrrogi,Pittsburgh,United States of America,463553.0,MNICTIRYT,7.0,O,RWTWGOHJYUHVWDVYHXBOEOHCUWCPCHHQPDJXVBWCJBXTRYJRJXEVBO,1647699.0,735.0,nmohdnv,iog12785,1-561-281-4862,iogdwckfjm,C,5.0,0.0,CT,F
M,PNC Financial Services Group,0.0,PQEZKEMUQVBLPXDTJXGJBDDKXOZED,Fort Wayne,United States of America,47424.0,BVIDMALLJKRGHJBILCHEOGXCGVAZXGGXSENXLETWVZJAPCRMXWSKDSNVMOSOTDO,1.0,O,NYZFIDTOQZWGLAGCRBLUC,139049.0,390.0,Pwnuwn,OXX12786,1-015-958-6543,OXXSYUHUNOCQWR,Y,4.0,5.0,KS,
W,eBay,6.0,Hnlnmoezpzhiuwmzykegedynzb,Salem,United States of America,254769.0,rvjjoyrcsrqtfxlxqokguappukaufuhbvqrubjmcgna,5.0,O,Dgovriphitkyedvvnmldpxefapnxw,1256678.0,764.0,Iuwjystxegl,Nnh12787,1-213-819-4291,Nnhcvwphujqstjnktbbrazf,G,3.0,5.0,Nova Scotia,
U,DynCorp International,85.0,Tolxjugrp,Alexandria,United States of America,97811.0,Fxidy,10.0,O,YFNKBVBAJPQPNMVUYYNYGBAVWAEKBTCMPKHFOXAXPCOGFFQHEQIYRZGTWBF,151006.0,691.0,NMDPFRHUNZ,Jqs12788,1-721-818-7576,Jqsehxsxlgwji,,0.0,1.0,GA,m
S,Con-way,99.0,Xiwosrxuaeowoiaknoaffuhuydfyx,Miami,United States of America,196081.0,foclwsnuvxebhbyojsccncvfwdpprdkrlq,7.0,U,Hfgcmfhegsejhkliwrvessrhmvtwamxudcdioxlxwjrgovebjo,2456971.0,324.0,kihrpgycicn,hqd12789,1-915-805-3120,hqdphdc,,1.0,2.0,Saskatchewan,
W,Cintas,10.0,Jazosupd,Augusta,United States of America,84836.0,Dmfvfsfckmphncocttvajwahayhlh,10.0,O,Uzpepwsabqxitskjeqimqdpvtitfuetduggucjedejxkhmud,,790.0,Fchduygshipo,Quv12790,,Quvzgqipjxypcfuubylumiarxlg,F,0.0,1.0,AL,m
U,Telephone & Data Systems,13.0,PGGSUHBEIRFDYENWGYSIH,San Diego,,325582.0,Dtqlpbxiqplpripanvafpsjhtfklmlfxumhsjmdefsfcidynbpezpdnhplxrkeebawhjezvdrz,10.0,O,Bnerrkytuecphcqkptnlhjxgmxblhqarhacjmar,93054.0,,Pjhfmxonjvh,Gwh12791,1-033-950-8629,Gwhvhlgswdcpqlwrdoroi,,1.0,,KY,
M,Estee Lauder,99.0,Myaklwwnkhchmhkepww,Iqaluit,United States of America,237593.0,Tphgglsdpvwrfjhuxrfsbaxbgkumnpvhlxcckrhfagprbbplz,5.0,O,Ljncglqtygipvjsndmlrfltzebqfeedkneztmmhkiqtkzalanxlejocmkcqopgenbpmb,3004510.0,761.0,rxookeym,Fjw12792,1-159-276-9627,Fjwdhh,,0.0,2.0,British Columbia,
U,IAC/InterActiveCorp,24.0,Fjkiijqcctezdrrkasftk,El Paso,Canada,20584.0,grptwtpwcbqiyghqsilwyyvagvmbbzwyxbgbinxmsttzfiuijfgdkfibwtxajyzbbbu,2.0,O,Fsvbodszlvfvvsjoeckkmbwsxpsyqbwn,661782.0,805.0,uxyhfgist,Dnr12793,1-565-444-3707,Dnrdykztwpr,k,,3.0,WV,f
M,Questar,21.0,JEBYIYSIS,Colorado Springs,Canada,277371.0,Rgdslhqcwpzzqpseekwifwizylvqomjbpmzvczehjctwiaghosvn,2.0,O,Fpquuefvumiijhuptsiubgbbxlropcwdkmwn,754597.0,340.0,Swoowaibyui,Bks12794,1-974-632-2473,Bksxpofiszutahqxlmixxbplsbdhb,H,0.0,2.0,New Brunswick,
D,Annaly Capital Management,30.0,Tydrdelhh,Whitehorse,United States of America,18527.0,nzeulzvkdplzwilpidltektxmmfcfjxn,3.0,O,Sjkaga,1121803.0,580.0,Jfkvp,Ipk12795,1-935-511-9233,Ipkpddgzemisarekn,,0.0,0.0,KS,f
S,MeadWestvaco,62.0,Eworaozsjwgov,Rancho Cucamonga,United States of America,232525.0,LECGJREKMXCXOHISXYNJCGYYFDMXWLRHYEPSKQKQEGMQHEJMFDDZJDMGV,1.0,O,Idqqtjnqftxmjbamjunztdgknetfkoscslvgnhqcmyvaxohqzrcmzxnlhoimihjkqd,3790711.0,392.0,Qnidegbs,Seg12796,1-116-325-3727,Segjlwfvypy,t,5.0,,CT,
