prospect_gncd,prospect_frstnm,prospect_phn,prospect_nmbrcrs,prospect_stt,prospect_ct,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Nes1626,Nettie,1-673-457-9456,1.0,NH,Grand Rapids,0.0,M,68.0,385.0,O,AmeriCredit,4.0,1808998.0
Sch1627,Sybila,1-926-757-3068,2.0,MT,Sudbury,3.0,S,14.0,635.0,O,eBay,3.0,2700239.0
SOB1628,gail,1-869-366-2040,4.0,MT,Macon,1.0,D,,805.0,O,Raytheon,2.0,3108137.0
Clu1629,sibyl,1-805-682-0192,1.0,SD,Kitchener,0.0,M,6.0,679.0,O,ITT,3.0,3578605.0
GER1630,YONGLI,1-374-290-1311,5.0,CO,Anaheim,3.0,S,65.0,453.0,,Land O'Lakes,1.0,3699975.0
TUC1631,ernesto,1-872-546-8088,4.0,WA,Fairbanks,2.0,U,6.0,847.0,U,Tenneco,8.0,2269303.0
Tar1632,Adrienne,1-498-123-3199,3.0,AK,Berkeley,1.0,U,47.0,,R,Leggett & Platt,1.0,2250865.0
Cre1633,Jenna,1-136-368-7167,5.0,FL,St. Johns,3.0,D,96.0,,O,,10.0,952977.0
Joi1634,Audre,1-576-056-3958,0.0,NV,Montreal,5.0,U,68.0,642.0,R,Pool,1.0,705875.0
hal1635,DELORIS,1-875-959-3346,,TX,Sterling Heights,2.0,S,21.0,,O,Arrow Electronics,0.0,661156.0
Tes1636,Breton,1-577-954-3908,,Saskatchewan,Baltimore,0.0,W,73.0,600.0,O,MasterCard,2.0,3656197.0
ONY1637,Martie,1-537-413-0900,2.0,NE,Lubbock,0.0,S,15.0,435.0,R,Broadcom,9.0,2313138.0
DEC1638,Elsa,1-539-974-9296,4.0,VT,Hollywood,0.0,M,25.0,730.0,O,Smith International,7.0,3823810.0
Gag1639,Barsha,1-938-703-0026,4.0,HI,Livonia,0.0,M,98.0,418.0,O,Travelers Cos.,8.0,3690401.0
Lac1640,pauletta,1-297-775-1510,4.0,Ontario,Saint John,4.0,U,30.0,388.0,O,Monsanto,7.0,1065171.0
Clo1641,Benedetta,1-021-370-2836,2.0,Ontario,Virginia Beach,3.0,D,36.0,622.0,R,,2.0,2185167.0
BAR1642,Davina,1-304-537-9529,3.0,AL,Kansas City,3.0,M,47.0,562.0,O,CVR Energy,0.0,1736755.0
roi1643,raju,1-693-971-8310,3.0,WA,Los Angeles,4.0,S,,702.0,U,Symantec,9.0,2865116.0
Bun1644,nabil,1-220-050-8394,1.0,AR,Garland,4.0,M,32.0,741.0,O,,1.0,2160791.0
Pel1645,chiarra,1-467-981-9596,0.0,OK,San Diego,0.0,M,25.0,312.0,O,Retail Ventures,4.0,3938874.0
PLA1646,THIERRY,1-777-421-2018,2.0,OH,Tucson,3.0,M,85.0,790.0,U,Del Monte Foods,4.0,813632.0
Tra1647,pierre-alain,1-890-684-0005,4.0,MA,Orange,0.0,S,46.0,698.0,U,Sempra Energy,5.0,3373916.0
bos1648,Blithe,,4.0,DC,Boston,0.0,U,34.0,363.0,O,Adams Resources & Energy,0.0,3577327.0
GOS1649,JESSIKA,1-764-214-6220,4.0,UT,Fort Collins,1.0,S,61.0,649.0,O,MSC Industrial Direct,10.0,
Kik1650,merilee,1-835-399-6988,4.0,MO,Pittsburgh,1.0,U,,773.0,O,Discover Financial Services,0.0,2972070.0
Boc1651,DIANE-MARIE,1-068-147-6649,5.0,AZ,Montgomery,0.0,M,82.0,342.0,O,Jo Ann Stores,,2722299.0
man1652,Antonina,1-609-204-7920,4.0,NY,Stamford,1.0,S,29.0,356.0,O,,7.0,2294218.0
HAR1653,malinde,1-963-175-0431,3.0,AZ,St. Paul,5.0,S,58.0,551.0,O,American National Insurance,7.0,
RES1654,Pivert,1-784-086-7205,0.0,Manitoba,Lubbock,0.0,M,92.0,395.0,R,Rite Aid,2.0,3171284.0
Owe1655,MERIDITH,1-196-609-5188,5.0,NH,Worcester,0.0,U,7.0,423.0,O,CH2M Hill,8.0,
Yau1656,HOLLI,1-713-056-3491,5.0,Saskatchewan,Halifax,5.0,M,35.0,635.0,O,PharMerica,3.0,149515.0
Gol1657,AZRA,1-044-618-4589,,WA,Alexandria,5.0,W,10.0,648.0,O,AutoZone,0.0,2727224.0
Gru1658,Dominica,1-982-234-2988,4.0,OH,Manchester,3.0,M,15.0,791.0,O,Herman Miller,5.0,3137795.0
Man1659,Ehi,1-242-897-1921,5.0,KY,Santa Fe,0.0,S,,776.0,R,Wells Fargo,8.0,3760773.0
SOM1660,Concettina,1-276-728-2298,5.0,ID,Bellevue,4.0,W,82.0,640.0,U,Tiffany & Co,10.0,1696300.0
cur1661,Constantin,1-574-992-8766,1.0,NH,Hay River,0.0,U,14.0,542.0,R,ConocoPhillips,4.0,3737794.0
COO1662,devi,1-067-494-4220,4.0,Saskatchewan,Fort Worth,1.0,S,15.0,746.0,R,Ashland,5.0,2401847.0
Hys1663,kristine,1-310-942-8374,1.0,Newfoundland,Sioux Falls,0.0,U,29.0,676.0,O,Lam Research,7.0,905123.0
Ket1664,Luping,,1.0,WY,Anchorage,,S,78.0,340.0,O,Broadcom,8.0,
Dev1665,Syl,1-537-213-2904,1.0,WY,McAllen,2.0,S,11.0,339.0,R,R.H. Donnelley,6.0,
Lep1666,rogelio,1-949-756-5365,5.0,AR,Yellow Knife,3.0,S,75.0,408.0,O,Kindred Healthcare,7.0,
Mea1667,BRIGIT,,0.0,AK,Fairbanks,,U,40.0,449.0,O,Owens & Minor,4.0,968593.0
OPL1668,HESTER,1-391-289-7760,5.0,AK,Bellevue,0.0,M,3.0,403.0,O,Wynn Resorts,2.0,1193550.0
nat1669,mary-ann,1-253-172-1766,4.0,NC,San Antonio,0.0,S,33.0,566.0,O,Sysco,5.0,207023.0
Cal1670,Norine,1-542-914-9965,3.0,NJ,Mount Pearl,1.0,M,73.0,658.0,R,Vectren,3.0,1990264.0
Mar1671,GOKUL-CHANDRA,1-447-661-0804,2.0,GA,Sacramento,0.0,M,22.0,434.0,U,Great Atlantic & Pacific Tea,5.0,992110.0
Cho1672,Gokal,1-430-788-0862,2.0,AZ,Portland,4.0,U,68.0,606.0,R,Peabody Energy,9.0,2842887.0
Liv1673,ROCH,1-880-260-3062,5.0,NV,Eugene,2.0,U,88.0,378.0,O,Penn National Gaming,2.0,3530642.0
TAL1674,Coriss,1-227-757-7307,0.0,Newfoundland,Pueblo,1.0,S,10.0,668.0,O,Community Health Systems,3.0,1943917.0
van1675,Vanda,1-084-745-6387,0.0,FL,Los Angeles,5.0,D,,616.0,O,Zimmer Holdings,5.0,1432565.0
Nie1676,STACEE,1-656-356-2378,2.0,Newfoundland,Fargo,2.0,M,47.0,478.0,O,Discovery Communications,8.0,3251651.0
OWE1677,timmie,,0.0,IN,Charlotte,1.0,U,30.0,710.0,O,CVS Caremark,2.0,977588.0
Whi1678,tiffany,1-858-742-2483,3.0,Saskatchewan,Oklahoma City,1.0,W,23.0,543.0,O,Supervalu,10.0,2909288.0
MON1679,myrna,1-022-659-6413,1.0,VA,Lubbock,2.0,U,68.0,329.0,U,Teradata,2.0,2039434.0
VER1680,HENK,1-255-299-9298,4.0,MT,Laredo,0.0,S,10.0,330.0,O,RPM International,8.0,2931648.0
WYM1681,aimil,1-974-241-6963,1.0,MI,Lincoln,0.0,W,14.0,549.0,O,KBR,10.0,661067.0
KAP1682,GEORGE,1-663-480-5987,3.0,Alberta,Salt Lake City,1.0,S,34.0,613.0,R,Capital One Financial,4.0,938673.0
tor1683,Wen,,,Prince Edward Island,Fort Worth,1.0,M,25.0,765.0,O,Health Net,3.0,2840325.0
Mat1684,NORALY,1-963-796-1557,1.0,Prince Edward Island,Los Angeles,4.0,M,77.0,809.0,O,Thermo Fisher Scientific,,2714847.0
Van1685,claretta,1-644-341-7080,1.0,AR,Louisville,3.0,S,89.0,768.0,R,Enbridge Energy Partners,7.0,470906.0
fol1686,rachel,1-829-489-2859,1.0,MI,Fargo,1.0,M,88.0,,O,,1.0,2723734.0
hog1687,heinz,1-869-936-8210,1.0,ID,Moncton,2.0,S,77.0,,O,Navistar International,2.0,974511.0
ANT1688,christabella,1-725-660-9687,2.0,Saskatchewan,Norfolk,0.0,M,77.0,,O,Dillard's,1.0,178788.0
Hof1689,EMYLEE,1-777-863-7024,2.0,RI,Fort Smith,0.0,S,1.0,401.0,O,International Assets Holding,1.0,163516.0
Jaf1690,Cycelia,1-603-390-8791,0.0,KY,Long Beach,4.0,W,19.0,740.0,O,IMS Health,,3789614.0
Bov1691,roderick,1-698-328-4742,0.0,Saskatchewan,Iqaluit,4.0,U,99.0,727.0,O,Mirant,8.0,2372376.0
Ban1692,KAMYAR,1-161-889-8284,4.0,NJ,Oakland,5.0,M,3.0,458.0,R,Burlington Northern Santa Fe,6.0,534047.0
Dug1693,Sephira,1-057-158-2731,4.0,IA,Brownsville,2.0,U,34.0,412.0,O,Commercial Metals,1.0,3412264.0
Hea1694,MAMI,1-409-105-4971,5.0,New Brunswick,Las Vegas,3.0,M,74.0,328.0,R,Medtronic,2.0,3331358.0
lew1695,Woodline,1-773-154-9142,1.0,GA,Abilene,0.0,S,60.0,369.0,O,FirstEnergy,3.0,674289.0
gau1696,Nevil,1-389-966-0349,3.0,SC,Jackson,2.0,W,48.0,524.0,O,AGCO,0.0,1840996.0
Mcc1697,LILLI,1-781-516-0268,1.0,OK,Winnipeg,0.0,M,67.0,367.0,U,Schering-Plough,3.0,671677.0
lac1698,Usman,1-821-873-7772,3.0,SD,Fort Worth,2.0,M,35.0,836.0,R,Valassis Communications,8.0,2177421.0
PIL1699,Martelle,,4.0,IL,Columbia,2.0,W,54.0,719.0,O,Anixter International,9.0,2393402.0
Chr1700,DEVAN,1-927-226-1923,2.0,GA,Hay River,5.0,S,2.0,704.0,O,Systemax,4.0,809896.0
RIS1701,Japan,1-123-641-4731,0.0,NY,Minneapolis,4.0,U,68.0,399.0,O,Kohl's,4.0,974925.0
ANN1702,dis,1-013-661-1962,5.0,GA,Bridgeport,3.0,W,,637.0,O,,6.0,3364968.0
kim1703,Leigh,1-855-494-0233,4.0,WA,Rockford,,S,76.0,614.0,R,Danaher,5.0,849778.0
WAI1704,Annora,1-449-109-1566,4.0,NC,Waterbury,4.0,U,35.0,546.0,R,General Cable,9.0,2295559.0
Fil1705,HUY,1-477-907-8126,5.0,FL,Cheyenne,3.0,U,4.0,319.0,R,Owens & Minor,4.0,390100.0
Don1706,ren,1-380-165-5667,,NJ,Sandy,2.0,M,82.0,701.0,R,KB Home,2.0,1230099.0
WOO1707,Mail,1-498-198-4946,2.0,New Brunswick,Yellow Knife,0.0,D,70.0,612.0,U,,1.0,2009921.0
ump1708,elsbeth,1-267-067-4151,1.0,UT,Peoria,0.0,M,90.0,347.0,O,Occidental Petroleum,9.0,31399.0
DUN1709,lingyan,1-616-008-4954,0.0,MD,San Antonio,1.0,W,89.0,438.0,O,Legg Mason,8.0,
Car1710,Isadora,1-435-148-8092,5.0,AL,Kansas City,5.0,D,34.0,,U,,9.0,1112628.0
Chu1711,ANNARBOR,1-832-080-7702,0.0,ID,McAllen,4.0,M,30.0,454.0,R,URS,0.0,3605130.0
Jen1712,martina,1-836-067-8824,4.0,MA,Sterling Heights,3.0,S,33.0,837.0,O,ConAgra Foods,6.0,1746793.0
GRO1713,scptest,,2.0,RI,Thousand Oaks,0.0,D,94.0,365.0,O,W.W. Grainger,8.0,3358713.0
Car1714,Jurg,1-609-469-4186,4.0,ID,Paterson,2.0,M,3.0,347.0,O,Securian Financial Group,6.0,195040.0
not1715,Natty,1-204-207-1596,4.0,NY,Irving,0.0,M,73.0,318.0,R,Seaboard,6.0,327900.0
Bla1716,Gladys,1-549-632-7013,1.0,CA,Frederick,0.0,M,10.0,362.0,O,CBS,0.0,2976753.0
lle1717,peder,1-795-319-5833,5.0,SD,Philadelphia,3.0,M,48.0,424.0,O,United Stationers,6.0,214385.0
bri1718,SIR,1-980-266-0033,4.0,SC,Rockford,2.0,,80.0,636.0,O,Lender Processing Services,4.0,2990246.0
Bou1719,aniko,1-880-958-9657,1.0,Prince Edward Island,Paterson,4.0,S,3.0,807.0,O,Murphy Oil,7.0,2173372.0
hu1720,Hing,1-311-117-7895,1.0,SC,Elizabeth,0.0,D,53.0,453.0,R,Dole Food,8.0,2495685.0
Wid1721,micheline,1-681-878-2769,4.0,UT,Edmonton,,,64.0,553.0,O,Kinetic Concepts,6.0,1298559.0
MOB1722,jesus,1-971-525-0125,2.0,DC,St. Paul,2.0,,15.0,836.0,O,Crosstex Energy,5.0,2570364.0
Bie1723,BRITTE,1-729-980-1798,5.0,Ontario,Topeka,0.0,D,51.0,602.0,U,Vulcan Materials,3.0,2752826.0
Gla1724,christie,1-577-438-1116,2.0,Alberta,Nashville,3.0,S,52.0,667.0,O,Wal-Mart Stores,9.0,3247977.0
Hum1725,Feliza,1-527-136-7705,4.0,Ontario,Bridgeport,2.0,S,15.0,371.0,O,Dover,0.0,2817367.0
Uda1726,BRINN,1-384-107-7418,0.0,VA,Livonia,5.0,D,78.0,501.0,O,,6.0,3527886.0
Pur1727,Idalia,1-984-213-9188,0.0,NJ,Fort Wayne,5.0,W,15.0,588.0,O,Vought Aircraft Industries,2.0,1397842.0
Fri1728,lotti,1-886-271-1668,4.0,UT,Atlanta,5.0,S,26.0,460.0,U,Vulcan Materials,10.0,906724.0
Koh1729,DOMENIGA,1-349-208-4354,3.0,LA,Edmonton,0.0,D,17.0,302.0,O,Herman Miller,9.0,
spa1730,KARIOTTA,1-514-274-8934,3.0,WV,New Haven,5.0,S,27.0,836.0,R,CUNA Mutual Group,4.0,
Tar1731,wenda,1-612-458-2371,2.0,MN,Santa Ana,2.0,S,0.0,755.0,O,Newmont Mining,4.0,3515704.0
Vie1732,Eben,1-019-366-7763,,WA,Nashville,2.0,M,23.0,674.0,O,Eli Lilly,6.0,
par1733,AAREN,1-606-032-5535,1.0,OR,Mount Pearl,2.0,U,,655.0,R,Home Depot,9.0,3981423.0
Bea1734,Jossine,1-570-350-8647,3.0,CA,Alexandria,3.0,W,25.0,350.0,O,Perrigo,7.0,662896.0
Kra1735,Pojanart,1-024-294-5529,3.0,WI,Overland Park,2.0,M,36.0,443.0,R,US Airways Group,8.0,1131241.0
Hut1736,JAYNE,1-103-929-4342,1.0,RI,Modesto,3.0,D,12.0,556.0,R,Total System Services,0.0,738393.0
Cob1737,Reagan,1-343-847-9978,3.0,Alberta,Regina,5.0,M,73.0,597.0,O,Hershey,8.0,3931539.0
Emm1738,Housseini,1-986-228-2266,0.0,IN,Worcester,4.0,M,51.0,351.0,R,Thomas & Betts,3.0,1859967.0
Ano1739,AUDREY,1-971-017-6369,3.0,VA,Sacramento,5.0,S,65.0,819.0,O,Nike,5.0,2240719.0
mye1740,Neetu,1-505-106-4641,,DC,Augusta,2.0,M,57.0,811.0,O,Pepsi Bottling,1.0,11227.0
Coy1741,Thompson,1-308-636-3064,3.0,AK,Thousand Oaks,4.0,M,11.0,301.0,O,Wynn Resorts,10.0,2914099.0
Cob1742,Adara,1-661-319-0010,4.0,ID,Hay River,0.0,D,39.0,588.0,O,National Fuel Gas,5.0,2544376.0
Sai1743,Ngai,1-154-301-2372,,NH,Columbus,,M,74.0,754.0,O,Sentry Insurance Group,1.0,3918317.0
TID1744,Madella,1-596-399-2359,5.0,SC,Reno,1.0,U,2.0,657.0,R,Teradata,2.0,3235152.0
Shr1745,Thi-cuc,,0.0,NV,Bridgeport,3.0,W,23.0,547.0,O,Diebold,8.0,2114189.0
Mur1746,KRYSTALLE,1-198-470-8829,2.0,SC,Raleigh,4.0,M,31.0,711.0,O,Delta Air Lines,4.0,935874.0
Wis1747,AMALITA,1-897-554-1622,2.0,HI,Fort Collins,5.0,,,431.0,O,Barnes & Noble,10.0,1759232.0
jew1748,EVANGELIA,1-728-552-3494,2.0,HI,Chesapeake,3.0,U,92.0,554.0,U,Ameren,3.0,2031760.0
Pap1749,Ankie,1-385-885-8107,0.0,CT,Detroit,1.0,W,76.0,774.0,O,Bank of America Corp.,2.0,1322099.0
Ova1750,Air,1-354-312-2301,1.0,Prince Edward Island,Cincinnati,0.0,U,39.0,465.0,O,Int. Business Machines,0.0,1148410.0
sah1751,Catharina,1-823-519-4501,0.0,Quebec,Mount Pearl,2.0,W,7.0,737.0,O,Rent A Center,0.0,3521855.0
mec1752,BLINNY,1-730-466-8450,0.0,WA,Stockton,5.0,D,66.0,,U,WellPoint,9.0,2404858.0
Eck1753,Franc,1-759-572-1928,4.0,Nova Scotia,Laredo,2.0,U,10.0,398.0,O,Lear,3.0,2391444.0
SCH1754,sybyl,1-570-790-1203,0.0,WA,Augusta,5.0,S,86.0,720.0,O,Verizon Communications,9.0,3959243.0
JAN1755,Darby,1-992-040-4022,2.0,ID,Salem,3.0,U,93.0,344.0,O,Liberty Global,10.0,2961219.0
Sch1756,ROSELIA,1-668-477-3737,1.0,CA,Winnipeg,1.0,S,10.0,328.0,O,Valmont Industries,9.0,3198809.0
TRE1757,Tec,1-996-056-1227,2.0,MI,Halifax,5.0,U,68.0,677.0,O,Advance Auto Parts,4.0,1021504.0
Mcc1758,juile,1-334-118-2125,3.0,AL,Fort Lauderdale,3.0,U,64.0,,O,Altria Group,10.0,2095855.0
Far1759,nalani,1-136-656-6374,5.0,WV,Denver,,S,36.0,,O,O'Reilly Automotive,8.0,2028426.0
Des1760,Josephina,1-504-072-4589,5.0,CO,Las Cruces,1.0,S,48.0,451.0,R,Kellogg,8.0,3963259.0
Gue1761,Elliott,1-896-942-9504,2.0,ND,Mesa,1.0,S,49.0,354.0,R,Unified Grocers,8.0,2266559.0
PIP1762,Carlton,1-698-450-6048,0.0,NY,Oshawa,5.0,M,7.0,455.0,O,Watson Pharmaceuticals,10.0,1792230.0
SHA1763,Jacquenette,1-223-534-0489,0.0,OR,Hampton,4.0,M,50.0,422.0,R,Broadridge Financial Solutions,,3631760.0
kle1764,Butch,1-077-049-4842,4.0,HI,Peoria,,U,91.0,734.0,R,W.R. Berkley,10.0,1089692.0
Mon1765,Giulia,1-388-933-6589,0.0,AZ,Santa Rosa,4.0,M,12.0,,U,Eli Lilly,9.0,3826758.0
TOD1766,KIAL,1-594-374-8446,4.0,TN,El Monte,4.0,M,15.0,432.0,O,Foot Locker,2.0,352144.0
Boa1767,Daphene,,0.0,Nova Scotia,Ann Arbor,3.0,U,97.0,753.0,R,Ametek,8.0,293287.0
Ber1768,Ott,1-696-617-0943,5.0,New Brunswick,Indianapolis,5.0,M,,770.0,R,Markel,9.0,2767462.0
Bra1769,verina,1-660-453-9348,5.0,NJ,Glendale,3.0,U,86.0,644.0,O,Burger King Holdings,2.0,512742.0
Rab1770,REMINGTON,1-181-278-8577,2.0,WI,Carrollton,3.0,W,34.0,418.0,O,Starbucks,8.0,3057918.0
Mcd1771,susanetta,1-378-477-0849,3.0,NH,Ann Arbor,5.0,S,61.0,359.0,R,Arrow Electronics,1.0,3445991.0
Mun1772,Grier,1-420-150-3171,2.0,ND,Chula Vista,0.0,U,,397.0,O,Jones Financial,5.0,3445933.0
CAM1773,LUCIEN,1-152-186-1784,4.0,MD,Pittsburgh,0.0,U,37.0,369.0,O,Scholastic,9.0,1365953.0
cow1774,Raj,1-764-606-9786,1.0,FL,Hartford,,U,57.0,363.0,O,ON Semiconductor,8.0,2618684.0
her1775,Mirabel,1-589-341-3222,4.0,MN,North Las Vegas,5.0,M,59.0,526.0,O,Amkor Technology,7.0,3136993.0
Hau1776,Lulu,1-930-825-7344,1.0,OR,Rancho Cucamonga,1.0,D,31.0,663.0,R,CH2M Hill,2.0,3779546.0
eis1777,FALLON,1-647-111-1850,3.0,MN,Charleston,2.0,M,98.0,586.0,O,Conseco,1.0,1271314.0
hol1778,Pammi,1-549-012-0501,0.0,MT,Chesapeake,2.0,S,19.0,795.0,O,Home Depot,0.0,1754434.0
Cha1779,Chrystal,1-613-090-2034,4.0,GA,Miami,1.0,S,90.0,445.0,O,Tupperware Brands,6.0,222891.0
FOE1780,lonneke,1-235-233-6813,4.0,SC,Knoxville,5.0,M,95.0,741.0,O,Tenet Healthcare,10.0,
Kel1781,Krier,1-042-286-8611,1.0,Alberta,Fairbanks,0.0,U,88.0,522.0,O,Seaboard,7.0,2948935.0
BAI1782,ARDELIS,1-028-860-2322,2.0,Ontario,Buffalo,4.0,S,10.0,498.0,O,CarMax,4.0,1662306.0
VIR1783,nicoline,1-343-498-0843,3.0,WV,Pasadena,2.0,M,70.0,588.0,O,Lexmark International,4.0,2422150.0
Bar1784,Evert,1-967-700-4589,5.0,LA,Berkeley,1.0,M,87.0,338.0,U,AptarGroup,7.0,808446.0
Kub1785,MARTHA,1-458-567-6055,5.0,MO,Des Moines,0.0,,27.0,781.0,O,,,1846060.0
Let1786,georgie,1-155-788-3290,5.0,MD,Montgomery,4.0,M,,430.0,O,Seaboard,7.0,1980608.0
Sol1787,Oleesa,1-071-233-3777,1.0,AR,Santa Rosa,4.0,M,88.0,592.0,O,HNI,,27286.0
PAT1788,Marlin,1-598-769-0796,3.0,AZ,Idaho Falls,0.0,W,93.0,705.0,O,Big Lots,2.0,1229044.0
ols1789,Alec,1-207-901-4854,1.0,WA,Lubbock,4.0,S,,468.0,O,Graham Packaging,6.0,2322103.0
Rez1790,Bakoury,1-818-217-5987,3.0,AZ,Concord,1.0,,26.0,393.0,O,Thermo Fisher Scientific,1.0,37919.0
VAN1791,ELUNED,1-801-683-2006,3.0,Nova Scotia,Grand Rapids,1.0,M,91.0,592.0,R,PepsiAmericas,8.0,1148118.0
Cos1792,julita,1-653-596-4278,4.0,VT,Fresno,5.0,M,84.0,847.0,O,Merck,7.0,1632327.0
Kwa1793,Marge,1-608-157-9379,3.0,UT,Corpus Christi,3.0,M,37.0,466.0,U,Con-way,0.0,3874266.0
att1794,Chrissie,1-708-330-7398,0.0,TX,Brownsville,3.0,M,60.0,386.0,O,Mueller Water Products,8.0,1959769.0
Sto1795,ULRIKAUMEKO,1-952-267-6215,2.0,DE,Sunnyvale,5.0,M,92.0,752.0,O,CenturyTel,8.0,2006766.0
WIC1796,Guo-qiang,1-889-842-8996,1.0,SC,Topeka,0.0,S,98.0,453.0,O,Regal Entertainment Group,10.0,3236408.0
kho1797,Andriana,1-620-361-3149,4.0,MA,Salt Lake City,5.0,,58.0,694.0,O,Bank of America Corp.,,3869248.0
Ada1798,vmbackup,1-579-547-7220,5.0,MT,Las Vegas,0.0,M,28.0,390.0,R,Gardner Denver,2.0,
Dor1799,Dot,1-506-480-5222,4.0,AK,Carrollton,4.0,M,25.0,432.0,O,Hudson City Bancorp,10.0,3153225.0
Sei1800,Stoddard,1-022-795-4018,1.0,Alberta,Hampton,1.0,M,100.0,833.0,R,Rock-Tenn,5.0,3740435.0
Wes1801,zhengyu,1-178-778-1691,4.0,AZ,Henderson,,W,25.0,655.0,O,C.H. Robinson Worldwide,9.0,3483318.0
kus1802,Korry,1-890-776-1758,4.0,AR,Allentown,4.0,D,73.0,584.0,O,Del Monte Foods,,2500611.0
CHA1803,Alice,1-429-077-1115,4.0,HI,Fairbanks,4.0,M,98.0,448.0,O,T. Rowe Price,8.0,1161657.0
STO1804,BAB,1-729-480-2589,5.0,AL,Cleveland,3.0,D,33.0,530.0,O,Washington Post,9.0,220530.0
Pla1805,Babbie,1-763-494-5921,2.0,IL,Provo,0.0,M,60.0,825.0,O,Exxon Mobil,10.0,3704067.0
sca1806,Gene,1-725-805-6519,3.0,CA,Alexandria,0.0,M,89.0,,O,Thrivent Financial,9.0,2829130.0
MEE1807,CRISTIONNA,1-895-978-7144,0.0,SD,Montpelier,2.0,,78.0,757.0,U,Simon Property Group,0.0,2207402.0
you1808,Elwira,1-852-028-8789,3.0,TN,Naperville,1.0,U,4.0,445.0,O,Noble Energy,6.0,2161886.0
CIT1809,LEANORA,1-651-295-4610,0.0,PA,Elizabeth,1.0,U,88.0,356.0,R,Genzyme,2.0,424605.0
rum1810,Annetta,1-273-081-6545,5.0,NY,Boise,3.0,U,96.0,639.0,O,Andersons,8.0,2757556.0
VEZ1811,Gerladina,1-786-049-0990,0.0,FL,Atlanta,,S,8.0,650.0,R,Consol Energy,2.0,245609.0
Lar1812,Thuy,1-183-231-1926,5.0,Alberta,Little Rock,4.0,D,88.0,837.0,O,NV Energy,6.0,1172429.0
omu1813,Youji,1-648-150-4539,2.0,WI,Hilo,4.0,U,81.0,555.0,O,Medical Mutual of Ohio,,2239983.0
Liv1814,Jenine,1-838-029-2999,5.0,TN,Fort Lauderdale,0.0,M,46.0,495.0,R,Costco Wholesale,7.0,2486364.0
Tah1815,Aridatha,1-815-050-7572,1.0,ID,Modesto,3.0,U,20.0,454.0,,Boyd Gaming,3.0,32423.0
van1816,viki,,4.0,ID,Inglewood,3.0,,73.0,347.0,O,Mylan,6.0,1051407.0
Hug1817,Randhir,1-133-198-0015,5.0,MS,Nashua,2.0,S,1.0,459.0,O,Broadridge Financial Solutions,,1110211.0
GAI1818,Dino,1-809-938-5153,2.0,NV,Pembroke Pines,4.0,U,11.0,738.0,O,Medco Health Solutions,5.0,1585964.0
DON1819,satyajit,1-941-132-1757,3.0,ME,Montpelier,5.0,M,93.0,639.0,O,Mettler-Toledo International,0.0,1013742.0
bah1820,eddie,1-244-737-0357,2.0,AL,Missoula,1.0,M,97.0,424.0,U,Starwood Hotels & Resorts,4.0,3766774.0
HUN1821,Orden,1-505-261-0601,1.0,DE,Huntington Beach,1.0,M,96.0,503.0,O,Nacco Industries,8.0,546402.0
van1822,SERDAR,1-358-977-0829,4.0,NC,Colorado Springs,3.0,M,51.0,612.0,O,Harris,0.0,585244.0
lat1823,myrlene,1-919-962-0183,2.0,NY,Victoria,,S,73.0,426.0,O,AnnTaylor Stores,9.0,1429214.0
TOG1824,Nhut,1-228-314-3079,3.0,NY,North Las Vegas,2.0,U,88.0,781.0,O,Phillips-Van Heusen,8.0,1182319.0
ALD1825,Doria,1-643-745-1349,0.0,British Columbia,Albuquerque,3.0,M,71.0,722.0,R,Aetna,5.0,2352319.0
Tre1826,MAYE,1-988-780-9509,4.0,AL,Stockton,3.0,M,27.0,554.0,R,Kraft Foods,1.0,3499398.0
Del1827,Ulrike,,3.0,SD,Springfield,2.0,W,23.0,724.0,,Tractor Supply,7.0,
Ber1828,CAITRIN,1-510-823-0228,5.0,ID,Chattanooga,5.0,M,27.0,391.0,O,Aleris International,4.0,788342.0
Lon1829,cho-kuen,1-383-296-3460,5.0,IN,Quebec,5.0,S,21.0,,R,Quiksilver,4.0,3068068.0
KIN1830,ailsun,1-805-692-1335,0.0,IN,Chula Vista,4.0,M,62.0,801.0,R,Cintas,6.0,3011542.0
Hun1831,annemarie,1-868-299-6956,,Ontario,Montreal,0.0,W,83.0,774.0,O,Westar Energy,3.0,1298229.0
Lud1832,Ferdinanda,1-254-726-3987,4.0,CO,Hollywood,1.0,M,4.0,496.0,O,Guess,6.0,327003.0
Rou1833,Ike,1-503-914-7808,5.0,NH,Louisville,0.0,M,69.0,,O,Philip Morris International,6.0,1463664.0
BAR1834,Dido,1-858-451-1158,4.0,NH,Houston,2.0,M,10.0,333.0,O,YRC Worldwide,5.0,780925.0
cha1835,nicoline,1-527-014-1946,2.0,LA,Fort Smith,2.0,M,74.0,706.0,O,Intuit,6.0,3204073.0
BOD1836,OTTCSR,1-089-452-1637,2.0,MS,Sioux Falls,2.0,W,78.0,716.0,O,Superior Energy Services,3.0,531711.0
sta1837,DEVORA,1-521-392-3253,1.0,SD,Billings,5.0,S,73.0,718.0,O,Dun & Bradstreet,5.0,3766241.0
