gncd,cntr,ntwrth,ddrssln2,phn,mplr,ncm,nmbrcrdtcrds,mddlntl,wnrrntflg,frstnm,stt,nmbrcrs,nmbrchldrn,mrtlstts,g,crdtrtng
wqv12520,United States of America,2050516.0,zbbqunspceuogjtynfbbvoxnldawpwxohmkgsdufrcheldpxey,1-370-627-7212,Penn National Gaming,481496.0,3.0,,R,ekkglhetg,SC,1.0,,W,80.0,737.0
ACV12521,Canada,1397858.0,Czjmfbffahgvjguhf,1-431-788-7495,Regal-Beloit,96414.0,8.0,E,O,Enngwcmjmcajowsh,ND,3.0,1.0,U,30.0,600.0
Xaz12522,Canada,3898741.0,uddgyimuiddjtrruhpnjesiffdihazlofttgkbvqglgktadwgelygdiyblgxcklu,1-348-674-6627,BE Aerospace,470266.0,4.0,G,U,Kjwvxnaoqscfnlgv,OK,3.0,0.0,M,72.0,594.0
Slh12523,United States of America,225847.0,sxjkgmustcujebabzitikwnstuvotydgwrrnqixjqjnvhkufiravlwaogthbuevubtmovrduacpmn,1-733-936-7500,Vishay Intertechnology,280395.0,6.0,A,R,ajnhzf,OH,4.0,2.0,M,39.0,365.0
jnr12524,United States of America,2391953.0,Qkeqguhiwwxorruewtindo,,Toll Brothers,42303.0,6.0,,R,LWSCBC,OH,4.0,1.0,M,4.0,
qvj12525,United States of America,,Lblmjmhrcehhjbvioruibkfodfykuirdftuhkivqi,1-140-017-6437,,431228.0,8.0,x,R,tkscqdzumsulsbfouyuogrehssb,ND,3.0,3.0,M,93.0,798.0
Dik12526,United States of America,230782.0,Wnubohlyakzuvmjlssntifbrsnuxxfeopxebupzhqlesgpwiiseolooncxgjjwi,1-193-080-0972,Coca-Cola Enterprises,353645.0,3.0,s,R,WPRHFMYAY,NH,4.0,3.0,M,1.0,819.0
Ape12527,United States of America,390480.0,Efctsuzqgedlspyfpulpieqdtvsnexnpmutocsmdwxngznyanetqcltxqtwk,1-093-258-5951,Regis,19317.0,2.0,,O,NAMCEVBHQU,CO,5.0,5.0,D,40.0,839.0
Xgb12528,United States of America,1101594.0,Cwjdhaxdyjhxiilklmkfmhkjzzmswqtmovmmizthuvtiwektlpyoznedcbu,1-179-235-5487,Pantry,61455.0,7.0,,,Acrdwfosbcxsvcqgfjdqobanchqba,Ontario,3.0,,M,1.0,510.0
kvh12529,United States of America,,EJSFOMCDAJJHTRQNSQPFURSNVUGPQGWVXPFGNMTDSJGURRDVPWZEJARFINJDHFQLCF,1-575-385-0737,Warnaco Group,114896.0,6.0,,R,wiifyi,TN,0.0,1.0,M,98.0,671.0
kku12530,United States of America,934296.0,conmjyxrcilyiomsnvxvygaihhwtnarxmneglxtskmnwwivdzxcrsmtpgyhmzd,1-010-111-4374,American Financial Group,473766.0,4.0,,U,ettqkwypepxnrxcxpvjiaobvrepfmr,ID,5.0,0.0,W,79.0,364.0
OPK12531,United States of America,3637162.0,Qhukrrhgjuwttpnme,1-575-206-4660,Sally Beauty Holdings,34056.0,1.0,,U,qhqgogpxwqrrqpbtp,Saskatchewan,5.0,1.0,M,81.0,318.0
Szp12532,United States of America,3030586.0,roghbqeujfradxxvdrr,,TECO Energy,90972.0,6.0,H,O,oekftqcgplqaiist,FL,4.0,4.0,U,6.0,580.0
Mad12533,United States of America,1093828.0,Yiotteuoaurmjfcmqftqcsxtphdtupblghfqcabzewssgcuimjomigvjrmrohqejufcth,1-297-818-5943,Supervalu,448288.0,1.0,y,O,KRLFDLWFTPTFWH,Prince Edward Island,5.0,4.0,U,33.0,434.0
Krb12534,United States of America,2796235.0,Ndmrrbottqwulvvhiupaiwnspmrjwtpcsdzfihvfldqlundyxsec,1-803-488-9986,Walt Disney,75260.0,6.0,G,O,bssloslvh,NV,0.0,3.0,U,96.0,379.0
KOZ12535,United States of America,2003365.0,Ifdotdlcptbznndigzazxshfbhfnjrvnsaavyyzvzzersfkocljtwxkxxlxazp,1-272-099-8070,DST Systems,341909.0,8.0,U,O,WXALRCPWMCDOFTLNUMWB,MO,1.0,1.0,M,41.0,431.0
CRK12536,Canada,2700893.0,hvgqziwymyokgsvvcqagchvyhzaweggfzdzbhqviqnnegfnvrncfxhdnlevxjhppnjbnpmztppp,,AmerisourceBergen,456108.0,9.0,N,U,QRONSXM,MN,3.0,2.0,M,93.0,691.0
Svm12537,Canada,33134.0,LPMTUUDFEUFDGZSEBSKENSCTGBGYESNGAKBIUJLGCMEMDHSIKMAJGGNMFJBOHUBAWCVBNTEPRM,1-550-948-9043,Comerica,229737.0,0.0,K,O,Fiuyxpvsyqqtsysxghvucptl,TX,0.0,2.0,S,46.0,449.0
Ooc12538,United States of America,3868119.0,Mlaaxbzayntfgppecvmbqpmplczppotldaaxkerean,1-614-303-6724,Entergy,,5.0,,O,rqinaxiqiqpqapxwy,MA,3.0,3.0,,80.0,698.0
hdt12539,United States of America,2723792.0,,1-131-405-0281,Saks,349506.0,8.0,,O,hwokrkfeecyrowcsejuoyeeczxyg,DE,3.0,5.0,D,61.0,484.0
Boi12540,United States of America,3635105.0,Mdmeciihqhcyhpisfesyofsnrosrpucrrgtetafqrjwxxsrckjv,1-364-181-6394,Tenet Healthcare,207655.0,6.0,,,xzhdfixpdznhgdawkucpa,MO,4.0,2.0,U,27.0,596.0
WYW12541,United States of America,717095.0,,1-965-202-5922,Leggett & Platt,17267.0,8.0,T,R,Patdcxdoghlu,WI,2.0,0.0,U,23.0,577.0
Esa12542,United States of America,2084525.0,EHVYCWCKJBBXWFRAIAHWZWWMIDYNE,1-687-760-7376,Noble Energy,288427.0,8.0,k,O,REOPYMVTZLXAAMVYEZMR,CO,4.0,4.0,,56.0,690.0
dpl12543,United States of America,2698363.0,Rqvheeeivljpxrelfbquaexqj,1-368-745-6799,ITT,121824.0,1.0,r,O,Xvmhjpz,Saskatchewan,1.0,,U,89.0,599.0
BHM12544,United States of America,3529434.0,HOBBWBHCAGYBCEATXQAIRMQTSOVOUWKIJYHUMBJQESHMSBMIDJTQPABSPZIFKWGZGVSM,1-872-473-8530,Raymond James Financial,293039.0,0.0,h,O,IVWFFHKTCEQJJAFSXR,KS,3.0,0.0,M,63.0,316.0
jku12545,United States of America,2779987.0,Sdzjprtkinmkxvpqloedosvtkibiccugupccbngwctn,1-337-320-2588,Forest Laboratories,23229.0,5.0,A,O,OJVJMUCN,Saskatchewan,3.0,4.0,U,27.0,320.0
YKB12546,United States of America,2096946.0,qthazfdojplkkmckkfgbptymoanrkwacrfvgqwojfrutjucxaqkthzcdupwl,1-704-546-5417,Penn National Gaming,115051.0,10.0,,U,bfpgezxuciobssmivuhxwsxtmkoech,TN,5.0,2.0,M,59.0,456.0
Ice12547,Canada,2188192.0,Nslyuennqmrkokiidqeiinrhbtjzjjjfhzriiodpudzmgecrbmu,1-328-196-0974,PPG Industries,64989.0,3.0,Q,O,driaknhbxetxzhggsgejtvt,British Columbia,3.0,0.0,U,,481.0
fuw12548,Canada,680319.0,Bqozgcicsgidoctorijrlhmpeqrdvlhpkalwsomewxvixj,1-270-805-4632,A.O. Smith,262418.0,,m,O,vgrwayhpfttwpnisytrrvrifxjp,AR,4.0,2.0,U,84.0,582.0
Ogp12549,United States of America,1344062.0,,1-280-816-4805,3M,136172.0,1.0,J,R,Pyxld,AR,2.0,3.0,M,30.0,453.0
eok12550,United States of America,,Gssyrzapqhwjpszdqchaopfoqnjawwacfqebsmyvkdpw,1-982-768-5694,Harman International Ind.,240764.0,4.0,,O,wowqtzcmzzdbdlneqfumliuivcs,CA,2.0,5.0,,17.0,646.0
Rrb12551,United States of America,3689334.0,Wguep,1-103-192-7830,National Life Group,173889.0,,g,O,iievncaieoseubbcvxebh,New Brunswick,,5.0,M,20.0,651.0
ODX12552,United States of America,663420.0,kcgfgqxdfwngabzglgszvjentujep,1-685-975-7924,HealthSpring,237431.0,2.0,u,O,XSHOHCAQI,OR,5.0,5.0,M,76.0,333.0
yqg12553,United States of America,3645026.0,Fsawewgkwquvvwrtjdngvqt,1-387-567-9830,Raymond James Financial,222483.0,10.0,,O,rhdgbyucwigux,KY,5.0,1.0,U,43.0,510.0
Rzg12554,United States of America,637399.0,HNWEJDOXUQWJDSSGBFDWKKAFORDQVOLIVDBLQKNJO,1-587-845-4139,Buckeye GP Holdings,363575.0,5.0,,O,osekjdeuefubsfehbdkemaqbmvu,Quebec,0.0,2.0,M,69.0,492.0
Kxu12555,United States of America,3744513.0,gyoffeligklwhfendftoisijgwtrogdsvjgkkzmqlvjmrcxbztfbazftscbhksanxaobmkkqmhfbjkxz,1-860-969-3607,VWR Funding,,5.0,,O,Dsddsegoncudplxqszkwbj,Quebec,1.0,0.0,M,64.0,453.0
mkg12556,United States of America,3848272.0,OJNYXLUAAESIEKEJNEBJOGKYMAPTTDLGIDGVSKGKSJXZVTJS,,Allegheny Energy,196206.0,1.0,p,R,aqfyujpklqpzogipmuwnqtnvdxcy,AZ,1.0,3.0,M,83.0,484.0
fuc12557,United States of America,922728.0,jvxruvabmndzgnpbtnjf,1-933-345-2566,Sunrise Senior Living,116233.0,9.0,,O,ughgzmwhjmetmyfb,OR,5.0,1.0,M,41.0,413.0
Ocg12558,Canada,3841021.0,Vesrrxrsxkanevjnlvnbbghvglrixvxxswdnzaxanwb,1-467-921-5407,Leggett & Platt,267953.0,1.0,,O,jibttziwzdiqf,WY,5.0,3.0,M,68.0,471.0
Fen12559,United States of America,238188.0,sjqdujournzswmuhivtetjsx,1-961-606-6959,General Dynamics,393024.0,6.0,J,R,WXGIHA,Prince Edward Island,1.0,3.0,M,34.0,792.0
Cjv12560,,884907.0,Vhkahyhzjmpjvqhvkarldkydoqjfpagnjnhlohaonmryllegcfljjlpsuwxjhcfrxbpmcuuvkf,1-935-868-1362,New York Life Insurance,194321.0,9.0,,R,Fnbxrycutmgoaqytitfrswck,PA,3.0,2.0,M,45.0,541.0
xmz12561,United States of America,1215255.0,,1-677-758-5460,Cognizant Technology Solutions,443012.0,0.0,,O,Kfxuvcuuninovjgya,MD,3.0,4.0,M,87.0,765.0
Oky12562,United States of America,3256683.0,RXCUJECXNWSBOTB,1-339-420-0168,Constellation Brands,6750.0,4.0,,O,Rzmxltpiaikuvxpqadbepydja,Manitoba,4.0,3.0,D,13.0,822.0
Ink12563,United States of America,3497183.0,FTGDEPOQQEROEZYVUDTSVSSZLUUDIFNUHLXFQZVTEZYAQKF,1-069-509-5793,PepsiCo,173849.0,9.0,I,U,zdxrdogpd,OK,5.0,4.0,M,30.0,519.0
Lhu12564,United States of America,1940279.0,Lystfaiwnuzvqsudtenljrxjkdyqilmcpblymvnthtdhghuygz,1-616-110-0392,Landstar System,220663.0,9.0,r,O,Rroswqaolekqdhzkwlpaclbrphqok,Quebec,0.0,,U,54.0,675.0
UPF12565,Canada,1334267.0,,1-171-308-3721,Con-way,333897.0,4.0,,,ardtghle,Saskatchewan,1.0,4.0,U,7.0,526.0
Vpi12566,United States of America,1283474.0,,1-781-083-5004,Realogy,495261.0,0.0,b,O,uqoesaaifbwkwyv,NJ,5.0,2.0,U,69.0,580.0
mks12567,United States of America,3171044.0,vwboxoiawgclozypggiqxdbwowieokjerbhgvpneilulcitfolyhhxqv,1-260-948-6361,Coventry Health Care,435356.0,7.0,,O,DVONPWYYIDOMZOIMFCRDUPA,Nova Scotia,1.0,0.0,U,35.0,
Gmk12568,United States of America,2738348.0,Oiuzxyqgsflpqkicdcye,1-711-403-7256,Mattel,37181.0,1.0,j,R,skuipvctigcmc,CT,4.0,3.0,M,97.0,434.0
pwy12569,United States of America,2910703.0,Lswymcnpbluhwlgyjgbntuwwwgpslwp,1-856-013-3004,AMR,493106.0,10.0,,,PQSBGUBPE,MD,1.0,2.0,M,3.0,639.0
Srq12570,United States of America,890057.0,KPIHTEMVIKQFOFFGJYDSMO,1-709-196-2778,United Rentals,351010.0,1.0,,O,Demwzwrgcrctksqbigijkn,AK,5.0,1.0,M,58.0,561.0
zdu12571,Canada,2767971.0,Fzmknjopnjdexsaoqknkmnqactkktoxkjfhgx,1-638-443-1241,Best Buy,85203.0,,,R,kpttaspoqcwqhxx,DC,1.0,1.0,M,24.0,
Wor12572,Canada,2522336.0,Dncxicbjleuvqxugkmwcaoarndsatqrccpdtinxfkckvjalnaivofjfmvynove,,Del Monte Foods,229137.0,7.0,,O,Vgjuuulymlctpblkzghindnjys,Prince Edward Island,1.0,1.0,W,34.0,541.0
ZDH12573,,3187303.0,Abbdooiqvutooumnmsbtgfftzqxwpzmwsxcfsccvnflxraogofuxokprlshdbaxgivttmwgmh,1-856-225-9774,American Express,200050.0,7.0,,O,Ruffpuwxa,ID,0.0,5.0,W,67.0,
Hcv12574,United States of America,1559844.0,Zxjwpkflkukauftmbuivpnztqgsiwikedfmesojai,1-601-381-6725,Solutia,457321.0,10.0,,R,lzgwrzdqabwkvoiejrhvdmsxz,AR,0.0,2.0,U,79.0,605.0
Lsl12575,United States of America,3192558.0,pntkxkvryodjhwfckch,1-441-614-1929,American Financial Group,190888.0,9.0,F,O,Skczdxjckfkxgpwzdedxp,AZ,1.0,4.0,S,74.0,825.0
CXQ12576,United States of America,1048198.0,Qfhboj,1-191-529-0727,Kinetic Concepts,474457.0,4.0,L,R,Dfnoeermninmbatbsnipyf,NJ,2.0,1.0,M,3.0,694.0
Ckq12577,United States of America,1234705.0,nulbjtisjwhcgndynggclqxkssefyporscqukphwfrgjslflahooyvazlecojdtklhmarlnspvshiv,1-098-201-7686,Fidelity National Financial,459802.0,5.0,,O,OUKJUKLTWAWXKWXKGRCWXGCW,OH,3.0,3.0,S,81.0,459.0
LUB12578,Canada,3425721.0,kvihzsdvbirgbtqlmuxhhftheptnfainwgxynjsy,1-986-127-4826,Integrys Energy Group,67361.0,8.0,T,O,Rtihbcc,AK,,3.0,M,4.0,663.0
Gls12579,United States of America,2306517.0,SDLEHLKCWVXEIBTXFLTUOBDEUWTHWYLVSDOEDTZSGJWO,1-836-919-5452,Affinia Group Intermediate,101866.0,4.0,,O,HJMRRTCBDLXVGAVERQSFD,NC,3.0,5.0,S,33.0,690.0
Ucd12580,,3615643.0,Thfypznnwxquqgdzffteotgvmorwsfcdrxtfxyxhyscjkydfhptckmvrgsggfwfpjvsgnpexeemxto,1-808-977-5202,Unisys,208048.0,5.0,,O,YALFFLGZFH,VA,3.0,0.0,U,49.0,526.0
Ydx12581,United States of America,1669939.0,EVVQRHERQKUPENVPUYNMBDYHJGZISBMVSNCYJNADQARBIQMP,1-984-443-7171,Lear,251378.0,4.0,,O,EXULUBBPTT,British Columbia,5.0,,,82.0,515.0
Oji12582,United States of America,3237041.0,Uyrctkjoptnkgwngygorubvybgxdwjwfgmkmkrzkwrrmqhtaqyiqrpwvp,1-724-782-2985,Cablevision Systems,108855.0,6.0,,U,HJVSWFCNTBZBWNFYOXFBAWWJCRBL,FL,2.0,2.0,D,,
BLG12583,United States of America,2961346.0,Ivhmfohjlajrghcugdupvejenndwueicvfmicscgxbrhsciv,1-700-741-9921,Schering-Plough,357919.0,6.0,,R,tnibkwth,AR,1.0,5.0,S,62.0,337.0
srv12584,United States of America,477384.0,,1-422-378-0147,Consolidated Edison,329957.0,6.0,N,U,Ftiqiwwmov,PA,5.0,3.0,M,100.0,470.0
fhh12585,Canada,742273.0,Npmchhoovqisgdioadlqbafrmqhydojretwdgxwonhdujukwqeujkdpclvguwlesvuoygwhwehc,1-437-033-1468,Jones Lang LaSalle,412329.0,4.0,,O,Xwueuezanbsaevtrvi,ME,0.0,5.0,M,79.0,711.0
lud12586,United States of America,473475.0,Hhigmkqlxxnimegvbfowijepkmjhgretxu,1-335-490-9255,Valmont Industries,123143.0,4.0,,O,CJBDHCHKH,ME,3.0,,S,,434.0
Amv12587,United States of America,2373874.0,Qsvyivdigbvjjsyubbxzyc,1-903-711-6957,Loews,142525.0,0.0,G,O,MOUFNZSAXNIJ,DC,0.0,5.0,D,35.0,475.0
Rae12588,United States of America,865468.0,RMOFWFO,1-814-916-9919,Raytheon,383708.0,9.0,l,U,OSZVVHIUXKUVFPQSOLAZFRNOUS,NH,1.0,0.0,M,,366.0
Pls12589,United States of America,1599055.0,Ftxchifqucaf,1-760-032-0096,Paychex,279533.0,1.0,I,O,HJBKGTIIMMUVETKIPSUVDDEOTSXIS,MA,1.0,4.0,U,21.0,717.0
Xhs12590,Canada,3368872.0,ysqopbgb,1-434-440-0058,Thrivent Financial,92425.0,10.0,u,O,Crmranshwalzuqyzbukravzovph,NV,0.0,5.0,M,36.0,611.0
YPU12591,United States of America,3880160.0,TEHJDJKUKAOUZPJWGVFZUHOCBDNPEOHVHLJDSQXGFPOSRWZHCFUGFONOJT,1-889-757-9923,Reliant Energy,356026.0,0.0,,R,ypcgnbafmwt,WY,2.0,2.0,M,98.0,504.0
AYD12592,Canada,3702688.0,Rulekvfxpaslakxcbeilnasrgreysqykranxcylasclgjnfvxipdyznvseimlyqqizck,,Insight Enterprises,380676.0,4.0,,R,xpdfnsbjvcfpbo,ID,3.0,1.0,W,33.0,
Hha12593,,380560.0,qpkjokmxcrptgusfbinttruijpsbxhhcpmfoeyzjkmnlvbtbhzxyvfewnhplbcnt,1-931-234-7638,Diebold,305934.0,7.0,F,,UOEMDSSOHMO,British Columbia,4.0,5.0,U,87.0,524.0
CFK12594,United States of America,2491448.0,Ycjswdsqlegmofbkxnefdbkpuvqdydmgcn,1-247-407-0004,Aventine Renewable Energy,,1.0,,R,dzhnmzlfgesooxehukt,WA,5.0,5.0,S,86.0,660.0
Umi12595,United States of America,,isvkphwzwuphsivqajzcmpcdvokssxbjazzhioot,1-724-111-8054,Eastman Kodak,286868.0,0.0,,O,iegqbznexodrxey,OR,3.0,0.0,S,22.0,714.0
Kar12596,United States of America,771824.0,iyopmqzjsnbvzhjjdzxddyttjgkxnvlhihcihjatpskfn,1-999-209-4584,Sally Beauty Holdings,214687.0,7.0,,,Tqpzrewverrtkglwjgfimxiukn,NJ,2.0,3.0,W,55.0,439.0
VWW12597,United States of America,596419.0,Bbygrckfujywztzwptqwpwzeoupgegvftjrbuaouyicscwlgkpx,1-921-385-1624,FPL Group,495690.0,0.0,,R,Emksvmj,SD,4.0,0.0,M,82.0,847.0
Gaq12598,United States of America,2550527.0,acyekhknfclxwhfymflnqvzwugworvrvtppphjn,1-354-847-3192,NuStar Energy,230961.0,,l,O,znaiiiwsbjfwmv,UT,3.0,2.0,M,91.0,782.0
Dfy12599,United States of America,2556730.0,insulpgjeocxvmwcjodw,1-534-346-8980,BearingPoint,292276.0,0.0,l,U,Xcnjlqcgrocjrvztmjhxgmguoww,Quebec,0.0,1.0,S,12.0,
KQO12600,United States of America,3151534.0,Whjvehnzzkfsmbhlas,1-102-001-6022,Nucor,20767.0,9.0,,R,Ifwtm,TX,4.0,0.0,M,74.0,848.0
qyl12601,United States of America,3534808.0,Jmcyepflquminxpewckzjljmpetjtyakcjtciskyegvttomhmvijribm,1-277-881-4721,Juniper Networks,52871.0,,l,O,Udwooluiuafne,Prince Edward Island,2.0,,M,15.0,501.0
Tnv12602,United States of America,1777378.0,Rssxilpsvw,1-792-725-8657,Liberty Global,77876.0,10.0,Y,O,Mfvwjmh,KY,0.0,2.0,D,53.0,546.0
Ays12603,Canada,1056588.0,Gsamezmxlhxogbqrjkasizwkyjiuvjwgeuuephiwztzhmyzkwy,1-162-144-6001,PNM Resources,,10.0,,O,gzooxjkelijrlovys,AL,2.0,,M,8.0,625.0
VEG12604,United States of America,2388554.0,Cqhzrbvithukgumuxirarvelbzwsueg,1-055-300-5019,Shaw Group,315147.0,3.0,,O,Smrubmmksemcgzxpyzjgzkeikjk,WA,3.0,2.0,U,34.0,498.0
GHO12605,,214901.0,Hmeguqbanfsekuzztozu,1-176-507-8179,Applied Materials,274826.0,6.0,f,O,NBXCCG,RI,0.0,1.0,U,99.0,571.0
YBR12606,United States of America,1409447.0,VCSUUARAPKUIJTAGJNKERIWSTT,1-260-961-9336,Church & Dwight,343612.0,9.0,,O,Uttlggmaswxloeqlwfop,Prince Edward Island,5.0,1.0,S,1.0,581.0
Jtw12607,United States of America,2104652.0,Fkwkakxfwedqhsomnpcvffrjppqvbbsfgqcrpuumhkcjmkrpcqdaaxf,1-122-549-5637,Amerco,59218.0,,,O,njppyvawiapeagirv,NH,3.0,2.0,M,43.0,381.0
Gxg12608,United States of America,680511.0,Jujtmtmapumotztvbyaehpoklcicickufimxmsmswshmbmpnefvpjyclomeozzmpxqxmaaphm,1-741-476-5373,Graybar Electric,228247.0,8.0,,,rkjxuxfdcusuxjaivwtksfivqjyecn,MO,3.0,5.0,U,63.0,656.0
Nbg12609,United States of America,2744187.0,Vjxjkrtirigjkutchknbfhuueqqkvaixirxheovbrpxhnojwtcrwdxjbmlgolwhklxrfck,1-696-139-0609,Pacific Life,440134.0,4.0,f,O,uuxihbsrcrirhwmsescip,GA,4.0,0.0,M,37.0,588.0
MPS12610,United States of America,1549533.0,JXIAJNGODQUREGCZGXMQQQVAJUCSNRAHNGNCPZIHLFVRVLKIAKW,1-852-579-6556,Temple-Inland,392044.0,2.0,,O,HBLSQQG,Nova Scotia,1.0,2.0,M,81.0,726.0
Zjk12611,United States of America,1498341.0,Ztsdotwvfcajtlhkfyygmgwwahupvgnjrtxhbcjhdlakmxkkzdbtvtlwmqgtfrdmvoyxf,1-796-873-7488,Universal,436476.0,5.0,K,U,ONPNWGEAYJAUJXYQBW,AZ,1.0,2.0,M,99.0,569.0
VEL12612,United States of America,1946343.0,Anqtvkyeuemfldlwntwtpbysrtnsckepraqajffwsjf,1-093-203-8629,Marriott International,436217.0,10.0,h,O,damttwthwn,TN,0.0,2.0,W,61.0,582.0
Zuv12613,Canada,2741737.0,tnkbrpyjdzscfucqxxfcududkgigplysldepzyfefeaonnwmlftjcuqgijwximapcczlqzzajvcx,1-184-969-1729,Corning,133138.0,7.0,,O,Ecmdkzyboqcxoqvuvgqxqxz,LA,5.0,0.0,W,62.0,782.0
QCU12614,Canada,1840018.0,GMAUAZLXTCBALBDPKRRBQTQTOAGZGJY,1-148-747-4407,Pentair,114222.0,2.0,R,R,Rvbxehvuqlpcfedj,NE,5.0,1.0,M,,571.0
Uri12615,United States of America,854252.0,wzrtdojwnkvvteyqatcvavvgbqemcayqszdvgyecnyjprqddasybtsdxvtgsikys,1-378-654-1218,Lincoln National,10067.0,3.0,,O,Qkxjqfluftzslbgoh,WY,5.0,1.0,M,76.0,453.0
Abq12616,United States of America,533211.0,zulzbebkhjphhonxfrnuprvljdsl,1-198-133-7587,Capital One Financial,374724.0,5.0,,O,Jeddw,Alberta,2.0,0.0,U,,534.0
yrj12617,Canada,3323163.0,Tuhqjsrwxolymqviqsiqwqwyntosnpksehfvekuqdqflunuqoavtklkqj,1-829-737-2683,Buckeye GP Holdings,53909.0,0.0,,R,DKKRPIRGXIIMKVULIWH,OH,3.0,1.0,W,39.0,800.0
Imf12618,United States of America,2931426.0,Ivtcuecyoqrbewprdbnotqowsnpmzudwguqjcd,1-254-390-9241,Southwestern Energy,133126.0,7.0,,O,irsadetmwanngaeqkz,NE,1.0,0.0,M,45.0,369.0
Jgh12619,Canada,3770282.0,Npmywokrbzralligbvpbprgdoegch,1-976-770-3245,Robert Half International,469100.0,8.0,,O,rvmrtkzvwii,WA,1.0,0.0,M,44.0,645.0
mjb12620,United States of America,3075381.0,dffmkqqyffnuyeiwrkyllvbasqvpgslwgcthbrptmmmjtqhwnmarowqceaebhckkewks,1-304-538-2815,Devon Energy,473953.0,5.0,,O,XGORJ,MT,2.0,0.0,M,23.0,801.0
qjn12621,United States of America,,Dngym,1-819-406-2196,,484921.0,10.0,,O,Cttbbobezuillrmwmtlkoxxi,WY,2.0,4.0,S,82.0,512.0
Qhu12622,United States of America,3102055.0,Zpxhmemvaqe,,AMC Entertainment,,7.0,q,O,AJFCFVJZFYUXWVVTVOZOPWCOJFOPP,UT,0.0,5.0,U,48.0,582.0
Lcx12623,Canada,3409322.0,smtevyuydhwxapamrfqqelnvrtsgjxuxsvpbhqevfcuftsblavmlerapxojixjfnimcoeefwocjrny,1-782-090-6397,Teradata,234886.0,4.0,E,O,Wshmhyxbafcsck,NJ,1.0,1.0,M,50.0,539.0
Pjj12624,United States of America,2021753.0,,1-977-711-4848,Hewitt Associates,85822.0,10.0,,R,FTFEVFCIWXGYMTIESTHFX,MI,2.0,1.0,U,45.0,522.0
wka12625,United States of America,769512.0,Nhlwsqcmftfwkeacvdkplbsfkouxgbeebthrbxsovtcwzsxffauishkvgxainymuprdunfql,1-130-451-9030,Medical Mutual of Ohio,14742.0,10.0,,O,Teibm,British Columbia,4.0,0.0,W,53.0,392.0
wwp12626,United States of America,3223787.0,Btqvrpupmdwfiiaolzjpnrdlmhapisxslpdvfhbhkcqavzpebgmvcn,1-583-419-3411,Belk,250402.0,8.0,,U,wvccoaxluhxeqg,Quebec,2.0,4.0,U,44.0,438.0
Itf12627,United States of America,,Bjircut,1-278-542-6457,Equity Residential,265027.0,0.0,,O,Jiibgstcvgxgy,KY,5.0,0.0,U,66.0,488.0
wee12628,United States of America,3976620.0,Hixjloffnampjejldjcsstczofdecbcjqwynwamovzprcguijqgunkxdiaiccwtlpezsgavqbz,1-168-427-1876,Rite Aid,491967.0,1.0,,O,PGJFCIXHNGEAOLAYOOGGC,NV,0.0,0.0,S,97.0,839.0
NGL12629,Canada,1231877.0,peuknpkyxegqmzyyzkbmyfdbluz,1-065-193-7202,Genzyme,493951.0,2.0,m,R,BOAPOTDANW,NH,0.0,2.0,M,69.0,807.0
Lua12630,United States of America,1493572.0,Dslsatamrzrreliotjiefiolurscgtkhzcuwjjoaw,1-136-195-8513,Sara Lee,256007.0,5.0,O,,qkkoowpjljgs,SC,2.0,,S,,804.0
Sze12631,United States of America,2466177.0,,1-198-701-6944,Bank of New York Mellon Corp.,266103.0,5.0,H,O,Xulyzhpnyjliavvalh,FL,1.0,5.0,S,61.0,557.0
Nei12632,United States of America,3498970.0,clpiq,,AFLAC,469778.0,2.0,,R,pphiahyufxqnqprlhdlbgac,WI,0.0,1.0,U,74.0,417.0
Jgy12633,United States of America,,LFMGTOGKAZHWFRVDVQDYDGSAEMRUKKJYNMQNQJL,1-233-212-3813,Retail Ventures,227532.0,1.0,G,O,Fephxlggofpvxsdibipd,AZ,0.0,5.0,D,89.0,
Xip12634,Canada,3236911.0,Awroiebkdywibjl,1-711-662-6937,Vanguard Health Systems,88821.0,8.0,,R,Tjqhkbud,NJ,2.0,1.0,U,75.0,344.0
Nhi12635,Canada,2476046.0,Ttwxniaahmgzmirwsehbwfdsdx,1-299-512-7471,Lennox International,119406.0,0.0,W,R,Zgkhspmkrhepculmgpqsqhsuekap,DC,3.0,3.0,M,26.0,740.0
UJE12636,Canada,858358.0,Idvkrdfuoxhzvmrccvdmowiurmwlkyr,1-976-892-6383,,151650.0,5.0,,O,qspulfwzma,ND,5.0,4.0,D,54.0,520.0
Zus12637,United States of America,3105502.0,cnxjixgfbxgdsduhbbpgjotgdpipdftroujbzbzuiargcdtduvqlndxbjygcrug,1-283-879-2927,,334332.0,2.0,,,dreyjoa,IA,4.0,3.0,U,49.0,316.0
qjx12638,United States of America,1404809.0,Bfyownxdutbt,1-828-010-3240,Granite Construction,428808.0,2.0,,R,xbvgjxgkvsqnyisaekfzc,OK,1.0,0.0,M,,541.0
COQ12639,Canada,2581468.0,RYGOHNNXWTJNGHHELNZOOMUWOAQWJUHWPDSSPNSSLQMMVHLGNIALYNSYKPZQEDP,1-155-599-0811,Nalco Holding,103439.0,0.0,T,O,Dylkvlapkz,IL,2.0,0.0,D,63.0,454.0
vtz12640,United States of America,2631012.0,Rxkblipbpypto,1-606-375-1294,GMAC,359203.0,10.0,W,O,Cgjrvwp,NH,4.0,0.0,D,0.0,488.0
