State,NumberCreditCards,AgencyID,LastName,Age,AddressLine1,OwnOrRentFlag,MiddleInitial,Country,CreditRating,Income,NetWorth,NumberChildren,MaritalStatus,Gender,NumberCars,City,PostalCode,AddressLine2,Employer,Phone,FirstName
VA,1.0,Wzh10142,Wzhizmajxwqtgywnwara,54.0,Vhkvfoqesaxjgefadpganwzwcqlusulivioiphcwuevlcntitixwqexyexkzdinrkcxyrj,U,n,Canada,,496540.0,26739.0,,W,,0.0,Tempe,hcxqsempgkrp,kljmpruablftnauuadfikvutkajbdxllrbakvzfvfsncwiwtmluuwjudygdj,Apollo Group,1-760-234-6513,Nhrnnbe
ND,6.0,ejo10143,ejokreerivufwtgcjhjxnwei,88.0,Blobrzxlservkciwwyixpovwaeolfdkktxsnefwkb,U,f,Canada,395.0,424483.0,2954038.0,2.0,S,,5.0,Idaho Falls,Rluvsactww,Chasnxgtesfjnakemttqypsrjpoumwgnwtqjuofrzrdulmmiqiesaxgenempkaopkoxgl,,1-488-565-1411,Kkqaesuntgtzrwsjieiryfrop
Manitoba,4.0,Ewh10144,Ewhnpfwmyrqqrvuuawxswrynlev,40.0,Sfkgkiwv,O,M,United States of America,811.0,431215.0,,1.0,W,,0.0,Rockford,Bbxboe,ealbomewfgaknpuqovqwtecyoxgjzwjbgayccsqavmtjuqfjos,Hasbro,1-247-390-4197,Wrxcwahb
SD,6.0,tca10145,tcaiwkpuwzspywsp,0.0,ofwfvluva,O,,United States of America,826.0,125831.0,831434.0,,,m,2.0,Honolulu,snfwvzs,msitajspbcicln,Pool,1-636-321-1787,Igrsh
GA,8.0,oti10146,otisjxymjpvyofbcuewbtqdeaqi,49.0,Gzrsngiqrlgkk,O,x,United States of America,835.0,120400.0,1163933.0,2.0,S,,3.0,Stamford,aihxzmukxuck,ZWNWATUTVLHVUSQGJXTIERFESLOVAKGWCZDSRLSZXXLNTKKNAJOTDOWZBQMIFZ,Guess,1-435-007-2518,Qtdumjboqkedszlexranse
UT,9.0,DUA10147,DUARXNRFGD,59.0,Azoqufgnkjvyjrpdtmzxavcwgusdpwpbjslveduzabrogocquedf,R,,Canada,499.0,125235.0,2434408.0,4.0,U,,3.0,Great Falls,abvejjkjadg,vujcnugvqlcbuitbqonu,Complete Production Services,1-251-463-1942,CZVGJVZCLUJKUTEDRVQAF
IL,2.0,Itz10148,Itzqhwgwftjcoosjsuqdfvy,9.0,Xktfzsftzowffterfqqdplszgyrjzhdjxszpanzqpijah,R,,United States of America,499.0,431235.0,1866846.0,5.0,U,F,3.0,Fairbanks,Kvuyanyfccw,SNNXZYTLFHYJYFCYYZOHRQ,Worthington Industries,1-822-740-1331,kbeeo
RI,0.0,noe10149,noejeokhssrjuhza,,,O,G,,382.0,400476.0,1509008.0,5.0,S,,,Salinas,Grrjelgofi,bufubnmpuzbrocasykob,NRG Energy,1-433-729-0661,HLEUSCIKGKNKKF
RI,8.0,Flz10150,Flzucoe,29.0,SUNCEWGZCSHRKMIDLPSDAMYVUABZEJHMIRSUFTSNBQFMHTWKQHBXIYJAIKRLGNVGUSGEQYMAFXGNY,R,,United States of America,318.0,251545.0,,0.0,W,,1.0,Rancho Cucamonga,Mobiueshu,Hcplmvyuhqxlrmswudu,International Assets Holding,1-645-146-3065,Nrmulzcj
SC,3.0,HVD10151,HVDZJUQWYSTB,3.0,Imyoamkhrjkwaigfwuqtwvesrpyvwzcmwhoblcsrljsivoxpldajkygunagnagmlwsbeyse,O,,United States of America,558.0,441938.0,2946709.0,3.0,S,,5.0,Aurora,EFMRHFKEI,EWUFTJQFQTROJULFXELLJMILQILNQKSUFEMRNHNOPIPJIPMVTHNOEVZL,,1-007-629-4260,VKJFNK
DC,3.0,Cuy10152,Cuymnlx,14.0,nolkomscehtpeaoksrdkmqubrbszwmwolvscmulzlcpamsnfsmgdbccbxrlutprrh,R,B,United States of America,745.0,113342.0,629196.0,5.0,S,,5.0,Evansville,Txvggsq,BASXNAGIYWSYRIBSNRWEJBVCMIHLYGEVHQUHFCGPMCGSOMIPR,H.J. Heinz,1-974-586-8100,Ljean
WY,3.0,Gjg10153,Gjglrce,77.0,talnqkpyqswykntwdmfgbuhzpidriojruuwas,O,,United States of America,733.0,393449.0,2980525.0,0.0,D,,4.0,Huntington Beach,EHFVIIXBXQMW,ucwsdfexnzrpuuumrthffigfnbgsqlmqecbbaiwhjsynwgvdvtrc,Nacco Industries,1-546-511-0293,VGQUKEANKQRX
NH,2.0,EDX10154,EDXBZXRGUJVLZFBARDLLSMADQGFKJD,29.0,Blabmohhompdrlsjnzkszzfpxbfgqswbh,O,,United States of America,485.0,,3035952.0,,U,,0.0,St. Catharines,,Kjnxridiaipbngbjfejqnkrjwzcwzyqtzgmlgiicwngstkapfmkxrygvurbsbtyunexemmojunnllokh,CH2M Hill,1-207-134-5331,Uajphbqclsvlic
NE,2.0,Vmu10155,Vmuglniinkt,52.0,oeuksygwtgksxyfquwttswitqornpbqgonteymmixigwfmnsjxnxpwqbhfwbfijy,O,,Canada,824.0,400019.0,1096587.0,1.0,M,,2.0,San Bernardino,Ptomhehiupcl,Dgwbyxnnciuiajbrcwtqtyxwksmsmjzv,Honeywell International,1-421-270-1297,XUFIPLNP
NH,6.0,Aaz10156,Aazgerbdvpf,24.0,kqmuozzapaiwydexofkkhppnmoz,O,,,797.0,342530.0,1197636.0,0.0,W,F,4.0,Kitchener,Lqlouqv,Vynaupknagncsfaknxumegtcoxccgkzhsracfoenmiefbqxhdnysppifmfedhjjheowxqdrpxkm,Apollo Group,1-102-426-3865,nhrubcewozyf
HI,5.0,jlz10157,jlzlagadg,61.0,Zvsdsesaa,R,,Canada,461.0,432760.0,3173924.0,3.0,M,m,3.0,Fort Collins,Haswduszzd,Vrjibolriykice,General Mills,1-256-994-7665,KKSSCBP
SD,2.0,Vst10158,Vstsvnrnaxueyamkyfald,63.0,vedaoobaubqqikcvrabgjaasalunrwkxclidqgxmjstgnkkljcsxp,O,,United States of America,697.0,279746.0,,0.0,W,m,5.0,Toledo,Bfgpmu,bwibawfpxrqabedhyzpfeee,Universal American,1-071-644-4919,mujmgdjbrikku
RI,0.0,PPC10159,PPCCEWWUOZWZYVWMFCCIGLLL,86.0,guhztveclecwrjosfillgjuy,,O,United States of America,685.0,287022.0,1513948.0,2.0,U,F,1.0,Dawson City,xdntbzfyt,hykerjfzoyrteotdps,Cypress Semiconductor,1-362-886-6870,LWOBHWX
Saskatchewan,10.0,Ugl10160,Uglicvhazxy,89.0,Kdkzdurdvoejeftjdvgjyfxasaxmfxcqpxbk,R,,United States of America,538.0,262655.0,3485672.0,2.0,M,M,2.0,Montpelier,QJYMNZ,vfklftfmkvykoabidppptwtilc,Newfield Exploration,1-135-126-1663,FTWAENEEJNBOKBEZGZW
Saskatchewan,9.0,ROR10161,ROROVIAKCJAZJAHZYAE,79.0,lpdsmkhjhgemuxuiofmohrivqngvgnnmmfa,R,u,United States of America,775.0,251389.0,2036104.0,1.0,S,M,,Oklahoma City,Fjwllydtln,Acawuquhxpqqjuskaktqjmhutppurqyxkxmiajffcpdworayglihyssnlgghcyeooylzjnyi,Sonic Automotive,1-063-313-3436,Qxviuaoktmmapsbss
ID,2.0,Hfx10162,Hfxhudqafndfjjusznwzysxpqh,,Lwxcmsrvxldxdgyugchayquqchi,R,,Canada,747.0,33953.0,825520.0,0.0,M,,4.0,Irving,kqpibudqrwdi,Amnhdaew,Piedmont Natural Gas,1-219-558-3373,MDPRQEPMHMPHFZVNAMCJWKI
WA,8.0,BKC10163,BKCNOHFDMAKHGISSDADFNAFP,25.0,FNTLDJJFROBXETTIKAEYDFNFJNJQOBXLGRSBO,O,Q,United States of America,341.0,67886.0,813147.0,5.0,D,m,1.0,Newark,BMTBVYELRU,CSCQTBUQTDULNEZTQLJNTKWOMJXBAOKGEEXMSELERKXO,Hewlett-Packard,1-135-702-3449,ijjaeqvhxrqguznngerzsyelbq
NJ,2.0,huk10164,hukeotlfxxjeqguvbbxizftnlz,63.0,DYOOGIIKCRPCIMBGXTQNTUFKUPIJHSSPFDCLWIJWYRKVUWLZCHPCJRESYSCALOWUTF,O,,Canada,,110066.0,248053.0,5.0,M,,5.0,Oshawa,Quucjuh,Mjjxcerliagg,Hershey,1-169-524-9329,Yngakleqbbtvbycxqj
IA,6.0,ues10165,uesroanxob,24.0,Azpgiuinxvbrclhprvlnfajjrcqudyoheq,,I,United States of America,629.0,163627.0,1611482.0,,S,M,2.0,Norfolk,XGUMOJIK,ncmzmapesyuaargobnhjtwjmvdfbxlxwcrxlhlsdmbjgiexbtdetliebfqfi,Cameron International,1-152-491-9723,NBLNDCVGQIILBWRLGICWPYVVL
KS,5.0,DJD10166,DJDDEQ,90.0,btrraoqigimsshsqitgvfixfmoysvmyxjqczaidxkwrtfjooljlcgwfnetuouevykbhwfs,O,,United States of America,846.0,351954.0,1225833.0,0.0,U,f,5.0,Biloxi,EMKTSW,Yugheurvogiaagnchfoo,Smith International,1-990-944-2978,Mryeyd
FL,0.0,xxq10167,xxqldbjdisxkcthchkwmf,86.0,Otmebwgtjhfjhpoucjjcpcxxdn,U,S,United States of America,352.0,284329.0,1189043.0,4.0,S,M,0.0,Oshawa,,HLWUZSOYBJYNNAOQPWKATAKSIYLQVQEHXGBAVFFM,HealthSouth,1-330-441-2042,Onvcfgpgdwyuvnulhhydcwa
British Columbia,2.0,VBQ10168,VBQBXYBOXNQOVW,21.0,Dacjbgxrwjfhcjaedrcsgculkauyejfwixclcyocttwjstrqufrxpnycz,R,,United States of America,459.0,193545.0,3740022.0,2.0,W,,4.0,Springfield,Pypfxtrzwa,Hwhsvsbwrjcckgvukkxafmkwnnudxcqjefzhaddglqzkvoozaurdyuwax,Aon,1-872-626-4173,Frqfcrok
NJ,5.0,ERY10169,ERYVMSCBITNUZOMCUCTGP,37.0,Kahrjdhsokjgxdrnwfagtfkayokcvezohcwloduqkbybeasbjqqcidwrmvrjjtwtrtvjaxv,O,,United States of America,795.0,181174.0,3403041.0,3.0,S,M,0.0,Louisville,gqwpiipty,Ojjtraudnzpzj,ConocoPhillips,1-216-127-5560,Dsnmmpippqba
LA,1.0,Jxm10170,Jxmjrizbipefywmutmnd,91.0,Nkbuqvdkgmydgvniexqaneblqahefyccb,O,,United States of America,850.0,116339.0,422445.0,0.0,M,f,1.0,Riverside,Ubged,UPJIFOWWTFPYCATWXPURHO,Carpenter Technology,1-253-102-9184,pnqibnjgyfyfozryeowil
AL,6.0,NCZ10171,NCZKZWUUBWTRTOXP,32.0,Rhuxyednmzkejdwcihtbrdbxphvillieepqnklsrfeegqjgruieki,U,m,United States of America,507.0,377309.0,270100.0,2.0,M,,2.0,Phoenix,Uxvnf,Flezplkrcvfcaloiutvmtbdmxbldbuxvkuaryroczybbbecxskofeifhhtbuiikdzezkonflv,Guardian Life Ins. Co.,1-225-258-6276,Nldronkzrjvfjrazjawayav
Manitoba,7.0,IJP10172,IJPECHD,15.0,VUBTNDTGGOYVREADIUVFJIVICFUIDGFQMINGXVJWVXVQRBUWSFHIQTUPXTJPCVWUI,O,y,United States of America,458.0,202945.0,2679648.0,5.0,S,,0.0,Riverside,LKTQZMD,Qablynzbeqvyuebkkwjgxxigjmgphmcv,Pinnacle West Capital,1-440-277-4984,Jdvktfee
AL,1.0,mxa10173,mxayasbhkgzb,83.0,WIAWPHFBTLFZRIZZLBPDMBDGBDGLCPJ,O,,Canada,303.0,449407.0,825336.0,3.0,S,F,1.0,Lexington,zjndzzcliak,Dbhowhixadaxtxqeegzaiqnctxetfhumtwnclxycsnxmllotlnrhwhmpioqsvclxxhpyxnisysjget,Equity Residential,1-178-260-2177,Tbkakixnn
KY,10.0,Rfu10174,Rfuzyxusydmqgxkwzo,6.0,lkkpwgkengcotxmpwiqeqjhiwtpeuxnvrabzautyk,O,v,United States of America,643.0,99570.0,3474905.0,,M,,5.0,Las Vegas,Frqmncbudz,Slzzvailqlqpvpwctbqxmdojswnqalctejwpezudkeutbgsyawyrzlxjvntcelnu,Hayes Lemmerz,1-059-386-9118,FTUATQAKKXVIGDBRCNHYSXNHJRO
TX,2.0,Yis10175,Yisqssgdqfjzbkwojp,18.0,Nekwtjnaagnzagugczcrlghltsearutmmqjsxuwebgcsutubnycuaotgthxwzzemkwktcqxezaxrlqc,O,m,United States of America,484.0,114447.0,2882119.0,0.0,S,,1.0,Cleveland,VSSVCOEVLGMY,Jbanoilypmcpvteribstkrqmdkceadwcbjklitv,Dick's Sporting Goods,1-850-756-4470,Rzkzstppqkaqhqit
Nova Scotia,4.0,foy10176,foykrvntqjtlxproeyok,91.0,WOSZSWZWWKKDSBTWFWZVEAODPVMBAKUIMBIQGAVFOHHAKWLMOGHSZOP,R,O,United States of America,474.0,162812.0,2574741.0,5.0,W,,4.0,Mount Pearl,HWNWR,KOKEERGCWYMJIMDESBSPJIJPLINZACMTCOJWLBWXCHKDUJPORQUDFHCPVPDFX,Lam Research,1-318-548-9732,Rtnmdftwovjvngsie
FL,5.0,mgj10177,mgjydhym,13.0,URPBOBDMW,R,,United States of America,434.0,,2115639.0,2.0,M,,1.0,Santa Clara,Djvlvtuntai,Qxlkmtyqsbrvfojwgdbwxbrhhkqfsoa,Zimmer Holdings,1-276-976-2070,Shkmvfysssgtcqubdhxhxji
Prince Edward Island,1.0,Dws10178,Dwscjzkntu,4.0,ZUXSVRBWKLRVTNGRDQGFCWZHADZMDVFG,O,,United States of America,354.0,34491.0,,3.0,M,,2.0,Alexandria,Uiowa,Cmkygdjlmooancjkjdltqt,Chesapeake Energy,1-791-941-3298,Rkhxkglamikadjteofnejnp
AK,3.0,Ekj10179,Ekjehaxkqsizpjwi,26.0,EFXIOBBJLYKRGLPBSHZGOSJNXNYMPXYHCNQQUMIPPFVHXHXSJHBDBU,O,,United States of America,486.0,275367.0,3304708.0,5.0,D,,0.0,West Valley,bphhelv,OXZAINYABODMTXPICECOTCGQNHQODFA,Jones Apparel Group,1-888-986-6148,Mdzpvzobvwm
ID,4.0,COK10180,COKBTQGTJTI,43.0,Jdqswecwmsuvxgkbkwfmkfjsdkczxumthkfuzpndulehpysjupg,,,United States of America,,394796.0,584491.0,2.0,M,F,2.0,Tampa,YMWVGEUJMO,Glxbwflprgr,Public Storage,1-457-800-6184,TVXLNHDSTKKAFXS
Manitoba,2.0,Emi10181,Emihwafudpzxoqecnmsaekjpcks,,wignxpnebgqpkfxkszdgibxsmyaelmwfmeigzekwnjnxilediphiqvomawxgbrv,O,,United States of America,823.0,492325.0,2162559.0,1.0,S,F,0.0,Winnipeg,Ralxoq,Vgnbuzrzsmiucwvhqlkdmvnceijkpiuznlztlhnuoifn,Scholastic,1-671-643-8629,Nyjpgxgbndujplh
GA,5.0,Qvx10182,Qvximydhypkhurjp,35.0,KOBETXIIBEUAMRBYOQVANTYIQMBPZPHZLEECFOXPHABXFZLNJMPLBNYRCUDXFUIFPIGRIILE,O,,United States of America,552.0,475218.0,2716136.0,1.0,S,F,3.0,Savannah,Wmhnlat,Eljajaxolnkvaortmjxoibqwxjuptvorunjjimoufgdlse,Goodrich,1-230-938-7337,Bzpdeqgpctojkgklymlvkocvgnjm
VA,4.0,Qvd10183,Qvdlibqf,78.0,Gmhbzlqpngpqhfimbzbebeormocqmauwkhoobtwfqgjrpuyitewxmceksthftnvl,U,,United States of America,623.0,113415.0,3571884.0,5.0,,,5.0,El Monte,Vrsjvyn,Zloadqainzcrawdnfojvpwgmexhhmozptpffczgnqupymhvhpujapwucilktqkttbrtul,URS,1-189-728-1183,hkrfugeotbbdxyqxhphvcqebdbqjn
KS,1.0,Exo10184,Exowkok,67.0,Ujtqrjmzzcpltbxtegm,R,F,United States of America,427.0,196979.0,2309111.0,0.0,M,M,1.0,Elizabeth,Pgcaxihm,Bohshiohcwywpnqjsvndkjcnuvufllwtacreprjuprpqrffrwnfuxwm,Micron Technology,1-078-580-5470,TVJFMIUTDLTOVKSEIEADGCKOC
DC,10.0,kho10185,khoocgnuzbcfchvlrv,35.0,Lhtearnvkfivicfzjjdgkbotiqyhmhcdwvgascdkyswirsswdbsvollbmnno,O,,Canada,843.0,316453.0,3565753.0,4.0,M,,5.0,Garden Grove,ABZPEXFSKLL,Owxxannnulmyocslstyjpuzjgbfmvikkbiunomscsdg,BorgWarner,1-905-881-1154,Rynvvwdbhmudwn
AR,10.0,TFZ10186,TFZCSOWFGGJCPWMRMM,37.0,Tcwuoxvdjtxtrp,R,,Canada,501.0,262582.0,2523625.0,2.0,M,,2.0,Bellevue,,Dmgisvpiwyhpdlrfvhznaxqxdkoyohneanxquwrpazb,Loews,,ijtbqiyllzvpnapj
British Columbia,9.0,pss10187,pssjqoeqhjnjc,87.0,Vjzboeamwfnhfokaxiyfxppwconxgbwhnhhfszekggigfrjolswqsimxbqnvpydzemr,O,,Canada,457.0,262739.0,2692054.0,5.0,M,,4.0,El Monte,Cooekw,,Abercrombie & Fitch,1-626-178-3655,Szsylitlnuxvpfilsuadkfib
NJ,2.0,DQX10188,DQXJPFQUCNWFSDAD,64.0,Cndomyaeiojbshomtosbnexaqojjqskxcumsjfllabnwtqfnlkrogxxhmf,U,e,Canada,714.0,151735.0,398734.0,2.0,S,,2.0,Norfolk,Yvjuqkyv,Hqmbbgbuulmfammnmvkzumndwiremimrpxtutliihaajkoidzmsqyuecklaxhuo,Kroger,1-887-302-9538,Zhcermbxzznstqpjhb
IL,2.0,HXS10189,HXSSQZVJQIJVHHDDPMU,69.0,sxupvjemmnegpfnrkpzzryqvhpaybaxwuzfpwwjvkqxwebqagmqbbagdxiccckngfjkoedecycmzljx,R,,Canada,428.0,242290.0,1925063.0,3.0,U,f,4.0,Honolulu,mdbuu,Hhbfkywhbfsnvbv,Hormel Foods,1-240-262-5059,DDUKIDLIZGCHYCSSJQZJDDXTW
MN,0.0,ysd10190,ysdxapkjzgolihzrnkjlvwppgzre,23.0,axqytvzlszjsmkkfimkfftyyjpopmpnzgmdgmtsmbewpdlfdqlwdoybfn,O,,Canada,389.0,151263.0,3808365.0,5.0,S,,4.0,Nashua,Qegkwaxtw,Xnxwdkftuocweocglqsqtfvcgspfurmvdggcgenpeqihbvngtjblokypuqxtudhfjvnveu,Newfield Exploration,1-748-381-5388,qqkluyvrkilekeggcjjaekzs
GA,0.0,kap10191,kapux,95.0,nosxbymvnjsvpoaqwaigvabkvtcyfnbnnsrrd,U,,United States of America,694.0,377996.0,2072590.0,3.0,U,,4.0,Independence,oxnjyolq,Gihfejikoykbikqrnzwcfwaymmnjsgqailhpwtvgafxcpkibepmrlbantb,Huntington Bancshares,1-862-840-9142,Hdiihefgrtutriyratyllsb
GA,2.0,Alj10192,Aljqjhn,11.0,kzwfmlrvvwctlwxmab,U,,United States of America,610.0,450338.0,2780593.0,5.0,U,F,2.0,Columbia,KXCNFTFXPQQ,Fjgomljjhmpjlhmcdvpkxzvdgyhrpfilxwbmcmurvpylfxdhuisfbekhinidrxxl,Rockwood Holdings,1-978-846-1339,oqrvziwpgbiyipcbcnsrqkui
MO,8.0,Fcf10193,Fcflnqbfy,11.0,Owzblnjnfghtddquirpmljxplbojdhbfalaplwljdhtldoybovrktdtmpvnpewbfmdmpqxwuonigedf,O,,United States of America,831.0,499532.0,3305354.0,3.0,,m,3.0,El Monte,XEHRHGFMH,tolwqoyggncysiimleqcuyfrshmmyhrkedpv,Washington Post,1-774-447-7502,Foyafdqcohvpgvs
Saskatchewan,,KLG10194,KLGXJVKEMCRGFOAFZGVYNBE,94.0,Cqlkphichzolvhyprdrhimpqmwhmiuyfp,O,A,United States of America,449.0,146611.0,1256202.0,3.0,M,h,4.0,Costa Mesa,UMCGLFVCXZ,jzxtobfqaktkrhouwhguiio,Sherwin-Williams,,Tvxnn
Manitoba,9.0,Isw10195,Iswedkswvbyibil,36.0,rxbhdjrpxqmvflwnoqjsuraquimdnuagjahs,R,,United States of America,500.0,109259.0,818177.0,5.0,D,F,0.0,Iqaluit,Ufurodgrfavr,fwjjpuvhwsdcqrrdqlvrwltlvmnbtwjkbhapcijeuupgyqpgwmltt,Targa Resources,1-542-058-3311,Dlmmoeoerirpbeimuenwmpm
OK,,Dqy10196,Dqyvsbdwxnqiuxbjiz,43.0,,O,N,,644.0,279206.0,,4.0,M,,5.0,Dawson City,Otgzjylsgwnp,Ihowpssveobqweburuffvjfcbgmxauacctgsnhtowsscjvtmgtvcusbpnzgrgpulrvhbtsuh,Molson Coors Brewing,1-284-403-2435,efuwcamkh
OR,9.0,Cgx10197,Cgxhgjwlrtbmrcvaifjzaaal,98.0,jncnqvboxzjqxewucrtbaxyopombozshqhrexktajdqaolphsk,R,w,United States of America,366.0,160038.0,455549.0,0.0,M,F,2.0,Costa Mesa,Hejddxyhqd,Gmniywriryeharyyojpsyksfntwlvtrwdptmphdvuewmnyxtzhdiqhjzycnmcoamqqwqclhhbog,Cenveo,1-864-920-5405,Mwxtnvvcbgp
MS,1.0,Olk10198,Olkvciqupeh,,IZNLNBRULGIWUMGTM,O,,United States of America,,71615.0,644793.0,1.0,U,,3.0,Lancaster,Bjjlbbdjrjv,iswacwaqawwnnncxxumdfmdzrspyrdqyewgxypsujilmjjghwyqhn,Curtiss-Wright,1-391-445-0964,Sxlhtuvqzx
OR,3.0,UAS10199,UASKGTURLANZBD,54.0,wgxpyercikthryebmvcltwzdvctpglyejh,O,,,396.0,99302.0,3756827.0,5.0,W,m,2.0,Rancho Cucamonga,QMWZHBFJ,XRJTAWZWMKIEZKRCAXYKQLXFFQSJFDRDPFTUNFBXIXIITRZAQKGUNYAADIVNGCGCRKDOCEY,PPL,1-367-707-2825,Tzntgagyktzqmnsxmfpftsd
AR,10.0,ilx10200,ilxsrmxgms,12.0,Hogbtzrlxmqgtwsjpqissfibpzprptjjxonkgafgoyfkifv,O,l,United States of America,357.0,251984.0,1364726.0,5.0,D,,2.0,St. Catharines,EWXME,Obfcusdijtxorgdvrogttfixaixcrxllfnqxxqjvjkarcayw,E.W. Scripps,1-199-191-3144,XCKBSPUHWMFHWFPRHLROXREMEAO
British Columbia,3.0,IRH10201,IRHAIKVWATOZILFZCNHPFRDOYYQEXV,83.0,Piixdmkqcyhrlmwkxkatpeditylfrnpxrgy,O,,United States of America,698.0,395211.0,3227799.0,3.0,M,m,3.0,Santa Clara,Jarkldaoio,kjakvagvsfqhfmfjpjazeesvrnlcekjktexwkvvvg,Peter Kiewit Sons',1-551-963-0150,Ylukbssgpgrjxhgmcm
Saskatchewan,8.0,Jtx10202,Jtxkkyuecgxkxhiudrsjygyacbpbku,43.0,Jitadyvlqcm,R,,United States of America,455.0,198933.0,1287470.0,4.0,W,,4.0,Baton Rouge,Bovhno,OMONHADSBI,Bon-Ton Stores,1-849-529-8512,Knittgvcx
WI,5.0,njh10203,njhyphqobnukn,32.0,Nlefjwcwpzcqfiheojtncuaqwltv,R,,United States of America,551.0,284462.0,1303967.0,2.0,M,M,5.0,Mesa,aibbhmahfa,WOBDAXMJBWFCJICZGNFHSLIVJZXISMCMQCOT,Steel Dynamics,1-560-642-1051,ZTHGGNODVFRKHAHAQSUM
SD,2.0,Uas10204,Uaslzgrfhzjpqhlxstftjeiir,90.0,Gskfiuyrqipfigartdrclvfcquwepmtjnxkmnbgqaivb,,B,United States of America,374.0,339749.0,2754663.0,3.0,M,,4.0,Abilene,QAUNVNZESCU,Lzlbgtqukeootjsemajjaxpfwjj,Stryker,1-780-692-4864,Dlfnalgporsgv
FL,8.0,uoo10205,uooin,29.0,Rtpzrtqboaejfaeb,O,,United States of America,786.0,128994.0,3479037.0,4.0,M,f,5.0,Oklahoma City,rbialws,,Ameriprise Financial,1-693-536-1979,rudegqxlcfljtkdmottw
KY,5.0,Wju10206,Wjubbqqnozhysmknscmzhwml,44.0,agzywjvefcnrohghrfxtwdcowyfchjnulpjmmksbpqs,U,k,United States of America,704.0,279419.0,,2.0,W,,4.0,Miami,NRLXXZOW,Ctjnzlckjufyqtdnqvxrevxpvwmbijxmjimqsbrfleiggltqyv,Liberty Global,1-333-017-2553,Hdbmupdtuqmtdtvdxjzdpngffc
MS,8.0,MJW10207,MJWLSIFBQMRRLRKNNZOGC,,OXJGMIDJVRQCDKIVWEDTVYKDGTVUIKPQVDQXXEAKGGSLGEQXODIPCKUNLBDRPAFYZKVXX,R,t,United States of America,371.0,256401.0,2217586.0,2.0,M,,3.0,Kitchener,Bsvuon,URKOTSVABHDNIEW,Tenneco,1-137-841-9232,Mdvtplfhyvprikwq
NH,4.0,hon10208,honkvxvqmpkmvktwqorrnffmci,59.0,Gqdtlfffjsxslmkwztmhjidpuqquuwkobsaouefdzfcxu,O,,United States of America,500.0,458467.0,2517242.0,4.0,M,M,0.0,Birmingham,Hoeczwnz,Rssssuixlvfejlzvyncsljlnnxonxliyjmelvljztjbxryuttmjoogjckogjikd,Oshkosh,1-072-117-6982,Rbwcj
MO,0.0,BVG10209,BVGBWEDSS,19.0,txjvwpqagclohnzhfwdalutqizxaxv,O,,United States of America,498.0,342835.0,2023809.0,5.0,M,m,3.0,Lewiston,CCNUQV,Lmjjblleeqjogjduddpcbs,E*Trade Financial,1-091-369-4943,pdqomfnluhjvucmlqvxeyim
HI,4.0,MPB10210,MPBHZKFQJIEQAJB,87.0,atbbfmmvjpeeokmmtzfoqivbhmfqp,U,,United States of America,394.0,254407.0,2828530.0,0.0,U,f,5.0,Windsor,jbkja,olqdvfkkbnqrvipknqqdyaodvmokkgzbmeeklmjevsnhewsv,Phoenix,1-789-178-4962,Tswktlcbuo
TN,1.0,Xup10211,Xupxauw,35.0,Tcojeoqmjmsfwcpfyin,O,,United States of America,493.0,365046.0,697489.0,0.0,S,,4.0,Spokane,rkostnyl,Waikyouakucwcjkdulcpdmgtzah,EMC,1-350-031-4106,FCOSEMGVJQBNSUTOGDUOHBTHFEID
LA,5.0,PIK10212,PIKNSJQOKITWGOKZFPQQYOKDP,97.0,Upvidevbfwsmcbikqjairmywllqnbevmgkhmtxgedqijjeuplwnpkoygpgrpigl,O,,United States of America,325.0,363919.0,1943704.0,5.0,U,M,2.0,Buffalo,jntvymjwmppx,Hzqmsmksyhjlskciqbbh,EOG Resources,1-485-114-6547,RSARDAJBWIBQQMKSTGMKMPAYTUTEYO
VA,0.0,pnx10213,pnxgb,34.0,Nzcmdedbvzhgcxvfkkbox,,,,556.0,292912.0,3577030.0,4.0,M,M,5.0,Stamford,hsbptumtr,Qlhjqkzbxggtfhwptttoqbvoefgduptfwiicngxyimuezqyuzl,,1-325-442-8359,nosjbmkkodlng
British Columbia,7.0,zcp10214,zcprrshlidzryqoydvgkwddqucserc,97.0,njsjsalwxyyjkmmyoogeypvglnqiqjjhlm,O,,United States of America,617.0,11403.0,2244329.0,5.0,U,F,3.0,Des Moines,GHIXNC,Nagxhsplbtnwaiblbjlyosgzsavmngnkpgdksolnnohrdjorwtkvrzrbbqepmbcaallqrs,AK Steel Holding,1-539-478-2074,swmauemtoyqeejaetiarbnb
ID,7.0,fot10215,fothbcrxgnmvmrt,64.0,Qmvnrncmqkcmxowuhlerpjtukqnipenikh,O,,United States of America,507.0,228427.0,262316.0,3.0,S,,0.0,Tampa,Rsqaetosw,JQIMDGVSHNIPPGYNYHBSJBNUAH,Tupperware Brands,1-247-770-8070,Qjltwjrnvuu
KS,,twk10216,twkfhohotdwpakuzscfakrvpgxofbc,55.0,SJXUSDVTVMZTVKKRIQRMUUGNPJIQYTWHAWODWODPTPDLTOPLCRUEYPEXGZGAVBABYNSQHNISIVOJKBY,O,,United States of America,521.0,288645.0,694599.0,1.0,M,,0.0,Salt Lake City,Ouxrsaoee,Tlbtztwqifwlttfurfrptsyngeldjdegwmuouynixnazgqraojssnxhhfatnyvorwjlqvag,Microsoft,1-989-550-9428,Hchahtwt
