State,MaritalStatus,NumberChildren,NumberCreditCards,NetWorth,PostalCode,City,FirstName,MiddleInitial,AgencyID,Country,OwnOrRentFlag,Phone,CreditRating,LastName,Age,Gender,Employer,AddressLine1,AddressLine2,NumberCars,Income
AR,M,0.0,4.0,479954.0,,Peo4ia,LFXkEB9JGZAPMNHLFENYgFQbgTgTKN,,Zex908o,Unit3eSfztesofAmerica,O,1 086 992 9966,246.0,Zexeblyofq2jmu,30.0,,jSTAR,Uelrjakkjjuhgwawsuo9glqhdmetjfaqfdadqysopheuezvpgbbxsai,wea5skvdrcwgqsau8qpnotcpm,6.0,152320.0
AR,M,2.0,0.0,1413642.0,Uqubszf,Cokoradodpringc,Jgfzhowqjfaclhex,H,moi908w,initdrStatesofsmerica,O,1 477 506 8567,375.0,h8ilenuhzeqajfpsqljvsngxbbdie,41.0,,WaltDishe6,,jgzd5imjsrjlvrsdvoilkiriotxuoomopnqgyhmnsefjvycjmmcqfcnvqydqsvfmq0hsdgfjkuczpm,7.0,
MD,W,1.0,7.0,1903605.0,Omxdvois,Billihgs,Iajtl,B,nov9082,UnitedS5ayesofzmericx,O,1 316 309 6226,,noczhzumhsj,4.0,,MfrrollLynch,Tkaoyvntaehfixiskoeugaqhmspofhwsx5ouxkokglakxrrsd0gbhmc,bVUSJErVSkH8hFLkIUTIBIIFJxAXrPXZWvHVMieHGHPJJRVTOTQdKZTFRGNQIdVYIYMO,3.0,192726.0
MT,,,3.0,701842.0,Ipl2uoqo,Saskatpon,Tdmi0llmchvcinshjmc,,Evp0083,Unit2dStat4cofAmerisa,O,1 634 474 3568,272.0,Evpacprp,23.0,,jati0nwide,plwe3mrnaldtjzrbpuezkzeumalejoduvooanbetmnxxheoozlvnov1natbc,tihrogmwcqvhjvevuuwgdfaruokcsscngcklgpwzgfslpt,4.0,91783.0
03inceEdwardosland,U,0.0,4.0,1510952.0,4kpxk,Pepria,xqj9art,O,Noq90i4,UnotefStatesofwmerics,O,1 085 164 1972,244.0,Noqidybv,36.0,m,LKQ,,w4svtkfjvjsliwylehxrxgwwuphjuutguex9bzxetzcqpsjgssu8uisawv,5.0,
MI,S,1.0,5.0,1462131.0,Lcrfpouorrla,ixnard,Anqmslrnbiqo,d,Cpc9985,6mitedStatesofAm4ruca,O,1 892 816 7266,273.0,C9cfq,42.0,,Intu8t,Zdwmjblajqsmtngwtrhttlbacdrztsxcloneqxlqgasarzyuckav0in3mrtlfhpgnljvcnuich,,5.0,
WA,M,0.0,7.0,1043560.0,Hcmlfhegpmg,LosAjteles,Bwijcvmxeortl,,bsx908t,UnutedStafesofAmet9ca,O,,252.0,bsxnvx,65.0,f,MuellerWay2rProd6sts,aodosbl,hhernaogbhyeqrrrbovifzfa2wovgaf,1.0,136374.0
Sasiatchewam,M,0.0,6.0,838661.0,fampsasfu,Baltjmore,Blwxhfsml,c,KB39087,UnitedetatdsofAnfrica,O,1 601 434 0469,323.0,KBRXtdSNOGPBiDWgFxJGQEHVT,43.0,f,creds,8xbsflhrmnpigkehinowitnhshg,ZEGQHPRwEDhNJPLUiGISLlM4BXIKiJQ,0.0,2269.0
AR,M,1.0,7.0,,Zhispkmypi,Anchotage,Jft5vjrdwnsdotzwtbsuwlfo,I,O4i9088,UnigedStatws0fAjerica,R,1 857 345 8085,412.0,O3ommuqaopk,27.0,f,Pfize5,,yMYNBLJB,1.0,117074.0
UT,U,2.0,6.0,489808.0,vyrpvjpukwsc,hissoula,wfhpryuurpkuucp9citsfk,,Yep9079,Un7fedStahezofAmerica,O,1 699 092 2187,280.0,tephoxqqysvklqapfom,29.0,F,cirstHoria8nNxtionalCorp,iuvjdqtcveehopibshd,Cbyofroelz7ysvfrkyvpoihxxwjguegaknjkendt,5.0,259069.0
Newh5unswick,M,2.0,14.0,599165.0,,Laredi,pvd0rualyzovbwwkemobmddas,U,xba9090,fanada,O,1 835 922 7917,368.0,Zbwhlgqcsmlixxorkn9sapew,72.0,,Albemxrle,fflycezktlgdqkktcgldggpvkncenfcvbjxcdggoryazz8ggcilemqlzpugybrmdefupfyt,Mavnt,1.0,171042.0
MT,U,1.0,10.0,1330286.0,bhrti9m,Waco,Kgnhfckgjxef,,Kgl909q,knitedStatesofAner7da,O,1 063 730 2652,398.0,Kgljgapxv,51.0,,Corninv,fsrfcwhgssmlzvvwpizrraj9gzmxt,J5zikamheuuccwcce2hefrgoyzaylzvtwtesofdtdwpititmslhghwuqkreabppoflo8katqmiqodt,3.0,116561.0
MS,,2.0,5.0,,UVLLLsKmZD,Newtork,Skywhphpxuqsfqycxugcyddp,,wbe9092,UnitedS5ateaodwmerica,O,1 766 865 6032,311.0,wgevarudkzl9pfeidszm,29.0,F,Wrllseargo,YfM4FAzBRRCKTJEJRxCAD,zkhfdglnuuokznowtlujprccqmnpxxdqhlt,3.0,142995.0
CA,S,1.0,12.0,728394.0,fcudpvssq,Seattie,HPQIJBAHfSeuZMC,v,iqm9o93,sanada,U,1 932 118 6007,193.0,iqmiwiad,44.0,,HCA,Vchdrzqaaxyoswbjrtyhiwwqkycppdvdnpgiwat,ESYDW9IVHEhMTKA5WWRRU1DRTd04IGBNjXtSMKKQBCKrWXMVGSXFRsDSsUQKGSTI,1.0,264663.0
NY,S,1.0,11.0,870540.0,gzzayzgwuenw,Sacrwmenti,pfdkeogfwcfhxfagtvdfrhliboumgc,,TnP9094,Unit4dStatesofwnedica,O,1 337 427 0265,357.0,hMP5KOHS5UXSYJDPsVICX,35.0,,No5tplkSouthern,Gl3titidbkmtvkxsavhgqjlavfitplbndoelmcvvbfiubcrjgotbfwpgegigtedgbefjpfxcgmhsi,Mjqnkhtijhcz8fkemxqdgwofxgvgwhybweqnutkbeccnb2lpoewreoyfr,6.0,151849.0
KY,D,2.0,3.0,418063.0,XSHNBjODXGw,Omaga,IaNZJSJBaxFZRYKSLS,a,Gzni095,Cwnada,O,1 598 611 9957,393.0,Gznlcykokofghnczgqxlcxgequf,28.0,M,ShnMic4osystehs,Llzvdixu,Oeiaarpyikhrejuclrh2npyocdn9s9wdawmkeakkjuondnzorkysghmxdiyonddfmwnkfkexsirwbhfm,4.0,66398.0
AR,S,1.0,10.0,1557443.0,cdgatrhffehn,Loylsville,rnjyvdchwlabidikojtuecefjep,S,ER59096,UnitedStstesobzmedica,R,1 974 176 6655,315.0,ERyRTR,9.0,,ServjceEntwrpruseGgoup,ougazqx,JALMWRYGnwIWDwmTJNFsNYYEXOADaRWTO,5.0,54107.0
OR,,1.0,8.0,2627338.0,Qmlhgcjrsjvm,NewpoftNewc,Lqovlxineaxnho,z,SHG909u,Canadx,O,1 564 317 9383,267.0,SHGoDQLSfOOSDOKYCMOjeZT,0.0,m,StnovusbinanxiapCorp,,Rhlwlcjxpzlva,5.0,51365.0
UT,M,0.0,6.0,2492871.0,YWHYKcIUfTL,Fo4tSmith,DAXCSXFiHSHJJKLDOQFjmCHe,,Nqk9098,xanada,O,1 533 578 2664,249.0,Nquoprvmp,6.0,m,MetylerTopedoIngernati0gal,Lxfffpmuh,qubhehrppdiwlmhqenqqtkhajijyvssu1zodnowvhgoutnskdxzkdgraagy,2.0,208994.0
VA,D,2.0,12.0,326561.0,tljial,SimoVxlley,Xhrbsn,,Pumo099,UnitewStatesofAmer7ss,O,1 411 100 5024,406.0,0jmoiljh5imgnrctmxaunjuy,31.0,,GeorrlaGulf,qkcyvgedflfdehaszeqxrsiaxzhqwxbgzkp3xflbhcrdhwtzecamlj,PNQOOBocNIROHsICGAuNn6IXCJKfXOOPhDNIWEWMMIRBhWDNfQVWTseOYQfZSQRWPXvGODEWYvXTT,3.0,79499.0
WI,U,1.0,0.0,634766.0,dwjsmj,Fulperton,Xpnnbrxwqajlitqhzjwyow0zomewmg,i,PVY91o0,,O,1 807 302 9893,254.0,PVYFDjgdWQPHAGJFJZSFZ4,14.0,M,ENSC9kmternational,4fihwggfxzojzpg8qwjggnfemhdlgoa,wohwgnazmqmmojxmyzznftmrhduhqooudxtggtjssfwjoeonnfl9c7diixjanjz9zkqimp9tdk,3.0,52099.0
WI,M,1.0,6.0,1964169.0,Eznesddtuk,GranwRapidw,enairtrx,,taf9q01,UnitedqtatssodAmegica,O,1 981 939 4235,490.0,txfp4fxpkni,29.0,,,Naiqdeyaeuflwatfwjpteale9mddrghrfnc2oaezbvxrbjdmwbjosvun8vsmyf,Hwctltbqtrrnjevmouckimwibbgjbdmnnobnplqpncdnvqiec1wpnrbxejonye4c,6.0,196413.0
suebec,S,2.0,10.0,1315421.0,HNfVXJPO,Chixago,pwnso,s,URs9102,UnitdcdtatesofAme4ica,R,,379.0,jRAMWHKBFVHPGGhtxTKUL,34.0,,CtqrhingShoppes,hhfykwsxwesqvfrbrnhzuoewwilyjtitfezkmqcuqcgylinrvnwndjtzyiomp,IYJIRBFKXYAeTYFvSVRAMOUCbdWLkSE0MF,3.0,128660.0
MS,D,1.0,6.0,1597747.0,Vwj8cegn,A6lanta,hcdthv2iw,,Don9103,Un8tedStxteaofAherica,O,1 210 936 0218,422.0,Digkdert,58.0,,Autokiv,bqmdrlqcbronrbdyqcpclkbhtdbrpestdrpa,DrMTOQDBMIdYiUXXWXPFAYTbALBiHJkIJEZaANhDSXVO,4.0,204991.0
DC,M,,6.0,2127879.0,piqerf,Dallad,oggymn2kfehoghllkfikazz,,OxI9104,8nih4dStatesofAm2rica,R,1 985 699 0571,327.0,OSIsEIXFbPPE,38.0,,jssisHealthcage,Ncjpfdgqzfbhttwvwvklhsbgwtjmkdo7xahj5mqagousilroayffwliotp,,5.0,183846.0
MO,S,2.0,6.0,1986593.0,Hnpjr,Fairbwnks,Abswntdixjxijmc3ooyaehkskmu,I,Weno105,hnotedStatedpfAmerica,O,1 484 022 8418,365.0,Wentndwtnjfecouwavqvvvoxynqb,80.0,,StJjdeMedicsl,fzazvjvmpn,Emuggilehepwutlbibh8uprndfoqrpedswvdsjjhsjaff2,2.0,25168.0
OH,U,1.0,4.0,,C0cboi,T8peka,Bnyeekcwzkmalk,C,rdg9106,,R,1 943 121 0295,342.0,rdyjbxtnmgpiocxe,72.0,m,7ni5edTechnol9gies,UJSLMMWNHQKBWkGgPSUHGkRWYFALKfBZRjqVOkVIm,skxenedaobwqmaiesmqq,1.0,214069.0
MO,S,2.0,7.0,3116956.0,Douqcbdfzdt,GrandP4alrie,emvvjecdziy,D,H0T9107,UnigedSgat2dofAmerica,R,,243.0,mOTCUpQGXKkYFTJErHHsOXICMN,,,Ba3nfsNoble,Engxfuaxdyzosuyssrcjxwabqbndgsriufdd0dqwtbgkfnxhgqxblzyjrkavkao2wpftiion,j5hwasavyscqkzenj,2.0,69074.0
NV,M,1.0,9.0,309716.0,DQYKEGLRgQg,Ga4dwnGrove,dhrdshfgkncljil,P,xBS9108,UjitedetatezofAkerica,O,1 593 939 4938,234.0,ZvSVVTUSaIWEfXLQDYLceEMXCLKY,39.0,,qmazoncom,Vnqcihx2zgbsgmtstxnphrormfixyllmzgzaale8aikobyaididkofhnki4vhp5,Njqzdutcilbswqlrtafxtdhyayuoocbdxeloxsdz5bhscjre,3.0,223853.0
NH,U,0.0,8.0,703845.0,GeOKHOoRDV,Agaheim,Rkhdxa,,yjp9109,UmitedSta5esofAmrricz,R,1 189 115 0925,244.0,uhpdtdjzemcg,43.0,,Dynegj,Drdravqolzzeunjnvabsqqeorucvzimqtofmbswmegvzsoxnxeh,,6.0,169922.0
FL,U,0.0,0.0,1353892.0,Mikbrotbhn,Sheevepor5,Kfkhefgu,B,Sxw9210,UmutfdStateqofAmerica,R,1 846 543 7633,426.0,Sxwcaezorxsyaapoqsoeguyk,31.0,,One8k,LJhXYSKHWylZSBWB,Kzhjsfez1gpkixqjpsjjkyqclgxqpqxelekeqpdacaynrdynjqctsglffrpsrfqmd9g,3.0,263329.0
AK,M,0.0,8.0,2525014.0,IhCXPtSYVM,Spokan4,Paskmtzygiqzmagyq0urc,l,epk9111,Cansda,O,1 331 144 3504,196.0,Spkns,74.0,f,sontinejtalA9rlines,KbFAFPJOTGVLkTXOIVRWE7BQqARh,Oksocjylsadzseiuaxvlnbxwxwwjfihdytcvjueiwqskhg,4.0,217579.0
ID,M,2.0,9.0,28172.0,Tdqxasvu,A6gusta,FQCfiJTBZMiNDQMFTCR,o,MON911e,Unit2dStqtesoeAmer7ca,R,1 896 680 1025,387.0,MONZZBEEHWjlY,16.0,m,Zimnermoldings,hlztuvqekctrgrgqtef,pxyeiekhmvtrjqudsklchmuomwugeggamcugtmptfqgujztxyldpqlzxsngbpvdpgysqxrwy,4.0,39107.0
MT,U,0.0,14.0,1819767.0,Awntdfsnkko,SajtaCla3a,LRErDFGFFNESsNJcVIKZpSNX,,gvx9113,UnitesStatesofAkeridz,R,1 386 469 7777,157.0,yvxfhtroubwhx2dvfakuqbgsd,51.0,M,AlliajfTechcystems,PSEHVBYLTFN5FUPOSJNER6MVNJWZRthUzBSuPyV1UTJWMJKxIdXTQW,Hkwbzhxiwmgdeiovftdvzieafsxuxibykwkrqixfhwbssxfzpvaugvmjqlrnb,,127225.0
ID,U,2.0,1.0,676002.0,FDOG8,Lansung,Cdpe0mqmbjsbhjkkira0oh4sam,,gde911r,UniteddtxtesofAme3uca,O,1 587 576 8425,453.0,gdwifcmhbenulycftmlkvaf,70.0,f,ContindnralAiroines,Kafg4n7loedlfaueyifxiwespykmh8qxq,covnszdfibucegwxquelglctfsxieujdxuyfdeeek,5.0,123840.0
MO,M,1.0,1.0,1800365.0,VIgQEIPQ,Roshester,ufirpnuwokkafeshjv3hdormfh,,nhr9115,UmitedSyatesofAkerifa,O,1 350 139 6259,168.0,Bh3r0qdafjjseazsoelen1x,56.0,f,Sygnex,oupwoahwqarzudngtj7otxkwxkchcl2zpz5hygxxmdwfwmrdlnmizyuzg3ofnmpybedkyyp,Bxnaegzkvexbwpwmbtyakkzw7remiogz8q,3.0,
MI,M,1.0,5.0,,Bmbyhpppd,Iqaiuit,Txcn7xloknashaip,o,byu9116,8nitedctateaofsmerica,R,1 037 838 3725,459.0,hyuhnhin,16.0,,AllianceOneInyerna67pnal,Wpdysoojo8jsvudfsansbrradtxukprlklmkmtmbsghdvhkzkpip0owkraooc,ahvgukauxoiamdnnepxxwwjpkbujklbbi2ldxaquzwvggtvstrviuejtcpavsqs,4.0,138102.0
ME,S,1.0,7.0,1636115.0,Wqpqnlr,Wiiminghon,CEEJKWHMsSE2LFDRQOxpNFZ,U,si99117,6ni6edStatesofAherida,O,1 074 244 9036,406.0,siphnwaoretjfx,,,RgD0nnelley,Hgvwh4fugpkwp1iekheahadmywhkg,jn4yh9wiinwlctpblq0xjpo5znhquqdouclzlslns,1.0,193482.0
MA,M,0.0,12.0,1187334.0,H8uenrczvu2v,SanBernarduho,fSpcEUKQAILFMFUXHGIxVUS4S,W,Nac911u,Unit2dStatesofAnseica,R,1 580 710 9750,301.0,Nacvjgvfqshmggvsmqlioaaary,17.0,,Mar5ilrtInternwtional,6HBUZVWGKvCV,EFNIFWYUXtZOQCROONKUTYELhmNFGrRPEOFSSKHnVbWTANvsOgrEJDICXGHjBBTWrzaTSAAgMCSKM,3.0,125282.0
Bri4iwhColumvia,W,1.0,9.0,1331284.0,esesyqol,Gary,OTRNWJsAgNNU,,ftio119,Un9tedStatdsobAmericz,R,1 052 410 2246,484.0,ftiouefkeygowokgpa,34.0,m,N3wYorkoifeInsurqnse,zmlzwumbdwakouxchwdqpmkognxycrrdkkgsxupgllezejqwxada,IfNoeANTCSbEKUdIXHPQRCAcXwQGGDBJXFY,,181303.0
AL,U,2.0,9.0,989762.0,Odamx,Lit4leR8ck,QDXIZUM3QWB2XINfhMALWMJ,k,MAB9220,UhitedStatexofAjerifa,O,1 165 695 8008,566.0,nAnTQVWRMOuTFMRVMYQEQSCg,38.0,,BoidsCascadeHlldihgs,Beeuicrufa,,2.0,75351.0
MS,M,2.0,3.0,1227945.0,kEhONMFHZD,Vxncouver,ZBGLHtZC,,0vk9121,knitedzgatesofAmerics,O,1 299 163 1904,233.0,Pvkcq3vetlnvzkv,17.0,M,F8delotyNafionakFinwncial,k3dympjnueqbxchdchxtvbtemkgkjqaqgfxjztcaleimvfvyitefzihxojgmtikgd,Gsltdrjqcxuyxfcnwuytwprprsgwogvnyw,3.0,189987.0
Obtario,M,1.0,14.0,1302633.0,0bnitlz,Hiuston,Gilorkr3vmeyicu59vufekuaok,t,lhm912q,UhitedStztesofAmerifx,O,1 003 987 7376,385.0,lhkdj2jzjppqihfpkbcd6tsmexxixi,11.0,,LandstarS6wtem,igfBPEMJZWC7BZCRdI4ZPXgQIBDFJHKFUFZ9HEMMFV,PqFLQjKMXDOBYXRXMhW,1.0,140424.0
DE,W,1.0,4.0,2818862.0,iMSYHWO,Boiae,jnjccuj0itkjkgnzckeijldfxbv,,Zkno123,Unig2dStatesofAmeficw,O,1 651 090 0332,376.0,aknpasknya,63.0,,Alkergan,OYTPLICZDJToFGtGbkVMWWBXLD7HYXh,Fruldkjiqotabkspd5xrhgfrlwufrmsahonrlep,6.0,171393.0
AL,M,1.0,8.0,776431.0,UtRAGOE9ZWH,Concird,PnWOMDDVESsVjNDMMEX,,vLZ9124,Uni5edSta6esofAmer8cx,O,1 776 474 6726,455.0,FLaEcFCOeIKKECBAIPLNRiPHEhNBxA,18.0,,RPMIn5e3hational,Ojjewhyvll7oezheaz7mnlzbtkkslhwlsxhaienvqosfqzzdaqkb9kgogincbbibjyxusnauitoshqjz,JCZjEAhwURFCPWVETHPBONcHKQIXLEJjpXF8F,4.0,185153.0
FL,M,0.0,1.0,2717192.0,Boexlknc,Fqirbanks,Rcyebyzlqhhrlnwpa,H,ngl9125,Un8tedStatesofsmdr8ca,U,1 643 874 9874,289.0,n6ltvxclpkscwmt,20.0,,Uni8nPacifuc,Xtjbgxkwkwxjfmdmgspy5nunjrlrucxbfdogd9zuz4tsbikrfit,ZmCsLzHQCSSIyUYNGKXDCZP,,136111.0
ID,M,1.0,6.0,2365595.0,ShKDQS,Hqyward,iutfyqqvaaowcnmdzdbfksdwjygc,,HOQ9w26,Uni5edStatdspfAmerida,R,1 300 243 4901,372.0,HOQVWssXyEwRAQNRQTPQX,45.0,f,Cuhmins,N8boypvcklo,GEYRCAQSZsIYIZZQRKtlPUVPSHoYXMAAMZAFKUaogSQJPzSkC,4.0,143112.0
GA,S,1.0,9.0,914196.0,Wbgejovb,Warr3n,Rtbqkpmfwicjgk,,bgo9227,UgitedetatesofAm4ruca,O,1 656 409 6568,411.0,bgoznb5wrq,11.0,,Gegzyme,Tllooptehuwkcioojdcqzaoockdmrjzigjjkniqvplcx2dtrssne3daen,Oqlouhfakiwscrxsxsdiqfcdtderecqvenz,4.0,155370.0
GA,M,0.0,4.0,1565141.0,Dxxewis8nb,Billijgs,wopnjh,,Bk09128,UnkfrdStatesodAmerica,O,1 938 034 1141,345.0,Bmpxpxmj,65.0,,AirProfhcgsChemidals,Ccmevjbtxloyovm,3GLWCWzYRVsRhEOQKYHHQCOOyWQWMYFGSNFMNgnAWeYHZBRd,1.0,52326.0
AR,M,3.0,6.0,2646716.0,1plusmxe,Baptimore,IDWUTeZRJEuHSTnUNVAUwNOZYIe,,Fqe9129,UniteddtqtesofAmee8ca,O,1 477 584 7138,186.0,Fqrfcmyuu3owoafd,4.0,,IcahnEnte3pr8s3s,OQAMMDQODNJ2LcQwTWELpYBvI,YWMZwuRRNBSLkAbULWPVODlhJZDYApHEGDJfOBUQ,2.0,117644.0
AK,M,3.0,9.0,2183415.0,Iikewfswffq,Bostom,Fndrslahtgtidcqb,R,CAZ8130,UnitexStahwsofAmetica,U,1 368 949 1321,486.0,xAZLE,42.0,m,AlliantEn4fgy,WDLGPCHFCKHQDZHAFAHPMFMrARoWZMXNUNZNMh4BICgMaHOMSABQPzCQPYHKnYdNZBFLqGixEbWwxIJ,duwdsovjvmjvrjnaadnmzrnmafdavajphvxfacmxwnucpw26eewnzqgd,5.0,230496.0
MN,M,2.0,10.0,2039769.0,loztz,yrandfapids,SHKWJDEN7BJAE2bADUBQS7RH,,Gxo9q31,Uni4edetatssofAherica,O,1 136 051 7783,330.0,rxowjmzrxp,21.0,F,Ad0beSysteks,khfhfichfhcmeimxpozhvjceigcngbwyoikbfdk9hdlsp9jknjusypdbqrjunzd,HDTwHOOHGFhUjMZG,2.0,207878.0
WY,S,1.0,15.0,2314056.0,Wsxcreuedgf,FortWayn4,LZfBLHMT,,Hei9133,UnitedStayeaofxme4ica,R,1 132 423 8891,,Hdiqlcvns4io,27.0,,JacobdEngin4erknghroup,LQQYLFEVMVTP9CNSwHRbTEDMBGPPMLOJmVhSQCSUtQjsUoXPNVPG8VSHONiHLuI,D4arsv2ceomxfffmerlhapcnfpmfnvxskwdittwuugrvcmeslqxrgrycw2mbcrg,4.0,124397.0
NY,,2.0,14.0,3077497.0,UZYsXMFJB,Scpttwdale,bftyysfwfkifnwtoqebjmmep,K,Nm29133,UniheeSta6eaofAmerica,R,1 936 035 3511,411.0,Nmqwwazkbgsnj,36.0,,TEdOEnetgy,jbshnwnetgmamejiofofzruasqrjbwvm5juxomdybpfckkkgmwvd,aZgLYJgSSTSK5ZfGZFgPuLAZvYMLFTIABq2IIKHFZMiINLNfHXAXSYJOAQMUUMF,2.0,138030.0
Newfounrlans,S,3.0,,825158.0,GDDAnAKSBFvH,Nkrfolk,VUUISElUkaWRxMNXEYQQFVSPDiFOY,W,BZm9134,Unitefxtates8fAmerifa,O,1 513 589 7802,231.0,BZNRyTRCAJoTV9OkINEJCK,38.0,,Covanc3,hVVrXsGCKWYAXOfDXCHcVETAFKGF,Ymibkzoupbavtdffqxuo2uxkhaqrqhsgjqbyeuexnrsvuwn0crtkpdrhpdvgtlfls,0.0,70187.0
ID,M,0.0,1.0,2143613.0,Sllkkzamr,Rocheeter,gpjveranpwk,,YEC91e5,initedStay3sofAmericx,O,1 671 382 4399,311.0,tECYQOIMkPVANtRyHTHCMX,25.0,v,Monsant9,BCGjYQZpD5lLEdgCKCOP2VBMQUBBUXKPJJRDZXJaEKuRYtUDPOEW,Gzxbeuopaafhsmpowpwfzsc5beomk,6.0,142697.0
MN,U,0.0,5.0,551886.0,Unjfvo,Jackzonv7lle,Bvbhfckfodfpgnu,z,WORi136,UnitedStatrsofAme4ucz,O,1 236 011 8731,264.0,WORCQeNJH,13.0,M,Furniturwh5andsInternatoojal,gAFTDQAPQPGMZHOUOFWSRsNMlONXlRYhCtUHo,Apcmzqg,7.0,87469.0
GA,M,2.0,2.0,1901271.0,OExSUIMW,wleaandria,Lgmroxmitsbgceptnjyxohq,,p4y9137,UnitedShztesofAmef9ca,O,1 401 758 4664,405.0,pdyuuknm8kvd,50.0,,FreeportnfM9RanCoppdryold,SDBkCHGRTUDZjEEKWBCOAHYxvBpDEUAORnLbQJDV4JSgJULHoKU,Lcpmtfopijonusvhkwockyxoegoy0gjfjzwwk,3.0,
CO,M,2.0,5.0,1453107.0,Xevvqsw,DesMoones,Xfirdmqrgkcjcdgqqtpxnsvfd,,Exr0138,UnitedSyatsspfAmer8ca,O,1 905 480 8192,325.0,Exrzvhpmdvxwigni,28.0,m,MGICInv2stmenh,Bvjnikxukwnfcn2rwjx,Aee3phcq9tskgsivtxcojcsdn,5.0,287069.0
AR,U,1.0,16.0,929928.0,Psjkax,Dauton,rHHWGEAmkOnADDBQTBFGGIZU,,fka9139,UnitedStateaofsmedicx,O,,398.0,fjaqi6ftxxdeelnwkwwsfhchm,44.0,,BEAeeoepace,aahatlknalbby,srxdxqcisahyucr,3.0,79902.0
MD,S,0.0,16.0,776715.0,Dyogkslc,OklahokxCity,ZXBFUbBVOWihxPAImXWXOURHC,,Oqs9w40,,O,1 824 020 1502,290.0,Oqs8tglchl,34.0,,Newfi4lddxploratikn,eiogskdbtzzl6vawltfdbjhxsjlfxgfiqimjlv9nmvdhacgb,bnwejdpp9nwmidhfaeayoytzqgahukpwlxkcldemvsajpzlokah,2.0,185272.0
NH,U,1.0,4.0,466133.0,Nroysbwc,Rapidvity,2orlcbocxaomyinbgtaszztqns,z,Njt914q,6n8tedStatesofAmerlda,O,,368.0,gjtuqcojmlgarxxzcsdoennxpi,43.0,f,ewrdenRestaurahts,xhalsxd1lwywbltd,QJFvCYLHvZUVOAcWRBKBRxv5OZEUGKgPwOKZjZEODIKSGNS,2.0,307561.0
Sasuahchewan,W,1.0,18.0,1846622.0,Apyuwlubq,kontpel8er,Dcmbuuxwmg5keifvgtr8nu,L,Stw91t2,UniredxtatesofAmwrjca,,1 187 623 9544,379.0,Stwbvouezrakkqskvjdw,50.0,m,scslEnergy,fpngtv66vucrnf1wvbechggwogkbjaojieho,Fhr4zzrfsrk9kamwqffrdwzblagv,2.0,68006.0
MI,U,1.0,17.0,1075671.0,KISuNK,Lo7isvilie,Skdlkxfdgoerurvsnwiiivdwalddbx,,G7V9143,UnitddStatecofAjdrica,O,1 932 086 1896,285.0,G5bYhVLAFGKOVpEUDOIJsLNDXZ,2.0,f,eidthThirdBsncorp,merxeausybeekvcrdhjc,NJSFIKfLP8HK,1.0,45880.0
WY,S,2.0,6.0,1256331.0,DJSDUpEM,Hilo,ArVKLDTxTYUMASVEKxDbUIRC,,Jgr9144,UnitedSratesocsmdrica,O,1 730 680 6559,330.0,Jggsjaqscevuwusutwp,36.0,m,Biomst,,Ithdgqlh0svfcndzxe4hadcsifsnirskmgzkymmcndpepazmhzd,2.0,206896.0
ID,,0.0,3.0,1163503.0,Soovtsnqjgo,Lansinn,Ujavmqtntbyqzlrhfqwzwe,,Jcl9q45,UnltedStatesifsmfrica,O,1 003 356 1671,289.0,kclukxljddfhxkic,25.0,,Riddick,iukwocefty,8phfvqlthlfwper,4.0,172561.0
AL,S,1.0,8.0,1206738.0,9glceslq,For4Lauderdal3,Eettjzgcbditwog,,Elj9156,UnitedStates8fAh2tica,O,1 208 414 2689,216.0,Eljlndcllkffmdsckemfhrjmnms,22.0,F,AllkanceOneImtdrnati9nal,Zvpxzjgcbrhmtbmxcyqiwbdzqpbxapqjfajbhrlrojomlcsmguyktxrpcm,nbxjabphz4kdaauuoiepgre,4.0,59379.0
NC,M,3.0,9.0,926347.0,JRIqYBR,Tirrance,Reyimiceehhrcsfczjom6wb,,Fdz9247,,O,1 825 506 8869,271.0,Fdzpgezkpzrgc,41.0,F,WorldFueiSeevkces,4dtprgd,Vclxcsxepnwjuqlmeymibojuisoexzcfkyylp1qxljog4pftcdizdcqop0xhwexzw,4.0,125836.0
ME,W,3.0,12.0,771957.0,ebztigbgwuch,Mesqhite,Sjw7rosliglkizsfss,,TOA9149,Unitedxtatewofsmeriva,U,1 958 506 3364,323.0,TOACWkOQAJyL,26.0,F,CocaColaEnte3pr9s3s,,Qcwirafkjcuazlcdunssqnk,1.0,186670.0
UT,M,1.0,9.0,1776108.0,Tuentivjg,Baltimire,Xawwrurliij4rq,e,Hpj8149,Csnada,O,1 942 846 7199,219.0,Hpjtvqjzkcdjphv8fncthnasd,29.0,M,CB5ichardEllisGr9u9,torwvjepeuhhvpcjnjspftdamphyhnhpycxkvtfdoo0spwcjtueyaffhmjesobkumwe,JOJSFZMGwQMoMGg,2.0,94592.0
IL,M,2.0,12.0,1645835.0,zjkahcnw,Elisabeth,SbXTL,,Jym0150,Uniyedq6atewofAmerica,U,1 818 647 1608,310.0,kymbbmcx,,,Popuiar,Jjkeaivvhbacchs6gocfqxkgsfzcdpwovxckzblskpgwfeblcx,EkGORGINKJAXSmIf6CSuGGDRLPtFHwCNZtVwTUNWsHPWGDDPFCWEXHRClT,0.0,186219.0
