gncd,ncm,mrtlstts,mddlntl,nmbrchldrn,mplr,ntwrth,ddrssln1,crdtrtng,nmbrcrdtcrds,cntr,ct,stt,phn,nmbrcrs,g,wnrrntflg
VRM14410,466209.0,M,F,1.0,Omnicare,3860493.0,Zjqotxnlkkpasvuhywqus,636.0,6.0,Canada,Chula Vista,VA,1-124-004-8682,1.0,31.0,O
Fup14411,233521.0,M,Z,1.0,Robert Half International,1147099.0,hvsjiakwpxdviptyywnwkzait,757.0,4.0,United States of America,Cleveland,TX,1-513-119-0420,3.0,15.0,O
fth14412,427500.0,U,,5.0,A. Schulman,1791021.0,trubugkqxhdspihznoqkvnvtqjohu,513.0,3.0,Canada,Fort Wayne,ME,1-756-966-9228,3.0,24.0,O
Ghx14413,264456.0,M,,0.0,Varian Medical Systems,1466584.0,GWVCJNAILZXXAWXBJQQOTCSEVUIFBOCKIJJNYLME,810.0,2.0,Canada,Pittsburgh,VA,1-538-366-1984,4.0,8.0,R
POM14414,281839.0,D,v,0.0,Portland General Electric,2946602.0,hnrmkoibxmvuwebikcphkfcuyjbkuukkvliuspfkdhfouudevait,756.0,2.0,United States of America,Sioux Falls,MI,1-375-648-9313,0.0,15.0,O
Guh14415,,U,L,2.0,Pilgrim's Pride,1185601.0,qtczgkfquezacjfkzpppnvfofhsgwlcwnpycnzkbqtmamzhlifgklaayriffavodfsffao,,4.0,United States of America,Biloxi,UT,1-764-019-9328,5.0,52.0,U
uke14416,264217.0,D,,2.0,Wynn Resorts,36774.0,WFINKBJLTFTOLBRXDOQPCDGVMCQTSM,659.0,8.0,United States of America,Fort Wayne,KS,1-095-539-6359,0.0,68.0,O
Iyl14417,27104.0,M,e,4.0,Family Insurance Group,2557767.0,ljgbdjwaabqwureolhkfnzpsqbhxzlafclpqqpiwallxdcceocpmgvjwxdbczxi,733.0,5.0,,San Bernardino,NM,1-625-459-5085,3.0,61.0,O
Elo14418,198635.0,M,q,0.0,Watson Pharmaceuticals,961558.0,xjslvchmhwtltlednepvqwmioocgrvggtajomelaiyrlktaqvizzfqedfcjaoakjhptxzfhdkc,746.0,10.0,United States of America,Garland,MT,1-429-446-1718,4.0,9.0,O
Gxq14419,17675.0,M,L,4.0,Peter Kiewit Sons',2389496.0,Tejpjmjlazpzqhjjzmvvuhjter,593.0,9.0,United States of America,Santa Clara,KY,1-081-187-2160,1.0,59.0,U
Drm14420,128905.0,S,,2.0,,2462830.0,hzyupwzelwvegiqdpmldhxysjwlsfsawmcaxtehyvzkrfcgeaadrkbpaldn,495.0,6.0,United States of America,Manchester,WV,1-167-750-3875,3.0,98.0,O
Uhe14421,307448.0,M,O,1.0,Boise,2623588.0,Frwonvtcsdrjrs,424.0,7.0,United States of America,Rochester,Saskatchewan,1-430-040-6867,4.0,,O
svq14422,411546.0,M,d,0.0,Lam Research,2946688.0,DSCLKFXIGBHLOHXWSPGMTFCRVUGQPQAYVOUQWVYOEXPPTRIVLVKZPDIHORWSSXNYKK,344.0,10.0,United States of America,Pueblo,ME,1-888-844-9831,5.0,10.0,O
Hqd14423,194697.0,M,,4.0,Nvidia,739992.0,Vlufmvhffgihfjjvisqnjdfdlmrxcryakwxqnievdgcgzdkpcgpwsjkovyxgcjhhsj,839.0,4.0,Canada,Whitehorse,British Columbia,1-965-373-2849,5.0,58.0,O
Flm14424,317823.0,M,,4.0,Ameren,1499108.0,Jcbajhfbkotneipfpahyugogmkjfwmpigfystkfjgvvonopuicrcx,523.0,3.0,Canada,Des Moines,OH,1-165-726-7840,1.0,72.0,R
siy14425,298980.0,M,,4.0,MDU Resources Group,3679780.0,Partitgkhtxoapmkqrmokbrdbbgcrrlkqkuttqwlsdnncmqegrlcgzrxjkjypdyhuriuhezcaadhh,403.0,1.0,United States of America,Moncton,AZ,1-081-472-4861,3.0,64.0,O
JOU14426,108872.0,M,O,,Manitowoc,1044972.0,gslwsqjaxtpqqwsnacfyyuczqpglbmtruoeoivsilvajnwqqbdekytlordmayvsmm,779.0,9.0,United States of America,Manchester,MS,1-354-015-5055,5.0,75.0,R
VEK14427,445146.0,M,,2.0,Delta Air Lines,2109185.0,ngumqtljkvwcjpfhmgxbpuplsgkuoozjjogdqmzythwfgnmqxpql,823.0,4.0,United States of America,Springfield,OK,1-015-518-1058,2.0,32.0,O
wpy14428,374383.0,M,O,0.0,BearingPoint,1925304.0,mtyqtnzjymkdbldefrxhughwuwulzrzivjhwthafpekessngzsguxjzxosx,434.0,9.0,Canada,Pasadena,OH,1-864-431-4884,3.0,18.0,R
vxs14429,265640.0,S,t,5.0,AT&T,3771856.0,Pffwvowjvarepmgporbpvocomsv,316.0,9.0,United States of America,Biloxi,Quebec,1-588-732-5233,5.0,36.0,
DID14430,491569.0,D,,2.0,UnitedHealth Group,456803.0,PZABSALIGHUEPCMJJUBZFCVHORWEZLUAPWYYJDWDURPMGAAEHIOVIJRYQLCQKU,356.0,3.0,,Topeka,MS,1-585-479-3947,1.0,77.0,R
qmb14431,86179.0,S,,1.0,Ryland Group,2319354.0,Ujlvimjadwxwjqouawtitznmrag,716.0,8.0,United States of America,Montgomery,MI,1-782-909-7372,0.0,30.0,U
Sbq14432,287461.0,S,,5.0,Sears Holdings,3118808.0,Tjujxizoqyqtarpjktlhdjtqnxrpbracvweigujooggjjx,632.0,3.0,United States of America,Inglewood,Saskatchewan,1-738-725-7861,5.0,83.0,
Lkd14433,42412.0,,,2.0,Wells Fargo,1543509.0,Bagtxjbqjonabpbsrnalamwukfvihopwtvsuwqkhafayzgvxhlkxgqcgazfjsqtjqutrcplphzcfh,714.0,1.0,United States of America,Montreal,Newfoundland,1-561-107-8245,5.0,35.0,O
XIR14434,,W,,3.0,Simon Property Group,1884351.0,Vvjjk,349.0,6.0,United States of America,Montgomery,NE,1-913-263-2152,0.0,92.0,O
Mxh14435,417262.0,M,R,5.0,WABCO Holdings,1349046.0,Gutmrwkudnxpuhvriodsvfaxvqjqsunmslpibgjloznjmzgedeaiihhmykb,371.0,5.0,United States of America,Columbus,NH,1-700-227-1446,0.0,99.0,O
Axx14436,250564.0,M,,5.0,EOG Resources,2538814.0,OYIBXTYIMLSOLM,783.0,3.0,Canada,Worcester,AL,1-286-589-8348,0.0,5.0,O
mse14437,288437.0,M,,4.0,National Oilwell Varco,1268025.0,ZEQRKZKLPWIQFCSYEWWPYMMVKWKA,568.0,3.0,United States of America,Casper,Nova Scotia,1-718-382-5659,2.0,64.0,O
Kcv14438,70733.0,M,,1.0,Quanta Services,3805064.0,Mtzewzrbzpaqfmcdomalcelldud,638.0,9.0,United States of America,Colorado Springs,IN,1-891-409-7907,5.0,42.0,O
Zwh14439,283983.0,M,s,2.0,Johnson & Johnson,2872318.0,Hrhlhzlcalccrzxqkebeknmjnyajkzlbwclbxfedirnedatlalpxxrkljjxnb,543.0,2.0,Canada,Montpelier,MS,1-035-434-6786,3.0,19.0,R
ucf14440,437550.0,M,l,4.0,IAC/InterActiveCorp,3571944.0,nztkxeqlqqxejifjlshaccdrghcabhfgcusok,610.0,,United States of America,Lincoln,IA,1-162-512-9416,,20.0,O
ujr14441,138058.0,M,d,0.0,Waste Management,971491.0,UIXKPVCQNNSLSCMNAINUWLYQKFURWRNEQPBVBNFRUSYDRLOCAYS,596.0,0.0,United States of America,Yellow Knife,KY,1-221-647-3564,1.0,99.0,O
Mxn14442,167207.0,M,,0.0,Interstate Bakeries,2566618.0,Yqukhhcputgntidthugwy,660.0,3.0,United States of America,Provo,AK,1-613-155-4348,0.0,46.0,U
CME14443,63401.0,U,,3.0,T. Rowe Price,1217027.0,Jxtofcibjglhovsgqvbmsqprrerydpnwjvoyxjtluseqgjiellhmoyppaotjxptfzuxf,829.0,1.0,United States of America,St. Catharines,AR,1-971-553-0450,1.0,42.0,O
Nvi14444,125871.0,D,,1.0,Lincoln National,1305914.0,ygolrlkqrrnwfpxxkqifmngegqpwrlvlenhgxlwgdlugqhpqkhzdemqiflasszmxhxbgokplplqlw,353.0,3.0,United States of America,Great Falls,MS,1-815-598-1025,2.0,100.0,R
Qde14445,498551.0,M,f,5.0,General Cable,610123.0,Tnbislmjrjmjscnmgrohglgqubadwowz,467.0,0.0,Canada,Minneapolis,IN,1-243-035-3005,0.0,71.0,O
Sos14446,349969.0,U,,5.0,CB Richard Ellis Group,2252668.0,SLMVUKPGHOBKWYZRQQBAIJGNQMMAXTLEIWBVTEFGFZUWQPNRGIVQPAJBMPDXKUIE,652.0,7.0,United States of America,Idaho Falls,NE,1-883-782-2111,2.0,19.0,O
mkl14447,86109.0,U,,3.0,Abercrombie & Fitch,1308313.0,Ezqcsdmmjjtmssidsdxxxqlrjdbmfaysxoemtmxmjyrdr,395.0,9.0,Canada,Fayetteville,TX,1-411-059-2120,1.0,26.0,O
HON14448,265194.0,S,e,4.0,Rite Aid,2060402.0,Pusffierahrlewzrbvdsjvmbqgpx,703.0,,United States of America,Huntington Beach,NV,1-691-712-2251,2.0,72.0,O
SSY14449,41052.0,W,,1.0,Verso Paper,1618891.0,Dxjkqsvxonmgvwhxupraacxlkycrujne,,7.0,United States of America,Spokane,HI,1-567-456-2694,,3.0,U
qdr14450,121978.0,U,,4.0,General Electric,,Xdxmfrzkyporrodyxnxpobglunvhfkoffgaabckqjuzdwgcssfpyeq,730.0,9.0,United States of America,Springfield,Manitoba,1-639-197-5305,3.0,8.0,O
Vlu14451,17419.0,S,M,3.0,M&F Worldwide,904017.0,Iqebsaqjqraglzdhneljvbzjnphqghfljvyepeugygid,483.0,9.0,United States of America,Amarillo,TN,1-076-221-7493,3.0,28.0,O
Fcd14452,48689.0,S,N,5.0,Dominion Resources,1802901.0,jkxspmnnbkipasfsaxprkmosnbibkjaecraslnfhfnqmmcbztpevdxoyrwrwxjduyxjbu,670.0,1.0,,Tucson,SD,1-375-088-5573,5.0,88.0,O
Enb14453,354222.0,S,,4.0,,2669015.0,DMJBHRMLFDQMEPLPLWOSEOXYLOFOFXJ,655.0,8.0,United States of America,Windsor,KS,1-374-365-7710,4.0,46.0,O
Gxu14454,55393.0,M,,3.0,Live Nation,3398747.0,SKQHIPDHOXKRSNFOFUDAYHRZZRUVYJXBCAOERRPWT,429.0,7.0,United States of America,Lafayette,British Columbia,1-891-062-6875,0.0,81.0,R
Cog14455,223509.0,S,,4.0,Duke Energy,163753.0,ehxerwgoroolurtixtcunwtezrqqblpwmiqidxxhjlrmjgyvwnpyhoibhnzfwmjahwgmkumxs,455.0,5.0,,Pembroke Pines,AZ,1-637-981-6496,4.0,56.0,O
xal14456,284900.0,,,5.0,Mirant,488537.0,OQXNOZTFBVWNLEWYKGWGHAEYDUMKV,774.0,8.0,United States of America,El Paso,New Brunswick,1-403-836-7724,1.0,12.0,O
Tyb14457,74961.0,,b,1.0,Targa Resources,3636410.0,Cpppngwcfnvsrtphcnv,732.0,0.0,United States of America,Philadelphia,WY,1-847-812-8261,4.0,64.0,O
Dtv14458,5276.0,M,,3.0,Alpha Natural Resources,411833.0,Ywcqapbztxbu,745.0,10.0,United States of America,St. Louis,FL,1-715-702-2852,4.0,56.0,O
Iwl14459,479377.0,M,,0.0,El Paso,1763531.0,ugagqwfogfwmzsgbgiwhnymoxwkquazqgznwittsexqunxlfewvbqjnnbjpiaqwqogvqksdsgt,567.0,10.0,,Billings,NE,1-451-177-5272,1.0,64.0,O
Jwj14460,88670.0,U,,1.0,Fiserv,791553.0,QPICSUHAJTNHGY,424.0,4.0,United States of America,Stamford,TX,1-764-551-0682,5.0,67.0,O
UTN14461,354931.0,M,F,5.0,,521350.0,xgerwfcfevbxzvkewcnxoiacogxxeglrtjcmu,435.0,4.0,United States of America,Alexandria,WA,1-758-482-3030,4.0,,O
Itv14462,70039.0,M,,4.0,Centene,1897562.0,Qbinwwmynshdzayhqaxapweaesmokkpovtbmsldjbucrmqsawreiusctkwljanouakmyzmjdfjhu,624.0,8.0,Canada,Phoenix,CO,,4.0,66.0,O
Vui14463,358680.0,,,5.0,Cigna,2653160.0,ZFBWTGIMMGORSICIBHWTWONNTPCSXQFBPKKURXYFMJKSBULZZRWUHJUSNFSTJLTBBNGWYWJOASVFZVU,793.0,10.0,,Tucson,Prince Edward Island,1-210-543-7680,4.0,75.0,O
ZZQ14464,427383.0,M,Y,2.0,Graham Packaging,1871167.0,Spbtmqtqnbxdwetkijfsujdwlzqohtkzin,422.0,2.0,United States of America,St. Catharines,NM,1-585-155-2674,5.0,,R
tin14465,123934.0,U,o,5.0,BorgWarner,1252400.0,IHVFDRLKEDADKNPVKCVNLTQGAWZEZQVPYROXGLAYRXS,651.0,5.0,United States of America,Edmonton,IL,1-059-718-3004,4.0,75.0,
xqv14466,249341.0,,,0.0,Celanese,816991.0,Xhwddkjgcwskjaniwodzlyyvxainhlxpeicvrhaqwjrugkhelkhbvigeixyqzflgj,396.0,4.0,,Huntsville,GA,,2.0,60.0,O
rni14467,380815.0,M,N,2.0,New York Life Insurance,,MQVANFNRCMYJWZIYQCMWARYYXBAGCTAPCJMGLPYSLPEBOPRCYUJMMX,579.0,,United States of America,Houston,IA,1-102-757-0838,1.0,71.0,R
Prh14468,362776.0,S,,1.0,Harris,3555255.0,HMXMJOIRV,791.0,8.0,Canada,Seattle,HI,1-383-110-7480,2.0,0.0,O
Ile14469,143642.0,S,C,3.0,Alliant Techsystems,,CJVXRLWXNYMDAQUEPYCMXOSXOKSNYEGGY,334.0,1.0,United States of America,Columbia,AK,1-089-358-9865,0.0,34.0,O
Mja14470,271725.0,U,,0.0,International Paper,1419266.0,Wcvycdatlvvoauiaefuunioulehsmlbdhimadxuhzguqcdrlejnzfgspttskporoh,750.0,2.0,United States of America,Santa Fe,VT,1-377-233-4573,5.0,66.0,O
Pre14471,374370.0,S,M,2.0,Realogy,1164625.0,Wdagwvqsnjejcleldjwrqzubesitfpklgdvsyhqytysbctbylevgffugkfufptbpafqycvpjwb,406.0,8.0,Canada,Fargo,Saskatchewan,1-249-854-8212,4.0,99.0,R
Xfb14472,416072.0,M,u,2.0,Oil States International,1743856.0,HIZFPBOUEUSKWKMGMRVZTNOBPCLBIKORRLHSCXOSAXNTRN,772.0,10.0,United States of America,Dawson City,HI,1-032-980-9224,,0.0,
Ydg14473,116279.0,U,,5.0,Visteon,3418656.0,Ttubeurlahnpoetiueyqowbrfknzanrqshroexbsgpdyneisakosoy,378.0,7.0,United States of America,Oshawa,VA,1-885-916-2845,2.0,27.0,O
Xre14474,458526.0,U,R,3.0,Oracle,,Lmlxabndgcwijfgji,491.0,4.0,United States of America,Stamford,UT,1-374-642-5525,0.0,36.0,O
AAJ14475,471685.0,D,,,Peabody Energy,1930483.0,Gysscy,405.0,7.0,United States of America,Indianapolis,Saskatchewan,1-495-350-8705,0.0,7.0,O
Kal14476,131854.0,S,X,5.0,Apple,1880154.0,Hanjijcqvigzmaxidvhgjrmbfuqdvpyxwmfkjtapcjnraaqzuckmcjghboiogbjdpa,321.0,10.0,Canada,Tulsa,SD,1-140-996-3646,1.0,74.0,O
YUK14477,76171.0,D,k,4.0,Genworth Financial,253935.0,ELUKHKMSDDVRJDTHEAFIJCXTJUCWAPMLQGKCIVMETTCPSJOIMCNBKTXFJQ,824.0,4.0,United States of America,Cleveland,VA,1-555-431-6450,2.0,,O
qpd14478,243098.0,M,y,,Cooper-Standard Holdings,,KCZCWGP,336.0,0.0,United States of America,Oceanside,AL,1-480-449-7112,0.0,57.0,O
Wcx14479,413057.0,S,u,0.0,Amgen,2840893.0,DTHJJACYSW,805.0,6.0,Canada,Hampton,WI,1-581-911-8396,3.0,44.0,R
WHV14480,243995.0,D,,0.0,Superior Energy Services,3200032.0,Tulfqhuzwddlqqpfenvdeeaxtkodbfzidcmohzwdrzzoqkh,517.0,8.0,United States of America,Chula Vista,CT,1-798-096-2120,3.0,29.0,O
Mbx14481,408400.0,M,,3.0,Macy's,,URJSXELEFMBAUUEDSQAJHASYCYKT,563.0,9.0,United States of America,El Monte,MO,1-475-510-1986,5.0,37.0,O
Wnk14482,41597.0,D,,1.0,Humana,571074.0,Nakrmrwqrxsornzcjeeijiwu,359.0,1.0,United States of America,Oceanside,IA,1-721-892-8505,1.0,26.0,O
PJF14483,425519.0,S,X,2.0,Crown Holdings,2141763.0,pozfgbynhxmapnlteqffzrcuuhaczxphkdbvjemmgyskrwfh,694.0,0.0,Canada,Chandler,NM,1-405-899-6586,5.0,42.0,O
Jjd14484,237324.0,U,h,3.0,,1082537.0,cqzhgmjsadgwvrzyudtgqncbmpagrceuncnahmqeigbdn,514.0,5.0,United States of America,Shreveport,MI,1-616-400-5678,2.0,45.0,O
Swq14485,226776.0,,,4.0,Michaels Stores,3277081.0,Lrpkdjtepqvnavpkqxnuexhrhhnnnbwiy,,7.0,United States of America,Waco,Ontario,1-958-754-1358,1.0,63.0,O
PKK14486,,S,,3.0,Beckman Coulter,2374891.0,Arrafqoxgfblpimfycomurvcbsdoonblvmhirppgkuf,330.0,,United States of America,Ontario,ID,1-275-197-4914,3.0,86.0,O
XQS14487,265614.0,M,,,Northwestern Mutual,,Sxewcfdzhuggazgoxbskqeujonnfvhsoq,,10.0,United States of America,Arlington,NV,1-119-761-2402,2.0,64.0,U
UTA14488,360557.0,D,,3.0,Enterprise GP Holdings,,Pqtryxjpsaxnvnqgeoxzdwqievdcrigx,372.0,4.0,United States of America,Wichita,KY,1-508-754-1149,5.0,16.0,O
Wqz14489,459024.0,,A,1.0,Duke Energy,2848806.0,TKWFLZUERJMYBYPHBQAEQYSDSFZSGUHIXMSBOSOFDAMMQSZUDTPUHGVOAKOZZSJX,805.0,1.0,United States of America,Hialeah,Nova Scotia,1-471-763-1300,,65.0,O
Nhr14490,243638.0,S,A,2.0,Albemarle,3675843.0,Ewzjqevrbye,625.0,2.0,United States of America,Grand Rapids,OR,1-485-318-3398,1.0,27.0,O
New14491,480984.0,W,,0.0,MGIC Investment,2685502.0,bubrt,507.0,10.0,United States of America,Santa Rosa,MI,1-696-845-8177,3.0,88.0,O
gke14492,60955.0,M,B,0.0,US Airways Group,1858431.0,Epopcblldjwnudnnawpgfazzpgvkisknysolsuwqbjhrbgtbkmxmzirkchdeqkxpkcbt,772.0,4.0,United States of America,Manchester,WV,,5.0,61.0,O
Sph14493,239794.0,W,s,,Conseco,905791.0,Ksymimuxdquiwjkbydrkmdfrciafhmgkszrh,763.0,8.0,United States of America,Ontario,OR,1-412-770-2744,3.0,35.0,O
AQL14494,,U,,2.0,Amkor Technology,3000893.0,Ssfei,509.0,3.0,United States of America,London,DE,,5.0,88.0,O
Kor14495,254694.0,M,f,0.0,Pfizer,3823039.0,nwbrhbbwffjjclxwjabcdddgyohnpsg,421.0,3.0,,New York,VT,1-962-989-9406,0.0,6.0,R
ahb14496,59146.0,M,,4.0,EOG Resources,88168.0,Qbujslaoms,406.0,3.0,Canada,Inglewood,British Columbia,1-695-753-7206,3.0,73.0,O
DRO14497,215562.0,M,,2.0,Patterson,3452167.0,NHQWXVHTOGOFUJSHJJXQSOPUZWEOVNEMBJBZEDNADFZEGGEKURR,478.0,7.0,Canada,Pittsburgh,VA,1-601-167-0396,4.0,80.0,O
ehm14498,451412.0,U,n,1.0,Mutual of America Life,336136.0,Ixpnvwdmrdkwytnsenntjejtngrpxjswdojqndflxj,462.0,10.0,United States of America,Dallas,KY,1-299-718-9385,3.0,41.0,O
Xpn14499,14910.0,D,,4.0,CVS Caremark,1751498.0,Rwwsyemglxhyudgbamgzphrxrzfeslolnzgogeyjiasqygigpijj,659.0,,United States of America,Berkeley,New Brunswick,1-081-456-8984,5.0,4.0,O
YED14500,58250.0,M,,3.0,Phillips-Van Heusen,2650647.0,Antptpwhdlvpnlhuoedcisvtngnkwxvtpijuffzwbcjfomiueynrrpksf,767.0,8.0,United States of America,Cheyenne,UT,1-026-529-2299,3.0,51.0,R
ZZC14501,467305.0,M,,5.0,Blockbuster,2837096.0,Fmhpuigontdndejmcdpcshssgrthwyrvcxbthhtugryvdjfwlqnhoumhghrcduyngkigavupddlw,651.0,6.0,United States of America,Indianapolis,Alberta,1-861-925-0478,4.0,73.0,R
Bxv14502,72294.0,S,b,4.0,Mutual of America Life,1169290.0,,779.0,6.0,United States of America,Boston,MD,1-927-730-1870,4.0,3.0,O
Xdq14503,101300.0,S,B,0.0,Ferrellgas Partners,3745754.0,Etlxlzydnnglmabidxomikcknmthrwxaxqnmwfdmjeqrvknuevwlkpjfjfdntabssixrsu,839.0,2.0,Canada,Pembroke Pines,Manitoba,1-074-354-6418,2.0,45.0,O
Xwg14504,469510.0,M,,0.0,Thrivent Financial,3171017.0,LIRBNEOLUJBTTKIQRNBA,463.0,9.0,,Los Angeles,AR,1-443-225-9340,2.0,18.0,O
Qfa14505,439495.0,S,,2.0,Adams Resources & Energy,2325401.0,Yazbzbjaskrbcu,666.0,,Canada,Montgomery,WY,1-769-078-2839,3.0,96.0,O
vti14506,83424.0,M,u,2.0,Guess,661463.0,Wnuowncsaqirdngkrqzyjoojpgjclqeuyxrcngwgvgyodwbvriqibiybzdbkisgcsdeijuc,474.0,3.0,United States of America,Abilene,VT,1-420-909-2877,1.0,,O
hdf14507,319790.0,M,,0.0,SunGard Data Systems,1576971.0,Hqtlgkdphketjopmenxopvf,491.0,0.0,United States of America,West Covina,SC,1-481-150-8287,4.0,29.0,O
Mhq14508,361776.0,S,,2.0,Carpenter Technology,540900.0,mgojsjnezubapxqsjdolvzaoummdxhmdoafgorcbcsyndpbktopdwanhrlakenqtpgsuxuz,362.0,5.0,United States of America,Gary,MA,1-126-308-7095,0.0,14.0,O
BNO14509,149122.0,M,,4.0,Ashland,2284868.0,laxhadljdwv,,4.0,United States of America,Tacoma,New Brunswick,1-549-274-9486,2.0,59.0,O
Fxe14510,65292.0,M,,3.0,Cracker Barrel Old Country,1662244.0,QYSZKTEDDLSEFISVIGKATDWNKJYUOQDOW,336.0,4.0,United States of America,Virginia Beach,HI,1-281-835-8747,0.0,71.0,
QQK14511,118100.0,U,,2.0,Pride International,1403039.0,Dcbai,548.0,4.0,United States of America,Chattanooga,Alberta,1-007-516-8520,3.0,50.0,O
Fal14512,473639.0,U,W,4.0,Archer Daniels Midland,2914979.0,INKRYMRSADWIUDEOTCXCMSYXMELHTXKKRRSTFFEDGCTRPOOW,425.0,9.0,Canada,San Diego,MT,1-003-506-6395,5.0,28.0,R
Dcq14513,404931.0,W,,1.0,,615527.0,Kiuyqjxogbspkgtpv,476.0,10.0,Canada,Coral Springs,DE,1-895-116-7449,4.0,81.0,O
rdk14514,87198.0,M,,3.0,Dick's Sporting Goods,3940097.0,Hskzyyofwodmyufdptbnilpzfpqjclokxytzuxscqcs,592.0,8.0,United States of America,Fairbanks,KY,1-946-010-3021,1.0,50.0,O
hnq14515,438412.0,M,,4.0,Terex,226281.0,Nweeguhkuockppmjnb,565.0,3.0,United States of America,Tallahassee,UT,1-334-573-4255,1.0,89.0,O
Hyc14516,246546.0,D,,5.0,St. Jude Medical,2370924.0,Cfatzwslraulbhumtgirvoqgdfaeamymiq,744.0,5.0,United States of America,Edmonton,Quebec,1-019-664-9065,4.0,82.0,R
ZZH14517,427134.0,S,,2.0,Mylan,3184248.0,bgxoeazjhroqmmifomepzwswkbgjhatleo,314.0,7.0,Canada,Columbus,NE,1-713-068-3146,0.0,,O
Osv14518,364120.0,M,,4.0,JohnsonDiversey,1391412.0,sujftnbtjwientkiqaxatgrrvkxtcyxyaataewlhutrjjdqrqurd,589.0,5.0,United States of America,Lincoln,HI,1-404-621-8751,0.0,50.0,O
TRP14519,308845.0,M,,1.0,Adams Resources & Energy,690769.0,oveeshpfhmi,830.0,7.0,United States of America,Lowell,WV,1-401-243-5818,4.0,59.0,O
lbj14520,263119.0,M,D,2.0,Pacer International,3782583.0,Rfrdjmq,766.0,,,Salt Lake City,SC,1-037-030-2969,3.0,77.0,O
Eul14521,425735.0,M,,2.0,Avnet,1633072.0,BKYGZMLMCRMEEOOAIYIMRYVSFGJM,700.0,3.0,United States of America,Cedar Rapids,NJ,1-206-179-4224,2.0,53.0,O
euc14522,408480.0,W,I,3.0,First Data,657877.0,bzkiisqhzhmuvesy,611.0,3.0,United States of America,Vallejo,MD,1-252-948-0905,0.0,58.0,O
Pmy14523,313121.0,S,,3.0,Google,,Sfgkrlbguqbqopymfheukavdeilcdfxfy,711.0,3.0,United States of America,Idaho Falls,AZ,1-440-656-5612,5.0,79.0,O
Mcg14524,317899.0,S,,,AECOM Technology,1784386.0,TGRYLOSJQBHVKVUBDYEBVSFLUWDDTEG,587.0,1.0,United States of America,Charleston,FL,1-951-273-9355,5.0,49.0,U
Fcn14525,116663.0,M,k,4.0,H&R Block,1349571.0,Szvsjygjqjaumuhzndddaojkehjkmzhjaveyrzhnjwzasxxbkserhyfhfierrzrfmh,602.0,6.0,United States of America,Pittsburgh,MO,1-497-319-0301,,48.0,R
Ggw14526,263751.0,D,l,3.0,Northeast Utilities,264021.0,Glukeajhauvhxnavvzlejelxwcaouqamjtilsdjfv,789.0,1.0,,Sherbrooke,WY,1-563-162-8714,2.0,73.0,R
qpd14527,80412.0,M,,5.0,New York Life Insurance,675878.0,Ggwnwwpmlspewjayjwuavbqstirmgwzlpuzvrsjqwcpeeastf,726.0,3.0,Canada,Phoenix,Newfoundland,1-960-529-9708,4.0,3.0,O
Ivm14528,35905.0,,u,4.0,Bio-Rad Laboratories,1973810.0,Erignvhmylumogajzljomcqagenfhsglblfu,837.0,1.0,Canada,Overland Park,WV,1-409-821-4632,,6.0,R
Gne14529,272188.0,S,Z,2.0,Textron,1037850.0,YKVGDJVID,842.0,3.0,United States of America,Dayton,VA,1-480-772-0205,,82.0,O
LLO14530,103526.0,U,j,2.0,Liberty Mutual Insurance Group,301168.0,,466.0,9.0,,Irvine,Newfoundland,1-387-576-9217,1.0,,O
FDC14531,476870.0,D,n,5.0,Sunoco,538388.0,ledkskxxwsunkvlpxdbgebaq,750.0,9.0,,Topeka,IA,1-488-442-4844,3.0,24.0,R
RXB14533,73101.0,S,,1.0,Furniture Brands International,3106107.0,KRDHRQKFNAVVVCHXUVAWBUSSFE,,5.0,Canada,Chattanooga,NH,1-580-621-7303,1.0,94.0,O
Gcq14534,166547.0,M,l,4.0,Maxim Integrated Products,611107.0,SVDFBFWKPXDWNRCARKHHAFIXQPENLHOPCGOQAANYLRIBNPVKAESQOFKSLBO,631.0,7.0,United States of America,Jersey City,WY,1-330-725-1847,1.0,8.0,O
Avy14535,95719.0,U,V,5.0,Modine Manufacturing,2512014.0,EFALOFTLDXXEDMLVIFODEXTCMXKJMVOTCGA,833.0,5.0,United States of America,Gary,IL,1-742-314-4201,2.0,2.0,O
Kib14536,306582.0,W,,5.0,Morgan Stanley,2603444.0,FDIAFQNKUQNSDMOJDEJVGHRTSFYLFKQQHRG,814.0,8.0,United States of America,Winnipeg,IN,1-141-456-8843,4.0,62.0,R
PSH14537,115124.0,M,k,3.0,Joy Global,2009042.0,ntaqizqixjwrillejdyplnel,770.0,3.0,United States of America,Pomona,KY,1-346-891-3973,1.0,96.0,O
juw14538,483373.0,M,,0.0,,,Wtxyxcdiwrcnlnrgwtttbqurpwgqjwakubxgosfgjcgjkdkwwavrkviwlbo,815.0,6.0,United States of America,Idaho Falls,AK,1-412-653-2628,3.0,80.0,O
Vpd14539,137930.0,W,e,4.0,Frontier Communications,2721681.0,GEBLWJKFKBZSTKWQXMNWAWVLCNAWXPUHICDVQUFUFWSYNBGVVVPYVJDJRKQPZYI,,8.0,United States of America,Topeka,MN,1-271-246-5666,0.0,58.0,O
Fmc14540,345506.0,S,,,Great Plains Energy,2052883.0,Rzhqcjiubroaqnbdigwczzrgcwvkvlntzzucbnulbeenlwxcizjekmytzrkojdigo,489.0,1.0,United States of America,Mount Pearl,NJ,1-689-429-0632,1.0,98.0,O
