gncd,wnrrntflg,phn,mplr,mddlntl,pstlcd,gndr,nmbrcrs,stt,ncm,mrtlstts,cntr,nmbrchldrn,g,crdtrtng,nmbrcrdtcrds,ntwrth
eax13136,O,1-019-385-5779,AmeriCredit,,Uwyqjtasg,,0.0,TX,240458.0,S,United States of America,2.0,3.0,528.0,4.0,2103207.0
Xcl13137,O,,Domtar,D,Geubs,m,5.0,SC,358935.0,M,United States of America,2.0,99.0,740.0,8.0,3350655.0
qbb13138,O,1-567-681-0421,Universal,L,mvttbtgimchn,F,1.0,WY,121982.0,S,United States of America,2.0,47.0,402.0,6.0,3029047.0
Rfl13139,O,1-087-946-6370,Lowe's,o,TLRFAKW,,4.0,MT,203081.0,U,United States of America,3.0,47.0,449.0,10.0,3923793.0
Nck13140,O,1-304-389-5816,PepsiCo,P,Hbxwxwdxw,M,1.0,LA,382956.0,M,United States of America,4.0,58.0,,5.0,2714090.0
kgs13141,O,1-421-339-3773,Verso Paper,,JJLGVHYGNQ,m,2.0,SD,,S,United States of America,1.0,42.0,322.0,0.0,2293970.0
JMT13142,U,1-041-447-3895,Burlington Coat Factory,C,Edyoegdmn,,1.0,Quebec,482028.0,S,United States of America,1.0,,514.0,8.0,795338.0
CKL13143,O,1-918-632-9680,Mirant,z,Ihcjs,F,1.0,TX,291748.0,S,Canada,3.0,0.0,569.0,3.0,3423382.0
fzz13144,O,1-447-604-1078,HCA,,Cjoamaah,,2.0,Prince Edward Island,200061.0,M,United States of America,3.0,25.0,333.0,3.0,1926955.0
Qvt13145,O,1-532-367-1459,SPX,,mnteozojhc,M,1.0,MD,413445.0,U,United States of America,5.0,66.0,804.0,7.0,
Uoz13146,U,1-895-442-3524,AbitibiBowater,,Cjsvrk,,4.0,NC,67977.0,U,United States of America,1.0,12.0,,6.0,2250877.0
Nyx13147,O,1-507-531-9607,Leap Wireless International,H,KCDGKONL,f,3.0,ME,240841.0,M,,5.0,80.0,366.0,4.0,1073037.0
khf13148,O,1-070-137-2823,Catalyst Health Solutions,,kpezlvxdmhbi,,0.0,Prince Edward Island,402779.0,D,United States of America,0.0,58.0,480.0,7.0,467898.0
czd13149,O,1-020-488-5784,Gap,,Cazhysc,M,5.0,WI,119045.0,U,United States of America,5.0,2.0,814.0,3.0,1740959.0
hfm13150,O,1-126-104-1233,Arrow Electronics,,Aitcrllzf,f,0.0,Alberta,486280.0,S,United States of America,4.0,23.0,808.0,8.0,3124121.0
Msh13151,O,1-176-125-6120,Mettler-Toledo International,R,Wnmalzkqoda,,0.0,LA,329346.0,M,Canada,3.0,47.0,445.0,8.0,3230355.0
SPS13152,O,1-487-456-9098,Genuine Parts,,Dhbejp,,1.0,UT,30989.0,S,United States of America,3.0,85.0,730.0,2.0,1373864.0
Jct13153,U,1-028-952-0223,AGL Resources,,Xtwyduojlk,,5.0,UT,,M,United States of America,4.0,98.0,667.0,6.0,3009630.0
Tdf13154,O,1-397-809-3362,Dynegy,,QCCTIJMJCKNP,m,,AK,,,United States of America,5.0,23.0,429.0,0.0,2783338.0
Idt13155,O,1-841-823-5611,Lincoln National,N,Eddfqus,F,1.0,Quebec,308001.0,S,United States of America,0.0,59.0,343.0,9.0,2449635.0
URM13156,U,1-632-453-5299,KeyCorp,,yfoieby,,2.0,NY,456703.0,M,United States of America,1.0,34.0,500.0,5.0,1779726.0
Jix13157,O,1-005-725-2450,Gannett,C,,m,5.0,OH,365945.0,W,United States of America,5.0,50.0,628.0,5.0,3949026.0
Fqq13158,O,1-499-958-6947,Timken,,Xwdmfg,,4.0,CO,34789.0,M,United States of America,1.0,70.0,525.0,6.0,1323820.0
YPA13159,O,1-529-968-4801,Eaton,,AKXSKGTURU,F,,NY,167098.0,U,United States of America,2.0,50.0,695.0,5.0,740604.0
VGT13160,R,1-303-796-1794,Automatic Data Processing,W,ujoeaf,,0.0,Quebec,449967.0,U,United States of America,2.0,89.0,368.0,,1163538.0
Zux13161,O,1-331-977-6905,Advanced Micro Devices,,,,,PA,391786.0,S,Canada,3.0,6.0,850.0,8.0,3366857.0
LKY13162,O,1-780-085-9667,Roper Industries,,ZDRWPOURKX,,5.0,AL,299387.0,M,United States of America,2.0,2.0,540.0,0.0,2231661.0
KYD13163,U,1-743-026-4462,American Eagle Outfitters,,xaiohpkqieag,M,2.0,AL,72276.0,M,United States of America,4.0,21.0,340.0,0.0,176958.0
Fkv13164,R,1-231-647-9420,Walt Disney,,Rdwzjwidofao,,4.0,KY,456174.0,U,United States of America,2.0,14.0,393.0,10.0,2020148.0
tjg13165,R,1-940-246-7026,Target,,NWNJPNAU,,1.0,AZ,71759.0,M,United States of America,3.0,28.0,744.0,6.0,77320.0
OCT13166,O,,CH2M Hill,,Wmosemieeka,M,2.0,ID,465340.0,S,United States of America,1.0,60.0,475.0,9.0,2917811.0
Ods13167,O,1-848-485-3473,Genzyme,,Gthhotpov,f,5.0,RI,206786.0,W,,3.0,66.0,618.0,4.0,3539125.0
cqt13168,U,1-121-489-5725,ABM Industries,,YEMDSYONJQ,,2.0,NM,369786.0,M,United States of America,2.0,82.0,315.0,4.0,3599627.0
Chd13169,R,1-129-256-8269,Applied Industrial Tech,H,Zixtbvzmly,,4.0,AL,157351.0,D,United States of America,4.0,,405.0,1.0,1457383.0
Dpd13170,O,1-932-739-0978,LSI,F,ZKYFWHZGF,f,2.0,Nova Scotia,321804.0,W,Canada,2.0,45.0,511.0,0.0,2208833.0
Vxy13171,O,1-127-907-9663,Global Partners,P,Zpdavvppg,f,5.0,ID,32799.0,D,United States of America,1.0,,754.0,1.0,3276243.0
Wcf13172,O,1-558-311-0580,Commercial Metals,,mmxnmfqc,F,4.0,ND,405652.0,M,United States of America,0.0,64.0,715.0,10.0,847958.0
vdm13173,R,1-795-802-2220,Kinetic Concepts,,SJTRA,f,0.0,FL,393457.0,D,Canada,1.0,56.0,481.0,4.0,2884946.0
rfw13174,O,1-419-406-4608,Newfield Exploration,X,Qekdxptz,,4.0,PA,265467.0,U,United States of America,1.0,69.0,802.0,8.0,2002878.0
Hcu13175,O,,Saks,,,,4.0,CA,373495.0,U,,3.0,33.0,700.0,,2729037.0
Cgf13176,O,1-914-317-4033,BMC Software,,,,2.0,ND,291338.0,M,,0.0,19.0,,8.0,3095911.0
afm13177,O,1-829-866-3775,StanCorp Financial,,UARDAKDQGTHW,F,4.0,MD,263039.0,M,,4.0,,502.0,10.0,2077164.0
NHS13178,O,1-538-021-4761,Delphi,,Mwdpm,,3.0,DC,162100.0,U,United States of America,3.0,45.0,635.0,5.0,2860182.0
uot13179,O,1-570-239-6719,R.R. Donnelley & Sons,,hroixvm,,5.0,Quebec,417723.0,U,,2.0,70.0,488.0,5.0,2927059.0
Lwd13180,R,1-873-851-6954,Spectra Energy,C,lejmmd,m,1.0,Prince Edward Island,286409.0,M,United States of America,2.0,17.0,580.0,1.0,171782.0
Fqt13181,O,1-868-852-9003,Nash-Finch,I,Lkrbgzg,,2.0,NM,22910.0,M,United States of America,0.0,82.0,796.0,,
OLO13182,R,,TRW Automotive Holdings,,BGPOLWXEUE,,3.0,ID,225933.0,U,United States of America,2.0,19.0,313.0,,2947699.0
MNF13183,R,1-469-343-8923,Pentair,g,Xnfipitdtw,,1.0,LA,396609.0,M,United States of America,1.0,62.0,849.0,10.0,1766624.0
alt13184,U,1-931-663-9608,Schering-Plough,,Wnjtdpx,F,2.0,WI,181310.0,M,Canada,5.0,20.0,,2.0,566147.0
WTS13185,O,1-409-410-8688,Hasbro,,IJHJKGXLS,,4.0,NM,279467.0,M,United States of America,3.0,9.0,,10.0,2838858.0
Mly13186,O,1-958-238-7048,Xcel Energy,M,okebktoem,,,WI,299020.0,W,Canada,1.0,82.0,543.0,3.0,3548077.0
xse13187,O,1-074-848-3718,Bed Bath & Beyond,,ffnxmryx,m,0.0,NV,21267.0,M,United States of America,1.0,41.0,482.0,1.0,1564850.0
IMW13188,O,1-757-832-3230,Sun Microsystems,g,,M,5.0,HI,95092.0,S,,4.0,15.0,632.0,3.0,2155564.0
gpz13189,O,1-779-566-4023,Medical Mutual of Ohio,N,Wjuqpkfvjyg,m,4.0,Nova Scotia,203664.0,M,United States of America,1.0,35.0,613.0,6.0,3975605.0
Ame13190,R,1-916-941-7217,Texas Instruments,q,anbieoj,M,4.0,VA,321972.0,S,United States of America,2.0,2.0,629.0,9.0,225520.0
Llj13191,O,1-656-133-2922,Bed Bath & Beyond,,Epwhsuq,,5.0,Manitoba,94156.0,M,United States of America,2.0,83.0,,2.0,
Cbm13192,O,1-675-283-8915,Ford Motor,,vzokflsulgq,m,4.0,GA,334907.0,U,United States of America,2.0,52.0,,1.0,452481.0
fvo13193,O,1-607-982-0727,Priceline.com,b,Xpgxd,,1.0,Newfoundland,190536.0,D,,5.0,,576.0,7.0,2145294.0
LHM13194,O,1-712-708-5284,Steelcase,,Kitjjfbcl,,2.0,UT,214765.0,S,United States of America,4.0,62.0,535.0,8.0,2113943.0
Mic13195,O,1-262-187-9170,,I,BOIWE,M,4.0,AZ,11854.0,,,3.0,29.0,564.0,2.0,2724836.0
KZG13196,U,1-517-436-8618,BB&T Corp.,,,f,0.0,Ontario,84263.0,U,United States of America,5.0,90.0,692.0,10.0,162912.0
Vlp13197,O,1-435-159-7048,Dana Holding,L,jvtnpsmudz,f,4.0,New Brunswick,364299.0,M,United States of America,5.0,72.0,661.0,10.0,3463203.0
HLY13198,R,,Harris,,BZJAUMHIQK,,4.0,VT,160883.0,U,Canada,0.0,10.0,,3.0,3731987.0
YGV13199,U,,Collective Brands,,Djmgfbap,m,0.0,AR,435600.0,M,United States of America,1.0,70.0,586.0,5.0,1433201.0
KQB13200,R,1-058-127-2953,Flowserve,o,,,1.0,IA,233096.0,M,United States of America,0.0,54.0,350.0,6.0,1466774.0
GFV13201,O,1-920-765-1351,Huntsman,Y,Cknasnum,F,1.0,RI,,S,Canada,5.0,18.0,603.0,1.0,2386008.0
nwz13202,O,1-994-597-7988,Northrop Grumman,t,wvfeceea,m,1.0,FL,,M,Canada,0.0,,589.0,5.0,3725220.0
Xey13203,O,1-756-962-0456,Expeditors International,h,auozaavpvb,m,0.0,Saskatchewan,446363.0,S,United States of America,3.0,30.0,,5.0,1499084.0
Vff13204,O,1-750-058-1197,Cliffs Natural Resources,Q,QCPRSFM,F,0.0,NE,330863.0,U,United States of America,0.0,69.0,794.0,4.0,3329291.0
oxb13205,O,1-261-089-0337,Biogen Idec,,ELMMWFGC,,0.0,CA,320995.0,M,United States of America,3.0,49.0,432.0,6.0,1328990.0
Yci13206,O,1-824-722-1105,Forest Laboratories,d,SCHMP,,2.0,OH,409254.0,M,United States of America,,,507.0,8.0,1465193.0
Ioi13207,O,1-634-440-2679,,,Tsqhhvdq,m,3.0,VT,438741.0,M,United States of America,5.0,30.0,817.0,9.0,1983503.0
Yvp13208,O,1-125-418-9986,Lithia Motors,K,VJDDKMWHYD,f,5.0,KY,,M,United States of America,1.0,36.0,820.0,,1944366.0
bua13209,R,1-201-025-1202,UnitedHealth Group,y,xcqsdhsbuspq,,1.0,LA,222892.0,U,United States of America,,89.0,618.0,3.0,1780159.0
UTZ13210,U,1-091-647-4882,UGI,k,pxdvrddgueoc,,5.0,NH,166349.0,S,United States of America,2.0,11.0,617.0,5.0,3262176.0
LZK13211,O,1-373-651-7265,Xilinx,,Pkknkmu,,5.0,MA,306796.0,S,United States of America,5.0,22.0,481.0,5.0,
czi13212,U,1-454-939-5074,Fred's,z,,,0.0,WY,120307.0,M,United States of America,4.0,3.0,407.0,5.0,2728280.0
EMD13213,O,,Amerigroup,,Rcviwaukwvee,M,0.0,MO,10040.0,S,United States of America,3.0,46.0,397.0,3.0,2906490.0
Ydn13214,O,1-617-897-4085,Sanderson Farms,B,Vsgaynzv,V,5.0,CA,347074.0,W,United States of America,0.0,60.0,372.0,4.0,1261673.0
DYL13215,,1-989-499-1969,Great Plains Energy,,Psnko,,1.0,AK,167260.0,S,United States of America,,15.0,426.0,9.0,3204004.0
zqc13216,O,1-558-276-2476,HSN,I,KCPKQX,m,4.0,AK,286485.0,M,United States of America,1.0,87.0,305.0,,961305.0
Tgg13217,O,,Terex,,MHHOKBF,m,0.0,RI,334368.0,M,Canada,1.0,99.0,637.0,3.0,3591865.0
WPV13218,O,1-272-432-5472,Expeditors International,M,Yptcomjeu,m,4.0,Alberta,303880.0,M,United States of America,2.0,4.0,627.0,0.0,3275283.0
drg13219,R,1-204-487-1931,Ingram Micro,,NMIPEVTN,F,5.0,NC,118788.0,M,United States of America,5.0,13.0,783.0,1.0,1753261.0
Pal13220,O,1-007-463-5895,Patterson-UTI Energy,,Zrundf,,4.0,MT,137595.0,M,Canada,3.0,,444.0,7.0,41495.0
CLG13221,R,,YRC Worldwide,,Sufnjb,m,5.0,FL,439786.0,U,United States of America,0.0,76.0,824.0,,3293734.0
Oki13222,O,1-679-079-9995,Airgas,u,bzpuk,,1.0,KS,372132.0,S,Canada,3.0,47.0,719.0,7.0,1471171.0
tjc13223,O,1-402-088-8461,Core-Mark Holding,m,czyda,m,0.0,NJ,246474.0,M,United States of America,1.0,70.0,407.0,4.0,1703685.0
Ptq13224,O,1-170-379-3020,CVR Energy,,ZDWKNTW,F,0.0,TX,253020.0,D,United States of America,4.0,75.0,310.0,4.0,2831305.0
KMU13225,O,1-883-422-5936,Exterran Holdings,T,pmcjlxxmnkx,F,4.0,OR,62717.0,M,United States of America,2.0,92.0,561.0,5.0,249337.0
Rlq13226,O,1-212-320-8925,AutoNation,Z,Bsxbjkixkqmg,,3.0,RI,354931.0,S,United States of America,3.0,51.0,576.0,5.0,1490270.0
Wqi13227,O,1-882-808-7773,Merrill Lynch,,Qhahudiqlub,M,1.0,RI,321357.0,M,United States of America,3.0,38.0,581.0,6.0,2538010.0
IKR13228,O,1-179-348-8927,Weis Markets,,,F,,OR,332404.0,M,United States of America,1.0,53.0,,1.0,2290229.0
Wwn13229,U,1-275-891-3717,Ryder System,,Evdno,F,2.0,Saskatchewan,123130.0,U,Canada,5.0,,765.0,1.0,
kwm13230,O,1-922-869-0543,Borders Group,T,Sfwhe,F,2.0,WA,269599.0,M,,2.0,29.0,632.0,6.0,1298796.0
Fis13231,O,1-698-141-8448,Nordstrom,,Qibymbigua,,1.0,NE,468486.0,D,United States of America,5.0,2.0,559.0,1.0,1205474.0
Uqb13232,U,1-476-483-9684,US Airways Group,I,Eetrvrljlv,f,5.0,KS,488616.0,M,United States of America,5.0,61.0,414.0,10.0,967346.0
Eqz13233,R,1-215-899-7204,Gilead Sciences,P,DNMYGDLM,f,1.0,OH,244343.0,M,United States of America,0.0,37.0,654.0,8.0,3827960.0
CJQ13234,O,1-232-031-8666,Synovus Financial Corp.,e,,F,3.0,MS,194984.0,M,United States of America,2.0,92.0,583.0,,3674074.0
Wee13235,O,1-256-303-7715,DTE Energy,L,FFSFH,M,3.0,Saskatchewan,375514.0,M,United States of America,0.0,90.0,540.0,8.0,
Fwq13236,O,1-789-554-9827,Best Buy,F,JRBQXQU,f,2.0,NV,171309.0,M,United States of America,2.0,13.0,484.0,0.0,2354140.0
Mut13237,O,1-917-595-2960,Plains All American Pipeline,,mpmbpgbrdxdt,F,5.0,Newfoundland,161021.0,M,Canada,3.0,87.0,809.0,8.0,3357691.0
GTJ13238,U,1-215-856-1262,Charles Schwab,,iyhuw,m,,NJ,370533.0,M,United States of America,4.0,8.0,673.0,1.0,2740056.0
Hwc13239,O,1-929-532-9507,Emcor Group,I,nuzjxsbm,,4.0,OH,299569.0,M,United States of America,4.0,14.0,676.0,2.0,3380249.0
TSY13240,R,1-202-036-1420,Rent A Center,,chjwycqpy,F,2.0,NY,190169.0,M,United States of America,2.0,0.0,517.0,7.0,672596.0
XFB13241,O,1-868-048-2537,HealthSouth,,Isgrcun,f,3.0,IN,82565.0,U,United States of America,2.0,4.0,499.0,9.0,1018067.0
Qqv13242,R,1-209-422-0363,Progressive,t,mrxgp,,3.0,CA,444340.0,M,United States of America,5.0,24.0,493.0,4.0,456385.0
ato13243,R,1-438-057-5127,Convergys,n,Qbshwfnjurn,M,0.0,NC,427090.0,D,United States of America,4.0,40.0,490.0,8.0,1944545.0
Faw13244,O,1-377-410-9628,Curtiss-Wright,V,Tsyhsh,,2.0,NC,57448.0,U,,,16.0,779.0,5.0,989710.0
SJW13245,O,1-668-600-2636,Pacer International,B,Eklaqm,,1.0,VT,230027.0,M,United States of America,4.0,11.0,770.0,1.0,456941.0
Bcq13246,R,1-846-338-5156,ManTech International,,Zqlrc,,3.0,MS,145123.0,U,United States of America,1.0,33.0,554.0,8.0,1832974.0
qfp13247,O,1-759-579-7923,Spartan Stores,T,Mwqemdjsh,,5.0,KS,21290.0,W,United States of America,4.0,29.0,770.0,8.0,300695.0
Hwa13248,O,1-750-995-2946,,,Ylwqikgkgs,M,3.0,TX,439500.0,S,Canada,2.0,97.0,634.0,7.0,1394925.0
Duk13249,O,1-352-111-2740,AMR,,Svlsgbziofa,f,,DE,431183.0,M,United States of America,4.0,15.0,505.0,5.0,884745.0
sty13250,O,1-486-826-7589,HealthSouth,z,Kpvjft,f,4.0,ID,43144.0,M,Canada,1.0,95.0,315.0,2.0,428088.0
YMS13251,O,1-999-547-7038,Sonoco Products,,JDMFJIASV,,3.0,VA,137295.0,S,Canada,3.0,61.0,850.0,0.0,2543588.0
cui13252,O,1-991-240-0534,Regions Financial,q,efturzblmq,M,2.0,MI,323020.0,D,United States of America,0.0,33.0,435.0,9.0,781263.0
efy13253,U,1-881-231-0558,Manpower,,Nlnyt,m,2.0,ND,202720.0,U,,1.0,1.0,493.0,4.0,2219616.0
UMO13254,O,1-891-314-6597,Dun & Bradstreet,,Cratwrnhiqen,,1.0,FL,147444.0,M,United States of America,2.0,99.0,386.0,3.0,
Yfw13255,O,1-382-735-0127,RPM International,,Sdungmzu,f,1.0,UT,284326.0,D,United States of America,0.0,96.0,333.0,1.0,3777584.0
JJW13256,R,1-408-130-0965,Staples,W,EPFBIBJLFE,f,,ND,51448.0,S,United States of America,,92.0,516.0,3.0,3688022.0
Wab13257,O,1-938-427-7583,Alcoa,f,LQDVABGW,M,1.0,MS,133021.0,D,Canada,1.0,88.0,351.0,1.0,3462697.0
CPI13258,R,1-632-407-4063,State Street Corp.,,Rdezvwvdszp,F,0.0,MN,269064.0,U,United States of America,4.0,19.0,304.0,7.0,2780611.0
BZC13259,O,1-871-854-2212,Gap,Q,Qqbmwzycl,,1.0,GA,,U,United States of America,2.0,79.0,491.0,1.0,1503671.0
QIV13260,O,1-475-831-3964,Owens Corning,,gkiltrkqxml,M,2.0,Nova Scotia,298878.0,M,United States of America,1.0,40.0,594.0,5.0,3263203.0
HKN13261,R,1-907-551-3014,Curtiss-Wright,Z,Dzlkuop,,0.0,VT,412000.0,U,United States of America,2.0,85.0,664.0,7.0,2761203.0
GFL13262,O,1-574-065-0336,Harley-Davidson,,chrjnrm,,0.0,IA,161918.0,D,United States of America,0.0,92.0,836.0,9.0,2500499.0
PCR13263,O,1-983-331-5503,CenturyTel,,Kgbhipuuovxb,m,4.0,CO,150257.0,S,Canada,0.0,37.0,807.0,4.0,1031644.0
Mxh13264,O,1-913-754-4478,Magellan Health Services,,pjxhfvict,,4.0,KY,131378.0,M,Canada,3.0,49.0,555.0,5.0,3245402.0
Nun13265,R,1-968-682-4562,Cooper-Standard Holdings,t,Jnssq,f,0.0,NC,427824.0,U,United States of America,1.0,,704.0,1.0,2532859.0
zve13266,O,1-126-684-7680,Costco Wholesale,,Ophngwnyzgj,,1.0,AZ,432383.0,S,United States of America,4.0,81.0,444.0,7.0,3478268.0
Csi13267,O,1-509-797-1506,Domtar,Y,QSSDIQWNUFEN,m,2.0,WA,72261.0,S,Canada,,13.0,344.0,1.0,
Eek13268,U,1-079-603-5559,Susser Holdings,X,RNXZHCFZZ,f,4.0,Newfoundland,2945.0,U,United States of America,5.0,98.0,728.0,7.0,2886374.0
RTU13269,O,1-003-595-8840,Owens & Minor,,Fzbvohtpbibi,,3.0,Saskatchewan,434739.0,S,United States of America,,61.0,428.0,1.0,1521016.0
iah13270,U,1-103-761-4145,Dick's Sporting Goods,,Acovlcfa,,3.0,VA,316148.0,,United States of America,5.0,77.0,732.0,,2976268.0
cep13271,U,1-169-001-0679,VWR Funding,,bcemigjbmuer,,5.0,NY,164871.0,,United States of America,4.0,55.0,372.0,6.0,1510723.0
Xrj13272,U,1-674-730-3777,Owens & Minor,,avjoozh,f,0.0,MO,480038.0,U,United States of America,4.0,83.0,427.0,5.0,526799.0
OMN13273,O,1-679-489-9725,Dover,,ymvix,F,4.0,CO,91185.0,M,Canada,,82.0,765.0,1.0,445239.0
KGW13274,R,1-364-266-8678,Varian Medical Systems,,fxyetv,m,5.0,British Columbia,480642.0,M,United States of America,0.0,45.0,787.0,10.0,2580124.0
ETJ13275,O,1-680-779-3336,Campbell Soup,,ycecl,,2.0,VT,338137.0,S,United States of America,3.0,96.0,399.0,1.0,484634.0
odf13276,O,1-629-190-3998,United Stationers,K,Nusabxe,f,1.0,TN,151581.0,W,Canada,1.0,50.0,436.0,10.0,3644428.0
FJJ13277,O,1-333-190-4296,,X,qnhkhbnconz,,1.0,VA,216513.0,W,Canada,1.0,7.0,769.0,10.0,382858.0
Gry13278,R,1-601-449-9825,Bed Bath & Beyond,,JRXXARORTL,M,,NE,316902.0,U,Canada,4.0,68.0,719.0,6.0,3994265.0
Htg13279,O,1-802-639-5897,Dole Food,V,hefghnmso,,5.0,WY,249323.0,M,United States of America,5.0,31.0,340.0,2.0,2294561.0
Nck13280,O,1-386-695-2443,MGIC Investment,M,NAKQC,,3.0,VT,180897.0,M,United States of America,2.0,67.0,696.0,5.0,3736725.0
Ulu13281,O,1-133-344-0698,UGI,,Tppopzjbbkpm,m,2.0,FL,64683.0,U,Canada,4.0,78.0,429.0,6.0,1373134.0
ZMH13282,U,1-648-894-4848,Packaging Corp. of America,S,Ltmtuo,,5.0,RI,116935.0,S,Canada,3.0,61.0,502.0,7.0,2622298.0
eso13283,R,1-350-570-6771,Dominion Resources,,Rtxbz,F,1.0,CA,84676.0,W,United States of America,2.0,81.0,849.0,5.0,197048.0
Uvw13284,O,1-796-938-9443,State Farm Insurance Cos.,Q,Qoqbrkwrj,,5.0,TN,22879.0,U,United States of America,4.0,4.0,,1.0,769987.0
ejn13285,R,1-945-448-9130,CarMax,,Xlxle,f,2.0,Newfoundland,6876.0,M,United States of America,3.0,20.0,827.0,0.0,2263759.0
abg13286,R,1-652-817-1263,Allergan,,Tadzvdwmk,,5.0,NM,423844.0,W,United States of America,0.0,68.0,377.0,3.0,1149508.0
PPL13287,R,1-287-586-7650,Vectren,y,ocngwjx,M,4.0,DC,52513.0,M,United States of America,0.0,,428.0,5.0,
Jiu13288,R,1-718-238-7850,Analog Devices,P,swgmcuxdux,,4.0,Prince Edward Island,34540.0,M,United States of America,1.0,32.0,326.0,6.0,2142179.0
Ims13289,O,1-766-959-6159,CommScope,,EGYAHVCH,,1.0,LA,173732.0,,United States of America,5.0,25.0,,8.0,3456095.0
kxr13290,O,1-446-952-6459,Express Scripts,,FLTBWUK,,3.0,CA,248640.0,M,United States of America,4.0,56.0,789.0,3.0,1797369.0
Jpv13291,O,1-327-961-7228,MEMC Electronic Materials,,Dgksmvlbaq,F,5.0,LA,439264.0,S,Canada,1.0,90.0,700.0,7.0,236958.0
AUV13292,O,1-909-462-1614,Las Vegas Sands,,,F,1.0,NY,338039.0,S,United States of America,5.0,18.0,460.0,1.0,2916599.0
lip13293,O,1-088-568-0253,Regal-Beloit,,Vdkouhul,,2.0,UT,138898.0,M,United States of America,4.0,49.0,441.0,10.0,830045.0
Nfo13294,R,1-900-597-3379,Murphy Oil,,gecgtfvxouab,,5.0,MO,465718.0,M,United States of America,4.0,55.0,542.0,4.0,3260198.0
Wsz13295,O,1-881-385-6273,SunGard Data Systems,,Kmlvthsl,,,WI,208991.0,M,United States of America,4.0,43.0,736.0,1.0,2286681.0
qbc13296,O,1-605-435-3346,Energy Transfer Equity,R,Emdktxpin,f,3.0,NJ,237244.0,S,Canada,4.0,95.0,451.0,3.0,2416195.0
HWJ13297,O,1-458-069-0788,Torchmark,s,Rqcazinms,,0.0,NC,101559.0,M,United States of America,5.0,39.0,620.0,,1506478.0
ggf13298,U,1-464-238-0810,3M,p,Brgxxpackcr,m,3.0,Saskatchewan,55791.0,S,United States of America,2.0,46.0,327.0,10.0,3328580.0
dvs13299,R,1-081-162-4468,DTE Energy,g,WKSDGYYN,F,1.0,VA,293690.0,M,United States of America,0.0,98.0,744.0,7.0,1482658.0
Mmk13300,O,1-911-389-2850,HNI,,RLAJNQM,f,1.0,WA,338565.0,,United States of America,1.0,37.0,,10.0,1623391.0
Bpl13301,O,1-794-660-0975,Legg Mason,,Qeeqxnxkk,,4.0,VA,154961.0,M,United States of America,0.0,27.0,554.0,10.0,3810116.0
Izs13302,U,1-224-122-8069,Polaris Industries,D,Uflgkjhluhj,m,2.0,IL,196527.0,M,United States of America,0.0,49.0,694.0,4.0,3210053.0
Tpv13303,O,1-516-909-3477,BlackRock,,Ytpnflkvyhr,,3.0,IA,315680.0,M,United States of America,5.0,7.0,507.0,4.0,2685602.0
Qgq13304,O,1-138-341-8864,Lubrizol,R,xuzfyelrdtzq,,5.0,MA,415427.0,U,United States of America,5.0,83.0,809.0,2.0,112786.0
Pir13305,U,1-570-136-0551,Asbury Automotive Group,,XDOAYETOUM,M,4.0,MO,104727.0,D,United States of America,4.0,85.0,362.0,0.0,3368397.0
Mmg13306,O,1-066-670-5957,Sauer-Danfoss,,Ncrqhelezez,f,5.0,IN,308515.0,M,United States of America,4.0,87.0,329.0,2.0,46485.0
SZX13307,O,1-808-944-2055,Ralcorp Holdings,,mntonucdqjt,M,5.0,British Columbia,123475.0,U,Canada,5.0,22.0,303.0,9.0,198873.0
hmd13308,R,1-589-355-0258,Benchmark Electronics,Z,Ttyixxkfz,,3.0,MD,103004.0,U,United States of America,2.0,86.0,656.0,8.0,3063829.0
Qjm13309,,1-647-652-7574,PG&E Corp.,,Znlnlzxhh,f,0.0,FL,267070.0,M,Canada,2.0,46.0,710.0,4.0,447917.0
Djl13310,R,1-526-427-3269,,,kkavkdpxek,F,3.0,HI,127017.0,U,United States of America,2.0,,619.0,1.0,2301005.0
nos13311,O,1-330-614-1445,Casey's General Stores,,TGKMRHT,,4.0,WI,304221.0,W,Canada,2.0,4.0,516.0,8.0,1261825.0
yse13312,O,1-760-007-7116,Safeway,,YCKJXU,m,1.0,WY,443773.0,M,Canada,1.0,94.0,545.0,1.0,910255.0
Sbu13313,R,1-955-025-6844,Bon-Ton Stores,J,PTHNF,,4.0,OK,287856.0,S,Canada,5.0,68.0,811.0,0.0,1821823.0
ytz13314,O,1-839-197-5686,GameStop,O,xregvkuvgje,M,4.0,VT,235513.0,M,United States of America,2.0,84.0,,,2199015.0
Fce13315,O,1-423-036-6301,Cooper-Standard Holdings,,Bzxtukntjmuh,F,2.0,OK,168446.0,S,Canada,3.0,0.0,392.0,2.0,3734037.0
Ynb13316,O,1-236-597-5459,AmeriCredit,h,Easiqoozh,m,4.0,GA,158347.0,U,United States of America,3.0,3.0,379.0,,
zur13317,O,1-248-353-0225,Black & Decker,e,XTIAQE,F,1.0,UT,252112.0,U,United States of America,3.0,8.0,432.0,4.0,1405386.0
Kfi13318,O,1-747-947-1632,Holly,a,Vzcbixlj,m,0.0,NV,64619.0,U,,3.0,100.0,414.0,2.0,278240.0
Kky13319,R,1-824-966-8091,Kraft Foods,E,,M,4.0,OR,351408.0,,United States of America,3.0,0.0,557.0,3.0,
JHT13320,R,1-097-243-8273,Questar,,xtmcwdbpwdv,M,3.0,VT,15690.0,,United States of America,3.0,90.0,620.0,4.0,1401347.0
