prospect_gncd,prospect_nmbrcrs,prospect_wnrrntflg,prospect_g,prospect_mrtlstts,prospect_cntr,prospect_frstnm,prospect_ddrssln2,prospect_ct,prospect_phn,prospect_stt,prospect_mddlntl,prospect_nmbrcrdtcrds,prospect_crdtrtng,prospect_pstlcd,prospect_ncm,prospect_nmbrchldrn,prospect_mplr,prospect_ntwrth
FUB12975,1.0,O,9.0,S,United States of America,KFFYPQSLLFTQHVFDILZAXU,Qxynghvijcmyokujreyqaeumpikutgcfmpfgqxtjwtgdjybsvqesyoddqnhcrgfjegpkroni,Kansas City,1-426-274-0160,WA,,7.0,631.0,dwbieds,165765.0,1.0,Brink's,1740453.0
rmy12976,5.0,R,49.0,M,,TVBVRYMPBNKQZAYXXRSMQ,IYEFQ,Little Rock,,GA,,10.0,358.0,Ezvkykwevm,276856.0,4.0,Domtar,3627141.0
HUD12977,2.0,O,63.0,M,Canada,rtutlbnhotmrdgvutbhqz,iujwmevbxuvgjuadtzshdaxjxmboaodesjkrevdsbjwgjzjeqgaszcqwtuowpdccqt,Oceanside,1-664-771-5171,Nova Scotia,e,1.0,775.0,Sidrqbasi,369078.0,1.0,TECO Energy,3193939.0
Bnt12978,0.0,O,10.0,S,United States of America,UVBXLPKDHMRTNNISKMRXIXH,Bywuvikx,Chula Vista,1-953-791-2195,MO,,8.0,693.0,ecdiyyesn,263097.0,3.0,Rockwell Automation,3067360.0
Tea12979,0.0,R,27.0,S,United States of America,lenbexbkktndbhqfflpvhlrrnynvcm,Vlzaagriuhtttpixzr,Indianapolis,1-886-108-8646,Alberta,,4.0,334.0,atujsvx,100373.0,4.0,Armstrong World Industries,1991942.0
kui12980,3.0,R,79.0,D,United States of America,rcnoebqksqlczfpzjinttrzok,Xoadrbihqveuqakbckn,Vancouver,1-649-888-0155,NJ,,6.0,,Utayzmj,76576.0,3.0,NewPage Holding,1113648.0
Ljh12981,3.0,O,69.0,S,United States of America,Bulgahknvoyzdvcay,VQQFALEGKPAPWGADZXRRDKSDQKFQYXKBBCNQOIPULIRLUPVUNTRXOQB,Glendale,1-538-098-2224,VA,d,3.0,529.0,LPCONAJAJK,423355.0,1.0,National Semiconductor,3863633.0
Gdl12982,,R,44.0,M,United States of America,MIUMTUVLVISJYFJCJBUE,Jmydhddtkcvifyavnaxkwzrocjjnpdtgiyfbolhctdeviuc,Vancouver,1-924-046-4615,Nova Scotia,,4.0,544.0,Zykylshl,228583.0,,MPS Group,284501.0
Eji12983,3.0,O,87.0,D,,Bnghzvwsspqxtiir,ZDIOOIIJUWQCKPRNSACYTQGOFCZQAGFQYJGUPCMCQZNYU,Concord,1-627-009-7653,TN,,5.0,565.0,HXJKVWUG,416533.0,3.0,Pepsi Bottling,343747.0
vml12984,4.0,O,87.0,D,United States of America,NYXIIIOTNWVUBNWTVQRQEBEZS,PGUTHQKELPYHHGJPAYAJZXZHXMTKL,Santa Rosa,,SD,,5.0,445.0,ejpgmjyw,339416.0,4.0,Tenet Healthcare,3864265.0
Brg12985,2.0,O,,M,United States of America,gckougyehg,Rggstoxubdzviogyjdsqddljgpgjduapdpvbvqlbvgazcasietuebyhpyqoywoyokufn,Huntington Beach,1-580-944-8907,NJ,,4.0,575.0,Xszqhvm,82644.0,3.0,Fleetwood Enterprises,776571.0
guz12986,4.0,O,93.0,U,United States of America,iiajgftpfrssmjkmah,yogglxnaxzlrpbabqusrtlpykosovkhliibmcgoxyufdrgcwnddpfwzbulqem,Billings,1-962-576-6373,ME,F,7.0,395.0,Htplnmoebpt,243325.0,1.0,,1575103.0
Zts12987,3.0,,36.0,D,Canada,SKRCZMMKPHCPGDNJSEDXMAOLOBCIWZ,Shmsbobypoqvhpde,Nashua,1-094-749-2250,Ontario,l,8.0,475.0,Qdnviuw,99518.0,3.0,DRS Technologies,3050926.0
QKB12988,1.0,O,60.0,W,Canada,Tgblrtmduxxocpjajjfwht,Flxwjmlqhzsehjwlhixh,Mobile,1-719-859-2261,IL,,8.0,719.0,Ylupx,445331.0,1.0,Robert Half International,2232996.0
Nre12989,1.0,O,,M,United States of America,Bxsmrqjswargfxjcexjqpiwtiqmd,Cxwjwqipjyfsuxwlkdpcsdzlqeojyotmtcojnk,Lansing,1-481-719-0757,ID,,4.0,,GYXSGMXBVWVI,457989.0,2.0,Burger King Holdings,3465067.0
Nww12990,3.0,O,75.0,U,Canada,LJBPOHIXFAQECJHGCRNBWNYKZSCC,SQZDDGNABDHQHLLZCYLXAHJRJCOEPMBYKKRMNBH,Salinas,1-151-525-7348,ID,,9.0,,Njrmknngy,477384.0,4.0,Henry Schein,679983.0
Wxi12991,1.0,O,4.0,U,United States of America,Pjviklxolf,RQFPCFNLQELUHWAODAJROMLDDPHUX,Miami,1-046-942-8252,Saskatchewan,R,7.0,308.0,tagqt,364700.0,5.0,Qualcomm,2622534.0
Uvh12992,2.0,R,77.0,M,United States of America,Ascaf,wbaotdqdviuuebqtwtcgskdmp,Rockford,1-595-728-4927,AK,,4.0,701.0,ERCKPTVO,228551.0,2.0,Liz Claiborne,
ZLT12993,1.0,O,30.0,M,United States of America,dwpiehqssrdtczjjwoesxgwlpgpnpg,QHMJGWSMZMFEOUVVLKVBVEM,Cedar Rapids,1-557-517-9465,KS,R,7.0,487.0,Tudvmjo,150128.0,,Cypress Semiconductor,3883585.0
Bnz12994,,R,91.0,M,,EGRVQ,Koatssgqiprwzshwflzkanvenifwtr,Shreveport,1-202-430-7727,AZ,,10.0,563.0,Grrhvun,110514.0,1.0,Health Management Associates,1895259.0
NCW12995,1.0,O,84.0,M,United States of America,Lnuwihocdher,EYRNABQWPO,Montreal,1-868-162-7681,OR,,4.0,433.0,Loskie,305745.0,2.0,Georgia Gulf,2756151.0
Tru12996,3.0,R,57.0,M,United States of America,JZIFTR,pwqbncf,Columbus,1-796-076-7465,Ontario,,10.0,458.0,Dzhjge,17389.0,4.0,MPS Group,246189.0
Qhq12997,5.0,O,44.0,M,United States of America,GQYRSOJFDHDYQGBGBCTLCTNIG,cywzhctbtdxudepxhburlkdu,Newport News,1-059-841-2713,British Columbia,,,502.0,Icunepriwg,362865.0,3.0,Calpine,2653782.0
QGE12998,,U,46.0,M,United States of America,xpduqsswozrncsuppf,Vadzuscekdivbbgjigmjexwnovffw,Huntsville,1-661-057-1456,British Columbia,N,7.0,536.0,Dohwomfrmwaq,328779.0,1.0,Verso Paper,3142573.0
VQW12999,,,95.0,M,United States of America,UBGMZTIMWXMZUFDBTWPWQUSUBBMFO,mgoidscjytxrvvwki,Naperville,1-153-553-5146,WA,,4.0,824.0,altuad,353585.0,4.0,Saks,3662491.0
Brb13000,3.0,,52.0,M,,Ebqjeubusfhlchatngkz,Qzwnizhjhfepejqmrqlrkgjptcmwqdoceevvqnnqzefeuegmbrixxvbgffrwvxm,Billings,1-833-047-5028,VA,,0.0,589.0,Zmnsv,278132.0,4.0,Caterpillar,3305161.0
VAA13001,1.0,O,6.0,S,United States of America,Mactled,Omkludbtynfvgabthaxtxhpkafgodhnoupfqlrqbkbbalvzxdin,Pembroke Pines,1-931-734-2890,ME,,3.0,651.0,Briiyn,10990.0,4.0,Burger King Holdings,663851.0
EQG13002,1.0,O,80.0,M,United States of America,Toxoyqjsqldlsoafhftfepyurmt,ZUFQEXLOEUOFIKKZQGDKWJIMXLXXVNOUMAEWNNVBJREXNMPRJWVMLH,Modesto,1-981-666-3333,Prince Edward Island,L,6.0,396.0,Ykrtcigrbi,104975.0,3.0,Hexion Specialty Chemicals,936733.0
JYA13003,1.0,R,25.0,D,United States of America,gkjqskoqrbesukgumgbzjjufn,Hrckzdfuzrcartmyogmemtluykmacecwzwtsgxanyfpuhcasqlzns,Bridgeport,1-571-841-7272,WA,,4.0,728.0,RMVYFUAJNXQ,20503.0,2.0,Archer Daniels Midland,3114220.0
Vtj13004,,O,,M,United States of America,LSKGRKOQFPEOXNANSHCOEOKNSILJJC,Npfksvdkkxusrubojxalqutgrunevdrmtunvhxonuxyvqqorbjtmx,Lansing,1-204-336-5166,NV,,8.0,485.0,Cjnchubv,472626.0,3.0,Johnson Controls,363455.0
Geu13005,5.0,O,37.0,M,United States of America,Efatdvbsbcnpicnvowafvome,Udzyrmmhhcqxkiemslbscpwjjudlkisxcumtdvwpbmy,Stockton,1-369-072-5482,SC,,10.0,,OLIKZASXNJ,414367.0,1.0,Kla-Tencor,2469152.0
Btu13006,2.0,O,9.0,U,United States of America,Oupxhziivwaucaugjwhebwwbcc,Vichagquqtuigqmehvjuwmrfzrgnbdsuoibgacpehqlcgvyumrzdaznlo,Inglewood,1-460-252-9391,Saskatchewan,P,7.0,,HOVSOHOSX,298704.0,4.0,SLM,3449219.0
Buw13007,1.0,R,82.0,M,Canada,Qaezfodhcqiaqywdxvpoeq,Lioesagcbfygoscd,Kitchener,1-162-274-8226,Prince Edward Island,,7.0,521.0,Dsxbvimksdae,267166.0,1.0,Unisys,2509945.0
XGG13008,,O,97.0,W,United States of America,Rqwthzwpbgtfumtmcsxwhgip,Lngdoqpvfozgnmtikkpmxrkhsqtfcpswrxikgoiupmcjgmulzzpzwnelfklakbgiomroosugrrzn,Overland Park,1-786-979-5693,MI,P,8.0,526.0,difvckwnkam,,4.0,,1172896.0
ARM13009,5.0,O,58.0,D,United States of America,MDBWS,hpzjjqsbsahscrcfwxewlforqrqqjn,Provo,1-128-315-4670,OK,,4.0,492.0,Xcdeyhdj,27168.0,4.0,Safeway,397319.0
Emw13010,2.0,O,60.0,M,United States of America,Vfeqtjpsubhqggputdc,Dvhtp,Pembroke Pines,1-224-234-5044,ME,,9.0,301.0,BKHQSKAMGHND,41442.0,0.0,Kansas City Southern,1999994.0
PWM13011,5.0,R,44.0,U,Canada,ILIEPLWZVUEUKAHGJ,kamgiwugclwcluvqwwpmkvl,Sudbury,1-712-287-7034,WI,,8.0,447.0,Ikabbsjmc,199370.0,3.0,Washington Post,3591350.0
Inn13012,2.0,O,48.0,,United States of America,Snquiipviemrerucxnhc,zyybqkjuhnnehwsenobljsnrsdbtdxskmylawykbyichmtofrgoei,Lewiston,1-016-410-3964,MT,D,9.0,839.0,frowwengo,,5.0,Western Union,2712950.0
Zmu13013,5.0,O,8.0,U,United States of America,UWWNZWIRKBVFLHHAGGP,Cqthbnsqjhyojodmfodfpokvglqfldoigdustib,McAllen,1-657-495-7624,LA,,,577.0,Rctajfbmu,48537.0,3.0,PHH,135343.0
Nii13014,2.0,O,22.0,M,United States of America,EQFPAHKC,gbquiyvjjmcatryzvrcedwodrnilmquxutvgxnkmdhrfqniqico,Phoenix,,VA,,0.0,390.0,Tvfari,211417.0,1.0,Universal American,1706848.0
Vwm13015,,O,93.0,S,United States of America,RQMODTNMVEA,Ktngyiudmwmkpfcopuggkinxjhxqzzkprsjguopzrzcioahgnsanfzqcylaicrsrxcdyifvcwwt,Mesquite,1-341-927-9877,TX,,9.0,587.0,Vtsxverfjmi,459081.0,0.0,Coca-Cola,1365582.0
Fgc13016,1.0,R,28.0,U,United States of America,cphmbxyuwbxzgvrgnakhdmhhs,BUQCGJWVYGDVYCZCZ,Hilo,1-893-534-8139,NH,,7.0,494.0,Wyfmsopgbg,285466.0,2.0,US Oncology Holdings,640936.0
Ydc13017,0.0,O,59.0,W,United States of America,Dwhjadaupt,JMEARZJZLLULOTH,Great Falls,1-158-648-8658,MS,N,5.0,835.0,Cddzhw,490986.0,5.0,TRW Automotive Holdings,3740881.0
QMO13018,0.0,O,2.0,D,United States of America,Wtqlys,qmgvsxwulxjd,Providence,1-433-902-5982,HI,Q,1.0,748.0,Unhptlp,229291.0,4.0,Dollar General,2799260.0
Mvh13019,2.0,O,59.0,S,United States of America,BRXRIRXJOPELWFUD,Ebwneuyxasekttq,Evansville,1-688-173-5331,IL,,2.0,563.0,PCNOQFIM,210946.0,0.0,Teleflex,
DON13020,5.0,O,1.0,M,United States of America,Xulevhfpvvqilr,Omgbaqjcabogdifofugpjkesnhyf,Paterson,1-492-074-3959,ID,L,3.0,760.0,Qtcvpmlhxa,188325.0,1.0,Devon Energy,492921.0
Pxu13021,2.0,O,50.0,U,United States of America,YIBBZED,Yzepdmdyjgrxsmnxsndygtrptbmrusmigwlkzqwfojn,Warwick,1-892-457-3221,Quebec,N,4.0,612.0,Zgxiegivovsx,93426.0,0.0,Safeway,3349635.0
epr13022,2.0,O,76.0,W,Canada,Wspcohakugq,Xtnsumwpujjodlsuaxsrtkqmxibqihlodgpoqrcfiwimdmjregdlowuarqaqehtomergfqjvkmgcyw,Jacksonville,1-715-342-2092,AL,t,4.0,337.0,Galqdgz,486154.0,0.0,Wisconsin Energy,
FCB13023,0.0,O,62.0,S,United States of America,Tpnglsbfnp,Lidyizrczelsawmvlgdpbqvhmtxbjcgozagniwxwvhfissrpnfzygwbvnbdiolpbo,Ann Arbor,1-984-500-8467,DC,,5.0,438.0,Oahggx,130035.0,4.0,BB&T Corp.,833320.0
nfe13024,2.0,O,58.0,M,United States of America,Rsqkokigqv,Soeackjmadkizjnsiffhgdrtjadbcipeaofscglxjxfzbvglmbrxhf,London,1-380-892-5027,NH,,2.0,475.0,JYHXKA,157906.0,4.0,Fluor,1754597.0
Ofe13025,5.0,O,,M,United States of America,Nwwmxpektcksyqwenc,LGBRWSFKJPFFAGTHPWTIHTYNYXXPUHI,Pembroke Pines,1-302-003-8807,Ontario,C,3.0,473.0,Rhwaztz,67911.0,2.0,Lithia Motors,
Vvo13026,,O,26.0,U,United States of America,Wcyfrdfejffaexroi,Qjsagopzpzahrldvhrhsgdjbmzupfwglnpnfazoflrbchnvehut,St. Paul,1-757-045-4508,HI,I,9.0,577.0,Siynxi,383758.0,1.0,Asbury Automotive Group,1602830.0
auh13027,5.0,O,,U,Canada,Faxiidkeoglcie,wfsozoukdmsioxijmutiiwpsqxjbkqwsfobpfmmlzbfllsxatq,Jacksonville,1-754-744-2472,ID,,5.0,512.0,Tgvpfbvscm,495781.0,2.0,Pinnacle West Capital,1262884.0
LVI13028,5.0,R,53.0,D,United States of America,Shfcn,Npfmeshqlkjwfttkicmqzgvbpejhwrnmlol,Salem,1-993-662-3994,SC,V,0.0,830.0,LKBELJ,231666.0,4.0,El Paso,1844413.0
Kis13029,1.0,O,70.0,S,United States of America,nbhmdiclnjxyh,Pboteviyxhjtohsbvkbosuvrajpyxovzzabuwdpnnmksqmeumpvtfwuqcrlckvupdyskbrqzxxwcty,Winnipeg,1-699-804-4141,SC,,8.0,517.0,Wrtbpqtmnxzi,33355.0,4.0,Total System Services,2913463.0
POJ13030,0.0,O,38.0,S,United States of America,rcmtrf,eucdmopvmngnvfaswbaxwhhqbadcvbfpqtgoupawvgalxpzpokqhgobsocxcfuev,Halifax,1-115-376-4895,IN,,7.0,346.0,BHXJECTUKFG,348526.0,0.0,Select Medical Holdings,317716.0
Kfw13031,2.0,O,93.0,S,United States of America,Fjhoncmetahmxjgoy,Wiyiwksbgoianmapfeesewvdmwotourhddxalsvosoxpphbyimumrnevlblavejvlqbv,Buffalo,1-976-993-6838,British Columbia,e,0.0,353.0,PWFZQSAXMN,77533.0,0.0,Zions Bancorp.,3763827.0
Oef13032,0.0,,,W,United States of America,Kaead,Vedkmydmdubncuiaicu,Modesto,,RI,,10.0,703.0,PREAJLB,127411.0,0.0,Penn National Gaming,2527347.0
Lsx13033,2.0,O,26.0,M,United States of America,BSXCPDGFYSC,Cfdtdyubxctfli,Hull,1-474-795-6171,MN,e,4.0,596.0,Eiqijmj,366628.0,1.0,DynCorp International,3919194.0
Rok13034,2.0,O,97.0,,Canada,Zoyxfcjsiucyuuzpronyxic,vyjagcmiccy,San Diego,1-355-038-4840,ND,,10.0,842.0,QAGYA,150976.0,0.0,FM Global,509643.0
PJT13035,1.0,O,98.0,U,Canada,pxheplrwiussbxbevkrxbdbk,krrfibyjjccawritzjdjckqq,Kitchener,1-370-330-0392,MO,,4.0,645.0,helrlotvcbcj,285531.0,3.0,Key Energy Services,389748.0
Tdk13036,3.0,O,44.0,U,United States of America,Totcnmwveyojzddojyverptmwiyht,Hskhhrljalwlvixelhnmqclvuodklhqslrfixhpymzwrkwdefeyexupto,Hampton,1-956-041-5096,Alberta,,7.0,761.0,Zctmxzzu,12726.0,0.0,Charles Schwab,2921673.0
Kma13037,0.0,U,86.0,,Canada,Pfsnzsesjgtgmrjudrq,Arovizrqxtrfr,Madison,1-333-750-8186,Saskatchewan,,4.0,810.0,Tdwpihhfc,427481.0,0.0,Jones Apparel Group,585565.0
Ekd13038,1.0,O,76.0,M,United States of America,Exdeqpwdquzeftsdebthgesrqf,Cpmyqcsmyfwwrgy,Boise,1-666-788-9640,NC,D,10.0,628.0,vzfdak,416238.0,0.0,Fannie Mae,2734292.0
Prm13039,3.0,U,21.0,W,United States of America,ksntknpwrlwfbqyksi,Kslmliakxlhtdcazkeysizfcvcspjgdhivtesjesmjvouqbd,Paterson,,AL,C,10.0,577.0,Tvmfkjcq,166931.0,5.0,Cardinal Health,3866961.0
OBX13040,4.0,O,12.0,M,United States of America,Nktdcmutdgnaqjorepmhx,uxlbjkwzfxnyl,Missoula,1-940-781-7159,Quebec,w,,734.0,Oqrvejybq,142101.0,0.0,Sonic Automotive,3193177.0
Xqc13041,5.0,R,52.0,M,,Umnfupltdksxmvffp,Dzlbxhtvzwdicguokgdcbhlnvttpdcobreikebnxunwasupaqkmksjgkjvwbvfxsomwxkifro,Seattle,1-654-883-2188,NY,K,10.0,392.0,MAZEMR,,0.0,,1168964.0
QYN13042,3.0,O,97.0,M,United States of America,ZYSPZTSTGNHMNZKGFUXTMPUTJAJLA,Hdbiayjaphckgqnebdwvyfvkovmailyqiiqfpqaizhxsvthkncuisunhagvuvvmpuqetlzv,Rancho Cucamonga,1-734-776-2575,PA,a,10.0,769.0,kdykv,362235.0,0.0,Ralcorp Holdings,2188541.0
Wvr13043,3.0,R,16.0,M,United States of America,Ejhkdyzmetpcbkswfigrnwpq,otvzfxowhcmnmrbmyjqsflklxfrsovpypmpcpkagaeklmupgz,Dover,1-580-359-6265,British Columbia,,7.0,305.0,Srkqp,387138.0,4.0,Illinois Tool Works,1588324.0
kmh13044,5.0,O,78.0,W,United States of America,sidxcbejfmldphxuxmdilhifk,Rpstrhgivxmcijwdrikxehac,El Monte,1-349-716-0002,NH,F,10.0,584.0,Itxkqrwks,341008.0,5.0,Community Health Systems,1772220.0
Qco13045,5.0,O,33.0,M,Canada,OFILBRGJIAQ,Stmnuugxrmjglcsfldabzrucpfdfjslnuxsrymirprfwtrocuvmk,Newark,1-965-694-6886,MO,Y,5.0,619.0,VNQYOYNKEG,103700.0,1.0,Ferro,976044.0
Bpg13046,5.0,O,89.0,S,United States of America,VOEKMTXLUHAAWHAZRXC,Qkqfrxfrhfkcqm,Burlington,1-434-384-5212,AR,n,5.0,571.0,vomsjits,279452.0,5.0,Markel,3176209.0
Jgw13047,2.0,O,83.0,S,United States of America,Ijwnusnivju,Sufbglmcbdvimydqyhmsmextuqvsaeibbhcxuqvafakioalxjfatyv,Lowell,1-893-572-4234,MI,R,6.0,823.0,Cdnuouesrdi,291919.0,1.0,Hexion Specialty Chemicals,2096979.0
Rvl13048,0.0,R,8.0,M,Canada,erbtnkffjqqpmwfslfcnrsocsv,PGEEMLLTOFWUFYPABCMULEOAGJWXALAENIMWRJZYUTENGLATIZPNKQPMUXKEKOZP,Independence,1-268-420-9976,IA,a,5.0,635.0,UFSIERX,,1.0,Time Warner,140690.0
Ait13049,5.0,R,38.0,W,Canada,Heokolufuqtijbmdloeod,Jhhybfwhljqbzcekukctqwrjgqxsllgkpggdcvnmdcygyluehccgznszqritohkcnfyoqwnohhd,Ottawa,1-091-067-0413,New Brunswick,V,7.0,645.0,RVUKPECL,194313.0,0.0,Martin Marietta Materials,3012374.0
mrz13050,,O,40.0,U,Canada,vstvrnsjckweztisnclrb,Psjcrmlazjwewvcc,St. Johns,1-537-773-8349,NJ,N,0.0,724.0,dtkctfmpbjm,176673.0,1.0,Principal Financial,1113241.0
Vuu13051,1.0,O,91.0,W,United States of America,Xhsjbodxggxym,VAHQCHVSRTWGIEJTCQDJNBQPQBID,Billings,1-594-271-0467,Saskatchewan,E,4.0,,Hbbaoo,197181.0,1.0,Newfield Exploration,1188847.0
DCZ13052,2.0,U,38.0,U,,Guoaagpxlgvlpkpgyuwvmdghiyp,uqinvaxqgeqszfocyfwbjcisp,Brownsville,1-820-817-6697,NC,A,10.0,497.0,JHUQUH,192622.0,3.0,Wesco International,3874400.0
Fbe13053,1.0,O,2.0,S,United States of America,Urliguwiwzalcvesvrpxfh,Sfdbxxzgsyioqbsgvfhgntsdktshstrzttacltrkxjmqanewvlvcirhoelouslylrhuljcjf,Fairbanks,1-892-039-6219,AK,,2.0,725.0,ZTCJOKGH,159203.0,0.0,RadioShack,2361011.0
CWW13054,0.0,O,64.0,D,United States of America,dfjcgcfynvatifbmqneu,PSFWDWDYDMWRLOFRPFD,Fairbanks,1-246-473-1173,IL,,6.0,749.0,IEUAYJN,161978.0,0.0,VF,2854409.0
Iuw13055,2.0,U,20.0,S,United States of America,Zouqxbiflusxmnosd,NVTTWWW,Costa Mesa,1-965-690-3226,MD,d,6.0,620.0,Iqbkrm,145631.0,0.0,WellPoint,3985555.0
Pgl13056,0.0,O,64.0,S,United States of America,MMXZWXFTVNOA,Cepeurhjzqb,Hartford,1-900-555-9660,CA,,5.0,387.0,MYSXUROWZ,294088.0,0.0,CH2M Hill,415858.0
Ruf13057,3.0,O,92.0,S,Canada,Hgprqtdamltjmxlrtydiqdosdcm,xdmjckagqltljleefqjkzsbaqojdfgwbcrfnbnsugveoinnnypgxppanemqjynkehcgkohsv,Dayton,1-289-785-4670,LA,W,,372.0,Ajevdavbg,100469.0,0.0,Devon Energy,697531.0
VJX13058,4.0,O,71.0,M,Canada,VUSKPZBBEVROYLA,Lkysddlkvmrcpxgqsjuxbmvdvuaehrcyhjypuebfvoeeyqx,Berkeley,1-639-518-0607,MN,s,3.0,416.0,Tjkohjdfxcmi,477745.0,5.0,Temple-Inland,1641404.0
TQY13059,4.0,O,73.0,U,Canada,Uolefrkumgc,,Alexandria,1-129-199-6801,WV,x,,489.0,RVKWT,7205.0,4.0,Yum Brands,438276.0
WHL13060,2.0,O,84.0,M,United States of America,Dfufropnvtduiiaiduvvtyqwy,jmudqmtmxgpqvfqansvsljyjwvfe,Paterson,1-320-886-8045,TN,,,849.0,Tevwnwd,497916.0,1.0,Amazon.com,2098619.0
EYW13061,0.0,O,73.0,S,United States of America,tppsumvccvyotuwhmwqhjzu,Eebjgmvduqgqzbhggjmmvuebraumhiygobjgybycohtozvvuhrdyjvupxphue,Costa Mesa,1-553-502-4166,IA,O,10.0,594.0,Ctrhdgjuurtr,222489.0,2.0,Brinker International,3177390.0
Ljj13062,3.0,O,,,United States of America,Pqihomgxbictis,Cgbdaubpzyaqmhdvsjwzsmdylrewgsywgqkgalislepnrxttopfzhecjdmcubol,Lowell,1-016-853-8556,MI,z,5.0,749.0,,414923.0,3.0,,3211508.0
gat13063,3.0,U,25.0,U,,VRXHUAJXCBVDWX,ameatmmxrsxrkgfgrovwagpoktckmjqawbovzvbypmmkd,Huntsville,1-812-828-6776,FL,N,1.0,320.0,VAUAIAHGD,307630.0,3.0,Chevron,484781.0
Zlc13064,1.0,O,100.0,M,United States of America,Xyprlrfagqmohpwj,aisiulpuodafxbecrac,Topeka,1-846-997-8861,NV,,4.0,318.0,wotno,497027.0,1.0,GMAC,2525080.0
HBI13065,4.0,O,47.0,,United States of America,uwecyorfttaphnsgfbqbczhhprca,Zvobsauhemdnbqzvrbnjpgpkehvrycafubzubq,Erie,1-967-624-7693,WV,,6.0,457.0,FISLYOI,419002.0,3.0,Plains All American Pipeline,3624508.0
Gju13066,3.0,U,46.0,M,United States of America,Fskrpjrfkvbhovcfyrppkozgtrut,Ixtdcmlueslngdrvyjcrvmoofaptnubabkrfhfbllnysscxhkvspgadsyhikev,Fort Worth,,New Brunswick,,9.0,643.0,PGWCMWWD,139919.0,0.0,Principal Financial,973524.0
nxq13067,1.0,O,74.0,M,,Qnglbwkndcatbsfzqsvof,Rsfodxrpidayhrczjxwqjantudowbvlolmciqacpxpacyvbodtm,St. Paul,,HI,t,1.0,338.0,xtquq,208452.0,5.0,Auto-Owners Insurance,645892.0
dqx13068,0.0,R,87.0,W,United States of America,Glbhxmidvl,Bzcgyxslcvxorztwbqhhyztlq,Norfolk,1-314-714-8271,Saskatchewan,V,2.0,398.0,Aodictbcdixm,245705.0,1.0,Vought Aircraft Industries,1769414.0
Uml13069,1.0,O,91.0,M,United States of America,Kcwbwtbyarhbkivpunobqioehu,gxanrwzkevxkrragvlrttcifleygcmjscupcltorohjipchphiwqgbrvpybcukgmelmia,Kansas City,1-027-216-6316,WY,,7.0,795.0,uruffbyut,110788.0,4.0,Computer Sciences,
Adf13070,1.0,O,45.0,S,United States of America,Dbolhvxsllfouhununvprafnwmgz,Ahhdiwzrnxbpspjpaqbgpfggxhowiwzxcdjentcqxpfueefwznyfmvydmvvhvwfsvcpwarppykg,Norfolk,1-668-389-1249,Newfoundland,,9.0,415.0,Qnluhnzou,380346.0,2.0,Silgan Holdings,3749884.0
zkj13071,2.0,O,26.0,M,Canada,Bivkbwhhu,Nzjgblpyuudvkaejsnflseanvcoyrrwrcut,Augusta,1-843-136-8802,KS,,0.0,511.0,xfefblhclih,196352.0,4.0,American Financial Group,455684.0
Hrm13072,2.0,,28.0,U,United States of America,Wnpoqbmvwxighmamgshltu,UORBARZEVBOUGTE,Santa Fe,1-137-797-6783,DE,v,1.0,,Rkwabirm,33793.0,5.0,Shaw Group,1412033.0
YJW13073,1.0,O,13.0,M,United States of America,Gcflqpxea,Porbvdologwcampsnrkfncqhnqonwoxeqwrnjrggsybkoncktqdimjcwymfxmgpjkppndklxkkh,Oshawa,1-903-894-1160,VT,,9.0,330.0,Cvxxy,47930.0,3.0,Mosaic,2287957.0
ptp13074,1.0,O,71.0,U,Canada,ISTOFUMGDARQKKUTOPNYQWGARIXTU,Tnnlgkyvdjnxklrufvbehkedwlnuufsderpcikxgjwpedcrdjfmrsx,Gary,1-851-766-7873,Saskatchewan,,6.0,498.0,SINTDN,334983.0,4.0,ServiceMaster,3483594.0
Vau13075,0.0,O,43.0,S,United States of America,Fpistrzpmlsyoanqat,Tkpbogdewxwlncihtyztzhvziwpnruzwvimyzbnfagjbttqqdzfsnrwykprwxertjn,San Francisco,1-949-156-2414,New Brunswick,,0.0,423.0,qeaqmlmcli,217235.0,2.0,NRG Energy,2388021.0
NQY13076,2.0,R,97.0,M,United States of America,Iguyuhsxgewwjbefncoemcf,Ldbjwmehlpkwbdqvqxpifcon,Austin,1-521-735-1482,IL,,3.0,568.0,xuzzwyotjxh,49933.0,3.0,MSC Industrial Direct,2779340.0
szw13077,2.0,R,99.0,M,United States of America,HGLUDKEOLEBGKNGO,Uiqgankxxrxwstsupffph,Grand Prairie,1-459-808-0129,ND,B,6.0,798.0,Gdfrolvhsd,246551.0,5.0,StanCorp Financial,842233.0
Kbs13078,5.0,O,75.0,U,Canada,Lfibfkbdgsvqothzcmwjkhdkafvws,Ijmrbuxllinngfepwbeofocivdvrmtedclhiqbywvxvkqeejahckumxb,Detroit,,CT,,8.0,477.0,vihukdnyez,246172.0,2.0,Massey Energy,2096565.0
cnx13079,4.0,O,20.0,S,United States of America,sptkifxienahbfglcmqjxsmyls,uvqxvrzjkzrybgmzjanicekobxan,Billings,1-024-301-9409,NE,,1.0,355.0,rcnoiah,231834.0,3.0,Alpha Natural Resources,1016911.0
