gncd,pstlcd,mddlntl,gndr,wnrrntflg,ncm,cntr,ddrssln2,ddrssln1,stt,mrtlstts,ct,phn,nmbrcrdtcrds,lstnm,g,crdtrtng,mplr,ntwrth
Hxn13328,Gdjthpivol,,f,R,27955.0,United States of America,Touhtjrlfwbbjmteketaqdslrstjcsdvergtndvlvrucvuyegeyiuxogiiiy,SITWQONUFSJOIDCGMSQECVMXHSPIPMIABMEFVPTROVFSBV,IA,M,Brownsville,1-911-364-9127,10.0,Hxnscfwbnrzqfzobf,85.0,409.0,ProLogis,165621.0
XVC13329,Hpsabxc,,,U,252676.0,United States of America,VFVYBWMVHJLGGIHQGXQNCFGWBPHALCRVIXSQDXVEJTIHSZTJIJZOBOQBRMTJFIMIUYKYXMOWRDFXQAQ,Vopeutxnbsqojdjwmgtxmojknsoqhuqklkkqqkmiqo,NE,M,Mobile,1-619-099-4890,7.0,XVCWACTIYXZPRCYPWINMJ,100.0,604.0,Sovereign Bancorp,3359850.0
Yoj13330,Uqpbm,o,,,270966.0,United States of America,Qdozfdkxedtdmryehjloucsxomzydwbtjdkhdeuuypx,Asggzqjcgknqezgxevzqetlxnrcqvssoeelnrgcqyrcgqccdcoztufwq,SC,M,Halifax,1-479-553-2230,5.0,Yojpefoojskooyiljqsttf,,523.0,Virgin Media,2720565.0
RUP13331,Tcynuaqpanv,N,,O,241791.0,United States of America,DMTGWEXXQVXLECSHTDOHBOWFQRMILVBWGFVRECKKW,NBSCTYJDBOAJDZWSZOYJVWVDUYREDFJMBRUPHMCIMGHMXNCJFGKZB,PA,M,Rochester,1-889-751-3110,7.0,RUPPQYEXPFUIUI,20.0,440.0,Dun & Bradstreet,746033.0
opz13332,qrvrasw,,,O,203728.0,United States of America,Jphmtxfqejewdzhorhjpryeuxwfdtgjkpxqximpiwfoxfnseaahhwbpehffwbohtioundnoi,TVDGPRPMQXDQCFROASL,Ontario,U,Minneapolis,1-870-249-6201,3.0,opzwjnicxmcnuclekkmujtyohtqel,20.0,800.0,United Services Automobile,1644198.0
Ejl13333,EDDLLKXPXY,,,O,381874.0,United States of America,Vbayqssuoyifclbgdcbrbaitmoiwoqmobssreyepauwetxajbargngmnealxrgoypcqlgezvdv,,Nova Scotia,M,Salem,1-812-145-7818,6.0,Ejlhhvsoamsdpngdjgeouojqmx,51.0,453.0,Harsco,2433474.0
dsh13334,Btppu,Q,m,R,272565.0,United States of America,JXXJMUSAWXRDPMAJUSCXYDSORKOUHWMPIRTHRZBVEIOGJEXMBJFEPFKXFJNXLORNVCQKV,,OK,M,Santa Clara,1-918-240-8283,5.0,dshzqgdcvcoalbsf,66.0,753.0,Hershey,253844.0
gmp13335,UWAIUHDXU,z,m,O,204894.0,United States of America,MMGIHXUUIOYQAFEDCFOBBJXGVBSMSDUZZE,Cgkwblhu,Ontario,M,Wichita,1-847-007-3615,,gmpabvzddhuxkevrl,89.0,775.0,First American Corp.,64519.0
Wth13336,fwikqqlhi,,,O,333852.0,United States of America,Ipuxhzfisuikfsspphyqadjkelunmnnhllugzzihlbwkokvdoefdxxmydlesdjkttomabqphwva,Hsemknaoabsvxvbcedkqjcnmhmxjskadcxjaxsiwbzrvrskpurvmbryhtgurarbcespyowjcffhh,PA,S,Spokane,1-273-931-8849,6.0,Wthjs,15.0,778.0,Solo Cup,598414.0
Fib13337,XTOQNNWH,r,f,O,48703.0,United States of America,,pbsxhvzebggm,NJ,M,Albuquerque,1-729-085-6870,6.0,Fibrgvhlacrszdrfvwnpwwslbted,14.0,520.0,Tyson Foods,3226370.0
GGU13338,XWVIZDIIKM,m,f,O,260091.0,,kpnltuwdanbgotewpambhfkclpdjsqmaegccyzyuj,Hejclmucqdm,MI,S,Norfolk,1-757-722-8461,5.0,GGUGRPQWOCLCFFWHXPKUTDTOSC,55.0,827.0,Buildings Materials Corp.,358781.0
kzu13339,Rueeca,,,O,21794.0,United States of America,Lwfngsmccpadpaeaevxezfyuwpxcbryybeqtvolceimstumgchuzzxtewafbjjfddunjtjhpaddenhwr,Rlmtnrkgmmypicixrwztjqglaz,PA,,New Orleans,1-484-181-9036,7.0,kzuzhwvmmfumplmixt,86.0,661.0,Sentry Insurance Group,1873831.0
eyq13340,NBGUODS,F,,O,363193.0,United States of America,Csvroaauujsdcpumlyfcijiardtnltfggdtkplh,Jqawevlzspwu,LA,W,Laredo,1-742-962-2001,6.0,eyqpqxauxuyodaifygubmvqssn,68.0,310.0,Advance Auto Parts,626234.0
Tca13341,Kvafkjfnge,,m,O,369519.0,United States of America,pmlrkracmoiv,Ucjrcsgxfnngg,CA,M,Cheyenne,1-879-424-6284,1.0,Tcaafafjnnfuxeedgivbucwuf,10.0,350.0,Alpha Natural Resources,843518.0
ksg13342,stfanolwrxp,e,f,O,365806.0,United States of America,ckchwnwlgza,WPAWDVIWDWELBECLIJOJTNVWHPFRFRSAOVB,NE,M,San Francisco,1-542-205-7502,3.0,ksggwvvcmvhskqhqrsncjxox,50.0,434.0,Medco Health Solutions,549065.0
YAF13343,VNUTPO,,M,R,157902.0,,RLDFIJACQHLOWVHNXFAAVPKKETFDARKRPRTCMZTXXONLYKSVJTTFSBBVWEUYCOGS,Bskoinocmrvxyulgbkjxjkynhhpljrrpjekfbpquacxrzrpgdzh,VT,S,Durham,1-848-198-8135,4.0,YAFFVBTWJLJJKUSZSVFHJXRDRQUV,67.0,735.0,American Electric Power,3384796.0
Agy13344,ujeyzxsimmid,D,,O,318463.0,Canada,Dgggaxaeiiwfcaovo,wdjhcvivlumkhqheynhncmrjzdydmtxbalaewufbwjas,CT,U,Sandy,1-900-495-9209,6.0,Agyymxsvahmjgjng,54.0,609.0,DirecTV Group,793150.0
ZVG13345,Dyhvjia,,m,R,166958.0,United States of America,Vummdmhbujbvyzzvdnfgnopgpgnexkxg,nnymc,SD,S,Aurora,1-549-916-9929,0.0,ZVGFEVPNHUCBKH,19.0,405.0,Harman International Ind.,1048082.0
Qpx13346,,,,O,486577.0,United States of America,,,British Columbia,U,Vancouver,1-461-826-5108,6.0,Qpxhwfgqjtiunfehqriiqqacdxmj,48.0,838.0,Roper Industries,2537091.0
Gtu13347,WSSPKM,s,,U,161659.0,United States of America,Cokgvpoosxxosqqxftjbfnjutzqzjllfczcxb,IYDFYFNLCQFBDTLFXPAFAMVBVMRTTJUV,British Columbia,U,Newport News,1-827-263-8166,2.0,Gtuqagjiyxjrlfoaldikfepols,62.0,,Ryland Group,3490055.0
Sub13348,gzbelc,,,O,137427.0,Canada,nclutzvufghzzvcxvsqcvqzstojqgwimgxuhcuvdhzetgoy,tauslktxpjbtbzxmpfdsursiqprzgnafgcxhjewzak,OK,S,Palmdale,1-259-197-0305,0.0,Subumifdtmxqhclsgrtawezsqjqyv,73.0,338.0,SAIC,1608362.0
Bbp13349,ZQWDVZH,,F,O,235313.0,United States of America,sfocqiwcgvvmynuttvawyqytphwhbnstnrsiebengnvvmga,cfwltofzlcvhymnawmvqohluxuudomspszinkcueln,HI,U,Frederick,1-638-796-3439,10.0,Bbpljgugfrumtix,69.0,379.0,Navistar International,1289122.0
Hoa13350,Bfavkjcbhvb,i,,R,339231.0,United States of America,Luoapzmv,vbrjfefhbicyvfbcgkwprfaojasjjcejjvvrpgtxtmwgjpezmmu,SD,M,Huntington Beach,1-665-005-9897,10.0,Hoandadkvfczxtvzzk,53.0,490.0,Shaw Group,2183732.0
qzs13351,xhbxskj,,f,O,399198.0,,Cacicfcdblqldstwsgrwdtupwpulqezwylagnyiyxvdpjujqojvnwhmsmtwcxhzouj,,WI,S,Fullerton,1-179-695-2168,0.0,qzsnffvwa,2.0,376.0,Beacon Roofing Supply,648748.0
PQO13352,Jatiieihkp,,f,O,262395.0,United States of America,OITKMSWGAFYSPEKTBOXVNBNLE,Wrdqczwhdifvjgqqyjqsghylkplgmmr,AL,M,St. Johns,1-102-008-3392,5.0,PQOGATNSIPRVKGECRCEQWKQOIDU,89.0,762.0,ENSCO International,362205.0
Wnu13353,TKULUUHCYN,,,R,340377.0,United States of America,Ojpootxbpithcujymrdqcotfdwcaaww,Ilkgdiqbkrpvoqkjtlvoahlkzjldduaeinkedqblaopsjtdgrmq,OK,M,Bellevue,1-820-952-7781,6.0,Wnuwzdemldxsbkapujxcxdmwjfg,82.0,316.0,Convergys,3458696.0
Fuo13354,oancszpym,N,,O,331416.0,United States of America,Lbhkuhiimbmpesusrqxnhvozcukwkgubt,nhsrxkqqelitdsraofzketitcnnvkmbmjnvjlnrkgzan,ND,M,Fullerton,1-375-585-8507,8.0,Fuoxqcwwcteyggh,57.0,422.0,TRW Automotive Holdings,1350822.0
Yer13355,PUSTUFZYSP,,M,O,349824.0,United States of America,Llsdexzdirxoxpafnfmiyhnkhyntdgipdxpqwkxheybfnkkppkcxvxbhmrzixtqitavruocqurehomy,AOOVTHWVCUOZTQBPEAPEOHXYLQISCTRELWOZWQEXDYN,IA,U,Oshawa,1-384-370-2066,9.0,Yerultdzapqrafqsmzwhmfts,33.0,689.0,Land O'Lakes,3823161.0
Ohx13356,,,,O,60959.0,United States of America,nvrjqt,Nczsassfbeplkokibwichrwwyrufacfnbn,ME,D,San Bernardino,1-276-729-8464,0.0,Ohxqnjpklzg,46.0,434.0,Domtar,1675641.0
tov13357,Trzbiebncbu,,M,O,112793.0,United States of America,Xblqqpzyomekmw,MTSGIABCHEPQDINVGESWIXYFFFNHYHO,Alberta,M,Eugene,1-705-456-8781,9.0,tovrseekvdetgerqyjrdppplmht,46.0,458.0,Pacific Life,3757165.0
lsb13358,AJFGFVGDM,W,,O,236397.0,United States of America,vphzigkbqfuwccjrtviwafkhl,Pfdwzhqqigpypvgxelfcstgseqcahymndqudsqoyscuzjhxneyxhzahtafeuqlqwptrwldscb,VT,D,San Buenaventura,1-639-734-7749,0.0,lsbytddlptslkuuenzxpxi,45.0,763.0,eBay,2836186.0
taj13359,RPKNOVALSKFI,j,F,O,183171.0,United States of America,HIEPIZGVWJGFQROGIRPMKJYTTASSQHYPQAWVZIXDWHMGAUETJCIZKOWLRUOSOGGUSUUKSMEESU,Scwtxbkfzyag,KY,M,Fort Collins,1-806-219-8331,,tajjjaopn,,816.0,BMC Software,3789067.0
qcz13360,Gftmhycuj,G,m,U,390375.0,United States of America,Tzhnsyjfppmrzjouwkk,BTFHGQCEZUYMNYVWNCV,ID,S,Santa Rosa,1-897-966-2354,3.0,qczmmvpducbbda,50.0,731.0,Puget Energy,3823618.0
Yrz13361,Rreflir,B,M,O,100336.0,United States of America,mwmnwmpsibmvynarpxvyxmgqezitikeavfostxlwokjruupljoatbdmyeuovpqwnfkaecjliem,ERTNQJHIYS,CO,U,Dallas,1-983-658-4608,,Yrzmtgvqsnrmbmmuqpowpfqs,46.0,595.0,Holly,3697223.0
Sus13362,Rbxmyybrcv,Q,M,O,14658.0,United States of America,xbtjaxltbrxqnbfldrmokuimojkufdoxwygwuidmfspll,Suuhbswvbsnxer,AR,U,Cincinnati,1-217-758-1131,9.0,Susrbmfavflycoqtkxhnqguidrmwjk,75.0,732.0,Ingles Markets,3225259.0
Qgz13363,NTAYMED,V,,O,7124.0,Canada,qhycvrjhxkcmlppkbrycbgkzdlloudntcfovllayf,Sxnpqdntefclrukdlkfkmqmblsluevwfjkkifvlzkewyjqefcflhubjpfpxufvhbfvdiysmg,SD,U,Tulsa,1-993-790-8630,5.0,Qgzusyptdjsay,,568.0,McCormick,2303361.0
BDA13364,jxtiq,C,,R,329910.0,Canada,Gjsfayybfzkgcunjxzmucocyxldtaawomwribxfq,Dqwdmzfxrebkppbbadnxhnjjezveobdkvbaeojtownakwwquespzyoqlphavtouypdbmxxiao,MS,M,St. Johns,1-815-683-4774,9.0,BDAWKOHNUMTZ,51.0,844.0,Tellabs,249878.0
Sbf13365,Oskvr,,,O,264203.0,Canada,Iyvjypcfjosfongmvthrxadqmukyvfncotfavgwdvlyrm,Clewirshjdwmmzdsbudakxbrestoplatsjesssuttrxfjzs,DE,S,Austin,1-492-409-5837,9.0,Sbffjr,57.0,702.0,Raytheon,2082068.0
RCF13366,Gdjpmkauupcj,T,F,O,228938.0,United States of America,Sbxgzuthjngw,vupthyufgneyryiujcnhgawuewkmorkvxftinoqtonayzfzjxispkarsjlkffauisxyphkkjzcr,SC,,Richmond,1-844-370-2961,4.0,RCFBTJBINAEVBBBLFFXYMMMQTQS,33.0,,Massey Energy,2208589.0
Nxh13367,Usslbvjqvlxt,S,f,O,491594.0,United States of America,Plmsovkkhjadsif,Rditlxdygitmcqdhrbokmig,WY,M,Austin,1-524-628-3861,10.0,Nxhppmwyesqhwpgyoqqkoitijs,33.0,565.0,"Toys ""R"" Us",1492441.0
UXS13368,Hlwilbcaypix,E,,R,71628.0,United States of America,kvmcvgxdpcerogdnegavlpbqrahpngfufipmrxsstgdrmrip,uabmruoejdqowvvtegbyuloqjwavfq,VT,U,Huntington Beach,1-226-019-8060,1.0,UXSAAINRNBVQIKYMGDVSOYUKL,88.0,615.0,O'Reilly Automotive,3845994.0
WOE13369,Mefzlgvihjb,R,m,O,46563.0,United States of America,Jacxxqmzdeededsbsfxgnbpwhuzfaxbtckzuzapvisqzdtc,Cubuyjbyntqmfukecwhjddjnvmyxevolskuneabbraoxldigcvpexrwnpgmnokefoaag,MO,U,Charleston,1-687-161-3010,3.0,WOEMAMSDHXBPGUAL,69.0,648.0,Cinemark Holdings,3039054.0
Noe13370,OLCWRMHZKV,,F,O,8641.0,United States of America,CPSKZDFDBHUALRDSOWUHTGJDSORYMMSKNEUT,Xfnwjrvonysghqzjitxdcgariqtxzpjibktlclyjuszeyszjwsmblkvhtteppvtfwyt,OH,M,Kansas City,1-628-853-3357,3.0,Noeqoutvgftnzgycle,90.0,416.0,Priceline.com,1588379.0
Zsi13371,Rkedjpttijoo,,,O,483217.0,United States of America,Bjuycrnccvupjiaeroutobggflzoghabjroiaecioxpxkndotedzfzmlyiofmqpa,UTCZYNGNZIFXLTWUOSYMDTCXRDYLVYGQDEU,WI,M,West Valley,1-885-888-8635,9.0,Zsiksrxmdmebngxtylzhgooyrene,99.0,629.0,Source Interlink Cos.,2417178.0
SJM13372,smmoe,,,U,435229.0,United States of America,bfrrnqaputesruudlmcobxgucntv,eebfeognrwuqfjcjoui,MS,M,Palmdale,1-448-229-9207,6.0,SJMUCN,22.0,836.0,Men's Wearhouse,2650526.0
Gry13373,IHHVUIIMSMUW,,m,O,76119.0,United States of America,Jvabmvpglhjadswhfiqka,WBXEXGDCXOSDCJKCXDPBVKRSVZIZS,SD,M,Fairbanks,1-486-940-6841,2.0,Gryyl,31.0,467.0,,3206805.0
COX13374,LCKJII,A,m,O,291399.0,United States of America,Rvmrocymanfwofjhnqejtcvsfvbphfqftswenlgacxehrluqw,MUCMJJWADXWNP,Manitoba,M,Minneapolis,1-659-481-4849,3.0,COXXHKPOXBKKGHMFUMMPQVNZZOPX,6.0,789.0,Magellan Health Services,3685584.0
Ssj13375,qsvfop,,M,O,92459.0,Canada,OETIVUFADYFDHXYVMEMMUPWKOWKYVQJOLBBJVDYMFKGKNWDMQGBMFIQEVNFMWPBSIOWPCJUOVCW,GRYFIOCAXUHZCUTLKTX,ID,M,Vancouver,1-613-819-8161,9.0,Ssjfhckbawgprqzslecbitnuc,72.0,827.0,Cracker Barrel Old Country,1658297.0
SJV13376,Oiclju,,M,O,336158.0,United States of America,lgftcqyyrjroucuhmhligqyqepwjybenbwaijojfgaywzvyf,Jjncgrvpikcrrizbzaffqqnoyqhaqfesnguyxmelpiwnodnhtqiiynwwjtjcluacxpbxbt,TN,S,Fort Lauderdale,1-366-879-5441,4.0,SJVHDNDNXMUTVVPKVTMYRIUXEXDLUU,57.0,452.0,Winn-Dixie Stores,1236802.0
cqh13377,csexvhyiuve,,f,,494412.0,United States of America,Ekitccosrlslqgxgxjfoxupmgmhafvuucgmdgtl,Idmfbkbhfhhbgwexqxkptlgshluwiyahapnnusynflidtkcxcsjasphtvvv,CA,M,Regina,1-198-804-7194,1.0,cqhtefxspflbbkdamvqqoznbs,4.0,655.0,TIAA-CREF,3232894.0
Wfj13378,Iwvava,s,F,O,302602.0,,Izxloydufovvblsgxe,,Manitoba,M,Dover,1-740-912-1382,2.0,Wfjexdxtsesqfuknqduvsnxfvna,38.0,521.0,,26822.0
Fra13379,nrwrrufbybtf,w,m,U,494222.0,Canada,Vvqydbwdhsaseecjwtaigwyevzayhkzfvxwfuhuidqeynhvomt,ASSBAYLBGMBFNKZGJLRKOASHTSIBQQCNJQBQXGPAYR,Manitoba,M,Wichita,1-446-324-2547,7.0,Fraxp,20.0,420.0,BearingPoint,1630569.0
Lsx13380,AWPLH,,,,329266.0,United States of America,Lujyfgnseylmqdvsdtxtelhauxpcfy,jmrpvglnmzufmlhqulmccdzmkhcctuaxiyynaxjdijovlzuztbnvgahliykdramsgkkmmjkyiewg,WV,M,Denver,1-474-113-1268,7.0,Lsxgjvwtohzosauhniz,22.0,335.0,Weyerhaeuser,
Orq13381,Vaosgqsntav,G,M,O,354447.0,United States of America,Przmhyzzunmtazvslulkejqvqydrohqmneraojbxkjzbcayptwmszlfrcyslpeoeumqpbwdgfphslfo,ZCHDIRJECIMGPPSGGH,CT,S,Louisville,1-874-351-7940,5.0,Orqmveinxeejtovxs,81.0,565.0,Ferrellgas Partners,3195999.0
Mgm13382,Tgzqiaujwggp,,,R,167267.0,United States of America,Pmaydloycyvjhffpxthfhfwhkmkxwwoycijcsivnydxcjoordscffaxiiaulagwunswdtrpilvbx,Qbczhettcinpzrymmobkplihfmeedlqal,MI,W,Biloxi,1-495-665-6827,6.0,Mgmatxd,100.0,779.0,BJ Services,3553455.0
Prv13383,VADVBBQ,B,,O,220486.0,United States of America,Bqwkoipakjnikrymzvsfsutzcuteubieksyleuuakvecptrdptekzyfstowphhe,LIZPLRYOKQ,VA,S,Corpus Christi,1-235-170-8142,2.0,Prvdqabwkuem,44.0,488.0,,509494.0
gyt13384,HJXFSIVPWUMK,S,f,R,116629.0,United States of America,uuityaossjtvbsgydx,npofrkxwealxljjcjyp,MD,M,Richmond,1-369-558-7545,9.0,gytnukcebxydngfkk,30.0,778.0,Ashland,
Jet13385,Emwlp,,,R,282630.0,United States of America,ygonyypwsuvvvihiasxrafiubecfcdgmtyhxrwlynfe,Himkzwzfoomhcmihuqvwbwjovlrsstbbjvpgztxkarspwdtamu,MA,M,Jackson,1-295-194-7736,2.0,Jetlmelvspljoinyq,23.0,377.0,Belden,386006.0
suw13386,ETZCA,t,,O,371263.0,United States of America,Xiveiadlfatwzhhnvxaj,Agfbtfqkivonmx,NE,M,Syracuse,1-645-782-4441,7.0,suwckrajbvcpsabjfjkxocwhqw,26.0,813.0,Express Scripts,1370651.0
wku13387,WLNOSTV,,,O,175688.0,United States of America,exbycwpiaaaqoagrarsnbmllaxarfngqdsjhgmslzoqamobdpxxryoikagxycqjsccsetdivfwfh,Bghiwkstewcxxbavmuvomyalehyyokonzdpacnuxmfpvdvzkonvlbgmauxk,AR,M,Little Rock,1-216-849-6129,10.0,wkungmgnppi,3.0,760.0,Land O'Lakes,
Rmr13388,Yahzkqxoyxq,F,m,O,302608.0,United States of America,Gxjdxzyofarnerfdyfkapebhiehbxafaocmbowpipix,siziuczlifbmxysgzaxxiu,AR,M,Concord,1-473-375-4650,4.0,Rmrxemsliwgyxsxnceocgnkelip,31.0,592.0,Sealed Air,1609839.0
ddt13389,RZUCKCTDXI,,,O,108647.0,United States of America,Msnqzgenlmgkvdvrncoiqderefmpuxsajedsckiirbcgl,Mnazaxgykzqwmitzxakkndajyzifgansrkegpravrrxlggnxlxlnswdksembpjaluwoslluaopj,MO,W,Rochester,1-697-301-1194,3.0,ddtjavew,79.0,445.0,Delta Air Lines,
JRL13390,SBOQGBFOPEB,B,,O,19981.0,United States of America,YEEKSRCOTXCULSUTNURIRJCQQXGNZEQCWOAQDFRXUTJTDLIOTPYNWUAFGAAZ,Ixhvjnqwuyhjdnlrihgijviotthvsogbmwjpiwswrnorjejkpelpkfahvczhhwnhlsgklx,Saskatchewan,D,Rochester,1-313-704-1996,2.0,JRLWCLNSGYIRLOSSHSVZKDL,28.0,379.0,Constellation Energy,1721796.0
Bfo13391,smujptierddj,s,M,O,205609.0,United States of America,drrrijzkwogelnrlxmrgvtwldvciwjhiskku,Gzidbikyxwvbwnkgkrluovkdhtqdferkisgie,NM,M,Fremont,1-259-052-6744,3.0,Bfofuykl,85.0,532.0,Amerco,2574915.0
Oey13392,fwusl,A,M,R,462711.0,Canada,Lvspybkolxqwblrwubvmhiazgorwxembgufobhdy,jcdxntovuibewhdhotyubudymuvtpkmblxzjivclcjrgvdicysegvhwzajzfmmybwddgacv,ME,U,Santa Rosa,1-852-185-0965,,Oeyydhnvwxtoqeoqgusjqi,2.0,817.0,M&F Worldwide,2511005.0
SCA13393,Nfrlqn,,M,U,203178.0,United States of America,,Yzubfpymrvchhhzgbizuwspag,OR,S,Salt Lake City,1-604-441-3147,0.0,SCANXGHUWEWFTQYLMXFT,93.0,332.0,Plains Exploration,93460.0
Xnq13394,EXTOQRFXZ,P,M,O,22115.0,Canada,htlqgdzldphyuvjwcetnrwnemamqjflotkhfhne,,Ontario,S,Nashua,,4.0,Xnqyrdcjvxmrxsgqjkn,82.0,563.0,Group 1 Automotive,3040224.0
Pzo13395,Yztji,e,,R,127226.0,United States of America,eimusxaybdqgfolasghmisfgm,Abgxlwoheifwdnnfqwxbsusschirnmmwxklbaocosmqnvojcovebvxwz,NE,U,San Francisco,1-090-904-5607,10.0,Pzoyzubxtkfvuippcgdpf,15.0,498.0,AbitibiBowater,1436222.0
Kgl13396,JASIPBCSU,G,f,O,224927.0,United States of America,VIKALMPAHFNDIYNZKWLTKSKPLZNVLTYEOZUSXWMATMNHQZOKYFZEUBZT,Rouuopdjausdoqxpcisrxgiqebzzfhsuhhqaqjcqlgbsscprwhjxu,NH,M,London,1-148-241-1124,8.0,Kgljthvkoyfkjdcxg,91.0,555.0,New Jersey Resources,2449616.0
klm13397,DEBEGNFQ,O,,,451825.0,United States of America,twdeqwvcgdmxrhiwtjc,Xnargulyiwwqklukpslwinfqoyzfhblulvxhppzclg,WI,M,Fayetteville,1-660-380-8759,,klmbyncfioengqeiz,41.0,654.0,Zimmer Holdings,3605944.0
Jax13398,QVEBOPVQQ,S,F,O,307321.0,United States of America,Pyhlwufayscfvdoqxnlzxammm,BGEUYPCSNLLAMLCTUGOOTPYDQLHKODANSVHXRNIOHKZMVAOSQYZOOPCUTYMJDPVOEPGBBFIHB,Prince Edward Island,D,Lafayette,1-384-402-1415,0.0,Jaxpaxfskqojzrwcjklrbfrdgpqttg,33.0,565.0,Great Atlantic & Pacific Tea,3394119.0
njf13399,LAJKXA,g,F,O,423890.0,United States of America,Ryzydioywcam,OOAJDQYMG,WA,M,Montgomery,1-604-532-5809,1.0,njfxdxbiaywlvstqvgjdfgvaqijiq,87.0,655.0,Valassis Communications,1881401.0
Zop13400,hxgiakwax,,,R,116423.0,United States of America,Ilbyglsxelrvbgjqvhi,votlfjawbcasrmpzeikhgihhlqsllsywgemxnxezzyslrthqbpivlgiavafrhjobihcijeelfna,Saskatchewan,M,Philadelphia,1-532-039-7354,4.0,Zopfbkbssibr,3.0,482.0,AMC Entertainment,245470.0
GLJ13401,ODYWPWJAGUZR,,f,O,13303.0,United States of America,Skpsozqpxlmluklvessltsgkvqj,yiexiygyzvtmpmxddnwnv,Saskatchewan,M,Boise,1-646-023-5699,,GLJAGOOLAEWAFEKTAMQQVKOIHO,13.0,717.0,Motorola,152152.0
FYF13402,Bhgeqldm,,,O,482538.0,Canada,vkfcgnfkahhupztecdxwqgwidntlnhhcqkmqpueivleucc,,MS,U,Hayward,1-164-229-5432,8.0,FYFTQMGMGOOWWMTHFBGTBDM,92.0,655.0,Capital One Financial,
Jmi13403,Qitpmrtey,,,O,140683.0,United States of America,Ebchfglxlpucxajxsauzaudyvtjgrunyepawphbtplebdgjvxsveacnevxagepnosxtfszxmkfvcx,jdnadafgl,Alberta,U,Salt Lake City,1-719-532-9288,0.0,Jmihumtmtaavzyba,28.0,429.0,Fidelity National Financial,841653.0
Atb13404,upfhfefybatk,,F,O,329852.0,Canada,HJKQLONZSISONGUVLJO,Keznkuizulukwjuftqflikcoxvxm,RI,W,Winnipeg,,10.0,Atbzf,47.0,398.0,KAR Holdings,3448653.0
Eyr13405,Uwecartthmv,,,R,428171.0,United States of America,Snpmayukhkfzusu,alcfru,NE,D,Hamilton,1-157-946-1584,0.0,Eyrsfwxzrbiggoxad,79.0,803.0,Manpower,2162717.0
Iih13406,Isswoec,,f,O,10374.0,United States of America,Kmcfcefetdnvsdepil,Faugitjpd,CA,M,Sioux Falls,1-618-434-9274,6.0,Iihbjnnfxdtarey,76.0,792.0,Smurfit-Stone Container,3952132.0
Knm13407,Iydrs,,,O,,United States of America,FEWZDLYWELCJFSBLPKJVDJHNJGGXNEPMDKHABECLWZJSDPIGQDOTSQMS,CUYEHHDPZALEGFGGNEQFFRLKDHVMQUPTWJNBXRCHPUGLGLWYNWAQSWTIZQGNDCRZMDPCXYJPY,CO,M,Anaheim,1-970-109-2998,3.0,Knmpomiobnpg,45.0,653.0,Dole Food,
Azh13408,FBAKDLF,N,,R,290998.0,United States of America,xioko,AZHLWBLQIRAVOSAVDSEWSXJLRICTGSTYAOLKKHWYGDPULOONVKXNVYDNBTSCKMWUAMVVF,WA,S,Toronto,1-531-787-8427,6.0,Azhfazkuje,51.0,785.0,NVR,3152909.0
KJK13409,IBHVZ,,M,O,112950.0,United States of America,NDLPYIPROMKUHOVPZBGZNJPGYRW,Bexqwpnhwf,IN,W,Augusta,1-160-193-8577,2.0,KJKPEXOVMJTPNRSL,93.0,761.0,AMR,2323724.0
Kgy13410,tnicjxwtc,,,R,291467.0,,GWLCFRZYFNFJTZLEWIUNHWPJL,WGDAE,ND,S,Fremont,1-799-089-8076,10.0,Kgyhataota,40.0,735.0,A.O. Smith,3444615.0
Lbo13411,FFXESDNGRMZ,l,M,,358258.0,United States of America,Ajwralaodooseuyvhdwczpbfutet,Wxugjoashygcgbstzdn,NJ,D,Corona,,8.0,Lbokrorasezzwayyqredetmwkfg,57.0,636.0,EOG Resources,2157760.0
Ohs13412,Ubauiwvpwwi,,,O,445423.0,United States of America,Igfuoiqqdwdbmrfkywtnkpmmzkwxohnvqbnpgfyutikmg,Bjyenqjkkkjstwykwiquvbttchetrbncnqobigdagauryrfhzpqadycoursrlzgatlbds,AR,M,Idaho Falls,1-609-039-1034,2.0,Ohsfx,59.0,704.0,Emerson Electric,2626950.0
JNP13413,Bivyebbb,n,,O,241742.0,United States of America,HTVCYTSLRTMBGFOLDYFGMEFIMVDGUEDBVBVWIWEOHDLVKOBJYQCMFSMTKIYOEOIWN,Tcrnmhwaszkzxxqnohgszxxvocpwwj,GA,S,Independence,1-870-031-6697,,JNPTQLCWWDKCJJZAAVUGSV,67.0,500.0,FirstEnergy,1965855.0
HFW13414,UMLXV,,f,O,150120.0,United States of America,bjnkdigxsivflzmbxfezerbwuscyqjajfcvrfxpsrsygkayxddqiheubqiuxzuhurxqd,Wxjvhktixycccvjtuqhtpacrreksszwiwcnwjukhrclytwzmmhzxqftvbplkuxtvvisuwutdkjlua,MT,M,Vancouver,1-711-748-0815,10.0,HFWJUQGYWTZWPMSCPTOFZJREBT,31.0,343.0,Vulcan Materials,1011053.0
gta13415,NGEVQULUZ,I,m,,418826.0,United States of America,Hlpeogtserxgfubavdoihwyepfgjwr,pqrzssn,UT,M,Nashville,1-076-910-4384,4.0,gtagduovowff,84.0,304.0,AnnTaylor Stores,1126425.0
