gncd,frstnm,nmbrcrdtcrds,pstlcd,ntwrth,g,lstnm,ddrssln1,nmbrcrs,mddlntl,cntr,gndr,crdtrtng,wnrrntflg,ct,ncm,nmbrchldrn,mrtlstts,mplr
Dug2095,VERENA,3.0,35858,2981947.0,90.0,Dugas,17865 chennault south,4.0,B,United States of America,F,740.0,U,Victoria,309386.0,2.0,S,United Services Automobile
LUH2096,JULIANNE,1.0,T5B 1W1,3524237.0,90.0,LUHCS,15655 oakmont crescent,5.0,F,Canada,,833.0,O,Mesa,476845.0,5.0,M,LKQ
Ito2097,EALASAID,8.0,V6P 1T6,2199779.0,31.0,Ito,13371 walnut park,4.0,,United States of America,M,599.0,O,Dallas,424509.0,2.0,W,Airtran Holdings
Hec2098,SHIV,7.0,27409,2729726.0,30.0,Heckman,21375 inman upper,4.0,U,United States of America,F,808.0,O,Grand Prairie,258208.0,1.0,U,
per2099,Kandy,9.0,98149,3476735.0,83.0,perrella,14805 bonneville street,2.0,,United States of America,f,683.0,O,Newark,88349.0,1.0,W,Exxon Mobil
Cum2100,TOSHI,7.0,85271,1115519.0,16.0,Cumming,219 panther creek way,,P,United States of America,F,333.0,O,Fort Lauderdale,84083.0,3.0,M,Packaging Corp. of America
ELI2101,DANIEL,5.0,93549,698809.0,78.0,ELIE,13087 jensen east,0.0,R,United States of America,,547.0,R,Casper,86501.0,4.0,M,Eastman Chemical
byk2102,IFTI,6.0,M9d 1u2,3973778.0,95.0,byk,16811 mahonia street,3.0,,United States of America,,310.0,U,Erie,164128.0,,S,American Axle & Manufacturing
MAC2103,barbara-anne,3.0,m7m 1c4,1254778.0,78.0,MACCONAILL,3261 HENDERSON SOUTH,5.0,,United States of America,f,517.0,U,Oshawa,327356.0,,U,Covance
GOO2104,elisabeth,2.0,V6o 1s4,2552938.0,5.0,GOODIER,8728 selma north,0.0,,United States of America,,488.0,O,Miami,347555.0,3.0,U,Sally Beauty Holdings
Jen2105,rommel,2.0,77165,1307542.0,27.0,Jenkins,17207 WYCLIFFE PARK,2.0,J,Canada,,363.0,O,Fort Lauderdale,238482.0,2.0,S,El Paso
Pri2106,Agenia,6.0,98131,2517482.0,61.0,Priede,4141 eagle north,2.0,,United States of America,,622.0,O,Sioux Falls,272883.0,2.0,M,Marriott International
Vem2107,xavier,2.0,04111,1766044.0,3.0,Vempati,24749 ryan lower,1.0,,United States of America,,508.0,O,Memphis,46680.0,5.0,M,Mylan
LIN2108,MAT,0.0,97225,,,LINN,16511 yamato lower,5.0,,United States of America,,313.0,O,Anchorage,376150.0,0.0,U,SanDisk
Kle2109,Tatsman,9.0,T5b 1m3,790562.0,53.0,Kleynenberg,18630 ATLANTIC ROAD,2.0,,United States of America,m,614.0,U,Lincoln,257358.0,4.0,M,Hayes Lemmerz
Che2110,Kym,7.0,79914,2198082.0,28.0,Chester,6916 SILVERADO AVENUE,3.0,,United States of America,,,O,Sioux Falls,352354.0,4.0,S,Rockwood Holdings
Pas2111,ANNADIANA,5.0,v5d 1o8,1996495.0,0.0,Pastorek,6396 woodall north,1.0,,Canada,M,389.0,O,Pittsburgh,37429.0,5.0,M,Sanderson Farms
Wit2112,Nollie,3.0,94439,639832.0,45.0,Witchlow,22386 spanish river lane,,E,United States of America,,427.0,R,Elizabeth,,,,Conseco
NEA2113,Rori,3.0,43625,2802913.0,78.0,NEAL,11926 gaylord south,5.0,,United States of America,,534.0,O,Madison,215304.0,5.0,S,Philip Morris International
mik2114,ANNMARIA,7.0,59805,2834537.0,6.0,mikulka,23477 vessey way,4.0,T,Canada,,640.0,O,Tacoma,,3.0,U,Hospira
Sut2115,Paolina,6.0,V6t 1r3,3029877.0,86.0,Suter,15960 st. phillip boulevard,0.0,,United States of America,,777.0,,San Francisco,195400.0,0.0,M,Ford Motor
Che2116,BLINNY,2.0,M3v 1j5,2190927.0,40.0,Cheba,10463 WINSOME BOULEVARD,4.0,,Canada,,714.0,R,Philadelphia,448262.0,0.0,S,HealthSpring
Bag2117,juozas,5.0,V6q 1v5,1971051.0,73.0,Bagshaw,11117 archer park,3.0,X,United States of America,F,720.0,,Moncton,143857.0,0.0,S,Allergan
Ken2118,Cyrus,4.0,72222,2107368.0,93.0,Kensinger,2808 hancock north,4.0,C,Canada,,814.0,R,Boston,179841.0,0.0,D,
Gir2119,Dee,0.0,V6h 1s9,1235106.0,74.0,Girgis,8426 navidad way,0.0,M,United States of America,,475.0,O,Sacramento,452925.0,0.0,M,Magellan Health Services
Neu2120,ISAAC,0.0,82009,3859061.0,39.0,Neuman,9375 WOOD SOUTH,2.0,,United States of America,M,338.0,O,Sacramento,479884.0,4.0,,Warnaco Group
Kho2121,moon,6.0,v6j 1u6,1360442.0,70.0,Khosraviani,19015 CHENNAULT LANE,2.0,,United States of America,M,704.0,O,Houston,170729.0,4.0,U,Alliant Energy
Mak2122,Kendre,9.0,98139,1972245.0,96.0,Makarenko,5137 royalton park,3.0,,Canada,m,310.0,O,Independence,325731.0,0.0,M,National Semiconductor
MCK2123,fil,10.0,94241,2728113.0,76.0,MCKEITHAN,7155 seward crescent,1.0,,United States of America,,426.0,O,Torrance,175574.0,5.0,M,Western Union
Hox2124,CORY,0.0,23663,,38.0,Hoxie,2993 garden brook east,1.0,A,United States of America,,651.0,U,Amarillo,411899.0,2.0,U,AMR
hop2125,POH-SOON,9.0,80028,,25.0,hopcroft,1899 malden way,2.0,,United States of America,F,666.0,O,Vancouver,146326.0,3.0,U,Pioneer Natural Resources
Jor2126,Izumi,3.0,14208,2185221.0,5.0,Jordan,5660 HALIFAX NORTH,3.0,,United States of America,M,594.0,O,Fullerton,207930.0,4.0,U,Landstar System
Lei2127,ZARELLA,10.0,70177,3041565.0,58.0,Leibovitz,7223 guadalupe lower,5.0,,United States of America,m,503.0,O,Tacoma,18272.0,4.0,S,Exelon
wal2128,Charley,4.0,90237,2948782.0,26.0,walkley,14600 ventura upper,3.0,W,United States of America,M,749.0,O,Evansville,127650.0,1.0,,Alaska Air Group
MIL2129,jae,7.0,T5A 1J4,1661630.0,,MILTON,6582 kirby boulevard,1.0,E,United States of America,,849.0,O,Sandy,168755.0,1.0,D,Alliant Techsystems
sey2130,CLARICE,5.0,78244,,93.0,seymour,1722 mosshead drive,3.0,,United States of America,,612.0,R,Shreveport,143627.0,0.0,U,AptarGroup
MIR2131,Rico,5.0,81012,170102.0,14.0,MIRANDA,9863 boll boulevard,2.0,V,Canada,m,662.0,U,Amarillo,377718.0,2.0,M,Nasdaq OMX Group
Boh2132,LORIE,8.0,10213,2649768.0,21.0,Bohannon,6359 sandpoint street,1.0,,Canada,,378.0,O,Salt Lake City,403878.0,4.0,M,J.C. Penney
MCC2133,marianne,10.0,94137,823261.0,74.0,MCCAIN,24943 jack road,5.0,,United States of America,,696.0,O,Ann Arbor,107422.0,2.0,M,Altria Group
gae2134,Angele,8.0,37209,878941.0,20.0,gaebel,12854 la cienega street,3.0,,Canada,,494.0,O,Windsor,10506.0,1.0,,Perot Systems
Kob2135,Eleni,9.0,60614,3385169.0,17.0,Kobierski,14635 greene rue,2.0,,United States of America,M,675.0,O,Las Vegas,465128.0,1.0,M,Affiliated Computer Services
Hat2136,Torey,9.0,23239,2328754.0,20.0,Hattingh,14991 howard park,3.0,N,United States of America,,750.0,O,Oceanside,123912.0,4.0,U,Duke Energy
HAL2137,Carmina,6.0,60507,3909663.0,44.0,HALPENNY,15278 walnut hill road,1.0,,United States of America,,744.0,O,St. Johns,306314.0,2.0,U,Weis Markets
Edm2138,TAPE,4.0,53721,184992.0,63.0,Edmxtest,3388 concord crescent,2.0,A,United States of America,,426.0,O,Pueblo,130729.0,0.0,S,HNI
Sav2139,FSCOCOS,3.0,v6o 1u2,2149895.0,57.0,Savard,287 woodland park court,2.0,,United States of America,,394.0,O,Glendale,278265.0,2.0,M,TD Ameritrade
cha2140,emilda,,72235,2722571.0,19.0,chappuis,16941 lamboll court,1.0,,United States of America,,802.0,O,Hollywood,117675.0,,,Unitrin
Etc2141,Ranique,2.0,10246,2876358.0,98.0,Etchieson,17536 frostwood crescent,4.0,X,Canada,,617.0,O,Beaumont,82092.0,0.0,M,Warner Music Group
gri2142,Mindy,5.0,06101,3684172.0,85.0,griner,23667 parkwood way,4.0,,United States of America,f,417.0,U,Peoria,8457.0,,W,Nash-Finch
nte2143,ADELIA,4.0,s3b 1f2,2524898.0,45.0,ntelpac,6015 chamberlin way,2.0,T,United States of America,F,385.0,R,New Orleans,217880.0,4.0,S,
Bra2144,flying,4.0,v6o 1t1,164059.0,74.0,Brabant,6015 chamberlin way,4.0,Z,United States of America,,366.0,O,Gary,162353.0,5.0,M,PerkinElmer
Pie2145,Tariq,1.0,V6c 1q7,563127.0,89.0,Pietrzak,336 knipp boulevard,4.0,,United States of America,m,518.0,O,Inglewood,134997.0,3.0,U,Briggs & Stratton
Kos2146,ADVANCE,3.0,V6t 1w2,3367241.0,65.0,Koskie,24277 PICO UPPER,4.0,,United States of America,F,432.0,O,Palmdale,447989.0,0.0,U,Avon Products
Lea2147,Satyajit,8.0,59117,3621212.0,68.0,Leader,23787 HOSTA PARK,4.0,,United States of America,,827.0,O,Fort Lauderdale,255358.0,,W,AGCO
She2148,LINDA,8.0,32229,,73.0,Sheffey,14254 hunt west,5.0,,United States of America,,364.0,O,Corona,,1.0,D,CB Richard Ellis Group
tim2149,Eugenie,0.0,v6w 1p8,309488.0,0.0,timleck,4095 alonzo boulevard,0.0,C,Canada,M,728.0,O,Kitchener,138836.0,5.0,U,Baldor Electric
TAB2150,Kasey,8.0,95155,,53.0,TABBERT,21675 DECATUR NORTH,1.0,,United States of America,f,631.0,R,Minneapolis,2602.0,5.0,M,Great Plains Energy
IEN2151,Kimihiko,5.0,T6C 1F5,362797.0,73.0,IENTILE,19482 farmers drive,5.0,,Canada,M,656.0,O,Corona,496128.0,,M,Qwest Communications
Kho2152,Hildegaard,8.0,77024,2362673.0,28.0,Khosla,13932 yamato way,0.0,,Canada,,633.0,,Beaumont,489272.0,3.0,S,
KIN2153,NASH,8.0,36638,1940630.0,59.0,KINNAIRD,17687 DENTON LOWER,4.0,C,United States of America,,500.0,O,Thousand Oaks,337207.0,0.0,U,Int. Business Machines
Fer2154,Otakar,6.0,X1g 1s2,3940940.0,63.0,Ferrao,12687 macon crescent,2.0,B,United States of America,,443.0,R,Orange,120903.0,4.0,W,
fal2155,thanos,1.0,T6A 1G3,2157046.0,73.0,fallahi,22469 lindale way,4.0,,Canada,M,500.0,O,Shreveport,,4.0,,Mueller Industries
MUK2156,Oorschot,8.0,33319,2785321.0,,MUKHERJEE,1485 pemberton way,3.0,,United States of America,M,774.0,R,Tempe,263504.0,4.0,U,Snap-On
Osl2157,davida,3.0,H5k 1r1,3405858.0,65.0,Oslund,24200 north crescent,2.0,,United States of America,,818.0,U,Saskatoon,396198.0,5.0,M,Enbridge Energy Partners
COS2158,Pascal,10.0,M5e 1y5,499101.0,26.0,COSTELLO,10666 TRAVIS WEST,5.0,W,United States of America,,470.0,O,Fairbanks,327872.0,0.0,S,McCormick
Bin2159,LUCINDA,6.0,V6p 1r2,3217379.0,47.0,Bins,3123 CLINT SOUTH,2.0,,United States of America,m,784.0,O,Anaheim,293171.0,2.0,S,Westar Energy
zei2160,NESSA,5.0,95298,,65.0,zeidler,20334 ANACONDA AVENUE,2.0,C,United States of America,,747.0,O,Miami,420974.0,2.0,W,Sauer-Danfoss
Edm2161,janeen,1.0,94459,395511.0,72.0,Edmonds,10097 smithdale court,4.0,E,United States of America,,556.0,R,Inglewood,424114.0,5.0,S,Complete Production Services
Red2162,Coursey,6.0,79903,2203367.0,,Reda,5899 bonneville south,3.0,,United States of America,m,386.0,R,Lakewood,172483.0,0.0,S,HealthSpring
Bal2163,PAUL,8.0,90750,1948845.0,1.0,Ballantine,784 olympia lane,0.0,,United States of America,F,672.0,,Elizabeth,75682.0,0.0,D,Cliffs Natural Resources
LIP2164,Moe,9.0,93731,3499162.0,60.0,LIPSCHUTZ,14754 woodview east,,,United States of America,,,O,Irving,74866.0,1.0,S,Lowe's
kum2165,Guilford,1.0,44145,659820.0,40.0,kummer,14470 langdon west,5.0,,United States of America,f,436.0,O,Nashua,379693.0,2.0,S,
Mec2166,PRISCA,10.0,V6f 1r2,482254.0,48.0,Meckler,9711 arcana road,,,United States of America,f,432.0,R,Fairbanks,460272.0,2.0,S,Clorox
ROB2167,erinna,1.0,33115,3194697.0,59.0,ROBUSTNESS,23168 roxboro way,3.0,,United States of America,,827.0,O,Idaho Falls,260066.0,4.0,D,Imation
lea2168,avaz,3.0,m5f 1z7,2648052.0,58.0,leavell,13153 jefferson road,0.0,,United States of America,,760.0,O,Denver,462530.0,5.0,M,
Kuc2169,Enrico,10.0,t6d 1b2,425846.0,59.0,Kuchelmeister,16336 norwalk road,0.0,D,United States of America,,761.0,R,Warwick,324115.0,5.0,M,Liberty Media
Hof2170,WIN,3.0,85001,1900158.0,99.0,Hofmeister,20263 APOLLO DRIVE,1.0,A,United States of America,M,415.0,O,Provo,294061.0,0.0,S,Winn-Dixie Stores
cam2171,Gwyn,6.0,93712,3968721.0,12.0,camplone,14362 reilly boulevard,1.0,U,United States of America,,826.0,U,Irving,298989.0,1.0,S,O'Reilly Automotive
Shi2172,Yousef,,70181,1720222.0,83.0,Shiel,15898 APPLEWOOD ROAD,2.0,,Canada,,411.0,R,Plano,230233.0,3.0,,Limited Brands
tor2173,Maura,0.0,E7o 1o3,961918.0,2.0,torres,21699 princeton crescent,1.0,I,United States of America,,514.0,O,Albuquerque,382256.0,3.0,U,JohnsonDiversey
gor2174,MYRTILLE,4.0,M1g 1q3,2674201.0,13.0,gordon,5359 gaylord lane,5.0,,United States of America,,476.0,O,Jackson,417656.0,,S,Reynolds American
FAR2175,lanae,9.0,93831,3545359.0,16.0,FARHAN,8389 donaldson street,1.0,,United States of America,,741.0,R,Charlotte,274723.0,1.0,M,Leap Wireless International
bog2176,latrena,7.0,38143,1986252.0,12.0,boggan,3871 valita boulevard,4.0,P,Canada,,783.0,O,Sydney,350746.0,2.0,S,Kansas City Southern
con2177,Edna,3.0,81014,467050.0,87.0,connelly,9003 parkland south,5.0,,United States of America,,598.0,O,Missoula,357975.0,1.0,S,Michael Foods
Mac2178,nj,9.0,07502,3905751.0,37.0,Macarthur,11480 fennel south,2.0,Q,United States of America,,779.0,O,Chesapeake,60602.0,2.0,M,Scana
Cho2179,Norina,10.0,H7G 1U7,1642694.0,37.0,Chotkowski,22806 GARSON EAST,5.0,,Canada,M,643.0,U,Moncton,416907.0,3.0,U,Guardian Life Ins. Co.
May2180,Brynne,3.0,E4b 1r6,2137846.0,91.0,Mayr,1646 park hill street,0.0,,United States of America,,491.0,O,San Francisco,413032.0,1.0,D,Cameron International
TSE2181,ERNING,5.0,91108,240320.0,94.0,TSENG,17742 holmes rue,2.0,,United States of America,,621.0,O,Kitchener,448322.0,3.0,D,Dominion Resources
COC2182,MIRAN,0.0,78237,974526.0,34.0,COCKINS,20062 carter court,3.0,,United States of America,,,O,Sandy,,0.0,S,Eagle Rock Energy Partners
kat2183,arzu,4.0,Y5C 1M7,1172636.0,57.0,katz,14653 peachtree road,5.0,,United States of America,,624.0,O,Indianapolis,67742.0,,W,Jones Apparel Group
Che2184,Caz,1.0,v6m 1q6,2616777.0,51.0,Cheshire,5899 BONNEVILLE SOUTH,1.0,,United States of America,m,486.0,U,Hayward,417385.0,0.0,U,Thermo Fisher Scientific
Aza2185,ramez,0.0,37250,3600531.0,35.0,Azad,16764 mcafee park,0.0,,United States of America,,529.0,O,Moreno Valley,294993.0,2.0,M,Liberty Mutual Insurance Group
mer2186,Roby,4.0,M5G 1W4,95158.0,12.0,merrils,20487 vickery lower,1.0,Q,United States of America,f,617.0,O,Milwaukee,252462.0,2.0,U,Solutia
RAL2187,Enzo,4.0,E7o 1h9,725079.0,39.0,RALPH,11344 cole east,0.0,S,Canada,m,543.0,O,Austin,18471.0,0.0,S,BE Aerospace
Ott2188,Wilma,10.0,V6t 1r5,3698763.0,1.0,Ottosson,16983 flagler drive,3.0,,Canada,,531.0,O,Casper,21390.0,2.0,S,Ecolab
Rod2189,Sharity,1.0,80192,1646529.0,50.0,Rodenfels,1625 fernando court,0.0,,United States of America,m,829.0,O,Naperville,209725.0,5.0,M,
Moh2190,LETA,3.0,53776,2962329.0,98.0,Moharram,13276 westella upper,0.0,A,United States of America,,550.0,O,Berkeley,325520.0,4.0,D,Shaw Group
Bor2191,Caren,2.0,77209,2318873.0,36.0,Bortolussi,11358 elle lee street,1.0,,United States of America,,459.0,R,Lewiston,30311.0,3.0,S,D.R. Horton
lud2192,farah,0.0,72906,641809.0,79.0,ludwig,15633 landmark park,4.0,,United States of America,F,351.0,U,St. Catharines,253568.0,3.0,W,Popular
coa2193,GERRY,,19080,1063042.0,42.0,coallier,7757 CLIFFBROOK EAST,2.0,,United States of America,,359.0,O,Shreveport,352434.0,1.0,M,CVR Energy
Al 2194,Rosalinda,8.0,97239,1235598.0,23.0,Al bud,7079 collinwood west,3.0,C,Canada,,602.0,O,Hampton,492432.0,1.0,D,Coca-Cola
pea2195,BRIER,1.0,21210,824700.0,,peacemaker,5462 knowles court,4.0,,United States of America,,767.0,O,Charleston,419550.0,0.0,M,Liberty Media
val2196,ANS,,V6B 1S5,1813464.0,85.0,valliere,22507 gaines south,1.0,,Canada,,514.0,O,Aurora,174911.0,0.0,S,ABM Industries
Loy2197,CARIL,4.0,29225,419792.0,65.0,Loyst,24160 STAR DRIVE,3.0,,United States of America,m,663.0,R,Tampa,31745.0,5.0,M,Peabody Energy
Suw2198,Prudy,,t5d 1j7,545067.0,16.0,Suwanawongse,16845 boll upper,3.0,,United States of America,m,560.0,O,Allentown,137037.0,1.0,M,Terra Industries
KLA2199,Riannon,2.0,43234,815661.0,60.0,KLAVKALNS,1715 texas west,5.0,R,United States of America,F,471.0,O,Charleston,58259.0,2.0,W,Teledyne Technologies
WEE2200,GENNIFER,5.0,93851,2643505.0,83.0,WEEDMARK,24301 fulton north,4.0,N,Canada,,406.0,O,Tulsa,435413.0,4.0,W,Bon-Ton Stores
Tra2201,CHEE-YIN,9.0,27606,1243192.0,84.0,Trachsel,7255 berry way,1.0,U,United States of America,,774.0,O,Buffalo,322953.0,5.0,S,CACI International
pit2202,Shafiq,2.0,35217,1610451.0,37.0,pitt,18715 myrtle way,3.0,N,United States of America,F,319.0,O,Ontario,361990.0,,U,Travelers Cos.
STA2203,Stanley,0.0,77708,184546.0,64.0,STATILE,20039 crestline court,,T,United States of America,,623.0,O,Elizabeth,195192.0,0.0,M,Celanese
blo2204,natalee,8.0,36132,,66.0,bloodworth,20108 electra court,4.0,G,United States of America,,309.0,O,Livonia,90147.0,0.0,U,Supervalu
Bow2205,Phan,10.0,77095,3388619.0,83.0,Bowling,24050 ESSINGTON EAST,1.0,T,United States of America,,749.0,O,Halifax,139623.0,0.0,S,NV Energy
Cou2206,Elton,1.0,92882,3228183.0,11.0,Couron,8317 holly rue,,J,United States of America,m,678.0,O,Ann Arbor,396615.0,1.0,M,Celgene
noo2207,terri-jo,5.0,E7O 1G1,2650029.0,83.0,noorbhai,9167 zimmerman road,2.0,X,United States of America,,415.0,O,Chula Vista,,5.0,D,Enersys
Bra2208,Bibi,2.0,v6o 1t9,,79.0,Bragado,19358 beach street,5.0,,United States of America,F,842.0,,Greensboro,391739.0,4.0,W,Office Depot
Leb2209,Hilmi,5.0,45418,2757645.0,37.0,Lebo,16592 creekbend street,4.0,Z,United States of America,,554.0,O,Fort Lauderdale,390609.0,1.0,U,
bou2210,linda,4.0,35222,2982964.0,91.0,bourret,12777 pembrook lower,3.0,,United States of America,F,659.0,U,Regina,325550.0,0.0,M,DirecTV Group
Lua2211,FRANCISCA,3.0,19076,2073728.0,85.0,Luan,950 WILLS WEST,0.0,,United States of America,m,608.0,O,Waterbury,293691.0,1.0,M,Aventine Renewable Energy
BVW2212,aurie,10.0,83734,1939876.0,,BVWORKS,19647 bonnie brae drive,4.0,,United States of America,,454.0,U,Fargo,61619.0,2.0,U,Juniper Networks
Bob2213,Marlena,2.0,94621,2858774.0,10.0,Bobbitt,19939 BEARD PARK,3.0,,United States of America,,550.0,O,St. Johns,445303.0,1.0,M,Chemtura
De 2214,dorise,9.0,M6s 1h9,2416064.0,100.0,De coursey,23070 waldemar road,0.0,,United States of America,,516.0,O,San Buenaventura,293105.0,2.0,M,Ross Stores
Mox2215,Kristopher,2.0,M8c 1x5,1190422.0,,Moxley,23477 vessey way,4.0,,United States of America,h,345.0,O,San Bernardino,226478.0,0.0,U,St. Jude Medical
Han2216,ANGELLE,2.0,60615,828465.0,1.0,Hanham,22133 wesleyan way,2.0,,United States of America,,847.0,O,Fayetteville,144259.0,3.0,,Host Hotels & Resorts
Zad2217,Vallie,8.0,M2R 1D8,3079265.0,,Zadow,16701 pearl drive,1.0,,United States of America,,703.0,U,Montgomery,212364.0,1.0,U,Cummins
SUG2218,VALLY,8.0,43650,3832103.0,29.0,SUGARMAN,8157 puckett court,1.0,,Canada,,443.0,O,Overland Park,50136.0,2.0,S,Noble Energy
Cos2219,Zein,0.0,T5a 1z5,2668580.0,22.0,Costantino,6341 charlotte court,2.0,,United States of America,m,,O,Hampton,274124.0,1.0,U,Macy's
LIN2220,EMERY,6.0,32258,1482017.0,42.0,LINDSTROM,13342 cecil way,2.0,,United States of America,F,301.0,O,Hayward,147109.0,0.0,D,McClatchy
ols2221,LAVINA,7.0,90306,2850059.0,20.0,olsen,4482 EDEN AVENUE,2.0,R,United States of America,F,496.0,O,Lansing,66281.0,2.0,M,
Fer2222,HENKA,2.0,13212,2638386.0,99.0,Fernando,1297 GRAY FALLS CRESCENT,1.0,,United States of America,M,414.0,O,Vallejo,211254.0,4.0,S,Markel
BRO2223,Quinta,0.0,63157,2747300.0,38.0,BRODY,18716 GREENE DRIVE,0.0,,United States of America,F,468.0,R,Regina,106807.0,3.0,S,Discover Financial Services
Tar2224,Clive,4.0,60720,557889.0,48.0,Tarsky,7609 josey street,1.0,N,United States of America,,542.0,O,Pembroke Pines,15654.0,4.0,M,Piedmont Natural Gas
Buf2225,lorinda,2.0,93706,3329855.0,53.0,Buffam,8813 olympia north,3.0,,United States of America,,672.0,O,Santa Rosa,398145.0,0.0,S,Wyeth
Cur2226,SETSUKO,0.0,63147,1393026.0,99.0,Currer,4382 WISTERIA AVENUE,0.0,,United States of America,,328.0,R,Sioux Falls,356110.0,5.0,S,Duke Energy
Ver2227,Wandie,8.0,T6b 1j2,408633.0,26.0,Verhotz,3695 SILVER SAGE DRIVE,2.0,,United States of America,m,445.0,,Greensboro,54815.0,1.0,M,Penske Automotive Group
Sch2228,ELKA,7.0,30307,1984436.0,24.0,Schutz,8830 saratoga east,0.0,,United States of America,f,327.0,O,St. Petersburg,339019.0,5.0,W,Interstate Bakeries
Cre2229,Parminder,5.0,22325,1404547.0,62.0,Crepeau,10331 round lake upper,5.0,,Canada,,489.0,O,Greensboro,93925.0,4.0,M,Ryland Group
LAS2230,FITZGERALD,6.0,98404,1761507.0,46.0,LASSIG,2023 REYNOLDS STREET,0.0,,United States of America,,413.0,O,Evansville,230037.0,5.0,D,Universal
BOG2231,ABBYE,8.0,H5j 1p2,2227297.0,10.0,BOGUMILL,5740 PINTO CRESCENT,5.0,B,United States of America,m,704.0,O,Sterling Heights,461496.0,4.0,,Neiman Marcus
PRO2232,LEANORA,10.0,36659,967270.0,65.0,PRODUCTION,18675 calhoun lane,2.0,,United States of America,M,375.0,O,Victoria,273162.0,0.0,W,Tech Data
Nao2233,Tonia,9.0,15232,747031.0,98.0,Naolu,24399 rollingwood crescent,,W,Canada,,681.0,R,Fresno,172115.0,2.0,U,CHS
Gri2234,CUBICAL,2.0,23505,3172177.0,69.0,Grissom,3909 marcus road,5.0,,United States of America,F,575.0,O,Norfolk,36882.0,1.0,W,Administaff
Lav2235,Kath,8.0,43611,326172.0,3.0,Laverty,10302 BASSWOOD SOUTH,5.0,,United States of America,,,O,Garland,299947.0,2.0,M,Energy Transfer Equity
KRE2236,Dorothee,4.0,19025,1134832.0,0.0,KREIGER,11183 wilshire avenue,5.0,R,United States of America,,359.0,O,Santa Clara,12288.0,1.0,M,Zimmer Holdings
Td2237,wee-seng,3.0,85269,2940157.0,17.0,Td,10534 milam north,0.0,E,United States of America,f,655.0,O,Scottsdale,280713.0,1.0,M,Procter & Gamble
VRE2238,Lotti,1.0,35279,2623046.0,44.0,VREUGDENHIL,6590 yohan upper,5.0,B,United States of America,,576.0,O,Eugene,201411.0,2.0,S,Tupperware Brands
pbx2239,Enrika,8.0,14603,1128811.0,60.0,pbx,16096 burnham park,2.0,Y,United States of America,,493.0,U,Montreal,,3.0,W,Pitney Bowes
Lac2240,agathe,9.0,M3W 1L2,1236194.0,90.0,Lacasse,17362 coffey upper,4.0,,United States of America,M,715.0,O,Fort Collins,130185.0,4.0,U,International Paper
Mei2241,SANDIE,2.0,M5A 1W2,3767930.0,30.0,Meiser,20827 clint way,4.0,,Canada,,639.0,O,Windsor,104271.0,2.0,M,Tiffany & Co
Cum2242,PRISSIE,7.0,98118,,79.0,Cumming,15336 shadowbriar east,4.0,,Canada,m,733.0,O,Chula Vista,491280.0,2.0,S,
Bro2243,MAREAH,2.0,94220,3041308.0,23.0,Brownlie,3234 pasadena boulevard,0.0,,United States of America,,385.0,O,Winston-Salem,182489.0,5.0,W,Home Depot
Bru2244,Kennon,8.0,93776,3873645.0,90.0,Brunsting,2201 cone avenue,0.0,U,United States of America,,484.0,R,San Bernardino,,2.0,U,Supervalu
Kik2245,Parveen,,85235,1653673.0,2.0,Kikuta,18123 CORMORANT CRESCENT,5.0,,United States of America,f,831.0,,Costa Mesa,301456.0,3.0,S,Insight Enterprises
Dan2246,Janis,6.0,85267,2992277.0,58.0,Dantzler,3234 PASADENA BOULEVARD,2.0,R,United States of America,,557.0,R,Vancouver,160217.0,1.0,S,YRC Worldwide
Sev2247,nicol,,90331,3264333.0,69.0,Severin,19453 WISTERIA EAST,1.0,O,United States of America,m,543.0,U,Reno,218278.0,5.0,W,Southwestern Energy
Man2248,Helmut,5.0,99779,3994013.0,15.0,Manuszak,7766 brown rue,1.0,A,Canada,M,307.0,O,Nashville,51626.0,2.0,M,Estee Lauder
NAU2249,Charman,7.0,21701,3575154.0,55.0,NAUJOKS,12449 KNIPP COURT,3.0,T,United States of America,f,460.0,O,Stockton,446209.0,0.0,M,Caterpillar
