prospect_gncd,prospect_mrtlstts,prospect_ntwrth,prospect_nmbrcrs,prospect_gndr,prospect_mplr,prospect_ncm,prospect_mddlntl,prospect_ddrssln1,prospect_pstlcd,prospect_stt,prospect_nmbrchldrn,prospect_ddrssln2,prospect_lstnm,prospect_crdtrtng,prospect_phn,prospect_g,prospect_wnrrntflg,prospect_nmbrcrdtcrds
xnn10924,U,684957.0,0.0,,Toro,437145.0,x,Aidpwxwimprqkiakditjvwhlgysgiisglsrlclfmqmsoyn,Luqghgagz,WA,1.0,gijkbkchybponndurlawqgckiwgkahadonhoezbrxuudspdx,xnnuxfvbowzlmuagrgsnqxxx,705.0,1-274-072-3038,96.0,O,1.0
Slk10925,M,1880630.0,2.0,,Energizer Holdings,156350.0,s,CNWZKFSBWJZMSHHLISMDFDVFRPDKKSW,mdcqbwpcieb,Newfoundland,5.0,naieuiexkkkkdbpkjl,Slksmqccxapcsikby,506.0,,53.0,O,1.0
Mna10926,M,2644379.0,4.0,f,Nasdaq OMX Group,290929.0,,WTFHKDJVUWXTVJWOPPFDOMLQ,UZYANPDAFT,NJ,2.0,Xfmmvgbocvtvgopnlqfcetlhatrihkmsrwcgjpvavifkkivfbvwolcfukj,Mnatkf,722.0,1-790-225-4437,33.0,O,10.0
Ceu10927,M,2974979.0,4.0,,Psychiatric Solutions,81542.0,f,Iwqrtepoxnq,gasrnfat,CO,3.0,UUHIYLUEFXVRNSASGHTSKQRWMAUBHCBJIPCW,Ceujzlu,652.0,1-263-408-2993,22.0,R,6.0
Lib10928,S,1290150.0,3.0,,Torchmark,370202.0,,Wzctjjcdvfcxsdquibugbaazjwnqqwtcspbuqwliusgjwndoivdvcidudno,Tymbweqs,WI,4.0,Lphfjzagbrqjuopvtqvydma,Libfaicnipheoywnu,511.0,1-890-985-6572,46.0,U,4.0
bbo10929,U,376021.0,4.0,,,268225.0,Q,QSYFZKHHMWWCNNRHLHDESEEOLCQHTUNTCYLHYXVSDZVDTLDLPOAZVRHYWNCYQKA,cmujvdjhcuz,AR,,pmatykypevllparqtuxgpgujsejiqrwmitm,bbovrseaxmtwhumkehslmbsnbxkpvj,399.0,1-265-909-5632,31.0,O,6.0
Ncp10930,S,492595.0,3.0,m,LandAmerica Financial Group,215225.0,L,Uhqzkvfihncqgtgildgfhazosjmuyptmvfkcpezylur,ujxrinevja,PA,1.0,axpzldoutxutxkmecoyskzvpplrjjzuvenijvmf,Ncpbryqnduzthh,568.0,1-375-393-7011,70.0,R,10.0
Uwx10931,,3146306.0,3.0,,Pactiv,90783.0,,Uaoosbvjczlvjrirfpyyohxfcbcmvdtqwpaheejwufditdmmtf,Rnldx,DC,2.0,Ooyqaiqjrhjrhmjjrlzzjccwkmqkaqhrktsadrxfnimcqsjrjjvhyycjbdyyg,Uwxkhebb,561.0,1-568-261-8929,24.0,O,4.0
OLB10932,S,1641342.0,1.0,,Mylan,305315.0,,,Kisajsd,MO,,Pixahrpgtqetgxarwqkeh,OLBEBQSQ,438.0,1-986-959-3653,3.0,,8.0
xvj10933,M,3078194.0,,f,R.R. Donnelley & Sons,136236.0,,UPTVRUTYFZJBKCIULRMGHGQLYEVUOLUGWZOXHBUVHVSGBQOBCTHNFC,mbvevh,WA,3.0,tjxafanowsoemmshdndxgqirookdoesopgorttevrhygdnlwfqztxrjrdnezdahhcucosejqnuflett,xvjpxmrufccenftfmrjpsteydmikm,316.0,1-181-080-3564,40.0,R,1.0
STD10934,S,1146111.0,4.0,f,,120953.0,,iecjjzefpxglkogxuoejzfarrxhbsxpdadkgb,Otdkoqycdbkg,AR,5.0,ODNOELDSPHJXWZUHAKLAEEHFOSHPRQAGHNUERCNMAVBZMGEPAFVBFBSCAAJY,STDXFHTRXBZCBDXXKPUM,309.0,1-473-108-7514,89.0,O,
okg10935,S,872488.0,2.0,,Arch Coal,233464.0,s,Xtytfbhgbfdolrkigjagjdfvowfpcffnlinpdi,VIBCPQCCQC,SC,0.0,kopslhszcwfsrepuzpnmukkasrbwubnxftnflkptlevk,okgvvukkbnl,822.0,1-423-981-4854,10.0,U,6.0
kxq10936,U,3099758.0,1.0,,Advanced Micro Devices,,V,YDNMPJPGAXSAEXGRIQLQEPJRTCXOLYNKPJTXHKUIVKKOXDMRYTMLEPQETLJVSVRLLBTCDGEAVDAHJZ,SGGUNDJO,GA,1.0,Kthmsvmnaagxawxcthectkpnhtnqokbhhzcjpqdjmkbuelpohfff,kxqdnaxtwhnfaivtnllijjhv,799.0,1-926-129-3933,77.0,U,2.0
mgu10937,S,1753441.0,3.0,,Aon,,D,ecmifmteidqpmzwrpzsovehomjpnv,Oqgtrnxg,NH,4.0,,mguohropbqhv,558.0,1-161-889-5810,38.0,U,3.0
RUR10938,M,,5.0,,WellCare Health Plans,343496.0,e,,Tgmbglvekbx,VA,4.0,Ovlxacbqjjznbucopjevplwmydnolfgmrepnxfb,RURAMZMFIBI,805.0,1-227-978-3308,,O,
Ffs10939,M,,4.0,,Collective Brands,481035.0,G,ILGXZTBKVKMEDNVQCOMBVCFMZVRDWNDVGVKKZRQKTQMFLSCEOJJJMKUJILWTHSGKSWVPLWCIRIWIZJD,QEEIX,KY,1.0,QCAXCVXHUJFJMRWXJCFPITLJREFUMYXGYMXBEAMOTTWRCLSDUQYZM,Ffslunwxpsacfrtcgoprirfhoivsrx,745.0,1-102-418-3672,78.0,O,2.0
Ukf10940,M,3875663.0,4.0,,Perrigo,312758.0,,xwfuxevgrheytyeblhagv,PBVQEL,Saskatchewan,5.0,Igjfpbyxhlrcqbocynxqjlhrhwcfqcmrttjjxmmjholnzicxejfbajbsydkruknznwlujcv,Ukfggeprgjgxffuewqunwkd,381.0,1-137-385-3341,21.0,,7.0
sek10941,D,3358247.0,1.0,m,Arkansas Best,227393.0,,Fiilpxpgrsvuciorqkhrcbuxjjmuwjoktotgqhunjjtanjloeqsifeuyfbjkd,Nxauma,ND,4.0,Gnobnxcajuzmrxphpbtxmlixbslrrmjuomzdaqquuyhizddtbnzjgqhmidvblfbriigty,sekdssbjpapeuonkpcwfoelvlfk,626.0,1-540-667-6724,55.0,O,2.0
Tna10942,S,3661308.0,1.0,,Lam Research,437835.0,,fizkawyqvaphmljiviipdiwimszlcpmhud,BJXOZTGHW,ID,4.0,,Tnask,744.0,1-628-927-8038,85.0,O,7.0
UZJ10943,M,3371434.0,1.0,,Sherwin-Williams,322724.0,,,Thczqlcx,AZ,2.0,jsugrdnipikjegmtcqnwctdclzguhux,UZJKRAJQTSCXHRXNIXOEUZWZGYATZ,792.0,1-139-345-7937,94.0,O,4.0
bpb10944,D,3031663.0,2.0,,Bed Bath & Beyond,452361.0,N,GVIKCUQQGKAPSJTYCQIQWCJRLJDLRZ,,VT,0.0,rghlsejnxnitlqmjaeamnbzcodxotzcsfsymhdvfslkkkgeuzxexmyuxgtmaiapxayfeh,bpbqleges,741.0,1-498-150-8278,35.0,O,2.0
Ljr10945,S,87159.0,2.0,M,Health Management Associates,499003.0,,snxdxzinxnkeuyqhlokxgnvhnidqtouuctoxcotbgrozzsvuflvqesgsjywa,Modagb,PA,5.0,QSOGZ,Ljrrqzbpdrngeeusoguhsguk,582.0,1-058-612-8436,42.0,R,0.0
Rzp10946,W,,2.0,M,Huntsman,455818.0,p,RRUQOZTDQIEQNPDJBMRTCKJAOFDKIEAVYFK,Zazqgxcwrprp,CT,2.0,Hsbquqtsjhhukklneqeroneq,Rzpltaeakaoyfgrflqvmoxkdfsxqww,663.0,1-265-513-2591,71.0,R,1.0
Lrv10947,M,126126.0,3.0,f,IAC/InterActiveCorp,454772.0,,qyuhrzumlavwthmgsvirmdgbxbbfq,Llrctynrdyif,MT,3.0,Swekgeyyxumxgkeuveatrxrrtndjeqlzccqmwtjtfssoitoa,Lrvmsnoq,840.0,1-485-595-0368,79.0,U,10.0
Wxg10948,D,2449252.0,2.0,,Praxair,273676.0,c,JZFCYOQUZIBFEXLLJKBQNQBYBMXMF,Ykzvdwj,MI,0.0,GKXCCZSDNARMOITCHBOJTRQLCZH,Wxgrgw,795.0,1-524-653-9485,42.0,O,4.0
Alb10949,W,1273654.0,0.0,f,Patterson,321116.0,,IPYBDXXICQJNJBJXHWECRMDJMHHCDWDPGUTCRWLS,Pdjjgztkodal,New Brunswick,2.0,oqccslrolmknwbxklrboxfyqgkbpkxsmvlfqwdcivmqjtbdnriqmcwgiimjrppxpim,Albydgeobjfdzldxyedkrffd,437.0,1-297-664-2075,20.0,O,8.0
UDW10950,M,440078.0,5.0,,Sanmina-SCI,320777.0,L,TIBEVSQXNDYCAQEA,OGUDXMBATI,Nova Scotia,3.0,iuqompqylopwujznqmtwxfkvpuswlcvzloctzqmnrvdgsknpwwudlufjjamkjireeppgjws,UDWGVJJYBWKLEADPMZFRJE,638.0,1-721-975-2824,20.0,R,10.0
UAS10951,W,1935817.0,0.0,m,Hospira,424772.0,B,fmowaumuskegfcdixkoziy,VELDYEWJJXDF,SD,4.0,FOHFTAPDOPKJTQRRXHIUXCPCCUESIBYWVEHAQAMD,UASCVZBGHRTFKOUPVIWWAGBYVFNHBL,814.0,1-057-891-5436,8.0,O,9.0
uus10952,S,,2.0,M,AMC Entertainment,45651.0,K,UVXJCTVHNWRVCUMTLNPYWBNI,Qhgsiiqvc,PA,5.0,lifcmsrubcdgfhsezme,uuscnmppen,685.0,1-493-711-9216,18.0,O,10.0
Htq10953,S,3355149.0,1.0,f,Pride International,224022.0,X,dnwedmwuyhurlp,Ckrahwu,NY,3.0,YJPONTIKEBZPROZGPVKPHPUVHUYODOHGYSRABMNTW,Htqsrtpkbhyzceilfq,715.0,1-379-648-5404,47.0,U,0.0
ZEI10954,U,3975497.0,3.0,,McDonald's,123128.0,t,aljmgpxuopvxyfohbhoufyybqc,sllwqvgj,TN,3.0,DICCPGUIAJSUNYOFQJKEHBHGVIXKMAKTOWOTMNLIC,ZEIOTVOFN,549.0,1-850-158-6289,72.0,O,0.0
TVP10955,M,108127.0,1.0,m,Wendy's/Arby's Group,122108.0,b,WSUWDXRDVJIFZSUZSYCRUMQTRQZMNAYJOVILFUPEOUUHO,UUBSLKL,KY,4.0,NFSYTNHGXXTWQWNADHDBMZJRPY,TVPJCMHQPHHDA,315.0,1-810-599-3009,15.0,O,0.0
Lne10956,M,1777116.0,0.0,,Ferrellgas Partners,356575.0,u,Chrvlwmph,Vrlean,MA,5.0,Mpuockuscdccrtxslfg,Lnelehgqaydulieixcxklc,693.0,1-180-437-6306,1.0,O,7.0
xds10957,M,2189644.0,1.0,,Office Depot,368395.0,V,Alfht,,AZ,0.0,UZVQPLWHFUUPHEJVSCRNRCPZJPPFONDHJ,xdskzloomgtsxslukialv,797.0,1-661-668-5661,92.0,O,6.0
DWW10958,M,3043042.0,1.0,F,Freddie Mac,55621.0,,sksjphecwjlypsellgqvrsicvrsknlqlvwsygqhpqjbgw,nhtzkmxlb,ND,4.0,Gazczbgjspmmuasijwlpmqmuhevaickfnymleovuerynttqipjzttvkdwmzfdrwgrdhbyrfaii,DWWMQXWWEEWAGCWTMRFSMZTOGH,313.0,1-733-242-1972,18.0,O,7.0
YBM10959,S,1661619.0,2.0,,CACI International,14921.0,m,Xwgwaytwotgmcudfwdsguxvioxcorovbzpbsxboobaecslugit,OPIRHXDC,IA,3.0,UXCGVUOTCTOLBDGBNHFDCSNXXCUVWQZIYXKZBHXEFNFMRNEH,YBMPRTQQUHCFQYT,815.0,1-520-323-2184,33.0,O,0.0
xiu10960,M,,2.0,o,Fastenal,69690.0,,xllhjohpiixwrmjqiv,Qbevjvc,NH,4.0,ijmwheapjgbeolbtwltlxdmpvabfvghjkjbbmdysotspmultq,xiuaniazmwwprnwqoopamqa,434.0,1-341-921-9360,18.0,O,8.0
vyz10961,S,981900.0,4.0,m,Mueller Industries,445437.0,J,pertocbxhjcgahfcctjnszppopwzxfwihzdbpajppeyoltvpoaqxmewkdwuw,,OK,3.0,ebjjyqzbjxxexonroziqbkgdelihepgjegdxhkkhnps,vyzik,763.0,1-572-993-5025,58.0,R,7.0
ufo10962,U,3746110.0,4.0,M,Shaw Group,143157.0,y,Acolkdkmvgnvoqlzmgxzzrlczcebeftwavoeqjqvvoddbwduzidfutxqdmptyixhkwqiawjiwfxkhk,velobyg,Manitoba,0.0,Tucujxqjdluvdgqqizxhokkbcsohrmgevxnfmtrtsewackxoxpaaewkgrkmnxp,ufomblfqinwfrnsttf,732.0,1-498-268-3006,71.0,O,7.0
hdf10963,M,2187192.0,4.0,,MeadWestvaco,81469.0,,Ogdygkr,Wzdmcizt,TN,5.0,rxoabhbboyfckbiqhxkedemzonqaidcrywtsxbihbwqxkqyirtflnjbyusac,hdfqdf,692.0,1-132-379-7031,84.0,O,4.0
Qqd10964,M,451143.0,0.0,,Yum Brands,285117.0,,mqdocptxi,HRMZSQ,OR,5.0,igftnesdvgohvcnygbjkxhfpplwoprhrodqtrjfrvgxmezwidxxhmpurdslxgspqeh,Qqdcqterugvbnxbrnxjavjkwiwf,708.0,1-400-066-6527,98.0,,7.0
SLY10965,D,3341645.0,2.0,,Estee Lauder,354851.0,K,nimvbdrcorrybzfianxkpcpejrrzza,Ktpthtq,OR,4.0,gwcphqaiumqphzqovcdreeyapspwfhbkyxgziddhl,SLYPVNQINGV,308.0,1-695-527-9593,80.0,O,
BMU10966,S,822216.0,5.0,F,WGL Holdings,91762.0,g,YUTFRPMAHBKLPYEBYZUEZCRHVTBPAUMNRXGHKYWFTULDZ,Mnamjatqnk,DE,4.0,Kdocwtijtxcatzotqmlooqvpeamfhddqprdoiypvrdgvn,BMUUIMMXEWICRLNPXAHFE,386.0,1-029-847-4964,46.0,O,8.0
DWB10967,U,2144374.0,0.0,M,Fidelity National Information,69985.0,K,tpnrqqqxvexhlxgqxbknltzyy,Yzuej,WA,1.0,OVUABPWNXICOXCIAXPPCSWVGATPVJPGCFHPRCXWPRQCDPJDQFOBFCNV,DWBTFDXAUTGFK,597.0,1-314-776-9465,97.0,O,2.0
Rgl10968,,1685501.0,0.0,,DuPont,380475.0,,uxrxkxzkivjidgurgzwrsfuybnrhqtwfaskjpvakoqiy,xqslfkatw,GA,0.0,OWMKRHRDQEXWSGYBYJZORQRTLDUGNGBKIOMEYKNSIVWTEDHLLETV,Rglgqblgpkti,609.0,1-899-913-4500,4.0,U,9.0
Tiz10969,D,3590095.0,4.0,,AT&T,,A,Lwojcgqdblhigbrjocfoxswlvggxuidhcfeiukotogezeuemv,cqohhk,Prince Edward Island,2.0,sfogrlsucefsmscdnmpadp,Tizfvmynqtoh,538.0,1-928-688-6118,23.0,O,3.0
qpb10970,M,2175688.0,2.0,,USG,127084.0,,WSDXPSMOJYTFLGZXPENOHNILSKGLHVOSIQJQFJSQH,OIWXRFTA,OK,1.0,Hgtrcghfvadtxwfyrejdjqhvefxfbjbzcfnhzkxtymngmbxyjuicuvhwjlcuatcoqsmwuteioci,qpbahrdqxficbvaowcduiexfnwdyt,561.0,1-534-082-6100,64.0,R,5.0
Dbt10971,M,435784.0,0.0,m,Tech Data,198184.0,,kjmfwlomxnzwiiqxmrgxtuttwpeggwrclghnjaircf,Czwpdhfs,VA,2.0,YBISIDRUYAARXHQQMXASHYDTXXDKMAFAFAK,Dbtzihzkmmtstttuoagpyhshshakox,484.0,1-831-110-5276,51.0,O,7.0
Oib10972,U,1444106.0,0.0,,Sauer-Danfoss,153197.0,,VKJWBDFMBTXEITLTTMKUJ,vsnbgjw,TN,4.0,baakaozochwdjlkflbitq,Oibbjanwdofjugxexftodshvw,382.0,1-738-411-0914,,R,3.0
Qnr10973,D,1586585.0,2.0,,Apache,379055.0,,Zisuksrrrdskdjkpgti,KZDPOZTEUTLH,CO,1.0,Vpcigvtiojkpbrvuqrdpuwfthrwirttkjbakpdluzs,Qnrpvabqpnwcechvcjxxppftdhnwpk,639.0,1-939-120-5236,57.0,O,4.0
PXN10974,W,3786115.0,5.0,,Goodyear Tire & Rubber,356373.0,,BXQIFNCSWFYDNKOSGR,sifnsiwsvgjn,MI,5.0,gphxmyefjralqmigqkynwmahewejgkrus,PXNFQBLSIS,425.0,1-118-602-4025,80.0,O,6.0
Ncp10975,U,376409.0,2.0,m,Boeing,353279.0,,IQOROSXCMDTCITFBVSGPTBJVJNCIMFTRTDQMQSUL,Lsgvsnikex,CO,0.0,Gdctkrrmdmi,Ncpoh,806.0,1-792-060-7592,56.0,O,7.0
YSD10976,M,716158.0,4.0,,Landstar System,140640.0,m,Tbhseysbvgzrulsxqwkkwjadmgrdslankrqokha,gabghonu,WI,4.0,Txvogxtuvxmwdxdcqiwtwibfjhfvqvsbqaqowgwbrfvweimzuifyqoudziufgzwdakeruonfbojmusl,YSDEOFHNZSMWQIUVNOXJ,522.0,1-779-356-0532,43.0,O,10.0
rgn10977,M,2054123.0,2.0,,,116679.0,,umdiud,,Manitoba,4.0,Amdlqpnqefnsvhulfaqinqvaegiwxccgzg,rgnnduojmybsrmwt,696.0,1-680-902-7386,40.0,R,1.0
Gkm10978,M,1157950.0,1.0,,Pinnacle West Capital,198557.0,b,Rpiwqxnesrtrvxwyyryqtvjrdqst,Qfpvdejwk,AK,3.0,ivjhiqara,Gkmzisnspcvyijfbandacelpl,655.0,1-309-464-0684,28.0,O,7.0
USK10979,U,1011786.0,5.0,,Ameriprise Financial,11010.0,i,Iygbnsvmbnhvkoqacvottxobfqqtdrhecbigrksihfgkpkquamqacqxuomzmrzflnswxgwqljmoozo,Dyqzqre,AZ,5.0,PJGOUOTRHLURRNCZZIG,USKIIPVZJGGEYWSAUKHBMYNCGNCDIE,399.0,1-569-946-8438,21.0,,4.0
oqu10980,U,2709910.0,1.0,f,Group 1 Automotive,431728.0,g,KCKMHCFIDXO,qnwsyv,VT,0.0,ngbgbulhnxyvzofqccxrjfpaovmbeojvvttblydvlkhuscdpahxllaqajegoailvyzndknndvq,oqudhewehtbrwcvdpooixhzjq,843.0,1-249-547-0160,94.0,,6.0
Qyw10981,U,392239.0,0.0,m,R.H. Donnelley,410038.0,,Yiufcthacangllgvezpxktqwrugqyb,hezfcql,Alberta,1.0,LETUPUOWSPVVQJRXBWCGBRECCIZIWGSEPLDUOXMIVWNXHXEASHHGKU,Qywrapsnhfoagpue,426.0,1-043-870-1065,42.0,O,2.0
Nkg10982,M,3168652.0,0.0,,Berkshire Hathaway,201173.0,,kwnlyqsgibbmxyxzsqbzicgbrugvzwvweebugivmd,Kwffxxuchb,DC,0.0,FLVHWBKOOWDEBKANDJIDOJFRWUXQPSSYDCZDQUQVAIVQMSVURFIYAJOTKIFPRXUFYJVMKENTS,Nkgssnsrbdfohktw,583.0,1-867-630-8354,100.0,O,7.0
FEB10983,U,186615.0,3.0,,Time Warner,124419.0,a,,qmedvqvbl,AK,1.0,entpjanklvdautm,FEBTQZRWUEPVSUCDJOLAMMC,511.0,1-191-825-2255,74.0,,1.0
Iuq10984,W,552362.0,3.0,F,Eaton,132903.0,s,jlpeunmmrivlbyookbrlfjefadqeqjjbdjmanzbqgkkgsqyzcjwu,kdtnpbnsjun,IA,2.0,DEOMTDROILWDQKBCRGUMLRUPKGDYBGVKJFSLEOEDKULFXROCDTPWFGGNLDCDH,Iuqijqspnbmfnkkokrhcaomfjc,613.0,1-282-151-3272,35.0,U,6.0
Qnc10985,W,3270324.0,4.0,,Forest Laboratories,140659.0,,Xrcqitjaluheqheybbzsymggqxinfvhfxeuhfpinvtydxal,GBWRHUJMS,Ontario,4.0,ENRRBDISBXOCVAQTANLPZVGMFOVEIBVQCBAEYXXIHSGUOHBMRBPZSSLF,Qncvopywlyajifnzlpoacfm,646.0,1-066-477-5944,5.0,O,1.0
ESG10986,S,3685597.0,5.0,f,Watson Pharmaceuticals,,,LHWVDDUGJGVHNBVVWDKJW,hzandqqpeish,SC,,Yyjahqtuvgtcanvuecnlwxeuloeqovzweoceebvmo,ESGRGMXG,488.0,1-282-512-4315,50.0,O,10.0
Yjs10987,W,207116.0,1.0,f,Duane Reade Holdings,56183.0,P,Ubskzjndmewryzckgkrjxvucfhdnyagztbxwgwdijjivjtbycgpmfdwvtrsdaemlmqo,VOAOHGFNDCI,Newfoundland,2.0,aygarmbfadbhksbcqltnbjshjbhzqeabfymkwxysme,Yjsll,699.0,1-886-395-3491,56.0,R,4.0
Umt10988,M,3499346.0,5.0,,A.O. Smith,,S,Nvnrrcemacjlsxihqvxuut,Dijuvdurnb,NV,5.0,Okarylspwribsdxqogmmdvslfhyrcbsvhfkjhcakmeknnnreyrtkrttoqlvujtord,Umtpglmoh,324.0,1-278-431-6057,5.0,O,0.0
PYW10989,W,748619.0,3.0,,ITT,348650.0,e,Jqsefxjucpdhktaxxlvpddokzlhpsidimthpd,EUZBQ,NH,3.0,tkidmepsiiszzaibzwclkpmrvilukumyabefdiltacwiajidazd,PYWCBHPKCU,512.0,1-412-924-8688,30.0,O,4.0
PIS10990,M,3059847.0,1.0,,Hartford Financial Services,287672.0,,sdojpufzogmbxlrmjyozmbuegolvzmdyxfnabtpmnjsxblmvfxrcgljidgbvrvnkmdi,Ncrhjwrjoqeo,Ontario,3.0,Omjupphpwcvckanfptnvjbyjfvxliixcuzveepwvzvkfdbwmbevbgeroz,PISNWXDVZLYSLHDWIIVN,716.0,1-345-968-0834,33.0,O,5.0
ghl10991,S,1649676.0,5.0,,Eagle Rock Energy Partners,36078.0,,Kwlaavxlvnocxhvbqsdngppxtnlatzvrokhiumqap,Zbjwvhvofsxv,LA,5.0,yijovxmgwnhzuenxpnmhxmoqpfgcyojqapuklliywzjntsjkfqwibadrytacczmzratmpppibcn,ghlvpa,333.0,1-424-096-1252,61.0,O,9.0
OJC10992,M,3705423.0,4.0,,Worthington Industries,422110.0,l,Wqhthynpjpbdyngthzcbhkwtktinbfcblctwm,Qgkfjmo,NE,4.0,RDHOADSESHMYTWDQLCJXMSKHHTBTETVHHGNDNLMUINVITSRUGHJXRTJMRY,OJCFBN,407.0,1-730-997-1829,25.0,R,6.0
Ind10993,S,2376501.0,5.0,f,PG&E Corp.,111797.0,L,TVMBDBQP,udpkqwpq,ID,2.0,APWEZOOIUXSYKQQEBWWAGUQKAGAFFOGUAKMWCPJDSBU,Indliisjrocshyt,661.0,1-053-888-3018,22.0,O,10.0
INO10994,M,2632165.0,5.0,,Nvidia,268988.0,,ipofizkrojuhuxikswemcpqdz,Hgjnxamvejxw,Prince Edward Island,5.0,Ensagkucbfsewevwnjloyjsauwoggetcdacwqdwwefxicaeiddpsdpvb,INOBKKQUWOEBH,620.0,1-223-074-7524,33.0,O,2.0
OJB10995,M,934450.0,2.0,,,,,Ptuwfpifmmctyedehrcfiecvgtqiekzrfqujokgspxjeamvlnc,Ccrvdr,VA,,,OJBVAOAIMJHMJQ,382.0,1-971-942-2630,82.0,O,2.0
BVV10996,U,3108435.0,0.0,F,Robert Half International,446361.0,d,,wdglvya,VT,2.0,Wzjegmqlfeenlkggcfnpioazrcblkpwpiravjhbfbmymlfuppirzzkedmekcgrlpyngeqxqovs,BVVJGQCSRLC,811.0,1-696-241-0126,34.0,O,
xcj10997,M,2984010.0,2.0,,,257785.0,I,XOUGTKXMULOPBYOPVHQBUTZFAMJTA,RZUUKTZXSU,CT,1.0,,xcjdrtwnpffjzwbltngdal,612.0,1-246-074-0496,51.0,U,8.0
ejt10998,M,3075972.0,5.0,,Health Net,150645.0,k,Avunetxeeyqmxkhiatwwkqbapaolpjsbinswvotmwrkbpxqupmkm,Mwjyy,AZ,1.0,Dyqsiimaktyqwbikgikgvgdctw,ejtpqcwpkmtuexsuqamxbdbw,324.0,1-920-174-9748,99.0,R,
JNP10999,S,3256928.0,2.0,,Nucor,421868.0,,Lvtvjdqpglfubkhazhqcjclajmphf,Wjobmkua,SC,4.0,JYSKFNHAWFJW,JNPXAGHFRGQTNTBRMXTVIPWIOOROP,833.0,1-024-590-5688,85.0,O,7.0
dtx11000,D,539305.0,3.0,,Dillard's,477784.0,X,Lwdxozkaoelvuwhvcfcmcslonfuhgmevxjwrkahnpvjemfgro,hdokmlipv,British Columbia,2.0,wbsupnsflbcytsfuvkqqckxpfipoajvhcumyvykapbfbwwsqkxgkdhejlpxkqehzmimwtbpp,dtxlnfqq,709.0,1-159-082-0459,,R,2.0
XGG11001,M,3335019.0,4.0,F,Entergy,480972.0,,Hkeamuxoxjpjhykuw,lrsydq,IL,5.0,afoauyonmpzebglinvejxdnugdsyvupirrbgqwfdystuveyktjv,XGGLNMSU,496.0,1-534-842-7921,86.0,O,2.0
lmt11002,D,3679401.0,4.0,,Vulcan Materials,240268.0,x,TKCPFY,Ngfgkellsy,IN,3.0,Xlxliaepmjllutukjjrvaqydaizwutpltssmoavadzlrhkmgqgsfmawcmswpbqmuve,lmtbsjixdamaq,366.0,1-674-534-9910,67.0,O,4.0
Wdf11003,S,1800895.0,0.0,M,,387663.0,,OURVGMVBTAINNCFDGBRTPINPVR,Kkskfahiqec,IA,2.0,Fzjgvdoeknlekcqwwktalovelvahqfbuzofndvfpardkesyiqgzcapilfwwccloqjcb,Wdfadzz,324.0,1-610-216-3732,51.0,U,8.0
Bus11004,S,555825.0,5.0,f,CVR Energy,492331.0,,EQQBXLJMBSCSNXFVOFWJVTNGEMCLYTVY,Diblximhgqv,MS,3.0,Rfcnavsgdkcxdhdrfxotodbki,Buslxzohiu,597.0,1-921-804-2195,84.0,R,9.0
Bch11005,M,2999627.0,0.0,M,Brown Shoe,169157.0,J,,GMPZFP,VA,4.0,wwxwzipkdlvczablvzjuxvnpealqngwudmkjfhnxsjwhxcq,Bchhkbacpkvndmufvnrggvedvtwxnb,534.0,1-734-178-0676,6.0,O,5.0
WYJ11006,U,3350736.0,2.0,,J.P. Morgan Chase & Co.,387828.0,,Uidinrwofeuogragwwpzxopvafughiaufefbhldrnru,EKBMVQXDUBBT,NM,0.0,VINORHZAKTGUIOOLOMPXTUAOGKDEXGFIBAOSDJLKVDHFVOWEME,WYJQHLHHPUV,839.0,1-547-439-5268,64.0,O,3.0
Qkl11007,M,3360420.0,0.0,,Administaff,380891.0,M,IXMZQNRVFQGJHN,Kazqtaflz,IN,1.0,MXTFIBBBNBMHBKIAALXINOKTGIECMYSDKKKJTYMONLKCSPTOILNIDTTHPDDQEWDFESWFZHQCBEVOLRQ,Qklpo,524.0,1-256-511-3577,82.0,O,5.0
Ntg11008,S,1920593.0,1.0,m,Mohawk Industries,258054.0,g,nqwwqchsn,Adtzig,WI,1.0,Fanpmwpmojlrmdyvarffmmxbwmposomrnehkbfggqzkdzitsbxpqgnpg,Ntgkkb,584.0,1-481-246-8505,,O,0.0
zbw11009,S,3961490.0,4.0,M,Lennox International,261221.0,,qycdprpchwxraatrimxblenqvindbvaqmgbshcvddozrujupvtsbqnqammbphokdmbegoegkcwhwzlv,xomdcv,MT,3.0,RKQCDO,zbwnoafsojzhrmrvnkjtdjdvlbnk,839.0,1-245-518-4843,58.0,O,6.0
Jhk11010,U,203663.0,4.0,,Timken,71903.0,,Xprclajcbyanvzopvivyrkafsuztjrnlr,Zhjoqf,AR,,QNALJLNGJSUXRPMIYSINYOXEPUWELVRPUIPROWDNFWOCATFLOHURLJCYJHQYMKUVCTM,Jhkiuzbpq,850.0,1-387-392-4442,11.0,O,1.0
MWP11011,U,746242.0,0.0,,Celgene,72572.0,,PBDCZRRFLUSCVUPJERQNYFLGVYMRHUPJUWMILNJNKVKGQPZUUFFTJS,tzcylsgoqi,NV,5.0,gzueuluvhlgcogowzmxfbudhtsaoerncqkedxunumugsrmfyzmpgnrasfzbseehiocopbe,MWPNPUXIXMADYLGIUWRHULCVYSWP,539.0,1-279-097-5068,88.0,O,2.0
