prospect_AgeID,prospect_Em,prospect_AddLi2,prospect_Ag,prospect_In,prospect_LaN,prospect_OwOReFl,prospect_Ph,prospect_MidIn,prospect_MariSt,prospect_Co,prospect_NuCa,prospect_AdLi1,prospect_NuCh,prospect_CreRat,prospect_Ci,prospect_St,prospect_NuCreCa,prospect_NWor
Fcn14525,H&R Block,Ffltjqmqtlzezox,48.0,116663.0,Fcndswesgubrhnepdachq,R,1-497-319-0301,k,M,United States of America,,Szvsjygjqjaumuhzndddaojkehjkmzhjaveyrzhnjwzasxxbkserhyfhfierrzrfmh,4.0,602.0,Pittsburgh,MO,6.0,1349571.0
Ggw14526,Northeast Utilities,JFBQAPOEWMZSWTGFRTVPMVDQEOABCBMD,73.0,263751.0,Ggwiwkculpzetfbmsfi,R,1-563-162-8714,l,D,,2.0,Glukeajhauvhxnavvzlejelxwcaouqamjtilsdjfv,3.0,789.0,Sherbrooke,WY,1.0,264021.0
qpd14527,New York Life Insurance,Vvbrtfsfypvsdjznmzvlxmjbaylfqtvhxyuovsbebbfw,3.0,80412.0,qpdvbmhvzoju,O,1-960-529-9708,,M,Canada,4.0,Ggwnwwpmlspewjayjwuavbqstirmgwzlpuzvrsjqwcpeeastf,5.0,726.0,Phoenix,Newfoundland,3.0,675878.0
Ivm14528,Bio-Rad Laboratories,Kgttdthjwhdzxbrxnpjnxxkurcrrprrrksuykhwn,6.0,35905.0,Ivmbmxvadkuzmmcmggikeoccekxtt,R,1-409-821-4632,u,,Canada,,Erignvhmylumogajzljomcqagenfhsglblfu,4.0,837.0,Overland Park,WV,1.0,1973810.0
Gne14529,Textron,MOXZSHVJALMXLLFHZYDMKSPGT,82.0,272188.0,Gnebjrycpgvzkk,O,1-480-772-0205,Z,S,United States of America,,YKVGDJVID,2.0,842.0,Dayton,VA,3.0,1037850.0
LLO14530,Liberty Mutual Insurance Group,,,103526.0,LLOGNZRRXZKRQ,O,1-387-576-9217,j,U,,1.0,,2.0,466.0,Irvine,Newfoundland,9.0,301168.0
FDC14531,Sunoco,oqahjhhsxspcvcdnjqwulpqnkoxkhjsesiz,24.0,476870.0,FDCQDSAVVIREGCBAXE,R,1-488-442-4844,n,D,,3.0,ledkskxxwsunkvlpxdbgebaq,5.0,750.0,Topeka,IA,9.0,538388.0
RXB14533,Furniture Brands International,Nmufifbbelkdjrovjjflykhrszmlswmvsbwutrratbgcnhpo,94.0,73101.0,RXBKWVTFHILSTJAHQ,O,1-580-621-7303,,S,Canada,1.0,KRDHRQKFNAVVVCHXUVAWBUSSFE,1.0,,Chattanooga,NH,5.0,3106107.0
Gcq14534,Maxim Integrated Products,xjbhtwbgshkzzwxjfvtpqogdxpcfjvimbdfeeuahixcwlhwlbfnkqksyoycxokogbmpfcnkzo,8.0,166547.0,Gcqcdjlhqnydvnzyqpujpuvced,O,1-330-725-1847,l,M,United States of America,1.0,SVDFBFWKPXDWNRCARKHHAFIXQPENLHOPCGOQAANYLRIBNPVKAESQOFKSLBO,4.0,631.0,Jersey City,WY,7.0,611107.0
Avy14535,Modine Manufacturing,jwxegtrtzqwcasocydfourxuzkeqqhfubujtjayvijefflopeekhjeefnxnmbi,2.0,95719.0,Avyftrkcuhaon,O,1-742-314-4201,V,U,United States of America,2.0,EFALOFTLDXXEDMLVIFODEXTCMXKJMVOTCGA,5.0,833.0,Gary,IL,5.0,2512014.0
Kib14536,Morgan Stanley,Uvxivlemvnwsbrgfxbljtdpykdbrngzzksbjkglofiepgetzicjtyrqvsebviueccmnenl,62.0,306582.0,Kiboqwtxtslxcgtkjvwcstsrr,R,1-141-456-8843,,W,United States of America,4.0,FDIAFQNKUQNSDMOJDEJVGHRTSFYLFKQQHRG,5.0,814.0,Winnipeg,IN,8.0,2603444.0
PSH14537,Joy Global,Zixnelrzvhvqtk,96.0,115124.0,PSHIKAWBXGSOUQIUAFOHDIVJER,O,1-346-891-3973,k,M,United States of America,1.0,ntaqizqixjwrillejdyplnel,3.0,770.0,Pomona,KY,3.0,2009042.0
juw14538,,Egpcbclknsxcxotqcittcuojhfhyhptmcwwyohdbnvphrhboorowulhjkdiuhauecwofwsxfhmahkzpo,80.0,483373.0,juwktwho,O,1-412-653-2628,,M,United States of America,3.0,Wtxyxcdiwrcnlnrgwtttbqurpwgqjwakubxgosfgjcgjkdkwwavrkviwlbo,0.0,815.0,Idaho Falls,AK,6.0,
Vpd14539,Frontier Communications,RWEZFFNQEQAYJUAWWDNSZCKNVPPMKWLXFSOQLHIX,58.0,137930.0,Vpdzwdj,O,1-271-246-5666,e,W,United States of America,0.0,GEBLWJKFKBZSTKWQXMNWAWVLCNAWXPUHICDVQUFUFWSYNBGVVVPYVJDJRKQPZYI,4.0,,Topeka,MN,8.0,2721681.0
Fmc14540,Great Plains Energy,vslkfhfjvwixhmgmrgadigbbgvfafmlxsfupikogiuqgniqplxrtsmgqatrpxlytoudotnxh,98.0,345506.0,Fmcbiufamhno,O,1-689-429-0632,,S,United States of America,1.0,Rzhqcjiubroaqnbdigwczzrgcwvkvlntzzucbnulbeenlwxcizjekmytzrkojdigo,,489.0,Mount Pearl,NJ,1.0,2052883.0
Jug14541,3M,udauxnbioexmzaqpvpcfuoapwvvgorybbzgaerhlcmsvvbpymdebtoqgedguhdgldtcsznamd,30.0,317027.0,Jugfoltuw,O,,m,M,United States of America,0.0,Brepiebxbbmiiscwbgwjobvcbnnvvnjxqusmfpcpqtqgyvafplxzazrgyugjiaqbj,1.0,713.0,Lowell,Quebec,8.0,2215384.0
uwk14542,Sprint Nextel,NKRKXWJNGJXWPJ,19.0,386973.0,uwkgpmawbtshf,R,1-475-348-8492,,S,United States of America,3.0,Cwpznaqdpyrrlpwlvuruwzykwkjjrolakncsosgwfhdhxutvzqequazjynikhdiuymglvbthahtwj,1.0,581.0,Fresno,VT,5.0,2256649.0
AOR14543,Watson Pharmaceuticals,dvhvepapqwlfikfoikrervijfenohdvebtcbpqixmdlovkorbbbvbhtaneeemagt,14.0,351623.0,AORRWTYJNTQCMUMLLVGOTAB,O,1-958-913-1965,,D,United States of America,1.0,Aidunmsfheuruvydidsllwx,3.0,687.0,Warren,CT,4.0,2384364.0
Caq14544,Paychex,Vqabpcwssmfqwvektbccoklhlalmfqllqandlfzvehrjicphqubmjqeanh,9.0,348827.0,Caqkhqlcbqlhrk,O,1-217-110-5618,F,M,United States of America,1.0,BMSXABHPWTCIIJLCLEQTVSVMKCVWUFNPHXWW,2.0,777.0,Pembroke Pines,IA,8.0,3344916.0
MJD14545,Pepco Holdings,Jldaqtwfpubnnbvloxqcavvmmtgmhbrtlyuhqwrmxswsvmzvgjaoycoevgzdghrtlq,45.0,85630.0,MJDGDIXCRCFDCR,U,1-289-891-8539,e,S,United States of America,,QJNNVJZVIBKQMYYXWFPPDLOTJZV,0.0,785.0,Bellevue,ID,4.0,2462997.0
Hbu14546,Brunswick,apfsnxokucialdzcqvjgcwkejv,62.0,33167.0,Hbucemdbef,O,1-403-687-1214,r,S,United States of America,4.0,Gdoextnrkjiyikfozqpaiiwa,4.0,659.0,Toronto,WY,3.0,1427977.0
JJL14547,Westar Energy,Ypmscbztmnxpgrafthoywerlwuhqqnixwnvhbhrqhbifffu,9.0,432406.0,JJLRDIJMQVQCFSQTI,O,1-128-375-4492,,S,United States of America,3.0,Pnwuzrmkolvvgcaxsyojwllqtqujgepsj,3.0,419.0,Seattle,MN,1.0,1811507.0
fky14548,CB Richard Ellis Group,vgonredwlzjfwmjoxiuqmlucupvclktzjgkdipjpohnotalj,39.0,294957.0,fkystirkewbnlfcihqrwuvwa,O,1-971-009-5906,,U,United States of America,5.0,Mapkmjtkxycpxkdabqgxpxte,1.0,662.0,Inglewood,Newfoundland,9.0,39074.0
cjg14549,Hertz Global Holdings,FJDOGRGUYMNOWWUKBAGSUYXQZTKIHFBABHOEJYGMAULATHQZVJDIRVOMS,72.0,,cjgryhhuunhjshkrvh,O,1-611-845-5974,C,M,Canada,0.0,MBLTHAV,4.0,760.0,Rapid City,TX,5.0,1421789.0
ZAS14550,Joy Global,JPGTKGXRARDPHHCLZOHNSSRWGIPVKJAFZMODJVRDGLJPGWZZDPEFDTCQSVYFORUNKURCRA,90.0,199176.0,ZASYBCCNLHRBOTLGUHB,U,1-523-309-0977,,W,United States of America,1.0,okzbwwxlvvvaahipopuezjbjbrbarhfjpqezpcmjllsuhqxbohptngkynrxquffgiwxrxlglnyca,0.0,312.0,Dayton,MA,7.0,
MIM14551,,Ggcdnrychmfvhhsphbngporvzvcuqnagsdaqapblrbdsqoyme,46.0,40306.0,MIMRHJBUDKAIWGWHYHGXLLRBHHQUB,O,1-840-083-0457,,S,United States of America,4.0,Hvrejukgekqlovamxrlolcrbyrauvvohcilgnzoqalqzsdzknnth,2.0,726.0,Hull,Newfoundland,7.0,1074989.0
piv14552,Campbell Soup,Csrfjbnfuytlaoqxanegezw,85.0,226285.0,pivilfu,R,,,D,Canada,,Fcxmqtffzijmhakhizwfmtgibndgfs,3.0,574.0,Inglewood,British Columbia,3.0,3348145.0
kfx14553,Community Health Systems,Nxmgalfxafbipqpvhlhguprackirrppsddapiqluxwnmhghaegaxyaozlstyxtvruco,44.0,116004.0,kfxctq,O,1-781-044-1629,O,M,United States of America,,Wbntqbkidrbicfbezhnebvcjxkgtxyseodbbkkqwvwsngqkxya,3.0,401.0,Sacramento,NJ,4.0,1514930.0
uci14554,Pacer International,Pynurgahucwvwlpvrwbtswxpselghnxkpsakkrsjpxjwmuueh,46.0,499305.0,ucidxcbhiijra,U,1-538-219-9353,,M,United States of America,3.0,bnxhbqdinpswzxctdgryaaphocqrpbvwrgscvxwhwbbova,0.0,490.0,Quebec,WV,9.0,1105514.0
Pek14555,J.B. Hunt Transport Services,BYKHXWNGMMJXMIQVZCTNDFSLWOPWXMSRPNWVNKPHHWDTDKYEHOLTWBQEIDLIQZIA,71.0,,Peknfkjvfemvsvahyy,O,1-671-556-0499,,U,United States of America,1.0,Scjrjxefjmrhrd,4.0,370.0,Yonkers,ME,9.0,975314.0
Orp14556,Jack in the Box,TPOSGCTIWWPK,8.0,12915.0,Orpzvqdabfnarzjnvztfggfwgejt,O,1-674-478-2153,q,M,Canada,0.0,BPAEJZXKUXZHUWBVHVGIIYPYCSBSRMZSFGBHLDFMLJDMFGEOSSRJBBXAAGTGNHLQDE,4.0,428.0,El Paso,IL,4.0,3687635.0
Tdh14557,Qualcomm,Veakvigfrseztepnjs,99.0,98555.0,Tdhundpgvlremldaaawaxnn,R,1-032-166-9833,,M,United States of America,0.0,Jaokgosuwmxfljygsfshqvmlhwnounzczynfcbjfmiasycmbssjbmonmpglshcezpgu,5.0,404.0,Buffalo,Saskatchewan,6.0,
cxi14558,Boyd Gaming,Pyzdwlmbcpmhcrktlmdkuajoxsvnxsowar,81.0,212562.0,cxifmrasxmtunfjhmxclwqavmrht,O,1-130-771-1266,z,U,United States of America,2.0,BBMHNTZXJSINIPKXEAWNGWREKSBO,3.0,387.0,Wichita,MT,3.0,
UNU14559,Atlas America,Njbxwgrkmyzssmqjlrbampebzpqeqsfpkcmhvmpjxqsre,20.0,357194.0,UNUJLWDSBNMXTZYPLJFFDVJ,R,1-913-119-9054,V,,United States of America,3.0,SISVHCOMDSVGMFHVFDIMLUOEXVFYHAIYQQXZBYPVEGCQVCZ,1.0,643.0,Fresno,MN,1.0,1328759.0
qck14560,National Fuel Gas,Srldoamqf,62.0,377822.0,qckjx,,1-697-984-8087,c,S,,4.0,evbtzvakzyzeeahaqucvqbugciglamxsnajoniv,1.0,509.0,Sherbrooke,AK,,1574430.0
dgx14561,,,43.0,433890.0,dgxiousmniggrznujh,,1-986-253-2084,V,S,Canada,2.0,Vuvgaaqebnxvelhqsxpijwowowjfjvrefgpspmtuixcyujhqmkofizcakiiqdaglt,4.0,421.0,St. Catharines,UT,5.0,3191556.0
WKQ14562,Pepco Holdings,qwzbzupiexukxxjytkrktdvpbstvajiommumpormpesbnqaooeuylkwa,7.0,154118.0,WKQDLBQKRXWAHNPEUZCMGIMSCPV,O,1-418-149-6900,k,W,Canada,4.0,Pprzhjcvgutcvbwvvavnupifxv,5.0,749.0,Bridgeport,NV,0.0,763391.0
Weq14563,Apple,Pvptrpqnbegqxspkrgbbwpqflugffenbfujatplpiusgdmdnabzcbsmdzbrkryxcb,63.0,456773.0,Wequiktqefzgnkhapzylavjvh,O,1-821-714-2844,,U,United States of America,5.0,Iwtpk,1.0,677.0,Regina,NV,0.0,276302.0
MGT14564,Sunrise Senior Living,Tsgjdkfvtorndcrljlhsvtjulp,83.0,57396.0,MGTHPAHRTS,O,1-545-095-5159,,D,Canada,2.0,TVVRRODDJOKZ,3.0,397.0,El Paso,IL,1.0,797930.0
JCT14565,FirstEnergy,,97.0,76170.0,JCTWNXG,R,1-640-831-6493,,M,United States of America,4.0,Gvtmyhecbyerlkomkcl,5.0,532.0,Pueblo,Newfoundland,2.0,1053437.0
MXA14566,Lexmark International,Otupynvtrbrsveaaetapxxdhxotdqacnyzesuzbtudrlyawsazpvhxlgnbhpqvorjnwllifcqvc,57.0,416793.0,MXALBXZ,R,1-877-873-6722,X,S,Canada,2.0,Zmwlttkkqbuboojfzrbhjddxgdkezuchlobkybw,5.0,467.0,Ann Arbor,IA,7.0,3839887.0
Bmj14567,VWR Funding,algookq,34.0,209092.0,Bmjbnvdmyscve,R,1-842-332-1815,,S,United States of America,,cfipdslsvxpjxmaircukdmhjxwq,3.0,680.0,Winston-Salem,New Brunswick,2.0,2976137.0
gyr14568,Publix Super Markets,jsfjlivlwtlckatjtatrsfpwmtvgqhdpprw,70.0,336882.0,gyrvrreyfrlwwsda,O,1-688-948-3033,O,U,Canada,3.0,,1.0,631.0,Stamford,NY,8.0,593941.0
hjw14569,,Osktaotjrwjnpqmksaddiemirvdtuivosyreknankgsxnzmxgjliiyqlnvdnzxriu,49.0,468248.0,hjwspncsnfutpbfgjthgh,O,1-050-534-0070,M,S,United States of America,2.0,Jzsepcsqwjdjeynyqal,1.0,818.0,Peoria,HI,5.0,36605.0
Gqr14570,Deere,Dvaomsketemtjygvzlgqithagoxgwbwdnquwquxtnndquxlmcvckgzhiutyihdtkfwloxn,48.0,357738.0,Gqraxyfzz,O,,d,U,Canada,2.0,SUNQFNFUPWIYYLSDSGCEFVTKZW,1.0,396.0,Bellevue,AR,6.0,3803522.0
Nym14571,Sovereign Bancorp,Zdhocsklqejyjqtakmltakud,47.0,8229.0,Nymwjerjppkgbwbhokgiym,O,,m,M,United States of America,2.0,NIPTNJBMDMIBOJMZMHPFCBBBRCHWIXLUKGKGUUTUYQKPMTFZSFSVOCPKXNVVVEXQ,0.0,,Grand Rapids,OK,2.0,2458575.0
WGB14572,Flowserve,Czpgehjlbjqmklohzojafdeeohsukdozhmkbtssidoaurvlonikxtguqlhpe,25.0,388098.0,WGBCSJSMBLINSVLNWOONFPFSXCQSIF,O,1-477-884-9901,J,M,United States of America,3.0,QCMYKBWBEWFBKKNOKTLHNJYENOCCFYKKXNN,0.0,504.0,Hialeah,Alberta,2.0,507276.0
HFG14573,Textron,Moseobcdgxybk,58.0,449796.0,HFGZGDCSYZCAAHUNJPENOIJM,,1-114-924-9596,,U,Canada,5.0,OZIJEOACCDSCMMKOSXMMYEYTFCLMYBQXADDTNRTELZWYPLCYYELEPERECRLFPRMKVWGEXPBEBX,2.0,780.0,Hampton,DE,10.0,834958.0
sgk14574,PPL,,44.0,228572.0,sgkfjpgiowoiwumihjy,R,1-609-407-3198,,S,United States of America,0.0,qwqbaslamjklkxkzkddogjkszti,5.0,466.0,Burlington,OR,7.0,2318948.0
mlz14575,Stanley Works,drlqgbbpgeuhe,23.0,,mlzkdmtuzkgjqsankjbjxvwoy,O,1-210-343-1617,,S,United States of America,2.0,ZJCMVDHYWZWMOSQBTTUHEKSZWNOCIOTNJSYAOYFQQPQ,,459.0,Warwick,Quebec,0.0,2955866.0
Mlm14576,Procter & Gamble,Uwjacoz,24.0,137605.0,Mlmgxltlpzfxsokrfivflzn,O,1-064-980-1814,,M,United States of America,4.0,Xjlfpgokjihvwusxfhgmaavmyarvcbmaujt,4.0,628.0,Raleigh,WI,7.0,833367.0
Ugv14577,DTE Energy,FYQEEWHKVHKMCTZEJGNUBVSLWKSQGNXKBUYZWAOVWZOTJACQTTURCYRIYCLHOWOBJIRQGBH,70.0,474258.0,Ugvithcibensrlnaofyckcclina,O,1-630-734-5870,t,M,United States of America,4.0,lbmixqwisfytinxfmmbhuxlvviaigxzlcjsktjchtikjphcxiqffhqggbtfsfjlnsnu,4.0,806.0,Amarillo,MS,,194433.0
lbt14578,Core-Mark Holding,SETZCDCCNYAIGFOCQBQOVXEJRZUDXSKTQBQRJCHM,48.0,390686.0,lbtwuglndhn,O,1-367-620-2866,,W,United States of America,0.0,Cesncviavsoffewifjanytigzinxpjafspdspehownktcsmkfwbrcwggyuuxjypdgsivyu,0.0,655.0,Scottsdale,NC,5.0,2609869.0
Eis14579,Hanesbrands,CARRPCLGMZMSYFIZXGJWINRTGECIAAOVDJVVLVXSUETTITPMFBNQVT,41.0,249823.0,Eiswjqnqdrrlwgjypsquohaarst,O,1-531-614-9290,M,M,United States of America,4.0,Yrjjnreivkfivspjqps,3.0,684.0,Hollywood,NH,4.0,2191968.0
GIQ14580,Weis Markets,,,324876.0,GIQQVFOYFZDZMFGQLCXQUUK,O,1-764-129-8453,y,S,United States of America,2.0,LMLWMBHEVPYLYDSVAUWXE,4.0,821.0,San Diego,NH,7.0,3587737.0
llh14581,Interactive Brokers Group,CBITKUKFARNMZJNSQSQMAUGGLUTWJZHMTJDTNWNBSLOL,6.0,326547.0,llhatrfediarlaa,O,1-879-028-8398,g,S,United States of America,0.0,Ukztwxkehwoqnvtiahbvgwpulxgbznxwnsfaefgzdjpctpgqkbnthpevhqlsce,2.0,773.0,Norfolk,AZ,1.0,2940443.0
Ftt14582,Las Vegas Sands,,32.0,292865.0,Fttkaoexdzwxadknldrweoc,O,1-478-417-8707,X,U,United States of America,1.0,Fyeblkgeryonrbxnevzaygufxiawuzdzfzkikeudpxa,5.0,306.0,Charleston,British Columbia,0.0,3100739.0
Ujn14583,General Growth Properties,Mpoviwqkkitlyfmxhyosydfgojnxihoh,84.0,318369.0,Ujntiuuxfptfvnlegqo,O,1-011-628-2397,R,M,United States of America,5.0,YCQZNRUXSGTZFKMWTNAFILOKKGOKIIFTGIMVQHMCOHNNRGNSIOCKHVTJLPVLAVAXBFDJKRNF,4.0,746.0,Palmdale,WV,1.0,1437721.0
Puv14584,,zbqjedbsckgxceyxtskckktn,39.0,264211.0,Puvdsgljxyrksyiimku,O,1-701-281-7285,,S,United States of America,3.0,Pjzaewffedfkfgcuskuvauwkqwjem,2.0,446.0,Charleston,FL,10.0,2636952.0
vey14585,Trinity Industries,Ygsljbbgtaabusnqbfagif,37.0,289076.0,veycfpzvstkeqmehrozq,U,1-674-127-8910,m,M,United States of America,0.0,,4.0,,Yellow Knife,VT,8.0,2625564.0
ndq14586,Shaw Group,Ctfcxvcumherqzbfsfbbjtwltgb,78.0,285596.0,ndqyszemwz,O,1-543-646-4180,,M,United States of America,1.0,WXXZZWPOOKQMVZSXOVOYCZQLENNFOX,5.0,538.0,Albuquerque,AZ,8.0,2685352.0
Sul14587,GameStop,Rqjjnnobgpjmzdxxjac,55.0,,Sulbcbhbbprwkqfpxqquvzrd,,1-029-447-7753,Y,M,Canada,4.0,Gggzthfjbjygptnbabsfzwaoxjcfdutsmldwjixyfgxfvudfeci,0.0,477.0,El Paso,MI,10.0,891136.0
ZHK14588,Clorox,Peull,51.0,242760.0,ZHKOWTRWWKHDCR,O,1-399-399-5101,S,S,United States of America,5.0,dnosevvucugsvcdczhanldyuvlyobx,0.0,592.0,Cincinnati,WI,6.0,
ppv14589,Toll Brothers,ftlut,92.0,265127.0,ppvrltfdmtsb,O,1-199-242-8503,q,M,United States of America,1.0,Kiilhvujvywcpbydmkgbbejqfrizpsuudssdrfcritoytrkaekgsybpdxtoludhdbtgkrmma,3.0,736.0,Lancaster,OK,,3489600.0
blo14590,Avis Budget Group,wltjbeadpugjurnpgwhufccjngcco,55.0,,blocbhuztirkscgpwgewq,O,1-183-554-4181,P,D,United States of America,0.0,Xajjddupouzbueishxpywlpkeziefjldnnbnjgtqaipssbeabahqfzdvpuwhfxfpdebf,,802.0,Santa Rosa,TX,2.0,3939204.0
Nrb14591,Verso Paper,LTNBFCULYXVPZF,31.0,136539.0,Nrbvpbrssck,R,1-210-559-3189,M,S,United States of America,0.0,YHXTTCHHKQVJXXODMLPZGORFTRDU,3.0,359.0,Tucson,FL,2.0,2684513.0
Qiw14592,Exelon,NRIMLBKQSXHLLYGZGTINKTVBPMUSEDSRWTATERFHJWARTG,26.0,469077.0,Qiwzua,O,1-151-016-4201,,M,United States of America,5.0,FGTSYZXVIAILXRGHITDPLMWRHMSIOCSYXPDALKGXPTTYYLFDGVFXOHYWUNCQUNSQPCT,4.0,386.0,Reno,WV,1.0,313350.0
coq14593,Spectrum Brands,Tlhfaihuyhkosgrpvwlxywzeqmwdkadp,58.0,413210.0,coqwquxixzjiorw,O,1-678-957-2408,C,S,United States of America,5.0,Ktwmcecnpycavhzrmvmjbazmbywshcqtgeiqwzfkzfmhek,5.0,406.0,Hollywood,AK,3.0,3545904.0
Trr14594,United Technologies,Xsnfsktwyaxrcjiedmhscoavwedndnzrwfrpovxseoljscdo,52.0,447061.0,Trrdyudkvcglaeclmc,O,1-729-818-9386,,U,Canada,2.0,dwzjwndcvwshccempctqnsxjejscsqshdkxdkutzfywbh,0.0,733.0,Aurora,OH,10.0,1065054.0
TNJ14595,Thor Industries,Kuomnaqkkykrplqdqdvnjnpdllyblpjuapnahcvtouvqsezgytfuchmpockstoheystneijirr,95.0,73800.0,TNJLIGFYGXBYFJFLRVFWZEPPIT,O,1-164-559-7919,z,M,United States of America,2.0,,3.0,,Tempe,MO,9.0,3511303.0
Ppa14596,Smith International,Asabfgjxdegojlkystvuclubsjrqiqja,77.0,35763.0,Ppadarvsstzpziocwfao,O,1-044-310-2778,L,U,United States of America,2.0,Ojhijwarqikldusipwnavollwdqsjxxpobsjojtnubkmxgribftnmtqibimuchlzmxpsgjllzw,4.0,308.0,Gary,CA,6.0,
PJD14597,Ruddick,Xxnavpvksydqltdndslnhekuuzriqwgsvkltzudrjhhixivpwiseipmcdypedulslxtkssdkmgpauivi,28.0,277034.0,PJDUWCAMNWLKBYOFELSKYALCWKB,O,1-778-988-4737,O,W,United States of America,0.0,Rxjgvbjpithuuc,0.0,,Kansas City,GA,2.0,2243229.0
Tnl14598,Verso Paper,Adonifjepghpxquplckmuemrfbbymardiwfmxixujaljkrycvgpydwmuwhyxwbhumgmogh,94.0,432145.0,Tnldevfttdsyhalianeubaso,O,,T,U,Canada,2.0,Agwxqjarkhgutgzeurivrabxrlqysbxgoztduviajqhviekxhzm,1.0,781.0,Providence,GA,3.0,3716862.0
Opi14599,Enersys,Uvpmixldfjvueyrbgeiuffihnmygt,92.0,491170.0,Opiilgy,R,1-062-347-1046,,D,United States of America,0.0,giwniokwlesfjuojvxrfarlqdipzokrlvah,2.0,654.0,Pasadena,GA,4.0,
VCU14600,Xilinx,Lcmpsnqxqxtboaspfnkimeyhxcrufylcdxcrwnjmajqphwimpofangcsirsjgtizlnvdvnjvonbm,28.0,81831.0,VCUAZXRLG,O,,m,D,Canada,3.0,VLYDKAOZCMQGXPOGERIHBUCBGUNWKHMBWMSDTEDRZTPUDWEOSDTVHIYDAMPUYDPKABTVYEIL,1.0,633.0,Norfolk,Newfoundland,4.0,1057272.0
Wjd14601,Great Plains Energy,VYQSOZBEMCFQHNQRFQCXLMIQYGVBTTERVTSEAMUBYZGPVRHTMWHHALGLOTJIVVEUNBOPBDP,67.0,304113.0,Wjdmzjbtbc,O,1-912-003-9848,J,M,Canada,2.0,,,494.0,Detroit,CT,7.0,727385.0
ISW14602,Wal-Mart Stores,Bigrmdsgvthnvsknqxaedktsmqqhxyyelxcqvhkypsdiqhcqsp,,408975.0,ISWZWIAMOFIAEHUYXRH,U,1-938-926-2102,J,,Canada,1.0,Vnurtndbvwvlrtezay,4.0,499.0,Naperville,DC,9.0,2211109.0
Iou14603,OGE Energy,ljnszvnmpyfctcyqkiensbxwxsdcoxbuiotfsklgfwyrpsuvelif,72.0,89202.0,Iouagonbsuzqawnhaxofasqilwjrot,R,1-858-004-9751,,D,United States of America,4.0,Yfzcmzpstomzoqpoanbiuqlezwmxnailnkigfch,1.0,428.0,Hilo,NH,6.0,3792110.0
QXM14604,Energy Transfer Equity,cwbbeefobdfelygqmfenquubhphrpsnpxrlwodnzfglcypzdgbvfpcoxmtrhawsio,61.0,47012.0,QXMIEBABFJYTMVWWGD,O,1-330-851-6170,,D,United States of America,4.0,Rklohtrnleybnep,2.0,484.0,Huntsville,British Columbia,8.0,2869952.0
Tde14605,National Life Group,Ixlmahluagupchntewgmrqemisqwuhixhyydtznspduyiprqcmbejeirbwilshsfesdliahulm,14.0,252229.0,Tdepgnegotendkej,R,1-774-743-7913,,M,United States of America,2.0,Dufrjix,2.0,490.0,Provo,WI,1.0,648115.0
Nkj14606,,Qxsyzhgmrnuzegkcykvuepu,61.0,220101.0,Nkjvxwtdsstlej,O,1-461-229-9879,E,U,United States of America,3.0,dddorvkdimdmkhgwmsdarawnwtayxwnhlpazhzmeetwrg,5.0,597.0,Bridgeport,Manitoba,2.0,65786.0
WHQ14607,H.J. Heinz,lrlunkvdnbiuvqqftrcvbculgkyqqyonghdenbkgwheyrorsxjfulcyijtlshkkpmpeiwovqhczjfi,4.0,474255.0,WHQVYVKGJBSJ,U,1-035-703-2684,,S,United States of America,1.0,Tjgrlpxgrvskaexdfsvrqkspefqimboedgcrhwtnppgrkidznnzvbsj,0.0,526.0,New Haven,VT,7.0,
FRX14608,Regis,OBTWABDEFGKSMRZATSGUJRZSVLXOBFLXCWQHSOMVATNVXIASFXNESYGBIHLXGEUKHDXAQWQFW,55.0,445307.0,FRXRPRPNXBPMFWQCSCJSCEYC,,1-445-143-1156,i,M,United States of America,3.0,Vhjorisqrixbmnlwsscnyullnuygcthjuzfefoezovjiqmfbehxnumuflbfoxc,4.0,361.0,Great Falls,NH,0.0,396359.0
Pco14609,Solutia,Thrvszwnqoxrmsgwkxmapqvsrzidbmbxt,12.0,324443.0,Pcocadaestaviqrtak,R,1-403-138-3145,,M,Canada,4.0,YGCQDYQBGJVLUUPDJYQUYKGHQTWWPOV,2.0,411.0,Fullerton,Prince Edward Island,8.0,3735105.0
Bpf14610,Sprint Nextel,Ygvmbkggzvjhitsuwevxjtpvnerxhakrpdtyfzscpptbohnlcsm,46.0,171237.0,Bpfnuevfszbtyc,R,1-114-288-2896,,S,United States of America,0.0,grnfkpkucratoomnvkzzxisjylitgdvlixewqgouqwjiusirfhqytawdvfduxmuvnkdnediostzpc,4.0,346.0,Milwaukee,KS,4.0,3958848.0
SSS14611,AptarGroup,Ceoxdxdafhiqvkxgivpnxnqenyoqclwrszxqwsoqurfohacssphnudrfpbhaqilmmjrjtqfcnutxbkmb,,50782.0,SSSREWDBHXCIFACVUVRVHVJL,O,1-543-943-1745,k,M,Canada,1.0,nhmykcsxkjgpeolgjamdflcmmfxgqcxgvfpxrbcwrxnsii,0.0,463.0,Hialeah,SC,9.0,1753761.0
vea14612,J.M. Smucker,Lxbolsdsxowrpcfxgeznaes,77.0,402529.0,veacarweeq,O,1-007-590-9847,,W,United States of America,1.0,Tdtgbuyfpnthpbgqkvpuovvvg,1.0,791.0,Toronto,British Columbia,6.0,2533582.0
