gncd,pstlcd,ddrssln2,nmbrcrs,frstnm,wnrrntflg,ncm,mrtlstts,lstnm,mddlntl,ddrssln1,stt,phn,mplr,nmbrcrdtcrds,nmbrchldrn,g,crdtrtng,ntwrth
PKT12901,OCKGKG,XPHDPQSIOKABFGVIPSCXANGRESZDFVL,2.0,Eqapig,,415842.0,S,PKTOFFPC,P,DGMIVFXMFJVVPNGNIIBHMELRUJGAFWULBQPROPSNIAFQIGSHQALRHMBIICKQDJDETFBCKGOVUOVDMRVH,OH,1-927-581-1681,HealthSouth,,2.0,16.0,394.0,1065668.0
Pre12902,Gacpi,VZYDRGZRKCLMIPAU,1.0,Rmwehtoqeoxomhqbkcwvtjb,O,15019.0,U,Prezfmdzdqsbdhyomqsbknsk,D,epslxfevbukfrterstqevexqkudaguuffrpgaldeziqikrqjibrj,NH,1-623-950-8259,Huntsman,4.0,3.0,29.0,527.0,2758111.0
alr12903,TLHYGFUGNC,ekhqinwcuvqsxhyhkatvfolgttnxqlrgboertifemhebstdemdjhlovcviylbkajxisjbeouiesoygu,2.0,FKZFU,O,416269.0,U,alrwjoltznqxfsnat,L,TPGBINTMMHHJRJAFSFULWBRVWYGPMDKJPEJSGOUFOWPFGHJASQIDCICKSDGSQPBIXBPW,NC,1-892-745-5356,Apple,4.0,5.0,86.0,688.0,780736.0
Mlh12904,ltfpvpntvtex,MDMNJINDRUEJNSJMVJZFJGCMKA,,LFMUNLUEBFUYTOECUDHBOPDDPA,O,447105.0,S,Mlhevggxneukfibrhuibpleywrp,I,xhxvupuyh,SD,1-210-751-0013,Dell,6.0,0.0,12.0,741.0,1591768.0
Gwl12905,iegnrg,qgvmr,1.0,Nurcnm,O,452985.0,S,Gwlogtkfjjtwchiokpipbjxbwilpo,,WGQDKZYZLAOZEWRJZMXKKNINGMAVLVFFXEJBPVBWGQVIBDMBLQCVZSPVUDJRC,AL,1-237-109-9845,,6.0,5.0,95.0,717.0,2834693.0
OEG12906,,ANZOHPBNNPTVU,0.0,SLMYQAFPWNCUS,O,281076.0,W,OEGOKCUCAOWRZYH,,Ocfocutybsbmfwnaafad,CO,1-935-101-8600,Burger King Holdings,10.0,,34.0,716.0,1685067.0
jnq12907,Hbcsaijjvi,gtejhbkvbichdljzpimpgxzrshtbzrfmhxcialuhexshkocbcucrhuncvedoepduqhkru,2.0,Ejewfsrgpeplpubds,O,426651.0,M,jnqctrnnkmfe,,Jfklt,LA,1-682-792-9076,Dow Chemical,10.0,1.0,87.0,389.0,2001278.0
Xyl12908,Chcsk,ypxbefsxeyczbsjxystvgxovztbg,3.0,lbtqftybiosccnmgjettt,O,294444.0,D,Xylstjdqxirzjw,,LBVSJQUOUMFFNNLI,DC,1-948-440-4183,Corn Products International,5.0,2.0,61.0,375.0,158030.0
Whu12909,KSGYD,CYAIRNCKGQIHTENYZZKHVVWGLPGGIPQDQKLHNOQICWDNJYHQM,2.0,zcfdpnfwcdsyuoubt,O,312238.0,D,Whuqcxuxprfeabicttyuecukc,K,Xgqbrdzwvcqjjptm,WY,,Ryder System,1.0,4.0,69.0,643.0,645587.0
Osi12910,OTAEKWOPH,qcpadqeeppjuwotzxrcdhqolehzvkzykoxaijmmpmjtoisqmfhbxiejkarkgjrofzjdvfivvmlusbw,2.0,Beydyzj,O,395614.0,,Osifuocshxr,,Igstcnsha,NE,,Cracker Barrel Old Country,1.0,4.0,29.0,709.0,3303846.0
ved12911,wncyx,Nfrtvtxvvetbmsdndjpbaegrgneqsuvaldcxdfragndwxpokqoedpueyiafqzpvhjitgvqgie,2.0,YGWFDQMHGQLXGTFDPTTXJYHN,,348183.0,M,vedunhtmd,,ntbfepulqcmxnhge,New Brunswick,1-152-970-2092,Sempra Energy,8.0,0.0,19.0,417.0,3992394.0
Sxt12912,yxgjmxdyd,Dwfeyfjrnjfbpcxxqbhjnpmjavcjxbtlll,5.0,Yzuwmcwrsffsmz,O,151500.0,,Sxtummkudn,,Elihycmftlorirmuyxherrhfujldvjuxtbtrsxihji,RI,,KBR,4.0,2.0,79.0,738.0,1883321.0
KXL12913,rybjuqm,,0.0,Bhndciec,U,393951.0,U,KXLEBQCCWZLNEJLMPORWMLGJAMNBZ,W,DYDQEPXOEXPCUODKDUNPPYLMEWRKLOEHTOXPFDSTHPTNANRDXUWVPPQF,TN,1-525-095-5115,Mutual Life Insurance,1.0,2.0,68.0,532.0,1979953.0
ITR12914,gwlgjtagj,Egpqmoahejibfdvaftagleuoh,4.0,Yeiqhfqjdnrawlxry,O,172809.0,W,ITRERVEWZSKTJCWX,P,Umxztjbylogtjqxhordmrfpjpgnowzqeghrbqsoqzjkjkxjtxeqzrpvpcxmxjnfrujbjgvemryz,CO,1-017-683-7926,Cypress Semiconductor,6.0,0.0,63.0,378.0,2106811.0
ved12915,Msvpgbhjxm,Bkhjcmnxkwrkdebsumfkilbqcwya,,Mbhbydrxvuwmuveozna,O,271507.0,,vedimj,,Ijffbfspnfftvudjttyof,GA,1-689-643-7002,,0.0,5.0,81.0,521.0,1697289.0
Ezb12916,BNQHSAHGGCGH,Rhtailybspfoboswjyvttmcikjtdzrxsassbhcxgrqvqvsoxpgnxiysxpbgbyjnf,,Wwfmvrfvhimtcotpccfmvufpcjqmxn,O,458048.0,M,Ezbfpqnipascqdxtsvnsyfhtomxgkw,,prvna,ID,1-744-405-1009,Dover,10.0,2.0,31.0,564.0,3731713.0
WZY12917,Iwybnwvj,QJUNSAYAWMGJXOSVFYPRETTJLJNUQJHWAGIDUQOGQFLDHU,3.0,FSNHJEBHGYCVRDLTZPMT,O,,W,WZYYWIAMJRPTBCR,j,Svmtqwtyfsxxdmodsyzhtnjhncbjkffjgxgyskjcvbgtzsjxlghdkoxbwnoibgimmxdomnchzgv,MN,1-611-653-9466,Landstar System,7.0,2.0,25.0,743.0,2205560.0
Ahc12918,Zucbyraxuoo,Qrwndtcynmotodqdyxqperxgfdgbkvwhqjutybwss,3.0,HNSJN,O,56589.0,M,Ahckflcnxhinowhhhidcxunb,W,lzimxlfzkifhazmlfxkzti,HI,1-603-532-5403,Windstream,3.0,2.0,6.0,,153833.0
Qgq12919,asoyakxcyqf,Khlwu,3.0,Tkspqs,O,189061.0,S,Qgqbxvezobb,,Dpcqhjddvlmibmvrkopfmelhcathyeugywaifggkbmgspnkzqyabjpuchr,DE,1-379-775-3921,State Farm Insurance Cos.,,1.0,74.0,743.0,706701.0
bqu12920,Yvejlddpkz,Wturbqvv,4.0,Sprsxvrplrrycggihrmhxkoltz,O,200698.0,S,bqucenpwglsoghlpgglo,i,ammcjisxlcochvxzrgeeqftkhixammmmscekwkxhofnfplofqmitrifwnhlqzkblshyfieovqwrnmhl,Nova Scotia,1-721-747-4350,Pepsi Bottling,6.0,1.0,67.0,387.0,2109461.0
Fxr12921,Ejnkx,Jhceaddbrhjxfolefzxpvtcfcvyibfzgqbtqbzqvqwlguxjzlfynytrbefiohineg,1.0,Kswpjldigwjui,R,404701.0,M,Fxremaqxarnyasab,,Hlibyhdgqwxawhmggsfspowacga,SC,1-311-086-2501,J.C. Penney,,2.0,73.0,619.0,2781759.0
Vec12922,Avfkj,Fvnahxadjyldbukcfhgxhprnagddo,5.0,Byevsffkdzaoiqypdncyvwlapmo,U,493252.0,U,Veceobxicgyoescjpditkjbpwsbxsk,S,BCCEUQQWOJILYSJLRWKKSOFTVOODIMPWMAFOXWAXFYDORCPKNNYUDKDXZKCGRFFZETFICBMXEBC,British Columbia,1-130-534-3598,ABM Industries,4.0,3.0,4.0,589.0,3042666.0
CFZ12923,Hgamfng,Gjctqmbedglddexrfyxiqqwpdezzvfpbmqdxiqrhnmkndbjgtnxbpboebb,2.0,Lnhypgnsctpimdwmpftumdsxpco,R,434009.0,U,CFZEGIVQ,K,RVRWWQCJSDEJRYPFDJGFVNJBIUMNIGWAVWITETZZMWJUAEPKXVFEKPXAE,MA,1-118-210-6520,Home Depot,4.0,2.0,0.0,756.0,
khd12924,SRLFCVGAYZ,Rzqmefecovrknorjqxxcznxffbzk,2.0,Gloxwrcxxlecgeahgnnrvqyxisj,O,115238.0,U,khdobietxgoikcfbidwkig,,VFRYFDKTTAKMVQGZWOPSXKPFFMKFNGA,UT,1-894-284-8267,PSS World Medical,1.0,2.0,12.0,343.0,1809955.0
Kkv12925,LIUILCSRHUU,Ceuugeogrtpnjhlysqkcnkpcazbtdowzcpskogcv,4.0,yapqxvimt,U,347651.0,M,Kkvfmkfsrnsxh,,Bjncwfytodhvwetnllofjctbogdqqlvclqiif,Prince Edward Island,,Broadcom,9.0,1.0,11.0,531.0,2005513.0
DNU12926,tttcj,Vowcopuznvbcgievwsruhhjnimgjuprdtvokgpnnsztktsizlrrfmxrgybkmsuutcqoynydajrb,3.0,Ymtuvxcb,O,421320.0,U,DNUGCYRJIY,,FEYCPAEBCCUJQIOJGJYBGJJJGEIZ,TN,1-633-674-0165,RPM International,10.0,2.0,71.0,835.0,3538838.0
ytl12927,sogqz,getdlfoxjd,3.0,Rbaoqsaiajx,O,,U,ytlwuryxbcajupp,I,Mpetfishfvdrssvucruofkoxrlwywi,MN,1-842-758-9050,General Cable,7.0,5.0,69.0,573.0,2169037.0
Zvk12928,Mwhycfin,Vnixx,2.0,Qawxgjpxghf,U,333010.0,U,Zvkkhuqfejwtmnwln,s,EXZXZVUHKQEUWBHFSKLFSXUWNSWHLLF,MD,1-100-578-8282,Loews,9.0,,62.0,527.0,1129588.0
TSN12929,BWFYGP,BJFQLQIWOFOWZSIFMDUZPOHAMNAEPLTWSTNXR,3.0,faekutobasyf,O,33298.0,S,TSNASQJCGMK,o,Otttmeyeqfi,Newfoundland,1-248-506-3145,Convergys,2.0,2.0,77.0,655.0,3519121.0
Ukh12930,,dfhbjuwpagxnlonpvkricptapmzajincgljkoghveuofaiffsahfzlldfhavqxajwyqffmsqyz,4.0,RHKWRAVXKFTYVGBZTKDKP,O,22126.0,M,Ukhctmlkdrnrpbewsd,,Wscxw,NJ,1-852-980-0359,,10.0,0.0,94.0,371.0,3273956.0
Xmb12931,Eaaijc,Fwnobjwwruwhjiugqtdnbeyhxfrhdmuhsttx,0.0,cafcqjq,O,243340.0,M,Xmbqmfdrwskcjm,,COEDHFF,VT,1-637-221-6597,Public Storage,1.0,2.0,83.0,515.0,399680.0
UCH12932,ejpzurlcwrp,Zxaiukkt,2.0,krhrpjjqofwvazrr,O,409613.0,W,UCHSJFFGOZCIHOK,,Apwulmwwisuvvyuxxdtscyhcunpcomkofgdosxzluoe,AL,1-042-389-7044,,2.0,2.0,19.0,607.0,
Eus12933,Fosya,cewdvykmjekeaxvhabwstqazruioowmvxouufchl,,gddicrmqtlwapcfmegj,O,98275.0,M,Eusvoswtohoaeovjzsnfriswtwq,z,Wzifrblghdtmrkowxrvzbqnspsrdguub,TX,1-309-782-5670,Humana,8.0,2.0,91.0,514.0,1893686.0
Wsu12934,YLEFKTROP,Messojarduoqwdosjmedgllsekkioluky,5.0,Poxoydmwgfamdruxrv,O,61307.0,S,Wsuihmenrkjeqr,U,fnwlzgpmdorhoknscpfkpxwikqkxdvyvsthuaguftrvnciofw,FL,1-080-170-2761,Williams-Sonoma,6.0,3.0,5.0,833.0,116763.0
wri12935,Msfjojdpdfds,Pigagoluysqccsshvrswpedclgtqflx,1.0,ezejdsxkmt,O,211345.0,M,wriwhrhtbbovdlobok,N,yjojpveqssivijvefxmwfitqnoxxfxxegivkmjrtefazlpmfmbvt,VA,1-804-709-7578,Packaging Corp. of America,2.0,2.0,24.0,551.0,2964349.0
Lsw12936,CXLUNYP,,3.0,Zrxnihoiaaqcrcwaokmjti,O,93145.0,D,Lswhnbbcg,,nwumojmfsjiionkexqnztjcpjvteysgampknfd,MN,1-576-539-5336,Lender Processing Services,4.0,4.0,53.0,795.0,2091367.0
dlo12937,oqanoovzvjo,Cvvtrxhmtaqriknwwmljtmzonjgpkaoqchbytpujlvjroylwtufymiv,3.0,IZDYIFQZDDEQ,U,67362.0,M,dlonrjodml,U,TNECTLLHTZXUFKRWZWYVJEZPSCLDVNFLDETETNGJWECJRLPSJOUGXTCMFMIUQXRLEKBESXBMOJEYXQQ,AZ,1-290-922-8349,Southwestern Energy,8.0,3.0,48.0,461.0,760120.0
GSW12938,Wendq,Pdxlcbragkgwutfsjsngzeljmmemitmnlwubpojvdljawmuvzzypogvrgcnojgzkosno,3.0,rlfnr,O,96382.0,W,GSWIWSBAZXNPTKAXLQDCXEI,,Adbpnowyscnfcupwmrjxiigdrqxchptgytnlavggxvhbkdjshnpdqemrtcxrhbtcegauttyalcqwo,MO,1-786-235-4812,Urban Outfitters,8.0,,70.0,420.0,1569136.0
Bbm12939,CMDKHVGFDRKW,Tpudqqvkkicvosgnhsdtfhiucoqcfkmflfbfx,1.0,ogfgxpppyji,O,82956.0,M,Bbmvyollchmrlanrjioc,,nwjblegcfakkhobkwbkhryrwfuwbsleessdvclmnknroto,AL,1-062-318-0007,Hexion Specialty Chemicals,8.0,5.0,45.0,429.0,2839423.0
qtz12940,MJAEQ,VMEPFBJPUNMQMBUTSPEXIWO,0.0,AHCVDOIBDXNKVOLWAWR,R,122527.0,M,qtzav,P,Ixdpqvgwkcnknmbyjutpklbqoeatvmxtirhmeagkpkacqmthiimo,NC,1-162-329-0149,,10.0,4.0,73.0,416.0,2346788.0
Aok12941,fjdvhahhdho,Zbavctjmqknhssxqtiieujjecqzbbzctfblicfdhuipedobxwfqrnbghuomdcufstptpcde,4.0,JJTBZQYKOYXUJLGBSUIHQMFW,U,450662.0,M,Aokqvnt,,Iliquhgwcepfw,RI,1-345-867-6501,Discovery Communications,5.0,2.0,38.0,675.0,2699024.0
Jbc12942,xjpokfbe,ierwmawpkobjgziupkubcuhpnhpdm,4.0,JADDCUBSMQKO,R,300946.0,U,Jbcjulswwqseudlndzjeeedqzpz,t,hkflumwdbhmtxdfzdyrmpkoqkhumnvbofprlutekjbtljzlzpcowakziacnjn,New Brunswick,1-102-465-3917,Wyndham Worldwide,5.0,,50.0,346.0,2122126.0
bjs12943,chsoaiuuy,Fwusdqtxabuqtqrnmvdlkhur,1.0,LVZNKYSHAXHSEXYBQW,O,298868.0,U,bjsjtis,G,,SC,1-375-609-1974,MetLife,10.0,3.0,90.0,590.0,2363286.0
TZP12944,Lmncn,Ivfntnsckyfwnvvelyyzvvotfopsoqabndmjvpjhsypbtxmctrjfrrzwujxrxwzlztcprqwuw,1.0,Fwbflvnslnvhdcvr,,237893.0,S,TZPQAZYRVBEELGVVEEW,K,kwerqg,DC,1-435-813-7327,Watson Wyatt Worldwide,4.0,0.0,0.0,720.0,1896146.0
IFD12945,Oqtyt,Kyurckjbkwvszbasklwlhpjnxrumarsngfabfapwcmvjlxbpijcoxqkbccaofkvh,3.0,ughtcpfniioqrlwft,U,484767.0,M,IFDRNHGQDMECSOYR,,Hvcinufruehiaaqvjlbzchqciwbiwwetjlpmkmwtslugajypvqqvnyfynymyulbfpx,KY,1-334-808-3558,NBTY,4.0,1.0,82.0,529.0,2784382.0
gcg12946,Cxpxkndl,Fhozgiaaijufbsliuksduhpkvzjdt,1.0,Onljwhqpxnjfojmnylptlidlblewtl,R,130733.0,D,gcghsjxnqrtr,,YSFFWGXCHYQ,British Columbia,1-500-774-8867,Terex,7.0,1.0,70.0,365.0,74910.0
Wxf12947,Drtga,CJEOXMFITISLEBRQIGJCWBXYYATWJPPISEZPIHFJLQUCKUGHXRAVDJOKBPIKTXXAQGAGHMSMQCIKNID,0.0,Sjqtrn,U,52973.0,S,Wxfuokzcy,r,,KY,1-758-994-6329,Fiserv,2.0,1.0,74.0,471.0,3370744.0
wfe12948,RCINEFGLTBS,Hsurukppmxxnv,4.0,Ovhkemu,O,462733.0,W,wferkgu,r,nkkgeprwtgsulnmcobhojdcyhqpdahrlahgiuno,Prince Edward Island,1-261-381-1558,Avnet,2.0,3.0,88.0,684.0,1531190.0
Scz12949,RIUBNNOE,Vhscwqhfja,5.0,BJYXJUARJJXWBK,O,434933.0,M,Sczsickpugtvolpxeljscoihvscr,W,Vnobpolnsdbxorexj,MS,1-255-431-2977,Perrigo,6.0,4.0,9.0,687.0,3677887.0
Dwb12950,avlyqk,Zzoqcaubttjvqbpcijejvzkfxumenpfmkbbrooyirwgolhbjqoyrxgjifgblsuwkcrbru,1.0,Omnmvczp,O,47346.0,S,Dwbbrnlgjbeutwriwvk,,Ggskeqjmwbrtulvlnsscifdkagrvxgzuloncfjuimojuxfgmziegnvrbpgt,TX,1-039-278-3504,Hasbro,9.0,2.0,11.0,804.0,643348.0
Tgr12951,JBOEMG,VNJNYWHPRJISJBPVXGPWIBQPYGKHPKKIBHDAJJPKTTBIJGPZ,0.0,ewxyidgtzneyb,O,352920.0,S,Tgrwugsbatuxkesap,,Kbfulxnkmmxfbxfl,DC,1-295-371-4309,,3.0,2.0,6.0,516.0,3493939.0
ITE12952,Fxatbjp,Sbvaluvtzyvjzgosnskrokexftsvhsomspqlppcdtmufqlavmfqpkmcjxpomwbttcesd,,Xrwwpdngssmxptan,R,333760.0,U,ITEBFVPJBPGREPJHCTQLLI,,FQFHFMNTSZNPAVIGPRAMRSZCUSAHKJLDBMIDNVYPKERWFL,AZ,1-283-100-7964,Fifth Third Bancorp,7.0,0.0,54.0,730.0,3019304.0
Obd12953,Zuyxy,ygpxruvuxvebofkicd,2.0,jpalor,R,27754.0,W,Obdoo,,otnraqbsnkubtsskjfjjkvofjqfsfufoeldmnhmdxedjogsqyvkxcelsdpeid,ND,1-277-466-0824,Bucyrus International,8.0,,15.0,576.0,586011.0
HCB12954,epcplp,JGJZRYLLCEVJZBRIRXMWACKDKBDIILGEXTXAZEEWAXCAHRZYQFVJB,2.0,VCYPPLUSHZBITTEVSIZNDDHB,O,108174.0,U,HCBTJSNVQUUPWXXFBMPOQBYLWQ,S,Erfnygvdzjcsifwuwcmquwfdvzxzwascsjklalqdbjypqnmxofgqkmbner,DC,1-005-752-9212,El Paso,8.0,2.0,,489.0,802845.0
oxt12955,Tjhwqdpal,FPYCWLIEOMT,1.0,Jldaqkrnfjigobdakqrzhgqutrsxt,O,429901.0,W,oxtkasjljjmr,,Pkojrknhhrggnwhxtqvtddrowkkorwtosgbxedah,CO,1-962-167-1854,Express Scripts,1.0,5.0,84.0,538.0,1433551.0
Qpu12956,Nugolkg,cimgtpedvtdwlcvptytlcrthjpqmvymuisdnoixylmnpfesewigjxyopsouxikwemblyvfkozzud,2.0,nohlkslb,O,367961.0,,Qpuvxwqwdvvfddnoqu,,cjevckvoslttsozsxmofhlqcgtzrmcirpvwygmsblhapocjvfgagplwgtdphvwesenlhmcahuvgbcb,CT,1-646-266-0198,Thomas & Betts,3.0,5.0,,622.0,
ukw12957,Njarkfxns,FWRGULMYNEEXNKTOZIUYGKBYSLOSINMJJIXUHPKUDEF,3.0,jawmlltsjr,R,494340.0,M,ukwegzjexedburaswqqguplxr,S,JCTUKNKQLOAKFUWKGGJGTBFALDOQGXMCTLEOMBHUHKWSMOOPUG,MS,1-793-387-5274,Boston Scientific,7.0,1.0,62.0,565.0,1433313.0
OPN12958,jfrpgf,gjjxhjckogueveyyfiinmbiufnsofglqxuvgz,5.0,Dqmgoxwsfbsffkie,O,360369.0,S,OPNPIITXXECVVP,,Kuitadsojohwwjzxxfxj,OR,1-176-984-8784,Southern Union,4.0,2.0,52.0,375.0,1692795.0
CWS12959,isileit,Ddwvdhnqhgpygxmqgzpdcyotsitoyaualcesscshkkztvw,2.0,Xztsfuab,O,53101.0,S,CWSCIUCGWY,,Xsqfocbimdazaleltmztwawyukdkxdtisfmbawuoeqgkoqpevtfo,Nova Scotia,1-894-351-8665,Whole Foods Market,,,29.0,409.0,990708.0
Qdr12960,Adfju,,5.0,Jxesmwnew,O,249920.0,S,Qdrainvobhmtdiucoepdopizzgta,,Jgkcujwlqrzjubvbmplcjtqhhviskbczc,OK,1-012-326-6684,Wendy's/Arby's Group,7.0,3.0,25.0,790.0,1593764.0
WBX12961,lgzucbqucngs,NFTTWI,0.0,FHDZDGLXQF,O,203268.0,U,WBXRT,,CWENPQEHZAKZDTRSGURPDNXPXATCIIMFRMXVNFULFWUICQQIPOZWWJANGDOJ,Saskatchewan,1-505-953-0914,El Paso,10.0,2.0,23.0,406.0,1058780.0
Ehc12962,Gywjukoqjr,,1.0,Ictpbmscggulougxpj,O,425291.0,M,Ehcqrelpixqyq,,,OR,1-460-098-1043,AbitibiBowater,1.0,3.0,27.0,,1154060.0
moh12963,Qxompvphmehs,TSNJNLNVXKDKXVKXGMSDYXZNQBVHCUCCQIO,5.0,Rakucapxrakheh,U,437555.0,D,mohdrgibpbtdhrmnsx,D,Xmvubxqwryryheeaybsysrjtuwqfcjsdhubhztotsnjzmepotifnjvdeadz,ND,1-056-834-3457,Manpower,0.0,0.0,65.0,436.0,
siq12964,Eeozodwp,HIPAMVONAIOVILNABCKTBNWIADEWUDIQDNHMQCQXULOINPULTPDXCOEMEOIUFTULGTXD,3.0,Iipfsyababs,O,73522.0,D,siqorirpl,,XMWGHCRQCLDRICQD,Newfoundland,1-542-099-3250,Blockbuster,8.0,3.0,4.0,368.0,
Qbs12965,,Aepjvgkiyctanajxxxnfiinigciepaqqubwdsdfiaodfeqeckrxmbjfxpqstmspdaxbophhhditrea,0.0,jiqogxagiffvvbggabjw,O,53230.0,W,Qbsoexapvp,a,Gwkwzhklbyqcpbauxdpqcqymborrvqzlpewsbxmvyuxs,DC,1-029-932-5639,HCC Insurance Holdings,1.0,4.0,7.0,527.0,
Mhl12966,Nbzephxr,Ptroilxyqskslnwbuxrjunrfhbld,2.0,Lycpvqgsgtqinulazbkbygulvmnle,O,149341.0,S,Mhlhbuavvbwocjrkgjqcppkovy,,ONIPZJXIQBAGRRGSHWJIYUXZSRNLIRKHAXDPBWPPQLHSRSWHTEWGBVM,New Brunswick,1-344-601-4669,Cigna,9.0,3.0,34.0,581.0,3211100.0
Lwy12967,,QWPAOOQAPGVTHBAQVLITMZQTUULQDDXLRSVFNTJGJIACIWLEXARVUTEFCZDMEFFGPERBRKSLNXQLD,3.0,XFOQSFWZRZCUFLPGOO,O,296257.0,D,Lwyalqxywviwwcu,D,YOYGZPFXEYPXMBSKT,FL,1-318-559-2788,Hanesbrands,8.0,0.0,74.0,348.0,807829.0
FXC12968,Shjqs,Dxwkkovjhcvqtkqoddkunyryepxhok,1.0,Ppqbpmmsgmvjvke,R,,U,FXCPHWOTKQ,H,NFQMMO,HI,1-781-941-2810,Harrah's Entertainment,0.0,0.0,100.0,534.0,3353782.0
mie12969,PRXNNBLV,RJSHOCRHTTHWIJBHUOACLHBMEQKWHPPOFVJSOMWCISLIRTOZFIIOHDPNUQFQUDKADIPQMDHQI,1.0,Stqeeh,,359117.0,S,miegvvvkvdokckrlhs,,ZVJZSLDFOHVSXTQGKWYIRHEXMFLUPOQDVMHVQXXOJZSWQEPKMGPRJDFCCDYRQMGRDEXMEUWAZRPJB,Saskatchewan,1-900-378-3286,UGI,3.0,5.0,41.0,721.0,2039335.0
Aeo12970,jaapbpkvg,Vljbieoaehlfugxnsbeerdexucbhgvizlgeivogkxdesirhtkuuhmkbhelgsnzhmzozvqeonazqlfvc,5.0,Vnryomagwxuektxbkrqdqzqhnq,O,355467.0,S,Aeosn,,Dqfcjwbwmtbhcvschotbwzmfquqdinfaniuefxvpqz,AL,1-719-663-5778,Mueller Industries,2.0,3.0,57.0,711.0,3519024.0
Sds12971,pextwb,SSRONIZRYCUYJKWPWCFWLKAXTOLJXDCDCK,2.0,RTONUORW,R,101794.0,,Sdstbpwblghpxnabwclrsn,,Iiyrockdnzmltxbxmbptjycjnhogfurrvpylypyemumlvwobww,NH,1-166-758-3590,Procter & Gamble,5.0,0.0,25.0,361.0,1643613.0
Tcc12972,ycxjdbowoq,Dubknkjgoeorkdynanhgluuunvubacalaihedrkaycynrtxuxifrggtqoqhvpgkjydk,5.0,BXXNJRKONNCXYEMKWUDXOIWAUB,R,122069.0,M,Tccdzbsqoppldsrgbmnpjcwzsiuiq,m,Dekujdbautsfifjfkidrpgwbdps,OH,1-855-533-2134,Schering-Plough,5.0,3.0,32.0,556.0,3642526.0
Nul12973,YNJOBJDP,jmbsysoycyuterhsllsahezldwoylmjllfhzjrncffqbkldeifykqbeimpop,3.0,sqjupgjt,U,289600.0,U,Nulvd,,GVXTICIWHBJHUCNEMDVCOWAI,TX,1-046-365-5185,MPS Group,4.0,5.0,34.0,694.0,3848333.0
mld12974,NAIKML,JNRPHWRLQSKJATY,1.0,CILKLHAK,O,316362.0,M,mldll,L,dlcmrwgpoalosvdptzisk,WA,1-698-630-9903,Vishay Intertechnology,8.0,5.0,73.0,771.0,1248191.0
FUB12975,dwbieds,Qxynghvijcmyokujreyqaeumpikutgcfmpfgqxtjwtgdjybsvqesyoddqnhcrgfjegpkroni,1.0,KFFYPQSLLFTQHVFDILZAXU,O,165765.0,S,FUBKTARJILPXIINKXP,,Ghjyboahdijwe,WA,1-426-274-0160,Brink's,7.0,1.0,9.0,631.0,1740453.0
rmy12976,Ezvkykwevm,IYEFQ,5.0,TVBVRYMPBNKQZAYXXRSMQ,R,276856.0,M,rmygkstzujxrqwjqz,,Iytidxhtsqglvzpqgbnnoiybmvvrkca,GA,,Domtar,10.0,4.0,49.0,358.0,3627141.0
HUD12977,Sidrqbasi,iujwmevbxuvgjuadtzshdaxjxmboaodesjkrevdsbjwgjzjeqgaszcqwtuowpdccqt,2.0,rtutlbnhotmrdgvutbhqz,O,369078.0,M,HUDBZYCOKONTJQONMPUTPJOQZ,e,smmuduyqhpmrngfjchcjfvsvdqskaqmvgpdnihkmldyftguvqy,Nova Scotia,1-664-771-5171,TECO Energy,1.0,1.0,63.0,775.0,3193939.0
Bnt12978,ecdiyyesn,Bywuvikx,0.0,UVBXLPKDHMRTNNISKMRXIXH,O,263097.0,S,Bntdeyhyihhyda,,GMRZBJYOVTQVMIKLFKAARPJVBVSLRIOQAAQICGTGIJCUFHDSYJUCGEHXFJVBLPWBQB,MO,1-953-791-2195,Rockwell Automation,8.0,3.0,10.0,693.0,3067360.0
Tea12979,atujsvx,Vlzaagriuhtttpixzr,0.0,lenbexbkktndbhqfflpvhlrrnynvcm,R,100373.0,S,Teatpnfhqnyrcxqketzxhgubrc,,yqgfylfjjhppsyzgpgobznonkljdpmyecekysxdttciidozqxnnwbhzencdobvfuzpdicmkghukpavgc,Alberta,1-886-108-8646,Armstrong World Industries,4.0,4.0,27.0,334.0,1991942.0
kui12980,Utayzmj,Xoadrbihqveuqakbckn,3.0,rcnoebqksqlczfpzjinttrzok,R,76576.0,D,kuigwmjltvtcyauvqqpfzzgesq,,ntfrupphujvtbnpbguedtzvecvaujpzypjuyevs,NJ,1-649-888-0155,NewPage Holding,6.0,3.0,79.0,,1113648.0
Ljh12981,LPCONAJAJK,VQQFALEGKPAPWGADZXRRDKSDQKFQYXKBBCNQOIPULIRLUPVUNTRXOQB,3.0,Bulgahknvoyzdvcay,O,423355.0,S,Ljhyypp,d,Bwtekvharyurdycuoewsfomlfaiixsvhzcdazbjcogjpawfraowz,VA,1-538-098-2224,National Semiconductor,3.0,1.0,69.0,529.0,3863633.0
Gdl12982,Zykylshl,Jmydhddtkcvifyavnaxkwzrocjjnpdtgiyfbolhctdeviuc,,MIUMTUVLVISJYFJCJBUE,R,228583.0,M,Gdlwaujtmdrpvmghrbtmle,,LNSDXAEVCCZOBKEEOIEIRFALLNCMQNUCTKXCTYLGESKFMV,Nova Scotia,1-924-046-4615,MPS Group,4.0,,44.0,544.0,284501.0
