FirstName,NumberChildren,LastName,CreditRating,AddressLine1,NumberCars,MaritalStatus,OwnOrRentFlag,State,AddressLine2,NumberCreditCards,City,Employer,Gender,MiddleInitial,Phone,Age,AgencyID,PostalCode,Income,Country,NetWorth
Qsrvvoggfpcpakyogfstpnvysmxmea,5.0,Hzzkczqwgjhwif,602.0,BJXEEJIXKOWVOMTIHYTZONTSXLHBQIVZELZXOJXPESSNE,5.0,M,R,RI,gkuqnzogklgbuudblknlhxyyjaqxpfwwoowepoeonynxzykwmwtxlrfmqstdjpdoipsinuk,7.0,Brownsville,American Eagle Outfitters,f,,1-170-358-2185,,Hzz7369,Zcxqzn,496176.0,United States of America,803069.0
OSDHBN,2.0,IMHYJQTBXEPSSAFM,432.0,HUBPNAIFYQEKMBRIERFJPIAK,1.0,M,U,FL,Upqjcfaumuwbp,1.0,El Monte,United Technologies,,,1-814-411-2810,6.0,IMH7370,RKTWTIHZ,243301.0,United States of America,1486463.0
Zoyagtwvyylj,5.0,Juvnnvu,592.0,ujwdmzdxszrzkutbgqssmxgqydfeiniohmgrijwvuda,3.0,W,O,HI,Uelzofrqoqffclfgjkssngrfwmacerneeflckjdimlxbzbnzzpcfdvgmimxrbfkcdlnvkkvcw,3.0,Jackson,Cliffs Natural Resources,,X,1-838-655-9509,21.0,Juv7371,HMUESZRKDI,343492.0,,37755.0
zyjbcpjkxnil,4.0,wpswpdsuavhifbrlflkfhsw,810.0,IWDBOFRJPZVIIDVHUDDGBZSBJYPCKWDBJPP,,,O,MD,Cwntchgfpqfdmbferewaqmgdsqqtozvbokzhqlrcnwwwhgqbmxiucabhrdhq,6.0,Oklahoma City,American International Group,,H,1-997-486-5353,10.0,wps7372,zxflz,176051.0,United States of America,3376136.0
iyentetrbekjoqvykaat,0.0,EQSHAWVULJNOKRZSIGI,383.0,Hgqcwlblxssqrvjlycpgtsqkwzxbmfkbjlwnucrkjilbugkqzcfkancqymda,5.0,M,O,WV,QQQVBOMPWHSDUZHQOMXJUSKJLTEWLHQOIZCEUVICNXRYHXGFYUBTOUFWXYOSDYRAUJDNTAIU,8.0,Newark,DirecTV Group,,l,1-576-466-7583,0.0,EQS7373,,91501.0,United States of America,2546611.0
Edrtopxilojvuxcp,2.0,QGXRNETBNXFYEVPITQYYONYPC,600.0,tarirosvravbshjiwxataaeywlqoergvrcwr,0.0,D,O,MD,RSSMETFZPIUAENWSMNGGWXKFIID,10.0,New Haven,Bank of America Corp.,,,1-265-716-2261,9.0,QGX7374,UXONXBLNTNKX,88927.0,United States of America,2616643.0
RDGWTNRJNBJIGNRU,4.0,RLDDFNZFNNHIJBUBZR,580.0,Exuaebgsfycumiameunqgwou,3.0,U,O,ID,Hesdnwhibkuhchhnjiufhc,7.0,Lewiston,Charter Communications,f,,1-902-164-5685,98.0,RLD7375,Xeicyowf,273270.0,United States of America,162508.0
CLAONWQJHY,5.0,Bnrqajmduvwxb,383.0,,0.0,M,R,NC,ELHURWXDSCILJEJVGQLSOWAKHHEOU,3.0,Tempe,Itron,,z,1-137-629-1930,26.0,Bnr7376,Bccqiwk,,United States of America,3612856.0
rcmbvwcchuxubpbozecxjqio,,Rktdvilzxrl,581.0,HKVVGYSOTTNIYTMXFWBLXNBKSJAMRGXODWAEITVFP,4.0,M,O,ID,Urfqspegxyljzgnezwpzoikuxjmvelrcgihbzqgjuunoncdxviubwhclvkcxvbwxesmctkxpcxjcppwj,5.0,Irvine,BMC Software,,,1-847-339-5068,95.0,Rkt7377,Drpqasxbakd,127180.0,United States of America,2027039.0
hkflbolm,3.0,ALVUWPVDXPNFLDZBOYOAO,850.0,Elefgvwasfoogntjw,0.0,M,O,WI,qbhjvrippdg,5.0,Hampton,Dresser-Rand Group,m,b,1-836-641-0519,25.0,ALV7378,EEXTBEOORZ,116484.0,Canada,2741098.0
KHLVSJXUXQ,5.0,Ghhennsxtetjnkklldmsxtrwg,737.0,ABTOUAVGPBHJHJTWRONTJQOMKKUNFXLSSVSLIHIBBCLATDXMDDIA,2.0,M,O,VT,Iidulz,3.0,Salem,Lam Research,M,i,1-649-029-9865,99.0,Ghh7379,,484812.0,United States of America,
gkgjyqpejwhjlwkyhbijo,0.0,Sssyukxdwwiybotbvzm,343.0,Rcucmpctc,5.0,M,R,Alberta,QBUBUDAUHIMSBWHNWFHWOLGOAUOKCCNTYFTMHUXIAFBKMZDUXQRXHWQQNOFSRUEI,5.0,Stamford,Modine Manufacturing,,X,1-007-234-4876,70.0,Sss7380,XSEPIUFLE,,United States of America,897754.0
Cuizluprry,1.0,aicjvnfhntyyhohsetn,575.0,crjedjiuhw,1.0,W,,OH,Vfnitfdlyaaxmpmvppigomrr,6.0,Dayton,Catalyst Health Solutions,M,L,1-960-341-2572,55.0,aic7381,jldpw,174113.0,United States of America,3359299.0
Fyzelvwpk,0.0,Udjgjpuhvzvoayxeesmfqwh,367.0,GMUYIMTRQKQMDDWLS,4.0,U,U,CA,UEUSASCDDKTSLCBOEVGOGYILFVXJHKZQGCCNJESDRHYPWRSAEVNNDCVMZLSFXECFYLDUJKN,2.0,Gary,Sherwin-Williams,F,,1-701-349-8651,4.0,Udj7382,nehgjesd,496504.0,United States of America,3096389.0
NXKDHIONQSXCRKLQIGFGMKGUJBHIAI,4.0,avjpnze,771.0,Gfvxpesfnafsodhbzpouqloojmjvnlbwgylhfzxghjcujsmvjfhpfefdoixamvcccfml,5.0,S,O,OH,Wawixwkkfkjpaojajedeacd,0.0,Spokane,United Stationers,M,W,1-130-598-0452,51.0,avj7383,Qnwcubkeuc,393921.0,United States of America,251066.0
nthffhxptvgccmsyvzq,2.0,Phwnyjwxyxstcetumk,534.0,PKCGWOLAHCTQKHSQRZSTNPYXKWWJYRPLCBSYMLFKYTJNGHOOAVRSIFYBMUKDHX,2.0,S,R,OH,Kmeneqsxxgiimgtutpjspypolmsoqswgoolqpbyyjvumalxgbkrlxtoqqlumngvbo,3.0,Pasadena,Virgin Media,,,1-725-962-7637,97.0,Phw7384,iglbfjzgo,483730.0,Canada,443462.0
Lxnoa,2.0,ujqhddbvvqoncibc,534.0,Rfssiayfwvkvwnucjaruttun,2.0,S,,WI,Trpqurbpoijtzlnjexgptjqgmmqgukvvzxkpezamyabbnj,9.0,Durham,ProLogis,,M,1-953-952-2687,87.0,ujq7385,Rikxkfuyyt,,United States of America,1228161.0
Bjnojklwectspqcdusclqskpghjrs,1.0,Tljetqdlp,481.0,cysdywitotniyjupzpitfirswaxqunao,4.0,U,O,Quebec,Echwbaebdwvnwgfodncpvpzphcjebbhpqvbsakrsfytdefxwxmflrjldp,1.0,Fontana,Lear,,s,1-989-640-6035,64.0,Tlj7386,ymksilggut,174675.0,United States of America,1984675.0
Mhxyaeumi,4.0,Gmqsiregoyxsxwxhoeoylyxnolac,609.0,qmfnfdzrdkwlwvrzhucilmswswnmirjdrafokneuwgrluqklgpuwss,2.0,U,O,WY,OPOVRXADBUFNESATMZLWHVAPCVIMWONNINJEDRPVLTWFDJBXNVIMCOMYYAVQJQXMC,5.0,Long Beach,Boise Cascade Holdings,m,,1-707-782-7133,85.0,Gmq7387,zjdqposnccz,198273.0,United States of America,2500442.0
Wceixamirldkwfokpfrdpofutmsgcu,5.0,Axuhudlukjfmayimtpvuybxcizv,795.0,LQYLSHPJCUK,2.0,M,O,HI,ivhtjcykotqfpsbjlxggqrujxwnnglbedqn,1.0,St. Paul,AGL Resources,M,,1-709-149-0007,0.0,Axu7388,Gwbomjkzvc,474105.0,United States of America,1082435.0
ORGPEOJWROEOTSFPKHSQRMFL,1.0,slvcnuyibgodcmgpknedi,817.0,Jvgbzeejygwnfsukkucemmikzvdevzchxhjxxtceta,5.0,M,O,IL,,8.0,Washington,Mylan,,,1-250-422-1215,,slv7389,KPURBPXA,30830.0,United States of America,3584410.0
JVLCJLZRQTXVS,4.0,Wvpnvlsrlcylfxcqydjhz,688.0,Hcianuarwpgnlywjbwljeyxbwxriggucnnlufxqoobbrakxmuhumcbeggkmtbaskplaxwllguxdun,0.0,M,O,MT,bqiwuulvmikjsajcqrsjilipfpvwurjqiwpecwzeqhxufa,9.0,New Orleans,Lennar,,W,1-350-507-9531,60.0,Wvp7390,Hwssa,420450.0,United States of America,2049719.0
SHJVOSTFAAHCCVWKYSRIPIRZTL,1.0,Njjjwjlopyhrduruhwrij,421.0,Cslnegwfzmcjwzawbzlrqsvnxjhsfgafqrzforxolmrfwfmhdhesvdcvhkdmrblwgm,,,R,OK,Alkdxqxunrdrwnrdklasapvhxttpwvxdmzlqb,3.0,Irving,,,,1-166-958-2960,10.0,Njj7391,Kedkvwcf,1498.0,Canada,1488299.0
MEOZNAQWNQLDPU,2.0,lkoxpdn,782.0,cctpjsvzrddt,5.0,D,O,Saskatchewan,ugbddgvwfwgrjioezculvtitexxnvtgqhzndruewupfun,0.0,Manchester,Marathon Oil,,a,1-829-156-7142,7.0,lko7392,OCCUB,415613.0,United States of America,255663.0
Psztvkvychpwxzjpzjcwmcgvmox,3.0,ezvutlamlreanpgbg,330.0,eizocueoszktxvabtwplrnwihxoxbjwrlxyhkbxosndyhaaxncpuvrkrfqlzkgkgnovdgzemwakljrnv,1.0,M,O,MD,vflixcfyolavyzscu,0.0,Hamilton,AT&T,,,1-913-763-5041,7.0,ezv7393,lhtszqwisxzx,403284.0,United States of America,
Qcrapyzcuzxtdgjptuxle,1.0,Jokfdhw,582.0,Baxqgfdc,2.0,M,O,GA,zvfxblebmlntbitwwuqhrtkfzmwqllbcjtjt,5.0,Fort Worth,Tellabs,,a,1-950-087-7180,22.0,Jok7394,DLPFMLHM,386167.0,United States of America,3070659.0
Psdwglx,2.0,Vzxqwl,323.0,Dpfvtpthktbzttvjqezlldeqcvycxnzmbgfzdntnt,5.0,M,O,PA,Jqvnftguiaznhvqscavbduisxychtoznswkpdjyejivwwrcda,10.0,Amarillo,J.B. Hunt Transport Services,,t,1-561-613-6765,12.0,Vzx7395,obktchnuzr,292639.0,United States of America,3824946.0
lfqayf,1.0,ZFECGFUOAAOADNXD,744.0,Atgdmccfnogolporiwzplztlqicixyyauquxiljruntkzhhbdobkfxdqeulseajkqnhlsobjmzu,1.0,M,O,AK,,1.0,Mesa,Sanderson Farms,M,,1-653-425-5379,40.0,ZFE7396,NKNPSNEILRIS,172418.0,Canada,2906540.0
Btuuxvalqwwdobqcdhrfqxk,2.0,Sqlhygkqqngadjgzdtkpijafzrs,813.0,Linppgsemiumhhornfsyjuedkyqhsfyuduktqhziojqvopezvmhmwosdhe,5.0,,U,Ontario,Zhqkaueqazrgzbwjlzerdivhyiqiqjnipygdkirdhwlsgrkocrivxjtnc,0.0,Houston,Northern Trust Corp.,,Q,1-407-348-0391,60.0,Sql7397,jkopdlus,354308.0,United States of America,
Pjhbkbhetakktfdhlqpwsggotxcmv,4.0,ljswzfwkpcbnc,606.0,QCIAPNOEBQSWZOETVXWOFZRBOOCHSXDXSDVO,1.0,M,O,VT,LDWKGDAWGRKCAGLCXYMXBEVQRJQZJMPCL,5.0,Iqaluit,YRC Worldwide,F,,1-299-903-7350,81.0,ljs7398,Ilwgsh,217802.0,United States of America,698307.0
Ogltgnrcnnn,1.0,Zzmbsqrqocp,453.0,LNJPWEMHADNPNEUILCETZOHDMTLDKYE,5.0,M,U,AK,Ojhetrrdcgchbxuxrcgexwhtglinbepqglzzfviynchkliggrqsdkbsrarskr,0.0,Rockford,Jones Lang LaSalle,M,,1-873-736-6567,10.0,Zzm7399,sxtcznlr,146200.0,United States of America,2301266.0
Gfgoiexhinjvmupbrlidnruh,5.0,osxkq,833.0,Hnthjhguvsaviauicintamlgevpggdb,4.0,W,O,NJ,Pivyibaxwypaeqxnpvrhnafrkdhxcoexydnarqrymbbyxjamqoebvgixfpztafzwzborhwtfnbobhhpr,1.0,Mount Pearl,Omnicom Group,f,,1-367-827-4513,11.0,osx7400,OPHFZRWLBZNH,45892.0,United States of America,3075663.0
Qmjgjerojbnbcsqmbaodtautqaeb,1.0,Vwutbkowqxbrnbobpstfjeorozqdgs,376.0,Zuyxtd,2.0,D,O,NH,Lfbrbziaoxrgytgv,5.0,Salem,El Paso,,,1-894-365-0931,95.0,Vwu7401,Nqbcmuvhb,309314.0,United States of America,272387.0
JTBSUCG,0.0,Abppxigcwfapkkhcvsynl,538.0,Vwqvjhgq,2.0,M,R,Saskatchewan,HOGMHYYMAVRJCVZARFC,5.0,Miami,Consol Energy,F,N,1-281-417-8267,8.0,Abp7402,Pgmqop,370046.0,United States of America,118864.0
FCCRLACRASQGZBWNCWNKJIIGSAM,4.0,WBMJEFRWHAAFY,705.0,mgthgkjvghvbdwsvthllaverxhhalrafhmlaorziojaesnnqwzuyha,2.0,,O,KY,Qifsrlnbgfwrwhjooscppqmfnqwtlggyz,6.0,Simi Valley,Western Refining,,,1-037-570-9352,7.0,WBM7403,Elgofgnggf,10429.0,United States of America,1005467.0
Fbotdbyxnobkjpynoawlwqkdlfle,0.0,RPFOMZNNSFSCCSQPMBXDVIXPKIJQ,314.0,Mhvtvfredfyvellttiiblgmrvyvqqmofavikkaial,3.0,M,O,CT,Xfblutg,2.0,Thousand Oaks,Frontier Oil,F,,1-241-002-5421,22.0,RPF7404,OBTME,46849.0,Canada,1297042.0
Tckadysujwqpbamccritatwv,5.0,wmevagwmkmcadjnwt,402.0,wwnflbjqrjvhimgidrenlyzixohkxyhqqg,2.0,W,O,IL,EKRYEIODBYPDL,0.0,Moreno Valley,Hill-Rom Holdings,,,1-482-688-6524,85.0,wme7405,,,United States of America,1411144.0
Psyvqjbykkkgw,3.0,AZIMNBWWTIXXTUXIKYUPG,591.0,surhehbepjknfipcnhjcyabkb,0.0,S,O,Newfoundland,Udgmktoitdytzcxcezidqevtqsbjpzmnmqzvsxvd,4.0,Simi Valley,Automatic Data Processing,,F,1-416-824-3772,9.0,AZI7406,qyjqfpkyicb,307198.0,United States of America,1032902.0
akfrxhlgdbysp,5.0,Hxehppiyu,598.0,Fvmskbmvgdgcwabjyqjquonigaxycluljitfqjnagbmynsfahudnrueeofkfikvnplfeuigbepfmmrim,0.0,U,O,Alberta,gutnrudorxpwajwnzbog,6.0,Nashua,Ferro,,T,1-144-011-8528,52.0,Hxe7407,Ucmmmwfo,271040.0,United States of America,2127373.0
Vwvagrgngrolqdagjir,2.0,Wwsmipckveothzfqtzkbjplibl,541.0,HBUENIRYVVGBJZOOPODTSICLSZSFFRAVPJYLIXQNTYLDYYSASZQJVAPLRIMUFZQTMJGFRPHPGCGPQT,1.0,M,O,WA,Lchztucvhjpwgstrqbxfwdoqfykngreyqcckgxqv,6.0,Henderson,Molina Healthcare,F,,1-257-084-2687,49.0,Wws7408,muotqqhyo,426800.0,United States of America,1244998.0
Mgoxbmdvnyol,1.0,Qufqqokwqm,417.0,Iksglhchsawltzulcoqovkxahjksoxfesktrerc,1.0,S,U,MO,GOHFZGFHNYUEFGFMSADMHDWZN,1.0,Sydney,eBay,F,,1-567-038-8613,62.0,Quf7409,GNFPXMUCSK,327407.0,United States of America,3426028.0
wzyvxpylinb,3.0,Fceiac,658.0,Kplifdglhtxhcreigqwsaajekebgolqomeeuqwmxngmbhhg,2.0,,R,HI,wbsjinojalmjvwtmxychwgqsjggotiskgkepwrfgrrckxfktkwrvunelppsiz,0.0,Providence,IMS Health,f,,1-478-221-0175,75.0,Fce7410,ditkwufjg,87300.0,United States of America,1444650.0
pufyzrorpqbegamfqpshekuwveuhg,4.0,Xapajvhiafqdutlptvmqahsirzw,419.0,WQVEOJIWIBCSZEBVBUCCC,5.0,M,U,NV,Pbeiqvsdbnbnctcfqhrshctaqkrimmhjvxgucfuwqjywdegfd,10.0,Virginia Beach,Polaris Industries,M,,,58.0,Xap7411,sgddgcfxdis,475890.0,United States of America,3092238.0
Nwoxzzuvc,4.0,mmgfbzjybklwbdlwy,,Yegemjeogtjvtqhcovoxcnbypwrhbed,3.0,M,U,Nova Scotia,JNRURZLHOBH,5.0,Hialeah,New York Life Insurance,M,,1-113-890-0174,1.0,mmg7412,thvcq,489098.0,United States of America,3148010.0
dfaujsuemlkdc,2.0,Vthrbrsnh,702.0,Pafwsuwegahycbihzhnalpdsuxkxjjjwpaipeaucatksuklyqvptnxsoqtvunnjdaydqebfhfqqexgrx,4.0,S,O,HI,Hlqahshneiycjxntvuoxvfaldxgzmbxybqwrr,3.0,Fresno,NBTY,,,1-950-134-5979,71.0,Vth7413,Lvdhibdqjho,214166.0,United States of America,1371259.0
Aajgylxcvgebsqpi,2.0,Uawagsejhacsnlojnnmetmpbaqddu,573.0,Qxuxwujrkqfosfaqitddwnagdhnqixptvwxhs,,,O,MD,AWUCCIVPANSLYVJXDYPVISAFWMCMGMZF,1.0,Springfield,Activision Blizzard,F,X,1-067-822-4493,,Uaw7414,IEALTPFCI,452108.0,Canada,3065717.0
nazaifcoyzquujpbklwqvfwpncvpsr,0.0,Foahdx,330.0,Womffudkcpwremrpbdwnxwfmhccmkjvfqcwljxklmiixiriitcwnpftiqgp,1.0,S,R,ID,Kmouahkwncvtjhclqyuqajgqqdtgomsfdtreikyl,4.0,Hay River,,m,,1-427-263-4229,,Foa7415,Zfbfopnqpfy,433674.0,Canada,3018014.0
SVIEKSWRVIDLBCPBJ,1.0,GYPFCXFQOHQ,355.0,WEVLIPAADSJPBRIRAANNRCPBVPFHVCFSFKUXYUHBFZHEHTVFVWMNL,3.0,M,O,NY,EMEPLBJEXKQUXQSGKXVFQDMGYXKMSXSESUHMDCDHYIWIP,4.0,Carrollton,Applied Materials,f,,1-721-850-1937,1.0,GYP7416,Jpmhcvumazji,329521.0,United States of America,626573.0
EZWGVYETAWIWFTBNXWJVGLTVHJC,5.0,teddufaekcsvuglbnyowpl,645.0,ufrlzdhkvflspvyegyljsmejrve,4.0,S,R,DC,VROSHROPHHGAHNGADFRFWYGPOBPZFLHIBOJEWRDB,1.0,Irving,Precision Castparts,,,1-196-016-3477,55.0,ted7417,Jehahwezqpz,210246.0,United States of America,1497077.0
wjtglyimchbowbkbelfh,3.0,Kdhxlmcbtxgxzjygmsfm,467.0,Xcaxziedmganimvumuwkcsqpjjwsxwqbtqkshjlukrwwp,3.0,U,O,NC,efztsaewxkngckrkmfrrxltpvekcrd,5.0,Beaumont,Ferro,,Q,1-476-266-9400,91.0,Kdh7418,rmnpkga,128787.0,United States of America,3919306.0
Qqiqhsiyhhbrvw,3.0,Ugvooi,732.0,xkwygcgmckvm,1.0,M,O,RI,Jtxuufxds,0.0,Brownsville,Energy Transfer Equity,F,R,1-897-763-5401,13.0,Ugv7419,Htmqtn,225816.0,United States of America,1590861.0
Vovihsl,,imygovkplmnxcsgjr,636.0,Fhpegbhkvjtfwqzpeoicjpoawcbacwayjwupaiyrfcbateevbnohzhuszsuvbhowanqlihmhbeo,5.0,U,O,AR,VDBKIYUKKJXRWXOASCRBCLLCDQDEPTZGD,2.0,Orlando,Praxair,f,r,,17.0,imy7420,IGHAS,127499.0,,3554044.0
qqlswk,3.0,fleizkijajdtvftonqs,482.0,Vxstcjzblnmizil,3.0,S,O,AZ,briuawdaqjwtwyehyruplfcnnjvpycllwopuetqpcnki,6.0,Milwaukee,Fleetwood Enterprises,,,1-718-627-0146,37.0,fle7421,Huctmoulc,281660.0,Canada,743399.0
Mmcnlnlhizwjbjquljad,3.0,BDOEYXVPJNCHGBCFIVWLOJ,414.0,Uefclisxdsnsq,3.0,,O,NY,Bfnaj,4.0,Nashua,Harley-Davidson,,,1-181-601-2150,35.0,BDO7422,Javaycjfjm,158359.0,United States of America,2723539.0
imuldufkvygorjgz,3.0,Uvsfinwcftprgodydqegtubzwfsf,568.0,Xqhsghpoojphtdklxowegvyskazsjesxkqmbzy,3.0,M,O,KS,EQYUVLVDKYDQQELIBUBIVGJAPSLHWEPFKCBXFFSURQHNNILOB,2.0,Nashua,Peter Kiewit Sons',M,C,1-798-811-3705,95.0,Uvs7423,Inxpxb,272078.0,United States of America,2108195.0
Lqzdwhcf,5.0,Ynkbzkhubz,397.0,jycelwyt,0.0,U,O,TN,DRBPUWGUODSKAFWJICHUJBAFNXUTWAKPAUHFEVPAWOFLLJPNOJIOOPAK,9.0,Macon,Barnes & Noble,,p,1-276-942-7879,46.0,Ynk7424,MEKGCH,344626.0,Canada,2123273.0
gmyvfw,0.0,nexdsvxveuewzmrstulp,471.0,Orplbyysdjbuwoonb,0.0,M,O,IA,Obrwefddchqqctyznjhqkhswiswajwsshfaaucybcvbbhbhixzngxkspwhjkmdauaspfiuvnqckmjrix,6.0,Victoria,IMS Health,,,,26.0,nex7425,Ignbvj,100480.0,United States of America,2697929.0
Gbvvdekvrv,2.0,Hvpegiprfefydzst,,IGOFIHCSWKDWQMJBOLSOESNFTDQBGEEKWYHJFHPEHPHNKDIKRO,,M,O,MT,IRRZRHMRRRQCLVVKDRHR,6.0,Sydney,Dick's Sporting Goods,M,,1-706-353-7542,66.0,Hvp7426,Mnznxsf,,United States of America,1242693.0
PBXLOAUUUGYNRGC,2.0,Dvrfganbjkggq,,Miefoyvqdsq,4.0,S,O,MA,Yacxblamfkqfwzwlwvxexmfxnacsgqkppvqmuemhdfrjjkyqloapxeydg,10.0,Charleston,Johnson & Johnson,,K,1-320-927-9768,89.0,Dvr7427,Knuwwc,484505.0,United States of America,1935494.0
BBSZLDAXUWOASOQMOHDXMKPVAKDY,0.0,Lcebgapekljlllelbtgmw,799.0,Awdpqhpkzbpvojgccahcswjnxbcforocmaxswdloakcctgeqcefoavigsnctoju,4.0,M,O,MD,Fadteoclpzfghtwdbwhoggvssqddkknfhvfgbkwchbylfowgvmnxvhddiilgzaafeo,6.0,Vallejo,Windstream,,K,1-315-051-1180,19.0,Lce7428,IGPULWQEMWI,351592.0,United States of America,3437768.0
KMXVYEFGXWLBZOLTXWBGLRQPDZORQ,2.0,Rywciqogcrjalb,,LOGMUIFLQUNFFFV,5.0,U,O,SC,WRITSBGNATTWXAFRTSOEORQZICMWXVNLBPAUXJRXPMBTRTFJIFGEXSXRPVMWCKVDDLFAG,6.0,Hialeah,Dow Chemical,,,1-317-468-7397,48.0,Ryw7429,gtnnqaqsntq,412712.0,Canada,3328669.0
xqdjroy,4.0,ZZDYCARHMZ,531.0,Dijlonppoahbjartqjihjljpcttmulwwfrajzyjzlsduttvuibmwuiscqqyeadi,4.0,M,U,IL,OTVFIOGXBVXZFGDUMHSOFHDEXCRHTXNNIFVKNKUIBECBZCORCGVQXQCEH,7.0,Oakland,Wyeth,,x,1-634-280-6312,63.0,ZZD7430,RFWAG,212246.0,Canada,262379.0
jvckhuvfnvo,5.0,Qepqza,840.0,mnwghrdgbwwddmciefskvgxjaxxnwfu,4.0,M,O,AK,Bhyrvmkgacjicmrsdlw,10.0,Elizabeth,Blockbuster,,D,1-675-895-7448,,Qep7431,Irhrd,18728.0,United States of America,3414148.0
VMYXBLBSWRXDN,0.0,Ckchauvozlaaounuarteltyeyc,770.0,Jwcxtcfyeuicrcvpnfd,5.0,S,O,PA,ghtyvwbjvcclroriqdvqwczxhdcofbl,7.0,Irving,Vectren,,,1-380-354-2358,36.0,Ckc7432,FVJQNW,,United States of America,2006457.0
Zubqrznhgwcxwi,1.0,Utyeeillpo,694.0,evwynuuirkzimevawrbvzgckpfjhqoxsfyeioifnp,0.0,M,O,ME,vvvsehzsiwqhyrfozlafewpinf,4.0,Washington,BearingPoint,,,1-494-852-4882,30.0,Uty7433,Ylwfwtdlnm,328032.0,United States of America,1285910.0
Naejzattexbgbfncmqyeocabuieiz,4.0,nlhsgjwniogorchytxd,311.0,AOENTBERPVYSLWJQCQVGGHRDEMA,0.0,S,U,TN,Xdcwqxnoyejzosiaffoqjuuu,5.0,Oakland,Exxon Mobil,,,1-027-509-2538,52.0,nlh7434,HOUDVXV,340001.0,United States of America,760977.0
YOQESYYONRNDPECX,0.0,Ohtqwaajovhpq,729.0,RWAPEJWQNKPRUJFVZLSTBRISUQKSNCEHVEQRUXBFNBQXNL,5.0,W,R,NY,,3.0,Durham,J.B. Hunt Transport Services,,,,21.0,Oht7435,Lprfzzvyehh,450418.0,United States of America,2965150.0
uikxanjtsumwaoihxzlvujbabqasg,3.0,Umoptyglovqsnqjmljfraoc,537.0,sxvpwrotnbjbjhsexpuleddmryefgnzbmxtaghrmjrilacqbdgjd,3.0,M,O,AR,CMDXTFWGCMKGWLUSLRLCNMMJCFZBRWJN,9.0,Bellevue,BearingPoint,m,a,1-398-718-8920,73.0,Umo7436,msevekwn,140094.0,Canada,3241791.0
Ypiojudggnkzylnoxtkopokenhdqc,,NXPIIRTIMCLYUOOUEATSNZ,465.0,Yistkxjwdbwdiecfupcocgnmqniabavkixgnqjjkhetlgtofkpnxllsfozeyqcvdelwc,4.0,D,O,VA,wslqbbazfswcunwxwbnyhhmyzyqumijrawrmpfabxwvtzuhuefoniqgiswykdcvxytidjkjorthtwcp,7.0,Bakersfield,National Oilwell Varco,m,s,1-388-670-6575,,NXP7437,BFZYXJSLJ,84981.0,Canada,1464902.0
nwbtyzlhorfuvkhgwbzqivrgi,,njdmplvncwvrjxekxiscdw,365.0,Fbdgohwjhsmgvquepltsghwruqigfizchulgjrxcdkhqshtpjlt,0.0,D,O,MS,Tqplusvioosqegfpjqkqjqxkqrzcozhwxdyhchoejakelezevgclabxlcnltaua,5.0,Thousand Oaks,Whole Foods Market,m,,1-520-887-0892,96.0,njd7438,,396495.0,United States of America,878906.0
Eekwncfaonptpnbxbqpgcjaf,5.0,Hqxvcwrcjtpeqstbiauwkyjushlhr,411.0,Miqultawzcctozdvwvbzlirhiifk,0.0,U,O,WA,rwkevaiwufpfcviiewruwybbctgzvnuuhpctoeacsuoxbdtxbxjjmirhrhtckqldfmvgwiivppor,7.0,Sherbrooke,Service Corp. International,m,,1-059-895-7403,,Hqx7439,ABWWYE,93028.0,United States of America,1072809.0
Aqwrrdu,2.0,OUQFTBKQKKKMCRQEJXT,757.0,LFPDYVPHKYSECPYBLTIOEROKYBWNEFZYGKWXHQIZUHLSBQUMLMKXGLOTDKNYTATDCBZMQZO,2.0,M,U,NY,Wltlfrqdbnslberhetcwlbsftkbcptagqldhzdhupxhipkoceiaajltdrifjreftife,10.0,Pueblo,ProLogis,,B,1-162-603-2385,34.0,OUQ7440,FSTIXJ,329493.0,United States of America,2928246.0
Otdexocdedjusnetueqpukenv,3.0,wsjqwmiprrtkekdfcd,791.0,YQOIBCYDALKAQUOJOEIQDVCVLXBOIWBIBT,3.0,,R,NJ,Xtwdxjbagicbwafrycezlbjamnljpixtbiyzlpedlcrwamyknlibbdekjttlce,1.0,Portland,Autoliv,M,x,1-125-506-1856,58.0,wsj7441,aystd,,United States of America,
Jlxbppfmnecadalqeztqvqizoohpd,,Slgexqveuquvxn,514.0,Qivpzbetjfjcfebjsftbrrscmurbkeocafgpbytnbkpkgucgdskgnqjihhfrwkepomdgmzmtgolpnht,5.0,U,O,IL,Zkpqcevraswivgdjbqbdaxhcthaebgoxljnymrsk,8.0,Gary,Synnex,,,1-209-995-1631,2.0,Slg7442,Odfutqgle,27414.0,United States of America,3908043.0
Nhpbptktlvn,3.0,Hnduw,593.0,Ptnzzgusdgcadbeokymaiwpyflnuidoeyetmzegxeylfbibigid,4.0,M,U,WI,GCKTIDDGIPUAZKNNRGCOWWFYBIATBKARVEAHGMHMQSSV,9.0,El Paso,,,X,1-549-808-9199,25.0,Hnd7443,hezzj,23129.0,United States of America,1834374.0
