prospect_AddressLine2,prospect_AgencyID,prospect_MaritalStatus,prospect_MiddleInitial,prospect_NumberChildren,prospect_OwnOrRentFlag,prospect_CreditRating,prospect_NumberCreditCards,prospect_Age,prospect_NetWorth,prospect_LastName,prospect_Country,prospect_Phone,prospect_Gender,prospect_AddressLine1,prospect_NumberCars,prospect_City,prospect_PostalCode,prospect_FirstName,prospect_Income,prospect_State,prospect_Employer
Dczicnoxamxlnaolvgwwn,tff12783,D,j,2.0,R,507.0,5.0,48.0,3337628.0,tffhjjwtwcrd,Canada,1-353-500-1708,f,Kzqhmnurnfdaencwefpcjhgpvzcnzvbqkhlr,1.0,Kitchener,ivzbpq,Oxnrromgkhcwj,106492.0,Prince Edward Island,Merck
UFKSSPETGOJBXYRRVUZRYCRZZURJV,Vmj12784,D,,2.0,O,709.0,0.0,40.0,3377688.0,Vmjubnktwpfggwqvqyekew,United States of America,1-680-600-9909,F,efedxrfrjatwux,2.0,Independence,Owpzebfpifku,Tirxinnvanttgjz,417140.0,AL,Genworth Financial
MNICTIRYT,iog12785,W,C,0.0,O,735.0,7.0,96.0,1647699.0,iogdwckfjm,United States of America,1-561-281-4862,F,RWTWGOHJYUHVWDVYHXBOEOHCUWCPCHHQPDJXVBWCJBXTRYJRJXEVBO,5.0,Pittsburgh,nmohdnv,amdbpabyghknkpfxrrogi,463553.0,CT,Apache
BVIDMALLJKRGHJBILCHEOGXCGVAZXGGXSENXLETWVZJAPCRMXWSKDSNVMOSOTDO,OXX12786,M,Y,5.0,O,390.0,1.0,0.0,139049.0,OXXSYUHUNOCQWR,United States of America,1-015-958-6543,,NYZFIDTOQZWGLAGCRBLUC,4.0,Fort Wayne,Pwnuwn,PQEZKEMUQVBLPXDTJXGJBDDKXOZED,47424.0,KS,PNC Financial Services Group
rvjjoyrcsrqtfxlxqokguappukaufuhbvqrubjmcgna,Nnh12787,W,G,5.0,O,764.0,5.0,6.0,1256678.0,Nnhcvwphujqstjnktbbrazf,United States of America,1-213-819-4291,,Dgovriphitkyedvvnmldpxefapnxw,3.0,Salem,Iuwjystxegl,Hnlnmoezpzhiuwmzykegedynzb,254769.0,Nova Scotia,eBay
Fxidy,Jqs12788,U,,1.0,O,691.0,10.0,85.0,151006.0,Jqsehxsxlgwji,United States of America,1-721-818-7576,m,YFNKBVBAJPQPNMVUYYNYGBAVWAEKBTCMPKHFOXAXPCOGFFQHEQIYRZGTWBF,0.0,Alexandria,NMDPFRHUNZ,Tolxjugrp,97811.0,GA,DynCorp International
foclwsnuvxebhbyojsccncvfwdpprdkrlq,hqd12789,S,,2.0,U,324.0,7.0,99.0,2456971.0,hqdphdc,United States of America,1-915-805-3120,,Hfgcmfhegsejhkliwrvessrhmvtwamxudcdioxlxwjrgovebjo,1.0,Miami,kihrpgycicn,Xiwosrxuaeowoiaknoaffuhuydfyx,196081.0,Saskatchewan,Con-way
Dmfvfsfckmphncocttvajwahayhlh,Quv12790,W,F,1.0,O,790.0,10.0,10.0,,Quvzgqipjxypcfuubylumiarxlg,United States of America,,m,Uzpepwsabqxitskjeqimqdpvtitfuetduggucjedejxkhmud,0.0,Augusta,Fchduygshipo,Jazosupd,84836.0,AL,Cintas
Dtqlpbxiqplpripanvafpsjhtfklmlfxumhsjmdefsfcidynbpezpdnhplxrkeebawhjezvdrz,Gwh12791,U,,,O,,10.0,13.0,93054.0,Gwhvhlgswdcpqlwrdoroi,,1-033-950-8629,,Bnerrkytuecphcqkptnlhjxgmxblhqarhacjmar,1.0,San Diego,Pjhfmxonjvh,PGGSUHBEIRFDYENWGYSIH,325582.0,KY,Telephone & Data Systems
Tphgglsdpvwrfjhuxrfsbaxbgkumnpvhlxcckrhfagprbbplz,Fjw12792,M,,2.0,O,761.0,5.0,99.0,3004510.0,Fjwdhh,United States of America,1-159-276-9627,,Ljncglqtygipvjsndmlrfltzebqfeedkneztmmhkiqtkzalanxlejocmkcqopgenbpmb,0.0,Iqaluit,rxookeym,Myaklwwnkhchmhkepww,237593.0,British Columbia,Estee Lauder
grptwtpwcbqiyghqsilwyyvagvmbbzwyxbgbinxmsttzfiuijfgdkfibwtxajyzbbbu,Dnr12793,U,k,3.0,O,805.0,2.0,24.0,661782.0,Dnrdykztwpr,Canada,1-565-444-3707,f,Fsvbodszlvfvvsjoeckkmbwsxpsyqbwn,,El Paso,uxyhfgist,Fjkiijqcctezdrrkasftk,20584.0,WV,IAC/InterActiveCorp
Rgdslhqcwpzzqpseekwifwizylvqomjbpmzvczehjctwiaghosvn,Bks12794,M,H,2.0,O,340.0,2.0,21.0,754597.0,Bksxpofiszutahqxlmixxbplsbdhb,Canada,1-974-632-2473,,Fpquuefvumiijhuptsiubgbbxlropcwdkmwn,0.0,Colorado Springs,Swoowaibyui,JEBYIYSIS,277371.0,New Brunswick,Questar
nzeulzvkdplzwilpidltektxmmfcfjxn,Ipk12795,D,,0.0,O,580.0,3.0,30.0,1121803.0,Ipkpddgzemisarekn,United States of America,1-935-511-9233,f,Sjkaga,0.0,Whitehorse,Jfkvp,Tydrdelhh,18527.0,KS,Annaly Capital Management
LECGJREKMXCXOHISXYNJCGYYFDMXWLRHYEPSKQKQEGMQHEJMFDDZJDMGV,Seg12796,S,t,,O,392.0,1.0,62.0,3790711.0,Segjlwfvypy,United States of America,1-116-325-3727,,Idqqtjnqftxmjbamjunztdgknetfkoscslvgnhqcmyvaxohqzrcmzxnlhoimihjkqd,5.0,Rancho Cucamonga,Qnidegbs,Eworaozsjwgov,232525.0,CT,MeadWestvaco
Mwilkpaokmkhlqazsgdthmystigoqurdvehkuswokmwdo,Dcb12797,U,S,2.0,O,465.0,5.0,83.0,2358798.0,Dcbfdimiyemsmkofbro,Canada,1-707-542-5564,,eprdtjmknnjqozwirlsfinypwuefepyrpxgppakyvnxgngrkltfaawrbjdaazkjmpy,2.0,Sherbrooke,Wafrud,JIGOXJPXBNWWEIXSSVYYAQGZ,348317.0,WV,Modine Manufacturing
Wtcjerwadtcbdvjclmvrejrqnhpxnmmskpfjrhkixnmwaoovhcujcpglzzviskqwq,hso12798,M,,,O,612.0,6.0,75.0,3792177.0,hsoclfugecxm,United States of America,,,tnsykunzbxenvyhimmlkusgujfiqoubdrsmmvtrmrbwdvqsxuiqblshjsrhkrife,1.0,Rapid City,,Ocmjqibz,17172.0,GA,International Game Technology
hofmdjmkoibeexkglfmjespvkgpaens,Hvc12799,S,g,3.0,O,386.0,5.0,84.0,217123.0,Hvcoxsthrifcbhicazovt,,1-831-137-8231,,Dgrvzplsvrqhjmcvimwsropwtdfeyfacacqqmgpnjbgzgpepkfgmjffbnvzdfwpbqgewmqtxbbpn,0.0,Fullerton,IIWTES,wbfleija,101538.0,WA,SanDisk
eqjfksnsccnvrwpedozimfqbxcqy,OEV12800,U,n,4.0,O,821.0,7.0,36.0,3461827.0,OEVZKEMSCWWIRCVAFXJKGBQ,United States of America,1-662-507-4820,M,bebhsdmnxjsbvhayeupgollhezapssejbnocvxfkvxnotxkmdbkgdwcebvrf,5.0,Lewiston,Oagfsprje,Bhqaiw,207633.0,MO,Cintas
Ltnqdmjzgvdtoiigtvnqnfedooklzonvzilkyyak,Clj12801,S,,4.0,O,688.0,7.0,74.0,2413480.0,Cljabrqzfsvtwbqop,United States of America,1-859-886-7117,,,2.0,Lansing,Gxqmxesgh,Uvfbbix,471030.0,KS,NewPage Holding
Edjazpfivpmnxjbpydhkdfmecjblxqiekaplg,axh12802,M,,0.0,O,663.0,4.0,20.0,234759.0,axhlcxxpdovisramnfioczkan,Canada,1-820-176-5181,M,Eqfyixckgnacbjspdgpmzuzyrnrrtejekgun,0.0,Oshawa,rutyp,GLJZMNFJYM,354182.0,NJ,Analog Devices
,tvp12803,,m,0.0,R,501.0,5.0,52.0,726934.0,tvpgqewuboqqjiapxaow,United States of America,1-322-170-1937,,SGGGWLOSAQORRNUCWNKQNBNSVRLROGDHIOXIEOHLDCHDTTEABIFJIIAQRQHKRGPVKSOBVPMDFAWHRA,5.0,Providence,,SAKZNWVCAHPL,449544.0,New Brunswick,NII Holdings
hbpjskpg,Egl12804,W,,5.0,O,337.0,5.0,69.0,1566133.0,Egluk,United States of America,1-802-284-2869,m,Eoonewfeqccgghixhwrwtnxfobiqemdtnkstgsyfkfczeeuwlepgabxpzqqhnh,2.0,Fort Lauderdale,GHLQGVG,DCARBFJSIL,474564.0,KY,Jones Financial
ECNLHANLKBQQVXVCOZMKTCNRRYGNYSKJVJJGCNS,MGE12805,U,V,3.0,O,567.0,0.0,47.0,3534013.0,MGETL,United States of America,1-236-473-3668,F,uhffrvqswguyxauuocymebxyzyqehjoqqtqjkejlgkwsepopzpiilzfirikrzjkqrahiqmwwugpl,1.0,Halifax,Znejrbbj,bkuhv,348607.0,SC,Lowe's
vdzsyckojmuoxkurmcq,Bla12806,M,,2.0,U,392.0,10.0,6.0,2657465.0,Blanrsiuucrjgkk,United States of America,1-285-361-1299,,,0.0,Salinas,Tpsdll,Rboxyycvmlvlzladyesebkibu,172472.0,AL,TravelCenters of America
Mtnjdzgftxbnzawjlmjirvkcthasvfebualhmtstvfcolxtcvedyaomptocospdohxjdt,Fjj12807,M,,1.0,O,670.0,5.0,30.0,3972575.0,Fjjbrgikauxawfnkv,United States of America,1-990-991-4392,,Mhofqtditxsmkrciypvgzchntngnffrusbrhob,0.0,Indianapolis,Ghvcfcuge,UUHHOEEZAXPPJNIPLNDNMC,440512.0,British Columbia,Liberty Media
Nkatbekqniugyfkkvbruchyiwhfsncnbstjjrnkpywk,Pdr12808,S,A,4.0,O,787.0,3.0,6.0,569710.0,Pdrvpfugzngjgwedgllvziyiocaf,United States of America,1-645-678-6379,,wayxbytgaljtvmhzplnyyhkxboxovlam,1.0,Huntington Beach,Mxeddvie,eliqdimzntw,240823.0,ME,Kla-Tencor
eovdsdcwqlpvvuiflmadizwhksbzfpvzr,xiq12809,W,,,O,,5.0,4.0,2674656.0,xiqguiacrhvqxrgwt,Canada,1-955-194-4817,,RKUXTCJKAKCRUTYOLUSMCJKVOSBMHVWUFMWEYTTBEJOLCBUTLNOJISCPUOQRRLVBQVWTUJAHZXFE,5.0,Charlotte,scrsccd,HBGVICLOAWNCKNB,448404.0,WA,ScanSource
Qvxjpekkzqfibmoaqfecorwmbvrxsufssffrjksyttqqhtxvucmezotdyszjull,zec12810,M,,5.0,O,802.0,10.0,69.0,1451357.0,zecsldldxfincixmgukd,Canada,1-705-923-3280,M,Kfxshbfszvaajnjrbtbztbpfvlzoqgreu,3.0,Jersey City,aysift,Tvhshpiflgdyvnummfogjj,376049.0,LA,Unum Group
Vpdjtmeaxtopntkzfsrqtudgklxuklwticjmkptvgfwznnitnaskovwtgovwtpvuqyccxnya,Mdg12811,,,0.0,R,320.0,3.0,83.0,3569009.0,Mdgbcff,United States of America,1-557-200-9900,f,yenibjfpsgvbfqgvuxvsxyxotcanyddtedmcyzrrplslfhtbs,0.0,Columbia,xcwriecb,dwgsgwdocunuxfupvixko,40608.0,DE,Tech Data
Swbqmussipeqvhrwwkyztavazcofvaeatdokuaczqckh,Djn12812,S,O,4.0,O,506.0,6.0,34.0,1045251.0,Djnhhvoupofew,United States of America,1-485-516-5768,,GUCSE,4.0,Hull,Qlzzdlwu,Gyoqvimmpi,157166.0,AR,Dollar Tree
KJGYPPTOJDUJJVRMQQUYVBKLZWXTUYRMWVU,ept12813,W,,0.0,O,640.0,7.0,86.0,1557374.0,eptzbzlsgkwhzar,United States of America,1-159-045-7057,F,Ttarnnxfayeqrmgpdrzzuyxx,5.0,Wichita,ivdzpfuve,Gbqoj,492420.0,MA,Alliance Data Systems
gcttdsutugzppapqdwsoaxasdswvenifcfkwdfvzjtksvwkbtodcrekokbhcvdujmal,xlt12814,M,,1.0,O,,3.0,,3716113.0,xltcspdhqt,United States of America,1-654-049-9995,f,XNPTQCIBNYPWFSSHQWDPQNAIIJLVAEDUQYTPIZPSBXNXCTGW,3.0,Edmonton,,Hnkhpm,178022.0,AZ,Emerson Electric
Ebtmxdxedsjnssceesslqowgdibhdbtfkkgafaet,Sfs12815,M,,5.0,O,616.0,0.0,67.0,2710340.0,Sfseogkwwcimccbozphvsw,Canada,1-930-134-4705,,Myuovimqhubhtnkgfxvhlqngnadxedtuitpginyoib,1.0,El Paso,ECVKM,rbpqllm,238253.0,WV,O'Reilly Automotive
NETQKSVLXPACUDXWIOKWIHMDOZVLSEIYCBYTDLHNZLHWS,lxw12816,W,,0.0,O,827.0,4.0,10.0,2728067.0,lxwmxoptpvrnrqwmjxjnydexzjce,United States of America,1-494-642-2744,,rfddzooiqwycfguvlorytlblublhgkcsptfjmiowvutmjvbrr,,Lowell,twcgic,Carppugrrmtlvocqfgowdraill,362259.0,TX,PPL
Veogtegkcgumzjtppmedlhihahrhawirmnsmgmycutbwjprctsejogikkenxb,DVD12817,M,,1.0,O,600.0,8.0,46.0,568080.0,DVDHKBXAMV,United States of America,1-815-217-1481,F,Dmqvywcxqonomesmdtgrcxgrnvwvmcozrslmdgsg,2.0,Charlottetown,Kffvlpysz,zmgxzqrlvouhsrrzjfjsgiddkxpjhc,92401.0,Nova Scotia,Energy Transfer Equity
gmhueumferolfaxibvsivnjsqnvpoeum,GLC12818,M,K,1.0,O,502.0,3.0,64.0,358790.0,GLCJFCWD,United States of America,1-944-331-7754,m,ERSZGPHIEDNFAVOQTFBNAVLKLIZHWOQEIHEPKPQPGPYLDZFWRWLWENWNSOAEPLEISIDM,1.0,Denver,Mynyqfb,Klywfvn,86006.0,MO,Polo Ralph Lauren
HBVDLFZADLXQYAICWAULTUDJSAXXBFSDUNAPTNVHWGBCTFRXUTGJHACDUGLPRRUUVP,Ppj12819,S,v,4.0,O,320.0,0.0,41.0,2918098.0,Ppjdxpybztxtwztbyjszpcwiwziupm,United States of America,1-415-898-5346,F,BERLBOWGGFTFFFNUJGEDLERGSLCXYDWVKWRVCTLTFJX,,El Paso,ctbuaom,MIWLRS,403817.0,DE,
Sgqtkswubegnvulxnvtapbfmozyybypeowazzunlxlqxsicgq,Jsm12820,M,,4.0,O,,6.0,29.0,302848.0,Jsmzwcmewknfeby,Canada,1-508-816-1520,m,XXNBFBHALWDWPUHVLGXFUXYWQYNUJVSDSTSLHDQHOVAPDMFZLTHKDLMISUYPSLFGWVUSGPSBPA,3.0,Charlotte,Zquzdqgtpfp,HMBJXPOITLGO,20449.0,VA,Ecolab
Gsaxeg,JLI12821,S,,5.0,R,649.0,1.0,92.0,2132086.0,JLISWIVFHZEFVHUODEH,Canada,1-456-198-9654,,Gluei,,Mesquite,Lvhbhrsda,wedvvogzjvthdvzhgkcvtqq,339958.0,IN,Penn National Gaming
Urmeocqwqytfhiyanywuqwbedealjroygzgstpuoofcikcbidgm,WGO12822,S,,5.0,O,482.0,10.0,4.0,733214.0,WGOOQPPT,,1-505-788-3867,M,IRZRBIUCKGPZWDNFPDXJACZWOCIQDULGASLIWPJVVYCOPPGRBNM,5.0,Fairbanks,Xhgoi,embwfjhgmozdufyfxitsdrbnkddfld,452258.0,IL,Qualcomm
HOSVMPVPGIB,nyk12823,U,,1.0,O,589.0,4.0,25.0,2857093.0,nykpsr,,1-668-722-1036,n,GRQMIVHFQLMMSJILISLZDQEKPFRVFAKNK,4.0,Lansing,Gikddslxxefh,Kfoyqggkbcxzk,234378.0,NY,Roper Industries
Mosxwqmadggfgnxaqrkacxkgbnyabjhgwdselsiqsxxupstvoofakdjvhticntiyqbnaolyfjp,DCX12824,D,,0.0,O,317.0,3.0,12.0,1960738.0,DCXMJAZTVHICHDTDIYJSUKLS,United States of America,1-050-687-3753,,Lcvhcbbhqmuxykuannltbnunqrl,3.0,Independence,Toqfli,fojdpermiblkrup,446427.0,Prince Edward Island,Charles Schwab
Eytaugbtzzvn,prk12825,U,,0.0,R,764.0,5.0,,28764.0,prkmxalpdjyzots,Canada,1-351-871-2269,m,htbehtvhndesuxnxqzoxbueyxkiwykcdcksccpfrsfofaahymwtfqi,5.0,Baltimore,eypchvym,UKTXXUHVXWIBGIBXURAZWNUQOM,,AR,Valero Energy
CAIDDGVUZEIUZZDSUMCDQMWVZHCENCBKIIHCIOLLVCAPFBHQUSXSAOPYUKZBOAJHYH,Keq12826,U,,2.0,U,737.0,4.0,63.0,2778082.0,Keqmqvjh,United States of America,1-344-055-9285,m,Hkboxqgcyrqfztdmrcdvhxvckxpaafvdzvzzastjzjymcmghanxclxftqbybdvadnnnefkhyll,4.0,Rapid City,,Swjbltfvupktmgk,249143.0,GA,Dun & Bradstreet
mbtrlcsgemconlbjlgurpumoawq,Pik12827,U,,3.0,O,453.0,0.0,34.0,3017214.0,Pikhhovay,United States of America,1-002-743-0185,f,qdevbefgoelfhjqtktploibdeswvwmmsggmkspsoditoolwhdjwpshizno,1.0,Regina,pphkdmxpe,ZEAZGFDLKKUKXHU,440389.0,KS,Nationwide
mppansifctjwqamhooetardbmbpqvihqduf,aqi12828,W,,2.0,O,300.0,2.0,12.0,,aqimpnjfydokuokghmzjeojowl,United States of America,1-770-549-8737,F,Dwdfcalnptcmnsceulqjdhgm,1.0,Tempe,aduxvhigia,kxhyhlwdfntlu,402172.0,IN,Scotts Miracle-Gro
tycyvegvomleihjetimcgxsjmqabgvplrpwgvhjatwy,tzl12829,M,Y,5.0,O,458.0,4.0,23.0,547605.0,tzlwnjnoyzifbddw,United States of America,1-837-600-2003,,Tgtgdqfsapjnioanznaigsfcajwgepxhdbnpcqkvuwf,2.0,Sterling Heights,bfcdaq,BKKVEROPNGDGSIABPXYWTL,424026.0,Quebec,Northrop Grumman
Gdlrhztlzzjomkvkhmblvuxqwsewdr,ool12830,M,P,1.0,O,,10.0,73.0,1923491.0,oolkgiwlrskrehzbko,Canada,1-007-407-1539,s,YYWJHRLJXNAGXMQKIJVBYDVZBYPQBZAHVLDGPSEMCLQVRLQUQNZEWTKOXDHRQMVIDECBPYLHUFQ,4.0,Edmonton,Xsebnbazzuxm,UAUQPNTMABRSSDEWJNOM,444330.0,UT,NewPage Holding
GFEFWBMOBPYUJIPLQFDJ,Gcs12831,U,,4.0,O,317.0,7.0,36.0,274597.0,Gcsoskmqpaksnrsvztuyi,Canada,1-107-786-1764,,Qfmzrnbmeasnthrowltjzlrlnefjmznwgmmbpyqna,0.0,Pasadena,Ceiqkpxsimo,tkalfzzb,305897.0,NV,Celanese
Titaolimoqtdrcnftjyieiovugfuzkosz,Tqd12832,U,a,,R,828.0,5.0,51.0,1016413.0,Tqdvleqz,United States of America,1-584-108-5822,,uedypxvkaplaaglosj,2.0,Little Rock,JHRNKTOCX,FGCXVONIH,377098.0,AR,OGE Energy
Lwxlvyeszplrsrjpxohrjnaehooxsicearryxgdrnewjyhk,Imt12833,U,,4.0,U,676.0,6.0,53.0,2712645.0,Imtzjjxqnr,,1-893-081-4706,m,OPXIRPJZAVHBPGUNREW,4.0,Tallahassee,,lnbkaj,18397.0,OR,Pepco Holdings
Yjklnfwybbdpcrnkiwhtmxaieufrcanllplnxiaxvkfephktqgdsl,Onk12834,S,,2.0,O,499.0,0.0,35.0,1977750.0,Onkigmi,Canada,,,ielymlvvlrvifqfsmpjdzghnvazptepymajkdndrhyhfzokkclugef,5.0,Independence,ulkxftsqu,yzubkaygflgti,43751.0,VT,Ruddick
dkcchdlcvsfdroyjmhzsfqslqraknnjnzomflggnvayzihgxuooivyfmscmdhevzswxpgjmwgnobz,Vmo12835,M,,0.0,O,695.0,4.0,39.0,1703699.0,Vmojgpkpeqzbaztfbyrfjhtw,Canada,1-241-945-9443,f,,1.0,Tucson,Khnjodjytb,Iwlcgnwmopnrtlwyngfgqrmsij,406351.0,WY,Cameron International
ZEPBADUISWKJMOXDKDFIN,Xtp12836,U,O,4.0,O,426.0,7.0,89.0,757938.0,Xtpvdibljuauvinrbfsfqzuxl,United States of America,1-801-732-3027,m,Kdkiqskqosklrbzmxnse,4.0,St. Catharines,Cictpwoytnm,ITJLLZEFPXELSRQVCTMP,490101.0,WA,Crane
DQFIYQZTQJPMHNBMKYJAUHJBDDSABESTBBXTKBTXRTMHEQQSAICUNPGSZECAVJDWGWFXXOPPVFZROPFT,Oqm12837,S,,4.0,R,,1.0,98.0,2841182.0,Oqmzmifshdnpbsbeqhc,United States of America,1-192-360-6484,,Gveclzhahfzrabzrepqcuhsibclhhvuleyrgfv,3.0,Halifax,vtgwivurw,PEEOLCMLYUPHYKYGKMKLTHLGIO,126420.0,FL,
Vnxpadvyovyddngs,Bum12838,S,,2.0,O,327.0,10.0,4.0,1285049.0,Bumxsit,United States of America,1-741-738-4105,,Kohnaptmlsvegqnpiednmwsrtcvmreweqqvjmf,4.0,Huntington,,Hfnddhd,467950.0,NC,Tupperware Brands
VVALIGSKEJNWFJVSYXROUXPBSIHFOKCTFFDPIXTTSKPUVCIFXTSNE,Dnr12839,W,,,O,360.0,1.0,67.0,650959.0,Dnradyfqjyvalrlxfspvdtuve,Canada,1-324-925-1603,,Rkiqpflfzhdzphfwrsqi,5.0,McAllen,JKYKLCTBJUK,LQUAUWNQUFZMKSNGKUGMRXPS,375100.0,ID,Qualcomm
nvotijrf,pkx12840,M,,3.0,O,408.0,4.0,65.0,,pkxugebddejhfqjsuxfb,United States of America,1-023-320-0309,F,Duimwghwoyrazskpdaqshmkkxbbwgrvyjjivpiqdudlkaqsmfqdwerdhmpmv,5.0,Modesto,LOWRMN,Ggdnhjdzhs,451851.0,Prince Edward Island,World Fuel Services
DRTEBENPVTTHDZDMYOIUOQECBFGWQTJFOSZSYB,YFP12841,U,i,3.0,O,395.0,0.0,50.0,951706.0,YFPXQYAXJLBOQTJWFOXBQZGQA,United States of America,1-345-330-6536,A,IAQYWQNVTWXPWQHDZJNUDWFQPJUCAZZYWECPLNZJPJAWFNHXNTIECHBT,5.0,Victoria,RNHCFVTSWCH,Upswaieoh,127524.0,NJ,Fiserv
lpmozketeyjnxqxlfejutnvkvalzdchopnxnwhazjmrzqulqheujafnuwytgrmnklygpmymksvioooh,Lcs12842,D,,4.0,U,535.0,2.0,34.0,2226048.0,Lcslrtxpwmecnxpaxjuhdnmnjiylg,United States of America,1-505-223-6536,F,Egyrabmkbkqbxxhdaqdtwgpeuwxergaqafmrmadkfpcunxiyaqjskehpwypvgfzbcgkwkcpmxsdr,1.0,Las Vegas,HBSABBKY,hsuenkyt,270886.0,NV,Tenneco
Jceimchzagosgarcydmjvviywvuktiaerdwgodwsgjndlkrdzyomkmdbitqfwqzurch,isg12843,M,,3.0,U,706.0,8.0,43.0,,isgrgguaqitattziubpwd,United States of America,1-046-267-0234,,PECFUOJGIAASVOFYBQRLDOCVAKRXSDXHJQROK,1.0,Honolulu,cnjrjo,ZJECPHNXT,73309.0,NV,Andersons
Vwefdizndd,Ytj12844,D,,4.0,U,498.0,4.0,83.0,2410425.0,Ytjianrdnknnhiucaacthae,United States of America,1-768-103-8876,F,Qozlmgschlhngbzxdqohgiovv,0.0,Charlottetown,Iufpjayvjpa,xxtcfytehjfsoj,9660.0,MD,Coca-Cola Enterprises
DQVNXGKOYXMLKZICFUHTGHRVLRCFPARVTTPPRIVB,vvm12845,W,,1.0,O,303.0,7.0,32.0,1101692.0,vvmurjsfcrvapohoppkipzfuhh,,1-068-591-9487,f,Nxqabtjvlsuoghjhmuzjj,1.0,Beaumont,Gmijj,Ihnet,408662.0,NC,
NVAQTQUXWKSUKSDGCGM,msw12846,M,,0.0,O,745.0,3.0,76.0,2517496.0,mswbfzmjkpxhiyii,United States of America,1-132-225-3199,,UHDJVMFMBVPVKSPVCOYWSMHIZQJDDIVW,1.0,London,KVELFJP,tahttc,354733.0,MO,Aon
FJDYPBCL,hwc12847,D,,2.0,O,648.0,1.0,51.0,1982478.0,hwcfeluswotcpcfmnywf,Canada,1-589-402-3116,f,Ecvinwmkphyuazvwjduomokynualoqikgnricgwgpdfwoxgwgsiyomrwpv,5.0,Inglewood,hctoank,voeakenonqbfytgycdceybwlylq,257620.0,SD,AMC Entertainment
gqvmuhrlnvdkbyvbwzwbungyjtsqcrorctsbse,bjj12848,M,,3.0,O,760.0,7.0,60.0,1928359.0,bjjcpiyczkeorxqxogcim,United States of America,1-354-772-1400,,Awuxikprxsmyyupugrqqxbguwk,3.0,Kansas City,Rektcocyxz,ASVVDJVGCBGDOFBSBXK,260044.0,WY,Sun Microsystems
xdqndtaoiadjtsyabdxailmtxnpbqdusbc,QBR12849,M,w,5.0,O,789.0,5.0,2.0,834606.0,QBRQDPOHQFSCOLHMFJYUM,United States of America,1-059-568-8258,f,Vstiphiyivdnjfobmpjxwnvrvavntmoemqymuohozmcuyji,1.0,Rancho Cucamonga,Hcxjiv,Rcbfzljreymrmhxpcjpgj,223349.0,AZ,Texas Instruments
lhqhdqbyedilylrmtkuwjketowwqbtuujbknxrypxkit,Bdq12850,S,W,4.0,O,830.0,0.0,48.0,1270692.0,Bdqowghsjzoorhrm,United States of America,1-536-221-0110,f,Rmnrlqjeq,5.0,Dallas,lalsa,Cgpwlkfdfoeirml,420929.0,Manitoba,MetLife
Azowifuffwyiia,HLV12851,S,U,4.0,R,745.0,5.0,60.0,2970030.0,HLVZXLPXYVRTD,United States of America,1-465-945-0878,,FGGIUQJRGXESDBTHVGKUXYFKYW,3.0,Miami,STDIIMJSDET,Ppnjpzhq,409961.0,Quebec,Williams-Sonoma
Ssppikwpivgxcttakaijnqpznyhgnciiekkivjg,fyr12852,M,G,0.0,O,460.0,1.0,,1805684.0,fyrveszoqdwwyghpiaegwk,United States of America,1-862-969-9340,,RXJKJNXUUKDCNVVQTCFBOJLNRZEPHXIWZUMFRDTJ,0.0,Orange,Xblbhqtuclu,XNYJYXKBBDOI,,DE,Helix Energy Solutions Group
Ccqcc,EPN12853,M,,5.0,O,698.0,6.0,4.0,2238781.0,EPNRFRPCZGGJTUACEYQSWSCZQCH,United States of America,1-110-510-1005,,lhgcxmibahthnvqqronxfotkacocqaojukbifhhdyumrobvvbwwe,1.0,Waco,Bfxkafmhr,Nvmstyahzg,498158.0,NY,Briggs & Stratton
Wdunmlkietwopukmrcjlrjbwkixesfqvv,dnf12854,M,c,2.0,O,612.0,9.0,18.0,2490224.0,dnfvhpffbobogjmoylf,United States of America,1-946-047-0385,,Zbecrbvhqxhjwibbawqughlybebickhtvpczppxyubwazfjekevsrqukzyukyfl,1.0,Columbus,FSHPVQARQPZ,Bdavqrfyotqfbu,96483.0,CA,Paccar
yqbwfzyerjxlgexyirtiouqcfwmpmpwoungqevkbzwvpyxmetarhlwgnviixqzxqwvhlujdfrevqzxvm,Yuh12855,W,M,5.0,R,567.0,0.0,37.0,,Yuhwcwz,United States of America,1-222-788-0196,F,Cihltvnuganqwabkqcuiccyragcrrwdjlto,4.0,El Monte,IQLPLGQSSQG,Crmdtznssfymredevbuv,17846.0,VA,Watson Pharmaceuticals
,Hiz12856,U,,0.0,O,375.0,0.0,67.0,2803509.0,Hizrbxfpc,United States of America,1-170-639-1755,,,5.0,Ontario,Epocsstwvqmw,Qkfqypfwylepmgxrvrovzx,133982.0,NJ,Live Nation
Cujqaayoespgngnjyxmeiirrluumctxphochwsordvutcpsuklba,OQR12857,M,,5.0,U,614.0,10.0,17.0,96716.0,OQRCKOYMNFRIQZQTLJF,United States of America,1-982-172-7586,,Lhjdnbbshhymjhmbkulbvdotgaypm,1.0,Lakewood,Cyhuylxonki,nbrlquxtn,404620.0,CT,UGI
Rekezivhkwjwfjigrvszqibldfuedrykulahxcmcqanbxboqlrtaroncrlyrxbq,MER12858,S,,5.0,U,,3.0,2.0,2498353.0,MERWXLRSQDBBVNQ,United States of America,1-771-071-7879,,tasponrd,0.0,Santa Fe,Uzzirbzscvr,Foapy,443960.0,LA,Analog Devices
