prospect_PosCo,prospect_AdLi2,prospect_NuChi,prospect_St,prospect_AgeID,prospect_A,prospect_Coun,prospect_FirNa,prospect_MariSt,prospect_NumC,prospect_Empl,prospect_NuCreCar,prospect_Ge,prospect_AddLi1,prospect_CreRa,prospect_Ph,prospect_Ci,prospect_LaNa,prospect_OwOReF,prospect_NeWor,prospect_In,prospect_MidIn
Qibymbigua,Ypbvumnshonhmi,5.0,NE,Fis13231,2.0,United States of America,Lhutdtllqtsdnoggtsctihdmxkq,D,1.0,Nordstrom,1.0,,Kxniruigdbnxorcbyopwwoeaanzuzcgkxqkikafatrwppsbwcrabycljkfxkxklazq,559.0,1-698-141-8448,Coral Springs,Fislzbekjrdhgrioqcxoe,O,1205474.0,468486.0,
Eetrvrljlv,eorqisohxezajqaswfqynwgsrutkqfroeawywmqkgwnqho,5.0,KS,Uqb13232,61.0,United States of America,uommjxdfhiidkysw,M,5.0,US Airways Group,10.0,f,BXVDTUODOBKMBEDWFETMMJVTCACZOISOQORVMTOX,414.0,1-476-483-9684,Birmingham,Uqbdrpsf,U,967346.0,488616.0,I
DNMYGDLM,AIQIBHEFMDXLCVILLDEWXVPEZPQTYYBTWBSGNDHR,0.0,OH,Eqz13233,37.0,United States of America,Ygxrdyltqtytb,M,1.0,Gilead Sciences,8.0,f,,654.0,1-215-899-7204,San Bernardino,Eqznrzvmnhqnktzovcbt,R,3827960.0,244343.0,P
,ugqalmxifvkhixdokozofa,2.0,MS,CJQ13234,92.0,United States of America,kmhtfvlkhhb,M,3.0,Synovus Financial Corp.,,F,pkxprnkostvjrnfxskvswyvuhvzrcpatmihvoauvymwzdembstkhqdstfividvt,583.0,1-232-031-8666,Chattanooga,CJQGHIDJHRFD,O,3674074.0,194984.0,e
FFSFH,CMPKXMVVLHLIETPQIYKYCOWQSAKJIWZZCQGFBWWQDIWRAYPFHCQPHMJDNVCBMECQWHUUVYYWU,0.0,Saskatchewan,Wee13235,90.0,United States of America,Lzberxdjxlrjllwnljtrazkvbdak,M,3.0,DTE Energy,8.0,M,XZUQPLABYTIAHGOCOJDMPABAZDFSSRRUQVVTCTOGGQUQIXQVDPJ,540.0,1-256-303-7715,Norfolk,Weeajtdotuz,O,,375514.0,L
JRBQXQU,,2.0,NV,Fwq13236,13.0,United States of America,Hwhitxjmvewzbxxsbubbwbyorsjhpd,M,2.0,Best Buy,0.0,f,Onjzrxisvltwhtrnlyuqmulfsddjnchtbznwatrpdsbghsirqtbykxonmdnsalbjnycde,484.0,1-789-554-9827,Rockford,Fwqsnwqblnpdmplbkgth,O,2354140.0,171309.0,F
mpmbpgbrdxdt,BCOIGL,3.0,Newfoundland,Mut13237,87.0,Canada,rldjuiopluihllrltvtxoq,M,5.0,Plains All American Pipeline,8.0,F,Iwuytsknvcxxxcaenshiayivvsepgjglejwuxirunkutafgjyypitnlsxnmkbelkouuo,809.0,1-917-595-2960,Salt Lake City,Mutlcjatjntdeafcoxqj,O,3357691.0,161021.0,
iyhuw,Fyvnibvooboxeegikcjeiqpsplhtiwb,4.0,NJ,GTJ13238,8.0,United States of America,adgagrnvkmufmb,M,,Charles Schwab,1.0,m,kpuxmadwvaopixzucekc,673.0,1-215-856-1262,Jackson,GTJUQEZTOSQSXGHKNLUA,U,2740056.0,370533.0,
nuzjxsbm,Bvcwxzzwt,4.0,OH,Hwc13239,14.0,United States of America,Lcsquwnwwgzomqs,M,4.0,Emcor Group,2.0,,Ohxaxaeybmikhrox,676.0,1-929-532-9507,Fullerton,Hwctvq,O,3380249.0,299569.0,I
chjwycqpy,gxopnumrylboaspquncwrjxfijscnzncgqaurccytgaxvlumwdl,2.0,NY,TSY13240,0.0,United States of America,Ysxdxppdrftqkfcuecvdic,M,2.0,Rent A Center,7.0,F,SKTLWVMLJOMMDKKXWPGCGIZCZBKNFULUCYHIRPZ,517.0,1-202-036-1420,Milwaukee,TSYINONUOXUDTQNPOLWFMQWTWEXGU,R,672596.0,190169.0,
Isgrcun,ALKDZMSRKJJNCBARBGBZOJSQUUQU,2.0,IN,XFB13241,4.0,United States of America,KTZXJOHQMZQYSFXTEOYGXVLADQCRT,U,3.0,HealthSouth,9.0,f,Lhasbmruyyzaxjgz,499.0,1-868-048-2537,Rapid City,XFBPLDCRFNYFGCLXIWUNFVPGKARN,O,1018067.0,82565.0,
mrxgp,UXPFTNMDFLYWLNBCQOMPDQ,5.0,CA,Qqv13242,24.0,United States of America,FNSXKBUNRLJWDEWADPQTHYRCMWW,M,3.0,Progressive,4.0,,bernhfnmtqwmiemgraopyldtlhmeqjwosfktthvjh,493.0,1-209-422-0363,Anchorage,Qqvmvuatdzmwxpqazddjcrmucdw,R,456385.0,444340.0,t
Qbshwfnjurn,Iifzdkgbw,4.0,NC,ato13243,40.0,United States of America,edxjm,D,0.0,Convergys,8.0,M,NMEAGQOFHGAXYKAOZVJOVCNYVEZFMIBGCHCORISVRHIOMGRPMEGKBQWHRUJSDWSGOVYMNHG,490.0,1-438-057-5127,Frederick,atovehumwbwkd,R,1944545.0,427090.0,n
Tsyhsh,MQGRSXWCNJUYGGAUNLHSWKUUBUMCUOJUKHZIDUUOXMCBFFXEOVGQHPSYRSFFCTV,,NC,Faw13244,16.0,,Bbtggi,U,2.0,Curtiss-Wright,5.0,,Ukwponpytlzwwtgxkepivpknzuxpdzawetooqdasxq,779.0,1-377-410-9628,Sydney,Fawbercru,O,989710.0,57448.0,V
Eklaqm,Fzcucqogxircamboimojgy,4.0,VT,SJW13245,11.0,United States of America,SEALJVWTRSFJNLMSISI,M,1.0,Pacer International,1.0,,Lmpufyhvvgx,770.0,1-668-600-2636,Escondido,SJWLAAPWMGZFTXYGKXCUABX,O,456941.0,230027.0,B
Zqlrc,Ixyvcvzsmcfhxqlxakwmsbcgxbrbidvrmbkiulauay,1.0,MS,Bcq13246,33.0,United States of America,Deyposxgja,U,3.0,ManTech International,8.0,,Luqjdvfhselgybnqtdtbjgyxkqqvkcyfrlxxluhrsteppxatvxupx,554.0,1-846-338-5156,Hilo,Bcquclmongvoobsmsjfpomybppbqby,R,1832974.0,145123.0,
Mwqemdjsh,tjcqxlvtotanhaapugrtriwqxhfseemv,4.0,KS,qfp13247,29.0,United States of America,Bhuftnjjtbawvdpvkscd,W,5.0,Spartan Stores,8.0,,BEIXOFZYOYANYLFAGTKQBMUTKHSJIXMHJGJNPG,770.0,1-759-579-7923,Windsor,qfpxuowfmckrmgphpdhqwhqtgxxcgm,O,300695.0,21290.0,T
Ylwqikgkgs,Ubwnqbgbimzfmvnonebafliqemjchjexnjimtwimhnpbbikvtnnwdnvjvajvouunu,2.0,TX,Hwa13248,97.0,Canada,OLEAFHDRXRBLZIXNHIECTNYHZN,S,3.0,,7.0,M,Firiukqof,634.0,1-750-995-2946,Gary,Hwahhkitqrluetghqzfhumza,O,1394925.0,439500.0,
Svlsgbziofa,Jqysfbfwkzyxepudf,4.0,DE,Duk13249,15.0,United States of America,Lvnoocrazwvwanfjzyxjkvxjirqg,M,,AMR,5.0,f,Yqcjcvmochkqklqhpzdqpcxwhknvuqoxjeljipsjseuazarrtndfjnbdv,505.0,1-352-111-2740,Moreno Valley,Dukocgrualw,O,884745.0,431183.0,
Kpvjft,seyyjmsjemjheireplnybeosgcolpurkhcvenkimiarduftbzcuoauqjwpdzagbdbdabahyhg,1.0,ID,sty13250,95.0,Canada,Zmkeuiuqpcsfjf,M,4.0,HealthSouth,2.0,f,Dtbifkkvkcwjhvfkhcfkkviexajoxczupsnktrpbwenplpyzfckcwarmtzozhcbbhcqfhszp,315.0,1-486-826-7589,London,styevsdtrffyy,O,428088.0,43144.0,z
JDMFJIASV,AIYPLWTECQQOVKMG,3.0,VA,YMS13251,61.0,Canada,Tssnuvequyqlfvqfoesapzai,S,3.0,Sonoco Products,0.0,,,850.0,1-999-547-7038,Atlanta,YMSTEPSDHHEW,O,2543588.0,137295.0,
efturzblmq,Ysabszpkbgeoskangmunmiidabubeppsgupaqoctlvbltngdqbrfwnttldyumbonouomqtxi,0.0,MI,cui13252,33.0,United States of America,uvmtyoftduppine,D,2.0,Regions Financial,9.0,M,ibaxqhselzieddtxcorobdgqhotiaebzqgwdvjkwhxnpqptqj,435.0,1-991-240-0534,Plano,cuisbajkbgbepg,O,781263.0,323020.0,q
Nlnyt,Pjjxi,1.0,ND,efy13253,1.0,,Mqvfiyqpiplg,U,2.0,Manpower,4.0,m,Qmmqleexwlpjsmgdzzoojxsquztlhqhstbffrki,493.0,1-881-231-0558,Idaho Falls,efyurbmsmiawhwfzpvqatzzc,U,2219616.0,202720.0,
Cratwrnhiqen,aandmlilsbjnyglvegrxglhnbrzqlytpetlsqdstxsvlobro,2.0,FL,UMO13254,99.0,United States of America,Qopkq,M,1.0,Dun & Bradstreet,3.0,,PZJGMYAVXBTZBKQIGFQBAEOAZDMMEOCCLFDRDSZL,386.0,1-891-314-6597,Boston,UMOOZLDCNHRAWH,O,,147444.0,
Sdungmzu,YPUWPQKWPL,0.0,UT,Yfw13255,96.0,United States of America,huhobdl,D,1.0,RPM International,1.0,f,Miutbqibvfxkarvziqbogcfwupxxjhztomhlnocdfamajcdfifflhdri,333.0,1-382-735-0127,Biloxi,Yfwwxvjgnqoiwurbkjitanpfdzldk,O,3777584.0,284326.0,
EPFBIBJLFE,krthzupxyqstrvkjitoxfckbhqnpnxvxkcoodqmlalmytoxeleglbhofxeunskexydandmtfxyiefkd,,ND,JJW13256,92.0,United States of America,xfremibyy,S,,Staples,3.0,f,Uyjimrvueeievgnabxuofdqrclhvfcwaohxbkfhpuupvipdmlexkhjaujswouijfltodel,516.0,1-408-130-0965,Hialeah,JJWGGLFHHIEJICMMGNMR,R,3688022.0,51448.0,W
LQDVABGW,KTRJQCRUBAQSKDZS,1.0,MS,Wab13257,88.0,Canada,Fndemrfrigiljzasmdmblm,D,1.0,Alcoa,1.0,M,Ilfvyocsrcbtujjpghsflzjucnlajidvwdgzezrxbcuafiyzuumkagugwbmdvpimxlnirnrlzq,351.0,1-938-427-7583,Montreal,Wabvq,O,3462697.0,133021.0,f
Rdezvwvdszp,Jtsao,4.0,MN,CPI13258,19.0,United States of America,EQHAXANOBUZQKZEWNCBNRZYN,U,0.0,State Street Corp.,7.0,F,Crbflrmgfwzfckfwzpadrhsdecnnnoyqggunjzbjryvfp,304.0,1-632-407-4063,Oshawa,CPIJKREDVUDNVLE,R,2780611.0,269064.0,
Qqbmwzycl,Eaqwnwlhxtrawlrioonhedanavvtwog,2.0,GA,BZC13259,79.0,United States of America,BBUVKPXGRT,U,1.0,Gap,1.0,,Kvolmmqkorkeoyrvjoygbwlbrfq,491.0,1-871-854-2212,Fayetteville,BZCFCJUAEBCZBOGTZTQQJLGE,O,1503671.0,,Q
gkiltrkqxml,Enzpgtbnzbezuqgydjekhtgjpbogmmjvafynshuwtw,1.0,Nova Scotia,QIV13260,40.0,United States of America,BENIAUKRKRZVN,M,2.0,Owens Corning,5.0,M,CXOIKGSRVRERCXNEFEGGWNSUHCELLPXWOBNMDBOBHYRDTGCAAEDBPHFPPQOOBNMDYLGAPRBSEWUBK,594.0,1-475-831-3964,Vancouver,QIVZSAHHXKHNTUVSKGFANR,O,3263203.0,298878.0,
Dzlkuop,thuwnxvcewm,2.0,VT,HKN13261,85.0,United States of America,Apvknvjzhclc,U,0.0,Curtiss-Wright,7.0,,kjpektzonskgxbimbrdncuwjpretsyolpnauulpnsg,664.0,1-907-551-3014,New York,HKNKFPQBMD,R,2761203.0,412000.0,Z
chrjnrm,Wphuxhenfshnbdmfjdsebjcqnujclhmxkkjfmneqx,0.0,IA,GFL13262,92.0,United States of America,mrauuzqbvnup,D,0.0,Harley-Davidson,9.0,,Wojphxkugnfavdaoyftsueyltjoutxokoiqrmwaotbwwvdqesjetaiklzskqdsrxrai,836.0,1-574-065-0336,Windsor,GFLQKKZKICTSKXWUSDEGXVPJFTUMRL,O,2500499.0,161918.0,
Kgbhipuuovxb,Bledreqvzmzhkbfrqesnjunljzbrwjrrhdtugcobqrlzqyrkhebkhzawwgqiq,0.0,CO,PCR13263,37.0,Canada,UYPWYMIYHMKKXIABRSOAO,S,4.0,CenturyTel,4.0,m,NXVDTV,807.0,1-983-331-5503,Berkeley,PCRXDULLHCFVILQZNCNPUWOSK,O,1031644.0,150257.0,
pjxhfvict,WJSNSXFE,3.0,KY,Mxh13264,49.0,Canada,VGPQVIOIUHKQILAVWAEYNW,M,4.0,Magellan Health Services,5.0,,Vkpcaqyrjav,555.0,1-913-754-4478,London,Mxhzueedxguclnjhqtyej,O,3245402.0,131378.0,
Jnssq,MUULPQPMBXUDWZXJJOIYABDFACTIOLPIOGARMMDQDWOEPZOFJPWBPVOK,1.0,NC,Nun13265,,United States of America,Pmvwdxlz,U,0.0,Cooper-Standard Holdings,1.0,f,qdrkylwdortaygisdbdkcbrhfotdecmnuxancwvculibugwbn,704.0,1-968-682-4562,McAllen,Nunleuaswk,R,2532859.0,427824.0,t
Ophngwnyzgj,nxzuqbeegnltbiyvkotrxroepqmoqjbymmabe,4.0,AZ,zve13266,81.0,United States of America,Reaewyvidnekmykydyt,S,1.0,Costco Wholesale,7.0,,IRSSDGEEFKJQOHWXEYEVMVNIPGYGWFQMQLW,444.0,1-126-684-7680,Gary,zveyys,O,3478268.0,432383.0,
QSSDIQWNUFEN,Onyaofkjntgongkvwywoaudxrmplejvrumpugtrfhoqourkqyz,,WA,Csi13267,13.0,Canada,GWVVPFINYUZDFRIJEHWSIDRJIOY,S,2.0,Domtar,1.0,m,ATIUEEWOTGBPFVXQELSOEQIIJCTVGKUYCMMLMYHLJLMTUBFEAXPUDNMMXHHKOUXECPEJU,344.0,1-509-797-1506,Long Beach,Csinhgq,O,,72261.0,Y
RNXZHCFZZ,Kecufndwmjfygkzvfptthpbfnsucpswfcgebhoyfsuajbqodepxwsuoqroe,5.0,Newfoundland,Eek13268,98.0,United States of America,Uonsfqgapprhrhdgo,U,4.0,Susser Holdings,7.0,f,AUHLHUQENHSIFKPOYFVTTPJSTPDPYTR,728.0,1-079-603-5559,Bellevue,Eekaktxhncnsenigjmlomilf,U,2886374.0,2945.0,X
Fzbvohtpbibi,Wvctragybfktdrjlcyfvzcefdobbewemkwxjne,,Saskatchewan,RTU13269,61.0,United States of America,Twgumduxzypwraipdkjro,S,3.0,Owens & Minor,1.0,,Kseoxihjkzsdpternnipvosapdxpjplpsyekaoxfsd,428.0,1-003-595-8840,Plano,RTULOHDRDPQPKNPISINWYBCSHTHLV,O,1521016.0,434739.0,
Acovlcfa,,5.0,VA,iah13270,77.0,United States of America,Dmjtsomaurdewdgspgtuktdl,,3.0,Dick's Sporting Goods,,,CEINTV,732.0,1-103-761-4145,Regina,iahazgxasdfbrtxhneyycv,U,2976268.0,316148.0,
bcemigjbmuer,,4.0,NY,cep13271,55.0,United States of America,ulmjtam,,5.0,VWR Funding,6.0,,BOEFNAJBBDDKNJMNQSVBSEUVCCBECQCOWTHDJYBNZBDIIEWTMOBGVHXPQFNDNQYMPRVWHQVOTKX,372.0,1-169-001-0679,Bridgeport,cepsbyjknb,U,1510723.0,164871.0,
avjoozh,Edkdnqbhrzcbivhfqlgsbhsxrjietyxyquuccscjjucfrtpxlovopz,4.0,MO,Xrj13272,83.0,United States of America,Uagtoxmicfpgalkmg,U,0.0,Owens & Minor,5.0,f,gadynrdaysaazchvcpinoxdtjrvhpohhorrysalimgoiaibfsxeozigyt,427.0,1-674-730-3777,Scottsdale,Xrjebpexpcxppvgevfmlpqhi,U,526799.0,480038.0,
ymvix,Pepwqcschemfzdpnelleosibudcvqgggfnvofcqdaehimradfjgffmptuxyprfkrkmrlgrxdexklj,,CO,OMN13273,82.0,Canada,Xfgszmjrpcgikazjuuujk,M,4.0,Dover,1.0,F,Wvriudvijyhgcakjyumhmdjjowm,765.0,1-679-489-9725,Manchester,OMNUDOWKKKSOVGXTZN,O,445239.0,91185.0,
fxyetv,hzlzcosyugytywvhawpmv,0.0,British Columbia,KGW13274,45.0,United States of America,qgcjiilqqxriqbxjdjj,M,5.0,Varian Medical Systems,10.0,m,VVRNYFQODNXSN,787.0,1-364-266-8678,Birmingham,KGWNFVBKVKRILAFDGASFCQXJDAP,R,2580124.0,480642.0,
ycecl,viuuabzubfftpfws,3.0,VT,ETJ13275,96.0,United States of America,Emuvpxvsqvcjnkrakpsqtdbdeicac,S,2.0,Campbell Soup,1.0,,Xdnnwjuapyllljqzsfzhwvwpngrbhffausacwoepjmxlxwivfuompuybauz,399.0,1-680-779-3336,Lubbock,ETJYNUIWJNIITKVUZLTJHVAVHVBAVB,O,484634.0,338137.0,
Nusabxe,vsaptguroofkstecfxiythlkeiazzqtrtykzxmpnzwworirjthfxtwpadrmbkjksmhejd,1.0,TN,odf13276,50.0,Canada,epusfugcfjnhndbx,W,1.0,United Stationers,10.0,f,Yngmrpjurfcvjhjtyruydagymrfnkknfgcfabp,436.0,1-629-190-3998,Fort Collins,odfgygnohhufopdzhfwxdayka,O,3644428.0,151581.0,K
qnhkhbnconz,Ounbuuw,1.0,VA,FJJ13277,7.0,Canada,Tjbbkbjmlptxizyzqpimqcqadjwn,W,1.0,,10.0,,LURSEVMDXREGMVCBAPNTNVCOSDTJOHCDJXVBZJZ,769.0,1-333-190-4296,Anchorage,FJJESBSIEQT,O,382858.0,216513.0,X
JRXXARORTL,HDUAJOLXUVEBAOLMPGTQIIZSOJBIBDPXPVDHOHVT,4.0,NE,Gry13278,68.0,Canada,Bucjsqarucmmaomcbtm,U,,Bed Bath & Beyond,6.0,M,Jfawkeeswa,719.0,1-601-449-9825,Boston,Grywfjcjknfhslkt,R,3994265.0,316902.0,
hefghnmso,xhtrn,5.0,WY,Htg13279,31.0,United States of America,tgsdex,M,5.0,Dole Food,2.0,,Koeonnffouvghfgbtkugsnj,340.0,1-802-639-5897,Long Beach,Htggjocfimxmmfobxadwwfja,O,2294561.0,249323.0,V
NAKQC,Mdrifmtubmgrtxkduusumewpwtujxoxfeioyemwxxfxksargvvdisbgiray,2.0,VT,Nck13280,67.0,United States of America,Euoksvzwrdqjow,M,3.0,MGIC Investment,5.0,,Iunpumjyfewxssizu,696.0,1-386-695-2443,Stamford,Nckixbtfccwdqloeptpuep,O,3736725.0,180897.0,M
Tppopzjbbkpm,Yhrnocudbzkowuqvfcwipeckwbrfqucwmngxqcocxuigqzzcxpexlldxuxkhhtgmhdxccwkubrtvovon,4.0,FL,Ulu13281,78.0,Canada,Hhfzyghyllkxirhomrhgsccjsrhmv,U,2.0,UGI,6.0,m,Xzcoyiqtjpphosaicrbbwwuvdscu,429.0,1-133-344-0698,Garden Grove,Uluntczdvgnwm,O,1373134.0,64683.0,
Ltmtuo,RGPNAIBMTLTSJRKDVIGDIEYROYZYRMAGAFZDEVBRQWRFCMVQHASRXOGDEKGZMUR,3.0,RI,ZMH13282,61.0,Canada,Fhnsalscqyeedefswwuwrl,S,5.0,Packaging Corp. of America,7.0,,Oqfnkuywnqkjskkeoinnlupktcuugllarlqunvqbfmnnccuxixjdnoxtux,502.0,1-648-894-4848,Flint,ZMHZQVXUQYSNYPIVVXDTCOVIPDHAJ,U,2622298.0,116935.0,S
Rtxbz,Iqfoyjqsdlaiiqroumxwjjmusprsemmksfnpwprqlrnjiuwvlcstqgsfiaztgjy,2.0,CA,eso13283,81.0,United States of America,Jqqnlhvtmnbqymynwnjoqqaotk,W,1.0,Dominion Resources,5.0,F,Bxwhqdksc,849.0,1-350-570-6771,Richmond,esoarvks,R,197048.0,84676.0,
Qoqbrkwrj,Grdqfosgfkoyjqjdsydkosdvquwubhrjhroyokfnvcbacungc,4.0,TN,Uvw13284,4.0,United States of America,HOWVOBXXKZKBAMNBJND,U,5.0,State Farm Insurance Cos.,1.0,,vwrmgjrdsrjcrnudxxspjmhxvvqqpsxffkburraqsnkey,,1-796-938-9443,Independence,Uvwivesoxhdqcsmaqaxyc,O,769987.0,22879.0,Q
Xlxle,mthxfvajledcgaigmfcmolkztpyqmg,3.0,Newfoundland,ejn13285,20.0,United States of America,EKVIOIERSZFEK,M,2.0,CarMax,0.0,f,NKCHUZVBLQMGSSQPQEECMGETCCJOXHAMDZNWHERZDPKPULCPMPXZDZXPCKOVYNIY,827.0,1-945-448-9130,Halifax,ejnawdtboaajgqngttxzh,R,2263759.0,6876.0,
Tadzvdwmk,nysyupmujtvlkyhwcwwohilofavqdtlvaszsdakvjyozfinuzxbwgcyzddwrnbfp,0.0,NM,abg13286,68.0,United States of America,Xshlqjyyykdqeeakxywbukaugj,W,5.0,Allergan,3.0,,xtoxzfpfdahjuoxhftdyeeicqxpdwudsmmj,377.0,1-652-817-1263,Lancaster,abgbimyccytmfvhef,R,1149508.0,423844.0,
ocngwjx,IEBVLRCHXWGAJHNNYVIARIDSVVKBK,0.0,DC,PPL13287,,United States of America,Hbimisqfhdhfas,M,4.0,Vectren,5.0,M,jsepghkxpbikmt,428.0,1-287-586-7650,Burlington,PPLTPYIMKVHZTRSONSOICMV,R,,52513.0,y
swgmcuxdux,Eugghcgdmumaviewkeqnfkwvtsdvkazxwbrvrsrbjhdcidyechuhijlkfauqv,1.0,Prince Edward Island,Jiu13288,32.0,United States of America,Waqkzfslhsqnj,M,4.0,Analog Devices,6.0,,Phykwcqzfxclpualudqaogwuxwslnbykwgzewpjthkiivqmdskunnruimlsdyj,326.0,1-718-238-7850,Torrance,Jiuew,R,2142179.0,34540.0,P
EGYAHVCH,Xllyzeprukchxgdaweqauoskiwxmqqdzvbnwhqocfkhwpdtmplgskalgrxbqloll,5.0,LA,Ims13289,25.0,United States of America,IVNFMXUHLNKNQKLQ,,1.0,CommScope,8.0,,Xhxzkhkxglgziupspkofwndxdbmthquxcfovx,,1-766-959-6159,Portland,Imskilwbysuyrjhwtaurmm,O,3456095.0,173732.0,
FLTBWUK,uttkmpgofpnvltglavrqbhqhvvgiwrczfdynjeavyiduufwiubvthgrrvhgvdiipoogqfzyfoq,4.0,CA,kxr13290,56.0,United States of America,Ebcetgrmdusfhkwlqijxchc,M,3.0,Express Scripts,3.0,,ZZJGCEFVTHFGNFCEQUGXVRRTQQMKHXSJNXQDGGSZNHXBQQWXQCFUNGF,789.0,1-446-952-6459,Orlando,kxrmrctlrwohexobkcomup,O,1797369.0,248640.0,
Dgksmvlbaq,Lvnrtrxvgogwgnltapxvnhzovoxlplgibzxtgearoydcgunvnxhnhuevzggljsfnhivhcjgmmvbebhy,1.0,LA,Jpv13291,90.0,Canada,Rmislhw,S,5.0,MEMC Electronic Materials,7.0,F,FWCQFPOMOHVNCFBGFDRBWADJXJWKKPCGSQKTVGKXATKRHKEPQXHRGAINBWG,700.0,1-327-961-7228,Beaumont,Jpvgjcfkkjedzfktntzoktiw,O,236958.0,439264.0,
,GFVLKNXIJCBDXTSTFROQUKXIAJA,5.0,NY,AUV13292,18.0,United States of America,Ocubrzf,S,1.0,Las Vegas Sands,1.0,F,cdciiormdlhrqivygsqfuhdwdtqxoexgqvowmzdgviggscrkwccyvxptvdozgumfgoncxcedewyua,460.0,1-909-462-1614,Lancaster,AUVXBVQNFBBWWKEIVGCHG,O,2916599.0,338039.0,
Vdkouhul,RMUYVPBMSIHFGXHVPHCGVJMWIBUDYHAYRANCWXUUIPCNAGTUZGFBCTJKIWHJEKAUV,4.0,UT,lip13293,49.0,United States of America,QIDHXL,M,2.0,Regal-Beloit,10.0,,quxoxxtmgzbnmrsaulfyenqbjd,441.0,1-088-568-0253,Nashville,lipbleqkcaqilgjpurryzabkz,O,830045.0,138898.0,
gecgtfvxouab,Jouyypisuuswovbtokq,4.0,MO,Nfo13294,55.0,United States of America,Uofuytisp,M,5.0,Murphy Oil,4.0,,igqizsglieckfolqhermjtdnqvsxocpyinjpmmjoyimeadoprrvpqlziaaeimakbfyzpgjceqhjkodf,542.0,1-900-597-3379,Charleston,Nfomnrpywektufycjs,R,3260198.0,465718.0,
Kmlvthsl,WVWESZERIABVHJTQZAPRJGEORKDAOEESG,4.0,WI,Wsz13295,43.0,United States of America,Paopa,M,,SunGard Data Systems,1.0,,Wskwbvkixqywnulhwuuiouornbespqyuzgtbvpkqnryeqxxvetubuxyvjnumgmsmuryxewhdxrjdou,736.0,1-881-385-6273,Provo,Wszigvwkfsyt,O,2286681.0,208991.0,
Emdktxpin,pfldajeezhl,4.0,NJ,qbc13296,95.0,Canada,Uyjkarcjfhpdxtsqlirxlysbatho,S,3.0,Energy Transfer Equity,3.0,f,nsgqbcxmdvavuntxirwzvqlyqnjifebafrqelcxwdvpxjcaozuvzum,451.0,1-605-435-3346,Bridgeport,qbcgtarhyfwwwmvfn,O,2416195.0,237244.0,R
Rqcazinms,wlgjskvvbmpyqfolhumlwzhzoilfpmvbmyxa,5.0,NC,HWJ13297,39.0,United States of America,Bhnolbqnulsabdukbkzc,M,0.0,Torchmark,,,KNXFCPZACRXEOMZMVVHZMOGSQIFETZMTDQBSPALTSZKVV,620.0,1-458-069-0788,Charleston,HWJYZUXJLMVHUY,O,1506478.0,101559.0,s
Brgxxpackcr,Lhboivagfqwyvqwnimgdcjlvpjtevy,2.0,Saskatchewan,ggf13298,46.0,United States of America,Bnnavebjbellkprchpcypnkubsip,S,3.0,3M,10.0,m,,327.0,1-464-238-0810,Syracuse,ggfljpdptcptignjaxqya,U,3328580.0,55791.0,p
WKSDGYYN,RISZYDGMXSQEMPSTWYEXJPPTJFJECNCWOXZIPASNDQRKVWTFEHTBDWAOBTCGCILFCBNCCEEUPT,0.0,VA,dvs13299,98.0,United States of America,JMEUVKQUPCEGWRRO,M,1.0,DTE Energy,7.0,F,OSASJKIAXOGOXAVVVVECPPDMOWUAZGWWOBTADYTCNAHNFLBXQDUWTHAGKAB,744.0,1-081-162-4468,El Monte,dvsti,R,1482658.0,293690.0,g
RLAJNQM,,1.0,WA,Mmk13300,37.0,United States of America,Pisbqriysjnuxlos,,1.0,HNI,10.0,f,PMLBAEEXJPBHTTHCMZVIPNTLDYKMHQHZ,,1-911-389-2850,Chesapeake,Mmkruoaosytchvparck,O,1623391.0,338565.0,
Qeeqxnxkk,Iwyicvnuhglehmacutqgxgfokwxwgomwswmsyasldtbbicdrbbkkcahmyrzcyqzxak,0.0,VA,Bpl13301,27.0,United States of America,Igaaszlxumvzcz,M,4.0,Legg Mason,10.0,,caqhsqghpqsrxoivhuslikgynqeuihqbytvsexlkqgwkcrdgidqbcum,554.0,1-794-660-0975,Huntington,Bpljphrggidoo,O,3810116.0,154961.0,
Uflgkjhluhj,agbopelmbrdfgsflveuxjpjfjbqlvdgpsbejsbnytuxaqxrlgrrkmqnlwnjuqszqefwg,0.0,IL,Izs13302,49.0,United States of America,ECHZWRRTLLOYCTJEMJPPONQ,M,2.0,Polaris Industries,4.0,m,dhjwxxsbsvvmhhglewwwntjiiffwysvrrsscov,694.0,1-224-122-8069,Omaha,Izsbdjvcbejoqtdfyipetoqeed,U,3210053.0,196527.0,D
Ytpnflkvyhr,Zklygkgilmmeplwgqpdopimaoeadmujuvnlypcbrmbuxpkji,5.0,IA,Tpv13303,7.0,United States of America,JBBAGLGANCBGIWUHQFOTDJVX,M,3.0,BlackRock,4.0,,NODLPZHVEUIADUKUXZRGIHMISMYWQ,507.0,1-516-909-3477,Fayetteville,Tpvyfurwzqoplsymchnsztm,O,2685602.0,315680.0,
xuzfyelrdtzq,Pyibsj,5.0,MA,Qgq13304,83.0,United States of America,DQXACHNAUXJQZLDSBELFG,U,5.0,Lubrizol,2.0,,ICOBYWAUGJKRMZVQBLZFDP,809.0,1-138-341-8864,London,Qgqacfcmjhaudgxwqiivhbrjz,O,112786.0,415427.0,R
