prospect_gncd,prospect_ntwrth,prospect_ddrssln2,prospect_ddrssln1,prospect_pstlcd,prospect_nmbrchldrn,prospect_lstnm,prospect_phn,prospect_nmbrcrdtcrds,prospect_cntr,prospect_frstnm,prospect_nmbrcrs,prospect_mrtlstts,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr
WXE12724,1158961.0,zyehqrcoaiqmvqmbmvjzcqcffbsdflmgsdcsxirsowjvmmlfiznorlff,Jofmpljjcokrdwqffrxozekaoktzeqwvffcgrkxqwrbreqcjwtximhvnztovqiasnsxuegfqvq,Orsphbxm,2.0,WXEDRZDCHXYBU,1-145-843-1463,10.0,United States of America,btfgdko,2.0,U,81.0,624.0,O,Children's Place Retail Stores
Kzq12725,1656178.0,,Ptgkwjgaujyccapghjizixwtfxihkqupjiiqqfcjxmhdkeqbuovdodtlxjbj,eneeettxdeka,4.0,Kzqsyqonnn,1-134-930-0241,4.0,United States of America,pmahueafkkbjj,3.0,W,3.0,303.0,O,Administaff
Bcr12726,2373768.0,Sjpccyyarzop,jyknjdieyzucbbjsekwhlqxeqpjkxxuynaldniqtfvrwlfdclpc,WNDPVNTWPAVF,2.0,Bcrtykao,1-837-165-1804,10.0,United States of America,OLAWHVUQJBFPPMKDWBKWJV,1.0,S,45.0,337.0,O,ConocoPhillips
MEZ12727,3672224.0,,Czboglmtalvwgdjlhrxlwxrkzcn,Vnigr,0.0,MEZZWEFIPTTER,1-341-891-6276,5.0,United States of America,Tbryjtljsq,2.0,M,,418.0,R,Kelly Services
jnp12728,2519490.0,MJEBCQDNXHSZWTPGWNWFKELJFXKSJDYTIXRWXXFGZWPOSCFQSMJUUZP,ofdantyim,Gggncj,3.0,jnpbgvqocgtrt,1-034-953-2553,2.0,United States of America,Bnkzsstawvjfwxoekhodnzfmmiaav,0.0,M,,700.0,O,Unitrin
Ehq12729,2409054.0,Ebsdnslqswdcjifwnbkquwvldgrkmjvjesekd,MMHOIHYFPBMNJFXQSGAIMDHUDUYOIJEQGVPTAOQIKSBNVDIOSEZIWYGJTCWLSAYNNUU,WOMWNU,4.0,Ehqqsmyxkpeknuwuqabefdk,,5.0,United States of America,Ykhjkitlavkg,3.0,D,3.0,589.0,O,Union Pacific
Etz12730,1891394.0,Ofuoedwogepkqmrdyncknio,EJUHWZSNCELDFOPDBRXXFDNXJHBQGOAQUWRZNPRKLFUEYQVXEZQKORIRRSLTJDENCGKGMQXPFWFWAC,gxsscwf,1.0,Etzkcqajvmlgdaxcavwoliqodakp,1-954-805-8129,5.0,United States of America,Covfptmwhgwhidjcrooavgjyffnjj,4.0,U,29.0,822.0,R,Cliffs Natural Resources
hop12731,1271315.0,Bprhanottszwoud,Bxdcqbwmpzthsgeysrojfkufwhkdbjujfgeadojauxbabdswjdqosmmukkkhlvurhhxjwimykp,Ehemg,3.0,hopokgpkqydykpje,1-244-947-8549,6.0,United States of America,Burdgrrfwy,2.0,S,,327.0,O,Chiquita Brands International
FOW12732,2492456.0,Wuwxmd,Hhtzpndhqdqomsknnfzsyuciqxcvcnbzzheytqq,mkknnnsuxhwh,5.0,FOWTMC,1-695-380-3765,0.0,United States of America,qehljlc,,U,16.0,468.0,R,
Ewc12733,2414960.0,Zqviqqlaluyaouiaufaqvpcbnscflmiegfnddikpuxfg,Wlkjvfhtrklhcfdnpcpasesifahsffyloapgermylmxhtwflgmqmdzpsbusoxdrasiigk,srpkdcq,4.0,Ewczhkojyckycwrnjvcdz,1-495-934-0755,8.0,Canada,Wfafvvswtsrdbaefkvcp,1.0,S,60.0,770.0,,Baxter International
DWL12734,1962531.0,Tubvzcrtehlunxb,Obdjgucejcqbvkqkckcupgpfpndrotvjcmavrmhzh,Fgffq,0.0,DWLEMAODQ,1-803-861-2066,6.0,Canada,Xvbjpnprvxtkqxqfv,5.0,,98.0,371.0,U,Virgin Media
Nhl12735,1652119.0,,fjmknj,XBAYEWF,3.0,Nhlfdee,1-006-840-4038,8.0,United States of America,Vqxodvjfju,5.0,M,28.0,467.0,U,Susser Holdings
Bef12736,291940.0,nlcvlsbkuwbamdjkvmmspivpesnysrbkojdiiqjyeaqfksfwfqhmmwqp,Rwuumknmciuxfuqigkievsebclnkbogfwbjnjwihbadasdzsmpoficnudbtjkeuoje,OGFQZTMOPJEG,5.0,Befvvofjathkrkwpd,1-921-513-2121,9.0,United States of America,Yrucxadpttbnechqqvkmsbyggljtm,2.0,M,80.0,652.0,O,
Dui12737,2109127.0,RVNUHCEZAZWXQZNBRULNCORYIAAJESSIDGCJNLTKXJNKOWJEAAZOBBYYFOBDHKZLWXPSIVMPNPQP,LPYLPDNVMZVFCFWAZCMLRHCYLBAIYABJFVNWADHPMEIPWO,Asxtpotdu,1.0,Duinql,1-489-570-1877,6.0,United States of America,tkjvfddcgxgxrucubxalvtrccfuba,0.0,M,8.0,423.0,O,United Technologies
Wgg12738,1396116.0,Geertynxuelnkqhammoiifmwxzvnogahcajotkgbzrxct,KKRSXWFUELIMNNLQTUYLVNKLBHBKDPFDVCNIBPWM,DZRQMCFDSZV,4.0,Wggawvaxngjsjcvrohdeozkbnppiwb,1-910-449-9486,3.0,Canada,XTEOHPNJGYDPIUDG,3.0,M,92.0,797.0,U,Juniper Networks
CMA12739,3427264.0,MXCOTPSPXOVKBVGLGEQWIEVGTGX,Igwtfvwveapigans,Yamcnnyqhlhu,0.0,CMAXFMTPQMREYLQBFLGDKMPQRERPWP,1-987-972-3744,1.0,United States of America,LCHBSHVIUFJHM,4.0,M,14.0,412.0,O,T. Rowe Price
Lly12740,1389496.0,tasnlivwfnazcyogalcrxxccbrgxozklwowsbbxktwqmjpsdgwlmmexsqzrqksreefnwidwrdl,Smutkyecmunafxamnjqhcuetsvvukgwffawnxzqzphjrkptyjaadcgbuivdbl,QQLMZ,1.0,Llyscuvnssxokjwtxhvhcggxmo,1-974-201-5222,6.0,Canada,QNGROIJWBLLE,1.0,M,12.0,368.0,O,Hill-Rom Holdings
qmd12741,2006655.0,PKRGHTMEBAPYJVFFMWQB,Bhipsslnqdmrwehxpwdbqtvkljkrjxqhbrhgfgqeqvrwitcccjryigonvguoqjla,Toreiwxvxuna,3.0,qmdcikvtlbf,1-981-576-6270,2.0,United States of America,cldhliizryiuv,1.0,S,16.0,,O,Atmos Energy
UOC12742,2842747.0,Pdqenyvelioy,Gtkpacrrshrjczauhgwnoikpbnaiezuc,VJQRQXTQR,5.0,UOCNBX,1-954-228-1242,0.0,Canada,Ibbcaaonfcyqkqdg,0.0,D,45.0,539.0,O,Publix Super Markets
wdi12743,3979196.0,IKLSKBYPTHBWYDJSGHJZAZLSPHAIKRENOUHMIXCPMKNEOXHEUMNTCVUNIHVRVMHRGPTUI,vxfzeugpgbogynuzfxvkcdsryyqiezgmtiwlrttruqgfrwztbcrvl,klkaivtmed,4.0,wdiezlprrgm,1-069-044-3794,5.0,United States of America,Kkfwqerauruvvqvjfytaecvnhijy,4.0,M,9.0,,O,Union Pacific
Yuz12744,2976882.0,Hmlriqaxckmejiechdyaunmcwdr,ylypbuiqrrmdlevqsarjmvoupcymfkeooamoyykilrhodocihdqdbwuipwuaymqgeydbjcrylqstdia,Fponcxl,5.0,Yuzvurnhnzdeaepzzlrmulnbwmv,1-359-043-9483,9.0,Canada,OFSRITZDP,2.0,U,76.0,432.0,R,Men's Wearhouse
tze12745,1475651.0,jvmpuvxvbaxsdb,Rzqpikskrthtkoolwtnixcdzjhbr,wmstlpt,0.0,tzeczrfcijbkiokduhkcsfsnn,1-216-121-5349,7.0,Canada,Fpaqsgjwsbrqpummmficaesejtve,,M,46.0,,O,CSX
ayo12746,1667054.0,mehigcwbxictsfoaydytpwzskeaemwlrixiookhotehobdyaahxycm,Jurtsdpczowdtocv,aywuqnffipvn,3.0,ayosulsuoiaefikdokxdol,1-198-655-4742,5.0,,Kfphjusfbtczdohl,1.0,S,24.0,761.0,O,Mueller Industries
Bnm12747,3019806.0,NODWSTGWIVXXXAQPPBLPQZXUOXPCGGAICLQKYBMKGYFTHWWLXMOFZYSMUB,znvgqnzuqjyztomquwbecfrqdxntbuhsxmmtdosmtfkuxxcunopwaxge,Wgdzbscgt,1.0,Bnmqwfexewigqnwrh,1-913-563-2439,1.0,United States of America,YNMXZAONNZDYUQRQXLFNPOM,4.0,S,17.0,,O,BMC Software
snt12748,3688877.0,Zacjw,Rhdisixwaqziozvwzudfkk,Nmdcxchhcnl,5.0,sntjiccudmrcogxn,1-310-386-0831,8.0,United States of America,Qaxbnkejhxmhqtlxmknm,1.0,S,63.0,761.0,O,Dole Food
uts12749,965025.0,WGKXCJYZSI,lcqbhlouitwtfgqbsnhznmecmwyhgvlphjgvevzpcicmzgntnluoqwnpgklyxhdj,gnvfm,3.0,utsgquqbadftbjjmhacjdfcniq,1-932-771-2566,3.0,,Hrrdtuorr,0.0,M,0.0,480.0,O,Dean Foods
Wov12750,1963612.0,Iatrrylvvezfupvpcayprfqudgwqwvxzjqbjiripnyvniqshqlebstrhydqtbgls,Stcsksoumxgkknxylitwuewoiomhvklolplqoevoejvzm,Ygsydanx,1.0,Woveokphxyjflhrwhsoh,1-376-193-7039,4.0,United States of America,Iojnwgwbzfhidimszkt,2.0,U,78.0,629.0,U,PSS World Medical
DEJ12751,1363035.0,Espjxluubajwkdgmkkvgvnbimqikwiubyaic,Mhpsofzalmcwcxwgctnffaihrtnhxglqvjpdctuuwuntbkjavlmegpvldzsxfomvepldhgiwmupri,SHWXQNVK,2.0,DEJQYMIPAVOTIMTCQQRRRK,1-006-418-3311,10.0,United States of America,Ugxscyjl,5.0,S,95.0,594.0,O,Zions Bancorp.
Bsd12752,2901258.0,Vnkwapwcifxzjjklghdwtbavrtxibuecvlydwxmmcidnfwpshwawytmmb,oxwjcndactgamwiglllznmcqwagynnpznofjfthjxwzlehhtkzowtmzwccnjtnuqbsfitfmwnqljhey,Rvlbgbjt,5.0,Bsdqqzzfdluxnxbtxy,,0.0,United States of America,jvnvhlartkwjjqmerbepezxgqskhb,2.0,U,19.0,,O,Snap-On
Avp12753,705059.0,Zjtlnhnkzcnzrfpxwwsmtcphqufvcjralmrtzzkubgmkduhkerjfetcmerwwiakxsyni,Rxedhozkakuvfsmwdjatosqgsyshpulylxtdwxkfguaystub,Cvmhugjhgg,3.0,Avparwipgikakfqmpyxgvpaebqn,1-164-508-3988,0.0,United States of America,Yxxoatrwjamdigmtik,0.0,,36.0,594.0,O,Bank of America Corp.
IDD12754,2791193.0,UNCYOCGERT,JFQUXLCRGDQVYJBNCVBNWUFRJERL,Jzkftgx,5.0,IDDHRY,1-035-779-1091,6.0,United States of America,Ixchidhdidaic,1.0,S,93.0,506.0,O,Graham Packaging
Uwy12755,3812048.0,,pqjairkovicyenlmbcg,Exlaxjtj,3.0,Uwyqbrjmbdzoibhtvs,1-292-221-2035,0.0,United States of America,CLEGVNWBRSHWVOVOABX,1.0,W,52.0,729.0,,Eastman Chemical
Lgm12756,2962749.0,Sgkdijtawdvhjop,OQMCNJZXBPKEKVNFAHNLRVXWETVUYGYOWRQDYRILBUSESAFPRVZAILEXWQWCGDGFFHGLGEMDTSEQAC,Pintcvhxfj,3.0,Lgmrxcabwijqjcihbwgfgkolz,1-208-169-1114,9.0,Canada,VTLJFSBMCFFQQYHGAIACY,2.0,S,67.0,640.0,O,Dell
Tvx12757,2495409.0,jxbeqnqvddospcletuwztiflaqhhletdyvtjnmefksnvomc,Nnhlxqwcwozxgkcs,gyailemr,2.0,Tvxvsbntvhtrp,1-435-618-6208,5.0,,OGMVKPBYOBPOWFY,0.0,M,38.0,468.0,O,Airtran Holdings
xgt12758,2326724.0,axdpejrpihsdfcopnccrjwsqirjelttrlelulsgkquekrgtbpe,xbwtqnrgnhxudklqboeyjljairusinkjlqnryodfpogxqdejkczgnqteopmacg,Bxbcez,2.0,xgtnzsej,1-716-634-5947,8.0,United States of America,SYGDORCOTKZIHYTXFNMECW,2.0,M,68.0,471.0,O,Verso Paper
Qbk12759,2376817.0,zeuuhgheevbfhygsapkitcsdipntebnght,FFALANTDATJIRFDPFIIOJRSAXAWIJVHAWKJLTSGAOVQFNTXOYQHRUSY,Zsqejmgkmvjr,4.0,Qbkexf,1-543-756-1895,9.0,Canada,Nyprsqcmdpvtwrdnygjlggsa,1.0,U,29.0,565.0,O,Moog
ZQT12760,3586237.0,apucpymiwsopltyvguysdvqunbdirsijwkqduwq,Hwwcjaqiibbohcdoljpzvgeneppwadutfdehouxpevzrgc,tttvebfnbo,4.0,ZQTKRIOSMHDMEVFWTMIIZP,1-209-813-9558,5.0,United States of America,Gyitg,2.0,M,77.0,670.0,O,Complete Production Services
LFK12761,2982659.0,fdmxzvqbfyzhpcknkbsaslhujhbtvhzhbvtnubevzgfupwqhmyzoddf,Uzqqqeekvtic,gbelcoicug,3.0,LFKXBYQOVSNJHHCNQWJCRUXXDKYAB,1-668-654-9009,6.0,Canada,Otzcevervjmx,3.0,M,57.0,705.0,,Eastman Chemical
tqn12762,1636130.0,Jplkmxicynvykglgzctnczhmvehxikqnzbpahasqssthxxltps,Osbgwzxrn,Pfzodhuq,1.0,tqntscfchcakmekow,1-177-983-9264,10.0,Canada,Zzphros,4.0,S,2.0,499.0,O,Ingram Micro
Coh12763,1832841.0,Gmuuejqpxliitqfxwsdouyhjirbqnxoovpaouyswfg,Wfulgbbjhkmxxxcegpmkfhfudjhjrnnlemvbuzlc,Ozbrv,2.0,Cohcrxazgu,1-613-095-0102,9.0,United States of America,MICKKMMUMMMWTUEOTDXSDVCZPWFHGR,0.0,S,14.0,557.0,O,Rowan Cos.
CXG12764,225911.0,duzhtzsfjhrtqpqglgvpqwxcfrbxtlwneqjxmcttznblpryuirvrgjezvbtbbucwofv,lhnltereuehhprlnjwmprwaeaspwdmhmxgzgktxtabuvhje,,5.0,CXGUSOWUHAVKWUTWEMLKIVQAQEXGWS,1-821-587-5082,1.0,United States of America,Dsanlvrzkctcsekvwrad,4.0,S,70.0,556.0,R,
Ayl12765,735034.0,Yevvarjxrfnilrhggabksfmrocxsldxqoitovjdybmkecaozmxlqqgudanyuxllk,,iqxzh,2.0,Aylpj,1-209-511-6391,,United States of America,Mkplmvpixduynufditjhau,1.0,D,,807.0,R,Brinker International
DGO12766,2233050.0,dxktvphdmqurspdqyarbqpg,QUKTUOKCBFYHEXPBGPNDMINXQVNVZFNGWKSBECENJRIJUCICUWTSFVNWILTLJVNTAXIWSAI,Eeonvr,,DGOPZCSKEEPVRJDHXAGDUR,1-369-310-4013,4.0,United States of America,JWEDZJOEIFIDQTQ,3.0,W,41.0,796.0,O,Solutia
WVC12767,1655028.0,Vdmdq,,Wncqamsoyjz,1.0,WVCUMWEXMCSTTAJGI,1-613-835-4312,9.0,United States of America,Ztzllrziwscuppvyzwfmwbyz,2.0,M,35.0,303.0,O,RadioShack
KDB12768,1898862.0,sfuauiwucvyipqzvlylalkheumaqkrbqowydr,QPARQRDBOMTNEWADIFEOJNQNXIRCTMEJEGAYSXQZRVHELKSNATTVGA,Oiwtbhdqb,5.0,KDBDCGDQB,1-493-632-6618,4.0,United States of America,Tjkmsusgudupuqz,0.0,S,56.0,341.0,R,Fastenal
AOR12769,277576.0,jkpxfwolagcvbanffykyjhdmfompvkjhodldxb,Nkqfuheznfyhddrzzijatxnmcbfdqgihbmicwno,Gsstgydplonv,1.0,AORYYFWLNWIRPZ,1-402-483-7811,5.0,United States of America,gflirskkctl,2.0,M,36.0,688.0,R,Duane Reade Holdings
Uve12770,1813911.0,Mcjhkwqbnbtl,Pwfujsevwchezgqunzesh,jrxqvvs,4.0,Uvejigaoeclmpde,1-442-268-7194,1.0,United States of America,Mssccgnczpvq,2.0,U,82.0,512.0,O,
ZQB12771,2731708.0,Oaggnlckpcgmciyoopqsezphrbntmobtcrjwredc,yzottfivuzilhvgsvfaciv,Abalmfy,2.0,ZQBNBK,1-616-719-0774,0.0,United States of America,AVKSGPT,4.0,,79.0,578.0,O,Darden Restaurants
qic12772,1614600.0,Sanwksylqtekayhepegwhpxpqzumslbxpuq,odvdustmfikndbkzyvyqigyromnibngsencu,WLOIJOMSD,1.0,qicuqo,1-278-623-3360,4.0,United States of America,qlgdoaccz,3.0,M,98.0,333.0,O,Cognizant Technology Solutions
SLM12773,2932536.0,kbnqqtwedfjgrnywwlhshwhrftm,NXOFGUFQYSISMKGYXZY,Inwpiwwv,5.0,SLMKDAKE,1-290-786-2222,5.0,United States of America,Wpdtbjpoiyskmxpvipofoqyjakncjn,,U,33.0,612.0,O,
BVK12774,340111.0,Kjcrofbqbxbfddffffhumawjvbxrygdjabssyxwjtvr,XDKHLKTNHQPWRBJMCFNPSMUJTENFRRPTKVSFUZLLF,Gpkzewe,0.0,BVKTYWHSMGXPGSKS,1-683-878-2530,3.0,United States of America,Xcdynwcgthqcabqeqpvfiuypl,0.0,S,39.0,562.0,O,Family Insurance Group
TSS12775,2069640.0,umpazwflxjbhzctwchhldnymxxpmanggevfxnwcfjqogctbweanzpmjltn,Sgssicfrnziwxbjqcxphewfqpkxzvtawgflnzjuxpptlqcybqutvgrbibwokpezdazezwtujw,MWOEKYGACE,4.0,TSSUMYFHA,1-722-895-6426,7.0,Canada,ajugjrckrl,2.0,M,87.0,733.0,O,Micron Technology
Izp12776,2902304.0,LFNJIKYACBSGTVTGUWFPCTSQGSHNN,YOHZBWVXBWXDDEVJMEPXWWBLQKJXXQ,WESRXOVHCVEJ,4.0,Izpgn,1-835-130-7813,8.0,United States of America,kdavfndsc,0.0,S,,684.0,U,Boise
Hnk12777,2348577.0,aulsxiqjvwtevnfnot,KJLGHZHL,VIRQXWLX,3.0,Hnkdjmxtzfjwmegatyyhvdzrqcrgj,1-666-832-7147,10.0,United States of America,GLPATWVVVUTGSTMHASLXMYB,5.0,S,99.0,306.0,O,Cracker Barrel Old Country
ezn12778,2768481.0,acoop,Xkwmb,Yzdziwbgkx,3.0,eznglxduttemusmelvksp,1-445-710-0394,1.0,United States of America,wxqbmyv,3.0,U,98.0,307.0,U,Verso Paper
AQP12779,3416147.0,ZIOYQ,SAWFONENHSCOONDVPRDBSTMQAOPPTWLKSIHFNNPFHJYRXWQ,vkrdywzhu,2.0,AQPYPZAATXRWOAQDG,1-188-419-4234,10.0,United States of America,BISBOFEAZCPGZWSVGW,0.0,M,,500.0,O,Sovereign Bancorp
bjo12780,2178505.0,ISAFEPFCHOJCWWASAIRVDZGMKLKPBLYMDBGIICMFLSXAW,Sdnqvxjraktvcfsuqkjggldrdilukknlitpncwznrfanst,Wlvhwm,0.0,bjozixpty,1-496-715-5710,9.0,,Gdcmzkjmwqwalekhflgpwrwaj,0.0,S,31.0,314.0,O,Thermo Fisher Scientific
Kbu12781,2714350.0,Rxdnlegskgvjdtpgucuadycgheoerpusuzwhewohanjbmmssllliknqurnijqsqroprjqcjjjjwkvve,Lmahhhkcloqmiquinxymtuoscwzpbwfhlnhoyhbldqozwjlsfpviiujnowqanxnytshhezggavaad,Btkvmfofyn,4.0,Kbuxjq,1-594-317-5227,8.0,United States of America,ipqnosmo,0.0,W,86.0,723.0,O,Raymond James Financial
Tck12782,1075163.0,ipqlsgqknfqflhyqisqpclvkoavyzehbqrvsnisfzqsoebggdrslsqzq,Gkyauiswljucxsshyupastpatazexqewojihcqgbacstlokvqdtkt,Emgvhkugip,0.0,Tcklwykdai,1-341-056-4412,7.0,United States of America,Bblqspnfvqlqjilh,3.0,U,22.0,379.0,O,Cephalon
tff12783,3337628.0,Dczicnoxamxlnaolvgwwn,Kzqhmnurnfdaencwefpcjhgpvzcnzvbqkhlr,ivzbpq,2.0,tffhjjwtwcrd,1-353-500-1708,5.0,Canada,Oxnrromgkhcwj,1.0,D,48.0,507.0,R,Merck
Vmj12784,3377688.0,UFKSSPETGOJBXYRRVUZRYCRZZURJV,efedxrfrjatwux,Owpzebfpifku,2.0,Vmjubnktwpfggwqvqyekew,1-680-600-9909,0.0,United States of America,Tirxinnvanttgjz,2.0,D,40.0,709.0,O,Genworth Financial
iog12785,1647699.0,MNICTIRYT,RWTWGOHJYUHVWDVYHXBOEOHCUWCPCHHQPDJXVBWCJBXTRYJRJXEVBO,nmohdnv,0.0,iogdwckfjm,1-561-281-4862,7.0,United States of America,amdbpabyghknkpfxrrogi,5.0,W,96.0,735.0,O,Apache
OXX12786,139049.0,BVIDMALLJKRGHJBILCHEOGXCGVAZXGGXSENXLETWVZJAPCRMXWSKDSNVMOSOTDO,NYZFIDTOQZWGLAGCRBLUC,Pwnuwn,5.0,OXXSYUHUNOCQWR,1-015-958-6543,1.0,United States of America,PQEZKEMUQVBLPXDTJXGJBDDKXOZED,4.0,M,0.0,390.0,O,PNC Financial Services Group
Nnh12787,1256678.0,rvjjoyrcsrqtfxlxqokguappukaufuhbvqrubjmcgna,Dgovriphitkyedvvnmldpxefapnxw,Iuwjystxegl,5.0,Nnhcvwphujqstjnktbbrazf,1-213-819-4291,5.0,United States of America,Hnlnmoezpzhiuwmzykegedynzb,3.0,W,6.0,764.0,O,eBay
Jqs12788,151006.0,Fxidy,YFNKBVBAJPQPNMVUYYNYGBAVWAEKBTCMPKHFOXAXPCOGFFQHEQIYRZGTWBF,NMDPFRHUNZ,1.0,Jqsehxsxlgwji,1-721-818-7576,10.0,United States of America,Tolxjugrp,0.0,U,85.0,691.0,O,DynCorp International
hqd12789,2456971.0,foclwsnuvxebhbyojsccncvfwdpprdkrlq,Hfgcmfhegsejhkliwrvessrhmvtwamxudcdioxlxwjrgovebjo,kihrpgycicn,2.0,hqdphdc,1-915-805-3120,7.0,United States of America,Xiwosrxuaeowoiaknoaffuhuydfyx,1.0,S,99.0,324.0,U,Con-way
Quv12790,,Dmfvfsfckmphncocttvajwahayhlh,Uzpepwsabqxitskjeqimqdpvtitfuetduggucjedejxkhmud,Fchduygshipo,1.0,Quvzgqipjxypcfuubylumiarxlg,,10.0,United States of America,Jazosupd,0.0,W,10.0,790.0,O,Cintas
Gwh12791,93054.0,Dtqlpbxiqplpripanvafpsjhtfklmlfxumhsjmdefsfcidynbpezpdnhplxrkeebawhjezvdrz,Bnerrkytuecphcqkptnlhjxgmxblhqarhacjmar,Pjhfmxonjvh,,Gwhvhlgswdcpqlwrdoroi,1-033-950-8629,10.0,,PGGSUHBEIRFDYENWGYSIH,1.0,U,13.0,,O,Telephone & Data Systems
Fjw12792,3004510.0,Tphgglsdpvwrfjhuxrfsbaxbgkumnpvhlxcckrhfagprbbplz,Ljncglqtygipvjsndmlrfltzebqfeedkneztmmhkiqtkzalanxlejocmkcqopgenbpmb,rxookeym,2.0,Fjwdhh,1-159-276-9627,5.0,United States of America,Myaklwwnkhchmhkepww,0.0,M,99.0,761.0,O,Estee Lauder
Dnr12793,661782.0,grptwtpwcbqiyghqsilwyyvagvmbbzwyxbgbinxmsttzfiuijfgdkfibwtxajyzbbbu,Fsvbodszlvfvvsjoeckkmbwsxpsyqbwn,uxyhfgist,3.0,Dnrdykztwpr,1-565-444-3707,2.0,Canada,Fjkiijqcctezdrrkasftk,,U,24.0,805.0,O,IAC/InterActiveCorp
Bks12794,754597.0,Rgdslhqcwpzzqpseekwifwizylvqomjbpmzvczehjctwiaghosvn,Fpquuefvumiijhuptsiubgbbxlropcwdkmwn,Swoowaibyui,2.0,Bksxpofiszutahqxlmixxbplsbdhb,1-974-632-2473,2.0,Canada,JEBYIYSIS,0.0,M,21.0,340.0,O,Questar
Ipk12795,1121803.0,nzeulzvkdplzwilpidltektxmmfcfjxn,Sjkaga,Jfkvp,0.0,Ipkpddgzemisarekn,1-935-511-9233,3.0,United States of America,Tydrdelhh,0.0,D,30.0,580.0,O,Annaly Capital Management
Seg12796,3790711.0,LECGJREKMXCXOHISXYNJCGYYFDMXWLRHYEPSKQKQEGMQHEJMFDDZJDMGV,Idqqtjnqftxmjbamjunztdgknetfkoscslvgnhqcmyvaxohqzrcmzxnlhoimihjkqd,Qnidegbs,,Segjlwfvypy,1-116-325-3727,1.0,United States of America,Eworaozsjwgov,5.0,S,62.0,392.0,O,MeadWestvaco
Dcb12797,2358798.0,Mwilkpaokmkhlqazsgdthmystigoqurdvehkuswokmwdo,eprdtjmknnjqozwirlsfinypwuefepyrpxgppakyvnxgngrkltfaawrbjdaazkjmpy,Wafrud,2.0,Dcbfdimiyemsmkofbro,1-707-542-5564,5.0,Canada,JIGOXJPXBNWWEIXSSVYYAQGZ,2.0,U,83.0,465.0,O,Modine Manufacturing
hso12798,3792177.0,Wtcjerwadtcbdvjclmvrejrqnhpxnmmskpfjrhkixnmwaoovhcujcpglzzviskqwq,tnsykunzbxenvyhimmlkusgujfiqoubdrsmmvtrmrbwdvqsxuiqblshjsrhkrife,,,hsoclfugecxm,,6.0,United States of America,Ocmjqibz,1.0,M,75.0,612.0,O,International Game Technology
Hvc12799,217123.0,hofmdjmkoibeexkglfmjespvkgpaens,Dgrvzplsvrqhjmcvimwsropwtdfeyfacacqqmgpnjbgzgpepkfgmjffbnvzdfwpbqgewmqtxbbpn,IIWTES,3.0,Hvcoxsthrifcbhicazovt,1-831-137-8231,5.0,,wbfleija,0.0,S,84.0,386.0,O,SanDisk
OEV12800,3461827.0,eqjfksnsccnvrwpedozimfqbxcqy,bebhsdmnxjsbvhayeupgollhezapssejbnocvxfkvxnotxkmdbkgdwcebvrf,Oagfsprje,4.0,OEVZKEMSCWWIRCVAFXJKGBQ,1-662-507-4820,7.0,United States of America,Bhqaiw,5.0,U,36.0,821.0,O,Cintas
Clj12801,2413480.0,Ltnqdmjzgvdtoiigtvnqnfedooklzonvzilkyyak,,Gxqmxesgh,4.0,Cljabrqzfsvtwbqop,1-859-886-7117,7.0,United States of America,Uvfbbix,2.0,S,74.0,688.0,O,NewPage Holding
axh12802,234759.0,Edjazpfivpmnxjbpydhkdfmecjblxqiekaplg,Eqfyixckgnacbjspdgpmzuzyrnrrtejekgun,rutyp,0.0,axhlcxxpdovisramnfioczkan,1-820-176-5181,4.0,Canada,GLJZMNFJYM,0.0,M,20.0,663.0,O,Analog Devices
tvp12803,726934.0,,SGGGWLOSAQORRNUCWNKQNBNSVRLROGDHIOXIEOHLDCHDTTEABIFJIIAQRQHKRGPVKSOBVPMDFAWHRA,,0.0,tvpgqewuboqqjiapxaow,1-322-170-1937,5.0,United States of America,SAKZNWVCAHPL,5.0,,52.0,501.0,R,NII Holdings
Egl12804,1566133.0,hbpjskpg,Eoonewfeqccgghixhwrwtnxfobiqemdtnkstgsyfkfczeeuwlepgabxpzqqhnh,GHLQGVG,5.0,Egluk,1-802-284-2869,5.0,United States of America,DCARBFJSIL,2.0,W,69.0,337.0,O,Jones Financial
MGE12805,3534013.0,ECNLHANLKBQQVXVCOZMKTCNRRYGNYSKJVJJGCNS,uhffrvqswguyxauuocymebxyzyqehjoqqtqjkejlgkwsepopzpiilzfirikrzjkqrahiqmwwugpl,Znejrbbj,3.0,MGETL,1-236-473-3668,0.0,United States of America,bkuhv,1.0,U,47.0,567.0,O,Lowe's
Bla12806,2657465.0,vdzsyckojmuoxkurmcq,,Tpsdll,2.0,Blanrsiuucrjgkk,1-285-361-1299,10.0,United States of America,Rboxyycvmlvlzladyesebkibu,0.0,M,6.0,392.0,U,TravelCenters of America
Fjj12807,3972575.0,Mtnjdzgftxbnzawjlmjirvkcthasvfebualhmtstvfcolxtcvedyaomptocospdohxjdt,Mhofqtditxsmkrciypvgzchntngnffrusbrhob,Ghvcfcuge,1.0,Fjjbrgikauxawfnkv,1-990-991-4392,5.0,United States of America,UUHHOEEZAXPPJNIPLNDNMC,0.0,M,30.0,670.0,O,Liberty Media
