prospect_FirN,prospect_Ag,prospect_Sta,prospect_NumC,prospect_LNa,prospect_AddL1,prospect_AgeID,prospect_Pho,prospect_MaSt,prospect_NWor,prospect_Gen,prospect_Coun,prospect_CrRat,prospect_MiIni,prospect_Emp,prospect_PoCo,prospect_Ci,prospect_OORFl,prospect_In,prospect_NuCh,prospect_AddLi2,prospect_NuCreCar
Nmhibzzqykilrel,9.0,IA,1.0,Caqkhqlcbqlhrk,BMSXABHPWTCIIJLCLEQTVSVMKCVWUFNPHXWW,Caq14544,1-217-110-5618,M,3344916.0,f,United States of America,777.0,F,Paychex,DNASKBORWRJI,Pembroke Pines,O,348827.0,2.0,Vqabpcwssmfqwvektbccoklhlalmfqllqandlfzvehrjicphqubmjqeanh,8.0
Dfwfpwlxqijtnbgfcsthxeujoooy,45.0,ID,,MJDGDIXCRCFDCR,QJNNVJZVIBKQMYYXWFPPDLOTJZV,MJD14545,1-289-891-8539,S,2462997.0,,United States of America,785.0,e,Pepco Holdings,Lzcobmxoeg,Bellevue,U,85630.0,0.0,Jldaqtwfpubnnbvloxqcavvmmtgmhbrtlyuhqwrmxswsvmzvgjaoycoevgzdghrtlq,4.0
VFCLWEISOUMRRWGSRFCYPWEUQIGHIA,62.0,WY,4.0,Hbucemdbef,Gdoextnrkjiyikfozqpaiiwa,Hbu14546,1-403-687-1214,S,1427977.0,M,United States of America,659.0,r,Brunswick,BNFFRJBOEG,Toronto,O,33167.0,4.0,apfsnxokucialdzcqvjgcwkejv,3.0
NKOFBNUTVPDTZZN,9.0,MN,3.0,JJLRDIJMQVQCFSQTI,Pnwuzrmkolvvgcaxsyojwllqtqujgepsj,JJL14547,1-128-375-4492,S,1811507.0,f,United States of America,419.0,,Westar Energy,Jecotom,Seattle,O,432406.0,3.0,Ypmscbztmnxpgrafthoywerlwuhqqnixwnvhbhrqhbifffu,1.0
zedjotkwwptlsdibasahkzyvw,39.0,Newfoundland,5.0,fkystirkewbnlfcihqrwuvwa,Mapkmjtkxycpxkdabqgxpxte,fky14548,1-971-009-5906,U,39074.0,m,United States of America,662.0,,CB Richard Ellis Group,Buhxn,Inglewood,O,294957.0,1.0,vgonredwlzjfwmjoxiuqmlucupvclktzjgkdipjpohnotalj,9.0
Mntzxpysuqk,72.0,TX,0.0,cjgryhhuunhjshkrvh,MBLTHAV,cjg14549,1-611-845-5974,M,1421789.0,f,Canada,760.0,C,Hertz Global Holdings,VUYUG,Rapid City,O,,4.0,FJDOGRGUYMNOWWUKBAGSUYXQZTKIHFBABHOEJYGMAULATHQZVJDIRVOMS,5.0
hcntwpgpgw,90.0,MA,1.0,ZASYBCCNLHRBOTLGUHB,okzbwwxlvvvaahipopuezjbjbrbarhfjpqezpcmjllsuhqxbohptngkynrxquffgiwxrxlglnyca,ZAS14550,1-523-309-0977,W,,,United States of America,312.0,,Joy Global,Saiahydnyxqc,Dayton,U,199176.0,0.0,JPGTKGXRARDPHHCLZOHNSSRWGIPVKJAFZMODJVRDGLJPGWZZDPEFDTCQSVYFORUNKURCRA,7.0
urwhyknur,46.0,Newfoundland,4.0,MIMRHJBUDKAIWGWHYHGXLLRBHHQUB,Hvrejukgekqlovamxrlolcrbyrauvvohcilgnzoqalqzsdzknnth,MIM14551,1-840-083-0457,S,1074989.0,,United States of America,726.0,,,ialuotxsoiwk,Hull,O,40306.0,2.0,Ggcdnrychmfvhhsphbngporvzvcuqnagsdaqapblrbdsqoyme,7.0
MAKFLVDSVQCWDUNTTOBGVLF,85.0,British Columbia,,pivilfu,Fcxmqtffzijmhakhizwfmtgibndgfs,piv14552,,D,3348145.0,m,Canada,574.0,,Campbell Soup,CAPRFZRQYKY,Inglewood,R,226285.0,3.0,Csrfjbnfuytlaoqxanegezw,3.0
xibcscxla,44.0,NJ,,kfxctq,Wbntqbkidrbicfbezhnebvcjxkgtxyseodbbkkqwvwsngqkxya,kfx14553,1-781-044-1629,M,1514930.0,F,United States of America,401.0,O,Community Health Systems,IWJLBFZJMHU,Sacramento,O,116004.0,3.0,Nxmgalfxafbipqpvhlhguprackirrppsddapiqluxwnmhghaegaxyaozlstyxtvruco,4.0
Ybcgsgpjczrgtqyxfsty,46.0,WV,3.0,ucidxcbhiijra,bnxhbqdinpswzxctdgryaaphocqrpbvwrgscvxwhwbbova,uci14554,1-538-219-9353,M,1105514.0,,United States of America,490.0,,Pacer International,Okidcldxep,Quebec,U,499305.0,0.0,Pynurgahucwvwlpvrwbtswxpselghnxkpsakkrsjpxjwmuueh,9.0
XAEABIRE,71.0,ME,1.0,Peknfkjvfemvsvahyy,Scjrjxefjmrhrd,Pek14555,1-671-556-0499,U,975314.0,,United States of America,370.0,,J.B. Hunt Transport Services,Otffx,Yonkers,O,,4.0,BYKHXWNGMMJXMIQVZCTNDFSLWOPWXMSRPNWVNKPHHWDTDKYEHOLTWBQEIDLIQZIA,9.0
Weewggczlhdhfwjsgnhwmu,8.0,IL,0.0,Orpzvqdabfnarzjnvztfggfwgejt,BPAEJZXKUXZHUWBVHVGIIYPYCSBSRMZSFGBHLDFMLJDMFGEOSSRJBBXAAGTGNHLQDE,Orp14556,1-674-478-2153,M,3687635.0,,Canada,428.0,q,Jack in the Box,Unyppkb,El Paso,O,12915.0,4.0,TPOSGCTIWWPK,4.0
Ljddkaooolsanarkxitgspyjsmng,99.0,Saskatchewan,0.0,Tdhundpgvlremldaaawaxnn,Jaokgosuwmxfljygsfshqvmlhwnounzczynfcbjfmiasycmbssjbmonmpglshcezpgu,Tdh14557,1-032-166-9833,M,,,United States of America,404.0,,Qualcomm,mlozku,Buffalo,R,98555.0,5.0,Veakvigfrseztepnjs,6.0
Nhujypwpiwqovnzrn,81.0,MT,2.0,cxifmrasxmtunfjhmxclwqavmrht,BBMHNTZXJSINIPKXEAWNGWREKSBO,cxi14558,1-130-771-1266,U,,,United States of America,387.0,z,Boyd Gaming,Ozcfs,Wichita,O,212562.0,3.0,Pyzdwlmbcpmhcrktlmdkuajoxsvnxsowar,3.0
Bprxfoavup,20.0,MN,3.0,UNUJLWDSBNMXTZYPLJFFDVJ,SISVHCOMDSVGMFHVFDIMLUOEXVFYHAIYQQXZBYPVEGCQVCZ,UNU14559,1-913-119-9054,,1328759.0,,United States of America,643.0,V,Atlas America,gqasleovsi,Fresno,R,357194.0,1.0,Njbxwgrkmyzssmqjlrbampebzpqeqsfpkcmhvmpjxqsre,1.0
JYPVMJRBJJRIPJGWDNGDMNZGVKSOY,62.0,AK,4.0,qckjx,evbtzvakzyzeeahaqucvqbugciglamxsnajoniv,qck14560,1-697-984-8087,S,1574430.0,,,509.0,c,National Fuel Gas,Usfuiphpcu,Sherbrooke,,377822.0,1.0,Srldoamqf,
SLVDNO,43.0,UT,2.0,dgxiousmniggrznujh,Vuvgaaqebnxvelhqsxpijwowowjfjvrefgpspmtuixcyujhqmkofizcakiiqdaglt,dgx14561,1-986-253-2084,S,3191556.0,F,Canada,421.0,V,,Dcdgb,St. Catharines,,433890.0,4.0,,5.0
Rkqskfassmmvcrarfshhtcaig,7.0,NV,4.0,WKQDLBQKRXWAHNPEUZCMGIMSCPV,Pprzhjcvgutcvbwvvavnupifxv,WKQ14562,1-418-149-6900,W,763391.0,f,Canada,749.0,k,Pepco Holdings,Zwcwopqvzp,Bridgeport,O,154118.0,5.0,qwzbzupiexukxxjytkrktdvpbstvajiommumpormpesbnqaooeuylkwa,0.0
Tweimkf,63.0,NV,5.0,Wequiktqefzgnkhapzylavjvh,Iwtpk,Weq14563,1-821-714-2844,U,276302.0,,United States of America,677.0,,Apple,XFPHAKHTW,Regina,O,456773.0,1.0,Pvptrpqnbegqxspkrgbbwpqflugffenbfujatplpiusgdmdnabzcbsmdzbrkryxcb,0.0
vgsfno,83.0,IL,2.0,MGTHPAHRTS,TVVRRODDJOKZ,MGT14564,1-545-095-5159,D,797930.0,,Canada,397.0,,Sunrise Senior Living,Zmkfyf,El Paso,O,57396.0,3.0,Tsgjdkfvtorndcrljlhsvtjulp,1.0
Jdcdklwipnbmvbadzplzdsepjfve,97.0,Newfoundland,4.0,JCTWNXG,Gvtmyhecbyerlkomkcl,JCT14565,1-640-831-6493,M,1053437.0,m,United States of America,532.0,,FirstEnergy,,Pueblo,R,76170.0,5.0,,2.0
Utmpmuifmxfxpuhfhdxyycx,57.0,IA,2.0,MXALBXZ,Zmwlttkkqbuboojfzrbhjddxgdkezuchlobkybw,MXA14566,1-877-873-6722,S,3839887.0,,Canada,467.0,X,Lexmark International,Zvqpw,Ann Arbor,R,416793.0,5.0,Otupynvtrbrsveaaetapxxdhxotdqacnyzesuzbtudrlyawsazpvhxlgnbhpqvorjnwllifcqvc,7.0
Qxnvshv,34.0,New Brunswick,,Bmjbnvdmyscve,cfipdslsvxpjxmaircukdmhjxwq,Bmj14567,1-842-332-1815,S,2976137.0,m,United States of America,680.0,,VWR Funding,Qyiuxtzs,Winston-Salem,R,209092.0,3.0,algookq,2.0
ZJMTDOICXZNFEVWCOV,70.0,NY,3.0,gyrvrreyfrlwwsda,,gyr14568,1-688-948-3033,U,593941.0,,Canada,631.0,O,Publix Super Markets,Ixtld,Stamford,O,336882.0,1.0,jsfjlivlwtlckatjtatrsfpwmtvgqhdpprw,8.0
PVJBJLFZHNTPOMCFTUPIDTHDHFMXGK,49.0,HI,2.0,hjwspncsnfutpbfgjthgh,Jzsepcsqwjdjeynyqal,hjw14569,1-050-534-0070,S,36605.0,m,United States of America,818.0,M,,MBAFFF,Peoria,O,468248.0,1.0,Osktaotjrwjnpqmksaddiemirvdtuivosyreknankgsxnzmxgjliiyqlnvdnzxriu,5.0
Bwargvppablqiqtrmdzrpastkejcha,48.0,AR,2.0,Gqraxyfzz,SUNQFNFUPWIYYLSDSGCEFVTKZW,Gqr14570,,U,3803522.0,m,Canada,396.0,d,Deere,Qsfee,Bellevue,O,357738.0,1.0,Dvaomsketemtjygvzlgqithagoxgwbwdnquwquxtnndquxlmcvckgzhiutyihdtkfwloxn,6.0
xqttdcnqibaxeiawlugjy,47.0,OK,2.0,Nymwjerjppkgbwbhokgiym,NIPTNJBMDMIBOJMZMHPFCBBBRCHWIXLUKGKGUUTUYQKPMTFZSFSVOCPKXNVVVEXQ,Nym14571,,M,2458575.0,,United States of America,,m,Sovereign Bancorp,Inhoj,Grand Rapids,O,8229.0,0.0,Zdhocsklqejyjqtakmltakud,2.0
Zlsrrtpux,25.0,Alberta,3.0,WGBCSJSMBLINSVLNWOONFPFSXCQSIF,QCMYKBWBEWFBKKNOKTLHNJYENOCCFYKKXNN,WGB14572,1-477-884-9901,M,507276.0,f,United States of America,504.0,J,Flowserve,Wyswspiuow,Hialeah,O,388098.0,0.0,Czpgehjlbjqmklohzojafdeeohsukdozhmkbtssidoaurvlonikxtguqlhpe,2.0
bsulhvalnbtdofgyfamwzmbbqnns,58.0,DE,5.0,HFGZGDCSYZCAAHUNJPENOIJM,OZIJEOACCDSCMMKOSXMMYEYTFCLMYBQXADDTNRTELZWYPLCYYELEPERECRLFPRMKVWGEXPBEBX,HFG14573,1-114-924-9596,U,834958.0,,Canada,780.0,,Textron,Ulmjjem,Hampton,,449796.0,2.0,Moseobcdgxybk,10.0
ppdrowhkpikmyzphoyurekuokmgu,44.0,OR,0.0,sgkfjpgiowoiwumihjy,qwqbaslamjklkxkzkddogjkszti,sgk14574,1-609-407-3198,S,2318948.0,,United States of America,466.0,,PPL,MFLQYOF,Burlington,R,228572.0,5.0,,7.0
Nbyhictwfxsjbr,23.0,Quebec,2.0,mlzkdmtuzkgjqsankjbjxvwoy,ZJCMVDHYWZWMOSQBTTUHEKSZWNOCIOTNJSYAOYFQQPQ,mlz14575,1-210-343-1617,S,2955866.0,,United States of America,459.0,,Stanley Works,ACPHOH,Warwick,O,,,drlqgbbpgeuhe,0.0
ilbobnutnbgzythjsonc,24.0,WI,4.0,Mlmgxltlpzfxsokrfivflzn,Xjlfpgokjihvwusxfhgmaavmyarvcbmaujt,Mlm14576,1-064-980-1814,M,833367.0,n,United States of America,628.0,,Procter & Gamble,Jsivz,Raleigh,O,137605.0,4.0,Uwjacoz,7.0
fwmurkedsulhfzhhyjk,70.0,MS,4.0,Ugvithcibensrlnaofyckcclina,lbmixqwisfytinxfmmbhuxlvviaigxzlcjsktjchtikjphcxiqffhqggbtfsfjlnsnu,Ugv14577,1-630-734-5870,M,194433.0,,United States of America,806.0,t,DTE Energy,Tlnlgwqvkhu,Amarillo,O,474258.0,4.0,FYQEEWHKVHKMCTZEJGNUBVSLWKSQGNXKBUYZWAOVWZOTJACQTTURCYRIYCLHOWOBJIRQGBH,
cqlwziuflucysbpbimmfn,48.0,NC,0.0,lbtwuglndhn,Cesncviavsoffewifjanytigzinxpjafspdspehownktcsmkfwbrcwggyuuxjypdgsivyu,lbt14578,1-367-620-2866,W,2609869.0,,United States of America,655.0,,Core-Mark Holding,Ujsyjmmppwup,Scottsdale,O,390686.0,0.0,SETZCDCCNYAIGFOCQBQOVXEJRZUDXSKTQBQRJCHM,5.0
Wsddxmtqlbe,41.0,NH,4.0,Eiswjqnqdrrlwgjypsquohaarst,Yrjjnreivkfivspjqps,Eis14579,1-531-614-9290,M,2191968.0,,United States of America,684.0,M,Hanesbrands,nayxnjdszn,Hollywood,O,249823.0,3.0,CARRPCLGMZMSYFIZXGJWINRTGECIAAOVDJVVLVXSUETTITPMFBNQVT,4.0
UMHKUIKCNDUKFHLPG,,NH,2.0,GIQQVFOYFZDZMFGQLCXQUUK,LMLWMBHEVPYLYDSVAUWXE,GIQ14580,1-764-129-8453,S,3587737.0,f,United States of America,821.0,y,Weis Markets,crwgcvekm,San Diego,O,324876.0,4.0,,7.0
TFJLBYUPVIBSOTY,6.0,AZ,0.0,llhatrfediarlaa,Ukztwxkehwoqnvtiahbvgwpulxgbznxwnsfaefgzdjpctpgqkbnthpevhqlsce,llh14581,1-879-028-8398,S,2940443.0,M,United States of America,773.0,g,Interactive Brokers Group,huildb,Norfolk,O,326547.0,2.0,CBITKUKFARNMZJNSQSQMAUGGLUTWJZHMTJDTNWNBSLOL,1.0
Pygtmshk,32.0,British Columbia,1.0,Fttkaoexdzwxadknldrweoc,Fyeblkgeryonrbxnevzaygufxiawuzdzfzkikeudpxa,Ftt14582,1-478-417-8707,U,3100739.0,m,United States of America,306.0,X,Las Vegas Sands,,Charleston,O,292865.0,5.0,,0.0
kvkhsrllbibxaxwiwanpjasdx,84.0,WV,5.0,Ujntiuuxfptfvnlegqo,YCQZNRUXSGTZFKMWTNAFILOKKGOKIIFTGIMVQHMCOHNNRGNSIOCKHVTJLPVLAVAXBFDJKRNF,Ujn14583,1-011-628-2397,M,1437721.0,F,United States of America,746.0,R,General Growth Properties,vixyydfx,Palmdale,O,318369.0,4.0,Mpoviwqkkitlyfmxhyosydfgojnxihoh,1.0
EHEOOVBEPXSTSGKOORJDPK,39.0,FL,3.0,Puvdsgljxyrksyiimku,Pjzaewffedfkfgcuskuvauwkqwjem,Puv14584,1-701-281-7285,S,2636952.0,,United States of America,446.0,,,WWQRV,Charleston,O,264211.0,2.0,zbqjedbsckgxceyxtskckktn,10.0
WYMEQYYYFPTFFMRQRQUFZUIZNSTUAV,37.0,VT,0.0,veycfpzvstkeqmehrozq,,vey14585,1-674-127-8910,M,2625564.0,f,United States of America,,m,Trinity Industries,JRCQOMHS,Yellow Knife,U,289076.0,4.0,Ygsljbbgtaabusnqbfagif,8.0
LWIXXYPZETXSVA,78.0,AZ,1.0,ndqyszemwz,WXXZZWPOOKQMVZSXOVOYCZQLENNFOX,ndq14586,1-543-646-4180,M,2685352.0,,United States of America,538.0,,Shaw Group,Fshyomnotyi,Albuquerque,O,285596.0,5.0,Ctfcxvcumherqzbfsfbbjtwltgb,8.0
DJDDSWPLZGS,55.0,MI,4.0,Sulbcbhbbprwkqfpxqquvzrd,Gggzthfjbjygptnbabsfzwaoxjcfdutsmldwjixyfgxfvudfeci,Sul14587,1-029-447-7753,M,891136.0,M,Canada,477.0,Y,GameStop,AFKIFOMXKWDZ,El Paso,,,0.0,Rqjjnnobgpjmzdxxjac,10.0
Hcjmlivimssvaleutqnvuovexrhspo,51.0,WI,5.0,ZHKOWTRWWKHDCR,dnosevvucugsvcdczhanldyuvlyobx,ZHK14588,1-399-399-5101,S,,,United States of America,592.0,S,Clorox,fqcpquwmo,Cincinnati,O,242760.0,0.0,Peull,6.0
Mpjqzmwxmdxakbdwuw,92.0,OK,1.0,ppvrltfdmtsb,Kiilhvujvywcpbydmkgbbejqfrizpsuudssdrfcritoytrkaekgsybpdxtoludhdbtgkrmma,ppv14589,1-199-242-8503,M,3489600.0,M,United States of America,736.0,q,Toll Brothers,Qnrsigyeoikn,Lancaster,O,265127.0,3.0,ftlut,
Yacdyacqkofmdjtahtpvfmzzj,55.0,TX,0.0,blocbhuztirkscgpwgewq,Xajjddupouzbueishxpywlpkeziefjldnnbnjgtqaipssbeabahqfzdvpuwhfxfpdebf,blo14590,1-183-554-4181,D,3939204.0,,United States of America,802.0,P,Avis Budget Group,XJOVU,Santa Rosa,O,,,wltjbeadpugjurnpgwhufccjngcco,2.0
Vorerptmlalv,31.0,FL,0.0,Nrbvpbrssck,YHXTTCHHKQVJXXODMLPZGORFTRDU,Nrb14591,1-210-559-3189,S,2684513.0,m,United States of America,359.0,M,Verso Paper,AANPB,Tucson,R,136539.0,3.0,LTNBFCULYXVPZF,2.0
Dphvzv,26.0,WV,5.0,Qiwzua,FGTSYZXVIAILXRGHITDPLMWRHMSIOCSYXPDALKGXPTTYYLFDGVFXOHYWUNCQUNSQPCT,Qiw14592,1-151-016-4201,M,313350.0,,United States of America,386.0,,Exelon,Jnocneutmsnl,Reno,O,469077.0,4.0,NRIMLBKQSXHLLYGZGTINKTVBPMUSEDSRWTATERFHJWARTG,1.0
Jpvobfrwltwqlpdukhielpmpcaxon,58.0,AK,5.0,coqwquxixzjiorw,Ktwmcecnpycavhzrmvmjbazmbywshcqtgeiqwzfkzfmhek,coq14593,1-678-957-2408,S,3545904.0,m,United States of America,406.0,C,Spectrum Brands,Jffhjnjys,Hollywood,O,413210.0,5.0,Tlhfaihuyhkosgrpvwlxywzeqmwdkadp,3.0
Hnpfxaehcgwglneulov,52.0,OH,2.0,Trrdyudkvcglaeclmc,dwzjwndcvwshccempctqnsxjejscsqshdkxdkutzfywbh,Trr14594,1-729-818-9386,U,1065054.0,f,Canada,733.0,,United Technologies,UOGRPPDQFJM,Aurora,O,447061.0,0.0,Xsnfsktwyaxrcjiedmhscoavwedndnzrwfrpovxseoljscdo,10.0
Tjwoknklnotfjqp,95.0,MO,2.0,TNJLIGFYGXBYFJFLRVFWZEPPIT,,TNJ14595,1-164-559-7919,M,3511303.0,m,United States of America,,z,Thor Industries,,Tempe,O,73800.0,3.0,Kuomnaqkkykrplqdqdvnjnpdllyblpjuapnahcvtouvqsezgytfuchmpockstoheystneijirr,9.0
ffevznmhvyxgtw,77.0,CA,2.0,Ppadarvsstzpziocwfao,Ojhijwarqikldusipwnavollwdqsjxxpobsjojtnubkmxgribftnmtqibimuchlzmxpsgjllzw,Ppa14596,1-044-310-2778,U,,,United States of America,308.0,L,Smith International,Dfjryywwh,Gary,O,35763.0,4.0,Asabfgjxdegojlkystvuclubsjrqiqja,6.0
Mbaqztuowqh,28.0,GA,0.0,PJDUWCAMNWLKBYOFELSKYALCWKB,Rxjgvbjpithuuc,PJD14597,1-778-988-4737,W,2243229.0,M,United States of America,,O,Ruddick,Xjolyiqpeml,Kansas City,O,277034.0,0.0,Xxnavpvksydqltdndslnhekuuzriqwgsvkltzudrjhhixivpwiseipmcdypedulslxtkssdkmgpauivi,2.0
Avapquxjvpyezqxaqqfjmtbbh,94.0,GA,2.0,Tnldevfttdsyhalianeubaso,Agwxqjarkhgutgzeurivrabxrlqysbxgoztduviajqhviekxhzm,Tnl14598,,U,3716862.0,,Canada,781.0,T,Verso Paper,HZTRVYD,Providence,O,432145.0,1.0,Adonifjepghpxquplckmuemrfbbymardiwfmxixujaljkrycvgpydwmuwhyxwbhumgmogh,3.0
ZOUXFZBKNVOLDEJRAT,92.0,GA,0.0,Opiilgy,giwniokwlesfjuojvxrfarlqdipzokrlvah,Opi14599,1-062-347-1046,D,,M,United States of America,654.0,,Enersys,sjisv,Pasadena,R,491170.0,2.0,Uvpmixldfjvueyrbgeiuffihnmygt,4.0
Cosijarq,28.0,Newfoundland,3.0,VCUAZXRLG,VLYDKAOZCMQGXPOGERIHBUCBGUNWKHMBWMSDTEDRZTPUDWEOSDTVHIYDAMPUYDPKABTVYEIL,VCU14600,,D,1057272.0,m,Canada,633.0,m,Xilinx,Ujgxgglnto,Norfolk,O,81831.0,1.0,Lcmpsnqxqxtboaspfnkimeyhxcrufylcdxcrwnjmajqphwimpofangcsirsjgtizlnvdvnjvonbm,4.0
Hhwalsnvsnxbdixtgsgxmv,67.0,CT,2.0,Wjdmzjbtbc,,Wjd14601,1-912-003-9848,M,727385.0,f,Canada,494.0,J,Great Plains Energy,Dhdyorjve,Detroit,O,304113.0,,VYQSOZBEMCFQHNQRFQCXLMIQYGVBTTERVTSEAMUBYZGPVRHTMWHHALGLOTJIVVEUNBOPBDP,7.0
Lsesibhksyyqzofupslekq,,DC,1.0,ISWZWIAMOFIAEHUYXRH,Vnurtndbvwvlrtezay,ISW14602,1-938-926-2102,,2211109.0,,Canada,499.0,J,Wal-Mart Stores,ELWHIPJ,Naperville,U,408975.0,4.0,Bigrmdsgvthnvsknqxaedktsmqqhxyyelxcqvhkypsdiqhcqsp,9.0
XXBKONKVOFUHHQKGZUJ,72.0,NH,4.0,Iouagonbsuzqawnhaxofasqilwjrot,Yfzcmzpstomzoqpoanbiuqlezwmxnailnkigfch,Iou14603,1-858-004-9751,D,3792110.0,,United States of America,428.0,,OGE Energy,LPVAIQUJJW,Hilo,R,89202.0,1.0,ljnszvnmpyfctcyqkiensbxwxsdcoxbuiotfsklgfwyrpsuvelif,6.0
ATAND,61.0,British Columbia,4.0,QXMIEBABFJYTMVWWGD,Rklohtrnleybnep,QXM14604,1-330-851-6170,D,2869952.0,f,United States of America,484.0,,Energy Transfer Equity,zjqcetcm,Huntsville,O,47012.0,2.0,cwbbeefobdfelygqmfenquubhphrpsnpxrlwodnzfglcypzdgbvfpcoxmtrhawsio,8.0
Fojtdybpctnpvnjtdrdnxurcjtfm,14.0,WI,2.0,Tdepgnegotendkej,Dufrjix,Tde14605,1-774-743-7913,M,648115.0,f,United States of America,490.0,,National Life Group,NGRUHG,Provo,R,252229.0,2.0,Ixlmahluagupchntewgmrqemisqwuhixhyydtznspduyiprqcmbejeirbwilshsfesdliahulm,1.0
Wgxitidhmtcoxlfxtzrtngnwkujg,61.0,Manitoba,3.0,Nkjvxwtdsstlej,dddorvkdimdmkhgwmsdarawnwtayxwnhlpazhzmeetwrg,Nkj14606,1-461-229-9879,U,65786.0,F,United States of America,597.0,E,,pkzfu,Bridgeport,O,220101.0,5.0,Qxsyzhgmrnuzegkcykvuepu,2.0
Hwkxsyvjmubhkwvgdaafbw,4.0,VT,1.0,WHQVYVKGJBSJ,Tjgrlpxgrvskaexdfsvrqkspefqimboedgcrhwtnppgrkidznnzvbsj,WHQ14607,1-035-703-2684,S,,M,United States of America,526.0,,H.J. Heinz,xczrmgrno,New Haven,U,474255.0,0.0,lrlunkvdnbiuvqqftrcvbculgkyqqyonghdenbkgwheyrorsxjfulcyijtlshkkpmpeiwovqhczjfi,7.0
Lovvrazsporkrwfmmubhhdpbmwy,55.0,NH,3.0,FRXRPRPNXBPMFWQCSCJSCEYC,Vhjorisqrixbmnlwsscnyullnuygcthjuzfefoezovjiqmfbehxnumuflbfoxc,FRX14608,1-445-143-1156,M,396359.0,m,United States of America,361.0,i,Regis,Jkdymbyjt,Great Falls,,445307.0,4.0,OBTWABDEFGKSMRZATSGUJRZSVLXOBFLXCWQHSOMVATNVXIASFXNESYGBIHLXGEUKHDXAQWQFW,0.0
zzlnnrimwwgqwxpcbid,12.0,Prince Edward Island,4.0,Pcocadaestaviqrtak,YGCQDYQBGJVLUUPDJYQUYKGHQTWWPOV,Pco14609,1-403-138-3145,M,3735105.0,M,Canada,411.0,,Solutia,WQLMOBCOKCAI,Fullerton,R,324443.0,2.0,Thrvszwnqoxrmsgwkxmapqvsrzidbmbxt,8.0
pmsfqovwcvsc,46.0,KS,0.0,Bpfnuevfszbtyc,grnfkpkucratoomnvkzzxisjylitgdvlixewqgouqwjiusirfhqytawdvfduxmuvnkdnediostzpc,Bpf14610,1-114-288-2896,S,3958848.0,,United States of America,346.0,,Sprint Nextel,FJCRCX,Milwaukee,R,171237.0,4.0,Ygvmbkggzvjhitsuwevxjtpvnerxhakrpdtyfzscpptbohnlcsm,4.0
Mnifdkparnlvs,,SC,1.0,SSSREWDBHXCIFACVUVRVHVJL,nhmykcsxkjgpeolgjamdflcmmfxgqcxgvfpxrbcwrxnsii,SSS14611,1-543-943-1745,M,1753761.0,,Canada,463.0,k,AptarGroup,NCDYRFNCH,Hialeah,O,50782.0,0.0,Ceoxdxdafhiqvkxgivpnxnqenyoqclwrszxqwsoqurfohacssphnudrfpbhaqilmmjrjtqfcnutxbkmb,9.0
Vbvcdnbbgmyp,77.0,British Columbia,1.0,veacarweeq,Tdtgbuyfpnthpbgqkvpuovvvg,vea14612,1-007-590-9847,W,2533582.0,,United States of America,791.0,,J.M. Smucker,scojmfofu,Toronto,O,402529.0,1.0,Lxbolsdsxowrpcfxgeznaes,6.0
JBIJCBJQ,45.0,WV,3.0,utnuasnprkr,MHJGLRAIDGPYFWRCXGATGTBAUTAHBMNSKEXP,utn14613,1-859-099-6632,,2004662.0,,United States of America,462.0,U,MGIC Investment,Xwunafm,Lowell,R,29840.0,1.0,KTRGVESTF,6.0
Uqssuwuipp,52.0,WA,0.0,Lsmtglxhmbqaauqbjqnnqs,Dooxqripwlfneppvglowmrmiygdhqlsallgbhrsfkwrlxfhmazwuomondy,Lsm14614,1-094-385-6081,M,2413885.0,,United States of America,782.0,F,Sara Lee,Ortaianonps,Sandy,U,3663.0,2.0,Ptojrafuwqwruhvhvsooqrhae,10.0
Ptcrxwaxbsejipxherh,85.0,ID,4.0,RLJVURZYXLZEVJAU,hpapqtdkunjlkeyynlgijovvwwefrhablfjtilnzodbrtjxarcrx,RLJ14615,1-893-934-5982,U,1393310.0,M,United States of America,336.0,I,Borders Group,bdkciqp,Saskatoon,U,,5.0,ZWPXMSADTODJJJKEDCFBFEAXJMLRQ,7.0
OLFTSRKJQR,51.0,Saskatchewan,5.0,Pitmbdivubp,Veetycmfezthnmqndpeljfdcgkzgknu,Pit14616,,M,,,United States of America,766.0,,Plains All American Pipeline,pnawqxbm,Rochester,R,363018.0,1.0,IHBGFHVURHSKBRCODCLAZGHPHWGEDTCKFQTMNBBFYMYXVRENFZMPLKKXLKPK,0.0
Lxebcohjgqptlciql,93.0,TN,5.0,Imltlsuvykogvpojsruhklsrp,Xchljucsfgmhspy,Iml14617,1-344-059-4514,M,33101.0,,,412.0,,Gannett,Ggtsp,Pittsburgh,O,,4.0,Kgjhvsukmxmqvusyywrjrdlhjozizwqftirygtcqqpwtnirxevbuzjnbogmxhef,9.0
SMWXXCOXHRBHFPNXORKYZUJ,20.0,TN,3.0,Xblmljdzqwholafe,NUESYYJKFYRHNSIHPVHZFAZGIIBMPAFNIWTPVZSPTGFBVOXXZJDSQJBAMGINENISJFTVDBBK,Xbl14618,1-490-711-8961,S,,M,United States of America,710.0,,BorgWarner,qgdrhwqm,St. Johns,O,220378.0,1.0,,7.0
