gncd,mrtlstts,g,ncm,crdtrtng,ddrssln1,phn,gndr,nmbrchldrn,ct,cntr,stt,nmbrcrs,wnrrntflg,mplr,nmbrcrdtcrds,ntwrth
mol1428,U,33.0,461641.0,475.0,12610 presido road,1-722-050-8438,,2.0,Ottawa,United States of America,MT,3.0,O,Protective Life,7.0,2118243.0
Nem1429,M,64.0,,364.0,22632 country road,1-567-610-8134,,5.0,Ottawa,United States of America,Ontario,,R,Pacific Life,2.0,2092878.0
nor1430,M,92.0,59965.0,340.0,8989 SPICEBRUSH STREET,1-985-769-7168,,4.0,Des Moines,United States of America,CO,,O,Constellation Brands,2.0,403057.0
HUS1431,M,16.0,399662.0,699.0,6243 gaylord way,1-799-509-0373,f,,Salinas,United States of America,MO,0.0,R,American Express,8.0,2636894.0
KAY1432,U,68.0,134088.0,353.0,4144 lake park lane,1-983-800-5242,f,1.0,Independence,United States of America,AL,2.0,O,Emerson Electric,4.0,1360004.0
Soi1433,W,47.0,25889.0,351.0,11480 FENNEL SOUTH,1-690-814-6452,,5.0,Garland,United States of America,MT,1.0,U,Avis Budget Group,4.0,2922377.0
Bun1434,U,18.0,425827.0,339.0,9023 TAMARIND RUE,1-332-461-0867,F,1.0,Durham,United States of America,WI,0.0,R,Dun & Bradstreet,6.0,1144785.0
Kin1435,U,49.0,158093.0,832.0,13619 WITHERS UPPER,1-481-002-0139,F,3.0,Kitchener,Canada,TX,3.0,O,Owens & Minor,8.0,690738.0
JED1436,U,,190713.0,717.0,23822 marvin crescent,1-667-614-7770,,3.0,Dayton,United States of America,DC,2.0,O,Broadridge Financial Solutions,7.0,791534.0
val1437,D,66.0,305355.0,607.0,17714 viking road,1-843-990-2613,,5.0,Augusta,United States of America,AR,3.0,O,Tenneco,0.0,400038.0
Wen1438,M,17.0,132251.0,722.0,7751 DARLINGTON PARK,,,3.0,Ann Arbor,Canada,ND,1.0,O,Mirant,,2804529.0
ZIM1439,M,6.0,289203.0,560.0,9863 BOLL BOULEVARD,1-824-968-9079,,2.0,Scottsdale,Canada,AK,4.0,O,Symantec,3.0,3705739.0
Yuh1440,M,80.0,425736.0,327.0,13347 NORWALK ROAD,1-322-081-3232,,0.0,Irvine,United States of America,OH,1.0,O,Land O'Lakes,1.0,1798130.0
Lat1441,W,96.0,70444.0,747.0,21245 weller way,1-819-895-0022,F,2.0,Wichita,Canada,Ontario,2.0,O,Illinois Tool Works,5.0,3502432.0
STO1442,,,282725.0,712.0,22986 norfolk lane,1-328-061-6071,f,0.0,Biloxi,Canada,British Columbia,2.0,,Assurant,1.0,2074888.0
pea1443,M,67.0,206554.0,410.0,7321 spring valley way,1-841-422-6394,M,5.0,Durham,United States of America,LA,2.0,O,Brookdale Senior Living,9.0,1140159.0
ham1444,S,73.0,85624.0,317.0,15883 BALTIC SOUTH,1-422-387-8423,m,1.0,McAllen,United States of America,ME,4.0,,Biomet,1.0,1007843.0
ESH1445,M,77.0,298008.0,390.0,3681 holly knoll crescent,1-645-136-4323,M,1.0,Whitehorse,United States of America,OR,,O,Eaton,0.0,3454615.0
KOS1446,M,65.0,426550.0,698.0,2082 GEMINI COURT,1-251-197-9978,,1.0,Stockton,United States of America,WI,1.0,O,BlueLinx Holdings,,1208329.0
Hol1447,M,,188000.0,400.0,4640 BEDFORD PARK,1-549-706-8037,F,3.0,Jacksonville,United States of America,LA,3.0,O,CVR Energy,0.0,2078508.0
gor1448,W,94.0,146853.0,306.0,17442 TALLOWOOD UPPER,1-287-390-0344,F,1.0,Oshawa,United States of America,Manitoba,1.0,O,Nordstrom,8.0,765655.0
dao1449,S,42.0,488227.0,748.0,14835 westover boulevard,1-136-871-4853,,5.0,Beaumont,Canada,AK,3.0,U,Cenveo,3.0,
fri1450,U,96.0,135652.0,382.0,7527 whale drive,1-718-839-1233,f,5.0,Raleigh,United States of America,NJ,5.0,O,Aon,7.0,1197470.0
wes1451,M,46.0,91230.0,353.0,2792 pike court,1-513-262-1083,,5.0,Hollywood,Canada,UT,0.0,O,Varian Medical Systems,1.0,180887.0
Rid1452,S,3.0,155912.0,620.0,509 alicia avenue,1-168-196-3269,,2.0,Pasadena,United States of America,WI,1.0,O,Noble Energy,,1500237.0
REC1453,M,38.0,424742.0,579.0,18699 POTOMAC BOULEVARD,1-124-350-1278,,0.0,Fullerton,United States of America,OH,2.0,O,XTO Energy,3.0,506636.0
Cor1454,U,25.0,,487.0,19611 mesa lane,1-965-637-7884,,3.0,Chicago,United States of America,UT,2.0,O,Jones Lang LaSalle,10.0,382143.0
RUT1455,,1.0,164284.0,,2856 courtland east,1-037-404-2204,,3.0,Scottsdale,Canada,IN,4.0,O,Global Partners,6.0,200505.0
her1456,M,12.0,270824.0,526.0,1585 fulton drive,1-902-506-5132,M,4.0,Vancouver,United States of America,IL,2.0,R,Smith International,10.0,145414.0
EAR1457,W,83.0,2995.0,587.0,947 mcshann avenue,1-338-283-6126,M,2.0,Fairbanks,United States of America,MO,2.0,O,Hudson City Bancorp,4.0,789534.0
Hew1458,U,94.0,284237.0,835.0,14987 oak grove west,1-500-865-6694,f,,Ottawa,United States of America,VA,2.0,,Teradata,4.0,747028.0
Sch1459,S,,10797.0,483.0,16568 bellflower north,1-561-743-3674,,0.0,Baltimore,United States of America,AR,5.0,O,,1.0,2365399.0
wai1460,U,27.0,67931.0,495.0,13352 beauregard lower,1-559-120-2354,m,1.0,Erie,Canada,DE,5.0,O,eBay,4.0,2593403.0
kri1461,M,31.0,428362.0,562.0,13890 SNEAD PARK,1-975-153-0698,M,3.0,San Antonio,United States of America,VT,0.0,O,PNC Financial Services Group,,1373375.0
Tow1462,U,78.0,396053.0,654.0,20156 southlake drive,1-463-873-6723,F,4.0,Vallejo,United States of America,NV,4.0,R,,6.0,1126411.0
Cha1463,U,74.0,340866.0,699.0,12787 holly court,1-219-554-2664,m,1.0,Lansing,United States of America,ND,,O,Gilead Sciences,0.0,2231842.0
aok1464,S,24.0,,627.0,17194 VALITA WEST,1-689-127-0750,M,4.0,San Buenaventura,United States of America,WA,2.0,O,Scholastic,6.0,1179864.0
Ser1465,M,42.0,184776.0,761.0,18716 greene drive,1-314-585-7408,F,2.0,Toledo,United States of America,IN,3.0,O,Cintas,6.0,1887611.0
Pro1466,U,43.0,351384.0,364.0,2560 WILLOWLAKE ROAD,1-207-082-1499,M,5.0,Pembroke Pines,Canada,OK,3.0,O,Amphenol,8.0,3818897.0
Lei1467,U,91.0,465062.0,425.0,22645 rosedale lane,1-504-108-2295,f,1.0,Corona,United States of America,IL,0.0,O,PC Connection,5.0,1557145.0
kri1468,S,70.0,313615.0,569.0,24943 jack road,1-333-035-4890,m,4.0,Providence,Canada,AZ,,,Verizon Communications,10.0,3743113.0
Bab1469,M,36.0,385145.0,,1194 burgoyne lower,1-623-256-9129,m,4.0,Washington,United States of America,WY,2.0,O,National Fuel Gas,10.0,267902.0
DIP1470,M,95.0,265547.0,584.0,22760 SAVANNAH BOULEVARD,1-682-574-9701,,4.0,Palmdale,United States of America,MS,0.0,O,Belk,9.0,1554714.0
pin1471,D,66.0,210242.0,738.0,17021 edwards crescent,1-909-879-4150,F,3.0,Casper,United States of America,WY,4.0,O,Calumet Specialty Products,9.0,1785849.0
Hau1472,M,16.0,14168.0,432.0,22201 westmere north,1-183-178-5917,,2.0,Denver,United States of America,CT,0.0,O,Perot Systems,5.0,3000691.0
Bin1473,M,86.0,28104.0,,14495 valita road,1-847-669-3845,M,1.0,Atlanta,United States of America,DC,1.0,O,H&R Block,7.0,3170300.0
Pir1474,M,46.0,59747.0,758.0,19119 FOUR POINTS CRESCENT,1-976-903-4058,M,0.0,Atlanta,Canada,CA,5.0,O,Martin Marietta Materials,8.0,1789875.0
Gra1475,M,21.0,89818.0,354.0,590 cedar crescent,1-499-860-2810,F,1.0,Simi Valley,United States of America,Quebec,5.0,O,General Mills,5.0,2698625.0
ROZ1476,M,78.0,189590.0,837.0,6667 regal bluff road,1-166-910-8873,,5.0,Tucson,United States of America,WY,4.0,O,,10.0,3471479.0
Har1477,M,70.0,328668.0,405.0,5359 gaylord lane,1-136-594-1087,f,5.0,Yellow Knife,United States of America,DE,3.0,O,Xcel Energy,6.0,1921541.0
ket1478,W,35.0,31540.0,707.0,2995 robbins south,1-888-057-7581,f,2.0,El Monte,United States of America,IL,2.0,R,Vulcan Materials,,3611018.0
Hol1479,M,89.0,130384.0,811.0,20487 vickery lower,1-678-590-3942,M,1.0,St. Johns,United States of America,Saskatchewan,0.0,O,General Electric,0.0,2973756.0
obr1480,M,37.0,86950.0,616.0,1681 KETCH LANE,1-516-564-1148,,0.0,Durham,United States of America,WY,5.0,R,Windstream,3.0,3055483.0
Laf1481,M,65.0,445785.0,764.0,22190 saunders street,1-815-923-2513,f,1.0,Rockford,United States of America,OR,5.0,O,Hasbro,4.0,3458800.0
Bit1482,M,84.0,45116.0,603.0,11483 bonaventure park,1-732-516-4962,,4.0,Erie,United States of America,NE,,,,1.0,101009.0
irv1483,M,9.0,139863.0,738.0,1253 kingsbridge upper,1-824-110-6454,,4.0,Thousand Oaks,United States of America,VA,,U,Starbucks,5.0,2274366.0
mos1484,M,63.0,2738.0,417.0,7046 LANDERA STREET,1-652-879-2108,F,4.0,Warren,United States of America,OK,5.0,O,Yahoo,4.0,1663960.0
Dem1485,M,58.0,141116.0,487.0,8701 vendo south,1-186-422-8260,,5.0,Hamilton,United States of America,Manitoba,1.0,O,KBR,1.0,1704190.0
Mcg1486,M,99.0,441116.0,725.0,8072 HUGHES WEST,1-656-662-2201,m,1.0,Provo,United States of America,WI,4.0,O,Textron,5.0,
har1487,U,44.0,248359.0,667.0,7154 stuart street,1-503-287-5549,,5.0,Buffalo,United States of America,CT,5.0,R,Occidental Petroleum,2.0,2808793.0
PAT1488,S,98.0,65756.0,305.0,20039 DECATUR EAST,1-178-317-4258,,1.0,Cleveland,United States of America,WI,3.0,O,Energy Future Holdings,4.0,3196105.0
COU1489,D,16.0,290793.0,403.0,24683 MEADOWLARK BOULEVARD,,F,4.0,West Covina,United States of America,Ontario,4.0,O,Amerco,2.0,3544876.0
Ker1490,S,79.0,129732.0,569.0,20823 WEST CHAPEL AVENUE,1-108-050-9807,,3.0,Milwaukee,United States of America,NV,5.0,O,OfficeMax,10.0,1670772.0
Lyo1491,U,39.0,53133.0,344.0,6072 wesleyan lower,1-550-271-1876,,1.0,Buffalo,United States of America,British Columbia,0.0,R,Teradata,9.0,540493.0
Grz1492,U,100.0,405337.0,421.0,181 nowita drive,1-474-997-1416,f,2.0,Orange,United States of America,Manitoba,4.0,O,Navistar International,1.0,1555520.0
DON1493,D,30.0,155083.0,745.0,22863 tanner street,1-656-672-9096,,4.0,Norfolk,Canada,WI,2.0,R,Smithfield Foods,9.0,1846931.0
hub1494,D,93.0,,754.0,11930 ALABAMA SOUTH,1-800-584-3210,,1.0,Buffalo,Canada,MD,1.0,O,National Semiconductor,9.0,434760.0
Vas1495,S,53.0,91449.0,542.0,6480 rockhill crescent,1-439-654-9673,m,3.0,Bakersfield,United States of America,SC,0.0,O,Laboratory Corp. of America,8.0,198000.0
CRI1496,M,79.0,239766.0,427.0,4437 stonehill drive,1-932-897-9544,F,3.0,Philadelphia,United States of America,Saskatchewan,1.0,O,Itron,4.0,1724612.0
FRI1497,D,,53266.0,523.0,13112 lynnfield east,1-449-834-6963,f,0.0,New York,United States of America,MI,4.0,R,Advance Auto Parts,2.0,103055.0
Bau1498,M,24.0,,407.0,17973 scanlin north,1-631-174-6058,M,2.0,Laredo,Canada,New Brunswick,4.0,O,Owens-Illinois,0.0,3328645.0
lor1499,D,9.0,10853.0,433.0,7785 rusk boulevard,1-113-004-7988,,1.0,Fremont,Canada,ID,2.0,O,Southwest Gas,10.0,
SHA1500,M,90.0,90003.0,641.0,1191 highland park lane,1-109-833-5901,,3.0,Salem,United States of America,DC,0.0,O,Huntington Bancshares,3.0,1466155.0
sch1501,U,58.0,326214.0,704.0,21665 GEMINI EAST,1-180-822-0026,M,2.0,Garland,United States of America,NE,0.0,O,Campbell Soup,8.0,812636.0
kam1502,U,9.0,85603.0,768.0,888 bonaventure west,1-118-536-3025,F,3.0,St. Petersburg,United States of America,ME,3.0,O,E.W. Scripps,7.0,2635070.0
Sel1503,S,,75465.0,648.0,17947 ventura east,1-350-411-9708,m,5.0,Washington,United States of America,Saskatchewan,1.0,U,Total System Services,8.0,847812.0
Ghe1504,M,81.0,273914.0,401.0,18458 yorkchester west,1-111-023-7187,,4.0,Corona,United States of America,VT,1.0,O,Manitowoc,10.0,382620.0
SHI1505,W,33.0,165836.0,548.0,18688 eaton drive,,m,1.0,Independence,Canada,FL,4.0,O,Phoenix,4.0,3389560.0
Abo1506,S,59.0,489340.0,666.0,20940 shearer drive,1-086-789-6519,F,3.0,Savannah,United States of America,CA,3.0,R,Landstar System,6.0,898322.0
LAH1507,M,23.0,485480.0,745.0,14778 palm south,1-314-758-5852,,0.0,Whitehorse,Canada,WI,5.0,O,Mueller Industries,8.0,3489904.0
Bol1508,S,13.0,202294.0,310.0,17723 ridgelea lane,1-870-655-0049,m,4.0,Cincinnati,United States of America,ID,4.0,O,Invacare,5.0,324039.0
fis1509,M,17.0,434289.0,419.0,5822 EDWIN BOULEVARD,1-578-045-5351,,1.0,West Covina,Canada,MI,0.0,O,Alliant Techsystems,7.0,492431.0
JOI1510,M,92.0,249525.0,310.0,17334 LAVENDER STREET,1-243-279-2993,,1.0,Birmingham,Canada,ND,2.0,O,Sonic Automotive,7.0,884983.0
Jak1511,W,17.0,123780.0,490.0,7819 green park,1-897-141-1298,M,3.0,Winnipeg,Canada,MI,4.0,R,Unified Grocers,0.0,3928613.0
Sur1512,W,10.0,121866.0,800.0,11480 fennel south,1-090-633-2787,,0.0,Victoria,United States of America,IA,5.0,O,Costco Wholesale,0.0,2774428.0
Hel1513,M,64.0,476710.0,450.0,2798 1st east,1-752-622-8759,,3.0,Coral Springs,United States of America,IN,1.0,O,PPG Industries,9.0,646041.0
pre1514,S,53.0,399528.0,643.0,18583 granbury street,1-591-778-8688,,5.0,Arlington,United States of America,ND,2.0,O,Packaging Corp. of America,2.0,2973599.0
Gli1515,M,88.0,172693.0,820.0,20622 mcafee court,1-186-807-2475,,3.0,Durham,United States of America,CO,0.0,O,,6.0,2894887.0
ann1516,U,9.0,309846.0,352.0,22461 morton east,1-158-639-9180,f,2.0,Santa Ana,United States of America,IA,4.0,O,International Game Technology,2.0,2103192.0
Kno1517,U,85.0,476193.0,820.0,6244 havenridge boulevard,1-957-311-2551,F,2.0,Cedar Rapids,United States of America,MA,3.0,U,ScanSource,5.0,3085760.0
Mic1518,S,79.0,295909.0,470.0,13142 VINSON LANE,1-454-844-5285,,5.0,Iqaluit,United States of America,Nova Scotia,1.0,U,Simon Property Group,10.0,1234065.0
efs1519,,50.0,148902.0,624.0,10014 MERCER LOWER,1-994-912-9389,f,3.0,Corpus Christi,United States of America,TX,2.0,R,CVS Caremark,4.0,3173199.0
Har1520,U,13.0,80132.0,693.0,2808 hancock north,1-308-526-0408,M,5.0,El Monte,United States of America,VA,,O,Medco Health Solutions,3.0,1106177.0
HOL1521,D,2.0,104978.0,736.0,19551 wainwright lane,1-546-474-3897,,2.0,Richmond,United States of America,MD,1.0,O,Catalyst Health Solutions,6.0,104805.0
als1522,U,55.0,304295.0,573.0,15818 DAVIE EAST,1-834-081-4944,F,4.0,Huntington Beach,Canada,KY,5.0,O,Rockwell Automation,5.0,191852.0
Bas1523,M,57.0,382676.0,445.0,11678 newport news lower,1-653-883-4810,m,0.0,Glendale,Canada,ND,1.0,O,SLM,10.0,1016522.0
hit1524,D,65.0,13829.0,548.0,17594 neilson west,1-068-884-2909,,5.0,Hayward,United States of America,TX,3.0,O,Beacon Roofing Supply,8.0,751262.0
BAL1525,M,49.0,251874.0,324.0,17595 tahoe east,1-369-222-7038,,0.0,Worcester,United States of America,IL,1.0,O,Huntington Bancshares,7.0,1193509.0
lil1526,U,54.0,233030.0,348.0,335 floresta north,1-122-338-0001,M,5.0,Madison,United States of America,Alberta,,O,Arch Coal,5.0,1265027.0
BRA1527,W,61.0,414795.0,581.0,10792 trail lake road,1-708-984-3571,m,3.0,Hilo,United States of America,ID,4.0,O,Cooper-Standard Holdings,3.0,
BIG1528,S,31.0,366359.0,692.0,24396 mulberry avenue,,F,,Indianapolis,United States of America,FL,1.0,O,Nalco Holding,7.0,80680.0
Qui1529,M,,433018.0,345.0,9645 hayden boulevard,1-882-813-7777,F,0.0,Beaumont,United States of America,Quebec,2.0,R,,,715481.0
Chi1531,W,55.0,375372.0,524.0,18955 spruce street,1-977-563-3107,,1.0,Detroit,United States of America,RI,1.0,O,Burger King Holdings,4.0,1366427.0
gos1532,U,94.0,368074.0,742.0,9400 juniper west,1-173-251-6874,M,3.0,Abilene,United States of America,KS,2.0,O,Ingles Markets,10.0,1583171.0
smy1533,M,67.0,453138.0,,16271 vista south,1-874-604-3289,F,5.0,St. Petersburg,United States of America,OR,0.0,,Modine Manufacturing,5.0,777929.0
DEM1534,W,55.0,404914.0,465.0,19336 BOLL DRIVE,1-144-460-9212,m,1.0,Moreno Valley,United States of America,NM,0.0,,Blockbuster,8.0,3836423.0
zur1535,U,0.0,,393.0,1821 9TH SOUTH,1-208-527-9666,M,3.0,Pasadena,United States of America,MO,2.0,R,Emerson Electric,8.0,2819864.0
MAC1536,M,16.0,213892.0,449.0,12782 LENWOOD SOUTH,1-488-190-3987,,4.0,Irving,United States of America,PA,0.0,U,Cummins,0.0,1054065.0
Rob1537,M,86.0,15212.0,346.0,3388 concord crescent,1-928-609-5956,,1.0,Fort Collins,Canada,NM,5.0,U,Verso Paper,3.0,112727.0
Mat1538,D,61.0,181008.0,479.0,2446 forest lane,1-525-753-2190,F,4.0,New York,United States of America,RI,3.0,O,PPL,3.0,2913410.0
hav1539,W,39.0,164110.0,457.0,23755 FROSTWOOD LOWER,1-133-814-6815,,2.0,Fort Worth,Canada,MA,5.0,,H&R Block,5.0,3502000.0
Bos1540,M,50.0,356260.0,403.0,11961 BENINGUS RUE,1-028-897-9680,f,1.0,Huntington,United States of America,New Brunswick,4.0,O,Boston Scientific,4.0,3142114.0
nal1541,M,7.0,434372.0,768.0,23897 eagle rue,1-820-635-5662,f,0.0,St. Catharines,United States of America,TN,5.0,,,6.0,461981.0
FER1542,M,89.0,322772.0,609.0,20400 walnut hill avenue,1-993-027-8092,,1.0,Houston,United States of America,British Columbia,2.0,O,Scana,8.0,866135.0
Rei1543,U,,103115.0,685.0,22712 PRAIRIE CRESCENT,1-889-516-6723,,4.0,St. Paul,United States of America,MS,0.0,O,Cinemark Holdings,8.0,2180522.0
spi1544,U,18.0,87172.0,463.0,16364 BUCKEYE LANE,1-195-535-4681,m,5.0,Independence,United States of America,TN,4.0,O,BJ Services,5.0,1275045.0
kle1545,,19.0,46053.0,344.0,2845 trafalgar east,1-571-237-3189,,1.0,Santa Clarita,Canada,NY,1.0,O,Genworth Financial,3.0,3348211.0
COS1546,M,49.0,432692.0,444.0,7726 TALLOWOOD UPPER,1-930-146-1088,F,3.0,Warwick,Canada,Manitoba,0.0,O,Warner Music Group,0.0,1858209.0
but1547,W,50.0,8221.0,529.0,12493 arthur court,1-190-976-1557,,4.0,San Bernardino,United States of America,Ontario,,R,Berkshire Hathaway,8.0,1913209.0
Boy1548,S,,449503.0,755.0,3797 rutgers park,1-095-422-7674,f,5.0,Wichita,United States of America,MA,4.0,O,Ferrellgas Partners,9.0,1290523.0
pat1549,W,1.0,498285.0,829.0,10959 throckmorton east,1-159-540-7650,f,4.0,Grand Rapids,United States of America,OH,2.0,R,West,10.0,3837125.0
Kru1550,S,,32882.0,,13276 WESTELLA UPPER,1-305-425-6318,F,3.0,Virginia Beach,United States of America,AL,,O,VeraSun Energy,,3379915.0
laf1551,U,89.0,426830.0,776.0,24313 congress crescent,1-542-152-2258,,5.0,Greensboro,United States of America,AR,0.0,O,Coca-Cola Enterprises,4.0,2851495.0
san1552,U,72.0,389213.0,431.0,19526 foster rue,1-626-445-0049,f,1.0,Mobile,United States of America,VT,2.0,U,NSTAR,3.0,3365608.0
COP1553,D,90.0,188555.0,803.0,23011 la cienega lower,1-146-871-3093,,0.0,Chula Vista,United States of America,SD,2.0,U,Enbridge Energy Partners,0.0,2266979.0
buc1554,U,81.0,34647.0,792.0,5569 sandpoint park,1-080-899-3805,,5.0,Vallejo,United States of America,IL,3.0,O,Maxim Integrated Products,6.0,3100394.0
NET1555,M,25.0,241005.0,564.0,9212 SILVER CRESCENT,1-407-616-3663,,4.0,Buffalo,Canada,MS,3.0,O,Baker Hughes,9.0,2086714.0
Gac1556,M,82.0,16223.0,322.0,11812 prairie avenue,1-003-304-9528,,2.0,Great Falls,United States of America,CT,5.0,U,Catalyst Health Solutions,6.0,2873908.0
D'A1557,M,31.0,136870.0,685.0,8967 PENN RUE,1-302-410-8130,,4.0,Plano,United States of America,DE,0.0,R,M&T Bank Corp.,8.0,2535519.0
dud1558,M,59.0,79941.0,468.0,17059 california east,1-184-336-0567,,3.0,Santa Fe,United States of America,VT,5.0,O,PSS World Medical,7.0,181870.0
CHI1559,D,23.0,388810.0,697.0,16656 stuart west,1-768-893-7223,f,0.0,St. Johns,Canada,DE,,R,Air Products & Chemicals,9.0,1288205.0
van1560,M,86.0,382361.0,541.0,1796 DAIRY ASHFORD COURT,1-083-883-8300,,4.0,Escondido,United States of America,KY,5.0,O,Sempra Energy,3.0,299075.0
Sob1561,M,46.0,188686.0,394.0,10232 oak hill west,1-241-478-7612,M,4.0,Santa Ana,Canada,Prince Edward Island,3.0,R,Telephone & Data Systems,7.0,3685332.0
GAY1562,S,46.0,241889.0,833.0,21568 alpha upper,1-541-409-8204,,,Waco,United States of America,MA,2.0,O,,5.0,3446599.0
Kob1563,U,20.0,213323.0,475.0,7638 BETHEL ROAD,1-126-546-4935,f,4.0,Huntsville,United States of America,British Columbia,4.0,O,Sherwin-Williams,6.0,296419.0
Nor1564,M,34.0,419724.0,812.0,6594 MOULTRIE AVENUE,1-459-098-4362,f,1.0,St. Louis,United States of America,NJ,5.0,O,Macy's,4.0,896575.0
VAL1565,M,82.0,232221.0,351.0,14133 beauregard north,1-762-109-5261,m,1.0,Fullerton,United States of America,MN,4.0,O,Frontier Communications,2.0,2958136.0
hug1566,M,81.0,237749.0,845.0,23781 KING SOUTH,1-869-781-6422,m,1.0,Pasadena,United States of America,MN,4.0,O,Time Warner,1.0,2587885.0
lew1567,U,45.0,409091.0,542.0,17200 HOLLYWOOD AVENUE,1-161-796-7428,,2.0,Tallahassee,United States of America,ND,4.0,O,Alliant Techsystems,9.0,1005444.0
hon1568,M,47.0,128460.0,554.0,2247 sherwood west,1-769-727-9195,,3.0,Idaho Falls,United States of America,FL,5.0,O,Hershey,3.0,3954555.0
Van1569,M,79.0,495997.0,690.0,4966 westpark south,1-974-700-6769,f,1.0,Lafayette,United States of America,UT,5.0,O,Pep Boys,8.0,807347.0
gal1570,U,3.0,265242.0,339.0,19124 cherry ridge rue,1-140-939-6080,,3.0,Jacksonville,United States of America,MI,4.0,O,AFLAC,2.0,3500918.0
kah1571,M,28.0,481240.0,803.0,22787 university crescent,1-869-700-6220,m,5.0,Huntington Beach,United States of America,IL,4.0,R,Celanese,5.0,468253.0
May1572,M,45.0,200410.0,721.0,503 northshore park,1-393-933-8750,,2.0,London,United States of America,DE,4.0,O,,10.0,1517727.0
JAK1573,U,44.0,,337.0,2929 BRYANT IRVIN ROAD,1-352-302-5746,,0.0,Richmond,Canada,New Brunswick,2.0,O,Cracker Barrel Old Country,6.0,
MAL1574,M,28.0,204803.0,357.0,17376 westmere rue,1-544-399-4428,,4.0,Milwaukee,United States of America,NY,2.0,O,Applied Biosystems,0.0,380907.0
cai1575,,5.0,369656.0,448.0,3222 grant lane,1-176-111-4899,m,2.0,Lafayette,Canada,NM,5.0,O,Massey Energy,6.0,2365835.0
MCN1576,M,70.0,394669.0,437.0,9906 airport north,1-361-613-3801,,2.0,Quebec,United States of America,Quebec,4.0,O,Medtronic,10.0,1207205.0
kho1577,D,68.0,199665.0,630.0,16699 sanders south,1-677-003-1611,,3.0,Augusta,United States of America,Newfoundland,5.0,R,Arkansas Best,2.0,2195768.0
Mar1578,U,19.0,20419.0,825.0,23684 decatur street,1-694-213-2352,F,0.0,Windsor,Canada,MI,5.0,O,Consolidated Edison,5.0,644582.0
Cha1579,M,3.0,164133.0,816.0,13058 wisteria lane,1-661-111-0843,F,5.0,Omaha,United States of America,Prince Edward Island,5.0,U,Teledyne Technologies,9.0,286711.0
O'c1580,M,49.0,172891.0,735.0,388 SNEAD UPPER,,F,5.0,San Antonio,United States of America,HI,4.0,U,Dean Foods,10.0,1204969.0
TYN1581,S,66.0,310017.0,453.0,1060 blythe court,1-756-133-9020,,3.0,Overland Park,United States of America,AK,1.0,O,Hershey,3.0,1867820.0
Sch1582,M,2.0,283503.0,305.0,16124 weyland park,1-962-400-0170,F,3.0,Colorado Springs,United States of America,AR,3.0,O,Wendy's/Arby's Group,6.0,225136.0
Gue1583,M,21.0,,834.0,11510 WAKEFOREST RUE,1-328-357-0132,F,1.0,Kansas City,United States of America,AL,4.0,O,Hubbell,9.0,1403761.0
Saw1584,D,44.0,90250.0,426.0,23411 madison south,1-528-975-7395,,1.0,Newport News,United States of America,AL,2.0,R,Dresser-Rand Group,1.0,1648703.0
PAR1585,U,30.0,215458.0,356.0,15686 oliver street,1-615-026-0873,,1.0,St. Catharines,United States of America,Saskatchewan,1.0,O,Univision Communications,1.0,1964663.0
