prospect_gncd,prospect_crdtrtng,prospect_pstlcd,prospect_nmbrchldrn,prospect_mplr,prospect_mddlntl,prospect_lstnm,prospect_ddrssln1,prospect_ntwrth,prospect_phn,prospect_gndr,prospect_cntr,prospect_frstnm,prospect_nmbrcrs,prospect_ct,prospect_mrtlstts,prospect_g,prospect_wnrrntflg,prospect_nmbrcrdtcrds
MAU2358,819.0,T6a 1k3,5.0,Universal American,,MAUNEY,2082 gemini court,259703.0,1-048-728-0449,F,United States of America,Kathe,5.0,Pomona,M,20.0,U,6.0
BAL2359,436.0,91349,0.0,Hormel Foods,,BALKISSOON,15655 OAKMONT CRESCENT,1956151.0,1-409-603-2135,,Canada,Desirae,4.0,Baltimore,S,70.0,O,5.0
MUR2360,690.0,55116,2.0,Solutia,,MURAWSKI,15069 dillbeck street,1275379.0,1-888-468-3449,F,United States of America,Djenana,0.0,Columbia,U,41.0,O,7.0
Mck2361,575.0,31419,5.0,Cypress Semiconductor,,Mckay,24059 meadow haven lower,439741.0,1-198-881-4667,I,United States of America,Joelly,3.0,Mesquite,U,44.0,O,10.0
BED2362,689.0,60565,2.0,Burlington Northern Santa Fe,,BEDI,9270 leaf south,2039127.0,1-198-326-3264,F,United States of America,rozalie,5.0,Calgary,M,94.0,O,5.0
Weg2363,469.0,V6g 1t8,3.0,Oceaneering International,O,Weger,24573 BEDFORD WAY,515069.0,1-887-985-4478,M,United States of America,augustina,3.0,Nashville,,64.0,O,1.0
end2364,642.0,35878,0.0,Walgreen,G,endsley,24223 HUNT BOULEVARD,2214018.0,1-756-065-8973,f,United States of America,Mahmut,3.0,New Haven,W,70.0,O,5.0
hei2366,360.0,T6c 1g9,4.0,AMR,,heinen,19734 greenspoint boulevard,50584.0,,,United States of America,terence,3.0,El Monte,M,46.0,O,8.0
Coh2367,479.0,90323,1.0,Caterpillar,O,Cohoe,16942 SUMMER CREST CRESCENT,817367.0,,M,United States of America,ALFREDA,0.0,Independence,U,85.0,R,3.0
mik2368,457.0,63163,2.0,Oil States International,,mikelonis,428 emerson west,1590880.0,1-321-965-6960,M,United States of America,Veronica,4.0,Berkeley,W,27.0,O,7.0
Lau2369,635.0,99738,0.0,United Services Automobile,,Laux,14709 panther creek avenue,2019232.0,1-718-353-9859,,United States of America,PENNIE,5.0,Mount Pearl,U,26.0,O,10.0
MAR2370,800.0,22220,0.0,Ecolab,,MARRETT,21074 mallory lower,826989.0,1-492-075-7947,F,United States of America,mareah,5.0,Irving,D,60.0,O,4.0
Rob2371,306.0,10018,2.0,USG,,Robustness,23719 MCAFEE UPPER,2453454.0,1-336-060-3965,,United States of America,Bennet,,Escondido,U,,R,9.0
ell2372,780.0,19077,2.0,Regal Entertainment Group,Y,elliott,8601 kempner lane,,1-382-212-7905,,United States of America,Jean-paul,2.0,Lansing,M,3.0,O,6.0
Bil2373,328.0,h2f 1w4,2.0,Pilgrim's Pride,,Billingham,23923 POTOMAC ROAD,3871733.0,1-829-201-6408,f,United States of America,trenna,4.0,Anaheim,S,93.0,U,6.0
SHE2374,324.0,h2f 1v9,3.0,Coca-Cola,,SHERARD,493 day lane,3255930.0,1-980-766-6957,m,United States of America,Marie-jeanne,0.0,Cleveland,S,87.0,R,
Bur2375,773.0,33307,2.0,United Stationers,,Burkett,11744 WHISTLER UPPER,,1-666-159-0027,F,United States of America,kimbra,3.0,Winston-Salem,M,25.0,O,6.0
OFF2376,832.0,T5C 1O5,2.0,Cabela's,Z,OFFERS,20903 HANCOCK CRESCENT,1779671.0,1-402-589-9308,F,Canada,Calla,5.0,Peoria,M,,O,2.0
Mcd2377,777.0,85209,5.0,Flowserve,,Mcdougald,1633 ALTAMESA COURT,976785.0,1-066-498-4813,M,United States of America,HERB,4.0,Arlington,W,48.0,O,0.0
SAL2378,449.0,V6I 1R7,2.0,Colgate-Palmolive,,SALKILLD,3571 porter lane,1171861.0,1-652-826-5634,F,Canada,Marice,5.0,Oceanside,W,43.0,O,
kor2379,552.0,23323,3.0,Vectren,,korpela,13005 BRAMBLEWOOD SOUTH,2340594.0,1-409-378-9629,F,United States of America,Sascha,5.0,Atlanta,U,84.0,O,6.0
Bij2380,687.0,91131,5.0,Energizer Holdings,,Bijman,12586 post oak west,3018200.0,1-012-369-5503,F,United States of America,annora,1.0,Bridgeport,S,26.0,O,
wae2381,377.0,84116,2.0,Bio-Rad Laboratories,,waespe,18688 BEATTY BOULEVARD,1733755.0,,f,Canada,livvyy,4.0,Nashville,M,98.0,O,9.0
Chu2382,426.0,32804,5.0,SLM,,Chuah,5653 worth drive,2999873.0,1-868-375-4968,,Canada,joscelin,5.0,Amarillo,M,56.0,O,0.0
HUE2383,372.0,91103,1.0,NBTY,U,HUENEMANN,8626 midway road,2266021.0,1-930-316-4358,,United States of America,MAHALA,4.0,Columbia,M,96.0,O,4.0
Mon2384,583.0,92866,1.0,Catalyst Health Solutions,,Monaco,9521 bailey east,495921.0,1-678-719-7426,,Canada,GHISLAIN,5.0,Modesto,M,4.0,O,2.0
Wan2385,663.0,v6q 1q3,4.0,Oshkosh,,Wanner,8914 ROSEDALE COURT,1390408.0,1-405-469-4769,m,United States of America,gretel,,Charlotte,M,38.0,O,10.0
EFL2386,584.0,H2f 1v4,1.0,Morgan Stanley,Y,EFLAND,5398 COLLIER CRESCENT,1094684.0,1-172-801-3988,Z,Canada,winny,0.0,Bridgeport,U,4.0,O,4.0
Mok2387,567.0,X7i 1q4,5.0,Ingles Markets,,Mokbel,22376 burton upper,1177509.0,1-938-684-4166,,Canada,Stan,1.0,Moreno Valley,M,0.0,O,2.0
JOS2388,640.0,95215,3.0,Graham Packaging,,JOSON,11173 VANCE JACKSON NORTH,307391.0,1-136-131-3005,,United States of America,ALIKA,1.0,Huntington Beach,M,46.0,O,9.0
Run2389,,76155,5.0,Express Scripts,,Runciman,20143 8th crescent,1654065.0,1-560-985-7252,F,United States of America,Eliezer,1.0,Charleston,S,60.0,O,4.0
sha2390,543.0,75023,0.0,Verso Paper,,shames,14518 westheimer avenue,476567.0,1-253-554-0978,f,United States of America,josey,5.0,Shreveport,D,96.0,O,6.0
HAV2391,772.0,V6S 1S1,0.0,Robert Half International,,HAVERKAMP,8251 SARATOGA UPPER,2923115.0,1-776-465-5292,,Canada,edin,2.0,Mesa,S,92.0,R,0.0
mcd2392,406.0,V6w 1r9,1.0,Merck,E,mcdevitt,5007 SANDPOINT STREET,3191341.0,1-579-954-6605,F,United States of America,MERSEY,,Yellow Knife,U,73.0,O,0.0
Kee2393,466.0,V6v 1u3,5.0,Kraft Foods,,Keer,24444 strass upper,1825169.0,1-277-626-7340,m,United States of America,Gena,5.0,Billings,M,88.0,U,6.0
bud2394,,90183,,Wynn Resorts,,budihardjo,12481 HAYDEN LOWER,453059.0,,,Canada,Rilla,1.0,Spokane,W,98.0,O,5.0
NAD2395,430.0,90055,3.0,Williams,P,NADOLNY,11618 jack north,789229.0,1-525-942-7842,f,United States of America,sarah,4.0,Chicago,S,24.0,R,8.0
ska2396,637.0,M2p 1d1,4.0,Family Dollar Stores,K,skanes,6047 knipp boulevard,818733.0,1-827-599-6170,M,United States of America,guylaine,1.0,St. Johns,S,97.0,O,5.0
Bro2397,723.0,70837,1.0,Texas Instruments,,Broadfoot,15972 valita upper,1146215.0,1-803-310-0973,,Canada,BUD,1.0,Wilmington,M,50.0,O,10.0
fal2398,431.0,93874,2.0,Hershey,A,faley,17043 montview west,765929.0,1-285-123-0647,m,United States of America,Joycelin,2.0,Oshawa,S,56.0,O,2.0
Bra2399,380.0,A5e 1b6,2.0,Alliant Techsystems,H,Bradlow,17521 reilly street,2493355.0,1-792-369-1693,m,United States of America,JENNI,2.0,Scottsdale,M,78.0,R,
Cha2400,361.0,91187,0.0,Susser Holdings,,Channell,12906 stanford road,1259266.0,1-267-442-4691,,Canada,cherilynn,1.0,Montpelier,S,44.0,R,5.0
Ram2401,495.0,V6k 1p3,0.0,Graybar Electric,,Raman,13859 chelsea drive,3439765.0,1-276-616-2187,m,United States of America,adelheid,0.0,Knoxville,M,10.0,O,3.0
BER2402,712.0,19049,4.0,United Stationers,Z,BERGLAND,2240 clifton lower,3477009.0,1-863-018-3101,M,United States of America,JEMIE,5.0,Spokane,M,78.0,O,10.0
DEI2403,300.0,19901,3.0,Convergys,T,DEININGER,2845 trafalgar east,273551.0,1-254-813-2409,m,United States of America,celinda,4.0,Escondido,M,59.0,O,5.0
Mat2404,756.0,T6a 1e3,,Amazon.com,V,Mathus,2583 CLOWER SOUTH,3598989.0,1-231-582-3301,,United States of America,Gordie,1.0,Huntsville,M,18.0,R,10.0
VID2405,385.0,V6o 1v4,5.0,Graham Packaging,,VIDMER,7455 clint rue,1838539.0,1-231-972-4877,,United States of America,onida,4.0,Riverside,M,89.0,O,2.0
Vaj2406,403.0,C2b 4w3,0.0,NiSource,,Vajentic,19969 austin boulevard,501581.0,1-516-377-7708,,United States of America,AUREA,5.0,Seattle,M,59.0,O,2.0
AMB2407,530.0,23456,1.0,Diebold,,AMBLER,5686 covecreek way,691284.0,1-361-016-4768,,Canada,Emilee,2.0,Chesapeake,D,89.0,O,0.0
PAU2408,728.0,H7e 1u9,0.0,NuStar Energy,,PAULOVICS,13056 BEATTY WAY,3803644.0,1-299-636-8828,,United States of America,melita,2.0,Hampton,M,93.0,O,8.0
tel2409,425.0,M5C 1Y7,2.0,Jacobs Engineering Group,,telesis,12918 elle lee boulevard,435710.0,1-784-156-3243,,United States of America,Juanita,3.0,Moncton,M,59.0,O,9.0
MER2410,838.0,m5a 1u4,5.0,Great Plains Energy,,MERIWETHER,3778 crossus rue,3676718.0,1-603-384-0141,F,Canada,Jean-claude,2.0,Hialeah,S,,O,4.0
Szu2411,426.0,32827,0.0,Xilinx,,Szuminski,17997 mcshann street,1661730.0,1-730-766-5544,M,Canada,Amabelle,3.0,Whitehorse,U,82.0,,2.0
KLU2412,382.0,h6c 1y3,1.0,Newmont Mining,,KLUKE,8579 kane avenue,922490.0,1-324-224-1235,e,United States of America,Kaylil,4.0,Henderson,U,79.0,O,1.0
Bou2413,470.0,49510,5.0,Exterran Holdings,,Boucouris,6429 reeves lower,175260.0,1-265-675-3983,F,United States of America,elwira,5.0,Concord,M,67.0,O,6.0
Mar2414,643.0,t5b 1t6,2.0,Texas Instruments,T,Marinos,19647 BONNIE BRAE DRIVE,333822.0,1-285-321-8358,m,United States of America,SINDEE,3.0,Jacksonville,W,38.0,O,9.0
Lea2415,336.0,H2g 1x4,3.0,,,Leavell,13222 GLEN LOCH ROAD,612598.0,1-759-048-0379,,United States of America,Thornton,0.0,Biloxi,S,73.0,O,5.0
Kaj2416,430.0,59801,3.0,Corning,,Kajeejit,21404 sheriden south,1410167.0,1-030-855-5087,F,Canada,MERCI,5.0,Irvine,M,40.0,O,4.0
Pil2417,626.0,06516,3.0,Perot Systems,,Pilip,7837 howell court,3435054.0,1-258-808-3867,f,United States of America,Phyl,1.0,Irving,M,8.0,O,0.0
Dan2418,510.0,H7e 1s6,3.0,MEMC Electronic Materials,,Danko,9565 cappel road,3555231.0,1-574-110-8347,f,Canada,Gudrun,3.0,Modesto,D,80.0,R,
Kor2419,678.0,C2b 4x5,2.0,Sealed Air,,Kornitzer,7936 ALTAMESA LANE,1480405.0,1-331-337-0118,,United States of America,CLARK,1.0,Santa Rosa,U,44.0,O,2.0
ORO2420,,94394,5.0,Brown-Forman,,OROL,2867 BUCKLINE WEST,1066895.0,1-912-593-0222,M,United States of America,amabelle,5.0,Hialeah,D,59.0,O,6.0
nis2421,660.0,63131,0.0,Pacific Life,I,nishiguchi,24450 marcus street,3971086.0,1-277-879-4481,f,United States of America,rhetta,1.0,Fort Smith,D,35.0,O,2.0
ABO2422,308.0,32229,1.0,,,ABOU-EZZE,19412 broad lower,2940249.0,1-078-873-5666,,United States of America,simon-pui-lok,3.0,Vancouver,S,9.0,O,2.0
Flo2423,693.0,E7o 1i7,1.0,ConocoPhillips,,Flook,7046 mcgill crescent,2209963.0,1-103-766-0853,F,United States of America,HELMUT,5.0,Vallejo,S,12.0,O,1.0
Bin2424,433.0,80917,2.0,Alaska Air Group,,Binner,12049 trail lake south,3294632.0,1-873-999-1219,,United States of America,Evanne,4.0,Fort Collins,U,26.0,,1.0
nai2425,445.0,40222,,USG,C,nairn,15063 milbury park,3057439.0,1-186-167-9313,m,United States of America,jemima,1.0,Hull,D,20.0,O,6.0
TOT2426,738.0,06145,0.0,Genworth Financial,B,TOTH,18909 hawkins way,3955763.0,1-508-959-3118,M,United States of America,Yolane,5.0,Elizabeth,U,13.0,O,5.0
RAB2427,621.0,t5b 1t7,1.0,Lubrizol,,RABATICH,9540 KINGSBRIDGE AVENUE,3877300.0,1-735-715-6751,M,United States of America,AMATA,3.0,Wichita,M,87.0,O,3.0
She2428,411.0,M5D 1X1,5.0,Moog,,Shennan,16652 AMES UPPER,96732.0,,m,United States of America,Lilith,0.0,Glendale,S,97.0,O,4.0
SHE2429,495.0,T6b 1d5,5.0,E*Trade Financial,,SHEIKH,9849 harrington park,239024.0,1-288-305-3374,,United States of America,AUDRE,0.0,Cheyenne,,56.0,O,7.0
Tem2430,833.0,H2A 1Z5,5.0,Equity Residential,,Temple-downing,2998 inwood west,2943517.0,1-759-617-6288,,United States of America,LYNNET,1.0,Moncton,U,50.0,O,1.0
Spa2431,724.0,46251,4.0,Chemtura,,Sparks,20657 westella way,1814056.0,1-995-629-8861,,Canada,RAFA,5.0,Chula Vista,U,63.0,R,0.0
Den2432,712.0,92512,3.0,Great Plains Energy,O,Deneen,13134 ANSLEY UPPER,539794.0,1-643-458-6747,,United States of America,ELLEKE,2.0,Vancouver,M,55.0,O,2.0
CAT2433,447.0,60714,,AnnTaylor Stores,,CATANACH,18993 RIVAS RUE,1110673.0,1-327-744-3914,,United States of America,Mendel,3.0,Ann Arbor,M,46.0,O,4.0
Rem2434,560.0,55412,5.0,American Financial Group,,Remrey,7828 cartwright park,867403.0,1-479-617-5944,f,United States of America,Genevra,0.0,Edmonton,U,85.0,O,8.0
INT2435,510.0,32256,1.0,,,INTEGRATION,20870 charthouse lane,3929518.0,1-926-479-0855,,United States of America,Lissy,4.0,Escondido,U,52.0,O,7.0
kle2436,426.0,H6b 1y1,0.0,Apollo Group,,klebsch,20826 BELLWOOD CRESCENT,1980437.0,1-853-381-3731,,United States of America,darlene,4.0,Pittsburgh,M,37.0,O,3.0
MAT2437,380.0,T5c 1q3,4.0,NCR,,MATSUSHITA,19199 keene park,2245529.0,1-145-463-1976,M,United States of America,Yannick,0.0,Newport News,M,94.0,,7.0
Mac2438,829.0,33329,0.0,Newmont Mining,F,Macmillan,16235 wolcrest road,3232054.0,1-417-646-5605,,United States of America,Arvin,5.0,Tampa,U,2.0,U,6.0
Str2439,756.0,25326,0.0,Hexion Specialty Chemicals,,Strauss,17334 LAVENDER STREET,1104508.0,1-254-792-5172,,United States of America,Peria,1.0,Salem,M,80.0,R,3.0
GUL2440,844.0,30329,,Sunrise Senior Living,,GULKO,12985 camp bowie south,770915.0,1-554-981-8742,M,United States of America,tallie,1.0,Baton Rouge,M,39.0,,0.0
nug2441,343.0,59806,5.0,New Jersey Resources,V,nugent,19744 taylor crest street,3905168.0,1-811-583-7791,M,Canada,AKIN,3.0,Evansville,D,83.0,O,4.0
BOS2442,722.0,80101,1.0,Symantec,,BOSWORTH,3504 regency avenue,,1-948-516-2141,m,Canada,Knut,4.0,Irving,U,96.0,O,5.0
Tho2443,748.0,80013,2.0,General Dynamics,,Thornburg,24996 robbins east,2516706.0,1-710-447-3720,M,United States of America,MANH,3.0,Gary,S,17.0,U,3.0
Bou2444,695.0,72219,2.0,PetSmart,,Boutilier,15883 baltic south,3160249.0,1-742-084-9911,m,United States of America,Bhupendra,0.0,Denver,M,94.0,R,5.0
Jac2445,745.0,33304,3.0,Penske Automotive Group,D,Jacobson,21414 pasadena road,2510352.0,,F,United States of America,Fredi,0.0,Oceanside,,33.0,O,5.0
cze2446,847.0,77036,1.0,Centex,,czeban,3549 ANSLEY WEST,36525.0,1-195-728-0020,M,Canada,ashlen,,Provo,M,,O,4.0
Ger2447,381.0,H5k 1r6,1.0,Nicor,,Gerth,14422 morning rue,3461749.0,1-228-969-9945,,United States of America,EMMALINE,3.0,West Covina,D,65.0,O,5.0
tot2448,619.0,64055,5.0,Bed Bath & Beyond,L,toth,17676 rusk street,2301563.0,1-937-757-4887,,United States of America,Jet,4.0,Eugene,U,29.0,O,4.0
Die2449,776.0,89106,0.0,Fannie Mae,L,Diep,24890 LAKE DRIVE,470186.0,1-223-475-2215,,Canada,maxey,4.0,Mesquite,M,86.0,O,5.0
Al 2450,676.0,V6F 1S4,2.0,Exelon,T,Al bud,232 LYLE PARK,2484226.0,1-932-796-3639,,United States of America,Donal,1.0,Santa Rosa,S,77.0,O,5.0
De 2451,486.0,99602,1.0,Peter Kiewit Sons',,De coursey,18675 CALHOUN LANE,1175022.0,1-754-693-6021,,United States of America,Kimmy,4.0,Moncton,M,69.0,O,6.0
Dow2452,653.0,m8c 1x6,0.0,PG&E Corp.,U,Downs,6464 bonnie brae street,544166.0,1-445-987-0277,,United States of America,Koren,1.0,Toledo,M,95.0,R,8.0
Hol2453,832.0,M5g 1v2,0.0,Alliance Data Systems,,Hollenbeck,24178 turtle creek street,,1-392-226-6806,,United States of America,pey-kee,3.0,Glendale,S,49.0,O,8.0
D'i2454,836.0,h5l 1r3,2.0,Agilent Technologies,,D'ippolito,12009 pharr south,508955.0,1-827-713-7304,f,United States of America,shahab,1.0,Huntsville,U,36.0,R,1.0
OFC2455,360.0,76707,2.0,Eastman Kodak,,OFCPARM,20109 alexis lane,1076885.0,1-190-997-5376,,United States of America,Survey,4.0,Rochester,S,45.0,O,6.0
Rfa2456,,95351,3.0,Unitrin,,Rfa,19435 montfort road,109839.0,1-102-439-7343,,United States of America,Gavrielle,5.0,Montreal,M,41.0,O,8.0
cod2457,365.0,80051,0.0,Itron,R,codrington,10448 DAIRY ASHFORD COURT,3742925.0,1-404-924-2652,,United States of America,Daffi,0.0,Coral Springs,W,12.0,O,9.0
SET2458,496.0,57114,0.0,Consolidated Edison,,SETTERFIELD,18966 BELT LINE UPPER,2279424.0,1-379-416-7367,,United States of America,armando,4.0,Sunnyvale,S,68.0,U,0.0
rid2459,553.0,91919,0.0,Northeast Utilities,,ridgway,11640 baltic upper,2135093.0,1-932-040-3179,,United States of America,arabela,5.0,New Orleans,M,44.0,O,9.0
Gol2460,831.0,H2A 1U4,2.0,Pacific Life,,Goldner,16550 9th boulevard,3940943.0,1-151-971-1770,F,United States of America,lottie,3.0,Mount Pearl,U,67.0,,7.0
ROT2461,494.0,91103,4.0,New York Times,I,ROTONDO,15916 royalton street,2419844.0,1-170-884-1784,f,United States of America,Tilda,5.0,Providence,U,21.0,O,7.0
KAW2462,560.0,98189,1.0,LKQ,,KAWAMURA,2590 crestmere park,26959.0,1-304-057-8530,F,United States of America,Cherice,4.0,Birmingham,U,31.0,R,5.0
BAR2463,434.0,90259,0.0,Precision Castparts,,BARAGAR,18304 furth north,2785186.0,1-995-573-3882,,United States of America,Shona,,Phoenix,D,78.0,O,1.0
Des2464,474.0,m6s 1i1,3.0,Western Union,,Desautels,5822 edwin boulevard,999562.0,1-892-727-9840,F,United States of America,Viqar,1.0,Lincoln,M,97.0,O,1.0
Gil2465,396.0,33324,5.0,Dick's Sporting Goods,,Gilliard,6492 adams east,313806.0,1-859-931-7262,,Canada,felice,5.0,Plano,W,81.0,O,5.0
hei2466,557.0,V6u 1v9,5.0,Collective Brands,,heinonen,6963 EMMONDS DRIVE,1517573.0,1-492-043-3560,M,United States of America,BUNNIE,2.0,Brownsville,S,64.0,O,3.0
Mca2467,536.0,90251,3.0,OGE Energy,J,Mcalister,10411 apple tree lane,2139474.0,1-343-215-5891,,United States of America,ALMA,5.0,Boston,U,33.0,R,0.0
KEL2468,748.0,64138,1.0,Phoenix,,KELLUM,19336 boll drive,512766.0,1-775-256-9375,,United States of America,vax,1.0,New York,M,22.0,R,0.0
Mcn2469,558.0,V6z 1p9,4.0,Exxon Mobil,A,Mcnamara,13971 MILBURY COURT,3027159.0,1-976-194-0028,F,United States of America,DANILO,5.0,Portland,M,61.0,,8.0
BOS2470,585.0,36151,5.0,,O,BOSILJEVAC,1464 green ash avenue,1016557.0,1-913-962-4926,,United States of America,CYNDI,2.0,Orange,M,12.0,R,4.0
THE2471,671.0,94270,3.0,Acuity Brands,T,THELOOSEN,6396 woodall north,2556760.0,1-259-721-2039,,United States of America,NERTY,3.0,Buffalo,M,74.0,U,0.0
tag2472,810.0,45418,4.0,Xilinx,,taggart,18630 ATLANTIC ROAD,3942439.0,1-169-725-9097,F,United States of America,VIVIANNE,5.0,Santa Rosa,M,58.0,U,7.0
gay2473,454.0,80058,3.0,Cracker Barrel Old Country,,gaylor,1037 bonneville lane,1758840.0,1-042-388-7088,M,United States of America,DOMENICO,3.0,Sacramento,U,47.0,O,2.0
mcb2474,307.0,78220,0.0,Fleetwood Enterprises,,mcbryan,12566 MISTY UPPER,2135551.0,1-125-792-7050,,United States of America,mariam,3.0,Berkeley,S,90.0,O,9.0
Svm2475,436.0,72906,5.0,Enterprise GP Holdings,N,Svm-bnrmtva,9907 upton south,863411.0,1-249-112-2924,,United States of America,Jordain,5.0,Charleston,D,77.0,O,7.0
Kam2476,707.0,v6h 1u6,0.0,,O,Kamiyama,22959 charlestown rue,3770262.0,1-031-961-4068,,United States of America,Symen,4.0,Lubbock,D,4.0,U,2.0
mci2477,,74148,4.0,International Assets Holding,,mcinnis,16655 ventura north,2885731.0,1-185-235-7364,f,United States of America,Martguerita,2.0,Columbus,U,6.0,R,0.0
Lab2478,738.0,64135,0.0,KeyCorp,,Labonte,12292 flynn park,798971.0,1-365-881-1386,,United States of America,Zainab,2.0,Mesa,D,22.0,O,1.0
nix2479,313.0,64192,,Jones Apparel Group,U,nix,4482 eden avenue,2286073.0,1-198-294-2510,,United States of America,MILICENT,5.0,Oakland,U,96.0,R,1.0
Ebe2480,688.0,77113,3.0,Helmerich & Payne,V,Eberle,14717 rutledge lower,732759.0,1-781-439-8481,,United States of America,Mala,,Boise,M,100.0,O,5.0
UNK2481,690.0,V6r 1v3,0.0,Celgene,M,UNKEFER,10014 MERCER LOWER,3537992.0,1-794-212-5205,,United States of America,Sandie,3.0,Philadelphia,D,33.0,O,9.0
SEN2482,677.0,T6A 1A3,4.0,Monsanto,P,SENYSHYN,7255 berry way,3034411.0,1-223-420-4235,F,United States of America,MEHDI,,Tempe,S,96.0,R,7.0
MCK2483,547.0,T5B 1T9,0.0,New York Life Insurance,Y,MCKENZIE,16557 howser rue,2349487.0,1-268-834-7601,M,Canada,Linnea,3.0,Greensboro,M,73.0,O,3.0
Ant2484,440.0,75218,1.0,Valmont Industries,,Anthony,12566 misty upper,1494499.0,1-186-893-8186,,Canada,THEODORE,2.0,Fullerton,U,78.0,O,8.0
lei2485,386.0,V6c 1v1,2.0,Exide Technologies,,leiwe,3574 pemberton west,2638849.0,1-491-982-4806,,United States of America,issy,2.0,Wichita,M,5.0,O,8.0
gue2486,569.0,23466,,Nordstrom,,guerette,703 COMMERCE PARK,2571524.0,1-717-586-5351,F,Canada,Miguela,3.0,Laredo,W,23.0,O,7.0
TIP2487,822.0,29218,4.0,,,TIPPETT,16480 cliffbrook upper,766990.0,1-315-662-3581,,United States of America,VIOLE,5.0,Mesquite,S,49.0,O,9.0
GAZ2488,607.0,M8b 1x2,2.0,Whole Foods Market,,GAZIER,20497 echo upper,3631273.0,1-155-363-7244,,United States of America,brittaney,,Torrance,M,89.0,R,4.0
nha2489,458.0,V6w 1s2,5.0,Capital One Financial,,nhan,23361 stonehill way,155862.0,1-863-672-7875,f,United States of America,lois,0.0,Buffalo,S,24.0,O,2.0
CLA2490,474.0,V6w 1u6,1.0,Sonoco Products,Q,CLAYBROOK,1378 clara street,3906905.0,1-903-685-2636,,United States of America,SHAMSHAD,2.0,Colorado Springs,S,83.0,O,1.0
Cas2491,504.0,v6i 1w1,1.0,Albemarle,,Cassese,4862 martin court,3300230.0,1-106-944-1336,f,United States of America,sophia,2.0,West Valley,M,,O,
Lan2492,770.0,99763,1.0,GMAC,,Langton,15729 fondren street,2908662.0,1-429-019-2683,,United States of America,ASHLEIGH,2.0,McAllen,M,99.0,O,4.0
Mcs2493,799.0,30378,4.0,American International Group,W,Mcsorley,19512 storeywood drive,1267471.0,,,United States of America,Rheal,,Irvine,M,65.0,O,10.0
Bam2494,606.0,95162,5.0,CSX,,Bamfo,19983 5th court,2257628.0,1-832-586-6740,,United States of America,shih-dar,2.0,Austin,M,72.0,,6.0
DEF2495,376.0,93370,3.0,H.J. Heinz,P,DEFRANCHI,24717 midland lane,1764724.0,1-103-766-5205,,United States of America,kinna,2.0,San Francisco,M,69.0,,6.0
she2496,701.0,m5f 1w7,,AmeriCredit,,sheu,6429 reeves lower,2428075.0,1-340-905-2953,,Canada,Sil,5.0,Bakersfield,M,58.0,O,
Gui2497,506.0,23220,1.0,,,Guisler,5088 overbrook way,2922167.0,1-365-022-9336,,United States of America,aurelea,3.0,Burlington,M,12.0,R,1.0
OVE2498,665.0,36170,4.0,Steel Dynamics,V,OVERBY,15447 SENECA RUE,3634912.0,1-373-925-4220,,United States of America,bertina,0.0,Whitehorse,D,63.0,O,
KER2499,827.0,94615,4.0,Ingram Micro,N,KERNAHAN,6963 emmonds drive,2489107.0,1-563-430-1462,,United States of America,LARAINE,2.0,Corona,M,5.0,U,8.0
cas2500,801.0,H2e 1v8,0.0,Alexander & Baldwin,,castronova,20813 lamar park,327215.0,1-537-446-1280,M,United States of America,Shoshana,2.0,New Haven,S,26.0,O,1.0
BEL2501,505.0,T5A 1P5,1.0,Greif,,BELZILE,11538 KIMBERLEY BOULEVARD,3735120.0,1-963-228-9162,,United States of America,ROSANNE,3.0,Salem,M,62.0,O,0.0
MET2502,608.0,93310,0.0,AmeriCredit,,METCALF,2203 VALITA BOULEVARD,305477.0,1-096-379-1792,,United States of America,minerva,3.0,Kansas City,W,1.0,R,1.0
El-2503,488.0,50309,3.0,Service Enterprise Group,U,El-am,7266 CHERRY UPPER,141550.0,1-687-195-9855,,United States of America,gussi,5.0,Lexington,U,72.0,O,8.0
Kon2504,575.0,90893,3.0,Key Energy Services,,Kong,6558 SAXON NORTH,3856814.0,1-627-096-8107,,United States of America,MKT,3.0,Chattanooga,S,0.0,O,1.0
BYD2505,589.0,V6U 1S1,0.0,Hershey,,BYDELEY,4633 PALM EAST,1116367.0,1-634-295-2044,m,Canada,Olva,5.0,Iqaluit,D,99.0,O,3.0
de 2506,512.0,98106,,American Greetings,,de buda,17032 cantrell south,2410072.0,1-563-784-3121,,United States of America,Regis,1.0,El Paso,S,100.0,O,10.0
Rev2507,827.0,h6d 1x4,0.0,AK Steel Holding,,Reva,719 BUCKLINE LANE,,1-988-491-5303,F,Canada,Chye-lian,5.0,Chattanooga,,30.0,,1.0
Lof2508,518.0,M2r 1d6,5.0,Holly,,Loftis,5503 raymond park,3795613.0,1-244-286-0398,M,United States of America,lolly,3.0,Fort Worth,W,89.0,O,7.0
Gla2509,509.0,93749,2.0,Sonic Automotive,,Glast,5731 cadiz lower,1586606.0,1-086-053-5538,F,United States of America,Karee,0.0,Santa Fe,M,60.0,,7.0
Sto2510,508.0,v6k 1r2,0.0,Nucor,G,Stocks,11622 josey south,1863177.0,1-236-892-1554,f,United States of America,MEG,1.0,Inglewood,M,100.0,O,2.0
