Employer,NetWorth,Country,Income,NumberCars,AddressLine2,State,AgencyID,OwnOrRentFlag,PostalCode,MiddleInitial,AddressLine1,Age,Phone,MaritalStatus,FirstName,CreditRating,NumberChildren,Gender,NumberCreditCards,City,LastName
Curtiss-Wright,2250783.0,United States of America,167106.0,5.0,BAEKOSVDHEONZOKK,MA,gjf14730,O,VRLAIL,h,Etmixuopgzekvkxyxfdoeubzerlprxpzvhgknd,93.0,1-324-846-3960,D,Nrxhmcmsgb,453.0,5.0,m,10.0,San Bernardino,gjfzed
DaVita,224582.0,United States of America,421510.0,3.0,puuxsumrslmsnylvwtqwtpgiihdaxssixwhcnwgknfglbocwmsxiwjgqhfnpnnfmocqv,IL,xod14731,O,dvztwpl,U,rgkluwfnhvxodbrvbktuaiuegecremlmpmrkbqttgqoszlwmmasmkodqiuqlb,35.0,1-881-890-9770,M,Noaactjirbi,514.0,2.0,,3.0,Allentown,xodwtvzsgdgamxhiaiqw
Massey Energy,1996165.0,United States of America,364499.0,5.0,Dmejp,New Brunswick,rhm14732,R,Fkqvlgrfmiuk,p,Mhfgzwcjdnitoviulfovsd,,1-497-464-9420,W,EQJORHCOGSDEQ,323.0,3.0,,8.0,Glendale,rhmbrvxaiswnkqbhftvfmibfsuf
WellPoint,293038.0,Canada,392289.0,1.0,Tsourdsvqbgprsyyvcjpljvrwvpxsrbjjjynlgnpqknalawgfluhzdieuflhuoflfuctaspkkel,NH,QOI14733,O,DVSKOVKBB,a,Ztbdocsxlcwujzfxhnixrwivenaqqpcbugfioeupjuounmoivcymwgppwxtwvgthwivyznugoeookh,98.0,1-320-011-9560,M,blluiwqwwr,513.0,4.0,m,0.0,Victoria,QOISWPQSFTGGEHJEGR
McCormick,,United States of America,189237.0,5.0,Kbudswrdkunsswtnilpepmildnkyjgabgtquyqrdatayjsbbqcddvadqzmrxfpbftx,KY,Vja14734,O,TLLFG,S,Pxcahykxmohpwbyekualaohkmfexzm,35.0,1-702-970-8307,S,Fkwtcwqwmzidbxqtgkdl,461.0,3.0,F,7.0,Lubbock,Vjaglwbjwmxehlihdjo
First Data,2802667.0,United States of America,314061.0,1.0,NWDHESKFSXLNZQUNZ,OK,Yzl14735,R,Wqehmbbdecv,,Eysapnfswgluthyqvugyircgekowdjodpsjfkxzicsarotkarurcosinwcfyckvjljc,73.0,1-985-064-3194,U,qjpndnsumsinarbazyzdfxmhmazrw,502.0,4.0,,0.0,Las Cruces,Yzldzgcpfimdwawgjwbpbmme
PepsiCo,1012388.0,Canada,101904.0,3.0,Bquwcadgktzelbylgyukoizggydmncxzbvjtdompgjtqiaspxnviycqzqgozzvug,New Brunswick,Sry14736,O,Rynfjtb,j,Awqbaznhprve,15.0,1-291-959-3504,W,kzukdjlbagbbucibcypvzezc,581.0,,,8.0,Laredo,Sryditpkkkewcspapotanurphmtrna
Granite Construction,121339.0,Canada,216065.0,3.0,Duudjdvakxinixjfhs,OK,EKN14737,O,Mjywivalfdnt,F,Ixwntxcyeqszmioudqpdikevwlbfqytcjtjoqbedecyahxoyvpipflnjpoc,,1-764-154-8413,M,Bpycpbgbufxfcddfblrsbifzlmo,,0.0,M,,Pembroke Pines,EKNVCDRGLJUHXX
,2157057.0,,,2.0,Lozzlkhucxrtnsqpavjhlmzffzenoab,AZ,DXY14738,O,edmihwctzdou,,EOOMWAVETHAGWXJJQEMDGAFGSQGIJTLEAIFPQPZLRMBXXQTQAPURGAIUCXHVOTHBKSURZZGNFZQKG,95.0,1-347-135-4606,M,xegqs,591.0,,,8.0,Macon,DXYMIADKWJPMOXOKUH
CenturyTel,3807055.0,United States of America,,4.0,Hamjryiejvfqvhvgmltejjcpkaawntkvefelrumznjqibfwanlhbryhjgqhppfacvsnrrrscwmrvvr,MO,Nmu14739,O,Dujjhnwn,h,Ufawidwnyidds,54.0,1-633-651-6561,M,Sqcqdsbyrflpjilbbewq,527.0,2.0,m,0.0,London,Nmucl
Mutual of America Life,123214.0,Canada,494031.0,2.0,PGHIIGLJOSJOCZUMTDEOPFWUEXTHIJCZ,TX,Dkh14740,R,FAUXFFHMFJH,P,,6.0,1-399-245-8269,S,Rycmpkozyaqiokxr,703.0,3.0,f,4.0,Tucson,Dkhaibchnj
Ford Motor,,United States of America,133583.0,,iodwjthjfhqaxjzueyqhozdkvhaznkfeawgmgua,ND,xpn14741,O,mspyh,l,Evhkysrfgblcyvinljdhabewkmwwndsizzghojnvufxlgrhigbctauxntwbbjaqpvarghtzpyauainp,37.0,1-184-463-5462,W,Bzpjbxhpnaifhlmuxroda,730.0,0.0,,10.0,Naperville,xpnmcoci
Waste Management,3952400.0,United States of America,461330.0,0.0,Bmxafcjnraurwrbeqajgmbdcholfucsmmmzzzpda,CT,Wcp14742,U,rbjjwk,,rwvbltfagmavsclrfpnqkmhpqrkcnuoyccqfyppxhcccvtpwjvdloqppqyydsrb,49.0,1-316-020-7430,D,Lujhzbbk,733.0,0.0,,10.0,Washington,Wcpnajggaxujuwqqnqrgjoyybbf
Harley-Davidson,585179.0,United States of America,324243.0,2.0,uouusycuzhmkleqofdedneuwfarmszenotxfnqsfxvflwqab,UT,Bzl14743,U,tnggz,U,thrscooaapbxquissbpieedsicvfcsmbpycsofwloyejktult,32.0,1-715-622-0264,S,DVTYNJSL,420.0,1.0,f,3.0,Minneapolis,Bzlwsezmehzcxqmklwg
ITT,1167883.0,United States of America,227364.0,4.0,Amuqgzqefdpraqotagyr,LA,fvt14744,O,Bawgzl,,Pdmzpgttzgbamghdtfsq,,1-107-293-9798,,WOFGYAAJ,411.0,3.0,,8.0,Buffalo,fvtyawia
,702192.0,United States of America,359842.0,5.0,,Quebec,Xyn14745,O,Nqsxddsce,v,Hspxibppuaxuevlfkjfkdxfhutzemofnfwhyhrqxdxtcpktlhqrhns,2.0,1-600-016-9310,S,Virfgbjbejynhsooktbvz,560.0,3.0,F,6.0,Evansville,Xynuratqisuwuawtxmpswepmq
Family Insurance Group,,Canada,173701.0,3.0,,Ontario,DQF14746,O,Awsreu,F,Czzkbyunsvdmhceot,70.0,1-949-036-7296,M,MHRGAIMFKCOBFVWFHQUBGBT,433.0,5.0,M,6.0,Philadelphia,DQFTGWOYSWOUO
Universal American,298102.0,Canada,477386.0,2.0,Imflovagbuucxsosvcjapcwaqcdhcfvxinwhgjxjbpwzqnhznwkafuthithkrdvonjcmq,AK,Bqz14747,R,Tylnmpf,,Clrxjlqogjoabdwlppmjcsafivadbmokkwfqrtfcmdwdepxtpetwexhjntfcweaqge,8.0,1-734-304-9159,M,VTJKRRQZBCOJDKKIKGKU,753.0,3.0,,6.0,Salt Lake City,Bqzpesapnlziy
StanCorp Financial,3586098.0,United States of America,155804.0,1.0,XMXCBRCYZKARIKFEZRRDD,UT,ouf14748,O,avlkmhr,,CDNABGOGSWDAOFKJOMARTBUWIFIVPNTOJDT,19.0,1-224-589-3906,U,Shvpeoniptthigajzyjixhshokahra,436.0,0.0,,3.0,Tacoma,ouffxzbwimxuyitkrdpgsawghglba
Graphic Packaging Holding,3183977.0,United States of America,156530.0,0.0,Dewbqrahbgnbyzh,OR,COH14749,O,KMKUTKZOPP,N,boiirqybkfvyblcgfhivhotsglbubvcmslbgvlawiwvqivlzpvblozjkwlxt,80.0,1-350-107-1276,U,Ooigxfdyvbps,837.0,2.0,f,7.0,Fresno,COHOJQBVCDUSPMG
Piedmont Natural Gas,3603002.0,United States of America,74625.0,5.0,Qgofocvbdjxqcbehcrbplmh,MD,OXC14750,O,Sfgwbt,,tupufebllcth,97.0,,,FCPJVSIVWIJJG,308.0,5.0,f,3.0,Hayward,OXCGCEOPDTTUBGRXLWVZNPE
,1642074.0,United States of America,493429.0,0.0,tqdracclspzmleltlxcmitvnsddhbcpgvfvxbxucxtjuwvaarehakvonjhfawegexrhxizys,MD,JJC14751,O,Dtjjajw,H,dnapsffkihlgvdwfzstldvehncmajnrhond,26.0,1-785-592-4773,S,muaahizfpwbjtpnifhn,589.0,0.0,M,4.0,Cincinnati,JJCCRTILQDLADZKPQ
Scotts Miracle-Gro,1296830.0,United States of America,401168.0,5.0,YGBLSPPFBFWDAWVFVUJKXTDNQCOMCRUDXU,Quebec,Ktq14752,,Wbfllafo,,Rhcokpoyg,71.0,1-835-057-1735,M,Iurphubdarcqyaqtivrgtqo,721.0,3.0,,4.0,St. Paul,Ktqngtk
Sunoco,2994177.0,United States of America,470303.0,2.0,IRRUXFKPPAKXCQRLOPIFUZFFXHRJJNPXICTGTGJM,FL,Ate14753,U,DZHITKLJDMT,X,zacaludcyrjlvzhswijbvcxmhlkx,82.0,1-600-386-2980,U,qdsvclgsmzzalrcuvlpxavuex,615.0,0.0,,10.0,Bellevue,Atevbr
ScanSource,2717229.0,United States of America,215751.0,0.0,rmxsdjvocdbpfvggrfccrurzvhyeicjhjxnfwjfxau,OR,uzy14754,O,TFBZMCMCJJ,,Lsgbcnbtubaycaamnqjhiwqpxdpglaquvnnalahpacnwvfywsqbumqp,34.0,1-082-420-1003,M,uullzxibzoygqsljkpxiajorlds,368.0,0.0,,6.0,Jersey City,uzysteadbized
Viacom,3062317.0,United States of America,420656.0,,Gpdhdfjilruolqkseblgnjuotdjxtekna,IA,Neq14755,R,gmapbliuvlzx,d,uqaetnqliuhulsskuerzbugvlbittk,98.0,1-980-965-4367,M,Qzvimirshwumdow,302.0,,M,8.0,Pembroke Pines,Neqlsac
CIT Group,1034805.0,Canada,270879.0,2.0,Tcvglqjhzekhvepcq,OR,Iue14756,O,GEHNVTFXT,,Pjsbibubakynngupxnsjxedtgisvdddpcwzeylyyqcjeeubrlu,75.0,1-961-620-1205,S,Pbvzzefnkehhzunicekmajt,,5.0,,9.0,Mount Pearl,Iuehfniajogcnzsfydujd
Host Hotels & Resorts,3259207.0,United States of America,417713.0,5.0,Gowcuhozneadpwogrfkmkebricsqqvmtitexdotdhlqtsj,VA,mwa14757,O,LUXWE,t,,80.0,1-308-486-7818,M,Tysanku,414.0,3.0,,1.0,New Orleans,mwanjzymxbuolkgr
Avnet,2589281.0,United States of America,279621.0,3.0,qhfygiapyviiuxvkmimlxrgpllqkrpsbwshaiehghnpmzxzbundlmgcydlexcihzpjwqm,MA,Dwn14758,O,AIGAJG,S,LANCMHPTWUFBRCRTDI,51.0,1-392-507-9429,U,SBCQSRFJSPSSD,456.0,2.0,,0.0,Wichita,Dwnovtxjxclgqunqjhn
Xilinx,3594646.0,United States of America,400702.0,3.0,OSBZGSSGJNSRHHWLWTWVGDYMUMEPQFRW,Alberta,Znh14759,,Rhbbvlejfkq,f,Ioddvflkvseiapcygoctkmjpxmaqndmvsdluzopftqquhcffkwkrhhiopqtojwzvhntmwxgdghe,,1-382-980-6837,U,ffapfwxukapmibvsnjfwicxdydjhlo,615.0,4.0,,3.0,Sandy,Znhjvrtozltxbvxqx
Regal Entertainment Group,2317189.0,Canada,241808.0,5.0,QOAHFCRKXTARZUSXUTOUEEANBSZUAANJWNQDGNWZDNHPKNRHXFZ,NV,str14760,R,Gwtbnsqhj,,,41.0,1-195-722-4596,M,SUAAOUDU,471.0,4.0,,4.0,Overland Park,strkfftvvjktmp
Imation,542867.0,United States of America,456131.0,2.0,EMJFAVSNSWJDJDFZBVBIEXMHABASBWPNRVUBTKHMYWLWYXEMBOYOMJFIQKYPQHLLBKDTAFJAKGQ,PA,Rto14761,O,Vewomwgvoqtl,,diozjhgkbmkykmtgvpnpgkvxjlptqekkmsheynfthmetokla,26.0,1-987-195-3879,M,Emutf,522.0,4.0,,8.0,Huntington Beach,Rtobhgeuk
,3250520.0,Canada,474282.0,1.0,SKNYJCUSFGHWJZZMVKPAMNZYIGZLUDAYCVQNBSKKTZBONDUPXXOXTKYDCGGHECI,ND,Goh14762,R,Ygaivdkrzb,T,Otbeoxuxhafehcxsiruasircnftmtlrwwladkfjfblbkklukmdopfkkovblpfgtukjcqunwdnxarzcjp,98.0,1-906-464-2518,M,Zqzxxsurussklyfpirsdam,645.0,3.0,F,7.0,San Diego,Gohfztbtyucdsggdkjdukgmcpp
Legg Mason,3807629.0,United States of America,214140.0,1.0,Hasrblvwkmexbvlphwhfaiemdxvxvpojdimeeyromkrvuvaxjuaedtctsfegohjswezqowxexocminxq,SC,Fcx14763,O,ahjdntni,,UPEXOAQSBXJYMQ,49.0,,S,EAYFCIALXUWVTOXLGGQQKWUU,426.0,4.0,,10.0,Elizabeth,Fcxjkd
Burlington Coat Factory,1485133.0,United States of America,384453.0,4.0,Hwzcrmjucjrgaodazhgnuirc,SC,dkg14764,,Aioqofup,F,,23.0,1-460-336-2050,S,Pdjrozgjcpln,,0.0,,1.0,Lowell,dkgil
Comerica,3002778.0,United States of America,366890.0,5.0,Jityzcrwohsksmcwrepmbjmksilsvolqwongcwglmmvremwvzizmzlrzqfjkubxvrbwg,ID,UCZ14765,R,GVYRAVWKOQJ,,Gytrgrvpebctmv,11.0,1-493-025-5252,U,Pxxbcdpx,503.0,3.0,,9.0,McAllen,UCZCQIBWYJPNRWIT
Publix Super Markets,3083191.0,United States of America,271842.0,1.0,Xvgdolfbhrvakoll,LA,bfn14766,R,jpwva,S,Bbwrvofmapopoqrarysrein,51.0,1-050-074-7976,W,vxviybuphnivt,691.0,4.0,m,7.0,Berkeley,bfnfdpplr
Waste Management,3572185.0,Canada,50979.0,3.0,qringxdhdlepfkbswpuuixcwwgyyarawkxwxsiwqbnmji,MS,Waz14767,,Txdpwmvartnw,g,YAWAPEWFRYETEUNXSESFRBPAIFZBKHESBGOVVDIFVROKYXOSBROGUGEDPH,62.0,1-058-963-1895,W,xrkiwcwh,485.0,5.0,,,Honolulu,Waznenjvzqwscqohybwxub
GMAC,142077.0,United States of America,104719.0,2.0,Wkgxbbyvvgjwequbagxtzrqyhpbdptpvcrrmmkctdoushtpssafzifimoheckoobpumz,DC,ZJT14768,,CPPNR,s,Lyzaeagocsqzhtqxaxlhrxehczakzhrsthjb,1.0,1-108-632-9293,S,JRGNYAXTHJZDHYRQFRXGACGCBXDWZ,793.0,4.0,,5.0,Idaho Falls,ZJTBLJAVVAGO
Reliant Energy,3299091.0,United States of America,189937.0,0.0,fkvkuhyfpmdesupglmvtiedlob,MT,Kbb14769,O,MBABFAN,W,Vvuvpfxqghkbcwwxsgviqlaspntqfgczovmdgadmt,45.0,1-223-131-7827,W,KIXMVUIEULYNVXJLOAHFEAP,504.0,3.0,f,2.0,Nashville,Kbbjmuvxzgm
Domtar,638983.0,United States of America,369907.0,0.0,GESCYZMEUASVRMIVOWSVIBFCZXTSIXMZXYZGRSX,ND,Piz14770,R,,,bvysadjwhmvqqupzhabclcwuejhvvlcemknreovmlcwarbmzpwlyqivyoegks,22.0,1-287-880-2107,W,Evfimcllyvh,383.0,3.0,,1.0,Spokane,Pizzgnyuwykf
CUNA Mutual Group,2547891.0,Canada,144616.0,2.0,Umetgrvvaegpfintftpixnedfsiefnfjbpohlvvzwujsgnfkoyqtba,DC,Ugu14771,O,FKHLZKF,,ZNOHJMGPXRTZAIGVGDPRZLCJVDCP,26.0,1-632-689-5028,M,GLDHWDAAACFGQMGJXASLQAWIVIR,752.0,4.0,,3.0,Modesto,Ugupuijxphnq
,410926.0,United States of America,365598.0,,Ttiswwijtjidnfnsifdbxeontpoycex,DC,FER14772,U,SPUZWZJEXD,t,Tgmnfkbgihvghvmggclnslgghvrnhyxmffruuidqslixphdddjipeemuszuteeb,22.0,1-587-586-1649,S,Yyzfddnouvumuavwpnsixbdwdnk,385.0,2.0,m,4.0,Columbus,FERHAJIXIHGMOCOFEXOIJSI
Toro,2132241.0,United States of America,,1.0,Ugepxt,AL,Qks14773,R,DDJPCPSLW,l,rhoxwlzvytitfpzjjxvdpzobajqeijmunksbhfokucoemuoivgbvelxqptkr,10.0,1-439-526-1837,S,IBVVKJPYGZCOAPKVXKHNSUU,567.0,5.0,,9.0,Fort Lauderdale,Qkscnlunckcjbbamkne
Belk,672636.0,United States of America,332819.0,4.0,WPWKPJFHUSVPFEKCGDLLIKWTBIOXOHQQDUOJQLXKBHECKLJFAQYTQISXFKHWE,ID,Pte14774,O,Eaojafslko,,Zmnyoj,96.0,1-802-267-4648,M,lhitzephfax,671.0,5.0,,4.0,New Orleans,Ptextzin
Spartan Stores,3183584.0,Canada,443947.0,4.0,Udolwiqiajbibcjxpayksnhrbatdvqkvhgopacbnrbltbliilkrqjjwakuewasiwjapfqngdrjk,WI,Men14775,O,JROQTKP,,duusrijpwwpluxoptjiujuuaovjlt,73.0,1-381-106-6173,U,ZDPVJEIAMQAJGMBOXVHTZBH,668.0,3.0,m,2.0,Norfolk,Menrdedcbqnhylzqrivhzdlz
Telephone & Data Systems,1074577.0,Canada,418640.0,4.0,OGNWQKJORWKUNDOEDVWFUIKBAFNG,RI,noe14776,R,Itbpqdgmu,,YRKCCGHKHZDQQAHDLAWYDWMFXYZTBDECQCVARRXUNQTAJUZIYBDGYMBMJDAOYJECYOIJ,99.0,1-259-645-1451,M,vtjfzbyhsjbxycbpexufydb,795.0,0.0,,6.0,Grand Rapids,noexsdvilzekhfpv
CSX,1994014.0,United States of America,340445.0,2.0,wwbtssuamwcyqxdftbuhvavnqqghojargveuxmakkmveongyvxfcgwikavssygvskkabhtjm,WA,Ydo14777,O,Egtexugpiim,W,lkqiemuwxymhcrnvdlrddivxaftauccfxbokycfequvlxsxpvzpwdbjngjmitbjyxjpxajifezqubl,53.0,1-670-390-6865,W,Qjcwvsozq,687.0,,,10.0,Moncton,Ydotxmorbhqlsiigqtwmtjenlznowv
Qualcomm,2961433.0,United States of America,,0.0,Bcmkietnvox,NC,JSC14778,R,ESBZXZQTWNS,B,Zlhcspqhevwezknzzjvenadkdswjurtkuftlnagbakbnjnuxdiczsccuemtsczodj,43.0,1-541-026-2054,U,hakcyvhbhqfdbxoxerde,717.0,0.0,f,3.0,Costa Mesa,JSCQJPDUHICGTXIOPNLCTNJEDSAC
NVR,418274.0,Canada,313809.0,2.0,Kqqfgvgqfomtjoejvetkvvlbzpkmwxibcngtzqbfbhntebxovrxakdsplohbllnjwmwughseyvdo,Prince Edward Island,nwa14779,R,kfybzv,,PCSKBRKXUCAOOMWZHIQYKXBGYNBTUXIPJCOASZVAUJECNRMQBXSJWSZJMFOVDJFXUXSVHKWSPZT,3.0,1-620-891-2165,M,Trqvkcsrqjoaxbxkumo,841.0,,,6.0,Boston,nwabnsszdpwbrxyqnalic
IDT,1404653.0,Canada,142809.0,0.0,Jazcqfsccnquabkpgtzggkczpoynikxkdvcwjtmijqchhgeqkaxkfhzjes,Prince Edward Island,Jfp14780,O,Ldtldiyapv,,Uudzq,14.0,1-880-159-9954,D,wyvfadpa,687.0,1.0,F,4.0,Fullerton,Jfporftmrcnrnaiputhro
Starbucks,,United States of America,353455.0,0.0,GFMMEOCFGCNMPTUTIEOIJDKXJZNEOAEUETFFEJKTNTSRKDFRXCMMWRS,VT,Gbv14781,O,Htkidwghun,a,Sughkvdfbzlkk,91.0,1-031-582-8272,U,Eegsffxladvbcdugmm,822.0,0.0,M,,Pembroke Pines,Gbvxqg
,3061861.0,United States of America,399605.0,2.0,Gnzqngzbrrxpbefjwwimcpsyihocvbugjeu,ND,LRI14782,O,Pdsojsok,,Exttvuxgtbbgugyzjeobisogbaqa,56.0,1-826-929-2487,S,Ibhdfqjopbiitolhfcjipinoo,847.0,4.0,,1.0,Chula Vista,LRIBWBXSOAVFDLIQ
Adobe Systems,3443904.0,United States of America,,3.0,,SC,Zkx14783,U,EDIAXD,,ILPLLEDIETRWKBOFRQOYVGQHH,2.0,1-467-571-3122,M,gnlvgvoclxhlr,341.0,2.0,,4.0,Irving,Zkxamyhoytlzulhsj
Parker Hannifin,2402545.0,Canada,25088.0,5.0,Mdkwelvgpdnzphbxmueadigljzjswhpmprwvhgczdajxoyuugnhkriyoxbnrslubnusjeffjrnptgtw,WI,kyh14784,O,WVLLHI,,dqzsnldivctausuqigiejpvzj,16.0,1-469-332-6329,M,kxjbzaushrpukltctyngrro,639.0,2.0,,10.0,Charlotte,kyhksqfofsuyhbswsvdqchsowql
Century Aluminum,3282936.0,United States of America,96829.0,5.0,Ejilqylurpgnqeokgiiusc,LA,Zyy14785,O,,Q,Fposuqrdtuajvjjaftnhozchqbqwiapvvhcfh,69.0,1-663-341-0236,W,IBWDVUKTJRMVSOHLFKFSTEPOXUJU,638.0,2.0,F,7.0,Chesapeake,Zyymjhaquocngairbjrgsqyxcq
Brown-Forman,795124.0,United States of America,386422.0,3.0,Ghkuc,MN,Aey14786,O,Budjda,,RFJJTKTZEFDLLIENLRXCAKSYIAGBMOCJJUUVFT,10.0,1-548-881-9261,W,BAMBMEWMWUPADBFQAMEUFUUK,530.0,2.0,,8.0,Warwick,Aeyjmwelkgmaiwqplwpmko
ProLogis,1795274.0,United States of America,250718.0,1.0,NXVQHJBYMJSEOGCNZGIBJWETKWGNFIODROZEZNIBIOCUPAADQFFIPHHEGJ,Ontario,VUD14787,O,obeogiguhkur,,ISZXFQGHRKGEFVOEGLXMRBQJMLRJIDLZMJAKVNROOWKD,84.0,1-206-769-9102,,uhhvqtjriatpxiahhgxsks,826.0,4.0,,1.0,Fort Wayne,VUDRFXB
Brunswick,872044.0,United States of America,359950.0,4.0,BYCDMSRVOROGBFRIKOAAX,KY,tgw14788,O,BLOOTONCBO,,Qodbzvqldrmczgqsrbdyicxaleoqoialathfpcincqkzchnxtdtapox,0.0,1-955-515-1976,S,ENFBNBNESAEDOSO,551.0,3.0,,9.0,Omaha,tgwumoukkoyu
Burlington Northern Santa Fe,1761409.0,Canada,390135.0,4.0,Gtsvtqurzhqhddnwyzluvtplkwhemjzwryhvfzfgxuqxquskssmacvmsscrhedrgavqfiwsdnlvxfta,WI,Nqn14789,O,Xshjspz,,Tesrvqzfuiy,66.0,1-830-389-1030,U,Tsjouswasaexqtkgkamjykecjjsp,364.0,4.0,f,2.0,Hampton,Nqnalivpkdbgrg
Old Republic International,559581.0,United States of America,321587.0,5.0,Bcjryntbksvoedjmjhafbhykqxfkptqbvirnjgwhqgvynugybrtsholjcodpuevhmtoogftmxopzd,MN,psv14790,U,MEBYLYXG,,qlctrssvfvvezechmlib,76.0,1-203-170-1658,M,tzdbxuvlox,570.0,,M,6.0,Dover,psvaebfqqxvgyzrdyfnytmsxb
Baker Hughes,,United States of America,347712.0,5.0,xrrvodzjqiicjqjqfbzryhgwbqyupwjvf,NE,QVC14791,O,FJMIYJTF,,Xwoxjhywcnuqyuhkvtjtxduquazuhbhwhddvztawsljiuqgoxdgeztffqwvhc,67.0,1-368-566-6896,M,KIFBSJYGGQLXMNDNSTB,524.0,1.0,F,7.0,Newport News,QVCYKTVSQXAJ
Comerica,1675606.0,United States of America,267014.0,2.0,Csyrchguxmfleqnnrohgqeqstjrxrklvurfyrurdhc,NV,TNN14792,U,Crcjzqc,O,SAPTTAPNAVJDWQHQLSGEALJGKLEUPLMGBSGDQGBRIXXWY,42.0,1-725-776-7560,M,Oraxwbnsqnx,359.0,2.0,m,8.0,Sioux Falls,TNNSDVNLDCWQJDBSZBAV
Northeast Utilities,,United States of America,418359.0,5.0,Nbhdgurdbhvwtuguczvefogqplmdvxiciclcpfqthwxcejgfgiflpchivp,Ontario,slx14793,R,Okznkyma,,Lxpguxtdjfdsotkzrycytunpqnmmifzsq,21.0,1-526-566-8041,S,WNGQEHMARCATNCMGQEOKY,394.0,0.0,M,8.0,Rancho Cucamonga,slxreiyqgsuqfbocolte
Rowan Cos.,2137079.0,Canada,171163.0,4.0,ITATRHTQLAGYPJSOQAFFSPLPLZHTSVTBADGVDDYXJ,OH,qrg14794,R,,i,Lkcfpisctgvbbicgbrsoqonbggtiyvqwvyqnkrxubfubohffberctkidwiofdgmrzetbjbbrwwsxnwu,87.0,1-906-082-3947,U,wdwirvyr,582.0,2.0,,7.0,Little Rock,qrgqrntassrkeztnxexiecfisk
Omnicom Group,1985439.0,United States of America,28767.0,,rguwixnrfwekzrgzkqbpgwzvufmtplaalaaznphwhdkhuycaevcfiabjsif,NY,NSS14795,O,Epndvgv,,Kylzgnuhykwgkssovaqttluotbebyrrwawd,73.0,1-818-947-2119,M,LBVNAHODQHQWXBHPRZ,451.0,2.0,F,9.0,Lancaster,NSSOYHCTUZDNPUXOMCDIJX
AutoNation,2448354.0,United States of America,490338.0,1.0,Cecdmbzzocmdphgvtvoocve,WY,gqb14796,R,ZUOAKYH,k,hrcsvjxiqhxntldloallenshpjwqjcf,0.0,1-688-598-5096,W,rcucdppefcay,309.0,1.0,F,0.0,Ann Arbor,gqbuhewqobqski
Sigma-Aldrich,3895579.0,United States of America,127706.0,3.0,EXFGLFYNDUIBQHABZQMXNIWZEMQCXLKBWDGFKMMJJSHLZQZHBPYALGQKWJHIYXNOUPYJYIRZNH,WA,WLS14797,U,XKMVSP,,,6.0,1-254-486-3279,D,mqoczbmpocwrjgerqgnjhnspmtbpoe,543.0,4.0,,6.0,Tempe,WLSRUSTKJWIB
Iasis Healthcare,790017.0,Canada,113513.0,,jcdgdrupkgilsfdrugtj,FL,vbk14798,O,Vyyjo,v,jjuoyvckbzfpjtanipclpayqpooeiaencdbswmlrmbrfdnfuqmxcrz,63.0,1-816-773-1898,U,Gkedmwsvsayibdld,644.0,3.0,,1.0,Santa Ana,vbkkpgfsosnwhyiigypanot
KAR Holdings,3653320.0,,66843.0,5.0,Vltaxqspivpmxxqyvbvaedvvoyibahapancqjmy,WI,Izr14799,O,Dtpzvhuh,,Talhyjyjoxzqjeclssktsekucjbfitym,20.0,1-316-428-1641,M,xevnxjdk,665.0,2.0,,6.0,Tulsa,Izrqqbhnndgrnxiqzijzaiubnlhnpj
Burger King Holdings,1600752.0,United States of America,433555.0,3.0,NMQNEZMTQRCXAF,MS,YJM14800,O,HVXFXJOB,,KXGRMFHETVKURIYCNWLFPLIXTCSBATCWIYNLIHEJRVM,61.0,1-221-269-6710,W,ZWLHRPTOMVHTWYCUMTRL,368.0,4.0,,2.0,Pembroke Pines,YJMGTCH
Career Education,3406630.0,United States of America,416398.0,2.0,Wtutmmfskkhvoglvbbmpyyifbibwqekdewuzpbxazjfaxvnyslyj,DE,Kfo14801,O,Eevcysrwe,r,PWIBSFVXUMZLEQJYNNBORECSCBVUGNXXNKABCSBQGIICPNLVXUVGQINKYVPLYSCSPIATUJV,11.0,1-059-107-1736,S,yfmlzzyy,766.0,1.0,,1.0,Vancouver,Kfowsnmjmlvmh
ITT,3157994.0,United States of America,368152.0,2.0,Rtfcajnleubnaujnepjlfwsmytogbfsffglsqcvbjifiiaayahcpnpbbgdlbjdngpghjbxgzznst,PA,Ayk14802,R,Xqbosdw,,GPWBDYANERJVYGEOKOCEGBMOOLUJGVWVFAWSIIUGNTCVGBUCJTOPXX,60.0,1-633-467-3204,U,Stgodw,522.0,2.0,m,4.0,Quebec,Aykzhhfmwubjogxijrtnfmjyz
Bank of New York Mellon Corp.,827990.0,United States of America,338882.0,3.0,QXBSLWJWKXSBSJT,ID,Hqv14803,O,,B,Ifgndhupuvab,28.0,1-713-111-6936,U,Ehyrdzkylfyjmpobszoiwecuuvev,400.0,0.0,,,Phoenix,Hqvarhbveyzddh
Berkshire Hathaway,3794134.0,United States of America,439144.0,2.0,tjxiftijakr,CA,AUJ14804,O,Dnwfvlrsf,F,EJVUXMEHWWBOCAWXPMFZNFRQAP,88.0,1-403-157-1580,U,Aeojinhqgdtxxxwhptvu,519.0,2.0,M,3.0,Miami,AUJLLG
Bon-Ton Stores,598390.0,United States of America,52866.0,5.0,ASPQUE,New Brunswick,wwx14805,U,oxcodrgbiw,,Vvsipkwfwcdtvnzwenxu,100.0,1-040-068-9793,U,Lncrflhxwdqwxufevgu,370.0,2.0,m,3.0,Irving,wwxereootocfpnfzxniybgjupxl
