ct,cntr,nmbrcrs,gndr,mddlntl,phn,frstnm,stt,mplr,ddrssln2,nmbrchldrn,g,lstnm,ntwrth,ddrssln1,mrtlstts,pstlcd,gncd,nmbrcrdtcrds,crdtrtng,wnrrntflg,ncm
Savannah,United States of America,3.0,,,1-552-088-7046,pixxfjgqkinemtsgytnqz,HI,PC Connection,Yjjjnyyhucmqsodsbnwzinsnevgnlivq,2.0,100.0,nfevwb,1465218.0,qzlfcwbvsagmgwlwsihtahluyeyjpkonhcfhmgqtrmcevscdfqvtutrwkuniroezzdmsdnnoutcthigh,D,Uqlezapkbr,nfe14630,1.0,789.0,O,
Costa Mesa,United States of America,4.0,m,,1-477-383-4898,CAYEVRJMHOIBMMSBUKMKYTMH,SC,Airtran Holdings,baxrxvsxygonfnkuewxbcfqgjdvymilrflkwgqxghbpvwyaec,4.0,49.0,CVMDYENRHXRRWFKNZPMPJVRQYMXSYA,,Dtaxjyizeqgjmyjntsxfcfywqqzginuacfdn,M,YNUQYI,CVM14631,3.0,326.0,O,277830.0
Modesto,United States of America,0.0,f,,1-624-921-0584,Vuamquoawc,Prince Edward Island,Bed Bath & Beyond,WQPYOSDJEXGEVJRBHAQEMTBVGGKEPWGYKKTPBUNYIWPJRJYQOUFOBJPDVQLLTPPNLUGFJFJHTSGZVXGV,1.0,32.0,Ovkpu,,Gxptkknrfmrmysdegqjbj,,Obbelqxu,Ovk14632,7.0,633.0,U,326909.0
Milwaukee,United States of America,0.0,f,j,1-958-846-4081,uvehfvqcgbcdigwbzuzqnegvagzzgl,NE,Harris,Ssdmvaiuazukqdtedltujfrleopmshcgm,0.0,35.0,Ufcemboiqqnvidqktxv,3646015.0,PRKIJXGMIYZBIV,W,Dtboludmuu,Ufc14633,0.0,490.0,O,275612.0
Garland,United States of America,0.0,,,1-003-107-5976,Tpvgvqaiaoer,NY,Levi Strauss,Vjqtfhjctd,0.0,76.0,MDOOPGGKNWQQRCTMEIXYVACI,3573091.0,QUOXGGGVFZXJGIOMDPNPPIVZOHTPJAPCNRNCMSDOLSBASSJF,U,Opqgox,MDO14634,8.0,357.0,,347274.0
Phoenix,United States of America,5.0,,w,1-739-658-4605,XWSQWKJGQYSBK,TX,Archer Daniels Midland,Qttexg,5.0,88.0,txmsmyckoh,,Ytcpdeswtbmqmglfwsjmwhcgvzavqwxqjuefeamwfwwrjbmpwf,M,KOZBOG,txm14635,6.0,721.0,O,41483.0
Brownsville,United States of America,5.0,,R,,Uhgxdp,NC,West,UTDHTLIODRCTHTJLKWOLSMPSRVXFZTOWAJHQGPZEZDDKOIOCWIOAAUCCQTW,4.0,84.0,Atuwhvexnrmylwhadxrtyttazqia,1874056.0,IITNQLMHDTBUYROXUYNLOTDGFSQRHEHYDPXJUQBECK,D,wnkit,Atu14636,10.0,577.0,R,268579.0
Syracuse,United States of America,2.0,F,,1-715-682-0758,Erxaawrwswhinfnudcsglbltlwqutv,Alberta,Unified Grocers,Hobvigdiwwtdrftwybaienrvnatnhs,3.0,30.0,haouupjrsreninml,2367447.0,BAVBIAZRUEKAGJNVBBHFUPADGAKETPZEDCGWXDATKSZVEQCKTUIHVZEWLRQUMCIQB,S,rgngmr,hao14637,2.0,370.0,O,231100.0
Stamford,,3.0,m,n,1-068-907-8755,AAMFZITGGNBHYCISECQUTZURTWGA,Quebec,SunGard Data Systems,ljbzfnjaamqhlkzhmzvukqqwx,5.0,28.0,Uywcmgmobsz,1221948.0,WHVWACMPPOJKXKTTGRHOCUGZGNDNJROJJDDPETYN,W,Xmmktmdrioma,Uyw14638,10.0,336.0,R,495365.0
Cleveland,United States of America,1.0,,,1-094-885-0076,Wfbxunivfpdbafejfhvsjkwno,WA,Ball,Jvkrdmwjlcgphobwalyvauinlzmhxiekevzvmiazlrmmozxpmdjehdckpfmwqwsoongorxv,3.0,76.0,Jscbusegfwurddcusiq,,Phljgmnptoolsqvmwbubmscmdabyonmqglzhmmuqreljhwcoanjojg,D,Azmvscbbo,Jsc14639,9.0,377.0,O,110979.0
Huntington,United States of America,2.0,,,1-051-574-7203,eqwry,MI,Southern,Duhwdksmmnlswfmoxaukydylwzfnkxhhlmbmwzxdfydhgfcqvvipncwoym,3.0,56.0,Ksfztaduvnfbngpxq,,OYEOYYMCWVAADPBYMULEUVKSVOTPFKVLGKNHEMXAJMDWWXALHDHOOHIJNKYUZECAEAALWSQCMKUP,M,,Ksf14640,3.0,780.0,,415595.0
Tacoma,United States of America,3.0,,x,1-735-730-5443,ylukntjskgbcqkurgg,NC,Genzyme,Eixmsqbswqrunfmdtsyuxbrfvxaeqsgmbkuznxfggcwswtncdcvatmmfmkkwtgfbbxcs,4.0,79.0,Nvrjjqjprqvtuibknbzvank,595297.0,Jmqxldijilgohidhxao,D,Gqqefr,Nvr14641,5.0,447.0,O,252815.0
Miami,United States of America,2.0,f,p,1-676-811-5854,Quzvgerufjabohmkjveafvvotsgkot,Saskatchewan,Alliant Techsystems,Vndjhjir,0.0,72.0,bwrmxcqdmlqwfmwgtdlbqncjfibbr,3738264.0,Zrhxunpdszme,U,RANUBTEUGV,bwr14642,,,O,184128.0
Aurora,United States of America,5.0,,,1-738-732-7567,Zuechdjgaoammlu,SC,Fifth Third Bancorp,JHAXHOACIXRNJXZQLUGQHPAVQEVUMGEGSYNKUA,1.0,72.0,Eqwsxcbpjffusedpnillwfoywmtu,2554629.0,Cdukgbftkcqnmpbaeqimqgkajdlxihx,W,Gpetxi,Eqw14643,10.0,708.0,R,489050.0
Macon,Canada,4.0,,,1-729-528-5633,BQONZCIFMMAFOYVEJKRWBYPDH,MI,Sally Beauty Holdings,Lrdbqlpnfwjbrioygwqjwfafgmiqyzdzowcunrvzmqjq,5.0,70.0,FEOWQPJXSXJJXULNSDEZ,330915.0,HWSGERABWVSYEKNLBVBAFKT,M,JFVRNIZ,FEO14644,8.0,654.0,U,296964.0
Memphis,United States of America,0.0,,,1-189-694-0836,tykpdtikayhximlhlke,Alberta,Forest Laboratories,glqjwgcjceplwmojtblalfwnmvcgvbbtfegbopoucseulgaqefxsomcucldcg,4.0,19.0,HUBDBOJOEXAFRKCDZLHQUFNQ,1494641.0,HKXQYYYTRALEAXUWPRMDXLYR,S,Ifjnfkfsrcix,HUB14645,4.0,769.0,U,476534.0
Ontario,Canada,2.0,f,N,1-887-284-3059,Vitqrkzx,HI,E.W. Scripps,sakuecwchcjpxbivwewxdxgp,1.0,44.0,DVAPGWOLNWYNVYCJTCVVJNXNPFVM,2608549.0,FAMINPCKRQJVACIVYJRCRVCYTCRK,M,mldyghnagg,DVA14646,2.0,462.0,O,131970.0
Santa Fe,United States of America,0.0,,,1-759-092-1958,Huuxpsvcmqvlirznjknm,WV,Interstate Bakeries,Dbyibslzhqvoxycliflcxwruapgkokwwgulmyagvjjpxtemuszdqzmjxhuqwswdwa,0.0,47.0,Wehdcueejb,527643.0,Mjizbdgvepgannukbmbnpjxejhwlmrmfqmspxp,M,,Weh14647,6.0,608.0,O,351997.0
Hampton,,0.0,,d,1-865-466-2375,Cqtbccibmirwqhwtaagm,RI,Sanmina-SCI,Hfdginwjpiefkaczozihbycryxivucuzjqhfvagceibmgkbmtnhesycrswio,1.0,21.0,Gucsvwusfsh,137585.0,Lknotupumerofqgurackgmliaqwsrnqywdfidjtkqrqlorojipabnmlckpgjlymfdvottalwu,M,pxmqfqcs,Guc14648,6.0,809.0,,35705.0
Lansing,United States of America,0.0,,,1-360-572-0156,Qrrlwsuzobjfiieytqoniqueju,Prince Edward Island,Phoenix,ETESONASEXTYDXKBHEUZGBTRAHEHM,0.0,44.0,Cifjpwkhzzkditasy,,tbqwvklsyipxacwnscanoawdopkd,U,luwlhsjjo,Cif14649,8.0,371.0,O,196124.0
Omaha,United States of America,4.0,,,1-515-200-1894,Espidyh,KY,Sentry Insurance Group,Ddmdelimkhrlud,4.0,94.0,XUTGRMKEHMEAONHJBLTPZKP,3326727.0,Jcsfqfccbcgqhpnqwga,M,Snguw,XUT14650,0.0,663.0,O,152413.0
Escondido,United States of America,1.0,,,1-310-044-0592,Qphmmbbk,Prince Edward Island,Toll Brothers,JHAXAUIUIP,1.0,36.0,Tytsokwqwiwhmzj,643888.0,Tzdvduhkjajczctocicqknvhfyihagkaiqw,S,nlkwvyafvbx,Tyt14651,5.0,650.0,O,101915.0
Jacksonville,United States of America,0.0,,N,1-664-346-7608,BTGLT,IN,Medtronic,TJXYPCOINBAYQLTBUPAT,2.0,57.0,KQREIKQVGQIWSII,1902404.0,OLUNTBQAJQQCZADBDDAWHUYKBSORNSNKENIPLPIZXJF,S,xwnoxcwcy,KQR14652,6.0,401.0,,442774.0
Dover,,4.0,M,,1-638-427-4388,DSSFDDFQENVBIRSOMADLPJ,SD,Raytheon,bxaorhtlypwtfvl,1.0,11.0,hdaxcgelbmsltujvapfq,3185649.0,ILOBAGJQUTSJZNKYNVBXWLZSGNBJHTVPXSRYVJBBIMCEQGRQKNHRVKVXF,W,KFTQLARHR,hda14653,2.0,594.0,O,257670.0
Toronto,United States of America,5.0,m,,1-800-958-3141,Rgxfghocbndlgcbliglojoxhdf,DC,Dr Pepper Snapple Group,Dotvpmonaaklpuixyesiaghxhqtfboys,5.0,63.0,fvpydddfzgsgrvbffrczntsjbk,2892426.0,BGREAJBJHFRLMXZWWBHBLCDHZPIBMOIXFDBLPKCSZA,S,Bjgbcpepznif,fvp14654,5.0,450.0,O,132470.0
San Bernardino,United States of America,2.0,m,g,1-870-512-4814,Mcjqj,MA,Annaly Capital Management,Qgbzedikesglqejkvdmhdxmdvecdbzlqquqfdjlrkmdhhwwlkviygbpthoizrhaunhbpowbuplbwqw,1.0,32.0,afjdaecmwjffcmmnjnqlhkzyxuhowh,3254308.0,Zjfnyjhlxlkewjwjvtorsvwgsaqyeliccsuzwsocnpyaaooogcsyacxjzzfpesh,S,KJWCIOXV,afj14655,6.0,714.0,O,93566.0
St. Paul,United States of America,2.0,M,,,ibqfxdcnmvrap,HI,XTO Energy,bbdlhlejfmzncemuzunbs,5.0,15.0,mokjojepfslpokdwuujutwk,3227948.0,Gcmlladtyffmbb,M,wgwzyo,mok14656,6.0,617.0,O,266343.0
Garland,,3.0,,,1-097-135-2411,ixbhrbgyvlqpvzrtsizytvc,IN,Sun Microsystems,,0.0,62.0,SXPZH,363113.0,Rcppjvktobilrmkgndoeijomdd,M,VPZIZQPKTNF,SXP14657,2.0,540.0,O,124101.0
Augusta,United States of America,4.0,,d,1-218-315-0385,EDXDDYWOZROUHKOW,ID,Joy Global,mixjqaoxggcjtdikhzwqlkjfpfpacarbaeurcbznmafxjjptbvartgrmbxeyrb,1.0,72.0,Trziwwj,119980.0,QORLUWREKFYCQKRSCESFBXXWUVNLLRWKNXGCNGOZEGFNZHEIGAPSSFITDQDAGWUXZ,,Rxxxwqtgi,Trz14658,,608.0,O,359437.0
Eugene,,1.0,M,,1-244-737-3835,EQPAZWYESLIPNVFJJPCQWQQYYDDDOW,Alberta,ServiceMaster,,2.0,16.0,Uvuojihhevbynwthjuyymxphunj,3711995.0,JWXZKWXJSXYPWZHGDLBNEEUODDRMWEKGZLLGWMGOCXWCWHFGUCJXBZYMPK,W,Issxtlsocnmr,Uvu14659,6.0,734.0,O,167917.0
Washington,,1.0,,C,1-341-721-4746,Stebktecfwpjpvd,AK,NYSE Euronext,Vedzkuvvitybgvzkjefdcjorbkcjchdbltsrsjfhczinjuwitkuy,2.0,21.0,Fojmigydykvwdvrtnbfguwnwgdijga,3846100.0,,S,Uwsdrkcdy,Foj14660,1.0,542.0,R,230834.0
Concord,United States of America,0.0,,,1-161-161-9941,Ufjlugyooaqtqabehk,MD,,pxtnvffo,4.0,97.0,VJMXZTPGZLSECJTYJJBVXZQHVVTEQL,3538749.0,Ybkaqsnxjeklchaqumcphpqzgfrnuofwozxtaagpfkdkmsnkuqdhdhmcmjokrpnlsjukjyropvslx,W,MZEOZG,VJM14661,7.0,,O,467629.0
Knoxville,United States of America,3.0,,f,1-157-220-1778,Gjxdrwqadbvearqnhpidnp,NC,Ingram Micro,SXKMPZNCKOQVGRPBXDYRMKZULHXBMIDWYSWIYWUAJQMPLLRYCLJBJGRXDXVMHOFXOU,2.0,11.0,Ibgftrcpwqyum,707357.0,LCRYXEMAAHZHSAGBUDRAHSFXNWWODJNRPUQJARZFNVXQPCXBNDEWFACZEO,D,qyzxjio,Ibg14662,5.0,,U,207726.0
Milwaukee,United States of America,0.0,,,1-791-575-7037,zcjxcambbgoxvjixwqncdkdhpar,AK,Ametek,Rglqywmeqwjmilqkczaopoluokrbieaktyvjjeeyqtgontxjvsjrorwyetnentwb,3.0,75.0,Mcfisvptcrqafnbjnbmjmt,3903855.0,MWUIBAQQJODCMGFODTNPTQXFSQQIAPHNCPIBLMHRMMFNLDJDFJEDTYLKNRYTRERYBZMOXKJ,S,Hbgoj,Mcf14663,1.0,818.0,R,264067.0
Omaha,United States of America,4.0,F,G,1-423-592-2521,Vrflvusginoqpentxxatknmcs,MI,O'Reilly Automotive,Dlzgkxdzktwdojeljapkiaplyhjkmishnygcaoostgibo,2.0,44.0,zezqjgnqcnr,1389922.0,Wwrqdbipdvwmuoshvpckjpgemgxiempxdvyitcdmiyunmgcyfqjirm,U,Hbbiiol,zez14664,9.0,674.0,R,301800.0
Allentown,Canada,4.0,m,,1-179-011-2426,Dwqsjogcqqdxijbhjkk,NY,Portland General Electric,Eqkpajhdkirdtqrqfnfovsjslconnartjcqeeusteitrjopn,0.0,21.0,xovswznttqbqfdffgxautgrjoqqbt,2442077.0,Jthbiuocpzmjouwwwhjerhnffsauvpeawqkwnvahnyxopdwwewicjrtwpvfpvlnxurucccdkgb,M,Zvtixitxxkv,xov14665,1.0,657.0,O,449490.0
Fort Worth,United States of America,3.0,,o,1-076-507-9578,STMJYCFV,UT,Werner Enterprises,qgryietuifchvwxwubqcbmjjrokzmqwtvgrbdwyumsewcwdvtwzvxnaktkwvjkwh,5.0,47.0,LYIYYQBLGSGJUMQNVWKPEADHAVQMNJ,3105780.0,Fiysrozxsmrpdu,S,nwlosltvszm,LYI14666,4.0,443.0,O,94098.0
San Diego,United States of America,5.0,,,1-746-555-0390,nagylocjkhkbtftoiwydkty,NM,DirecTV Group,Uhasaftutunfuxsiksxklbyaotqj,3.0,6.0,BTFKPR,168138.0,nkssrbresmbvdssedbwfuo,M,,BTF14667,6.0,770.0,O,19811.0
Buffalo,United States of America,3.0,M,g,1-978-048-3440,ROQIKBIENCI,GA,Dole Food,EAFHOZMUCAKMIDGFFNUFUOTZKCXBSAMJHGGRLHCAACLLHFK,3.0,91.0,Xlhwtanjihqsuryr,2814726.0,Yonklxugvxgmsylqmmeretixuctdzgbeqwyqafjgzkdsoum,U,ERXMGYVJP,Xlh14668,9.0,427.0,O,200756.0
Plano,United States of America,0.0,,o,1-802-074-3635,Mtngunbjdipgyydnen,Prince Edward Island,BMC Software,,0.0,89.0,hzrpcyzbnhhewuzehqqwa,838093.0,FXCWTQLPVOSHPTNVWSOQZQDUTWCPA,D,DXDMT,hzr14669,6.0,369.0,O,188395.0
Oxnard,United States of America,3.0,F,Y,1-841-446-3941,XKLFUSUZVRONA,MI,TRW Automotive Holdings,DQWSIMACFXZBEJVUCWIBSWGVRBBWTONFXGTGXBPIVRWTIFAVMXE,1.0,72.0,ZMRHYEWJUTT,1483678.0,prietfucauphekvfpznbwriwqiclhsnvdykjgdvdwyconqxzkhcioy,U,MAFBLJ,ZMR14670,3.0,,O,277585.0
Vallejo,United States of America,5.0,,,1-486-865-0582,BIXGIU,SC,Weyerhaeuser,Eepmwe,4.0,30.0,OZPUJBMOGTZJZIYFFHT,3915741.0,qroynrwhtahpkxhoabetbbjchiigpswbanflfbzlomhuxivrjju,S,Aofkgz,OZP14671,7.0,468.0,R,461910.0
Yellow Knife,United States of America,5.0,M,G,1-758-815-4211,Wghndyellvjakwkdakrdukqpj,WI,PC Connection,Dejabdqrflpklwtmufmkhipovlpkfnrufcdwqgeqwgubkamiayrybbgxewemwds,0.0,39.0,HCBEWLTCPLRXIKKDPOWMCZRFWAKWVM,2598354.0,EMENAYQXRQLNPDDRKLOYLWVXOAPKFDVWVLMRWRJQPQRTIEUZIVRMGAKFOTISDLUFKDF,W,hosltfhyzuvj,HCB14672,3.0,318.0,O,242659.0
Tampa,United States of America,4.0,,,1-649-783-9337,Wegjggzjzvktg,Prince Edward Island,Level 3 Communications,DUBSEESOIYLEHFNCNRTLTIDBGAGOXNJPXWSE,1.0,,noclbzqwgtuig,2709769.0,Yyftnptctzdlgrxuxucfvazyaragwssfsoibbak,D,Kfqjdtjp,noc14673,2.0,456.0,O,125933.0
Jersey City,United States of America,2.0,F,H,1-479-573-6059,Kbpcmdghhvzlifdxtgitwa,WY,Comerica,cscdvdacsnaprancnxolqnsewbuoopfjsjejhqheerntmgnzloozcxonzgbs,3.0,,Wzfvrjepztxbyltiktvtuyhpppoyhe,129329.0,UCPTKXXM,W,rnnfrl,Wzf14674,9.0,368.0,O,116888.0
Brownsville,United States of America,1.0,F,,1-265-076-2380,GGCECHWZZTPHSBERUMV,Manitoba,Northwestern Mutual,oqyjjwqvbxlyofwunammhdjkmlpnpipstihrpjjwdsnregcj,0.0,97.0,drjbxiydznvqvgpban,1273194.0,Jjhqhdhoyxcpmtqlvytgrmrhyxpcakqjdsomhpbmjfmwzzstrevjtrknjhgbylcmdl,S,lyuvkzvsqqwm,drj14675,7.0,463.0,R,354989.0
Bridgeport,United States of America,1.0,f,,1-535-710-6067,Tihfyqxh,LA,Tiffany & Co,Kmgyjjsdecuujnfsvnxezwxoppouqoebzyxynnzavgydujm,0.0,83.0,Stfuswbmggvmitncnlobf,963706.0,Mkdntrxdwmuanjijvld,M,Dudpxqwwny,Stf14676,4.0,530.0,R,255641.0
Cedar Rapids,,3.0,,Q,1-238-995-9877,Duwilf,SD,,Tjfjuyfactpikhutipyxnmarpmmwkqwrjuwubrnoynnbgeqqvxalotdvzcnrldnloggqk,5.0,52.0,Jooqcahz,868164.0,Izfbafkotgmmtbdzbgwgjvgpvpvcbgropfabthckvglgcxckwiquqqucwhxgtfzxghmwkbvajrfmxbjw,S,bdosaoaz,Joo14677,10.0,360.0,R,28166.0
Mobile,United States of America,4.0,,,1-938-032-5007,Wrhednn,NH,Torchmark,FZIAICMNRGJVKOYBERQPWRAIRFUEHRBCRDVFAYIUVOCHCQPQIKBBISXZSVDEN,2.0,,Pinfsptgeuetvgrgssodmkp,180479.0,Wlzfxmievgfv,M,wcweacxeskq,Pin14678,1.0,308.0,O,318502.0
Lafayette,United States of America,1.0,f,X,1-339-648-7859,VELMQRGLVLBZGCOLMQCIL,MI,Century Aluminum,HRTPVJPAUJCNKOGSUONUVAKKYZOOENBJZMUMEXJKOVJOQSGGZFYUIKKMMRJZPMWKTWRUAWFJCVGAM,,82.0,fgmne,2879342.0,,D,Nqrhd,fgm14679,9.0,415.0,R,353988.0
Santa Clara,United States of America,0.0,,W,1-875-937-6404,Tvvhaewoiglnqkiqevlcxkw,OK,,Brumoccxwfztblralebckvbncjazwvctwbgyfiknezhalchphxjhnvoecvc,0.0,71.0,Ddzaukwfmyeekmm,269606.0,,S,Kxlzmuz,Ddz14680,7.0,758.0,O,289278.0
Warren,United States of America,5.0,F,g,1-513-846-3277,zmnnziydfjpxwrbeomrvtveokh,Newfoundland,Northrop Grumman,Xgggyziohczuwtwncyjjkbfnlqnxwefxpxsnkblylpqwrmfpwwjtezehnogexruwxsptwbhz,1.0,54.0,ARLFIGRWZEOQA,1145592.0,MZPUVOWKIBTTRQTLXQWFNTWODNRPBJSNRDLXWWGTIEVHCKRSJPOOTCCZNZIASJRONHTIZKXRKTRCJG,M,Rznksn,ARL14681,2.0,482.0,O,274094.0
Scottsdale,United States of America,2.0,,,1-111-085-3822,dgzyarrwiqbdlmtgohsmage,MN,Carlisle,hwmwdcmseivzkqmm,5.0,41.0,VYEHOPCVGJNO,1355790.0,Jlbhhpgzofaliovobalucdekarjsxghazeqlonanemrusktfbvqxxharkfhv,M,CWDRUWEYTP,VYE14682,7.0,591.0,O,167434.0
Los Angeles,Canada,0.0,,F,1-746-665-8420,Ihnhlfitejqioa,NM,Pool,Offtxkeldcjblopkeipqgfjtzpjxlqimiwnotjuvlwlezmdhesvfcpjdmj,0.0,2.0,Nbcqvonosbezmuxnwthafezubejf,2172354.0,Xebglgemilgexwusffw,S,phpfnj,Nbc14683,10.0,,O,366136.0
Billings,United States of America,5.0,,,1-325-318-7233,BBEYRGWPQEXOBU,Saskatchewan,MGM Mirage,Qwkwgaxc,0.0,79.0,ANGTQHZPPHUMVSQDIRLJSJWTCUFX,140525.0,JWUEIVICQLIZVDHGMEBYMZNYJLZWVOZLNLGRQWTMVKZNGXOFOR,W,cbuyb,ANG14684,10.0,718.0,R,445814.0
Kitchener,United States of America,5.0,f,I,1-876-022-0589,Srjatgcxaphdbp,WY,Insight Enterprises,Fjaxjwbtgjqohqvuvtxbjpycjrfjqourcdkjyjjuxrlfusksqmasylrcvsiscekfqsdbggrqvbnzhmmy,1.0,68.0,Ochkpnogqytqccbt,915800.0,Lqkoqrryvkfgdbbklardlzefmelbpkourk,D,dymfmw,Och14685,1.0,684.0,R,138382.0
Toledo,United States of America,0.0,f,,1-065-312-4871,Xqhvjligyuxpohtmxywrpa,SD,BB&T Corp.,zktbycswtcfioyxymhedzgwpfaeueppcmlhruemeppdvzrqiurfrscdan,1.0,13.0,tszdjwujnrdubkwy,1005455.0,Alycrdeigtf,M,XVRZBUXX,tsz14686,7.0,408.0,R,44606.0
Fort Wayne,Canada,4.0,,A,1-443-310-3390,Tcjro,TN,CA,RJHYNBUQC,1.0,73.0,GYQLNGYJPNUHEWBTMYGGFYDDWOMJ,1114686.0,,U,Ocajregko,GYQ14687,6.0,537.0,O,
Naperville,United States of America,4.0,F,,1-601-118-9612,Wdvostkfaaaesxginvcxlalarkxcmh,ND,Noble Energy,Xoarfzrrdjsmqdpigcxtbhmfcjldjkgvrusehdycfzgelwpygfwncp,2.0,3.0,Depklgcnlk,3432486.0,cffrnwmuoiyvvtnnvgmzhjwkefitrouiglshynlfxolqn,M,Gurtmf,Dep14688,8.0,404.0,U,21183.0
Salt Lake City,United States of America,1.0,F,,1-843-091-4297,Hbiph,OH,Time Warner,Jqxgcmgieatipxspcdzkmsfwakqkmhwlpvbuykqcymfpimuozehknzjhqcufkfdwqgurzpjz,4.0,33.0,Omdbhpxjucazudnmvs,3027200.0,,U,Mrluordmtsq,Omd14689,3.0,,O,
St. Catharines,United States of America,0.0,m,,1-365-225-4349,kerhycmvvrvcmgvds,PA,Alcoa,Sbqxowmppvhjm,2.0,1.0,uwnfifwiim,2619540.0,SVSKOXLDGWHXJLBCQDETICAVRFNWEHFIRXTWHNKZNLTCYYPBKVTN,U,Coeubjy,uwn14690,6.0,441.0,U,107543.0
Vancouver,Canada,,,,1-192-377-8245,Yvtbjvaspwnzpxobsawgroqtfk,CA,HealthSouth,Mprzhsgovsmiytvuuoaoocoyxfbvlyjlontpuqgiraxxpfwhgvtdetlqfhgxhctlbs,1.0,53.0,mdqyyuokgvgo,81648.0,vhdyyfykcqhqlvjpnqqyleegwioqgmxrgwfdbqolkdmzysveumxzoptspfymeeydwouetrfuxl,D,Woffwd,mdq14691,7.0,610.0,O,311623.0
Augusta,United States of America,0.0,,,1-363-946-9721,nnddmxgsupjs,LA,Spansion,GADRZECDPVJTFFWVXXMVZWNZSPFUHYTEKVEUENXNXUNDEFHUUUTSLILHD,4.0,5.0,LGRIRLKQQDPOSBMNMFGAQFSWTRD,1148569.0,,U,rpududktr,LGR14692,10.0,674.0,U,136307.0
Costa Mesa,United States of America,2.0,M,,1-992-098-4469,Clzkey,NC,Health Net,Dgblfijitdevuagyufdmqhxxsyytnmcjelgmvtbnxovkqjweojvqpcuuzdvugtafluhwtwhyn,1.0,,YMZQCKVJZBUOBMAXOASOMXSWRL,536825.0,Ohmfskpmevwgkknrhwwgwvirznklnbbdkksiwmmxhtiotzyxtqlmccfgcq,D,zpzjtpk,YMZ14693,5.0,319.0,O,74140.0
Victoria,United States of America,3.0,,,1-086-908-4564,Zmlnyzr,MO,Devon Energy,,0.0,34.0,Fkmftewkwlshd,820930.0,WKUIQIDISCA,M,Cjcqt,Fkm14694,8.0,,O,77843.0
Huntington Beach,United States of America,4.0,F,N,1-818-400-0168,Bwpdzkuogudeoeehjuvhw,ME,McDonald's,qeukvnnfxnoa,2.0,98.0,BKPAQQMTNQEPAAOGFRMKCCNPO,892268.0,ULIAQRJLOQPHNACBOHNOGTUQHXOOZHPEWGIVGSAOAXHWRHABGBNXMPUSFTYKJQTMIYR,W,bgtxmpx,BKP14695,8.0,528.0,U,230026.0
El Monte,Canada,1.0,m,,1-157-574-9381,UOHKMAWA,Alberta,Bemis,Shcltypoookubjngphqftislvbwfixo,1.0,61.0,Mwsqeifapuwbzn,3989109.0,Nsskihemo,M,htwrqhu,Mws14696,9.0,649.0,U,303196.0
Springfield,United States of America,,,,1-382-979-7961,bjejulg,OK,,Fqfcyqdtzhasjbszudwmhfpkbxssvxdionluuqprpxqgrrqkcjrvtacpqmopnhlzk,2.0,95.0,owhcrqxbxoewhgcmrtlcjl,100538.0,TPKHGMDOMPVFAAH,M,Ucmoc,owh14697,4.0,552.0,R,168159.0
Washington,United States of America,2.0,,g,1-178-839-0167,pmdyeedmfnwklqqcuqkdisp,SC,Laboratory Corp. of America,nocukumdczfewpyuctsaqxtycxekkvstzygce,2.0,39.0,gsmqjkfdnpftlfbcgdbydmnuxpm,2635850.0,XETQTFVIOEVFOQOYBRSYRHETFQE,S,TZJKOYWYU,gsm14698,7.0,430.0,O,452914.0
Garden Grove,United States of America,2.0,m,m,,Gckftzbli,MA,Protective Life,NQANGDMXTFCLXQOEUGIEMCKVYFPA,5.0,20.0,Qqqysgjgooyccmwvrrowohzjtcopgp,1819462.0,Iwtepeqgxlthgdibcnptftqdeewmbkiuollkpwrth,U,Qaqhbpynpe,Qqq14699,0.0,761.0,O,31981.0
San Antonio,United States of America,0.0,,,1-487-992-7836,Vchmcvoibhxsgfcittbvlwxrtk,ND,Pulte Homes,FIGDPNCMVEIGWSXYGZHRJQ,5.0,3.0,Gevnunconsygwkscfmu,1788989.0,Vgxopuzzhyphrpepaqdydhikamvtsajedbgfdtvbxvkmcfoowwskz,M,kqnykxffrbjw,Gev14700,5.0,595.0,O,441639.0
Bismarck,United States of America,3.0,,,1-251-243-4517,Dhxflkvbelnqhsmfroypgtfph,Prince Edward Island,Pantry,IHJQYKVLRRWDPISKKXVLNVZLMZXLAVLNFFVAWZHSXJMFNTBRUBALWU,0.0,59.0,tgyoy,2020639.0,nbhmjpo,U,Abobuqjsqnwn,tgy14701,9.0,404.0,R,447894.0
McAllen,United States of America,3.0,M,X,1-733-040-1600,BXAMEMTRS,PA,Northeast Utilities,VSQZCRBVJSPIZXLPHYDYNDS,4.0,14.0,jvmuexapykzjwimcrcpd,1231110.0,ZCYYUEOEGOVJKYRQYRKOEWMSOHSXHWBALGFBPDEDGOQLSUQJUYUEKD,U,KGDBOUKGOWSX,jvm14702,9.0,643.0,O,297129.0
Fort Collins,Canada,0.0,M,E,1-353-759-2113,Deynsvlcfqdqjnzhhsawjmx,HI,PPG Industries,Fgdhyptbbmzvgiqnhuvwulkwgdvepuqqtzxnpqtxmhzhabpaupcmoygcoy,4.0,51.0,UGTONYCHFVIQDSNROTCMEEV,1507047.0,Jipzbxztyouwizhslnocydytisnnzicjmyngjrxzzbnehhyaopffavrwqytklv,M,mzuxqpfoggr,UGT14703,9.0,618.0,R,191001.0
