prospect_PosCo,prospect_AgID,prospect_MarSt,prospect_Inc,prospect_AddLi1,prospect_Em,prospect_NumCh,prospect_MidInit,prospect_FirN,prospect_LaN,prospect_NuC,prospect_Ci,prospect_Pho,prospect_Gen,prospect_NuCreCa,prospect_St,prospect_AddLi2,prospect_Cou,prospect_CreRa,prospect_OwOReF,prospect_Ag,prospect_NeWor
NKOVUZQVYR,fjj13484,S,55141.0,rnbtiefzkswsxompkqjpyrbvgwydehwdzdevgcyrkbdmjlxrtuxlkqzaag,International Paper,1.0,,wiywwqullsgsmtaiailoyffqldt,fjjsgaldcctjddxdh,0.0,Lewiston,1-711-798-9515,m,8.0,MO,Bwwnflcpdsyopeiswflqindifzpxslq,,362.0,R,72.0,2567551.0
,Cel13485,U,157678.0,FQUPDFVFSCXHMJORATTJEYYHEELRFBXKRBWYGTDZNPAMPPL,Eastman Kodak,0.0,m,Xnpcisnqwxzmw,Celzxcyrjih,0.0,Halifax,1-202-123-1049,,7.0,IN,ghpdrybrtukksnzjgtatgyvinffdihaieopxmintvygrijgyaeheyvvjyjqijycmewelvzfy,United States of America,471.0,U,13.0,2602632.0
ideskroh,Yar13486,M,412324.0,xocvoclnbslivwxfvdjzcuqhqhllmhqaugmtc,FMC Technologies,4.0,t,Pjixvuomg,Yarnjefbkcdplvdocpjznriemhb,4.0,Las Cruces,1-483-768-4607,F,0.0,Quebec,zplhzyjc,,749.0,R,25.0,1070957.0
Huhah,FVD13487,M,37291.0,Xawmcbqqcqbroqsyfffxnfreihstlvgodsjavbelywjloci,Analog Devices,0.0,t,Axoehzmnxqxzyc,FVDFPQVWGACP,3.0,Albuquerque,1-633-034-0817,m,5.0,TX,ghojeblmgvfctpyzdthomw,United States of America,,O,32.0,3918351.0
nyzcglcbnylm,dss13488,W,128730.0,,Hawaiian Electric Industries,4.0,,Btvvyvjjlcmwwkcgwmhbfrxkzkddwi,dssbv,1.0,Gary,1-704-905-3378,f,6.0,KY,,United States of America,586.0,U,,2864164.0
Pxndh,wqv13489,W,370457.0,PKSYCQOZW,Bemis,2.0,,Pvtdgzmiv,wqvdctnqejjbpxquuhixej,4.0,Jacksonville,1-396-986-1220,,1.0,RI,Vswhwnsfjipnibevwrotryrmpywenqktfxyqhuznpcvjuktswxirqtzjekhujudxhu,Canada,619.0,R,56.0,1929674.0
Feggudp,Aax13490,M,,QLYRRXWFPZSLJOBQEYZOURHNCUEJWGPWGZCYEHBJLM,Pool,4.0,O,Vojyryeoilnmqtoooakwpcxchtwgt,Aaxadshdseyqrexilr,4.0,Kitchener,1-807-531-0442,M,7.0,Prince Edward Island,Erwzfsfljjehglsjlecvwmohvxudveasshesbhadiocsrotxyxweikqlftmwstvjkixpltjyhgiqpj,Canada,498.0,R,68.0,1389537.0
bwfttqhb,Hyd13491,S,74242.0,EYIKLYUXLXWDWCANYGTKJFEQIKQBRCCUAPGRRXHOQOUAHZHSGIQGDLDDDKEFYN,American National Insurance,2.0,,ubqrtk,Hydwosczbhvrsquaauzfxqshbasmyk,2.0,Rancho Cucamonga,1-802-942-1152,,9.0,AZ,SROWS,United States of America,651.0,O,37.0,2921462.0
cxeidb,Nwm13492,U,179487.0,ncsyopzkrhnktoxoyldnmt,Ametek,2.0,b,Qkkbxgirsq,Nwmvvkmvcvzotok,2.0,Missoula,1-680-129-8685,F,6.0,OR,Uewzmwkbtkuocpfpadmkcouavrbwutcowvw,Canada,484.0,O,96.0,2908407.0
Acqdijhcv,Mpy13493,M,244651.0,Shrbtxeaxqnjtzqcpiejksnblnldjdwfqokktsvnnysgexltfevbmpyxvtqaxaetambdmwvmaz,Bob Evans Farms,4.0,g,NVOBJM,Mpybauxvuwhwooakmmmfgmafvie,3.0,Modesto,1-572-232-4927,,,VT,Jpltlfcqzwshxdpnmemuqkwuixdhnikupmtodjvwrcwpmeujmtalpjbvqqzglxarcogvvouedc,Canada,,R,85.0,1406827.0
JZPUTM,Ctv13494,,100346.0,uvqyowugmraiufinppvzofmplaynaakbtmzzfqrlcetooxfmpgmvlzctnixxxxa,Carpenter Technology,3.0,,Dgvsaozaaqdqhoihlfjou,Ctvfh,5.0,North Las Vegas,1-056-861-0811,m,6.0,VT,Zlzekejycvy,Canada,841.0,R,60.0,
LBHOPALEFY,SZN13495,D,491593.0,Fxaeghvdomawcvvfeekyonucptbegzmozxobdjfwsolkfbigoafike,Watson Wyatt Worldwide,3.0,E,jxtuqxwtiq,SZNSUKZYNAWMGGUZPX,0.0,Coral Springs,1-042-100-4933,,10.0,Newfoundland,AHCJTABBQNQFMBJZPAJQXYAVINLXNFKNWRSWLRRTKVMCKTFVJELBJVKMPI,United States of America,319.0,O,96.0,1518821.0
plcqfspxjs,Jiz13496,S,380249.0,Wtalksicvvautsrgtegbmniiiwimnte,Abbott Laboratories,5.0,c,EMTBEJXRJWPFNGRCEVNFHLCHN,Jiztrc,0.0,Cheyenne,1-125-604-4438,m,6.0,Alberta,Acsjtopljgalnvunddclowxmrfsysxpbwizxmu,United States of America,718.0,O,65.0,
vfmezgb,DLT13497,S,187814.0,Eamsoinjwbvyjweahyajlmrbzzfgjfkeomwvmsjbelpbiqf,Emerson Electric,5.0,H,Gqhgpicweeruclshg,DLTQTYMWLRFI,3.0,Lubbock,1-941-703-3634,f,7.0,Newfoundland,WLLUNVJZMPQSYT,United States of America,506.0,O,0.0,1650458.0
ASWVZB,kik13498,S,74208.0,WPKLBUTQNQBS,Host Hotels & Resorts,0.0,,UAKGHCFFKLGFQVUUEDVOCYQQOXJFZ,kikcmvjew,4.0,Las Cruces,1-628-769-0512,,5.0,TN,pvjuqmjcnlengbicvuygkukbwhkrdoogisod,Canada,833.0,O,97.0,707359.0
Njvwqm,Ttk13499,D,118005.0,Rajthwqcivphfsjacdrlgiadgjjl,Northeast Utilities,4.0,b,Ofdrgysgb,Ttktfuildblyxzc,1.0,Kitchener,1-745-587-8470,,2.0,WY,dlxuspxcxbkwtscemdohofx,United States of America,,O,61.0,1761663.0
vxrcrftpjvkp,lsm13500,W,191030.0,Bfbwoomkrzkududbpspjlruborxkaqbedcequdvuerlq,Dillard's,1.0,F,jlnrpnxxqayzobfw,lsmnphahoubidmgczfw,4.0,Madison,1-394-919-0688,,2.0,OR,wmbtg,United States of America,766.0,O,58.0,3543735.0
Qfshbkl,Lxd13501,S,58702.0,Clsqwhftjjadxitrpciwqjrbvbeiuiizwpcodizfdwfwwsvbksfakwfzjfztys,Pilgrim's Pride,4.0,K,FNQEXZCLGZYDEPDRVFVJSTTQPDPQG,Lxdctcnplohusgddkmvswdmyaod,1.0,Iqaluit,1-522-103-3086,f,1.0,SD,Xquruioalwchwrggeayzdegratrtfoob,Canada,844.0,O,7.0,3895099.0
IYRRRHADAHEG,OCN13502,M,4782.0,Cmcmqazvwaufgvy,Comcast,5.0,J,TGAEWBOTAFFGEFHPQFPVSB,OCNRFIWRDOON,4.0,Lowell,1-178-650-8044,,4.0,CO,lwhcxipfftfqxbxuppqnkudzudooxfisvsshriipovd,Canada,320.0,O,73.0,845840.0
Eijmyni,WBV13503,U,351608.0,Eurtfneelbftpcqsiclgqrggfirdrmajowycrzmlntlpyggwuhmelyzkphbbqzrzgylhrhycrzbjlfha,Procter & Gamble,1.0,t,ZWRSEQJHAFDFYQQARLFGECFEGCSCAF,WBVFRJHHMH,5.0,Fort Worth,,,3.0,OR,Gnkgohnilgrcwdfmlruwpxwjgpeiptkxwmat,,485.0,O,18.0,1872635.0
cqifznhdhv,nyd13504,S,51088.0,Bvqroumjgiapzyharllligxicatvskm,Brown-Forman,1.0,v,IEOPBLLNIRIRLLNCQAD,nydbjbkjixh,1.0,Sterling Heights,1-083-498-3822,M,7.0,Manitoba,Znhpgkolksvnbvtajnrhaofamzntqyihsqukexjtxjdwpqhoplnxtec,United States of America,745.0,O,83.0,1884289.0
Pceuhryfv,ITV13505,M,168224.0,SENWLLJFFMFBPVHAHEDMLCKWXOZ,Whole Foods Market,2.0,,Glgajofrqhnloirywrnebebddqp,ITVTXUPU,0.0,Inglewood,1-539-508-4697,f,8.0,KS,utpefcnwpohhuapfibkrgttg,United States of America,730.0,O,5.0,3866617.0
aaaqukcicdjf,Fes13506,M,455656.0,Pvgxkouyvzb,Pitney Bowes,0.0,,YCYYIKLMPT,Fesfxrhxbtie,2.0,Las Vegas,1-586-699-5726,,5.0,NM,,United States of America,662.0,O,23.0,3888621.0
Ephesijxz,Jbi13507,M,353881.0,Lrnnijl,Mattel,2.0,H,lygmlactm,Jbiwziuoctkx,3.0,Sherbrooke,1-060-166-8883,,1.0,VT,Vchqeexmoiodautgtzi,United States of America,833.0,O,94.0,2039174.0
Ewrxriqfymhu,lbw13508,M,299320.0,,Lennar,0.0,,Syhrbqvejyzvyiuwunglbktwh,lbwfhrdmgugil,1.0,Cincinnati,1-060-342-9196,m,4.0,CO,gafrsbglshrvsekaddsic,United States of America,358.0,O,20.0,1357803.0
Lvchwvnvdkan,GSN13509,S,381525.0,nieblkcogyeegxyuftnl,Sherwin-Williams,3.0,V,Vncrtgbvhtchbpl,GSNSOCKC,3.0,Provo,1-482-082-6130,f,4.0,NV,Epjmbpevlcjfyeneabkfonlohebfeopnzfgxuybitipwfbnb,United States of America,511.0,U,90.0,778633.0
asmdjo,Qeu13510,U,450394.0,Fkzhwychbeqioyercapozzmqeebezcueanjbgkgsjrujlyejmqmbevgerjsqjqmm,Masco,5.0,,VYLJKSFBSW,Qeunziuhsqwphwrbt,2.0,Gary,,,7.0,CT,xcjtpbdlwqcpaifiuzflkykqyrexbovahtddxveyjqtnnkzoxwcjkjmfijwojubzwaqglroztycggoy,United States of America,513.0,O,35.0,2728861.0
wpjnwskmh,adw13511,M,362507.0,KIVOBHCCBJRJMXPJNLHQMQAKGGXDLBXTVOYNUSXJKNZJSTNNPHUZYMVKAJWGEKBOJAWFTDA,3M,3.0,,Dwqluegvgefwuzvgfpyifohfv,adwcrpqmartcxyqixnsow,4.0,Chesapeake,,F,2.0,AZ,Brakalldljgewudrgjcijwsplfwsilohkxceqeqkh,United States of America,689.0,O,29.0,3806206.0
ylbkokn,WUE13512,U,406881.0,PXKBOBPVKVSXUJJXHHXUBLCHEYYHMHNQBGSWHFIDMFDEESSBRAMEPXVCCHBWB,AMR,2.0,,Kcqmlrglauu,WUENSJHTEASJVIMXZ,5.0,Glendale,1-090-245-7095,,4.0,AK,Kryjjswfnongixyoehrylhkllywlgpzjgktqllrvjasknwerkhekckevjhjflcgrpqhfxbn,United States of America,799.0,O,10.0,2431184.0
znlpzzt,Gpq13513,U,4446.0,Rmmazbvkdppxhddkeygebpxdpibmxmjobjnkkqdpvcsfpjdrumjwbgbarljfjmclwzrmcm,Radian Group,4.0,k,Nijpngarmxkrzgmmo,Gpqidedjo,4.0,Biloxi,1-260-375-1481,m,5.0,British Columbia,rlwzgpxjumbyqdxckprrramjtknz,Canada,678.0,O,17.0,2941410.0
Vawwyebm,Vyt13514,D,,Jolvjbrtcsethgnzgyhewbrkzxhrdzxvufnsehutvfinkhatalawdttguzrjoliohnoypcikkjcrwcpj,ArvinMeritor,3.0,o,SQDCWRPYDBKYDHTKISCCQJPRY,Vytiy,0.0,St. Petersburg,1-432-120-0459,,3.0,MI,Cmqfdjvwqquahvcflzyojjxqnzfvgmharkpfjjjokvwtzke,United States of America,666.0,,14.0,84480.0
Cyhsq,yls13515,M,52963.0,BWUPCWTLEHKLYPGMDWMKFAEHNSKGOPUHVYKMAVSKYXVNLQYWTELIEBU,,2.0,B,dsbgnycgycnleybmbs,ylstzdexzsqu,0.0,Phoenix,1-255-382-8281,F,6.0,ID,ooajbyxvvuxlepcbmt,United States of America,354.0,R,98.0,2939892.0
Vzjuylpcjap,dca13516,M,48624.0,Lxabxteyjjlidkaqvejolgsjctgfeehcqhadqcayifqldvimh,Bon-Ton Stores,3.0,N,QPTGNOAVMURLEURGD,dcavdgrqmgxyugifo,3.0,Durham,,,4.0,CT,iicvlyjmfyzvwbvotpsetdfg,United States of America,442.0,O,7.0,1141828.0
kucjerinwr,OGA13517,M,127598.0,cvevebpyzjjccjriyfcq,Autodesk,0.0,b,Msbpxmu,OGAUVSRATGUNZ,5.0,North Las Vegas,1-950-497-0045,,8.0,IA,Lgkgispjqeksxzjhzlabrzkaitbpqvoepkvfuxxuetcsywnvrjppdotepkuswdmpszqnjreeisvicipd,United States of America,808.0,O,92.0,
Rgznd,Ubt13518,S,394393.0,Aweskwrywrcvaawatmjnplxwwlugagifcncwagjvkyzthifpgkljdmfnlknbggwuwrovjrqtelhzrghw,Devon Energy,5.0,,Yatljsjptbpzcczpuqtmusgghvli,Ubtvyvkeoahhmmdkrlrawzjvuxxb,5.0,Lakewood,1-550-617-0258,,3.0,Ontario,Nklvqobmtdkvjopycxicicl,United States of America,615.0,O,59.0,1032884.0
Siwyahkebnl,Ckh13519,M,,pthlzndkcoortgsjjcjxqvanybfgdbballaqwbvngcacmltdvpy,Airgas,2.0,,oztvqugevleo,Ckhkssmqp,5.0,Scottsdale,1-424-372-1915,,5.0,LA,FQTKSFQOWSBCJRXFLBYM,Canada,672.0,,98.0,2677195.0
qjujuysmezz,VEX13520,M,475668.0,yjqmmuucqappabmsdqibviaelyziutdkalsdzdplubmhmefedwjkimcdffkiwqpkhqgtbhswo,Curtiss-Wright,1.0,,Ikbil,VEXVKYRHCJSLOCWKVTQKEZXS,3.0,Newport News,1-539-511-6100,,6.0,MO,Yxwfwbubbvscaeejeudwarcohwvjoxryivsbrdqumilbkdl,,371.0,O,45.0,2533105.0
Yvncplr,Wzn13521,,433266.0,IXVKRGDBZMMBUBEDXNPCMIWPBCPXFQBBMQGYRXRUNNTYQMPHNSXGKUCOOAAB,Newfield Exploration,5.0,,Dcakzorrashvuiizqzwwov,Wznermsgev,3.0,Moncton,1-287-973-8395,,3.0,AZ,aqomtjjebejarumksnfxpukdlqpi,United States of America,463.0,O,8.0,3216748.0
fwvsviiflg,Bqa13522,S,354223.0,DDHIRJEYEKNQYSRVCPMYULZWRVMYFITVJPJ,Avon Products,2.0,Q,pbfbacoikwtnnmphdfamhca,Bqavqulgmfjzdkxsrzn,3.0,Arlington,1-062-872-4901,,2.0,NV,yimyhqxqvdiawzelyfymwdvkncpgcwkiuvkhvhukqwathwpakidnosfjdauw,United States of America,679.0,O,23.0,1104090.0
Owkmltdgc,ovv13523,M,19152.0,XHVDEJDFDWKIIGZOUSPJSRTO,Entergy,5.0,,FVYOGNGLIBIITOYNTWPROOTCMYSKI,ovvuts,4.0,Santa Clara,1-945-561-4162,,4.0,MT,mxwhsylcrrliuueahmmjulvpuvvjcnpvogxhizqmxrn,United States of America,547.0,O,46.0,2997988.0
zlboyxxyksva,Qvs13524,D,,Tljgxvlusdtddrdataq,R.H. Donnelley,4.0,,wgmfbfvgz,Qvshd,4.0,Irving,1-879-587-3035,,8.0,NY,Fojaufqdbaejhnehsnvvvvrvtlbrstjwckoldnvfhgnptbmdglbfgykdzizkmq,Canada,,O,86.0,2056015.0
IDCQCI,Rec13525,D,,VHYBJYWLRSOVVNIKIOGYQIRVJFCDWDOHXOOOWPKWTU,NRG Energy,5.0,,Azprjnikfbfgepdh,Recvzwrdbjmnywklnrzaxqifr,2.0,Boston,1-929-518-4038,,10.0,VA,Pytrmebhwcggyyifxjawnuoiwhqmwrubbdnekvwqoaaivzgftgoocmsfc,Canada,,O,,3379610.0
LHMCUBCQ,TVD13526,U,158014.0,pbixxaskycccdfnqceqkfrvxrgwedklckle,BorgWarner,5.0,,wnreqa,TVDWPIGYG,0.0,Sioux Falls,1-692-509-7098,F,8.0,MI,zpnwchqqswacmyqqgceuviluyqf,United States of America,747.0,O,5.0,3482102.0
adouhiw,CHF13527,U,127297.0,,Coca-Cola Enterprises,4.0,y,Mbiasqgnpfdvjblogyiijsggzwiwa,CHFBDYYRPKSPCUNCXNA,3.0,Bakersfield,1-967-105-3945,M,6.0,IN,,,599.0,R,95.0,358575.0
,MOY13528,M,253770.0,CHBBFFHELRGCEARE,National Oilwell Varco,3.0,F,Dbqnk,MOYPODXAPACLRMLHOGDI,3.0,St. Paul,1-667-479-9813,F,9.0,AZ,Rhpdrqzqqxlxg,United States of America,365.0,O,26.0,2967131.0
jrgpoapi,TAR13529,U,283051.0,ftnmgmwoqmen,Pantry,0.0,b,CQBIRDNXPSAFAHEWNOEITQCLVIGUXX,TARLOMXMO,,Erie,1-213-458-6341,,2.0,NH,Aoofjndaqbizmcsljpkgixhqisxwkklioiqwopxpddbzbviakrkrst,United States of America,,R,,3932625.0
Anhvoayrgpqx,qop13530,M,408988.0,Wpsnllshbndxeymwievswsnnlnvdiacbqifnroesjkfjbxbuzasjkdnpjrgasnslqvtxbhfqwffrz,Tyson Foods,1.0,,LWGGNZKCBGKWIDDXXYRXOQIH,qopepygpmpbwvuwvosszf,5.0,Nashua,1-976-099-9461,m,9.0,AR,bkqeoeerkvacnalkwcfphoeotpnxrravcrhkubqsjgertjuypgmjzrxsyzjcickpvyc,Canada,766.0,O,23.0,455996.0
,Own13531,S,418202.0,Ipngkvgmfcnrlykbgwoclswgj,Itron,5.0,I,TUDHTTDZHPBELRHMDWDWV,Owncrvcmvmsrcojetcejhijxeexvqu,3.0,Orlando,1-141-754-1368,,10.0,MD,Zkmistmhcrdzerumuatvnetbruwfvwufagiuputowepnhaliuxtjovsknawpbeivoiixubk,Canada,425.0,R,40.0,241123.0
Xttxfitifhh,lwh13532,S,327279.0,Ayukjevdwkcstcehjpdicntbcnlvlscgspb,GameStop,,,hndfbbwscmtadhyvpstaebzkmbeau,lwhmwryacaoppylpgnrbnons,4.0,Modesto,1-241-825-2620,,5.0,Prince Edward Island,QEUYMPCGTVKKAFCQJVKDNWKCEKPNLGNYQGIVBLCUDXVBHQQLFFQACBDLIMXLTVY,United States of America,430.0,O,39.0,2259225.0
Lkavelvbhlom,lap13533,U,475419.0,gsxlrxtw,McKesson,0.0,,Vhraomrssvmrujk,lapeixhmyqdedhmcawotdatvk,2.0,San Jose,1-200-793-3762,,10.0,Saskatchewan,Imroofcmbgflaqenvjgohweqnpfwdsyrzpqbhknxldjon,United States of America,479.0,O,18.0,2305714.0
LFXRLVTHFI,Tjs13534,U,23658.0,Yekdgxvgibdogaqrzcigaqyfleoatnmetteojpyiyoafwuicwfbznwvmhqzuzshrjocdlyrduq,Equifax,0.0,Y,LXJQYTVRMAYSLUNW,Tjszpopdehm,1.0,Toronto,1-048-377-3380,F,2.0,KY,Gktwtjpzjhdfbgyuwacdvmpflvyurrdoozbhwg,United States of America,674.0,O,2.0,3060058.0
Qvjttqwx,gzi13535,M,289708.0,Uzxuwpbdbeylpfbdcwggxqxvpzyhrjfvckrdormtahtaylwpwgyporbovlwueaizktmewhpobyjnb,Ryder System,0.0,,VLURVGGXWAPR,gzihglizjpboridkktombgzseaais,5.0,Huntington,1-447-707-7030,M,9.0,FL,URSKQXJE,United States of America,416.0,O,64.0,
Xhqlrml,TRJ13536,U,170748.0,DWWPA,Air Products & Chemicals,4.0,,Leepcxjpkrwrfudvvlnl,TRJNHVSFWSINXVBCJFTMQKBJJZ,1.0,Ontario,1-164-892-7234,,8.0,HI,vffimokbjpjozsdiobscfzynrqhykafthxvdxgxltydxwijxaeugtngtldkaiswpulpmqgbqpz,Canada,826.0,O,,2762973.0
,Yju13537,,125260.0,Cvixcxzyrinzxejqypjlpnoy,FreeportMcMoRan Copper & Gold,0.0,,XOMLJXXZQHWKUQTAXFKAOZSCH,Yjuwegtpqukyhkxqducoselpscfh,3.0,Frederick,1-083-422-1085,,6.0,NC,mralelxvthpxigzxeadnotmmjsnrnhj,United States of America,491.0,U,89.0,550058.0
Cvvftodwwvb,Gbn13538,U,51635.0,kfslubzduipliebhtcj,Rent A Center,3.0,,IAQHULVEFLMIQAEROKNPUT,Gbnvfajrwsssrv,0.0,Escondido,1-836-001-3798,M,10.0,VT,Keqoubcvxucllczqh,Canada,698.0,,30.0,3313252.0
EMKGPTROKXF,wje13539,M,337050.0,Nhkxqwxlnnlfivrpyxlghpwewokdglbaohqkqmdodrtcukakhswhlmhyxxbwnb,Host Hotels & Resorts,5.0,M,ruqzzfjwe,wjemthzytqrqftyatgvqgbyrxv,5.0,Mesquite,1-500-261-4234,,9.0,Newfoundland,Vhzkjhedbqtgxoxsibqrmvsrcaczvzioxyowrlntvfvad,United States of America,736.0,O,75.0,604063.0
vspme,Eqf13540,M,465275.0,Shglqoouriwtprkewcluwcdnteigbvfouxwhnm,Covance,1.0,,ijyjadxwuunoybsvdgfwosoafqgq,Eqflhosuzxzimhfxiggugjhtgyhwk,2.0,Mesquite,1-368-532-0597,f,0.0,Newfoundland,Fqthyehqspkrznrmrssusoptuijxtyqdbpbpuwjztocxrkietkznmuxlijybjkutlogdoywgml,United States of America,426.0,O,84.0,785438.0
Mzifskbayb,rmv13541,S,335471.0,uoixroihztbmsbokaibwdxcudjdykcsaftgpnldmigcc,Flowserve,1.0,,Udxhkt,rmvtefi,3.0,Garden Grove,1-594-327-6421,f,3.0,SD,HMDOVYYPKBWJWYVDXDRNGHBYNAQNSPMEPWZIQGLSWAGWWXBDHMCOUSLIYAQAYOYWHE,,421.0,O,73.0,1346098.0
wwvjmkcyxy,twq13542,M,29266.0,ZEPRDC,Temple-Inland,2.0,,Polsgtucvygxlikpaxziwn,twqgwktaeupwfldtkuepixavpjxl,3.0,Fort Wayne,1-202-267-5345,F,6.0,NH,Wdapkblhptrkvomwwrhlcfdwvblnihoswduiabfnfaeycgkxykhftcxpxrconqxojhligvjghuxmo,United States of America,421.0,O,43.0,1725564.0
Mdmkwgc,Wto13543,M,248351.0,Cpsspzmnrhridpuneisrduxfyhznkmremmseryqdjvdz,Procter & Gamble,3.0,Y,Ktikmc,Wtoxsiflfexfaupvc,4.0,Baton Rouge,1-306-474-6135,,10.0,New Brunswick,Znfmgsibiwwqcvlkxuknlqclgsduhtgwjztdwfpqi,Canada,668.0,O,89.0,473541.0
,Opi13544,M,309799.0,Nkxbmnxydzzdxngpz,Diebold,4.0,t,AFSTKVDIABICCMGCDQTFYRQUA,Opiqikrcjqwkxgzsdmaudolgt,2.0,Toledo,1-429-837-6223,,0.0,SD,ZCXGPINPLNVYMZMQSXPNYNRCVIBWIFPYOWCARKTLNALMVGZGKED,United States of America,385.0,O,83.0,2944042.0
Tppxxjslgbdu,Bth13545,M,175432.0,sjxcryjlvizjxjckvhqqrnohakklbnrjkruoxppoxpjksenmbkyfzmsindmptwgawbaekzvaknnwkndu,,,f,Ogvewbzcojokaimoj,Bthniazlkcbtybdbf,2.0,Rancho Cucamonga,1-558-657-5664,F,1.0,PA,rqtjdchiudnuchvmoxukzoyzbmhtzlihbydanifrusvshysnlnbfoueutmgforkuyphudxpzeormdj,United States of America,365.0,O,13.0,3344240.0
cvenjdkqrgoh,Sqt13546,M,73839.0,EPXNBTKCRVVCOORLIIXLHWADBRNDIVMFACYWODJPHWLHKEYBKT,Cimarex Energy,3.0,,UZBTYYXRMP,Sqttwdrbsczsmycnbswlaiuom,5.0,Pasadena,1-467-726-0174,F,4.0,WI,PMTHZGDCCKTMYCPQNPADRHL,United States of America,322.0,R,68.0,3841833.0
Normrf,Ioo13547,U,242588.0,lrykzrvdcsihgjsgstlqandjvmgooxyoj,Deere,5.0,k,imencxf,Ioouaflmrhcehotzqqeczicxbb,0.0,Thousand Oaks,1-279-265-9559,,2.0,VA,bgpmtizflntgrfp,United States of America,312.0,U,56.0,149715.0
Sqwjs,Div13548,U,73203.0,ZVTSTSZDSVKAKAZHDHZZRQPMDANJVKBWGKKYTIUHNEOEE,Northeast Utilities,4.0,p,KYCHGMDSKKAJCHYOGM,Divqujoejlpwthraq,1.0,Washington,1-349-947-7813,,3.0,WY,Qeezdeyquhdjfkdwjvlmeroekgftmdacfwupkuoqgktnwkaojlzvfymjouapky,,349.0,O,66.0,3414188.0
Iedvhwnpplvu,TIR13549,S,,Ujcvtecjzkincjxcrptzqyghqtogbgvxohuyyobsl,OfficeMax,4.0,,Cfanils,TIRBTSVZQTIVWUFHPLI,2.0,Akron,1-287-259-1073,,6.0,AL,Ozxxnffvtmwpwubvngjlezfo,Canada,766.0,O,51.0,3470304.0
Caclqoh,Tuw13550,D,48428.0,ZYSPPTFOHDXJD,Chubb,3.0,H,Quemp,Tuwufotrlterjwlkinieuhdg,5.0,Montpelier,1-231-908-3245,,10.0,IL,VOXGSDXFNWDEZUFFFCBPBSSKYWFBRQGGOCKOBGRDJIPZAMQLXCCJJNXNGKMSOSWIALBRKAGAPLZB,United States of America,301.0,R,77.0,114133.0
HDKRFYJY,MYN13551,S,160179.0,ahrgz,Illinois Tool Works,0.0,,Tbpqtkcqifwxyzdchunmbpq,MYNRGJATAVQGPPGINVNAVL,3.0,Toronto,1-430-767-7716,m,,WY,QKNUQGCBKYSTIARAUJ,United States of America,458.0,R,41.0,42894.0
YAQTRS,HIE13552,M,281355.0,Mnrjwooosxewlirlbkgarnnmdcgsedfunvdxocjnrumhbncxdnxjptckcjgxrhecitutkdy,Enersys,4.0,F,Xsfcxyokiaeoesfa,HIEUWEHHXLWSVEYNYIGJSAVPRKA,4.0,Manchester,1-590-245-1742,,5.0,ID,MTFUXJQP,United States of America,838.0,O,41.0,1558114.0
MOMCA,Wuy13553,S,491671.0,,Allegheny Technologies,1.0,,SUHUYYUCGA,Wuyjvgeijesvqkdwmzbvbplciv,,Dawson City,1-298-954-5155,,10.0,IA,sahpqvzfvksmxnoamizuxvcbreszvjxlsxgphjatnawgkbt,United States of America,547.0,O,27.0,478978.0
Hzmphqfmvqr,SRR13554,M,84628.0,Tfudumasizz,Pep Boys,5.0,,itdcdbygdqmrpbeyez,SRRYOAZAKORGFEBQKALAYIUTUGFP,3.0,Providence,1-558-311-7952,,,MI,VEKOCKMTUMXIAZHQYQJCSJVFTTXNLCQNXOM,,790.0,O,88.0,1788946.0
XIBHBOEFK,Tsq13555,M,175054.0,Geqwgdllkwajhtqxfmiowtlbpunhjhrufbwsqsmjshageapqbkj,,0.0,i,Rzgltwdhoxf,Tsqbcorjipekvoxns,,Palmdale,,M,0.0,MI,Fxidyykglhuolddjolnjkjnmgpnkuhjbftojgpfgkiljfyefsmpcgjtfs,United States of America,,O,65.0,508867.0
qjuvwcs,XDY13556,M,,ylfbiivypgycahzawkcmvafetuxdmxxyfhvswvkmtmujuksdojrktjvttjhga,Texas Instruments,5.0,,sodffzhz,XDYQQIBJTQKWVFEUENTCWAQVQB,2.0,Saskatoon,1-264-464-5764,,2.0,NJ,MQECOFMGZWNSVRIKUM,United States of America,689.0,R,44.0,2770270.0
Efjoqszkp,VRU13557,M,25008.0,AJPTESMCHSGBGPTELTYNAVROBQETCRL,Rock-Tenn,4.0,D,Lqfge,VRUZWBVBCFWSUZ,4.0,Casper,1-013-653-4542,F,8.0,MI,htxwdfygmuabtdthgyrucasdrbeeuv,United States of America,677.0,O,19.0,2283610.0
axaniaozkn,BUP13558,M,94738.0,Nkeevqrryfwoepshghgudyqpkzldommszdkiaobodqtowtcipvqshhsekoggntn,AbitibiBowater,2.0,,GPTJUATC,BUPNDTUKYLQFUSEZNNATJZWHSU,2.0,Stamford,1-621-819-1523,F,9.0,TX,GBATIXKPHXRMFTZJ,United States of America,394.0,O,42.0,2467991.0
Kjxkyuzlv,sfc13559,U,447250.0,Qvppglazonsuggwzhsjdhwshbgbkxjqljemdl,M&T Bank Corp.,4.0,g,Wmxfsmllomtlltovbifvswpm,sfcmnzcirir,0.0,Abilene,1-617-315-5114,M,0.0,Newfoundland,Znwerwngcgudotmnchvanhmsiusefeytfupsjqscwbxeelbenaivpmiebjxfcacifnnkrrp,Canada,841.0,O,99.0,2159145.0
