prospect_mddlntl,prospect_ntwrth,prospect_mplr,prospect_ddrssln1,prospect_phn,prospect_cntr,prospect_crdtrtng,prospect_ddrssln2,prospect_pstlcd,prospect_lstnm,prospect_ncm,prospect_stt,prospect_wnrrntflg,prospect_ct,prospect_mrtlstts,prospect_nmbrcrs,prospect_g,prospect_gndr,prospect_frstnm,prospect_gncd,prospect_nmbrchldrn,prospect_nmbrcrdtcrds
,3440540.0,CF Industries Holdings,Qtytkxwpirnurhrsdnip,,Canada,650.0,SONRQYYNZCIOGMMBPEIHVUOJECTOXYVIFYVMFCRXSZXLXPHSPUUUMREHAFZXMTSJSM,Akffzcr,Oskvuxlzemfpvvg,483779.0,CO,O,Lansing,U,1.0,42.0,,Otiqcqhtl,Osk12655,0.0,2.0
,3718526.0,Washington Post,Gfgzjnooukcgcdnhhntljjekktubkpucjxorujulsbvsxvkylevjuzgp,1-992-084-8892,United States of America,599.0,jkkaialoyjjadqtesdfwwfttwgvjjrazzfgpkrqkuvtirlmcbtxxphfqotqygbscixgy,,Keqvxvdbcmisekhcvxjl,311684.0,RI,O,Sydney,D,0.0,100.0,M,udkqkvraokxkzgbbrhbkzogn,Keq12656,1.0,3.0
Z,1019061.0,Duke Energy,gvqhkm,1-978-608-5101,United States of America,600.0,Uovunkbqlrzgwscduyxhurwtbfqcnknhuibetcetfbzqn,Xtnwrykajwod,TRQRAXQAANWLAKNMRQJVMRNGXPC,262664.0,DC,U,St. Johns,S,,89.0,M,SYHFJEKPPDTIYDKIOAFODKE,TRQ12657,4.0,9.0
A,1530929.0,Torchmark,swfouxhnniwjtiebxhxjmbbjgfjajqxlfdndolddfvbxvbahudtbgtoaqsyoyoeyukztfblwutyqkf,,Canada,402.0,Yvzjrldukebfxglbjboweljrshpdxvqpwswzywibpeuphkyqtelwfofkbagllmtcwxlbqbvcvnfyb,,vincqcdi,237848.0,CT,O,Hollywood,M,3.0,8.0,,zklexxsvwhxszsdzyt,vin12658,4.0,4.0
Z,3162544.0,Plexus,qsfgkldtyzeqjpjcvuputapbco,1-225-894-7879,United States of America,371.0,wlkjewgcgmubtvlktwbubzdicstelfowmgcttwzxnuwgbmbcxrxcfvbsuqkkcnssgqpgveka,ylthqvpvrpmd,Baroxyqsvqyftbxiqnghvqotfm,406855.0,AK,O,Cheyenne,U,0.0,25.0,,Fhojgqjkswbp,Bar12659,4.0,0.0
,699486.0,Pepco Holdings,vxeggluvxwdxddyewxrxercljezdoxaoymdgcjsfxlbtnrjbasuer,1-828-223-8454,United States of America,805.0,Qstuifaohcezhgakychmklrvjvkocafjqezhvuchulpbfdqxgnejnepkazarnujmjokkhcpa,Odtkkiwrnl,Qwroeygddajqvroxbw,427884.0,DC,O,Atlanta,W,5.0,,,FJKBGLPTOEIIJWJ,Qwr12660,5.0,4.0
a,2833795.0,Cablevision Systems,qsncyvdiszpehbnojcyjwlgehhudvrrotygwiituenl,1-831-324-5837,United States of America,337.0,Npgljwkcujtuovbkuszmgovhkzcggkxijogtxupvbaetvfmvxiyhacyrsaeninxlhwupbciujnjb,Vrbsgpkobo,TCKVIXZXOXESADNOE,293062.0,MD,O,Augusta,,3.0,62.0,M,Fzvtsd,TCK12661,2.0,6.0
,3983787.0,Cephalon,Cbkhpuvnqvkjglfdhsthsbyrncrktlgegvjjurbyovngscloxavupegoodhjneilmzmf,1-214-443-7026,United States of America,799.0,Udlvariquvppgpwbrppgibpspfremdmvtsayhsuwoinklgpwilgzn,LGZFR,Ddywgrsclmhkkdvsxpoq,277536.0,MT,O,Worcester,S,0.0,54.0,,QQXALKEFWOYRNUACPEIFRZNRW,Ddy12662,1.0,1.0
,2410919.0,Parker Hannifin,lhhhniprivdgplolibuvggdzsvcxbfdcjcrfcrhtqpmkagmgtahzpffjhuryrnnvoxcfqduaarcco,,Canada,762.0,jpmwuiwamdosbjhnmszumprvkewspyumbvypodfgmsecnskoyygftrvuoo,Qekxu,Hljvhpqoazueartrraxmhps,282364.0,CT,R,Windsor,M,3.0,55.0,,hkqltajnimahvpgvhrqhr,Hlj12663,,6.0
,3515508.0,El Paso,aonhicifpjaqhxhawygoumbnhngfbahnuylapwdtgnp,1-345-783-9119,United States of America,500.0,Gnclzlquoemsscahdqeekeqtuzlquu,ihbqm,tafbbd,87218.0,KS,U,Louisville,U,0.0,60.0,,rxgncdx,taf12664,2.0,1.0
,,ConocoPhillips,Ezfauvblstcelmsiusasiafruhqiejlzplysusbsfryvhccqwjmwcngkqcgzgliiba,1-092-385-9957,United States of America,809.0,,Ggqsctd,urkgqilys,496715.0,WA,O,Mount Pearl,,4.0,46.0,F,Gocfaxckxicrthg,urk12665,2.0,4.0
,2115766.0,Alaska Air Group,,1-480-103-2286,Canada,706.0,OUOUILR,Tltfio,Weqjrzvcwpygdxhfrwiaddgzqsadpb,203136.0,AK,O,Washington,S,5.0,27.0,m,CMWKBSFOKV,Weq12666,0.0,9.0
v,560152.0,DST Systems,Xyewfhhcozagpdyuafrguhnmyxfwcdsqnkhgbogkknptrvxpkanftohoqmxcqtkcpsg,1-436-153-2535,Canada,413.0,DWKXHFLKUBTJNPAGAGYOUAFNGNAKWCYCDTXBQZTXAXMA,Whrdffavdta,wtnqxixrtwkzfuuzuup,289638.0,Newfoundland,O,San Francisco,M,5.0,46.0,m,wyzqklssjfrnsjunxlo,wtn12667,4.0,6.0
y,,W.R. Berkley,,1-680-715-8462,United States of America,570.0,GWFUJJHDUVRPQXFAHDGJTSXUWCGIVAPOXGNPTKQZPOJSBOBLJSTFGQCFWLQT,Jatrydvvssc,NBYTRSNBQFWXBXEYE,220331.0,Saskatchewan,O,Montpelier,S,0.0,57.0,m,txulnokibyuvwxjrfttbc,NBY12668,2.0,6.0
x,2551467.0,Washington Post,Tlvwiaiznwyefqitmkooxjqsnxelxmojri,,Canada,343.0,Bcnaeservpvkiigliqpo,Ftyonihb,faoqxmjpdgcqpcovqlgferpyzihhi,492222.0,WI,O,Hampton,U,1.0,84.0,,Vhkykgrykpekgnnbsybofpwx,fao12669,3.0,5.0
g,1820395.0,Oracle,OOADNHTCAZSKKQREQZKQDYOJRMMDMOHULSRSQXHIDUMOARZSSSGCHFNPFDWLCSXBKJ,1-574-764-2311,Canada,503.0,wfjwaoxfhimowwttllvobqmvguyooodsgxktgykjwxzrclnbmhpt,Nislxximub,ZIIKRL,384607.0,AR,O,Sacramento,D,0.0,26.0,f,Hbtjsvfonkyluhfrsdcfiqa,ZII12670,0.0,7.0
,,AptarGroup,hgmmvbvmblruhaczmodvpbnjigiebijsexntmcorengqdgejtrnora,1-212-120-7998,United States of America,302.0,Fwpuvkfdmfasylkgumkgqgrlgafyhxfrppsbnyivzshflsfkozustkvrkvwylcfytncoxuma,Svjdwmlundid,Usryzeg,345356.0,ND,O,Tallahassee,S,4.0,86.0,f,Ttondotvkhdrafornnl,Usr12671,0.0,
,2556151.0,Regis,HDSONAGLXCIPAGJFPLJOCBWLOZITQBFKPDKDYLUUQEMKHICCZQBJRVVQNHRRBNEKDPGO,1-423-613-5964,United States of America,341.0,Tbhwfduwqgxlarspfiokkcjcpocnmldztqibttavcmogdibltofgbhfdxovvlbopfbo,ookaoit,Eddyxgqa,,NH,O,Huntsville,M,2.0,40.0,m,Natwcost,Edd12672,4.0,3.0
i,2376379.0,Legg Mason,Swjmahrmpasjvpmsezijjjrirbncmnchkjnrmcjnfdsl,1-989-915-3207,United States of America,641.0,Lpdyz,zbqqzh,berhbgnfcpluhw,134192.0,GA,O,Sacramento,S,,78.0,f,TLTFMENRSOLJPIZIBBXPQU,ber12673,4.0,4.0
P,2394348.0,Synnex,TLSJLTIYFHMDUKMGADRBNLJCWQXMEHLEGMNDNZJHXNXPQPJRZEG,1-472-735-6937,United States of America,465.0,Snszpsyqbjsqdziuukmzsexvjkxl,Xtpence,Rucrvmxxgvpzkec,192709.0,Quebec,O,Salt Lake City,S,3.0,47.0,,Bebyyvamcjggbancf,Ruc12674,5.0,7.0
F,1771397.0,Snap-On,Sqhaoo,1-180-277-2838,Canada,728.0,Nryrkiumsegxbsdbmbvnesiyrsuwmdjokadvoxbpa,palyvcni,Ldjqql,374912.0,Ontario,O,Tucson,D,1.0,4.0,,Rxqysujnnmbog,Ldj12675,4.0,5.0
,3881408.0,Autoliv,WZBSWXNEHVZWUSVZZFZOOISJKMEVGAGUGNYNQSHTVWFQRDXLCVSKVKZWELY,1-172-554-2831,United States of America,314.0,Djcwlvqgcjcqygfliyxelxapos,,Olxazqmjkxlqgoxnllxyujfnqxkvc,418432.0,MO,O,Baton Rouge,S,0.0,35.0,f,Uhlaoajbfbvspnnjqacil,Olx12676,4.0,10.0
,1894706.0,FedEx,HGBVVYFYODDPTSIWZX,1-170-383-2382,Canada,717.0,jmqwtnoqrroaqrmrluoroj,Nbwgijhhinz,PSQURRMPBQDYZABJSODUYWRCBFPNWR,,CT,O,Tucson,M,0.0,10.0,,Kqdbebjof,PSQ12677,,
,2036747.0,Steelcase,,1-754-989-3445,,696.0,Rnphkkrfuggpanbznkozbxdmcupepmvnumnefapdqfbcsur,ljcmhdvxqtzo,urakcghiratbitfkfvdmkesimgts,24007.0,New Brunswick,O,Montpelier,U,5.0,3.0,,IYRUXXHUQLNGQJ,ura12678,4.0,1.0
G,2817563.0,Teradata,LFYMQBYSGVVYGBLARFXOPRQ,1-409-903-5965,Canada,751.0,Idpnv,Feulqquxhe,DNPHHOMIGVOCKSQRKN,325727.0,ME,O,Laredo,U,5.0,72.0,,Rdzisposqokikwnhspqmelurzgs,DNP12679,4.0,0.0
B,13255.0,Fiserv,XUDWEOOSWVBAMLOVCUR,,United States of America,628.0,Jibvfamtybgwiatzlpfwbvhrdajvcoqthfcuwnqrmecpzhhthp,Yfvrfh,Ssbipyhunvhwxrzxius,70731.0,ID,O,Hayward,U,3.0,5.0,,JMOZWDTQXXMCOE,Ssb12680,5.0,9.0
,384474.0,,Vpcfigewphysjoijqnovbieemrnycaqurqtbwczynsmusgdaivuglsfazfycwsuwgxr,1-784-657-5164,United States of America,468.0,Kewwqhkyttgujoapqocvfsjodxcnzcaciz,tkimxbae,RTZIKNVFUCXEU,50373.0,WY,O,Fort Lauderdale,M,5.0,45.0,M,Sgkzxdhnelvcyvvdt,RTZ12681,0.0,2.0
u,842697.0,Ashland,Ohmaruhvpeejsshuqrgvfbwpnbjgkzjesxobgcbjztsazksyiqbutdrbfrtbmcxdbyecokg,1-883-575-2377,United States of America,512.0,FRKHCLUNTDRPCXDJPXVWWKQCZVPECZEECPQDDIBDHJHAEPXLKD,Kybaqrar,blthstqtktzgqrtt,41649.0,MN,O,Bellevue,U,5.0,38.0,,Wnqszyh,blt12682,2.0,10.0
F,1615869.0,,ESSMCHGILGRTNSKUYZYUDMIUFZVMLVEXJGDCORIWBPHBMHGNKQPWNBQUHZAMQBTTP,1-228-829-1418,United States of America,833.0,Atdpydwtchqltyzyermlumhypvjijzqroh,IYHXATWNPPYX,Ncvitkle,182537.0,GA,O,Allentown,U,2.0,8.0,f,Whqpsfoowcqtfqooauyi,Ncv12683,0.0,3.0
,2806028.0,Urban Outfitters,NBNRBXRTHAMGQCZKFAWCZUEHSUQEEQPCGZZTZHZQUTMNLDJFQGWKQPJBMMFIIKEELWJE,1-746-384-5333,United States of America,809.0,cioabtrmpqlkcviewsuyzoekfaakuqhhksemdemfnv,Inkmwlgoxhaq,Xxujdi,201659.0,NH,O,Fresno,M,5.0,88.0,m,PTVZGMFFRHEUJLIITCXVKLJM,Xxu12684,1.0,8.0
c,2327223.0,,QJWZXKJDNONHTULITSTLRDGSMTOSPLLRKEHMNBWNLZAQVZMHFGRFZGSWIUUPHKJIEE,1-598-289-0069,,539.0,Dcwigiwmcxghcf,Jlncgficw,ZLPNLXPEWRAM,470515.0,AR,R,Jacksonville,M,5.0,3.0,,TBDMTNNMMVNBQVEL,ZLP12685,5.0,3.0
,3062863.0,Genuine Parts,Rasnwoiudlxmclbnubukdazqqfwiawm,1-335-942-0102,Canada,398.0,Ohlsojpozespdcqekvvcnibnpruzatolsuunmwympoxshizairdhlhsphfteoevyegibhvknlkoux,NTSCRYIO,Czipkfwaruj,139847.0,NV,O,Pomona,U,1.0,5.0,m,Zwvjj,Czi12686,2.0,0.0
D,3665104.0,National Semiconductor,bmvryypbggmobz,1-683-792-2185,United States of America,500.0,,vukkjubuy,Bzwrwmuvihnwjjpgrhgvo,389858.0,MD,O,Mount Pearl,U,5.0,13.0,f,ythmqzyvbvkviewqepong,Bzw12687,4.0,4.0
,1909287.0,Harris,DKMLPVWAWLFUVMTKOTHOZBUJQNASOMWDNPPRQBUQLTMSXYNSXMSMGRKOOWPHTRMRPG,,,665.0,Jwiuizitubpcddoxeycfroxfoojkvbhhdizfycuzgqcigyjwlclghuaimjjylwlpvhytofgwbrsd,NEYQCZNH,ILXUDSORUAXFRSXPPLBEXXOZDWR,125117.0,Ontario,,Mesa,M,3.0,19.0,f,Nuhhfqmcrmabfapdxrpaufqasmg,ILX12688,3.0,9.0
,2255175.0,CommScope,aqcxjwcwvcirkqqlxxjhbahmwjrqnqgsmvruohmwklrixxfexk,1-031-027-0883,United States of America,592.0,Zxeudougjdmlhptlxvjanaicwarxbsjiv,,Zbizhcpuac,348702.0,SD,O,Baltimore,U,4.0,98.0,F,clvmmwwzqfou,Zbi12689,1.0,9.0
,2252741.0,,Cpepawfap,1-684-413-8421,United States of America,842.0,Slwpkevupfc,AZESHAA,doxskvgrrzsf,269794.0,Quebec,O,San Bernardino,S,1.0,50.0,,Wtvedtillfnjrbqmlrsmlh,dox12690,5.0,1.0
,1403297.0,Duane Reade Holdings,Gbbqwhhidftxacuguxtvsnpxhobvcqsmukknxgjkrbigsodlkmtgnbbv,1-132-694-5945,United States of America,644.0,GPPJTQFW,Aztxzhrlu,Upqmrcsynatvafbeob,182061.0,Quebec,U,Buffalo,M,0.0,52.0,,qxchsdmamoizrpibosufwqdioy,Upq12691,1.0,9.0
B,2960380.0,UnitedHealth Group,Bwyoxxvnyhklrsupqxxkyqkltiflljpgngoynddlnenyzfdvkukltk,1-323-166-5431,Canada,787.0,Wuewkhfklrtiplltlphe,Ktgvn,GMBGDZWSLYCCABVPETNGDPIWJTRW,425074.0,SD,O,Topeka,S,3.0,38.0,,Uwjorelmlgjprdokxyoxeh,GMB12692,4.0,4.0
,472668.0,Constellation Energy,Lvhpyffkklihdvtndhlvnwgvuxunbtyagkezbvrz,,United States of America,847.0,Wmiuqazh,uxgjdifkvagg,pnzrsuog,63781.0,NH,O,Santa Clarita,U,,70.0,f,hrjwyvczmeijfhgkaxerlbcgyveurp,pnz12693,0.0,0.0
Y,2767831.0,State Farm Insurance Cos.,eshls,1-782-140-0745,United States of America,375.0,Oyyuxiiqbdgdppkxwgiapokuzbfzhkiysmhynscunjicefbcizaxlmzoocwd,Kkebchm,IYTBVGRLXFMHGIUYXVSINALWEKI,315743.0,VT,O,Idaho Falls,U,5.0,63.0,m,Jbjgjrzreya,IYT12694,4.0,2.0
S,1995301.0,Sanmina-SCI,Wowjlwhydmhdzhdrbsgnvmedozmqoddiynu,1-524-316-5048,,696.0,Lgwmlvlawdvkpxbmjzxcmialg,Qvuneiyv,gckrxscbtqvpuclgpxmgbemmf,167074.0,Quebec,R,Henderson,M,1.0,26.0,M,Btzinnhti,gck12695,2.0,5.0
,1349377.0,,onkusvtgnytxkjpotsmqmpzvwimemyjpajtcgqkjlptdjvikdbedmpy,1-305-061-2720,United States of America,682.0,ruqfvymzadjeynwxgleivesrpfpnkicamhdngsqbixkkxacgfdemusjqladjkxuk,Xwuug,qilbi,413027.0,NV,R,Edmonton,W,4.0,98.0,M,NMHFCDDFGWKOQLSYGSP,qil12696,0.0,1.0
,2818087.0,Eli Lilly,Ignfxwkdapkfszssecq,1-100-031-3414,United States of America,660.0,xmaiikayxpwdrfoxwikscwjbqmaruiftvvkvgpmmhsvslanzyywjujoirqheueaieolnpjc,Wwqpin,Hvgicfzoxkqentplnf,,British Columbia,R,Regina,M,5.0,46.0,m,Habilsk,Hvg12697,5.0,2.0
,210243.0,Benchmark Electronics,HELDAYIRTWCVICWVHUTPEVTCZEPQOJWJUHHCAFXBUSOIYMYJDJNFIENVTTLPOTEXIHENPIPOUVYEFXSH,,United States of America,510.0,YKFBAJUFEJMLV,ulapnmffbm,zpnzxylqstqdqbvgasdhzqnpvbz,497937.0,AR,O,Baltimore,M,1.0,86.0,,Vtmkxegxwb,zpn12698,4.0,9.0
X,2718213.0,Mettler-Toledo International,KZXQKRXWHPCC,1-998-229-5738,United States of America,841.0,YUIBEPVSKBPNTEVJRZFV,Mdzfkofx,kiqkfzque,248226.0,MO,O,Tampa,M,5.0,89.0,M,JZNKEBAGVUIMOCGRXXWDT,kiq12699,3.0,6.0
,2849177.0,United Parcel Service,Tqbeyck,1-493-368-7186,United States of America,643.0,Aftnwupedtnk,Xvchzscwvmeq,VCMBRMX,377629.0,Nova Scotia,O,Portland,M,2.0,57.0,,ZIBZJUMFWBAFCIKLHTGDYYVGDCBCAO,VCM12700,4.0,1.0
,1549264.0,Great Atlantic & Pacific Tea,jgfbhaccphblwkgfpeyhnyvnoyohwoarxzrhwapeczunpobiltbnexoaxjsyfhrsiitrdgxfggfnvxpn,1-832-706-7734,United States of America,440.0,HYZKWQCZRMLMJSIAEINJLKDCJLLWMPLQIKNTQJENOIFCHTKTERDUEJDOPCKYXNVHUVQMDGJRZQPEYEU,IDQRWFGWJMPY,blfbwijtajtrhyrgebqln,10679.0,TN,O,Garland,M,1.0,78.0,,lqpmasgluptkd,blf12701,1.0,7.0
e,1496844.0,Dr Pepper Snapple Group,Gqxgtfxhybhtinocnohcbktmxmslrwnzfwaumczdlpugr,1-799-080-2013,United States of America,594.0,pzzfkomqgnyaxsitczgohkefgsvupqjebkhocfytwfvfyjclazbpjkyqnnsiaonfxnljfh,VQISTYASCPLK,UIJVEKGXFCVMLKLEWTGT,192767.0,NV,O,Honolulu,W,1.0,65.0,f,Ncjadalfpdiyl,UIJ12702,5.0,4.0
,678317.0,Interactive Brokers Group,Cwljromtkhlzcjsofmjvrdjwwfxstrlrbdvaxyy,1-438-828-7751,United States of America,547.0,opfkwhiopmlbgbljboraqdigrwdmkxoswmopbheqxvbsrumzpwleafhatnrfcjiugussk,Zoycv,Lzkpackwofizjhyxvudasjvpfcvm,290016.0,MT,O,Cheyenne,D,4.0,55.0,,FZOILOCPSEQMCHJHBKKIODFHUKZJO,Lzk12703,0.0,7.0
,105179.0,Roper Industries,Zutkapqatgbqevxxmbqaddntuylvpwdppun,1-067-329-8920,United States of America,633.0,chjftsivgtgexrobmbuubrxebrwckmxwizlbkeal,JVAQREHRZM,wuugpejcponsghxvcusmznuwtkwnii,67982.0,AZ,U,Las Vegas,M,0.0,27.0,M,QWAAREQEFEEXEVCNMUCVUPUZNU,wuu12704,1.0,9.0
r,684657.0,Psychiatric Solutions,Ecsafoaxxoehelqmdgpdhjmp,1-959-538-9334,United States of America,,mjgwookezq,AYQTQLLLKG,QJQNODHQVCXGMLTQGMQTOJOAZZKX,387876.0,MA,U,Thousand Oaks,S,3.0,100.0,,Zveskxdpnuymce,QJQ12705,4.0,9.0
h,2361504.0,Int. Flavors & Fragrances,Vbbopdwtmvlhsjbvkfvjnrlamjavkucrzdbvuhjmtnnaaogghhoquzgzggxlpgncioap,1-678-711-5694,United States of America,,Dhnsmcxvhhsiwtjecxhmd,HMDKYTNVV,TJUBQPYLFDTHHXMMEYWSFNGVGOL,93790.0,CT,,Lowell,S,0.0,47.0,,Bqmqqundy,TJU12706,3.0,
w,2052489.0,,Inexnmiewbjjlciuvmllcpvmfxwgwev,1-663-932-5385,United States of America,685.0,ZVJXS,uwwfzqulxgdr,Prloyjtd,444030.0,DE,U,Newport News,U,5.0,7.0,f,Epyomfhzgqjqltpnmndvwcqhjma,Prl12707,2.0,7.0
C,3078634.0,Newell Rubbermaid,kdwkudbr,1-519-019-6128,United States of America,360.0,WEHWVFPXPGHBNHOYMGDHIKPDUTZFSWXHOBNPZSUGBIFEDCMLDDXQTBVHXAZORHIBRPA,Mfwdipvujrri,YHNOPMKXYUGJPVRTBDEULTBBF,405013.0,WA,O,Missoula,M,3.0,,m,DDEXPNRBYEWKCEHA,YHN12708,1.0,8.0
s,3038032.0,Holly,Jpfmsuurardloofvh,1-936-318-0658,,470.0,Fzuopvmkorcn,Udwnmqiddlwr,Tgglffdfrufqscdxupsdrihlkc,360475.0,New Brunswick,O,Cedar Rapids,M,2.0,95.0,,Ojvjbapmnvabgbosaiw,Tgg12709,2.0,9.0
M,2330428.0,Bucyrus International,,1-745-032-6887,United States of America,759.0,uvietebtfba,Rpcpmwwbguqm,Tqrfbfkgbexagnfsvzpouzuipu,498874.0,VA,O,Columbus,M,3.0,41.0,f,ocvhuetb,Tqr12710,4.0,5.0
,3308566.0,Continental Airlines,,1-332-869-0801,United States of America,545.0,Ifuhxawyhoxiuqrctebdqnwzzhbrszxrunyexpqotljfnehgbqusyzibwvmeo,osjkvo,Avcofenwarlhzbyhrgxj,229234.0,Newfoundland,R,Gary,U,4.0,2.0,,duhwlbf,Avc12711,1.0,10.0
,3388085.0,AptarGroup,Ybduuofjffeyhlzvcbpbqxgmubswxeejpfbmgtdpdjwznv,1-304-071-1032,United States of America,776.0,tqufplrafafmjyaiomwnqeccbfufavcmcojbrjkxmbhxcxpiuxuekzcyjadvnwtsoeaspm,MMIAHIGLJ,Rgdrcdwollbmkfixisamrilavq,89874.0,NY,,Grand Rapids,,3.0,77.0,,nlvitipswaxefbwzh,Rgd12712,2.0,5.0
y,2886502.0,CACI International,mejqbzvtrvrhkbslkywfqilecrbdzflwahvqjilwzrato,,United States of America,379.0,Gledrehcfiphzqdwtnhmyjvaucqjbxjhcbcghlylkulwulobdqqpxrbbpecuaqclvfanpladovlxfwj,Fawpwqtl,cxegbzymnryzonfekrkrgbcw,286267.0,MT,O,Fargo,S,2.0,58.0,F,Rkuxt,cxe12713,3.0,1.0
M,1796249.0,Century Aluminum,Nqbofpydqusxkdzxelehiqnt,1-553-727-9484,Canada,335.0,LHYWEQEIKEWVRBYCLNTDEOLDDRFRLDWRHDPUOSHSJUORLZCJPQRCNCPSEBLAFCGXVUTDXOL,XEQQQTKLR,xkofasfemcnovfxddjgxi,,VT,O,Missoula,D,2.0,43.0,F,Epkrveivcevncovguvdysd,xko12714,1.0,2.0
,2068390.0,Gilead Sciences,salrphuaewdgrhygucwbxevptdlyfsqzsoeujfrflldloxhidht,1-661-937-1136,United States of America,320.0,Hvagigu,Lxqmq,Spjpbwfnunozxdmarjgusifk,208694.0,KS,R,Calgary,D,5.0,61.0,f,uwqjbvh,Spj12715,0.0,3.0
,3240543.0,Frontier Oil,EUUMSLNHXY,1-210-588-5823,United States of America,472.0,Wrwheqcvbryuljpmfizvfzgyknoilxpkvtweieeollqvoxahvhfdpudhakmigbebwzxyowpdsawu,Hixsld,pdnllay,208792.0,ME,O,St. Petersburg,U,1.0,47.0,M,IVUJSLPNSCXREGPPHFCXORZ,pdn12716,0.0,3.0
,2019533.0,Benchmark Electronics,AFWOFNBWFNBFSFNIRLIFAJZKUPTKBPPYP,1-895-290-9338,,744.0,GMYCHARDGLVZGYI,FCRYUMYBKTIF,LFJQDZXBIHELLFWSDXNJGR,480968.0,ID,R,Bellevue,U,5.0,5.0,f,Dtrrkvekxbonglfuqfhmpsbnv,LFJ12717,2.0,1.0
,1306688.0,MetroPCS Communications,Wjsuqpakgarulwtlramb,1-350-832-7066,United States of America,662.0,Frotjokmvyqqqgezlsuxkabvvtwhlxrxgkkpmislqwsmficyaarwbcsmagvwcywktgbexmvdwekohvo,YKTEQAL,XQNTGABLOIPNZE,64656.0,Prince Edward Island,R,Naperville,,3.0,67.0,,Jrxmkxuk,XQN12718,3.0,2.0
,,Laboratory Corp. of America,,1-744-027-9877,United States of America,805.0,hcvbljrmcubcllgvnbejmusiagumixudbwftkzyixfqsldfewubcgnaju,Bysfp,Rrhrfcevscgqgpptj,3353.0,Newfoundland,U,Idaho Falls,M,1.0,31.0,,UWXLRQFQHEOQXOALCIUGSYGVTVCXFF,Rrh12719,0.0,7.0
,2709484.0,Cimarex Energy,iattogmiqqdmwvzppnkjoviviocrpbdtogobnqsjktwkeslgtteawtskrqnosyskeoxsodqaxvt,1-196-001-0723,United States of America,,Iqtdvwsudnbyflwhatpclwwqofwebnofttnizcbqhcvkswucwkcfuioxgcdnfkjpqgfrsoxldztaaq,Tvbhgpvtlmi,Grufpwjqjkjm,180918.0,NH,O,Denver,S,,0.0,,tmwcqmefn,Gru12720,,1.0
,90630.0,Enersys,Qitvjofgpmkjibfueugbxjrhsaazntosoesnw,,,576.0,rzbcxottdttmkbwnzhjozhwnnkbdzgvxfxuxtdxembmqqdkbmeccqmifme,Fcfzjinicjo,Xklartfiic,221425.0,SC,O,Oxnard,W,0.0,23.0,,Udoiqzoq,Xkl12721,0.0,9.0
,128206.0,World Fuel Services,smwxjqogjhvjufqmpnw,1-235-220-2577,United States of America,809.0,Ekmyofvicnpwdnjvvbrqruwdsgpgoavsppyiwshlaoeaakiwrkuwxxuwbycuvaypdlqrfoogkxd,ZBBSFXH,Lcgtiinanaouu,143235.0,AK,R,Boise,M,4.0,97.0,M,Rgloqpbgbqaasmodxpwseztw,Lcg12722,2.0,1.0
x,463510.0,Hawaiian Electric Industries,Tlwlbtwdtnpwgvrwauxaobsvbesupepouqlaxykgagksdudoaqidl,1-683-595-4847,,830.0,Zctyccwsasvlo,vtmpxkzbub,VCQBTSARWQKFF,325005.0,DE,O,Huntington Beach,,2.0,74.0,g,pfuarefoligsjcmtaghesp,VCQ12723,1.0,2.0
,1158961.0,Children's Place Retail Stores,Jofmpljjcokrdwqffrxozekaoktzeqwvffcgrkxqwrbreqcjwtximhvnztovqiasnsxuegfqvq,1-145-843-1463,United States of America,624.0,zyehqrcoaiqmvqmbmvjzcqcffbsdflmgsdcsxirsowjvmmlfiznorlff,Orsphbxm,WXEDRZDCHXYBU,146854.0,AK,O,Billings,U,2.0,81.0,,btfgdko,WXE12724,2.0,10.0
,1656178.0,Administaff,Ptgkwjgaujyccapghjizixwtfxihkqupjiiqqfcjxmhdkeqbuovdodtlxjbj,1-134-930-0241,United States of America,303.0,,eneeettxdeka,Kzqsyqonnn,70684.0,Manitoba,O,Hamilton,W,3.0,3.0,,pmahueafkkbjj,Kzq12725,4.0,4.0
,2373768.0,ConocoPhillips,jyknjdieyzucbbjsekwhlqxeqpjkxxuynaldniqtfvrwlfdclpc,1-837-165-1804,United States of America,337.0,Sjpccyyarzop,WNDPVNTWPAVF,Bcrtykao,71920.0,AL,O,Paterson,S,1.0,45.0,,OLAWHVUQJBFPPMKDWBKWJV,Bcr12726,2.0,10.0
S,3672224.0,Kelly Services,Czboglmtalvwgdjlhrxlwxrkzcn,1-341-891-6276,United States of America,418.0,,Vnigr,MEZZWEFIPTTER,,OR,R,Fayetteville,M,2.0,,,Tbryjtljsq,MEZ12727,0.0,5.0
,2519490.0,Unitrin,ofdantyim,1-034-953-2553,United States of America,700.0,MJEBCQDNXHSZWTPGWNWFKELJFXKSJDYTIXRWXXFGZWPOSCFQSMJUUZP,Gggncj,jnpbgvqocgtrt,22804.0,OK,O,San Jose,M,0.0,,m,Bnkzsstawvjfwxoekhodnzfmmiaav,jnp12728,3.0,2.0
,2409054.0,Union Pacific,MMHOIHYFPBMNJFXQSGAIMDHUDUYOIJEQGVPTAOQIKSBNVDIOSEZIWYGJTCWLSAYNNUU,,United States of America,589.0,Ebsdnslqswdcjifwnbkquwvldgrkmjvjesekd,WOMWNU,Ehqqsmyxkpeknuwuqabefdk,170476.0,TN,O,Columbus,D,3.0,3.0,,Ykhjkitlavkg,Ehq12729,4.0,5.0
