City,Income,Phone,Age,Country,Gender,State,NumberCars,AddressLine1,NetWorth,LastName,CreditRating,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,MiddleInitial,AddressLine2,Employer,FirstName,PostalCode,AgencyID
Warwick,254608.0,1-087-914-8405,46.0,United States of America,m,MS,0.0,elffxsptlkjrhqlvrvrslofvimfcmkhmypffojhjjskilsh,2480051.0,Ftliztdjhoerjhgzmxkrnwq,455.0,W,10.0,3.0,R,,GNVJOZBTLWAGJUMKADFOIGXGBQMKS,Dean Foods,KDWRVVNKGEWGJ,FHEDCY,Ftl6744
Lexington,431731.0,1-415-027-5338,73.0,United States of America,,Ontario,0.0,TFHABBYASSUYZQCDJVXWWPNCIYPVYQGVPIKNN,3333082.0,Cxekmjpduekspzflbgsrtfhopk,431.0,M,1.0,5.0,O,,CDUQMFHSQGGD,Mercury General,Cqesrwxrucjjpcfosgbywgh,Htufqnktdq,Cxe6745
Richmond,13267.0,1-176-377-4508,78.0,United States of America,,VT,4.0,EWTTLKTKPWDLAKLUOBSLZBSAFNIQTPCDKKZXAHITTGNOGOVPNJKZDU,2272114.0,Duhuuwqqyqb,394.0,M,6.0,0.0,O,f,QAWOAFMGUOQQMRUFVRMTMRDDLZIUWACVEPTTFZFHGHESICVGNUNEJKXJKUXOUZIHVQDDE,Molson Coors Brewing,solqaeitjkzbwlbtp,puxqifrht,Duh6746
Pembroke Pines,262691.0,1-992-578-7062,34.0,United States of America,,VT,5.0,Waebqrzatjsbwylochlpdyzypniubpxypvzrtrbwjnc,170199.0,towwviqmrkvqjoxddyhpwtlrkyqkb,754.0,M,,3.0,R,I,vparqkaqwjwdjjfjugjsdotaemsuootfvrlmrqe,Equifax,Pysckno,OSKUCYSUI,tow6747
Saint John,414988.0,1-472-998-4399,49.0,,,NE,1.0,ZKLTQXITYERHSWUVLBZSMXVISSUWAT,3859588.0,Kgmzxcisteyfrhbz,396.0,S,5.0,2.0,O,I,xbzglwbjqjoduzreclqwiinmuoebolajnh,Liberty Mutual Insurance Group,Xahtdsgkswkbaikiktp,Qvupl,Kgm6748
Corpus Christi,479912.0,1-887-125-7381,25.0,United States of America,,TX,2.0,,3237879.0,WIEBQCIFYGHGJAGZMPUQRJBEBJJ,301.0,,10.0,5.0,R,,Cizxnrckbcljzzxxxhohijgrlyfrqdgwqddeolgmlbscpgnsddmncqvoqphbvpmdosqoznln,Snap-On,shdru,ihtfcsj,WIE6749
Lewiston,196325.0,1-558-405-6958,64.0,United States of America,,MA,1.0,Bcualwpyeolaooapesoyxhocbpjvqwcfidgthpx,1360789.0,FQABYBMTIARGTMPKEMZ,646.0,S,6.0,3.0,O,,Fmviuyjoelazkgzbehyd,LifePoint Hospitals,Wjydpumajeebatvzwzyawhegwr,Uybcmruwexj,FQA6750
Tacoma,38934.0,1-361-591-8543,50.0,United States of America,,UT,1.0,,3923469.0,plzjqgzsdjlotrouipn,665.0,D,7.0,5.0,O,F,,CVS Caremark,Lbvrhcblk,ycxdhdv,plz6751
San Francisco,343.0,1-269-113-8314,83.0,United States of America,,ID,4.0,Jwwzdgkhuwwzgdpodl,,bnjeqpifadrmhwswetjotmujowhfdt,635.0,W,10.0,,R,,Wxydppkojbjnnozsscbqmgwkvnikubwxahogfhukcoduwjgdfpwahjndsm,NewPage Holding,EZMZPNPYIGJSOBFDSJY,LXDMIGXCJUQ,bnj6752
Winnipeg,442741.0,1-939-064-6469,40.0,United States of America,,SD,0.0,CTPLMDDKWFHNXIDUSQYPYUSHNAVNSGHCXLOVEJTBI,3041338.0,Ufhdnbdvzav,566.0,M,0.0,3.0,O,u,Vlnaavkzwlcdjn,Kennametal,STPGYEZKIKLGSODMT,FKKVRTLO,Ufh6753
Warwick,243377.0,1-570-920-3696,54.0,United States of America,,KY,3.0,Gkrdetejbdljutzlkifsrywqjrhnpwdqqutbutiymdulvvzxheml,1656448.0,BFGZVY,392.0,M,,2.0,R,,Yrcwzvidzughbppkddqegnldguadttzsnjgwjjuqxbed,H&R Block,gccirnx,fcuyqg,BFG6754
Beaumont,54384.0,1-173-320-2001,,United States of America,M,Ontario,2.0,Xnobdoxhnakijdkohhurwby,933904.0,OFWGRIQAPYAWGOK,517.0,M,7.0,3.0,O,Z,Jdydsxrnwxulzmp,Tesoro,Prxbrnsnadcmdswszwr,Arksjlho,OFW6755
Hollywood,183485.0,1-651-167-4164,42.0,Canada,,UT,2.0,Olduiyoytqqbfkmkwztnmexiauymmembkaf,3752005.0,Fooknszpyfggrxwwbjaqpqaxgfumck,465.0,M,9.0,3.0,R,w,Fxwhzgkjgcirajjubfkmytqselixmxskpoqeniqjwiiedqtillebvpzpaydvlnidkjqvouyaov,LSI,Hcgotkdawuviseqyeiengmcfs,Udpthglmgw,Foo6756
Little Rock,95823.0,1-145-816-2161,48.0,United States of America,E,NE,1.0,ecdhzzqhslojgbxyhsrplfohirmcqcudejohxuvvzkhuscxulxetyzhqefaft,1151011.0,tqxcaxduqqtbdsje,545.0,S,9.0,3.0,O,O,Mtnilguhbnkdoivfkajqvfnpgwchglzaapqjfkfqfzhcxroegawlbmxrfijq,Whole Foods Market,Fortvvjrzwxgihgprctaey,Tdczshp,tqx6757
Sherbrooke,415050.0,1-635-633-4349,64.0,Canada,,WV,1.0,Vzklgekukwwejpmnbqgqeibuepoylaunbuknubdvaakjravopknhwkgtvhb,3784260.0,qoljjxoxdlt,718.0,D,8.0,0.0,O,,XMISQLLRQXMXJLURUEVDUDTCGMQQRLLMTZLMILSAIGGPWN,GMAC,mmelyhlbnhsebjtqmtwasyrg,JCUDHVB,qol6758
Durham,83015.0,1-710-717-3251,12.0,,,LA,0.0,,1940448.0,Kkroixzzqbwq,766.0,W,1.0,4.0,O,d,oumjuprbrmfmfcpfmiaiwhbukddafg,Airgas,lnpktswclccnrprenmq,Mtbomzdsnaq,Kkr6759
Kansas City,240605.0,1-012-189-8287,62.0,United States of America,,WY,1.0,VCDQVSLBUXZKAIERFOUPWGQWPJNAZTOXJTWIGKWEALBMZGTZMBTOFTXTMLSSITRQNXLYRRJDF,3066263.0,Xliqvuigsgadai,361.0,M,7.0,5.0,O,,Rlsmggyzkoirtlpspnsthvkcqizizpajfxwayg,Spherion,Hpdpfmjsmtnoshjcbunhgggaqx,Coqjaacixm,Xli6760
Sandy,495697.0,1-431-245-5374,92.0,United States of America,,RI,,UIZHAHWUHMSUWWWQUFQNGECEYTAAOODRNEWCCMQBLJS,,rijdtd,814.0,U,2.0,2.0,O,d,Mujddcawbeedkjql,MSC Industrial Direct,Wwrtczcknmavpittyypfuloeomnub,Aubhpjswf,rij6761
Rochester,269744.0,1-529-441-1529,47.0,United States of America,M,Saskatchewan,2.0,Xdeqodiudbmverhxctlbfhxehchulfnliflqbvxzfhxpuylsaqlgxwnhikj,2080390.0,Gwcxxjkzjkmojrdvsxtlisjtclbq,353.0,U,4.0,5.0,O,,Nqljvtrtqqrgqnzgfarecglxseqsgnrslglruwbdkuwbmafzpkoabkmhairqhfojwhddux,Colgate-Palmolive,rdtgnqbdunr,Xkxroecetd,Gwc6762
Stockton,95524.0,1-179-630-1474,18.0,United States of America,,SC,4.0,IWOJOI,1032071.0,AVWALO,615.0,S,3.0,0.0,O,R,otvrulfkwwfjtyihyrcpeolwlzodydglqjyboazfraaxerotsjadrite,Molex,Xnuohnl,Rvzodjoi,AVW6763
Saint John,349394.0,1-675-029-4738,4.0,,,CT,0.0,,1200996.0,Jsgvhnvrehqmrhmfsxuxaeffbozv,440.0,M,5.0,2.0,O,,Zdmefigkyywpfbkqloorphrdkoibwzmnpfjeremqntlidoxzaeopgrcggmqdvokplu,El Paso,GFZJJJSZNLLBRCJXUBWJDFW,Vmcvej,Jsg6764
Philadelphia,218870.0,1-934-274-2857,93.0,United States of America,F,VT,0.0,pqqkfvkwiorxqpebtqonqmaofxz,,XTAGQTIHEVLDURJAXKTTXEY,567.0,M,6.0,1.0,O,,Yovalmnmvtar,Commercial Metals,nofaiztxgwtkcikqhxsopxgywonorc,cbfxzg,XTA6765
Hull,190722.0,1-479-511-4816,99.0,United States of America,,VT,5.0,Ahibshobaygwgzfpkjvessszjakkgjomyomqlpkmnofpqulriogessnrtllpmlgtutoeuegna,523366.0,IAIGTCBPKTNTPEEU,307.0,S,5.0,5.0,O,,PSJBDSTLCOWMDDUGQTSALBOVVMBPVHNIJEUWG,CVS Caremark,tthtudbj,Pjwrty,IAI6766
Elizabeth,83150.0,1-151-839-3264,83.0,United States of America,f,NJ,1.0,FQBGLPKEUNDAVIFWNXHFIZIFUGSIZMYNTCZRXVGAJPABOIQJRP,1601417.0,Hqftlydkgzbnrgywvbzlksor,,S,8.0,0.0,R,,Fdsyilapqcguampeteodbjcucmgozsptoibakpvstiozwutrblnyeioacximn,PolyOne,Tpmqpkeqdfc,MUHAUVPPZ,Hqf6767
Sandy,411908.0,1-080-483-2938,82.0,United States of America,M,CO,4.0,Zumjvkbrvmhaugqouoxomyoxomjmhdlxuquwjqurtaeas,2129458.0,DYXUOQZLGJYMEZCCQWCHMRXTF,846.0,M,0.0,2.0,U,o,tzoyzfejbjkrsllxomdgclzpybqmnz,Sauer-Danfoss,Qsmkcggbakavllsdaurahhlthji,Jpvsgzoaonw,DYX6768
El Monte,392999.0,1-056-881-8944,89.0,United States of America,f,AZ,,alxnkfkefdzcrqytftdmppkqdilmztkuh,3582076.0,wledxcmpua,815.0,D,9.0,1.0,U,,Pskoavcrwcbifgpmqhesjqfygybraowbfngsyxazfteqmgvnqhvqasqqgpxp,Flowers Foods,MAIPVFHSDWHGTWCDJXYRYUQWPQ,FDAWUPORJ,wle6769
Whitehorse,166071.0,1-687-556-2249,70.0,Canada,F,KY,5.0,XSISCYWWBQTCVWVHIWSDROOSJPHKDLASQHRXKARXJARKLZWSWQBLWHLSAHXPGEPJKALGAX,3605085.0,CFTXFUOHNPQOVLYNCTDKLBJYUVRLRJ,336.0,M,6.0,5.0,O,T,cwcsnrinxihagkqmjwjhmeacn,Kla-Tencor,Fxrvdwkugzyxdtqcnxwmrjsgwjsnkx,ZBOLXHDFP,CFT6770
Orlando,93781.0,1-737-689-4556,31.0,United States of America,m,AK,2.0,Oaopfvnv,840974.0,TZNGNQRYZVIRKYZRBTXWYKHTFYLQZ,505.0,U,4.0,3.0,O,,ewnffneslalkzqlngwiuikbsimikfnnbflwzbrocnpyvtjdghnkwgkyiharieypimrr,,Cltbfgs,ioxayoum,TZN6771
Paterson,215526.0,1-493-056-6573,37.0,,,ID,0.0,AONARNS,1027279.0,Kyiuvix,674.0,W,2.0,0.0,,y,Relmxacwpilsuitvgctjqcpkvankkpctvzayshjbbefkqhhuiwcptcyddztxbsdwjep,Rite Aid,Eunxwkceifyxesjhfzpotpsqmsfp,,Kyi6772
Lafayette,221031.0,1-015-586-1836,47.0,United States of America,,FL,2.0,btaschcyxlecrmtfaitpfceeeuwpcjhgxnkrkfzdambrsdvfetcfuwocrnmpgfplzjytvfdosf,,Wbvbfefxnvjntyhhfvhceao,546.0,M,6.0,3.0,O,,Iothioryjgdapeylazniulzjkiofrtqsx,Microsoft,Bidthb,ndyweoc,Wbv6773
Montreal,208219.0,1-933-374-8254,64.0,United States of America,F,Newfoundland,0.0,VZZMUXIXKNYONQBQHNGLEDDQVQIRWUOAMHYW,462428.0,apeusgyndhlq,439.0,U,1.0,1.0,R,,Fxecrtjgkqywguxhioujbaugdkopycqhatjpzwlqrftsvjtuofccozpkfapuloieup,St. Jude Medical,OEFMTSWEJTWQO,luhpsskkxv,ape6774
Rockford,487752.0,1-074-501-6079,67.0,Canada,,IL,3.0,VQMWXOTYOXGSGXMUQPSHZZRADQCVVFH,841291.0,Ebnnccxmhtmqrhuhmigbdknmzeu,580.0,M,4.0,,O,z,Ivmivspgpzhgyksjuhnjcpidl,NiSource,Ryvkiowthyqpysvdbq,Srjjsc,Ebn6775
Miami,41551.0,1-404-039-8516,13.0,,m,Quebec,0.0,dxugmtszcjewniwqiutjbugyolsmssqpxirhucjimxjiptrpzobsdhuyknwkkscetkktpz,29551.0,Rknewyjk,341.0,U,0.0,4.0,O,,nvzmwyaqzutnfplfqpidzifxglasswzmcflffcon,Pool,WYMWPITEUHLFKNULBXX,MHWJC,Rkn6776
Indianapolis,287718.0,1-206-843-5368,13.0,Canada,,NV,5.0,fhcljnkctgmrcvoi,2795494.0,vzlhvmob,531.0,S,8.0,3.0,O,A,Ztcyrmctfgqsqkriocgtpldxvhvnrilcuigplkygixrewfdewcdtqnzsdhuzaejqlgtugt,BJ's Wholesale Club,Tfljbre,IWKRKRIW,vzl6777
Mesquite,314423.0,1-098-803-8942,71.0,United States of America,m,WI,1.0,Vapajcnkcvmgkzdksndjbjayybazjpnwnsbglxckzeeowkttbfwoozotigqtjlzrkuffe,419421.0,Piyveqrryshsxanqjy,420.0,W,1.0,3.0,R,,NUZZGYDBLAQUOLYD,Xerox,Ssyibchhhcfqtocynosovu,Wyrqnkmonyc,Piy6778
Seattle,176322.0,1-115-127-3228,39.0,Canada,f,HI,4.0,ezfsltfpvisqp,584888.0,Axjbzs,686.0,D,2.0,5.0,O,X,,Exterran Holdings,rmuonritoarxvubpyccxk,BFHAYYOX,Axj6779
Springfield,305217.0,1-529-394-3189,71.0,Canada,,Prince Edward Island,2.0,Bosuuuyifzulqszwduucxmjj,3100021.0,Lholcfyyoulvgljrxfcri,340.0,U,8.0,1.0,U,,Tqyhyouwsqo,Belden,WNUKQZFCJDIGKJWFLSMTUUXY,IVFEMVKZ,Lho6780
Wichita,19969.0,,88.0,United States of America,,KY,4.0,cagkvmwxwvqof,3909596.0,WWNLAAD,819.0,U,7.0,1.0,U,,Ebygjyuootnqdandiuzfbiwrztfyszidyzub,Brunswick,ehaqeefbastrs,,WWN6781
Portland,411399.0,1-336-510-0295,42.0,United States of America,,OK,0.0,Osillrmoc,3563209.0,Wlqubzwskvgakgbytpcyqan,436.0,D,6.0,,R,,Zbmspowjgijakuhkabblidtbvcfvpmaflciipjyegbspxafsuvajwwxaefsgmquxqgjwimxtrsrwg,Newfield Exploration,vnosqoghocpwzeppd,Epapticaqffk,Wlq6782
Colorado Springs,63107.0,1-220-896-3651,41.0,United States of America,m,IN,0.0,Cbbecdqxxwzpffseboyjdjuqidfwbutwunvswbnjpwaltadyfxfkggaxsroaxbqmjvhi,221411.0,Xnhxehrupbqpnqwpcwd,711.0,S,5.0,4.0,O,i,,AmerisourceBergen,IYGFPSCMWVDWHAAEK,Thpyuneosu,Xnh6783
Lowell,296582.0,1-435-266-7958,58.0,,F,MI,3.0,BWWGBKXUIOBFRQZBUSNMCBBQWHXFQJTPOWKPPIKXNCSQZJLGVCJYGTDFQZFXDIQYQIUSNFPSXKIZU,2398575.0,Mifabgfsdui,307.0,U,4.0,2.0,O,,TRSEEFBHYBRSCJWDPAHFIRTXIUSLVKLTRHV,Western Refining,kpptsnx,udmkrcnltojk,Mif6784
Chesapeake,197293.0,1-479-049-8999,16.0,United States of America,f,MD,2.0,ddqarusgtwhldjemftkejqvkegqjhjsgweyiaaqmnxrfszukbeopi,3264872.0,qkdgfvfhgtowk,482.0,M,8.0,1.0,O,,bjvfhmhvaynsfajrvxiehhftxebtnhsephnrhluxikivpvgahbqemykiapnqtwfm,AK Steel Holding,Bojwh,kkebvqdey,qkd6785
Santa Clara,204468.0,1-106-464-9282,95.0,United States of America,M,Prince Edward Island,3.0,Lpykokqigvqshefmgxajfltrfkzfowyqhogegssidoicmqgn,2609352.0,PBLKBLQGJDEDBQQYRT,842.0,U,4.0,4.0,R,M,Cfqaqyscquelipn,Health Net,mdmmermgl,tjlblmsw,PBL6786
Biloxi,32023.0,1-880-457-0882,27.0,,f,MN,1.0,wghqjmonhogoguduwlomaytdjsvobge,116208.0,jajkjfezfnguccieanycznoqlxx,732.0,,2.0,2.0,O,J,htkqnzohfafzpdcsmibjqiyuhstrrlvd,Avis Budget Group,LUYFTDOXWCZJLWKJIZHSRSFQQZFWLY,Rgbskaqajya,jaj6787
Grand Rapids,317709.0,1-256-603-5967,25.0,United States of America,,OK,0.0,xnbzciumbqcmjnmmumdpsoyyywjzbebkrrmqlflt,3984021.0,zrbwijefkvccqoua,428.0,U,8.0,4.0,R,c,RQKKODJHBLVEBLWJUMXGRGNNLSXWQALMUNCCUCKJJSGSOYWVUGEHREHEXQVXZFLTU,Iron Mountain,Dvsexoyynpdyvjsogaoeoqi,SUWRJRUQQKO,zrb6788
Alexandria,205867.0,1-092-037-1183,59.0,Canada,,MI,4.0,EGIDLCHQMIEPPLYNCFHUSGQEBTTZZXJFNVEMMGLLKAHG,3087278.0,Lyapcjmuspjg,635.0,D,7.0,2.0,O,H,Adynycvxjrdnao,Parker Hannifin,Oicuuwarjxydyohaw,,Lya6789
Yellow Knife,45497.0,,5.0,United States of America,m,VT,1.0,pehomalwstdntbusrapzrobsjaxnhnhnpjgqmvhuwd,2307497.0,HDJXEEXSN,491.0,M,6.0,0.0,O,K,kjawutajtjlpgvbauhqgcivepgcstfinwhzces,First Horizon National Corp.,Xefkggsgentac,llpeow,HDJ6790
Overland Park,201572.0,1-984-230-5506,88.0,United States of America,f,SD,0.0,Yygxlnkwrdfuegdzlvilhgbldhqtfpuommutjwvnzhxsneemeqfekfoexzhejkg,89072.0,YLLFFISOTDGOTQORTJTGXQWVWSVEUB,700.0,W,10.0,4.0,O,,CGTJARMONKWARQLMEPKZCKWGAUDVFJFSGSVKIHHJRKMFHOWZLKIBCBPFKVNACOPDNDRGH,Cinemark Holdings,ektfkjiedfcqyl,gyrwjkjunxut,YLL6791
Winston-Salem,66090.0,1-247-551-7313,98.0,United States of America,f,TN,1.0,fziryslreulnkbvlohqkblyzcndffybwhtkycqwxenlc,,duhfginhwj,811.0,M,4.0,3.0,O,,BDFJIQSYVDQGSARHCA,Northwestern Mutual,Erblawvxhylxw,Lvqttlfx,duh6792
Winnipeg,235468.0,1-432-854-1502,98.0,United States of America,,Manitoba,0.0,Bouaggarssgfzydzunvsk,3506341.0,Pixlsequzs,726.0,M,10.0,3.0,R,,Tkxnjrgmachzourl,Brightpoint,UUIFFAOX,Dmgkzqbv,Pix6793
Coral Springs,308658.0,1-380-230-1342,89.0,,,NY,4.0,Crffupjoivybekeflepqxpwubfuhgptkgpwqpovdvgntsjdilza,,mshetlwwzya,367.0,M,4.0,,O,C,Dnwujcffubxhoykrgnvhnnsehppciijlzraabghkaosvsw,Edison International,EKYGWCUEWBVMQISWHGHJHHTJMDIMC,Tnwcsuscj,msh6794
Fontana,144304.0,1-523-862-8392,51.0,Canada,,Quebec,1.0,Atwwyxjyncjrnixfhhmkrfkdwckoxhnrdmpuxnqryjqdz,3812158.0,Rnvvymtkcvehcmfxrkldhkfkufng,738.0,,9.0,4.0,O,v,Hxvuugcucqmeyhtsmoeqtmchsazelktjzdilupqzwxkllltqvisaucclakgrusobdrpvemdmseobvb,MDU Resources Group,RMFSPAF,CSVDSSZXGSNT,Rnv6795
El Monte,160658.0,1-197-153-2682,87.0,United States of America,m,TN,0.0,Pnwsodbbejpjhmymckkrzputhopciglpfyenmuwafdsoarsbgjlqbedjjsagfyqhy,1941068.0,Qkhrgszpm,568.0,U,4.0,1.0,U,,Wtwzpuntxlqy,,Apbcjmejzcuunezkzuwwtbdyat,Mjjsoqq,Qkh6796
Philadelphia,214487.0,1-029-510-3165,48.0,Canada,F,CO,2.0,AXTENZBGXTBZLDEFPQDMAETWOZSWUGOM,1257595.0,Phexosjxanttbmgebhjz,798.0,M,8.0,0.0,R,,Hcrmxfcuuphzitsybksujwqhjitdwxzjxbuewotgmlrpsjvr,Questar,Znlmkjatufrixjlrykflnvqnzpvv,lmwzb,Phe6797
Las Vegas,441555.0,1-283-221-0826,65.0,United States of America,m,NM,1.0,PCRVCHPVNVGUIHVQASOYDGDHSXEVLJWJY,531994.0,VMQYLYQPGZSZEVXBHIAZSJBBFV,476.0,D,8.0,5.0,R,,Ejmitfiftybmsokdvpqrubeanlybogblckjifvzmzaqokj,NewPage Holding,OMILBBGLPXTVG,UMCRGTH,VMQ6798
Cheyenne,431564.0,1-350-457-6318,51.0,United States of America,M,FL,1.0,Efhsvmvbfqqtfhxndehobadpiocafysrprmvrlabxttpavsjwvbfjkjgkxf,2790247.0,AMONQDTWDCKGIHJHXOVQXOOVWJ,792.0,U,8.0,5.0,O,,qtxopoiooozeplqcjb,Pantry,Vcryscwyrafozhghbjdvd,KHEBTDNP,AMO6799
Lafayette,242161.0,1-005-551-3441,88.0,Canada,,ME,1.0,NMCQR,383580.0,lfhpdmx,636.0,M,5.0,3.0,O,,bplktrgjcwlexsucypuosbwrhqgnkuxewkuxvspkqnnhnuj,Texas Instruments,GKKNKOVDRJHAZTVQSBJDWKUUQGT,nfnajzc,lfh6800
Milwaukee,419465.0,1-941-386-6584,32.0,Canada,f,DE,1.0,Ibethksuzvtrqwvzfnrvicenyrobvdynxtqusfogruvgduggdvuymskpqcpsgm,680091.0,krfkfjhldu,764.0,U,0.0,4.0,O,R,Vrfxxwpeecdwoqabtodczrpepgflgocwxswidpxbqpvhbabhlfnxhzv,New Jersey Resources,GXJZDMUQNEOIKMFQEQL,thbud,krf6801
Wichita,446067.0,1-291-019-9394,72.0,United States of America,F,VA,1.0,ZSHUNJPHH,3195007.0,Btxtlguquvithqvpohfi,537.0,M,3.0,1.0,U,,efzdmljeizavahixlrkgxqfnqzzndrk,Humana,vredmhshanpaenrkehrrmotrx,Flhax,Btx6802
Yellow Knife,59937.0,1-710-647-6861,62.0,United States of America,,VT,4.0,Stlwhrmszxuhfunvxuxbtiramjceubmdaxmcwuqrrbholvbrhfnmqrutof,2680913.0,Yuxxr,303.0,U,0.0,,R,,SWUALLJUUJOCVDPMOFVHWUPPFAICEGQOAGJTNHSJKWNPFRHPQIXKJXASNGGCCPN,CA,QBEIRQMGVF,Apewuvg,Yux6803
Topeka,344443.0,1-952-783-1321,78.0,Canada,F,SD,3.0,Gqnueigpfjzhrgyjqofdxylilpztcyljlmlookgzqhexrxqzyulcrxonnwwgqtfmogvbxyerynrio,2222881.0,NPJUBX,506.0,M,4.0,2.0,O,v,Smyqhdtubhgfxemoysdspiajcmnlzctmgxdytmqhbakssdmgxehvcjy,American Axle & Manufacturing,Xxukamfsawgiljtd,IWRCOFGB,NPJ6804
Shreveport,126712.0,1-481-836-5200,86.0,United States of America,,Nova Scotia,5.0,,2803153.0,xkzunccakuhesfhnhzkypaibscbuqm,356.0,U,0.0,1.0,O,,ktgeyjcodotmtqkbalhglrhpzjatlzmegtnsdgnptbjkuzwrfyrbcjsu,Dell,Ikgnodksnkncahrtd,Mfdokeklb,xkz6805
San Bernardino,210548.0,1-751-587-2419,64.0,Canada,f,IL,5.0,ZHTDWOYGQBDSYVGHZCOGTBBNPBDJMJSATJCTGCGOMRUVAJFOXMGCIWRFKVGJOF,3942787.0,objzchimvitv,677.0,M,3.0,2.0,O,,Lfycxctrkawchtkdzdelovexcmxcwrmitzw,McClatchy,Hfuabuhwgpfqzoqccmepcnxx,NLDWKX,obj6806
Fort Wayne,340763.0,1-242-815-6288,86.0,Canada,,ME,0.0,rqmulednghktwsajkbzgnkjbxsgpgzhepxwyv,3984242.0,qygbemfnjgschd,837.0,M,5.0,0.0,O,K,ltjsqgbwojlmdftgjskrooqgwvfujknmtfjzmmtlsr,Oil States International,Qbgiioeeri,JHTON,qyg6807
London,121448.0,1-302-703-8106,0.0,United States of America,m,DE,4.0,omnghhc,1757349.0,YDILLPTENDNCFNNUQBW,526.0,S,0.0,1.0,O,,gdtopuuefoecdlelaztfhfajsbbjzygh,Schnitzer Steel Industries,Vgorbsfj,zooxlnimpj,YDI6808
Chicago,38281.0,,43.0,United States of America,f,NE,4.0,GPAXZBKKLKDFGXWPMOKDJDBESWLQBKTRPONBDPLNCQEWGIWWUZWBCFMEOLDYLH,3528295.0,Sownsqbjeiinpuwh,371.0,U,9.0,4.0,O,T,KQZYHHDUQJXSNLXDLFEIBDAFULCHKSTRSC,Ford Motor,Rzgclcgfpcfe,Muydotbutj,Sow6809
Rockford,387962.0,1-899-736-6864,13.0,United States of America,,Nova Scotia,4.0,Kgagpthrrqnznqirindpjcjwtmfbytuxhquhrnpibqwjxvtpylrhdwaldkrugevps,950607.0,Udkssmel,304.0,U,3.0,2.0,O,B,drsmfybrmvrmnmjgyhdfaghwkglznvgyqcjdqfvqpneotodtqgtmysasewdfhsjwi,Cigna,viulepdawfppdmazsqpcj,PCJVLYBIOQH,Udk6810
Salinas,388741.0,1-691-185-1745,8.0,United States of America,F,Alberta,1.0,Wwdqketknzhzprqigxtocujitaaxfnmceviaeilekouneoihqxjvmvwsd,561457.0,Suwrabs,,U,8.0,2.0,O,F,kwthrjnqevn,Westlake Chemical,ORSSVCSSPYFTFJJXGFWGRUP,CEVVQERYLSV,Suw6811
Columbia,88407.0,,0.0,,,NV,5.0,qxugrehowxswbpzwgcgwvftkpgyclvregihawlgkwvzegbkmphqdxybftbcav,285892.0,veuhidwuejshdougnmbiqppxgkrsby,318.0,,1.0,3.0,O,,Neneoxkcfgqigi,Sunrise Senior Living,BUWUJ,zucdwzae,veu6812
Louisville,135442.0,1-545-619-6255,69.0,United States of America,M,NH,,Vowibggyi,1673415.0,Gmyuakuioonep,450.0,M,,2.0,O,,GMTCYKRUGE,Consol Energy,iiqeq,STDTU,Gmy6813
Kitchener,398074.0,1-687-870-6026,25.0,United States of America,M,GA,4.0,Wiranzatlxpkdvqywjswjhskzyjgfjsucbdwedwov,3259237.0,Zaxsoknvuwt,638.0,M,7.0,3.0,O,B,ppryffwwsrvmwaazigalmcfgdwedvtzgxldnqrznbylnjccnckyndwtuupsbtbsakoue,Sunoco,Fjlogceqkzlxsjxef,Kckep,Zax6814
Grand Prairie,208569.0,1-627-622-0865,8.0,United States of America,M,Manitoba,0.0,Wrhvnhikvpbmevnvqqggwqknv,1898642.0,BKWNUXPYK,598.0,S,5.0,0.0,R,K,Rpahcj,Unified Grocers,UMULPPQUQYUBZOJLFOFXYBSFMG,PSZYVSKIUG,BKW6815
Wilmington,96025.0,1-285-567-5880,2.0,United States of America,m,Nova Scotia,1.0,Izafhpznkdhjadzgwfkvcbclfbejwtbtdhqsrkwqlnjflblwghimdftrxwvekd,221880.0,Nbegysum,302.0,U,8.0,4.0,O,,Wfwsncckpb,Affiliated Computer Services,Jcfhekpqchfqwyofium,Bvdwpwqf,Nbe6816
Huntington,,1-410-219-7194,55.0,United States of America,,FL,3.0,,2725021.0,Clrffocgttdekhsbgbspucc,571.0,M,3.0,2.0,,,Ffwljjddfowxvobqhccfd,Entergy,JWAKB,EJMNU,Clr6817
Fargo,487416.0,1-256-956-0120,14.0,Canada,m,RI,0.0,yrabpnkpobhahkoffewmcumjfxdzppchsgjateppdeodwlthylimwccblrizkaraixbfasaiva,754994.0,rcivzvdhqijoetlelgddake,760.0,W,0.0,,O,,SEPENERARXDMGXLWMIWRMDVWIFMRQXDGZJMBBEL,New York Life Insurance,KNKSUCJBSP,XCCZVDLAZGOJ,rci6818
Jersey City,424260.0,1-184-565-8795,38.0,United States of America,,AR,1.0,Kmaypafhwmyiovynhcawtxkrbwoxgrpaqblklftxnmllsmulukmpansbvztanbyqfouchzmkqfckzms,2469139.0,GAGHQIDLXQYULJ,747.0,M,9.0,,U,,Gzqolbiuwlauoynuqskjfiamrvgxveziogxwdxcwavbsjcpqmtoakgzhbjs,Allergan,Uafsgobnjmipxvvytqzth,Rmixhvh,GAG6819
