pstlcd,ddrssln2,frstnm,ncm,nmbrchldrn,ntwrth,gndr,wnrrntflg,cntr,crdtrtng,ddrssln1,nmbrcrs,g,mrtlstts,nmbrcrdtcrds,ct,mddlntl,gncd,stt,lstnm,phn,mplr
mlozku,Veakvigfrseztepnjs,Ljddkaooolsanarkxitgspyjsmng,98555.0,5.0,,,R,United States of America,404.0,Jaokgosuwmxfljygsfshqvmlhwnounzczynfcbjfmiasycmbssjbmonmpglshcezpgu,0.0,99.0,M,6.0,Buffalo,,Tdh14557,Saskatchewan,Tdhundpgvlremldaaawaxnn,1-032-166-9833,Qualcomm
Ozcfs,Pyzdwlmbcpmhcrktlmdkuajoxsvnxsowar,Nhujypwpiwqovnzrn,212562.0,3.0,,,O,United States of America,387.0,BBMHNTZXJSINIPKXEAWNGWREKSBO,2.0,81.0,U,3.0,Wichita,z,cxi14558,MT,cxifmrasxmtunfjhmxclwqavmrht,1-130-771-1266,Boyd Gaming
gqasleovsi,Njbxwgrkmyzssmqjlrbampebzpqeqsfpkcmhvmpjxqsre,Bprxfoavup,357194.0,1.0,1328759.0,,R,United States of America,643.0,SISVHCOMDSVGMFHVFDIMLUOEXVFYHAIYQQXZBYPVEGCQVCZ,3.0,20.0,,1.0,Fresno,V,UNU14559,MN,UNUJLWDSBNMXTZYPLJFFDVJ,1-913-119-9054,Atlas America
Usfuiphpcu,Srldoamqf,JYPVMJRBJJRIPJGWDNGDMNZGVKSOY,377822.0,1.0,1574430.0,,,,509.0,evbtzvakzyzeeahaqucvqbugciglamxsnajoniv,4.0,62.0,S,,Sherbrooke,c,qck14560,AK,qckjx,1-697-984-8087,National Fuel Gas
Dcdgb,,SLVDNO,433890.0,4.0,3191556.0,F,,Canada,421.0,Vuvgaaqebnxvelhqsxpijwowowjfjvrefgpspmtuixcyujhqmkofizcakiiqdaglt,2.0,43.0,S,5.0,St. Catharines,V,dgx14561,UT,dgxiousmniggrznujh,1-986-253-2084,
Zwcwopqvzp,qwzbzupiexukxxjytkrktdvpbstvajiommumpormpesbnqaooeuylkwa,Rkqskfassmmvcrarfshhtcaig,154118.0,5.0,763391.0,f,O,Canada,749.0,Pprzhjcvgutcvbwvvavnupifxv,4.0,7.0,W,0.0,Bridgeport,k,WKQ14562,NV,WKQDLBQKRXWAHNPEUZCMGIMSCPV,1-418-149-6900,Pepco Holdings
XFPHAKHTW,Pvptrpqnbegqxspkrgbbwpqflugffenbfujatplpiusgdmdnabzcbsmdzbrkryxcb,Tweimkf,456773.0,1.0,276302.0,,O,United States of America,677.0,Iwtpk,5.0,63.0,U,0.0,Regina,,Weq14563,NV,Wequiktqefzgnkhapzylavjvh,1-821-714-2844,Apple
Zmkfyf,Tsgjdkfvtorndcrljlhsvtjulp,vgsfno,57396.0,3.0,797930.0,,O,Canada,397.0,TVVRRODDJOKZ,2.0,83.0,D,1.0,El Paso,,MGT14564,IL,MGTHPAHRTS,1-545-095-5159,Sunrise Senior Living
,,Jdcdklwipnbmvbadzplzdsepjfve,76170.0,5.0,1053437.0,m,R,United States of America,532.0,Gvtmyhecbyerlkomkcl,4.0,97.0,M,2.0,Pueblo,,JCT14565,Newfoundland,JCTWNXG,1-640-831-6493,FirstEnergy
Zvqpw,Otupynvtrbrsveaaetapxxdhxotdqacnyzesuzbtudrlyawsazpvhxlgnbhpqvorjnwllifcqvc,Utmpmuifmxfxpuhfhdxyycx,416793.0,5.0,3839887.0,,R,Canada,467.0,Zmwlttkkqbuboojfzrbhjddxgdkezuchlobkybw,2.0,57.0,S,7.0,Ann Arbor,X,MXA14566,IA,MXALBXZ,1-877-873-6722,Lexmark International
Qyiuxtzs,algookq,Qxnvshv,209092.0,3.0,2976137.0,m,R,United States of America,680.0,cfipdslsvxpjxmaircukdmhjxwq,,34.0,S,2.0,Winston-Salem,,Bmj14567,New Brunswick,Bmjbnvdmyscve,1-842-332-1815,VWR Funding
Ixtld,jsfjlivlwtlckatjtatrsfpwmtvgqhdpprw,ZJMTDOICXZNFEVWCOV,336882.0,1.0,593941.0,,O,Canada,631.0,,3.0,70.0,U,8.0,Stamford,O,gyr14568,NY,gyrvrreyfrlwwsda,1-688-948-3033,Publix Super Markets
MBAFFF,Osktaotjrwjnpqmksaddiemirvdtuivosyreknankgsxnzmxgjliiyqlnvdnzxriu,PVJBJLFZHNTPOMCFTUPIDTHDHFMXGK,468248.0,1.0,36605.0,m,O,United States of America,818.0,Jzsepcsqwjdjeynyqal,2.0,49.0,S,5.0,Peoria,M,hjw14569,HI,hjwspncsnfutpbfgjthgh,1-050-534-0070,
Qsfee,Dvaomsketemtjygvzlgqithagoxgwbwdnquwquxtnndquxlmcvckgzhiutyihdtkfwloxn,Bwargvppablqiqtrmdzrpastkejcha,357738.0,1.0,3803522.0,m,O,Canada,396.0,SUNQFNFUPWIYYLSDSGCEFVTKZW,2.0,48.0,U,6.0,Bellevue,d,Gqr14570,AR,Gqraxyfzz,,Deere
Inhoj,Zdhocsklqejyjqtakmltakud,xqttdcnqibaxeiawlugjy,8229.0,0.0,2458575.0,,O,United States of America,,NIPTNJBMDMIBOJMZMHPFCBBBRCHWIXLUKGKGUUTUYQKPMTFZSFSVOCPKXNVVVEXQ,2.0,47.0,M,2.0,Grand Rapids,m,Nym14571,OK,Nymwjerjppkgbwbhokgiym,,Sovereign Bancorp
Wyswspiuow,Czpgehjlbjqmklohzojafdeeohsukdozhmkbtssidoaurvlonikxtguqlhpe,Zlsrrtpux,388098.0,0.0,507276.0,f,O,United States of America,504.0,QCMYKBWBEWFBKKNOKTLHNJYENOCCFYKKXNN,3.0,25.0,M,2.0,Hialeah,J,WGB14572,Alberta,WGBCSJSMBLINSVLNWOONFPFSXCQSIF,1-477-884-9901,Flowserve
Ulmjjem,Moseobcdgxybk,bsulhvalnbtdofgyfamwzmbbqnns,449796.0,2.0,834958.0,,,Canada,780.0,OZIJEOACCDSCMMKOSXMMYEYTFCLMYBQXADDTNRTELZWYPLCYYELEPERECRLFPRMKVWGEXPBEBX,5.0,58.0,U,10.0,Hampton,,HFG14573,DE,HFGZGDCSYZCAAHUNJPENOIJM,1-114-924-9596,Textron
MFLQYOF,,ppdrowhkpikmyzphoyurekuokmgu,228572.0,5.0,2318948.0,,R,United States of America,466.0,qwqbaslamjklkxkzkddogjkszti,0.0,44.0,S,7.0,Burlington,,sgk14574,OR,sgkfjpgiowoiwumihjy,1-609-407-3198,PPL
ACPHOH,drlqgbbpgeuhe,Nbyhictwfxsjbr,,,2955866.0,,O,United States of America,459.0,ZJCMVDHYWZWMOSQBTTUHEKSZWNOCIOTNJSYAOYFQQPQ,2.0,23.0,S,0.0,Warwick,,mlz14575,Quebec,mlzkdmtuzkgjqsankjbjxvwoy,1-210-343-1617,Stanley Works
Jsivz,Uwjacoz,ilbobnutnbgzythjsonc,137605.0,4.0,833367.0,n,O,United States of America,628.0,Xjlfpgokjihvwusxfhgmaavmyarvcbmaujt,4.0,24.0,M,7.0,Raleigh,,Mlm14576,WI,Mlmgxltlpzfxsokrfivflzn,1-064-980-1814,Procter & Gamble
Tlnlgwqvkhu,FYQEEWHKVHKMCTZEJGNUBVSLWKSQGNXKBUYZWAOVWZOTJACQTTURCYRIYCLHOWOBJIRQGBH,fwmurkedsulhfzhhyjk,474258.0,4.0,194433.0,,O,United States of America,806.0,lbmixqwisfytinxfmmbhuxlvviaigxzlcjsktjchtikjphcxiqffhqggbtfsfjlnsnu,4.0,70.0,M,,Amarillo,t,Ugv14577,MS,Ugvithcibensrlnaofyckcclina,1-630-734-5870,DTE Energy
Ujsyjmmppwup,SETZCDCCNYAIGFOCQBQOVXEJRZUDXSKTQBQRJCHM,cqlwziuflucysbpbimmfn,390686.0,0.0,2609869.0,,O,United States of America,655.0,Cesncviavsoffewifjanytigzinxpjafspdspehownktcsmkfwbrcwggyuuxjypdgsivyu,0.0,48.0,W,5.0,Scottsdale,,lbt14578,NC,lbtwuglndhn,1-367-620-2866,Core-Mark Holding
nayxnjdszn,CARRPCLGMZMSYFIZXGJWINRTGECIAAOVDJVVLVXSUETTITPMFBNQVT,Wsddxmtqlbe,249823.0,3.0,2191968.0,,O,United States of America,684.0,Yrjjnreivkfivspjqps,4.0,41.0,M,4.0,Hollywood,M,Eis14579,NH,Eiswjqnqdrrlwgjypsquohaarst,1-531-614-9290,Hanesbrands
crwgcvekm,,UMHKUIKCNDUKFHLPG,324876.0,4.0,3587737.0,f,O,United States of America,821.0,LMLWMBHEVPYLYDSVAUWXE,2.0,,S,7.0,San Diego,y,GIQ14580,NH,GIQQVFOYFZDZMFGQLCXQUUK,1-764-129-8453,Weis Markets
huildb,CBITKUKFARNMZJNSQSQMAUGGLUTWJZHMTJDTNWNBSLOL,TFJLBYUPVIBSOTY,326547.0,2.0,2940443.0,M,O,United States of America,773.0,Ukztwxkehwoqnvtiahbvgwpulxgbznxwnsfaefgzdjpctpgqkbnthpevhqlsce,0.0,6.0,S,1.0,Norfolk,g,llh14581,AZ,llhatrfediarlaa,1-879-028-8398,Interactive Brokers Group
,,Pygtmshk,292865.0,5.0,3100739.0,m,O,United States of America,306.0,Fyeblkgeryonrbxnevzaygufxiawuzdzfzkikeudpxa,1.0,32.0,U,0.0,Charleston,X,Ftt14582,British Columbia,Fttkaoexdzwxadknldrweoc,1-478-417-8707,Las Vegas Sands
vixyydfx,Mpoviwqkkitlyfmxhyosydfgojnxihoh,kvkhsrllbibxaxwiwanpjasdx,318369.0,4.0,1437721.0,F,O,United States of America,746.0,YCQZNRUXSGTZFKMWTNAFILOKKGOKIIFTGIMVQHMCOHNNRGNSIOCKHVTJLPVLAVAXBFDJKRNF,5.0,84.0,M,1.0,Palmdale,R,Ujn14583,WV,Ujntiuuxfptfvnlegqo,1-011-628-2397,General Growth Properties
WWQRV,zbqjedbsckgxceyxtskckktn,EHEOOVBEPXSTSGKOORJDPK,264211.0,2.0,2636952.0,,O,United States of America,446.0,Pjzaewffedfkfgcuskuvauwkqwjem,3.0,39.0,S,10.0,Charleston,,Puv14584,FL,Puvdsgljxyrksyiimku,1-701-281-7285,
JRCQOMHS,Ygsljbbgtaabusnqbfagif,WYMEQYYYFPTFFMRQRQUFZUIZNSTUAV,289076.0,4.0,2625564.0,f,U,United States of America,,,0.0,37.0,M,8.0,Yellow Knife,m,vey14585,VT,veycfpzvstkeqmehrozq,1-674-127-8910,Trinity Industries
Fshyomnotyi,Ctfcxvcumherqzbfsfbbjtwltgb,LWIXXYPZETXSVA,285596.0,5.0,2685352.0,,O,United States of America,538.0,WXXZZWPOOKQMVZSXOVOYCZQLENNFOX,1.0,78.0,M,8.0,Albuquerque,,ndq14586,AZ,ndqyszemwz,1-543-646-4180,Shaw Group
AFKIFOMXKWDZ,Rqjjnnobgpjmzdxxjac,DJDDSWPLZGS,,0.0,891136.0,M,,Canada,477.0,Gggzthfjbjygptnbabsfzwaoxjcfdutsmldwjixyfgxfvudfeci,4.0,55.0,M,10.0,El Paso,Y,Sul14587,MI,Sulbcbhbbprwkqfpxqquvzrd,1-029-447-7753,GameStop
fqcpquwmo,Peull,Hcjmlivimssvaleutqnvuovexrhspo,242760.0,0.0,,,O,United States of America,592.0,dnosevvucugsvcdczhanldyuvlyobx,5.0,51.0,S,6.0,Cincinnati,S,ZHK14588,WI,ZHKOWTRWWKHDCR,1-399-399-5101,Clorox
Qnrsigyeoikn,ftlut,Mpjqzmwxmdxakbdwuw,265127.0,3.0,3489600.0,M,O,United States of America,736.0,Kiilhvujvywcpbydmkgbbejqfrizpsuudssdrfcritoytrkaekgsybpdxtoludhdbtgkrmma,1.0,92.0,M,,Lancaster,q,ppv14589,OK,ppvrltfdmtsb,1-199-242-8503,Toll Brothers
XJOVU,wltjbeadpugjurnpgwhufccjngcco,Yacdyacqkofmdjtahtpvfmzzj,,,3939204.0,,O,United States of America,802.0,Xajjddupouzbueishxpywlpkeziefjldnnbnjgtqaipssbeabahqfzdvpuwhfxfpdebf,0.0,55.0,D,2.0,Santa Rosa,P,blo14590,TX,blocbhuztirkscgpwgewq,1-183-554-4181,Avis Budget Group
AANPB,LTNBFCULYXVPZF,Vorerptmlalv,136539.0,3.0,2684513.0,m,R,United States of America,359.0,YHXTTCHHKQVJXXODMLPZGORFTRDU,0.0,31.0,S,2.0,Tucson,M,Nrb14591,FL,Nrbvpbrssck,1-210-559-3189,Verso Paper
Jnocneutmsnl,NRIMLBKQSXHLLYGZGTINKTVBPMUSEDSRWTATERFHJWARTG,Dphvzv,469077.0,4.0,313350.0,,O,United States of America,386.0,FGTSYZXVIAILXRGHITDPLMWRHMSIOCSYXPDALKGXPTTYYLFDGVFXOHYWUNCQUNSQPCT,5.0,26.0,M,1.0,Reno,,Qiw14592,WV,Qiwzua,1-151-016-4201,Exelon
Jffhjnjys,Tlhfaihuyhkosgrpvwlxywzeqmwdkadp,Jpvobfrwltwqlpdukhielpmpcaxon,413210.0,5.0,3545904.0,m,O,United States of America,406.0,Ktwmcecnpycavhzrmvmjbazmbywshcqtgeiqwzfkzfmhek,5.0,58.0,S,3.0,Hollywood,C,coq14593,AK,coqwquxixzjiorw,1-678-957-2408,Spectrum Brands
UOGRPPDQFJM,Xsnfsktwyaxrcjiedmhscoavwedndnzrwfrpovxseoljscdo,Hnpfxaehcgwglneulov,447061.0,0.0,1065054.0,f,O,Canada,733.0,dwzjwndcvwshccempctqnsxjejscsqshdkxdkutzfywbh,2.0,52.0,U,10.0,Aurora,,Trr14594,OH,Trrdyudkvcglaeclmc,1-729-818-9386,United Technologies
,Kuomnaqkkykrplqdqdvnjnpdllyblpjuapnahcvtouvqsezgytfuchmpockstoheystneijirr,Tjwoknklnotfjqp,73800.0,3.0,3511303.0,m,O,United States of America,,,2.0,95.0,M,9.0,Tempe,z,TNJ14595,MO,TNJLIGFYGXBYFJFLRVFWZEPPIT,1-164-559-7919,Thor Industries
Dfjryywwh,Asabfgjxdegojlkystvuclubsjrqiqja,ffevznmhvyxgtw,35763.0,4.0,,,O,United States of America,308.0,Ojhijwarqikldusipwnavollwdqsjxxpobsjojtnubkmxgribftnmtqibimuchlzmxpsgjllzw,2.0,77.0,U,6.0,Gary,L,Ppa14596,CA,Ppadarvsstzpziocwfao,1-044-310-2778,Smith International
Xjolyiqpeml,Xxnavpvksydqltdndslnhekuuzriqwgsvkltzudrjhhixivpwiseipmcdypedulslxtkssdkmgpauivi,Mbaqztuowqh,277034.0,0.0,2243229.0,M,O,United States of America,,Rxjgvbjpithuuc,0.0,28.0,W,2.0,Kansas City,O,PJD14597,GA,PJDUWCAMNWLKBYOFELSKYALCWKB,1-778-988-4737,Ruddick
HZTRVYD,Adonifjepghpxquplckmuemrfbbymardiwfmxixujaljkrycvgpydwmuwhyxwbhumgmogh,Avapquxjvpyezqxaqqfjmtbbh,432145.0,1.0,3716862.0,,O,Canada,781.0,Agwxqjarkhgutgzeurivrabxrlqysbxgoztduviajqhviekxhzm,2.0,94.0,U,3.0,Providence,T,Tnl14598,GA,Tnldevfttdsyhalianeubaso,,Verso Paper
sjisv,Uvpmixldfjvueyrbgeiuffihnmygt,ZOUXFZBKNVOLDEJRAT,491170.0,2.0,,M,R,United States of America,654.0,giwniokwlesfjuojvxrfarlqdipzokrlvah,0.0,92.0,D,4.0,Pasadena,,Opi14599,GA,Opiilgy,1-062-347-1046,Enersys
Ujgxgglnto,Lcmpsnqxqxtboaspfnkimeyhxcrufylcdxcrwnjmajqphwimpofangcsirsjgtizlnvdvnjvonbm,Cosijarq,81831.0,1.0,1057272.0,m,O,Canada,633.0,VLYDKAOZCMQGXPOGERIHBUCBGUNWKHMBWMSDTEDRZTPUDWEOSDTVHIYDAMPUYDPKABTVYEIL,3.0,28.0,D,4.0,Norfolk,m,VCU14600,Newfoundland,VCUAZXRLG,,Xilinx
Dhdyorjve,VYQSOZBEMCFQHNQRFQCXLMIQYGVBTTERVTSEAMUBYZGPVRHTMWHHALGLOTJIVVEUNBOPBDP,Hhwalsnvsnxbdixtgsgxmv,304113.0,,727385.0,f,O,Canada,494.0,,2.0,67.0,M,7.0,Detroit,J,Wjd14601,CT,Wjdmzjbtbc,1-912-003-9848,Great Plains Energy
ELWHIPJ,Bigrmdsgvthnvsknqxaedktsmqqhxyyelxcqvhkypsdiqhcqsp,Lsesibhksyyqzofupslekq,408975.0,4.0,2211109.0,,U,Canada,499.0,Vnurtndbvwvlrtezay,1.0,,,9.0,Naperville,J,ISW14602,DC,ISWZWIAMOFIAEHUYXRH,1-938-926-2102,Wal-Mart Stores
LPVAIQUJJW,ljnszvnmpyfctcyqkiensbxwxsdcoxbuiotfsklgfwyrpsuvelif,XXBKONKVOFUHHQKGZUJ,89202.0,1.0,3792110.0,,R,United States of America,428.0,Yfzcmzpstomzoqpoanbiuqlezwmxnailnkigfch,4.0,72.0,D,6.0,Hilo,,Iou14603,NH,Iouagonbsuzqawnhaxofasqilwjrot,1-858-004-9751,OGE Energy
zjqcetcm,cwbbeefobdfelygqmfenquubhphrpsnpxrlwodnzfglcypzdgbvfpcoxmtrhawsio,ATAND,47012.0,2.0,2869952.0,f,O,United States of America,484.0,Rklohtrnleybnep,4.0,61.0,D,8.0,Huntsville,,QXM14604,British Columbia,QXMIEBABFJYTMVWWGD,1-330-851-6170,Energy Transfer Equity
NGRUHG,Ixlmahluagupchntewgmrqemisqwuhixhyydtznspduyiprqcmbejeirbwilshsfesdliahulm,Fojtdybpctnpvnjtdrdnxurcjtfm,252229.0,2.0,648115.0,f,R,United States of America,490.0,Dufrjix,2.0,14.0,M,1.0,Provo,,Tde14605,WI,Tdepgnegotendkej,1-774-743-7913,National Life Group
pkzfu,Qxsyzhgmrnuzegkcykvuepu,Wgxitidhmtcoxlfxtzrtngnwkujg,220101.0,5.0,65786.0,F,O,United States of America,597.0,dddorvkdimdmkhgwmsdarawnwtayxwnhlpazhzmeetwrg,3.0,61.0,U,2.0,Bridgeport,E,Nkj14606,Manitoba,Nkjvxwtdsstlej,1-461-229-9879,
xczrmgrno,lrlunkvdnbiuvqqftrcvbculgkyqqyonghdenbkgwheyrorsxjfulcyijtlshkkpmpeiwovqhczjfi,Hwkxsyvjmubhkwvgdaafbw,474255.0,0.0,,M,U,United States of America,526.0,Tjgrlpxgrvskaexdfsvrqkspefqimboedgcrhwtnppgrkidznnzvbsj,1.0,4.0,S,7.0,New Haven,,WHQ14607,VT,WHQVYVKGJBSJ,1-035-703-2684,H.J. Heinz
Jkdymbyjt,OBTWABDEFGKSMRZATSGUJRZSVLXOBFLXCWQHSOMVATNVXIASFXNESYGBIHLXGEUKHDXAQWQFW,Lovvrazsporkrwfmmubhhdpbmwy,445307.0,4.0,396359.0,m,,United States of America,361.0,Vhjorisqrixbmnlwsscnyullnuygcthjuzfefoezovjiqmfbehxnumuflbfoxc,3.0,55.0,M,0.0,Great Falls,i,FRX14608,NH,FRXRPRPNXBPMFWQCSCJSCEYC,1-445-143-1156,Regis
WQLMOBCOKCAI,Thrvszwnqoxrmsgwkxmapqvsrzidbmbxt,zzlnnrimwwgqwxpcbid,324443.0,2.0,3735105.0,M,R,Canada,411.0,YGCQDYQBGJVLUUPDJYQUYKGHQTWWPOV,4.0,12.0,M,8.0,Fullerton,,Pco14609,Prince Edward Island,Pcocadaestaviqrtak,1-403-138-3145,Solutia
FJCRCX,Ygvmbkggzvjhitsuwevxjtpvnerxhakrpdtyfzscpptbohnlcsm,pmsfqovwcvsc,171237.0,4.0,3958848.0,,R,United States of America,346.0,grnfkpkucratoomnvkzzxisjylitgdvlixewqgouqwjiusirfhqytawdvfduxmuvnkdnediostzpc,0.0,46.0,S,4.0,Milwaukee,,Bpf14610,KS,Bpfnuevfszbtyc,1-114-288-2896,Sprint Nextel
NCDYRFNCH,Ceoxdxdafhiqvkxgivpnxnqenyoqclwrszxqwsoqurfohacssphnudrfpbhaqilmmjrjtqfcnutxbkmb,Mnifdkparnlvs,50782.0,0.0,1753761.0,,O,Canada,463.0,nhmykcsxkjgpeolgjamdflcmmfxgqcxgvfpxrbcwrxnsii,1.0,,M,9.0,Hialeah,k,SSS14611,SC,SSSREWDBHXCIFACVUVRVHVJL,1-543-943-1745,AptarGroup
scojmfofu,Lxbolsdsxowrpcfxgeznaes,Vbvcdnbbgmyp,402529.0,1.0,2533582.0,,O,United States of America,791.0,Tdtgbuyfpnthpbgqkvpuovvvg,1.0,77.0,W,6.0,Toronto,,vea14612,British Columbia,veacarweeq,1-007-590-9847,J.M. Smucker
Xwunafm,KTRGVESTF,JBIJCBJQ,29840.0,1.0,2004662.0,,R,United States of America,462.0,MHJGLRAIDGPYFWRCXGATGTBAUTAHBMNSKEXP,3.0,45.0,,6.0,Lowell,U,utn14613,WV,utnuasnprkr,1-859-099-6632,MGIC Investment
Ortaianonps,Ptojrafuwqwruhvhvsooqrhae,Uqssuwuipp,3663.0,2.0,2413885.0,,U,United States of America,782.0,Dooxqripwlfneppvglowmrmiygdhqlsallgbhrsfkwrlxfhmazwuomondy,0.0,52.0,M,10.0,Sandy,F,Lsm14614,WA,Lsmtglxhmbqaauqbjqnnqs,1-094-385-6081,Sara Lee
bdkciqp,ZWPXMSADTODJJJKEDCFBFEAXJMLRQ,Ptcrxwaxbsejipxherh,,5.0,1393310.0,M,U,United States of America,336.0,hpapqtdkunjlkeyynlgijovvwwefrhablfjtilnzodbrtjxarcrx,4.0,85.0,U,7.0,Saskatoon,I,RLJ14615,ID,RLJVURZYXLZEVJAU,1-893-934-5982,Borders Group
pnawqxbm,IHBGFHVURHSKBRCODCLAZGHPHWGEDTCKFQTMNBBFYMYXVRENFZMPLKKXLKPK,OLFTSRKJQR,363018.0,1.0,,,R,United States of America,766.0,Veetycmfezthnmqndpeljfdcgkzgknu,5.0,51.0,M,0.0,Rochester,,Pit14616,Saskatchewan,Pitmbdivubp,,Plains All American Pipeline
Ggtsp,Kgjhvsukmxmqvusyywrjrdlhjozizwqftirygtcqqpwtnirxevbuzjnbogmxhef,Lxebcohjgqptlciql,,4.0,33101.0,,O,,412.0,Xchljucsfgmhspy,5.0,93.0,M,9.0,Pittsburgh,,Iml14617,TN,Imltlsuvykogvpojsruhklsrp,1-344-059-4514,Gannett
qgdrhwqm,,SMWXXCOXHRBHFPNXORKYZUJ,220378.0,1.0,,M,O,United States of America,710.0,NUESYYJKFYRHNSIHPVHZFAZGIIBMPAFNIWTPVZSPTGFBVOXXZJDSQJBAMGINENISJFTVDBBK,3.0,20.0,S,7.0,St. Johns,,Xbl14618,TN,Xblmljdzqwholafe,1-490-711-8961,BorgWarner
Inoscdgcaivo,bjsqrrceipdvlzalprddslpzincqrxnerweaxhirgyhssurnulawdlxc,QEDSIGRKOOUB,217505.0,0.0,2884324.0,,O,United States of America,805.0,czupiyvpqijycocqvsnaezrdladunccwfwhtvbctacbvocwwpvqcunovnjdothzrngkoye,0.0,2.0,W,8.0,Huntington,c,xkm14619,VA,xkmcqvwxmmwx,1-672-493-3090,Continental Airlines
ITPZI,Flzqvxmzorxztnopjdsptp,Aowmujk,114818.0,3.0,333602.0,,O,United States of America,469.0,Tgwxtdeinvwydrwmfvrfgxmblrosvwohxatfumtuwoxjgneeypndclwvcjolbaut,3.0,12.0,S,3.0,Lancaster,o,Fmx14620,MS,Fmxktkzyznjznmewmc,1-860-400-9374,Sonic Automotive
fvufohac,Tpjqyyngonxramuusdrwogkhcsjkhdwdxiwxehocgquc,VEAKAZVGALGTG,,5.0,1350457.0,f,O,Canada,828.0,Qjzgussbisevxvkdnxftixuceiweqpilgaffraqrerdrwytxrsni,5.0,35.0,W,,Knoxville,,Rty14621,WI,Rtyjmrubqdfl,1-716-466-9946,
RBWDDQGPUQ,ytrfgsrucbzzrevoxrbdjaskffkgjhzuotcguiguekzayaxqrnejoordp,APUOXNFKUDL,216953.0,4.0,1910740.0,F,R,United States of America,626.0,ONQFBCRJFCMUAMHOXQUNAEJIPXADPVFGCPOBXKAPDMQWOFRVMMENXLHABEEBSDPUWZDBPGH,,30.0,M,10.0,Cleveland,,Loy14622,AL,Loyxhkpfvpemjgqarasmde,1-468-743-9917,Graybar Electric
Twcgthqivkr,OOTBEXLZHCWSBCKKFRUUPNZJUIEH,Vqxflhxe,445384.0,3.0,3017768.0,f,R,United States of America,324.0,rmhbalmzwnrxzfswjdwfmtvegxuiddogewwkca,1.0,18.0,D,1.0,Los Angeles,,Jim14623,Ontario,Jimxwrtbxnsytdyvcfm,1-161-249-8519,FirstEnergy
egmgywrwn,Esqjelqeejxtcovwwuparsbedqkvnfdwcfxzatsxvjyz,RRDQSYOVPZLWYJE,249221.0,5.0,2491362.0,,O,United States of America,678.0,,0.0,97.0,M,3.0,Oklahoma City,,jkv14624,CO,jkvsqds,,Frontier Communications
XDUHJDAJJ,Hlfevqqrkwtfwgavgvaimezotwccbkucttjbdegr,JPRYGGS,419656.0,5.0,2104515.0,m,O,United States of America,368.0,Yuepxhkwiubrelgvfcsefxwiivduckysvelpmgdaqu,0.0,,M,4.0,Nashville,X,Gcd14625,KY,Gcdanbmnvvylrasbw,1-505-949-4890,Iasis Healthcare
Dubar,Mwoeznciiibvuwqjznlphsirederrwsobfbdyhddcumlvrfgrt,Qxwilygrimtilyikggkbnfiuukcmq,184873.0,5.0,418746.0,,O,United States of America,538.0,Qegpjkpqtknuzmpbwmizlxmpcnztbzknlmtiwbufjnuesicmeygjpqwbztxqj,5.0,46.0,D,5.0,Oakland,,Rlg14626,NJ,Rlgywrhqfvi,1-807-656-7684,TIAA-CREF
EEAXIBASK,OIVLBLSVKVEQNJLBIMWPVYI,Tqrxgr,128421.0,4.0,3712524.0,,O,,482.0,Byngdmgmqckylgrhvxkgpjdbuzviiqdrhcsrdstamnfksvatr,4.0,83.0,M,8.0,St. Paul,,yre14627,British Columbia,yrelhmgrhr,1-301-442-7890,
VADGMSH,Uenmrwvblkm,uvzzsvxhnb,295902.0,4.0,764415.0,F,O,Canada,514.0,Wjlniojcfataaqe,,97.0,M,0.0,Tallahassee,,Emb14628,Newfoundland,Embdockgpcmpikbadxkjxvtpwzmwy,1-669-857-3748,
KBPJT,Wipcupxbrqmogcoeniaaflzcwqpfagwxotjzovdgvizpvejjdzwoieyzrgqoapnapytawxmf,Ajwdyk,197675.0,4.0,,,O,,440.0,UPOFOCDZAXCIZTHSBHEUI,4.0,15.0,W,4.0,Long Beach,B,Yiv14629,Alberta,Yivtcp,1-760-499-5716,Lithia Motors
Uqlezapkbr,Yjjjnyyhucmqsodsbnwzinsnevgnlivq,pixxfjgqkinemtsgytnqz,,2.0,1465218.0,,O,United States of America,789.0,qzlfcwbvsagmgwlwsihtahluyeyjpkonhcfhmgqtrmcevscdfqvtutrwkuniroezzdmsdnnoutcthigh,3.0,100.0,D,1.0,Savannah,,nfe14630,HI,nfevwb,1-552-088-7046,PC Connection
YNUQYI,baxrxvsxygonfnkuewxbcfqgjdvymilrflkwgqxghbpvwyaec,CAYEVRJMHOIBMMSBUKMKYTMH,277830.0,4.0,,m,O,United States of America,326.0,Dtaxjyizeqgjmyjntsxfcfywqqzginuacfdn,4.0,49.0,M,3.0,Costa Mesa,,CVM14631,SC,CVMDYENRHXRRWFKNZPMPJVRQYMXSYA,1-477-383-4898,Airtran Holdings
Obbelqxu,WQPYOSDJEXGEVJRBHAQEMTBVGGKEPWGYKKTPBUNYIWPJRJYQOUFOBJPDVQLLTPPNLUGFJFJHTSGZVXGV,Vuamquoawc,326909.0,1.0,,f,U,United States of America,633.0,Gxptkknrfmrmysdegqjbj,0.0,32.0,,7.0,Modesto,,Ovk14632,Prince Edward Island,Ovkpu,1-624-921-0584,Bed Bath & Beyond
