AgID,FirN,MiIni,LN,AddLi1,NumCa,OORFl,AdL2,Gen,CreRa,Ci,NuChil,MariSta,Ag,Em,NumCrCar,NeWor
ZCE11606,NXQGIYDOWWCXYHLFHKPGRANHOKIOZ,,ZCECVDMWOXQNGBHUDSHUUNWCFUL,Jqifew,4.0,R,Sajcdy,,722.0,Jacksonville,2.0,S,100.0,Expeditors International,,2728157.0
Yep11607,ojwqussnrscuoqwkxahdovzbjm,h,Yeppjgznghkmspbcv,IWMGOMMDFDEYHP,3.0,O,pcaaaxbhgljsirpslb,,496.0,Warren,2.0,M,85.0,Lender Processing Services,,2603581.0
Npf11608,etjaxwqq,w,Npfodm,oagngydcdeekedkqfmfqxkmblefprjagk,3.0,O,LWVKWEAWGGEGBAAOBOSOOTCQHU,F,753.0,Tempe,5.0,S,58.0,Gardner Denver,0.0,866620.0
ovu11609,IHXMVABEFWNP,j,ovunposwijx,Pnsddajofzypzukowmldwxidnrdpdejgjvhkb,1.0,O,Jlphtjwsalqwzzomvsbbjdtjjclqcoxgnrjf,F,755.0,Detroit,5.0,M,13.0,Consol Energy,8.0,607498.0
sej11610,Ozprywornpunvfxkiqcnubmlwka,,sejhofxcnurwfppvcaaqwilyryeczb,ototeaiqlewnthhtiltmmknpvmztwmzthhzchildmjiolegnqlwlwf,1.0,U,Ecxdowatrlevywozmmpmdljwwqdhsdb,m,730.0,Yellow Knife,2.0,U,46.0,General Dynamics,1.0,2525236.0
Uio11611,Idbghluxcqchoodklgzjidlgqith,J,Uionqaonpaiqv,Kptwddehaeoifxulmdhewgkzzomptuwscghxdvwmzlmjdsshczdubermcyfmmqyljbncymgyywxyefjo,2.0,O,Wmestwiynfvrpnjuiqdwkivaxjajdoytrkvgojjvmvwhzk,f,536.0,Glendale,0.0,M,30.0,VF,7.0,2105788.0
mwk11612,Bqdhlubzqt,U,mwksjq,Rjgocipkxwdzvwsyqndugcarjhmxigzesoffarepjautkxikmwvlmgxlpgckjgd,4.0,,PFDPPCJLUISCVMZAPKYBU,,357.0,Overland Park,,W,88.0,Pepsi Bottling,6.0,413838.0
Mvl11613,Opxadcgdeghxmq,a,Mvlspgdhtfmagdmx,UIFKRFHDIKICLBFDCDJMGZDTPMERDMNHUHAJVOOXMPWXIBGO,2.0,O,Vixgawqqnqgwwgrboxlemnssnbxpvnpmjxlxydehbce,,498.0,Warwick,5.0,S,83.0,,9.0,1861550.0
Hwk11614,Lhgkgkqzmgsrvsxwnrs,,Hwkseazdmccssha,mlyruecelcgaurjuwnjabnhtvlbhmdmbsc,,O,Pcwxshlnkg,,411.0,Moreno Valley,2.0,U,75.0,Eastman Kodak,1.0,1690505.0
Smf11615,Ekengyhorcxbl,O,Smftpev,usdtlgafdwgsmwmqwfotvvfgowjoozwvcerdeaprfhtnfpqdgdvolvymffjdlunakvrjaozbxft,0.0,O,PPQODTEUSRLHURZQPFTMCLLBKDOHDIJXNCQZAKT,,504.0,Baton Rouge,3.0,D,34.0,Volt Information Sciences,7.0,1490414.0
Bod11616,Zuapqqohsipnlabqzjnguvbmsj,Q,Bodxxghbcsjtrcjpfdeiujqkdgc,Emgyyzyrlkoorcbynqhwfjvccxbekgbfchxkkftipvepvsecwlnqjrvculpfxfmybixxkqrebhabk,3.0,O,Ozqcifztfimttgpcqsfmejerviktvzervijaccxicqpvgccmzcmfm,,432.0,Mesquite,5.0,S,67.0,Whole Foods Market,7.0,3093168.0
QQN11617,CCAWGHO,,QQNJUECGLM,Hwpimhxsptvfxafekwelljrgmqclxghlpmsnvwlgnrqmguhglotx,5.0,R,Updtumtmctb,M,482.0,Stockton,0.0,,50.0,JohnsonDiversey,6.0,2095763.0
JLX11618,QXFUKXAVNAYPOW,L,JLXRDJYFTPXAMRSYSLCFGEZRBEXZ,xlncemlucjjerpqbvrilualhflvfsa,0.0,O,VPFMBIPFWAUUMCGIYLPPLPEWHTNHCWREIMRZLXEVXSDILKJIEFUVR,,423.0,Plano,4.0,W,14.0,Sprint Nextel,2.0,131939.0
Hkl11619,Tlglkisyik,,Hklexqwcewtcennedhyvr,BMVFLFEVTRGDVVWWMTAMZDQBSYVABQQIGLCIEWHLSXUONIZZLWVPADULEOLQACVFWCNDYQIWOSE,5.0,R,Vpvqdzfiewodbmrrnqnbhptasppnoexbqraoknvngkuodeinfu,f,416.0,Evansville,2.0,M,20.0,Hasbro,,3039922.0
ORN11620,SCXAZCEYYZ,G,ORNRAOUDFKZNZGINT,Bihraftibkaaaoupsnptaw,4.0,O,Tartkefwsjonipfltghniuhnholcxtngdoqauchjojdbtikjrszlvwgevypaibglalqxqxg,F,513.0,Mesquite,4.0,D,69.0,Mattel,4.0,1463742.0
Qzn11621,ctietdmggsetwfvegzwqsbwygdti,,Qznrztckbsrboyudyuyumjaezgjueu,pdkxbfdbennwilcvtggnvekfloxzqhbkbihhznbhijgufgusuvunrkueo,0.0,,gjftvtohtymtpf,f,434.0,Mesquite,5.0,M,72.0,Cephalon,,1049466.0
Tlc11622,Hunonbpowk,p,Tlcdewsqjnz,Xwpoxfnddhgddppdqqoptkecmoqgnotjtmefkfmetxkegyksfhdw,3.0,R,NUPCTAXZMFGNORPZGENOWCUXJKJ,,322.0,Chesapeake,1.0,M,21.0,Brown Shoe,,138783.0
WQU11623,FXRZLWUNVFFK,,WQUIBKVCHANCCFSNUQXFQP,Pwztobnshuxgvsedzcpltrxlstmeyasmigglmvmyg,3.0,O,jgneoejpfxaruplbocxrmvepjaujksonfwpegbfatmuyxbzn,F,382.0,Lansing,3.0,S,77.0,,10.0,718651.0
Ikn11624,MQUTWSCIMHMCKFNVUEHBOQD,z,Iknrzmrfxhkw,mrtnmiktbeyvbvuembefcoungvdifhhibvikptbbxo,0.0,,Dbjfxsisiklokroannaxpvbzwmxydbghcrmrffcylejdbibdxlzik,m,328.0,Saskatoon,5.0,S,40.0,Vishay Intertechnology,3.0,920521.0
Htl11625,adgoqensqjsleekwszke,,Htlrvirryfduesjreqjucrrp,Pfyenlbqrynijvahfenrfdtggrxkiovkgaesxxagyyjuowyujoshkjntkolpyqf,4.0,O,khpcqfvpkftkdxihpaubdqcnnrxq,,630.0,Macon,2.0,S,22.0,Brinker International,9.0,549247.0
kih11626,Pajuqvxagoefgynodq,a,kihpvmexeluhbhcjjdsnorqibghw,VJNMALNEHNYVHIVHIYSEUPMSJSSJICMKPNELXGXIXZKDTDYKLTRFZVUCOUMMQNF,1.0,U,CNIFIHEHAMLBDFZKASFPQFJIME,,646.0,Simi Valley,0.0,S,64.0,Cenveo,5.0,2270678.0
Brw11627,Mcsnl,,Brwchr,ywvlydgplliaxvzmosowcepnbrehofxdbwifcbsivasnz,4.0,O,Xmrfgxcdulpnmpsxzgelmfxgbxfiqhovvzicpbujepsnszt,,361.0,Costa Mesa,0.0,U,24.0,Universal Health Services,0.0,2339397.0
Cun11628,huahgtztyekcojzbhgsahwuenl,,Cunkqososm,,0.0,R,,m,772.0,Worcester,3.0,,100.0,Varian Medical Systems,1.0,2813423.0
Inp11629,Lkmua,,Inpluxichpsuetk,njegmpngsycqlctmtsljlqweom,1.0,R,Tcbqzelmuwgqjiuklsmubdodruegmzzyejrsrevz,,562.0,Chula Vista,5.0,S,22.0,Flowers Foods,9.0,541808.0
JZS11630,Pbdccufjujzbamqrfofdskypxmhbmw,,JZSERXV,Idcnxvcqxkjnxvjdwitlqwjbitoutkrsefmzbojlzi,1.0,R,LDISVEPXIDAWGFAKPGOVFHBWUFSKOXSTRGEUESWTHPBMKMRCJNQCRVABABBEFKTL,F,503.0,Baton Rouge,1.0,D,85.0,RSC Holdings,1.0,722488.0
Gdk11631,Rulowacdpxvcemixfsvqas,,Gdkhhifotkwlczcgc,zqdbkhyefjyslla,5.0,O,Llwybughrtipjvmmwgsc,,619.0,Baton Rouge,3.0,M,54.0,Laclede Group,6.0,86998.0
Dpa11632,Wecpixvtjzcxg,t,Dpadtmbgcrsokoniyrczcamggvj,,5.0,R,Asasorclwahnpqcpguytavhdoqkiwvrrnzpmowmpuviyprotwivpdcyaeoclihselny,,417.0,Lubbock,1.0,S,33.0,US Airways Group,6.0,2601068.0
SCC11633,pnaltoouvictymzkydqvqrdpi,,SCCEZIJBGKE,Lhebsdbcytxfxtmimiuergosyncjndsbvc,4.0,O,HMCWMUOOJJKWRIZVMHWFGO,M,662.0,Amarillo,4.0,D,60.0,Becton Dickinson,7.0,2162095.0
MPS11634,Eteakjxkjxbpz,a,MPSOGRMOFSXTEVJC,Rirmmsrrybghpjkwqpkrcxtqt,5.0,O,Rkqckpamsedotdstauxfbffsdygvminacsppfyubprlrsqquvgsbtgkhtenlfjvbukofc,,817.0,New Orleans,5.0,M,34.0,Liberty Mutual Insurance Group,0.0,2155545.0
pvw11635,Ueecixgiaxxvytqhjmmjesgokhz,,pvwgumdxnlyfdiulusfxnqsdgis,Qvfgzpuvvufrfyoxxoyiaalwhkrpotirywrvdbgfdpighdctljt,2.0,O,bujqbnohyxwvvei,,626.0,Los Angeles,1.0,U,4.0,,7.0,2660702.0
Xmu11636,Joxqcoojrynuhxldqeapi,m,Xmusxhpwqkz,Nhsphlytvjguyfgkralrpcwqsyeuscalxozebfwrtatpmp,4.0,O,,f,801.0,Santa Clara,2.0,U,92.0,Entergy,3.0,2107157.0
Djn11637,Gfxncft,,Djnjlcbvohdfkfeehqvqmqggz,Qafkctzntjvmaphgvlmphtvzovmk,1.0,O,Gqhakmpojcvzhhqqdsdctblzyfrqycqrgqizmtydolnfuzcyjaqcjfiakvgppniwkig,m,552.0,Windsor,0.0,D,84.0,Albemarle,10.0,1802795.0
qrk11638,Hekfccxkwrqyyducfypnm,,qrkkrqfolycjaggrrswn,gbbjljusoqoekjauwjzeyyajnhscwyutivzw,2.0,O,Uvnfuqyrvszteqnyduaz,M,458.0,Rancho Cucamonga,2.0,S,92.0,Cabela's,8.0,3821277.0
rgu11639,BIKYELRIQAKGNHAJ,U,rguezhxt,eeelywrcdqfzrnbwblhwpxfpoxnbcgpdhsx,2.0,O,Cgdupsumrinxhmdxcgvrhoqfotqxafmmtanxxvvb,F,370.0,St. Paul,3.0,D,53.0,Goldman Sachs Group,7.0,3456261.0
azu11640,senzrdupqubjxijnarwcv,,azubxckdhkeoh,RCUPULTWLKXGTZCWUCXHRJOYECCCLIRRFOQ,,O,Ndeyurertgsjwabsggxmyoihkofxrbydqdkievioffnjqapgrihwsmevow,M,728.0,Yellow Knife,1.0,M,95.0,Philip Morris International,5.0,130608.0
Jvu11641,Lzjdadrsnwugontofjihwjpbckrl,,Jvunltliejnehsobajafolbbo,Ktyfdeoxyfxbj,0.0,O,Wirdlqydtvitlu,f,376.0,Burlington,5.0,D,3.0,Foot Locker,9.0,
MSO11642,foajkxopbsjeicrsk,,MSOGKWAIZTBBVE,Dirofockkpdwpcbjygsfswlgszmyvaxedtzzdladamwvgysqnikwwgfvabqybdcrbhtjuiruce,2.0,R,Palggjokgatpmjncofyosbtgybtsttvkubgerqyklazuxpbxmw,,713.0,Tallahassee,0.0,S,12.0,Parker Hannifin,7.0,605798.0
qre11643,Dhmdl,I,qreykenxkxym,Wforrpypymwexyafnrjdereyjqwnzacxrludtpeikuziwtzobvjmuifixknstn,2.0,O,YRMWGVOETFKHSXRZILVYMTYSVHNYBRRDMDODGFGDVCIRQAZPIPUB,,604.0,Elizabeth,1.0,M,32.0,AptarGroup,7.0,2163263.0
hko11644,FGLHIDLLZJAAQFYJGHNOT,,hkououzdlob,Lxtprjbj,1.0,R,Jkhkcjqauolokltqdbrloeiasoecbrknvrwqahenxlcssrohlkwcxewwigvlcktndkmqglttdf,,460.0,Warwick,1.0,,98.0,CF Industries Holdings,1.0,2261388.0
UZV11645,SNQSYA,,UZVFGXYTNIVFUIJWO,Sqyjylexoqiuwbqyemckuxijsrtxrtbuxwvufczxtjuyueoooslnamnsoyqszzgrdejokvyqvhdobdqn,1.0,O,,,482.0,Baltimore,,U,31.0,Securian Financial Group,9.0,727051.0
BCS11646,Jvwmrhaqbuijfmvm,Q,BCSHWOQ,LFRJGHOJFGESACTRWEXKHCQSTVZVBMAOAPCZJYTUXQACRL,0.0,O,SFHSGWWHUP,,807.0,Independence,3.0,W,73.0,Progressive,8.0,3003110.0
ZIJ11647,Pgvopamymou,,ZIJRXXCBQUW,Kzdupbrvp,4.0,O,hmvwdymtscuawerifugtaxicymbmtswirrclbciqgwblvtklxgvhdbnkwmgiebmslbsxf,m,509.0,Cincinnati,5.0,M,62.0,HNI,1.0,1857713.0
GWP11648,VWNUOG,,GWPTINXTKBEJNWFCK,irlldimjjginjjvdjzekmabuync,4.0,O,,,303.0,San Buenaventura,2.0,D,48.0,Mueller Water Products,8.0,3482902.0
Hdx11649,Wfkmhhjfxkannoehibgjdlgrncoun,g,Hdxfdmvygcpwuyxrouqrjixz,Aiofvtdqrgauiigwlcaelcbokxtdvasg,1.0,R,LAKGXUCJQSHDEKTPUTHNDXAHRFOSPMLQQWNOU,,412.0,Independence,2.0,D,40.0,Vectren,10.0,2203791.0
Iqv11650,pdryfzsydjfjmkgatftclrftwvj,l,Iqvux,Aywincmvkyvohkmaljafdvtotveheswpdjokkltiicsoccvunuyebwpavagvhjiasp,2.0,O,Zdtlaryhdovtewknhkkxadywst,f,788.0,Saskatoon,0.0,M,20.0,Universal American,10.0,
DLD11651,Dfqfswwjtebrdsbypo,,DLDMUNFYGMRNMVDSVPC,Iyxssmlynkqvqlsnshpfqbamkfuoftjhui,4.0,O,GCHNLXXLUVJLMNGZVPUOSED,m,399.0,Amarillo,5.0,M,16.0,Huntsman,5.0,3855669.0
fha11652,usjaevvi,,fhavbelntbcwtg,Oxtmjagvfwrgcqzjlokr,5.0,O,Chjvarzpbwlvbbctyuhfdladbbgjvhuieyvikidbowrirfqbbysfhbcrkdccbwsivqtfctqbm,,673.0,Toronto,1.0,U,89.0,KAR Holdings,6.0,1429825.0
Csu11653,OAGUUQNMVSFNLANKWVWOUZSHXA,o,Csutscbgpgnjq,Dldteqakqdyseenegnnemnaqgwakywfapthwmuyknov,,O,lzlarrvtemzdvoftniefftlrwpsodswefcvvhbhfuvgpjppksnsjsiausigstxzofsutdvnza,,770.0,Riverside,,S,81.0,Bank of New York Mellon Corp.,3.0,313635.0
kbw11654,BTAQMGRILUXVJK,,kbwquzbcfuscvguamxlisbzcpusq,QRUKMGFMIRZQKQXLPQITQWTWPVZEBAWRWXFCSXD,,O,Szklqtmuxurfsmgnttqibbabfymqanjmpndhk,,737.0,Tempe,1.0,U,23.0,Windstream,0.0,2868203.0
imf11655,Lmujzmwyjrsoyhxgbtpl,,imfbycjvmegfmtzodjxkrotygild,EVZOBXXHRUIBUVBHLMJCFVUIPRUSEIGEGPAHVRCJLHLCFQGYVPERQKNAZKXQDIEFCHP,4.0,U,Jsbyijmkczlczhlergiyfqkelfppzozoqjsasdqhmrjo,f,351.0,Philadelphia,1.0,M,47.0,Coach,6.0,1383741.0
Yjl11656,Kqqibtqlkyvltt,,Yjlcufrtx,Menbuwxccknivjddnaaju,1.0,,Viyeuevfcnlmwwtqjcedvundgzchmadlb,m,,Winnipeg,5.0,M,25.0,Brinker International,0.0,574855.0
Tgv11657,pcurhlmgjmdwuliuktzhlxfp,,Tgvlukklstaqwvkpapaiahzwtcok,,0.0,O,KWUEPCVZPLKKNXGTOESNESLHZZILNLMIACF,F,594.0,Hollywood,2.0,U,15.0,Cenveo,8.0,2325837.0
Bnz11658,exutdassepwdwgdsmkucveax,,Bnzsgchhgfakbybdz,pvprrhuwqurrkelabbadflgtefcclzkqsskkrsctwimobloypbx,5.0,O,fcpwfnhvbtyawxossfqihzngxuabxuavbvwmiyjsnqoijphpeurr,,845.0,Bridgeport,1.0,M,65.0,M&T Bank Corp.,5.0,2689771.0
Vvu11659,PUBIUBIZURTBYSMPXQHSXKWOJGOLVF,,Vvudehhpbagtdg,thmgkhwfgjunqcoxofexvlbrwjytdjjixjkrvmdzyjwptxnwxxzrsizellsxhetix,4.0,,Moyfhnfpkztwcbnwhduhpoifhpdiylzlmctyvcigvtspkgcgeqlzznvi,c,431.0,Las Cruces,0.0,M,88.0,Qualcomm,3.0,604936.0
Ost11660,Mfrlaotwvrio,K,Ostghweiftvhkcpnkfn,lesynqrattqifuqmmaiml,1.0,O,Zolzpgpqommhqatxogpsfkaytawutgejelohpychvisjhvhxobonojhcxxclxqrwsqbtdluvhgf,,633.0,Santa Clara,0.0,W,58.0,GameStop,8.0,3618949.0
VDX11661,Dcschfixbdvndnx,,VDXRRRGAEWQNJ,Tmjpxlympqrjjvsthhcdgrdjohjxgeixlsr,5.0,O,Ujpmhopwambvibgyjtszkxzdfsqpragv,F,621.0,Garden Grove,4.0,U,66.0,Mutual of America Life,9.0,2369853.0
yyq11662,Ckqshysnrbfxdf,,yyqvbnsqrafpjqlrssvncvvxzvd,Hrskcutcdhaxeegfpkdjcdegidcf,1.0,O,Cziopbsefyvkodeegumjmtupatmywzleelvjzio,,631.0,Topeka,4.0,D,94.0,Danaher,8.0,1297224.0
Pex11663,brceajr,W,Pexomitkqp,ykujuxmsjgthlnkevjyxurfnmpyjikxwijmkb,0.0,,,,564.0,Yellow Knife,1.0,M,47.0,Dentsply International,5.0,3650244.0
gtn11664,Aldlslqhbqapmfdkwscsolfack,r,gtnsln,,4.0,O,Tzkouvphiyexiwpcrktoizdjjuhtdoqzxtrerkubckkciedvzskjllkflgnj,M,533.0,Chula Vista,,U,,Catalyst Health Solutions,3.0,3570231.0
ruf11665,ELHGEECYNM,,rufmucglfjkxsgahstiifywhdzt,Pmhcihdsugfqtksvcrqqpjtupvegsbvsvwtjfhzbarttpclwawpzsflam,1.0,R,Ctsfdmaktggzjetkjgwhmlgjpnuanbdsoikkypkqkhbewnamthgtqrza,,843.0,Arlington,0.0,M,50.0,O'Reilly Automotive,8.0,15856.0
Mby11666,AQSBHBBUCABRG,,Mbysmqgoszm,KXVYAMEIXMNWJTGUBFOONMEAQDHMAEHPK,0.0,O,WFNGWAKHDEHHAZQNJFXJDIHAZKYGPBSSIBNKTLVDXEXSDPZGBXIRMQCF,M,327.0,Orlando,5.0,M,87.0,Universal Health Services,1.0,900943.0
Rep11667,Mheemgmpamwfb,g,Rephv,Kdqzvcwjqbzqothnbxvsg,3.0,O,uaqdxfgmsfvwfqjhdulljhqpejowrjipw,M,814.0,Newark,1.0,U,57.0,Valmont Industries,10.0,3217712.0
Udc11668,fxtijvvyu,,Udcrwhnloryarke,RBXIUTHPSW,1.0,R,Eibnoinuluiqvslugrekpmhlbuuazbfwstffxodxweljkwcviilouowrducroyuhyljrr,,447.0,Tempe,1.0,M,48.0,PepsiCo,10.0,2736819.0
uzf11669,lhxlgn,,uzfjfwjwquzcqie,fdcmxnrkyixodtvqxtzttrsbldseugdezrfegoloqjkw,2.0,R,liprnkqnqvmfbqylypdfklicncbi,,773.0,Jersey City,0.0,M,96.0,McCormick,2.0,1464706.0
Yeu11670,MSCPALXCILRKBVKAXOEMAXZBUODWCR,Z,Yeuyi,cacyaxinnblvrwjlxiejkpzjgfnimlhscbemxatuubuwbdudgidrppndpbjyqgvrpkgghyqhjt,2.0,U,pcxgbfoprorkuktymgoruperzfbbthtrbltkwfwktntiebjjguizunqvsvwjsoquuwnrcbbqtcoz,,640.0,Little Rock,3.0,U,30.0,Public Storage,4.0,2867175.0
ydp11671,OHCJCIJOETWWSWSDQZEVAIFZIYQOPY,k,ydpsjxvwhypclxxelvwsj,yhreyxtsbqvwjy,2.0,O,Cbnujqhpvwwuffhhpvnapstbdlmnhm,,751.0,Memphis,1.0,U,19.0,NCI Building Systems,,1579693.0
UKO11672,Shmjusxwqwwjciesvjp,,UKOLXJ,Jumizqavosqkobwjdmydfnpbl,5.0,O,MKHCKIIGVMVTVQINAJFJAUVLDKEFYHXSOHTOWEQVNTQNGLGGWBSJQPKNFHFTKPSELPDMHDEJUMYPU,,,Windsor,2.0,,63.0,Vanguard Health Systems,1.0,598721.0
SNC11673,GSKNABIDBBJSBHOMX,,SNCVWRUNARYRVULRRHK,Jbkwohmswzqqaygmzknkhzdycyk,3.0,R,,F,358.0,Toledo,3.0,,,Equifax,3.0,917643.0
xro11674,Vskvyo,,xrorfhagvbdhncrfdjbekndtbddby,Qhysxaqrvkqlggyoivnfqhbsuhfeucadcqdmgwrcgqyonblqxsjnl,5.0,O,Koqskzvjxlwvirnzgialhkowsbrbeelateuktrpwnzo,,747.0,Casper,0.0,M,17.0,Metals USA Holdings,5.0,1443469.0
css11675,SILPKHPIIOCO,J,cssoqaqeveotm,EUTSNGURPCWCIWPVEQXUHAEWJJOLXERNOFXNDTNOTVXAYOJRFGB,1.0,O,Ejknovuncvwjttyapctxiohbqhjhyioomvbvuieevbhwpubsqzcdwfbexfqsrellegcdpxy,,392.0,Hayward,2.0,U,88.0,Jacobs Engineering Group,3.0,2164502.0
urj11676,quxemkprnjndinuvurxgldfwnijm,F,urjsfallyodbqqhz,EOSJBVWAGKKSRHQLTLJFOJMLGUCEWTVFXTDGDRCJQPTNWHHLMCBOWRNKCPNELRMAFOYZ,0.0,U,TIRIGAFSROF,F,456.0,Lancaster,0.0,M,98.0,Questar,4.0,1197133.0
ett11677,Rdigykcpasqplpirvxhiwiritlhmd,,ettjcfvlylprgysrejkubdpdtmu,Bhhqixofgyohgrenadokfnwfiqsdjmpxntcqumnuasuiwlodvbpwwxakaehklflea,2.0,O,Ksspxlrfnscohmmibodbxijqxdpdewmvejfntwxhijblr,,806.0,Huntsville,4.0,U,23.0,DirecTV Group,10.0,1010441.0
Cdi11678,HZYKAXUCOSRON,x,Cdirobovvvjxujo,Ltinxnen,4.0,R,,,509.0,Columbia,3.0,U,5.0,Owens Corning,8.0,199216.0
Ztw11679,Fifgeqwpgifjtsyyltndojo,U,Ztwdmfmfjewnjqjorlxpxryvxfxhe,irynxjocrktocvsjmqkulazvlirrcijhcbeaor,5.0,U,Wmbxgcpbhwwmezawfmnydwsutoqrq,f,563.0,Fort Wayne,,M,74.0,Jo Ann Stores,4.0,3963144.0
cil11680,Ulwcoq,,cilfffvvxterraobjuxnp,Dljqawrsbiyrhpisbavbmfykiecjocxbxbzccjptoquiuvbjenxhvnuomop,4.0,O,Delgkfxnuywesx,,745.0,Albuquerque,1.0,U,19.0,Telephone & Data Systems,0.0,2601194.0
Xdr11681,GGENSYUBGEWQYWDUJOGQFUUCB,,Xdrfcwjyhbmcpbramwjowsbrj,,2.0,O,RCYVZBFGZKCHXTRVUMUOCTMFENYMNCEJDQFLXVDYTWEICOHYYQUCWB,,723.0,Little Rock,1.0,S,65.0,Gap,0.0,1673953.0
Ctr11682,QGVDVZ,,Ctrhp,Nhthtgylyugvkjzknqmqqcvqydduayoybitkovocukbyjitxcpgswzji,2.0,O,YZDDCZUXOKBZGMXPUXXAGHDBLDZOJIPSYQPCIVWYFBBUDDXBCAKSQWQSNE,M,815.0,Warren,1.0,S,40.0,Paychex,2.0,270302.0
SBH11683,OKRFIRAOFWKXJKLCLQLOXZHNL,y,SBHMFSDEHRFAH,MXNYDUBGLOEBAQHYMSALXGTLVXOYIIGTDHYULCPIHMKYAAFBKRJN,5.0,O,Iyhtoklkorjisnutnsdqemyvaywdovqupqdifqdgeqbdfdjemnqkadgeiyvg,f,,Milwaukee,,M,31.0,Windstream,5.0,275543.0
xla11684,LVOKODFHCPYOEJJHZDUBNLIM,,xlafaqjxebehjyasful,Vnezvqnqplcragadfwoaussonzkmnzkoepvrmfpcinczedfrduviirzzc,2.0,O,TXSGDCYZITDKSCMJRFUM,,494.0,Cleveland,4.0,U,49.0,,7.0,1537051.0
TKM11685,lclgepexuygoebrxqvxnigzkh,,TKMWFTPHYIFBILRQGEDXLGPJK,SUSRSPGRIWYMNNFRZBHDVTVENDUQVGAKPUJ,5.0,R,Ymmwnucsbmugxefafroxsdmqkfthidsbvhhgazxcpjkrpimsbibsimzz,,502.0,Long Beach,0.0,M,64.0,Pentair,4.0,
gme11686,Ilkkyfhbvylnoh,,gmenajmyxpkjteojobwahxlq,UOLRDUGXNCYULSTFSCQSBHFXPJHPJSYYJWMBHFJVOSR,1.0,O,WQCMURNZYYXCEYWBRAXZKKMFFKIZAPMQQUUQDWMTWGCCDANZRHOEQHZTXOEDWKYWHRTRRAXNOBH,f,604.0,Jersey City,2.0,M,6.0,Securian Financial Group,1.0,1738558.0
Ohi11687,Xlcvzcaqzzcmdrwdemzvryggysa,x,Ohiqxgrpvunrznq,KTFEJNLWNSXLC,3.0,O,NQECZHEFSCEWXBEVCVIFMCGKICSCNCJEHIGCKRCDCWCLBJKP,,627.0,Overland Park,0.0,M,45.0,Watson Wyatt Worldwide,9.0,2116401.0
Xpb11688,Aeaypvzvaseyxxjzjpsuprdgmpuxx,,Xpblltvhzrehqmkgbcxvqd,Khsmcrvjwbrngipejobaoxcgfpfyhkidbipxekxuooneqpaxhpbuxirbgtwiqdwfuzsem,5.0,O,Cahwqrpsltfgmggpcpdlyhfbrmipmzjzafiihkrlrijnxoiykjauwlmdamslwt,M,626.0,Bakersfield,3.0,M,59.0,Mercury General,4.0,1678971.0
Vlg11689,Ywilvgponxgzovewagorroojtsu,R,Vlgfisaa,Nhtmagcsawwkrfgwlfnvgmhfedchaxqlotlrdjwanbbkwkhuluqbne,,O,Nktboxqxgyvuklwl,,771.0,Allentown,,U,51.0,AnnTaylor Stores,5.0,2669106.0
Fzm11690,eobyslnvvawj,,Fzmovsxoipxzn,Mbpvsfowhfgbupkwlvuqnltudaiwjysciwtbnhbflcvwbxhuxphkbcwjo,1.0,U,XMWIQZXRSQSTXQCO,m,309.0,Eugene,2.0,U,35.0,Realogy,6.0,1901664.0
WDT11691,Irqofwmhoccse,,WDTRCCLYGCUNZ,Ccnvcghmcnjckdjfhobsjidrxzgpqsbwibvhrtjxmeylnluvzfipyobtkmwyonhlfvdapvl,3.0,O,Fsvksuxrurgbvoowczqayxbgsovhctetnmy,,504.0,Tucson,3.0,S,71.0,Fifth Third Bancorp,0.0,3038656.0
HJM11692,Gryywzxqo,d,HJMGJRLBASOQHORCMJRETPHQ,,0.0,U,iaredfitksemljadttzmhnrhchorrewfpcatyvjqwaeunqvatgcyatyfiabounozzp,F,329.0,Yonkers,4.0,S,87.0,EOG Resources,6.0,2453031.0
PEI11693,ftpszhtwyddfpref,F,PEIIOEYNCDDMSKBQDEJW,Yhiwghfqhrfptxlkaupseqswamdfvpipmctmrgvllvvqpsnsbmlv,0.0,R,Grwzedacxjcjzdicdmnoqfadjcincredijnbdtbbxibfufmojudi,,423.0,Escondido,4.0,D,49.0,L-3 Communications,9.0,207536.0
RBT11694,LTQEKHKLFGQUEEKLUGBHZUOQAGHSH,,RBTNPGXNYUUYIVPIVV,Mwgmvkcgqltyvd,1.0,O,KGLVKPAHXKOPQGHHCYNTADXCQLVHUMQPMJXBUVTWHXJSINZKAITTRZCPK,,607.0,Vallejo,2.0,U,58.0,Lowe's,6.0,206639.0
Yka11695,UJMIUVSAVRVHMHEWTNFWGHVTPVSJ,t,Ykakquplmhqtqgsp,mzlylvnmjdavszmcwclkbdjyjksmrayiw,3.0,O,TYAVXYLTRMTROYQLOXBSNISEBCTFZLAXTHGDZMCIDRRAKOGDOQBDOCJL,,606.0,Santa Rosa,1.0,D,28.0,Visa,7.0,2985447.0
WNT11696,Ubflbmhakslupfqo,,WNTSCZXSGPLOVHYSZJTSFRET,jmsufcgsuzbkruilzvvhlgsehayblqplbwppnuhkwxvbluporpgucxaiehysbhrfxqompazp,4.0,O,QGINHHVVHPNYOOPWOXHXFCRTOF,,594.0,Corpus Christi,3.0,M,55.0,Occidental Petroleum,6.0,2053374.0
