prospect_gncd,prospect_nmbrchldrn,prospect_nmbrcrs,prospect_ct,prospect_crdtrtng,prospect_ntwrth,prospect_gndr,prospect_wnrrntflg,prospect_nmbrcrdtcrds,prospect_pstlcd,prospect_frstnm,prospect_cntr,prospect_phn,prospect_ncm,prospect_mrtlstts,prospect_g,prospect_mplr
Jaj13915,2.0,5.0,Biloxi,410.0,738013.0,M,O,3.0,NMOJZSOFVRV,EJHGHWKBALBKS,United States of America,1-681-087-9468,363506.0,D,19.0,PepsiAmericas
Tzo13916,5.0,0.0,Great Falls,542.0,2308599.0,,O,2.0,,momllegdrtjctwrwwzfnqsgwrapgao,United States of America,1-981-003-4317,58149.0,U,46.0,Sprint Nextel
BTJ13917,1.0,3.0,Miami,780.0,3981033.0,f,R,7.0,Nlkblujw,Nzaecgyrugixbxwsrd,Canada,1-252-355-7571,232020.0,U,73.0,AmeriCredit
Bay13918,,0.0,Houston,736.0,1163626.0,m,U,0.0,Nxxgu,jnyutftqnxldexfaazbtr,United States of America,1-836-273-6192,316474.0,M,43.0,CB Richard Ellis Group
Ydg13919,1.0,2.0,Saskatoon,317.0,1061919.0,F,O,1.0,PLIOONIEXZ,Qkebzjqsnkevfgnuf,United States of America,1-606-434-4128,261926.0,D,24.0,Insight Enterprises
yzm13920,2.0,2.0,Lafayette,527.0,2084315.0,,O,2.0,Omhlhbdin,QBCLKSSFANFQNWBUCWBR,Canada,1-183-030-1872,233090.0,U,98.0,Weis Markets
psa13921,1.0,5.0,San Bernardino,688.0,3971659.0,,O,8.0,FUYDWLGZVKW,XVGWAEVCMXMTHSYPXAXFLFVPLIPE,United States of America,1-080-823-7999,301863.0,S,76.0,Macy's
Upi13922,3.0,4.0,Las Cruces,743.0,1808436.0,F,O,6.0,Wcxsuco,VZEXRNDEVRSLIAIF,United States of America,1-100-841-7504,265532.0,M,88.0,Western Union
XUA13923,5.0,0.0,Springfield,499.0,2696965.0,,U,0.0,ZPPTGJ,VVCZIWBGGUDWEEBBDQQWPXPTTGN,Canada,1-786-279-2981,77998.0,M,50.0,United Natural Foods
rqf13924,0.0,1.0,Riverside,725.0,3241209.0,,O,9.0,DAIERPTUEMND,Crchmyjvzqicffjtkrl,United States of America,,234183.0,D,95.0,CHS
OVJ13925,4.0,3.0,Indianapolis,,99121.0,,O,0.0,Rogjxwxxc,qcchwijkwfbbhzglxhonhotobqvi,United States of America,1-884-271-2918,290353.0,D,84.0,Enbridge Energy Partners
Rwt13926,3.0,0.0,Orlando,377.0,2411633.0,,R,6.0,Riqsrzh,Hwmyckilmphdr,United States of America,1-564-433-2755,78188.0,M,72.0,Computer Sciences
Zlo13927,5.0,4.0,Anaheim,411.0,3936495.0,,O,5.0,OXVMXG,CEQPXKDBUTFMEQELBWTBO,,1-526-735-1170,199557.0,U,55.0,OM Group
Cks13928,3.0,0.0,Scottsdale,684.0,935867.0,,O,3.0,vmhaaqpdku,Uebxrmbqsnsc,United States of America,1-006-822-2837,150259.0,W,,CIT Group
Hvl13929,2.0,1.0,Sterling Heights,571.0,3563344.0,,O,1.0,ybivawh,ROOREDTDUXUPALY,United States of America,1-463-667-7034,299551.0,M,81.0,United Refining
Dyf13930,1.0,5.0,Inglewood,327.0,3066261.0,m,O,6.0,Bdlbo,ZHPJGFSXORFHOLLSHC,United States of America,1-934-003-6736,237611.0,M,61.0,Mutual of America Life
Pgg13931,3.0,4.0,Bridgeport,441.0,3807256.0,m,O,6.0,myycljkxi,AFKHU,United States of America,1-072-328-3081,70603.0,M,20.0,Rowan Cos.
Yua13932,3.0,2.0,Philadelphia,502.0,741335.0,F,O,4.0,Fkxrooed,GOLUZRKRJ,Canada,1-091-805-1357,274140.0,D,74.0,Joy Global
Dav13933,,0.0,Corona,390.0,3298590.0,,O,,Ewnghtwgh,Xjcowmdhjdltjtcwslt,United States of America,1-173-267-3080,77661.0,M,13.0,OGE Energy
GBS13934,1.0,5.0,Oxnard,561.0,2674364.0,,O,,epnwpvlsx,lfkefvgkwhwfmagwcekxrhq,United States of America,1-957-386-1745,29331.0,,44.0,
Kbs13935,2.0,4.0,Los Angeles,390.0,781172.0,M,O,7.0,ANBKJMYHIGCU,GPPUAFKJXKBAXGOCWHRYSAYAOOFTJU,Canada,1-397-956-4678,475895.0,U,62.0,CenterPoint Energy
Syp13936,0.0,1.0,Cheyenne,817.0,1435588.0,F,O,5.0,SQGSDXHLPY,qcpqthx,United States of America,1-205-182-3341,493225.0,D,4.0,"Toys ""R"" Us"
EME13937,5.0,0.0,Charlotte,,2214468.0,F,O,7.0,,PUZUMDTHIGVRWQWFRWKBOJGGIMKQAJ,United States of America,1-908-313-8382,207302.0,W,58.0,AGL Resources
jqp13938,2.0,4.0,Lakewood,622.0,1445007.0,,O,0.0,Flriixqqrucg,HWJVABWNUFXFZTKTGYMXGEEGQP,United States of America,1-019-115-8599,266103.0,M,97.0,Fiserv
Zbi13939,1.0,3.0,Sherbrooke,618.0,3113183.0,M,O,3.0,Momyiy,kujykbuazyefpbbsrfjj,Canada,1-339-158-7109,425127.0,M,33.0,Berry Plastics
DYO13940,1.0,1.0,Garland,359.0,2384449.0,,U,6.0,TYXMFLTZVMQ,WEXPDYOUEBGEFEEUDACVYSCZ,United States of America,1-272-243-3337,393247.0,W,69.0,US Airways Group
NHK13941,4.0,5.0,Ann Arbor,756.0,3703130.0,,O,5.0,Vdiebtct,HROOZDBNGH,United States of America,1-688-252-4384,223579.0,S,7.0,Targa Resources
Glq13942,3.0,0.0,Augusta,756.0,3636029.0,,U,1.0,Ncwzejbsm,FJWBPJZVYSETQW,United States of America,1-842-517-1117,360982.0,D,81.0,Regis
Drq13943,1.0,5.0,Columbia,803.0,313134.0,f,U,2.0,nmvgxbzm,Bcravflcgwuszgionxryej,United States of America,1-239-570-1064,435755.0,S,65.0,Tesoro
PDS13944,3.0,0.0,Newark,846.0,3263583.0,,O,0.0,TBFIACEZJ,Ceswxxxkwjaakidwxblpyu,United States of America,1-670-707-4129,496164.0,M,75.0,Eastman Chemical
Eyu13945,3.0,4.0,Phoenix,603.0,,F,O,7.0,Vlyss,RHULEEMNLVBDUIDIQFYLFMJOSLTEM,United States of America,1-758-914-5524,356209.0,M,86.0,Smith International
lmf13946,4.0,0.0,Chula Vista,468.0,1749360.0,F,O,2.0,Kmpqlwczp,Rvkxjaalseidbelbcqwwuujvldo,United States of America,1-694-360-6361,225121.0,M,60.0,Cytec Industries
ASM13947,5.0,,Fullerton,542.0,1180119.0,,R,5.0,eaabrgudgnlo,Jqjutcrmigvscsb,United States of America,1-404-703-0017,141818.0,M,52.0,CVS Caremark
smd13948,4.0,3.0,Orlando,763.0,78819.0,,O,8.0,Csorffcxduw,Mkykjauhgzqeygmxxqxxpwq,United States of America,1-951-294-4836,337693.0,S,62.0,Newfield Exploration
Bhx13949,,5.0,Ontario,364.0,3458085.0,,O,6.0,PJYUFBOTR,LJIQUV,United States of America,1-940-882-5583,95943.0,D,38.0,Tellabs
kdp13950,0.0,1.0,Garden Grove,649.0,1210682.0,m,O,8.0,Pxukqxha,gndupsdnlrylsoxcetiasuccqknupv,United States of America,1-831-635-0465,257089.0,S,1.0,Quanta Services
khn13951,4.0,5.0,Mount Pearl,433.0,3285571.0,m,O,8.0,Kkpvnb,qhdqieobwohzgjvuhlrr,United States of America,1-399-017-4256,93773.0,W,62.0,Wesco International
Wug13952,3.0,1.0,Nashua,379.0,2454306.0,,O,3.0,Pdieokc,RTCWJHSCXCYRMFOTQPGYDTU,,1-557-870-4652,69037.0,U,46.0,United Stationers
BFD13953,3.0,1.0,Plano,622.0,462067.0,,O,10.0,Wpmotxtipekw,oyzxamfltbrhpyyqapyonqvq,United States of America,1-181-612-7216,114593.0,W,98.0,Hill-Rom Holdings
Hrs13954,1.0,3.0,Victoria,536.0,2624430.0,f,U,7.0,xdqnruowu,Kdfhru,Canada,1-423-934-7237,,,99.0,Jarden
Pxy13955,5.0,0.0,Memphis,805.0,2418267.0,m,R,7.0,jmmmx,cvsfdlbnzdgfllwfcpg,United States of America,1-904-788-0117,459831.0,M,100.0,Ryder System
ups13956,2.0,0.0,Missoula,614.0,3885556.0,m,,6.0,cfnyxjdc,Dwwfcjmfdnxnq,Canada,,169145.0,M,95.0,NCI Building Systems
Qql13957,4.0,3.0,Tacoma,641.0,3152565.0,M,O,8.0,Unxzgubnbmac,Bnqkjtpzhum,Canada,1-974-185-9652,244172.0,S,29.0,State Farm Insurance Cos.
Ygg13958,0.0,2.0,Windsor,391.0,3273594.0,M,U,10.0,daycmrp,BGALGYKY,United States of America,1-802-011-4447,130486.0,U,27.0,Kimberly-Clark
Yuv13959,3.0,4.0,Huntsville,375.0,3932499.0,,O,3.0,Fqdprdumhjy,Jdtjcixwrxkhro,United States of America,1-012-539-6416,360431.0,M,38.0,Scana
Sid13960,4.0,5.0,Huntington Beach,621.0,2045905.0,,R,,Ywrblb,Umknezolfwhoqeu,United States of America,1-519-551-5834,211586.0,W,39.0,ENSCO International
Odr13961,1.0,3.0,Milwaukee,757.0,1118147.0,F,O,,nskmt,AGGEQITQQNPJVTOENULWRSHZIRDD,United States of America,1-019-004-8482,393945.0,S,22.0,Enbridge Energy Partners
Sjx13962,3.0,3.0,Hialeah,479.0,1927138.0,,O,6.0,Qqleauv,nzlmi,United States of America,1-085-175-0598,272451.0,U,,ManTech International
CTN13963,5.0,1.0,Saskatoon,333.0,556264.0,f,O,5.0,DBMTMGVLT,Ocjdrpoxdswutgpf,,1-428-402-8208,157752.0,M,20.0,Zale
Lam13964,5.0,1.0,Charlottetown,386.0,1608422.0,,O,9.0,Dzejhiioc,cmhxykeldbuivziugeb,United States of America,1-069-479-4001,135566.0,M,1.0,Dillard's
Ueb13965,,5.0,Vancouver,457.0,341421.0,,O,7.0,,Jvmbtgjuirm,United States of America,1-902-255-6844,419154.0,M,,Vectren
xit13966,4.0,1.0,Regina,732.0,2965033.0,,O,2.0,gqqty,Vhxhcnkwintwpvtdjolprrpbawdut,United States of America,1-884-113-9591,459459.0,M,52.0,DST Systems
vqa13967,3.0,2.0,San Antonio,536.0,1636999.0,m,R,9.0,,LNKQSIODBCAPTAG,United States of America,1-307-872-9233,22081.0,M,13.0,NYSE Euronext
aro13968,,4.0,Evansville,757.0,,m,O,2.0,pfswhyw,PBODSNLSKFWU,United States of America,1-988-740-8444,112579.0,M,70.0,Icahn Enterprises
hrs13969,3.0,,Iqaluit,680.0,2079032.0,f,O,,Edjphd,NRZQMFRKZNWFNPJIPLAPFNQFG,United States of America,1-138-877-1669,19784.0,M,14.0,Quest Diagnostics
Srl13970,0.0,2.0,Columbus,492.0,3511953.0,f,O,1.0,Orenewvkau,Nxaigondtgpginobwwthdhzp,United States of America,1-972-479-0625,38086.0,W,14.0,Borders Group
Dae13971,1.0,0.0,Chesapeake,710.0,1392884.0,m,O,0.0,mcutrgvehaxe,EBYELJDNWDFCFBMPUGGKQDOPQYPZ,United States of America,,21725.0,M,44.0,eBay
Zkm13972,2.0,0.0,Toronto,352.0,2478055.0,,O,7.0,,Xjqtudjercqswd,United States of America,1-329-048-1947,369095.0,M,96.0,Coca-Cola Enterprises
Iej13973,3.0,2.0,Missoula,588.0,,M,R,8.0,GTUAKVUAPKG,Rnswupseqgatupxk,United States of America,1-152-520-5771,92474.0,M,14.0,Hill-Rom Holdings
Kjv13974,2.0,4.0,Windsor,589.0,1133913.0,,O,9.0,Xgfxvgjx,Pnqbxirxyifloavcwl,United States of America,1-142-958-8821,190473.0,M,38.0,AK Steel Holding
Ebc13975,,0.0,Chula Vista,,1894984.0,f,R,9.0,sqdguxukwgwx,Twebwnrnlqc,United States of America,1-242-893-5657,220143.0,D,65.0,Huntington Bancshares
Rqf13976,2.0,4.0,Great Falls,800.0,2723987.0,,O,1.0,Vpisduto,Tszcxsfrcubqdisa,Canada,1-440-810-7914,4662.0,M,26.0,Burlington Northern Santa Fe
Eqq13977,0.0,2.0,McAllen,661.0,1600240.0,,O,6.0,,dlcsldtjfqsfflidsmwdsixbt,United States of America,1-069-921-3482,458033.0,S,3.0,Travelers Cos.
eyy13978,5.0,3.0,Buffalo,572.0,2924669.0,,O,6.0,OVAIJACDXZG,LELHPXTLYFHTGHDUXBVTTOURS,United States of America,1-950-437-3988,369252.0,U,51.0,Dominion Resources
fnl13979,1.0,5.0,Chula Vista,479.0,,,O,6.0,qtlfovglsl,mucuslrexloqkclft,United States of America,1-494-222-8356,363605.0,U,10.0,Halliburton
Lol13980,2.0,0.0,Lowell,591.0,2057569.0,,U,7.0,OKYXDGK,Zjaepppubftigikh,United States of America,1-099-824-6833,5313.0,M,51.0,Metals USA Holdings
Qde13981,2.0,0.0,Torrance,566.0,2948381.0,,O,10.0,Ixnfepsrq,Xbdypqqepgus,Canada,1-802-307-4045,174584.0,M,37.0,Southwest Airlines
Rcg13982,2.0,,Phoenix,693.0,1365779.0,,O,1.0,Votbrmnthmq,Hlqxjq,Canada,1-181-269-3341,348502.0,M,87.0,
rve13983,3.0,,Boston,585.0,2681971.0,M,R,1.0,kdqmlnav,bxuybcdxkrel,United States of America,1-345-572-1060,190130.0,,75.0,Precision Castparts
Mfq13984,5.0,5.0,Paterson,842.0,781495.0,F,R,3.0,Tcvksozc,Jekqltromqnsbopjrzahw,United States of America,1-743-843-8791,23136.0,S,45.0,Kelly Services
amj13985,4.0,0.0,Iqaluit,689.0,2939519.0,f,O,3.0,VAIYTS,UCDPTDK,United States of America,1-359-252-8672,436751.0,M,66.0,McKesson
qhc13986,4.0,,Garden Grove,631.0,1659632.0,,O,2.0,ksymdkwaazb,Vgjqraoeoicsjfbi,United States of America,1-120-103-6754,426593.0,U,47.0,Univision Communications
Ahk13987,0.0,1.0,London,711.0,2799883.0,,O,6.0,Jvhjlcwpq,Udssiqxgpbppdwriu,United States of America,1-236-166-7204,303231.0,M,33.0,PPL
RPG13988,0.0,1.0,Greensboro,377.0,2021398.0,m,,7.0,Pnlkwjmqqq,Uvsduwlyhbkazfysfnzus,United States of America,1-472-226-0277,265908.0,U,75.0,Aleris International
Mwv13989,4.0,1.0,Tulsa,452.0,3951038.0,,O,8.0,Hcroqqyjswk,CCWVXWDDXWRGQKR,United States of America,1-032-583-7718,442006.0,W,,Anadarko Petroleum
Ozt13990,4.0,4.0,Pueblo,601.0,2673643.0,f,O,3.0,TDAPMG,Gnqbpdkbocfggvzgta,United States of America,1-708-464-0481,347405.0,M,29.0,Allegheny Energy
CID13991,0.0,2.0,Edmonton,512.0,3815100.0,f,O,9.0,Nybsj,bpxdhbmlsoawosnxww,United States of America,1-143-234-9886,412007.0,S,79.0,EOG Resources
ate13992,3.0,4.0,Riverside,823.0,952118.0,f,R,5.0,Owxcar,pfhsdjyqnpkmpdvv,United States of America,1-760-583-6186,228548.0,D,54.0,Cooper-Standard Holdings
ftv13993,2.0,3.0,Richmond,644.0,2217978.0,M,O,0.0,yhsivwi,Gkphsf,United States of America,1-706-240-8374,275615.0,M,39.0,Expedia
OSH13994,4.0,0.0,Montgomery,744.0,1971360.0,M,O,4.0,BEDDTGOYO,Mqbyqtuueetkpccejwnxdgf,United States of America,1-788-095-3707,277335.0,M,82.0,Devon Energy
Ull13995,3.0,,Las Cruces,417.0,2328228.0,,O,,Fnlaukjeq,Kdttcevzsspfujvyfddorqwbyiucb,Canada,1-625-204-4179,218571.0,M,40.0,HCA
Baq13996,4.0,1.0,Flint,546.0,3878977.0,F,O,2.0,Khdeitib,ITIFNPQVYBLMBUVEOQIRSPO,United States of America,1-043-971-5865,,M,21.0,CVS Caremark
jqs13997,2.0,5.0,Lancaster,408.0,2701362.0,f,O,0.0,lzvoq,Yemapaikt,United States of America,1-307-517-2232,191370.0,U,75.0,Limited Brands
QMB13998,2.0,5.0,Ottawa,462.0,1216718.0,F,O,5.0,cjinvttuz,Inxgdfrcbljwdtbrfaoldkatohb,Canada,1-858-657-9676,178702.0,M,24.0,Nasdaq OMX Group
Beq13999,4.0,5.0,San Bernardino,623.0,2616138.0,M,O,8.0,HRPAGHB,Mzhkdhzpptsglal,United States of America,1-422-164-0484,165911.0,M,56.0,Pioneer Natural Resources
UOM14000,3.0,2.0,Salem,630.0,3040939.0,f,O,9.0,Odepzupkuo,Sxwpm,United States of America,1-139-278-6021,35174.0,U,85.0,E.W. Scripps
yhl14001,1.0,4.0,Toronto,613.0,3376874.0,M,O,1.0,Givpxkq,Bhsdmozvrjjibrpd,Canada,1-188-040-8614,219488.0,M,64.0,Ametek
qul14002,,1.0,Fremont,846.0,,M,O,8.0,JTXDLATVSA,qpehgsuoluxqbksqmpoimjrshxtro,United States of America,1-002-595-6555,80709.0,S,12.0,Advance Auto Parts
INC14003,4.0,3.0,Tacoma,642.0,1536376.0,F,O,5.0,Aqlxi,Dzzqprjcgvkmnigae,United States of America,1-550-688-1027,,M,69.0,Sauer-Danfoss
Xlm14004,2.0,5.0,Santa Clara,573.0,1317319.0,M,O,2.0,kmlaudqos,Ejpzuaqtfpusmwsmyxmf,United States of America,1-081-457-8721,329731.0,M,68.0,Oracle
JQO14005,0.0,2.0,Elizabeth,556.0,,F,,4.0,tsknihlbdclc,Qimyzqkmpdjigtiq,United States of America,,148789.0,U,49.0,Crane
IWJ14006,4.0,,Overland Park,820.0,,f,O,4.0,Lpimnjqtmxvw,Ftlbmwkqoqgbkpttukdigfkvf,United States of America,1-262-642-2503,10682.0,S,26.0,Maxim Integrated Products
QIQ14007,0.0,0.0,Warren,546.0,2883380.0,,O,2.0,Xshxzv,RNMLXBHLTIP,United States of America,1-911-660-6612,340570.0,D,81.0,Synovus Financial Corp.
BTN14008,0.0,1.0,Salinas,460.0,1923574.0,,O,6.0,ilcgjbkkrl,Piyazddetqnaggadtxnaryfqyf,United States of America,,138118.0,W,99.0,Carpenter Technology
Axh14009,4.0,3.0,Mesa,333.0,385536.0,m,O,1.0,agtvlzy,Ciiyzoysrihicjfo,Canada,1-916-329-6146,,U,64.0,Colgate-Palmolive
Zpn14010,2.0,4.0,Waterbury,304.0,515037.0,M,R,4.0,Ckrkdr,Fqyqyzzuxbopnhjjddmpmxc,Canada,1-225-363-5497,381098.0,D,97.0,Urban Outfitters
tks14011,2.0,1.0,Lexington,413.0,3445024.0,,O,7.0,Xfmdsp,cbdgxznuhzrzkds,Canada,1-892-137-4452,37499.0,W,,Peabody Energy
Ltn14012,4.0,5.0,Greensboro,593.0,3543580.0,M,O,5.0,Bfpxca,KXPQFGIUB,United States of America,1-141-797-1761,77899.0,M,1.0,Gilead Sciences
Qtb14013,1.0,3.0,West Covina,804.0,366143.0,,O,7.0,lgxvjwcujspi,Mgbvfclerpvwcejxaj,Canada,1-679-875-4062,85356.0,W,60.0,Service Enterprise Group
Tvw14014,0.0,1.0,Oceanside,648.0,2763821.0,,O,0.0,Xdkmzqhpialj,SGLGMPXT,Canada,1-506-981-0928,496998.0,U,18.0,CME Group
Ktu14015,2.0,3.0,Atlanta,451.0,,,O,2.0,jygkkvhk,ATYHUJQVLMMRSAM,United States of America,1-544-772-6481,34660.0,M,52.0,Snap-On
XCG14016,0.0,2.0,Denver,786.0,406077.0,m,U,2.0,HPKLZNZJI,Nthembwnotixgvcalbedcoonfagywh,,1-469-965-9906,221754.0,M,100.0,Walgreen
AZM14017,2.0,1.0,Raleigh,312.0,1148518.0,,O,9.0,Opaazvj,NPKQUAFXWOITVHJOXO,United States of America,,,S,87.0,AutoNation
Jvd14018,0.0,4.0,Corona,516.0,2978022.0,m,R,1.0,Dwpkscalyu,AMXVOEESUGIVDKUPYQRGIFRDLIB,United States of America,1-906-813-5785,442235.0,D,28.0,TD Ameritrade
dvs14019,5.0,3.0,Albuquerque,815.0,3386526.0,,O,6.0,Xvuyvqvg,dhtrviad,Canada,1-150-277-8672,267103.0,S,6.0,Safeway
RJR14020,1.0,0.0,Tempe,401.0,2198459.0,f,,2.0,kyheuck,Uwczyxvip,Canada,1-947-823-2014,487372.0,U,100.0,Jo Ann Stores
Fjj14021,1.0,,Cleveland,686.0,724120.0,,R,5.0,,Ayadvnogemplsb,United States of America,1-520-321-1202,100344.0,M,19.0,Total System Services
Tvd14022,3.0,1.0,Cincinnati,468.0,2380553.0,,O,8.0,Jkiqybf,Pjhwvppitef,Canada,1-175-222-8712,476652.0,M,93.0,Granite Construction
ZEF14023,5.0,0.0,St. Johns,668.0,129849.0,,O,9.0,vvbfgseost,Hauuhw,United States of America,1-445-311-5146,182768.0,W,87.0,Walgreen
Xkr14024,5.0,4.0,Whitehorse,519.0,1392765.0,,O,6.0,REOIQ,enwndumczyuo,United States of America,1-544-663-5204,,S,,Dover
WMN14025,4.0,3.0,Abilene,696.0,3350670.0,,O,0.0,gcnitfystfi,euhdnsrthaohhdsviptgvpb,United States of America,1-771-267-4658,290450.0,D,50.0,Cablevision Systems
RJJ14026,,0.0,Laredo,739.0,434759.0,,O,6.0,Ufcvjo,Hwmiwi,United States of America,1-337-071-5834,298718.0,W,78.0,Mylan
Fek14027,2.0,1.0,Nashville,417.0,2719005.0,,R,6.0,Wjhznhgt,Agbdcucmvt,United States of America,1-353-921-8281,,M,30.0,General Cable
Wol14028,3.0,4.0,Hialeah,808.0,971708.0,m,O,2.0,Hlezgm,Ohnyrkshqpgjdnrbaialjrlfnd,Canada,1-315-297-7863,68027.0,M,91.0,Visteon
QES14029,3.0,5.0,Chandler,412.0,2069735.0,f,O,10.0,Opiovnso,Osqvaexqkrodxsmtfsplf,Canada,1-693-318-9637,43055.0,S,61.0,Caterpillar
GUB14030,,5.0,Pomona,686.0,32033.0,,R,8.0,zydkcnmmr,Numeihpwex,United States of America,1-974-947-9947,201507.0,U,3.0,Supervalu
Gub14031,4.0,3.0,Sherbrooke,725.0,2429720.0,,R,8.0,Qjriazlhrx,Ropthvdfauyjjjyqlhhevcyopre,United States of America,1-755-800-0848,126276.0,S,,Valmont Industries
Lmj14032,5.0,0.0,Las Cruces,417.0,1278288.0,,O,2.0,Sstllcmqtq,Sgbfrxgqkhkszfsowdx,United States of America,1-041-664-8561,114940.0,S,76.0,Univision Communications
Tob14033,5.0,1.0,Overland Park,324.0,3842046.0,M,O,7.0,Bwoimzrirob,etzznvp,Canada,1-646-533-4010,361588.0,U,79.0,Briggs & Stratton
hrf14034,1.0,2.0,Victoria,305.0,1856763.0,m,R,0.0,aqprna,Pkdupeoytvpgdaovdkfnbss,United States of America,1-802-083-5248,133002.0,M,32.0,American Greetings
ICS14035,1.0,2.0,El Monte,567.0,2880304.0,,U,,,WLLDQJIGGASZXV,Canada,1-249-508-1613,94849.0,M,77.0,Omnicom Group
Jub14036,4.0,4.0,Berkeley,322.0,,f,O,10.0,OQGMBUIU,Tvekcouvsolebkljgsylkdifojg,United States of America,1-236-642-3891,211821.0,U,33.0,
Par14037,3.0,1.0,London,487.0,526135.0,f,U,10.0,Ptpukvrfbqy,Dhqrluadrmyzdhnbnejuria,United States of America,1-676-946-3534,286514.0,D,90.0,AMR
OJO14038,3.0,1.0,Jacksonville,723.0,1728719.0,,O,6.0,BPCHTIOR,KGGVWDESCSCPTKFXJI,United States of America,1-412-854-8284,235934.0,U,55.0,URS
NOM14039,3.0,2.0,Huntington,786.0,3017962.0,m,O,2.0,Oghqmokzvoe,VFZLPTNIWSUHMVOMBJKB,United States of America,1-678-785-5196,136093.0,M,28.0,SunGard Data Systems
efr14040,0.0,2.0,Torrance,815.0,3206832.0,,O,4.0,Ifywg,uapcilypbvcfmmt,Canada,1-171-087-9699,403307.0,U,11.0,Mirant
RHJ14041,4.0,4.0,Reno,806.0,3429955.0,m,O,3.0,Aeroelktqw,kacekkbb,United States of America,1-945-359-2880,191112.0,M,33.0,Regis
bzd14042,5.0,0.0,Wichita,357.0,3946226.0,M,R,1.0,Zzetzymduvso,CXZTBXDKEMQBIAEBLJFIYUJWQBO,United States of America,1-867-030-9435,11909.0,D,64.0,Eagle Rock Energy Partners
IUF14043,2.0,3.0,Lexington,443.0,2423280.0,,O,10.0,Sdalctcaz,Ileaapmhdtusxtrnntm,,1-767-517-5645,117280.0,W,100.0,Pacer International
Jli14044,3.0,1.0,Omaha,771.0,480727.0,f,O,1.0,JPEAYZV,Ujovaynbfkjazulhtfwt,Canada,1-409-984-0277,341616.0,U,13.0,Werner Enterprises
Nwa14045,5.0,2.0,Springfield,478.0,876048.0,F,O,6.0,Ebmfkj,iucjonpwmxsvbhelrrhxbsnhoqyvbw,United States of America,1-117-510-8229,298687.0,W,91.0,Lennar
Toq14046,0.0,1.0,Hayward,337.0,,,O,4.0,DEEGDNNQC,Rotsgmogivtjk,United States of America,1-952-132-2240,386966.0,U,24.0,Thermo Fisher Scientific
YCJ14047,1.0,0.0,Jacksonville,,3917478.0,F,O,0.0,Ixjrnqugo,yxvegitoizxopkscdyfzwkmpygpwzb,United States of America,,447326.0,U,100.0,Domtar
ZLX14048,3.0,3.0,Irving,482.0,75862.0,,O,9.0,Yleiks,Nlzzrozwgfg,Canada,1-633-915-9888,460342.0,D,68.0,ENSCO International
Wav14049,5.0,4.0,Eugene,575.0,2719402.0,,O,1.0,Cardr,Ggnhgdnrvv,United States of America,1-882-035-4926,372175.0,D,72.0,Harsco
Sfq14050,1.0,1.0,Buffalo,526.0,,f,O,4.0,Nzieqxu,DZSGBCKCMVIJOPZATXKSKLDGLFF,Canada,1-237-516-0438,440698.0,S,47.0,Rockwell Collins
NMV14051,4.0,2.0,St. Johns,835.0,2701531.0,,O,6.0,tnpiqrqi,KTJEFBAPJSBKVEWZIFMVKMEYNSZ,United States of America,1-509-341-1473,161159.0,S,94.0,Johnson Controls
xup14052,0.0,5.0,Sioux Falls,396.0,1955044.0,,U,3.0,vrypavgx,QTOZJFAOAJXMD,United States of America,,310777.0,S,31.0,Phoenix
Xlq14053,1.0,0.0,Vallejo,695.0,3393889.0,,O,10.0,QULAI,wkccnxsynvhlvakp,United States of America,1-582-387-0906,414227.0,M,42.0,Health Management Associates
yxo14054,2.0,5.0,Irving,741.0,342781.0,M,O,1.0,ryvyc,Ulnywix,Canada,1-878-362-7467,2734.0,U,46.0,TravelCenters of America
BGS14055,3.0,3.0,Vallejo,,2631258.0,f,U,1.0,OGNFHZPOLH,Qqcrrdpovmobfaqlucvcki,United States of America,1-707-426-2005,128814.0,M,80.0,Joy Global
Cky14056,4.0,2.0,Huntsville,391.0,627723.0,F,R,4.0,DKWNU,Mbkwbt,,1-165-121-1253,248735.0,D,46.0,Paccar
VND14057,5.0,3.0,St. Louis,,1731121.0,,U,4.0,cbjhvbqxf,Gewmzcpfrkfvkmvjmmqoqbz,United States of America,,217375.0,S,43.0,Celgene
oph14058,4.0,1.0,Manchester,598.0,2684036.0,M,O,8.0,Ppijnie,Nlxdbgkwlmlxlaeqauth,United States of America,,464982.0,D,64.0,Pilgrim's Pride
Fwu14059,2.0,1.0,Mesa,435.0,2175391.0,f,O,9.0,cvvfgndplcxh,VYXJLKKFQZTW,United States of America,1-964-404-5864,181562.0,S,91.0,Wesco International
WYU14060,4.0,4.0,Ann Arbor,551.0,1648694.0,,O,3.0,ZXEDHWDKTHA,Qdigelmzsybmnayvheyc,United States of America,1-767-193-2118,311648.0,M,43.0,Manpower
yho14061,0.0,,Boston,634.0,2982403.0,,O,4.0,cekvto,Gfahn,United States of America,,47139.0,W,35.0,Allegheny Energy
Oyd14062,5.0,3.0,Kansas City,462.0,1429788.0,,O,0.0,Muskqahtr,Nlospyivaazfzkpdneiixqitftzbd,United States of America,1-022-122-1229,62663.0,S,61.0,State Street Corp.
Zax14063,5.0,1.0,Indianapolis,614.0,2028752.0,,O,10.0,Xbjpbncyz,Egidcjgtjrvqgczsmlyzcl,,1-629-959-4382,144390.0,U,25.0,Ferro
