prospect_gncd,prospect_nmbrcrs,prospect_ddrssln2,prospect_ncm,prospect_g,prospect_ct,prospect_cntr,prospect_nmbrcrdtcrds,prospect_crdtrtng,prospect_ntwrth,prospect_phn,prospect_pstlcd,prospect_stt,prospect_nmbrchldrn,prospect_mrtlstts,prospect_wnrrntflg,prospect_mplr
Wzs10902,1.0,Zcwslsh,195879.0,14.0,Sandy,United States of America,10.0,699.0,702805.0,1-393-112-0293,Sevwdhbdv,ME,1.0,M,U,Genworth Financial
oyj10903,5.0,Bfncujjisskclwemjgcvqmgsixxvixwalcrhzbnxiwyczauqrrpoavvcyus,369560.0,65.0,Abilene,United States of America,9.0,642.0,89580.0,1-995-397-2081,Fliheax,TX,0.0,M,R,CMS Energy
kuq10904,4.0,ibzunkyptlhphrqogjibocpqnxqgfvocgwjsrovejgzbhifkeflezlsjjzzk,12936.0,89.0,Columbus,United States of America,4.0,808.0,3364856.0,1-249-182-4524,Etaqr,Ontario,4.0,W,O,Ecolab
Qiz10905,4.0,MNQZFCVUMPUFFEVZRQDGU,462950.0,52.0,Denver,United States of America,5.0,379.0,1175581.0,1-732-367-8014,HZYKV,MO,2.0,U,O,Warnaco Group
FZN10906,4.0,YVNPHCUCFIQUZBKWMOXQNPAJGMEJHESBKQNXMCTBREUSRMRVMIUEHNXYRRTXHPOVQ,405694.0,58.0,Montpelier,Canada,0.0,533.0,2461352.0,1-212-364-0014,rlorncyvy,VA,0.0,M,U,Berkshire Hathaway
EWR10907,5.0,Spwtrsqwekbmmiwdcrwgv,54271.0,8.0,Bakersfield,United States of America,,558.0,3437713.0,1-895-727-6050,dtduijdwha,FL,3.0,M,O,Allstate
Fgw10908,0.0,jijdxcsofwuxjzxlplzhzjfojoplakdicrhjpsxmhlcmlfak,346404.0,46.0,Amarillo,United States of America,5.0,555.0,2036027.0,1-245-123-3822,Oqdovw,CA,1.0,U,O,Allstate
kzd10909,5.0,xfbmcwnufjspcskntbzzxvovyqepeiqtrakkcgxze,478931.0,21.0,Hollywood,United States of America,5.0,470.0,2033653.0,1-601-692-2835,BPJRZ,TN,0.0,M,O,Vulcan Materials
Nve10910,,XBEDHSFMOQDIJCKPMDHFKPHNDQG,210193.0,9.0,Mobile,United States of America,5.0,,1255327.0,,GFLXRZLB,MI,4.0,D,O,Interpublic Group
GHA10911,,Yaftenhndslaudlfxdrgussbhtmibowgclxxcflrtzftojpvlckxlcus,481083.0,,Madison,United States of America,8.0,632.0,2449252.0,1-514-526-5294,BTFKWCSC,OR,0.0,M,O,DirecTV Group
Tev10912,1.0,Ablizfqscjawfdxarcmfsemqwzujvyij,339731.0,60.0,Evansville,United States of America,8.0,496.0,1340516.0,1-439-112-1157,Habbswgpkuf,ND,3.0,S,O,NetApp
UZE10913,4.0,OCHCEEOTTHSGTAXT,436764.0,29.0,Hialeah,United States of America,8.0,392.0,3461994.0,1-582-813-5255,jqvlhii,ND,1.0,S,U,Crane
NCG10914,1.0,OQMAAXOBCCPKVDWCBVMDPJATYSUMURMW,352360.0,23.0,Dayton,United States of America,8.0,517.0,2024540.0,1-548-978-1948,SRLFWE,Ontario,2.0,U,O,Eagle Rock Energy Partners
bhq10915,0.0,spnkisurpsavbhbjpndyqprufmeefmsbqdctqkzqkozezhrd,158128.0,94.0,Toledo,United States of America,1.0,781.0,1138992.0,1-746-021-2699,,KS,2.0,S,O,Toro
PHJ10916,3.0,WCSSHLJWGGRJLNAITYWXNTJMKKVPHEAOZ,420705.0,,Stockton,United States of America,4.0,473.0,714476.0,1-415-186-6687,Xsrmgzr,AL,5.0,M,O,Aventine Renewable Energy
Nby10917,1.0,Ueqltrewqwwddbmnbnuuhoiixts,,1.0,Detroit,United States of America,0.0,833.0,2911061.0,1-924-167-9389,Kexqsvsgkvhn,Ontario,1.0,M,O,Calpine
OGB10918,2.0,Acaoxlvmurfnj,129742.0,24.0,Arlington,United States of America,1.0,691.0,3969773.0,1-609-890-0204,Bdbbfftghjo,GA,4.0,M,O,ArvinMeritor
lxs10919,5.0,Erpkazmcrudfpuxcufvpajdqrtkkfurgcggvlaztdhwumeqm,328525.0,24.0,St. Petersburg,United States of America,2.0,605.0,703094.0,1-036-865-9969,,MI,1.0,M,O,American Greetings
acm10920,5.0,Zgcjbwfz,209184.0,62.0,Iqaluit,United States of America,2.0,606.0,1949122.0,1-051-526-1667,rvyqtg,WI,3.0,S,O,Expedia
Wrm10921,1.0,,345510.0,0.0,Rancho Cucamonga,United States of America,10.0,764.0,2703266.0,1-768-813-5360,ZDPVIF,FL,5.0,U,U,Cardinal Health
Jpi10922,4.0,Pawdshdmhrkcnknsrecfhwxzvgbhqmclwsos,186382.0,39.0,Casper,United States of America,9.0,706.0,380664.0,1-649-666-1883,Xrgxwhprokfk,PA,5.0,S,O,Nalco Holding
Tro10923,5.0,Zvafwkcxsrpowaqwfalbfylvpgeazk,360008.0,41.0,Rapid City,United States of America,1.0,539.0,2013608.0,1-613-128-8542,ffigmgxfg,IN,0.0,M,O,MSC Industrial Direct
xnn10924,0.0,gijkbkchybponndurlawqgckiwgkahadonhoezbrxuudspdx,437145.0,96.0,Alexandria,United States of America,1.0,705.0,684957.0,1-274-072-3038,Luqghgagz,WA,1.0,U,O,Toro
Slk10925,2.0,naieuiexkkkkdbpkjl,156350.0,53.0,Hull,United States of America,1.0,506.0,1880630.0,,mdcqbwpcieb,Newfoundland,5.0,M,O,Energizer Holdings
Mna10926,4.0,Xfmmvgbocvtvgopnlqfcetlhatrihkmsrwcgjpvavifkkivfbvwolcfukj,290929.0,33.0,Sacramento,United States of America,10.0,722.0,2644379.0,1-790-225-4437,UZYANPDAFT,NJ,2.0,M,O,Nasdaq OMX Group
Ceu10927,4.0,UUHIYLUEFXVRNSASGHTSKQRWMAUBHCBJIPCW,81542.0,22.0,Berkeley,Canada,6.0,652.0,2974979.0,1-263-408-2993,gasrnfat,CO,3.0,M,R,Psychiatric Solutions
Lib10928,3.0,Lphfjzagbrqjuopvtqvydma,370202.0,46.0,Raleigh,United States of America,4.0,511.0,1290150.0,1-890-985-6572,Tymbweqs,WI,4.0,S,U,Torchmark
bbo10929,4.0,pmatykypevllparqtuxgpgujsejiqrwmitm,268225.0,31.0,Bellevue,Canada,6.0,399.0,376021.0,1-265-909-5632,cmujvdjhcuz,AR,,U,O,
Ncp10930,3.0,axpzldoutxutxkmecoyskzvpplrjjzuvenijvmf,215225.0,70.0,Ontario,United States of America,10.0,568.0,492595.0,1-375-393-7011,ujxrinevja,PA,1.0,S,R,LandAmerica Financial Group
Uwx10931,3.0,Ooyqaiqjrhjrhmjjrlzzjccwkmqkaqhrktsadrxfnimcqsjrjjvhyycjbdyyg,90783.0,24.0,Evansville,United States of America,4.0,561.0,3146306.0,1-568-261-8929,Rnldx,DC,2.0,,O,Pactiv
OLB10932,1.0,Pixahrpgtqetgxarwqkeh,305315.0,3.0,Baltimore,Canada,8.0,438.0,1641342.0,1-986-959-3653,Kisajsd,MO,,S,,Mylan
xvj10933,,tjxafanowsoemmshdndxgqirookdoesopgorttevrhygdnlwfqztxrjrdnezdahhcucosejqnuflett,136236.0,40.0,West Valley,United States of America,1.0,316.0,3078194.0,1-181-080-3564,mbvevh,WA,3.0,M,R,R.R. Donnelley & Sons
STD10934,4.0,ODNOELDSPHJXWZUHAKLAEEHFOSHPRQAGHNUERCNMAVBZMGEPAFVBFBSCAAJY,120953.0,89.0,Chicago,United States of America,,309.0,1146111.0,1-473-108-7514,Otdkoqycdbkg,AR,5.0,S,O,
okg10935,2.0,kopslhszcwfsrepuzpnmukkasrbwubnxftnflkptlevk,233464.0,10.0,Reno,United States of America,6.0,822.0,872488.0,1-423-981-4854,VIBCPQCCQC,SC,0.0,S,U,Arch Coal
kxq10936,1.0,Kthmsvmnaagxawxcthectkpnhtnqokbhhzcjpqdjmkbuelpohfff,,77.0,Sterling Heights,United States of America,2.0,799.0,3099758.0,1-926-129-3933,SGGUNDJO,GA,1.0,U,U,Advanced Micro Devices
mgu10937,3.0,,,38.0,Erie,United States of America,3.0,558.0,1753441.0,1-161-889-5810,Oqgtrnxg,NH,4.0,S,U,Aon
RUR10938,5.0,Ovlxacbqjjznbucopjevplwmydnolfgmrepnxfb,343496.0,,Hilo,United States of America,,805.0,,1-227-978-3308,Tgmbglvekbx,VA,4.0,M,O,WellCare Health Plans
Ffs10939,4.0,QCAXCVXHUJFJMRWXJCFPITLJREFUMYXGYMXBEAMOTTWRCLSDUQYZM,481035.0,78.0,Wichita,United States of America,2.0,745.0,,1-102-418-3672,QEEIX,KY,1.0,M,O,Collective Brands
Ukf10940,4.0,Igjfpbyxhlrcqbocynxqjlhrhwcfqcmrttjjxmmjholnzicxejfbajbsydkruknznwlujcv,312758.0,21.0,Gary,Canada,7.0,381.0,3875663.0,1-137-385-3341,PBVQEL,Saskatchewan,5.0,M,,Perrigo
sek10941,1.0,Gnobnxcajuzmrxphpbtxmlixbslrrmjuomzdaqquuyhizddtbnzjgqhmidvblfbriigty,227393.0,55.0,Salinas,United States of America,2.0,626.0,3358247.0,1-540-667-6724,Nxauma,ND,4.0,D,O,Arkansas Best
Tna10942,1.0,,437835.0,85.0,Washington,United States of America,7.0,744.0,3661308.0,1-628-927-8038,BJXOZTGHW,ID,4.0,S,O,Lam Research
UZJ10943,1.0,jsugrdnipikjegmtcqnwctdclzguhux,322724.0,94.0,Montgomery,United States of America,4.0,792.0,3371434.0,1-139-345-7937,Thczqlcx,AZ,2.0,M,O,Sherwin-Williams
bpb10944,2.0,rghlsejnxnitlqmjaeamnbzcodxotzcsfsymhdvfslkkkgeuzxexmyuxgtmaiapxayfeh,452361.0,35.0,Gary,United States of America,2.0,741.0,3031663.0,1-498-150-8278,,VT,0.0,D,O,Bed Bath & Beyond
Ljr10945,2.0,QSOGZ,499003.0,42.0,Vancouver,United States of America,0.0,582.0,87159.0,1-058-612-8436,Modagb,PA,5.0,S,R,Health Management Associates
Rzp10946,2.0,Hsbquqtsjhhukklneqeroneq,455818.0,71.0,Berkeley,United States of America,1.0,663.0,,1-265-513-2591,Zazqgxcwrprp,CT,2.0,W,R,Huntsman
Lrv10947,3.0,Swekgeyyxumxgkeuveatrxrrtndjeqlzccqmwtjtfssoitoa,454772.0,79.0,St. Johns,United States of America,10.0,840.0,126126.0,1-485-595-0368,Llrctynrdyif,MT,3.0,M,U,IAC/InterActiveCorp
Wxg10948,2.0,GKXCCZSDNARMOITCHBOJTRQLCZH,273676.0,42.0,Huntington,United States of America,4.0,795.0,2449252.0,1-524-653-9485,Ykzvdwj,MI,0.0,D,O,Praxair
Alb10949,0.0,oqccslrolmknwbxklrboxfyqgkbpkxsmvlfqwdcivmqjtbdnriqmcwgiimjrppxpim,321116.0,20.0,Pembroke Pines,United States of America,8.0,437.0,1273654.0,1-297-664-2075,Pdjjgztkodal,New Brunswick,2.0,W,O,Patterson
UDW10950,5.0,iuqompqylopwujznqmtwxfkvpuswlcvzloctzqmnrvdgsknpwwudlufjjamkjireeppgjws,320777.0,20.0,Fairbanks,United States of America,10.0,638.0,440078.0,1-721-975-2824,OGUDXMBATI,Nova Scotia,3.0,M,R,Sanmina-SCI
UAS10951,0.0,FOHFTAPDOPKJTQRRXHIUXCPCCUESIBYWVEHAQAMD,424772.0,8.0,Iqaluit,United States of America,9.0,814.0,1935817.0,1-057-891-5436,VELDYEWJJXDF,SD,4.0,W,O,Hospira
uus10952,2.0,lifcmsrubcdgfhsezme,45651.0,18.0,Shreveport,United States of America,10.0,685.0,,1-493-711-9216,Qhgsiiqvc,PA,5.0,S,O,AMC Entertainment
Htq10953,1.0,YJPONTIKEBZPROZGPVKPHPUVHUYODOHGYSRABMNTW,224022.0,47.0,Springfield,,0.0,715.0,3355149.0,1-379-648-5404,Ckrahwu,NY,3.0,S,U,Pride International
ZEI10954,3.0,DICCPGUIAJSUNYOFQJKEHBHGVIXKMAKTOWOTMNLIC,123128.0,72.0,Cheyenne,United States of America,0.0,549.0,3975497.0,1-850-158-6289,sllwqvgj,TN,3.0,U,O,McDonald's
TVP10955,1.0,NFSYTNHGXXTWQWNADHDBMZJRPY,122108.0,15.0,Knoxville,United States of America,0.0,315.0,108127.0,1-810-599-3009,UUBSLKL,KY,4.0,M,O,Wendy's/Arby's Group
Lne10956,0.0,Mpuockuscdccrtxslfg,356575.0,1.0,Coral Springs,United States of America,7.0,693.0,1777116.0,1-180-437-6306,Vrlean,MA,5.0,M,O,Ferrellgas Partners
xds10957,1.0,UZVQPLWHFUUPHEJVSCRNRCPZJPPFONDHJ,368395.0,92.0,St. Petersburg,United States of America,6.0,797.0,2189644.0,1-661-668-5661,,AZ,0.0,M,O,Office Depot
DWW10958,1.0,Gazczbgjspmmuasijwlpmqmuhevaickfnymleovuerynttqipjzttvkdwmzfdrwgrdhbyrfaii,55621.0,18.0,Chicago,United States of America,7.0,313.0,3043042.0,1-733-242-1972,nhtzkmxlb,ND,4.0,M,O,Freddie Mac
YBM10959,2.0,UXCGVUOTCTOLBDGBNHFDCSNXXCUVWQZIYXKZBHXEFNFMRNEH,14921.0,33.0,Grand Prairie,United States of America,0.0,815.0,1661619.0,1-520-323-2184,OPIRHXDC,IA,3.0,S,O,CACI International
xiu10960,2.0,ijmwheapjgbeolbtwltlxdmpvabfvghjkjbbmdysotspmultq,69690.0,18.0,Fargo,United States of America,8.0,434.0,,1-341-921-9360,Qbevjvc,NH,4.0,M,O,Fastenal
vyz10961,4.0,ebjjyqzbjxxexonroziqbkgdelihepgjegdxhkkhnps,445437.0,58.0,Memphis,United States of America,7.0,763.0,981900.0,1-572-993-5025,,OK,3.0,S,R,Mueller Industries
ufo10962,4.0,Tucujxqjdluvdgqqizxhokkbcsohrmgevxnfmtrtsewackxoxpaaewkgrkmnxp,143157.0,71.0,Saskatoon,United States of America,7.0,732.0,3746110.0,1-498-268-3006,velobyg,Manitoba,0.0,U,O,Shaw Group
hdf10963,4.0,rxoabhbboyfckbiqhxkedemzonqaidcrywtsxbihbwqxkqyirtflnjbyusac,81469.0,84.0,Mesa,Canada,4.0,692.0,2187192.0,1-132-379-7031,Wzdmcizt,TN,5.0,M,O,MeadWestvaco
Qqd10964,0.0,igftnesdvgohvcnygbjkxhfpplwoprhrodqtrjfrvgxmezwidxxhmpurdslxgspqeh,285117.0,98.0,Baton Rouge,United States of America,7.0,708.0,451143.0,1-400-066-6527,HRMZSQ,OR,5.0,M,,Yum Brands
SLY10965,2.0,gwcphqaiumqphzqovcdreeyapspwfhbkyxgziddhl,354851.0,80.0,Durham,United States of America,,308.0,3341645.0,1-695-527-9593,Ktpthtq,OR,4.0,D,O,Estee Lauder
BMU10966,5.0,Kdocwtijtxcatzotqmlooqvpeamfhddqprdoiypvrdgvn,91762.0,46.0,Toledo,United States of America,8.0,386.0,822216.0,1-029-847-4964,Mnamjatqnk,DE,4.0,S,O,WGL Holdings
DWB10967,0.0,OVUABPWNXICOXCIAXPPCSWVGATPVJPGCFHPRCXWPRQCDPJDQFOBFCNV,69985.0,97.0,Chesapeake,United States of America,2.0,597.0,2144374.0,1-314-776-9465,Yzuej,WA,1.0,U,O,Fidelity National Information
Rgl10968,0.0,OWMKRHRDQEXWSGYBYJZORQRTLDUGNGBKIOMEYKNSIVWTEDHLLETV,380475.0,4.0,Rapid City,United States of America,9.0,609.0,1685501.0,1-899-913-4500,xqslfkatw,GA,0.0,,U,DuPont
Tiz10969,4.0,sfogrlsucefsmscdnmpadp,,23.0,Torrance,,3.0,538.0,3590095.0,1-928-688-6118,cqohhk,Prince Edward Island,2.0,D,O,AT&T
qpb10970,2.0,Hgtrcghfvadtxwfyrejdjqhvefxfbjbzcfnhzkxtymngmbxyjuicuvhwjlcuatcoqsmwuteioci,127084.0,64.0,Yonkers,United States of America,5.0,561.0,2175688.0,1-534-082-6100,OIWXRFTA,OK,1.0,M,R,USG
Dbt10971,0.0,YBISIDRUYAARXHQQMXASHYDTXXDKMAFAFAK,198184.0,51.0,Wichita,United States of America,7.0,484.0,435784.0,1-831-110-5276,Czwpdhfs,VA,2.0,M,O,Tech Data
Oib10972,0.0,baakaozochwdjlkflbitq,153197.0,,Omaha,Canada,3.0,382.0,1444106.0,1-738-411-0914,vsnbgjw,TN,4.0,U,R,Sauer-Danfoss
Qnr10973,2.0,Vpcigvtiojkpbrvuqrdpuwfthrwirttkjbakpdluzs,379055.0,57.0,Huntington,Canada,4.0,639.0,1586585.0,1-939-120-5236,KZDPOZTEUTLH,CO,1.0,D,O,Apache
PXN10974,5.0,gphxmyefjralqmigqkynwmahewejgkrus,356373.0,80.0,Lafayette,United States of America,6.0,425.0,3786115.0,1-118-602-4025,sifnsiwsvgjn,MI,5.0,W,O,Goodyear Tire & Rubber
Ncp10975,2.0,Gdctkrrmdmi,353279.0,56.0,St. Petersburg,Canada,7.0,806.0,376409.0,1-792-060-7592,Lsgvsnikex,CO,0.0,U,O,Boeing
YSD10976,4.0,Txvogxtuvxmwdxdcqiwtwibfjhfvqvsbqaqowgwbrfvweimzuifyqoudziufgzwdakeruonfbojmusl,140640.0,43.0,Charlotte,Canada,10.0,522.0,716158.0,1-779-356-0532,gabghonu,WI,4.0,M,O,Landstar System
rgn10977,2.0,Amdlqpnqefnsvhulfaqinqvaegiwxccgzg,116679.0,40.0,Oshawa,United States of America,1.0,696.0,2054123.0,1-680-902-7386,,Manitoba,4.0,M,R,
Gkm10978,1.0,ivjhiqara,198557.0,28.0,Orlando,United States of America,7.0,655.0,1157950.0,1-309-464-0684,Qfpvdejwk,AK,3.0,M,O,Pinnacle West Capital
USK10979,5.0,PJGOUOTRHLURRNCZZIG,11010.0,21.0,Providence,Canada,4.0,399.0,1011786.0,1-569-946-8438,Dyqzqre,AZ,5.0,U,,Ameriprise Financial
oqu10980,1.0,ngbgbulhnxyvzofqccxrjfpaovmbeojvvttblydvlkhuscdpahxllaqajegoailvyzndknndvq,431728.0,94.0,Yellow Knife,United States of America,6.0,843.0,2709910.0,1-249-547-0160,qnwsyv,VT,0.0,U,,Group 1 Automotive
Qyw10981,0.0,LETUPUOWSPVVQJRXBWCGBRECCIZIWGSEPLDUOXMIVWNXHXEASHHGKU,410038.0,42.0,Macon,United States of America,2.0,426.0,392239.0,1-043-870-1065,hezfcql,Alberta,1.0,U,O,R.H. Donnelley
Nkg10982,0.0,FLVHWBKOOWDEBKANDJIDOJFRWUXQPSSYDCZDQUQVAIVQMSVURFIYAJOTKIFPRXUFYJVMKENTS,201173.0,100.0,Lafayette,United States of America,7.0,583.0,3168652.0,1-867-630-8354,Kwffxxuchb,DC,0.0,M,O,Berkshire Hathaway
FEB10983,3.0,entpjanklvdautm,124419.0,74.0,Dayton,United States of America,1.0,511.0,186615.0,1-191-825-2255,qmedvqvbl,AK,1.0,U,,Time Warner
Iuq10984,3.0,DEOMTDROILWDQKBCRGUMLRUPKGDYBGVKJFSLEOEDKULFXROCDTPWFGGNLDCDH,132903.0,35.0,Minneapolis,United States of America,6.0,613.0,552362.0,1-282-151-3272,kdtnpbnsjun,IA,2.0,W,U,Eaton
Qnc10985,4.0,ENRRBDISBXOCVAQTANLPZVGMFOVEIBVQCBAEYXXIHSGUOHBMRBPZSSLF,140659.0,5.0,Denver,United States of America,1.0,646.0,3270324.0,1-066-477-5944,GBWRHUJMS,Ontario,4.0,W,O,Forest Laboratories
ESG10986,5.0,Yyjahqtuvgtcanvuecnlwxeuloeqovzweoceebvmo,,50.0,Dallas,Canada,10.0,488.0,3685597.0,1-282-512-4315,hzandqqpeish,SC,,S,O,Watson Pharmaceuticals
Yjs10987,1.0,aygarmbfadbhksbcqltnbjshjbhzqeabfymkwxysme,56183.0,56.0,Lubbock,United States of America,4.0,699.0,207116.0,1-886-395-3491,VOAOHGFNDCI,Newfoundland,2.0,W,R,Duane Reade Holdings
Umt10988,5.0,Okarylspwribsdxqogmmdvslfhyrcbsvhfkjhcakmeknnnreyrtkrttoqlvujtord,,5.0,Casper,United States of America,0.0,324.0,3499346.0,1-278-431-6057,Dijuvdurnb,NV,5.0,M,O,A.O. Smith
PYW10989,3.0,tkidmepsiiszzaibzwclkpmrvilukumyabefdiltacwiajidazd,348650.0,30.0,Providence,United States of America,4.0,512.0,748619.0,1-412-924-8688,EUZBQ,NH,3.0,W,O,ITT
PIS10990,1.0,Omjupphpwcvckanfptnvjbyjfvxliixcuzveepwvzvkfdbwmbevbgeroz,287672.0,33.0,Pembroke Pines,United States of America,5.0,716.0,3059847.0,1-345-968-0834,Ncrhjwrjoqeo,Ontario,3.0,M,O,Hartford Financial Services
ghl10991,5.0,yijovxmgwnhzuenxpnmhxmoqpfgcyojqapuklliywzjntsjkfqwibadrytacczmzratmpppibcn,36078.0,61.0,Garland,United States of America,9.0,333.0,1649676.0,1-424-096-1252,Zbjwvhvofsxv,LA,5.0,S,O,Eagle Rock Energy Partners
OJC10992,4.0,RDHOADSESHMYTWDQLCJXMSKHHTBTETVHHGNDNLMUINVITSRUGHJXRTJMRY,422110.0,25.0,Mesquite,United States of America,6.0,407.0,3705423.0,1-730-997-1829,Qgkfjmo,NE,4.0,M,R,Worthington Industries
Ind10993,5.0,APWEZOOIUXSYKQQEBWWAGUQKAGAFFOGUAKMWCPJDSBU,111797.0,22.0,Nashville,Canada,10.0,661.0,2376501.0,1-053-888-3018,udpkqwpq,ID,2.0,S,O,PG&E Corp.
INO10994,5.0,Ensagkucbfsewevwnjloyjsauwoggetcdacwqdwwefxicaeiddpsdpvb,268988.0,33.0,Oxnard,United States of America,2.0,620.0,2632165.0,1-223-074-7524,Hgjnxamvejxw,Prince Edward Island,5.0,M,O,Nvidia
OJB10995,2.0,,,82.0,Windsor,United States of America,2.0,382.0,934450.0,1-971-942-2630,Ccrvdr,VA,,M,O,
BVV10996,0.0,Wzjegmqlfeenlkggcfnpioazrcblkpwpiravjhbfbmymlfuppirzzkedmekcgrlpyngeqxqovs,446361.0,34.0,Durham,Canada,,811.0,3108435.0,1-696-241-0126,wdglvya,VT,2.0,U,O,Robert Half International
xcj10997,2.0,,257785.0,51.0,Garland,United States of America,8.0,612.0,2984010.0,1-246-074-0496,RZUUKTZXSU,CT,1.0,M,U,
ejt10998,5.0,Dyqsiimaktyqwbikgikgvgdctw,150645.0,99.0,Cheyenne,Canada,,324.0,3075972.0,1-920-174-9748,Mwjyy,AZ,1.0,M,R,Health Net
JNP10999,2.0,JYSKFNHAWFJW,421868.0,85.0,Reno,United States of America,7.0,833.0,3256928.0,1-024-590-5688,Wjobmkua,SC,4.0,S,O,Nucor
dtx11000,3.0,wbsupnsflbcytsfuvkqqckxpfipoajvhcumyvykapbfbwwsqkxgkdhejlpxkqehzmimwtbpp,477784.0,,Boise,United States of America,2.0,709.0,539305.0,1-159-082-0459,hdokmlipv,British Columbia,2.0,D,R,Dillard's
XGG11001,4.0,afoauyonmpzebglinvejxdnugdsyvupirrbgqwfdystuveyktjv,480972.0,86.0,Elizabeth,United States of America,2.0,496.0,3335019.0,1-534-842-7921,lrsydq,IL,5.0,M,O,Entergy
lmt11002,4.0,Xlxliaepmjllutukjjrvaqydaizwutpltssmoavadzlrhkmgqgsfmawcmswpbqmuve,240268.0,67.0,St. Louis,United States of America,4.0,366.0,3679401.0,1-674-534-9910,Ngfgkellsy,IN,3.0,D,O,Vulcan Materials
Wdf11003,0.0,Fzjgvdoeknlekcqwwktalovelvahqfbuzofndvfpardkesyiqgzcapilfwwccloqjcb,387663.0,51.0,Irvine,Canada,8.0,324.0,1800895.0,1-610-216-3732,Kkskfahiqec,IA,2.0,S,U,
Bus11004,5.0,Rfcnavsgdkcxdhdrfxotodbki,492331.0,84.0,Toronto,United States of America,9.0,597.0,555825.0,1-921-804-2195,Diblximhgqv,MS,3.0,S,R,CVR Energy
Bch11005,0.0,wwxwzipkdlvczablvzjuxvnpealqngwudmkjfhnxsjwhxcq,169157.0,6.0,Billings,United States of America,5.0,534.0,2999627.0,1-734-178-0676,GMPZFP,VA,4.0,M,O,Brown Shoe
WYJ11006,2.0,VINORHZAKTGUIOOLOMPXTUAOGKDEXGFIBAOSDJLKVDHFVOWEME,387828.0,64.0,Salem,United States of America,3.0,839.0,3350736.0,1-547-439-5268,EKBMVQXDUBBT,NM,0.0,U,O,J.P. Morgan Chase & Co.
Qkl11007,0.0,MXTFIBBBNBMHBKIAALXINOKTGIECMYSDKKKJTYMONLKCSPTOILNIDTTHPDDQEWDFESWFZHQCBEVOLRQ,380891.0,82.0,Toledo,United States of America,5.0,524.0,3360420.0,1-256-511-3577,Kazqtaflz,IN,1.0,M,O,Administaff
Ntg11008,1.0,Fanpmwpmojlrmdyvarffmmxbwmposomrnehkbfggqzkdzitsbxpqgnpg,258054.0,,Lansing,United States of America,0.0,584.0,1920593.0,1-481-246-8505,Adtzig,WI,1.0,S,O,Mohawk Industries
zbw11009,4.0,RKQCDO,261221.0,58.0,Indianapolis,United States of America,6.0,839.0,3961490.0,1-245-518-4843,xomdcv,MT,3.0,S,O,Lennox International
Jhk11010,4.0,QNALJLNGJSUXRPMIYSINYOXEPUWELVRPUIPROWDNFWOCATFLOHURLJCYJHQYMKUVCTM,71903.0,11.0,Detroit,United States of America,1.0,850.0,203663.0,1-387-392-4442,Zhjoqf,AR,,U,O,Timken
MWP11011,0.0,gzueuluvhlgcogowzmxfbudhtsaoerncqkedxunumugsrmfyzmpgnrasfzbseehiocopbe,72572.0,88.0,Virginia Beach,United States of America,2.0,539.0,746242.0,1-279-097-5068,tzcylsgoqi,NV,5.0,U,O,Celgene
Ecn11012,1.0,LTMLI,484396.0,87.0,Regina,Canada,8.0,317.0,3452288.0,1-733-517-9989,Gwczjbixx,Alberta,1.0,M,U,Ryder System
Nml11013,0.0,lkdsrmdjecuahxxqwqmlvvuzzrxcvrqj,4921.0,22.0,Augusta,Canada,0.0,787.0,3126002.0,1-336-800-4414,Ilijp,KS,3.0,M,O,Teledyne Technologies
Kph11014,2.0,bgaaiyxiuinpwdgvsfwayrpnur,250785.0,86.0,Salinas,Canada,2.0,320.0,3354045.0,1-450-605-6986,CINOFKGQCFIC,ID,3.0,W,O,Scotts Miracle-Gro
VCP11015,2.0,Dgeiklfwvbkvjmulelhbpgrtkssdfctuzqjcbjltji,470090.0,39.0,Macon,United States of America,7.0,562.0,1826409.0,1-875-210-3192,npsexx,Manitoba,4.0,U,O,Expedia
Brw11016,3.0,Cdphjyeofkaidhcoasulwxlpawwvdamjnjjztgaljkmbqj,123483.0,96.0,Victoria,United States of America,0.0,665.0,222526.0,1-669-219-6977,,IA,0.0,S,,Perot Systems
Skj11017,5.0,Nbsqftvt,119581.0,49.0,Erie,Canada,7.0,822.0,1167631.0,1-465-741-4961,fndje,DE,,M,O,CB Richard Ellis Group
poi11018,2.0,oobdujfkmwstgsyexocrfxevjsrcogumservfrjtwnqrquggxogbtfhdgbhkmcvrq,196672.0,90.0,Salem,United States of America,6.0,631.0,57285.0,1-703-059-8730,YJTDJFN,OH,3.0,S,O,Bed Bath & Beyond
Qnv11019,5.0,fufhytszwebeodxiibwhwtraghyyev,273544.0,43.0,Santa Fe,United States of America,4.0,732.0,3757167.0,1-552-793-5246,umlly,LA,1.0,W,,HCC Insurance Holdings
mgh11020,0.0,Ceotobmgwqdvsqessmnnrossnjeluieecfkrqbmnrudfpjwzfj,228307.0,,Peoria,United States of America,2.0,325.0,1804426.0,1-527-518-9041,Fsexdgaommm,SD,1.0,S,U,Baldor Electric
Mwi11021,0.0,apwawkfzzzadyejzdnmqpxovkhgypiqqewvqorjalvipokoissqjpblfkgenvhkwez,448558.0,24.0,Dallas,United States of America,3.0,585.0,2301098.0,1-917-057-6244,Luqsx,ME,1.0,U,O,Biomet
