prospect_gncd,prospect_ntwrth,prospect_g,prospect_ddrssln1,prospect_crdtrtng,prospect_stt,prospect_mplr,prospect_mrtlstts,prospect_ncm,prospect_pstlcd,prospect_nmbrcrs,prospect_ct,prospect_cntr,prospect_phn,prospect_nmbrchldrn,prospect_wnrrntflg,prospect_nmbrcrdtcrds
Hil780,3135104.0,70.0,21891 dewey street,786.0,MI,Pep Boys,S,411268.0,64191,1.0,Plano,United States of America,,3.0,O,7.0
Woo781,1782376.0,50.0,20039 CRESTLINE COURT,324.0,New Brunswick,Berkshire Hathaway,M,16175.0,V6L 1U5,4.0,Tacoma,United States of America,1-333-500-0106,,R,8.0
kac782,2729219.0,91.0,24053 atwood boulevard,358.0,MS,Occidental Petroleum,S,487945.0,V6F 1R8,3.0,Stockton,United States of America,1-424-206-9052,3.0,R,8.0
Rah783,498336.0,13.0,22351 zimmerman crescent,669.0,ME,Amazon.com,D,159371.0,10056,3.0,Henderson,United States of America,1-288-694-5859,4.0,O,2.0
Ped784,1761618.0,84.0,2916 throckmorton south,325.0,AZ,Cardinal Health,U,279347.0,M8a 1x5,4.0,Pomona,United States of America,1-081-919-7463,5.0,O,9.0
HRU785,3124631.0,58.0,15293 forest avenue,419.0,TX,Lexmark International,M,460190.0,77071,0.0,Elizabeth,United States of America,,2.0,R,1.0
kad786,403271.0,,24595 denton road,850.0,MO,Phoenix,U,236529.0,H2f 1v3,0.0,Mesquite,United States of America,1-397-191-8781,1.0,R,3.0
CRI787,3571153.0,25.0,21586 braeswood street,633.0,Ontario,Aleris International,S,417583.0,93361,3.0,Eugene,United States of America,1-165-278-2653,0.0,O,7.0
Pie788,2469744.0,69.0,10526 doheny rue,318.0,HI,Google,M,37046.0,V6R 1R7,0.0,Casper,United States of America,1-094-367-8667,0.0,O,5.0
Bri789,2630076.0,10.0,19663 REINA STREET,531.0,AR,Pep Boys,M,289481.0,v6n 1w8,5.0,Colorado Springs,United States of America,1-643-808-4067,2.0,O,9.0
Fee790,1323987.0,42.0,18970 ledgestone boulevard,347.0,PA,Rite Aid,U,96959.0,m5c 1u7,4.0,Glendale,Canada,1-505-421-0569,0.0,U,4.0
De 791,3997290.0,17.0,21476 bannister west,774.0,Newfoundland,Piedmont Natural Gas,M,493046.0,77134,3.0,Elizabeth,United States of America,1-404-444-2318,0.0,O,1.0
elk792,777027.0,71.0,5291 market avenue,365.0,Quebec,Biogen Idec,M,122951.0,V6g 1u6,2.0,Newark,United States of America,1-126-559-5085,5.0,O,8.0
Bar793,2647963.0,1.0,15407 fillmore north,317.0,MD,Wendy's/Arby's Group,M,33942.0,78253,3.0,Biloxi,United States of America,,0.0,U,2.0
sch794,1972593.0,95.0,16279 anaconda drive,300.0,NV,Invacare,S,170006.0,v6e 1q7,2.0,Hialeah,Canada,1-033-650-8500,5.0,O,8.0
JAV795,3516878.0,22.0,3542 blount boulevard,716.0,Quebec,ManTech International,S,341681.0,79420,1.0,Edmonton,United States of America,1-122-915-3449,3.0,O,4.0
nis796,2450767.0,81.0,15180 chadbourne south,443.0,KS,Marriott International,M,56336.0,65805,3.0,Jacksonville,United States of America,1-207-321-6095,5.0,U,1.0
Ber797,3460246.0,27.0,14073 dexter west,773.0,FL,Ryland Group,U,163177.0,32208,4.0,St. Louis,United States of America,1-534-856-8516,0.0,O,4.0
NAS798,2560198.0,97.0,19670 norman park,826.0,IN,VWR Funding,U,393648.0,48202,2.0,Jacksonville,United States of America,1-209-517-6055,4.0,R,8.0
RIC799,3006873.0,74.0,20031 crumley south,340.0,Ontario,Newmont Mining,M,191808.0,V5A 1P6,5.0,Frederick,United States of America,1-815-458-8293,1.0,O,7.0
ABD800,335157.0,39.0,13005 bramblewood south,662.0,UT,Coventry Health Care,U,229027.0,36651,0.0,North Las Vegas,Canada,1-963-582-6949,5.0,O,3.0
Val801,1853619.0,67.0,24062 blount east,732.0,ME,Washington Post,S,267444.0,90221,,Hollywood,Canada,1-586-182-1091,5.0,R,6.0
Tes802,3717286.0,20.0,23140 gale east,528.0,OK,Trinity Industries,M,304692.0,19212,2.0,St. Petersburg,United States of America,1-080-065-5481,2.0,R,8.0
END803,684788.0,69.0,199 summit crescent,414.0,UT,Advanced Micro Devices,W,477833.0,72254,3.0,Anaheim,United States of America,1-322-455-4531,0.0,R,8.0
PAY804,3682560.0,0.0,885 crosby lane,574.0,Quebec,OfficeMax,M,389830.0,64185,0.0,Boston,United States of America,1-596-864-1886,2.0,O,1.0
ber805,2748386.0,10.0,8767 graves boulevard,702.0,FL,United Natural Foods,U,91133.0,20015,3.0,Milwaukee,United States of America,1-404-977-5392,2.0,U,1.0
eis806,1594184.0,4.0,5003 travis lower,651.0,NH,Williams-Sonoma,S,129304.0,23266,2.0,El Monte,United States of America,1-948-247-9407,4.0,O,5.0
Gou807,217423.0,90.0,12158 brinkman lane,542.0,RI,Air Products & Chemicals,U,374174.0,53745,0.0,Rancho Cucamonga,United States of America,1-636-223-7917,4.0,R,7.0
Fon808,3955298.0,73.0,14422 morning rue,384.0,RI,Sunoco,U,369152.0,93869,4.0,Raleigh,Canada,1-398-213-7985,2.0,U,4.0
flu809,594099.0,11.0,15465 beach upper,595.0,CA,Polaris Industries,W,52738.0,V6S 1V4,1.0,Burlington,United States of America,1-160-979-2701,1.0,R,6.0
Met810,1125872.0,37.0,17812 MESA UPPER,404.0,NH,Urban Outfitters,S,16139.0,73118,1.0,Mesquite,United States of America,1-503-714-2980,5.0,R,4.0
MAY811,1827926.0,67.0,14526 saxon west,520.0,GA,AECOM Technology,M,255177.0,85254,4.0,Louisville,Canada,1-685-092-3693,0.0,R,
THA812,3585577.0,80.0,18056 jennings north,402.0,DE,Wendy's/Arby's Group,D,12403.0,H6b 1z7,4.0,Chandler,United States of America,1-901-669-0556,3.0,O,1.0
YEN813,720576.0,70.0,2992 WAKEFOREST LANE,651.0,NJ,Vectren,M,136736.0,94122,5.0,Santa Ana,United States of America,1-655-314-2896,2.0,O,1.0
Edg814,969009.0,50.0,13272 shaw east,661.0,GA,Granite Construction,M,140016.0,48203,1.0,Lubbock,United States of America,1-142-479-3590,4.0,O,4.0
Def815,2446548.0,17.0,3170 avondale rue,725.0,GA,AMC Entertainment,D,139226.0,72239,5.0,Mesa,United States of America,1-064-009-2843,5.0,R,3.0
Ung816,311385.0,56.0,14653 peachtree road,439.0,MI,Terex,,460200.0,V6Q 1U7,5.0,Yellow Knife,United States of America,1-744-718-9276,1.0,U,2.0
Spi817,3465593.0,30.0,7557 park stream street,627.0,Nova Scotia,Estee Lauder,S,15215.0,31401,1.0,Nashville,United States of America,1-265-140-2940,1.0,O,7.0
Wic818,2077511.0,15.0,24450 marcus street,687.0,NH,Boise Cascade Holdings,S,414317.0,53752,0.0,North Las Vegas,United States of America,1-476-518-3472,5.0,O,2.0
Tei819,1331865.0,54.0,14817 BAILEY BOULEVARD,827.0,LA,Cardinal Health,U,316694.0,36125,1.0,Oxnard,Canada,1-550-933-9248,3.0,O,8.0
sch820,611764.0,3.0,23140 gale east,787.0,MA,Pepco Holdings,U,44904.0,91216,4.0,Wilmington,Canada,1-502-188-5543,4.0,O,6.0
Qua821,1092011.0,96.0,21747 COUNTRY UPPER,498.0,IN,ConAgra Foods,U,487050.0,78421,,Biloxi,United States of America,,3.0,U,1.0
Ake822,604198.0,46.0,19233 olive lower,565.0,MS,Frontier Communications,M,332075.0,32227,2.0,New York,United States of America,1-128-837-1248,1.0,O,9.0
Lak823,1058297.0,24.0,14543 laredo south,687.0,CT,Energy Future Holdings,M,24972.0,46253,0.0,Syracuse,United States of America,1-872-576-4720,1.0,U,9.0
AYU824,3899764.0,35.0,23182 trail lake west,764.0,ID,CH2M Hill,U,100814.0,99731,0.0,Salinas,Canada,1-086-118-5951,4.0,U,4.0
Sta825,2591921.0,81.0,1111 norden street,318.0,AL,Expeditors International,U,22452.0,V6g 1t1,4.0,Hollywood,Canada,1-573-368-7643,0.0,O,5.0
Mac826,3727782.0,22.0,10887 pike east,499.0,HI,J.B. Hunt Transport Services,M,274448.0,85238,,Montgomery,Canada,1-690-648-1387,4.0,O,9.0
Yue827,3501057.0,52.0,16699 sanders south,481.0,CA,"Toys ""R"" Us",S,95660.0,77155,3.0,Savannah,United States of America,,1.0,R,2.0
par828,3763715.0,39.0,22091 macon road,358.0,VT,TJX,S,198467.0,40228,,Fort Collins,United States of America,1-597-248-3021,1.0,O,2.0
and829,2815906.0,73.0,17261 alpine upper,363.0,IL,Wyeth,M,98119.0,H5i 1r5,5.0,Fort Collins,United States of America,1-741-740-2437,4.0,O,7.0
ben830,2018196.0,66.0,12146 COURTLAND NORTH,,SD,Fred's,M,363598.0,77234,1.0,Garden Grove,United States of America,1-669-272-3612,4.0,O,1.0
Bac831,3142971.0,13.0,755 MAYWIND SOUTH,673.0,AZ,3M,M,30387.0,99691,2.0,Yonkers,Canada,1-538-272-0856,5.0,O,3.0
Mar832,1161272.0,69.0,1860 sabine east,681.0,KY,Fidelity National Information,M,33484.0,t5d 1u7,1.0,Sacramento,United States of America,1-500-400-9177,3.0,O,7.0
lim833,1795743.0,31.0,7076 CHAPIN DRIVE,845.0,VA,Loews,M,,90875,1.0,Charlottetown,United States of America,,1.0,U,9.0
De 834,2154513.0,76.0,17986 maywind drive,383.0,NY,Northwestern Mutual,U,91722.0,H2G 1X3,2.0,Savannah,United States of America,1-262-183-0260,2.0,O,0.0
Dev835,3648409.0,76.0,20902 ashley avenue,361.0,KS,PSS World Medical,S,340041.0,V6q 1q4,2.0,Livonia,United States of America,1-531-400-3165,4.0,O,
san836,1363259.0,10.0,13897 stan hope south,608.0,Prince Edward Island,Convergys,U,438821.0,02134,0.0,Bismarck,United States of America,1-755-225-1362,4.0,O,6.0
oko837,905760.0,31.0,8211 pelican avenue,514.0,OH,Westlake Chemical,M,55462.0,94317,5.0,Virginia Beach,United States of America,1-948-074-9863,0.0,U,10.0
Slu838,819932.0,35.0,7131 TAUBMAN COURT,793.0,FL,Steel Dynamics,,142680.0,94518,4.0,Lakewood,United States of America,1-116-273-5761,0.0,R,2.0
Ala839,3163906.0,66.0,6156 HOLMES COURT,488.0,NE,Cognizant Technology Solutions,M,213126.0,16508,4.0,Mobile,United States of America,,5.0,R,
TEM840,3762057.0,70.0,18815 washington west,327.0,HI,Crane,M,482259.0,c2a 4w8,1.0,Fresno,United States of America,1-857-886-6131,3.0,O,5.0
Pkd841,,18.0,7458 denton boulevard,835.0,NM,KB Home,M,392617.0,V6j 1s6,0.0,San Bernardino,Canada,1-723-961-7810,,,4.0
Bat842,,99.0,17040 4th north,577.0,NJ,Auto-Owners Insurance,S,387335.0,H2G 1V9,5.0,Tempe,Canada,1-850-473-4567,4.0,O,0.0
Log843,1327349.0,30.0,2097 HARRIS WEST,762.0,ME,AGCO,D,215576.0,m5g 1u1,3.0,Salem,United States of America,1-884-452-5294,3.0,U,9.0
MON844,1396758.0,59.0,8532 COOPER LANE,526.0,HI,Fifth Third Bancorp,M,403185.0,92502,4.0,Jacksonville,United States of America,1-505-680-4182,0.0,O,2.0
yab845,3377552.0,38.0,13087 JENSEN EAST,751.0,LA,Expeditors International,D,201426.0,35263,0.0,Austin,Canada,1-257-747-9551,2.0,R,8.0
ken846,3740276.0,12.0,6316 palm upper,577.0,MD,Southwest Gas,M,230406.0,90869,4.0,Beaumont,United States of America,1-739-786-4114,4.0,O,7.0
Kum847,619097.0,94.0,23201 seip road,652.0,MD,Patterson-UTI Energy,M,427020.0,98190,5.0,Fargo,United States of America,1-672-975-3888,0.0,O,6.0
Pon848,3524235.0,63.0,4180 MAPLE DRIVE,419.0,ID,Omnicare,S,229672.0,37212,4.0,Whitehorse,Canada,1-136-986-3511,1.0,O,9.0
DEG849,513031.0,7.0,19663 cantrell west,426.0,WV,Convergys,S,186312.0,07106,,Madison,United States of America,1-758-851-1486,3.0,O,1.0
per850,2157300.0,44.0,17043 MONTVIEW WEST,,IN,Discover Financial Services,M,303979.0,V6U 1W5,2.0,Cheyenne,United States of America,1-319-518-2511,1.0,O,4.0
ebe851,2355120.0,56.0,10033 lake upper,438.0,Ontario,TECO Energy,W,193381.0,m5e 1z1,0.0,Minneapolis,United States of America,1-390-952-0127,5.0,O,7.0
Val852,2399575.0,7.0,15401 winter park lane,424.0,MI,,M,390570.0,14202,0.0,Iqaluit,United States of America,1-876-294-8508,0.0,O,4.0
DOR853,3521038.0,99.0,19526 foster rue,555.0,UT,Allegheny Energy,S,361571.0,02903,3.0,Lansing,United States of America,1-768-332-6404,3.0,O,0.0
Str854,191023.0,54.0,1879 arcana lane,584.0,PA,Owens Corning,S,333612.0,21212,5.0,Huntington Beach,United States of America,1-360-763-0483,2.0,O,4.0
Ciz855,3307382.0,17.0,15748 royalton park,746.0,Alberta,FPL Group,S,,M5e 1y2,0.0,Hamilton,Canada,1-477-377-9318,,O,3.0
OLS856,781956.0,8.0,23523 bolt street,567.0,VT,Cooper-Standard Holdings,U,436790.0,90370,3.0,Philadelphia,Canada,1-176-151-7579,3.0,O,3.0
sch857,,64.0,13424 whittington lower,512.0,MT,Micron Technology,M,20140.0,V6M 1P4,4.0,Vancouver,United States of America,1-217-395-3444,0.0,O,0.0
Ezz858,3894354.0,79.0,2203 valita boulevard,724.0,New Brunswick,Nvidia,M,221410.0,V5d 1p8,1.0,Eugene,United States of America,1-849-680-8193,5.0,O,4.0
Bat859,3101606.0,27.0,21989 grassland lower,748.0,OK,Northwestern Mutual,U,67022.0,80522,2.0,Virginia Beach,United States of America,1-817-652-1815,0.0,,5.0
Kur860,464328.0,83.0,17146 santa monica rue,788.0,AL,Harris,S,259515.0,V6e 1t7,2.0,Hampton,United States of America,1-827-129-4746,2.0,R,4.0
Mch861,1541517.0,45.0,12343 maywind west,805.0,VA,Alaska Air Group,U,224034.0,H2e 1u5,2.0,Evansville,United States of America,1-430-506-5248,1.0,O,4.0
Spi862,2137971.0,33.0,4522 BROWN AVENUE,603.0,NE,Plains Exploration,M,348689.0,61106,1.0,Brownsville,United States of America,,5.0,O,10.0
BOH863,,8.0,11358 elle lee street,596.0,PA,MPS Group,S,325126.0,46216,2.0,Santa Fe,United States of America,1-537-174-0742,5.0,U,10.0
MON864,3953273.0,82.0,12089 silver sage way,,WA,Nash-Finch,U,291502.0,94611,1.0,Moncton,United States of America,1-769-271-9134,3.0,O,4.0
LET865,,53.0,688 kempner south,446.0,KS,PHH,S,464441.0,90367,4.0,Bridgeport,United States of America,1-729-128-8858,0.0,O,6.0
dup866,1476269.0,3.0,24402 marsh way,765.0,NM,Fleetwood Enterprises,W,45266.0,m4k 1o9,5.0,Shreveport,United States of America,1-369-249-7629,2.0,R,7.0
KRY867,2341861.0,12.0,6095 CORALBERRY NORTH,677.0,OR,Nasdaq OMX Group,D,437422.0,76132,5.0,Chesapeake,United States of America,1-839-314-9134,1.0,R,1.0
REA868,2478318.0,5.0,24375 GEMINI ROAD,668.0,ID,Old Republic International,S,398321.0,10051,1.0,Las Cruces,United States of America,1-728-296-6589,2.0,O,2.0
Bas869,1408221.0,89.0,18344 HAYDEN STREET,394.0,NJ,Medco Health Solutions,D,96610.0,94161,5.0,Corpus Christi,United States of America,1-527-652-0371,2.0,O,10.0
Zig870,2401265.0,95.0,16550 SPICEBRUSH STREET,457.0,CA,Biogen Idec,M,334228.0,32202,3.0,Regina,United States of America,1-167-504-0613,0.0,,7.0
JOU871,1255431.0,42.0,14148 saxon park,745.0,IL,Sovereign Bancorp,M,425484.0,21280,2.0,Lancaster,United States of America,1-774-550-3351,5.0,O,0.0
Nal872,1747256.0,44.0,14359 commerce west,683.0,AK,CSX,U,193897.0,63109,0.0,Oklahoma City,Canada,1-210-577-9810,4.0,O,8.0
mar873,3411007.0,68.0,24176 imperial north,375.0,PA,WGL Holdings,U,499182.0,M4J 1N1,0.0,Ontario,United States of America,1-680-930-5668,4.0,O,7.0
fai874,2578534.0,81.0,23755 frostwood lower,811.0,MS,Clorox,M,275612.0,95272,4.0,Halifax,United States of America,,2.0,U,10.0
Bas875,3773763.0,91.0,9511 forest park way,602.0,CT,Auto-Owners Insurance,M,77410.0,Y5d 1m6,0.0,Garland,United States of America,1-385-323-8406,4.0,O,9.0
De 876,981652.0,34.0,19923 MAIN AVENUE,347.0,NY,Adobe Systems,U,326963.0,01850,1.0,Springfield,Canada,1-009-860-4245,0.0,O,2.0
Ras877,1051531.0,84.0,3021 VERMACK COURT,839.0,HI,Ecolab,M,369148.0,T6c 1k6,1.0,Atlanta,Canada,1-338-187-8595,2.0,O,6.0
HOL878,2280469.0,71.0,7123 drexel rue,801.0,IA,E*Trade Financial,U,353533.0,93312,1.0,Quebec,United States of America,1-320-350-1118,2.0,O,0.0
bur879,2138918.0,3.0,1558 university avenue,,RI,First Horizon National Corp.,M,127583.0,95149,2.0,Cleveland,Canada,1-080-390-9784,4.0,O,8.0
Tur880,2983358.0,45.0,18688 BEATTY BOULEVARD,690.0,MT,Polo Ralph Lauren,W,44720.0,T5a 1m2,2.0,Oxnard,United States of America,1-723-061-8722,1.0,O,6.0
bra881,2072951.0,70.0,9883 DONALDSON SOUTH,547.0,Prince Edward Island,CB Richard Ellis Group,S,383586.0,47722,5.0,Lincoln,United States of America,1-119-675-3453,3.0,U,5.0
Koc882,2704695.0,69.0,16152 parkland north,665.0,UT,Neiman Marcus,M,455860.0,95237,4.0,Santa Clarita,United States of America,1-731-177-1557,2.0,O,2.0
Wil883,1027060.0,85.0,16550 spicebrush street,459.0,IL,Hess,U,177531.0,H7h 1t8,,Rancho Cucamonga,United States of America,1-842-146-6446,1.0,O,4.0
FAH884,3374949.0,32.0,341 dunbar west,627.0,MD,Amphenol,M,241109.0,66117,5.0,Casper,United States of America,1-678-184-4766,2.0,O,4.0
Did885,3938776.0,65.0,15913 alexis street,635.0,VT,Targa Resources,M,267712.0,21227,3.0,Albuquerque,United States of America,1-973-207-2490,0.0,R,4.0
mil886,2076174.0,27.0,3923 blossom upper,358.0,HI,Franklin Resources,M,37366.0,T6a 1i7,4.0,Norfolk,United States of America,1-099-889-7981,5.0,O,9.0
Sug887,3464618.0,,23131 clint way,572.0,WY,Plexus,S,148058.0,30324,1.0,Ann Arbor,Canada,1-310-245-3372,4.0,O,1.0
rod888,482395.0,46.0,10543 cravens crescent,307.0,KS,Raymond James Financial,M,478620.0,V6l 1u3,1.0,Thousand Oaks,United States of America,1-353-306-5394,3.0,O,
lec889,2175089.0,44.0,24438 cedar springs avenue,642.0,Alberta,KAR Holdings,M,49083.0,V6n 1s9,2.0,Frederick,United States of America,1-820-290-5625,2.0,O,1.0
mal890,,61.0,378 NOLAN AVENUE,832.0,ND,Electronic Arts,M,27365.0,V6o 1u3,,Moreno Valley,United States of America,1-088-617-9780,2.0,U,4.0
RUZ891,3387850.0,34.0,5798 belt line park,420.0,WY,BE Aerospace,S,206651.0,95297,0.0,Kitchener,United States of America,1-330-257-3813,2.0,O,9.0
Tue892,,11.0,6594 moultrie avenue,628.0,IN,Universal Forest Products,M,462208.0,V6n 1s2,2.0,El Monte,United States of America,1-021-095-9105,5.0,O,9.0
lic893,2789774.0,82.0,19342 wycliffe park,777.0,VA,AmeriCredit,D,379926.0,75236,1.0,Vallejo,United States of America,1-134-241-3440,2.0,R,9.0
BOU894,1850489.0,19.0,9307 beale upper,804.0,DC,Rohm & Haas,U,430086.0,99681,5.0,Dawson City,United States of America,1-364-294-1113,1.0,O,9.0
GLA895,1430619.0,93.0,4209 wilshire way,422.0,GA,First American Corp.,W,138592.0,V5c 1m1,0.0,Columbia,United States of America,1-335-520-2549,4.0,O,0.0
rol896,688138.0,30.0,18781 parkland lane,440.0,IN,ServiceMaster,U,376900.0,92834,0.0,San Jose,United States of America,1-703-549-1442,0.0,R,0.0
dub897,3125485.0,68.0,5409 PEMBERTON CRESCENT,779.0,CT,Community Health Systems,S,322217.0,19207,2.0,St. Louis,United States of America,1-624-706-6526,,O,7.0
Cho898,1161768.0,77.0,19424 VERDE STREET,620.0,New Brunswick,AutoNation,S,367042.0,V6T 1R7,5.0,Kitchener,Canada,1-279-365-3275,5.0,O,8.0
DIM899,3536480.0,39.0,19812 briar forest road,427.0,VA,Conseco,U,342511.0,98135,2.0,Los Angeles,United States of America,1-896-058-5067,1.0,O,2.0
Dun900,2358348.0,94.0,1540 murie rue,336.0,CO,Polaris Industries,S,19170.0,66605,2.0,Syracuse,United States of America,1-680-360-1373,0.0,O,4.0
Lan901,,80.0,13776 EAST BOULEVARD,678.0,ID,OM Group,U,80928.0,m5e 1w9,1.0,Oshawa,United States of America,1-240-948-2986,3.0,R,2.0
Gei902,3778987.0,79.0,8729 halle street,761.0,SD,Service Corp. International,,200902.0,63170,1.0,Charleston,United States of America,1-762-475-6095,3.0,O,6.0
FLE903,3729314.0,43.0,13640 ethridge lower,466.0,UT,Parker Hannifin,D,384271.0,32254,2.0,Scottsdale,United States of America,1-555-808-0576,5.0,O,1.0
Ebr904,776105.0,37.0,4333 MOCKINGBIRD COURT,672.0,IA,First Data,S,329034.0,77175,,North Las Vegas,United States of America,,1.0,O,2.0
Hen905,1348505.0,49.0,21074 MALLORY LOWER,307.0,Manitoba,Fidelity National Financial,S,473978.0,M7n 1a1,1.0,Lincoln,Canada,1-216-529-0948,0.0,R,2.0
Ngu906,2777211.0,38.0,17104 whitman boulevard,512.0,FL,Cenveo,M,66572.0,64158,0.0,Allentown,United States of America,1-525-508-7526,4.0,R,9.0
OFF907,3683452.0,79.0,2297 AMSTERDAM COURT,409.0,Newfoundland,MDU Resources Group,M,101226.0,V6I 1U2,0.0,Syracuse,United States of America,,4.0,O,1.0
Mac908,135371.0,24.0,199 summit crescent,321.0,New Brunswick,Berry Plastics,M,49022.0,T5b 1w4,3.0,Montreal,United States of America,1-974-592-6981,1.0,R,7.0
Bin909,248057.0,47.0,4199 harvard avenue,706.0,AL,,S,353105.0,90855,,Stamford,United States of America,1-408-120-3254,2.0,,
Def910,1792906.0,91.0,21477 juniper crescent,423.0,IL,Principal Financial,S,418894.0,77147,4.0,Glendale,Canada,1-121-136-9472,1.0,O,1.0
Kas911,376980.0,98.0,351 GRANADA WEST,791.0,CA,Frontier Communications,W,321575.0,93341,4.0,Tacoma,Canada,1-747-033-3011,5.0,O,1.0
Van912,3144214.0,96.0,23572 sycamore crescent,463.0,TN,Air Products & Chemicals,S,310500.0,73120,0.0,Garland,United States of America,1-834-607-1929,2.0,O,7.0
KAR913,3567254.0,99.0,5426 smithdale south,452.0,OR,Helmerich & Payne,M,193074.0,92058,3.0,Charlotte,United States of America,1-204-907-2339,3.0,O,6.0
WIG914,2632755.0,85.0,18699 potomac boulevard,671.0,MI,PG&E Corp.,U,173183.0,94350,1.0,Huntington,United States of America,1-546-260-9963,0.0,O,3.0
log915,3736046.0,56.0,8705 flagler park,778.0,MD,Jo Ann Stores,W,87409.0,15236,4.0,Independence,United States of America,,4.0,U,3.0
Maj916,1294909.0,20.0,14349 clifton west,487.0,AK,Regions Financial,U,209977.0,v6d 1r1,3.0,Cheyenne,United States of America,1-513-255-4094,1.0,R,7.0
KOO917,837314.0,19.0,1898 halliswood north,345.0,MD,Protective Life,S,370150.0,m5b 1y1,5.0,Mount Pearl,United States of America,1-999-356-8716,0.0,O,2.0
Fed918,3725935.0,81.0,22024 darlington north,718.0,KS,Teleflex,S,496404.0,m7o 1a4,5.0,Grand Rapids,United States of America,1-579-328-7017,4.0,O,3.0
Sch919,3473912.0,87.0,1063 LOS ALTOS NORTH,638.0,GA,Georgia Gulf,M,175479.0,45254,3.0,Savannah,Canada,1-221-520-9734,3.0,O,5.0
Cha920,2863313.0,67.0,5620 royalton avenue,500.0,ME,Rite Aid,S,415659.0,94438,0.0,Simi Valley,Canada,1-493-573-3326,2.0,O,1.0
DAG921,,77.0,2342 summer crest north,804.0,DC,Costco Wholesale,W,373747.0,V6q 1w8,,Bridgeport,United States of America,1-092-831-4161,0.0,R,6.0
Max922,1432008.0,100.0,11630 archer west,646.0,NH,Harris,M,2281.0,80161,1.0,Palmdale,United States of America,1-907-451-4250,1.0,O,0.0
rei923,3687943.0,,16849 vessey park,415.0,CO,Questar,S,379282.0,r5g 1m9,5.0,Sandy,United States of America,1-763-250-4157,3.0,R,9.0
LES924,100871.0,93.0,7899 murie park,477.0,MS,Kansas City Southern,M,255536.0,93705,0.0,North Las Vegas,United States of America,1-166-504-3127,2.0,O,3.0
fif925,1086633.0,73.0,2336 SHELTER RUE,712.0,OR,Health Management Associates,W,258448.0,t6a 1d1,3.0,Brownsville,United States of America,1-476-420-8192,2.0,O,9.0
Ras926,3142625.0,47.0,20808 flint river lane,394.0,British Columbia,Thermo Fisher Scientific,S,305768.0,S7D 1M6,0.0,Alexandria,United States of America,1-521-168-1029,2.0,O,4.0
Cha927,3993619.0,37.0,14304 KELVIN LANE,796.0,Saskatchewan,C.H. Robinson Worldwide,M,109048.0,60740,2.0,Seattle,Canada,1-420-477-5220,0.0,O,0.0
DEY928,,6.0,15591 CAMP BOWIE WAY,342.0,AZ,NetApp,U,,74153,1.0,Thousand Oaks,United States of America,1-571-838-6942,,,7.0
Lia929,3651830.0,61.0,24250 summer south,688.0,SC,Country Financial Services,U,348937.0,28226,2.0,Garland,Canada,1-894-332-9995,0.0,O,9.0
CIM930,1389213.0,23.0,1898 HALLISWOOD NORTH,560.0,Prince Edward Island,Laclede Group,U,380192.0,m9d 1u8,0.0,Pueblo,United States of America,1-389-590-5052,0.0,R,6.0
LAU931,2982360.0,,21686 jackson south,345.0,LA,Yahoo,S,292560.0,H7F 1T5,3.0,Chula Vista,United States of America,1-669-446-8929,1.0,O,10.0
