prospect_gncd,prospect_crdtrtng,prospect_nmbrcrs,prospect_ncm,prospect_ct,prospect_ddrssln2,prospect_phn,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
bgf11252,806.0,5.0,274111.0,Costa Mesa,eurcekncpmsdhmhiugptupfznmjewcjv,1-136-946-0924,4.0,S,30.0,O,Aventine Renewable Energy,5.0,265459.0
Ydw11253,772.0,3.0,239120.0,Mesquite,Qyuhzbwjwywfkuedwupfnbhrxfyu,1-245-079-3393,1.0,M,54.0,O,CSX,6.0,3518058.0
bse11254,363.0,4.0,67807.0,St. Paul,Malslctarirhmmdgotutwkyrja,1-205-946-2883,4.0,M,89.0,O,PPG Industries,7.0,3347273.0
Jqf11255,595.0,,276211.0,Fresno,Sjqzorlj,1-657-257-3342,5.0,M,6.0,O,Greif,3.0,308579.0
ddr11256,738.0,0.0,15160.0,Macon,GEHNTZXDSTSKFQNEJCTBCBNPMIGJMRCSVSVIGDEYWLKTOGSETJXASP,,1.0,,75.0,R,TJX,8.0,1120721.0
Wai11257,765.0,5.0,221640.0,Mount Pearl,QBRDOBADLOJPGEU,1-526-947-2279,5.0,U,51.0,O,Manitowoc,9.0,3624132.0
Fst11258,661.0,3.0,80581.0,Berkeley,ZXYKATOTKWISMMIXAJBISATWHYGHKADADLNVGEHKSSUII,1-672-375-8978,4.0,M,22.0,O,Boeing,0.0,2614807.0
PVH11259,697.0,0.0,115336.0,Amarillo,brbjxcoftmmacztnabemrdqytiypcxejkhmmxuwhoifupsbzhlmlkmnbzcezcttcumc,1-274-972-4757,,S,42.0,O,Owens Corning,9.0,3691390.0
nrb11260,437.0,5.0,342513.0,Lowell,Mxumzmvbqxxjtfs,1-213-369-3144,4.0,U,71.0,O,Harman International Ind.,4.0,1552518.0
vjo11261,466.0,0.0,343045.0,Modesto,Hxckgaksjfaglfqqvlvpgqigxqcaeqrdaptt,1-366-700-4149,2.0,U,6.0,O,Edison International,,3101696.0
Fkv11262,630.0,5.0,418944.0,Ottawa,fgvcbsodidnupuzigffmtcifeeepcralgqcrkncbpixfoqwyztusrsbmtjmmwpmdeduabksphbbhg,1-357-172-3202,1.0,S,39.0,O,Select Medical Holdings,6.0,1921967.0
Bji11263,706.0,3.0,406480.0,Missoula,mglszousmogptosvwcpecfdnvssmvabni,1-145-612-9353,3.0,M,79.0,O,Amphenol,10.0,2667763.0
qks11264,376.0,4.0,172999.0,Stockton,Kuxjuaajzfkpodjmzgxxcg,1-723-801-6100,3.0,S,2.0,R,Raymond James Financial,9.0,766396.0
odd11265,362.0,4.0,452043.0,Yellow Knife,OETQFBTVEHBWTV,1-461-380-8156,5.0,S,27.0,R,Snap-On,6.0,1289517.0
Ijw11266,785.0,2.0,473147.0,Abilene,ALCJHRHCKFRPZBQUNYVJXHYXHIPKNATYELO,,0.0,S,16.0,U,WGL Holdings,2.0,1564668.0
hbb11267,653.0,0.0,61061.0,Irvine,JLXUGHMFGVVGKXFODYBQFCOSSYFXDBFOEKFLDGNWXMSBVERNIKUB,1-276-937-1050,5.0,,41.0,O,,9.0,2567908.0
xir11268,345.0,3.0,82373.0,Irvine,jbjvxxefletuvnyuxrwibhebgymyomjmxljecolqncdhbuqzlzykdnl,1-211-319-9478,2.0,U,99.0,,,5.0,491640.0
BGS11269,553.0,,393751.0,Bridgeport,Ytpkesydndlqtjkyivkgpsvaxdbvwxzgiviipgzoqfsroqtrjwchgds,1-006-846-9499,2.0,M,18.0,O,Icahn Enterprises,5.0,3714425.0
Ryd11270,393.0,0.0,68447.0,Oshawa,Nutopquovmidapqksbjkuuihveryxf,1-859-577-2157,4.0,M,58.0,U,Avis Budget Group,0.0,2917504.0
utc11271,785.0,0.0,366700.0,Raleigh,ITVILKKQGORPYVVHFIEYZPRVKEPXIPBGNHPRXUJZGERKMCARO,1-574-956-0772,3.0,M,1.0,U,Snap-On,1.0,108038.0
Iga11272,363.0,4.0,465254.0,Huntsville,YVCQBLWGQXILDPJNJXSSFVQABLXXPONWIKBUJNCJOJZEIQHLBNOWYQCPYP,1-581-107-2887,,D,97.0,R,Thrivent Financial,4.0,334986.0
Bpx11273,595.0,0.0,4876.0,Honolulu,hremhqwdwciwtdkfbflunvxzjeomiorgrpxxyeloqnrxjqhxvaudovggqmvdbtqtbecsb,1-017-804-6999,2.0,D,2.0,O,Baker Hughes,8.0,3739066.0
csu11274,691.0,4.0,70499.0,Hollywood,,1-694-707-5767,1.0,S,81.0,O,Joy Global,0.0,3486164.0
mxb11275,548.0,2.0,486855.0,Oceanside,Xknibzxruwvcorxztatj,,4.0,W,75.0,R,Continental Airlines,1.0,1607926.0
PTI11276,541.0,1.0,303318.0,Fort Wayne,wbkjqugrjxtbrtjrkpoayovysodshdndewsemmcmptfewfjaomlvrgjnlkepm,1-621-828-0029,5.0,U,42.0,,Enterprise GP Holdings,4.0,2260891.0
Ngx11277,529.0,2.0,137996.0,Syracuse,Qqnehnqbhljawbiguianeknlsnloplbg,1-113-468-0134,4.0,M,8.0,,Holly,7.0,321510.0
hsh11278,485.0,4.0,441131.0,Montpelier,Yaxvbwh,1-433-123-7791,1.0,U,47.0,O,MSC Industrial Direct,0.0,3820785.0
Kzw11279,515.0,4.0,112721.0,Ann Arbor,yasvahrrtgfbrikoofuvqpvhsgahgjqba,1-778-642-4031,3.0,D,19.0,U,,5.0,3326137.0
UQF11280,725.0,2.0,252730.0,Pittsburgh,wqqdqqzhkfgioy,1-507-168-7198,3.0,D,13.0,O,Freddie Mac,8.0,951858.0
Ymz11281,821.0,5.0,203847.0,Durham,Burskjzpgsccjwnoujswzooojjprnzvjqsoqc,1-066-588-1295,5.0,U,23.0,R,McDonald's,,2312599.0
fgq11282,569.0,2.0,130338.0,Tempe,NUMNXFOAYXIHWVB,1-859-909-2939,2.0,M,53.0,O,Marriott International,5.0,2505956.0
ncd11283,652.0,1.0,317722.0,Manchester,Dcgidkymvrcnuntaqtosrpbpgqljaxlllopkojoopzlzliwxe,1-743-856-7730,4.0,S,56.0,U,Pacific Life,8.0,338320.0
trn11284,337.0,0.0,240520.0,Regina,BEEVBJMXUV,1-558-501-0279,0.0,M,93.0,O,Lubrizol,4.0,407143.0
Pqb11285,335.0,1.0,372102.0,Oklahoma City,Eldsmvgbhmninkjwuvkzopabepnloolzgxrdkksnszilyomwxoekoopwnuncmayvehyzqcwhui,1-106-223-2732,5.0,M,67.0,O,Toro,8.0,1347874.0
vyr11286,774.0,1.0,103398.0,El Monte,Ybeyjpqnlrootmphutzuwmixvggugjlg,1-988-605-9486,0.0,M,86.0,O,Nacco Industries,2.0,
pht11287,394.0,0.0,432222.0,Tacoma,AOZBSHAQFIOCXDTIHAXAJSUSKDIMUJGWUBIHCHXD,1-735-763-1763,3.0,U,52.0,O,Gilead Sciences,5.0,2260125.0
qdn11288,621.0,3.0,338703.0,Livonia,Mdpzhxpighcf,,0.0,D,43.0,O,Total System Services,3.0,2053731.0
Wtd11289,499.0,2.0,463729.0,Huntsville,Ddoeqpmg,1-576-363-9628,0.0,U,38.0,R,,,1498613.0
odm11290,527.0,4.0,111581.0,Washington,Ohfvbcoqydwomjnatwwtfkrkwamvjrysortvojbvnjdhilawltqcvwmxttjkfqobofu,1-454-531-7915,4.0,S,58.0,O,IAC/InterActiveCorp,0.0,430253.0
Dgx11291,499.0,2.0,332959.0,Mesquite,JUDOBVPSNOAKEWLSQGQAMTAIQLHMYALMNXSLCA,1-528-105-2490,2.0,D,55.0,O,Solutia,0.0,1773830.0
Gub11292,432.0,0.0,309080.0,Garden Grove,MGTNTQXVGJPJBEJOLTWPFLUBTVB,1-911-102-5042,4.0,M,57.0,O,Perini,6.0,1360749.0
Qnt11293,483.0,5.0,339551.0,Fairbanks,pnkxpeogurzcxroiqqmojnhigazheyasxepsevidcxssimcrtobwffrqccf,1-136-898-1770,4.0,M,82.0,O,Tellabs,9.0,1553539.0
ugr11294,549.0,4.0,31897.0,Chicago,hgklidtapuacpuwbduouqtzpnauwxxukrvniiw,1-242-993-0089,2.0,M,55.0,R,HSN,5.0,3057035.0
UWF11295,471.0,0.0,424187.0,Tallahassee,ptelfvoxegdkoeotqqxbvjcmpewmbdsxxomdsmzqknratgevqygvqkvnnjfwzrxmsokjemimdylqa,1-272-722-4129,,S,56.0,R,,10.0,1111687.0
amx11296,412.0,0.0,91406.0,Durham,ujmccivdtqwayojuojiuhulzxogrpevmdtlloufkvztxfqxogkrjkjoxkanzslyaxtojjb,1-427-147-8030,1.0,D,21.0,O,Continental Airlines,7.0,2426909.0
XOD11297,796.0,5.0,439130.0,Fayetteville,WNEUXPLYKLHWPA,1-140-819-3904,5.0,U,76.0,U,Franklin Resources,2.0,1645384.0
NFW11298,,4.0,203900.0,Huntington Beach,bqnlchuhqkhgaxpfcunxjpjajgsqshbdu,1-683-782-7104,1.0,W,,O,Nicor,10.0,1125411.0
Xmt11299,727.0,4.0,218554.0,Evansville,jeaugvbor,1-286-009-0268,5.0,M,90.0,O,Vishay Intertechnology,1.0,714834.0
imk11300,362.0,0.0,442557.0,Lafayette,,1-542-653-1409,,D,49.0,O,Dell,5.0,3453729.0
Wok11301,599.0,4.0,379993.0,Oklahoma City,YOTYSNCMCGFELYSXXNBLMNXIEOPZDA,1-552-649-8530,1.0,W,49.0,R,Crane,2.0,10553.0
Jjn11302,692.0,2.0,342777.0,Elizabeth,RADXAKZKEGMWGTHZXXRT,1-865-233-1724,1.0,U,81.0,O,Pioneer Natural Resources,1.0,802449.0
dng11303,664.0,5.0,220954.0,Allentown,jidruzdpwqla,1-403-441-7156,,U,30.0,O,KeyCorp,3.0,646641.0
cki11304,,3.0,30937.0,Honolulu,Cebpcqsodclhxcyhzjbkethibgtxxxcoivzyhvjazeipecsogopqiohdhrjkyazqchhjcitvwpgzu,1-950-137-1075,2.0,D,32.0,O,H&R Block,5.0,939590.0
Fvq11305,839.0,2.0,268707.0,San Buenaventura,srdfj,1-834-306-6774,3.0,M,20.0,U,Erie Insurance Group,9.0,99396.0
HDS11306,620.0,1.0,58493.0,Huntington Beach,yqsuecnawvzsocebiyxf,1-908-495-5891,4.0,M,53.0,O,WellPoint,10.0,348186.0
hzt11307,565.0,,357450.0,Waterbury,YCZDQNFOATRSZROADMPOHVYTFOUMREUKLWTGCRAAOVRBLK,1-234-377-6818,0.0,M,,U,Intel,8.0,525745.0
skv11308,380.0,4.0,402241.0,Phoenix,Wqgdzmntkxykehwjeoajkjfnooviomzlthgrspomgbvbjxbwvuofjfopckvflfrszyydozsmktc,1-058-467-6102,1.0,S,69.0,O,,1.0,1210390.0
Kii11309,772.0,1.0,122042.0,Baton Rouge,KMFFNSTELVUQXWYVRLSTNQCKMNLRCJZESMOJFYZORRDVBBAPPTOAYBXFVRVMFVUHA,1-169-885-9319,4.0,D,80.0,O,Dean Foods,8.0,3032307.0
YGE11310,593.0,3.0,405951.0,Halifax,VKRIQMFXTSXFTDCFP,,1.0,W,63.0,U,Fidelity National Financial,4.0,115832.0
axu11311,676.0,4.0,183120.0,Detroit,Usptcelnkzlglxclgcibnmhcbhzbnvqgshbpgnjfh,1-605-826-2886,4.0,W,12.0,R,Cypress Semiconductor,7.0,3971250.0
Wey11312,760.0,2.0,240316.0,Riverside,vxhsmljsgwqrcxcbmwmqemjembtwbbgcpvfnnxxjcamlehikksabcnpbobgqqxlwzdzcmwdkaqfuak,1-204-549-3635,5.0,U,85.0,R,Roper Industries,7.0,3091623.0
Gaz11313,471.0,1.0,426953.0,Atlanta,Gjpia,1-505-006-5713,0.0,S,,R,Cintas,9.0,
Skd11314,451.0,3.0,466235.0,Wichita,bedrbartftalgcemxadyxwvbec,1-696-497-1606,5.0,M,59.0,R,Philip Morris International,5.0,2082774.0
Oni11315,738.0,4.0,242391.0,Fontana,Jfgesxvypjstqrzwfxoojdypsulffrstusqvdsjgkanggtvdpfybwzthmvxvqhvbixitc,1-546-217-3273,4.0,M,65.0,O,Marshall & Ilsley Corp.,,107328.0
Kct11316,521.0,5.0,112003.0,Huntsville,,1-281-562-2121,4.0,D,32.0,O,Annaly Capital Management,3.0,2499732.0
QFR11317,434.0,0.0,1551.0,Corpus Christi,Jbiouwnuweuheumnx,1-512-566-5119,0.0,S,81.0,O,Ferrellgas Partners,0.0,2276604.0
oai11318,383.0,1.0,135827.0,Omaha,Voupdfzxylpzrwjdazshmwkcajzbwi,1-439-119-1797,3.0,S,60.0,U,Acuity Brands,7.0,2862245.0
Vns11319,354.0,0.0,285.0,Pueblo,GKKQROMFVXBUPFCFELKNTBLRTLZJDIAREHRTQRENLQOQTMCDOKPW,1-943-305-9972,0.0,D,99.0,O,Catalyst Health Solutions,10.0,516195.0
Heo11320,424.0,4.0,201057.0,Miami,gbvpwrqrapaaywfyhlvhaabbcjmeztmhtiandoinupix,1-075-145-9510,2.0,M,77.0,O,SunTrust Banks,10.0,3978898.0
Tdq11321,,4.0,,Wichita,Xuumslrdzpphbctbxyrbkfmidqkmwkvdygvogjhkdhnjjrfpisyfxqsjtcdba,1-740-351-5671,0.0,U,62.0,U,Continental Airlines,2.0,958632.0
xpm11322,657.0,0.0,170325.0,Biloxi,Ycaiuydyvfaiewbkauyiwbcbnoutlebtahcfvalxillkeox,1-519-250-4548,3.0,D,79.0,U,Winn-Dixie Stores,,333743.0
Euk11323,308.0,1.0,172884.0,Chattanooga,iebapbuobbrdxafxkpjfxebivqdjsqmzeoshfhyxbuojlortgixrt,1-092-105-1713,1.0,M,11.0,,E*Trade Financial,2.0,1388016.0
Pxk11324,741.0,3.0,398685.0,Kitchener,uperahgtnrqjsoo,1-456-330-7198,0.0,U,70.0,O,Regis,7.0,2445180.0
tpk11325,667.0,5.0,332418.0,Charlottetown,ztjnvbmauyiwawpiswoonqwxlmpwwyqifwdxsihhp,1-326-894-4273,0.0,U,8.0,R,Century Aluminum,4.0,514703.0
ssp11326,554.0,4.0,81903.0,Brownsville,Qpxukelfgbrtsmssytvrcedlrhjowbufvjwfszjy,1-810-725-5663,1.0,S,,U,National Life Group,0.0,877908.0
Whj11327,363.0,2.0,290471.0,Carrollton,Pllkfxdokpbhmkrwtkzbaywkupohaqjqkahlh,1-293-436-8099,0.0,S,17.0,O,Applied Industrial Tech,8.0,2929968.0
qpm11328,716.0,,275201.0,Las Vegas,Hrmttebznjvqmmtguqnlclrtarihwshmlvtzewtodwnaszcxwpptiqzjjo,1-599-272-3292,4.0,M,2.0,U,FM Global,5.0,318288.0
Fhx11329,734.0,1.0,460979.0,Stamford,PNDAQEPZLOHHVIXWIVESYMCFSCZFQZHCBTTBKTRFVHHCI,1-785-951-6872,5.0,S,89.0,,Yahoo,1.0,2898082.0
AGF11330,728.0,0.0,254093.0,Wilmington,Ezlspuectkufgfdnwhcsmlqfexjuorweizhvqkh,1-940-078-3143,3.0,S,16.0,U,,10.0,157768.0
srg11331,315.0,3.0,61452.0,Sioux Falls,Ntaokfasyxgfirixcaeuaissigpeprcvnscfgaeeqwnyhztqnqrrzoqesviyapyxzrruhs,1-968-826-5703,3.0,U,26.0,U,Constellation Brands,4.0,3828862.0
sgo11332,766.0,5.0,237493.0,Dawson City,iifjuoyscsaplwcnkihqqiogblxxrkujodiyezemjc,,3.0,S,68.0,U,Fortune Brands,0.0,996857.0
Wcr11333,497.0,1.0,204131.0,Overland Park,Inkweepidorborqllwshrgvesuxaeoycvhmddmlvrbgvebxd,1-051-429-9580,2.0,M,60.0,O,MGIC Investment,5.0,2041319.0
uuo11334,476.0,1.0,91930.0,El Paso,Vcfuvnevlsvnltjcorddkphkbsalrawcwirvcbmkcbcxwqgwxmsprakroimwktwgzaxvduztbgac,1-954-259-4384,2.0,M,27.0,O,Wells Fargo,7.0,3315704.0
Ovj11335,389.0,3.0,366485.0,Casper,ebrveeccosielngpthjaallxfpwxosmlmzwzoryaludtynibmlwftk,1-164-233-6272,1.0,U,28.0,O,Eastman Kodak,1.0,1098594.0
Vqr11336,710.0,3.0,310453.0,Baltimore,wopzqogmoposx,1-200-170-0447,5.0,U,81.0,R,Corning,8.0,3972846.0
Vpe11337,797.0,1.0,134003.0,Fort Wayne,Dbqctrfihsgwzmiiwiqiikwjucnfxxkmdlwyrojfkeyjrakqgjhjhncpaqekiktntwmhncqehy,1-938-750-8141,3.0,M,19.0,U,Quiksilver,3.0,2058471.0
myb11338,320.0,2.0,57532.0,Regina,gavpikjnvivmhpxsajyngyunutyarnpvxawszcocfqcketdbqlxmmpxueddkxraaacvfjzevjdfksya,1-620-650-4218,0.0,D,56.0,R,Fidelity National Financial,1.0,2519877.0
yfn11339,412.0,2.0,,Sacramento,Skcdiylxptdhchhvgboaflwrgasbkdlpodrgsoqxhxrxcumwmmqeuabxbjbyd,1-338-554-3849,0.0,M,75.0,O,Textron,7.0,1088521.0
BUX11340,534.0,2.0,293450.0,Lancaster,EVGRPOWOVVLJYONELLWOBITWSNREBLSBJ,1-363-433-6679,1.0,M,29.0,R,Autodesk,7.0,911894.0
zru11341,378.0,2.0,128451.0,Iqaluit,xldnwijerzdtlosfnacdtqkeyoogokfvfbadkjkawmcmdbph,1-796-745-2581,1.0,M,1.0,O,,9.0,194236.0
Gvq11342,741.0,1.0,,Rancho Cucamonga,xscxmpeotwowpcguzubumuoomijkerstnvtppnayqjoaudwrjpjhvlvwyb,1-074-800-6938,,S,93.0,R,Agilent Technologies,8.0,2968079.0
XUT11343,647.0,4.0,63716.0,Yonkers,Exuizvwvwvtkati,1-663-301-6637,3.0,U,22.0,O,Equifax,5.0,720392.0
Ixl11344,588.0,5.0,340637.0,Garland,Kficduilloosjrajqzjzgzmpjhmynvoqaiihrprxzzlsjkonlnjdlxbsikgvkaqtykgdpiko,1-556-759-3445,5.0,W,56.0,O,Integrys Energy Group,0.0,3509418.0
udl11345,458.0,0.0,145084.0,Casper,ACJKBWGLJSGXVYQLGCNFIZGOHAD,1-526-355-5567,0.0,M,91.0,R,Old Republic International,9.0,2294268.0
ubp11346,,4.0,25516.0,Flint,,1-020-468-8692,5.0,M,48.0,O,BearingPoint,4.0,2224545.0
LRD11347,755.0,4.0,294190.0,St. Johns,JDFPTYSDWUNRFOVGHOIQSTTAJYNAHFMJJVNLTBOCOIFNYYBV,,4.0,U,56.0,O,,9.0,3360485.0
WGD11348,558.0,0.0,211134.0,Riverside,Lzitgvguluqghafgrxxuciexerhkmccnfstiahcony,1-034-081-5692,2.0,M,31.0,U,SunGard Data Systems,1.0,919383.0
Kvb11349,330.0,3.0,218254.0,Fayetteville,Zeeplucxbuncgbylojyefptqizioddukdvojecbwaeopvmmkfswlcayxndvbydmnryremlljkmr,1-145-359-1884,2.0,D,30.0,O,Belden,8.0,1263658.0
Brs11350,527.0,4.0,69963.0,Peoria,Grwmqimaxyssxsgbaswfjvehpwcwiwpjsaqzkfhxzgfheqopw,1-004-817-5247,0.0,M,59.0,O,Molson Coors Brewing,3.0,1323498.0
Xoz11351,650.0,5.0,341256.0,Dayton,Txgofdhomlrmfgsvcxqhqjeydeetqaopmujulswyeqtspqxoidatagjptcrsz,1-842-204-2409,2.0,S,54.0,O,Mosaic,3.0,3708348.0
phi11352,528.0,0.0,418570.0,Pittsburgh,EWVTIOVJIDLYFJCSPKML,1-167-807-1150,2.0,W,90.0,R,Big Lots,2.0,507610.0
Awz11353,716.0,,161148.0,Fullerton,FBBRJCRQYFMWPFXH,1-750-227-6230,0.0,M,98.0,O,BorgWarner,4.0,3537248.0
Xpp11354,361.0,0.0,41929.0,Yellow Knife,Czccalb,1-735-554-6533,1.0,M,76.0,O,Allstate,3.0,48775.0
MTF11355,445.0,0.0,92146.0,Ontario,Wbboswne,1-891-502-3976,5.0,M,21.0,O,,9.0,1251429.0
NJM11356,608.0,4.0,395610.0,Whitehorse,Afusqlnclxcapninrezmloakbwejvzmhihqznjippduhxnfmwdskzunjvszmfkzcwwejnv,1-010-809-4455,4.0,S,55.0,O,Spherion,7.0,3163046.0
Qbg11357,639.0,4.0,229710.0,Columbia,Whchxbzqfruubvvnmlievnbdiuahujqckztobyzhjwhcdidmclvjqptnathkwnaovf,,1.0,M,18.0,,Lithia Motors,1.0,3411899.0
lwo11358,434.0,4.0,224764.0,Little Rock,hiawtqjzytsaiuuuclarfadesftzeztmvsmtbswpw,1-947-499-3978,3.0,W,15.0,R,R.R. Donnelley & Sons,10.0,
Iay11359,399.0,3.0,385358.0,Mobile,,1-712-731-2891,0.0,U,52.0,O,Invacare,4.0,3590905.0
Npj11360,353.0,2.0,92592.0,Fayetteville,capndcllqrmwfackbzhgviylsoisqmxnjqazvfzdufddmzucvvuhgl,1-079-196-9379,4.0,U,51.0,O,Lender Processing Services,9.0,
SZE11361,761.0,1.0,72707.0,Fairbanks,,1-494-210-1271,1.0,M,30.0,O,MetroPCS Communications,1.0,3450535.0
Esh11362,382.0,0.0,364152.0,Gary,VJWUTQQLPIADTVTJQUJTFFSRSFMISJMBN,1-214-359-8474,3.0,M,57.0,O,Questar,4.0,3555304.0
Aln11363,643.0,3.0,364635.0,Simi Valley,PGJDKFVUIPBHEPFTPZJBGINDHARFDFJAMZUEGQLVJYYYJMLRRKJSRBISDNQKEPBGMVRXMYWENEFFIN,1-219-704-8125,,,50.0,U,Avis Budget Group,7.0,
MRC11364,628.0,5.0,31115.0,Honolulu,ZYHTBUCEEGRNUJZJHUTRCT,1-790-053-1797,4.0,M,42.0,,Amkor Technology,1.0,3099326.0
Xqw11365,414.0,1.0,62819.0,Fresno,Piozbzjsuycqwfjqvxudmkljunngmlnuxtligmlfrhcjewlqhvhadovjop,1-272-541-6948,2.0,S,65.0,O,United Refining,3.0,2075284.0
aup11366,424.0,1.0,66026.0,Montpelier,ummmeykrhqmkikniczvjjejmrkvwndleyljeidl,1-811-328-9667,4.0,U,93.0,O,KBR,4.0,1123313.0
Mjr11367,680.0,2.0,83206.0,Irving,Ojtivdwjrjfviirzspygxuwzppdoefkoygwqtkcrbvabmojmwlagzpf,1-572-591-4243,1.0,M,,O,Allegheny Technologies,5.0,1577434.0
Mmv11368,541.0,0.0,249362.0,Grand Rapids,Nudzdesrefpegrgolofyyxxksx,1-434-400-8486,0.0,M,59.0,U,Xcel Energy,1.0,3667689.0
Kwj11369,320.0,2.0,355805.0,Syracuse,Gpjclrnjlveisdacquubdaswhfgrzobishahvfogjtrijdtcuhyynur,1-440-771-1004,5.0,U,94.0,O,Supervalu,0.0,1031113.0
Mod11370,427.0,5.0,,Charlotte,qmjzqlqqsjgdsqpafdhwuzcuzaakoo,1-558-086-1884,1.0,M,57.0,O,E*Trade Financial,8.0,3112242.0
Yry11371,560.0,5.0,43085.0,Greensboro,Njfejqrngplrwruvjrvpmbcjhuonrj,1-256-668-6778,1.0,S,43.0,O,Neiman Marcus,7.0,3784924.0
DGU11372,691.0,3.0,171847.0,Irving,mcltdmuqbieiphnowuxilzfugzkbnwckfsjxxbsntwtpevnr,1-775-921-8797,1.0,U,44.0,U,,10.0,1430079.0
ISL11373,369.0,,12710.0,Tacoma,Ofskpurhqvayvljaqopohnycxwzhtzbykpqxvxyxocezquibxmxydawuy,1-068-102-3374,5.0,U,96.0,O,Retail Ventures,4.0,920168.0
lto11374,368.0,2.0,54371.0,Toronto,Mrroysnkrvzkeutcsdtkenmlvdxyrurjzxxekuaazlkdtcoxacsvhyjfromhujgifcujpp,1-439-958-8519,0.0,D,49.0,O,Praxair,7.0,3914967.0
Eib11375,649.0,2.0,230565.0,Iqaluit,Ztoijdmbkxpjnzkahnotadddcqueyujugnklhbmirxcxhjaudttpambdskst,1-028-871-0493,4.0,D,49.0,U,,10.0,64019.0
Npl11376,489.0,5.0,175326.0,Fort Wayne,PQPRXCRCOWMZIIKRNXKIJSWTYGAXNRMEJ,1-170-152-7863,2.0,S,99.0,O,Harrah's Entertainment,7.0,39310.0
Jiq11377,825.0,2.0,463745.0,Fort Wayne,evllnhclzspxplvffdldoyii,1-126-629-0228,4.0,U,70.0,O,NiSource,2.0,166120.0
Fjh11378,504.0,1.0,232155.0,Greensboro,HJWHXCEVPWNTZLPSIJVKJWLFSQMVXNGYNAAWTQVMCAQVKHWRXMOOXLCEDISRWDORQHGFAPTKUQZIDFI,1-569-873-3397,1.0,M,97.0,O,Devon Energy,5.0,1149540.0
Wmi11379,570.0,5.0,130736.0,Vancouver,jarkqtksncwvf,,0.0,M,62.0,O,Corning,10.0,199174.0
Ggo11380,477.0,5.0,90629.0,Austin,tgoeycwsillcudabcgovmrnxuktgerfxdlrifeaukoinjjjkjexcxw,1-382-218-1314,3.0,S,64.0,O,Foot Locker,9.0,2596787.0
ztf11381,736.0,2.0,326954.0,Irving,TSLXZSFHWDWWPYTJMVBDELXPVN,1-416-737-1447,2.0,U,60.0,O,Country Financial Services,6.0,1395632.0
xio11382,713.0,0.0,215366.0,Vallejo,GDPNIYRCPBYBFEDPQPRHVGOZWLZUTVVKQEFUECGHRVSRVRBMCBJPVZ,,0.0,D,76.0,R,Auto-Owners Insurance,,1895907.0
RXW11383,536.0,5.0,216463.0,New Orleans,QFEGEXULOUXGREDGNUDVXOMLRRNOPIUKEYGCGYPXCDZCM,1-317-865-2768,,S,36.0,O,Idearc,6.0,1710505.0
ckv11384,466.0,3.0,290638.0,Syracuse,CHOTDXTITXPFSHZXQICEIDHAFGQIJZLQRLLWSRXDMNVVDLCNV,1-591-902-6864,1.0,M,3.0,O,Plains Exploration,0.0,2103744.0
JDE11385,345.0,4.0,133552.0,Paterson,Eslduqslzkuweftrntpqnfzaatnibdsdndcjxhcfdklw,1-672-597-4133,5.0,S,27.0,U,Susser Holdings,,2858799.0
Hni11386,570.0,2.0,236182.0,Fort Lauderdale,Rsrgzhkkbsfdcyozauazlpzlbyittaoisfporpicbuyygtbmhacymcfarhcgi,1-825-245-5753,5.0,M,43.0,O,SunGard Data Systems,1.0,191992.0
TQN11387,837.0,5.0,16283.0,Sherbrooke,Hgwkvxtjgyjsnoupptfcmfihe,1-037-143-3763,4.0,M,34.0,O,National Semiconductor,1.0,705980.0
Bcn11388,847.0,0.0,458863.0,St. Catharines,kmvwbbf,1-769-135-4061,1.0,M,49.0,O,Mattel,7.0,3710389.0
eja11389,816.0,3.0,282491.0,Hilo,nfaodlihjkdsfcfpmpjrmjhmnedlxnbinwdsttuxoszgtvj,1-804-322-0101,0.0,S,13.0,O,Danaher,0.0,3637277.0
oop11390,720.0,5.0,128483.0,Grand Prairie,Pkqsdxfrczuqydn,1-192-665-7106,1.0,S,0.0,O,Medco Health Solutions,9.0,1258317.0
Kmn11391,732.0,0.0,377733.0,Baton Rouge,Awaxqrlrgyuihmflrdrtjxuiulquwhalhpwysexdmbrgmeglxfwdnlawewgadoutnntdyccv,1-680-845-9701,,M,1.0,,HSN,8.0,2127580.0
HBV11392,608.0,4.0,343343.0,Inglewood,NFKHOAZSACYUJQCQAKKHZRHLTUAHUPV,1-661-715-5665,0.0,M,,U,Weis Markets,3.0,3199251.0
Fjd11393,716.0,,472696.0,Garden Grove,Danyqbxwpodwtbyuw,1-940-055-3732,5.0,D,0.0,U,Knight,7.0,1395057.0
spq11394,438.0,5.0,70106.0,Oceanside,Yhpignzfwqwrupmekshsxgsixpdwfdmkvgyohczogizqafaweayqkbnf,1-579-928-2278,3.0,W,4.0,O,Itron,3.0,3830710.0
Sgs11395,803.0,4.0,85920.0,Montgomery,Jpgcuhj,1-240-507-7530,2.0,M,18.0,O,Sovereign Bancorp,1.0,2227349.0
qcq11396,624.0,3.0,6704.0,Allentown,Dvmgf,1-481-240-7977,2.0,M,76.0,O,Andersons,2.0,3669492.0
Dtm11397,793.0,4.0,168938.0,Laredo,WPXPLESLPUPIZISMPMPYYOHXJPEMJ,1-569-059-7155,1.0,D,,O,CIT Group,10.0,2955155.0
