gncd,wnrrntflg,frstnm,mrtlstts,pstlcd,ntwrth,phn,ncm,nmbrcrs,nmbrchldrn,g,crdtrtng,mplr,nmbrcrdtcrds
dnf12854,O,Bdavqrfyotqfbu,M,FSHPVQARQPZ,2490224.0,1-946-047-0385,96483.0,1.0,2.0,18.0,612.0,Paccar,9.0
Yuh12855,R,Crmdtznssfymredevbuv,W,IQLPLGQSSQG,,1-222-788-0196,17846.0,4.0,5.0,37.0,567.0,Watson Pharmaceuticals,0.0
Hiz12856,O,Qkfqypfwylepmgxrvrovzx,U,Epocsstwvqmw,2803509.0,1-170-639-1755,133982.0,5.0,0.0,67.0,375.0,Live Nation,0.0
OQR12857,U,nbrlquxtn,M,Cyhuylxonki,96716.0,1-982-172-7586,404620.0,1.0,5.0,17.0,614.0,UGI,10.0
MER12858,U,Foapy,S,Uzzirbzscvr,2498353.0,1-771-071-7879,443960.0,0.0,5.0,2.0,,Analog Devices,3.0
Bsz12859,O,KINDN,U,uksetfatieh,2205830.0,,54667.0,0.0,3.0,99.0,599.0,Aleris International,2.0
Tus12860,O,Mnfrizv,S,Xlpwzjddsxyo,3768815.0,1-568-913-0778,280753.0,3.0,,64.0,432.0,Systemax,10.0
Xak12861,U,Mqfctdeklyvvqqhpgencndpfq,U,vxmsxbziif,,1-454-153-0835,381535.0,0.0,3.0,53.0,310.0,Autodesk,9.0
Kgw12863,R,Wmvcwzggfcldrlaiihnffoz,S,Ngyomkg,2895361.0,1-535-220-4102,390420.0,2.0,,30.0,705.0,Mohawk Industries,8.0
Sch12864,R,xiktk,M,Zrleke,3484429.0,1-702-173-3160,286471.0,0.0,3.0,23.0,439.0,Principal Financial,1.0
SOE12865,O,tnofxunwoxluzvveeswnwh,,Pcltedljdmk,849395.0,1-308-206-2244,261843.0,3.0,4.0,18.0,770.0,Country Financial Services,8.0
PUK12866,O,Bfhbnfdmakbprhisubxyvrxkbpqaz,M,Kllntmosbyxc,2738747.0,1-599-054-3466,418622.0,0.0,4.0,24.0,521.0,Teleflex,8.0
Fwf12867,O,hdnbhwfirzlepafredo,,HLFVD,594382.0,1-526-512-5055,50596.0,5.0,2.0,68.0,551.0,RadioShack,10.0
fgf12868,O,yqvycwmlrnh,M,NGFHDRTQUJ,2803157.0,1-684-476-4139,186907.0,4.0,4.0,71.0,597.0,Solutia,3.0
RIP12869,,iyjrsnnldbsrkvtpibvfkdziyg,S,Pujdd,1998054.0,1-308-728-0278,149292.0,4.0,3.0,63.0,819.0,Home Depot,5.0
Fgy12870,O,GWIIT,U,okxttfhi,867553.0,1-190-731-7874,385358.0,2.0,2.0,80.0,506.0,Fortune Brands,4.0
Dpq12871,R,Aeefbezkzpkk,M,lnxvk,2835340.0,1-613-824-1706,430576.0,2.0,2.0,,355.0,Morgan Stanley,5.0
Lsv12872,,Fdnuwhbmtx,D,Gtovwl,3005045.0,1-210-340-4624,363316.0,0.0,3.0,41.0,735.0,Advanced Micro Devices,5.0
Kjf12873,O,Svwzwuey,S,UTWQR,3468507.0,1-898-024-9566,25667.0,4.0,0.0,35.0,535.0,Patterson-UTI Energy,5.0
lif12874,R,xxenwkorunfqksjkerdmshdz,D,ERDGXONT,3406613.0,1-088-938-0312,428168.0,0.0,0.0,32.0,548.0,Mutual of Omaha Insurance,
vax12875,O,Wrxwmnsfymirncncdkfcn,M,RQUMGWI,,1-050-997-9585,346317.0,4.0,2.0,30.0,376.0,GameStop,4.0
Vie12876,R,RLSHDMOJDWNU,S,YQHEFXX,2398882.0,1-075-417-4832,182949.0,5.0,5.0,65.0,441.0,Pantry,6.0
Zno12877,U,ejwfucelzsqaoyllj,U,Gmsma,,1-894-208-2862,414677.0,4.0,0.0,63.0,577.0,American National Insurance,0.0
ehd12878,O,Otdbcfdagrxmgq,S,,1572808.0,1-588-826-0221,136480.0,,3.0,33.0,470.0,Tupperware Brands,0.0
Jbc12879,R,Dggzhfntmfgrsdfffzwqbbqa,U,MVQPYFDT,2345909.0,1-928-569-9269,359713.0,4.0,4.0,78.0,673.0,,1.0
avd12880,O,unowpxaxusesfeifxtxazejmfozo,M,Xmtvxpdxg,403189.0,1-197-563-9258,180925.0,0.0,5.0,9.0,361.0,Western & Southern Financial,0.0
Xwi12881,O,lggrjqitknqibwrffrela,M,,1971569.0,1-909-314-7780,359348.0,,0.0,10.0,741.0,Fastenal,1.0
zmm12882,R,Etnopadawwst,U,FTFOT,3168477.0,1-949-142-6809,234286.0,2.0,4.0,43.0,779.0,,3.0
Vpl12883,O,Njerotzfmnrhyrxc,M,KLGFT,3321462.0,1-072-952-5343,447519.0,3.0,3.0,94.0,625.0,National Oilwell Varco,10.0
Dde12884,O,Ezhvfmcostdoskmcfwzvngviw,M,Rgcbglmwq,469923.0,1-626-508-4169,293193.0,0.0,,51.0,779.0,Mueller Water Products,9.0
umu12885,O,bgxdaunmqahulemdpn,M,Mucad,643645.0,1-611-673-6313,115369.0,1.0,4.0,34.0,665.0,,3.0
Nri12886,U,CVGGUFBNBXIBANKTOVSLWENFH,M,Ngafkkbydv,1732064.0,1-556-036-4115,118204.0,1.0,4.0,,336.0,CB Richard Ellis Group,3.0
wyr12887,O,Fmkewmfwgmzxpfbruopjjv,M,TTCVEFKFUWJ,3821563.0,1-658-767-1651,226602.0,,3.0,48.0,752.0,Perini,8.0
Jnn12888,O,Lkduocwdloovawlmkinlusqnjgd,D,Qqbkn,3582599.0,1-855-813-3044,8504.0,0.0,1.0,80.0,398.0,Exelon,10.0
MHO12889,O,Etpfktatjncubilu,M,zbaloct,315952.0,1-263-092-1638,405451.0,0.0,5.0,54.0,348.0,Synnex,2.0
Eoq12890,R,kdludwavofvadiwd,U,AGDPJIVEDJ,645990.0,1-398-373-2979,151916.0,4.0,5.0,3.0,807.0,RSC Holdings,2.0
yeg12891,O,Iyoayxkmrgasmeafsjjueszvhfhe,W,Jflsidci,447381.0,1-780-537-4998,274141.0,1.0,4.0,90.0,747.0,Aetna,6.0
VSE12892,,Jbfxlw,M,Gkqavqnskp,332117.0,1-592-076-8557,195000.0,4.0,3.0,16.0,687.0,Great Atlantic & Pacific Tea,1.0
FKT12893,O,yuetctvorzhdmlryjoqsnbcyxtm,M,,3354117.0,1-795-459-6351,198834.0,4.0,0.0,80.0,488.0,Polo Ralph Lauren,
QPH12894,O,Kgvcdezouspaw,S,nxyclsi,2535433.0,1-293-510-3699,6892.0,4.0,3.0,99.0,637.0,CB Richard Ellis Group,8.0
FCG12895,O,kujwvoihvk,,Usetk,1742270.0,1-744-858-3698,222855.0,4.0,4.0,70.0,524.0,C.H. Robinson Worldwide,5.0
TVH12896,O,LPTHUIMXAXEWTINXEAUCOQIIRMQUMM,D,Kakvzneecapc,1039205.0,1-991-250-5450,235994.0,1.0,1.0,64.0,458.0,Vought Aircraft Industries,0.0
kyb12897,U,ehaejsotfijb,W,Qvkryvtzgdmg,35714.0,1-152-266-2314,452722.0,5.0,5.0,74.0,564.0,AmeriCredit,1.0
LTH12898,O,Rrxwztwoecqermniyhxqfegcg,M,nrsuphh,340541.0,1-753-439-6461,136002.0,4.0,0.0,2.0,440.0,Imation,
Wlg12899,O,Rquvghckjxljqr,M,,3023059.0,1-442-259-5864,315530.0,5.0,4.0,3.0,843.0,Terex,3.0
Gys12900,O,aldrbegejoqdknmraxexkniflfe,W,RBKFSWLDELYX,2681256.0,,4680.0,5.0,4.0,100.0,659.0,FMC Technologies,6.0
PKT12901,,Eqapig,S,OCKGKG,1065668.0,1-927-581-1681,415842.0,2.0,2.0,16.0,394.0,HealthSouth,
Pre12902,O,Rmwehtoqeoxomhqbkcwvtjb,U,Gacpi,2758111.0,1-623-950-8259,15019.0,1.0,3.0,29.0,527.0,Huntsman,4.0
alr12903,O,FKZFU,U,TLHYGFUGNC,780736.0,1-892-745-5356,416269.0,2.0,5.0,86.0,688.0,Apple,4.0
Mlh12904,O,LFMUNLUEBFUYTOECUDHBOPDDPA,S,ltfpvpntvtex,1591768.0,1-210-751-0013,447105.0,,0.0,12.0,741.0,Dell,6.0
Gwl12905,O,Nurcnm,S,iegnrg,2834693.0,1-237-109-9845,452985.0,1.0,5.0,95.0,717.0,,6.0
OEG12906,O,SLMYQAFPWNCUS,W,,1685067.0,1-935-101-8600,281076.0,0.0,,34.0,716.0,Burger King Holdings,10.0
jnq12907,O,Ejewfsrgpeplpubds,M,Hbcsaijjvi,2001278.0,1-682-792-9076,426651.0,2.0,1.0,87.0,389.0,Dow Chemical,10.0
Xyl12908,O,lbtqftybiosccnmgjettt,D,Chcsk,158030.0,1-948-440-4183,294444.0,3.0,2.0,61.0,375.0,Corn Products International,5.0
Whu12909,O,zcfdpnfwcdsyuoubt,D,KSGYD,645587.0,,312238.0,2.0,4.0,69.0,643.0,Ryder System,1.0
Osi12910,O,Beydyzj,,OTAEKWOPH,3303846.0,,395614.0,2.0,4.0,29.0,709.0,Cracker Barrel Old Country,1.0
ved12911,,YGWFDQMHGQLXGTFDPTTXJYHN,M,wncyx,3992394.0,1-152-970-2092,348183.0,2.0,0.0,19.0,417.0,Sempra Energy,8.0
Sxt12912,O,Yzuwmcwrsffsmz,,yxgjmxdyd,1883321.0,,151500.0,5.0,2.0,79.0,738.0,KBR,4.0
KXL12913,U,Bhndciec,U,rybjuqm,1979953.0,1-525-095-5115,393951.0,0.0,2.0,68.0,532.0,Mutual Life Insurance,1.0
ITR12914,O,Yeiqhfqjdnrawlxry,W,gwlgjtagj,2106811.0,1-017-683-7926,172809.0,4.0,0.0,63.0,378.0,Cypress Semiconductor,6.0
ved12915,O,Mbhbydrxvuwmuveozna,,Msvpgbhjxm,1697289.0,1-689-643-7002,271507.0,,5.0,81.0,521.0,,0.0
Ezb12916,O,Wwfmvrfvhimtcotpccfmvufpcjqmxn,M,BNQHSAHGGCGH,3731713.0,1-744-405-1009,458048.0,,2.0,31.0,564.0,Dover,10.0
WZY12917,O,FSNHJEBHGYCVRDLTZPMT,W,Iwybnwvj,2205560.0,1-611-653-9466,,3.0,2.0,25.0,743.0,Landstar System,7.0
Ahc12918,O,HNSJN,M,Zucbyraxuoo,153833.0,1-603-532-5403,56589.0,3.0,2.0,6.0,,Windstream,3.0
Qgq12919,O,Tkspqs,S,asoyakxcyqf,706701.0,1-379-775-3921,189061.0,3.0,1.0,74.0,743.0,State Farm Insurance Cos.,
bqu12920,O,Sprsxvrplrrycggihrmhxkoltz,S,Yvejlddpkz,2109461.0,1-721-747-4350,200698.0,4.0,1.0,67.0,387.0,Pepsi Bottling,6.0
Fxr12921,R,Kswpjldigwjui,M,Ejnkx,2781759.0,1-311-086-2501,404701.0,1.0,2.0,73.0,619.0,J.C. Penney,
Vec12922,U,Byevsffkdzaoiqypdncyvwlapmo,U,Avfkj,3042666.0,1-130-534-3598,493252.0,5.0,3.0,4.0,589.0,ABM Industries,4.0
CFZ12923,R,Lnhypgnsctpimdwmpftumdsxpco,U,Hgamfng,,1-118-210-6520,434009.0,2.0,2.0,0.0,756.0,Home Depot,4.0
khd12924,O,Gloxwrcxxlecgeahgnnrvqyxisj,U,SRLFCVGAYZ,1809955.0,1-894-284-8267,115238.0,2.0,2.0,12.0,343.0,PSS World Medical,1.0
Kkv12925,U,yapqxvimt,M,LIUILCSRHUU,2005513.0,,347651.0,4.0,1.0,11.0,531.0,Broadcom,9.0
DNU12926,O,Ymtuvxcb,U,tttcj,3538838.0,1-633-674-0165,421320.0,3.0,2.0,71.0,835.0,RPM International,10.0
ytl12927,O,Rbaoqsaiajx,U,sogqz,2169037.0,1-842-758-9050,,3.0,5.0,69.0,573.0,General Cable,7.0
Zvk12928,U,Qawxgjpxghf,U,Mwhycfin,1129588.0,1-100-578-8282,333010.0,2.0,,62.0,527.0,Loews,9.0
TSN12929,O,faekutobasyf,S,BWFYGP,3519121.0,1-248-506-3145,33298.0,3.0,2.0,77.0,655.0,Convergys,2.0
Ukh12930,O,RHKWRAVXKFTYVGBZTKDKP,M,,3273956.0,1-852-980-0359,22126.0,4.0,0.0,94.0,371.0,,10.0
Xmb12931,O,cafcqjq,M,Eaaijc,399680.0,1-637-221-6597,243340.0,0.0,2.0,83.0,515.0,Public Storage,1.0
UCH12932,O,krhrpjjqofwvazrr,W,ejpzurlcwrp,,1-042-389-7044,409613.0,2.0,2.0,19.0,607.0,,2.0
Eus12933,O,gddicrmqtlwapcfmegj,M,Fosya,1893686.0,1-309-782-5670,98275.0,,2.0,91.0,514.0,Humana,8.0
Wsu12934,O,Poxoydmwgfamdruxrv,S,YLEFKTROP,116763.0,1-080-170-2761,61307.0,5.0,3.0,5.0,833.0,Williams-Sonoma,6.0
wri12935,O,ezejdsxkmt,M,Msfjojdpdfds,2964349.0,1-804-709-7578,211345.0,1.0,2.0,24.0,551.0,Packaging Corp. of America,2.0
Lsw12936,O,Zrxnihoiaaqcrcwaokmjti,D,CXLUNYP,2091367.0,1-576-539-5336,93145.0,3.0,4.0,53.0,795.0,Lender Processing Services,4.0
dlo12937,U,IZDYIFQZDDEQ,M,oqanoovzvjo,760120.0,1-290-922-8349,67362.0,3.0,3.0,48.0,461.0,Southwestern Energy,8.0
GSW12938,O,rlfnr,W,Wendq,1569136.0,1-786-235-4812,96382.0,3.0,,70.0,420.0,Urban Outfitters,8.0
Bbm12939,O,ogfgxpppyji,M,CMDKHVGFDRKW,2839423.0,1-062-318-0007,82956.0,1.0,5.0,45.0,429.0,Hexion Specialty Chemicals,8.0
qtz12940,R,AHCVDOIBDXNKVOLWAWR,M,MJAEQ,2346788.0,1-162-329-0149,122527.0,0.0,4.0,73.0,416.0,,10.0
Aok12941,U,JJTBZQYKOYXUJLGBSUIHQMFW,M,fjdvhahhdho,2699024.0,1-345-867-6501,450662.0,4.0,2.0,38.0,675.0,Discovery Communications,5.0
Jbc12942,R,JADDCUBSMQKO,U,xjpokfbe,2122126.0,1-102-465-3917,300946.0,4.0,,50.0,346.0,Wyndham Worldwide,5.0
bjs12943,O,LVZNKYSHAXHSEXYBQW,U,chsoaiuuy,2363286.0,1-375-609-1974,298868.0,1.0,3.0,90.0,590.0,MetLife,10.0
TZP12944,,Fwbflvnslnvhdcvr,S,Lmncn,1896146.0,1-435-813-7327,237893.0,1.0,0.0,0.0,720.0,Watson Wyatt Worldwide,4.0
IFD12945,U,ughtcpfniioqrlwft,M,Oqtyt,2784382.0,1-334-808-3558,484767.0,3.0,1.0,82.0,529.0,NBTY,4.0
gcg12946,R,Onljwhqpxnjfojmnylptlidlblewtl,D,Cxpxkndl,74910.0,1-500-774-8867,130733.0,1.0,1.0,70.0,365.0,Terex,7.0
Wxf12947,U,Sjqtrn,S,Drtga,3370744.0,1-758-994-6329,52973.0,0.0,1.0,74.0,471.0,Fiserv,2.0
wfe12948,O,Ovhkemu,W,RCINEFGLTBS,1531190.0,1-261-381-1558,462733.0,4.0,3.0,88.0,684.0,Avnet,2.0
Scz12949,O,BJYXJUARJJXWBK,M,RIUBNNOE,3677887.0,1-255-431-2977,434933.0,5.0,4.0,9.0,687.0,Perrigo,6.0
Dwb12950,O,Omnmvczp,S,avlyqk,643348.0,1-039-278-3504,47346.0,1.0,2.0,11.0,804.0,Hasbro,9.0
Tgr12951,O,ewxyidgtzneyb,S,JBOEMG,3493939.0,1-295-371-4309,352920.0,0.0,2.0,6.0,516.0,,3.0
ITE12952,R,Xrwwpdngssmxptan,U,Fxatbjp,3019304.0,1-283-100-7964,333760.0,,0.0,54.0,730.0,Fifth Third Bancorp,7.0
Obd12953,R,jpalor,W,Zuyxy,586011.0,1-277-466-0824,27754.0,2.0,,15.0,576.0,Bucyrus International,8.0
HCB12954,O,VCYPPLUSHZBITTEVSIZNDDHB,U,epcplp,802845.0,1-005-752-9212,108174.0,2.0,2.0,,489.0,El Paso,8.0
oxt12955,O,Jldaqkrnfjigobdakqrzhgqutrsxt,W,Tjhwqdpal,1433551.0,1-962-167-1854,429901.0,1.0,5.0,84.0,538.0,Express Scripts,1.0
Qpu12956,O,nohlkslb,,Nugolkg,,1-646-266-0198,367961.0,2.0,5.0,,622.0,Thomas & Betts,3.0
ukw12957,R,jawmlltsjr,M,Njarkfxns,1433313.0,1-793-387-5274,494340.0,3.0,1.0,62.0,565.0,Boston Scientific,7.0
OPN12958,O,Dqmgoxwsfbsffkie,S,jfrpgf,1692795.0,1-176-984-8784,360369.0,5.0,2.0,52.0,375.0,Southern Union,4.0
CWS12959,O,Xztsfuab,S,isileit,990708.0,1-894-351-8665,53101.0,2.0,,29.0,409.0,Whole Foods Market,
Qdr12960,O,Jxesmwnew,S,Adfju,1593764.0,1-012-326-6684,249920.0,5.0,3.0,25.0,790.0,Wendy's/Arby's Group,7.0
WBX12961,O,FHDZDGLXQF,U,lgzucbqucngs,1058780.0,1-505-953-0914,203268.0,0.0,2.0,23.0,406.0,El Paso,10.0
Ehc12962,O,Ictpbmscggulougxpj,M,Gywjukoqjr,1154060.0,1-460-098-1043,425291.0,1.0,3.0,27.0,,AbitibiBowater,1.0
moh12963,U,Rakucapxrakheh,D,Qxompvphmehs,,1-056-834-3457,437555.0,5.0,0.0,65.0,436.0,Manpower,0.0
siq12964,O,Iipfsyababs,D,Eeozodwp,,1-542-099-3250,73522.0,3.0,3.0,4.0,368.0,Blockbuster,8.0
Qbs12965,O,jiqogxagiffvvbggabjw,W,,,1-029-932-5639,53230.0,0.0,4.0,7.0,527.0,HCC Insurance Holdings,1.0
Mhl12966,O,Lycpvqgsgtqinulazbkbygulvmnle,S,Nbzephxr,3211100.0,1-344-601-4669,149341.0,2.0,3.0,34.0,581.0,Cigna,9.0
Lwy12967,O,XFOQSFWZRZCUFLPGOO,D,,807829.0,1-318-559-2788,296257.0,3.0,0.0,74.0,348.0,Hanesbrands,8.0
FXC12968,R,Ppqbpmmsgmvjvke,U,Shjqs,3353782.0,1-781-941-2810,,1.0,0.0,100.0,534.0,Harrah's Entertainment,0.0
mie12969,,Stqeeh,S,PRXNNBLV,2039335.0,1-900-378-3286,359117.0,1.0,5.0,41.0,721.0,UGI,3.0
Aeo12970,O,Vnryomagwxuektxbkrqdqzqhnq,S,jaapbpkvg,3519024.0,1-719-663-5778,355467.0,5.0,3.0,57.0,711.0,Mueller Industries,2.0
Sds12971,R,RTONUORW,,pextwb,1643613.0,1-166-758-3590,101794.0,2.0,0.0,25.0,361.0,Procter & Gamble,5.0
Tcc12972,R,BXXNJRKONNCXYEMKWUDXOIWAUB,M,ycxjdbowoq,3642526.0,1-855-533-2134,122069.0,5.0,3.0,32.0,556.0,Schering-Plough,5.0
Nul12973,U,sqjupgjt,U,YNJOBJDP,3848333.0,1-046-365-5185,289600.0,3.0,5.0,34.0,694.0,MPS Group,4.0
mld12974,O,CILKLHAK,M,NAIKML,1248191.0,1-698-630-9903,316362.0,1.0,5.0,73.0,771.0,Vishay Intertechnology,8.0
FUB12975,O,KFFYPQSLLFTQHVFDILZAXU,S,dwbieds,1740453.0,1-426-274-0160,165765.0,1.0,1.0,9.0,631.0,Brink's,7.0
rmy12976,R,TVBVRYMPBNKQZAYXXRSMQ,M,Ezvkykwevm,3627141.0,,276856.0,5.0,4.0,49.0,358.0,Domtar,10.0
HUD12977,O,rtutlbnhotmrdgvutbhqz,M,Sidrqbasi,3193939.0,1-664-771-5171,369078.0,2.0,1.0,63.0,775.0,TECO Energy,1.0
Bnt12978,O,UVBXLPKDHMRTNNISKMRXIXH,S,ecdiyyesn,3067360.0,1-953-791-2195,263097.0,0.0,3.0,10.0,693.0,Rockwell Automation,8.0
Tea12979,R,lenbexbkktndbhqfflpvhlrrnynvcm,S,atujsvx,1991942.0,1-886-108-8646,100373.0,0.0,4.0,27.0,334.0,Armstrong World Industries,4.0
kui12980,R,rcnoebqksqlczfpzjinttrzok,D,Utayzmj,1113648.0,1-649-888-0155,76576.0,3.0,3.0,79.0,,NewPage Holding,6.0
Ljh12981,O,Bulgahknvoyzdvcay,S,LPCONAJAJK,3863633.0,1-538-098-2224,423355.0,3.0,1.0,69.0,529.0,National Semiconductor,3.0
Gdl12982,R,MIUMTUVLVISJYFJCJBUE,M,Zykylshl,284501.0,1-924-046-4615,228583.0,,,44.0,544.0,MPS Group,4.0
Eji12983,O,Bnghzvwsspqxtiir,D,HXJKVWUG,343747.0,1-627-009-7653,416533.0,3.0,3.0,87.0,565.0,Pepsi Bottling,5.0
vml12984,O,NYXIIIOTNWVUBNWTVQRQEBEZS,D,ejpgmjyw,3864265.0,,339416.0,4.0,4.0,87.0,445.0,Tenet Healthcare,5.0
Brg12985,O,gckougyehg,M,Xszqhvm,776571.0,1-580-944-8907,82644.0,2.0,3.0,,575.0,Fleetwood Enterprises,4.0
guz12986,O,iiajgftpfrssmjkmah,U,Htplnmoebpt,1575103.0,1-962-576-6373,243325.0,4.0,1.0,93.0,395.0,,7.0
Zts12987,,SKRCZMMKPHCPGDNJSEDXMAOLOBCIWZ,D,Qdnviuw,3050926.0,1-094-749-2250,99518.0,3.0,3.0,36.0,475.0,DRS Technologies,8.0
QKB12988,O,Tgblrtmduxxocpjajjfwht,W,Ylupx,2232996.0,1-719-859-2261,445331.0,1.0,1.0,60.0,719.0,Robert Half International,8.0
Nre12989,O,Bxsmrqjswargfxjcexjqpiwtiqmd,M,GYXSGMXBVWVI,3465067.0,1-481-719-0757,457989.0,1.0,2.0,,,Burger King Holdings,4.0
Nww12990,O,LJBPOHIXFAQECJHGCRNBWNYKZSCC,U,Njrmknngy,679983.0,1-151-525-7348,477384.0,3.0,4.0,75.0,,Henry Schein,9.0
Wxi12991,O,Pjviklxolf,U,tagqt,2622534.0,1-046-942-8252,364700.0,1.0,5.0,4.0,308.0,Qualcomm,7.0
Uvh12992,R,Ascaf,M,ERCKPTVO,,1-595-728-4927,228551.0,2.0,2.0,77.0,701.0,Liz Claiborne,4.0
ZLT12993,O,dwpiehqssrdtczjjwoesxgwlpgpnpg,M,Tudvmjo,3883585.0,1-557-517-9465,150128.0,1.0,,30.0,487.0,Cypress Semiconductor,7.0
Bnz12994,R,EGRVQ,M,Grrhvun,1895259.0,1-202-430-7727,110514.0,,1.0,91.0,563.0,Health Management Associates,10.0
NCW12995,O,Lnuwihocdher,M,Loskie,2756151.0,1-868-162-7681,305745.0,1.0,2.0,84.0,433.0,Georgia Gulf,4.0
Tru12996,R,JZIFTR,M,Dzhjge,246189.0,1-796-076-7465,17389.0,3.0,4.0,57.0,458.0,MPS Group,10.0
Qhq12997,O,GQYRSOJFDHDYQGBGBCTLCTNIG,M,Icunepriwg,2653782.0,1-059-841-2713,362865.0,5.0,3.0,44.0,502.0,Calpine,
QGE12998,U,xpduqsswozrncsuppf,M,Dohwomfrmwaq,3142573.0,1-661-057-1456,328779.0,,1.0,46.0,536.0,Verso Paper,7.0
VQW12999,,UBGMZTIMWXMZUFDBTWPWQUSUBBMFO,M,altuad,3662491.0,1-153-553-5146,353585.0,,4.0,95.0,824.0,Saks,4.0
Brb13000,,Ebqjeubusfhlchatngkz,M,Zmnsv,3305161.0,1-833-047-5028,278132.0,3.0,4.0,52.0,589.0,Caterpillar,0.0
VAA13001,O,Mactled,S,Briiyn,663851.0,1-931-734-2890,10990.0,1.0,4.0,6.0,651.0,Burger King Holdings,3.0
EQG13002,O,Toxoyqjsqldlsoafhftfepyurmt,M,Ykrtcigrbi,936733.0,1-981-666-3333,104975.0,1.0,3.0,80.0,396.0,Hexion Specialty Chemicals,6.0
JYA13003,R,gkjqskoqrbesukgumgbzjjufn,D,RMVYFUAJNXQ,3114220.0,1-571-841-7272,20503.0,1.0,2.0,25.0,728.0,Archer Daniels Midland,4.0
Vtj13004,O,LSKGRKOQFPEOXNANSHCOEOKNSILJJC,M,Cjnchubv,363455.0,1-204-336-5166,472626.0,,3.0,,485.0,Johnson Controls,8.0
Geu13005,O,Efatdvbsbcnpicnvowafvome,M,OLIKZASXNJ,2469152.0,1-369-072-5482,414367.0,5.0,1.0,37.0,,Kla-Tencor,10.0
Btu13006,O,Oupxhziivwaucaugjwhebwwbcc,U,HOVSOHOSX,3449219.0,1-460-252-9391,298704.0,2.0,4.0,9.0,,SLM,7.0
Buw13007,R,Qaezfodhcqiaqywdxvpoeq,M,Dsxbvimksdae,2509945.0,1-162-274-8226,267166.0,1.0,1.0,82.0,521.0,Unisys,7.0
XGG13008,O,Rqwthzwpbgtfumtmcsxwhgip,W,difvckwnkam,1172896.0,1-786-979-5693,,,4.0,97.0,526.0,,8.0
ARM13009,O,MDBWS,D,Xcdeyhdj,397319.0,1-128-315-4670,27168.0,5.0,4.0,58.0,492.0,Safeway,4.0
Emw13010,O,Vfeqtjpsubhqggputdc,M,BKHQSKAMGHND,1999994.0,1-224-234-5044,41442.0,2.0,0.0,60.0,301.0,Kansas City Southern,9.0
PWM13011,R,ILIEPLWZVUEUKAHGJ,U,Ikabbsjmc,3591350.0,1-712-287-7034,199370.0,5.0,3.0,44.0,447.0,Washington Post,8.0
Inn13012,O,Snquiipviemrerucxnhc,,frowwengo,2712950.0,1-016-410-3964,,2.0,5.0,48.0,839.0,Western Union,9.0
Zmu13013,O,UWWNZWIRKBVFLHHAGGP,U,Rctajfbmu,135343.0,1-657-495-7624,48537.0,5.0,3.0,8.0,577.0,PHH,
Nii13014,O,EQFPAHKC,M,Tvfari,1706848.0,,211417.0,2.0,1.0,22.0,390.0,Universal American,0.0
Vwm13015,O,RQMODTNMVEA,S,Vtsxverfjmi,1365582.0,1-341-927-9877,459081.0,,0.0,93.0,587.0,Coca-Cola,9.0
Fgc13016,R,cphmbxyuwbxzgvrgnakhdmhhs,U,Wyfmsopgbg,640936.0,1-893-534-8139,285466.0,1.0,2.0,28.0,494.0,US Oncology Holdings,7.0
Ydc13017,O,Dwhjadaupt,W,Cddzhw,3740881.0,1-158-648-8658,490986.0,0.0,5.0,59.0,835.0,TRW Automotive Holdings,5.0
QMO13018,O,Wtqlys,D,Unhptlp,2799260.0,1-433-902-5982,229291.0,0.0,4.0,2.0,748.0,Dollar General,1.0
Mvh13019,O,BRXRIRXJOPELWFUD,S,PCNOQFIM,,1-688-173-5331,210946.0,2.0,0.0,59.0,563.0,Teleflex,2.0
DON13020,O,Xulevhfpvvqilr,M,Qtcvpmlhxa,492921.0,1-492-074-3959,188325.0,5.0,1.0,1.0,760.0,Devon Energy,3.0
Pxu13021,O,YIBBZED,U,Zgxiegivovsx,3349635.0,1-892-457-3221,93426.0,2.0,0.0,50.0,612.0,Safeway,4.0
epr13022,O,Wspcohakugq,W,Galqdgz,,1-715-342-2092,486154.0,2.0,0.0,76.0,337.0,Wisconsin Energy,4.0
FCB13023,O,Tpnglsbfnp,S,Oahggx,833320.0,1-984-500-8467,130035.0,0.0,4.0,62.0,438.0,BB&T Corp.,5.0
nfe13024,O,Rsqkokigqv,M,JYHXKA,1754597.0,1-380-892-5027,157906.0,2.0,4.0,58.0,475.0,Fluor,2.0
Ofe13025,O,Nwwmxpektcksyqwenc,M,Rhwaztz,,1-302-003-8807,67911.0,5.0,2.0,,473.0,Lithia Motors,3.0
Vvo13026,O,Wcyfrdfejffaexroi,U,Siynxi,1602830.0,1-757-045-4508,383758.0,,1.0,26.0,577.0,Asbury Automotive Group,9.0
auh13027,O,Faxiidkeoglcie,U,Tgvpfbvscm,1262884.0,1-754-744-2472,495781.0,5.0,2.0,,512.0,Pinnacle West Capital,5.0
LVI13028,R,Shfcn,D,LKBELJ,1844413.0,1-993-662-3994,231666.0,5.0,4.0,53.0,830.0,El Paso,0.0
Kis13029,O,nbhmdiclnjxyh,S,Wrtbpqtmnxzi,2913463.0,1-699-804-4141,33355.0,1.0,4.0,70.0,517.0,Total System Services,8.0
POJ13030,O,rcmtrf,S,BHXJECTUKFG,317716.0,1-115-376-4895,348526.0,0.0,0.0,38.0,346.0,Select Medical Holdings,7.0
