NumberChildren,Phone,AddressLine2,MiddleInitial,NumberCreditCards,LastName,Income,FirstName,City,PostalCode,Country,Age,CreditRating,Gender,AgencyID,NumberCars,AddressLine1,OwnOrRentFlag,Employer,NetWorth,MaritalStatus,State
2.0,1-881-890-9770,puuxsumrslmsnylvwtqwtpgiihdaxssixwhcnwgknfglbocwmsxiwjgqhfnpnnfmocqv,U,3.0,xodwtvzsgdgamxhiaiqw,421510.0,Noaactjirbi,Allentown,dvztwpl,United States of America,35.0,514.0,,xod14731,3.0,rgkluwfnhvxodbrvbktuaiuegecremlmpmrkbqttgqoszlwmmasmkodqiuqlb,O,DaVita,224582.0,M,IL
3.0,1-497-464-9420,Dmejp,p,8.0,rhmbrvxaiswnkqbhftvfmibfsuf,364499.0,EQJORHCOGSDEQ,Glendale,Fkqvlgrfmiuk,United States of America,,323.0,,rhm14732,5.0,Mhfgzwcjdnitoviulfovsd,R,Massey Energy,1996165.0,W,New Brunswick
4.0,1-320-011-9560,Tsourdsvqbgprsyyvcjpljvrwvpxsrbjjjynlgnpqknalawgfluhzdieuflhuoflfuctaspkkel,a,0.0,QOISWPQSFTGGEHJEGR,392289.0,blluiwqwwr,Victoria,DVSKOVKBB,Canada,98.0,513.0,m,QOI14733,1.0,Ztbdocsxlcwujzfxhnixrwivenaqqpcbugfioeupjuounmoivcymwgppwxtwvgthwivyznugoeookh,O,WellPoint,293038.0,M,NH
3.0,1-702-970-8307,Kbudswrdkunsswtnilpepmildnkyjgabgtquyqrdatayjsbbqcddvadqzmrxfpbftx,S,7.0,Vjaglwbjwmxehlihdjo,189237.0,Fkwtcwqwmzidbxqtgkdl,Lubbock,TLLFG,United States of America,35.0,461.0,F,Vja14734,5.0,Pxcahykxmohpwbyekualaohkmfexzm,O,McCormick,,S,KY
4.0,1-985-064-3194,NWDHESKFSXLNZQUNZ,,0.0,Yzldzgcpfimdwawgjwbpbmme,314061.0,qjpndnsumsinarbazyzdfxmhmazrw,Las Cruces,Wqehmbbdecv,United States of America,73.0,502.0,,Yzl14735,1.0,Eysapnfswgluthyqvugyircgekowdjodpsjfkxzicsarotkarurcosinwcfyckvjljc,R,First Data,2802667.0,U,OK
,1-291-959-3504,Bquwcadgktzelbylgyukoizggydmncxzbvjtdompgjtqiaspxnviycqzqgozzvug,j,8.0,Sryditpkkkewcspapotanurphmtrna,101904.0,kzukdjlbagbbucibcypvzezc,Laredo,Rynfjtb,Canada,15.0,581.0,,Sry14736,3.0,Awqbaznhprve,O,PepsiCo,1012388.0,W,New Brunswick
0.0,1-764-154-8413,Duudjdvakxinixjfhs,F,,EKNVCDRGLJUHXX,216065.0,Bpycpbgbufxfcddfblrsbifzlmo,Pembroke Pines,Mjywivalfdnt,Canada,,,M,EKN14737,3.0,Ixwntxcyeqszmioudqpdikevwlbfqytcjtjoqbedecyahxoyvpipflnjpoc,O,Granite Construction,121339.0,M,OK
,1-347-135-4606,Lozzlkhucxrtnsqpavjhlmzffzenoab,,8.0,DXYMIADKWJPMOXOKUH,,xegqs,Macon,edmihwctzdou,,95.0,591.0,,DXY14738,2.0,EOOMWAVETHAGWXJJQEMDGAFGSQGIJTLEAIFPQPZLRMBXXQTQAPURGAIUCXHVOTHBKSURZZGNFZQKG,O,,2157057.0,M,AZ
2.0,1-633-651-6561,Hamjryiejvfqvhvgmltejjcpkaawntkvefelrumznjqibfwanlhbryhjgqhppfacvsnrrrscwmrvvr,h,0.0,Nmucl,,Sqcqdsbyrflpjilbbewq,London,Dujjhnwn,United States of America,54.0,527.0,m,Nmu14739,4.0,Ufawidwnyidds,O,CenturyTel,3807055.0,M,MO
3.0,1-399-245-8269,PGHIIGLJOSJOCZUMTDEOPFWUEXTHIJCZ,P,4.0,Dkhaibchnj,494031.0,Rycmpkozyaqiokxr,Tucson,FAUXFFHMFJH,Canada,6.0,703.0,f,Dkh14740,2.0,,R,Mutual of America Life,123214.0,S,TX
0.0,1-184-463-5462,iodwjthjfhqaxjzueyqhozdkvhaznkfeawgmgua,l,10.0,xpnmcoci,133583.0,Bzpjbxhpnaifhlmuxroda,Naperville,mspyh,United States of America,37.0,730.0,,xpn14741,,Evhkysrfgblcyvinljdhabewkmwwndsizzghojnvufxlgrhigbctauxntwbbjaqpvarghtzpyauainp,O,Ford Motor,,W,ND
0.0,1-316-020-7430,Bmxafcjnraurwrbeqajgmbdcholfucsmmmzzzpda,,10.0,Wcpnajggaxujuwqqnqrgjoyybbf,461330.0,Lujhzbbk,Washington,rbjjwk,United States of America,49.0,733.0,,Wcp14742,0.0,rwvbltfagmavsclrfpnqkmhpqrkcnuoyccqfyppxhcccvtpwjvdloqppqyydsrb,U,Waste Management,3952400.0,D,CT
1.0,1-715-622-0264,uouusycuzhmkleqofdedneuwfarmszenotxfnqsfxvflwqab,U,3.0,Bzlwsezmehzcxqmklwg,324243.0,DVTYNJSL,Minneapolis,tnggz,United States of America,32.0,420.0,f,Bzl14743,2.0,thrscooaapbxquissbpieedsicvfcsmbpycsofwloyejktult,U,Harley-Davidson,585179.0,S,UT
3.0,1-107-293-9798,Amuqgzqefdpraqotagyr,,8.0,fvtyawia,227364.0,WOFGYAAJ,Buffalo,Bawgzl,United States of America,,411.0,,fvt14744,4.0,Pdmzpgttzgbamghdtfsq,O,ITT,1167883.0,,LA
3.0,1-600-016-9310,,v,6.0,Xynuratqisuwuawtxmpswepmq,359842.0,Virfgbjbejynhsooktbvz,Evansville,Nqsxddsce,United States of America,2.0,560.0,F,Xyn14745,5.0,Hspxibppuaxuevlfkjfkdxfhutzemofnfwhyhrqxdxtcpktlhqrhns,O,,702192.0,S,Quebec
5.0,1-949-036-7296,,F,6.0,DQFTGWOYSWOUO,173701.0,MHRGAIMFKCOBFVWFHQUBGBT,Philadelphia,Awsreu,Canada,70.0,433.0,M,DQF14746,3.0,Czzkbyunsvdmhceot,O,Family Insurance Group,,M,Ontario
3.0,1-734-304-9159,Imflovagbuucxsosvcjapcwaqcdhcfvxinwhgjxjbpwzqnhznwkafuthithkrdvonjcmq,,6.0,Bqzpesapnlziy,477386.0,VTJKRRQZBCOJDKKIKGKU,Salt Lake City,Tylnmpf,Canada,8.0,753.0,,Bqz14747,2.0,Clrxjlqogjoabdwlppmjcsafivadbmokkwfqrtfcmdwdepxtpetwexhjntfcweaqge,R,Universal American,298102.0,M,AK
0.0,1-224-589-3906,XMXCBRCYZKARIKFEZRRDD,,3.0,ouffxzbwimxuyitkrdpgsawghglba,155804.0,Shvpeoniptthigajzyjixhshokahra,Tacoma,avlkmhr,United States of America,19.0,436.0,,ouf14748,1.0,CDNABGOGSWDAOFKJOMARTBUWIFIVPNTOJDT,O,StanCorp Financial,3586098.0,U,UT
2.0,1-350-107-1276,Dewbqrahbgnbyzh,N,7.0,COHOJQBVCDUSPMG,156530.0,Ooigxfdyvbps,Fresno,KMKUTKZOPP,United States of America,80.0,837.0,f,COH14749,0.0,boiirqybkfvyblcgfhivhotsglbubvcmslbgvlawiwvqivlzpvblozjkwlxt,O,Graphic Packaging Holding,3183977.0,U,OR
5.0,,Qgofocvbdjxqcbehcrbplmh,,3.0,OXCGCEOPDTTUBGRXLWVZNPE,74625.0,FCPJVSIVWIJJG,Hayward,Sfgwbt,United States of America,97.0,308.0,f,OXC14750,5.0,tupufebllcth,O,Piedmont Natural Gas,3603002.0,,MD
0.0,1-785-592-4773,tqdracclspzmleltlxcmitvnsddhbcpgvfvxbxucxtjuwvaarehakvonjhfawegexrhxizys,H,4.0,JJCCRTILQDLADZKPQ,493429.0,muaahizfpwbjtpnifhn,Cincinnati,Dtjjajw,United States of America,26.0,589.0,M,JJC14751,0.0,dnapsffkihlgvdwfzstldvehncmajnrhond,O,,1642074.0,S,MD
3.0,1-835-057-1735,YGBLSPPFBFWDAWVFVUJKXTDNQCOMCRUDXU,,4.0,Ktqngtk,401168.0,Iurphubdarcqyaqtivrgtqo,St. Paul,Wbfllafo,United States of America,71.0,721.0,,Ktq14752,5.0,Rhcokpoyg,,Scotts Miracle-Gro,1296830.0,M,Quebec
0.0,1-600-386-2980,IRRUXFKPPAKXCQRLOPIFUZFFXHRJJNPXICTGTGJM,X,10.0,Atevbr,470303.0,qdsvclgsmzzalrcuvlpxavuex,Bellevue,DZHITKLJDMT,United States of America,82.0,615.0,,Ate14753,2.0,zacaludcyrjlvzhswijbvcxmhlkx,U,Sunoco,2994177.0,U,FL
0.0,1-082-420-1003,rmxsdjvocdbpfvggrfccrurzvhyeicjhjxnfwjfxau,,6.0,uzysteadbized,215751.0,uullzxibzoygqsljkpxiajorlds,Jersey City,TFBZMCMCJJ,United States of America,34.0,368.0,,uzy14754,0.0,Lsgbcnbtubaycaamnqjhiwqpxdpglaquvnnalahpacnwvfywsqbumqp,O,ScanSource,2717229.0,M,OR
,1-980-965-4367,Gpdhdfjilruolqkseblgnjuotdjxtekna,d,8.0,Neqlsac,420656.0,Qzvimirshwumdow,Pembroke Pines,gmapbliuvlzx,United States of America,98.0,302.0,M,Neq14755,,uqaetnqliuhulsskuerzbugvlbittk,R,Viacom,3062317.0,M,IA
5.0,1-961-620-1205,Tcvglqjhzekhvepcq,,9.0,Iuehfniajogcnzsfydujd,270879.0,Pbvzzefnkehhzunicekmajt,Mount Pearl,GEHNVTFXT,Canada,75.0,,,Iue14756,2.0,Pjsbibubakynngupxnsjxedtgisvdddpcwzeylyyqcjeeubrlu,O,CIT Group,1034805.0,S,OR
3.0,1-308-486-7818,Gowcuhozneadpwogrfkmkebricsqqvmtitexdotdhlqtsj,t,1.0,mwanjzymxbuolkgr,417713.0,Tysanku,New Orleans,LUXWE,United States of America,80.0,414.0,,mwa14757,5.0,,O,Host Hotels & Resorts,3259207.0,M,VA
2.0,1-392-507-9429,qhfygiapyviiuxvkmimlxrgpllqkrpsbwshaiehghnpmzxzbundlmgcydlexcihzpjwqm,S,0.0,Dwnovtxjxclgqunqjhn,279621.0,SBCQSRFJSPSSD,Wichita,AIGAJG,United States of America,51.0,456.0,,Dwn14758,3.0,LANCMHPTWUFBRCRTDI,O,Avnet,2589281.0,U,MA
4.0,1-382-980-6837,OSBZGSSGJNSRHHWLWTWVGDYMUMEPQFRW,f,3.0,Znhjvrtozltxbvxqx,400702.0,ffapfwxukapmibvsnjfwicxdydjhlo,Sandy,Rhbbvlejfkq,United States of America,,615.0,,Znh14759,3.0,Ioddvflkvseiapcygoctkmjpxmaqndmvsdluzopftqquhcffkwkrhhiopqtojwzvhntmwxgdghe,,Xilinx,3594646.0,U,Alberta
4.0,1-195-722-4596,QOAHFCRKXTARZUSXUTOUEEANBSZUAANJWNQDGNWZDNHPKNRHXFZ,,4.0,strkfftvvjktmp,241808.0,SUAAOUDU,Overland Park,Gwtbnsqhj,Canada,41.0,471.0,,str14760,5.0,,R,Regal Entertainment Group,2317189.0,M,NV
4.0,1-987-195-3879,EMJFAVSNSWJDJDFZBVBIEXMHABASBWPNRVUBTKHMYWLWYXEMBOYOMJFIQKYPQHLLBKDTAFJAKGQ,,8.0,Rtobhgeuk,456131.0,Emutf,Huntington Beach,Vewomwgvoqtl,United States of America,26.0,522.0,,Rto14761,2.0,diozjhgkbmkykmtgvpnpgkvxjlptqekkmsheynfthmetokla,O,Imation,542867.0,M,PA
3.0,1-906-464-2518,SKNYJCUSFGHWJZZMVKPAMNZYIGZLUDAYCVQNBSKKTZBONDUPXXOXTKYDCGGHECI,T,7.0,Gohfztbtyucdsggdkjdukgmcpp,474282.0,Zqzxxsurussklyfpirsdam,San Diego,Ygaivdkrzb,Canada,98.0,645.0,F,Goh14762,1.0,Otbeoxuxhafehcxsiruasircnftmtlrwwladkfjfblbkklukmdopfkkovblpfgtukjcqunwdnxarzcjp,R,,3250520.0,M,ND
4.0,,Hasrblvwkmexbvlphwhfaiemdxvxvpojdimeeyromkrvuvaxjuaedtctsfegohjswezqowxexocminxq,,10.0,Fcxjkd,214140.0,EAYFCIALXUWVTOXLGGQQKWUU,Elizabeth,ahjdntni,United States of America,49.0,426.0,,Fcx14763,1.0,UPEXOAQSBXJYMQ,O,Legg Mason,3807629.0,S,SC
0.0,1-460-336-2050,Hwzcrmjucjrgaodazhgnuirc,F,1.0,dkgil,384453.0,Pdjrozgjcpln,Lowell,Aioqofup,United States of America,23.0,,,dkg14764,4.0,,,Burlington Coat Factory,1485133.0,S,SC
3.0,1-493-025-5252,Jityzcrwohsksmcwrepmbjmksilsvolqwongcwglmmvremwvzizmzlrzqfjkubxvrbwg,,9.0,UCZCQIBWYJPNRWIT,366890.0,Pxxbcdpx,McAllen,GVYRAVWKOQJ,United States of America,11.0,503.0,,UCZ14765,5.0,Gytrgrvpebctmv,R,Comerica,3002778.0,U,ID
4.0,1-050-074-7976,Xvgdolfbhrvakoll,S,7.0,bfnfdpplr,271842.0,vxviybuphnivt,Berkeley,jpwva,United States of America,51.0,691.0,m,bfn14766,1.0,Bbwrvofmapopoqrarysrein,R,Publix Super Markets,3083191.0,W,LA
5.0,1-058-963-1895,qringxdhdlepfkbswpuuixcwwgyyarawkxwxsiwqbnmji,g,,Waznenjvzqwscqohybwxub,50979.0,xrkiwcwh,Honolulu,Txdpwmvartnw,Canada,62.0,485.0,,Waz14767,3.0,YAWAPEWFRYETEUNXSESFRBPAIFZBKHESBGOVVDIFVROKYXOSBROGUGEDPH,,Waste Management,3572185.0,W,MS
4.0,1-108-632-9293,Wkgxbbyvvgjwequbagxtzrqyhpbdptpvcrrmmkctdoushtpssafzifimoheckoobpumz,s,5.0,ZJTBLJAVVAGO,104719.0,JRGNYAXTHJZDHYRQFRXGACGCBXDWZ,Idaho Falls,CPPNR,United States of America,1.0,793.0,,ZJT14768,2.0,Lyzaeagocsqzhtqxaxlhrxehczakzhrsthjb,,GMAC,142077.0,S,DC
3.0,1-223-131-7827,fkvkuhyfpmdesupglmvtiedlob,W,2.0,Kbbjmuvxzgm,189937.0,KIXMVUIEULYNVXJLOAHFEAP,Nashville,MBABFAN,United States of America,45.0,504.0,f,Kbb14769,0.0,Vvuvpfxqghkbcwwxsgviqlaspntqfgczovmdgadmt,O,Reliant Energy,3299091.0,W,MT
3.0,1-287-880-2107,GESCYZMEUASVRMIVOWSVIBFCZXTSIXMZXYZGRSX,,1.0,Pizzgnyuwykf,369907.0,Evfimcllyvh,Spokane,,United States of America,22.0,383.0,,Piz14770,0.0,bvysadjwhmvqqupzhabclcwuejhvvlcemknreovmlcwarbmzpwlyqivyoegks,R,Domtar,638983.0,W,ND
4.0,1-632-689-5028,Umetgrvvaegpfintftpixnedfsiefnfjbpohlvvzwujsgnfkoyqtba,,3.0,Ugupuijxphnq,144616.0,GLDHWDAAACFGQMGJXASLQAWIVIR,Modesto,FKHLZKF,Canada,26.0,752.0,,Ugu14771,2.0,ZNOHJMGPXRTZAIGVGDPRZLCJVDCP,O,CUNA Mutual Group,2547891.0,M,DC
2.0,1-587-586-1649,Ttiswwijtjidnfnsifdbxeontpoycex,t,4.0,FERHAJIXIHGMOCOFEXOIJSI,365598.0,Yyzfddnouvumuavwpnsixbdwdnk,Columbus,SPUZWZJEXD,United States of America,22.0,385.0,m,FER14772,,Tgmnfkbgihvghvmggclnslgghvrnhyxmffruuidqslixphdddjipeemuszuteeb,U,,410926.0,S,DC
5.0,1-439-526-1837,Ugepxt,l,9.0,Qkscnlunckcjbbamkne,,IBVVKJPYGZCOAPKVXKHNSUU,Fort Lauderdale,DDJPCPSLW,United States of America,10.0,567.0,,Qks14773,1.0,rhoxwlzvytitfpzjjxvdpzobajqeijmunksbhfokucoemuoivgbvelxqptkr,R,Toro,2132241.0,S,AL
5.0,1-802-267-4648,WPWKPJFHUSVPFEKCGDLLIKWTBIOXOHQQDUOJQLXKBHECKLJFAQYTQISXFKHWE,,4.0,Ptextzin,332819.0,lhitzephfax,New Orleans,Eaojafslko,United States of America,96.0,671.0,,Pte14774,4.0,Zmnyoj,O,Belk,672636.0,M,ID
3.0,1-381-106-6173,Udolwiqiajbibcjxpayksnhrbatdvqkvhgopacbnrbltbliilkrqjjwakuewasiwjapfqngdrjk,,2.0,Menrdedcbqnhylzqrivhzdlz,443947.0,ZDPVJEIAMQAJGMBOXVHTZBH,Norfolk,JROQTKP,Canada,73.0,668.0,m,Men14775,4.0,duusrijpwwpluxoptjiujuuaovjlt,O,Spartan Stores,3183584.0,U,WI
0.0,1-259-645-1451,OGNWQKJORWKUNDOEDVWFUIKBAFNG,,6.0,noexsdvilzekhfpv,418640.0,vtjfzbyhsjbxycbpexufydb,Grand Rapids,Itbpqdgmu,Canada,99.0,795.0,,noe14776,4.0,YRKCCGHKHZDQQAHDLAWYDWMFXYZTBDECQCVARRXUNQTAJUZIYBDGYMBMJDAOYJECYOIJ,R,Telephone & Data Systems,1074577.0,M,RI
,1-670-390-6865,wwbtssuamwcyqxdftbuhvavnqqghojargveuxmakkmveongyvxfcgwikavssygvskkabhtjm,W,10.0,Ydotxmorbhqlsiigqtwmtjenlznowv,340445.0,Qjcwvsozq,Moncton,Egtexugpiim,United States of America,53.0,687.0,,Ydo14777,2.0,lkqiemuwxymhcrnvdlrddivxaftauccfxbokycfequvlxsxpvzpwdbjngjmitbjyxjpxajifezqubl,O,CSX,1994014.0,W,WA
0.0,1-541-026-2054,Bcmkietnvox,B,3.0,JSCQJPDUHICGTXIOPNLCTNJEDSAC,,hakcyvhbhqfdbxoxerde,Costa Mesa,ESBZXZQTWNS,United States of America,43.0,717.0,f,JSC14778,0.0,Zlhcspqhevwezknzzjvenadkdswjurtkuftlnagbakbnjnuxdiczsccuemtsczodj,R,Qualcomm,2961433.0,U,NC
,1-620-891-2165,Kqqfgvgqfomtjoejvetkvvlbzpkmwxibcngtzqbfbhntebxovrxakdsplohbllnjwmwughseyvdo,,6.0,nwabnsszdpwbrxyqnalic,313809.0,Trqvkcsrqjoaxbxkumo,Boston,kfybzv,Canada,3.0,841.0,,nwa14779,2.0,PCSKBRKXUCAOOMWZHIQYKXBGYNBTUXIPJCOASZVAUJECNRMQBXSJWSZJMFOVDJFXUXSVHKWSPZT,R,NVR,418274.0,M,Prince Edward Island
1.0,1-880-159-9954,Jazcqfsccnquabkpgtzggkczpoynikxkdvcwjtmijqchhgeqkaxkfhzjes,,4.0,Jfporftmrcnrnaiputhro,142809.0,wyvfadpa,Fullerton,Ldtldiyapv,Canada,14.0,687.0,F,Jfp14780,0.0,Uudzq,O,IDT,1404653.0,D,Prince Edward Island
0.0,1-031-582-8272,GFMMEOCFGCNMPTUTIEOIJDKXJZNEOAEUETFFEJKTNTSRKDFRXCMMWRS,a,,Gbvxqg,353455.0,Eegsffxladvbcdugmm,Pembroke Pines,Htkidwghun,United States of America,91.0,822.0,M,Gbv14781,0.0,Sughkvdfbzlkk,O,Starbucks,,U,VT
4.0,1-826-929-2487,Gnzqngzbrrxpbefjwwimcpsyihocvbugjeu,,1.0,LRIBWBXSOAVFDLIQ,399605.0,Ibhdfqjopbiitolhfcjipinoo,Chula Vista,Pdsojsok,United States of America,56.0,847.0,,LRI14782,2.0,Exttvuxgtbbgugyzjeobisogbaqa,O,,3061861.0,S,ND
2.0,1-467-571-3122,,,4.0,Zkxamyhoytlzulhsj,,gnlvgvoclxhlr,Irving,EDIAXD,United States of America,2.0,341.0,,Zkx14783,3.0,ILPLLEDIETRWKBOFRQOYVGQHH,U,Adobe Systems,3443904.0,M,SC
2.0,1-469-332-6329,Mdkwelvgpdnzphbxmueadigljzjswhpmprwvhgczdajxoyuugnhkriyoxbnrslubnusjeffjrnptgtw,,10.0,kyhksqfofsuyhbswsvdqchsowql,25088.0,kxjbzaushrpukltctyngrro,Charlotte,WVLLHI,Canada,16.0,639.0,,kyh14784,5.0,dqzsnldivctausuqigiejpvzj,O,Parker Hannifin,2402545.0,M,WI
2.0,1-663-341-0236,Ejilqylurpgnqeokgiiusc,Q,7.0,Zyymjhaquocngairbjrgsqyxcq,96829.0,IBWDVUKTJRMVSOHLFKFSTEPOXUJU,Chesapeake,,United States of America,69.0,638.0,F,Zyy14785,5.0,Fposuqrdtuajvjjaftnhozchqbqwiapvvhcfh,O,Century Aluminum,3282936.0,W,LA
2.0,1-548-881-9261,Ghkuc,,8.0,Aeyjmwelkgmaiwqplwpmko,386422.0,BAMBMEWMWUPADBFQAMEUFUUK,Warwick,Budjda,United States of America,10.0,530.0,,Aey14786,3.0,RFJJTKTZEFDLLIENLRXCAKSYIAGBMOCJJUUVFT,O,Brown-Forman,795124.0,W,MN
4.0,1-206-769-9102,NXVQHJBYMJSEOGCNZGIBJWETKWGNFIODROZEZNIBIOCUPAADQFFIPHHEGJ,,1.0,VUDRFXB,250718.0,uhhvqtjriatpxiahhgxsks,Fort Wayne,obeogiguhkur,United States of America,84.0,826.0,,VUD14787,1.0,ISZXFQGHRKGEFVOEGLXMRBQJMLRJIDLZMJAKVNROOWKD,O,ProLogis,1795274.0,,Ontario
3.0,1-955-515-1976,BYCDMSRVOROGBFRIKOAAX,,9.0,tgwumoukkoyu,359950.0,ENFBNBNESAEDOSO,Omaha,BLOOTONCBO,United States of America,0.0,551.0,,tgw14788,4.0,Qodbzvqldrmczgqsrbdyicxaleoqoialathfpcincqkzchnxtdtapox,O,Brunswick,872044.0,S,KY
4.0,1-830-389-1030,Gtsvtqurzhqhddnwyzluvtplkwhemjzwryhvfzfgxuqxquskssmacvmsscrhedrgavqfiwsdnlvxfta,,2.0,Nqnalivpkdbgrg,390135.0,Tsjouswasaexqtkgkamjykecjjsp,Hampton,Xshjspz,Canada,66.0,364.0,f,Nqn14789,4.0,Tesrvqzfuiy,O,Burlington Northern Santa Fe,1761409.0,U,WI
,1-203-170-1658,Bcjryntbksvoedjmjhafbhykqxfkptqbvirnjgwhqgvynugybrtsholjcodpuevhmtoogftmxopzd,,6.0,psvaebfqqxvgyzrdyfnytmsxb,321587.0,tzdbxuvlox,Dover,MEBYLYXG,United States of America,76.0,570.0,M,psv14790,5.0,qlctrssvfvvezechmlib,U,Old Republic International,559581.0,M,MN
1.0,1-368-566-6896,xrrvodzjqiicjqjqfbzryhgwbqyupwjvf,,7.0,QVCYKTVSQXAJ,347712.0,KIFBSJYGGQLXMNDNSTB,Newport News,FJMIYJTF,United States of America,67.0,524.0,F,QVC14791,5.0,Xwoxjhywcnuqyuhkvtjtxduquazuhbhwhddvztawsljiuqgoxdgeztffqwvhc,O,Baker Hughes,,M,NE
2.0,1-725-776-7560,Csyrchguxmfleqnnrohgqeqstjrxrklvurfyrurdhc,O,8.0,TNNSDVNLDCWQJDBSZBAV,267014.0,Oraxwbnsqnx,Sioux Falls,Crcjzqc,United States of America,42.0,359.0,m,TNN14792,2.0,SAPTTAPNAVJDWQHQLSGEALJGKLEUPLMGBSGDQGBRIXXWY,U,Comerica,1675606.0,M,NV
0.0,1-526-566-8041,Nbhdgurdbhvwtuguczvefogqplmdvxiciclcpfqthwxcejgfgiflpchivp,,8.0,slxreiyqgsuqfbocolte,418359.0,WNGQEHMARCATNCMGQEOKY,Rancho Cucamonga,Okznkyma,United States of America,21.0,394.0,M,slx14793,5.0,Lxpguxtdjfdsotkzrycytunpqnmmifzsq,R,Northeast Utilities,,S,Ontario
2.0,1-906-082-3947,ITATRHTQLAGYPJSOQAFFSPLPLZHTSVTBADGVDDYXJ,i,7.0,qrgqrntassrkeztnxexiecfisk,171163.0,wdwirvyr,Little Rock,,Canada,87.0,582.0,,qrg14794,4.0,Lkcfpisctgvbbicgbrsoqonbggtiyvqwvyqnkrxubfubohffberctkidwiofdgmrzetbjbbrwwsxnwu,R,Rowan Cos.,2137079.0,U,OH
2.0,1-818-947-2119,rguwixnrfwekzrgzkqbpgwzvufmtplaalaaznphwhdkhuycaevcfiabjsif,,9.0,NSSOYHCTUZDNPUXOMCDIJX,28767.0,LBVNAHODQHQWXBHPRZ,Lancaster,Epndvgv,United States of America,73.0,451.0,F,NSS14795,,Kylzgnuhykwgkssovaqttluotbebyrrwawd,O,Omnicom Group,1985439.0,M,NY
1.0,1-688-598-5096,Cecdmbzzocmdphgvtvoocve,k,0.0,gqbuhewqobqski,490338.0,rcucdppefcay,Ann Arbor,ZUOAKYH,United States of America,0.0,309.0,F,gqb14796,1.0,hrcsvjxiqhxntldloallenshpjwqjcf,R,AutoNation,2448354.0,W,WY
4.0,1-254-486-3279,EXFGLFYNDUIBQHABZQMXNIWZEMQCXLKBWDGFKMMJJSHLZQZHBPYALGQKWJHIYXNOUPYJYIRZNH,,6.0,WLSRUSTKJWIB,127706.0,mqoczbmpocwrjgerqgnjhnspmtbpoe,Tempe,XKMVSP,United States of America,6.0,543.0,,WLS14797,3.0,,U,Sigma-Aldrich,3895579.0,D,WA
3.0,1-816-773-1898,jcdgdrupkgilsfdrugtj,v,1.0,vbkkpgfsosnwhyiigypanot,113513.0,Gkedmwsvsayibdld,Santa Ana,Vyyjo,Canada,63.0,644.0,,vbk14798,,jjuoyvckbzfpjtanipclpayqpooeiaencdbswmlrmbrfdnfuqmxcrz,O,Iasis Healthcare,790017.0,U,FL
2.0,1-316-428-1641,Vltaxqspivpmxxqyvbvaedvvoyibahapancqjmy,,6.0,Izrqqbhnndgrnxiqzijzaiubnlhnpj,66843.0,xevnxjdk,Tulsa,Dtpzvhuh,,20.0,665.0,,Izr14799,5.0,Talhyjyjoxzqjeclssktsekucjbfitym,O,KAR Holdings,3653320.0,M,WI
4.0,1-221-269-6710,NMQNEZMTQRCXAF,,2.0,YJMGTCH,433555.0,ZWLHRPTOMVHTWYCUMTRL,Pembroke Pines,HVXFXJOB,United States of America,61.0,368.0,,YJM14800,3.0,KXGRMFHETVKURIYCNWLFPLIXTCSBATCWIYNLIHEJRVM,O,Burger King Holdings,1600752.0,W,MS
1.0,1-059-107-1736,Wtutmmfskkhvoglvbbmpyyifbibwqekdewuzpbxazjfaxvnyslyj,r,1.0,Kfowsnmjmlvmh,416398.0,yfmlzzyy,Vancouver,Eevcysrwe,United States of America,11.0,766.0,,Kfo14801,2.0,PWIBSFVXUMZLEQJYNNBORECSCBVUGNXXNKABCSBQGIICPNLVXUVGQINKYVPLYSCSPIATUJV,O,Career Education,3406630.0,S,DE
2.0,1-633-467-3204,Rtfcajnleubnaujnepjlfwsmytogbfsffglsqcvbjifiiaayahcpnpbbgdlbjdngpghjbxgzznst,,4.0,Aykzhhfmwubjogxijrtnfmjyz,368152.0,Stgodw,Quebec,Xqbosdw,United States of America,60.0,522.0,m,Ayk14802,2.0,GPWBDYANERJVYGEOKOCEGBMOOLUJGVWVFAWSIIUGNTCVGBUCJTOPXX,R,ITT,3157994.0,U,PA
0.0,1-713-111-6936,QXBSLWJWKXSBSJT,B,,Hqvarhbveyzddh,338882.0,Ehyrdzkylfyjmpobszoiwecuuvev,Phoenix,,United States of America,28.0,400.0,,Hqv14803,3.0,Ifgndhupuvab,O,Bank of New York Mellon Corp.,827990.0,U,ID
2.0,1-403-157-1580,tjxiftijakr,F,3.0,AUJLLG,439144.0,Aeojinhqgdtxxxwhptvu,Miami,Dnwfvlrsf,United States of America,88.0,519.0,M,AUJ14804,2.0,EJVUXMEHWWBOCAWXPMFZNFRQAP,O,Berkshire Hathaway,3794134.0,U,CA
2.0,1-040-068-9793,ASPQUE,,3.0,wwxereootocfpnfzxniybgjupxl,52866.0,Lncrflhxwdqwxufevgu,Irving,oxcodrgbiw,United States of America,100.0,370.0,m,wwx14805,5.0,Vvsipkwfwcdtvnzwenxu,U,Bon-Ton Stores,598390.0,U,New Brunswick
