Employer,Age,NumberChildren,NumberCars,MaritalStatus,NetWorth,State,AddressLine1,Gender,FirstName,LastName,PostalCode,AgencyID,Income,MiddleInitial,Country,AddressLine2,OwnOrRentFlag,CreditRating,NumberCreditCards,City,Phone
Automatic Data Processing,17.0,0.0,4.0,S,321587.0,VA,Lovdupvxkvisvhnplndvujeqbvxfoznfpuaryaqwqlaxw,,Fjsnhdvuin,GQIEGNJHOAEHDACJTPDLGMXNLN,Swtjgn,GQI6528,305341.0,,United States of America,EXSAOPSDSKLIAGNDTCTLNZQCVFK,O,713.0,6.0,Hollywood,1-620-288-3063
Sara Lee,26.0,3.0,4.0,M,3006596.0,PA,FNLLRMFEWLSRBDBUZJQPKTKQI,,Suyrbmnok,LXVMWFSHOQLR,VKBKTPGETNIM,LXV6529,456504.0,B,United States of America,Chwmypqazqtterkwgylxtavxvxpplpznmdqqpmsfxcygpptgtbdcpfxvsb,O,714.0,10.0,Winston-Salem,1-637-933-8397
Westar Energy,80.0,3.0,0.0,U,3525884.0,ND,Fvfbmfrqidndzjiorksptvrc,,XOBKBJXPQOFHQGF,Cvnajltplf,xetjqu,Cvn6530,,k,United States of America,VBKNUNVBQVOUPPIZN,U,799.0,9.0,Hialeah,1-167-812-3804
C.H. Robinson Worldwide,82.0,5.0,4.0,M,974570.0,TN,Mkqijjcdmsmltihstkwptadeajejnotnhmfynzgm,m,yabofsbnrsuhntojb,Jtzepisknvzliutayj,uuiphyjhgkok,Jtz6531,425388.0,,Canada,GUWQMZDGLCAJBYAAIPIRTIPAARNVAZVIYCMUHGKRCNKYODJQEQWYDHGIFN,O,800.0,5.0,Overland Park,1-411-458-9697
OGE Energy,40.0,3.0,1.0,D,609945.0,NH,cgixygvftiwypujpqaxnwfkepzhloimewqlzzpaizkqlqcwncbnrbcsgyhcm,,JTEGEHWKOFXTYQVMDTKLHGZMUVCSLL,Gsberypodnbaexxqe,zgadc,Gsb6532,435733.0,,United States of America,PHGSVZYRMG,O,370.0,,Berkeley,1-196-012-3825
Regal Entertainment Group,31.0,1.0,1.0,M,3138673.0,KY,Hpxidzrhknjsjgqtyhtqhxukxofzwytzjfwbwzsqzxfjkczdcjukodfaevgefshsecgqgq,,Jjtdkp,pfbqgwfbcbmffwsdvbigsmgxci,Tcdujdwr,pfb6533,274348.0,d,Canada,bjifxwwxnnltwcifibejlgjpfvhjjtnsviftwqeaoimbcfozpvevbzteldcxiktrtd,O,733.0,8.0,Hamilton,1-122-684-5020
HealthSouth,10.0,0.0,1.0,U,119159.0,NJ,zgxdebigdkeimnqlfsqzpyoiwdthalvndqqoffyjim,,knrdqtnidviv,BAJAKIRLQTBJPYEEL,ftdpbvxkicef,BAJ6534,487756.0,,United States of America,CRAFCTCQFNCVVSCGSAUUCDRNKQMYPGDSFZLPEPIEVPYSPQJSSCDJTWNBEOPROJEDSJGWSL,O,762.0,,Salem,1-524-646-8162
Universal American,65.0,5.0,4.0,,918466.0,HI,Jtfexfhaspkrnzfommfkdvantsayaffwfyqhtbgzwpttwoghkqrerwjaqmmmcq,f,lvgnyocglfwqzgnrwrictjfukcpifw,QGSYYDPHCMO,FXDVGNRJZR,QGS6535,323717.0,,United States of America,entnjue,O,,6.0,Chesapeake,1-013-676-2228
Atmos Energy,62.0,2.0,3.0,M,2705491.0,KS,Lxjnfdsglmuptaxdglhvwwzcuvpblxrcpuanhbdtjoefcnzwoefdbqifaimnshvmr,,Esqhsf,DMRZBWYONJGSMZQIGOLJHP,fwgjeiiqs,DMR6536,182108.0,,United States of America,ooefsdyjdkkfebsfgqescbwtfg,,,0.0,Milwaukee,1-526-940-1730
Owens & Minor,61.0,5.0,1.0,S,2579745.0,MO,Czewdoddfkrdshpswuccujpqlvanhrhdfjypjcijnieuvqwlyrmqlhbx,f,tmycihvqimh,Pvinaazejvytzfzinifnlwppnb,TFNAEGK,Pvi6537,159297.0,W,United States of America,Gpgotegyntaktmlbdlnimauozfttsmblfreisphmfcokimzi,O,450.0,10.0,San Jose,1-321-737-3643
World Fuel Services,24.0,3.0,3.0,S,1007759.0,New Brunswick,,,XBNKCTDVQGRSM,njeraadlcgfvxarxjdemuj,Kfaiilib,nje6538,383433.0,O,Canada,Mctafwdhprqqqcopwhwcsgclnstnisljvvhybaucjzryjvtxbcppejvchrsctqrnuaxq,O,310.0,4.0,Stamford,1-342-899-8292
Penske Automotive Group,48.0,4.0,5.0,W,2641888.0,AK,Xmeghwweqslhsmiungffandcgihbmkdhbscblckcacabfboibltocy,,QNZMVPWEUMISGBXTNGQHC,quundokjduqf,Ogeggretnbay,quu6539,46922.0,,United States of America,oajvjzpavtssf,O,651.0,5.0,Glendale,1-506-006-9782
Country Financial Services,0.0,1.0,3.0,M,3420157.0,IA,FQIHYIJIONQDKPVSVRVEQHCR,m,Mlrhhaktjev,tastwgcbpwunuyfbdwd,Gsddgojh,tas6540,264861.0,P,United States of America,Hatnjaakdzoqixoadrnxhcrrseqijeevpy,O,637.0,,Chula Vista,1-619-311-9447
Amerigroup,40.0,0.0,2.0,S,3968448.0,KY,Dwqwxuquyuxnesgfjtctqatocpahdlvjssvvendqybuqfpmwrjwetoeyqlyarzclbd,F,Udugwlwcxhekqih,ruxnt,Bexsn,rux6541,220273.0,z,,MDISSJJFHCOVTFVEACHGLOMKBUJGUCGXEXDLROYNOESNFJOJQFPMYMH,O,525.0,6.0,Simi Valley,1-540-676-9463
HealthSpring,52.0,3.0,3.0,,2353522.0,Alberta,Rjdggnarfcoljpoguglrybowirvqlcvgxtarkcx,,nsyvxrersrifflvlzg,mhvrvkuebfxpxtc,jbthmctija,mhv6542,103375.0,u,United States of America,OWNLQOHXTISBGNBRSSMDWUEFSKTAGNDCDTAHLLSTTPGPUIYCJLHQKMKROVCSOGEX,O,846.0,0.0,Memphis,
MeadWestvaco,63.0,5.0,4.0,M,3177799.0,ID,Hikdppognajcobjrsccqvpgmtnwprttjcwsopsayfqvujlg,F,ZENKBOQQEXUCVXE,qtiylzygfefgfqjeuqbjrj,aixhwg,qti6543,54117.0,y,Canada,qrmxyoeuxmncqdevionsxiinpluqxntckjigdtnbfykkuydgcqgkbjiaxdesloqfhrtssiuzttidsegp,O,787.0,5.0,Alexandria,1-899-096-8378
Sprint Nextel,69.0,2.0,3.0,D,60253.0,GA,nlcqvwnztikcgvnerlqsudxlchcwjxhenhaawuoaqro,,RLKLBKF,Omcjsergnlbrjdjfsk,Kwfxwqiaxgcg,Omc6544,342184.0,O,Canada,Laguvjhktsnzarktuntjwfsrtvss,O,582.0,9.0,Savannah,1-216-135-6145
Buildings Materials Corp.,3.0,4.0,3.0,S,2167181.0,SC,Twteupnchmagcpiqcdlkzppgxuymcyfdphnjaqvkxxpqrtoyrfsbqypaesevva,,TVUEHDLGDNGYCWA,Lghmtvcdupcvpnxj,Djsng,Lgh6545,27232.0,,United States of America,yllnxmfipejbugydykhwfcdgvnna,O,697.0,3.0,Worcester,1-041-746-7349
Zions Bancorp.,72.0,4.0,,M,1019183.0,MD,Klxncwwfjgdyav,m,Ndbcfwr,Uaemmjchr,Ozmwgoobcpk,Uae6546,267206.0,x,United States of America,Zdxxmlbziiofgjcyscvjrwmekwlwcrhtldgtoxjtuxxejhazneqphhh,O,634.0,6.0,Augusta,1-853-466-9682
MetLife,20.0,5.0,0.0,W,3426153.0,WI,gutgjhxufvvcyipoasniiomqrrgyhrwyhlccyekvhiqtjvoebixgbjssgzg,F,Nvzcskgkcbw,Nbwhdk,Wcjeds,Nbw6547,343853.0,n,United States of America,CFXWKVVIOXSDDQPZZELXEUUXEWUTDEAVPDPDAPGMZEAXXPQJAUGXDUXMOMEFYSWPMLGALP,R,570.0,0.0,Beaumont,1-796-654-4955
MetroPCS Communications,57.0,4.0,0.0,W,361580.0,IN,,,Bylxatrrddamucrmezpuxcxb,frqwjyayoswfxpnsxwwbswqsotdex,Kcssewctsqd,frq6548,41138.0,R,United States of America,kmlzrkhdsfuqarlwibhvkhgczmwjwekxahtqumxbeipzgohpriodtonsaqvlexba,O,,3.0,Palmdale,1-561-489-9218
,89.0,2.0,1.0,D,491658.0,AK,QVPBTWQNLKEOOTLHWRGZUPBLMXGGKUJSNCROSHWIKOTUFQISRTVPYAYPXDVFDEXLZHGRFEU,F,Ocmtymqommwamxpkpcedrx,hmwkxpvfbhvygzgvogbjhdod,Buaeewpele,hmw6549,21569.0,k,Canada,Dypuadaoxzjkanukkbszxmemunuurwdzujremsvzxnphejmva,O,551.0,7.0,Aurora,1-131-360-0042
Valspar,11.0,2.0,2.0,D,3318827.0,DE,Uhnhsvyhrgkfmvvclfjcynmaeudpvupxryzfdvxvdvagkqpgsxaklgzjuokypnh,F,Mfabrpynfvoonsh,Pumwpkztrhnoefvtvxkw,Dpbntsxeenwf,Pum6550,208940.0,T,United States of America,QGZEUGOYTWJCXSVTIZO,R,710.0,9.0,New Haven,1-440-620-9441
TJX,59.0,1.0,0.0,S,896841.0,NV,OTGPQCZJZGLOUSSMFUXUDNPFFEAGIQZROIYRUHVHVDAJCSJLMBDSYTGPNV,F,fcfupoqjltoikrlbziks,Ccyadzxhbmnng,Jjlbvdjueqd,Ccy6551,264305.0,,United States of America,Mykrppwtkbzfhrtnxixqakbptuxohygaqqpu,O,717.0,,Raleigh,1-132-611-8217
Ford Motor,79.0,4.0,0.0,M,3100821.0,MN,Edjitooejyavgpqfpzebjkpwfucvrkehkqisj,F,ualvmgvibf,Fznsyrvtgyjpydaupqeme,,Fzn6552,276797.0,,United States of America,Fnuhfubzspndrdtnifpdiphhdegnluwnahljhwxwmxzallvfvszixyhvjbhnkcrrghrdovrk,O,362.0,0.0,Sherbrooke,
Merck,100.0,4.0,2.0,W,274607.0,Prince Edward Island,qfprsnryrasojifquknnrnueyoqzclulclorvbdanwbpiuwbwimqmukfugxqbldiihmvkxsxrpldnaie,,Dwyxmicdoxslimdinljawtbqrxkjbt,umpszv,Suvzm,ump6553,412326.0,z,United States of America,KWGNDEDRPBPEGTSXKINJMKIJPLKFXKFTGAFDMZICVIBKDOMZEVLPGEGGDVIG,O,,1.0,Boise,1-312-473-4456
Watson Pharmaceuticals,80.0,0.0,2.0,S,2886280.0,OR,Fjwirbgilvxipibeuhuzdthzsnrppmsrvoozdacbmmpottsjwxapidzihbyefjlursvkjnfhyyx,,Nhumtuj,KVJIEKNNHCODKWVYMQPIFD,Ygxtuwfle,KVJ6554,105145.0,,United States of America,HOFSMTRRUHAANVXXPINAOYJIUCNIWHRQGKIRHNO,U,802.0,7.0,Fresno,1-667-560-0320
Ashland,48.0,1.0,5.0,,3362732.0,NV,Tneidvqcciwkwwnposkohurifzvkezhzvaompvxffiykcgxphh,F,Famax,JHGDHHURTAAIEPJHWVGHNHUR,,JHG6555,452649.0,P,United States of America,fhbzsycxkllrcjzxoqxjenirm,O,356.0,5.0,Regina,1-185-897-3995
Helmerich & Payne,,4.0,1.0,M,139440.0,ID,Merjxnaaccnqtoxilyzmjikyqhupcdardlvnurqnueqrgaswxcynacd,M,gpudvkhy,usbqkrnczv,GMKQB,usb6556,485378.0,c,United States of America,Pugfoxvsfjosxpwnwb,O,463.0,9.0,Ann Arbor,1-324-693-3995
LKQ,91.0,1.0,0.0,M,3862224.0,NY,OWHVFLQCNXAOWAYVYFZGZQSIAY,,CMALPAJSUSHRIXAPPSORHLKQZJVVSR,Qnfpnnzintispw,twboew,Qnf6557,130636.0,,United States of America,Inpurwmpfbayufutzgzjmxxpinpjmizffndzjktumohybgmubrmpjmsxgksgxrfjbnoyobfsy,O,389.0,4.0,Pueblo,1-947-672-6681
Express Scripts,2.0,4.0,5.0,W,2976580.0,GA,Ekrumqhmohjyvvzlbehvcovsvunbulrrslxnud,M,Ncrtcafdualpqvmxdxnrildobrt,Qmrjqmblhytpytitzgjmgwawgcwu,gukzziq,Qmr6558,453021.0,W,United States of America,Zjmdvqkoyqkgpeupbhowfqlwywzhwmmbogwvoqfsmhqouovhfwy,O,473.0,7.0,Alexandria,
Tupperware Brands,25.0,4.0,3.0,M,3000240.0,AZ,KGTIMWFWPQXOCPRVOQILWIIMKZSBDGCSDCPDKFIFVVKAEWOEQWIHAEFJHQGWQGQZMVFXDOSXVISPFR,m,IHTALDOHVTMZPC,JCMDFYLNQI,Bvbanmujt,JCM6559,193820.0,f,Canada,thrqdclwqtuuwnmmgqslsusndcsaldvtuviyxunjibhvdidtgnjejbirnbaahveqankwnl,O,521.0,0.0,Lubbock,1-574-534-0670
Jones Financial,14.0,0.0,4.0,M,3478693.0,Prince Edward Island,Rzeuxhjvfxvaekqaqaobtfsaxottkunnizbvopxsaufvgtcdumiwxazcvidflopi,,KBRTENYTHWFZAIMUB,xiidpiv,NNAOD,xii6560,434147.0,L,United States of America,glwhisihoclgqxadxoafeklprbkmguytprjbybghetnzkzyitwzqekxzmhx,O,580.0,10.0,Scottsdale,1-970-995-7241
Goodyear Tire & Rubber,22.0,1.0,3.0,M,1111296.0,AL,vsqrzrhsyfreudkhbacssjakmiqaspggfpgmulgnqccfqqssl,F,Epepnalsln,ZUXAAKLCCXQRQ,Gixjiouujy,ZUX6561,56926.0,,United States of America,POSORAXTCVBYADZMVZBBJYQICYWWNRLBBMDYLYCSEWLGSGTWTLBFLDNPRFRQKDLF,O,821.0,0.0,Sioux Falls,1-014-193-4056
Land O'Lakes,5.0,1.0,3.0,D,241725.0,WY,JXDCZSMREXCZUFWURJZ,m,Vvzpsgrbyw,ZVXYTYFLGUXSUVOFLFWYJIRKWRTW,ovjgqrqihwg,ZVX6562,362100.0,N,United States of America,Jiojusncasgsxomylclavbjzrapluhyykpskvffayjxgcemwlbmck,O,453.0,8.0,Anchorage,1-862-138-8417
Volt Information Sciences,59.0,5.0,1.0,D,1842181.0,DC,Uubjkeiamkglmujatlsdfiitaccvfkc,,hlxerlhqknxqkasozhuu,mahlfouhvzyovkxhsj,BYNIL,mah6563,355857.0,B,Canada,FPUJTVKLKWUGKMJJCHVPYGSGS,U,463.0,1.0,Irvine,1-872-815-9656
Source Interlink Cos.,28.0,4.0,2.0,M,1633692.0,RI,npdrvqaovyhfxvzczzjwr,,Uvcbmespojiocznowl,SXXBUMJHZ,njuigkvdf,SXX6564,88292.0,,United States of America,uhrjaqxfthfexgoixiostvqlgsayxeecbyvtethymmq,O,,,Ontario,1-448-418-1868
Campbell Soup,72.0,0.0,0.0,,958051.0,AR,Bwidwcwvuyalkacaeeukgpliwsxujvnonlaxuupdczxsurbhzmmr,,Sxlvzvurahlfifixx,Iexwbcgousyhjsbdxco,Zsvxsjloxh,Iex6565,219685.0,p,United States of America,,O,645.0,5.0,Garland,1-350-007-7275
Consol Energy,95.0,1.0,1.0,M,1004812.0,MO,,f,Yswllwzluamzygx,hlioro,Cgttciudpuu,hli6566,344527.0,O,,,O,341.0,6.0,Fairbanks,1-700-670-8552
Avery Dennison,48.0,5.0,0.0,S,3772292.0,IL,Bksspsvogcvvfviibmhasvdnhmcmtuqxxcurvmfhylpnmgngwxgonlwz,,Nfvsdfjihaqrzgflanlmd,ofjlcncyl,Zcflfdyra,ofj6567,472332.0,P,United States of America,AWJSJTHCGYDXIRKMZRVBXSFCLUGCKXWUSUTZXSL,R,,7.0,Elizabeth,1-634-381-3301
Deere,35.0,0.0,2.0,S,2133456.0,AK,Iebehvzza,F,nxnwspirwubxtffgblpdemojsi,wrdbmnzunaeelqlxovyhsqnmpe,Qxxwgerlvjfj,wrd6568,6882.0,,United States of America,mmuhvfvidheogqxixscru,O,591.0,0.0,Erie,1-602-982-4380
H&R Block,19.0,3.0,2.0,M,,SC,Uilgzziydtuverqgkgbjvhbojxdpvzgoghgolgrmelrgnznbiwjodfhotvz,m,Fxkprhodejobsioebvjlufowaaldrh,Cgwfywlqxlsenfuxjovuwieswg,Lxchqcsgl,Cgw6569,164348.0,,United States of America,Kqwmedwxfszmifbfnusnjzwfymbionbpoi,O,784.0,3.0,Reno,1-812-203-7937
Jones Financial,43.0,2.0,3.0,,542462.0,MD,gmjpuxufxtdomlvcbkzguojuqrekdcaaadmecgmw,F,Kwblgbqpjgobyrrkebfwofgultstb,Pbqrfqnv,ULFPAJJGA,Pbq6570,106928.0,,United States of America,YGZLDNXAHO,O,743.0,10.0,Mesa,1-523-856-0930
Kroger,63.0,0.0,,S,1016415.0,KS,TTTCNOVVFXGNTPHDBZLZF,,CJHFEVQVOENWWQFIBUJGERVZVKUWN,Yudrdooxemvjckbliyvwa,Atlii,Yud6571,166648.0,,Canada,Gnvdim,O,392.0,10.0,Augusta,1-347-488-1762
National Fuel Gas,45.0,4.0,5.0,W,1134970.0,MN,Rhrenwztkidwhfjkrhhieunpcmbvhot,,SRRTXRURBVQAMTRIQCTKZP,bqoynfhrgtqwje,wgnivkwjmq,bqo6572,188165.0,,United States of America,Fhavttlstyxvekhsotwxlcetnkvbdmtxbibcmnx,R,398.0,4.0,Topeka,1-340-459-0322
Dow Chemical,10.0,0.0,3.0,U,1314570.0,VT,Khscucrdjbczocyhbytkjmoyqvlogiamazmbsevzzogwviutjnnlsnhqlffnoqnolfuksbw,m,gmbpumsshthdnzshwloczzbyhsur,Ipcbczlsvnyvq,Ifwadkmuvmm,Ipc6573,365534.0,B,United States of America,aihfdkwnzmfwfolazssohuccdsfemiez,O,741.0,4.0,Gary,1-926-432-9313
,96.0,3.0,5.0,S,3197286.0,IA,Bdpxnqqsqcbvoytjfqescqneskoexgiuhbzxxu,,RJVDFQXGXOUIVIMVNC,bhhqyjueywaqoepaxhvxn,,bhh6574,115666.0,,Canada,RTRWPWCNIHXNXTUTHJ,O,562.0,7.0,Albuquerque,1-630-564-3495
Laboratory Corp. of America,57.0,1.0,3.0,M,2521424.0,DE,Vtnuclfscyewdeujzutrsonbdnkdjojyolawfojhzhgesyrka,f,Omxmuj,Oqmtkv,jjchshihxwwc,Oqm6575,400936.0,j,United States of America,Zpaqaqm,O,408.0,4.0,Savannah,1-283-596-8154
Applied Industrial Tech,22.0,5.0,1.0,W,3072711.0,WA,Sazwochtbqkotgyawkiagmmnscmpgreyggearchljta,,fgokdstdbezjjxjshho,Wsqsndtbjqrpoqhkgnmtqt,Vfwefgbdhit,Wsq6576,392170.0,,United States of America,ATCHKVGFYVSPMSNIXOELVTCJRMMNVRS,O,319.0,4.0,Indianapolis,1-972-430-9780
UGI,44.0,1.0,5.0,M,2208954.0,Ontario,Lxslobodsdodizsexfwqatgvtn,m,MMWQQWUIUOCHRXLMDEROZUNGJRZDSX,opkakxgkvu,zavle,opk6577,235475.0,,Canada,Zazbjekekshsmbj,U,397.0,5.0,Regina,1-684-973-8811
Sauer-Danfoss,78.0,4.0,3.0,M,2088121.0,WY,rvgjksinsvthshchsbdgpgtarqlwgghfnjaieusjwchfhjpbnhydvlrjgisdkcwsvjsjipwiuef,,JQLXYKTOINMMFGQZDMMGXPO,DDHXGJQIMRBOPATO,Mfnxksgzs,DDH6578,424237.0,b,United States of America,KFHHFOCDDTBUJNDWYJVDIBUFACNRZDHXXSIIGLSSYZANQEZK,O,625.0,1.0,Colorado Springs,1-227-569-3328
Regal-Beloit,48.0,3.0,0.0,S,3058624.0,ND,xkuayuemztybtctvwkqtlbzldthydmqqcwvtyhmb,M,hxasegwtefum,HUDWH,Xfbamvurd,HUD6579,273107.0,u,Canada,JLZMUFWPTKNOPLGFIPAJXTJVSRAHQISRLUYTGOXSKIUGCBUXIVAGLFCEQWQCFFYEB,U,666.0,3.0,Chula Vista,1-778-025-7173
Cisco Systems,20.0,4.0,0.0,U,,CT,Wpvnssfsnvpxciikojeqlfcmxbkvltwwcnmuk,F,Lcniez,Exmathnwao,Lnfwkb,Exm6580,120734.0,,United States of America,Usmvlpxmyrzucmfixegdqlzexkrndtstbet,O,418.0,9.0,Omaha,
Liberty Mutual Insurance Group,69.0,4.0,3.0,D,2524255.0,Prince Edward Island,Cbttypxalukfrdjwcvbfymuilgsnfjpaifpvjzjwxujfgninaxlacujvcgkv,,YWXQC,gxovrmcgkxscqoizagxopjpidwrwi,Ilcolgirjij,gxo6581,183181.0,U,United States of America,HXLVFALAAYNOTOBATBMFTLANOUKBPJQKEHZMTTZDAFQHXFFXFWXFAEKKKEZTCOLJEYYR,O,470.0,1.0,Santa Rosa,1-785-165-7903
MEMC Electronic Materials,87.0,1.0,3.0,D,3729485.0,HI,LIYRBEPYRYILQWOATUVJBNGZIDUQBBNSTQNJWWTNKGWLAEUQOWBGK,M,Pdllhqfgctkgeteyxp,dfqncvbdoemmpeygwkhfkybwsonb,Diuznaxw,dfq6582,172285.0,,United States of America,Wsgendakbsphsg,U,514.0,6.0,Buffalo,1-569-783-2366
Mueller Industries,64.0,1.0,1.0,D,1740632.0,ME,MQXRZMAFDGDTGETXBMZUUAZUODSQQK,M,lpzvmdrwqojhigupe,JOXKEQOADLGKCXEXBEXRYRQZ,Biesp,JOX6583,417369.0,,United States of America,Cvrsrdvj,O,705.0,7.0,Warren,1-771-034-5882
Boeing,61.0,5.0,3.0,M,1682610.0,IL,Vfljhdjjihofvoklbwppviojobgqehat,M,vknxfrmjzbirmqsyuehzvsxlge,Mbacpwo,Awluysfydvdr,Mba6584,291653.0,V,,Uuhquizu,U,608.0,5.0,Columbia,1-078-385-5686
Inergy Holdings,10.0,4.0,2.0,U,1641621.0,CO,LQKTXCHJKKTABVZQTVVEOZAQGDZTEBOTJBSFVTTTGYKMZMQDPGMPPWMVSVQJZDFOPDVXTDVLJ,F,XSYJKSEMFUTOQBRBKAJ,NGKKSPMSQUXNODMJNVMHIQBFADRSIB,Fviczcdp,NGK6585,433169.0,R,United States of America,Gcvpdojozjnvgjsmcbfpouxufrja,O,306.0,1.0,Cincinnati,1-715-388-8966
Helix Energy Solutions Group,45.0,1.0,0.0,S,2312028.0,CA,xdiskbqslip,m,zngxwlyxn,RQUWJAJVUADUZIGIHK,Rsxrchum,RQU6586,310920.0,,,Qaqizwxgxregdsmewicxhficlrmt,O,540.0,2.0,Norfolk,1-530-062-6709
Pilgrim's Pride,20.0,0.0,1.0,M,1862020.0,TN,Qvnwfjahd,,Tmwblve,SDWFXWNFPPWFXDGRV,Osutjqmlko,SDW6587,101210.0,,Canada,JXGSQXFFCGKRQGOUBVQXVJOKICHIWRCYBYHTBEKZMFJRSYXCJZOWMSECIHDDK,O,791.0,6.0,Fort Collins,1-222-298-3667
TJX,68.0,2.0,4.0,M,3890075.0,Nova Scotia,Emfutrsxxnmoclufvcjtxpjrijfojcc,,Gtdohitxfy,FMGZIUIJXBSUAFMTIWIBLHEIN,eswjwkb,FMG6588,497673.0,,United States of America,jcoitbyhytvxwdgrsgbuojijfxdighcifqepdiimgriudojxjdcfvamrhapbdfjf,O,647.0,4.0,Tulsa,1-909-784-8494
,79.0,2.0,,M,2353236.0,AL,Kupmmsgwfbem,,wdhcygeqhntrysdexpmas,Benmaxnaapcrb,KPLRVU,Ben6589,234967.0,c,United States of America,Vcmsqzdorhfjrjwvshubngfjrdfapmpxoycfd,O,438.0,7.0,Mobile,1-580-820-0598
Micron Technology,35.0,4.0,4.0,U,2783519.0,MD,Pqbesczbanzhabbplriiyshtvaetaavalslwoyweacfdzsrdigpc,F,Kklckah,awqhrgtawhuexdfqnrq,Uhjarsbueurh,awq6590,112799.0,N,United States of America,grgvvqlqxiwfwrjxdfstffsdoexubpcimyxkllcfyetsggywdjmkngzal,O,808.0,,Mesa,1-455-468-5348
Century Aluminum,38.0,3.0,1.0,U,3603861.0,ID,ARDBTPATZL,,wmoekymlgewlodjthghw,egunzfrkhpdq,ikvap,egu6591,286904.0,a,United States of America,Oahpzgqkqdqzbahqllka,O,751.0,2.0,Anchorage,1-663-031-4432
Markel,76.0,2.0,0.0,S,2464005.0,DC,Aaqlxuhqhnzrwaoctpbguqhomjgjzdjamxsqaxgrv,m,Mgvbckprsaimeyxbhjmqulsjtauxk,Bbabismwea,urddnlja,Bba6592,238046.0,,Canada,Mkqnxommvqfnmwoadrcojgbtec,O,537.0,7.0,Amarillo,1-274-355-0288
Target,2.0,,0.0,S,105391.0,NE,EOTCYYTPPKQDYYEXFCULHBQBEHXVMCWIBXHSOMIOXNCHRSIRJOPCWDLSKFECNRYYAABVEJNADYMI,F,Qnfrcorfsyepgxljbskl,topjstjakdyaytidpesrz,XZJZUCQVOOE,top6593,23432.0,K,United States of America,MVQIGWMRQPVQMATYMIJPDKYRXHO,O,354.0,10.0,Coral Springs,1-897-776-8345
Baxter International,0.0,1.0,0.0,U,3268329.0,Ontario,cmxnknffxigtmnwoedndnpnejgmzpbiushgezrfbplg,,dhmmu,Vdqgvcpigptjgtwxbhcclzgvmr,Dfles,Vdq6594,157435.0,r,United States of America,Wfajqqvwikuzhidhpwoeiqixnzzktljmfsutxejxrkgkbhajczkyacqpk,R,465.0,0.0,Buffalo,
,52.0,4.0,0.0,U,3695605.0,WA,Klvvvwjxnwcrvxmbkgjuaalfdpy,F,Bdypdxdsyhohckem,Uhvllkyotcdbiacscqscwf,UROJQJVEBBY,Uhv6595,213611.0,,United States of America,ommfe,R,314.0,1.0,Mount Pearl,1-578-613-7126
Polo Ralph Lauren,49.0,3.0,3.0,M,3204480.0,WA,MHIKMXJNBCNTGXDCFPCWUWQIZRLTVFLLWBOWYFXEBMIDLGEJFLRORVVNMVNFDXJKCPZNAZJATJZKMCG,,gqvhsp,eeygcejgvkagps,STQVH,eey6596,316483.0,,United States of America,FQGSVHEIUOXTGCUINTNDGJZNHZWWMSBOWETV,O,716.0,7.0,Winston-Salem,1-652-136-8837
Piedmont Natural Gas,60.0,0.0,4.0,S,2402613.0,NC,LVKGCMPOGXZJVHJNHESQOWSWSSON,,mwpzdrtlsorlvmaqlpnwlv,vjywemuesoeivw,nmphwybfufdx,vjy6597,152321.0,,Canada,QMLGVBENVLOO,R,812.0,9.0,Warren,1-970-744-1232
Lincoln National,79.0,1.0,5.0,M,1849977.0,WA,UPEQTIKAHOTKUCPKXZJVWLKJKFDCAIOIYVHGLFYVVYTSFWOLAKBUGH,,Inrfqacbdcguybdbjkzrumyorpihnd,FPAWNACFBCUBZDL,Nvtyotkqyxm,FPA6598,12653.0,,United States of America,MWVQMHKTNSSKJBVMESEZRBPTASFAFOUFQBRDAQXGNEICMCXFSMMGRBMMYNTLKNAUPHYDHWBOMM,R,,9.0,Burlington,1-287-297-2481
Career Education,96.0,2.0,1.0,U,2300759.0,KS,Zeglpcnjehmfwrfzee,F,Mfhhmrxxrtrqiqg,SVQACWHURLSMDCRVEVDPSQCHAFNYO,UTNJICXOWSDM,SVQ6599,89961.0,,United States of America,RNESBZOTCHSFXW,R,366.0,0.0,Frederick,1-234-389-8861
Cenveo,40.0,,5.0,D,648330.0,NC,Rjwbqknjjcyywslbmrcdojpyrwwxssbbblkcrycwhloxzmztgiodtmxotktcccmbkexqmwvpwbnsbcoe,M,Mevqzjdcwylkbmmdrzwumilhljhq,FVYZCUYAFIVVJPGUSHV,,FVY6600,452581.0,G,United States of America,Fwkuwapwxbdkaedqalqijlewynep,O,393.0,1.0,Knoxville,1-114-197-2868
Varian Medical Systems,22.0,4.0,2.0,W,3659166.0,MT,Znffouqfoqgmfkdwhmeltafp,,Akgvdmlr,hxcou,ecannobdact,hxc6601,25161.0,C,Canada,bqodlgvwuinuzqvnzqbmtwqyaropbwhpj,O,532.0,1.0,Oklahoma City,1-921-477-1085
,25.0,4.0,3.0,M,2772144.0,CT,Oqghrrhnztvparvuunfpkhlukgundwqpjvhrfpacjbsawwrgtsoeeroumhjooiuajdyhljwaxebazd,f,Xncxuaiqyu,najjdcxinpkfqirwlqkpwddroeyue,SYDKCJEOJ,naj6602,273781.0,,,Wlouvpxemadvcpklamrtkpyubyvcsebqnrcevlevhkoqmsveeyq,O,474.0,,Springfield,1-174-987-5502
