prospect_nmbrcrdtcrds,prospect_ncm,prospect_wnrrntflg,prospect_ntwrth,prospect_gndr,prospect_ddrssln1,prospect_nmbrchldrn,prospect_gncd,prospect_frstnm,prospect_nmbrcrs,prospect_g,prospect_mrtlstts,prospect_cntr,prospect_pstlcd,prospect_lstnm,prospect_ddrssln2,prospect_ct,prospect_mddlntl,prospect_mplr,prospect_crdtrtng,prospect_stt,prospect_phn
4.0,27830.0,O,3676270.0,f,Uiqabvaybnckcevooijsrxdfmefhjfpydqrpjrb,3.0,Bhw13897,Hbawhdpavkkclpxcueomjzhtwub,0.0,,S,Canada,aosmbqfdgac,Bhwitqzqsfizhcayjhp,Vlbwdxlbwwabrmudonxkdvmmuhhkeitsg,Newport News,,Blockbuster,376.0,OR,1-183-951-9025
1.0,463583.0,O,95909.0,,Shaojlhmntkkssgaaxkjumlfqt,1.0,fdw13898,SCWNLCWTVQOASCCJQPDMNUMNTSGPTV,0.0,9.0,U,United States of America,qnepzll,fdwimsuct,Zlknbwnvwespiwylmpfxnhdkaekvkmscxorabatvkivaqwng,El Monte,E,Andersons,323.0,VA,1-714-359-4637
4.0,161771.0,O,2457946.0,,Dqvtxibpwhvewnrmbjhqvxjqytunykvkdycrpkqyscfyfjqjt,4.0,Vcp13899,VDFILPL,0.0,72.0,U,Canada,Eaxphmjnwz,Vcpuhbbnybfqvrkpxlkhvjukiy,OKGNHNAOIHACBTTWHAKSKVQMTLPCQDXPTQX,Peoria,,,697.0,OK,1-576-313-6880
4.0,257108.0,U,678214.0,,Rudgaeyiupmteadizutyeew,5.0,Aqx13900,WJTMKZBKTBCAUFHKGHPCQGRLRK,0.0,76.0,,Canada,zhxigmkdcq,Aqxfvlsginmuhfrlw,Sigrnzovcyqaibegunovysmmnoudyshxuhhrxigxl,Rochester,,AutoZone,338.0,WY,1-914-286-9927
7.0,125381.0,O,2566373.0,,EWONCJWFDNZHDAJKOQGZQLMNCWANZGCENVLAFHMNLHHRSCMCLYBTKJTM,3.0,evl13901,Dxvtmypcgozmh,4.0,41.0,M,United States of America,UFHKFNHUBK,evlso,Tnkgfgqagckgkesossnugqzbepybrttzvzosimerflowcmot,Hilo,Z,Boise,742.0,CT,1-601-896-8789
0.0,20690.0,U,3564386.0,m,JKLDTDUYWIXQAVWNHLXOFFCFYJJFTEFHBVWJXHXYIK,1.0,Qfj13902,Mwosxwsgefitizn,4.0,82.0,M,United States of America,JXGEIW,Qfjjhqicfmbqplmjbrfuvxjnqvpnj,WPYKPDHGLPYTDXXFEHMBDNFGKHRDSXGBWKOGKIQMJLXFEWGGKQZROWN,St. Louis,f,Levi Strauss,526.0,NC,1-603-145-1501
4.0,426868.0,O,1836313.0,,Wctbjvqumpljejmlbhormhgqiyxouaswoxdikpckonfkloktpikfpwoycto,0.0,Jqp13903,BHCYXBSWIT,5.0,92.0,M,Canada,NBADGYU,Jqpnjhsc,NDKVANEIOUKNAQVNVDFKYTUKEXNOCEZTRAQMCR,Greensboro,p,CBS,584.0,DC,1-451-131-4187
9.0,334466.0,O,288788.0,F,qxpecymepwkj,0.0,elw13904,IWWZRQEEXYKQUDMOEG,3.0,9.0,M,United States of America,qolgbp,elwtdifrbvnxbiyilbn,Wmjaqpufpsjlmnxifiww,Lafayette,,Del Monte Foods,475.0,NJ,1-170-284-8478
6.0,366449.0,O,1255370.0,,Swoupryadsnbkbk,1.0,Gbk13905,kzqpwvptxbxfqqdakret,5.0,20.0,S,United States of America,yiwvxvcvpr,Gbkvoeqfhkvmjiwzap,Gkhlydqyvaxqezbdcdxwrccbtyxxwkbjeiwbhgpgbhuhcgolhsfhxdgluerqm,Buffalo,E,Limited Brands,833.0,Ontario,1-765-315-1369
4.0,450623.0,O,2964778.0,f,Yanzstvikatcmzsjldfzcsuqnduxnubmjvkcrtltwcr,3.0,npz13906,Jxegrmwsnqmbrkjspxx,0.0,80.0,S,,Jwnusifki,npzlxylxxfatayceqswzwq,bmhvumnyfixswpwanavlomxoofgduigwqipskbbndgxuayngnuomlwtzjdzgghbmdfyj,Oakland,D,Burlington Coat Factory,490.0,MA,1-423-923-0660
9.0,150074.0,O,,M,IRFHRQWJEMNVCLTGHMZKKLGSGHOLCSMXSHXGUXKPWXJBGZHAPOPVLMSXH,2.0,kpr13907,Oisyklqktwopflkbmboqwmm,0.0,58.0,U,United States of America,LCKOSJGTJH,kpraamer,Mrdfvhsvwezsaewsys,Windsor,Q,Rockwell Collins,633.0,IA,1-604-469-4942
7.0,189970.0,R,1482772.0,,Fmxrqmbjkixwhcfrhvcycojeseovxwfhifxrgpmaquucmms,2.0,YAD13908,Ioaaddzhjlrvkrqihmhbwxgoz,,30.0,D,United States of America,Vshutdzshdp,YADJRZLGVRFHH,Bpysahymoxjtwiszematxiajsmpegrjkrlfabqmpannfgctkonwvvwksjfqyzdbtqpbjuipf,Mesa,J,Citigroup,477.0,RI,1-548-802-1910
0.0,396105.0,R,2547874.0,F,VKHXKPNSYLSJPFMTYDVFO,1.0,rpn13909,BEJJFMFUAYNPRPGEFJGY,4.0,46.0,M,Canada,UCTTAVYIHQ,rpnxikgdupmvqkfpxx,Eszypfjzoubcwkbgkldgtyezxhjfdhjbmthgnliohxtbmmkkwmonyvphjvaolowcxafzaw,Oceanside,,Intel,589.0,ND,1-400-448-4164
1.0,54771.0,,2846582.0,,Djgytgyaqwjly,0.0,ztr13910,TSILIXQLOLGNKRCLRUVMVNVMEQWTJF,,63.0,S,,Jwghurzvjfpr,ztrfuufcccssnrzbgyiavpfgeo,RTIODLJYOFXNUVDMYOGFJAVRXQLDTBYLRNUYQDL,Tampa,,HCA,457.0,British Columbia,1-032-348-5444
4.0,464422.0,O,3966461.0,f,WTIOUCYVWMEAMONENRJSGOVSQSQGUEQWXWJIQNNVISOBTEVGDGGIUOUKAXGAXKBSNWTFMIWVKAGCCG,4.0,ONK13911,MGLPDFQVDSELW,,86.0,D,United States of America,Xcvgcu,ONKSNXKBHVPSNUGNC,Dexjomndfqwxqiidrgeopnzxyjxrgqhjp,Baton Rouge,,Coventry Health Care,505.0,ME,1-450-738-1680
3.0,415517.0,O,380916.0,,QPANIHUAFVWGNPDYRJVJKNKDLOAQFGCIAFMNEPREAJAPMYMPURHQGHWLVQWVMWSDMRIKNLRCBNFCDY,1.0,awx13912,Mqbhocum,4.0,43.0,U,United States of America,XXIPMGLGARV,awxghrbjuvgtpecirjp,Eoscjsjqfvwlzkcbcafrzrmnhxzneszaiarelauyvmhpjimiqyczclgabdwehmqjket,Santa Ana,d,Plains Exploration,476.0,SC,1-693-353-0047
10.0,110833.0,R,1321135.0,F,Juhywabxyqaswuzqdkmfaiubcshmlzvlhbzbdjuosmrkrqonxqbayqjlk,2.0,Ryr13913,Fylzdbtspqidvbyc,5.0,63.0,M,United States of America,Xiimnlefeiu,Ryrhpvm,RDVLWBIRTRUHUNARR,Winnipeg,d,FMC Technologies,399.0,TN,1-302-308-1913
3.0,180443.0,U,396974.0,M,spewkgjjhuyzdcgvgarteejoqoyojcxogjnrjfxktearwoneisuqaai,1.0,qah13914,OGMHQZQMHOTSLBXQGLH,0.0,83.0,M,United States of America,JHEWMQXMQDN,qahpnwsqgbzld,Dhixzmcnujciemwfqwnkfuroxuytruaerzlmavicsflwnibveujaochptjcsomwszkikedxutbnlzy,Ottawa,,Valassis Communications,772.0,MT,
3.0,363506.0,O,738013.0,M,XVTLOSMZLPTGQUPTGAUDJJCKMOSPBIUDTXWSBPIYMKZJRRNXVPWX,2.0,Jaj13915,EJHGHWKBALBKS,5.0,19.0,D,United States of America,NMOJZSOFVRV,Jajiucjeiqvyvmlswaa,Bkdtsuhnhmbrqbqpmtdxvbe,Biloxi,d,PepsiAmericas,410.0,Quebec,1-681-087-9468
2.0,58149.0,O,2308599.0,,Qcyjfcffxntiwlgaxfqheuldgitpwlbejlndsjogmytxjwebximgfhmuoaotvejuhopnbmskesmuntk,5.0,Tzo13916,momllegdrtjctwrwwzfnqsgwrapgao,0.0,46.0,U,United States of America,,Tzosfik,xtudhosmypdwlwtojvukminuoqwtcxjfrkqnedvas,Great Falls,H,Sprint Nextel,542.0,IA,1-981-003-4317
7.0,232020.0,R,3981033.0,f,Uoagdncrvrhsyctwrjt,1.0,BTJ13917,Nzaecgyrugixbxwsrd,3.0,73.0,U,Canada,Nlkblujw,BTJQWS,FBXXMIVIOKXFZKPXVWXFRCRVLZPMLAEFJETIGANLSUSJQZMMJKHRPDXUMJMWFBSGTMNKLQVTVBHVTO,Miami,Y,AmeriCredit,780.0,OK,1-252-355-7571
0.0,316474.0,U,1163626.0,m,,,Bay13918,jnyutftqnxldexfaazbtr,0.0,43.0,M,United States of America,Nxxgu,Bayeasoagjtiogwnxbocvooqf,uacfsjpdrdyzmdldsrcpi,Houston,R,CB Richard Ellis Group,736.0,MN,1-836-273-6192
1.0,261926.0,O,1061919.0,F,Tjvavakbainmjsycdqhbomxzwvanwhnidqbdohbbdekheolfptaqexiaginkymqhggmbv,1.0,Ydg13919,Qkebzjqsnkevfgnuf,2.0,24.0,D,United States of America,PLIOONIEXZ,Ydgunwewcxqozfrkedffbbreig,Jjsjjpemxwfuheuiisjdlhxn,Saskatoon,,Insight Enterprises,317.0,MA,1-606-434-4128
2.0,233090.0,O,2084315.0,,,2.0,yzm13920,QBCLKSSFANFQNWBUCWBR,2.0,98.0,U,Canada,Omhlhbdin,yzmkkwgkdmvvppb,VDDTHPOKCZOHGKSXIAOENHENTSGODWSNREVDSHTUEGGFSIGVNMFBJKITJHJGSXJHHQWE,Lafayette,,Weis Markets,527.0,KY,1-183-030-1872
8.0,301863.0,O,3971659.0,,Rcrtsgavcbwctklujfoskywumknealfxfnnwviufqphuhibtpeisskosilkkenpmje,1.0,psa13921,XVGWAEVCMXMTHSYPXAXFLFVPLIPE,5.0,76.0,S,United States of America,FUYDWLGZVKW,psaturqqysonhgaqdzxj,Lstwuuhxosekhbpquntalafwu,San Bernardino,Q,Macy's,688.0,MT,1-080-823-7999
6.0,265532.0,O,1808436.0,F,icdpufhixuxtsqwfizwxacsmrm,3.0,Upi13922,VZEXRNDEVRSLIAIF,4.0,88.0,M,United States of America,Wcxsuco,Upilozqxxepnzbwufnenqqnoclgftr,Gyelclnbfvfomgkfivfsxllgbxvw,Las Cruces,,Western Union,743.0,OK,1-100-841-7504
0.0,77998.0,U,2696965.0,,jgmdpkntkcbkfxcddgirlkkfqdveprlsfofg,5.0,XUA13923,VVCZIWBGGUDWEEBBDQQWPXPTTGN,0.0,50.0,M,Canada,ZPPTGJ,XUAVO,vqfxlgtx,Springfield,c,United Natural Foods,499.0,Prince Edward Island,1-786-279-2981
9.0,234183.0,O,3241209.0,,Muthrxlsvzuxgdoogmsiinsibjxjepq,0.0,rqf13924,Crchmyjvzqicffjtkrl,1.0,95.0,D,United States of America,DAIERPTUEMND,rqfkeogfmpehttdr,XBPEDJWCNLLECIQVMKGGBPTOAIFMRRZSJCSDKIPEHYRVOCKBMWDEJGYZSLTIOQZKXSLHLSITVJIYCHJW,Riverside,C,CHS,725.0,NV,
0.0,290353.0,O,99121.0,,igrehe,4.0,OVJ13925,qcchwijkwfbbhzglxhonhotobqvi,3.0,84.0,D,United States of America,Rogjxwxxc,OVJQPE,Ekbvzgwrawhgyyigvferjimfvraegd,Indianapolis,C,Enbridge Energy Partners,,MT,1-884-271-2918
6.0,78188.0,R,2411633.0,,,3.0,Rwt13926,Hwmyckilmphdr,0.0,72.0,M,United States of America,Riqsrzh,Rwtxyizpnnhzbtodhkylqcreo,fedjudawjynetovwkudozbjfvjqqjejpsdzlsbmrzgrtoaaphfxnfljxrjh,Orlando,j,Computer Sciences,377.0,MA,1-564-433-2755
5.0,199557.0,O,3936495.0,,Txvgpkjiulblaexmbpwncxdqyecmltydvgdifireezjpqchdzpxvzidsdeqwprzcjegbyuhmo,5.0,Zlo13927,CEQPXKDBUTFMEQELBWTBO,4.0,55.0,U,,OXVMXG,Zlokqrrnwhmnwpkrvipis,Ktznxqewrbbqqqppjmkkskddbtwivmtmclarawxqognrrnowhwakhugsgpdau,Anaheim,,OM Group,411.0,CO,1-526-735-1170
3.0,150259.0,O,935867.0,,Wmnlhsukffwlxwrcqjyqyxeunnmpfjefcbrmlqojhzapayasyfohpkrdr,3.0,Cks13928,Uebxrmbqsnsc,0.0,,W,United States of America,vmhaaqpdku,Cksucjvzeicmhcunlcjicbbmpvgff,Kqzokztgnvcvvtpuyojityuoalfvyskoawqxfgugdvumlypjveeiewwr,Scottsdale,t,CIT Group,684.0,MO,1-006-822-2837
1.0,299551.0,O,3563344.0,,GSEPSRJQDVRKOHTGPHOHVIETCXDAVQYDKHAHOGLBLDFRGMXAMSCUAYZDLLWBJCQF,2.0,Hvl13929,ROOREDTDUXUPALY,1.0,81.0,M,United States of America,ybivawh,Hvldaditgtjouxkvefjtibsxfgyh,QKMUJLNPMC,Sterling Heights,,United Refining,571.0,CO,1-463-667-7034
6.0,237611.0,O,3066261.0,m,SIPNAXGCRDVVSBMQS,1.0,Dyf13930,ZHPJGFSXORFHOLLSHC,5.0,61.0,M,United States of America,Bdlbo,Dyfqkcdniwideyxxruk,XJKJJWFDEELNJDDHTNTGBXUDGTUYARBUEWATMMRCEYRCHJIWLCBFHFDXQSEGCOMRPOFAGPQT,Inglewood,r,Mutual of America Life,327.0,NM,1-934-003-6736
6.0,70603.0,O,3807256.0,m,DAVTDN,3.0,Pgg13931,AFKHU,4.0,20.0,M,United States of America,myycljkxi,Pggxwygii,Agqnkfvbercfijrwsyahsixjduglrwipagfgamtwnefpkmg,Bridgeport,,Rowan Cos.,441.0,WA,1-072-328-3081
4.0,274140.0,O,741335.0,F,Rntxgucujitxakpkrpjtvspbatirgomxfofvqmksiuuoinbofsy,3.0,Yua13932,GOLUZRKRJ,2.0,74.0,D,Canada,Fkxrooed,Yuanvxawnzfsgjmpnwogys,,Philadelphia,,Joy Global,502.0,VT,1-091-805-1357
,77661.0,O,3298590.0,,lvhugoxjqzwvwrkgolootsqrluzymomaxkjrjkozykqlegjubcdmakaqgmllceqcjzyxn,,Dav13933,Xjcowmdhjdltjtcwslt,0.0,13.0,M,United States of America,Ewnghtwgh,Davtmpojfkfndougmpdxrpyco,VRPBGUFNZFDJWOSSEQYQVLTTKGKQTQWDGRUCR,Corona,P,OGE Energy,390.0,CT,1-173-267-3080
,29331.0,O,2674364.0,,pvfnpelnucdqbmcwpgunysbqcdsfqmqyidovredjwsyjgksmtvqyzgbrtitktsxcsynmdhlkmiq,1.0,GBS13934,lfkefvgkwhwfmagwcekxrhq,5.0,44.0,,United States of America,epnwpvlsx,GBSFAMFLFOJIRTPFPYMIFSWN,RCPBQQTUUJERUSTSRQAXZCEXQFBLHTHWNCCEVOLQIRCWBRDARLCDMRWFASCAZXNWTMPKLRABWQC,Oxnard,Z,,561.0,AZ,1-957-386-1745
7.0,475895.0,O,781172.0,M,lussqosugdgkusdtmtkbdxnhwqbmxelbohsimmpnfpljbexdi,2.0,Kbs13935,GPPUAFKJXKBAXGOCWHRYSAYAOOFTJU,4.0,62.0,U,Canada,ANBKJMYHIGCU,Kbsltstpfadidloohqvjwbw,Ffenfxwjsifyyhukbpferoensyslndypzivjhfpvicnoqbpnfsrckghu,Los Angeles,e,CenterPoint Energy,390.0,NM,1-397-956-4678
5.0,493225.0,O,1435588.0,F,Wlmgkupaxdxpzcdpatpjvpcfigsvxdwatfgkslegifcarxpezgmndolyateffvbwzepzexppgkr,0.0,Syp13936,qcpqthx,1.0,4.0,D,United States of America,SQGSDXHLPY,Sypdcw,Ysgufpznyqrexznmehxihtvgxjrojjtb,Cheyenne,,"Toys ""R"" Us",817.0,IA,1-205-182-3341
7.0,207302.0,O,2214468.0,F,emqzyxxqjssqiqcyfsjfcsnxgcskftaozvihauxpmzkvhnjddbnqfnboqfgaelknv,5.0,EME13937,PUZUMDTHIGVRWQWFRWKBOJGGIMKQAJ,0.0,58.0,W,United States of America,,EMEUNVNBDBKCHMSECPCCVKCYB,Tqgeximluhgrdvjwqydmsaszqmutpmlrnocekzoi,Charlotte,M,AGL Resources,,WY,1-908-313-8382
0.0,266103.0,O,1445007.0,,afsalklcxthtmfp,2.0,jqp13938,HWJVABWNUFXFZTKTGYMXGEEGQP,4.0,97.0,M,United States of America,Flriixqqrucg,jqptesklfunlqyuehluco,Jbfewdbovtoimqwjkajzyvdasrynfqguqhgiuktgjffthxinwfnhhuaqhrciqxgsi,Lakewood,A,Fiserv,622.0,Prince Edward Island,1-019-115-8599
3.0,425127.0,O,3113183.0,M,UIVJTVSGWCRMLPYMQSETTJSZJSXPSDNGFPCQESBIWJSMWMUNOZO,1.0,Zbi13939,kujykbuazyefpbbsrfjj,3.0,33.0,M,Canada,Momyiy,Zbixdmpyboeeebgymim,Ylrgjkrffkjb,Sherbrooke,,Berry Plastics,618.0,WV,1-339-158-7109
6.0,393247.0,U,2384449.0,,Erjixgvztepdrifpb,1.0,DYO13940,WEXPDYOUEBGEFEEUDACVYSCZ,1.0,69.0,W,United States of America,TYXMFLTZVMQ,DYOFHBLRMAWQ,Ihctpqeaiajopyqwjke,Garland,,US Airways Group,359.0,KS,1-272-243-3337
5.0,223579.0,O,3703130.0,,sbsqjfgedvpipcjospdrrbrfc,4.0,NHK13941,HROOZDBNGH,5.0,7.0,S,United States of America,Vdiebtct,NHKJBBRCAJRCFOERHNXTLUWOACYH,MAOLNEYXOLCZOAFSEGXRBKUMZHUVVJKPOAVEPKCGPUSWDERVFHYFBUP,Ann Arbor,,Targa Resources,756.0,WY,1-688-252-4384
1.0,360982.0,U,3636029.0,,KSYJZNYYPIKTKJKJOJBXQCFVFV,3.0,Glq13942,FJWBPJZVYSETQW,0.0,81.0,D,United States of America,Ncwzejbsm,Glqdy,rwhbseypgrocijoitmexsomnokftwxssatngatsemtdqakdczccejhongzgqtrjzzrd,Augusta,,Regis,756.0,WA,1-842-517-1117
2.0,435755.0,U,313134.0,f,Tpprhkeuijrajjlgouuvjirxxfeqmudeaoqrtesjnpmdlsbemjvjhpwcnpuqdskdmjxln,1.0,Drq13943,Bcravflcgwuszgionxryej,5.0,65.0,S,United States of America,nmvgxbzm,Drqvonhuauocvucchrgwwhfovfuuep,CFVPTLFDBSTZB,Columbia,G,Tesoro,803.0,IN,1-239-570-1064
0.0,496164.0,O,3263583.0,,qypbxiavuahdlrizhztemlyjkpaaiglxhjenxpawvyxvqnszbjtwakrbgbvjk,3.0,PDS13944,Ceswxxxkwjaakidwxblpyu,0.0,75.0,M,United States of America,TBFIACEZJ,PDSHVBOZYCZTTSQK,tlzscjhfgxcsbvguwdwcocwfyoduhekbpqfcfmetwbhauxadixoqbifsswqsoakpmesgss,Newark,v,Eastman Chemical,846.0,ME,1-670-707-4129
7.0,356209.0,O,,F,vkwqrvvaoqqrqypdxfxtlimpqnshwsbhuxpusznadrhyumaeqtlhqlzkiokqjsojcfuovsidkryi,3.0,Eyu13945,RHULEEMNLVBDUIDIQFYLFMJOSLTEM,4.0,86.0,M,United States of America,Vlyss,Eyumejjrektqohvlyox,Cnlfalwrgyqmfj,Phoenix,G,Smith International,603.0,VA,1-758-914-5524
2.0,225121.0,O,1749360.0,F,Fztfebuekghewtgwdgqijwehyjpiekdixlhixezpupzbokzttmxgksujiwpcvlgjprvtqvawceecu,4.0,lmf13946,Rvkxjaalseidbelbcqwwuujvldo,0.0,60.0,M,United States of America,Kmpqlwczp,lmfrjzesjkvbytuwqeco,Cmzdeaovdkmspmyojewiodzkvkjncbcqiotbnzeidgfncxefbxuxyxrsbkmxswianvhxkggbmsmn,Chula Vista,,Cytec Industries,468.0,CT,1-694-360-6361
5.0,141818.0,R,1180119.0,,ONTIDGF,5.0,ASM13947,Jqjutcrmigvscsb,,52.0,M,United States of America,eaabrgudgnlo,ASMXXZWBUVYPQQJCAASBCIJECCZLW,CIXEDJJNAZYVZXGMBULLDTPWOARAAGHMKIHB,Fullerton,,CVS Caremark,542.0,Newfoundland,1-404-703-0017
8.0,337693.0,O,78819.0,,Ridbgbfuvhadpxfuvmdsapcfdocowfchswdadizhgsgazygxbxzbnffslrtko,4.0,smd13948,Mkykjauhgzqeygmxxqxxpwq,3.0,62.0,S,United States of America,Csorffcxduw,smdmgfclmplgw,Nwnjgbluqkhtuvnhzkaxjwstcoouucejgdldftbpetyrfusjnrugtpefc,Orlando,,Newfield Exploration,763.0,OR,1-951-294-4836
6.0,95943.0,O,3458085.0,,,,Bhx13949,LJIQUV,5.0,38.0,D,United States of America,PJYUFBOTR,Bhxqjjetygwtlbqupirhqilszzr,Cvzcxyjducyriizxfiqfrrszpdmcckjxyuj,Ontario,S,Tellabs,364.0,New Brunswick,1-940-882-5583
8.0,257089.0,O,1210682.0,m,WBEIXNAVNECPZISXJUTJFKIYLEQZHOCRECJOMNOJKTVIGFRZIAJFOWPANNADNAHPWNCFLAVOQYF,0.0,kdp13950,gndupsdnlrylsoxcetiasuccqknupv,1.0,1.0,S,United States of America,Pxukqxha,kdpkjbpqvnimnwphowje,Arsbsbxipkcmmqdhtcjkktabfboeekdpearxbfuitlajvtjuxejaxkqmrpyhrulworgntylzuf,Garden Grove,D,Quanta Services,649.0,MA,1-831-635-0465
8.0,93773.0,O,3285571.0,m,UPHMZMIUNQQOBHHDBRI,4.0,khn13951,qhdqieobwohzgjvuhlrr,5.0,62.0,W,United States of America,Kkpvnb,khnfxaparuijozkjn,xxacq,Mount Pearl,,Wesco International,433.0,KY,1-399-017-4256
3.0,69037.0,O,2454306.0,,nixcauvlr,3.0,Wug13952,RTCWJHSCXCYRMFOTQPGYDTU,1.0,46.0,U,,Pdieokc,Wugxacflrntukzcman,Gpyevvehphzhakrsscorjkqwunbdivnvxcvtcvebvhuhmxbtkn,Nashua,G,United Stationers,379.0,Alberta,1-557-870-4652
10.0,114593.0,O,462067.0,,flnewkxxugmuxdiaobngweeymkakrqymjlphuftqelxhaouwdacchhdlkhocqzuvkwqjdzfokvaif,3.0,BFD13953,oyzxamfltbrhpyyqapyonqvq,1.0,98.0,W,United States of America,Wpmotxtipekw,BFDDUHWDCUVVUXAXCHVRFOYYYGT,Ciqwovttsarbdmokyeumtvvinjllledheryceednvnrjimjtmbovpuippaghwxjvg,Plano,S,Hill-Rom Holdings,622.0,Saskatchewan,1-181-612-7216
7.0,,U,2624430.0,f,Azbteamroiymibjnypercuomsvzkfusouptrqxxqckvkyimo,1.0,Hrs13954,Kdfhru,3.0,99.0,,Canada,xdqnruowu,Hrsqjfvtdrjclnnvkynaalxvnvtkym,wtqdmibbfqqkragicnmxnevhwtkhskqntdnuubsrczd,Victoria,Z,Jarden,536.0,AZ,1-423-934-7237
7.0,459831.0,R,2418267.0,m,askclqoynnembelmxhvzr,5.0,Pxy13955,cvsfdlbnzdgfllwfcpg,0.0,100.0,M,United States of America,jmmmx,Pxyvah,JURVTIOYKJCHVYEORBULGDGANMTMWOULDFEIFTQAYIYTOOCNFOVSGYGSQL,Memphis,,Ryder System,805.0,Alberta,1-904-788-0117
6.0,169145.0,,3885556.0,m,ZFAXJAGGJXHIRKMKBOJTGIDXYPSMAQTAIDKBCZIXZBQRWTXPMQRIZDGWCRFBGMMTFCGQDITWCDJ,2.0,ups13956,Dwwfcjmfdnxnq,0.0,95.0,M,Canada,cfnyxjdc,upstnkzdvah,MOARIOYLRUWMLZDCDLFVXFUJGELKQVFHJKPXGONANVWMKXFQBLIBYHGWCOVVNOQ,Missoula,e,NCI Building Systems,614.0,RI,
8.0,244172.0,O,3152565.0,M,rfzhoksaeazencubdtaryvoiqumtgtxuhodkleeygoxbtmsnxeazjodmnugslhavwvdvtwjrs,4.0,Qql13957,Bnqkjtpzhum,3.0,29.0,S,Canada,Unxzgubnbmac,Qqlxahfkoxtqa,Fqekvhjymhvjtsijzjemhrmqwpejqopxbwybxonoojmnfkdnuydmymcecsrhqcpihegkqrabxzohp,Tacoma,M,State Farm Insurance Cos.,641.0,Nova Scotia,1-974-185-9652
10.0,130486.0,U,3273594.0,M,RLGIKIPXQTDHNEJOKKKJJLR,0.0,Ygg13958,BGALGYKY,2.0,27.0,U,United States of America,daycmrp,Yggsumyyqwnijjlrdzmog,djtmgbmhztucpuwlewnksrlebhocqcoapmzbwvmterripemlkxtpedoivie,Windsor,N,Kimberly-Clark,391.0,HI,1-802-011-4447
3.0,360431.0,O,3932499.0,,Eaiegxcjiamnapmjamniolkeupdspxticwdzbxhiz,3.0,Yuv13959,Jdtjcixwrxkhro,4.0,38.0,M,United States of America,Fqdprdumhjy,Yuvbtgctvyp,Wfgtigxbblaqqyqkxhrphgsjtiljbbtpwtodgcbnnezkddbwer,Huntsville,z,Scana,375.0,British Columbia,1-012-539-6416
,211586.0,R,2045905.0,,Ehdsaboznhmnvwyhilvmxnxuxijzlukusaknwwf,4.0,Sid13960,Umknezolfwhoqeu,5.0,39.0,W,United States of America,Ywrblb,Sidqhhskl,EGGZOMTKLIBAANIEWBDMNOTMRFQQOQAJEEVYTKBYNXPPTKXQSGALPNFUDOHRQUARVFGOAIBDJO,Huntington Beach,P,ENSCO International,621.0,WY,1-519-551-5834
,393945.0,O,1118147.0,F,gseaufgqagmrawfjhrmkmyvemxwrwejwnoudtjrdgrjpqjjltxtczcqnmvfpr,1.0,Odr13961,AGGEQITQQNPJVTOENULWRSHZIRDD,3.0,22.0,S,United States of America,nskmt,Odrxlsouvaa,okiflgntqxukzbnqhhsuupafloqmetstnpvpmrrbfjtmsywmckimsdtlwxqpywkkuxmcurljpkib,Milwaukee,,Enbridge Energy Partners,757.0,NY,1-019-004-8482
6.0,272451.0,O,1927138.0,,Afdmugbjibkuqcklonkurvvnvfrkyygodqedtqsgcgfqtbuxcjdy,3.0,Sjx13962,nzlmi,3.0,,U,United States of America,Qqleauv,Sjxktaosrafbolextjc,Udvomhjxitavdvchtidqlawuhmxzjfwzljsibdsjijtkunydpzysdrzyatqjybmhvoijrdhp,Hialeah,,ManTech International,479.0,MO,1-085-175-0598
5.0,157752.0,O,556264.0,f,KOMAOCFEEHVXEFLTPXKVHFXDZFCSRELZBFDLCBUFEIQEUHUEXEEMSKDWFGTZKXOYCBCZGX,5.0,CTN13963,Ocjdrpoxdswutgpf,1.0,20.0,M,,DBMTMGVLT,CTNAZVRVKDJXVJ,Monkmtgmnkotgvrqqvwjbpux,Saskatoon,,Zale,333.0,WY,1-428-402-8208
9.0,135566.0,O,1608422.0,,HPEFRVGFOZDGAKUVXZBQDLZWWTASJTKSPUHFUECAWLKGK,5.0,Lam13964,cmhxykeldbuivziugeb,1.0,1.0,M,United States of America,Dzejhiioc,Lambapfhmsgjozpobvmiclwnxgqnia,JTKGOJGDOFGVLLKFTBDOUVRWO,Charlottetown,,Dillard's,386.0,CA,1-069-479-4001
7.0,419154.0,O,341421.0,,Lrkppwlzvtefzvuzqzlporcdmmwmjgifmefrvzxmxstqcgnk,,Ueb13965,Jvmbtgjuirm,5.0,,M,United States of America,,Uebpsofn,apfphrsctyhpwtenreslvpkryfxozubrorgzkqppkvyygn,Vancouver,,Vectren,457.0,CO,1-902-255-6844
2.0,459459.0,O,2965033.0,,huyodzeopeepyudxubfnfzbfzkxrnvqxngcbedtnyvngsxbcqpynybcwmcnizcxhrnbchp,4.0,xit13966,Vhxhcnkwintwpvtdjolprrpbawdut,1.0,52.0,M,United States of America,gqqty,xitlftpwxk,,Regina,L,DST Systems,732.0,Manitoba,1-884-113-9591
9.0,22081.0,R,1636999.0,m,dkyvpfcdrvyxzwtzhhyikjkzsnyhosbdbrxkooucu,3.0,vqa13967,LNKQSIODBCAPTAG,2.0,13.0,M,United States of America,,vqarswwvulnuwpbnuzhhjtdtjqb,,San Antonio,s,NYSE Euronext,536.0,DC,1-307-872-9233
