gncd,ntwrth,frstnm,mddlntl,crdtrtng,lstnm,nmbrcrs,mplr,phn,ct,ddrssln1,ddrssln2,cntr,g,mrtlstts,ncm,nmbrchldrn,wnrrntflg,nmbrcrdtcrds
Ozs13115,3734167.0,XRKALGYKFTASSHYBCQPYAUQV,N,795.0,Ozssupjxn,0.0,Viacom,1-678-029-6324,Garland,Beufhrkvxrqzbepxiqdrcxmmjmwxzurdvptteldlyztevuhdqiocgv,RMKGHQJHMQIJZTOBTBOXEDDDUXRBNYJOPNUBVYOLWKTPDY,United States of America,33.0,W,271021.0,,O,1.0
Bgb13116,290850.0,Wppjlmxsfxolgpyeupuuse,R,805.0,Bgbjnwv,4.0,Thomas & Betts,1-531-525-8711,Tampa,hzbipynghylbkfaqfckefbkopxhjilbscnuocvdyjlxmettzpkfkzhyixzgnqgsbkrkgzuigr,Paxzzbvrjdmwiqkuiilshnwebjixrqyrtbvlhtxpaxccmzndbpsiicuvqxosrlwsgdhctkk,United States of America,56.0,M,282938.0,3.0,O,0.0
Xrz13117,3596389.0,pfkhbqljdestvl,P,354.0,Xrzgnauegdgizcmarijlyj,2.0,Ruddick,1-956-009-1986,Bellevue,,Qjbfdfesasqezielrdrxfwumkvqelfaoifqjyxfwuxjlt,United States of America,34.0,M,412157.0,4.0,O,10.0
URZ13118,533681.0,KEVFQDZAHWSGQKNYCSN,f,,URZFRQTNEFYCTKFL,0.0,Jones Apparel Group,1-422-156-2379,Little Rock,lqrrbvqboq,JLZVYPVBKJQKHGPGIUDXHORAHIELJMYGNHBDIRMHIUOBMPNJRQTFCHE,United States of America,,W,419890.0,5.0,O,4.0
Yfj13119,1306302.0,QLDAKCQGI,i,,Yfjtjuzilqlheaw,3.0,,1-620-827-7075,Memphis,CRBQOZARKAMSOPOQAGOKRMLXOPFYFCSEKBWFNIBTTIAFCBTHUCKHKCFDHZDNOUHOIVTOUALDXVCHLAIV,NCAODPYYYISDBKBQJFGYTMJAWMJWCQHVLVZABRSUUUQXHKRZFNSBOUJCQRBILFUPNFADBNNLJNNJ,United States of America,40.0,M,46657.0,2.0,O,5.0
Yuo13120,3213375.0,Bggkvfk,,542.0,Yuonqhd,2.0,American Eagle Outfitters,1-028-857-9062,Eugene,yegmniiskvwbnrifuwkuotq,Iqattjdjhtnexuxwinlmzllpkiufyuvuehibpmjvrocluwsmbsrkjwqlxb,,80.0,U,463217.0,1.0,O,3.0
Eym13121,259743.0,ipjvptkaxyb,q,678.0,Eymchnebrkisttohjacykqjnksg,1.0,Crown Holdings,1-525-237-5590,Lafayette,Chqhitqgppphrfskqsvjdxspvpswvcgydcmvanysfwffhxogaiyhzqbzvdl,adhgspbnbxnnocawwwnbdcuppbdfaiafrjppqhenyhlwvltrubivjpqofepodtebwpmgkyljqzmqydsw,United States of America,6.0,U,494434.0,0.0,O,7.0
Vtu13122,2762521.0,Icbxozdjlnvobjqefmhbyqwbaqfhqq,,585.0,Vtursq,4.0,VWR Funding,1-523-901-3038,Tucson,dzfmlnsvjubuouledijblymwanlymtgqlwdfhbtucxiwzgzkpoknnf,hnsjnnvr,Canada,39.0,M,491390.0,1.0,O,9.0
Cin13123,1942477.0,Qkwxxox,,334.0,Cinkntroevcbof,1.0,OfficeMax,1-887-242-6878,Mobile,Tobsetnkdlndcque,Wwqvduivcpvwjfocpokfwscdobe,United States of America,60.0,D,114881.0,3.0,O,8.0
BON13124,3781417.0,ODLPTNDHCPVDLSNJPP,,456.0,BONYCZCC,3.0,Andersons,1-481-605-8228,Quebec,OLNMSNQKLBLFPMCNOTCJAYKILZJTVPGUADYVIWWFAQXCJWZCWRRPRRFCOVGKOCZSWFCUAHZHBD,Nsjzvbiaadlxrdrhvzvnxbrhckaqyhiidkyopcllcsgl,United States of America,3.0,S,204827.0,5.0,R,8.0
TWF13125,1973098.0,Obnjy,O,765.0,TWFZSHANLAMQTQQOMEUYVZFOIYHTMF,0.0,FMC Technologies,1-692-897-5618,Albuquerque,Rdecvyuembbxfzfxajrnifihwfzmxjttlvpxavchtsxlxdyoofbrubedmlacrlfsvzqzkt,,United States of America,2.0,M,318382.0,3.0,U,5.0
Ezj13126,1030533.0,Zmsmtgom,,446.0,Ezjxkctpdsdnimdvsrsahjx,5.0,Flowserve,1-420-879-9973,Durham,lusowzyanrvjqnumqqnifywefnzphkxawbeia,Pttxizscscmgpeyvawclmllionxfowdglojhtkznmotizutjvvopdsthzjhlwboqseobutfkxpp,United States of America,82.0,M,209784.0,3.0,R,6.0
Kbt13127,1842497.0,DWYXRYNLUBKQNVOTQEOVNPVRFJB,T,847.0,Kbtqnjhlioyyau,4.0,Boeing,1-598-145-8262,Pembroke Pines,DSIJNZLXPEXWLXYCQMAKCPAQFDTVOJJUHRVQRIRKJZCQQNEVCHJERVNWHAMCH,Wxzirbhpqbbqevfdxmdlmilcgdmwjvmgrcbmppdnpnagbagnjvrkzjztksfhgxehnqagjjc,United States of America,88.0,W,313601.0,3.0,,
Mzq13128,,Jeohd,,599.0,Mzqeqanbgb,1.0,Pulte Homes,1-490-592-1971,Tallahassee,pqunmrstxuluffcwahhpyjafewfvzdbluyxkwsxrptplyselurahpalmqmblcgtis,cqcfmuvhurzywztrwicdlneurhdtcekwhhuiwjtfneuavhe,United States of America,17.0,M,383764.0,4.0,O,4.0
Zgg13129,257211.0,LKRQNHJUBLBH,x,486.0,Zgglkivtnvwynmgqiifpavmjq,3.0,Rockwell Collins,1-162-488-0641,Brownsville,FAGSVPJOYT,Orxnroteaafrvacueipybxbmret,United States of America,57.0,W,347629.0,2.0,O,6.0
Xij13130,654456.0,KCOUIZWOWXFIO,K,470.0,Xijemecnqwshprspbxdrdfq,5.0,EMC,1-057-250-6190,Erie,ASSJUWEZTBRZZKUBGCVECANOEFJPILPZHQTDCUUWKADSDI,UTMAJZCRKCDHTWBCVSZHTRSXIIDFMDHWEXWBRSDJARJYNICQBXQCGPHX,United States of America,10.0,M,192828.0,4.0,O,2.0
ajn13131,2925777.0,fvkvbrvsrbxuvvx,,379.0,ajnceedgbdtkqtoxiewwlbrblcisqp,0.0,Baldor Electric,1-396-420-2217,London,RSQVPUADGQQQLNBGPXCRJRQPMJPLKBMOJOPUVKQPKANJSYMAFOO,vkghtcgkdyksniuovpxnxkyporpogaw,United States of America,10.0,S,248191.0,5.0,O,2.0
Hhj13132,,Mkgzoms,,457.0,Hhjkbxsjkgohxopcrhuxnqa,,American Express,1-184-865-3535,Orange,anbtppootkggrhwodpsxbffsrbfa,Lgpinigrufneojjrqitnnxzqtmufjgm,United States of America,4.0,S,24226.0,5.0,U,9.0
llg13133,1787227.0,WGBTNDPLPGZE,,400.0,llgjbr,5.0,Leap Wireless International,1-830-869-5311,Concord,Cervqzutcaftjwoygnvaalrqjtlhabvcleoqsahshydoea,Evgeljmcvvghprvozjdazjcozd,United States of America,98.0,M,324013.0,4.0,O,0.0
ogw13134,1371251.0,Pjqcbhoaudilvqntxwjlldcolv,m,406.0,ogwperbyeccjvqncqmcryvn,4.0,Anixter International,1-260-624-4649,Pembroke Pines,Wmesqisnueakggynjkoachuykjobvbrjjvbfepjgqqngdueprayfnb,CKMNFGGMUUKNQCUCJBQUIOFYJGFRERZFAPMAVBGQRFTHRVVNFMEEH,Canada,7.0,M,230529.0,3.0,O,6.0
UTW13135,1945056.0,Puaykjdonrzptwpauvnndulpcezbq,W,644.0,UTWFWHETMZAXLRLUFQHJHIOCISEHUZ,1.0,Vishay Intertechnology,1-356-261-0014,Pembroke Pines,Ohqbkoojwlyxvkdqnxsgjjdcnxcwztosgyaeugpdwogdtpavjxlwvagaswufnqigbtbjawnku,Falhrngrxcdzhzcrzdgqagxzkdrniawwzyimjrgmftpjuly,United States of America,7.0,U,243394.0,0.0,U,
eax13136,2103207.0,Zioyul,,528.0,eaxggupgrtyrhunewcxme,0.0,AmeriCredit,1-019-385-5779,Tacoma,dlrkpggmehctdkcirxshmlbmqlpvsaegfzahgieroeavcutsdsgubbxvbvmqiodhixoyfpo,VJORPFEJTQQCSUXBHHKLOHXGKVQHTPIVJFUOFELSJCYOUCWIAIEFRGPHDBLYXQKJXWOMOQYBGUTHSCI,United States of America,3.0,S,240458.0,2.0,O,4.0
Xcl13137,3350655.0,sycptkrfxlzrtipiiuoa,D,740.0,Xclovjroiqbrbbqc,5.0,Domtar,,Knoxville,Gimkzppgqludbdsjjhnjaydipqajykrftgpqfmjfkynppucrbytymjltsqacrmoijyg,CPSDTVZAKNIVWAITVCOWYGPDPPPWWZIMGTFXSXUDPPHBOUMJFBOSKZOC,United States of America,99.0,M,358935.0,2.0,O,8.0
qbb13138,3029047.0,CEVZAGBBNASSUMXNO,L,402.0,qbbqtwitxcqmkpruxov,1.0,Universal,1-567-681-0421,Pueblo,Pgykmpxytaizkntjqlsbeywvqnnmmmwlibwowxecxmjxkcabyzlltzeqmufaeccdrxrixvtrotcc,Grxtcqomlxhiluuulmlomdkeyibsksffarsnxvygxrvkmbxvlujdfnklbdzctmzinobggihow,United States of America,47.0,S,121982.0,2.0,O,6.0
Rfl13139,3923793.0,VKLZWSKUVSGA,o,449.0,Rflwbrptewshqdoit,4.0,Lowe's,1-087-946-6370,Overland Park,,Xexdurdgviurlovqiojrebxxzxqockmbqthfyowttxnowoxxkfdfkd,United States of America,47.0,U,203081.0,3.0,O,10.0
Nck13140,2714090.0,gbvtcbfbpawmuze,P,,Nckmlfyegp,1.0,PepsiCo,1-304-389-5816,Oceanside,Hjbeppfnkvnyfchsboricsondjyllwcjwshswrehlnuoyryfnkvqsvlwyscsaizxkpdmtjhprhqtjkd,Obiquhanwetaraqrfxxperwvjtoygkgtksnjdvbpltnqtljds,United States of America,58.0,M,382956.0,4.0,O,5.0
kgs13141,2293970.0,nbjhozlhrkiejjrhlznj,,322.0,kgsozqgsebqpnohqpjbsfxuox,2.0,Verso Paper,1-421-339-3773,Tucson,gewskmnk,Esehsvzyopurxe,United States of America,42.0,S,,1.0,O,0.0
JMT13142,795338.0,Dbuadgxaossztuhqnstfkyulhtf,C,514.0,JMTPB,1.0,Burlington Coat Factory,1-041-447-3895,Saskatoon,SSTHVHUFHJFDVLCEJZMMGDGNGCVMQAPSMNLTXPAPGVOAANEALUNFW,DLMXXVKUBZYRTRGUORGXAZCNAZT,United States of America,,S,482028.0,1.0,U,8.0
CKL13143,3423382.0,yyjctjjbozcdn,z,569.0,CKLJZLTMRIRKX,1.0,Mirant,1-918-632-9680,Kitchener,siqxafzbibrfr,BZZBHJAECBGGKVJNXPAECHHSDLNZNIITGZPHIMUMSDPFHIDKHLTGOQNOJCANGMBWGA,Canada,0.0,S,291748.0,3.0,O,3.0
fzz13144,1926955.0,POWNWQWFNXSMNJBFOXGOAXMUN,,333.0,fzzkvzzoojibbpgfibwvbrimkoonu,2.0,HCA,1-447-604-1078,Virginia Beach,HCXXLCIPIHF,CDDPFTLWYBGV,United States of America,25.0,M,200061.0,3.0,O,3.0
Qvt13145,,Fnauxwllvwsmoaen,,804.0,Qvtytrhozjfkoevgmgen,1.0,SPX,1-532-367-1459,Cedar Rapids,,Pwciltylwazavplrxokozlzdekzfhhiugqcoofobownqrcbpqhmvhig,United States of America,66.0,U,413445.0,5.0,O,7.0
Uoz13146,2250877.0,Cougcewiqsalrpntfwkcxrws,,,Uozlasrwfuh,4.0,AbitibiBowater,1-895-442-3524,St. Paul,Ycxyiveusktabettfb,Lxgubkbryopratihffebwvqrpshxrzhgapwijfmujmwtpwgpbvyvqqgpyovaezocpses,United States of America,12.0,U,67977.0,1.0,U,6.0
Nyx13147,1073037.0,gosaevgdhkxuzc,H,366.0,Nyxyu,3.0,Leap Wireless International,1-507-531-9607,Oklahoma City,Klglgsxzmuvwpigiagajsawaxlpshuim,ULHCDIUYJNSADJPRUGFSKME,,80.0,M,240841.0,5.0,O,4.0
khf13148,467898.0,Pxpllfojthvbgbjnozpodxktaxn,,480.0,khfcclqtdp,0.0,Catalyst Health Solutions,1-070-137-2823,Omaha,Lqslaxksucdnjf,Liecygvrlicoipuibnyjwhzgkbpasjderjxp,United States of America,58.0,D,402779.0,0.0,O,7.0
czd13149,1740959.0,XNWLPOQCCLRZSTGXAAXEWOHJQXH,,814.0,czdbseclnwaviuruuu,5.0,Gap,1-020-488-5784,Grand Rapids,,Ucovjglsaxsqwjkddnok,United States of America,2.0,U,119045.0,5.0,O,3.0
hfm13150,3124121.0,Klbirievqxlxymozpgs,,808.0,hfmxw,0.0,Arrow Electronics,1-126-104-1233,Evansville,ejzflhpofdipbmpgqbvsgwbofywdtohpw,,United States of America,23.0,S,486280.0,4.0,O,8.0
Msh13151,3230355.0,AZSJGQHXOC,R,445.0,Mshrbm,0.0,Mettler-Toledo International,1-176-125-6120,Jersey City,xldemsqpknjakkkmfqpzdylvgfyvveogwzyfrcsbmn,pnvkuzmbgavbo,Canada,47.0,M,329346.0,3.0,O,8.0
SPS13152,1373864.0,vvydmmo,,730.0,SPSBLFQRXNCWMMVJCN,1.0,Genuine Parts,1-487-456-9098,Nashville,XRDOEMDLCKAJSTYCDLDCSNASMCIRSQDESJKRNWISLDDIHDKSMVYGYNHWGCVWZYUIT,cerrgv,United States of America,85.0,S,30989.0,3.0,O,2.0
Jct13153,3009630.0,acwgypgahdwpbmgpsaevcnbgbietee,,667.0,Jctoyehv,5.0,AGL Resources,1-028-952-0223,Erie,DHTEQZTXB,Gfbri,United States of America,98.0,M,,4.0,U,6.0
Tdf13154,2783338.0,KZCKOOJQSTGHXOLQJCAZOYOYSSPREZ,,429.0,Tdfbxnoiaylclhnmkrocog,,Dynegy,1-397-809-3362,Bellevue,Cintkpgcjbfzslrjfdsrfiawvbcejkrdupiaru,Fgpeakcykgigvumixcupeupsomwnktjdrmslhskuqsief,United States of America,23.0,,,5.0,O,0.0
Idt13155,2449635.0,vyaxro,N,343.0,Idtofjjxhnbp,1.0,Lincoln National,1-841-823-5611,Spokane,puggwskqikqxuhagmwrjzfvzweycywbnhrhfclhfg,Nvnzkjychcbjcrytglxaknnq,United States of America,59.0,S,308001.0,0.0,O,9.0
URM13156,1779726.0,Djkcwykkudmopvbqbuqy,,500.0,URMPE,2.0,KeyCorp,1-632-453-5299,Fairbanks,vqkvwrxbowoiwvmwtdmqwv,Lkmkmj,United States of America,34.0,M,456703.0,1.0,U,5.0
Jix13157,3949026.0,lqzaadpggmujbhmglupotmvfwnwp,C,628.0,Jixplmlzikefj,5.0,Gannett,1-005-725-2450,Sioux Falls,tiwzrbfvccngdtsstcneddvfoaahumunhafsuhukavwyerqsbamqjihxqpikpapqmkqvws,FUZCOMKHOXUISEAVXMDQBNLMPWJBLSWANUVRJCFFSOFGZSICPMCJLOTAAEXKEUZXUQQMRRBBBWAXLF,United States of America,50.0,W,365945.0,5.0,O,5.0
Fqq13158,1323820.0,EQRZHZBWC,,525.0,Fqqaepmhnqwtm,4.0,Timken,1-499-958-6947,San Bernardino,YUDMDEPNEAHUOXUBCTCMEBSXHPSKBTIGASMZQEBRDWUJWL,Nxmompjjedasaiwpytyxsdmrwhhgpwgkkfqsersnfswnwcsjmv,United States of America,70.0,M,34789.0,1.0,O,6.0
YPA13159,740604.0,DKTQYMQTQDUHSRKGBZTLKHWJR,,695.0,YPAJJMZXDKVVJJOYVYH,,Eaton,1-529-968-4801,Buffalo,Itqipyltwirsipzccfpitpfwjrxcxgewbgkgscgwaomzdlxmbsktghvxfbovuqpuqrgacbkladjq,,United States of America,50.0,U,167098.0,2.0,O,5.0
VGT13160,1163538.0,KJNGLKIJUZHCCAQNX,W,368.0,VGTKPCNESMMFOMRBHR,0.0,Automatic Data Processing,1-303-796-1794,Toronto,Fbmrajjmldqasqcukohkqdglnkkfrpugfqsseypmtfpdorwzupupzikl,ilofprlnxmrpqrfsukaumyvlvgrspyzpqxgolcfvhkcctohvzzuvlzvhvmbfuvygid,United States of America,89.0,U,449967.0,2.0,R,
Zux13161,3366857.0,Pgnxt,,850.0,Zuxkxmn,,Advanced Micro Devices,1-331-977-6905,Madison,Pholxmyni,Rcxohresetkdizzlikxfapueyulvbfgehxvplobnqtsocmzjscoeaypsqy,Canada,6.0,S,391786.0,3.0,O,8.0
LKY13162,2231661.0,Pxfazs,,540.0,LKYXJOSNFGGNOEAXOPKKEXG,5.0,Roper Industries,1-780-085-9667,Augusta,,LWAMIAEVCUXKHWT,United States of America,2.0,M,299387.0,2.0,O,0.0
KYD13163,176958.0,Ikpqdbnvhlwqfnfhbcm,,340.0,KYDKRWITUSTGUNWWHINORCMW,2.0,American Eagle Outfitters,1-743-026-4462,Fargo,NWBVEGEILYLIPUGFYOUWVVSFBJFROPMVFMVFPHDQGCOIVYHLDCTTNNYEUWWE,qcltvwkrfgsgygnhijdstlzgerffhhhqxecxaehmwvpjdt,United States of America,21.0,M,72276.0,4.0,U,0.0
Fkv13164,2020148.0,Cgulogc,,393.0,Fkvbsmxcrsdjrrllyxfskg,4.0,Walt Disney,1-231-647-9420,Lubbock,srkfergsqwtobqabtdjxevmrlqtdewzwxlfvxnkhevpewoymduojg,Wyzktekcjhajntzkgtwjpekrcmtnwxvmyiqvdengxbrmhihvrsmdftfrhfpduvesykudjbnesmhwrd,United States of America,14.0,U,456174.0,2.0,R,10.0
tjg13165,77320.0,JBJNBMADPVGAURIKSOQGRFTRV,,744.0,tjgcthmyua,1.0,Target,1-940-246-7026,Oxnard,ravqrqsilcncnejsltrqnh,lqirngozmb,United States of America,28.0,M,71759.0,3.0,R,6.0
OCT13166,2917811.0,hutbxqcivgpqhcztaljkkblxoh,,475.0,OCTOZPRYCTPMLKC,2.0,CH2M Hill,,Sandy,Hmwkhsfiucahemxxd,cnnbfw,United States of America,60.0,S,465340.0,1.0,O,9.0
Ods13167,3539125.0,FQXNPCDPRKCKWCXPPEWAFKRFF,,618.0,Odsvcbxki,5.0,Genzyme,1-848-485-3473,Flint,LKWRDIFGFTDGNUBMN,VNDAAGPDAJQRIGRCCWECHMPWITCSAPUVXMKQCPN,,66.0,W,206786.0,3.0,O,4.0
cqt13168,3599627.0,Bjadxrirzhcjgm,,315.0,cqtsaddujuqlpfctqh,2.0,ABM Industries,1-121-489-5725,Columbus,QOKXCTAPJLVAUUOLXXSIATODQGUOZMGCALDU,Vircvuoskkaefnvrnxgzckfnegfcewqbre,United States of America,82.0,M,369786.0,2.0,U,4.0
Chd13169,1457383.0,twpjxzhbwsohlosyatvojgpxugx,H,405.0,Chdpheqaqzhozbpmsbki,4.0,Applied Industrial Tech,1-129-256-8269,Casper,Vdgrsbhimygfukxjpklthorigcrvhdlxzensaqahsingwaqrbp,mahszktxfxpyybjsmlpgnwzppesd,United States of America,,D,157351.0,4.0,R,1.0
Dpd13170,2208833.0,sccwdplycylkkkxppbxg,F,511.0,Dpdwgiorgarjfilsocwgbtm,2.0,LSI,1-932-739-0978,Edmonton,FCRKESHLXV,,Canada,45.0,W,321804.0,2.0,O,0.0
Vxy13171,3276243.0,Vmbcvvqosyhyywhjwnxaauufuldrzx,P,754.0,Vxyiqxmygjvmnoagtisxgpyytlfj,5.0,Global Partners,1-127-907-9663,Grand Prairie,PBMAXTIISJKXC,Pyzoamlxkqrmhfqjtatclcsiichfavinwhlmpcqgzwemaxvjxzqqfbafktmsoev,United States of America,,D,32799.0,1.0,O,1.0
Wcf13172,847958.0,ZTOULOXXNTWCYTNKXOJSDVHSKGCVJU,,715.0,Wcfibv,4.0,Commercial Metals,1-558-311-0580,St. Petersburg,Nwgongbargrrncdnguragfjhqlnjqmqdvnotknehwiocfjpgqohkezqmh,,United States of America,64.0,M,405652.0,0.0,O,10.0
vdm13173,2884946.0,PDWLCIHTJPITZ,,481.0,vdmlzsrttg,0.0,Kinetic Concepts,1-795-802-2220,Santa Ana,Hptayomfgnjonec,cvknbushsalyxjxqsuqtqvkrztpjjykmkvnkorgicbirzlqfisvlum,Canada,56.0,D,393457.0,1.0,R,4.0
rfw13174,2002878.0,Lplywpk,X,802.0,rfwuambeoqaflfc,4.0,Newfield Exploration,1-419-406-4608,Washington,YLJHGOQPBQCDQHATZEHEOIPCUCADCILITFAENC,Ketxmiblqhkhzmzznhdlpvqsftpjofntwhoruftmwbldjvsetoivrclkofowtgkkvdsexsiywsrbwoz,United States of America,69.0,U,265467.0,1.0,O,8.0
Hcu13175,2729037.0,Srchfqvavredwfmfxlhigjszqfi,,700.0,Hcukrede,4.0,Saks,,Gary,Cddacpmuhaxitsknpwvvdlgfzcwvti,Gzjnupauealfoheviaoscckjxzzwtrzaytsv,,33.0,U,373495.0,3.0,O,
Cgf13176,3095911.0,Qpqsubnnltaqgqumiv,,,Cgfxwxwxdbpayv,2.0,BMC Software,1-914-317-4033,New Haven,Aocjqyt,Nedcpow,,19.0,M,291338.0,0.0,O,8.0
afm13177,2077164.0,Wybwvgus,,502.0,afmtcsrklv,4.0,StanCorp Financial,1-829-866-3775,Lowell,RUDGREKTNBVBTQXRMSVJCHMRDODGINQILBNU,AADGNBNRDNNVBVOLEVAKKOBFBCHNDGLWJZVKDYFYYDKNBAELROBZHIYGUFQKSZWRDSGUMZY,,,M,263039.0,4.0,O,10.0
NHS13178,2860182.0,ZREIVYTANVHYMTOFWS,,635.0,NHSKWVWOZUWHMIRJZHEYBIICNBOK,3.0,Delphi,1-538-021-4761,Tacoma,Eukittwjihxxqomeeyafwotlbqndvgmocesoqqu,Nciaqmihwwmbcfxkfoyvvsdssljafqcrxjo,United States of America,45.0,U,162100.0,3.0,O,5.0
uot13179,2927059.0,wublzitqvignalyvjz,,488.0,uotlendizlbutlmoefxg,5.0,R.R. Donnelley & Sons,1-570-239-6719,San Bernardino,FBVMQRRVCXSXOWNORTPOGCRSBMHAPTTRM,TMUFXXPIASGYCBIJJLGZDKGVSEJDEPMOJNIUVOTMPEJKTONXXTTEJTASAZBIPCAHSEBUOISXTM,,70.0,U,417723.0,2.0,O,5.0
Lwd13180,171782.0,ydfgjlxhvmpiovfdeslhxp,C,580.0,Lwdhmmlnpkgxnekm,1.0,Spectra Energy,1-873-851-6954,Garden Grove,Tsyznudzlmgfpksmmsqqojvgmhfwlkjkqqseactjvksyceygqgy,Gmwitffehmggwacnonvlftyyfbelatldqccswbfazgoy,United States of America,17.0,M,286409.0,2.0,R,1.0
Fqt13181,,Espkknw,I,796.0,Fqtbj,2.0,Nash-Finch,1-868-852-9003,San Francisco,VWVTMGCZUULSPLWAAPVXCQVQGTFRYYDFWQA,jmdmgk,United States of America,82.0,M,22910.0,0.0,O,
OLO13182,2947699.0,Kjewcexz,,313.0,OLOQBTKRKDKVDZBVQSPCBSYU,3.0,TRW Automotive Holdings,,New Orleans,Seidmc,MRXMGBAPNEZ,United States of America,19.0,U,225933.0,2.0,R,
MNF13183,1766624.0,Upurkcaguqjmdqizwyo,g,849.0,MNFLLEJIFRRMKKUITUORDEGRUDVC,1.0,Pentair,1-469-343-8923,Oceanside,vciisemitkalscczfctnksflgncqnkokxhbnoiocrwlezbbibjqvexxfesixvcouglx,Bavuawhgjivsloucxr,United States of America,62.0,M,396609.0,1.0,R,10.0
alt13184,566147.0,uvqwdnbmfxtiorhh,,,altoofrlohnaiqp,2.0,Schering-Plough,1-931-663-9608,Hialeah,AIGFOKNVJMCKICTKJHYSAWWUWJKSRXKXRSWAGALJYKYBJMNKLNHWY,Nxcabnqrvjirfoydfowjpmsrvlckakcualcnbhyalox,Canada,20.0,M,181310.0,5.0,U,2.0
WTS13185,2838858.0,Pudevrpkkexu,,,WTSUHNGBZSCTURQZUENWURBAQ,4.0,Hasbro,1-409-410-8688,San Jose,Krhjlqhurmsdftegqpnzeiqblljuaomiohjdywzkxaegxtnxgukcwsdgdonedh,HOEEWQGBDBCNUVLQLOOLZDNLPUDKNJNIKXULHFVPZXBJWXCAAVOODBREJJCWHGR,United States of America,9.0,M,279467.0,3.0,O,10.0
Mly13186,3548077.0,Vxateaaooolgozmqpdo,M,543.0,Mlymmrpn,,Xcel Energy,1-958-238-7048,Knoxville,ewwidcimkxkgqc,,Canada,82.0,W,299020.0,1.0,O,3.0
xse13187,1564850.0,Akytywglpfvisbkbc,,482.0,xsedfpfdckemwxwizxlaruwa,0.0,Bed Bath & Beyond,1-074-848-3718,Topeka,INRJTEMRTXXCHGXXWWCMFMQUZTSHEAZKQROVFNVYH,CWIODUGYHWEODTJXXCOSBEUMOCOYPXJCKXRHIVXUZQYM,United States of America,41.0,M,21267.0,1.0,O,1.0
IMW13188,2155564.0,hgejyoesgalbwcnsnhsrqimweutzjr,g,632.0,IMWXKUGBEJAKG,5.0,Sun Microsystems,1-757-832-3230,Peoria,,Pwskraninvnllazlopncuycmtljxscszpmqytlhglxrgjyncgzuiwfwspnptukjmqaowbcekjaywdui,,15.0,S,95092.0,4.0,O,3.0
gpz13189,3975605.0,Munznbngdlrrhtmycdugtomimhttcb,N,613.0,gpzzbvrwdhaohaaxrrrbebhxpz,4.0,Medical Mutual of Ohio,1-779-566-4023,Simi Valley,eteiyijoncxfsyl,tuloimaywraiuptkssjyvbvaiwskxbipzwzwsqsuohrwkpwkjconwtoeykagkjombqniurxisx,United States of America,35.0,M,203664.0,1.0,O,6.0
Ame13190,225520.0,Mjdjimn,q,629.0,Amemharhxdz,4.0,Texas Instruments,1-916-941-7217,Indianapolis,dzyjutdwralkarocnvavarjgmbspjoynrx,FGECMCUIAUGPFBRDHTFZJTAXMAUJZBCLAADGVAFMREUBZPJVAOGTSOIDXXLDJVOIXAAMZMJAPMYHOBZ,United States of America,2.0,S,321972.0,2.0,R,9.0
Llj13191,,sidknlictch,,,Lljqxzbakxkiqgxfo,5.0,Bed Bath & Beyond,1-656-133-2922,Tacoma,Zalchbsfgjqkorguhiajrbyzpzvrujshsoobbvehowgp,VXOUPRLGOSZKDZROOOHDPXMAIHJEEMXVBRRTYMVWOX,United States of America,83.0,M,94156.0,2.0,O,2.0
Cbm13192,452481.0,Klogeexseiynuz,,,Cbmvvabsqrrfuixodiwdniz,4.0,Ford Motor,1-675-283-8915,Little Rock,dedvuygllxmlophfowvkg,BBGWXAUWI,United States of America,52.0,U,334907.0,2.0,O,1.0
fvo13193,2145294.0,Ltphajbcrahsuwfnwqwuqock,b,576.0,fvojsztjksdmxstosdsdwutjrubf,1.0,Priceline.com,1-607-982-0727,Fargo,rusgvvnobfmthwkjqhccrpeogdwdmjduv,Geyxpznekyivqsjpxuzlbnsyoajkcevkttssqytitbllnaoytpyjgfz,,,D,190536.0,5.0,O,7.0
LHM13194,2113943.0,irikaepn,,535.0,LHMZXUIMA,2.0,Steelcase,1-712-708-5284,Stamford,VDGYFRXIEFQJYZWXQDPYCNOUMKLUZTZJCHCMGEXMFKOYVZBZKAYDJCZDWNLAVGKDCAAPJVFI,Fxlizaeisanausk,United States of America,62.0,S,214765.0,4.0,O,8.0
Mic13195,2724836.0,Mpvvbbffqnquuuyhtuiiwq,I,564.0,Miconlrszpjfsfbvwigjbspelmkk,4.0,,1-262-187-9170,Montgomery,Nsyddtvqbxkmgnvgmtxfietqyieufijuwohwskmxfpoipowqmbrsqyxcmuljemlkygkphcsxjdovjv,Aemntsbqjckyvnzxekakvrixpyekxyjgwiwykyalbpclilewapnuefxkvmhz,,29.0,,11854.0,3.0,O,2.0
KZG13196,162912.0,BNVIVMIRDKU,,692.0,KZGGRHRJLLAHYXKWQEWMHQ,0.0,BB&T Corp.,1-517-436-8618,Saint John,PBWQVEGXXMLEKUCXMIOFGPKWTVABBNKAYXGMFZPWVVR,Yvzwveolldmevcobhmrzvzafojezgvcc,United States of America,90.0,U,84263.0,5.0,U,10.0
