prospect_OwORF,prospect_NuCh,prospect_MarSta,prospect_AgID,prospect_Empl,prospect_Ge,prospect_NumCreCa,prospect_CrRat,prospect_FiN,prospect_Cou,prospect_AdL2,prospect_A,prospect_NuC,prospect_Ph,prospect_Ci,prospect_MidIni,prospect_PosC,prospect_AddrL1,prospect_LNa,prospect_St,prospect_NWor,prospect_Inc
U,5.0,M,XVC13329,Sovereign Bancorp,,7.0,604.0,PKMBFLEIG,United States of America,VFVYBWMVHJLGGIHQGXQNCFGWBPHALCRVIXSQDXVEJTIHSZTJIJZOBOQBRMTJFIMIUYKYXMOWRDFXQAQ,100.0,1.0,1-619-099-4890,Mobile,,Hpsabxc,Vopeutxnbsqojdjwmgtxmojknsoqhuqklkkqqkmiqo,XVCWACTIYXZPRCYPWINMJ,NE,3359850.0,252676.0
,2.0,M,Yoj13330,Virgin Media,,5.0,523.0,pqckealkbhk,United States of America,Qdozfdkxedtdmryehjloucsxomzydwbtjdkhdeuuypx,,5.0,1-479-553-2230,Halifax,o,Uqpbm,Asggzqjcgknqezgxevzqetlxnrcqvssoeelnrgcqyrcgqccdcoztufwq,Yojpefoojskooyiljqsttf,SC,2720565.0,270966.0
O,5.0,M,RUP13331,Dun & Bradstreet,,7.0,440.0,Vxnjlhpflnltgctynscbgkyalzptne,United States of America,DMTGWEXXQVXLECSHTDOHBOWFQRMILVBWGFVRECKKW,20.0,1.0,1-889-751-3110,Rochester,N,Tcynuaqpanv,NBSCTYJDBOAJDZWSZOYJVWVDUYREDFJMBRUPHMCIMGHMXNCJFGKZB,RUPPQYEXPFUIUI,PA,746033.0,241791.0
O,5.0,U,opz13332,United Services Automobile,,3.0,800.0,Gxcwaejkklqgqkucqiktsvtec,United States of America,Jphmtxfqejewdzhorhjpryeuxwfdtgjkpxqximpiwfoxfnseaahhwbpehffwbohtioundnoi,20.0,,1-870-249-6201,Minneapolis,,qrvrasw,TVDGPRPMQXDQCFROASL,opzwjnicxmcnuclekkmujtyohtqel,Ontario,1644198.0,203728.0
O,4.0,M,Ejl13333,Harsco,,6.0,453.0,NGFFXUBEGHGLUVQBH,United States of America,Vbayqssuoyifclbgdcbrbaitmoiwoqmobssreyepauwetxajbargngmnealxrgoypcqlgezvdv,51.0,1.0,1-812-145-7818,Salem,,EDDLLKXPXY,,Ejlhhvsoamsdpngdjgeouojqmx,Nova Scotia,2433474.0,381874.0
R,4.0,M,dsh13334,Hershey,m,5.0,753.0,Jddkalzlosepxecx,United States of America,JXXJMUSAWXRDPMAJUSCXYDSORKOUHWMPIRTHRZBVEIOGJEXMBJFEPFKXFJNXLORNVCQKV,66.0,2.0,1-918-240-8283,Santa Clara,Q,Btppu,,dshzqgdcvcoalbsf,OK,253844.0,272565.0
O,0.0,M,gmp13335,First American Corp.,m,,775.0,Vhocyote,United States of America,MMGIHXUUIOYQAFEDCFOBBJXGVBSMSDUZZE,89.0,4.0,1-847-007-3615,Wichita,z,UWAIUHDXU,Cgkwblhu,gmpabvzddhuxkevrl,Ontario,64519.0,204894.0
O,5.0,S,Wth13336,Solo Cup,,6.0,778.0,pcejxakvlxtlsswh,United States of America,Ipuxhzfisuikfsspphyqadjkelunmnnhllugzzihlbwkokvdoefdxxmydlesdjkttomabqphwva,15.0,1.0,1-273-931-8849,Spokane,,fwikqqlhi,Hsemknaoabsvxvbcedkqjcnmhmxjskadcxjaxsiwbzrvrskpurvmbryhtgurarbcespyowjcffhh,Wthjs,PA,598414.0,333852.0
O,3.0,M,Fib13337,Tyson Foods,f,6.0,520.0,Eqrktjuypilrgtfkgfvktxtpos,United States of America,,14.0,2.0,1-729-085-6870,Albuquerque,r,XTOQNNWH,pbsxhvzebggm,Fibrgvhlacrszdrfvwnpwwslbted,NJ,3226370.0,48703.0
O,3.0,S,GGU13338,Buildings Materials Corp.,f,5.0,827.0,Ohqaccacftjubtt,,kpnltuwdanbgotewpambhfkclpdjsqmaegccyzyuj,55.0,3.0,1-757-722-8461,Norfolk,m,XWVIZDIIKM,Hejclmucqdm,GGUGRPQWOCLCFFWHXPKUTDTOSC,MI,358781.0,260091.0
O,5.0,,kzu13339,Sentry Insurance Group,,7.0,661.0,VETYRVPVSOIBQPUDSC,United States of America,Lwfngsmccpadpaeaevxezfyuwpxcbryybeqtvolceimstumgchuzzxtewafbjjfddunjtjhpaddenhwr,86.0,2.0,1-484-181-9036,New Orleans,,Rueeca,Rlmtnrkgmmypicixrwztjqglaz,kzuzhwvmmfumplmixt,PA,1873831.0,21794.0
O,2.0,W,eyq13340,Advance Auto Parts,,6.0,310.0,ookpckorggkbbuytsmokgokujlcgnw,United States of America,Csvroaauujsdcpumlyfcijiardtnltfggdtkplh,68.0,3.0,1-742-962-2001,Laredo,F,NBGUODS,Jqawevlzspwu,eyqpqxauxuyodaifygubmvqssn,LA,626234.0,363193.0
O,3.0,M,Tca13341,Alpha Natural Resources,m,1.0,350.0,GJVTTUVJJBLZJLTFZG,United States of America,pmlrkracmoiv,10.0,3.0,1-879-424-6284,Cheyenne,,Kvafkjfnge,Ucjrcsgxfnngg,Tcaafafjnnfuxeedgivbucwuf,CA,843518.0,369519.0
O,3.0,M,ksg13342,Medco Health Solutions,f,3.0,434.0,Apcuuoyzlcxdtmtkoqbjfluwwcxvmu,United States of America,ckchwnwlgza,50.0,4.0,1-542-205-7502,San Francisco,e,stfanolwrxp,WPAWDVIWDWELBECLIJOJTNVWHPFRFRSAOVB,ksggwvvcmvhskqhqrsncjxox,NE,549065.0,365806.0
R,2.0,S,YAF13343,American Electric Power,M,4.0,735.0,Aedwlitpdjvt,,RLDFIJACQHLOWVHNXFAAVPKKETFDARKRPRTCMZTXXONLYKSVJTTFSBBVWEUYCOGS,67.0,5.0,1-848-198-8135,Durham,,VNUTPO,Bskoinocmrvxyulgbkjxjkynhhpljrrpjekfbpquacxrzrpgdzh,YAFFVBTWJLJJKUSZSVFHJXRDRQUV,VT,3384796.0,157902.0
O,0.0,U,Agy13344,DirecTV Group,,6.0,609.0,DCIMMOACYIIZ,Canada,Dgggaxaeiiwfcaovo,54.0,0.0,1-900-495-9209,Sandy,D,ujeyzxsimmid,wdjhcvivlumkhqheynhncmrjzdydmtxbalaewufbwjas,Agyymxsvahmjgjng,CT,793150.0,318463.0
R,1.0,S,ZVG13345,Harman International Ind.,m,0.0,405.0,xngjms,United States of America,Vummdmhbujbvyzzvdnfgnopgpgnexkxg,19.0,1.0,1-549-916-9929,Aurora,,Dyhvjia,nnymc,ZVGFEVPNHUCBKH,SD,1048082.0,166958.0
O,3.0,U,Qpx13346,Roper Industries,,6.0,838.0,Nkzgtuxnmhhtndapyohja,United States of America,,48.0,4.0,1-461-826-5108,Vancouver,,,,Qpxhwfgqjtiunfehqriiqqacdxmj,British Columbia,2537091.0,486577.0
U,0.0,U,Gtu13347,Ryland Group,,2.0,,Anjntguhuvvzpdpdvd,United States of America,Cokgvpoosxxosqqxftjbfnjutzqzjllfczcxb,62.0,4.0,1-827-263-8166,Newport News,s,WSSPKM,IYDFYFNLCQFBDTLFXPAFAMVBVMRTTJUV,Gtuqagjiyxjrlfoaldikfepols,British Columbia,3490055.0,161659.0
O,0.0,S,Sub13348,SAIC,,0.0,338.0,XLCFAZJPOAKCSXMUPTPFQEGFFEOTX,Canada,nclutzvufghzzvcxvsqcvqzstojqgwimgxuhcuvdhzetgoy,73.0,3.0,1-259-197-0305,Palmdale,,gzbelc,tauslktxpjbtbzxmpfdsursiqprzgnafgcxhjewzak,Subumifdtmxqhclsgrtawezsqjqyv,OK,1608362.0,137427.0
O,1.0,U,Bbp13349,Navistar International,F,10.0,379.0,Dxdxuybhaereobqcnoqm,United States of America,sfocqiwcgvvmynuttvawyqytphwhbnstnrsiebengnvvmga,69.0,0.0,1-638-796-3439,Frederick,,ZQWDVZH,cfwltofzlcvhymnawmvqohluxuudomspszinkcueln,Bbpljgugfrumtix,HI,1289122.0,235313.0
R,3.0,M,Hoa13350,Shaw Group,,10.0,490.0,gtggpjnzjismpdryryoond,United States of America,Luoapzmv,53.0,2.0,1-665-005-9897,Huntington Beach,i,Bfavkjcbhvb,vbrjfefhbicyvfbcgkwprfaojasjjcejjvvrpgtxtmwgjpezmmu,Hoandadkvfczxtvzzk,SD,2183732.0,339231.0
O,4.0,S,qzs13351,Beacon Roofing Supply,f,0.0,376.0,Vtgjknrttaziuutisefuhou,,Cacicfcdblqldstwsgrwdtupwpulqezwylagnyiyxvdpjujqojvnwhmsmtwcxhzouj,2.0,5.0,1-179-695-2168,Fullerton,,xhbxskj,,qzsnffvwa,WI,648748.0,399198.0
O,3.0,M,PQO13352,ENSCO International,f,5.0,762.0,rykjmatjwouoxznuftu,United States of America,OITKMSWGAFYSPEKTBOXVNBNLE,89.0,5.0,1-102-008-3392,St. Johns,,Jatiieihkp,Wrdqczwhdifvjgqqyjqsghylkplgmmr,PQOGATNSIPRVKGECRCEQWKQOIDU,AL,362205.0,262395.0
R,1.0,M,Wnu13353,Convergys,,6.0,316.0,Lbrhgyisioojncjyx,United States of America,Ojpootxbpithcujymrdqcotfdwcaaww,82.0,5.0,1-820-952-7781,Bellevue,,TKULUUHCYN,Ilkgdiqbkrpvoqkjtlvoahlkzjldduaeinkedqblaopsjtdgrmq,Wnuwzdemldxsbkapujxcxdmwjfg,OK,3458696.0,340377.0
O,1.0,M,Fuo13354,TRW Automotive Holdings,,8.0,422.0,HOFVFQBURXHVIQQAKDV,United States of America,Lbhkuhiimbmpesusrqxnhvozcukwkgubt,57.0,,1-375-585-8507,Fullerton,N,oancszpym,nhsrxkqqelitdsraofzketitcnnvkmbmjnvjlnrkgzan,Fuoxqcwwcteyggh,ND,1350822.0,331416.0
O,3.0,U,Yer13355,Land O'Lakes,M,9.0,689.0,OIFASAAHMAWDMAGCNXKGHGGK,United States of America,Llsdexzdirxoxpafnfmiyhnkhyntdgipdxpqwkxheybfnkkppkcxvxbhmrzixtqitavruocqurehomy,33.0,1.0,1-384-370-2066,Oshawa,,PUSTUFZYSP,AOOVTHWVCUOZTQBPEAPEOHXYLQISCTRELWOZWQEXDYN,Yerultdzapqrafqsmzwhmfts,IA,3823161.0,349824.0
O,2.0,D,Ohx13356,Domtar,,0.0,434.0,Dweouxjwqqubbugtxu,United States of America,nvrjqt,46.0,5.0,1-276-729-8464,San Bernardino,,,Nczsassfbeplkokibwichrwwyrufacfnbn,Ohxqnjpklzg,ME,1675641.0,60959.0
O,5.0,M,tov13357,Pacific Life,M,9.0,458.0,Thsfffo,United States of America,Xblqqpzyomekmw,46.0,1.0,1-705-456-8781,Eugene,,Trzbiebncbu,MTSGIABCHEPQDINVGESWIXYFFFNHYHO,tovrseekvdetgerqyjrdppplmht,Alberta,3757165.0,112793.0
O,3.0,D,lsb13358,eBay,,0.0,763.0,Eosseujmkpxmchuhohouiuxkj,United States of America,vphzigkbqfuwccjrtviwafkhl,45.0,1.0,1-639-734-7749,San Buenaventura,W,AJFGFVGDM,Pfdwzhqqigpypvgxelfcstgseqcahymndqudsqoyscuzjhxneyxhzahtafeuqlqwptrwldscb,lsbytddlptslkuuenzxpxi,VT,2836186.0,236397.0
O,4.0,M,taj13359,BMC Software,F,,816.0,hwvdwifgtwghxahiixgo,United States of America,HIEPIZGVWJGFQROGIRPMKJYTTASSQHYPQAWVZIXDWHMGAUETJCIZKOWLRUOSOGGUSUUKSMEESU,,4.0,1-806-219-8331,Fort Collins,j,RPKNOVALSKFI,Scwtxbkfzyag,tajjjaopn,KY,3789067.0,183171.0
U,4.0,S,qcz13360,Puget Energy,m,3.0,731.0,Qfdtnrswodhqapsjjoklkvdkqi,United States of America,Tzhnsyjfppmrzjouwkk,50.0,3.0,1-897-966-2354,Santa Rosa,G,Gftmhycuj,BTFHGQCEZUYMNYVWNCV,qczmmvpducbbda,ID,3823618.0,390375.0
O,5.0,U,Yrz13361,Holly,M,,595.0,Vwtvjueieva,United States of America,mwmnwmpsibmvynarpxvyxmgqezitikeavfostxlwokjruupljoatbdmyeuovpqwnfkaecjliem,46.0,4.0,1-983-658-4608,Dallas,B,Rreflir,ERTNQJHIYS,Yrzmtgvqsnrmbmmuqpowpfqs,CO,3697223.0,100336.0
O,5.0,U,Sus13362,Ingles Markets,M,9.0,732.0,caoueizvdbkcxkggbihryspmqpmsgf,United States of America,xbtjaxltbrxqnbfldrmokuimojkufdoxwygwuidmfspll,75.0,1.0,1-217-758-1131,Cincinnati,Q,Rbxmyybrcv,Suuhbswvbsnxer,Susrbmfavflycoqtkxhnqguidrmwjk,AR,3225259.0,14658.0
O,5.0,U,Qgz13363,McCormick,,5.0,568.0,Wvxghdxbv,Canada,qhycvrjhxkcmlppkbrycbgkzdlloudntcfovllayf,,0.0,1-993-790-8630,Tulsa,V,NTAYMED,Sxnpqdntefclrukdlkfkmqmblsluevwfjkkifvlzkewyjqefcflhubjpfpxufvhbfvdiysmg,Qgzusyptdjsay,SD,2303361.0,7124.0
R,5.0,M,BDA13364,Tellabs,,9.0,844.0,Ndcveb,Canada,Gjsfayybfzkgcunjxzmucocyxldtaawomwribxfq,51.0,1.0,1-815-683-4774,St. Johns,C,jxtiq,Dqwdmzfxrebkppbbadnxhnjjezveobdkvbaeojtownakwwquespzyoqlphavtouypdbmxxiao,BDAWKOHNUMTZ,MS,249878.0,329910.0
O,5.0,S,Sbf13365,Raytheon,,9.0,702.0,Zvupjvcxgo,Canada,Iyvjypcfjosfongmvthrxadqmukyvfncotfavgwdvlyrm,57.0,1.0,1-492-409-5837,Austin,,Oskvr,Clewirshjdwmmzdsbudakxbrestoplatsjesssuttrxfjzs,Sbffjr,DE,2082068.0,264203.0
O,0.0,,RCF13366,Massey Energy,F,4.0,,nkkxcle,United States of America,Sbxgzuthjngw,33.0,0.0,1-844-370-2961,Richmond,T,Gdjpmkauupcj,vupthyufgneyryiujcnhgawuewkmorkvxftinoqtonayzfzjxispkarsjlkffauisxyphkkjzcr,RCFBTJBINAEVBBBLFFXYMMMQTQS,SC,2208589.0,228938.0
O,4.0,M,Nxh13367,"Toys ""R"" Us",f,10.0,565.0,piyzoo,United States of America,Plmsovkkhjadsif,33.0,2.0,1-524-628-3861,Austin,S,Usslbvjqvlxt,Rditlxdygitmcqdhrbokmig,Nxhppmwyesqhwpgyoqqkoitijs,WY,1492441.0,491594.0
R,1.0,U,UXS13368,O'Reilly Automotive,,1.0,615.0,HYANHOTVDDNOBAHUKWNYX,United States of America,kvmcvgxdpcerogdnegavlpbqrahpngfufipmrxsstgdrmrip,88.0,5.0,1-226-019-8060,Huntington Beach,E,Hlwilbcaypix,uabmruoejdqowvvtegbyuloqjwavfq,UXSAAINRNBVQIKYMGDVSOYUKL,VT,3845994.0,71628.0
O,2.0,U,WOE13369,Cinemark Holdings,m,3.0,648.0,Yajfdotxhpowvuklvjkr,United States of America,Jacxxqmzdeededsbsfxgnbpwhuzfaxbtckzuzapvisqzdtc,69.0,4.0,1-687-161-3010,Charleston,R,Mefzlgvihjb,Cubuyjbyntqmfukecwhjddjnvmyxevolskuneabbraoxldigcvpexrwnpgmnokefoaag,WOEMAMSDHXBPGUAL,MO,3039054.0,46563.0
O,5.0,M,Noe13370,Priceline.com,F,3.0,416.0,Ntivebijgcckvxyvle,United States of America,CPSKZDFDBHUALRDSOWUHTGJDSORYMMSKNEUT,90.0,4.0,1-628-853-3357,Kansas City,,OLCWRMHZKV,Xfnwjrvonysghqzjitxdcgariqtxzpjibktlclyjuszeyszjwsmblkvhtteppvtfwyt,Noeqoutvgftnzgycle,OH,1588379.0,8641.0
O,,M,Zsi13371,Source Interlink Cos.,,9.0,629.0,Xgohllqwakbwoh,United States of America,Bjuycrnccvupjiaeroutobggflzoghabjroiaecioxpxkndotedzfzmlyiofmqpa,99.0,5.0,1-885-888-8635,West Valley,,Rkedjpttijoo,UTCZYNGNZIFXLTWUOSYMDTCXRDYLVYGQDEU,Zsiksrxmdmebngxtylzhgooyrene,WI,2417178.0,483217.0
U,1.0,M,SJM13372,Men's Wearhouse,,6.0,836.0,BBVXZVNGXJ,United States of America,bfrrnqaputesruudlmcobxgucntv,22.0,5.0,1-448-229-9207,Palmdale,,smmoe,eebfeognrwuqfjcjoui,SJMUCN,MS,2650526.0,435229.0
O,4.0,M,Gry13373,,m,2.0,467.0,LHTIIANWGWDFHXIDMW,United States of America,Jvabmvpglhjadswhfiqka,31.0,0.0,1-486-940-6841,Fairbanks,,IHHVUIIMSMUW,WBXEXGDCXOSDCJKCXDPBVKRSVZIZS,Gryyl,SD,3206805.0,76119.0
O,0.0,M,COX13374,Magellan Health Services,m,3.0,789.0,Pkitqoproknehqnirkqbfzevshwo,United States of America,Rvmrocymanfwofjhnqejtcvsfvbphfqftswenlgacxehrluqw,6.0,2.0,1-659-481-4849,Minneapolis,A,LCKJII,MUCMJJWADXWNP,COXXHKPOXBKKGHMFUMMPQVNZZOPX,Manitoba,3685584.0,291399.0
O,4.0,M,Ssj13375,Cracker Barrel Old Country,M,9.0,827.0,Mzrydtjwraruddpy,Canada,OETIVUFADYFDHXYVMEMMUPWKOWKYVQJOLBBJVDYMFKGKNWDMQGBMFIQEVNFMWPBSIOWPCJUOVCW,72.0,1.0,1-613-819-8161,Vancouver,,qsvfop,GRYFIOCAXUHZCUTLKTX,Ssjfhckbawgprqzslecbitnuc,ID,1658297.0,92459.0
O,2.0,S,SJV13376,Winn-Dixie Stores,M,4.0,452.0,xvshmsvndiatvfuh,United States of America,lgftcqyyrjroucuhmhligqyqepwjybenbwaijojfgaywzvyf,57.0,2.0,1-366-879-5441,Fort Lauderdale,,Oiclju,Jjncgrvpikcrrizbzaffqqnoyqhaqfesnguyxmelpiwnodnhtqiiynwwjtjcluacxpbxbt,SJVHDNDNXMUTVVPKVTMYRIUXEXDLUU,TN,1236802.0,336158.0
,5.0,M,cqh13377,TIAA-CREF,f,1.0,655.0,Ykryyqjfbjb,United States of America,Ekitccosrlslqgxgxjfoxupmgmhafvuucgmdgtl,4.0,1.0,1-198-804-7194,Regina,,csexvhyiuve,Idmfbkbhfhhbgwexqxkptlgshluwiyahapnnusynflidtkcxcsjasphtvvv,cqhtefxspflbbkdamvqqoznbs,CA,3232894.0,494412.0
O,4.0,M,Wfj13378,,F,2.0,521.0,Ramzqffai,,Izxloydufovvblsgxe,38.0,4.0,1-740-912-1382,Dover,s,Iwvava,,Wfjexdxtsesqfuknqduvsnxfvna,Manitoba,26822.0,302602.0
U,0.0,M,Fra13379,BearingPoint,m,7.0,420.0,zeexhnsdqgtugixs,Canada,Vvqydbwdhsaseecjwtaigwyevzayhkzfvxwfuhuidqeynhvomt,20.0,0.0,1-446-324-2547,Wichita,w,nrwrrufbybtf,ASSBAYLBGMBFNKZGJLRKOASHTSIBQQCNJQBQXGPAYR,Fraxp,Manitoba,1630569.0,494222.0
,3.0,M,Lsx13380,Weyerhaeuser,,7.0,335.0,Ylrcearfbroedbieoklmdenzcswx,United States of America,Lujyfgnseylmqdvsdtxtelhauxpcfy,22.0,1.0,1-474-113-1268,Denver,,AWPLH,jmrpvglnmzufmlhqulmccdzmkhcctuaxiyynaxjdijovlzuztbnvgahliykdramsgkkmmjkyiewg,Lsxgjvwtohzosauhniz,WV,,329266.0
O,4.0,S,Orq13381,Ferrellgas Partners,M,5.0,565.0,zddqcaevwofodjeshdowhtbijl,United States of America,Przmhyzzunmtazvslulkejqvqydrohqmneraojbxkjzbcayptwmszlfrcyslpeoeumqpbwdgfphslfo,81.0,5.0,1-874-351-7940,Louisville,G,Vaosgqsntav,ZCHDIRJECIMGPPSGGH,Orqmveinxeejtovxs,CT,3195999.0,354447.0
R,3.0,W,Mgm13382,BJ Services,,6.0,779.0,MLITEUBDRFTNMSNMRIEDUUUFKBG,United States of America,Pmaydloycyvjhffpxthfhfwhkmkxwwoycijcsivnydxcjoordscffaxiiaulagwunswdtrpilvbx,100.0,4.0,1-495-665-6827,Biloxi,,Tgzqiaujwggp,Qbczhettcinpzrymmobkplihfmeedlqal,Mgmatxd,MI,3553455.0,167267.0
O,2.0,S,Prv13383,,,2.0,488.0,Fadmtmkaxqspeezl,United States of America,Bqwkoipakjnikrymzvsfsutzcuteubieksyleuuakvecptrdptekzyfstowphhe,44.0,1.0,1-235-170-8142,Corpus Christi,B,VADVBBQ,LIZPLRYOKQ,Prvdqabwkuem,VA,509494.0,220486.0
R,4.0,M,gyt13384,Ashland,f,9.0,778.0,Yfkivbafneejng,United States of America,uuityaossjtvbsgydx,30.0,5.0,1-369-558-7545,Richmond,S,HJXFSIVPWUMK,npofrkxwealxljjcjyp,gytnukcebxydngfkk,MD,,116629.0
R,3.0,M,Jet13385,Belden,,2.0,377.0,rgkyr,United States of America,ygonyypwsuvvvihiasxrafiubecfcdgmtyhxrwlynfe,23.0,5.0,1-295-194-7736,Jackson,,Emwlp,Himkzwzfoomhcmihuqvwbwjovlrsstbbjvpgztxkarspwdtamu,Jetlmelvspljoinyq,MA,386006.0,282630.0
O,0.0,M,suw13386,Express Scripts,,7.0,813.0,bnomtohitqmw,United States of America,Xiveiadlfatwzhhnvxaj,26.0,4.0,1-645-782-4441,Syracuse,t,ETZCA,Agfbtfqkivonmx,suwckrajbvcpsabjfjkxocwhqw,NE,1370651.0,371263.0
O,2.0,M,wku13387,Land O'Lakes,,10.0,760.0,Xlqvbhwvksggqp,United States of America,exbycwpiaaaqoagrarsnbmllaxarfngqdsjhgmslzoqamobdpxxryoikagxycqjsccsetdivfwfh,3.0,2.0,1-216-849-6129,Little Rock,,WLNOSTV,Bghiwkstewcxxbavmuvomyalehyyokonzdpacnuxmfpvdvzkonvlbgmauxk,wkungmgnppi,AR,,175688.0
O,5.0,M,Rmr13388,Sealed Air,m,4.0,592.0,Uwtyrenhzyjarebi,United States of America,Gxjdxzyofarnerfdyfkapebhiehbxafaocmbowpipix,31.0,2.0,1-473-375-4650,Concord,F,Yahzkqxoyxq,siziuczlifbmxysgzaxxiu,Rmrxemsliwgyxsxnceocgnkelip,AR,1609839.0,302608.0
O,4.0,W,ddt13389,Delta Air Lines,,3.0,445.0,cfshkdyakiepfddjhxvy,United States of America,Msnqzgenlmgkvdvrncoiqderefmpuxsajedsckiirbcgl,79.0,1.0,1-697-301-1194,Rochester,,RZUCKCTDXI,Mnazaxgykzqwmitzxakkndajyzifgansrkegpravrrxlggnxlxlnswdksembpjaluwoslluaopj,ddtjavew,MO,,108647.0
O,4.0,D,JRL13390,Constellation Energy,,2.0,379.0,Lufuweccds,United States of America,YEEKSRCOTXCULSUTNURIRJCQQXGNZEQCWOAQDFRXUTJTDLIOTPYNWUAFGAAZ,28.0,4.0,1-313-704-1996,Rochester,B,SBOQGBFOPEB,Ixhvjnqwuyhjdnlrihgijviotthvsogbmwjpiwswrnorjejkpelpkfahvczhhwnhlsgklx,JRLWCLNSGYIRLOSSHSVZKDL,Saskatchewan,1721796.0,19981.0
O,1.0,M,Bfo13391,Amerco,M,3.0,532.0,XSNODSQUGEN,United States of America,drrrijzkwogelnrlxmrgvtwldvciwjhiskku,85.0,0.0,1-259-052-6744,Fremont,s,smujptierddj,Gzidbikyxwvbwnkgkrluovkdhtqdferkisgie,Bfofuykl,NM,2574915.0,205609.0
R,2.0,U,Oey13392,M&F Worldwide,M,,817.0,Xhcprxjmlb,Canada,Lvspybkolxqwblrwubvmhiazgorwxembgufobhdy,2.0,5.0,1-852-185-0965,Santa Rosa,A,fwusl,jcdxntovuibewhdhotyubudymuvtpkmblxzjivclcjrgvdicysegvhwzajzfmmybwddgacv,Oeyydhnvwxtoqeoqgusjqi,ME,2511005.0,462711.0
U,1.0,S,SCA13393,Plains Exploration,M,0.0,332.0,WXSRPJKAPGPZNDIETMSIHWSJSSTO,United States of America,,93.0,4.0,1-604-441-3147,Salt Lake City,,Nfrlqn,Yzubfpymrvchhhzgbizuwspag,SCANXGHUWEWFTQYLMXFT,OR,93460.0,203178.0
O,3.0,S,Xnq13394,Group 1 Automotive,M,4.0,563.0,Yeznbzzgsfrohfc,Canada,htlqgdzldphyuvjwcetnrwnemamqjflotkhfhne,82.0,0.0,,Nashua,P,EXTOQRFXZ,,Xnqyrdcjvxmrxsgqjkn,Ontario,3040224.0,22115.0
R,5.0,U,Pzo13395,AbitibiBowater,,10.0,498.0,XPCCUARBKZQGSBGVOERP,United States of America,eimusxaybdqgfolasghmisfgm,15.0,0.0,1-090-904-5607,San Francisco,e,Yztji,Abgxlwoheifwdnnfqwxbsusschirnmmwxklbaocosmqnvojcovebvxwz,Pzoyzubxtkfvuippcgdpf,NE,1436222.0,127226.0
O,4.0,M,Kgl13396,New Jersey Resources,f,8.0,555.0,yxuezsguxmfctsahnsnezhsdgopvet,United States of America,VIKALMPAHFNDIYNZKWLTKSKPLZNVLTYEOZUSXWMATMNHQZOKYFZEUBZT,91.0,4.0,1-148-241-1124,London,G,JASIPBCSU,Rouuopdjausdoqxpcisrxgiqebzzfhsuhhqaqjcqlgbsscprwhjxu,Kgljthvkoyfkjdcxg,NH,2449616.0,224927.0
,2.0,M,klm13397,Zimmer Holdings,,,654.0,Uhpciixkg,United States of America,twdeqwvcgdmxrhiwtjc,41.0,4.0,1-660-380-8759,Fayetteville,O,DEBEGNFQ,Xnargulyiwwqklukpslwinfqoyzfhblulvxhppzclg,klmbyncfioengqeiz,WI,3605944.0,451825.0
O,5.0,D,Jax13398,Great Atlantic & Pacific Tea,F,0.0,565.0,ooevko,United States of America,Pyhlwufayscfvdoqxnlzxammm,33.0,5.0,1-384-402-1415,Lafayette,S,QVEBOPVQQ,BGEUYPCSNLLAMLCTUGOOTPYDQLHKODANSVHXRNIOHKZMVAOSQYZOOPCUTYMJDPVOEPGBBFIHB,Jaxpaxfskqojzrwcjklrbfrdgpqttg,Prince Edward Island,3394119.0,307321.0
O,4.0,M,njf13399,Valassis Communications,F,1.0,655.0,oblwnpxxqxgssnotyabhydxxaf,United States of America,Ryzydioywcam,87.0,4.0,1-604-532-5809,Montgomery,g,LAJKXA,OOAJDQYMG,njfxdxbiaywlvstqvgjdfgvaqijiq,WA,1881401.0,423890.0
R,3.0,M,Zop13400,AMC Entertainment,,4.0,482.0,Ziaukga,United States of America,Ilbyglsxelrvbgjqvhi,3.0,4.0,1-532-039-7354,Philadelphia,,hxgiakwax,votlfjawbcasrmpzeikhgihhlqsllsywgemxnxezzyslrthqbpivlgiavafrhjobihcijeelfna,Zopfbkbssibr,Saskatchewan,245470.0,116423.0
O,4.0,M,GLJ13401,Motorola,f,,717.0,hdtdjmwfroklyxfl,United States of America,Skpsozqpxlmluklvessltsgkvqj,13.0,4.0,1-646-023-5699,Boise,,ODYWPWJAGUZR,yiexiygyzvtmpmxddnwnv,GLJAGOOLAEWAFEKTAMQQVKOIHO,Saskatchewan,152152.0,13303.0
O,2.0,U,FYF13402,Capital One Financial,,8.0,655.0,Htvvjlrvefoayzetytelcge,Canada,vkfcgnfkahhupztecdxwqgwidntlnhhcqkmqpueivleucc,92.0,0.0,1-164-229-5432,Hayward,,Bhgeqldm,,FYFTQMGMGOOWWMTHFBGTBDM,MS,,482538.0
O,2.0,U,Jmi13403,Fidelity National Financial,,0.0,429.0,tfbfbjbmsmgcwtqwpshcjnyoahqinf,United States of America,Ebchfglxlpucxajxsauzaudyvtjgrunyepawphbtplebdgjvxsveacnevxagepnosxtfszxmkfvcx,28.0,2.0,1-719-532-9288,Salt Lake City,,Qitpmrtey,jdnadafgl,Jmihumtmtaavzyba,Alberta,841653.0,140683.0
O,3.0,W,Atb13404,KAR Holdings,F,10.0,398.0,OAOVRBDTRQUKFT,Canada,HJKQLONZSISONGUVLJO,47.0,,,Winnipeg,,upfhfefybatk,Keznkuizulukwjuftqflikcoxvxm,Atbzf,RI,3448653.0,329852.0
