prospect_AddrL1,prospect_MaSt,prospect_Co,prospect_MidIn,prospect_OwOReF,prospect_Em,prospect_NumC,prospect_PoCo,prospect_NumChi,prospect_In,prospect_LaNa,prospect_A,prospect_AgeID,prospect_AdLi2,prospect_C,prospect_St,prospect_FiN,prospect_NeWo,prospect_CreRat,prospect_NuCreCar,prospect_Gen,prospect_Ph
bimhgoqznolzenggwzxtisnxylskcjxfwygvzfmhjgr,M,United States of America,,R,Airtran Holdings,2.0,tvqwjvbpxv,3.0,280817.0,ANSRLXEJYRVRACJQOBXKC,20.0,ANS14142,CXBVFFEWQNMEF,Salinas,SC,Yduvutrqljsnnotsj,1692318.0,451.0,0.0,,1-603-645-5490
Oezrwljdzjeorirpmhwonuillljxewjnnosvolrzwxiuhzqhoztkwcxqzramnerewjyebyizlpnpe,W,Canada,y,O,Westar Energy,1.0,Ddkesvdub,3.0,220.0,Tqqevfvnumvowxmqjzs,97.0,Tqq14143,Iawkfderffwhxecskbffrlodsmudymtfxlrffukpdiqrhfzmmecfcxkzjwiqwdec,Anaheim,LA,Uozzf,3041568.0,584.0,2.0,M,
Rpxtzzozdmjqlhfhzkwmdyipjccnhvwticvzckpxoneqejzufodynrctxhmbuavbynquxiduyba,M,United States of America,a,R,Edison International,1.0,,3.0,21134.0,hnwljaaptvbgaerenhypua,97.0,hnw14144,Mthzrsavv,Flint,IN,Jzsmpo,1624471.0,548.0,0.0,M,1-240-515-1059
YPVRCSNYEXHDLPOBNHJVHSNJSVVNKPSAU,,United States of America,i,O,CSX,4.0,CUCRE,2.0,262332.0,DWUZGR,95.0,DWU14145,Jcnghevgdknxrrvcdlgaspweeqowftgxtrwllhfmsumxfunenwgkafjfunulabosyyzkanswyekbyh,Durham,WI,ouzjpkw,,372.0,1.0,f,1-211-080-4392
,M,United States of America,G,O,Prudential Financial,2.0,jdbdhg,3.0,498706.0,avempywhnvnhvnsdpov,2.0,ave14146,Kspejlzilzjsjvuomhbyaqgzxosftnpswmsjlblgvtxveugesercafrqjbsmevwkolavfvsencdei,Lubbock,New Brunswick,wkiqfznrib,1052293.0,331.0,4.0,M,1-800-031-4588
Cdgvl,W,United States of America,d,O,Spectrum Brands,2.0,Auhqmnc,4.0,156503.0,Xkivognawsuzqtkglur,45.0,Xki14147,Kwxvayccdxwbgghjdqlniiepvcvguuxwoniwrrbfufyblvqys,Garland,MT,Ygponjvpdu,616825.0,777.0,2.0,,1-448-505-2155
Cxszqjfboxatiwcglxwjeufxzdmchlohqycjzjofdiahfmqqdpjfpb,U,United States of America,,O,Apollo Group,3.0,Kguniqwnq,2.0,195780.0,Bokdfmmate,86.0,Bok14148,eeopmtvgl,Salinas,ND,Bpxccidganvvcw,1998704.0,649.0,8.0,,1-702-679-7275
Mdclhxtqrbawwjkbnbiywefiosbudduairnxjmokrfidcjqaksgxpifbwqtehflzlwjsseecgaog,M,Canada,c,O,Targa Resources,4.0,kbtrchx,2.0,270793.0,Ipqdelothbtbbdamau,95.0,Ipq14149,Lixytyehuibuksbvymrxrfooolagmzunmkvujqiai,Vallejo,TN,Dazcnxhouuv,557646.0,343.0,8.0,m,1-434-705-3876
acqdekgrsl,S,United States of America,U,O,Cephalon,5.0,Uzbsqkoi,,37636.0,kfzpguogihxrsgos,31.0,kfz14150,wipzwrapvezrkkfzsxwmvuprhxf,Jackson,UT,VPBODWEYSPFWXDZGALNOA,1317280.0,613.0,10.0,,1-371-598-4003
OEMGTWFMOJBVAHVELQPCKUEALMAKFIDBXANTHFVPMLINLEMPSKCJOMIXWXWQAMODRU,M,United States of America,,O,Itron,,fynjggmihg,0.0,192118.0,Weqxoxeqil,36.0,Weq14151,WQAFY,Charlotte,OR,IIMUGQDSYJ,1223790.0,341.0,2.0,,
Enfamukajefjrjrfyfu,U,,r,O,Acuity Brands,1.0,Sapzbiicfrn,4.0,109648.0,UZKYNMXWP,72.0,UZK14152,IYRVBISCWZKSGHAQGOHCRVKKSRMABOBFCDDCSDTSJFKEOPRTSSKE,Tucson,SD,Vngrit,900737.0,777.0,,,1-382-426-5222
rkycazinev,W,United States of America,,O,Nalco Holding,3.0,Dqvfeqozcpgv,1.0,,BXGSDPGGMXIFFBQ,16.0,BXG14153,Tytungpmlsmoeafbwdjvlzouttgwznuwjmsudnsbhcktfvfrgeztodcxfebu,Berkeley,CT,SXTZRZQTDSCXNNXECLWHZCXLV,3568897.0,434.0,0.0,,1-369-029-3774
Azxhpvbacfbhucrqpvwavwarindblcihttxx,U,United States of America,,O,Consolidated Edison,,wuhizjohbzj,2.0,113453.0,Tcssskrqwdqoswqgskpkuuaobfq,49.0,Tcs14154,DACLUUQEALQMOHBQURIKDOY,Anchorage,TN,Ysmfkedkhcrxehpja,185453.0,348.0,10.0,,1-957-427-7232
vkxajademhsgjypullaeucwortkbgmcryfcidyxuyexusuns,U,United States of America,,R,Covance,4.0,,3.0,469141.0,JULAM,,JUL14155,,Lancaster,HI,Mucgelrmliobhkcasxwzmo,1418830.0,720.0,4.0,f,1-591-405-8493
Fofrqkzmqkfkwsdjnypdchyjhmwqbjdigycdirbvaomuheasxwblhtve,U,United States of America,z,O,Ball,1.0,Ztsbbvhshnid,2.0,471784.0,Rvxlgxjphqwiruxycg,51.0,Rvx14156,Odprtbwlupdmwgpcfrqlkukaxpi,Allentown,Newfoundland,lnqjzpxacdlefeophsxkmbolgpsu,3468326.0,561.0,6.0,F,1-072-724-9136
avthpbeidhxfnoibouxycv,W,United States of America,,O,CBS,3.0,FTPNLNKXG,3.0,475364.0,SHDHDMOKPSIHXTGBIIPVMJKDTI,64.0,SHD14157,dygjajqespvopllcphqpydolcyetxefjajpmwshwwqtstgntpllhuioaqjqdhuoqttrnav,McAllen,OH,Xulqolnqzhticy,2463251.0,547.0,2.0,,1-052-808-5260
Fnevbhrxebcwgfndizg,U,Canada,l,O,Arch Coal,3.0,Etyrinfjpr,4.0,242308.0,Naxrribxkdmrmxef,24.0,Nax14158,Pbkgdcqklrqbflpimgwrmgwbyqchbsz,Glendale,NV,sxljvvukoauu,2378661.0,345.0,5.0,,1-673-046-8498
Yqbsxwd,D,United States of America,a,O,Navistar International,1.0,IBSIMSVQ,0.0,374874.0,VVFECDRBECXACUWUG,68.0,VVF14159,Bisfixmfglvvzejeddpvuapbontrkucvmsxgbeloktrfmaxsxuycddmnnfx,Little Rock,TN,Dgnsfmvfveusydf,3880240.0,495.0,5.0,F,1-420-469-0723
ngrhmwidpeikqjtsmqsggubgseivgqllbrjpzxfowmrucviyccawodwtgizivpbzujvorjltjo,U,United States of America,,O,Chevron,5.0,Jswtbar,4.0,19483.0,ASEBXQJXSOPGRCQHMJWNZNRQBUZF,36.0,ASE14160,Ozlrmzpjsvepsjxztfcitfvkubzrvqwxtncikszrylkxdsuwuwlfbdrfitu,Fort Worth,IL,ymmpbhhbmivfrxwwkusrypodgm,2358187.0,366.0,8.0,,1-732-213-8449
Embblrhrpmotsgptsoaujjwepbydcrbczibkexompdvnpqrnwegnlzk,U,United States of America,d,U,VWR Funding,3.0,MOAQJ,4.0,373805.0,Tqijpeuqjpowpml,23.0,Tqi14161,dckoymyhyivrgfcfsqnnnvplvcjxgjfjxctkabyhctefdgdbhnqdywitkhu,Paterson,RI,olnplhsoig,1574690.0,564.0,4.0,,1-912-657-2015
Pqzjtcqsrjzouguwmdfsgeynmbedcdmsrkfzipnebiwydexte,D,United States of America,,R,Kindred Healthcare,1.0,AMUANKGBRRZO,5.0,478489.0,ZIDVJRRMLSBCCNGPG,87.0,ZID14162,Sxxygjpsbmruvfzcdznndbbsoxwhukpdeqpubhxfgugulmcrbanknxopowxlun,Edmonton,Saskatchewan,olaftrrq,3497837.0,,1.0,M,1-315-430-3809
Ngmohoarxbldbdxchdymqkfayfpqbjazvfpmkrivauhh,M,Canada,,O,Lennox International,5.0,SAOUD,4.0,35061.0,nkidwl,77.0,nki14163,JVLFSQRQMAQCCWIHNUWKUNAHCOZWSQUGNKASYUUVQOHEIWRWTSXCIKKBKMZAEHKSSIW,Lexington,AL,glgoaubunplmheep,3496962.0,597.0,1.0,F,1-563-935-0116
JHIPWMGOIOFCMDI,M,,F,O,Mutual Life Insurance,0.0,WEWOZ,2.0,315463.0,Sjogrkszlibobvcbsmxoayft,90.0,Sjo14164,Bkcwywbmyfnoisrjbmnvvhffiggbskbohsshtyeemimtgiihb,Calgary,KS,yylyzjlbbzzuigcygrph,1021762.0,651.0,6.0,,1-865-960-1836
Holuyejp,U,Canada,,R,Newfield Exploration,5.0,Zgyecgnnbpmi,3.0,204678.0,Eybyvtikaw,29.0,Eyb14165,Tzpaiksnmaycnqxac,Chandler,NM,THTZOWCDUYPNLTMXJSMQBT,1255970.0,650.0,10.0,,
,,United States of America,T,O,MeadWestvaco,5.0,OQDRHYE,2.0,69237.0,Jkudsihtzndkwnrntljyuzp,92.0,Jku14166,Kqcscdmffbphhcipighuaoodlbqwqswslhdyahzgcksn,Independence,NY,IJALTZSFHADFQVEOQRVJEISWBE,256534.0,434.0,3.0,M,1-939-805-4959
Fuxqdsrsjdrbpjtjnnqkekw,M,United States of America,Q,O,Systemax,2.0,Cknjuw,5.0,,Pnvebxrdtxayjz,20.0,Pnv14167,Vkyifprhjvfrpmuetjfoivkgrjkcsn,Pembroke Pines,MS,quxsdosbfemwbsbnaooiqmf,1940841.0,718.0,5.0,m,1-559-250-7287
Hwgeleuwmiwpstklkbsqequkgcpdhkhmxtkxkmgwejlmsbgtmiedgx,M,United States of America,,R,Ingram Micro,,Vagrrrrjvvr,4.0,258401.0,Mkrll,97.0,Mkr14168,,Tucson,Prince Edward Island,Kvdnnuutdsostvegcrt,1688750.0,653.0,1.0,,1-284-865-6946
Smznuerlntrfhumooshszciqzyonmglcumbplhmmjatdfrzagpvigklkwfdxaxp,M,United States of America,,O,RPM International,1.0,Llpto,5.0,245949.0,HVKWVIBFJXDFPBSKEQTPSFYEEEVDE,89.0,HVK14169,Ufhyjqlypgraexqzshgnivlbnshkozkovvedihbvdpsdkjcqgtqbzrpnqgiumwd,Miami,AR,Qljfzeomf,3564379.0,451.0,6.0,,1-751-676-8648
VDPSBTDCGZSYAQ,,Canada,,U,Dollar Tree,0.0,Bxtlsh,3.0,452063.0,Uesmeofqmcheeuxsipexvcobbfxkwv,66.0,Ues14170,JARPFLQNVDRHLBUYGIDCKHEIUCNDVFFGHFCLSJ,Memphis,NH,fgmtmfhpef,288581.0,474.0,10.0,,1-233-578-3884
Ojftmzujjpfrjukvvewcalaljcnispfjdmr,U,United States of America,D,O,Eli Lilly,5.0,onlljnjksnaj,2.0,388929.0,PZRCVMVPXVMUHXVETPIIGPPODWCWD,23.0,PZR14171,Uxjlmbmhqlheemxtxpzucyjgkfgqhlfdjdijycgdcxnxvpudznamdxicogctle,Moreno Valley,MA,Sgfiwauonvwteu,39155.0,639.0,0.0,,1-486-451-9219
rzisgbfvjdcutktwqwilxmcfdsvcfywrrqjqsdrqbslicxgldlaimcqr,M,United States of America,,O,LifePoint Hospitals,,Ttbxulroobnd,4.0,354421.0,Mpagxdhohcvsnpwqbmbjnvscylp,68.0,Mpa14172,ksdpuxifpgvjoomwugobvwbjzgzhbskpagpafexidhanwrppmikbcdteouhczrq,Irvine,ID,Mbicorlubc,356125.0,685.0,8.0,,1-164-320-0476
RCVQVHZQOGVFZFYMZYCHQWKOS,S,United States of America,,O,Constellation Energy,2.0,,3.0,377631.0,Txxragxej,39.0,Txx14173,VKIFMGCKUJWWRUKSVVTFRZ,Salt Lake City,SC,Rsbjdpxhulotwvfae,1154201.0,649.0,9.0,,1-288-712-8602
Gtvghigwdnervmwoahbwhsflbgofprmecguhsqpnxypgsszpwmjjjeqanvdckaetxtr,M,Canada,,U,ManTech International,1.0,nkbgzywh,3.0,198260.0,Vsqchavmpqlwpvmuso,59.0,Vsq14174,Kvdgchmddpqzbpnrf,Jersey City,LA,Fxdvjsosvjz,3464091.0,531.0,5.0,F,1-325-824-9671
TOQSJXZTYAMHOYKMDLLYREELVKPRRMXUYJDRZYBEYEHXJCERDFUUECIEPBKMEGNYRWKV,W,United States of America,d,U,CommScope,5.0,NBQWHANET,4.0,160026.0,zissqjcp,84.0,zis14175,Zvdmcsaascaricmxmusojnkaslcub,Chandler,DE,Fbfbjqqskewgwocvjnwvlgjmqqba,2912440.0,838.0,6.0,m,1-602-111-3672
sfppcypinldvanjvvcqkomlfucipxhgxnevqhihoscfegypornrtxmshuzojiphkowsowzmgpvu,W,United States of America,D,U,Expedia,2.0,JGFXCZTGXA,2.0,253863.0,Sdfvzmlfvmhhidqtgdqpub,32.0,Sdf14176,Sthiwcgrmvnlwipowxmgpckoxsjpajfouirwehbjcehxlwipmnbtexfkqbjgpcadpwnoccchk,Lewiston,Saskatchewan,gdxqiiwgqljvyjdxplgl,1832149.0,596.0,4.0,,1-727-193-3984
Pegtxgirqnwvxnusvthsjunflhxquljaveeuhaeluevgdef,M,United States of America,D,O,Southwest Gas,3.0,qwsvitg,0.0,495574.0,ANEQVYSQOTRKLEQSTBL,90.0,ANE14177,aqswxgyzyviqpnfvnsl,Charlotte,WY,Wsaxwdouispumdjcz,2860424.0,,3.0,f,1-638-470-9765
Maeifskfgconkgmvjvesgbxrxmnojhkfvbmwxpangseadbnluf,W,United States of America,Y,R,Biomet,3.0,yhxanzb,5.0,147928.0,Ayctdgm,93.0,Ayc14178,plohylwzfob,Albuquerque,NJ,Rnzpykdjalsprf,158334.0,795.0,3.0,M,1-828-090-4159
Tqkljwilwucwzvduqejxfvuizmsafgiecsoudvhcqcoxrfdbwowcpumkzeylgiiejc,U,Canada,x,R,Applied Industrial Tech,5.0,,4.0,300862.0,FFLIQOYYTJKDXIJWERF,56.0,FFL14179,JLEVFJPFBDSRNHMBYLNTETNUHCADKFZDGQLUGGCWTHVQHVWCEDKKICYNEEHORGF,Vancouver,TX,CDIWZXRVKBOIRGMAMKHN,2391666.0,447.0,10.0,,1-525-921-3253
XMZWQGHXESSFMPEKLKIP,M,Canada,,R,,2.0,ijelnbbb,0.0,432840.0,YKJRAWEVCEP,77.0,YKJ14180,Jteehinxjzjtxybxxbjpskciwrokbsidvtzrkuph,Naperville,TX,Gwvvrrjp,827138.0,460.0,8.0,m,1-605-084-1644
SIOCWRTPJCYASZHBIXOXJBRARFRZOGTKUB,U,Canada,,U,Anixter International,1.0,Qwtyifg,3.0,276239.0,AQMONMDDAAVE,62.0,AQM14181,Leymcpzbthkzqvhtuejbxfivqbohtlfkpacmaueyrnlenahcwrtqcuiqsnafhlvdyxrqmpkd,Lexington,VT,CUURMLRPWMQ,3180451.0,837.0,1.0,F,1-057-528-9684
Zjqazbbvzkvusyuinxucpgwcntqxguvtacnndsycpvtjp,,United States of America,M,,Benchmark Electronics,0.0,hcuhm,2.0,,Zcckfukewdhfqxka,54.0,Zcc14182,HPVZOFNFMKOHDFIKRKGCL,Charleston,MO,Lncqn,2034019.0,546.0,,,1-642-523-7136
grqfbav,U,United States of America,,R,Ford Motor,5.0,Oespguc,3.0,342416.0,Igavhiccsovuhhjhkm,47.0,Iga14183,pqfplpdrpscaxfpoevhfetietovuexbpcfhwancvvw,Buffalo,RI,xpudc,,542.0,6.0,,1-113-597-7777
MELNHFHBHOPRYZTTQVEYGHIBBNYXDPQNTWR,D,United States of America,H,O,Halliburton,0.0,usaqz,1.0,,Zzickkkeqan,100.0,Zzi14184,XIBJPWVTBIASPSENFDXYCYXC,Cedar Rapids,GA,Dqvuaecewnsllftsckxknc,3932513.0,717.0,7.0,,1-964-360-5012
Htoqkpurxqmw,M,United States of America,M,O,FreeportMcMoRan Copper & Gold,2.0,mdncddxuw,,50135.0,Kgujvpekrjttaogn,,Kgu14185,SSWVSXYZMFLMLXQUGDCOKDSTSCFV,Sydney,OK,MYOUGABDOVI,47742.0,523.0,6.0,,1-766-008-8296
iudzavgjeuegggeekvw,M,Canada,J,O,Annaly Capital Management,1.0,Pouwemythfx,0.0,481814.0,xhewzyasylwtan,12.0,xhe14186,Hwfrgigmxovxeduwizxqykcqwdss,Columbia,KS,Llnpwurgwgddxley,861502.0,625.0,2.0,,1-249-796-3368
JUFBSCSOQDRLTCWYRZTXSLOVAYMSBXHEZBOXCDCUFNNXQZHDGMKIJU,M,United States of America,d,R,Graham Packaging,3.0,Aszncceqzig,3.0,450582.0,Duugt,93.0,Duu14187,BBYPGANHYSRXEXRYBZJMBFT,Albuquerque,MS,VLYJAKCHOQDBYBEWUPELYUXN,3949136.0,687.0,4.0,,1-922-758-6085
QHSEKDHHTRBGYRYGCBMKDOWIZTIGQAIPCQI,M,United States of America,V,,Metals USA Holdings,2.0,Vrtirnbgpl,3.0,5303.0,VHDMRFMMOEIWLFBRMALCNOPJD,,VHD14188,,Windsor,TX,uuxhblxnpajinjrokudslfdhfgzuab,1109813.0,759.0,2.0,,1-303-530-2243
Cdake,U,United States of America,,O,U.S. Bancorp,0.0,Ftcyvink,3.0,371076.0,Qkfpkjuhfpqatfsv,30.0,Qkf14189,Jdrcnsovrzuxkmwuefewqtafjdbnwdkpepjzzwnkxppk,Frederick,New Brunswick,DNSEVRTHMEGMFTTLRCNUGRDKGZO,3125796.0,666.0,4.0,,1-569-869-5904
,M,,,O,Computer Sciences,1.0,ATLEOX,0.0,213149.0,jvbcmbvp,87.0,jvb14190,ROPPBFNLEBWLJC,Knoxville,VA,YBEAUGXITZZJBMJ,88835.0,300.0,3.0,,
nhqoibpjvolnrfqmaqebpzvekugsacosxttjrvvjnajizelrukdismyno,U,Canada,,O,PPL,1.0,Swryqckdhqo,4.0,121682.0,bzsicbkkufaqpng,74.0,bzs14191,Zipblbmxartnjhlgredccayxsgitlyujvhykfnsdaqqhynxdjhoewoyudcgwjvafugwe,Las Vegas,MT,jnakreept,37220.0,487.0,1.0,F,1-002-687-3335
ypypjaiddejeucfogvowgpjkrjsmkgxyqylhhxbrla,S,United States of America,n,O,Mattel,0.0,CUFUZMYB,1.0,400033.0,jvkorsjsbueq,21.0,jvk14192,Eoeoczbpbgqihbaqcwhgscluhsejzeuliplkuvsoergifqxymuwumcpuimapyrgv,Montgomery,KY,Xxenbjxetczmylnkwdu,1740592.0,336.0,10.0,M,1-797-200-6406
Ikrwcmxlraxgbjdiwkhsrqiquwfbgaaopjvucfqorwmmaffjghyitzei,D,United States of America,F,O,Southwest Airlines,1.0,hpyvacrx,5.0,383276.0,Kdugijesroigutortudeztuxklkm,,Kdu14193,MOEHJRTNITAOCUPWXGPOZGPJMYJQVJJHADLXDBGLOUPHRKDJDTADOGSTSDHD,Louisville,ND,Dtuwxrql,449787.0,476.0,7.0,M,1-863-418-5969
Ijojizrewqzqpkusrxlquqfpdtaymidbauvvoknemdravamfzjqmtvkjcgvfdrsppz,S,United States of America,,O,Cigna,1.0,pduktozpeb,2.0,59413.0,Gxhqpusjtbbhhnyupyqzlraebop,99.0,Gxh14194,Zcmwfepmoxmwrwgijxrra,Garland,LA,Hsypp,3626042.0,,6.0,,1-369-827-0324
Veidqtmlfbsoqdjeihkstmbnqwqwavauzoc,M,Canada,g,O,Warnaco Group,0.0,QEQREVCOAHW,4.0,495880.0,asahbdeepnotfvsdckhlccsuqygbw,14.0,asa14195,teehkvuyzuvisadfurvxatlcbamzqaehmfavwhddnkefhlwqhvmuiergxo,Thousand Oaks,LA,Ewpfw,1796405.0,637.0,1.0,,1-964-808-2199
iteuaycdzijgvtntwvnuzkgsts,S,United States of America,,R,Unisys,0.0,Ccbtkgdllwj,4.0,77282.0,QZRXMUZBTUYNPJQBW,46.0,QZR14196,wqfmwjidrjutfdizzkdooczklxxkacbgbuwllytvgkuujhownyujewbgpw,Las Cruces,MS,Mmwdgdgnpbmuuscuckjsulr,2434780.0,538.0,10.0,M,1-455-805-5083
Uepfpursaxhleaqfojbpxkfwya,,United States of America,o,R,Viacom,3.0,Hcvntln,4.0,392776.0,Mgbscvvvfhuxrbqsdqalbuhportk,99.0,Mgb14197,Iaxsriwffgzvhrjtezwqrngvppvoibnzfibs,Windsor,CO,Vvhikzjvgwcyrajwxrdyaidwqippv,1859130.0,,9.0,f,1-328-430-9726
Mngoxazccxydzxhkvyjswhpahloyyzhbuhbcc,S,,,O,Computer Sciences,5.0,iqpiukuccxle,0.0,315141.0,Ddcgfrwpfcqloiqzscejncgmr,93.0,Ddc14198,Cjputmzztdcjtlqdhduhrki,Billings,WV,bzleak,654196.0,829.0,4.0,F,1-612-934-1844
Rblocdqpfdgnsjcukjbxrmpwxsmos,U,United States of America,N,O,Sonic Automotive,0.0,POSXTRTRLJKH,5.0,236459.0,UQSKXXPJCIKREOYJSTZ,87.0,UQS14199,qhivorknwnxwxbpjjylxhrrtamvegpe,Austin,MO,Irjbbrnupyovpgoozqe,1787225.0,778.0,8.0,f,1-712-666-2181
YIKOUZRCGLPHIEGEFLKOAYDEPEVSNR,U,United States of America,,O,Hudson City Bancorp,2.0,zfgxjvc,4.0,494597.0,ODSTCBDVJWVH,,ODS14200,HHQMEOVJGUMXBQAARXQTSTRMKWHZWXTOWVLYAKIQEOKLNSPNBLBBYI,Great Falls,UT,Jyafqgelnrhelxobo,221227.0,465.0,0.0,,1-823-572-0556
Clvgkqnhp,M,United States of America,O,O,Gap,4.0,EMIUBAXSOI,5.0,367053.0,frqivlpmfxhuesrvydbviq,71.0,frq14201,Ggayfixpbnkbrikcuzhmnomiqewvhzonelodktetfwhtizbtcwqgkgp,Nashville,KY,Pewsapsjgndzyokz,2940814.0,553.0,7.0,,1-426-545-3970
grwadwuhbhdwrgdjtjbsrgdbmyycwveuwntqhhphggiw,U,United States of America,,O,,3.0,WJWNE,3.0,204320.0,cueqysbcq,41.0,cue14202,WQNWQPAAOGYXUFTZXEEVGUDXQWT,Seattle,IA,Mtcdwinwwkesfggewwjzq,3312932.0,460.0,3.0,M,1-962-903-0202
Bqqykzutspsivyqoxdlgdjhlerbjtdfpftoasrwqegiqpvzxhycfeevsongntegjweyqxwwqel,U,United States of America,t,O,WGL Holdings,3.0,Jqqchxesvpyz,0.0,16936.0,jxvmdmskciqdmeveplwgfzdkk,74.0,jxv14203,IXQIVSULIQP,Dallas,ME,Mhlbmdooabtlusgqfdx,3964795.0,517.0,0.0,f,1-592-626-8024
wipohxhnnregmfksxwhub,M,United States of America,,R,Liberty Mutual Insurance Group,0.0,Zvwyfgumshy,5.0,244117.0,Lktdofqabc,83.0,Lkt14204,NIQAUM,Warren,PA,Aaxjujsrnllbjqiwcxkyyymz,1460314.0,744.0,1.0,,1-387-767-4138
Qnvttsrutosiquj,U,United States of America,Z,O,Retail Ventures,0.0,Sutxhkww,0.0,378435.0,Ooenvdwvmtclhv,15.0,Ooe14205,PPXFQAXHVPMFTHMPUMQHRFSQOEQEUJNCXKRI,Chula Vista,Nova Scotia,vnigxcsjruqjelhr,2310096.0,564.0,6.0,f,1-210-338-0396
ONHKGFH,M,Canada,j,O,Duane Reade Holdings,4.0,Ncirtypeq,,226966.0,Rxlmbdkgbntokrbppbmnffh,38.0,Rxl14206,Zbxoerafuhjcslopbkodfuvlydpidqlkynkqfcjmyodivrkppepspioqcwpgebftibwr,Wilmington,OR,ODJPEHNIUMRURREXVMCPSERMUWAE,3072118.0,407.0,6.0,f,1-698-366-0032
KLOLZBSZJDNMVIVNWFOZRCFMNKWMEVZAXEM,M,Canada,,O,Autoliv,2.0,dnnxakpm,0.0,250761.0,wttrb,59.0,wtt14207,SWFIFTKFKVJRGIXNSQCSFDKRVUEIDCCUOJKFMVFOFQGLS,Saint John,OK,Xeeksjd,529525.0,368.0,2.0,M,1-365-471-9350
Mzswkebojmrdhlcqgbourkp,M,Canada,,O,Hub Group,3.0,Tsnwujtvpz,4.0,286579.0,Eezsaahdgyxnkqwtpotxnmaaztpg,14.0,Eez14208,SVKRZEJIJHQVPUFCZTCYFBQCITJQVHICSMNHSWTAVHEVICORTREKIEL,Milwaukee,AL,Yacxympkkzbqcun,1058953.0,696.0,3.0,,1-850-946-5437
ubhcmwaalgchtrndijujuygsucpwenqlhucfpem,M,Canada,,O,MeadWestvaco,5.0,Gbqwys,3.0,293423.0,MPGGDZNGNZTAOZNCVTQXHDE,15.0,MPG14209,Pswmyjungaxulksbrw,Jersey City,LA,DUVRWRMC,3211842.0,571.0,6.0,,1-669-931-7303
Rvhiahfh,D,Canada,T,R,Discover Financial Services,4.0,ghbzqchqzs,0.0,328571.0,Ndubncodoqfnfpuwoylhppy,36.0,Ndu14210,wriuqlnljosxuogsrdcrqzpwnnzxblugorhxfakudmx,Fairbanks,NM,coxpnoamvudgc,2777645.0,673.0,1.0,f,1-013-662-9950
jqgfshnsmgudodgjgkicipywmenybolermsgiypoudvbwsp,M,Canada,,O,Energy Future Holdings,2.0,Tioorqhly,2.0,4388.0,moinjqwkouofjeiwbaeezsqxgsqdzv,91.0,moi14211,Nibiuvpmpwkgwpjvybuwpcikgdufjzysdhotsguozsbjqhibpkooozoqvuihriqbutf,Hialeah,VT,Ocrgmlgjnsry,2592667.0,,8.0,,1-221-083-6199
,U,United States of America,,O,Dole Food,4.0,imbpqkb,1.0,320649.0,Azohlaqjfstop,41.0,Azo14212,Yvgpocecjmfmywwsgkygueevhltfzddftdbczcutqzxazxnsskublyzckkaxvmzxht,Idaho Falls,AR,ssbcntxsvdngysinuvbv,93014.0,302.0,3.0,,1-500-358-3744
Ctkxjkvgvqgepyybklwrwylbesuumikyomnzswsfrbnqqeruwddsmkd,M,United States of America,Q,O,Fluor,1.0,Twfobm,5.0,,zvvfkqvqwqnvowcwunjbtgdbz,95.0,zvv14213,Pxamrvixhcviyherozgulgnrojsvsligwxmghhvkvmrhezrknhmjfknittlqheibwskrukqdsat,Carrollton,WI,Fwoinzhgazorqcunfvfilhs,2161260.0,493.0,3.0,f,1-966-813-9095
Zdkdplpoglrszpejejtoijwfngibqpzy,S,Canada,,O,Buildings Materials Corp.,4.0,Qiljttoejqmv,4.0,382520.0,Mjmgcimkvtaxaficehhnkqvj,87.0,Mjm14214,Dqxisrrsclnkeqryoxfjzbp,Durham,CO,Lmpvkuvdchwchj,516513.0,346.0,0.0,F,1-412-906-6379
sivillmplpdkvhghqxsmtzdefqbmvoxba,,Canada,,O,Supervalu,4.0,Retjehwwtmaw,2.0,166669.0,Mjgstahvfsfddodibjx,64.0,Mjg14215,KRUJPSAQFTGFRITGIUVCL,Pasadena,OH,ocsetnam,3322554.0,348.0,3.0,,1-395-107-0050
Qzgwvbsdmxnpiesgylwrjxjjdvgjyxhyroxoyzebxbhbusirdavysbspaxkzh,U,United States of America,,O,Wendy's/Arby's Group,2.0,Cxrmjhjak,1.0,398815.0,Kalwd,27.0,Kal14216,MAEMIPPSRUVSSCGFODSQGHZYHKOFFWJSZEYRFRFPSJCCYUJBXD,Idaho Falls,NJ,Eooubkhivkufav,1845124.0,359.0,10.0,,1-899-412-2095
vwigoaiasctpnjjchersfxouggcelkliruclnbfqugrjqxtifwkrrroxejkpmnlqkdcap,D,Canada,x,O,Teledyne Technologies,0.0,MJTXQV,3.0,332747.0,Epxlhegobueotottsoiasfwqihc,87.0,Epx14217,,Oceanside,Nova Scotia,Cgeenhankwdjofbbnbmlxut,1726735.0,763.0,0.0,,1-109-317-1324
SYMOTNSYXVFOWAXVYPNCBEARQSMQOJJHNVYVEKCADOCI,M,United States of America,,O,Health Net,5.0,Mjgwyrotvwfc,2.0,319115.0,Eioewbmyokkw,73.0,Eio14218,Zpuowbbclmtbrmfaolsravietxftpflgeqjcwparcsmajmlesodmnpq,Colorado Springs,WY,JXFTTO,61200.0,558.0,10.0,,1-536-517-5996
