gncd,crdtrtng,ct,gndr,pstlcd,phn,nmbrchldrn,wnrrntflg,ncm,ddrssln1,lstnm,mddlntl,mplr,cntr,ntwrth,nmbrcrs,mrtlstts,g,nmbrcrdtcrds
SOM1660,640.0,Bellevue,M,36140,1-276-728-2298,4.0,U,154738.0,14702 wainwright way,SOMMERFELD,,Tiffany & Co,Canada,1696300.0,5.0,W,82.0,10.0
cur1661,542.0,Hay River,,40202,1-574-992-8766,0.0,R,159707.0,10653 wishek road,currier,,ConocoPhillips,Canada,3737794.0,1.0,U,14.0,4.0
COO1662,746.0,Fort Worth,F,95140,1-067-494-4220,1.0,R,41562.0,14243 river place road,COONEY,,Ashland,United States of America,2401847.0,4.0,S,15.0,5.0
Hys1663,676.0,Sioux Falls,,97230,1-310-942-8374,0.0,O,428580.0,22494 chimney rock avenue,Hyslop,,Lam Research,United States of America,905123.0,1.0,U,29.0,7.0
Ket1664,340.0,Anchorage,,m2r 1f6,,,O,174339.0,10136 ryder lower,Ketcheson,,Broadcom,United States of America,,1.0,S,78.0,8.0
Dev1665,339.0,McAllen,f,99654,1-537-213-2904,2.0,R,140733.0,4862 martin court,Devincenzi,,R.H. Donnelley,United States of America,,1.0,S,11.0,6.0
Lep1666,408.0,Yellow Knife,,M4l 1m4,1-949-756-5365,3.0,O,267828.0,8228 hylan drive,Lepage,,Kindred Healthcare,Canada,,5.0,S,75.0,7.0
Mea1667,449.0,Fairbanks,,33010,,,O,,8716 WORTHINGTON SOUTH,Meagher,,Owens & Minor,United States of America,968593.0,0.0,U,40.0,4.0
OPL1668,403.0,Bellevue,,60756,1-391-289-7760,0.0,O,364582.0,1426 basswood avenue,OPLINGER,,Wynn Resorts,United States of America,1193550.0,5.0,M,3.0,2.0
nat1669,566.0,San Antonio,m,31416,1-253-172-1766,0.0,O,,4686 RAYMOND SOUTH,nath,,Sysco,United States of America,207023.0,4.0,S,33.0,5.0
Cal1670,658.0,Mount Pearl,,H5k 1q3,1-542-914-9965,1.0,R,468033.0,5940 malden park,Caldwell,,Vectren,United States of America,1990264.0,3.0,M,73.0,3.0
Mar1671,434.0,Sacramento,,32254,1-447-661-0804,0.0,U,439120.0,12777 pembrook lower,Marciniuk,W,Great Atlantic & Pacific Tea,Canada,992110.0,2.0,M,22.0,5.0
Cho1672,606.0,Portland,f,90203,1-430-788-0862,4.0,R,97001.0,19131 lullwood park,Cholewinski,,Peabody Energy,United States of America,2842887.0,2.0,U,68.0,9.0
Liv1673,378.0,Eugene,,T5D 1T9,1-880-260-3062,2.0,O,196086.0,3636 wroxton north,Livek,,Penn National Gaming,United States of America,3530642.0,5.0,U,88.0,2.0
TAL1674,668.0,Pueblo,,79918,1-227-757-7307,1.0,O,139221.0,8886 chalmers upper,TALBOTT,,Community Health Systems,United States of America,1943917.0,0.0,S,10.0,3.0
van1675,616.0,Los Angeles,M,14608,1-084-745-6387,5.0,O,334941.0,24268 hayden west,vanderheyden,,Zimmer Holdings,United States of America,1432565.0,0.0,D,,5.0
Nie1676,478.0,Fargo,,30358,1-656-356-2378,2.0,O,479238.0,22569 cole upper,Nielsen,H,Discovery Communications,United States of America,3251651.0,2.0,M,47.0,8.0
OWE1677,710.0,Charlotte,F,90093,,1.0,O,247437.0,23477 vessey way,OWENS,,CVS Caremark,Canada,977588.0,0.0,U,30.0,2.0
Whi1678,543.0,Oklahoma City,,H2E 1X8,1-858-742-2483,1.0,O,57060.0,5277 CHAMBLEE DRIVE,Whitman,P,Supervalu,United States of America,2909288.0,3.0,W,23.0,10.0
MON1679,329.0,Lubbock,,R3a 1m9,1-022-659-6413,2.0,U,332194.0,1047 courtland lane,MONTOUTE,,Teradata,United States of America,2039434.0,1.0,U,68.0,2.0
VER1680,330.0,Laredo,,94355,1-255-299-9298,0.0,O,174989.0,9167 gardener court,VERHOEVEN,X,RPM International,United States of America,2931648.0,4.0,S,10.0,8.0
WYM1681,549.0,Lincoln,,20020,1-974-241-6963,0.0,O,61122.0,13142 vinson lane,WYMARD,G,KBR,United States of America,661067.0,1.0,W,14.0,10.0
KAP1682,613.0,Salt Lake City,,43659,1-663-480-5987,1.0,R,39656.0,16959 lacornia crescent,KAPSA,U,Capital One Financial,United States of America,938673.0,3.0,S,34.0,4.0
tor1683,765.0,Fort Worth,,80915,,1.0,O,246866.0,15399 long avenue,tornes,R,Health Net,United States of America,2840325.0,,M,25.0,3.0
Mat1684,809.0,Los Angeles,,10028,1-963-796-1557,4.0,O,,19873 wright avenue,Matatall,,Thermo Fisher Scientific,United States of America,2714847.0,1.0,M,77.0,
Van1685,768.0,Louisville,m,85740,1-644-341-7080,3.0,R,105639.0,14286 main boulevard,Van schouwen,,Enbridge Energy Partners,United States of America,470906.0,1.0,S,89.0,7.0
fol1686,,Fargo,F,63119,1-829-489-2859,1.0,O,187081.0,22632 country road,follmer,,,United States of America,2723734.0,1.0,M,88.0,1.0
hog1687,,Moncton,m,99214,1-869-936-8210,2.0,O,172646.0,20093 canterbury way,hogeboom,,Navistar International,United States of America,974511.0,1.0,S,77.0,2.0
ANT1688,,Norfolk,,h5i 1r1,1-725-660-9687,0.0,O,205980.0,351 granada west,ANTOFT,,Dillard's,United States of America,178788.0,2.0,M,77.0,1.0
Hof1689,401.0,Fort Smith,F,30387,1-777-863-7024,0.0,O,350863.0,10176 pinesap court,Hoffmeister,,International Assets Holding,Canada,163516.0,2.0,S,1.0,1.0
Jaf1690,740.0,Long Beach,,T5B 1M3,1-603-390-8791,4.0,O,269661.0,17933 flores avenue,Jaffer,,IMS Health,United States of America,3789614.0,0.0,W,19.0,
Bov1691,727.0,Iqaluit,M,75248,1-698-328-4742,4.0,O,66545.0,9094 pine upper,Bovenizer,,Mirant,United States of America,2372376.0,0.0,U,99.0,8.0
Ban1692,458.0,Oakland,,30321,1-161-889-8284,5.0,R,272687.0,2116 whistler upper,Banerjee,,Burlington Northern Santa Fe,United States of America,534047.0,4.0,M,3.0,6.0
Dug1693,412.0,Brownsville,,99215,1-057-158-2731,2.0,O,430624.0,2923 navarro lower,Duggan,J,Commercial Metals,United States of America,3412264.0,4.0,U,34.0,1.0
Hea1694,328.0,Las Vegas,,53754,1-409-105-4971,3.0,R,399038.0,6526 snyder rue,Hearnden,,Medtronic,United States of America,3331358.0,5.0,M,74.0,2.0
lew1695,369.0,Abilene,f,90238,1-773-154-9142,0.0,O,198213.0,6454 kiel upper,lewek,,FirstEnergy,Canada,674289.0,1.0,S,60.0,3.0
gau1696,524.0,Jackson,,94113,1-389-966-0349,2.0,O,,8825 AMHERST DRIVE,gaughan,,AGCO,United States of America,1840996.0,3.0,W,48.0,0.0
Mcc1697,367.0,Winnipeg,F,35259,1-781-516-0268,0.0,U,148353.0,673 EDLOE PARK,Mccullogh,,Schering-Plough,United States of America,671677.0,1.0,M,67.0,3.0
lac1698,836.0,Fort Worth,f,95051,1-821-873-7772,2.0,R,378622.0,2097 HARRIS WEST,lacoste,D,Valassis Communications,United States of America,2177421.0,3.0,M,35.0,8.0
PIL1699,719.0,Columbia,,19057,,2.0,O,346372.0,22498 smithdale avenue,PILLMAN,,Anixter International,United States of America,2393402.0,4.0,W,54.0,9.0
Chr1700,704.0,Hay River,F,V6m 1w7,1-927-226-1923,5.0,O,328438.0,22506 shelter drive,Chrisman,,Systemax,United States of America,809896.0,2.0,S,2.0,4.0
RIS1701,399.0,Minneapolis,F,93820,1-123-641-4731,4.0,O,64723.0,20744 gene way,RIST,,Kohl's,United States of America,974925.0,0.0,U,68.0,4.0
ANN1702,637.0,Bridgeport,M,19206,1-013-661-1962,3.0,O,495099.0,14783 saunders upper,ANNABLE,,,United States of America,3364968.0,5.0,W,,6.0
kim1703,614.0,Rockford,F,77024,1-855-494-0233,,R,472180.0,20441 pinto park,kimbrough,,Danaher,United States of America,849778.0,4.0,S,76.0,5.0
WAI1704,546.0,Waterbury,,H6d 1y4,1-449-109-1566,4.0,R,384275.0,14470 langdon west,WAINES,P,General Cable,Canada,2295559.0,4.0,U,35.0,9.0
Fil1705,319.0,Cheyenne,M,48310,1-477-907-8126,3.0,R,273331.0,10176 pinesap court,Filkins,,Owens & Minor,United States of America,390100.0,5.0,U,4.0,4.0
Don1706,701.0,Sandy,,27101,1-380-165-5667,2.0,R,297539.0,16511 yamato lower,Donohue,,KB Home,United States of America,1230099.0,,M,82.0,2.0
WOO1707,612.0,Yellow Knife,f,06504,1-498-198-4946,0.0,U,313339.0,20710 lee drive,WOODHALL,N,,United States of America,2009921.0,2.0,D,70.0,1.0
ump1708,347.0,Peoria,M,21210,1-267-067-4151,0.0,O,164847.0,5385 young west,umphres,K,Occidental Petroleum,United States of America,31399.0,1.0,M,90.0,9.0
DUN1709,438.0,San Antonio,f,45267,1-616-008-4954,1.0,O,155080.0,509 davie avenue,DUNSTAN,,Legg Mason,United States of America,,0.0,W,89.0,8.0
Car1710,,Kansas City,M,H6c 1y6,1-435-148-8092,5.0,U,254582.0,9633 hawkins street,Carriere,,,Canada,1112628.0,5.0,D,34.0,9.0
Chu1711,454.0,McAllen,,92805,1-832-080-7702,4.0,R,155527.0,17509 REINA EAST,Churchill,,URS,Canada,3605130.0,0.0,M,30.0,0.0
Jen1712,837.0,Sterling Heights,f,94472,1-836-067-8824,3.0,O,376223.0,20796 dolores drive,Jensenworth,,ConAgra Foods,United States of America,1746793.0,4.0,S,33.0,6.0
GRO1713,365.0,Thousand Oaks,,H5j 1p6,,0.0,O,25554.0,2132 meadow lake upper,GROSSUTTI,,W.W. Grainger,United States of America,3358713.0,2.0,D,94.0,8.0
Car1714,347.0,Paterson,,93004,1-609-469-4186,2.0,O,435351.0,23788 linden drive,Carden,M,Securian Financial Group,United States of America,195040.0,4.0,M,3.0,6.0
not1715,318.0,Irving,,70177,1-204-207-1596,0.0,R,270257.0,23223 woodlawn upper,notley,,Seaboard,Canada,327900.0,4.0,M,73.0,6.0
Bla1716,362.0,Frederick,m,47724,1-549-632-7013,0.0,O,39062.0,9804 stratton court,Blair,,CBS,United States of America,2976753.0,1.0,M,10.0,0.0
lle1717,424.0,Philadelphia,,V6d 1q5,1-795-319-5833,3.0,O,338038.0,23411 MADISON SOUTH,llewellyn,V,United Stationers,United States of America,214385.0,5.0,M,48.0,6.0
bri1718,636.0,Rockford,,61601,1-980-266-0033,2.0,O,88086.0,7903 WESTERLEY PARK,britman,,Lender Processing Services,United States of America,2990246.0,4.0,,80.0,4.0
Bou1719,807.0,Paterson,,v6q 1s4,1-880-958-9657,4.0,O,478317.0,12416 lenwood lane,Bourlet,,Murphy Oil,United States of America,2173372.0,1.0,S,3.0,7.0
hu1720,453.0,Elizabeth,M,30382,1-311-117-7895,0.0,R,441744.0,24250 summer south,hu,M,Dole Food,United States of America,2495685.0,1.0,D,53.0,8.0
Wid1721,553.0,Edmonton,,93888,1-681-878-2769,,O,316360.0,17183 watts avenue,Widdis,M,Kinetic Concepts,United States of America,1298559.0,4.0,,64.0,6.0
MOB1722,836.0,St. Paul,m,63111,1-971-525-0125,2.0,O,222301.0,14754 woodview east,MOBLEY,C,Crosstex Energy,United States of America,2570364.0,2.0,,15.0,5.0
Bie1723,602.0,Topeka,F,94483,1-729-980-1798,0.0,U,114379.0,7217 wise lower,Bielby,B,Vulcan Materials,United States of America,2752826.0,5.0,D,51.0,3.0
Gla1724,667.0,Nashville,,M4J 1M9,1-577-438-1116,3.0,O,42598.0,15966 sanders lane,Glasgow,,Wal-Mart Stores,United States of America,3247977.0,2.0,S,52.0,9.0
Hum1725,371.0,Bridgeport,f,E7N 1J6,1-527-136-7705,2.0,O,31414.0,23639 purdue rue,Humes,H,Dover,Canada,2817367.0,4.0,S,15.0,0.0
Uda1726,501.0,Livonia,f,92058,1-384-107-7418,5.0,O,84028.0,10484 WAVERLY ROAD,Udayasekaran,N,,United States of America,3527886.0,0.0,D,78.0,6.0
Pur1727,588.0,Fort Wayne,,T5A 1P9,1-984-213-9188,5.0,O,479514.0,23788 linden drive,Purington,,Vought Aircraft Industries,Canada,1397842.0,0.0,W,15.0,2.0
Fri1728,460.0,Atlanta,,v6j 1u6,1-886-271-1668,5.0,U,225328.0,1899 malden way,Frierson,,Vulcan Materials,United States of America,906724.0,4.0,S,26.0,10.0
Koh1729,302.0,Edmonton,m,70187,1-349-208-4354,0.0,O,462202.0,16068 cantey way,Kohm,,Herman Miller,Canada,,3.0,D,17.0,9.0
spa1730,836.0,New Haven,m,77121,1-514-274-8934,5.0,R,191020.0,19940 GOLD CREST PARK,sparacio,,CUNA Mutual Group,United States of America,,3.0,S,27.0,4.0
Tar1731,755.0,Santa Ana,,V6x 1p4,1-612-458-2371,2.0,O,451551.0,10856 kelvin upper,Tarquinio,G,Newmont Mining,Canada,3515704.0,2.0,S,0.0,4.0
Vie1732,674.0,Nashville,f,60756,1-019-366-7763,2.0,O,413045.0,24301 fulton north,Viens,,Eli Lilly,United States of America,,,M,23.0,6.0
par1733,655.0,Mount Pearl,,46216,1-606-032-5535,2.0,R,137297.0,18815 WASHINGTON WEST,parkash,,Home Depot,Canada,3981423.0,1.0,U,,9.0
Bea1734,350.0,Alexandria,,90502,1-570-350-8647,3.0,O,379089.0,12709 wycliffe crescent,Beal,,Perrigo,United States of America,662896.0,3.0,W,25.0,7.0
Kra1735,443.0,Overland Park,,H2b 1z2,1-024-294-5529,2.0,R,209298.0,4544 durand crescent,Krauel,,US Airways Group,United States of America,1131241.0,3.0,M,36.0,8.0
Hut1736,556.0,Modesto,,95158,1-103-929-4342,3.0,R,284105.0,21064 NOLAN WEST,Hutchins,A,Total System Services,United States of America,738393.0,1.0,D,12.0,0.0
Cob1737,597.0,Regina,m,30303,1-343-847-9978,5.0,O,74013.0,8980 orinda east,Cobran,,Hershey,Canada,3931539.0,3.0,M,73.0,8.0
Emm1738,351.0,Worcester,,94287,1-986-228-2266,4.0,R,399025.0,22261 greenhill avenue,Emmott,Q,Thomas & Betts,United States of America,1859967.0,0.0,M,51.0,3.0
Ano1739,819.0,Sacramento,M,m9f 1u4,1-971-017-6369,5.0,O,329227.0,16692 REGENCY UPPER,Anolik,,Nike,United States of America,2240719.0,3.0,S,65.0,5.0
mye1740,811.0,Augusta,M,60735,1-505-106-4641,2.0,O,192547.0,13590 westover east,myers-pillsworth,,Pepsi Bottling,United States of America,11227.0,,M,57.0,1.0
Coy1741,301.0,Thousand Oaks,,95239,1-308-636-3064,4.0,O,94908.0,9341 gaylord avenue,Coyne,E,Wynn Resorts,United States of America,2914099.0,3.0,M,11.0,10.0
Cob1742,588.0,Hay River,F,85039,1-661-319-0010,0.0,O,432388.0,2583 CLOWER SOUTH,Cobban,,National Fuel Gas,Canada,2544376.0,4.0,D,39.0,5.0
Sai1743,754.0,Columbus,,14218,1-154-301-2372,,O,22519.0,458 cormorant road,Sainsbury,,Sentry Insurance Group,United States of America,3918317.0,,M,74.0,1.0
TID1744,657.0,Reno,,V6U 1T4,1-596-399-2359,1.0,R,66795.0,12630 parkinson north,TIDBALL,,Teradata,United States of America,3235152.0,5.0,U,2.0,2.0
Shr1745,547.0,Bridgeport,M,H6D 1W2,,3.0,O,,22963 hanover road,Shrieves,,Diebold,Canada,2114189.0,0.0,W,23.0,8.0
Mur1746,711.0,Raleigh,M,T5A 1X4,1-198-470-8829,4.0,O,269032.0,23033 wycliffe way,Murdoch,Q,Delta Air Lines,United States of America,935874.0,2.0,M,31.0,4.0
Wis1747,431.0,Fort Collins,,V6d 1q7,1-897-554-1622,5.0,O,325729.0,503 northshore park,Wiseman,,Barnes & Noble,Canada,1759232.0,2.0,,,10.0
jew1748,554.0,Chesapeake,,85093,1-728-552-3494,3.0,U,53032.0,11309 amsterdam south,jew,,Ameren,United States of America,2031760.0,2.0,U,92.0,3.0
Pap1749,774.0,Detroit,,e7o 1f7,1-385-885-8107,1.0,O,489113.0,15065 bellaire crescent,Papp,,Bank of America Corp.,Canada,1322099.0,0.0,W,76.0,2.0
Ova1750,465.0,Cincinnati,m,V6q 1w4,1-354-312-2301,0.0,O,373772.0,16606 mcafee west,Ovans,,Int. Business Machines,United States of America,1148410.0,1.0,U,39.0,0.0
sah1751,737.0,Mount Pearl,f,80075,1-823-519-4501,2.0,O,169822.0,15185 simpson south,saha,,Rent A Center,Canada,3521855.0,0.0,W,7.0,0.0
mec1752,,Stockton,,30340,1-730-466-8450,5.0,U,152469.0,10484 WAVERLY ROAD,mecher,,WellPoint,United States of America,2404858.0,0.0,D,66.0,9.0
Eck1753,398.0,Laredo,,82603,1-759-572-1928,2.0,O,258780.0,3192 yorktown east,Eckstein,,Lear,United States of America,2391444.0,4.0,U,10.0,3.0
SCH1754,720.0,Augusta,,74132,1-570-790-1203,5.0,O,35330.0,885 CROSBY LANE,SCHAEFERS,,Verizon Communications,United States of America,3959243.0,0.0,S,86.0,9.0
JAN1755,344.0,Salem,,91190,1-992-040-4022,3.0,O,61335.0,10863 wisteria south,JANSEN,,Liberty Global,United States of America,2961219.0,2.0,U,93.0,10.0
Sch1756,328.0,Winnipeg,,78731,1-668-477-3737,1.0,O,,4822 michaels north,Scharf,,Valmont Industries,United States of America,3198809.0,1.0,S,10.0,9.0
TRE1757,677.0,Halifax,,37424,1-996-056-1227,5.0,O,57478.0,16181 foster park,TRENTADUE,,Advance Auto Parts,United States of America,1021504.0,2.0,U,68.0,4.0
Mcc1758,,Fort Lauderdale,f,80125,1-334-118-2125,3.0,O,396220.0,4095 alonzo boulevard,Mccreanor,,Altria Group,United States of America,2095855.0,3.0,U,64.0,10.0
Far1759,,Denver,,V6s 1v7,1-136-656-6374,,O,404805.0,13085 glenchester crescent,Farago,,O'Reilly Automotive,United States of America,2028426.0,5.0,S,36.0,8.0
Des1760,451.0,Las Cruces,,S7C 1N9,1-504-072-4589,1.0,R,248893.0,21448 hampton boulevard,Deslaurier,,Kellogg,Canada,3963259.0,5.0,S,48.0,8.0
Gue1761,354.0,Mesa,,M4J 1M1,1-896-942-9504,1.0,R,75233.0,673 edloe park,Guerette,,Unified Grocers,United States of America,2266559.0,2.0,S,49.0,8.0
PIP1762,455.0,Oshawa,,90048,1-698-450-6048,5.0,O,438549.0,12635 olympia east,PIPERNO,W,Watson Pharmaceuticals,Canada,1792230.0,0.0,M,7.0,10.0
SHA1763,422.0,Hampton,f,07508,1-223-534-0489,4.0,R,272968.0,17774 applewood rue,SHAHROODI,X,Broadridge Financial Solutions,United States of America,3631760.0,0.0,M,50.0,
kle1764,734.0,Peoria,m,E7n 1k8,1-077-049-4842,,R,439042.0,19045 rockhill road,kleynenbergntrtpa,G,W.R. Berkley,United States of America,1089692.0,4.0,U,91.0,10.0
Mon1765,,Santa Rosa,f,93033,1-388-933-6589,4.0,U,484191.0,21936 congress lane,Monahan,,Eli Lilly,United States of America,3826758.0,0.0,M,12.0,9.0
TOD1766,432.0,El Monte,f,M5g 1w6,1-594-374-8446,4.0,O,46312.0,24985 royal avenue,TODO,M,Foot Locker,United States of America,352144.0,4.0,M,15.0,2.0
Boa1767,753.0,Ann Arbor,F,85267,,3.0,R,1352.0,15338 hutton upper,Boatwright,,Ametek,United States of America,293287.0,0.0,U,97.0,8.0
Ber1768,770.0,Indianapolis,,T5a 1w6,1-696-617-0943,5.0,R,33117.0,17962 columbus east,Bergsma,,Markel,United States of America,2767462.0,5.0,M,,9.0
Bra1769,644.0,Glendale,M,20075,1-660-453-9348,3.0,O,457297.0,8651 TRACE CREEK LANE,Brazeau,X,Burger King Holdings,United States of America,512742.0,5.0,U,86.0,2.0
Rab1770,418.0,Carrollton,,T6c 1d4,1-181-278-8577,3.0,O,387072.0,15624 pembrook boulevard,Rabjohn,,Starbucks,United States of America,3057918.0,2.0,W,34.0,8.0
Mcd1771,359.0,Ann Arbor,,T6a 1i9,1-378-477-0849,5.0,R,163433.0,13500 griffin lower,Mcdougall,V,Arrow Electronics,United States of America,3445991.0,3.0,S,61.0,1.0
Mun1772,397.0,Chula Vista,F,T6D 1F4,1-420-150-3171,0.0,O,289329.0,7656 concho lower,Mundy,N,Jones Financial,Canada,3445933.0,2.0,U,,5.0
CAM1773,369.0,Pittsburgh,,53711,1-152-186-1784,0.0,O,374546.0,6092 worthington east,CAMPANELLA,,Scholastic,Canada,1365953.0,4.0,U,37.0,9.0
cow1774,363.0,Hartford,,V6L 1S4,1-764-606-9786,,O,283423.0,24250 summer south,cowell,,ON Semiconductor,United States of America,2618684.0,1.0,U,57.0,8.0
her1775,526.0,North Las Vegas,F,T5a 1w3,1-589-341-3222,5.0,O,328760.0,10783 crestline court,herndon,A,Amkor Technology,United States of America,3136993.0,4.0,M,59.0,7.0
Hau1776,663.0,Rancho Cucamonga,m,10044,1-930-825-7344,1.0,R,237087.0,6066 fillmore lower,Haubert,,CH2M Hill,United States of America,3779546.0,1.0,D,31.0,2.0
eis1777,586.0,Charleston,,M5G 1Z8,1-647-111-1850,2.0,O,39483.0,679 windsor west,eisenhart,,Conseco,United States of America,1271314.0,3.0,M,98.0,1.0
hol1778,795.0,Chesapeake,,22202,1-549-012-0501,2.0,O,402271.0,18289 ARTESIAN WAY,holleran,,Home Depot,United States of America,1754434.0,0.0,S,19.0,0.0
Cha1779,445.0,Miami,F,M5G 1U1,1-613-090-2034,1.0,O,32484.0,13070 panther creek east,Chamard,,Tupperware Brands,United States of America,222891.0,4.0,S,90.0,6.0
FOE1780,741.0,Knoxville,F,m5a 1u8,1-235-233-6813,5.0,O,162627.0,18207 conley south,FOEST,J,Tenet Healthcare,United States of America,,4.0,M,95.0,10.0
Kel1781,522.0,Fairbanks,,y5c 1m3,1-042-286-8611,0.0,O,436629.0,12028 PARDEE RUE,Kelsay,O,Seaboard,United States of America,2948935.0,1.0,U,88.0,7.0
BAI1782,498.0,Buffalo,F,m5d 1y8,1-028-860-2322,4.0,O,321033.0,24062 tangle brush crescent,BAILEY,M,CarMax,United States of America,1662306.0,2.0,S,10.0,4.0
VIR1783,588.0,Pasadena,m,48509,1-343-498-0843,2.0,O,328066.0,9371 sweeney court,VIRCHICK,T,Lexmark International,United States of America,2422150.0,3.0,M,70.0,4.0
Bar1784,338.0,Berkeley,,78235,1-967-700-4589,1.0,U,393963.0,7161 tallowood upper,Barclay,,AptarGroup,United States of America,808446.0,5.0,M,87.0,7.0
Kub1785,781.0,Des Moines,,80131,1-458-567-6055,0.0,O,400959.0,21731 GULFTON UPPER,Kubik,,,United States of America,1846060.0,5.0,,27.0,
Let1786,430.0,Montgomery,,85267,1-155-788-3290,4.0,O,275434.0,7575 bernard court,Lethebinh,N,Seaboard,United States of America,1980608.0,5.0,M,,7.0
Sol1787,592.0,Santa Rosa,,72222,1-071-233-3777,4.0,O,53719.0,13971 milbury court,Soldera,,HNI,United States of America,27286.0,1.0,M,88.0,
PAT1788,705.0,Idaho Falls,,35862,1-598-769-0796,0.0,O,345478.0,12473 long branch east,PATRICK,,Big Lots,United States of America,1229044.0,3.0,W,93.0,2.0
ols1789,468.0,Lubbock,,T6b 1j5,1-207-901-4854,4.0,O,395476.0,18956 gaylord street,olsen,,Graham Packaging,United States of America,2322103.0,1.0,S,,6.0
Rez1790,393.0,Concord,,H6a 1y9,1-818-217-5987,1.0,O,19524.0,12491 CARROLL BOULEVARD,Rezansoff,,Thermo Fisher Scientific,United States of America,37919.0,3.0,,26.0,1.0
VAN1791,592.0,Grand Rapids,f,19153,1-801-683-2006,1.0,R,437159.0,22682 RIO GRANDE SOUTH,VAN ATTA,,PepsiAmericas,United States of America,1148118.0,3.0,M,91.0,8.0
Cos1792,847.0,Fresno,F,T5b 1q7,1-653-596-4278,5.0,O,275092.0,17508 WELLER WEST,Cossota,,Merck,United States of America,1632327.0,4.0,M,84.0,7.0
Kwa1793,466.0,Corpus Christi,f,91915,1-608-157-9379,3.0,U,,6454 KIEL UPPER,Kwan,,Con-way,United States of America,3874266.0,3.0,M,37.0,0.0
att1794,386.0,Brownsville,,H6B 1X6,1-708-330-7398,3.0,O,112545.0,11287 oasis north,attanasio,,Mueller Water Products,United States of America,1959769.0,0.0,M,60.0,8.0
Sto1795,752.0,Sunnyvale,M,92805,1-952-267-6215,5.0,O,455702.0,7865 reagan east,Stoyles,,CenturyTel,United States of America,2006766.0,2.0,M,92.0,8.0
WIC1796,453.0,Topeka,,V6b 1s4,1-889-842-8996,0.0,O,95329.0,1091 LADERA LOWER,WICKIE,O,Regal Entertainment Group,United States of America,3236408.0,1.0,S,98.0,10.0
kho1797,694.0,Salt Lake City,f,m6t 1i6,1-620-361-3149,5.0,O,192004.0,7046 landera street,khouderchah,P,Bank of America Corp.,United States of America,3869248.0,4.0,,58.0,
Ada1798,390.0,Las Vegas,M,94204,1-579-547-7220,0.0,R,358772.0,8685 peachtree upper,Adamczyk,,Gardner Denver,Canada,,5.0,M,28.0,2.0
Dor1799,432.0,Carrollton,,66622,1-506-480-5222,4.0,O,341293.0,21681 GOODWIN PARK,Doris-hampton,M,Hudson City Bancorp,United States of America,3153225.0,4.0,M,25.0,10.0
Sei1800,833.0,Hampton,,T5a 1p2,1-022-795-4018,1.0,R,492241.0,16124 WEYLAND PARK,Seiple,,Rock-Tenn,United States of America,3740435.0,1.0,M,100.0,5.0
Wes1801,655.0,Henderson,,04101,1-178-778-1691,,O,249302.0,23701 pelican way,Wesselman,,C.H. Robinson Worldwide,United States of America,3483318.0,4.0,W,25.0,9.0
kus1802,584.0,Allentown,m,21280,1-890-776-1758,4.0,O,32425.0,15845 flagler south,kusan,E,Del Monte Foods,United States of America,2500611.0,4.0,D,73.0,
CHA1803,448.0,Fairbanks,m,22206,1-429-077-1115,4.0,O,254208.0,7831 arthur crescent,CHALMERS,,T. Rowe Price,United States of America,1161657.0,4.0,M,98.0,8.0
STO1804,530.0,Cleveland,,v6z 1w9,1-729-480-2589,3.0,O,54235.0,10079 PALM LANE,STODART,,Washington Post,United States of America,220530.0,5.0,D,33.0,9.0
Pla1805,825.0,Provo,,M5g 1x7,1-763-494-5921,0.0,O,349236.0,378 nolan avenue,Playatuna,A,Exxon Mobil,United States of America,3704067.0,2.0,M,60.0,10.0
sca1806,,Alexandria,L,70123,1-725-805-6519,0.0,O,6807.0,764 donaldson road,scalera,,Thrivent Financial,United States of America,2829130.0,3.0,M,89.0,9.0
