prospect_gncd,prospect_pstlcd,prospect_nmbrchldrn,prospect_ddrssln2,prospect_ddrssln1,prospect_gndr,prospect_nmbrcrdtcrds,prospect_ct,prospect_ntwrth,prospect_mddlntl,prospect_mplr,prospect_crdtrtng,prospect_phn,prospect_lstnm,prospect_nmbrcrs,prospect_ncm,prospect_mrtlstts,prospect_g,prospect_wnrrntflg
Ehv14307,Fajfodp,2.0,Uvholxtwnyalilwrpmvqifpoxqecdlvieohnewjerv,ISFQXGGTSJWPRFUTXLHOXBKLQGBTDZUHPGZDSVDRVPEOABAJTRKFPNSQKPHV,f,5.0,Sioux Falls,3890558.0,,,495.0,1-642-857-1872,Ehvtbrbthzzvgskntahvfuhqoh,5.0,104305.0,U,52.0,O
bem14308,eljgzsdexw,4.0,Oqmsqnwkuhjesurxhwfuogxakznsieqsthzuisujqcrl,Wrcavolafjtojcsoamioestjqywhcbypentbdocxcwik,M,,Orlando,1250010.0,,,596.0,1-124-073-0068,bemlaffpagszsgtclde,3.0,488881.0,U,47.0,O
Hth14309,mftatyry,5.0,hwsbiuowpmsjymjgdnld,,,9.0,Huntsville,3297141.0,,Liz Claiborne,361.0,1-470-626-5356,Hthfhylc,3.0,,U,77.0,O
JXI14310,Mqujkfon,2.0,,Opkerkfvxmjmtpioevigavcjize,m,8.0,Lewiston,1486747.0,,BJ Services,742.0,1-543-781-8820,JXISGQKMDSXJHJMSMKLWZCTJGNXU,,,M,38.0,R
Cwk14311,,5.0,hnrybjlimnferqinyopmxrdkyvap,XZDSNRBPPMDLUN,F,6.0,Lansing,1137672.0,,Expedia,751.0,1-146-512-7151,Cwkohvevwabejob,5.0,395131.0,U,38.0,O
YFI14312,bupkmcujnh,1.0,nsjkqyinmsevhplhtvmddkwaenagubspfdpurmpyoktvbrj,Prscbvpzkrhtfojftxxlrczibopeuoadgpuvljcaowxmnmsmhk,f,0.0,Escondido,3682552.0,B,PepsiCo,582.0,1-185-650-3467,YFIYBIWILWPOTECPWJURVQPJNF,0.0,76368.0,M,97.0,O
Uck14313,IFJUNDEWF,2.0,Rklogy,Zchglkkwgvjgivzmhjzpwucxmwywixbmfujwjyuuqrfskxcsyxkxvgnawjcchmifvabmzrsai,,2.0,Baltimore,,f,Phoenix,784.0,1-227-944-0589,Uckpipvzijkfgsdvbr,3.0,281155.0,D,91.0,R
KXE14314,TVHHEEMOVIRX,0.0,xghclbvdybjkzkmvfgwpdu,BAIEQRCUGPMERGBSBCUXTWTAERQQUFTKPSYWBNCQ,M,9.0,London,272940.0,,Allstate,627.0,1-144-228-8381,KXEKO,5.0,239023.0,M,40.0,O
bcy14315,swvuhmnctpeo,3.0,Czyfnnluwqhqmtivnhipureoodolorauerrneeapsrhjndn,Vsxjfgrbmuxpcvncobofaswlcmohvd,m,7.0,Dallas,,M,McClatchy,482.0,1-713-961-8769,bcyngjukvgapzmsyyqgtfdayhr,3.0,220595.0,,31.0,O
OZS14316,jkebxjl,3.0,Sphbwzpwzljflrudnfivympmodvvbm,Qmwwinsortkzcwqiowdcvjggpynd,f,6.0,Rapid City,473652.0,,Helix Energy Solutions Group,415.0,1-626-942-8519,OZSPSAZSVXKNDSPQPYDRLFDKU,2.0,49702.0,M,8.0,R
Ipr14317,Wureizygtxh,2.0,OMMREKDDNDJAJIBAWFTNLGQQXTCBGVKCEVQGJ,RWBIUPAGANJLRHVTTRLXWYUWOMTGOVEM,,5.0,Peoria,2382860.0,,Scholastic,708.0,1-286-351-3076,Iprsrgyi,0.0,23367.0,M,50.0,O
mfs14318,Pagcgtomy,3.0,Xudmrpphglvcymygzxvelvnoukdpxfoxmx,Ojclvubzbqucwzwqmru,,3.0,Frederick,2025087.0,a,MGM Mirage,568.0,,mfsrqdvwzolkpesrgyafiq,2.0,399303.0,M,43.0,R
Npm14319,,2.0,OOWYOFOCPHCXQEKOYHNISQZBTEOUCBRNVHTMQCOUIOZXK,Dufqmhljevfxsvgsnfchpymqwh,,,Nashua,3435641.0,,USG,501.0,1-584-090-9521,Npmuu,5.0,47756.0,W,9.0,O
Erb14320,Eqqgesewogx,,Eristnpbkirzfzpbvliqmoruy,NDYCXOC,,8.0,St. Catharines,3921893.0,Q,Cablevision Systems,656.0,1-018-009-6742,Erbbgvkazwf,1.0,231626.0,M,75.0,O
now14321,Shwejqcjqrh,4.0,yqernxamrqymtenqhmosjnaijlefrntewjohdgfbsjsfopnibigaiuxwvryat,Rnitgqbckvbmacapggnqlpspmhhbamepvbnigjbm,M,1.0,Plano,23463.0,R,Protective Life,813.0,1-061-724-0731,nowevgkkfxpmkhzijfzijewmd,2.0,53642.0,,85.0,O
Koc14322,IVAIJEMBKL,0.0,fxiifsg,JSGNSNZBERNSMZNOEMQSLIFSPRGIDKCSVAEEJTJWMVUXKMARCRNPCKHPHKOOMDTZEPWJ,,2.0,El Paso,3400991.0,,Assurant,388.0,1-022-106-1148,Koctfiwlpgfqtvyksjdhbmdkxfkl,2.0,51067.0,U,44.0,O
VCT14323,Lvlbxcve,1.0,Kxbuxvwjcdcsghyjkixwjwlrlffqkblgivigqbtthrrrxjsrnndblmqdphnqmsmojmwgfjnwg,MCJUIHUYNFBWKCGKJJTPCEBZGDCKKP,F,8.0,Modesto,2045175.0,,United Services Automobile,834.0,1-172-025-6457,VCTHLENGSMVNKXHCKPGDMIBJSHEQT,5.0,,M,66.0,O
ATH14324,Kpizupb,1.0,iwuozzhnlypmhrlgtvlcaolxmzgnsbynydocflwpsmnczibwhrtcknkqqtskpxar,pliaqwunlblhjcegyxnbmrulrzevoygfacxvrtkkfoawrbkvpnzrsrvrqothsmutvs,,,Salem,1501916.0,S,Select Medical Holdings,504.0,1-721-807-1477,ATHJYOVUSO,4.0,482621.0,S,43.0,O
Wzi14325,Jbanhfhyoaa,3.0,VPVKRXGZAEWVSVUVEDVGBMCHFDMVQGLVXKVMDVJIMOWZR,wibtfmmtlvwkrstqaowcgofsuppfhfmxoklsroapvowkmiabwdemkklqxaqblawrovpcmpornswvew,,7.0,Victoria,1225797.0,P,Quiksilver,727.0,1-759-544-7200,Wzizrldxpfllqecqkrakzkpktbff,3.0,75916.0,M,22.0,
Ytf14326,MMJQJ,,RCSCIFKTPDSTISVGIPUBJNHORNTAZBRCMFWSMMSUJBLNBKNCJ,eniwhcawlpmuexugsmcolhlknqdfmwfoysvywghasbysbnfpkqmisdbetxwrm,F,10.0,Fairbanks,75912.0,,NuStar Energy,544.0,1-761-036-9479,Ytfdgoxzyetqpqagxs,1.0,360863.0,M,,O
erq14327,Cbyfjoljiqin,4.0,kcuarazshlpnjieaqakmogrnhbwadahvvgarmgrqdwosovxtslbizypvziwuihxrhdt,Dlwoslxmfxrlvwkikzfifhnmmctccxoihfilniuxcmcnmfpptxepxgrlcfe,,10.0,New Orleans,2377185.0,v,SAIC,783.0,1-921-064-4300,erqogngd,4.0,99177.0,D,82.0,O
Tzz14328,Mvzogol,5.0,Ifwexhoegellsvryzojqzhejitzxxiislhuuqnokmz,PUNFJ,m,6.0,Seattle,48862.0,,Tiffany & Co,422.0,1-793-190-6995,Tzzinouvwgrtmrobddjnjgw,5.0,30780.0,U,36.0,O
NSD14329,sbhnh,0.0,Hsvuokbkqptmzixonwpjoxwljhipgasjnplwsjsfshaeewyzbpiucmfuzoiydnbicbqspmrd,nttkoueov,f,8.0,San Jose,1829664.0,w,Southwest Airlines,673.0,1-480-035-4741,NSDWECVQE,,434785.0,M,57.0,R
Qmd14330,Stgcqurnzhz,3.0,xxdvsoefkv,Bsdujeoaqfaskmtduqxojbtnilvpmgwxdgurrdquwqflu,M,6.0,Carrollton,1073646.0,,Masco,317.0,,Qmdqjjdcynpexwmbdlsirrioaqqfkf,3.0,404943.0,U,29.0,R
cti14331,Uogut,4.0,Jwfpmaomgepuzkbkqcwtiszrlvgaesaeyzfkgxmofhgudiryecokqesdbrdyxocg,Afqemsscdgzrrukthhgdfmpoxzyvjkmxyrmutzuxa,,,Colorado Springs,1723913.0,K,Exide Technologies,313.0,1-845-141-4063,ctiqhwyv,2.0,116366.0,S,41.0,O
uvb14332,nmvangfqf,1.0,yizugxvuqrnstitpltw,sttpvlsdxxhywnrygtlortgmepwfszvjhwclzh,,8.0,Reno,1063839.0,e,Harman International Ind.,344.0,1-363-990-6212,uvbzbrjkkgx,5.0,267173.0,M,31.0,R
qqj14333,Cvwjlfijnqoi,1.0,NOIIUIFGZIURHNTPUFJSUPNYCIXQJBIOAWPKMOELLBTIXIDBNWFIQUEMIRVYRFIOCO,dinvlfjgdsdyiijef,,3.0,Des Moines,1070991.0,,Brown Shoe,488.0,1-905-625-0625,qqjobeciyrqcqq,5.0,322445.0,M,72.0,O
mhh14334,aozfxaajoejj,4.0,Oxkkkj,,f,0.0,El Paso,,,Brunswick,651.0,1-668-755-4784,mhhsiqfbjarmngjg,3.0,319200.0,M,65.0,O
zbk14335,Hxhawt,5.0,cdzlqbie,Eoudntomjhusoomtonuhkigbgigibijivjfufcysemhkaaihclafxtyfjnpdgad,m,2.0,Pittsburgh,,L,Eagle Rock Energy Partners,514.0,1-445-639-4001,zbkggxaayqanfchswffyljgrs,3.0,277469.0,M,16.0,O
jcj14336,Ycdnf,0.0,DJDQPSAAIQZFROXDPORMXJRAIDXRMWZTFRVQ,ZKSFSGLPYSHISOYMYVYCZBIGLGOILDAZJTXKRWITKLOEMHKUTYTJJMRWXEYDIOD,,5.0,Mesa,351485.0,Q,NBTY,310.0,1-144-686-5831,jcjcponwrrazz,5.0,462515.0,S,32.0,R
erb14337,Tjdpaybhd,0.0,rnwmgbjyqgizuielzzenpkuirexqcqzxmmgiosisgljyrffmdzlgxqmjxqxmbmwbtgtxpluscsquulda,baaadx,M,7.0,Lubbock,2510378.0,n,Paccar,584.0,1-880-624-0318,erblxbbedaigwlnjsjdvrklxmgp,3.0,,M,39.0,O
exd14338,Ekthoxbbcsx,2.0,Tdogaggbwsbpuiogypdduvsnmsreglumddvqhuctlbhmbpqezovjzytlxvcsyyryyruqrknlowdlgish,Uklxjvwmjnznjfjleryfuctlhavcnoazwvwhabpndk,,6.0,Palmdale,268764.0,,Granite Construction,778.0,1-817-633-1185,exdjtmnneaivqj,,35561.0,W,7.0,O
IWX14339,Eztsudebhc,2.0,cdbhjkilacxcfkddgxrli,fcwtcnhgvvdetrvrwcxy,,3.0,Augusta,634180.0,,Flowers Foods,653.0,1-998-055-4109,IWXRRUFAJHXRSH,4.0,370801.0,M,56.0,O
Amh14340,RXUNBJC,3.0,,Vllqhtcagmdibgmxolzbkxhlnuti,,9.0,Little Rock,741713.0,,Jones Lang LaSalle,374.0,1-949-660-8555,Amhvifssua,5.0,360406.0,W,46.0,R
VNU14341,Xoxkhmw,4.0,Zifqrdallabqqdhkqafwsdedtbjvcskalqgwvpaxbgrrfjwc,Hejjtsjcwzexyiixnl,f,10.0,Lansing,3312281.0,,Affiliated Computer Services,,1-776-320-1845,VNUTSMVFGINRBGEAFQNYJUKTI,0.0,495672.0,U,47.0,O
Kef14342,GRUKP,3.0,Bhcglisimgbtqviqwloyrdrmovxfqialwcklousvtmldpbogxwhesasdfamjsielipha,Lngznrfasanaxbnwnctgvhdqnbxz,,10.0,Nashua,1181115.0,,Eastman Kodak,850.0,1-808-615-6450,Kefjpwrfnqehlvrzvod,,95371.0,U,67.0,O
zmg14343,Kvezidlpkxf,3.0,Qpmunwhrcfmkjoffucsrkflwrzwbyhaxgqehljygfdqmlhnustkdxofoltjwszhexv,xiazcqdrxfkkxwwarvrsybirwghtmmeqetvlhruddjxbghudhsc,,0.0,West Covina,3555262.0,,MSC Industrial Direct,662.0,1-276-622-7430,zmgfzyzgzwtappxa,1.0,123369.0,M,74.0,O
Klc14344,kfqcierv,4.0,Sodmqzdvxvxwpvvwekmahpsgzg,twexxzzxkqnaaxdafsmbkgwmtbpqknbyhoszmipouadriehgpnan,,5.0,Salem,3492950.0,,Aventine Renewable Energy,319.0,1-361-761-1014,Klcrqddaqgzwisrdh,5.0,,M,23.0,R
qox14345,Yaxooyzpr,1.0,rowdvweumdptdewntleb,qpywnvpuskvnrjhutwjrtcumm,,4.0,Missoula,546227.0,L,Comerica,767.0,1-938-861-8366,qoxtadonvzwjefhdgth,0.0,367473.0,S,69.0,O
Fih14346,cumtqqjaol,2.0,ZUZVUBICWELGVJBUIOV,Nagpmotucxoqihbnktbepexgwlpnwubfhguuggmuhxudhicpbxsysthrjddv,M,3.0,Cedar Rapids,3943292.0,,Constellation Energy,797.0,1-086-212-1033,Fihuafsb,5.0,159505.0,,88.0,O
Wla14347,bluxx,1.0,IVDPNUDHJPOBZQMMJMEVMESMMPQKDCOOLBQPTVBFODQGNFHTTUY,Vxaxofjygxjwivpkukfpbftfzfzoxwatuurvlrmipjbw,,,Escondido,1814873.0,g,Wesco International,462.0,1-443-304-9881,Wlaskykfijcgfflwmxr,1.0,73697.0,U,31.0,O
YHN14348,,4.0,eaeybfkbxnkqgekxjftt,Jouremutmxemkqxgjvmcl,f,9.0,Little Rock,3626487.0,S,Neiman Marcus,554.0,1-467-727-9361,YHNFGWGBLAALQDDNORYEJRXUIDUUO,3.0,,U,13.0,U
QIJ14349,Pswaxar,0.0,Lhvzikmjoozosvfiwwwbbpefqaykpgvgvorgyjhgywzrneigvksyuarresdqruolhgqsfrtxlvdkr,Hkfgzvxavwgwasrmzrdovtuqsbsvgnoajlvxrakcomaaxnyfiprlxxixmelbsvqhhtcrltsjerazri,M,3.0,Santa Clara,2109166.0,P,Mercury General,557.0,,QIJSJHIMKREED,4.0,307020.0,M,45.0,O
USM14350,icalfawfhp,4.0,Dvhaoqgyurcndvjtobtgxkudpnvrhsqtxvt,Zodefqumlptgvwuapxcsikojewwwd,f,3.0,Oakland,242007.0,,Intuit,654.0,1-724-945-7374,USMICCVRTQZCJY,5.0,320661.0,U,9.0,R
Lea14351,mtssxeoer,2.0,Qdullie,kgejedyoyuxwtfrjcatfbnxzoilhwincluhywejpkyakxgnmkawuqh,,2.0,Palmdale,1491431.0,M,McGraw-Hill,683.0,1-576-834-0148,Leaoydvpypdihpruxreemzmlh,2.0,322224.0,S,79.0,O
Stf14352,Bgfmvfgaot,,TDURPSLNGQRXBEDLMBFMGIHQVGLHRCCVFTXKBYSJUIGWJBHLEW,Cospsryjm,f,7.0,London,2342083.0,,Energizer Holdings,632.0,1-491-986-9352,Stfkvlayoj,5.0,480261.0,M,30.0,O
WKZ14353,Ddkwsvasubz,2.0,hpvptsnjiijimkdkwlewxqkjattliqmttvkgzujoavrpnemdzsldjagcaxjvfwzpzmvsszqnujxkb,,f,10.0,Savannah,385957.0,N,Intel,,1-077-763-4195,WKZXFVPDTDAEYVGUWA,5.0,366909.0,U,12.0,R
lsd14354,QFCQD,1.0,CXRTIMRHDSPNOAXJUMGN,Ueccnfmfffnvfnteojsacgunpqfbvbjbcyihbylwnf,,1.0,Tucson,3302731.0,e,Sonic Automotive,688.0,1-324-594-6236,lsdmhejcpwsikot,5.0,478958.0,U,14.0,O
Qhp14355,Svntmlnxqlkb,2.0,UXVISTGGSFNAPBDWNUGYCDZPBGIBUSTBWNMNPIQYPKBTC,Acjugchdjygulznemslpreeqsqkcisgamtyoqusqxvjdgyqhwsbjjpkidhfwrrkgrhvz,,1.0,Springfield,173992.0,J,Symantec,588.0,1-964-033-6924,Qhpubxoaswy,5.0,266268.0,U,54.0,R
Ozz14356,,3.0,Diqdfkubaobqgmopblxliqapdtpvul,Fpksmnsemunilmwiwbrolhwdykpfojskdcgukshdtlqomcscoiocwilysehamgrunmxsiwdmpqszcurg,,10.0,Fargo,980268.0,u,American International Group,637.0,1-050-018-2160,Ozzstmwvaqdrfe,3.0,405417.0,M,88.0,O
jna14357,UEQMMEZVLG,1.0,Wvqakhqejamchueaqtomqekubzbjbdyrtwpghqjnnahcxkuiacwcxy,awauyjbtdmigcquoyhinnijerpbrlsalqhqtcshbdfpotwfkuhtasgslvdheoczpzuezhonbfupwplwk,,8.0,Bellevue,662673.0,,Perrigo,640.0,1-675-855-7571,jnaseaiqlgfhdcqiqwnurahscjl,3.0,132516.0,U,2.0,O
Lpb14358,Mnfuvdrqd,3.0,Zsoydvmvolkvjzeh,Rtuuyvnecqpwgvpiniufcygxzhgltpenqxdcfvozwcwycpvindhuifmjjafi,m,3.0,Birmingham,498358.0,,Cracker Barrel Old Country,761.0,1-081-314-7289,Lpboyjkcgumzrejefeqeweausclc,4.0,429271.0,M,61.0,O
UEP14359,Vdxxwwzjcss,0.0,oxwhvinfcgilspwvxtabjusdswc,Zcrozcwfxxwabmnirtrvenkgesqriljkhezlk,,1.0,Orlando,3623607.0,X,,775.0,1-259-486-5647,UEPRDRNMBCSHMOBOJY,1.0,184507.0,W,14.0,O
dmx14360,Afwhlzwcfdtd,,qobhzzthjahyosrmgcxxzsgfbrprexlphnznaousytbeypphojemume,Fytofeheitglnyithufajrktguodjjlzntlrkrfcyszavlonqnscvhlelmzwtcytr,F,6.0,Sydney,2141106.0,,Helix Energy Solutions Group,628.0,1-959-179-8642,dmxnkqxqfxwidfykquqngfuvja,1.0,,U,27.0,O
Xsl14361,hdawehfjths,0.0,Eaxhzfuhoctynojhkr,Iszramhqnxqpzoqkarwhyxiaowwcybortvfcuxdczwjxcifwcvpdgwvzmgyjqwphbczqlhijpgb,,3.0,Virginia Beach,1477561.0,,Iasis Healthcare,798.0,1-624-202-4158,Xsljjoc,5.0,225023.0,D,20.0,O
KGT14362,Gtwzmqczrxds,2.0,Vjahrpujegvvajngtxddz,PKSZVKWYVFVH,,9.0,Columbus,2909566.0,,Hertz Global Holdings,,1-973-611-2303,KGTXTFLV,2.0,438811.0,M,65.0,O
Jpo14363,rfdohulval,4.0,Klhsxlcwzoxivxwicdjmvn,cidyypqabrbkclyhmylotvovecjcvqdqgkdbcjnzbstioemgfazlk,,,Alexandria,1178597.0,,Northwestern Mutual,320.0,1-363-980-1831,Jpoprdyjwqwbtbzpgscgxbviln,4.0,227468.0,S,17.0,O
guo14364,MUJGYVRACRZ,4.0,Icioajaolennvwhxwjvcpwhoewbhrktzjtdxsgvsmatkjqdwqvzvzej,DLDHGOOSUQQBROKFZKBAGRWRAYGCKAWDPONJMNGGMMVPOWVNDIV,F,0.0,Brownsville,2831005.0,,DTE Energy,568.0,1-892-994-9793,guordmzuiugjetjrklg,2.0,456512.0,U,82.0,O
WRC14365,RUXBE,3.0,Jiapscqkypbwdygqfanxfdkjvktnorafggv,oiplyhijrdyvcuicsocwmpypbappfdlmcugjlpastkdeidcdsovseecuklszobqbenvakdjwh,,4.0,Pittsburgh,1858460.0,s,Joy Global,705.0,1-285-572-7615,WRCIJVWEYPZ,2.0,460160.0,S,41.0,O
Vij14366,Ftybz,0.0,Hfmissdvcrlndkjzwxnykjwnzllpeckjkomwismkhrzsuvvjhmdfbf,ZTZHVCQPGSRHRQBVPLDKIVDQFCGVIQLQCTAOEZSSCYECFIQKXKCEHQINKFRSSKXKFJQ,m,7.0,Philadelphia,3317213.0,,Snap-On,578.0,1-646-647-6992,Vijktgqncgwarzrlryk,5.0,187618.0,S,58.0,O
Qej14367,KOOZODNWRCM,2.0,Jwcmptxfucckpzjwfrihbeycyvnppyztnynkmbcesfxffabcfckafk,,,2.0,Lubbock,3980017.0,,Plains Exploration,354.0,1-555-049-5554,Qejjhiobshocmflafkayjxixvlg,1.0,488866.0,S,50.0,R
Tqz14368,BOXQOHS,1.0,Okbzgexrfmmfhlzxomdznbnrymxdhcnownveupnujtplqmjbpogndjqdzvpjdaraubvaiy,bipwyjbyrvbuvmrampeicbhxvqklwxintjc,,6.0,Lincoln,3457866.0,F,Coca-Cola Enterprises,668.0,1-280-072-5238,Tqzffzuthdlilqsqekwosdcdkinpl,2.0,444962.0,W,89.0,O
CLH14369,KFTQJPA,5.0,pmimvufgdbanbksbfkxkwdnnskixdwmjxrnhwubnofunrb,Emgyjixvmfqefnxvljdcrpktfkqrjynaaosjgwengprfdadwrehrshsxjphjhldkzqvn,,1.0,San Bernardino,278585.0,,Buckeye GP Holdings,369.0,1-863-203-6498,CLHFJEVCAMWPUTVYM,4.0,499056.0,U,12.0,O
Fct14370,orfqqtzxzhmn,3.0,Jcnrdzthexoxhaiisrdfvrlryhrsjwulfzypodnxhuqyerhllbsyfepdalifodcpbjtsmoucat,Vykygjpqqfyookxbntuyafgnqrrzpwxcnrdsxenjwajmkjaoapfotefqwp,m,2.0,Pittsburgh,1459764.0,g,Integrys Energy Group,,1-450-733-5018,Fctklzmgeaichvsorshkfhfusmwq,,98267.0,S,82.0,
cru14371,HJLQKJ,,URLJWWFARIZJLLWYTOJSXGBWEXXVJYCCCTKSJDVULOYVUKBPTEPDEDUGT,Tzfekutogmwowsshojsjlodxt,m,4.0,Washington,2679173.0,,Cooper-Standard Holdings,439.0,1-191-360-9125,cruqlxotdbyjj,5.0,358619.0,S,38.0,R
JEF14372,EPLTNC,4.0,DSFCBQUQDOSWSMAZKCHGJJPWASYBVCDLVFTQISTIQZXYVQHPPQDSL,,,3.0,Hull,,,,640.0,1-961-279-7183,JEFQNMHQCMZB,1.0,474392.0,S,17.0,O
Sox14373,jiruagetr,3.0,sndavpqzrukoeqlhgdxdxmbuleqkfaorqhvsgmjmtevsvffjuscwrjmrjuruxrh,kkutspcnyjjefyftxviokozayiglxllf,F,,Lafayette,3223339.0,,,481.0,1-501-567-4652,Soxpkabxh,4.0,402628.0,D,32.0,U
Xll14374,Defewgue,2.0,EIGVDDSGLPNVDVSUQOBQSW,AUDXOXUCCVFCGYUKXHMRYLGSONPVERHW,f,4.0,Las Vegas,485851.0,N,Marriott International,356.0,1-235-550-7015,Xllnvbrixtvrcmhxkrvt,3.0,302042.0,U,4.0,O
Lsp14375,Gerdl,0.0,ehxtgrzqgljieciwvbzybeivoblervdkbgdcsgpaoayjuzfxgcmf,Rpnmhlhoikiqfxqqaxibez,,2.0,Jersey City,3877401.0,,BB&T Corp.,627.0,1-905-293-8200,Lspxpmojrelsdhwqgkoopycqty,0.0,439973.0,U,72.0,R
Civ14376,ulwwr,5.0,hydswztmvnexlrlzyeolzfmhrxnvgjbyxccblahapewkq,Vacfeiriranflubzheljmsuxfuerrfbudztpoxyhejskd,,5.0,McAllen,2113722.0,h,Plains All American Pipeline,399.0,1-068-628-1298,Civzzshubrnaxjdw,4.0,153370.0,D,7.0,O
Dct14377,Zvnryhihcl,3.0,Jnmgshzupivnujapxwobkihnwdqscrejwknjwbnoklmxrgyvut,,F,4.0,Rancho Cucamonga,1052651.0,,Mettler-Toledo International,814.0,1-953-012-0279,Dctnsouvyhauidwbvnjufoue,2.0,186181.0,U,99.0,R
Ggy14378,LJURWLTSLK,2.0,Vhdmfpqsekdxaawkdyznfvrbqfq,vrneljkpeqxxcjxbe,f,7.0,Lubbock,2843892.0,,PG&E Corp.,722.0,1-613-057-0710,Ggybjalvjdkbriqfrytuocm,3.0,493663.0,S,53.0,U
IZT14379,Qvvqxctzv,1.0,HUQXFPCURTPFUOLYPHDBWKWSERVNONFJLVNTNXJVQVJDXHQBLEBXCYBZLAUXSIRTNJAVANQJIKQHFAS,HJFPPTFCUNXDCXZJTCZPJKBIMLZUGQPGBBQEDKZPMKGDGQZKRHJSWKZSSSH,,3.0,Livonia,3964811.0,b,HSN,683.0,1-575-614-0866,IZTGLTSI,3.0,377463.0,M,5.0,O
Hsz14380,PQJPNLPWY,3.0,Ecshcgeihz,Nkqlhartabft,F,8.0,Stockton,447743.0,s,MPS Group,544.0,1-539-220-9202,Hszetex,5.0,411899.0,U,64.0,O
jyt14381,esulf,5.0,Phmuveakabsdujixtfruaurjwvxvwru,PEIACXZVBKEXSSVMVCPMLUOKQTPCHDIFSSSNKACIXSCUEAABGCSFYPPXDATVEROXMYSEG,M,7.0,Baltimore,3982933.0,,Lithia Motors,451.0,1-410-583-3558,jytlmbuzshe,0.0,447763.0,W,43.0,O
Llj14382,Phwcykdsxsb,5.0,rabwqpjihqpruqflcijocriv,VPIWIYDJEFXAHMMSNFKOOYQNPVGEUYIETLOJQXCTPRP,F,9.0,Santa Clara,1059550.0,,H.J. Heinz,,1-840-141-0267,Lljrhavjuycjjopsrheuccy,5.0,484770.0,M,71.0,O
QTP14383,Xynqavwu,5.0,Iensjorwjwaumgpizpfvmsbuuptfhltmkmxxqamtieagweqcamyauwfifrvfilfn,Ewaijbktrzdjiifnmbdiwbptdhtbphytuvhowbzsypbrnzkleqqcqxhrzjomgdbgfro,,8.0,Chula Vista,745124.0,E,Danaher,578.0,1-178-473-4942,QTPJVKNUFY,4.0,73639.0,,87.0,O
jwy14384,MQUWTPNEWB,2.0,fxeybodyekybbhzlakmorphyhrmkgjthlqgyhknnxazwxabokrhjdomdteooeumvyeklizi,,,8.0,Dawson City,1922274.0,d,TECO Energy,589.0,1-120-011-3497,jwyfxwqbiqdfwkoeytyk,0.0,174467.0,U,48.0,O
Pxv14385,quwif,4.0,Yzrhpjxcwcgwdokldrtylxipwhsibvwaenilqhmhynspfztrlqyhnyacolszblln,Vvzfubuenwrvjpuvcqmrbwfppduvrfgnbwrwxwzvrfleuablmdkldhwetitnznzbuk,,1.0,Houston,,B,Mirant,703.0,1-485-725-8328,Pxvljkszcrvtaesmfwnvtq,4.0,197132.0,U,,O
Ijh14386,DXOETR,3.0,INRNTWVMATIRXFSZXXMSDOWMAQYMGYPHQETSWAPRQNYFP,NYRRLXSXXBKYFNUUDDFBEVDLACELEZDRVVDJPLX,,4.0,Sherbrooke,1316528.0,i,Autodesk,767.0,1-108-046-2284,Ijhxeherchgn,1.0,467114.0,W,86.0,O
Sen14387,Hchwi,2.0,MWAWNXLNTEZFBAGNICEPWMSVLQMTXOYOLJWBJDJILANHNOVOONHEFEOLJYVLMRBYGTY,HJXGKIAZAUJBEW,m,8.0,Alexandria,3996579.0,v,Textron,818.0,1-064-669-7551,Sengomeyhvrorbtk,4.0,317019.0,S,1.0,U
Gxr14388,Kklnehgbmu,4.0,Todigsmgotnlygwfvkehktzpebxlowoolmfjfqjgyzddmclvhfrtgleggbsjndunvbwjxvy,Zkiambhfctzcloewsddegqrjztcvxfdpvkuhbwkhughuwbxtfkfxwpa,,2.0,Riverside,1190286.0,Y,URS,848.0,,Gxrrmpnn,1.0,382645.0,S,55.0,O
TGW14389,WCPKIUZEN,,QHRPRCMCCFHYYCFGXRBPPUBOJPFWCNZPEIFNMLQWCFJZRHSONQFWCXSFHHPCA,Lscneataehiobxqhuxvsaskgswzjwkctbzpxvceyyjgfmevpjagusgddbianryiwldqnse,,4.0,Santa Clara,3731400.0,c,Spectrum Brands,453.0,1-595-070-4717,TGWGSWTQAMBNJ,4.0,441559.0,M,15.0,O
Elc14390,Efjjilo,4.0,APDOBXBLWKTTSMCLGIJWRCNXRZ,LHYPOLYDTXOLOORXGNDVHAVXDSQJMGPWGCKLVUOGPHPZYBQMIWSIRLAFK,f,7.0,Irvine,221386.0,,AGL Resources,393.0,1-767-052-9555,Elcqaofyrfmozodk,0.0,42506.0,W,94.0,R
RHN14391,Siguothjduec,0.0,NGBSIRQZDIPHDFBLUSQYWBEGHIZ,xgkvelby,,9.0,Costa Mesa,632839.0,,Comcast,773.0,1-843-997-2048,RHNXOWHYYAALLCE,3.0,285530.0,M,80.0,
Lny14392,cgdrag,,DUDUZPSVKKLXGAHPXVUETRLEJQHCOGSKMJPRNRRLUHCPFSHDBPGWEKGVIBNZDUUO,WEOONUCQJDDEHUNJ,,6.0,Newport News,617692.0,,Tupperware Brands,428.0,1-627-346-4752,Lnyvhmrmidl,2.0,165938.0,D,,O
peg14393,svixeuajoiob,5.0,YPENNVRZGIHXFBMMNESNE,abwamywv,,6.0,Charleston,939163.0,,Snap-On,300.0,1-661-236-7444,pegaktzkckbcvjsdpbacebylub,2.0,228600.0,S,76.0,
