prospect_AgID,prospect_Ge,prospect_MidInit,prospect_Emp,prospect_St,prospect_A,prospect_AddL2,prospect_OORFl,prospect_In,prospect_Ci,prospect_NuCa,prospect_NumCreCar,prospect_NWor,prospect_MaSta,prospect_FirN,prospect_Coun,prospect_Ph,prospect_NumChil,prospect_CrRat
Sif11157,m,,Occidental Petroleum,SD,5.0,NMRVUWIJHLQAGTNDQIUTGKYBIVCBAMUNHYZZMOOGAINHWSUOCKCQZMJMRUOFLGODJUUVDP,U,230134.0,Pittsburgh,4.0,4.0,1462393.0,M,JRTXFZ,United States of America,1-632-075-2060,3.0,341.0
Znw11158,,,Wyndham Worldwide,Saskatchewan,97.0,UCNCFJZQEAZA,O,493355.0,Worcester,0.0,9.0,2370101.0,U,TNJVSMBCDRJKJFP,Canada,1-388-656-6832,5.0,422.0
msw11159,,T,Aon,IL,6.0,Pnankekkqsrczshebvxsowjvkntgi,R,425574.0,Durham,2.0,5.0,591620.0,M,Rzokiaekslypogjylwrajnnuoo,Canada,1-344-834-6553,4.0,762.0
bft11160,M,,JetBlue Airways,UT,97.0,QTYEPETFBNEGEPJNBKRAEKWJYVAVIYJKCE,U,60453.0,Santa Rosa,0.0,5.0,3537831.0,M,PALLWINHLAUJIES,United States of America,1-720-836-7519,5.0,316.0
Lsj11161,,G,Belden,Ontario,23.0,Gettnhirdeklzcxwegvibyncrvxjghovveeitozgagkeseitquualjeghdh,O,9498.0,Winnipeg,0.0,2.0,2153327.0,S,Atoncsjv,United States of America,1-752-288-0394,2.0,
Wxn11162,F,h,Warnaco Group,IL,59.0,bfzsvhaabstiqxngvhpugkbzolfojiezeldvaurovxhewywrxexhjhq,R,316948.0,Jacksonville,0.0,4.0,3293783.0,U,Fesuvnua,United States of America,1-188-114-6634,5.0,451.0
szz11163,m,G,Cabela's,IA,13.0,Qtnszjsbbsuascnxkfzjdyitobgy,O,104473.0,Warwick,4.0,1.0,1360085.0,W,Iqprorvphujwdmt,United States of America,1-701-450-5175,0.0,745.0
mun11164,M,,United Parcel Service,UT,25.0,Zsiquqbwslxbrkvurkhaqelryfjmnmnrxlxdczibgqztdixhbdwvrtfvatsnjtjmkouibmytwflt,O,16214.0,Pueblo,4.0,6.0,2941247.0,S,GTWJXOEMJ,United States of America,1-065-360-5910,2.0,731.0
ZMT11165,,U,Graybar Electric,ID,16.0,SKKSJYWZTSGBSMSWAXQZANQRZFLZKVGETXMMZDXU,O,337480.0,Lansing,5.0,8.0,,M,Hikffxmayixnswoouoypdfeot,United States of America,1-185-997-5812,3.0,
Epj11166,f,,Worthington Industries,LA,56.0,Dbutbxgyuuqxbmyhxxrmwqdavpmt,O,346642.0,Nashville,3.0,9.0,2994734.0,M,EKUJASFTYIEUCLDRZ,United States of America,1-497-406-2487,0.0,
len11167,M,,C.H. Robinson Worldwide,WI,53.0,Qntqcdlsfppqqstebawxukrxrdrmb,O,3145.0,Sacramento,3.0,6.0,2149112.0,D,Gotuzxubljawdhsrhvpjeg,United States of America,1-164-698-3450,3.0,687.0
BBS11168,,G,Fidelity National Financial,RI,71.0,hgizfiaoedkohbcotwrllqtistvoisvgbrlmpqnlm,O,237898.0,Berkeley,1.0,9.0,1092354.0,W,Pleeqemchwlfmhksjrtbpmcl,United States of America,1-894-933-3013,5.0,559.0
QGX11169,,B,Bucyrus International,ND,30.0,tmxfjdqlokgaglnttvgiyoclwqmtcbpmmvmlonlksirrczppmjozelmde,R,174682.0,Lubbock,0.0,1.0,2972793.0,U,yswewgtdlmwooilougzc,United States of America,1-943-216-4595,1.0,427.0
ysy11170,m,V,Mueller Water Products,TN,89.0,OYLKESRDIYSRUFAAFSIJUJPCBXDBLLYNAJHERRUWBWLTXPBSYMSGNCHEMKWIOIFOS,O,256354.0,Pittsburgh,1.0,9.0,254517.0,,wytatppfqnhqoyyiymvkrdw,United States of America,1-329-309-2920,1.0,718.0
PAH11171,,,,HI,89.0,KJMHELSYALNSQJSQPBQFSMPWKUZGKHTDOBKRMKLKPXZGGEJLTDWRMBNVSEIOEWY,O,352546.0,Aurora,3.0,2.0,3232905.0,M,EWUOBHWLUSTUG,United States of America,1-567-224-1134,5.0,415.0
uom11172,F,V,Magellan Health Services,AL,32.0,Svkmvdwmdepicegeacrylbjhkwnnemqnorzultbqrrmakzawujbuddwjlxupaoqtkvvvdnmrpmudr,O,115604.0,Fargo,3.0,1.0,1600993.0,M,Tpqhanmpiau,United States of America,1-393-232-1288,4.0,
sjc11173,m,S,Delphi,Manitoba,,Fnowwrnxkmqqvclyvvxghvmmnxocpxcobgvc,O,122517.0,Tacoma,3.0,0.0,2990822.0,,Dirotroocybjeyxqktoftlc,United States of America,1-234-880-6992,1.0,513.0
rln11174,M,,Nordstrom,NV,61.0,rxvsrywlwscplhaqbwnutwwjgpjfwytxbssxabqlsuuorpchtkgyl,O,,Sioux Falls,1.0,2.0,182737.0,M,TMKDIRCMWNVZLWAMXUVFWGUXQODX,,1-274-443-1820,4.0,355.0
jfa11175,,,Juniper Networks,NC,94.0,FAXICLTVTRABXVRGJGJDQXWDOJZVFGTDPOOIFTEEONRTDEVBRJPLXVAZUCDMDBDIWUIOWFAOOPWUSN,U,81016.0,Livonia,0.0,1.0,1336995.0,M,Nfeynxtmwilsbfjxuhohpgghnwglc,Canada,1-062-362-7185,3.0,641.0
DBU11176,,n,Genzyme,CO,16.0,lzibncalsxjpufinlvlbxdnjtcegmxzzcbelbrj,R,161122.0,Hollywood,1.0,1.0,2273609.0,W,Ygxuhrpuwurpjvzqnm,United States of America,1-112-704-6386,2.0,407.0
rut11177,M,,NiSource,New Brunswick,42.0,grlltuylxfdibzwvspjusnmnlaqrt,O,435693.0,Eugene,4.0,5.0,362348.0,S,Pvaxpmyvlffcgawomcjgqllkxf,United States of America,1-651-034-7223,1.0,506.0
Lmp11178,,f,DTE Energy,SD,92.0,Eqrwdceanzmryanlegomqobtgcaauwzyduqrtmimzaojwfp,O,398338.0,Aurora,0.0,8.0,1681106.0,W,MEGLLVCASBCQA,United States of America,1-704-918-9418,2.0,729.0
bsk11179,,,Hayes Lemmerz,LA,7.0,Vvlkobjahhruvcqxvtbnjnvusdjeistllcrojdwximakzviuwg,,488768.0,Fort Smith,4.0,6.0,3920130.0,M,Hpptgfuccgdkwkgumlqcccs,Canada,1-337-824-2522,0.0,600.0
cbg11180,F,G,Warnaco Group,Newfoundland,70.0,,O,,Irvine,3.0,3.0,529892.0,U,Ewienyfbdjvivdezwfshuxprizjltg,United States of America,1-752-818-7537,4.0,632.0
obo11181,F,s,Qwest Communications,NE,88.0,Cfoolieixcudwumnandpxamkjkfknowvn,R,9811.0,Warren,,5.0,1316910.0,M,Sqowirshrqetcsntv,United States of America,1-889-003-1757,5.0,569.0
Iuo11182,F,Z,YRC Worldwide,MD,31.0,Gmociatonrfcqzkek,R,150917.0,New Haven,0.0,10.0,3993266.0,U,rwzbcdqbgudtnjvgzp,United States of America,1-706-238-1831,5.0,714.0
ALF11183,,p,Kellogg,NH,90.0,brkxdnrwnacknnuspestrwffaxualffyxoeugnpmycmwfedqkmyjntdjnljfgvlcpygtbregiseryc,R,215046.0,Lowell,5.0,,3366626.0,D,Gcjhkcacfccrpve,United States of America,1-046-423-6348,2.0,755.0
rit11184,m,W,Henry Schein,OR,17.0,SMPLQILURVDNECONNNBDCSNZBAURPJPGIKHUOWCUDPXLJJSXVUZQ,O,261654.0,Newport News,3.0,2.0,1171645.0,S,ngfbynzktdjqvyatcomrwznvrrj,United States of America,1-491-242-3165,5.0,393.0
Pyo11185,M,o,Jo Ann Stores,CA,9.0,xxssvtjhrmdfqqkemjskqokxyetomjkrnbpjopfhrlafknyqlxkwilmequbv,R,77193.0,El Paso,3.0,3.0,2323435.0,D,kgdcdxnjhxpnifozuxxnojdufi,,1-541-477-9380,2.0,509.0
Lpw11186,F,,McKesson,NC,44.0,Jdhxmjwuacslxejveeatixdggimnbsfmjoiknkisexkgictqftcelxpyzjtwhgtsdvkcklmkskvpfi,O,43073.0,Nashua,0.0,4.0,1865281.0,S,vednpxxqigyggalikckbsblttbaf,United States of America,1-172-369-1071,3.0,394.0
kaf11187,,,Duke Energy,Manitoba,,uieobjgnblwwhpfrojyewlck,R,299466.0,Minneapolis,5.0,5.0,2256107.0,M,Zjfffntpwzpajjpf,United States of America,1-345-079-2973,,469.0
hfa11188,m,r,Iasis Healthcare,WA,1.0,rmvsomcctjewneiiezgxpajpdynpxzhfhtikwqxfwjxiipiohuvrcwevdnphcrcsdxaoqoh,O,326132.0,Toronto,5.0,2.0,239712.0,S,JWSJTXXE,United States of America,1-313-392-8834,0.0,543.0
VKJ11189,m,Z,Jack in the Box,CT,43.0,EVQRXDGZEFCDSRKRYUZBNLQJPGOMMHQUELZ,R,8576.0,Denver,3.0,5.0,3703928.0,M,CNWWINJDEEWPPCWRQRDUOPQJIJM,United States of America,1-247-836-1176,0.0,411.0
Ypr11190,,N,St. Jude Medical,NY,85.0,Okakletrviobgugtwqudffvslvduqnzkreookc,U,474322.0,Irving,4.0,,1949025.0,,qtfwvxzcxtpezual,Canada,1-063-237-6978,4.0,442.0
Znt11191,F,i,Questar,ME,27.0,YZGEJZY,O,470593.0,Salem,4.0,1.0,2159875.0,M,Wssnxvhuzovbjcvowtumbujzbeta,United States of America,1-973-100-8690,2.0,431.0
Vsd11192,,,Staples,DE,75.0,Djjmlqsnajrhuhrqrmrmlzrjaqeplfgqyimewtdcclvsrmm,U,427824.0,Alexandria,0.0,8.0,1283011.0,S,SEDCYSZNGPQESJ,United States of America,1-954-797-1843,2.0,388.0
Jcm11193,F,W,Owens Corning,ID,89.0,udlawxvhbbfbwflyobfeabttpcrrmoyajvbshbynrqidcduuqzsfkncmo,U,254388.0,Saskatoon,,1.0,3212581.0,M,WISXIUF,United States of America,1-775-847-1133,1.0,314.0
Dtx11194,,,MSC Industrial Direct,HI,69.0,Wohzanxecajziehgfljyfgtgttwkaajmeemooxjtgtacuecletr,O,66442.0,Virginia Beach,1.0,,2425038.0,U,Vtzxrwglqvovvftehfwewgpbecurgr,Canada,,,783.0
fbq11195,,e,Flowers Foods,OR,,Qbggnkwqojqlrirbbqes,O,43721.0,Abilene,4.0,2.0,430774.0,,WRCESRMKMODC,,1-924-595-1909,0.0,
eas11196,M,,Best Buy,WV,23.0,Luihcgdwkabghek,,150100.0,Winnipeg,4.0,2.0,3500049.0,M,knfzdnsdflpanokmdtxdsb,United States of America,1-079-537-8338,2.0,678.0
BFD11197,,u,Circuit City Stores,NM,67.0,RMHOEKMDSSMZBCSVVJLIGMQQODKLJLOFMDEZHBGGWWFREUPPRFKHLZKIENMVAXWS,R,39659.0,Las Vegas,,1.0,1507535.0,W,Vvnvbhumprdnhunxnlzzvzxs,United States of America,1-142-172-5921,0.0,583.0
Qea11198,,I,Praxair,NY,2.0,Nnqctitcnvaucsiswwflzlchgruprtrthdlncwzixyqonkpcodyajctaqhjxwnatdxiahqdniavjrjb,R,,Reno,5.0,8.0,3839806.0,U,nhvfdsiiplpgyatvcvuhzwutmx,Canada,1-775-537-0924,3.0,330.0
Stn11199,F,Q,Assurant,DE,31.0,Oeuqxeybfmjowttgraikguyeuqcfszpuurvsserntrwaobkdvfatv,,433397.0,Milwaukee,3.0,3.0,1613720.0,M,Cwvsrhwcgep,Canada,,1.0,465.0
LID11200,,,Circuit City Stores,IA,54.0,nwmmsrpnduljaontqpaogiyxvwisqhlxlwokgztytxnracejvaxbkmpldrgvdpnktdzuyhtf,R,45905.0,Toronto,0.0,5.0,2208199.0,D,Xkugdlndsnfscrbcqelvnfe,United States of America,1-683-376-6579,2.0,506.0
Iii11201,,,,MO,1.0,SMZWWWQHOAKOB,U,381845.0,London,,9.0,47984.0,M,ONLKGPKGDANIUSVIEAIVV,United States of America,1-032-437-0439,5.0,617.0
Okw11202,,v,Core-Mark Holding,CO,68.0,GUBBAWODLDJCGTOCTXKTSKLHNCDBQUILSCNTGXYFYVAKPBFGVJNFRM,O,425314.0,Rockford,5.0,2.0,1625682.0,S,HXFWBWQKEMKKRFZ,United States of America,1-178-957-4071,0.0,436.0
fsd11203,m,t,Pactiv,VT,86.0,Nsxtcotcavfizbcssspeleaaxrxqes,O,274796.0,Yonkers,4.0,8.0,3395337.0,U,Isuxfameyhxdzjcddc,United States of America,1-441-162-0385,0.0,713.0
pdc11204,F,P,,CT,71.0,Nkkmeyjokrkivtwhffntglegzxiiclnaumgsxqiowwlrjjdjykqfobmexnqxlhgng,U,1202.0,Austin,1.0,4.0,2529321.0,M,Rskjkzfsqroptrsxxzomtbhu,United States of America,1-241-316-8405,1.0,788.0
mfq11205,f,,Spectra Energy,MN,43.0,Ezkwmzbdpcqiycnlmdgcwiqq,O,154314.0,Fullerton,5.0,,3453996.0,U,Tjnddvjklmfk,Canada,1-162-004-4005,,415.0
NMR11206,f,,Monsanto,MN,60.0,peicxsrhcrdxlneledjnefqkzuyjqkmnrkuapdbpfhphoopjkvwrndgjenwcstamwa,O,483330.0,Garland,0.0,7.0,2225319.0,S,GCFOQWO,United States of America,1-499-031-0004,1.0,637.0
Rpm11207,,W,Integrys Energy Group,OK,69.0,Zxduinrlmawnepevlzdfmizsmmifnmikvmwotxevcnscokqefejbwiivsiabglnyhnwiej,O,65875.0,Lancaster,5.0,,544083.0,U,Hrvelhedfxcjkssyzr,United States of America,1-082-082-3348,5.0,353.0
Phg11208,m,,Laclede Group,Alberta,25.0,fctbemofeueha,O,305998.0,Fontana,4.0,2.0,1682799.0,U,Qehglvupongcegqvbtpx,Canada,1-842-255-9689,5.0,569.0
Bwn11209,f,J,Health Management Associates,UT,21.0,hbfahnupyuqjkwvznsxsjhlntxpfhxmfvpxjnydb,R,84172.0,Nashville,0.0,2.0,1380864.0,U,klqkthv,United States of America,1-327-131-8875,4.0,365.0
HGV11210,M,,Juniper Networks,MN,38.0,oambcnhdibjd,R,228745.0,Washington,2.0,2.0,1068218.0,U,SBMFOBHRUMIPMURIVCVPF,Canada,1-586-518-6942,4.0,348.0
RGG11211,f,,Lubrizol,IN,70.0,HIUIRTMKTKZJKUJXMRPNTYDPGRX,O,329602.0,Mesquite,2.0,1.0,1714551.0,U,Pisoiumggbntltkoydibkzgjgtmms,Canada,1-794-395-0071,5.0,819.0
Hkx11212,M,,DRS Technologies,HI,29.0,CGATFWHGKQEC,,116542.0,Virginia Beach,3.0,1.0,1054877.0,M,rvadgrp,United States of America,1-555-727-3281,4.0,554.0
Fwn11213,,,AmeriCredit,MN,39.0,,U,356509.0,San Diego,1.0,6.0,1534581.0,S,EMODDDDDBEXPA,United States of America,,2.0,478.0
Gtu11214,,Z,Raytheon,UT,,Vroepnpalttnsuixfaxygfdzgdmsqiwdmzubf,R,421287.0,Jackson,5.0,2.0,3125011.0,M,Kdfefkkwnxcpuxgha,United States of America,1-164-470-2706,5.0,716.0
Aqw11215,,,,PA,93.0,Lalaecbdllimi,O,296076.0,Idaho Falls,3.0,10.0,659100.0,S,Wacdherhyjrs,United States of America,1-600-665-8513,4.0,404.0
Dlb11216,,,,UT,88.0,qlommwfncedbpjobdvphgkxeaasqrvthqwdf,O,130659.0,Fort Collins,,6.0,1448603.0,M,Ubqimsfcrulvgfddtbf,United States of America,1-107-686-0540,3.0,544.0
npc11217,,V,Kla-Tencor,Manitoba,28.0,itaxhuupcybvnfspbxknlrvtxfclqpsrqwkknvqvusetftofrofqxqejpiydsilxiajhewlth,R,,Lexington,4.0,5.0,3730627.0,M,Athhhcabcivaffdxnx,United States of America,1-663-382-8230,4.0,736.0
Osc11218,M,,Plains Exploration,TN,62.0,Nztjn,O,297262.0,Fayetteville,5.0,5.0,814723.0,M,BLCQHNHFYJKRUQBFKCNZSQTCORL,United States of America,1-255-564-4632,1.0,542.0
Olh11219,,,Granite Construction,MO,72.0,EYXHYLIBPZEVJMICSOKKISNCVOGCZQUOZ,R,154673.0,Baltimore,2.0,3.0,1879314.0,S,Qrrvxiujvjyhiuav,Canada,1-123-569-6644,1.0,636.0
Vbs11220,,,Cabela's,TX,85.0,pzsyrhdckrgmjmmkwgjkyuusqsrjkbyphvujlaluvdim,O,,Phoenix,3.0,7.0,937191.0,,KIIIAL,United States of America,1-494-686-0991,1.0,361.0
kng11221,,,Hub Group,OK,52.0,sofftfedzdyreeyatnvyihep,O,36086.0,West Valley,0.0,8.0,3465698.0,M,Nrnbkkrg,United States of America,1-679-486-9039,4.0,308.0
Les11222,m,,Sunoco,TN,21.0,ibvcvyruhdmkjttwyqr,O,293557.0,Rancho Cucamonga,2.0,9.0,2808627.0,M,Hknqgdz,United States of America,1-570-775-4529,4.0,555.0
Nim11223,m,B,McDonald's,SD,65.0,Gofsmctjqgarxrjqpqkctxokjqhsfmjiocrmzhqxiwpgfz,R,192150.0,St. Petersburg,2.0,5.0,2408141.0,W,Oqfvrqqnrsf,United States of America,1-980-275-8196,0.0,686.0
Yst11224,,,Dow Chemical,OH,69.0,ngesdtqwutiqfanx,O,189404.0,Pasadena,0.0,9.0,1109266.0,D,XEATUJQBSEBKOEJJDFMCXQQZ,Canada,1-672-259-4507,4.0,596.0
Tay11225,M,d,Travelers Cos.,OR,20.0,Onzbvxqzaxlzunfwqfuzstnebrhozvktdbhpbnjaiorodi,R,134981.0,Pittsburgh,0.0,7.0,1410948.0,S,Pnqpfoynqnvbxbpdvpohjfcagnuhu,United States of America,1-923-160-8373,3.0,590.0
Dxp11226,m,,Pacific Life,Newfoundland,73.0,Swxsyooifkdbfiurgtelqokhwsv,U,130837.0,Baltimore,0.0,,1977154.0,S,njujnvd,United States of America,1-840-042-7421,5.0,761.0
mpb11227,f,L,Lockheed Martin,TN,79.0,Kzuhwqmsmctdkjodqmrlxqoqeiabtfkmgluaweotwruozbjgrcmptjjotrbsipfxnzuypporznsmxmbw,O,281841.0,Oakland,0.0,2.0,1167969.0,S,Kvafidwmhebltjhrg,United States of America,1-408-258-6122,4.0,469.0
wsa11228,,,Mattel,WY,61.0,Pylilnoghrkdvwkbksvxwqmhljcatayxowjlgsftveoxjtxnk,O,,Chandler,2.0,3.0,2230844.0,D,Bcqmbiixvymb,United States of America,1-609-892-9521,2.0,578.0
Qlh11229,,j,Hewitt Associates,NY,,Qgbrrbdfqphkjedzflhxljucgvcmgmxljjjcvdoin,R,164027.0,Oshawa,1.0,5.0,3031669.0,U,Fmzrfuhtkwoxgaflzvhijsjbw,United States of America,1-930-066-1105,5.0,424.0
Nmo11230,M,C,Interpublic Group,NH,88.0,ETWJCKPBCKIZ,O,462309.0,Bellevue,4.0,0.0,1235970.0,U,ljlorbzxngmrawwecwfvgscdidvoc,Canada,1-785-807-7455,3.0,550.0
han11231,M,,McCormick,MO,46.0,,O,436892.0,Lewiston,0.0,7.0,1409955.0,W,Rxwlscwjsc,United States of America,1-158-482-0351,,595.0
Mjl11232,,,Ross Stores,MO,60.0,jtklhswbqjkvnvcgskgxziqxfbfbhfaldvdixuuxdqrfrwucjxypdxejxnzwewsgi,O,162079.0,West Valley,4.0,2.0,2613791.0,M,LFOIR,United States of America,1-705-248-0509,5.0,690.0
Zuy11233,,J,Icahn Enterprises,LA,58.0,Wtomfjqxwwlunpaepociusekgcbwdntnuhcwyskngswolayxvgnexvdzuk,O,243380.0,Bridgeport,0.0,5.0,,W,PSWGOQPZNMPNV,United States of America,1-971-273-9316,1.0,456.0
gcn11234,F,,Williams,UT,78.0,Vlaxhlhnziprqmmnvvcoic,O,316002.0,Peoria,2.0,9.0,2747343.0,W,Bvqjiquhpbkqclczqxaihpvh,United States of America,1-131-833-8875,0.0,406.0
fmn11235,F,V,Huntington Bancshares,TN,92.0,ceaxeheazggtguupcrbrmwdpxkqsksnyshiamkszbxtfwdkygsawlrhlhar,U,440853.0,Milwaukee,1.0,3.0,2062648.0,W,Zyxqzsouoyopjnonimgwwbdzada,United States of America,1-843-123-4063,2.0,672.0
SRW11236,M,Z,Hershey,SC,35.0,TDJDZTXE,O,19138.0,Reno,3.0,0.0,2837974.0,M,Fuqjsgqfvydxvlpcurgbedkcaugtuj,United States of America,1-116-177-4365,2.0,594.0
Itu11237,,,Avon Products,ND,42.0,Xvqjxmxggcwcazqzxubajoxymxhrzivytenuchyldjpesbgufxzmntpzg,O,287071.0,Escondido,4.0,4.0,3995777.0,M,DATVFAQRWLXIVNYVOUB,Canada,1-313-261-4811,4.0,433.0
dwe11238,f,z,Varian Medical Systems,KY,29.0,Jmnya,O,365741.0,Montgomery,1.0,9.0,1904958.0,,Dgesnlpaabsbbaumwdlchl,United States of America,1-349-618-0467,1.0,667.0
GMB11239,,,Baldor Electric,AL,59.0,Lusokruulkxpdfomjtweydgziovpacvvprglaqiieghjfsy,O,81412.0,Fargo,2.0,8.0,2422577.0,D,gzyeqjddagfjxcvygbkfhnctu,United States of America,1-359-871-4035,5.0,
Dwe11240,,,Helix Energy Solutions Group,TX,74.0,Spufsrghcorjdbwrwxbehxogtakaoskewerwxsgjoqkppbgxcdkxskvsjncxt,R,351289.0,Phoenix,1.0,7.0,3637239.0,M,Zispqbgsmf,United States of America,1-312-059-2732,0.0,781.0
HVF11241,F,B,Leggett & Platt,CT,61.0,Kbvdxduoofhiwcwicpmndrywjq,O,117226.0,Denver,5.0,5.0,1283618.0,M,Xumummkmzhaczqezogd,United States of America,1-572-371-3797,5.0,733.0
Zcb11242,m,,Lockheed Martin,VA,85.0,Nogksimvfdtjyghiakafuoxrstfusypruznufmrvbythkvkothsdsithstw,O,377807.0,Salem,3.0,8.0,3892707.0,M,JZRGBLKACSE,,,3.0,832.0
Ynp11243,,b,,KY,45.0,FKRTPGHSZVRFCXCJMODEQKHFAJJOCXFUZTNZLVYEMOGQITLUPEAAUNWRAUEHDGOTFOOIGSURMF,R,76088.0,Fayetteville,4.0,6.0,2679837.0,S,Tbqozvnuilaiety,United States of America,1-677-245-7333,4.0,810.0
Osi11244,M,,MasterCard,MO,,fvetilspbepaxzpnfttxb,O,362310.0,Tempe,2.0,7.0,2147856.0,W,Tdjmntmxrrpkzxjqyle,United States of America,1-671-855-1457,2.0,665.0
Luq11245,F,,AFLAC,LA,71.0,PXTEPCJXIVFMWUFSLQXQTESBIRTVPNFW,O,291871.0,Beaumont,5.0,,1448391.0,M,Gqlwrqnacbdrdsdalzypvu,Canada,1-611-389-3242,4.0,613.0
Rgq11246,m,,IMS Health,NH,79.0,VYABDFBGIITDFIGFJU,O,21046.0,Houston,2.0,5.0,1334212.0,M,Vzoqhemczksmnfnqrlfgvloitgq,United States of America,1-920-635-4208,0.0,815.0
cvt11247,F,G,Chemtura,WY,,TPREAKPVWOINJFQVCHUAUIKJMCLPAJTQMFWVNWRHVSTFFIUBXNOCQZQPRVOZFOM,R,417683.0,Dallas,5.0,5.0,,S,zkcvgsgbpzopbsyvxonlawbsacsf,United States of America,1-302-370-7181,5.0,726.0
ajb11248,F,,Dell,Nova Scotia,62.0,Fslqwnegodegjncjuqfgubecfhhvpwhtlxungyczpbiqlpuchkfajnauosika,R,177143.0,Grand Rapids,0.0,2.0,762399.0,M,Koddgovylcrxbblkcjxcfhaeex,United States of America,1-434-634-5403,0.0,815.0
xpg11249,f,,MGM Mirage,ME,,IVOWDOSUAGZGXHICRDTUECYBJX,R,447237.0,Pueblo,5.0,9.0,18399.0,U,yvfxgd,United States of America,1-829-618-3623,4.0,388.0
Sxx11250,F,,Trinity Industries,NV,41.0,UNFWQMIKXFEVRLRCOCVAGGXJIIWCOBAMTDNQRXNAHUYKNFSUFGWICFRJCKIBOMEQUBMWTVREZY,R,19891.0,Fayetteville,4.0,0.0,993962.0,W,kjkbtwlwnivheozumusvmctwb,,1-891-864-5526,2.0,613.0
vzp11251,,l,Moog,SD,19.0,SBKASOTSQXAHHBADNRFUFIKNGJIINIJMVUHYKXKVFFGSQNTXXODGRSCMS,R,232545.0,Anchorage,1.0,6.0,2573906.0,M,Ouiltykmfch,United States of America,1-666-982-6284,3.0,365.0
bgf11252,,N,Aventine Renewable Energy,Ontario,30.0,eurcekncpmsdhmhiugptupfznmjewcjv,O,274111.0,Costa Mesa,5.0,5.0,265459.0,S,hvnpzosuoyzhxtrqrhbbqt,United States of America,1-136-946-0924,4.0,806.0
Ydw11253,m,,CSX,IN,54.0,Qyuhzbwjwywfkuedwupfnbhrxfyu,O,239120.0,Mesquite,3.0,6.0,3518058.0,M,Mckjkdmiap,Canada,1-245-079-3393,1.0,772.0
bse11254,,,PPG Industries,AL,89.0,Malslctarirhmmdgotutwkyrja,O,67807.0,St. Paul,4.0,7.0,3347273.0,M,Fkhsehfsjbmkqpkixgp,United States of America,1-205-946-2883,4.0,363.0
Jqf11255,a,,Greif,HI,6.0,Sjqzorlj,O,276211.0,Fresno,,3.0,308579.0,M,MBYNEEHBTNIRHRK,United States of America,1-657-257-3342,5.0,595.0
ddr11256,M,,TJX,KS,75.0,GEHNTZXDSTSKFQNEJCTBCBNPMIGJMRCSVSVIGDEYWLKTOGSETJXASP,R,15160.0,Macon,0.0,8.0,1120721.0,,nsdxyswhdikai,United States of America,,1.0,738.0
Wai11257,D,,Manitowoc,IA,51.0,QBRDOBADLOJPGEU,O,221640.0,Mount Pearl,5.0,9.0,3624132.0,U,Opyyw,Canada,1-526-947-2279,5.0,765.0
Fst11258,M,,Boeing,MO,22.0,ZXYKATOTKWISMMIXAJBISATWHYGHKADADLNVGEHKSSUII,O,80581.0,Berkeley,3.0,0.0,2614807.0,M,LZVQJPNGIXPOX,,1-672-375-8978,4.0,661.0
PVH11259,m,,Owens Corning,ID,42.0,brbjxcoftmmacztnabemrdqytiypcxejkhmmxuwhoifupsbzhlmlkmnbzcezcttcumc,O,115336.0,Amarillo,0.0,9.0,3691390.0,S,DXUUUNVKSNHGOJDUKGJUUWN,United States of America,1-274-972-4757,,697.0
nrb11260,,,Harman International Ind.,NE,71.0,Mxumzmvbqxxjtfs,O,342513.0,Lowell,5.0,4.0,1552518.0,U,Awerzhtiieu,,1-213-369-3144,4.0,437.0
vjo11261,,o,Edison International,VT,6.0,Hxckgaksjfaglfqqvlvpgqigxqcaeqrdaptt,O,343045.0,Modesto,0.0,,3101696.0,U,Vperqe,Canada,1-366-700-4149,2.0,466.0
Fkv11262,,,Select Medical Holdings,DC,39.0,fgvcbsodidnupuzigffmtcifeeepcralgqcrkncbpixfoqwyztusrsbmtjmmwpmdeduabksphbbhg,O,418944.0,Ottawa,5.0,6.0,1921967.0,S,HHIWQRGXXBFDXUNHUHQRJCHGGO,United States of America,1-357-172-3202,1.0,630.0
Bji11263,M,Y,Amphenol,AL,79.0,mglszousmogptosvwcpecfdnvssmvabni,O,406480.0,Missoula,3.0,10.0,2667763.0,M,NDNJSLBHSSAFGUKZGRU,United States of America,1-145-612-9353,3.0,706.0
qks11264,,,Raymond James Financial,NE,2.0,Kuxjuaajzfkpodjmzgxxcg,R,172999.0,Stockton,4.0,9.0,766396.0,S,Lzbpdijwrj,United States of America,1-723-801-6100,3.0,376.0
odd11265,f,,Snap-On,CO,27.0,OETQFBTVEHBWTV,R,452043.0,Yellow Knife,4.0,6.0,1289517.0,S,Dovrztplvbeivplcy,United States of America,1-461-380-8156,5.0,362.0
Ijw11266,m,,WGL Holdings,OR,16.0,ALCJHRHCKFRPZBQUNYVJXHYXHIPKNATYELO,U,473147.0,Abilene,2.0,2.0,1564668.0,S,Vvbhnbgaoausbpbqtfbd,United States of America,,0.0,785.0
hbb11267,F,b,,WI,41.0,JLXUGHMFGVVGKXFODYBQFCOSSYFXDBFOEKFLDGNWXMSBVERNIKUB,O,61061.0,Irvine,0.0,9.0,2567908.0,,Yjcfprfqlaavybudafsaja,United States of America,1-276-937-1050,5.0,653.0
