prospect_mddlntl,prospect_frstnm,prospect_g,prospect_ct,prospect_ntwrth,prospect_pstlcd,prospect_gndr,prospect_lstnm,prospect_mrtlstts,prospect_ddrssln1,prospect_nmbrcrs,prospect_nmbrcrdtcrds,prospect_mplr,prospect_nmbrchldrn,prospect_ncm,prospect_crdtrtng,prospect_ddrssln2,prospect_gncd,prospect_phn,prospect_stt,prospect_wnrrntflg,prospect_cntr
,Glgajofrqhnloirywrnebebddqp,5.0,Inglewood,3866617.0,Pceuhryfv,f,ITVTXUPU,M,SENWLLJFFMFBPVHAHEDMLCKWXOZ,0.0,8.0,Whole Foods Market,2.0,168224.0,730.0,utpefcnwpohhuapfibkrgttg,ITV13505,1-539-508-4697,KS,O,United States of America
,YCYYIKLMPT,23.0,Las Vegas,3888621.0,aaaqukcicdjf,,Fesfxrhxbtie,M,Pvgxkouyvzb,2.0,5.0,Pitney Bowes,0.0,455656.0,662.0,,Fes13506,1-586-699-5726,NM,O,United States of America
H,lygmlactm,94.0,Sherbrooke,2039174.0,Ephesijxz,,Jbiwziuoctkx,M,Lrnnijl,3.0,1.0,Mattel,2.0,353881.0,833.0,Vchqeexmoiodautgtzi,Jbi13507,1-060-166-8883,VT,O,United States of America
,Syhrbqvejyzvyiuwunglbktwh,20.0,Cincinnati,1357803.0,Ewrxriqfymhu,m,lbwfhrdmgugil,M,,1.0,4.0,Lennar,0.0,299320.0,358.0,gafrsbglshrvsekaddsic,lbw13508,1-060-342-9196,CO,O,United States of America
V,Vncrtgbvhtchbpl,90.0,Provo,778633.0,Lvchwvnvdkan,f,GSNSOCKC,S,nieblkcogyeegxyuftnl,3.0,4.0,Sherwin-Williams,3.0,381525.0,511.0,Epjmbpevlcjfyeneabkfonlohebfeopnzfgxuybitipwfbnb,GSN13509,1-482-082-6130,NV,U,United States of America
,VYLJKSFBSW,35.0,Gary,2728861.0,asmdjo,,Qeunziuhsqwphwrbt,U,Fkzhwychbeqioyercapozzmqeebezcueanjbgkgsjrujlyejmqmbevgerjsqjqmm,2.0,7.0,Masco,5.0,450394.0,513.0,xcjtpbdlwqcpaifiuzflkykqyrexbovahtddxveyjqtnnkzoxwcjkjmfijwojubzwaqglroztycggoy,Qeu13510,,CT,O,United States of America
,Dwqluegvgefwuzvgfpyifohfv,29.0,Chesapeake,3806206.0,wpjnwskmh,F,adwcrpqmartcxyqixnsow,M,KIVOBHCCBJRJMXPJNLHQMQAKGGXDLBXTVOYNUSXJKNZJSTNNPHUZYMVKAJWGEKBOJAWFTDA,4.0,2.0,3M,3.0,362507.0,689.0,Brakalldljgewudrgjcijwsplfwsilohkxceqeqkh,adw13511,,AZ,O,United States of America
,Kcqmlrglauu,10.0,Glendale,2431184.0,ylbkokn,,WUENSJHTEASJVIMXZ,U,PXKBOBPVKVSXUJJXHHXUBLCHEYYHMHNQBGSWHFIDMFDEESSBRAMEPXVCCHBWB,5.0,4.0,AMR,2.0,406881.0,799.0,Kryjjswfnongixyoehrylhkllywlgpzjgktqllrvjasknwerkhekckevjhjflcgrpqhfxbn,WUE13512,1-090-245-7095,AK,O,United States of America
k,Nijpngarmxkrzgmmo,17.0,Biloxi,2941410.0,znlpzzt,m,Gpqidedjo,U,Rmmazbvkdppxhddkeygebpxdpibmxmjobjnkkqdpvcsfpjdrumjwbgbarljfjmclwzrmcm,4.0,5.0,Radian Group,4.0,4446.0,678.0,rlwzgpxjumbyqdxckprrramjtknz,Gpq13513,1-260-375-1481,British Columbia,O,Canada
o,SQDCWRPYDBKYDHTKISCCQJPRY,14.0,St. Petersburg,84480.0,Vawwyebm,,Vytiy,D,Jolvjbrtcsethgnzgyhewbrkzxhrdzxvufnsehutvfinkhatalawdttguzrjoliohnoypcikkjcrwcpj,0.0,3.0,ArvinMeritor,3.0,,666.0,Cmqfdjvwqquahvcflzyojjxqnzfvgmharkpfjjjokvwtzke,Vyt13514,1-432-120-0459,MI,,United States of America
B,dsbgnycgycnleybmbs,98.0,Phoenix,2939892.0,Cyhsq,F,ylstzdexzsqu,M,BWUPCWTLEHKLYPGMDWMKFAEHNSKGOPUHVYKMAVSKYXVNLQYWTELIEBU,0.0,6.0,,2.0,52963.0,354.0,ooajbyxvvuxlepcbmt,yls13515,1-255-382-8281,ID,R,United States of America
N,QPTGNOAVMURLEURGD,7.0,Durham,1141828.0,Vzjuylpcjap,,dcavdgrqmgxyugifo,M,Lxabxteyjjlidkaqvejolgsjctgfeehcqhadqcayifqldvimh,3.0,4.0,Bon-Ton Stores,3.0,48624.0,442.0,iicvlyjmfyzvwbvotpsetdfg,dca13516,,CT,O,United States of America
b,Msbpxmu,92.0,North Las Vegas,,kucjerinwr,,OGAUVSRATGUNZ,M,cvevebpyzjjccjriyfcq,5.0,8.0,Autodesk,0.0,127598.0,808.0,Lgkgispjqeksxzjhzlabrzkaitbpqvoepkvfuxxuetcsywnvrjppdotepkuswdmpszqnjreeisvicipd,OGA13517,1-950-497-0045,IA,O,United States of America
,Yatljsjptbpzcczpuqtmusgghvli,59.0,Lakewood,1032884.0,Rgznd,,Ubtvyvkeoahhmmdkrlrawzjvuxxb,S,Aweskwrywrcvaawatmjnplxwwlugagifcncwagjvkyzthifpgkljdmfnlknbggwuwrovjrqtelhzrghw,5.0,3.0,Devon Energy,5.0,394393.0,615.0,Nklvqobmtdkvjopycxicicl,Ubt13518,1-550-617-0258,Ontario,O,United States of America
,oztvqugevleo,98.0,Scottsdale,2677195.0,Siwyahkebnl,,Ckhkssmqp,M,pthlzndkcoortgsjjcjxqvanybfgdbballaqwbvngcacmltdvpy,5.0,5.0,Airgas,2.0,,672.0,FQTKSFQOWSBCJRXFLBYM,Ckh13519,1-424-372-1915,LA,,Canada
,Ikbil,45.0,Newport News,2533105.0,qjujuysmezz,,VEXVKYRHCJSLOCWKVTQKEZXS,M,yjqmmuucqappabmsdqibviaelyziutdkalsdzdplubmhmefedwjkimcdffkiwqpkhqgtbhswo,3.0,6.0,Curtiss-Wright,1.0,475668.0,371.0,Yxwfwbubbvscaeejeudwarcohwvjoxryivsbrdqumilbkdl,VEX13520,1-539-511-6100,MO,O,
,Dcakzorrashvuiizqzwwov,8.0,Moncton,3216748.0,Yvncplr,,Wznermsgev,,IXVKRGDBZMMBUBEDXNPCMIWPBCPXFQBBMQGYRXRUNNTYQMPHNSXGKUCOOAAB,3.0,3.0,Newfield Exploration,5.0,433266.0,463.0,aqomtjjebejarumksnfxpukdlqpi,Wzn13521,1-287-973-8395,AZ,O,United States of America
Q,pbfbacoikwtnnmphdfamhca,23.0,Arlington,1104090.0,fwvsviiflg,,Bqavqulgmfjzdkxsrzn,S,DDHIRJEYEKNQYSRVCPMYULZWRVMYFITVJPJ,3.0,2.0,Avon Products,2.0,354223.0,679.0,yimyhqxqvdiawzelyfymwdvkncpgcwkiuvkhvhukqwathwpakidnosfjdauw,Bqa13522,1-062-872-4901,NV,O,United States of America
,FVYOGNGLIBIITOYNTWPROOTCMYSKI,46.0,Santa Clara,2997988.0,Owkmltdgc,,ovvuts,M,XHVDEJDFDWKIIGZOUSPJSRTO,4.0,4.0,Entergy,5.0,19152.0,547.0,mxwhsylcrrliuueahmmjulvpuvvjcnpvogxhizqmxrn,ovv13523,1-945-561-4162,MT,O,United States of America
,wgmfbfvgz,86.0,Irving,2056015.0,zlboyxxyksva,,Qvshd,D,Tljgxvlusdtddrdataq,4.0,8.0,R.H. Donnelley,4.0,,,Fojaufqdbaejhnehsnvvvvrvtlbrstjwckoldnvfhgnptbmdglbfgykdzizkmq,Qvs13524,1-879-587-3035,NY,O,Canada
,Azprjnikfbfgepdh,,Boston,3379610.0,IDCQCI,,Recvzwrdbjmnywklnrzaxqifr,D,VHYBJYWLRSOVVNIKIOGYQIRVJFCDWDOHXOOOWPKWTU,2.0,10.0,NRG Energy,5.0,,,Pytrmebhwcggyyifxjawnuoiwhqmwrubbdnekvwqoaaivzgftgoocmsfc,Rec13525,1-929-518-4038,VA,O,Canada
,wnreqa,5.0,Sioux Falls,3482102.0,LHMCUBCQ,F,TVDWPIGYG,U,pbixxaskycccdfnqceqkfrvxrgwedklckle,0.0,8.0,BorgWarner,5.0,158014.0,747.0,zpnwchqqswacmyqqgceuviluyqf,TVD13526,1-692-509-7098,MI,O,United States of America
y,Mbiasqgnpfdvjblogyiijsggzwiwa,95.0,Bakersfield,358575.0,adouhiw,M,CHFBDYYRPKSPCUNCXNA,U,,3.0,6.0,Coca-Cola Enterprises,4.0,127297.0,599.0,,CHF13527,1-967-105-3945,IN,R,
F,Dbqnk,26.0,St. Paul,2967131.0,,F,MOYPODXAPACLRMLHOGDI,M,CHBBFFHELRGCEARE,3.0,9.0,National Oilwell Varco,3.0,253770.0,365.0,Rhpdrqzqqxlxg,MOY13528,1-667-479-9813,AZ,O,United States of America
b,CQBIRDNXPSAFAHEWNOEITQCLVIGUXX,,Erie,3932625.0,jrgpoapi,,TARLOMXMO,U,ftnmgmwoqmen,,2.0,Pantry,0.0,283051.0,,Aoofjndaqbizmcsljpkgixhqisxwkklioiqwopxpddbzbviakrkrst,TAR13529,1-213-458-6341,NH,R,United States of America
,LWGGNZKCBGKWIDDXXYRXOQIH,23.0,Nashua,455996.0,Anhvoayrgpqx,m,qopepygpmpbwvuwvosszf,M,Wpsnllshbndxeymwievswsnnlnvdiacbqifnroesjkfjbxbuzasjkdnpjrgasnslqvtxbhfqwffrz,5.0,9.0,Tyson Foods,1.0,408988.0,766.0,bkqeoeerkvacnalkwcfphoeotpnxrravcrhkubqsjgertjuypgmjzrxsyzjcickpvyc,qop13530,1-976-099-9461,AR,O,Canada
I,TUDHTTDZHPBELRHMDWDWV,40.0,Orlando,241123.0,,,Owncrvcmvmsrcojetcejhijxeexvqu,S,Ipngkvgmfcnrlykbgwoclswgj,3.0,10.0,Itron,5.0,418202.0,425.0,Zkmistmhcrdzerumuatvnetbruwfvwufagiuputowepnhaliuxtjovsknawpbeivoiixubk,Own13531,1-141-754-1368,MD,R,Canada
,hndfbbwscmtadhyvpstaebzkmbeau,39.0,Modesto,2259225.0,Xttxfitifhh,,lwhmwryacaoppylpgnrbnons,S,Ayukjevdwkcstcehjpdicntbcnlvlscgspb,4.0,5.0,GameStop,,327279.0,430.0,QEUYMPCGTVKKAFCQJVKDNWKCEKPNLGNYQGIVBLCUDXVBHQQLFFQACBDLIMXLTVY,lwh13532,1-241-825-2620,Prince Edward Island,O,United States of America
,Vhraomrssvmrujk,18.0,San Jose,2305714.0,Lkavelvbhlom,,lapeixhmyqdedhmcawotdatvk,U,gsxlrxtw,2.0,10.0,McKesson,0.0,475419.0,479.0,Imroofcmbgflaqenvjgohweqnpfwdsyrzpqbhknxldjon,lap13533,1-200-793-3762,Saskatchewan,O,United States of America
Y,LXJQYTVRMAYSLUNW,2.0,Toronto,3060058.0,LFXRLVTHFI,F,Tjszpopdehm,U,Yekdgxvgibdogaqrzcigaqyfleoatnmetteojpyiyoafwuicwfbznwvmhqzuzshrjocdlyrduq,1.0,2.0,Equifax,0.0,23658.0,674.0,Gktwtjpzjhdfbgyuwacdvmpflvyurrdoozbhwg,Tjs13534,1-048-377-3380,KY,O,United States of America
,VLURVGGXWAPR,64.0,Huntington,,Qvjttqwx,M,gzihglizjpboridkktombgzseaais,M,Uzxuwpbdbeylpfbdcwggxqxvpzyhrjfvckrdormtahtaylwpwgyporbovlwueaizktmewhpobyjnb,5.0,9.0,Ryder System,0.0,289708.0,416.0,URSKQXJE,gzi13535,1-447-707-7030,FL,O,United States of America
,Leepcxjpkrwrfudvvlnl,,Ontario,2762973.0,Xhqlrml,,TRJNHVSFWSINXVBCJFTMQKBJJZ,U,DWWPA,1.0,8.0,Air Products & Chemicals,4.0,170748.0,826.0,vffimokbjpjozsdiobscfzynrqhykafthxvdxgxltydxwijxaeugtngtldkaiswpulpmqgbqpz,TRJ13536,1-164-892-7234,HI,O,Canada
,XOMLJXXZQHWKUQTAXFKAOZSCH,89.0,Frederick,550058.0,,,Yjuwegtpqukyhkxqducoselpscfh,,Cvixcxzyrinzxejqypjlpnoy,3.0,6.0,FreeportMcMoRan Copper & Gold,0.0,125260.0,491.0,mralelxvthpxigzxeadnotmmjsnrnhj,Yju13537,1-083-422-1085,NC,U,United States of America
,IAQHULVEFLMIQAEROKNPUT,30.0,Escondido,3313252.0,Cvvftodwwvb,M,Gbnvfajrwsssrv,U,kfslubzduipliebhtcj,0.0,10.0,Rent A Center,3.0,51635.0,698.0,Keqoubcvxucllczqh,Gbn13538,1-836-001-3798,VT,,Canada
M,ruqzzfjwe,75.0,Mesquite,604063.0,EMKGPTROKXF,,wjemthzytqrqftyatgvqgbyrxv,M,Nhkxqwxlnnlfivrpyxlghpwewokdglbaohqkqmdodrtcukakhswhlmhyxxbwnb,5.0,9.0,Host Hotels & Resorts,5.0,337050.0,736.0,Vhzkjhedbqtgxoxsibqrmvsrcaczvzioxyowrlntvfvad,wje13539,1-500-261-4234,Newfoundland,O,United States of America
,ijyjadxwuunoybsvdgfwosoafqgq,84.0,Mesquite,785438.0,vspme,f,Eqflhosuzxzimhfxiggugjhtgyhwk,M,Shglqoouriwtprkewcluwcdnteigbvfouxwhnm,2.0,0.0,Covance,1.0,465275.0,426.0,Fqthyehqspkrznrmrssusoptuijxtyqdbpbpuwjztocxrkietkznmuxlijybjkutlogdoywgml,Eqf13540,1-368-532-0597,Newfoundland,O,United States of America
,Udxhkt,73.0,Garden Grove,1346098.0,Mzifskbayb,f,rmvtefi,S,uoixroihztbmsbokaibwdxcudjdykcsaftgpnldmigcc,3.0,3.0,Flowserve,1.0,335471.0,421.0,HMDOVYYPKBWJWYVDXDRNGHBYNAQNSPMEPWZIQGLSWAGWWXBDHMCOUSLIYAQAYOYWHE,rmv13541,1-594-327-6421,SD,O,
,Polsgtucvygxlikpaxziwn,43.0,Fort Wayne,1725564.0,wwvjmkcyxy,F,twqgwktaeupwfldtkuepixavpjxl,M,ZEPRDC,3.0,6.0,Temple-Inland,2.0,29266.0,421.0,Wdapkblhptrkvomwwrhlcfdwvblnihoswduiabfnfaeycgkxykhftcxpxrconqxojhligvjghuxmo,twq13542,1-202-267-5345,NH,O,United States of America
Y,Ktikmc,89.0,Baton Rouge,473541.0,Mdmkwgc,,Wtoxsiflfexfaupvc,M,Cpsspzmnrhridpuneisrduxfyhznkmremmseryqdjvdz,4.0,10.0,Procter & Gamble,3.0,248351.0,668.0,Znfmgsibiwwqcvlkxuknlqclgsduhtgwjztdwfpqi,Wto13543,1-306-474-6135,New Brunswick,O,Canada
t,AFSTKVDIABICCMGCDQTFYRQUA,83.0,Toledo,2944042.0,,,Opiqikrcjqwkxgzsdmaudolgt,M,Nkxbmnxydzzdxngpz,2.0,0.0,Diebold,4.0,309799.0,385.0,ZCXGPINPLNVYMZMQSXPNYNRCVIBWIFPYOWCARKTLNALMVGZGKED,Opi13544,1-429-837-6223,SD,O,United States of America
f,Ogvewbzcojokaimoj,13.0,Rancho Cucamonga,3344240.0,Tppxxjslgbdu,F,Bthniazlkcbtybdbf,M,sjxcryjlvizjxjckvhqqrnohakklbnrjkruoxppoxpjksenmbkyfzmsindmptwgawbaekzvaknnwkndu,2.0,1.0,,,175432.0,365.0,rqtjdchiudnuchvmoxukzoyzbmhtzlihbydanifrusvshysnlnbfoueutmgforkuyphudxpzeormdj,Bth13545,1-558-657-5664,PA,O,United States of America
,UZBTYYXRMP,68.0,Pasadena,3841833.0,cvenjdkqrgoh,F,Sqttwdrbsczsmycnbswlaiuom,M,EPXNBTKCRVVCOORLIIXLHWADBRNDIVMFACYWODJPHWLHKEYBKT,5.0,4.0,Cimarex Energy,3.0,73839.0,322.0,PMTHZGDCCKTMYCPQNPADRHL,Sqt13546,1-467-726-0174,WI,R,United States of America
k,imencxf,56.0,Thousand Oaks,149715.0,Normrf,,Ioouaflmrhcehotzqqeczicxbb,U,lrykzrvdcsihgjsgstlqandjvmgooxyoj,0.0,2.0,Deere,5.0,242588.0,312.0,bgpmtizflntgrfp,Ioo13547,1-279-265-9559,VA,U,United States of America
p,KYCHGMDSKKAJCHYOGM,66.0,Washington,3414188.0,Sqwjs,,Divqujoejlpwthraq,U,ZVTSTSZDSVKAKAZHDHZZRQPMDANJVKBWGKKYTIUHNEOEE,1.0,3.0,Northeast Utilities,4.0,73203.0,349.0,Qeezdeyquhdjfkdwjvlmeroekgftmdacfwupkuoqgktnwkaojlzvfymjouapky,Div13548,1-349-947-7813,WY,O,
,Cfanils,51.0,Akron,3470304.0,Iedvhwnpplvu,,TIRBTSVZQTIVWUFHPLI,S,Ujcvtecjzkincjxcrptzqyghqtogbgvxohuyyobsl,2.0,6.0,OfficeMax,4.0,,766.0,Ozxxnffvtmwpwubvngjlezfo,TIR13549,1-287-259-1073,AL,O,Canada
H,Quemp,77.0,Montpelier,114133.0,Caclqoh,,Tuwufotrlterjwlkinieuhdg,D,ZYSPPTFOHDXJD,5.0,10.0,Chubb,3.0,48428.0,301.0,VOXGSDXFNWDEZUFFFCBPBSSKYWFBRQGGOCKOBGRDJIPZAMQLXCCJJNXNGKMSOSWIALBRKAGAPLZB,Tuw13550,1-231-908-3245,IL,R,United States of America
,Tbpqtkcqifwxyzdchunmbpq,41.0,Toronto,42894.0,HDKRFYJY,m,MYNRGJATAVQGPPGINVNAVL,S,ahrgz,3.0,,Illinois Tool Works,0.0,160179.0,458.0,QKNUQGCBKYSTIARAUJ,MYN13551,1-430-767-7716,WY,R,United States of America
F,Xsfcxyokiaeoesfa,41.0,Manchester,1558114.0,YAQTRS,,HIEUWEHHXLWSVEYNYIGJSAVPRKA,M,Mnrjwooosxewlirlbkgarnnmdcgsedfunvdxocjnrumhbncxdnxjptckcjgxrhecitutkdy,4.0,5.0,Enersys,4.0,281355.0,838.0,MTFUXJQP,HIE13552,1-590-245-1742,ID,O,United States of America
,SUHUYYUCGA,27.0,Dawson City,478978.0,MOMCA,,Wuyjvgeijesvqkdwmzbvbplciv,S,,,10.0,Allegheny Technologies,1.0,491671.0,547.0,sahpqvzfvksmxnoamizuxvcbreszvjxlsxgphjatnawgkbt,Wuy13553,1-298-954-5155,IA,O,United States of America
,itdcdbygdqmrpbeyez,88.0,Providence,1788946.0,Hzmphqfmvqr,,SRRYOAZAKORGFEBQKALAYIUTUGFP,M,Tfudumasizz,3.0,,Pep Boys,5.0,84628.0,790.0,VEKOCKMTUMXIAZHQYQJCSJVFTTXNLCQNXOM,SRR13554,1-558-311-7952,MI,O,
i,Rzgltwdhoxf,65.0,Palmdale,508867.0,XIBHBOEFK,M,Tsqbcorjipekvoxns,M,Geqwgdllkwajhtqxfmiowtlbpunhjhrufbwsqsmjshageapqbkj,,0.0,,0.0,175054.0,,Fxidyykglhuolddjolnjkjnmgpnkuhjbftojgpfgkiljfyefsmpcgjtfs,Tsq13555,,MI,O,United States of America
,sodffzhz,44.0,Saskatoon,2770270.0,qjuvwcs,,XDYQQIBJTQKWVFEUENTCWAQVQB,M,ylfbiivypgycahzawkcmvafetuxdmxxyfhvswvkmtmujuksdojrktjvttjhga,2.0,2.0,Texas Instruments,5.0,,689.0,MQECOFMGZWNSVRIKUM,XDY13556,1-264-464-5764,NJ,R,United States of America
D,Lqfge,19.0,Casper,2283610.0,Efjoqszkp,F,VRUZWBVBCFWSUZ,M,AJPTESMCHSGBGPTELTYNAVROBQETCRL,4.0,8.0,Rock-Tenn,4.0,25008.0,677.0,htxwdfygmuabtdthgyrucasdrbeeuv,VRU13557,1-013-653-4542,MI,O,United States of America
,GPTJUATC,42.0,Stamford,2467991.0,axaniaozkn,F,BUPNDTUKYLQFUSEZNNATJZWHSU,M,Nkeevqrryfwoepshghgudyqpkzldommszdkiaobodqtowtcipvqshhsekoggntn,2.0,9.0,AbitibiBowater,2.0,94738.0,394.0,GBATIXKPHXRMFTZJ,BUP13558,1-621-819-1523,TX,O,United States of America
g,Wmxfsmllomtlltovbifvswpm,99.0,Abilene,2159145.0,Kjxkyuzlv,M,sfcmnzcirir,U,Qvppglazonsuggwzhsjdhwshbgbkxjqljemdl,0.0,0.0,M&T Bank Corp.,4.0,447250.0,841.0,Znwerwngcgudotmnchvanhmsiusefeytfupsjqscwbxeelbenaivpmiebjxfcacifnnkrrp,sfc13559,1-617-315-5114,Newfoundland,O,Canada
W,Demzi,38.0,Houston,,bwmjdxtrdt,,UAWVXUZBHAG,M,JPBZUFMEQUTSJPQTNHLAEXLRU,4.0,3.0,VWR Funding,,336846.0,,AXWPRTZCZFKLVIEZONAPUKIWNO,UAW13560,1-787-618-4724,TN,R,United States of America
,vlfxekotuxwmkbdwszlceltghfvna,,Dallas,307619.0,AKSEAGKNGNJ,M,zfbjmymvsiqtgjhzhjsg,M,tcrdnlwhciwbicdfyecajjbomuipqftgfhqgtsimwfsdisbasnkilwtyblhpcclydk,,1.0,Motorola,5.0,484588.0,461.0,Fangvfarrtlkgbrpenk,zfb13561,1-385-485-8326,WV,O,United States of America
,Rrlwhcggymaanlgwgijo,99.0,El Monte,591960.0,Rltmwbe,m,Kvvqaocty,S,MJZRQQYBDKIMRDVZIMIEKUJEHRRXOBRHQIZOTTKPTXZGM,,3.0,E.W. Scripps,2.0,199857.0,394.0,kyanffneeicaivihvbmszbwgdditlnmmg,Kvv13562,,MT,O,
,Umrhhezgrhhgdxntwm,92.0,Dawson City,2169148.0,Hatapzleltk,m,Nxlwowbliyxvgxszleqn,U,RULKZHJVWFIC,2.0,,W.W. Grainger,4.0,105443.0,811.0,eqpeufwyoncseirtdulgsobsxvwptkauiwurhcxpimalmkhcvderyvitgsdwbuzntcepfik,Nxl13563,1-423-659-3801,MS,R,United States of America
,VERLXNRGKNDHHQFXT,56.0,Waco,2696679.0,,,Laiospinnvomd,S,Lrljexqjoafiyhpebtnkduhvehagamektioqboessjytqakdyphcbdfllsia,5.0,2.0,New York Times,4.0,327414.0,498.0,ezlxpgtwtqkbumuokarccipdfumorvelcnrmofejeis,Lai13564,1-894-579-8459,MI,U,
N,LODOYCBIXMJIOCXZYHVQRLURCR,57.0,Hayward,1158747.0,uostmdwz,m,YTMJVWYRJTHBGVRDPYGIJQLIX,U,,5.0,7.0,Aventine Renewable Energy,3.0,113464.0,725.0,fotbayfvvojppjtxwkfbvveudieikbyfzj,YTM13565,1-705-878-7691,IA,O,Canada
j,Sigmxkbbmekiwq,73.0,Huntington Beach,3481047.0,CWXBOO,,XUMJNYZJSYHCTXJMPOPTEKVELJTUQ,D,zmjsfpowuetqkmczxsylxsmwtjjefqanokwlzkmcpklqcuxztjwvpxzhqmbwjdcqzotj,1.0,4.0,Fastenal,2.0,125622.0,513.0,,XUM13566,,GA,O,United States of America
,fcdmbjfxextns,26.0,North Las Vegas,,TZOMFQ,,kgxyyrjkke,U,RPLRHBBLLL,2.0,9.0,Owens & Minor,3.0,427426.0,723.0,tcvfjtnzizwrnfaflsbsbzrmllefiqnuvulqlsmymhjpwesbjswakhsdbwebuxstzitkzldjsbqrndft,kgx13567,1-860-771-8009,UT,O,United States of America
,Grlpbdzotwesulrhbwdapeivowyies,32.0,Thousand Oaks,1233478.0,KSAPGZDGZVV,F,SYAKHFRQPCUJTN,W,LHLOUQWFMVFQJCDBNCHNEAAVAJJVDVFCJYBENMH,2.0,9.0,,5.0,130125.0,769.0,Rmoksrvwqkiokcxaddvygurdzcfbesrvp,SYA13568,1-533-694-3475,CT,O,
D,Vnqyfoxwupcolizhz,75.0,Hollywood,3807771.0,Khcuskvomwb,F,bhmzgypthuqosesdkhamgtdvayk,M,Cxwqljpjalputlvrpkmmlinyspfnfoonilkoxbgigcsnwsfljapbjgbgsfj,1.0,7.0,,1.0,182779.0,574.0,xraumkfbyynpdemjwfkdqaylnwftadqapdkrgengiqrwsqjhibudhmwhmrjkojvrtmcp,bhm13569,1-467-317-1714,Saskatchewan,,
,Pxiktewkynbdsxpbll,3.0,Missoula,3833950.0,Aywgfpu,M,vgkoyowhmgdbxbphnxdwwttkrvl,M,qsfjdujomwniaukwjyosswcpgdcjlqs,4.0,6.0,Norfolk Southern,2.0,121136.0,388.0,Junqsnzomdvmpulzylsxkzwfdtrvkxnfeqrwojqraythtzinpewrmqlglqfshxx,vgk13570,1-977-813-5800,RI,O,Canada
,Hmiylssip,49.0,Indianapolis,1747490.0,fbjrntwujvoo,,agtcvcjqdfald,D,TQQQWPUFQGNBRAXJNQDQ,3.0,7.0,Jacobs Engineering Group,2.0,268241.0,439.0,dgovbqhdnaismrse,agt13571,1-148-873-1229,MS,O,Canada
,Egnuvhgwjgvsffggohc,,Newport News,3946933.0,Ybhhbqzso,M,huvmwscuxuw,S,Nkexnbmutraszjdpkhb,2.0,3.0,Insight Enterprises,5.0,31268.0,744.0,rsqnpjipaacxctetvqmtahrxadxa,huv13572,1-387-863-5241,AL,O,United States of America
g,Pghiwjropchlmfxtaet,85.0,Montgomery,3530098.0,zlgjltfk,M,Wotiopqobnhe,M,uinvtkvlnznuwhplqxninpaplcqwsafzwis,5.0,8.0,Zimmer Holdings,2.0,388623.0,484.0,Ekhmbjyohnrdhwepkbcriroflep,Wot13573,1-960-998-5537,NM,O,United States of America
,vjgezfkncruqimuqqaxwk,40.0,Hampton,1214519.0,Kqsmuevqjpdl,M,cqygrsrdvuvtbn,M,Ufqfxuvjjktsdlrxgzi,,0.0,Expedia,0.0,400081.0,627.0,bwdvzqptyswvujvkmbjqogkfurvvtjmdrjyldmndobbjhbwdwltkvdojqukdfcpojtqcwnkqqoioso,cqy13574,1-767-399-8493,AL,O,United States of America
,jtjhmhxeapaxnohdsppvvfnkav,42.0,Omaha,2268855.0,uvbpgz,M,Bkjpgkjqurbhjpkfxnjlvgvddg,S,ijmozsxyiiyojhualbwnhtrstctqrgdmstfkgixvwwknfvxzkozwheupopnt,3.0,4.0,Energy Future Holdings,2.0,393456.0,352.0,BLISKGGTBVLWVRFLICSUZZZWFFRFCOLJIHVHDXETWHEPNSRGDHBVPFEUVMGAPJQAIMKZDA,Bkj13575,,Prince Edward Island,O,United States of America
C,Wigunwezrbra,72.0,Calgary,140567.0,Mrrcpoylwjfy,F,Alxwhlib,M,ghpccdhwgkrgenacjflmtkhtiamgdhduhlcplibyehdjenio,4.0,1.0,,5.0,292161.0,426.0,MWWGKRDIKWUCVIIYENQEFHVUQKLMNKIQVHYFGLVJKHFFDRN,Alx13576,1-613-197-1676,AL,O,United States of America
,rvzwndotlyzmjr,,Peoria,1687279.0,Kffgmbwqiba,f,Egzmjapc,M,Dslulhykgivafaafsrjcgoxodtcvrqtsqgshli,4.0,5.0,Gilead Sciences,5.0,263069.0,715.0,Sbnnfamfvxkjooodmvyexgjxlceeqqmtue,Egz13577,1-983-669-2989,NH,O,United States of America
,bsmwdmbxdhpheqpmdozeforos,92.0,Fort Wayne,954291.0,rfjqxvorw,,NVTOQTDFQVXZSXF,M,bohwckjczgtnezrrpgtqbhcnqcqbqcelthtcjngzcetpctsweralb,3.0,5.0,Loews,2.0,104275.0,572.0,cpvblfozjghcetaixhehyqdhfmhfkpytyelydgpfpgnxfbbn,NVT13578,1-355-220-4150,NH,O,United States of America
X,Wrjdre,40.0,Waterbury,3001738.0,UUOMF,m,WTDNWXQQUBPGTOSUTEQ,,Jlwftbigmr,3.0,10.0,United Stationers,0.0,431052.0,763.0,lxturehmhh,WTD13579,1-576-062-6559,WI,,United States of America
l,anlkcswblcw,44.0,Amarillo,2988333.0,rbqqruht,,PDGAHKQOQGVUBW,M,Tpghzwqfyxqjlnzlkaierf,,7.0,BorgWarner,0.0,443303.0,369.0,Lnqllksq,PDG13580,1-146-471-7224,IN,O,United States of America
