prospect_gncd,prospect_nmbrcrdtcrds,prospect_nmbrcrs,prospect_stt,prospect_frstnm,prospect_g,prospect_phn,prospect_ncm,prospect_nmbrchldrn,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_ntwrth
ANN1702,6.0,5.0,GA,dis,,1-013-661-1962,495099.0,3.0,W,637.0,O,,3364968.0
kim1703,5.0,4.0,WA,Leigh,76.0,1-855-494-0233,472180.0,,S,614.0,R,Danaher,849778.0
WAI1704,9.0,4.0,NC,Annora,35.0,1-449-109-1566,384275.0,4.0,U,546.0,R,General Cable,2295559.0
Fil1705,4.0,5.0,FL,HUY,4.0,1-477-907-8126,273331.0,3.0,U,319.0,R,Owens & Minor,390100.0
Don1706,2.0,,NJ,ren,82.0,1-380-165-5667,297539.0,2.0,M,701.0,R,KB Home,1230099.0
WOO1707,1.0,2.0,New Brunswick,Mail,70.0,1-498-198-4946,313339.0,0.0,D,612.0,U,,2009921.0
ump1708,9.0,1.0,UT,elsbeth,90.0,1-267-067-4151,164847.0,0.0,M,347.0,O,Occidental Petroleum,31399.0
DUN1709,8.0,0.0,MD,lingyan,89.0,1-616-008-4954,155080.0,1.0,W,438.0,O,Legg Mason,
Car1710,9.0,5.0,AL,Isadora,34.0,1-435-148-8092,254582.0,5.0,D,,U,,1112628.0
Chu1711,0.0,0.0,ID,ANNARBOR,30.0,1-832-080-7702,155527.0,4.0,M,454.0,R,URS,3605130.0
Jen1712,6.0,4.0,MA,martina,33.0,1-836-067-8824,376223.0,3.0,S,837.0,O,ConAgra Foods,1746793.0
GRO1713,8.0,2.0,RI,scptest,94.0,,25554.0,0.0,D,365.0,O,W.W. Grainger,3358713.0
Car1714,6.0,4.0,ID,Jurg,3.0,1-609-469-4186,435351.0,2.0,M,347.0,O,Securian Financial Group,195040.0
not1715,6.0,4.0,NY,Natty,73.0,1-204-207-1596,270257.0,0.0,M,318.0,R,Seaboard,327900.0
Bla1716,0.0,1.0,CA,Gladys,10.0,1-549-632-7013,39062.0,0.0,M,362.0,O,CBS,2976753.0
lle1717,6.0,5.0,SD,peder,48.0,1-795-319-5833,338038.0,3.0,M,424.0,O,United Stationers,214385.0
bri1718,4.0,4.0,SC,SIR,80.0,1-980-266-0033,88086.0,2.0,,636.0,O,Lender Processing Services,2990246.0
Bou1719,7.0,1.0,Prince Edward Island,aniko,3.0,1-880-958-9657,478317.0,4.0,S,807.0,O,Murphy Oil,2173372.0
hu1720,8.0,1.0,SC,Hing,53.0,1-311-117-7895,441744.0,0.0,D,453.0,R,Dole Food,2495685.0
Wid1721,6.0,4.0,UT,micheline,64.0,1-681-878-2769,316360.0,,,553.0,O,Kinetic Concepts,1298559.0
MOB1722,5.0,2.0,DC,jesus,15.0,1-971-525-0125,222301.0,2.0,,836.0,O,Crosstex Energy,2570364.0
Bie1723,3.0,5.0,Ontario,BRITTE,51.0,1-729-980-1798,114379.0,0.0,D,602.0,U,Vulcan Materials,2752826.0
Gla1724,9.0,2.0,Alberta,christie,52.0,1-577-438-1116,42598.0,3.0,S,667.0,O,Wal-Mart Stores,3247977.0
Hum1725,0.0,4.0,Ontario,Feliza,15.0,1-527-136-7705,31414.0,2.0,S,371.0,O,Dover,2817367.0
Uda1726,6.0,0.0,VA,BRINN,78.0,1-384-107-7418,84028.0,5.0,D,501.0,O,,3527886.0
Pur1727,2.0,0.0,NJ,Idalia,15.0,1-984-213-9188,479514.0,5.0,W,588.0,O,Vought Aircraft Industries,1397842.0
Fri1728,10.0,4.0,UT,lotti,26.0,1-886-271-1668,225328.0,5.0,S,460.0,U,Vulcan Materials,906724.0
Koh1729,9.0,3.0,LA,DOMENIGA,17.0,1-349-208-4354,462202.0,0.0,D,302.0,O,Herman Miller,
spa1730,4.0,3.0,WV,KARIOTTA,27.0,1-514-274-8934,191020.0,5.0,S,836.0,R,CUNA Mutual Group,
Tar1731,4.0,2.0,MN,wenda,0.0,1-612-458-2371,451551.0,2.0,S,755.0,O,Newmont Mining,3515704.0
Vie1732,6.0,,WA,Eben,23.0,1-019-366-7763,413045.0,2.0,M,674.0,O,Eli Lilly,
par1733,9.0,1.0,OR,AAREN,,1-606-032-5535,137297.0,2.0,U,655.0,R,Home Depot,3981423.0
Bea1734,7.0,3.0,CA,Jossine,25.0,1-570-350-8647,379089.0,3.0,W,350.0,O,Perrigo,662896.0
Kra1735,8.0,3.0,WI,Pojanart,36.0,1-024-294-5529,209298.0,2.0,M,443.0,R,US Airways Group,1131241.0
Hut1736,0.0,1.0,RI,JAYNE,12.0,1-103-929-4342,284105.0,3.0,D,556.0,R,Total System Services,738393.0
Cob1737,8.0,3.0,Alberta,Reagan,73.0,1-343-847-9978,74013.0,5.0,M,597.0,O,Hershey,3931539.0
Emm1738,3.0,0.0,IN,Housseini,51.0,1-986-228-2266,399025.0,4.0,M,351.0,R,Thomas & Betts,1859967.0
Ano1739,5.0,3.0,VA,AUDREY,65.0,1-971-017-6369,329227.0,5.0,S,819.0,O,Nike,2240719.0
mye1740,1.0,,DC,Neetu,57.0,1-505-106-4641,192547.0,2.0,M,811.0,O,Pepsi Bottling,11227.0
Coy1741,10.0,3.0,AK,Thompson,11.0,1-308-636-3064,94908.0,4.0,M,301.0,O,Wynn Resorts,2914099.0
Cob1742,5.0,4.0,ID,Adara,39.0,1-661-319-0010,432388.0,0.0,D,588.0,O,National Fuel Gas,2544376.0
Sai1743,1.0,,NH,Ngai,74.0,1-154-301-2372,22519.0,,M,754.0,O,Sentry Insurance Group,3918317.0
TID1744,2.0,5.0,SC,Madella,2.0,1-596-399-2359,66795.0,1.0,U,657.0,R,Teradata,3235152.0
Shr1745,8.0,0.0,NV,Thi-cuc,23.0,,,3.0,W,547.0,O,Diebold,2114189.0
Mur1746,4.0,2.0,SC,KRYSTALLE,31.0,1-198-470-8829,269032.0,4.0,M,711.0,O,Delta Air Lines,935874.0
Wis1747,10.0,2.0,HI,AMALITA,,1-897-554-1622,325729.0,5.0,,431.0,O,Barnes & Noble,1759232.0
jew1748,3.0,2.0,HI,EVANGELIA,92.0,1-728-552-3494,53032.0,3.0,U,554.0,U,Ameren,2031760.0
Pap1749,2.0,0.0,CT,Ankie,76.0,1-385-885-8107,489113.0,1.0,W,774.0,O,Bank of America Corp.,1322099.0
Ova1750,0.0,1.0,Prince Edward Island,Air,39.0,1-354-312-2301,373772.0,0.0,U,465.0,O,Int. Business Machines,1148410.0
sah1751,0.0,0.0,Quebec,Catharina,7.0,1-823-519-4501,169822.0,2.0,W,737.0,O,Rent A Center,3521855.0
mec1752,9.0,0.0,WA,BLINNY,66.0,1-730-466-8450,152469.0,5.0,D,,U,WellPoint,2404858.0
Eck1753,3.0,4.0,Nova Scotia,Franc,10.0,1-759-572-1928,258780.0,2.0,U,398.0,O,Lear,2391444.0
SCH1754,9.0,0.0,WA,sybyl,86.0,1-570-790-1203,35330.0,5.0,S,720.0,O,Verizon Communications,3959243.0
JAN1755,10.0,2.0,ID,Darby,93.0,1-992-040-4022,61335.0,3.0,U,344.0,O,Liberty Global,2961219.0
Sch1756,9.0,1.0,CA,ROSELIA,10.0,1-668-477-3737,,1.0,S,328.0,O,Valmont Industries,3198809.0
TRE1757,4.0,2.0,MI,Tec,68.0,1-996-056-1227,57478.0,5.0,U,677.0,O,Advance Auto Parts,1021504.0
Mcc1758,10.0,3.0,AL,juile,64.0,1-334-118-2125,396220.0,3.0,U,,O,Altria Group,2095855.0
Far1759,8.0,5.0,WV,nalani,36.0,1-136-656-6374,404805.0,,S,,O,O'Reilly Automotive,2028426.0
Des1760,8.0,5.0,CO,Josephina,48.0,1-504-072-4589,248893.0,1.0,S,451.0,R,Kellogg,3963259.0
Gue1761,8.0,2.0,ND,Elliott,49.0,1-896-942-9504,75233.0,1.0,S,354.0,R,Unified Grocers,2266559.0
PIP1762,10.0,0.0,NY,Carlton,7.0,1-698-450-6048,438549.0,5.0,M,455.0,O,Watson Pharmaceuticals,1792230.0
SHA1763,,0.0,OR,Jacquenette,50.0,1-223-534-0489,272968.0,4.0,M,422.0,R,Broadridge Financial Solutions,3631760.0
kle1764,10.0,4.0,HI,Butch,91.0,1-077-049-4842,439042.0,,U,734.0,R,W.R. Berkley,1089692.0
Mon1765,9.0,0.0,AZ,Giulia,12.0,1-388-933-6589,484191.0,4.0,M,,U,Eli Lilly,3826758.0
TOD1766,2.0,4.0,TN,KIAL,15.0,1-594-374-8446,46312.0,4.0,M,432.0,O,Foot Locker,352144.0
Boa1767,8.0,0.0,Nova Scotia,Daphene,97.0,,1352.0,3.0,U,753.0,R,Ametek,293287.0
Ber1768,9.0,5.0,New Brunswick,Ott,,1-696-617-0943,33117.0,5.0,M,770.0,R,Markel,2767462.0
Bra1769,2.0,5.0,NJ,verina,86.0,1-660-453-9348,457297.0,3.0,U,644.0,O,Burger King Holdings,512742.0
Rab1770,8.0,2.0,WI,REMINGTON,34.0,1-181-278-8577,387072.0,3.0,W,418.0,O,Starbucks,3057918.0
Mcd1771,1.0,3.0,NH,susanetta,61.0,1-378-477-0849,163433.0,5.0,S,359.0,R,Arrow Electronics,3445991.0
Mun1772,5.0,2.0,ND,Grier,,1-420-150-3171,289329.0,0.0,U,397.0,O,Jones Financial,3445933.0
CAM1773,9.0,4.0,MD,LUCIEN,37.0,1-152-186-1784,374546.0,0.0,U,369.0,O,Scholastic,1365953.0
cow1774,8.0,1.0,FL,Raj,57.0,1-764-606-9786,283423.0,,U,363.0,O,ON Semiconductor,2618684.0
her1775,7.0,4.0,MN,Mirabel,59.0,1-589-341-3222,328760.0,5.0,M,526.0,O,Amkor Technology,3136993.0
Hau1776,2.0,1.0,OR,Lulu,31.0,1-930-825-7344,237087.0,1.0,D,663.0,R,CH2M Hill,3779546.0
eis1777,1.0,3.0,MN,FALLON,98.0,1-647-111-1850,39483.0,2.0,M,586.0,O,Conseco,1271314.0
hol1778,0.0,0.0,MT,Pammi,19.0,1-549-012-0501,402271.0,2.0,S,795.0,O,Home Depot,1754434.0
Cha1779,6.0,4.0,GA,Chrystal,90.0,1-613-090-2034,32484.0,1.0,S,445.0,O,Tupperware Brands,222891.0
FOE1780,10.0,4.0,SC,lonneke,95.0,1-235-233-6813,162627.0,5.0,M,741.0,O,Tenet Healthcare,
Kel1781,7.0,1.0,Alberta,Krier,88.0,1-042-286-8611,436629.0,0.0,U,522.0,O,Seaboard,2948935.0
BAI1782,4.0,2.0,Ontario,ARDELIS,10.0,1-028-860-2322,321033.0,4.0,S,498.0,O,CarMax,1662306.0
VIR1783,4.0,3.0,WV,nicoline,70.0,1-343-498-0843,328066.0,2.0,M,588.0,O,Lexmark International,2422150.0
Bar1784,7.0,5.0,LA,Evert,87.0,1-967-700-4589,393963.0,1.0,M,338.0,U,AptarGroup,808446.0
Kub1785,,5.0,MO,MARTHA,27.0,1-458-567-6055,400959.0,0.0,,781.0,O,,1846060.0
Let1786,7.0,5.0,MD,georgie,,1-155-788-3290,275434.0,4.0,M,430.0,O,Seaboard,1980608.0
Sol1787,,1.0,AR,Oleesa,88.0,1-071-233-3777,53719.0,4.0,M,592.0,O,HNI,27286.0
PAT1788,2.0,3.0,AZ,Marlin,93.0,1-598-769-0796,345478.0,0.0,W,705.0,O,Big Lots,1229044.0
ols1789,6.0,1.0,WA,Alec,,1-207-901-4854,395476.0,4.0,S,468.0,O,Graham Packaging,2322103.0
Rez1790,1.0,3.0,AZ,Bakoury,26.0,1-818-217-5987,19524.0,1.0,,393.0,O,Thermo Fisher Scientific,37919.0
VAN1791,8.0,3.0,Nova Scotia,ELUNED,91.0,1-801-683-2006,437159.0,1.0,M,592.0,R,PepsiAmericas,1148118.0
Cos1792,7.0,4.0,VT,julita,84.0,1-653-596-4278,275092.0,5.0,M,847.0,O,Merck,1632327.0
Kwa1793,0.0,3.0,UT,Marge,37.0,1-608-157-9379,,3.0,M,466.0,U,Con-way,3874266.0
att1794,8.0,0.0,TX,Chrissie,60.0,1-708-330-7398,112545.0,3.0,M,386.0,O,Mueller Water Products,1959769.0
Sto1795,8.0,2.0,DE,ULRIKAUMEKO,92.0,1-952-267-6215,455702.0,5.0,M,752.0,O,CenturyTel,2006766.0
WIC1796,10.0,1.0,SC,Guo-qiang,98.0,1-889-842-8996,95329.0,0.0,S,453.0,O,Regal Entertainment Group,3236408.0
kho1797,,4.0,MA,Andriana,58.0,1-620-361-3149,192004.0,5.0,,694.0,O,Bank of America Corp.,3869248.0
Ada1798,2.0,5.0,MT,vmbackup,28.0,1-579-547-7220,358772.0,0.0,M,390.0,R,Gardner Denver,
Dor1799,10.0,4.0,AK,Dot,25.0,1-506-480-5222,341293.0,4.0,M,432.0,O,Hudson City Bancorp,3153225.0
Sei1800,5.0,1.0,Alberta,Stoddard,100.0,1-022-795-4018,492241.0,1.0,M,833.0,R,Rock-Tenn,3740435.0
Wes1801,9.0,4.0,AZ,zhengyu,25.0,1-178-778-1691,249302.0,,W,655.0,O,C.H. Robinson Worldwide,3483318.0
kus1802,,4.0,AR,Korry,73.0,1-890-776-1758,32425.0,4.0,D,584.0,O,Del Monte Foods,2500611.0
CHA1803,8.0,4.0,HI,Alice,98.0,1-429-077-1115,254208.0,4.0,M,448.0,O,T. Rowe Price,1161657.0
STO1804,9.0,5.0,AL,BAB,33.0,1-729-480-2589,54235.0,3.0,D,530.0,O,Washington Post,220530.0
Pla1805,10.0,2.0,IL,Babbie,60.0,1-763-494-5921,349236.0,0.0,M,825.0,O,Exxon Mobil,3704067.0
sca1806,9.0,3.0,CA,Gene,89.0,1-725-805-6519,6807.0,0.0,M,,O,Thrivent Financial,2829130.0
MEE1807,0.0,0.0,SD,CRISTIONNA,78.0,1-895-978-7144,439420.0,2.0,,757.0,U,Simon Property Group,2207402.0
you1808,6.0,3.0,TN,Elwira,4.0,1-852-028-8789,121686.0,1.0,U,445.0,O,Noble Energy,2161886.0
CIT1809,2.0,0.0,PA,LEANORA,88.0,1-651-295-4610,140503.0,1.0,U,356.0,R,Genzyme,424605.0
rum1810,8.0,5.0,NY,Annetta,96.0,1-273-081-6545,200376.0,3.0,U,639.0,O,Andersons,2757556.0
VEZ1811,2.0,0.0,FL,Gerladina,8.0,1-786-049-0990,194820.0,,S,650.0,R,Consol Energy,245609.0
Lar1812,6.0,5.0,Alberta,Thuy,88.0,1-183-231-1926,40936.0,4.0,D,837.0,O,NV Energy,1172429.0
omu1813,,2.0,WI,Youji,81.0,1-648-150-4539,254493.0,4.0,U,555.0,O,Medical Mutual of Ohio,2239983.0
Liv1814,7.0,5.0,TN,Jenine,46.0,1-838-029-2999,108196.0,0.0,M,495.0,R,Costco Wholesale,2486364.0
Tah1815,3.0,1.0,ID,Aridatha,20.0,1-815-050-7572,482003.0,3.0,U,454.0,,Boyd Gaming,32423.0
van1816,6.0,4.0,ID,viki,73.0,,458207.0,3.0,,347.0,O,Mylan,1051407.0
Hug1817,,5.0,MS,Randhir,1.0,1-133-198-0015,385765.0,2.0,S,459.0,O,Broadridge Financial Solutions,1110211.0
GAI1818,5.0,2.0,NV,Dino,11.0,1-809-938-5153,193940.0,4.0,U,738.0,O,Medco Health Solutions,1585964.0
DON1819,0.0,3.0,ME,satyajit,93.0,1-941-132-1757,44263.0,5.0,M,639.0,O,Mettler-Toledo International,1013742.0
bah1820,4.0,2.0,AL,eddie,97.0,1-244-737-0357,452400.0,1.0,M,424.0,U,Starwood Hotels & Resorts,3766774.0
HUN1821,8.0,1.0,DE,Orden,96.0,1-505-261-0601,264934.0,1.0,M,503.0,O,Nacco Industries,546402.0
van1822,0.0,4.0,NC,SERDAR,51.0,1-358-977-0829,490088.0,3.0,M,612.0,O,Harris,585244.0
lat1823,9.0,2.0,NY,myrlene,73.0,1-919-962-0183,177988.0,,S,426.0,O,AnnTaylor Stores,1429214.0
TOG1824,8.0,3.0,NY,Nhut,88.0,1-228-314-3079,132553.0,2.0,U,781.0,O,Phillips-Van Heusen,1182319.0
ALD1825,5.0,0.0,British Columbia,Doria,71.0,1-643-745-1349,118332.0,3.0,M,722.0,R,Aetna,2352319.0
Tre1826,1.0,4.0,AL,MAYE,27.0,1-988-780-9509,275512.0,3.0,M,554.0,R,Kraft Foods,3499398.0
Del1827,7.0,3.0,SD,Ulrike,23.0,,479427.0,2.0,W,724.0,,Tractor Supply,
Ber1828,4.0,5.0,ID,CAITRIN,27.0,1-510-823-0228,42582.0,5.0,M,391.0,O,Aleris International,788342.0
Lon1829,4.0,5.0,IN,cho-kuen,21.0,1-383-296-3460,265159.0,5.0,S,,R,Quiksilver,3068068.0
KIN1830,6.0,0.0,IN,ailsun,62.0,1-805-692-1335,67732.0,4.0,M,801.0,R,Cintas,3011542.0
Hun1831,3.0,,Ontario,annemarie,83.0,1-868-299-6956,351308.0,0.0,W,774.0,O,Westar Energy,1298229.0
Lud1832,6.0,4.0,CO,Ferdinanda,4.0,1-254-726-3987,204979.0,1.0,M,496.0,O,Guess,327003.0
Rou1833,6.0,5.0,NH,Ike,69.0,1-503-914-7808,322520.0,0.0,M,,O,Philip Morris International,1463664.0
BAR1834,5.0,4.0,NH,Dido,10.0,1-858-451-1158,417481.0,2.0,M,333.0,O,YRC Worldwide,780925.0
cha1835,6.0,2.0,LA,nicoline,74.0,1-527-014-1946,16696.0,2.0,M,706.0,O,Intuit,3204073.0
BOD1836,3.0,2.0,MS,OTTCSR,78.0,1-089-452-1637,63070.0,2.0,W,716.0,O,Superior Energy Services,531711.0
sta1837,5.0,1.0,SD,DEVORA,73.0,1-521-392-3253,476740.0,5.0,S,718.0,O,Dun & Bradstreet,3766241.0
Wil1838,7.0,3.0,CT,Viva,87.0,1-338-105-8192,413325.0,4.0,,836.0,O,Univision Communications,2582206.0
LON1839,9.0,4.0,AR,RONAN,77.0,1-517-484-6560,113113.0,1.0,M,660.0,R,BB&T Corp.,2484587.0
Bos1840,8.0,4.0,VT,amandie,93.0,1-258-158-2410,132686.0,4.0,U,749.0,O,Career Education,3271439.0
Van1841,10.0,3.0,AL,CLAY,12.0,1-055-050-9722,461313.0,4.0,M,481.0,R,Radian Group,1487215.0
STU1842,9.0,2.0,OH,Willamina,47.0,1-014-566-9505,168924.0,,S,692.0,O,Sovereign Bancorp,3283636.0
Hei1843,5.0,3.0,NH,CARMELIA,92.0,1-152-449-4216,472095.0,4.0,U,371.0,O,NII Holdings,622012.0
Chi1844,1.0,2.0,IN,Marketa,87.0,1-110-137-0398,313395.0,5.0,M,388.0,O,FMC Technologies,3137134.0
HAR1845,,0.0,KS,Noelyn,83.0,1-439-500-9798,113239.0,2.0,M,696.0,U,ManTech International,3126571.0
Lop1846,0.0,0.0,CA,Conni,87.0,1-022-101-9826,119690.0,2.0,U,697.0,O,ON Semiconductor,3260857.0
MUT1847,3.0,2.0,MD,bridgette,62.0,1-537-401-0238,388725.0,4.0,S,688.0,O,Harrah's Entertainment,2818705.0
tru1848,2.0,4.0,VT,bette-ann,22.0,1-009-776-5456,372213.0,5.0,S,576.0,O,,3348276.0
Kee1849,8.0,1.0,ID,robert,14.0,1-400-321-8985,54433.0,4.0,M,765.0,O,Nucor,390507.0
Sib1850,4.0,5.0,NJ,Rubina,,1-660-729-9318,221429.0,5.0,S,,R,C.H. Robinson Worldwide,2687759.0
Rod1851,1.0,2.0,CO,Kaia,40.0,1-699-935-3017,499137.0,3.0,S,346.0,R,Airtran Holdings,2845075.0
Hol1852,3.0,4.0,ND,Nashib,27.0,1-613-546-7635,110966.0,1.0,S,430.0,O,,3310264.0
pot1853,7.0,3.0,CA,ALYSSA,64.0,1-855-775-0545,464920.0,3.0,M,481.0,,United Rentals,766546.0
Rag1854,8.0,,Alberta,Lothar,26.0,1-525-684-5781,182553.0,5.0,M,566.0,U,Boise Cascade Holdings,2204931.0
ume1855,6.0,4.0,Ontario,Olivette,53.0,1-612-577-9612,304022.0,0.0,M,761.0,O,Cinemark Holdings,1612371.0
Jcs1856,0.0,1.0,UT,allisan,37.0,,71693.0,5.0,M,532.0,O,Nasdaq OMX Group,550443.0
Spo1857,,0.0,MS,isobel,70.0,1-049-590-8554,127163.0,2.0,M,727.0,R,Mirant,309862.0
Whi1858,5.0,1.0,HI,Verla,11.0,1-112-858-9594,85614.0,5.0,,706.0,O,E*Trade Financial,539112.0
nic1859,5.0,0.0,LA,anderson,81.0,1-193-996-3384,,0.0,S,781.0,,"Toys ""R"" Us",3422169.0
Gob1860,4.0,0.0,CT,Jami,12.0,1-905-512-3236,172591.0,1.0,M,,O,SLM,1215514.0
Mac1861,0.0,0.0,UT,Carley,32.0,1-913-052-2172,171376.0,2.0,M,777.0,O,Omnicare,2580056.0
SYL1862,0.0,2.0,MD,bev,6.0,1-394-734-5791,321338.0,5.0,D,587.0,O,Navistar International,1213893.0
das1863,0.0,1.0,British Columbia,Glyn,72.0,,398897.0,1.0,W,,O,Insight Enterprises,1869894.0
Eis1864,3.0,5.0,CA,Filippa,,1-413-604-3746,40064.0,1.0,D,630.0,O,Expeditors International,3692597.0
vir1865,0.0,3.0,NE,gwenette,18.0,1-425-493-8607,,3.0,U,466.0,O,Jones Financial,1559663.0
MCF1866,7.0,0.0,ME,Junie,39.0,1-985-599-3440,63890.0,1.0,U,635.0,R,Massey Energy,1369175.0
SEA1867,0.0,5.0,NC,Gene,41.0,1-650-980-5910,280094.0,5.0,M,652.0,O,Kohl's,2111124.0
rah1868,7.0,5.0,ME,JANNA,4.0,1-463-428-6155,290837.0,0.0,U,386.0,U,AptarGroup,1474462.0
lei1869,6.0,0.0,Manitoba,Dominica,,1-332-026-7039,32286.0,0.0,M,800.0,R,Metals USA Holdings,1643864.0
Tri1870,0.0,0.0,MN,Tiphanie,1.0,1-499-446-8723,207088.0,0.0,U,670.0,O,Kraft Foods,3324951.0
Mis1871,7.0,2.0,DE,KOKO,27.0,1-408-624-7279,119235.0,2.0,M,700.0,,Alliance Data Systems,3981142.0
mar1872,6.0,0.0,DE,Bennesa,19.0,1-568-216-9463,274051.0,2.0,U,571.0,O,,2108215.0
gle1873,10.0,3.0,OR,harriett,86.0,1-046-306-7107,415585.0,,S,835.0,R,Celgene,3509949.0
bar1874,6.0,0.0,IA,Hirooki,62.0,1-929-648-9392,176653.0,3.0,S,692.0,R,USG,1495631.0
Kel1875,6.0,1.0,Saskatchewan,Jewel,11.0,1-253-271-3001,368766.0,5.0,M,488.0,O,Conseco,3845295.0
new1876,,4.0,OH,Milan,,1-540-948-2988,455031.0,4.0,,411.0,O,Community Health Systems,509951.0
Bor1877,1.0,2.0,IA,CHEE-YIN,1.0,1-137-669-0376,464987.0,0.0,S,,O,DISH Network,
Fri1878,,3.0,MN,Abbye,2.0,,77108.0,1.0,M,764.0,U,Procter & Gamble,
THA1879,0.0,0.0,NE,ANABEL,15.0,1-231-146-9429,498134.0,4.0,,675.0,R,AbitibiBowater,2798554.0
San1880,2.0,,VT,marsie,23.0,1-022-348-9665,127769.0,0.0,S,,O,Dominion Resources,2788608.0
Hug1881,5.0,5.0,LA,Ilyssa,43.0,1-583-657-4202,87256.0,2.0,M,719.0,R,NV Energy,733800.0
Hic1882,10.0,3.0,WV,Pearl,10.0,1-968-155-5632,300839.0,,S,,O,,212488.0
Der1883,3.0,4.0,Quebec,Lark,85.0,1-580-956-2715,492873.0,5.0,M,587.0,O,Watson Pharmaceuticals,1367618.0
sou1884,7.0,0.0,LA,Tawnya,45.0,1-002-202-2759,497274.0,,U,,O,Sun Microsystems,1152109.0
Bri1885,0.0,5.0,IA,BODO,87.0,1-234-455-9427,492890.0,1.0,M,819.0,R,Lam Research,
eis1886,4.0,0.0,GA,lorianne,34.0,1-700-474-9815,357036.0,5.0,U,529.0,O,NiSource,661081.0
bil1887,2.0,3.0,SC,Enzo,28.0,1-648-214-4241,312978.0,2.0,S,344.0,U,Ameriprise Financial,1523576.0
Bri1888,0.0,2.0,NE,JULIE,67.0,1-389-543-7460,348497.0,5.0,S,,R,Avis Budget Group,750105.0
Van1889,9.0,4.0,Quebec,erminie,44.0,1-097-094-2987,489382.0,4.0,,597.0,O,Eaton,3548934.0
Jar1890,2.0,1.0,VT,jason,63.0,1-342-555-4679,420495.0,5.0,D,517.0,O,CACI International,831484.0
CAR1891,1.0,5.0,Nova Scotia,derek,82.0,1-551-586-7369,277612.0,4.0,M,815.0,O,CUNA Mutual Group,1660829.0
FRI1892,10.0,1.0,VA,Fey,12.0,1-364-697-9792,444360.0,4.0,M,577.0,O,Merrill Lynch,1973501.0
MOR1893,1.0,4.0,PA,joe,85.0,1-851-718-2640,452874.0,0.0,S,342.0,U,Cummins,1874107.0
RUN1894,,4.0,HI,mina,6.0,1-970-197-1062,42180.0,,W,751.0,O,AutoNation,1355982.0
SHI1895,4.0,4.0,CA,Shannon,,1-788-993-2148,16312.0,0.0,M,656.0,,Unum Group,1424068.0
Ema1896,10.0,0.0,Nova Scotia,Petunia,81.0,1-614-186-9938,278991.0,,U,434.0,R,AptarGroup,2505978.0
Bar1897,2.0,2.0,SD,GOKUL,96.0,1-541-847-2551,238951.0,,W,537.0,,State Farm Insurance Cos.,770494.0
bal1898,2.0,3.0,Saskatchewan,BIBBYE,,1-934-200-1121,159998.0,2.0,M,833.0,R,Atmos Energy,2349216.0
dem1899,6.0,5.0,MD,ROSETTA,100.0,1-861-784-9645,56344.0,1.0,S,580.0,O,General Motors,414115.0
Pip1900,5.0,4.0,Alberta,Lrc,93.0,1-981-298-0629,442409.0,3.0,U,500.0,O,Rite Aid,1619683.0
CHA1901,7.0,5.0,OK,Essy,24.0,1-173-834-1507,453340.0,4.0,D,575.0,O,Prudential Financial,634477.0
Lup1902,3.0,2.0,NC,CRISTAL,70.0,1-124-907-0166,476343.0,1.0,D,535.0,O,,775265.0
Bur1903,8.0,3.0,SD,VIOLETTE,39.0,1-249-910-3550,84071.0,1.0,U,786.0,O,Southern Union,1958385.0
tol1904,1.0,0.0,PA,Kartik,13.0,1-423-145-8213,111908.0,1.0,S,318.0,O,,3044067.0
Dir1905,9.0,5.0,Nova Scotia,David,69.0,1-317-810-8784,276511.0,2.0,M,616.0,R,Intuit,1919783.0
MAL1906,3.0,4.0,AK,Phyllys,40.0,1-974-283-2412,427771.0,3.0,,631.0,O,Autodesk,547286.0
Sal1907,0.0,4.0,NC,Cordi,97.0,1-990-914-9609,332036.0,0.0,U,778.0,O,BB&T Corp.,629201.0
llo1908,8.0,0.0,NV,Marci,84.0,1-122-431-9180,484209.0,4.0,W,340.0,O,,3899231.0
Swa1909,4.0,4.0,ME,bhanu,62.0,1-530-264-0711,6459.0,,D,330.0,O,Reliant Energy,3794142.0
Iko1910,6.0,3.0,MT,Georgette,78.0,1-216-099-3048,108574.0,,S,830.0,O,Bank of New York Mellon Corp.,2757498.0
Sch1911,6.0,3.0,MT,SHANON,12.0,1-091-529-0365,117797.0,0.0,U,685.0,,Oshkosh,191628.0
Pau1912,0.0,3.0,GA,Minda,35.0,1-718-362-2865,499499.0,1.0,D,,O,Aleris International,1007328.0
Ver1913,5.0,1.0,NJ,jean-claude,42.0,1-029-083-7846,417841.0,5.0,U,701.0,O,,
AKH1914,9.0,4.0,MA,Masa,65.0,1-402-716-3406,188532.0,4.0,W,765.0,O,Burlington Northern Santa Fe,312515.0
Alf1915,4.0,2.0,HI,Kore,58.0,1-319-313-3854,141360.0,5.0,D,443.0,O,R.R. Donnelley & Sons,447775.0
Dan1916,4.0,5.0,VT,shaw,75.0,1-342-311-0648,431809.0,5.0,M,635.0,O,Inergy Holdings,1078707.0
Baz1917,2.0,2.0,MT,Edgar,33.0,1-588-477-5657,103473.0,3.0,U,334.0,O,Integrys Energy Group,3729963.0
Ben1918,2.0,5.0,IA,aila,26.0,1-688-048-3535,425972.0,2.0,M,,U,Viacom,685506.0
