gncd,nmbrcrs,crdtrtng,phn,nmbrcrdtcrds,mrtlstts,ddrssln1,wnrrntflg,ct,ntwrth,mddlntl,stt,cntr,ncm,nmbrchldrn,g,mplr
Ahg10885,1.0,846.0,1-784-195-1927,0.0,S,Zjbxyihielqdblwdeimjwmrsqvfdxzbehkeatoeec,O,Salem,2552837.0,v,NH,United States of America,258746.0,5.0,59.0,Foot Locker
Rsd10886,4.0,543.0,,10.0,U,Fwlucsltdrvitvunmulusixpylbqjblbhxnjixswhnvzfgivgsjhpicyoubbeqiemcxcpsmjnvzackm,U,Lubbock,1478348.0,,WA,United States of America,24839.0,3.0,53.0,Textron
Coo10887,0.0,708.0,1-390-959-7935,9.0,W,Hcsqynbgjzwgeisafhvptcbrualmirsxeamjmiuotajdwhagxirj,O,Huntsville,2812221.0,,British Columbia,United States of America,283482.0,2.0,38.0,Kroger
TAT10888,0.0,736.0,1-465-363-1576,4.0,D,Jtndeaakfzlroefesbopiqdcrkhtqazk,O,Atlanta,552625.0,,VA,Canada,412788.0,0.0,76.0,
Liz10889,4.0,314.0,1-123-808-1516,3.0,W,Ertrrupfingjlrgvznqieflkadpmqpgytrrbufikejsbbtskitmitrusyotokpfkdiwjjx,O,Cedar Rapids,1217588.0,,HI,United States of America,18209.0,5.0,8.0,DaVita
Son10890,4.0,422.0,1-369-111-0397,7.0,U,Oulmbramipkpdcjtzelzxmhznpqhwoesygbwkoonelmebyoskxoeslafvpgdpvnswx,R,Independence,3426989.0,O,Prince Edward Island,United States of America,156695.0,5.0,35.0,Broadcom
Coi10891,1.0,638.0,1-652-781-7583,5.0,S,SLEUSKFIRMXLNNCPAYTWOYFNXUQSBWLXDCNXSHEIRPGOJBEUUUSCJI,O,Mobile,553994.0,W,OK,United States of America,497996.0,2.0,,BB&T Corp.
hfw10892,3.0,740.0,1-156-514-8299,10.0,M,Frgtkzzmmxfylifqavasdbzpvy,R,Torrance,1861088.0,X,ME,United States of America,348858.0,4.0,28.0,BlackRock
Bgj10893,2.0,769.0,1-554-737-2614,7.0,S,Fcfjprszmvkyuyidicjrpfozxxojumeralisyohpjcc,R,Corpus Christi,1632708.0,,NH,United States of America,362732.0,4.0,11.0,Nasdaq OMX Group
Jef10894,2.0,489.0,,4.0,M,Xufektgzc,O,St. Paul,242007.0,,TN,United States of America,291759.0,3.0,80.0,LifePoint Hospitals
Pck10895,1.0,664.0,1-292-180-2332,5.0,U,Wigxqdqlofbxwjkwzhaffahkrqwjwuoghmelxbylguqxfurdztnxqe,R,Los Angeles,2591328.0,,AL,United States of America,494615.0,1.0,46.0,Andersons
HQJ10896,1.0,534.0,1-109-504-8456,9.0,D,uobjolhpzbnqybupcqpudsreylnimqvtcumibleujjrsnptkthkxwnhzkqkrcpnvuc,O,Ontario,2879085.0,,FL,United States of America,157794.0,2.0,52.0,
Lcr10897,2.0,800.0,1-848-515-3209,8.0,S,Bohrqnkcspyjashwjwooieghfjozjmim,R,New York,2070875.0,,Manitoba,Canada,17017.0,5.0,32.0,Tractor Supply
euf10898,1.0,622.0,1-746-280-7436,3.0,M,Brbzhblyosz,R,Evansville,2961512.0,,IL,United States of America,73499.0,,55.0,Trinity Industries
Lwq10899,1.0,779.0,1-372-185-7674,7.0,U,tdwcndwzr,R,Long Beach,553731.0,K,Alberta,United States of America,269621.0,2.0,27.0,URS
vzp10900,4.0,577.0,1-447-973-6883,9.0,M,,O,Anchorage,3805111.0,z,WY,United States of America,66173.0,4.0,29.0,Merrill Lynch
Unw10901,0.0,618.0,1-711-512-6950,10.0,M,UUVUZUZAZKKQZZQAMRMNUAZKNQMMDYYOHXYBKFMPDPWXEQWNAYTGTAJRNUBURFGLVRQ,U,San Jose,1194478.0,N,NJ,United States of America,466342.0,3.0,50.0,Mercury General
Wzs10902,1.0,699.0,1-393-112-0293,10.0,M,Nwparlalxikgaqbrqpolabruuxcvbro,U,Sandy,702805.0,C,ME,United States of America,195879.0,1.0,14.0,Genworth Financial
oyj10903,5.0,642.0,1-995-397-2081,9.0,M,Mgenfrolvtmseromvvlbw,R,Abilene,89580.0,u,TX,United States of America,369560.0,0.0,65.0,CMS Energy
kuq10904,4.0,808.0,1-249-182-4524,4.0,W,cfmuwxurlsgjnmpmcwqgwosedeycvrauwrikzanhxuxqxyjnoqdqoblvlyosrwzkneaufnnjdwu,O,Columbus,3364856.0,w,Ontario,United States of America,12936.0,4.0,89.0,Ecolab
Qiz10905,4.0,379.0,1-732-367-8014,5.0,U,dokmkuixymnjsrujtjzucuxthc,O,Denver,1175581.0,d,MO,United States of America,462950.0,2.0,52.0,Warnaco Group
FZN10906,4.0,533.0,1-212-364-0014,0.0,M,pcogmmtprs,U,Montpelier,2461352.0,p,VA,Canada,405694.0,0.0,58.0,Berkshire Hathaway
EWR10907,5.0,558.0,1-895-727-6050,,M,Upngmlcneueswvnihbxyvotf,O,Bakersfield,3437713.0,k,FL,United States of America,54271.0,3.0,8.0,Allstate
Fgw10908,0.0,555.0,1-245-123-3822,5.0,U,Ztgqzcddmpuronnlazacpfeqjeogrjunpcgwveenqpguhm,O,Amarillo,2036027.0,D,CA,United States of America,346404.0,1.0,46.0,Allstate
kzd10909,5.0,470.0,1-601-692-2835,5.0,M,NKQKXQIZXBDOVULOHNHGSNAUUONFHCZPHLJCEJPCAIGPZWJFHKLKWLJXKCNAOTAAW,O,Hollywood,2033653.0,B,TN,United States of America,478931.0,0.0,21.0,Vulcan Materials
Nve10910,,,,5.0,D,Gjftdcperoworqifmnywhaoofarotfhvwmcxsecrrubfuovuahtwgcfeoricagzb,O,Mobile,1255327.0,N,MI,United States of America,210193.0,4.0,9.0,Interpublic Group
GHA10911,,632.0,1-514-526-5294,8.0,M,,O,Madison,2449252.0,G,OR,United States of America,481083.0,0.0,,DirecTV Group
Tev10912,1.0,496.0,1-439-112-1157,8.0,S,RJYTKOQIMFLREWFRMQDLTALYNVNGUBQDLWYDASNBDMDVTITWEEBLWEGMTZGUJWGDNWKXNCLBV,O,Evansville,1340516.0,,ND,United States of America,339731.0,3.0,60.0,NetApp
UZE10913,4.0,392.0,1-582-813-5255,8.0,S,Irviblmlepgmnhq,U,Hialeah,3461994.0,,ND,United States of America,436764.0,1.0,29.0,Crane
NCG10914,1.0,517.0,1-548-978-1948,8.0,U,BGESYFSVPSGUBGLPGSADVUT,O,Dayton,2024540.0,,Ontario,United States of America,352360.0,2.0,23.0,Eagle Rock Energy Partners
bhq10915,0.0,781.0,1-746-021-2699,1.0,S,ASDKYVSLSSURLPBA,O,Toledo,1138992.0,E,KS,United States of America,158128.0,2.0,94.0,Toro
PHJ10916,3.0,473.0,1-415-186-6687,4.0,M,,O,Stockton,714476.0,,AL,United States of America,420705.0,5.0,,Aventine Renewable Energy
Nby10917,1.0,833.0,1-924-167-9389,0.0,M,hivydedderwdlvsthztrlolshjrkjhounjpxuustuukbtcrmviclbcmzimlulbncwrlfptbs,O,Detroit,2911061.0,,Ontario,United States of America,,1.0,1.0,Calpine
OGB10918,2.0,691.0,1-609-890-0204,1.0,M,QBQLSQCYNHGJDDOGIFYCULIINVGPVPBHJQZFEZBNJSRESSYNVBAQGFSHIHYOIQKFWSXLFLJB,O,Arlington,3969773.0,V,GA,United States of America,129742.0,4.0,24.0,ArvinMeritor
lxs10919,5.0,605.0,1-036-865-9969,2.0,M,vvnilmxdskheajvznnkyn,O,St. Petersburg,703094.0,,MI,United States of America,328525.0,1.0,24.0,American Greetings
acm10920,5.0,606.0,1-051-526-1667,2.0,S,Xiiuxyzagbkhq,O,Iqaluit,1949122.0,Y,WI,United States of America,209184.0,3.0,62.0,Expedia
Wrm10921,1.0,764.0,1-768-813-5360,10.0,U,,U,Rancho Cucamonga,2703266.0,,FL,United States of America,345510.0,5.0,0.0,Cardinal Health
Jpi10922,4.0,706.0,1-649-666-1883,9.0,S,kslvlzglgopuixswthbbvdgufyudpiylawrvlxvwgcdahnshmsavkotdfddanvhuwk,O,Casper,380664.0,E,PA,United States of America,186382.0,5.0,39.0,Nalco Holding
Tro10923,5.0,539.0,1-613-128-8542,1.0,M,XYDVKBVKBOJNNKCOKWFEZTPSNLACMYSGYLKUHBQR,O,Rapid City,2013608.0,,IN,United States of America,360008.0,0.0,41.0,MSC Industrial Direct
xnn10924,0.0,705.0,1-274-072-3038,1.0,U,Aidpwxwimprqkiakditjvwhlgysgiisglsrlclfmqmsoyn,O,Alexandria,684957.0,x,WA,United States of America,437145.0,1.0,96.0,Toro
Slk10925,2.0,506.0,,1.0,M,CNWZKFSBWJZMSHHLISMDFDVFRPDKKSW,O,Hull,1880630.0,s,Newfoundland,United States of America,156350.0,5.0,53.0,Energizer Holdings
Mna10926,4.0,722.0,1-790-225-4437,10.0,M,WTFHKDJVUWXTVJWOPPFDOMLQ,O,Sacramento,2644379.0,,NJ,United States of America,290929.0,2.0,33.0,Nasdaq OMX Group
Ceu10927,4.0,652.0,1-263-408-2993,6.0,M,Iwqrtepoxnq,R,Berkeley,2974979.0,f,CO,Canada,81542.0,3.0,22.0,Psychiatric Solutions
Lib10928,3.0,511.0,1-890-985-6572,4.0,S,Wzctjjcdvfcxsdquibugbaazjwnqqwtcspbuqwliusgjwndoivdvcidudno,U,Raleigh,1290150.0,,WI,United States of America,370202.0,4.0,46.0,Torchmark
bbo10929,4.0,399.0,1-265-909-5632,6.0,U,QSYFZKHHMWWCNNRHLHDESEEOLCQHTUNTCYLHYXVSDZVDTLDLPOAZVRHYWNCYQKA,O,Bellevue,376021.0,Q,AR,Canada,268225.0,,31.0,
Ncp10930,3.0,568.0,1-375-393-7011,10.0,S,Uhqzkvfihncqgtgildgfhazosjmuyptmvfkcpezylur,R,Ontario,492595.0,L,PA,United States of America,215225.0,1.0,70.0,LandAmerica Financial Group
Uwx10931,3.0,561.0,1-568-261-8929,4.0,,Uaoosbvjczlvjrirfpyyohxfcbcmvdtqwpaheejwufditdmmtf,O,Evansville,3146306.0,,DC,United States of America,90783.0,2.0,24.0,Pactiv
OLB10932,1.0,438.0,1-986-959-3653,8.0,S,,,Baltimore,1641342.0,,MO,Canada,305315.0,,3.0,Mylan
xvj10933,,316.0,1-181-080-3564,1.0,M,UPTVRUTYFZJBKCIULRMGHGQLYEVUOLUGWZOXHBUVHVSGBQOBCTHNFC,R,West Valley,3078194.0,,WA,United States of America,136236.0,3.0,40.0,R.R. Donnelley & Sons
STD10934,4.0,309.0,1-473-108-7514,,S,iecjjzefpxglkogxuoejzfarrxhbsxpdadkgb,O,Chicago,1146111.0,,AR,United States of America,120953.0,5.0,89.0,
okg10935,2.0,822.0,1-423-981-4854,6.0,S,Xtytfbhgbfdolrkigjagjdfvowfpcffnlinpdi,U,Reno,872488.0,s,SC,United States of America,233464.0,0.0,10.0,Arch Coal
kxq10936,1.0,799.0,1-926-129-3933,2.0,U,YDNMPJPGAXSAEXGRIQLQEPJRTCXOLYNKPJTXHKUIVKKOXDMRYTMLEPQETLJVSVRLLBTCDGEAVDAHJZ,U,Sterling Heights,3099758.0,V,GA,United States of America,,1.0,77.0,Advanced Micro Devices
mgu10937,3.0,558.0,1-161-889-5810,3.0,S,ecmifmteidqpmzwrpzsovehomjpnv,U,Erie,1753441.0,D,NH,United States of America,,4.0,38.0,Aon
RUR10938,5.0,805.0,1-227-978-3308,,M,,O,Hilo,,e,VA,United States of America,343496.0,4.0,,WellCare Health Plans
Ffs10939,4.0,745.0,1-102-418-3672,2.0,M,ILGXZTBKVKMEDNVQCOMBVCFMZVRDWNDVGVKKZRQKTQMFLSCEOJJJMKUJILWTHSGKSWVPLWCIRIWIZJD,O,Wichita,,G,KY,United States of America,481035.0,1.0,78.0,Collective Brands
Ukf10940,4.0,381.0,1-137-385-3341,7.0,M,xwfuxevgrheytyeblhagv,,Gary,3875663.0,,Saskatchewan,Canada,312758.0,5.0,21.0,Perrigo
sek10941,1.0,626.0,1-540-667-6724,2.0,D,Fiilpxpgrsvuciorqkhrcbuxjjmuwjoktotgqhunjjtanjloeqsifeuyfbjkd,O,Salinas,3358247.0,,ND,United States of America,227393.0,4.0,55.0,Arkansas Best
Tna10942,1.0,744.0,1-628-927-8038,7.0,S,fizkawyqvaphmljiviipdiwimszlcpmhud,O,Washington,3661308.0,,ID,United States of America,437835.0,4.0,85.0,Lam Research
UZJ10943,1.0,792.0,1-139-345-7937,4.0,M,,O,Montgomery,3371434.0,,AZ,United States of America,322724.0,2.0,94.0,Sherwin-Williams
bpb10944,2.0,741.0,1-498-150-8278,2.0,D,GVIKCUQQGKAPSJTYCQIQWCJRLJDLRZ,O,Gary,3031663.0,N,VT,United States of America,452361.0,0.0,35.0,Bed Bath & Beyond
Ljr10945,2.0,582.0,1-058-612-8436,0.0,S,snxdxzinxnkeuyqhlokxgnvhnidqtouuctoxcotbgrozzsvuflvqesgsjywa,R,Vancouver,87159.0,,PA,United States of America,499003.0,5.0,42.0,Health Management Associates
Rzp10946,2.0,663.0,1-265-513-2591,1.0,W,RRUQOZTDQIEQNPDJBMRTCKJAOFDKIEAVYFK,R,Berkeley,,p,CT,United States of America,455818.0,2.0,71.0,Huntsman
Lrv10947,3.0,840.0,1-485-595-0368,10.0,M,qyuhrzumlavwthmgsvirmdgbxbbfq,U,St. Johns,126126.0,,MT,United States of America,454772.0,3.0,79.0,IAC/InterActiveCorp
Wxg10948,2.0,795.0,1-524-653-9485,4.0,D,JZFCYOQUZIBFEXLLJKBQNQBYBMXMF,O,Huntington,2449252.0,c,MI,United States of America,273676.0,0.0,42.0,Praxair
Alb10949,0.0,437.0,1-297-664-2075,8.0,W,IPYBDXXICQJNJBJXHWECRMDJMHHCDWDPGUTCRWLS,O,Pembroke Pines,1273654.0,,New Brunswick,United States of America,321116.0,2.0,20.0,Patterson
UDW10950,5.0,638.0,1-721-975-2824,10.0,M,TIBEVSQXNDYCAQEA,R,Fairbanks,440078.0,L,Nova Scotia,United States of America,320777.0,3.0,20.0,Sanmina-SCI
UAS10951,0.0,814.0,1-057-891-5436,9.0,W,fmowaumuskegfcdixkoziy,O,Iqaluit,1935817.0,B,SD,United States of America,424772.0,4.0,8.0,Hospira
uus10952,2.0,685.0,1-493-711-9216,10.0,S,UVXJCTVHNWRVCUMTLNPYWBNI,O,Shreveport,,K,PA,United States of America,45651.0,5.0,18.0,AMC Entertainment
Htq10953,1.0,715.0,1-379-648-5404,0.0,S,dnwedmwuyhurlp,U,Springfield,3355149.0,X,NY,,224022.0,3.0,47.0,Pride International
ZEI10954,3.0,549.0,1-850-158-6289,0.0,U,aljmgpxuopvxyfohbhoufyybqc,O,Cheyenne,3975497.0,t,TN,United States of America,123128.0,3.0,72.0,McDonald's
TVP10955,1.0,315.0,1-810-599-3009,0.0,M,WSUWDXRDVJIFZSUZSYCRUMQTRQZMNAYJOVILFUPEOUUHO,O,Knoxville,108127.0,b,KY,United States of America,122108.0,4.0,15.0,Wendy's/Arby's Group
Lne10956,0.0,693.0,1-180-437-6306,7.0,M,Chrvlwmph,O,Coral Springs,1777116.0,u,MA,United States of America,356575.0,5.0,1.0,Ferrellgas Partners
xds10957,1.0,797.0,1-661-668-5661,6.0,M,Alfht,O,St. Petersburg,2189644.0,V,AZ,United States of America,368395.0,0.0,92.0,Office Depot
DWW10958,1.0,313.0,1-733-242-1972,7.0,M,sksjphecwjlypsellgqvrsicvrsknlqlvwsygqhpqjbgw,O,Chicago,3043042.0,,ND,United States of America,55621.0,4.0,18.0,Freddie Mac
YBM10959,2.0,815.0,1-520-323-2184,0.0,S,Xwgwaytwotgmcudfwdsguxvioxcorovbzpbsxboobaecslugit,O,Grand Prairie,1661619.0,m,IA,United States of America,14921.0,3.0,33.0,CACI International
xiu10960,2.0,434.0,1-341-921-9360,8.0,M,xllhjohpiixwrmjqiv,O,Fargo,,,NH,United States of America,69690.0,4.0,18.0,Fastenal
vyz10961,4.0,763.0,1-572-993-5025,7.0,S,pertocbxhjcgahfcctjnszppopwzxfwihzdbpajppeyoltvpoaqxmewkdwuw,R,Memphis,981900.0,J,OK,United States of America,445437.0,3.0,58.0,Mueller Industries
ufo10962,4.0,732.0,1-498-268-3006,7.0,U,Acolkdkmvgnvoqlzmgxzzrlczcebeftwavoeqjqvvoddbwduzidfutxqdmptyixhkwqiawjiwfxkhk,O,Saskatoon,3746110.0,y,Manitoba,United States of America,143157.0,0.0,71.0,Shaw Group
hdf10963,4.0,692.0,1-132-379-7031,4.0,M,Ogdygkr,O,Mesa,2187192.0,,TN,Canada,81469.0,5.0,84.0,MeadWestvaco
Qqd10964,0.0,708.0,1-400-066-6527,7.0,M,mqdocptxi,,Baton Rouge,451143.0,,OR,United States of America,285117.0,5.0,98.0,Yum Brands
SLY10965,2.0,308.0,1-695-527-9593,,D,nimvbdrcorrybzfianxkpcpejrrzza,O,Durham,3341645.0,K,OR,United States of America,354851.0,4.0,80.0,Estee Lauder
BMU10966,5.0,386.0,1-029-847-4964,8.0,S,YUTFRPMAHBKLPYEBYZUEZCRHVTBPAUMNRXGHKYWFTULDZ,O,Toledo,822216.0,g,DE,United States of America,91762.0,4.0,46.0,WGL Holdings
DWB10967,0.0,597.0,1-314-776-9465,2.0,U,tpnrqqqxvexhlxgqxbknltzyy,O,Chesapeake,2144374.0,K,WA,United States of America,69985.0,1.0,97.0,Fidelity National Information
Rgl10968,0.0,609.0,1-899-913-4500,9.0,,uxrxkxzkivjidgurgzwrsfuybnrhqtwfaskjpvakoqiy,U,Rapid City,1685501.0,,GA,United States of America,380475.0,0.0,4.0,DuPont
Tiz10969,4.0,538.0,1-928-688-6118,3.0,D,Lwojcgqdblhigbrjocfoxswlvggxuidhcfeiukotogezeuemv,O,Torrance,3590095.0,A,Prince Edward Island,,,2.0,23.0,AT&T
qpb10970,2.0,561.0,1-534-082-6100,5.0,M,WSDXPSMOJYTFLGZXPENOHNILSKGLHVOSIQJQFJSQH,R,Yonkers,2175688.0,,OK,United States of America,127084.0,1.0,64.0,USG
Dbt10971,0.0,484.0,1-831-110-5276,7.0,M,kjmfwlomxnzwiiqxmrgxtuttwpeggwrclghnjaircf,O,Wichita,435784.0,,VA,United States of America,198184.0,2.0,51.0,Tech Data
Oib10972,0.0,382.0,1-738-411-0914,3.0,U,VKJWBDFMBTXEITLTTMKUJ,R,Omaha,1444106.0,,TN,Canada,153197.0,4.0,,Sauer-Danfoss
Qnr10973,2.0,639.0,1-939-120-5236,4.0,D,Zisuksrrrdskdjkpgti,O,Huntington,1586585.0,,CO,Canada,379055.0,1.0,57.0,Apache
PXN10974,5.0,425.0,1-118-602-4025,6.0,W,BXQIFNCSWFYDNKOSGR,O,Lafayette,3786115.0,,MI,United States of America,356373.0,5.0,80.0,Goodyear Tire & Rubber
Ncp10975,2.0,806.0,1-792-060-7592,7.0,U,IQOROSXCMDTCITFBVSGPTBJVJNCIMFTRTDQMQSUL,O,St. Petersburg,376409.0,,CO,Canada,353279.0,0.0,56.0,Boeing
YSD10976,4.0,522.0,1-779-356-0532,10.0,M,Tbhseysbvgzrulsxqwkkwjadmgrdslankrqokha,O,Charlotte,716158.0,m,WI,Canada,140640.0,4.0,43.0,Landstar System
rgn10977,2.0,696.0,1-680-902-7386,1.0,M,umdiud,R,Oshawa,2054123.0,,Manitoba,United States of America,116679.0,4.0,40.0,
Gkm10978,1.0,655.0,1-309-464-0684,7.0,M,Rpiwqxnesrtrvxwyyryqtvjrdqst,O,Orlando,1157950.0,b,AK,United States of America,198557.0,3.0,28.0,Pinnacle West Capital
USK10979,5.0,399.0,1-569-946-8438,4.0,U,Iygbnsvmbnhvkoqacvottxobfqqtdrhecbigrksihfgkpkquamqacqxuomzmrzflnswxgwqljmoozo,,Providence,1011786.0,i,AZ,Canada,11010.0,5.0,21.0,Ameriprise Financial
oqu10980,1.0,843.0,1-249-547-0160,6.0,U,KCKMHCFIDXO,,Yellow Knife,2709910.0,g,VT,United States of America,431728.0,0.0,94.0,Group 1 Automotive
Qyw10981,0.0,426.0,1-043-870-1065,2.0,U,Yiufcthacangllgvezpxktqwrugqyb,O,Macon,392239.0,,Alberta,United States of America,410038.0,1.0,42.0,R.H. Donnelley
Nkg10982,0.0,583.0,1-867-630-8354,7.0,M,kwnlyqsgibbmxyxzsqbzicgbrugvzwvweebugivmd,O,Lafayette,3168652.0,,DC,United States of America,201173.0,0.0,100.0,Berkshire Hathaway
FEB10983,3.0,511.0,1-191-825-2255,1.0,U,,,Dayton,186615.0,a,AK,United States of America,124419.0,1.0,74.0,Time Warner
Iuq10984,3.0,613.0,1-282-151-3272,6.0,W,jlpeunmmrivlbyookbrlfjefadqeqjjbdjmanzbqgkkgsqyzcjwu,U,Minneapolis,552362.0,s,IA,United States of America,132903.0,2.0,35.0,Eaton
Qnc10985,4.0,646.0,1-066-477-5944,1.0,W,Xrcqitjaluheqheybbzsymggqxinfvhfxeuhfpinvtydxal,O,Denver,3270324.0,,Ontario,United States of America,140659.0,4.0,5.0,Forest Laboratories
ESG10986,5.0,488.0,1-282-512-4315,10.0,S,LHWVDDUGJGVHNBVVWDKJW,O,Dallas,3685597.0,,SC,Canada,,,50.0,Watson Pharmaceuticals
Yjs10987,1.0,699.0,1-886-395-3491,4.0,W,Ubskzjndmewryzckgkrjxvucfhdnyagztbxwgwdijjivjtbycgpmfdwvtrsdaemlmqo,R,Lubbock,207116.0,P,Newfoundland,United States of America,56183.0,2.0,56.0,Duane Reade Holdings
Umt10988,5.0,324.0,1-278-431-6057,0.0,M,Nvnrrcemacjlsxihqvxuut,O,Casper,3499346.0,S,NV,United States of America,,5.0,5.0,A.O. Smith
PYW10989,3.0,512.0,1-412-924-8688,4.0,W,Jqsefxjucpdhktaxxlvpddokzlhpsidimthpd,O,Providence,748619.0,e,NH,United States of America,348650.0,3.0,30.0,ITT
PIS10990,1.0,716.0,1-345-968-0834,5.0,M,sdojpufzogmbxlrmjyozmbuegolvzmdyxfnabtpmnjsxblmvfxrcgljidgbvrvnkmdi,O,Pembroke Pines,3059847.0,,Ontario,United States of America,287672.0,3.0,33.0,Hartford Financial Services
ghl10991,5.0,333.0,1-424-096-1252,9.0,S,Kwlaavxlvnocxhvbqsdngppxtnlatzvrokhiumqap,O,Garland,1649676.0,,LA,United States of America,36078.0,5.0,61.0,Eagle Rock Energy Partners
OJC10992,4.0,407.0,1-730-997-1829,6.0,M,Wqhthynpjpbdyngthzcbhkwtktinbfcblctwm,R,Mesquite,3705423.0,l,NE,United States of America,422110.0,4.0,25.0,Worthington Industries
Ind10993,5.0,661.0,1-053-888-3018,10.0,S,TVMBDBQP,O,Nashville,2376501.0,L,ID,Canada,111797.0,2.0,22.0,PG&E Corp.
INO10994,5.0,620.0,1-223-074-7524,2.0,M,ipofizkrojuhuxikswemcpqdz,O,Oxnard,2632165.0,,Prince Edward Island,United States of America,268988.0,5.0,33.0,Nvidia
OJB10995,2.0,382.0,1-971-942-2630,2.0,M,Ptuwfpifmmctyedehrcfiecvgtqiekzrfqujokgspxjeamvlnc,O,Windsor,934450.0,,VA,United States of America,,,82.0,
BVV10996,0.0,811.0,1-696-241-0126,,U,,O,Durham,3108435.0,d,VT,Canada,446361.0,2.0,34.0,Robert Half International
xcj10997,2.0,612.0,1-246-074-0496,8.0,M,XOUGTKXMULOPBYOPVHQBUTZFAMJTA,U,Garland,2984010.0,I,CT,United States of America,257785.0,1.0,51.0,
ejt10998,5.0,324.0,1-920-174-9748,,M,Avunetxeeyqmxkhiatwwkqbapaolpjsbinswvotmwrkbpxqupmkm,R,Cheyenne,3075972.0,k,AZ,Canada,150645.0,1.0,99.0,Health Net
JNP10999,2.0,833.0,1-024-590-5688,7.0,S,Lvtvjdqpglfubkhazhqcjclajmphf,O,Reno,3256928.0,,SC,United States of America,421868.0,4.0,85.0,Nucor
dtx11000,3.0,709.0,1-159-082-0459,2.0,D,Lwdxozkaoelvuwhvcfcmcslonfuhgmevxjwrkahnpvjemfgro,R,Boise,539305.0,X,British Columbia,United States of America,477784.0,2.0,,Dillard's
XGG11001,4.0,496.0,1-534-842-7921,2.0,M,Hkeamuxoxjpjhykuw,O,Elizabeth,3335019.0,,IL,United States of America,480972.0,5.0,86.0,Entergy
lmt11002,4.0,366.0,1-674-534-9910,4.0,D,TKCPFY,O,St. Louis,3679401.0,x,IN,United States of America,240268.0,3.0,67.0,Vulcan Materials
Wdf11003,0.0,324.0,1-610-216-3732,8.0,S,OURVGMVBTAINNCFDGBRTPINPVR,U,Irvine,1800895.0,,IA,Canada,387663.0,2.0,51.0,
Bus11004,5.0,597.0,1-921-804-2195,9.0,S,EQQBXLJMBSCSNXFVOFWJVTNGEMCLYTVY,R,Toronto,555825.0,,MS,United States of America,492331.0,3.0,84.0,CVR Energy
Bch11005,0.0,534.0,1-734-178-0676,5.0,M,,O,Billings,2999627.0,J,VA,United States of America,169157.0,4.0,6.0,Brown Shoe
WYJ11006,2.0,839.0,1-547-439-5268,3.0,U,Uidinrwofeuogragwwpzxopvafughiaufefbhldrnru,O,Salem,3350736.0,,NM,United States of America,387828.0,0.0,64.0,J.P. Morgan Chase & Co.
Qkl11007,0.0,524.0,1-256-511-3577,5.0,M,IXMZQNRVFQGJHN,O,Toledo,3360420.0,M,IN,United States of America,380891.0,1.0,82.0,Administaff
Ntg11008,1.0,584.0,1-481-246-8505,0.0,S,nqwwqchsn,O,Lansing,1920593.0,g,WI,United States of America,258054.0,1.0,,Mohawk Industries
zbw11009,4.0,839.0,1-245-518-4843,6.0,S,qycdprpchwxraatrimxblenqvindbvaqmgbshcvddozrujupvtsbqnqammbphokdmbegoegkcwhwzlv,O,Indianapolis,3961490.0,,MT,United States of America,261221.0,3.0,58.0,Lennox International
Jhk11010,4.0,850.0,1-387-392-4442,1.0,U,Xprclajcbyanvzopvivyrkafsuztjrnlr,O,Detroit,203663.0,,AR,United States of America,71903.0,,11.0,Timken
MWP11011,0.0,539.0,1-279-097-5068,2.0,U,PBDCZRRFLUSCVUPJERQNYFLGVYMRHUPJUWMILNJNKVKGQPZUUFFTJS,O,Virginia Beach,746242.0,,NV,United States of America,72572.0,5.0,88.0,Celgene
Ecn11012,1.0,317.0,1-733-517-9989,8.0,M,yjlmljqpmyboelfuhpefuqtciwavskwtrmdkknsmfjqqpmkafpawhuehgxzxowsorxbyoz,U,Regina,3452288.0,,Alberta,Canada,484396.0,1.0,87.0,Ryder System
Nml11013,0.0,787.0,1-336-800-4414,0.0,M,wlqkteduzinvutilcetjfhpmhrbgyvzxotni,O,Augusta,3126002.0,,KS,Canada,4921.0,3.0,22.0,Teledyne Technologies
Kph11014,2.0,320.0,1-450-605-6986,2.0,W,Kguvm,O,Salinas,3354045.0,,ID,Canada,250785.0,3.0,86.0,Scotts Miracle-Gro
VCP11015,2.0,562.0,1-875-210-3192,7.0,U,imkrjlwfekcqqpuserlhwroehgmlwkgsbmmuu,O,Macon,1826409.0,,Manitoba,United States of America,470090.0,4.0,39.0,Expedia
Brw11016,3.0,665.0,1-669-219-6977,0.0,S,zrahhnxnuxsvuemspnakybnrawjdwuaejudvdodfndwnpecdp,,Victoria,222526.0,,IA,United States of America,123483.0,0.0,96.0,Perot Systems
Skj11017,5.0,822.0,1-465-741-4961,7.0,M,udzyrlebzpmjltdhjadxaefdeyieyhepfvimbfhdkpssmplhhlccjcfemjquyb,O,Erie,1167631.0,,DE,Canada,119581.0,,49.0,CB Richard Ellis Group
poi11018,2.0,631.0,1-703-059-8730,6.0,S,YNEHK,O,Salem,57285.0,M,OH,United States of America,196672.0,3.0,90.0,Bed Bath & Beyond
Qnv11019,5.0,732.0,1-552-793-5246,4.0,W,Cyytmwibtsosrxyf,,Santa Fe,3757167.0,A,LA,United States of America,273544.0,1.0,43.0,HCC Insurance Holdings
