prospect_gncd,prospect_phn,prospect_ncm,prospect_nmbrcrs,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Vui14463,1-210-543-7680,358680.0,4.0,5.0,,75.0,793.0,O,Cigna,10.0,2653160.0
ZZQ14464,1-585-155-2674,427383.0,5.0,2.0,M,,422.0,R,Graham Packaging,2.0,1871167.0
tin14465,1-059-718-3004,123934.0,4.0,5.0,U,75.0,651.0,,BorgWarner,5.0,1252400.0
xqv14466,,249341.0,2.0,0.0,,60.0,396.0,O,Celanese,4.0,816991.0
rni14467,1-102-757-0838,380815.0,1.0,2.0,M,71.0,579.0,R,New York Life Insurance,,
Prh14468,1-383-110-7480,362776.0,2.0,1.0,S,0.0,791.0,O,Harris,8.0,3555255.0
Ile14469,1-089-358-9865,143642.0,0.0,3.0,S,34.0,334.0,O,Alliant Techsystems,1.0,
Mja14470,1-377-233-4573,271725.0,5.0,0.0,U,66.0,750.0,O,International Paper,2.0,1419266.0
Pre14471,1-249-854-8212,374370.0,4.0,2.0,S,99.0,406.0,R,Realogy,8.0,1164625.0
Xfb14472,1-032-980-9224,416072.0,,2.0,M,0.0,772.0,,Oil States International,10.0,1743856.0
Ydg14473,1-885-916-2845,116279.0,2.0,5.0,U,27.0,378.0,O,Visteon,7.0,3418656.0
Xre14474,1-374-642-5525,458526.0,0.0,3.0,U,36.0,491.0,O,Oracle,4.0,
AAJ14475,1-495-350-8705,471685.0,0.0,,D,7.0,405.0,O,Peabody Energy,7.0,1930483.0
Kal14476,1-140-996-3646,131854.0,1.0,5.0,S,74.0,321.0,O,Apple,10.0,1880154.0
YUK14477,1-555-431-6450,76171.0,2.0,4.0,D,,824.0,O,Genworth Financial,4.0,253935.0
qpd14478,1-480-449-7112,243098.0,0.0,,M,57.0,336.0,O,Cooper-Standard Holdings,0.0,
Wcx14479,1-581-911-8396,413057.0,3.0,0.0,S,44.0,805.0,R,Amgen,6.0,2840893.0
WHV14480,1-798-096-2120,243995.0,3.0,0.0,D,29.0,517.0,O,Superior Energy Services,8.0,3200032.0
Mbx14481,1-475-510-1986,408400.0,5.0,3.0,M,37.0,563.0,O,Macy's,9.0,
Wnk14482,1-721-892-8505,41597.0,1.0,1.0,D,26.0,359.0,O,Humana,1.0,571074.0
PJF14483,1-405-899-6586,425519.0,5.0,2.0,S,42.0,694.0,O,Crown Holdings,0.0,2141763.0
Jjd14484,1-616-400-5678,237324.0,2.0,3.0,U,45.0,514.0,O,,5.0,1082537.0
Swq14485,1-958-754-1358,226776.0,1.0,4.0,,63.0,,O,Michaels Stores,7.0,3277081.0
PKK14486,1-275-197-4914,,3.0,3.0,S,86.0,330.0,O,Beckman Coulter,,2374891.0
XQS14487,1-119-761-2402,265614.0,2.0,,M,64.0,,U,Northwestern Mutual,10.0,
UTA14488,1-508-754-1149,360557.0,5.0,3.0,D,16.0,372.0,O,Enterprise GP Holdings,4.0,
Wqz14489,1-471-763-1300,459024.0,,1.0,,65.0,805.0,O,Duke Energy,1.0,2848806.0
Nhr14490,1-485-318-3398,243638.0,1.0,2.0,S,27.0,625.0,O,Albemarle,2.0,3675843.0
New14491,1-696-845-8177,480984.0,3.0,0.0,W,88.0,507.0,O,MGIC Investment,10.0,2685502.0
gke14492,,60955.0,5.0,0.0,M,61.0,772.0,O,US Airways Group,4.0,1858431.0
Sph14493,1-412-770-2744,239794.0,3.0,,W,35.0,763.0,O,Conseco,8.0,905791.0
AQL14494,,,5.0,2.0,U,88.0,509.0,O,Amkor Technology,3.0,3000893.0
Kor14495,1-962-989-9406,254694.0,0.0,0.0,M,6.0,421.0,R,Pfizer,3.0,3823039.0
ahb14496,1-695-753-7206,59146.0,3.0,4.0,M,73.0,406.0,O,EOG Resources,3.0,88168.0
DRO14497,1-601-167-0396,215562.0,4.0,2.0,M,80.0,478.0,O,Patterson,7.0,3452167.0
ehm14498,1-299-718-9385,451412.0,3.0,1.0,U,41.0,462.0,O,Mutual of America Life,10.0,336136.0
Xpn14499,1-081-456-8984,14910.0,5.0,4.0,D,4.0,659.0,O,CVS Caremark,,1751498.0
YED14500,1-026-529-2299,58250.0,3.0,3.0,M,51.0,767.0,R,Phillips-Van Heusen,8.0,2650647.0
ZZC14501,1-861-925-0478,467305.0,4.0,5.0,M,73.0,651.0,R,Blockbuster,6.0,2837096.0
Bxv14502,1-927-730-1870,72294.0,4.0,4.0,S,3.0,779.0,O,Mutual of America Life,6.0,1169290.0
Xdq14503,1-074-354-6418,101300.0,2.0,0.0,S,45.0,839.0,O,Ferrellgas Partners,2.0,3745754.0
Xwg14504,1-443-225-9340,469510.0,2.0,0.0,M,18.0,463.0,O,Thrivent Financial,9.0,3171017.0
Qfa14505,1-769-078-2839,439495.0,3.0,2.0,S,96.0,666.0,O,Adams Resources & Energy,,2325401.0
vti14506,1-420-909-2877,83424.0,1.0,2.0,M,,474.0,O,Guess,3.0,661463.0
hdf14507,1-481-150-8287,319790.0,4.0,0.0,M,29.0,491.0,O,SunGard Data Systems,0.0,1576971.0
Mhq14508,1-126-308-7095,361776.0,0.0,2.0,S,14.0,362.0,O,Carpenter Technology,5.0,540900.0
BNO14509,1-549-274-9486,149122.0,2.0,4.0,M,59.0,,O,Ashland,4.0,2284868.0
Fxe14510,1-281-835-8747,65292.0,0.0,3.0,M,71.0,336.0,,Cracker Barrel Old Country,4.0,1662244.0
QQK14511,1-007-516-8520,118100.0,3.0,2.0,U,50.0,548.0,O,Pride International,4.0,1403039.0
Fal14512,1-003-506-6395,473639.0,5.0,4.0,U,28.0,425.0,R,Archer Daniels Midland,9.0,2914979.0
Dcq14513,1-895-116-7449,404931.0,4.0,1.0,W,81.0,476.0,O,,10.0,615527.0
rdk14514,1-946-010-3021,87198.0,1.0,3.0,M,50.0,592.0,O,Dick's Sporting Goods,8.0,3940097.0
hnq14515,1-334-573-4255,438412.0,1.0,4.0,M,89.0,565.0,O,Terex,3.0,226281.0
Hyc14516,1-019-664-9065,246546.0,4.0,5.0,D,82.0,744.0,R,St. Jude Medical,5.0,2370924.0
ZZH14517,1-713-068-3146,427134.0,0.0,2.0,S,,314.0,O,Mylan,7.0,3184248.0
Osv14518,1-404-621-8751,364120.0,0.0,4.0,M,50.0,589.0,O,JohnsonDiversey,5.0,1391412.0
TRP14519,1-401-243-5818,308845.0,4.0,1.0,M,59.0,830.0,O,Adams Resources & Energy,7.0,690769.0
lbj14520,1-037-030-2969,263119.0,3.0,2.0,M,77.0,766.0,O,Pacer International,,3782583.0
Eul14521,1-206-179-4224,425735.0,2.0,2.0,M,53.0,700.0,O,Avnet,3.0,1633072.0
euc14522,1-252-948-0905,408480.0,0.0,3.0,W,58.0,611.0,O,First Data,3.0,657877.0
Pmy14523,1-440-656-5612,313121.0,5.0,3.0,S,79.0,711.0,O,Google,3.0,
Mcg14524,1-951-273-9355,317899.0,5.0,,S,49.0,587.0,U,AECOM Technology,1.0,1784386.0
Fcn14525,1-497-319-0301,116663.0,,4.0,M,48.0,602.0,R,H&R Block,6.0,1349571.0
Ggw14526,1-563-162-8714,263751.0,2.0,3.0,D,73.0,789.0,R,Northeast Utilities,1.0,264021.0
qpd14527,1-960-529-9708,80412.0,4.0,5.0,M,3.0,726.0,O,New York Life Insurance,3.0,675878.0
Ivm14528,1-409-821-4632,35905.0,,4.0,,6.0,837.0,R,Bio-Rad Laboratories,1.0,1973810.0
Gne14529,1-480-772-0205,272188.0,,2.0,S,82.0,842.0,O,Textron,3.0,1037850.0
LLO14530,1-387-576-9217,103526.0,1.0,2.0,U,,466.0,O,Liberty Mutual Insurance Group,9.0,301168.0
FDC14531,1-488-442-4844,476870.0,3.0,5.0,D,24.0,750.0,R,Sunoco,9.0,538388.0
RXB14533,1-580-621-7303,73101.0,1.0,1.0,S,94.0,,O,Furniture Brands International,5.0,3106107.0
Gcq14534,1-330-725-1847,166547.0,1.0,4.0,M,8.0,631.0,O,Maxim Integrated Products,7.0,611107.0
Avy14535,1-742-314-4201,95719.0,2.0,5.0,U,2.0,833.0,O,Modine Manufacturing,5.0,2512014.0
Kib14536,1-141-456-8843,306582.0,4.0,5.0,W,62.0,814.0,R,Morgan Stanley,8.0,2603444.0
PSH14537,1-346-891-3973,115124.0,1.0,3.0,M,96.0,770.0,O,Joy Global,3.0,2009042.0
juw14538,1-412-653-2628,483373.0,3.0,0.0,M,80.0,815.0,O,,6.0,
Vpd14539,1-271-246-5666,137930.0,0.0,4.0,W,58.0,,O,Frontier Communications,8.0,2721681.0
Fmc14540,1-689-429-0632,345506.0,1.0,,S,98.0,489.0,O,Great Plains Energy,1.0,2052883.0
Jug14541,,317027.0,0.0,1.0,M,30.0,713.0,O,3M,8.0,2215384.0
uwk14542,1-475-348-8492,386973.0,3.0,1.0,S,19.0,581.0,R,Sprint Nextel,5.0,2256649.0
AOR14543,1-958-913-1965,351623.0,1.0,3.0,D,14.0,687.0,O,Watson Pharmaceuticals,4.0,2384364.0
Caq14544,1-217-110-5618,348827.0,1.0,2.0,M,9.0,777.0,O,Paychex,8.0,3344916.0
MJD14545,1-289-891-8539,85630.0,,0.0,S,45.0,785.0,U,Pepco Holdings,4.0,2462997.0
Hbu14546,1-403-687-1214,33167.0,4.0,4.0,S,62.0,659.0,O,Brunswick,3.0,1427977.0
JJL14547,1-128-375-4492,432406.0,3.0,3.0,S,9.0,419.0,O,Westar Energy,1.0,1811507.0
fky14548,1-971-009-5906,294957.0,5.0,1.0,U,39.0,662.0,O,CB Richard Ellis Group,9.0,39074.0
cjg14549,1-611-845-5974,,0.0,4.0,M,72.0,760.0,O,Hertz Global Holdings,5.0,1421789.0
ZAS14550,1-523-309-0977,199176.0,1.0,0.0,W,90.0,312.0,U,Joy Global,7.0,
MIM14551,1-840-083-0457,40306.0,4.0,2.0,S,46.0,726.0,O,,7.0,1074989.0
piv14552,,226285.0,,3.0,D,85.0,574.0,R,Campbell Soup,3.0,3348145.0
kfx14553,1-781-044-1629,116004.0,,3.0,M,44.0,401.0,O,Community Health Systems,4.0,1514930.0
uci14554,1-538-219-9353,499305.0,3.0,0.0,M,46.0,490.0,U,Pacer International,9.0,1105514.0
Pek14555,1-671-556-0499,,1.0,4.0,U,71.0,370.0,O,J.B. Hunt Transport Services,9.0,975314.0
Orp14556,1-674-478-2153,12915.0,0.0,4.0,M,8.0,428.0,O,Jack in the Box,4.0,3687635.0
Tdh14557,1-032-166-9833,98555.0,0.0,5.0,M,99.0,404.0,R,Qualcomm,6.0,
cxi14558,1-130-771-1266,212562.0,2.0,3.0,U,81.0,387.0,O,Boyd Gaming,3.0,
UNU14559,1-913-119-9054,357194.0,3.0,1.0,,20.0,643.0,R,Atlas America,1.0,1328759.0
qck14560,1-697-984-8087,377822.0,4.0,1.0,S,62.0,509.0,,National Fuel Gas,,1574430.0
dgx14561,1-986-253-2084,433890.0,2.0,4.0,S,43.0,421.0,,,5.0,3191556.0
WKQ14562,1-418-149-6900,154118.0,4.0,5.0,W,7.0,749.0,O,Pepco Holdings,0.0,763391.0
Weq14563,1-821-714-2844,456773.0,5.0,1.0,U,63.0,677.0,O,Apple,0.0,276302.0
MGT14564,1-545-095-5159,57396.0,2.0,3.0,D,83.0,397.0,O,Sunrise Senior Living,1.0,797930.0
JCT14565,1-640-831-6493,76170.0,4.0,5.0,M,97.0,532.0,R,FirstEnergy,2.0,1053437.0
MXA14566,1-877-873-6722,416793.0,2.0,5.0,S,57.0,467.0,R,Lexmark International,7.0,3839887.0
Bmj14567,1-842-332-1815,209092.0,,3.0,S,34.0,680.0,R,VWR Funding,2.0,2976137.0
gyr14568,1-688-948-3033,336882.0,3.0,1.0,U,70.0,631.0,O,Publix Super Markets,8.0,593941.0
hjw14569,1-050-534-0070,468248.0,2.0,1.0,S,49.0,818.0,O,,5.0,36605.0
Gqr14570,,357738.0,2.0,1.0,U,48.0,396.0,O,Deere,6.0,3803522.0
Nym14571,,8229.0,2.0,0.0,M,47.0,,O,Sovereign Bancorp,2.0,2458575.0
WGB14572,1-477-884-9901,388098.0,3.0,0.0,M,25.0,504.0,O,Flowserve,2.0,507276.0
HFG14573,1-114-924-9596,449796.0,5.0,2.0,U,58.0,780.0,,Textron,10.0,834958.0
sgk14574,1-609-407-3198,228572.0,0.0,5.0,S,44.0,466.0,R,PPL,7.0,2318948.0
mlz14575,1-210-343-1617,,2.0,,S,23.0,459.0,O,Stanley Works,0.0,2955866.0
Mlm14576,1-064-980-1814,137605.0,4.0,4.0,M,24.0,628.0,O,Procter & Gamble,7.0,833367.0
Ugv14577,1-630-734-5870,474258.0,4.0,4.0,M,70.0,806.0,O,DTE Energy,,194433.0
lbt14578,1-367-620-2866,390686.0,0.0,0.0,W,48.0,655.0,O,Core-Mark Holding,5.0,2609869.0
Eis14579,1-531-614-9290,249823.0,4.0,3.0,M,41.0,684.0,O,Hanesbrands,4.0,2191968.0
GIQ14580,1-764-129-8453,324876.0,2.0,4.0,S,,821.0,O,Weis Markets,7.0,3587737.0
llh14581,1-879-028-8398,326547.0,0.0,2.0,S,6.0,773.0,O,Interactive Brokers Group,1.0,2940443.0
Ftt14582,1-478-417-8707,292865.0,1.0,5.0,U,32.0,306.0,O,Las Vegas Sands,0.0,3100739.0
Ujn14583,1-011-628-2397,318369.0,5.0,4.0,M,84.0,746.0,O,General Growth Properties,1.0,1437721.0
Puv14584,1-701-281-7285,264211.0,3.0,2.0,S,39.0,446.0,O,,10.0,2636952.0
vey14585,1-674-127-8910,289076.0,0.0,4.0,M,37.0,,U,Trinity Industries,8.0,2625564.0
ndq14586,1-543-646-4180,285596.0,1.0,5.0,M,78.0,538.0,O,Shaw Group,8.0,2685352.0
Sul14587,1-029-447-7753,,4.0,0.0,M,55.0,477.0,,GameStop,10.0,891136.0
ZHK14588,1-399-399-5101,242760.0,5.0,0.0,S,51.0,592.0,O,Clorox,6.0,
ppv14589,1-199-242-8503,265127.0,1.0,3.0,M,92.0,736.0,O,Toll Brothers,,3489600.0
blo14590,1-183-554-4181,,0.0,,D,55.0,802.0,O,Avis Budget Group,2.0,3939204.0
Nrb14591,1-210-559-3189,136539.0,0.0,3.0,S,31.0,359.0,R,Verso Paper,2.0,2684513.0
Qiw14592,1-151-016-4201,469077.0,5.0,4.0,M,26.0,386.0,O,Exelon,1.0,313350.0
coq14593,1-678-957-2408,413210.0,5.0,5.0,S,58.0,406.0,O,Spectrum Brands,3.0,3545904.0
Trr14594,1-729-818-9386,447061.0,2.0,0.0,U,52.0,733.0,O,United Technologies,10.0,1065054.0
TNJ14595,1-164-559-7919,73800.0,2.0,3.0,M,95.0,,O,Thor Industries,9.0,3511303.0
Ppa14596,1-044-310-2778,35763.0,2.0,4.0,U,77.0,308.0,O,Smith International,6.0,
PJD14597,1-778-988-4737,277034.0,0.0,0.0,W,28.0,,O,Ruddick,2.0,2243229.0
Tnl14598,,432145.0,2.0,1.0,U,94.0,781.0,O,Verso Paper,3.0,3716862.0
Opi14599,1-062-347-1046,491170.0,0.0,2.0,D,92.0,654.0,R,Enersys,4.0,
VCU14600,,81831.0,3.0,1.0,D,28.0,633.0,O,Xilinx,4.0,1057272.0
Wjd14601,1-912-003-9848,304113.0,2.0,,M,67.0,494.0,O,Great Plains Energy,7.0,727385.0
ISW14602,1-938-926-2102,408975.0,1.0,4.0,,,499.0,U,Wal-Mart Stores,9.0,2211109.0
Iou14603,1-858-004-9751,89202.0,4.0,1.0,D,72.0,428.0,R,OGE Energy,6.0,3792110.0
QXM14604,1-330-851-6170,47012.0,4.0,2.0,D,61.0,484.0,O,Energy Transfer Equity,8.0,2869952.0
Tde14605,1-774-743-7913,252229.0,2.0,2.0,M,14.0,490.0,R,National Life Group,1.0,648115.0
Nkj14606,1-461-229-9879,220101.0,3.0,5.0,U,61.0,597.0,O,,2.0,65786.0
WHQ14607,1-035-703-2684,474255.0,1.0,0.0,S,4.0,526.0,U,H.J. Heinz,7.0,
FRX14608,1-445-143-1156,445307.0,3.0,4.0,M,55.0,361.0,,Regis,0.0,396359.0
Pco14609,1-403-138-3145,324443.0,4.0,2.0,M,12.0,411.0,R,Solutia,8.0,3735105.0
Bpf14610,1-114-288-2896,171237.0,0.0,4.0,S,46.0,346.0,R,Sprint Nextel,4.0,3958848.0
SSS14611,1-543-943-1745,50782.0,1.0,0.0,M,,463.0,O,AptarGroup,9.0,1753761.0
vea14612,1-007-590-9847,402529.0,1.0,1.0,W,77.0,791.0,O,J.M. Smucker,6.0,2533582.0
utn14613,1-859-099-6632,29840.0,3.0,1.0,,45.0,462.0,R,MGIC Investment,6.0,2004662.0
Lsm14614,1-094-385-6081,3663.0,0.0,2.0,M,52.0,782.0,U,Sara Lee,10.0,2413885.0
RLJ14615,1-893-934-5982,,4.0,5.0,U,85.0,336.0,U,Borders Group,7.0,1393310.0
Pit14616,,363018.0,5.0,1.0,M,51.0,766.0,R,Plains All American Pipeline,0.0,
Iml14617,1-344-059-4514,,5.0,4.0,M,93.0,412.0,O,Gannett,9.0,33101.0
Xbl14618,1-490-711-8961,220378.0,3.0,1.0,S,20.0,710.0,O,BorgWarner,7.0,
xkm14619,1-672-493-3090,217505.0,0.0,0.0,W,2.0,805.0,O,Continental Airlines,8.0,2884324.0
Fmx14620,1-860-400-9374,114818.0,3.0,3.0,S,12.0,469.0,O,Sonic Automotive,3.0,333602.0
Rty14621,1-716-466-9946,,5.0,5.0,W,35.0,828.0,O,,,1350457.0
Loy14622,1-468-743-9917,216953.0,,4.0,M,30.0,626.0,R,Graybar Electric,10.0,1910740.0
Jim14623,1-161-249-8519,445384.0,1.0,3.0,D,18.0,324.0,R,FirstEnergy,1.0,3017768.0
jkv14624,,249221.0,0.0,5.0,M,97.0,678.0,O,Frontier Communications,3.0,2491362.0
Gcd14625,1-505-949-4890,419656.0,0.0,5.0,M,,368.0,O,Iasis Healthcare,4.0,2104515.0
Rlg14626,1-807-656-7684,184873.0,5.0,5.0,D,46.0,538.0,O,TIAA-CREF,5.0,418746.0
yre14627,1-301-442-7890,128421.0,4.0,4.0,M,83.0,482.0,O,,8.0,3712524.0
Emb14628,1-669-857-3748,295902.0,,4.0,M,97.0,514.0,O,,0.0,764415.0
Yiv14629,1-760-499-5716,197675.0,4.0,4.0,W,15.0,440.0,O,Lithia Motors,4.0,
nfe14630,1-552-088-7046,,3.0,2.0,D,100.0,789.0,O,PC Connection,1.0,1465218.0
CVM14631,1-477-383-4898,277830.0,4.0,4.0,M,49.0,326.0,O,Airtran Holdings,3.0,
Ovk14632,1-624-921-0584,326909.0,0.0,1.0,,32.0,633.0,U,Bed Bath & Beyond,7.0,
Ufc14633,1-958-846-4081,275612.0,0.0,0.0,W,35.0,490.0,O,Harris,0.0,3646015.0
MDO14634,1-003-107-5976,347274.0,0.0,0.0,U,76.0,357.0,,Levi Strauss,8.0,3573091.0
txm14635,1-739-658-4605,41483.0,5.0,5.0,M,88.0,721.0,O,Archer Daniels Midland,6.0,
Atu14636,,268579.0,5.0,4.0,D,84.0,577.0,R,West,10.0,1874056.0
hao14637,1-715-682-0758,231100.0,2.0,3.0,S,30.0,370.0,O,Unified Grocers,2.0,2367447.0
Uyw14638,1-068-907-8755,495365.0,3.0,5.0,W,28.0,336.0,R,SunGard Data Systems,10.0,1221948.0
Jsc14639,1-094-885-0076,110979.0,1.0,3.0,D,76.0,377.0,O,Ball,9.0,
Ksf14640,1-051-574-7203,415595.0,2.0,3.0,M,56.0,780.0,,Southern,3.0,
Nvr14641,1-735-730-5443,252815.0,3.0,4.0,D,79.0,447.0,O,Genzyme,5.0,595297.0
bwr14642,1-676-811-5854,184128.0,2.0,0.0,U,72.0,,O,Alliant Techsystems,,3738264.0
Eqw14643,1-738-732-7567,489050.0,5.0,1.0,W,72.0,708.0,R,Fifth Third Bancorp,10.0,2554629.0
FEO14644,1-729-528-5633,296964.0,4.0,5.0,M,70.0,654.0,U,Sally Beauty Holdings,8.0,330915.0
HUB14645,1-189-694-0836,476534.0,0.0,4.0,S,19.0,769.0,U,Forest Laboratories,4.0,1494641.0
DVA14646,1-887-284-3059,131970.0,2.0,1.0,M,44.0,462.0,O,E.W. Scripps,2.0,2608549.0
Weh14647,1-759-092-1958,351997.0,0.0,0.0,M,47.0,608.0,O,Interstate Bakeries,6.0,527643.0
Guc14648,1-865-466-2375,35705.0,0.0,1.0,M,21.0,809.0,,Sanmina-SCI,6.0,137585.0
Cif14649,1-360-572-0156,196124.0,0.0,0.0,U,44.0,371.0,O,Phoenix,8.0,
XUT14650,1-515-200-1894,152413.0,4.0,4.0,M,94.0,663.0,O,Sentry Insurance Group,0.0,3326727.0
Tyt14651,1-310-044-0592,101915.0,1.0,1.0,S,36.0,650.0,O,Toll Brothers,5.0,643888.0
KQR14652,1-664-346-7608,442774.0,0.0,2.0,S,57.0,401.0,,Medtronic,6.0,1902404.0
hda14653,1-638-427-4388,257670.0,4.0,1.0,W,11.0,594.0,O,Raytheon,2.0,3185649.0
fvp14654,1-800-958-3141,132470.0,5.0,5.0,S,63.0,450.0,O,Dr Pepper Snapple Group,5.0,2892426.0
afj14655,1-870-512-4814,93566.0,2.0,1.0,S,32.0,714.0,O,Annaly Capital Management,6.0,3254308.0
mok14656,,266343.0,2.0,5.0,M,15.0,617.0,O,XTO Energy,6.0,3227948.0
SXP14657,1-097-135-2411,124101.0,3.0,0.0,M,62.0,540.0,O,Sun Microsystems,2.0,363113.0
Trz14658,1-218-315-0385,359437.0,4.0,1.0,,72.0,608.0,O,Joy Global,,119980.0
Uvu14659,1-244-737-3835,167917.0,1.0,2.0,W,16.0,734.0,O,ServiceMaster,6.0,3711995.0
Foj14660,1-341-721-4746,230834.0,1.0,2.0,S,21.0,542.0,R,NYSE Euronext,1.0,3846100.0
VJM14661,1-161-161-9941,467629.0,0.0,4.0,W,97.0,,O,,7.0,3538749.0
Ibg14662,1-157-220-1778,207726.0,3.0,2.0,D,11.0,,U,Ingram Micro,5.0,707357.0
Mcf14663,1-791-575-7037,264067.0,0.0,3.0,S,75.0,818.0,R,Ametek,1.0,3903855.0
zez14664,1-423-592-2521,301800.0,4.0,2.0,U,44.0,674.0,R,O'Reilly Automotive,9.0,1389922.0
xov14665,1-179-011-2426,449490.0,4.0,0.0,M,21.0,657.0,O,Portland General Electric,1.0,2442077.0
LYI14666,1-076-507-9578,94098.0,3.0,5.0,S,47.0,443.0,O,Werner Enterprises,4.0,3105780.0
BTF14667,1-746-555-0390,19811.0,5.0,3.0,M,6.0,770.0,O,DirecTV Group,6.0,168138.0
Xlh14668,1-978-048-3440,200756.0,3.0,3.0,U,91.0,427.0,O,Dole Food,9.0,2814726.0
hzr14669,1-802-074-3635,188395.0,0.0,0.0,D,89.0,369.0,O,BMC Software,6.0,838093.0
ZMR14670,1-841-446-3941,277585.0,3.0,1.0,U,72.0,,O,TRW Automotive Holdings,3.0,1483678.0
OZP14671,1-486-865-0582,461910.0,5.0,4.0,S,30.0,468.0,R,Weyerhaeuser,7.0,3915741.0
HCB14672,1-758-815-4211,242659.0,5.0,0.0,W,39.0,318.0,O,PC Connection,3.0,2598354.0
noc14673,1-649-783-9337,125933.0,4.0,1.0,D,,456.0,O,Level 3 Communications,2.0,2709769.0
Wzf14674,1-479-573-6059,116888.0,2.0,3.0,W,,368.0,O,Comerica,9.0,129329.0
drj14675,1-265-076-2380,354989.0,1.0,0.0,S,97.0,463.0,R,Northwestern Mutual,7.0,1273194.0
Stf14676,1-535-710-6067,255641.0,1.0,0.0,M,83.0,530.0,R,Tiffany & Co,4.0,963706.0
Joo14677,1-238-995-9877,28166.0,3.0,5.0,S,52.0,360.0,R,,10.0,868164.0
Pin14678,1-938-032-5007,318502.0,4.0,2.0,M,,308.0,O,Torchmark,1.0,180479.0
fgm14679,1-339-648-7859,353988.0,1.0,,D,82.0,415.0,R,Century Aluminum,9.0,2879342.0
Ddz14680,1-875-937-6404,289278.0,0.0,0.0,S,71.0,758.0,O,,7.0,269606.0
ARL14681,1-513-846-3277,274094.0,5.0,1.0,M,54.0,482.0,O,Northrop Grumman,2.0,1145592.0
VYE14682,1-111-085-3822,167434.0,2.0,5.0,M,41.0,591.0,O,Carlisle,7.0,1355790.0
Nbc14683,1-746-665-8420,366136.0,0.0,0.0,S,2.0,,O,Pool,10.0,2172354.0
ANG14684,1-325-318-7233,445814.0,5.0,0.0,W,79.0,718.0,R,MGM Mirage,10.0,140525.0
Och14685,1-876-022-0589,138382.0,5.0,1.0,D,68.0,684.0,R,Insight Enterprises,1.0,915800.0
tsz14686,1-065-312-4871,44606.0,0.0,1.0,M,13.0,408.0,R,BB&T Corp.,7.0,1005455.0
GYQ14687,1-443-310-3390,,4.0,1.0,U,73.0,537.0,O,CA,6.0,1114686.0
Dep14688,1-601-118-9612,21183.0,4.0,2.0,M,3.0,404.0,U,Noble Energy,8.0,3432486.0
Omd14689,1-843-091-4297,,1.0,4.0,U,33.0,,O,Time Warner,3.0,3027200.0
uwn14690,1-365-225-4349,107543.0,0.0,2.0,U,1.0,441.0,U,Alcoa,6.0,2619540.0
mdq14691,1-192-377-8245,311623.0,,1.0,D,53.0,610.0,O,HealthSouth,7.0,81648.0
LGR14692,1-363-946-9721,136307.0,0.0,4.0,U,5.0,674.0,U,Spansion,10.0,1148569.0
YMZ14693,1-992-098-4469,74140.0,2.0,1.0,D,,319.0,O,Health Net,5.0,536825.0
Fkm14694,1-086-908-4564,77843.0,3.0,0.0,M,34.0,,O,Devon Energy,8.0,820930.0
BKP14695,1-818-400-0168,230026.0,4.0,2.0,W,98.0,528.0,U,McDonald's,8.0,892268.0
Mws14696,1-157-574-9381,303196.0,1.0,1.0,M,61.0,649.0,U,Bemis,9.0,3989109.0
owh14697,1-382-979-7961,168159.0,,2.0,M,95.0,552.0,R,,4.0,100538.0
gsm14698,1-178-839-0167,452914.0,2.0,2.0,S,39.0,430.0,O,Laboratory Corp. of America,7.0,2635850.0
Qqq14699,,31981.0,2.0,5.0,U,20.0,761.0,O,Protective Life,0.0,1819462.0
Gev14700,1-487-992-7836,441639.0,0.0,5.0,M,3.0,595.0,O,Pulte Homes,5.0,1788989.0
tgy14701,1-251-243-4517,447894.0,3.0,0.0,U,59.0,404.0,R,Pantry,9.0,2020639.0
jvm14702,1-733-040-1600,297129.0,3.0,4.0,U,14.0,643.0,O,Northeast Utilities,9.0,1231110.0
UGT14703,1-353-759-2113,191001.0,0.0,4.0,M,51.0,618.0,R,PPG Industries,9.0,1507047.0
vur14704,1-319-577-2818,250899.0,4.0,0.0,S,94.0,478.0,R,Interstate Bakeries,1.0,3286334.0
jdv14705,1-709-997-6841,370528.0,1.0,3.0,U,77.0,443.0,O,Lincoln National,6.0,299212.0
Tfs14706,1-340-355-6068,40410.0,,1.0,U,23.0,762.0,O,IAC/InterActiveCorp,0.0,1128442.0
Sye14707,1-542-715-6993,401628.0,5.0,2.0,M,85.0,362.0,U,Starbucks,10.0,610059.0
Nly14708,1-204-692-4397,216214.0,2.0,5.0,U,57.0,747.0,O,Broadcom,1.0,555406.0
FTB14709,1-500-665-0012,375438.0,2.0,2.0,S,46.0,502.0,U,Lockheed Martin,2.0,586180.0
Tvk14710,1-129-650-7159,263732.0,4.0,5.0,M,62.0,501.0,U,A.O. Smith,10.0,1510331.0
Luc14711,1-777-557-0100,83872.0,4.0,3.0,W,72.0,601.0,R,Gap,3.0,1637679.0
gzv14712,1-276-167-8552,151428.0,4.0,0.0,S,19.0,676.0,O,Kelly Services,8.0,
Wjn14713,1-748-145-3604,364458.0,1.0,2.0,M,7.0,376.0,O,Wyndham Worldwide,4.0,1878209.0
Gsi14714,1-555-965-5512,456783.0,4.0,2.0,M,6.0,627.0,O,Teradata,3.0,1151853.0
