gndr,ddrssln1,cntr,mddlntl,ncm,lstnm,nmbrcrdtcrds,phn,stt,wnrrntflg,ct,g,frstnm,mplr,pstlcd,nmbrchldrn,ddrssln2,crdtrtng,ntwrth,gncd,nmbrcrs,mrtlstts
,Rlmtnrkgmmypicixrwztjqglaz,United States of America,,21794.0,kzuzhwvmmfumplmixt,7.0,1-484-181-9036,PA,O,New Orleans,86.0,VETYRVPVSOIBQPUDSC,Sentry Insurance Group,Rueeca,5.0,Lwfngsmccpadpaeaevxezfyuwpxcbryybeqtvolceimstumgchuzzxtewafbjjfddunjtjhpaddenhwr,661.0,1873831.0,kzu13339,2.0,
,Jqawevlzspwu,United States of America,F,363193.0,eyqpqxauxuyodaifygubmvqssn,6.0,1-742-962-2001,LA,O,Laredo,68.0,ookpckorggkbbuytsmokgokujlcgnw,Advance Auto Parts,NBGUODS,2.0,Csvroaauujsdcpumlyfcijiardtnltfggdtkplh,310.0,626234.0,eyq13340,3.0,W
m,Ucjrcsgxfnngg,United States of America,,369519.0,Tcaafafjnnfuxeedgivbucwuf,1.0,1-879-424-6284,CA,O,Cheyenne,10.0,GJVTTUVJJBLZJLTFZG,Alpha Natural Resources,Kvafkjfnge,3.0,pmlrkracmoiv,350.0,843518.0,Tca13341,3.0,M
f,WPAWDVIWDWELBECLIJOJTNVWHPFRFRSAOVB,United States of America,e,365806.0,ksggwvvcmvhskqhqrsncjxox,3.0,1-542-205-7502,NE,O,San Francisco,50.0,Apcuuoyzlcxdtmtkoqbjfluwwcxvmu,Medco Health Solutions,stfanolwrxp,3.0,ckchwnwlgza,434.0,549065.0,ksg13342,4.0,M
M,Bskoinocmrvxyulgbkjxjkynhhpljrrpjekfbpquacxrzrpgdzh,,,157902.0,YAFFVBTWJLJJKUSZSVFHJXRDRQUV,4.0,1-848-198-8135,VT,R,Durham,67.0,Aedwlitpdjvt,American Electric Power,VNUTPO,2.0,RLDFIJACQHLOWVHNXFAAVPKKETFDARKRPRTCMZTXXONLYKSVJTTFSBBVWEUYCOGS,735.0,3384796.0,YAF13343,5.0,S
,wdjhcvivlumkhqheynhncmrjzdydmtxbalaewufbwjas,Canada,D,318463.0,Agyymxsvahmjgjng,6.0,1-900-495-9209,CT,O,Sandy,54.0,DCIMMOACYIIZ,DirecTV Group,ujeyzxsimmid,0.0,Dgggaxaeiiwfcaovo,609.0,793150.0,Agy13344,0.0,U
m,nnymc,United States of America,,166958.0,ZVGFEVPNHUCBKH,0.0,1-549-916-9929,SD,R,Aurora,19.0,xngjms,Harman International Ind.,Dyhvjia,1.0,Vummdmhbujbvyzzvdnfgnopgpgnexkxg,405.0,1048082.0,ZVG13345,1.0,S
,,United States of America,,486577.0,Qpxhwfgqjtiunfehqriiqqacdxmj,6.0,1-461-826-5108,British Columbia,O,Vancouver,48.0,Nkzgtuxnmhhtndapyohja,Roper Industries,,3.0,,838.0,2537091.0,Qpx13346,4.0,U
,IYDFYFNLCQFBDTLFXPAFAMVBVMRTTJUV,United States of America,s,161659.0,Gtuqagjiyxjrlfoaldikfepols,2.0,1-827-263-8166,British Columbia,U,Newport News,62.0,Anjntguhuvvzpdpdvd,Ryland Group,WSSPKM,0.0,Cokgvpoosxxosqqxftjbfnjutzqzjllfczcxb,,3490055.0,Gtu13347,4.0,U
,tauslktxpjbtbzxmpfdsursiqprzgnafgcxhjewzak,Canada,,137427.0,Subumifdtmxqhclsgrtawezsqjqyv,0.0,1-259-197-0305,OK,O,Palmdale,73.0,XLCFAZJPOAKCSXMUPTPFQEGFFEOTX,SAIC,gzbelc,0.0,nclutzvufghzzvcxvsqcvqzstojqgwimgxuhcuvdhzetgoy,338.0,1608362.0,Sub13348,3.0,S
F,cfwltofzlcvhymnawmvqohluxuudomspszinkcueln,United States of America,,235313.0,Bbpljgugfrumtix,10.0,1-638-796-3439,HI,O,Frederick,69.0,Dxdxuybhaereobqcnoqm,Navistar International,ZQWDVZH,1.0,sfocqiwcgvvmynuttvawyqytphwhbnstnrsiebengnvvmga,379.0,1289122.0,Bbp13349,0.0,U
,vbrjfefhbicyvfbcgkwprfaojasjjcejjvvrpgtxtmwgjpezmmu,United States of America,i,339231.0,Hoandadkvfczxtvzzk,10.0,1-665-005-9897,SD,R,Huntington Beach,53.0,gtggpjnzjismpdryryoond,Shaw Group,Bfavkjcbhvb,3.0,Luoapzmv,490.0,2183732.0,Hoa13350,2.0,M
f,,,,399198.0,qzsnffvwa,0.0,1-179-695-2168,WI,O,Fullerton,2.0,Vtgjknrttaziuutisefuhou,Beacon Roofing Supply,xhbxskj,4.0,Cacicfcdblqldstwsgrwdtupwpulqezwylagnyiyxvdpjujqojvnwhmsmtwcxhzouj,376.0,648748.0,qzs13351,5.0,S
f,Wrdqczwhdifvjgqqyjqsghylkplgmmr,United States of America,,262395.0,PQOGATNSIPRVKGECRCEQWKQOIDU,5.0,1-102-008-3392,AL,O,St. Johns,89.0,rykjmatjwouoxznuftu,ENSCO International,Jatiieihkp,3.0,OITKMSWGAFYSPEKTBOXVNBNLE,762.0,362205.0,PQO13352,5.0,M
,Ilkgdiqbkrpvoqkjtlvoahlkzjldduaeinkedqblaopsjtdgrmq,United States of America,,340377.0,Wnuwzdemldxsbkapujxcxdmwjfg,6.0,1-820-952-7781,OK,R,Bellevue,82.0,Lbrhgyisioojncjyx,Convergys,TKULUUHCYN,1.0,Ojpootxbpithcujymrdqcotfdwcaaww,316.0,3458696.0,Wnu13353,5.0,M
,nhsrxkqqelitdsraofzketitcnnvkmbmjnvjlnrkgzan,United States of America,N,331416.0,Fuoxqcwwcteyggh,8.0,1-375-585-8507,ND,O,Fullerton,57.0,HOFVFQBURXHVIQQAKDV,TRW Automotive Holdings,oancszpym,1.0,Lbhkuhiimbmpesusrqxnhvozcukwkgubt,422.0,1350822.0,Fuo13354,,M
M,AOOVTHWVCUOZTQBPEAPEOHXYLQISCTRELWOZWQEXDYN,United States of America,,349824.0,Yerultdzapqrafqsmzwhmfts,9.0,1-384-370-2066,IA,O,Oshawa,33.0,OIFASAAHMAWDMAGCNXKGHGGK,Land O'Lakes,PUSTUFZYSP,3.0,Llsdexzdirxoxpafnfmiyhnkhyntdgipdxpqwkxheybfnkkppkcxvxbhmrzixtqitavruocqurehomy,689.0,3823161.0,Yer13355,1.0,U
,Nczsassfbeplkokibwichrwwyrufacfnbn,United States of America,,60959.0,Ohxqnjpklzg,0.0,1-276-729-8464,ME,O,San Bernardino,46.0,Dweouxjwqqubbugtxu,Domtar,,2.0,nvrjqt,434.0,1675641.0,Ohx13356,5.0,D
M,MTSGIABCHEPQDINVGESWIXYFFFNHYHO,United States of America,,112793.0,tovrseekvdetgerqyjrdppplmht,9.0,1-705-456-8781,Alberta,O,Eugene,46.0,Thsfffo,Pacific Life,Trzbiebncbu,5.0,Xblqqpzyomekmw,458.0,3757165.0,tov13357,1.0,M
,Pfdwzhqqigpypvgxelfcstgseqcahymndqudsqoyscuzjhxneyxhzahtafeuqlqwptrwldscb,United States of America,W,236397.0,lsbytddlptslkuuenzxpxi,0.0,1-639-734-7749,VT,O,San Buenaventura,45.0,Eosseujmkpxmchuhohouiuxkj,eBay,AJFGFVGDM,3.0,vphzigkbqfuwccjrtviwafkhl,763.0,2836186.0,lsb13358,1.0,D
F,Scwtxbkfzyag,United States of America,j,183171.0,tajjjaopn,,1-806-219-8331,KY,O,Fort Collins,,hwvdwifgtwghxahiixgo,BMC Software,RPKNOVALSKFI,4.0,HIEPIZGVWJGFQROGIRPMKJYTTASSQHYPQAWVZIXDWHMGAUETJCIZKOWLRUOSOGGUSUUKSMEESU,816.0,3789067.0,taj13359,4.0,M
m,BTFHGQCEZUYMNYVWNCV,United States of America,G,390375.0,qczmmvpducbbda,3.0,1-897-966-2354,ID,U,Santa Rosa,50.0,Qfdtnrswodhqapsjjoklkvdkqi,Puget Energy,Gftmhycuj,4.0,Tzhnsyjfppmrzjouwkk,731.0,3823618.0,qcz13360,3.0,S
M,ERTNQJHIYS,United States of America,B,100336.0,Yrzmtgvqsnrmbmmuqpowpfqs,,1-983-658-4608,CO,O,Dallas,46.0,Vwtvjueieva,Holly,Rreflir,5.0,mwmnwmpsibmvynarpxvyxmgqezitikeavfostxlwokjruupljoatbdmyeuovpqwnfkaecjliem,595.0,3697223.0,Yrz13361,4.0,U
M,Suuhbswvbsnxer,United States of America,Q,14658.0,Susrbmfavflycoqtkxhnqguidrmwjk,9.0,1-217-758-1131,AR,O,Cincinnati,75.0,caoueizvdbkcxkggbihryspmqpmsgf,Ingles Markets,Rbxmyybrcv,5.0,xbtjaxltbrxqnbfldrmokuimojkufdoxwygwuidmfspll,732.0,3225259.0,Sus13362,1.0,U
,Sxnpqdntefclrukdlkfkmqmblsluevwfjkkifvlzkewyjqefcflhubjpfpxufvhbfvdiysmg,Canada,V,7124.0,Qgzusyptdjsay,5.0,1-993-790-8630,SD,O,Tulsa,,Wvxghdxbv,McCormick,NTAYMED,5.0,qhycvrjhxkcmlppkbrycbgkzdlloudntcfovllayf,568.0,2303361.0,Qgz13363,0.0,U
,Dqwdmzfxrebkppbbadnxhnjjezveobdkvbaeojtownakwwquespzyoqlphavtouypdbmxxiao,Canada,C,329910.0,BDAWKOHNUMTZ,9.0,1-815-683-4774,MS,R,St. Johns,51.0,Ndcveb,Tellabs,jxtiq,5.0,Gjsfayybfzkgcunjxzmucocyxldtaawomwribxfq,844.0,249878.0,BDA13364,1.0,M
,Clewirshjdwmmzdsbudakxbrestoplatsjesssuttrxfjzs,Canada,,264203.0,Sbffjr,9.0,1-492-409-5837,DE,O,Austin,57.0,Zvupjvcxgo,Raytheon,Oskvr,5.0,Iyvjypcfjosfongmvthrxadqmukyvfncotfavgwdvlyrm,702.0,2082068.0,Sbf13365,1.0,S
F,vupthyufgneyryiujcnhgawuewkmorkvxftinoqtonayzfzjxispkarsjlkffauisxyphkkjzcr,United States of America,T,228938.0,RCFBTJBINAEVBBBLFFXYMMMQTQS,4.0,1-844-370-2961,SC,O,Richmond,33.0,nkkxcle,Massey Energy,Gdjpmkauupcj,0.0,Sbxgzuthjngw,,2208589.0,RCF13366,0.0,
f,Rditlxdygitmcqdhrbokmig,United States of America,S,491594.0,Nxhppmwyesqhwpgyoqqkoitijs,10.0,1-524-628-3861,WY,O,Austin,33.0,piyzoo,"Toys ""R"" Us",Usslbvjqvlxt,4.0,Plmsovkkhjadsif,565.0,1492441.0,Nxh13367,2.0,M
,uabmruoejdqowvvtegbyuloqjwavfq,United States of America,E,71628.0,UXSAAINRNBVQIKYMGDVSOYUKL,1.0,1-226-019-8060,VT,R,Huntington Beach,88.0,HYANHOTVDDNOBAHUKWNYX,O'Reilly Automotive,Hlwilbcaypix,1.0,kvmcvgxdpcerogdnegavlpbqrahpngfufipmrxsstgdrmrip,615.0,3845994.0,UXS13368,5.0,U
m,Cubuyjbyntqmfukecwhjddjnvmyxevolskuneabbraoxldigcvpexrwnpgmnokefoaag,United States of America,R,46563.0,WOEMAMSDHXBPGUAL,3.0,1-687-161-3010,MO,O,Charleston,69.0,Yajfdotxhpowvuklvjkr,Cinemark Holdings,Mefzlgvihjb,2.0,Jacxxqmzdeededsbsfxgnbpwhuzfaxbtckzuzapvisqzdtc,648.0,3039054.0,WOE13369,4.0,U
F,Xfnwjrvonysghqzjitxdcgariqtxzpjibktlclyjuszeyszjwsmblkvhtteppvtfwyt,United States of America,,8641.0,Noeqoutvgftnzgycle,3.0,1-628-853-3357,OH,O,Kansas City,90.0,Ntivebijgcckvxyvle,Priceline.com,OLCWRMHZKV,5.0,CPSKZDFDBHUALRDSOWUHTGJDSORYMMSKNEUT,416.0,1588379.0,Noe13370,4.0,M
,UTCZYNGNZIFXLTWUOSYMDTCXRDYLVYGQDEU,United States of America,,483217.0,Zsiksrxmdmebngxtylzhgooyrene,9.0,1-885-888-8635,WI,O,West Valley,99.0,Xgohllqwakbwoh,Source Interlink Cos.,Rkedjpttijoo,,Bjuycrnccvupjiaeroutobggflzoghabjroiaecioxpxkndotedzfzmlyiofmqpa,629.0,2417178.0,Zsi13371,5.0,M
,eebfeognrwuqfjcjoui,United States of America,,435229.0,SJMUCN,6.0,1-448-229-9207,MS,U,Palmdale,22.0,BBVXZVNGXJ,Men's Wearhouse,smmoe,1.0,bfrrnqaputesruudlmcobxgucntv,836.0,2650526.0,SJM13372,5.0,M
m,WBXEXGDCXOSDCJKCXDPBVKRSVZIZS,United States of America,,76119.0,Gryyl,2.0,1-486-940-6841,SD,O,Fairbanks,31.0,LHTIIANWGWDFHXIDMW,,IHHVUIIMSMUW,4.0,Jvabmvpglhjadswhfiqka,467.0,3206805.0,Gry13373,0.0,M
m,MUCMJJWADXWNP,United States of America,A,291399.0,COXXHKPOXBKKGHMFUMMPQVNZZOPX,3.0,1-659-481-4849,Manitoba,O,Minneapolis,6.0,Pkitqoproknehqnirkqbfzevshwo,Magellan Health Services,LCKJII,0.0,Rvmrocymanfwofjhnqejtcvsfvbphfqftswenlgacxehrluqw,789.0,3685584.0,COX13374,2.0,M
M,GRYFIOCAXUHZCUTLKTX,Canada,,92459.0,Ssjfhckbawgprqzslecbitnuc,9.0,1-613-819-8161,ID,O,Vancouver,72.0,Mzrydtjwraruddpy,Cracker Barrel Old Country,qsvfop,4.0,OETIVUFADYFDHXYVMEMMUPWKOWKYVQJOLBBJVDYMFKGKNWDMQGBMFIQEVNFMWPBSIOWPCJUOVCW,827.0,1658297.0,Ssj13375,1.0,M
M,Jjncgrvpikcrrizbzaffqqnoyqhaqfesnguyxmelpiwnodnhtqiiynwwjtjcluacxpbxbt,United States of America,,336158.0,SJVHDNDNXMUTVVPKVTMYRIUXEXDLUU,4.0,1-366-879-5441,TN,O,Fort Lauderdale,57.0,xvshmsvndiatvfuh,Winn-Dixie Stores,Oiclju,2.0,lgftcqyyrjroucuhmhligqyqepwjybenbwaijojfgaywzvyf,452.0,1236802.0,SJV13376,2.0,S
f,Idmfbkbhfhhbgwexqxkptlgshluwiyahapnnusynflidtkcxcsjasphtvvv,United States of America,,494412.0,cqhtefxspflbbkdamvqqoznbs,1.0,1-198-804-7194,CA,,Regina,4.0,Ykryyqjfbjb,TIAA-CREF,csexvhyiuve,5.0,Ekitccosrlslqgxgxjfoxupmgmhafvuucgmdgtl,655.0,3232894.0,cqh13377,1.0,M
F,,,s,302602.0,Wfjexdxtsesqfuknqduvsnxfvna,2.0,1-740-912-1382,Manitoba,O,Dover,38.0,Ramzqffai,,Iwvava,4.0,Izxloydufovvblsgxe,521.0,26822.0,Wfj13378,4.0,M
m,ASSBAYLBGMBFNKZGJLRKOASHTSIBQQCNJQBQXGPAYR,Canada,w,494222.0,Fraxp,7.0,1-446-324-2547,Manitoba,U,Wichita,20.0,zeexhnsdqgtugixs,BearingPoint,nrwrrufbybtf,0.0,Vvqydbwdhsaseecjwtaigwyevzayhkzfvxwfuhuidqeynhvomt,420.0,1630569.0,Fra13379,0.0,M
,jmrpvglnmzufmlhqulmccdzmkhcctuaxiyynaxjdijovlzuztbnvgahliykdramsgkkmmjkyiewg,United States of America,,329266.0,Lsxgjvwtohzosauhniz,7.0,1-474-113-1268,WV,,Denver,22.0,Ylrcearfbroedbieoklmdenzcswx,Weyerhaeuser,AWPLH,3.0,Lujyfgnseylmqdvsdtxtelhauxpcfy,335.0,,Lsx13380,1.0,M
M,ZCHDIRJECIMGPPSGGH,United States of America,G,354447.0,Orqmveinxeejtovxs,5.0,1-874-351-7940,CT,O,Louisville,81.0,zddqcaevwofodjeshdowhtbijl,Ferrellgas Partners,Vaosgqsntav,4.0,Przmhyzzunmtazvslulkejqvqydrohqmneraojbxkjzbcayptwmszlfrcyslpeoeumqpbwdgfphslfo,565.0,3195999.0,Orq13381,5.0,S
,Qbczhettcinpzrymmobkplihfmeedlqal,United States of America,,167267.0,Mgmatxd,6.0,1-495-665-6827,MI,R,Biloxi,100.0,MLITEUBDRFTNMSNMRIEDUUUFKBG,BJ Services,Tgzqiaujwggp,3.0,Pmaydloycyvjhffpxthfhfwhkmkxwwoycijcsivnydxcjoordscffaxiiaulagwunswdtrpilvbx,779.0,3553455.0,Mgm13382,4.0,W
,LIZPLRYOKQ,United States of America,B,220486.0,Prvdqabwkuem,2.0,1-235-170-8142,VA,O,Corpus Christi,44.0,Fadmtmkaxqspeezl,,VADVBBQ,2.0,Bqwkoipakjnikrymzvsfsutzcuteubieksyleuuakvecptrdptekzyfstowphhe,488.0,509494.0,Prv13383,1.0,S
f,npofrkxwealxljjcjyp,United States of America,S,116629.0,gytnukcebxydngfkk,9.0,1-369-558-7545,MD,R,Richmond,30.0,Yfkivbafneejng,Ashland,HJXFSIVPWUMK,4.0,uuityaossjtvbsgydx,778.0,,gyt13384,5.0,M
,Himkzwzfoomhcmihuqvwbwjovlrsstbbjvpgztxkarspwdtamu,United States of America,,282630.0,Jetlmelvspljoinyq,2.0,1-295-194-7736,MA,R,Jackson,23.0,rgkyr,Belden,Emwlp,3.0,ygonyypwsuvvvihiasxrafiubecfcdgmtyhxrwlynfe,377.0,386006.0,Jet13385,5.0,M
,Agfbtfqkivonmx,United States of America,t,371263.0,suwckrajbvcpsabjfjkxocwhqw,7.0,1-645-782-4441,NE,O,Syracuse,26.0,bnomtohitqmw,Express Scripts,ETZCA,0.0,Xiveiadlfatwzhhnvxaj,813.0,1370651.0,suw13386,4.0,M
,Bghiwkstewcxxbavmuvomyalehyyokonzdpacnuxmfpvdvzkonvlbgmauxk,United States of America,,175688.0,wkungmgnppi,10.0,1-216-849-6129,AR,O,Little Rock,3.0,Xlqvbhwvksggqp,Land O'Lakes,WLNOSTV,2.0,exbycwpiaaaqoagrarsnbmllaxarfngqdsjhgmslzoqamobdpxxryoikagxycqjsccsetdivfwfh,760.0,,wku13387,2.0,M
m,siziuczlifbmxysgzaxxiu,United States of America,F,302608.0,Rmrxemsliwgyxsxnceocgnkelip,4.0,1-473-375-4650,AR,O,Concord,31.0,Uwtyrenhzyjarebi,Sealed Air,Yahzkqxoyxq,5.0,Gxjdxzyofarnerfdyfkapebhiehbxafaocmbowpipix,592.0,1609839.0,Rmr13388,2.0,M
,Mnazaxgykzqwmitzxakkndajyzifgansrkegpravrrxlggnxlxlnswdksembpjaluwoslluaopj,United States of America,,108647.0,ddtjavew,3.0,1-697-301-1194,MO,O,Rochester,79.0,cfshkdyakiepfddjhxvy,Delta Air Lines,RZUCKCTDXI,4.0,Msnqzgenlmgkvdvrncoiqderefmpuxsajedsckiirbcgl,445.0,,ddt13389,1.0,W
,Ixhvjnqwuyhjdnlrihgijviotthvsogbmwjpiwswrnorjejkpelpkfahvczhhwnhlsgklx,United States of America,B,19981.0,JRLWCLNSGYIRLOSSHSVZKDL,2.0,1-313-704-1996,Saskatchewan,O,Rochester,28.0,Lufuweccds,Constellation Energy,SBOQGBFOPEB,4.0,YEEKSRCOTXCULSUTNURIRJCQQXGNZEQCWOAQDFRXUTJTDLIOTPYNWUAFGAAZ,379.0,1721796.0,JRL13390,4.0,D
M,Gzidbikyxwvbwnkgkrluovkdhtqdferkisgie,United States of America,s,205609.0,Bfofuykl,3.0,1-259-052-6744,NM,O,Fremont,85.0,XSNODSQUGEN,Amerco,smujptierddj,1.0,drrrijzkwogelnrlxmrgvtwldvciwjhiskku,532.0,2574915.0,Bfo13391,0.0,M
M,jcdxntovuibewhdhotyubudymuvtpkmblxzjivclcjrgvdicysegvhwzajzfmmybwddgacv,Canada,A,462711.0,Oeyydhnvwxtoqeoqgusjqi,,1-852-185-0965,ME,R,Santa Rosa,2.0,Xhcprxjmlb,M&F Worldwide,fwusl,2.0,Lvspybkolxqwblrwubvmhiazgorwxembgufobhdy,817.0,2511005.0,Oey13392,5.0,U
M,Yzubfpymrvchhhzgbizuwspag,United States of America,,203178.0,SCANXGHUWEWFTQYLMXFT,0.0,1-604-441-3147,OR,U,Salt Lake City,93.0,WXSRPJKAPGPZNDIETMSIHWSJSSTO,Plains Exploration,Nfrlqn,1.0,,332.0,93460.0,SCA13393,4.0,S
M,,Canada,P,22115.0,Xnqyrdcjvxmrxsgqjkn,4.0,,Ontario,O,Nashua,82.0,Yeznbzzgsfrohfc,Group 1 Automotive,EXTOQRFXZ,3.0,htlqgdzldphyuvjwcetnrwnemamqjflotkhfhne,563.0,3040224.0,Xnq13394,0.0,S
,Abgxlwoheifwdnnfqwxbsusschirnmmwxklbaocosmqnvojcovebvxwz,United States of America,e,127226.0,Pzoyzubxtkfvuippcgdpf,10.0,1-090-904-5607,NE,R,San Francisco,15.0,XPCCUARBKZQGSBGVOERP,AbitibiBowater,Yztji,5.0,eimusxaybdqgfolasghmisfgm,498.0,1436222.0,Pzo13395,0.0,U
f,Rouuopdjausdoqxpcisrxgiqebzzfhsuhhqaqjcqlgbsscprwhjxu,United States of America,G,224927.0,Kgljthvkoyfkjdcxg,8.0,1-148-241-1124,NH,O,London,91.0,yxuezsguxmfctsahnsnezhsdgopvet,New Jersey Resources,JASIPBCSU,4.0,VIKALMPAHFNDIYNZKWLTKSKPLZNVLTYEOZUSXWMATMNHQZOKYFZEUBZT,555.0,2449616.0,Kgl13396,4.0,M
,Xnargulyiwwqklukpslwinfqoyzfhblulvxhppzclg,United States of America,O,451825.0,klmbyncfioengqeiz,,1-660-380-8759,WI,,Fayetteville,41.0,Uhpciixkg,Zimmer Holdings,DEBEGNFQ,2.0,twdeqwvcgdmxrhiwtjc,654.0,3605944.0,klm13397,4.0,M
F,BGEUYPCSNLLAMLCTUGOOTPYDQLHKODANSVHXRNIOHKZMVAOSQYZOOPCUTYMJDPVOEPGBBFIHB,United States of America,S,307321.0,Jaxpaxfskqojzrwcjklrbfrdgpqttg,0.0,1-384-402-1415,Prince Edward Island,O,Lafayette,33.0,ooevko,Great Atlantic & Pacific Tea,QVEBOPVQQ,5.0,Pyhlwufayscfvdoqxnlzxammm,565.0,3394119.0,Jax13398,5.0,D
F,OOAJDQYMG,United States of America,g,423890.0,njfxdxbiaywlvstqvgjdfgvaqijiq,1.0,1-604-532-5809,WA,O,Montgomery,87.0,oblwnpxxqxgssnotyabhydxxaf,Valassis Communications,LAJKXA,4.0,Ryzydioywcam,655.0,1881401.0,njf13399,4.0,M
,votlfjawbcasrmpzeikhgihhlqsllsywgemxnxezzyslrthqbpivlgiavafrhjobihcijeelfna,United States of America,,116423.0,Zopfbkbssibr,4.0,1-532-039-7354,Saskatchewan,R,Philadelphia,3.0,Ziaukga,AMC Entertainment,hxgiakwax,3.0,Ilbyglsxelrvbgjqvhi,482.0,245470.0,Zop13400,4.0,M
f,yiexiygyzvtmpmxddnwnv,United States of America,,13303.0,GLJAGOOLAEWAFEKTAMQQVKOIHO,,1-646-023-5699,Saskatchewan,O,Boise,13.0,hdtdjmwfroklyxfl,Motorola,ODYWPWJAGUZR,4.0,Skpsozqpxlmluklvessltsgkvqj,717.0,152152.0,GLJ13401,4.0,M
,,Canada,,482538.0,FYFTQMGMGOOWWMTHFBGTBDM,8.0,1-164-229-5432,MS,O,Hayward,92.0,Htvvjlrvefoayzetytelcge,Capital One Financial,Bhgeqldm,2.0,vkfcgnfkahhupztecdxwqgwidntlnhhcqkmqpueivleucc,655.0,,FYF13402,0.0,U
,jdnadafgl,United States of America,,140683.0,Jmihumtmtaavzyba,0.0,1-719-532-9288,Alberta,O,Salt Lake City,28.0,tfbfbjbmsmgcwtqwpshcjnyoahqinf,Fidelity National Financial,Qitpmrtey,2.0,Ebchfglxlpucxajxsauzaudyvtjgrunyepawphbtplebdgjvxsveacnevxagepnosxtfszxmkfvcx,429.0,841653.0,Jmi13403,2.0,U
F,Keznkuizulukwjuftqflikcoxvxm,Canada,,329852.0,Atbzf,10.0,,RI,O,Winnipeg,47.0,OAOVRBDTRQUKFT,KAR Holdings,upfhfefybatk,3.0,HJKQLONZSISONGUVLJO,398.0,3448653.0,Atb13404,,W
,alcfru,United States of America,,428171.0,Eyrsfwxzrbiggoxad,0.0,1-157-946-1584,NE,R,Hamilton,79.0,kbtrvdto,Manpower,Uwecartthmv,5.0,Snpmayukhkfzusu,803.0,2162717.0,Eyr13405,3.0,D
f,Faugitjpd,United States of America,,10374.0,Iihbjnnfxdtarey,6.0,1-618-434-9274,CA,O,Sioux Falls,76.0,RMPHWSYDUPQVJSOZYFUDUKERJOPPLK,Smurfit-Stone Container,Isswoec,1.0,Kmcfcefetdnvsdepil,792.0,3952132.0,Iih13406,2.0,M
,CUYEHHDPZALEGFGGNEQFFRLKDHVMQUPTWJNBXRCHPUGLGLWYNWAQSWTIZQGNDCRZMDPCXYJPY,United States of America,,,Knmpomiobnpg,3.0,1-970-109-2998,CO,O,Anaheim,45.0,Iilyxvbwwoacilwqnbdtuipgve,Dole Food,Iydrs,2.0,FEWZDLYWELCJFSBLPKJVDJHNJGGXNEPMDKHABECLWZJSDPIGQDOTSQMS,653.0,,Knm13407,3.0,M
,AZHLWBLQIRAVOSAVDSEWSXJLRICTGSTYAOLKKHWYGDPULOONVKXNVYDNBTSCKMWUAMVVF,United States of America,N,290998.0,Azhfazkuje,6.0,1-531-787-8427,WA,R,Toronto,51.0,JISGENURAGYRJQOJSWPOIH,NVR,FBAKDLF,0.0,xioko,785.0,3152909.0,Azh13408,5.0,S
M,Bexqwpnhwf,United States of America,,112950.0,KJKPEXOVMJTPNRSL,2.0,1-160-193-8577,IN,O,Augusta,93.0,Rxgftnliflctf,AMR,IBHVZ,1.0,NDLPYIPROMKUHOVPZBGZNJPGYRW,761.0,2323724.0,KJK13409,1.0,W
,WGDAE,,,291467.0,Kgyhataota,10.0,1-799-089-8076,ND,R,Fremont,40.0,jfmxsnou,A.O. Smith,tnicjxwtc,4.0,GWLCFRZYFNFJTZLEWIUNHWPJL,735.0,3444615.0,Kgy13410,3.0,S
M,Wxugjoashygcgbstzdn,United States of America,l,358258.0,Lbokrorasezzwayyqredetmwkfg,8.0,,NJ,,Corona,57.0,Fxnyrlcxhehmqedprhu,EOG Resources,FFXESDNGRMZ,4.0,Ajwralaodooseuyvhdwczpbfutet,636.0,2157760.0,Lbo13411,1.0,D
,Bjyenqjkkkjstwykwiquvbttchetrbncnqobigdagauryrfhzpqadycoursrlzgatlbds,United States of America,,445423.0,Ohsfx,2.0,1-609-039-1034,AR,O,Idaho Falls,59.0,Neowtbqmvoousomdjfwurbjthxl,Emerson Electric,Ubauiwvpwwi,3.0,Igfuoiqqdwdbmrfkywtnkpmmzkwxohnvqbnpgfyutikmg,704.0,2626950.0,Ohs13412,0.0,M
,Tcrnmhwaszkzxxqnohgszxxvocpwwj,United States of America,n,241742.0,JNPTQLCWWDKCJJZAAVUGSV,,1-870-031-6697,GA,O,Independence,67.0,tuigehzfmilpxyiniws,FirstEnergy,Bivyebbb,2.0,HTVCYTSLRTMBGFOLDYFGMEFIMVDGUEDBVBVWIWEOHDLVKOBJYQCMFSMTKIYOEOIWN,500.0,1965855.0,JNP13413,2.0,S
f,Wxjvhktixycccvjtuqhtpacrreksszwiwcnwjukhrclytwzmmhzxqftvbplkuxtvvisuwutdkjlua,United States of America,,150120.0,HFWJUQGYWTZWPMSCPTOFZJREBT,10.0,1-711-748-0815,MT,O,Vancouver,31.0,Tsujug,Vulcan Materials,UMLXV,0.0,bjnkdigxsivflzmbxfezerbwuscyqjajfcvrfxpsrsygkayxddqiheubqiuxzuhurxqd,343.0,1011053.0,HFW13414,0.0,M
m,pqrzssn,United States of America,I,418826.0,gtagduovowff,4.0,1-076-910-4384,UT,,Nashville,84.0,PYAVFKG,AnnTaylor Stores,NGEVQULUZ,1.0,Hlpeogtserxgfubavdoihwyepfgjwr,304.0,1126425.0,gta13415,3.0,M
