prospect_gncd,prospect_frstnm,prospect_ntwrth,prospect_mplr,prospect_nmbrcrdtcrds,prospect_lstnm,prospect_ddrssln2,prospect_mrtlstts,prospect_gndr,prospect_phn,prospect_nmbrchldrn,prospect_g,prospect_ct,prospect_cntr,prospect_nmbrcrs,prospect_stt,prospect_ncm,prospect_crdtrtng,prospect_wnrrntflg
mer1288,Hwei-ling,2678386.0,Delta Air Lines,3.0,meriwether,,S,F,1-035-789-6847,3.0,64.0,Toronto,United States of America,3.0,RI,424101.0,787.0,R
Squ1289,agnola,1823472.0,EMC,8.0,Squires,,D,,1-651-228-6591,4.0,6.0,El Monte,United States of America,4.0,British Columbia,60208.0,543.0,O
Gas1290,anthea,3929702.0,CME Group,10.0,Gasul,,M,,1-987-819-6633,5.0,4.0,Richmond,United States of America,0.0,CT,382836.0,639.0,O
Owe1291,kaitlynn,2039071.0,Lincoln Electric Holdings,3.0,Owensby,,M,,1-683-225-8085,0.0,97.0,Little Rock,United States of America,4.0,Prince Edward Island,151861.0,730.0,O
agh1292,STARS,3295828.0,New Jersey Resources,4.0,aghili,,U,M,1-776-096-9636,2.0,,Macon,United States of America,2.0,Manitoba,71838.0,374.0,O
per1293,joanie,408058.0,Valassis Communications,8.0,perron,,D,m,1-738-161-5093,0.0,45.0,Honolulu,Canada,,IL,13393.0,307.0,U
mar1294,karil,2402816.0,Hexion Specialty Chemicals,4.0,marconi,,S,m,1-661-702-6449,5.0,62.0,St. Johns,United States of America,0.0,SC,48174.0,420.0,O
Poy1295,Concettina,3276957.0,Old Republic International,5.0,Poyer,,,F,1-506-342-0828,0.0,60.0,Nashua,United States of America,3.0,MD,291845.0,607.0,O
Nor1296,SASCHA,1989523.0,,1.0,Norton,Apt. 202,M,,1-297-444-5533,4.0,31.0,Huntington,Canada,4.0,CO,114680.0,510.0,R
Pre1297,ODELLE,3405299.0,AGCO,7.0,Presti,,U,,1-797-072-5206,,98.0,Winnipeg,United States of America,1.0,FL,402704.0,313.0,R
ing1298,Jeniffer,2615638.0,GameStop,2.0,inge,,S,,1-982-829-3696,5.0,81.0,Santa Clara,Canada,2.0,ND,176331.0,672.0,O
YER1299,Linn,1007245.0,eBay,6.0,YERNENI,,M,m,1-142-222-3994,4.0,45.0,Mount Pearl,United States of America,0.0,WA,369094.0,531.0,
Lya1300,Jean-michel,2654937.0,Cummins,1.0,Lyall,,M,f,1-029-545-3628,4.0,26.0,Baltimore,Canada,0.0,MO,13493.0,352.0,O
Bos1301,Glori,3834204.0,Systemax,3.0,Boswick,,U,,1-521-945-7110,,25.0,Salem,United States of America,3.0,VT,353507.0,431.0,R
Mcd1302,Lizette,1223723.0,RadioShack,9.0,Mcdunn,,U,,1-321-041-0384,0.0,96.0,Lincoln,Canada,,Ontario,254075.0,413.0,O
VII1303,Gorde,406806.0,Service Enterprise Group,5.0,VIITANIEMI,,S,m,1-534-030-4476,1.0,18.0,Great Falls,United States of America,0.0,WY,312305.0,682.0,O
her1304,keys,839378.0,BearingPoint,6.0,hershberger,,S,,1-053-195-2833,3.0,56.0,Paterson,United States of America,4.0,GA,483335.0,487.0,O
May1305,gusta,414126.0,Worthington Industries,7.0,Mayoux,,M,M,,5.0,49.0,Toronto,United States of America,,MS,,554.0,O
Hal1306,ihor,3220146.0,NiSource,7.0,Hallett,,W,m,1-877-535-3350,5.0,79.0,Yonkers,United States of America,1.0,PA,273949.0,552.0,O
STE1307,Suzann,1359422.0,H.J. Heinz,1.0,STEKLASA,,S,F,1-254-886-9051,0.0,87.0,Coral Springs,Canada,4.0,NY,95144.0,704.0,O
Haa1308,Clifton,2734888.0,Consol Energy,7.0,Haas,,,,1-989-937-7865,4.0,10.0,El Monte,United States of America,1.0,MT,145720.0,,O
fle1309,Christoph,1272562.0,Valero Energy,5.0,flewelling,,U,,1-169-112-7924,3.0,46.0,Dayton,United States of America,2.0,LA,436686.0,477.0,O
wal1310,hellen,,United Services Automobile,3.0,wallace,,U,,1-299-733-4392,5.0,48.0,Lincoln,United States of America,2.0,HI,452738.0,329.0,O
mor1311,elysia,3847425.0,DRS Technologies,8.0,morton,,U,m,1-084-315-4415,3.0,93.0,Sherbrooke,United States of America,4.0,OH,145288.0,831.0,O
jan1312,Martina,3025982.0,Mueller Water Products,4.0,janecka,,U,M,1-414-818-1188,1.0,50.0,Shreveport,United States of America,1.0,MI,221882.0,620.0,R
van1313,Sharleen,2521783.0,W.R. Grace,8.0,van kast,,M,,1-983-209-0286,3.0,31.0,San Diego,Canada,4.0,ND,14405.0,485.0,R
Rou1314,roanne,3003955.0,Foot Locker,6.0,Rousseau,,M,F,1-228-142-7457,4.0,42.0,Oxnard,United States of America,4.0,GA,491148.0,349.0,O
TAH1315,ANNET,1528063.0,Boise Cascade Holdings,4.0,TAHARUDDIN,,U,,1-519-379-3422,5.0,41.0,Augusta,United States of America,3.0,AL,439539.0,710.0,O
Gli1316,Bernice,209853.0,Rite Aid,,Glinka,,M,N,1-009-463-2794,3.0,33.0,Hartford,Canada,5.0,Alberta,464637.0,,U
Fil1317,gavin,,Capital One Financial,5.0,Filippi,,M,m,1-126-781-5775,0.0,49.0,Pomona,United States of America,5.0,IL,364193.0,392.0,O
De 1318,kalie,3058804.0,Marshall & Ilsley Corp.,,De salis,,W,,1-313-460-9270,4.0,4.0,Orange,United States of America,4.0,VT,32958.0,354.0,O
Let1319,monroe,1606513.0,Mattel,4.0,Letarte,,U,,1-798-356-4562,3.0,14.0,Palmdale,United States of America,2.0,TX,82412.0,529.0,U
Shi1320,LOGAN,3540880.0,,9.0,Shingler,,M,,1-938-878-2878,5.0,38.0,Salt Lake City,United States of America,2.0,OR,288984.0,509.0,
SHA1321,Shanta,2718726.0,National Oilwell Varco,6.0,SHAKIB,,M,,1-650-311-9912,4.0,70.0,Oklahoma City,United States of America,4.0,CT,107831.0,764.0,O
Gur1322,Kordula,2710048.0,Unified Grocers,4.0,Gurica,APT. 784,S,,1-077-572-2066,3.0,60.0,Tulsa,Canada,0.0,SD,84588.0,412.0,O
But1323,libbey,3592521.0,Northeast Utilities,5.0,Butner,,M,,1-346-199-2974,2.0,9.0,Ontario,United States of America,2.0,OR,426245.0,695.0,O
Rag1324,Vivianna,,Patterson-UTI Energy,0.0,Raghunath,,S,,1-196-113-9442,1.0,88.0,Toledo,United States of America,5.0,ND,113699.0,391.0,R
Ban1325,Ardisj,292441.0,Int. Flavors & Fragrances,10.0,Banigan,,M,M,1-055-835-4448,0.0,1.0,Lexington,United States of America,5.0,Manitoba,197182.0,595.0,R
Kab1326,Yovonnda,3654357.0,Universal Forest Products,7.0,Kabel,,W,F,1-145-039-7694,5.0,50.0,Cincinnati,United States of America,5.0,Manitoba,386956.0,597.0,R
CHE1327,OLIVE,1100613.0,CBS,6.0,CHEBA,,M,,1-310-774-3571,0.0,53.0,Indianapolis,Canada,3.0,NV,225457.0,555.0,O
Ude1328,Muhammad,1105369.0,,3.0,Ude,,S,F,1-340-508-5627,3.0,47.0,Memphis,United States of America,1.0,CO,51599.0,356.0,R
KUH1329,Adore,482261.0,Ruddick,9.0,KUHN,,U,,1-664-932-3141,2.0,86.0,Manchester,United States of America,1.0,MO,28939.0,444.0,
Moo1330,Makam,3331401.0,BlackRock,5.0,Moorer,,D,,1-982-742-5390,5.0,54.0,Manchester,United States of America,5.0,NM,105731.0,529.0,U
has1331,OSIRIS,72664.0,Hanesbrands,9.0,hasegawa,,S,M,1-524-674-5759,4.0,27.0,Dallas,United States of America,2.0,DC,331132.0,537.0,O
bho1332,vilas,1895204.0,Molina Healthcare,8.0,bhoday,,S,f,1-017-641-6223,5.0,93.0,Providence,United States of America,1.0,VT,185551.0,317.0,O
Pag1333,matelda,40488.0,Allstate,1.0,Pagi,,M,F,1-172-121-1695,3.0,31.0,Akron,United States of America,2.0,LA,371975.0,434.0,
Van1334,Arabel,3234538.0,Biogen Idec,9.0,Van kessel,,M,f,1-559-078-8057,3.0,78.0,St. Louis,United States of America,4.0,NC,455111.0,309.0,R
Fur1335,brett,1927631.0,Deere,9.0,Furst,,U,M,1-355-616-0205,0.0,35.0,Fort Collins,United States of America,1.0,UT,313217.0,384.0,O
Car1336,Goldia,875273.0,Realogy,4.0,Cardozo,,U,f,1-118-904-8413,4.0,19.0,Las Cruces,United States of America,5.0,OK,185298.0,840.0,R
bry1337,jacklin,1800722.0,Sprint Nextel,6.0,brydges,,M,m,1-622-678-7594,5.0,72.0,West Valley,Canada,4.0,WA,228379.0,469.0,R
Ahm1338,shela,2317949.0,Sauer-Danfoss,8.0,Ahmad,,M,,1-706-053-4885,2.0,38.0,Fort Wayne,United States of America,1.0,NC,496565.0,746.0,U
Spe1339,Shane,3889367.0,Key Energy Services,8.0,Spearman,,W,,1-745-265-2000,0.0,36.0,Winston-Salem,United States of America,3.0,WA,64482.0,521.0,O
God1340,LOLLY,63801.0,Nalco Holding,3.0,Godsoe,,D,,1-855-485-3690,3.0,5.0,Sterling Heights,United States of America,1.0,HI,475046.0,843.0,O
pla1341,franklyn,2356169.0,Delphi,3.0,plastina,,U,M,1-487-695-6602,,59.0,Washington,United States of America,4.0,TN,30917.0,846.0,U
Bar1342,YUEN,1407956.0,Boise Cascade Holdings,4.0,Barry,,M,,1-716-856-1583,4.0,29.0,Aurora,United States of America,1.0,IL,65213.0,426.0,O
rum1343,open,2229772.0,AMR,9.0,rumley,,M,,1-729-421-9684,2.0,,Memphis,United States of America,5.0,MT,415653.0,833.0,O
cud1344,Wally,3729163.0,Best Buy,3.0,cuddy,,M,,1-463-913-7573,1.0,45.0,Stockton,Canada,2.0,AR,347883.0,306.0,R
Dem1345,marj,803737.0,Bank of America Corp.,10.0,Demone,,M,f,1-110-070-7433,4.0,38.0,New York,United States of America,0.0,AK,162007.0,567.0,O
KON1346,Louise,2638958.0,Schering-Plough,4.0,KONOMIS,,S,,1-404-032-5960,,57.0,Mesquite,United States of America,4.0,MA,427217.0,429.0,O
MEL1347,Jeff,2192090.0,Dole Food,6.0,MELTON,,M,,1-108-439-5363,1.0,73.0,Las Cruces,United States of America,0.0,Alberta,168549.0,826.0,O
KER1348,Melissa,980763.0,Robert Half International,1.0,KERR,,S,f,1-353-200-3958,,76.0,Inglewood,Canada,3.0,NC,5312.0,433.0,R
Lud1349,LYNNETT,3242031.0,Solo Cup,,Ludwick,,,m,1-473-053-5437,2.0,19.0,Charlotte,United States of America,5.0,AZ,105104.0,459.0,O
Rus1350,NAKINA,3150691.0,Kroger,10.0,Russett,,U,,1-632-240-0043,5.0,49.0,Thousand Oaks,United States of America,0.0,HI,408724.0,610.0,O
RAN1351,painterson,673563.0,NBTY,10.0,RANGEL,,S,F,1-930-346-6944,1.0,59.0,Fayetteville,Canada,0.0,TX,427367.0,367.0,R
Nag1352,Melony,3813942.0,U.S. Bancorp,2.0,Nagy,,M,F,1-435-651-2948,4.0,,Hartford,Canada,,VA,76414.0,303.0,O
ben1353,carissa,3044826.0,Boise,2.0,benedek,,U,,,,26.0,Hialeah,United States of America,0.0,AZ,494319.0,695.0,O
Cra1354,Wing-man,1951847.0,Bio-Rad Laboratories,5.0,Crabe,,M,f,1-322-554-5586,4.0,33.0,Charleston,United States of America,2.0,MA,222777.0,556.0,O
Jun1355,Phebe,436290.0,Rohm & Haas,5.0,Juni,,S,,,,96.0,Huntington,United States of America,3.0,AR,346206.0,396.0,O
LOV1356,RHIANON,553636.0,Children's Place Retail Stores,3.0,LOVETT,,S,,,2.0,85.0,Dover,United States of America,4.0,British Columbia,,635.0,O
COL1357,ireland,575452.0,First American Corp.,5.0,COLANTONIO,,U,f,1-591-301-0571,1.0,32.0,Charlottetown,United States of America,0.0,AR,141121.0,,R
Dav1358,kayle,3806825.0,Enterprise GP Holdings,0.0,Davis,,M,f,1-214-510-9743,0.0,76.0,St. Louis,United States of America,1.0,New Brunswick,,840.0,U
per1359,josanne,2216247.0,Apache,5.0,personna,Apt. 109,U,f,1-190-665-6416,2.0,3.0,Boston,United States of America,1.0,MD,389185.0,531.0,U
nau1360,YUNG,1694250.0,United Natural Foods,1.0,naugle,,M,M,1-793-543-7082,3.0,64.0,Santa Clara,Canada,3.0,Ontario,159885.0,707.0,O
MIL1361,Alecia,628762.0,SunTrust Banks,6.0,MILLARD,,,,1-760-939-3847,2.0,24.0,Garland,United States of America,3.0,NY,390567.0,532.0,U
med1362,berny,,Hertz Global Holdings,3.0,medioni,,U,f,1-776-712-0194,3.0,94.0,Raleigh,Canada,4.0,GA,452925.0,418.0,O
NAL1363,Louise,2427341.0,Lexmark International,1.0,NALLENGARA,,M,,1-758-505-7440,2.0,4.0,Tacoma,Canada,3.0,Saskatchewan,61077.0,,O
COL1364,Marget,1660523.0,Sealed Air,4.0,COLOADS,,W,,1-571-177-6873,0.0,69.0,San Buenaventura,Canada,2.0,CT,238619.0,766.0,O
ott1365,KITT,1659566.0,Oneok,3.0,ottawa,APT. 57,D,,1-125-481-4991,2.0,16.0,Bakersfield,United States of America,,KY,53018.0,701.0,U
mch1366,Ariella,2509452.0,Consol Energy,5.0,mcharg,,M,m,1-563-310-3701,4.0,0.0,Topeka,United States of America,5.0,IA,,753.0,O
las1367,dorene,154720.0,Domtar,7.0,lashmit,Suite 328,S,,1-986-914-1444,2.0,95.0,Sydney,United States of America,1.0,Alberta,282154.0,634.0,O
Gil1368,josie,,Assurant,1.0,Gillette,,M,,1-871-341-9058,4.0,,Miami,United States of America,0.0,TX,294569.0,597.0,U
hob1369,ENRIKA,813623.0,Walgreen,8.0,hobbs,,,,1-151-327-5088,4.0,2.0,Stamford,United States of America,0.0,NE,450732.0,780.0,O
Len1370,Maddy,919479.0,Republic Services,7.0,Lenz,,M,m,1-669-076-1468,2.0,37.0,Springfield,United States of America,2.0,SD,418314.0,636.0,O
toh1371,JOICE,409447.0,Health Net,8.0,tohama,,D,F,1-625-594-7679,4.0,68.0,Baton Rouge,United States of America,0.0,Quebec,144923.0,528.0,
Prz1372,ABDALLAH,2559343.0,SLM,4.0,Przybycien,,M,F,,2.0,32.0,Montgomery,United States of America,0.0,WA,220757.0,728.0,R
Sho1373,Tisha,1511125.0,E*Trade Financial,1.0,Shoemaker,,M,,,3.0,16.0,St. Petersburg,United States of America,2.0,WI,480795.0,684.0,O
Smo1374,rosie,49538.0,Northern Trust Corp.,5.0,Smoot,,S,M,1-922-083-0358,1.0,2.0,Jackson,United States of America,1.0,ME,,545.0,O
BAD1375,Howard,393218.0,Centex,6.0,BADGER,,U,,1-517-839-8397,1.0,9.0,San Buenaventura,United States of America,5.0,SD,15247.0,775.0,U
Mon1376,JOY,1803483.0,Vishay Intertechnology,3.0,Montgomery,,S,M,,0.0,88.0,Inglewood,United States of America,3.0,SD,404998.0,545.0,
Gos1377,Ashil,2198139.0,,9.0,Goss,,U,m,,2.0,13.0,Hamilton,United States of America,0.0,British Columbia,251437.0,687.0,R
PAG1378,Hennrietta,2949084.0,Scana,5.0,PAGI,,M,,1-787-234-7410,4.0,43.0,Atlanta,United States of America,0.0,MO,455100.0,,O
Leh1379,Collie,3498191.0,Procter & Gamble,10.0,Lehtinen,,M,m,1-916-277-4251,4.0,62.0,Erie,United States of America,4.0,AK,242398.0,440.0,U
Wai1380,Alison,2782578.0,Molina Healthcare,3.0,Wai,,M,F,1-850-887-5740,3.0,29.0,Augusta,United States of America,3.0,ID,350069.0,682.0,R
Wol1381,Enzo,2885533.0,Apollo Group,0.0,Wolter,,U,,1-394-234-6526,0.0,93.0,Bellevue,United States of America,3.0,IN,203702.0,735.0,O
LON1382,Gussie,2512324.0,Hawaiian Electric Industries,5.0,LONERGAN,,D,m,1-102-557-8590,0.0,33.0,Chicago,United States of America,3.0,NE,57109.0,412.0,O
Fur1383,Marylou,1479245.0,Erie Insurance Group,10.0,Furgerson,Suite 14,M,,1-571-230-4321,4.0,30.0,Oxnard,United States of America,5.0,WV,322979.0,572.0,O
The1384,Fotini,298187.0,Pentair,1.0,Theriault,,M,,1-970-909-0899,3.0,7.0,Montreal,Canada,2.0,WY,328551.0,809.0,R
wat1385,Arabelle,3586500.0,Schnitzer Steel Industries,,watford,,W,M,1-401-624-1316,3.0,100.0,Chula Vista,Canada,0.0,Alberta,499460.0,808.0,U
Haw1386,Roby,3992559.0,Wendy's/Arby's Group,7.0,Hawkins,,M,,1-128-585-2395,2.0,81.0,Columbia,United States of America,2.0,RI,131356.0,841.0,O
Liv1387,Shakoor,1362382.0,Harsco,8.0,Livingstone,,W,m,1-888-335-2854,0.0,31.0,Madison,United States of America,2.0,MO,104663.0,664.0,O
PAT1388,Kataryna,,Paccar,7.0,PATON,,M,,1-608-160-6229,4.0,87.0,Irvine,United States of America,4.0,NE,92864.0,479.0,O
Tab1389,Leesa,3733098.0,Burger King Holdings,10.0,Tabler,,S,,1-464-010-3535,1.0,87.0,Lansing,United States of America,0.0,British Columbia,398775.0,608.0,O
Mul1390,Annecorinne,1542024.0,Volt Information Sciences,8.0,Mullarney,,S,m,1-137-988-6038,4.0,98.0,Cedar Rapids,United States of America,5.0,MA,257173.0,364.0,R
Laa1391,Walley,1162138.0,Beckman Coulter,9.0,Laale,,U,,1-766-743-9309,3.0,99.0,Bellevue,United States of America,1.0,MD,84127.0,815.0,O
Rho1392,kassi,,Collective Brands,5.0,Rhodenizer,,U,,1-840-490-0326,5.0,59.0,Oshawa,United States of America,0.0,IA,124538.0,459.0,U
RAN1393,ELISSA,3685624.0,Scholastic,4.0,RANJAN,,W,,1-471-037-3582,0.0,93.0,West Valley,United States of America,1.0,OK,95175.0,416.0,R
Van1394,chak-hong,3582803.0,IMS Health,1.0,Van hoy,,M,,1-277-006-2235,,39.0,Whitehorse,United States of America,4.0,KS,19441.0,509.0,O
Slo1395,Gerhardine,3737128.0,HealthSouth,10.0,Slobodrian,,M,,1-088-270-7799,3.0,24.0,Macon,United States of America,3.0,AZ,382719.0,379.0,R
Kra1396,gerrilee,2603020.0,AES,0.0,Krawchuk,,M,m,1-950-683-4334,0.0,89.0,Plano,United States of America,2.0,WA,484039.0,391.0,U
Lea1397,Coila,2661754.0,Watson Wyatt Worldwide,10.0,Leaver,,D,M,1-771-522-4842,2.0,45.0,Edmonton,United States of America,4.0,IL,,342.0,O
Rez1398,Kissiah,656351.0,NV Energy,0.0,Reznechek,apt. 816,W,,1-391-517-2753,2.0,42.0,San Francisco,United States of America,4.0,New Brunswick,129768.0,426.0,O
Mul1399,DARLA,425861.0,Liberty Media,2.0,Mulroney,,S,m,,0.0,11.0,Berkeley,Canada,1.0,CT,407775.0,647.0,R
Mic1400,melonie,2868510.0,Mueller Water Products,4.0,Micucci,,U,,1-238-931-9395,3.0,52.0,Naperville,United States of America,1.0,DC,265421.0,800.0,U
adk1401,BERNARDINE,3361065.0,Valmont Industries,6.0,adkinson,Apt. 410,M,m,1-077-161-6331,0.0,,Escondido,United States of America,1.0,NV,64519.0,801.0,O
arb1402,THANH-HOA,2645298.0,Liberty Global,7.0,arbuckle,,S,,1-633-800-2565,0.0,97.0,Chandler,Canada,1.0,NM,162727.0,480.0,O
loy1403,OTHILIA,13946.0,Molex,5.0,loyer,,W,,1-909-984-3943,0.0,37.0,Montpelier,United States of America,4.0,New Brunswick,390008.0,505.0,
Ber1404,sati,1170286.0,National Fuel Gas,8.0,Berna,,S,,1-676-509-7388,2.0,91.0,Wichita,Canada,2.0,Manitoba,393946.0,756.0,O
mor1405,DELBERT,2699550.0,Dover,6.0,moritz,,U,,1-554-380-2052,1.0,46.0,Fairbanks,United States of America,0.0,Nova Scotia,434837.0,525.0,O
QUE1406,clarette,1459577.0,DirecTV Group,1.0,QUEK,,U,,1-192-024-5241,4.0,23.0,London,United States of America,5.0,MT,128809.0,432.0,O
Goo1407,kelcey,1323264.0,St. Jude Medical,10.0,Goos,,M,C,1-897-403-0830,3.0,65.0,Mesquite,Canada,0.0,GA,70724.0,304.0,O
Kir1408,lexis,2270741.0,Williams-Sonoma,2.0,Kirouac,,M,,1-741-451-3570,3.0,40.0,Greensboro,Canada,1.0,Manitoba,80660.0,402.0,O
ber1409,Jeanne,1362251.0,Brightpoint,,bergeson,,U,m,1-057-953-5828,3.0,4.0,Yonkers,Canada,2.0,Alberta,20363.0,459.0,O
pol1410,BAOMINH,3863190.0,Weis Markets,3.0,poley,,U,f,1-074-337-8861,5.0,65.0,Kitchener,United States of America,4.0,MI,341461.0,823.0,O
MOU1411,Naresh,20910.0,MSC Industrial Direct,0.0,MOULTON,,U,,1-283-517-3233,4.0,29.0,Sunnyvale,Canada,,MI,397314.0,738.0,U
Sto1412,Tana,3505829.0,Ball,4.0,Stowe,,U,,1-855-285-1143,0.0,14.0,New Orleans,United States of America,2.0,MS,448123.0,532.0,O
Rei1413,Karrah,3127863.0,Catalyst Health Solutions,1.0,Reichow,,U,M,1-212-091-2183,,83.0,Sacramento,Canada,0.0,WY,97211.0,394.0,O
mej1414,Kary,464964.0,AGL Resources,0.0,mejdal,apt. 25,M,,,4.0,8.0,Mobile,United States of America,2.0,Nova Scotia,395539.0,793.0,O
zub1415,Sherman,,M&T Bank Corp.,10.0,zubricki,apt. 948,U,,1-530-017-1948,5.0,13.0,Hayward,Canada,5.0,MS,428472.0,765.0,O
Hai1416,TRACEY,1265549.0,Bemis,4.0,Haigh,,W,m,1-883-844-4809,1.0,,Hilo,United States of America,3.0,CT,250024.0,574.0,O
bri1417,jackson,3047478.0,Adobe Systems,1.0,brightwell,,M,M,1-499-792-2473,2.0,43.0,Sterling Heights,United States of America,1.0,Quebec,429284.0,380.0,O
BAR1418,Twila,2737122.0,LKQ,8.0,BARHAM,,M,,1-915-118-9157,5.0,36.0,Santa Clara,United States of America,1.0,MT,316311.0,369.0,R
atl1419,BERNICE,2940471.0,Newmont Mining,4.0,atlantic,,M,,1-047-607-6290,4.0,,Madison,United States of America,2.0,NM,449359.0,664.0,O
kum1420,letisha,3846613.0,Key Energy Services,9.0,kumamoto,,M,f,1-188-566-5521,1.0,29.0,Dayton,United States of America,2.0,MO,284111.0,768.0,R
cra1421,Florette,1240712.0,BJ's Wholesale Club,1.0,crawhall,,M,M,1-779-330-7735,4.0,72.0,Spokane,Canada,2.0,British Columbia,218682.0,604.0,O
Jen1422,Jozef,2347150.0,Viacom,2.0,Jenkins,,M,,1-722-749-6972,2.0,69.0,Reno,United States of America,0.0,NJ,,,R
ony1423,RINA,,Huntsman,7.0,onyshko,,S,,1-043-012-1235,3.0,31.0,Newport News,United States of America,2.0,Ontario,466479.0,801.0,R
and1424,GRATIANA,3959952.0,Blockbuster,3.0,andrassy,,W,F,1-321-952-3768,1.0,0.0,Dayton,United States of America,0.0,NY,88824.0,413.0,
Sab1425,Aniko,1609930.0,Oceaneering International,5.0,Sabol,APT. 736,W,,1-593-015-3350,3.0,43.0,Lowell,United States of America,,SC,84838.0,484.0,O
HAS1426,Iseabal,3463678.0,Freescale Semiconductor,1.0,HASHIMOTO,,M,m,1-794-985-9390,1.0,3.0,Bellevue,United States of America,5.0,WY,180953.0,389.0,R
ber1427,KWAN,359148.0,Thrivent Financial,7.0,bergman,,S,,1-872-826-6371,2.0,,Portland,United States of America,1.0,UT,127651.0,647.0,O
mol1428,devan,2118243.0,Protective Life,7.0,molnar,,U,,1-722-050-8438,2.0,33.0,Ottawa,United States of America,3.0,MT,461641.0,475.0,O
Nem1429,Sissy,2092878.0,Pacific Life,2.0,Nemeth,,M,,1-567-610-8134,5.0,64.0,Ottawa,United States of America,,Ontario,,364.0,R
nor1430,Armando,403057.0,Constellation Brands,2.0,norczen,,M,,1-985-769-7168,4.0,92.0,Des Moines,United States of America,,CO,59965.0,340.0,O
HUS1431,Flore,2636894.0,American Express,8.0,HUSSEIN,suite 122,M,f,1-799-509-0373,,16.0,Salinas,United States of America,0.0,MO,399662.0,699.0,R
KAY1432,Timmy,1360004.0,Emerson Electric,4.0,KAYSER,,U,f,1-983-800-5242,1.0,68.0,Independence,United States of America,2.0,AL,134088.0,353.0,O
Soi1433,CARLOTA,2922377.0,Avis Budget Group,4.0,Soin,,W,,1-690-814-6452,5.0,47.0,Garland,United States of America,1.0,MT,25889.0,351.0,U
Bun1434,Christen,1144785.0,Dun & Bradstreet,6.0,Bundschuh,,U,F,1-332-461-0867,1.0,18.0,Durham,United States of America,0.0,WI,425827.0,339.0,R
Kin1435,mora,690738.0,Owens & Minor,8.0,Kinahan,,U,F,1-481-002-0139,3.0,49.0,Kitchener,Canada,3.0,TX,158093.0,832.0,O
JED1436,danika,791534.0,Broadridge Financial Solutions,7.0,JEDRYSIAK,,U,,1-667-614-7770,3.0,,Dayton,United States of America,2.0,DC,190713.0,717.0,O
val1437,Sammy,400038.0,Tenneco,0.0,valerien,,D,,1-843-990-2613,5.0,66.0,Augusta,United States of America,3.0,AR,305355.0,607.0,O
Wen1438,SHUO,2804529.0,Mirant,,Wenham,,M,,,3.0,17.0,Ann Arbor,Canada,1.0,ND,132251.0,722.0,O
ZIM1439,Anna-diane,3705739.0,Symantec,3.0,ZIMMERMANN,,M,,1-824-968-9079,2.0,6.0,Scottsdale,Canada,4.0,AK,289203.0,560.0,O
Yuh1440,Thi,1798130.0,Land O'Lakes,1.0,Yuhanna,,M,,1-322-081-3232,0.0,80.0,Irvine,United States of America,1.0,OH,425736.0,327.0,O
Lat1441,lyndsey,3502432.0,Illinois Tool Works,5.0,Lathangue,,W,F,1-819-895-0022,2.0,96.0,Wichita,Canada,2.0,Ontario,70444.0,747.0,O
STO1442,Steven,2074888.0,Assurant,1.0,STOKOSKI,,,f,1-328-061-6071,0.0,,Biloxi,Canada,2.0,British Columbia,282725.0,712.0,
pea1443,Karlon,1140159.0,Brookdale Senior Living,9.0,peate,,M,M,1-841-422-6394,5.0,67.0,Durham,United States of America,2.0,LA,206554.0,410.0,O
ham1444,Azam,1007843.0,Biomet,1.0,hampson,,S,m,1-422-387-8423,1.0,73.0,McAllen,United States of America,4.0,ME,85624.0,317.0,
ESH1445,Tabatha,3454615.0,Eaton,0.0,ESHELMAN,,M,M,1-645-136-4323,1.0,77.0,Whitehorse,United States of America,,OR,298008.0,390.0,O
KOS1446,nic,1208329.0,BlueLinx Holdings,,KOSASIH,,M,,1-251-197-9978,1.0,65.0,Stockton,United States of America,1.0,WI,426550.0,698.0,O
Hol1447,Bruno,2078508.0,CVR Energy,0.0,Holland,,M,F,1-549-706-8037,3.0,,Jacksonville,United States of America,3.0,LA,188000.0,400.0,O
gor1448,Pet,765655.0,Nordstrom,8.0,gores,,W,F,1-287-390-0344,1.0,94.0,Oshawa,United States of America,1.0,Manitoba,146853.0,306.0,O
dao1449,Marianna,,Cenveo,3.0,dao,,S,,1-136-871-4853,5.0,42.0,Beaumont,Canada,3.0,AK,488227.0,748.0,U
fri1450,ko,1197470.0,Aon,7.0,frie,,U,f,1-718-839-1233,5.0,96.0,Raleigh,United States of America,5.0,NJ,135652.0,382.0,O
wes1451,Corissa,180887.0,Varian Medical Systems,1.0,westfall,,M,,1-513-262-1083,5.0,46.0,Hollywood,Canada,0.0,UT,91230.0,353.0,O
Rid1452,Kial,1500237.0,Noble Energy,,Ridgway,,S,,1-168-196-3269,2.0,3.0,Pasadena,United States of America,1.0,WI,155912.0,620.0,O
REC1453,Pojanart,506636.0,XTO Energy,3.0,RECEIVING,,M,,1-124-350-1278,0.0,38.0,Fullerton,United States of America,2.0,OH,424742.0,579.0,O
Cor1454,Beau,382143.0,Jones Lang LaSalle,10.0,Corlett,,U,,1-965-637-7884,3.0,25.0,Chicago,United States of America,2.0,UT,,487.0,O
RUT1455,Edmond,200505.0,Global Partners,6.0,RUTHERFORD,,,,1-037-404-2204,3.0,1.0,Scottsdale,Canada,4.0,IN,164284.0,,O
