prospect_gncd,prospect_ddrssln2,prospect_ct,prospect_nmbrcrs,prospect_pstlcd,prospect_mddlntl,prospect_nmbrcrdtcrds,prospect_ddrssln1,prospect_frstnm,prospect_g,prospect_cntr,prospect_nmbrchldrn,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_ntwrth
Pls3411,,Macon,0.0,v6m 1u5,F,2.0,18008 furth lane,tu,76.0,United States of America,1.0,M,750.0,U,Atmos Energy,1368220.0
Har3412,,Lowell,0.0,T5C 1M1,,2.0,11529 arcana boulevard,CORY,1.0,United States of America,1.0,,525.0,O,Kindred Healthcare,319698.0
bra3413,,Palmdale,2.0,82602,,7.0,2995 robbins south,Fernandina,79.0,United States of America,5.0,M,347.0,U,PetSmart,1843380.0
End3414,,Buffalo,0.0,06128,,7.0,16787 broad drive,YOUNG-JUNE,92.0,United States of America,5.0,S,726.0,O,H.J. Heinz,2299470.0
Bla3415,,Jacksonville,0.0,94382,,7.0,18955 spruce street,Bibbye,52.0,Canada,4.0,S,549.0,U,Sanderson Farms,1856207.0
dut3416,,Fort Smith,3.0,92821,,5.0,23017 altamesa east,Joana,7.0,United States of America,0.0,U,812.0,O,,
Osk3417,,Jersey City,4.0,H6D 1Y9,,6.0,18525 clark rue,Marti,,United States of America,5.0,M,836.0,O,Aleris International,1414911.0
MAR3418,,Simi Valley,5.0,22328,,3.0,14728 fleet west,Deedee,55.0,United States of America,5.0,M,529.0,R,AptarGroup,1710757.0
Tes3419,Apt. 347,Biloxi,0.0,92868,,9.0,20716 knowles drive,LEONARD,83.0,United States of America,5.0,S,377.0,,Robert Half International,
Dal3420,,Greensboro,3.0,T5b 1j3,R,,16982 westella way,Rayna,60.0,United States of America,3.0,S,447.0,O,Liz Claiborne,114783.0
Bal3421,,Aurora,4.0,v5d 1o5,,10.0,17481 spectrum avenue,Berty,65.0,United States of America,0.0,W,600.0,R,Brunswick,89188.0
COT3422,,San Bernardino,4.0,90154,,,7160 cannas avenue,Kare,,Canada,5.0,S,753.0,O,Biogen Idec,2604400.0
Kat3423,,Frederick,1.0,M5a 1u8,,8.0,10363 bolt boulevard,GENEVRA,9.0,United States of America,2.0,M,847.0,O,Rowan Cos.,3804946.0
Mon3424,,Lewiston,1.0,03106,,3.0,23519 TOWERWOOD RUE,Nurettin,13.0,Canada,1.0,S,335.0,O,Verizon Communications,1368093.0
Cob3425,,Lakewood,4.0,76160,R,6.0,20773 highland drive,CORETTE,,United States of America,0.0,M,,O,Oneok,2826719.0
dev3426,,Knoxville,2.0,V6L 1U5,,0.0,2401 stratmore lower,JUDYE,100.0,United States of America,5.0,S,313.0,O,Sears Holdings,432458.0
Hew3427,,Hilo,2.0,63168,,6.0,16364 buckeye lane,Jinann,,United States of America,,M,373.0,O,Williams-Sonoma,1601345.0
HUT3428,,Bakersfield,2.0,60756,,10.0,3011 HUTTON CRESCENT,phuoc,84.0,United States of America,0.0,M,321.0,,Jones Lang LaSalle,3044352.0
MCK3429,,Berkeley,5.0,m4j 1n8,,9.0,12066 royalton court,TREES,30.0,Canada,0.0,U,790.0,R,United Parcel Service,3976058.0
Sza3430,,Scottsdale,5.0,T5D 1V1,E,6.0,15213 parsons rue,ROSEANNE,,Canada,1.0,S,574.0,O,Freescale Semiconductor,3357165.0
Dim3431,,Abilene,0.0,H2E 1U9,,9.0,16597 kingsbridge avenue,zarla,67.0,Canada,0.0,D,470.0,O,Hanover Insurance Group,355063.0
Lor3432,,Laredo,,94638,,0.0,1879 arcana lane,Loreen,0.0,United States of America,5.0,S,636.0,R,Dollar General,2108493.0
WHY3433,,Hialeah,3.0,70837,H,8.0,4462 pace crescent,ROGELIO,37.0,Canada,2.0,M,467.0,R,Celanese,2515723.0
Sur3434,,Amarillo,5.0,V6B 1S3,,6.0,17752 6th south,Myron,22.0,Canada,4.0,M,544.0,,Priceline.com,3370427.0
His3435,,New Orleans,5.0,89161,,0.0,863 garner avenue,Milicent,81.0,United States of America,5.0,U,460.0,R,Computer Sciences,3631426.0
Lau3436,APT. 876,Corona,5.0,77257,,0.0,10666 travis west,MATT,73.0,United States of America,2.0,M,,R,New Jersey Resources,3317103.0
tom3437,,Colorado Springs,2.0,78741,T,1.0,3261 henderson south,Meer,6.0,Canada,2.0,M,786.0,O,,769705.0
HAG3438,,Bellevue,1.0,80212,Q,8.0,23348 MISTY BOULEVARD,Cleveland,88.0,Canada,,M,820.0,O,J.M. Smucker,1341885.0
Tra3439,,Buffalo,5.0,90180,E,5.0,11673 highland park court,KATSUNORI,50.0,United States of America,5.0,U,502.0,O,Chesapeake Energy,2018893.0
gar3440,,Houston,0.0,40505,M,5.0,22461 morton east,ind,40.0,Canada,3.0,,401.0,O,Navistar International,3099135.0
bug3441,,St. Louis,4.0,90272,V,3.0,24160 star drive,ROBERTO,39.0,United States of America,4.0,M,786.0,O,Cognizant Technology Solutions,613433.0
Hut3442,Suite 169,Milwaukee,0.0,90325,,,15832 starling south,GWENNY,58.0,Canada,,S,461.0,O,J.C. Penney,610752.0
Mil3443,,Allentown,5.0,68128,,4.0,5083 hunt drive,marian,59.0,Canada,5.0,M,609.0,O,Wal-Mart Stores,313979.0
DRA3444,Apt. 733,Omaha,3.0,M8B 1X4,,8.0,5755 bluff road,pardip,66.0,United States of America,4.0,U,802.0,O,Great Atlantic & Pacific Tea,562184.0
Ste3445,,San Bernardino,5.0,92403,T,7.0,17536 frostwood crescent,Dieuwertje,25.0,United States of America,1.0,U,771.0,O,Wal-Mart Stores,
MCN3446,,Birmingham,,80032,,3.0,22785 peachtree boulevard,HOY,74.0,United States of America,5.0,D,304.0,O,Citigroup,1573999.0
ast3447,,Bakersfield,4.0,V6i 1v4,W,0.0,19332 PAINT ROCK AVENUE,Richardo,38.0,United States of America,3.0,U,361.0,O,Target,2389531.0
Par3448,,Fort Lauderdale,4.0,78230,C,6.0,11850 bellbrook way,Pauline,72.0,United States of America,1.0,M,696.0,R,Morgan Stanley,2691101.0
Cla3449,,Naperville,3.0,T5c 1k6,,0.0,21663 emmonds road,arlyne,76.0,United States of America,1.0,U,744.0,R,XTO Energy,2874911.0
Yu3450,,Casper,5.0,77271,,0.0,15778 will ross road,franka,60.0,United States of America,3.0,M,747.0,O,Wyndham Worldwide,1226396.0
Agh3451,,Garden Grove,2.0,60813,,5.0,11309 AMSTERDAM SOUTH,Youji,96.0,United States of America,3.0,,580.0,O,Dynegy,670818.0
atl3452,SUITE 471,Hamilton,,92515,,3.0,9109 western way,man-fai,31.0,Canada,1.0,M,626.0,R,Health Management Associates,83619.0
Par3453,,Columbus,3.0,77294,,4.0,8550 briggs avenue,Dhawal,27.0,United States of America,4.0,,554.0,U,ON Semiconductor,1858744.0
Gun3454,apt. 792,Charlotte,0.0,30337,,3.0,8726 shiner lane,Raynell,69.0,United States of America,4.0,M,778.0,R,FMC Technologies,3440082.0
COR3455,Apt. 615,Cleveland,5.0,93678,,10.0,9109 WESTERN WAY,angelle,62.0,United States of America,3.0,S,344.0,R,Intel,771572.0
WHI3456,,McAllen,1.0,v6x 1r4,N,2.0,17576 alpine west,susannah,,United States of America,0.0,M,460.0,R,Regis,2200796.0
Vid3457,,Hayward,2.0,93384,,7.0,8108 dewey park,PAMMI,90.0,United States of America,2.0,M,738.0,O,,
lef3458,,Huntington Beach,5.0,94357,,,9513 lancaster east,Meaghan,23.0,United States of America,5.0,S,384.0,O,Brunswick,1638694.0
KLI3459,,Akron,3.0,06136,,8.0,7075 glen loch drive,Shirish,8.0,Canada,3.0,S,476.0,,AptarGroup,966497.0
Gro3460,,Providence,3.0,68501,,4.0,20808 flint river lane,GRACE,37.0,United States of America,3.0,M,815.0,O,United Technologies,2287787.0
Dem3461,,San Diego,4.0,H5L 1O2,,8.0,20870 charthouse lane,Correy,18.0,United States of America,1.0,U,459.0,O,MGM Mirage,1238475.0
dra3462,,Montpelier,3.0,v6v 1v9,,5.0,5385 young west,thrift,86.0,Canada,3.0,M,819.0,O,Precision Castparts,
GAB3463,,Syracuse,0.0,50319,,9.0,24674 windchime court,Unreg,68.0,United States of America,2.0,U,561.0,R,Broadcom,2489420.0
Vil3464,,Honolulu,1.0,95209,J,0.0,7871 HICKORY STREET,Randall,13.0,United States of America,3.0,U,849.0,O,McDonald's,3488808.0
Sie3465,,Santa Rosa,5.0,37403,,1.0,6420 crestmere east,DANA,47.0,United States of America,3.0,M,529.0,O,,3941286.0
pat3466,,Baton Rouge,5.0,78403,Y,2.0,8428 roberts way,Jester,59.0,United States of America,1.0,S,528.0,U,Lennox International,2648779.0
Rio3467,,Gary,2.0,E7o 1o8,,10.0,22986 norfolk lane,GENERAL,29.0,United States of America,5.0,D,424.0,R,,2413294.0
Eas3468,,West Valley,2.0,V6v 1v4,,3.0,11630 archer west,Scottie,100.0,United States of America,5.0,D,795.0,O,MEMC Electronic Materials,3108332.0
ANG3469,,Montpelier,1.0,85218,,1.0,11030 CAPITAL BOULEVARD,DENA,13.0,United States of America,4.0,U,497.0,R,JohnsonDiversey,2258909.0
UPS3470,suite 225,Newport News,5.0,M2R 1D5,,6.0,3262 katherine north,Vernice,,United States of America,1.0,U,509.0,O,Exterran Holdings,2752061.0
Ris3471,,Atlanta,5.0,85047,,2.0,15832 starling south,Kung,1.0,United States of America,0.0,U,362.0,O,Amkor Technology,3171540.0
pan3472,,Sudbury,5.0,77255,,3.0,2518 LARNER UPPER,Koressa,27.0,Canada,1.0,U,838.0,O,Zale,3465303.0
ALM3473,,Pasadena,0.0,V6s 1q2,,7.0,22386 spanish river lane,GILLIE,85.0,United States of America,3.0,U,691.0,O,Prudential Financial,1380588.0
loc3474,,Hay River,5.0,80087,,6.0,5798 belt line park,Karel,50.0,United States of America,5.0,D,846.0,O,Google,3737218.0
Nei3475,,Montreal,2.0,80175,,7.0,8074 euclid way,Gib,86.0,United States of America,3.0,M,426.0,O,Stanley Works,650356.0
Bea3476,,Jacksonville,2.0,48922,,10.0,1630 LAMBOLL CRESCENT,FERDINAND,10.0,United States of America,4.0,,359.0,O,,1118449.0
LAF3477,,Frederick,5.0,74156,,0.0,287 woodland park court,ERNST,60.0,United States of America,1.0,S,716.0,O,Nacco Industries,297187.0
Sep3478,,Columbia,4.0,91202,,3.0,17815 chalmers court,Denys,19.0,United States of America,4.0,M,661.0,O,Air Products & Chemicals,977326.0
Sim3479,,Akron,,85034,,5.0,1989 FRAILING AVENUE,Ursulina,66.0,Canada,0.0,,,O,KAR Holdings,2069853.0
tih3480,APT. 245,Biloxi,4.0,29230,O,2.0,2604 CURRY BOULEVARD,Pippy,74.0,United States of America,,S,747.0,O,NVR,471995.0
LIG3481,Suite 7,El Monte,0.0,V6g 1r6,,3.0,19649 carnation north,Sarette,13.0,United States of America,3.0,S,838.0,O,Mercury General,1908444.0
DIL3482,,San Buenaventura,0.0,M8a 1w1,B,6.0,23276 DILLBECK UPPER,Ardisj,38.0,United States of America,4.0,M,356.0,O,Dillard's,1589402.0
Mcc3483,,Warren,5.0,44320,,6.0,5714 furth drive,Rosemonde,82.0,Canada,,S,819.0,O,CF Industries Holdings,3016346.0
otw3484,,Carrollton,5.0,T5B 1O1,J,0.0,19995 basswood rue,darsey,73.0,Canada,2.0,W,727.0,R,Supervalu,3675600.0
BOU3485,,Santa Rosa,0.0,S3a 1f7,Q,4.0,23318 grandview street,sask,29.0,United States of America,2.0,W,402.0,O,Intuit,789720.0
Fal3486,,Montgomery,3.0,70137,,6.0,4302 hancock lower,Jayne,1.0,United States of America,3.0,,374.0,,Eastman Kodak,1888198.0
MAU3487,,Corpus Christi,3.0,27117,,10.0,21286 greenlawn rue,DYANN,35.0,United States of America,2.0,S,388.0,O,Mutual of Omaha Insurance,2111067.0
Wal3488,,Ann Arbor,0.0,80041,J,,17676 rusk street,Bel,54.0,United States of America,2.0,M,601.0,U,Jack in the Box,
Pla3489,,Edmonton,2.0,90347,,1.0,12470 meadow haven east,COLMAN,52.0,United States of America,,M,351.0,O,A.O. Smith,1009803.0
ser3490,,Orlando,1.0,52406,N,1.0,10033 lake upper,Laraine,57.0,United States of America,0.0,M,824.0,R,RadioShack,3894610.0
DYN3491,,Paterson,4.0,94451,F,6.0,583 planters wood avenue,BEVERIE,34.0,Canada,3.0,W,698.0,O,Best Buy,1804864.0
Mcv3492,,Pasadena,4.0,H2E 1W8,T,7.0,2494 tosca road,Benjamin,39.0,United States of America,5.0,D,837.0,O,Great Atlantic & Pacific Tea,1508994.0
edg3493,,London,2.0,93376,,0.0,20215 nealy avenue,Joelle,90.0,United States of America,4.0,M,463.0,R,Aramark,2036988.0
VON3494,,Laredo,1.0,H5i 1p6,,8.0,19295 sweeney road,Fitz,13.0,Canada,1.0,D,323.0,O,Black & Decker,2578252.0
STA3495,,Bakersfield,4.0,H2a 1z8,,1.0,24048 crestmere lane,WENDYE,94.0,United States of America,4.0,S,312.0,R,Hovnanian Enterprises,3513822.0
LEV3496,,Stockton,2.0,M4l 1n7,,8.0,16660 kelvin park,Ashia,83.0,United States of America,2.0,D,,O,Valspar,94604.0
FOR3497,,St. Paul,3.0,T6b 1g4,,3.0,18751 LYLE AVENUE,Julietta,34.0,United States of America,5.0,U,703.0,O,Trinity Industries,421335.0
Ren3498,,Columbus,,33189,,10.0,24130 sunscape crescent,poppy,22.0,United States of America,4.0,M,767.0,O,Harsco,2443840.0
SEA3499,,Seattle,3.0,77009,,9.0,21261 5th park,SHOBANA,60.0,Canada,1.0,M,522.0,O,,3177200.0
Cos3500,,Lafayette,2.0,T5b 1n1,X,6.0,931 linwood lane,karyn,,United States of America,3.0,S,835.0,O,Alaska Air Group,338056.0
TOR3501,,Bridgeport,2.0,14602,K,3.0,18968 6TH STREET,kalindi,83.0,Canada,5.0,M,702.0,R,SunTrust Banks,2752034.0
Pin3502,,Huntsville,3.0,94256,D,1.0,9375 wood south,Ardra,54.0,United States of America,0.0,M,583.0,O,Reynolds American,207207.0
Fev3503,,Greensboro,,57702,,8.0,14821 nealy crescent,sayla,84.0,United States of America,1.0,,655.0,O,Public Storage,710738.0
Ley3504,,Garden Grove,3.0,20080,,5.0,11436 CRESTLINE EAST,peng-david,10.0,United States of America,4.0,U,371.0,O,Mylan,332775.0
Ten3505,,Aurora,2.0,77212,,1.0,14633 curry rue,nataline,14.0,United States of America,3.0,D,783.0,O,Weyerhaeuser,2223034.0
Jaq3506,,Springfield,0.0,43207,F,3.0,23229 SUMMER STREET,Annabal,35.0,Canada,1.0,U,316.0,O,Virgin Media,2302008.0
Sea3507,Apt. 355,Albuquerque,0.0,53759,,3.0,3668 dolores way,Demeter,94.0,United States of America,5.0,S,427.0,,Hasbro,2492000.0
Jel3508,,Sydney,1.0,36614,,0.0,7000 ansley lane,Missy,14.0,United States of America,5.0,W,432.0,O,,750317.0
dal3509,,San Buenaventura,5.0,72244,,1.0,13388 MARCUS WAY,UTAH,7.0,United States of America,0.0,U,,O,Arrow Electronics,2433542.0
ZIN3510,,Eugene,1.0,91161,P,2.0,10010 ALONZO LANE,chung,41.0,United States of America,5.0,M,442.0,U,Duane Reade Holdings,3242324.0
Fra3511,,Scottsdale,5.0,t6c 1f2,,5.0,6092 worthington east,RAMON,51.0,Canada,3.0,S,578.0,O,Tenneco,30664.0
Eno3512,,Ontario,1.0,73109,B,10.0,4529 NOTINGHAM CRESCENT,Valenka,44.0,United States of America,3.0,M,534.0,O,Williams,2877020.0
Deb3513,,Omaha,1.0,v6f 1q1,,5.0,926 nolan drive,ODELLE,23.0,United States of America,4.0,U,593.0,O,Wesco International,3508278.0
ful3514,,Frederick,1.0,55440,,2.0,6165 alicia south,manya,73.0,United States of America,0.0,M,587.0,O,BMC Software,2137032.0
VAN3515,,Jacksonville,2.0,93538,D,5.0,24990 conier park,Syed,67.0,United States of America,3.0,D,621.0,O,,2909341.0
Mai3516,,Moncton,5.0,48237,,10.0,23563 STONEHILL STREET,Poulos,81.0,United States of America,1.0,M,799.0,O,Brunswick,429687.0
Art3517,apt. 398,Worcester,1.0,39204,,10.0,18992 polaris drive,Charly,68.0,United States of America,0.0,W,629.0,O,AGCO,3550282.0
BAS3518,,Norfolk,1.0,v6r 1u8,X,5.0,20000 forest crescent,NARESH,62.0,United States of America,1.0,U,830.0,R,Lam Research,435520.0
HAD3519,,San Jose,1.0,v6y 1u8,,7.0,4139 pace lower,Grame,99.0,United States of America,1.0,D,,O,Kroger,3082166.0
MTC3520,,Rapid City,1.0,90186,,2.0,23517 lenox upper,Eleonore,43.0,United States of America,2.0,M,353.0,O,Pride International,1988684.0
Gho3521,,Torrance,2.0,21256,D,8.0,23361 stonehill way,doralia,50.0,United States of America,4.0,D,646.0,O,Symantec,1257292.0
Por3522,,Livonia,1.0,40210,,2.0,16983 flagler drive,MICO,73.0,United States of America,1.0,U,738.0,R,Liz Claiborne,378210.0
Whi3523,,Great Falls,5.0,H2c 1y7,,5.0,3000 RIVER PLACE LOWER,Marta,,United States of America,2.0,S,659.0,R,Kelly Services,2366756.0
Yon3524,,Naperville,4.0,V6c 1q4,,4.0,19106 brielle way,Carole,37.0,Canada,5.0,D,611.0,U,Regis,555843.0
Key3525,,Bellevue,1.0,V6Z 1R9,W,8.0,16601 wayside south,GAY,36.0,United States of America,,,601.0,R,MetroPCS Communications,3022182.0
BRA3526,,Chicago,1.0,95152,,9.0,19171 meyers east,Amos,68.0,United States of America,2.0,M,841.0,O,Ameriprise Financial,1119543.0
Flo3527,,Biloxi,1.0,T6d 1a1,,3.0,8116 MARTIN UPPER,Behrouz,85.0,United States of America,1.0,M,603.0,O,Intuit,
MCC3529,,Omaha,3.0,85304,M,2.0,6496 panther creek upper,Clem,,United States of America,0.0,,303.0,O,Spherion,939089.0
vel3530,,Tempe,1.0,X1g 1s5,,5.0,22077 bledsoe north,NANCEY,34.0,United States of America,,S,496.0,U,ServiceMaster,3443557.0
GOP3531,,Peoria,5.0,V6d 1v9,,2.0,17819 archer east,Anne-marie,46.0,United States of America,2.0,M,442.0,O,Plains Exploration,3422350.0
OZI3532,,Montpelier,1.0,E7n 1g8,,4.0,6967 mcgill avenue,Sabra,95.0,United States of America,1.0,M,390.0,R,Curtiss-Wright,
Sch3533,,Saint John,1.0,90795,,,12977 turtle creek rue,Esmail,20.0,Canada,0.0,S,420.0,O,Eagle Rock Energy Partners,2018601.0
LAR3534,APT. 189,San Jose,0.0,95052,U,7.0,14526 SAXON WEST,Germain,23.0,United States of America,1.0,M,492.0,O,Group 1 Automotive,940008.0
des3535,,Irvine,2.0,V6J 1U4,,2.0,22501 PEARSON NORTH,Tamqrah,82.0,Canada,5.0,M,371.0,O,Cisco Systems,806461.0
rag3536,,San Bernardino,0.0,35874,,0.0,453 river terrace west,Leonas,83.0,United States of America,4.0,M,374.0,U,Reliance Steel & Aluminum,2610879.0
mir3537,,Hayward,3.0,55416,,3.0,2451 KNOWLES STREET,yueh,84.0,United States of America,5.0,S,395.0,O,Airtran Holdings,2164020.0
CYT3538,,Aurora,0.0,H5k 1p4,,5.0,6264 mills lower,JIN-YUN,68.0,United States of America,2.0,W,471.0,O,AECOM Technology,2645544.0
Lig3539,,Houston,5.0,60674,L,2.0,923 humble lower,GERRIE,83.0,United States of America,1.0,M,520.0,R,StanCorp Financial,1066216.0
BUE3540,,Oceanside,4.0,H2b 1u7,,1.0,1782 brielle north,brekel,100.0,United States of America,0.0,U,691.0,U,Smithfield Foods,780436.0
mai3541,,Las Vegas,0.0,64148,,8.0,453 river terrace west,CAHRA,37.0,United States of America,4.0,M,835.0,U,Best Buy,3302794.0
gub3542,,Evansville,4.0,06611,U,10.0,14776 st. phillip court,MABEL,44.0,United States of America,0.0,M,370.0,R,Amerigroup,1367899.0
Cha3543,,Bakersfield,0.0,M7o 1b6,,6.0,5397 gessner drive,Maryann,55.0,United States of America,2.0,U,464.0,O,,413934.0
Lop3544,,Washington,1.0,C2B 4X3,,0.0,16119 penmar north,Dianne,68.0,United States of America,5.0,S,358.0,U,Helix Energy Solutions Group,3266963.0
CIA3545,apt. 816,New Orleans,0.0,V6W 1T9,,9.0,8680 bagby court,Atlante,62.0,United States of America,0.0,D,513.0,O,Beazer Homes USA,945953.0
RYN3546,,Corpus Christi,2.0,06118,P,,16942 summer crest crescent,Angeline,52.0,United States of America,,S,439.0,O,Kindred Healthcare,2258809.0
Ash3547,,El Monte,0.0,92701,J,10.0,9205 burton rue,Deloria,3.0,United States of America,5.0,D,449.0,O,Smurfit-Stone Container,3094300.0
See3548,,Lubbock,1.0,90877,,2.0,19171 meyers east,Finance,94.0,Canada,5.0,M,538.0,O,Kohl's,3594007.0
FIS3549,,Peoria,0.0,46203,V,1.0,16415 four winds crescent,Agretha,82.0,United States of America,5.0,M,644.0,U,,2040543.0
Zur3550,Apt. 336,Waterbury,4.0,t5a 1q4,,1.0,9575 whistler park,Afke,23.0,United States of America,4.0,M,726.0,O,Exterran Holdings,
Nel3551,,Saskatoon,2.0,37231,,,5409 pemberton crescent,powell,84.0,United States of America,0.0,D,365.0,U,Int. Flavors & Fragrances,79859.0
hya3552,Apt. 410,Aurora,0.0,89506,,0.0,10232 OAK HILL WEST,Cassi,94.0,United States of America,0.0,U,399.0,O,Pitney Bowes,2711714.0
Fre3553,,St. Catharines,1.0,25339,,,12158 BRINKMAN LANE,randolph,5.0,United States of America,0.0,S,494.0,O,Newmont Mining,1318621.0
FEI3554,,Mount Pearl,1.0,h5l 1r9,,5.0,22650 marathon west,Hal,42.0,United States of America,3.0,M,379.0,O,General Cable,
Rod3555,,Hilo,2.0,T5D 1J9,E,10.0,23211 wood boulevard,roxane,56.0,United States of America,2.0,M,486.0,O,New Jersey Resources,1276869.0
Col3556,,San Diego,3.0,70130,,0.0,2416 fleet court,Mahesh,41.0,United States of America,4.0,S,616.0,O,Goodrich,2510876.0
Lab3557,,Boise,4.0,v6s 1r2,,7.0,10177 PECOS CRESCENT,lilas,25.0,United States of America,2.0,S,,O,Tesoro,1518487.0
YU3558,,Hilo,3.0,90116,,8.0,12036 chennault drive,rudy,15.0,Canada,1.0,W,743.0,O,Patterson-UTI Energy,3278102.0
Hag3559,,Fort Smith,0.0,v6v 1t1,,4.0,17026 durand north,Florida,11.0,United States of America,4.0,D,451.0,U,Casey's General Stores,828014.0
kni3560,,Jersey City,2.0,V6c 1v9,,10.0,9182 TRAVIS BOULEVARD,Paola,1.0,United States of America,5.0,U,784.0,R,Kroger,1246677.0
Pre3561,,Abilene,1.0,M7n 1c3,S,6.0,23065 SUMMER CREST CRESCENT,Jaquelin,96.0,United States of America,5.0,M,483.0,O,Visteon,1210015.0
pin3562,,Montpelier,,75237,,9.0,7648 peach upper,chick,15.0,United States of America,1.0,S,615.0,O,Sally Beauty Holdings,3675692.0
PAT3563,,Santa Clara,3.0,V6h 1u4,,8.0,6450 lemming rue,osiris,84.0,United States of America,,S,631.0,R,Dillard's,1827140.0
Tou3564,,Lexington,4.0,97303,,5.0,4824 sheppard way,Brigitta,85.0,United States of America,0.0,M,782.0,O,Discovery Communications,2645224.0
nab3565,,West Covina,5.0,79106,F,4.0,7343 SAXON RUE,ELLYN,36.0,United States of America,1.0,D,825.0,O,CSX,3469329.0
Scu3566,,Orlando,,V6v 1q7,,3.0,19615 ingersoll rue,CLAUDE,96.0,United States of America,4.0,U,564.0,O,Dresser-Rand Group,2113282.0
woo3567,,Livonia,2.0,v6c 1r9,,9.0,18582 PERIMETER BOULEVARD,Cathryn,42.0,Canada,5.0,W,484.0,O,Anixter International,1073250.0
BLA3568,,Cheyenne,,V6j 1w2,,4.0,3778 LAKEVIEW WEST,Bam,38.0,United States of America,0.0,S,548.0,O,DST Systems,
ban3569,,New York,2.0,46236,,1.0,10970 HAWKINS RUE,SHAY,31.0,United States of America,1.0,M,745.0,O,Harman International Ind.,3439033.0
gia3570,,Carrollton,5.0,07113,,,18947 fresco lane,jesse,38.0,Canada,4.0,M,332.0,O,Consol Energy,1023516.0
hen3571,,Hayward,2.0,V6P 1R3,L,2.0,6967 MCGILL AVENUE,Daveta,24.0,Canada,3.0,M,402.0,O,J.C. Penney,2453594.0
SWI3572,,Amarillo,3.0,h2b 1y3,W,9.0,9400 juniper west,Ulrikaumeko,8.0,United States of America,3.0,U,415.0,,Fastenal,3106263.0
dav3573,,Wilmington,5.0,M3V 1J2,,4.0,20263 APOLLO DRIVE,Pradeep,60.0,Canada,4.0,S,627.0,O,Lincoln National,3315581.0
Byk3574,,Los Angeles,3.0,37423,Y,7.0,21064 NOLAN WEST,Christie,32.0,United States of America,4.0,S,758.0,R,CB Richard Ellis Group,2229667.0
Win3575,,Norfolk,3.0,H7e 1t8,,9.0,3312 PLUMMER STREET,mrugesh,90.0,United States of America,5.0,,842.0,O,Auto-Owners Insurance,2202803.0
san3576,,Des Moines,4.0,76705,B,10.0,10585 JENSEN PARK,TUAN,75.0,Canada,0.0,S,452.0,O,Centex,86609.0
Hol3577,,Des Moines,0.0,V6Y 1S9,,1.0,20506 ardmore street,Michell,88.0,United States of America,1.0,M,480.0,R,Harrah's Entertainment,3663817.0
DOC3578,,Arlington,5.0,M2p 1d9,,2.0,11833 applewood east,Takis,69.0,United States of America,0.0,D,352.0,R,,3268068.0
pas3579,,Hay River,0.0,19179,A,2.0,2674 cormorant upper,cathi,6.0,United States of America,5.0,W,,O,,1325490.0
Jer3580,,Rapid City,1.0,45432,,8.0,12635 olympia east,yukihiko,37.0,Canada,2.0,S,558.0,O,Newfield Exploration,2031302.0
Gar3581,,Provo,2.0,H5k 1q1,J,9.0,19560 weller boulevard,Jordain,100.0,United States of America,1.0,S,725.0,O,Molex,401346.0
Liv3582,SUITE 476,Chicago,5.0,92611,,0.0,24555 rexford north,HANK,,United States of America,4.0,M,405.0,R,Lithia Motors,1690008.0
Pat3583,APT. 803,Newark,4.0,99583,K,5.0,4349 royal south,Tessie,69.0,United States of America,,M,576.0,O,First Horizon National Corp.,79069.0
Pil3584,,Madison,3.0,99732,,0.0,11117 archer park,ADRIEN,55.0,United States of America,1.0,M,753.0,O,Belk,60242.0
OLS3585,,Scottsdale,3.0,t5b 1v9,,5.0,11183 COUNTRY SOUTH,Dona,17.0,United States of America,5.0,M,845.0,O,Priceline.com,1992252.0
