St,NumCreCa,LaNa,AgID,Co,Ge,NWo,MaSta,Ag,CreRa,Ci,Em,MiIn,NumCh,FirN,PoCo,AddrLi1,Inc,AddLi2,NuCa,OORFl,Pho
AK,5.0,Uujrcemf,Uuj13481,United States of America,M,891465.0,S,56.0,599.0,Billings,Bemis,s,0.0,Vdkcmodoxjrn,WHJIXDVVVS,Tmfigelrrvnmfsekrsznwbk,71613.0,Nehfzgiugqnkrrckoiuojwuoarbqcxbcqpfvsqttetjpstqdhtyvpkfyccw,2.0,O,1-586-441-2602
NC,2.0,Gsplxkqctylpylolslm,Gsp13482,,f,166571.0,M,76.0,837.0,Lincoln,Sanmina-SCI,Z,1.0,NHHBHUJKC,VODCRWFG,Qktmsquwhpmefx,246457.0,Tdcoqghrerqvvtrwivcirdvmoqph,4.0,U,1-733-849-4403
CO,8.0,qhppllixlwtcpoooauyicjhed,qhp13483,Canada,F,2872636.0,D,51.0,680.0,St. Petersburg,Goodyear Tire & Rubber,,2.0,Taqxqwgxksryxrssr,Qolecjav,Jcsudnvqpznkwwoswtspzavqfejivteouafbvixwhzcuasidgiftidofpyanxztpyxotdqacuqtilmg,138594.0,Zjmzctuaezjoqgtimeugfdvakvwcncbhzwevlhohyeigurazdtehxmay,2.0,O,1-979-182-6216
MO,8.0,fjjsgaldcctjddxdh,fjj13484,,m,2567551.0,S,72.0,362.0,Lewiston,International Paper,,1.0,wiywwqullsgsmtaiailoyffqldt,NKOVUZQVYR,rnbtiefzkswsxompkqjpyrbvgwydehwdzdevgcyrkbdmjlxrtuxlkqzaag,55141.0,Bwwnflcpdsyopeiswflqindifzpxslq,0.0,R,1-711-798-9515
IN,7.0,Celzxcyrjih,Cel13485,United States of America,,2602632.0,U,13.0,471.0,Halifax,Eastman Kodak,m,0.0,Xnpcisnqwxzmw,,FQUPDFVFSCXHMJORATTJEYYHEELRFBXKRBWYGTDZNPAMPPL,157678.0,ghpdrybrtukksnzjgtatgyvinffdihaieopxmintvygrijgyaeheyvvjyjqijycmewelvzfy,0.0,U,1-202-123-1049
Quebec,0.0,Yarnjefbkcdplvdocpjznriemhb,Yar13486,,F,1070957.0,M,25.0,749.0,Las Cruces,FMC Technologies,t,4.0,Pjixvuomg,ideskroh,xocvoclnbslivwxfvdjzcuqhqhllmhqaugmtc,412324.0,zplhzyjc,4.0,R,1-483-768-4607
TX,5.0,FVDFPQVWGACP,FVD13487,United States of America,m,3918351.0,M,32.0,,Albuquerque,Analog Devices,t,0.0,Axoehzmnxqxzyc,Huhah,Xawmcbqqcqbroqsyfffxnfreihstlvgodsjavbelywjloci,37291.0,ghojeblmgvfctpyzdthomw,3.0,O,1-633-034-0817
KY,6.0,dssbv,dss13488,United States of America,f,2864164.0,W,,586.0,Gary,Hawaiian Electric Industries,,4.0,Btvvyvjjlcmwwkcgwmhbfrxkzkddwi,nyzcglcbnylm,,128730.0,,1.0,U,1-704-905-3378
RI,1.0,wqvdctnqejjbpxquuhixej,wqv13489,Canada,,1929674.0,W,56.0,619.0,Jacksonville,Bemis,,2.0,Pvtdgzmiv,Pxndh,PKSYCQOZW,370457.0,Vswhwnsfjipnibevwrotryrmpywenqktfxyqhuznpcvjuktswxirqtzjekhujudxhu,4.0,R,1-396-986-1220
Prince Edward Island,7.0,Aaxadshdseyqrexilr,Aax13490,Canada,M,1389537.0,M,68.0,498.0,Kitchener,Pool,O,4.0,Vojyryeoilnmqtoooakwpcxchtwgt,Feggudp,QLYRRXWFPZSLJOBQEYZOURHNCUEJWGPWGZCYEHBJLM,,Erwzfsfljjehglsjlecvwmohvxudveasshesbhadiocsrotxyxweikqlftmwstvjkixpltjyhgiqpj,4.0,R,1-807-531-0442
AZ,9.0,Hydwosczbhvrsquaauzfxqshbasmyk,Hyd13491,United States of America,,2921462.0,S,37.0,651.0,Rancho Cucamonga,American National Insurance,,2.0,ubqrtk,bwfttqhb,EYIKLYUXLXWDWCANYGTKJFEQIKQBRCCUAPGRRXHOQOUAHZHSGIQGDLDDDKEFYN,74242.0,SROWS,2.0,O,1-802-942-1152
OR,6.0,Nwmvvkmvcvzotok,Nwm13492,Canada,F,2908407.0,U,96.0,484.0,Missoula,Ametek,b,2.0,Qkkbxgirsq,cxeidb,ncsyopzkrhnktoxoyldnmt,179487.0,Uewzmwkbtkuocpfpadmkcouavrbwutcowvw,2.0,O,1-680-129-8685
VT,,Mpybauxvuwhwooakmmmfgmafvie,Mpy13493,Canada,,1406827.0,M,85.0,,Modesto,Bob Evans Farms,g,4.0,NVOBJM,Acqdijhcv,Shrbtxeaxqnjtzqcpiejksnblnldjdwfqokktsvnnysgexltfevbmpyxvtqaxaetambdmwvmaz,244651.0,Jpltlfcqzwshxdpnmemuqkwuixdhnikupmtodjvwrcwpmeujmtalpjbvqqzglxarcogvvouedc,3.0,R,1-572-232-4927
VT,6.0,Ctvfh,Ctv13494,Canada,m,,,60.0,841.0,North Las Vegas,Carpenter Technology,,3.0,Dgvsaozaaqdqhoihlfjou,JZPUTM,uvqyowugmraiufinppvzofmplaynaakbtmzzfqrlcetooxfmpgmvlzctnixxxxa,100346.0,Zlzekejycvy,5.0,R,1-056-861-0811
Newfoundland,10.0,SZNSUKZYNAWMGGUZPX,SZN13495,United States of America,,1518821.0,D,96.0,319.0,Coral Springs,Watson Wyatt Worldwide,E,3.0,jxtuqxwtiq,LBHOPALEFY,Fxaeghvdomawcvvfeekyonucptbegzmozxobdjfwsolkfbigoafike,491593.0,AHCJTABBQNQFMBJZPAJQXYAVINLXNFKNWRSWLRRTKVMCKTFVJELBJVKMPI,0.0,O,1-042-100-4933
Alberta,6.0,Jiztrc,Jiz13496,United States of America,m,,S,65.0,718.0,Cheyenne,Abbott Laboratories,c,5.0,EMTBEJXRJWPFNGRCEVNFHLCHN,plcqfspxjs,Wtalksicvvautsrgtegbmniiiwimnte,380249.0,Acsjtopljgalnvunddclowxmrfsysxpbwizxmu,0.0,O,1-125-604-4438
Newfoundland,7.0,DLTQTYMWLRFI,DLT13497,United States of America,f,1650458.0,S,0.0,506.0,Lubbock,Emerson Electric,H,5.0,Gqhgpicweeruclshg,vfmezgb,Eamsoinjwbvyjweahyajlmrbzzfgjfkeomwvmsjbelpbiqf,187814.0,WLLUNVJZMPQSYT,3.0,O,1-941-703-3634
TN,5.0,kikcmvjew,kik13498,Canada,,707359.0,S,97.0,833.0,Las Cruces,Host Hotels & Resorts,,0.0,UAKGHCFFKLGFQVUUEDVOCYQQOXJFZ,ASWVZB,WPKLBUTQNQBS,74208.0,pvjuqmjcnlengbicvuygkukbwhkrdoogisod,4.0,O,1-628-769-0512
WY,2.0,Ttktfuildblyxzc,Ttk13499,United States of America,,1761663.0,D,61.0,,Kitchener,Northeast Utilities,b,4.0,Ofdrgysgb,Njvwqm,Rajthwqcivphfsjacdrlgiadgjjl,118005.0,dlxuspxcxbkwtscemdohofx,1.0,O,1-745-587-8470
OR,2.0,lsmnphahoubidmgczfw,lsm13500,United States of America,,3543735.0,W,58.0,766.0,Madison,Dillard's,F,1.0,jlnrpnxxqayzobfw,vxrcrftpjvkp,Bfbwoomkrzkududbpspjlruborxkaqbedcequdvuerlq,191030.0,wmbtg,4.0,O,1-394-919-0688
SD,1.0,Lxdctcnplohusgddkmvswdmyaod,Lxd13501,Canada,f,3895099.0,S,7.0,844.0,Iqaluit,Pilgrim's Pride,K,4.0,FNQEXZCLGZYDEPDRVFVJSTTQPDPQG,Qfshbkl,Clsqwhftjjadxitrpciwqjrbvbeiuiizwpcodizfdwfwwsvbksfakwfzjfztys,58702.0,Xquruioalwchwrggeayzdegratrtfoob,1.0,O,1-522-103-3086
CO,4.0,OCNRFIWRDOON,OCN13502,Canada,,845840.0,M,73.0,320.0,Lowell,Comcast,J,5.0,TGAEWBOTAFFGEFHPQFPVSB,IYRRRHADAHEG,Cmcmqazvwaufgvy,4782.0,lwhcxipfftfqxbxuppqnkudzudooxfisvsshriipovd,4.0,O,1-178-650-8044
OR,3.0,WBVFRJHHMH,WBV13503,,,1872635.0,U,18.0,485.0,Fort Worth,Procter & Gamble,t,1.0,ZWRSEQJHAFDFYQQARLFGECFEGCSCAF,Eijmyni,Eurtfneelbftpcqsiclgqrggfirdrmajowycrzmlntlpyggwuhmelyzkphbbqzrzgylhrhycrzbjlfha,351608.0,Gnkgohnilgrcwdfmlruwpxwjgpeiptkxwmat,5.0,O,
Manitoba,7.0,nydbjbkjixh,nyd13504,United States of America,M,1884289.0,S,83.0,745.0,Sterling Heights,Brown-Forman,v,1.0,IEOPBLLNIRIRLLNCQAD,cqifznhdhv,Bvqroumjgiapzyharllligxicatvskm,51088.0,Znhpgkolksvnbvtajnrhaofamzntqyihsqukexjtxjdwpqhoplnxtec,1.0,O,1-083-498-3822
KS,8.0,ITVTXUPU,ITV13505,United States of America,f,3866617.0,M,5.0,730.0,Inglewood,Whole Foods Market,,2.0,Glgajofrqhnloirywrnebebddqp,Pceuhryfv,SENWLLJFFMFBPVHAHEDMLCKWXOZ,168224.0,utpefcnwpohhuapfibkrgttg,0.0,O,1-539-508-4697
NM,5.0,Fesfxrhxbtie,Fes13506,United States of America,,3888621.0,M,23.0,662.0,Las Vegas,Pitney Bowes,,0.0,YCYYIKLMPT,aaaqukcicdjf,Pvgxkouyvzb,455656.0,,2.0,O,1-586-699-5726
VT,1.0,Jbiwziuoctkx,Jbi13507,United States of America,,2039174.0,M,94.0,833.0,Sherbrooke,Mattel,H,2.0,lygmlactm,Ephesijxz,Lrnnijl,353881.0,Vchqeexmoiodautgtzi,3.0,O,1-060-166-8883
CO,4.0,lbwfhrdmgugil,lbw13508,United States of America,m,1357803.0,M,20.0,358.0,Cincinnati,Lennar,,0.0,Syhrbqvejyzvyiuwunglbktwh,Ewrxriqfymhu,,299320.0,gafrsbglshrvsekaddsic,1.0,O,1-060-342-9196
NV,4.0,GSNSOCKC,GSN13509,United States of America,f,778633.0,S,90.0,511.0,Provo,Sherwin-Williams,V,3.0,Vncrtgbvhtchbpl,Lvchwvnvdkan,nieblkcogyeegxyuftnl,381525.0,Epjmbpevlcjfyeneabkfonlohebfeopnzfgxuybitipwfbnb,3.0,U,1-482-082-6130
CT,7.0,Qeunziuhsqwphwrbt,Qeu13510,United States of America,,2728861.0,U,35.0,513.0,Gary,Masco,,5.0,VYLJKSFBSW,asmdjo,Fkzhwychbeqioyercapozzmqeebezcueanjbgkgsjrujlyejmqmbevgerjsqjqmm,450394.0,xcjtpbdlwqcpaifiuzflkykqyrexbovahtddxveyjqtnnkzoxwcjkjmfijwojubzwaqglroztycggoy,2.0,O,
AZ,2.0,adwcrpqmartcxyqixnsow,adw13511,United States of America,F,3806206.0,M,29.0,689.0,Chesapeake,3M,,3.0,Dwqluegvgefwuzvgfpyifohfv,wpjnwskmh,KIVOBHCCBJRJMXPJNLHQMQAKGGXDLBXTVOYNUSXJKNZJSTNNPHUZYMVKAJWGEKBOJAWFTDA,362507.0,Brakalldljgewudrgjcijwsplfwsilohkxceqeqkh,4.0,O,
AK,4.0,WUENSJHTEASJVIMXZ,WUE13512,United States of America,,2431184.0,U,10.0,799.0,Glendale,AMR,,2.0,Kcqmlrglauu,ylbkokn,PXKBOBPVKVSXUJJXHHXUBLCHEYYHMHNQBGSWHFIDMFDEESSBRAMEPXVCCHBWB,406881.0,Kryjjswfnongixyoehrylhkllywlgpzjgktqllrvjasknwerkhekckevjhjflcgrpqhfxbn,5.0,O,1-090-245-7095
British Columbia,5.0,Gpqidedjo,Gpq13513,Canada,m,2941410.0,U,17.0,678.0,Biloxi,Radian Group,k,4.0,Nijpngarmxkrzgmmo,znlpzzt,Rmmazbvkdppxhddkeygebpxdpibmxmjobjnkkqdpvcsfpjdrumjwbgbarljfjmclwzrmcm,4446.0,rlwzgpxjumbyqdxckprrramjtknz,4.0,O,1-260-375-1481
MI,3.0,Vytiy,Vyt13514,United States of America,,84480.0,D,14.0,666.0,St. Petersburg,ArvinMeritor,o,3.0,SQDCWRPYDBKYDHTKISCCQJPRY,Vawwyebm,Jolvjbrtcsethgnzgyhewbrkzxhrdzxvufnsehutvfinkhatalawdttguzrjoliohnoypcikkjcrwcpj,,Cmqfdjvwqquahvcflzyojjxqnzfvgmharkpfjjjokvwtzke,0.0,,1-432-120-0459
ID,6.0,ylstzdexzsqu,yls13515,United States of America,F,2939892.0,M,98.0,354.0,Phoenix,,B,2.0,dsbgnycgycnleybmbs,Cyhsq,BWUPCWTLEHKLYPGMDWMKFAEHNSKGOPUHVYKMAVSKYXVNLQYWTELIEBU,52963.0,ooajbyxvvuxlepcbmt,0.0,R,1-255-382-8281
CT,4.0,dcavdgrqmgxyugifo,dca13516,United States of America,,1141828.0,M,7.0,442.0,Durham,Bon-Ton Stores,N,3.0,QPTGNOAVMURLEURGD,Vzjuylpcjap,Lxabxteyjjlidkaqvejolgsjctgfeehcqhadqcayifqldvimh,48624.0,iicvlyjmfyzvwbvotpsetdfg,3.0,O,
IA,8.0,OGAUVSRATGUNZ,OGA13517,United States of America,,,M,92.0,808.0,North Las Vegas,Autodesk,b,0.0,Msbpxmu,kucjerinwr,cvevebpyzjjccjriyfcq,127598.0,Lgkgispjqeksxzjhzlabrzkaitbpqvoepkvfuxxuetcsywnvrjppdotepkuswdmpszqnjreeisvicipd,5.0,O,1-950-497-0045
Ontario,3.0,Ubtvyvkeoahhmmdkrlrawzjvuxxb,Ubt13518,United States of America,,1032884.0,S,59.0,615.0,Lakewood,Devon Energy,,5.0,Yatljsjptbpzcczpuqtmusgghvli,Rgznd,Aweskwrywrcvaawatmjnplxwwlugagifcncwagjvkyzthifpgkljdmfnlknbggwuwrovjrqtelhzrghw,394393.0,Nklvqobmtdkvjopycxicicl,5.0,O,1-550-617-0258
LA,5.0,Ckhkssmqp,Ckh13519,Canada,,2677195.0,M,98.0,672.0,Scottsdale,Airgas,,2.0,oztvqugevleo,Siwyahkebnl,pthlzndkcoortgsjjcjxqvanybfgdbballaqwbvngcacmltdvpy,,FQTKSFQOWSBCJRXFLBYM,5.0,,1-424-372-1915
MO,6.0,VEXVKYRHCJSLOCWKVTQKEZXS,VEX13520,,,2533105.0,M,45.0,371.0,Newport News,Curtiss-Wright,,1.0,Ikbil,qjujuysmezz,yjqmmuucqappabmsdqibviaelyziutdkalsdzdplubmhmefedwjkimcdffkiwqpkhqgtbhswo,475668.0,Yxwfwbubbvscaeejeudwarcohwvjoxryivsbrdqumilbkdl,3.0,O,1-539-511-6100
AZ,3.0,Wznermsgev,Wzn13521,United States of America,,3216748.0,,8.0,463.0,Moncton,Newfield Exploration,,5.0,Dcakzorrashvuiizqzwwov,Yvncplr,IXVKRGDBZMMBUBEDXNPCMIWPBCPXFQBBMQGYRXRUNNTYQMPHNSXGKUCOOAAB,433266.0,aqomtjjebejarumksnfxpukdlqpi,3.0,O,1-287-973-8395
NV,2.0,Bqavqulgmfjzdkxsrzn,Bqa13522,United States of America,,1104090.0,S,23.0,679.0,Arlington,Avon Products,Q,2.0,pbfbacoikwtnnmphdfamhca,fwvsviiflg,DDHIRJEYEKNQYSRVCPMYULZWRVMYFITVJPJ,354223.0,yimyhqxqvdiawzelyfymwdvkncpgcwkiuvkhvhukqwathwpakidnosfjdauw,3.0,O,1-062-872-4901
MT,4.0,ovvuts,ovv13523,United States of America,,2997988.0,M,46.0,547.0,Santa Clara,Entergy,,5.0,FVYOGNGLIBIITOYNTWPROOTCMYSKI,Owkmltdgc,XHVDEJDFDWKIIGZOUSPJSRTO,19152.0,mxwhsylcrrliuueahmmjulvpuvvjcnpvogxhizqmxrn,4.0,O,1-945-561-4162
NY,8.0,Qvshd,Qvs13524,Canada,,2056015.0,D,86.0,,Irving,R.H. Donnelley,,4.0,wgmfbfvgz,zlboyxxyksva,Tljgxvlusdtddrdataq,,Fojaufqdbaejhnehsnvvvvrvtlbrstjwckoldnvfhgnptbmdglbfgykdzizkmq,4.0,O,1-879-587-3035
VA,10.0,Recvzwrdbjmnywklnrzaxqifr,Rec13525,Canada,,3379610.0,D,,,Boston,NRG Energy,,5.0,Azprjnikfbfgepdh,IDCQCI,VHYBJYWLRSOVVNIKIOGYQIRVJFCDWDOHXOOOWPKWTU,,Pytrmebhwcggyyifxjawnuoiwhqmwrubbdnekvwqoaaivzgftgoocmsfc,2.0,O,1-929-518-4038
MI,8.0,TVDWPIGYG,TVD13526,United States of America,F,3482102.0,U,5.0,747.0,Sioux Falls,BorgWarner,,5.0,wnreqa,LHMCUBCQ,pbixxaskycccdfnqceqkfrvxrgwedklckle,158014.0,zpnwchqqswacmyqqgceuviluyqf,0.0,O,1-692-509-7098
IN,6.0,CHFBDYYRPKSPCUNCXNA,CHF13527,,M,358575.0,U,95.0,599.0,Bakersfield,Coca-Cola Enterprises,y,4.0,Mbiasqgnpfdvjblogyiijsggzwiwa,adouhiw,,127297.0,,3.0,R,1-967-105-3945
AZ,9.0,MOYPODXAPACLRMLHOGDI,MOY13528,United States of America,F,2967131.0,M,26.0,365.0,St. Paul,National Oilwell Varco,F,3.0,Dbqnk,,CHBBFFHELRGCEARE,253770.0,Rhpdrqzqqxlxg,3.0,O,1-667-479-9813
NH,2.0,TARLOMXMO,TAR13529,United States of America,,3932625.0,U,,,Erie,Pantry,b,0.0,CQBIRDNXPSAFAHEWNOEITQCLVIGUXX,jrgpoapi,ftnmgmwoqmen,283051.0,Aoofjndaqbizmcsljpkgixhqisxwkklioiqwopxpddbzbviakrkrst,,R,1-213-458-6341
AR,9.0,qopepygpmpbwvuwvosszf,qop13530,Canada,m,455996.0,M,23.0,766.0,Nashua,Tyson Foods,,1.0,LWGGNZKCBGKWIDDXXYRXOQIH,Anhvoayrgpqx,Wpsnllshbndxeymwievswsnnlnvdiacbqifnroesjkfjbxbuzasjkdnpjrgasnslqvtxbhfqwffrz,408988.0,bkqeoeerkvacnalkwcfphoeotpnxrravcrhkubqsjgertjuypgmjzrxsyzjcickpvyc,5.0,O,1-976-099-9461
MD,10.0,Owncrvcmvmsrcojetcejhijxeexvqu,Own13531,Canada,,241123.0,S,40.0,425.0,Orlando,Itron,I,5.0,TUDHTTDZHPBELRHMDWDWV,,Ipngkvgmfcnrlykbgwoclswgj,418202.0,Zkmistmhcrdzerumuatvnetbruwfvwufagiuputowepnhaliuxtjovsknawpbeivoiixubk,3.0,R,1-141-754-1368
Prince Edward Island,5.0,lwhmwryacaoppylpgnrbnons,lwh13532,United States of America,,2259225.0,S,39.0,430.0,Modesto,GameStop,,,hndfbbwscmtadhyvpstaebzkmbeau,Xttxfitifhh,Ayukjevdwkcstcehjpdicntbcnlvlscgspb,327279.0,QEUYMPCGTVKKAFCQJVKDNWKCEKPNLGNYQGIVBLCUDXVBHQQLFFQACBDLIMXLTVY,4.0,O,1-241-825-2620
Saskatchewan,10.0,lapeixhmyqdedhmcawotdatvk,lap13533,United States of America,,2305714.0,U,18.0,479.0,San Jose,McKesson,,0.0,Vhraomrssvmrujk,Lkavelvbhlom,gsxlrxtw,475419.0,Imroofcmbgflaqenvjgohweqnpfwdsyrzpqbhknxldjon,2.0,O,1-200-793-3762
KY,2.0,Tjszpopdehm,Tjs13534,United States of America,F,3060058.0,U,2.0,674.0,Toronto,Equifax,Y,0.0,LXJQYTVRMAYSLUNW,LFXRLVTHFI,Yekdgxvgibdogaqrzcigaqyfleoatnmetteojpyiyoafwuicwfbznwvmhqzuzshrjocdlyrduq,23658.0,Gktwtjpzjhdfbgyuwacdvmpflvyurrdoozbhwg,1.0,O,1-048-377-3380
FL,9.0,gzihglizjpboridkktombgzseaais,gzi13535,United States of America,M,,M,64.0,416.0,Huntington,Ryder System,,0.0,VLURVGGXWAPR,Qvjttqwx,Uzxuwpbdbeylpfbdcwggxqxvpzyhrjfvckrdormtahtaylwpwgyporbovlwueaizktmewhpobyjnb,289708.0,URSKQXJE,5.0,O,1-447-707-7030
HI,8.0,TRJNHVSFWSINXVBCJFTMQKBJJZ,TRJ13536,Canada,,2762973.0,U,,826.0,Ontario,Air Products & Chemicals,,4.0,Leepcxjpkrwrfudvvlnl,Xhqlrml,DWWPA,170748.0,vffimokbjpjozsdiobscfzynrqhykafthxvdxgxltydxwijxaeugtngtldkaiswpulpmqgbqpz,1.0,O,1-164-892-7234
NC,6.0,Yjuwegtpqukyhkxqducoselpscfh,Yju13537,United States of America,,550058.0,,89.0,491.0,Frederick,FreeportMcMoRan Copper & Gold,,0.0,XOMLJXXZQHWKUQTAXFKAOZSCH,,Cvixcxzyrinzxejqypjlpnoy,125260.0,mralelxvthpxigzxeadnotmmjsnrnhj,3.0,U,1-083-422-1085
VT,10.0,Gbnvfajrwsssrv,Gbn13538,Canada,M,3313252.0,U,30.0,698.0,Escondido,Rent A Center,,3.0,IAQHULVEFLMIQAEROKNPUT,Cvvftodwwvb,kfslubzduipliebhtcj,51635.0,Keqoubcvxucllczqh,0.0,,1-836-001-3798
Newfoundland,9.0,wjemthzytqrqftyatgvqgbyrxv,wje13539,United States of America,,604063.0,M,75.0,736.0,Mesquite,Host Hotels & Resorts,M,5.0,ruqzzfjwe,EMKGPTROKXF,Nhkxqwxlnnlfivrpyxlghpwewokdglbaohqkqmdodrtcukakhswhlmhyxxbwnb,337050.0,Vhzkjhedbqtgxoxsibqrmvsrcaczvzioxyowrlntvfvad,5.0,O,1-500-261-4234
Newfoundland,0.0,Eqflhosuzxzimhfxiggugjhtgyhwk,Eqf13540,United States of America,f,785438.0,M,84.0,426.0,Mesquite,Covance,,1.0,ijyjadxwuunoybsvdgfwosoafqgq,vspme,Shglqoouriwtprkewcluwcdnteigbvfouxwhnm,465275.0,Fqthyehqspkrznrmrssusoptuijxtyqdbpbpuwjztocxrkietkznmuxlijybjkutlogdoywgml,2.0,O,1-368-532-0597
SD,3.0,rmvtefi,rmv13541,,f,1346098.0,S,73.0,421.0,Garden Grove,Flowserve,,1.0,Udxhkt,Mzifskbayb,uoixroihztbmsbokaibwdxcudjdykcsaftgpnldmigcc,335471.0,HMDOVYYPKBWJWYVDXDRNGHBYNAQNSPMEPWZIQGLSWAGWWXBDHMCOUSLIYAQAYOYWHE,3.0,O,1-594-327-6421
NH,6.0,twqgwktaeupwfldtkuepixavpjxl,twq13542,United States of America,F,1725564.0,M,43.0,421.0,Fort Wayne,Temple-Inland,,2.0,Polsgtucvygxlikpaxziwn,wwvjmkcyxy,ZEPRDC,29266.0,Wdapkblhptrkvomwwrhlcfdwvblnihoswduiabfnfaeycgkxykhftcxpxrconqxojhligvjghuxmo,3.0,O,1-202-267-5345
New Brunswick,10.0,Wtoxsiflfexfaupvc,Wto13543,Canada,,473541.0,M,89.0,668.0,Baton Rouge,Procter & Gamble,Y,3.0,Ktikmc,Mdmkwgc,Cpsspzmnrhridpuneisrduxfyhznkmremmseryqdjvdz,248351.0,Znfmgsibiwwqcvlkxuknlqclgsduhtgwjztdwfpqi,4.0,O,1-306-474-6135
SD,0.0,Opiqikrcjqwkxgzsdmaudolgt,Opi13544,United States of America,,2944042.0,M,83.0,385.0,Toledo,Diebold,t,4.0,AFSTKVDIABICCMGCDQTFYRQUA,,Nkxbmnxydzzdxngpz,309799.0,ZCXGPINPLNVYMZMQSXPNYNRCVIBWIFPYOWCARKTLNALMVGZGKED,2.0,O,1-429-837-6223
PA,1.0,Bthniazlkcbtybdbf,Bth13545,United States of America,F,3344240.0,M,13.0,365.0,Rancho Cucamonga,,f,,Ogvewbzcojokaimoj,Tppxxjslgbdu,sjxcryjlvizjxjckvhqqrnohakklbnrjkruoxppoxpjksenmbkyfzmsindmptwgawbaekzvaknnwkndu,175432.0,rqtjdchiudnuchvmoxukzoyzbmhtzlihbydanifrusvshysnlnbfoueutmgforkuyphudxpzeormdj,2.0,O,1-558-657-5664
WI,4.0,Sqttwdrbsczsmycnbswlaiuom,Sqt13546,United States of America,F,3841833.0,M,68.0,322.0,Pasadena,Cimarex Energy,,3.0,UZBTYYXRMP,cvenjdkqrgoh,EPXNBTKCRVVCOORLIIXLHWADBRNDIVMFACYWODJPHWLHKEYBKT,73839.0,PMTHZGDCCKTMYCPQNPADRHL,5.0,R,1-467-726-0174
VA,2.0,Ioouaflmrhcehotzqqeczicxbb,Ioo13547,United States of America,,149715.0,U,56.0,312.0,Thousand Oaks,Deere,k,5.0,imencxf,Normrf,lrykzrvdcsihgjsgstlqandjvmgooxyoj,242588.0,bgpmtizflntgrfp,0.0,U,1-279-265-9559
WY,3.0,Divqujoejlpwthraq,Div13548,,,3414188.0,U,66.0,349.0,Washington,Northeast Utilities,p,4.0,KYCHGMDSKKAJCHYOGM,Sqwjs,ZVTSTSZDSVKAKAZHDHZZRQPMDANJVKBWGKKYTIUHNEOEE,73203.0,Qeezdeyquhdjfkdwjvlmeroekgftmdacfwupkuoqgktnwkaojlzvfymjouapky,1.0,O,1-349-947-7813
AL,6.0,TIRBTSVZQTIVWUFHPLI,TIR13549,Canada,,3470304.0,S,51.0,766.0,Akron,OfficeMax,,4.0,Cfanils,Iedvhwnpplvu,Ujcvtecjzkincjxcrptzqyghqtogbgvxohuyyobsl,,Ozxxnffvtmwpwubvngjlezfo,2.0,O,1-287-259-1073
IL,10.0,Tuwufotrlterjwlkinieuhdg,Tuw13550,United States of America,,114133.0,D,77.0,301.0,Montpelier,Chubb,H,3.0,Quemp,Caclqoh,ZYSPPTFOHDXJD,48428.0,VOXGSDXFNWDEZUFFFCBPBSSKYWFBRQGGOCKOBGRDJIPZAMQLXCCJJNXNGKMSOSWIALBRKAGAPLZB,5.0,R,1-231-908-3245
WY,,MYNRGJATAVQGPPGINVNAVL,MYN13551,United States of America,m,42894.0,S,41.0,458.0,Toronto,Illinois Tool Works,,0.0,Tbpqtkcqifwxyzdchunmbpq,HDKRFYJY,ahrgz,160179.0,QKNUQGCBKYSTIARAUJ,3.0,R,1-430-767-7716
ID,5.0,HIEUWEHHXLWSVEYNYIGJSAVPRKA,HIE13552,United States of America,,1558114.0,M,41.0,838.0,Manchester,Enersys,F,4.0,Xsfcxyokiaeoesfa,YAQTRS,Mnrjwooosxewlirlbkgarnnmdcgsedfunvdxocjnrumhbncxdnxjptckcjgxrhecitutkdy,281355.0,MTFUXJQP,4.0,O,1-590-245-1742
IA,10.0,Wuyjvgeijesvqkdwmzbvbplciv,Wuy13553,United States of America,,478978.0,S,27.0,547.0,Dawson City,Allegheny Technologies,,1.0,SUHUYYUCGA,MOMCA,,491671.0,sahpqvzfvksmxnoamizuxvcbreszvjxlsxgphjatnawgkbt,,O,1-298-954-5155
MI,,SRRYOAZAKORGFEBQKALAYIUTUGFP,SRR13554,,,1788946.0,M,88.0,790.0,Providence,Pep Boys,,5.0,itdcdbygdqmrpbeyez,Hzmphqfmvqr,Tfudumasizz,84628.0,VEKOCKMTUMXIAZHQYQJCSJVFTTXNLCQNXOM,3.0,O,1-558-311-7952
MI,0.0,Tsqbcorjipekvoxns,Tsq13555,United States of America,M,508867.0,M,65.0,,Palmdale,,i,0.0,Rzgltwdhoxf,XIBHBOEFK,Geqwgdllkwajhtqxfmiowtlbpunhjhrufbwsqsmjshageapqbkj,175054.0,Fxidyykglhuolddjolnjkjnmgpnkuhjbftojgpfgkiljfyefsmpcgjtfs,,O,
NJ,2.0,XDYQQIBJTQKWVFEUENTCWAQVQB,XDY13556,United States of America,,2770270.0,M,44.0,689.0,Saskatoon,Texas Instruments,,5.0,sodffzhz,qjuvwcs,ylfbiivypgycahzawkcmvafetuxdmxxyfhvswvkmtmujuksdojrktjvttjhga,,MQECOFMGZWNSVRIKUM,2.0,R,1-264-464-5764
