MiddleInitial,Employer,NetWorth,Phone,State,City,LastName,MaritalStatus,FirstName,Gender,AgencyID,CreditRating,AddressLine1,NumberCars,OwnOrRentFlag,NumberChildren,NumberCreditCards,Age,AddressLine2,Country,Income,PostalCode
m,,1448681.0,1-777-352-3424,Saskatchewan,Plano,IPCWNYULVISGNDGQMEGKIA,W,Ggxsudpvwigfqqiavgr,M,IPC6078,354.0,GLARVODTVSLUATIKANYBZSQGBAEULULBWDOKNCIQJPY,2.0,O,1.0,,14.0,Qlobyggejbfvulvdmzflndc,United States of America,278496.0,JJJFKGK
,Advanced Micro Devices,453492.0,1-474-837-4287,IA,Fayetteville,Vlyijffjygtyxrhfatmietbdrp,S,Gzdxfdd,,Vly6079,843.0,Xjhhpnvopduvvqxn,1.0,O,4.0,7.0,69.0,,United States of America,,Jscvlslqvn
,WGL Holdings,1596414.0,,ID,Kitchener,Qairkenguzfqmxwezbt,M,Edgxkspkcgpu,f,Qai6080,628.0,,,O,4.0,8.0,34.0,ryeqcxxdccoaidksan,United States of America,114483.0,Wdclbqcs
,Activision Blizzard,3606164.0,1-830-961-0216,WI,Rochester,Troezefiqflpzqbspfucmazgj,U,vjkmzyojuq,F,Tro6081,638.0,Zmusryppcjpndjvbfxeqwbaydjigssayzgjyplkwg,0.0,O,3.0,9.0,72.0,Wzxjwzsenksjucktouqjymofbbdetmwtnhbwjhpwrse,,446688.0,Xeahisib
S,Pall,1180874.0,1-689-173-8835,Manitoba,Montreal,ROIFEHFXAYFH,M,Zyoanjfvvjkxyhlzk,,ROI6082,574.0,Rayttvmesqxrlgpylfdcrhdhucf,1.0,O,5.0,3.0,17.0,Uiivloweaqa,United States of America,53943.0,VWCEY
d,Alliant Energy,2006916.0,1-115-338-8148,AL,Atlanta,Velmwadtiy,U,vtwnwdafmzlvozjwhwgiaximvyrqso,,Vel6083,740.0,Dzqepldsszkrdpgafsmuohjqqtjdmswgpncuwwsqkxskvuednydknscrsppfmdnzb,3.0,O,3.0,5.0,71.0,PDHHJAMV,United States of America,67601.0,Qdsmciqjm
,Spansion,1347453.0,1-348-112-9475,Manitoba,Orlando,TDSZWXRENZTTFHEOESWPPB,U,irwuszaaauhq,M,TDS6084,713.0,KTECSUIQJNBDACMNGIUYRCBUKHBOFAXPBLDRZALSFIWHWQRPKBAKLTMTBSNGVIXGVKLTTTALNNMV,4.0,R,,2.0,100.0,UCIKRLCFXAONBPBBUI,United States of America,215909.0,Engewn
y,Forest Laboratories,2628479.0,1-972-974-2140,SD,Frederick,eymwwmsxgfjfarwewxmtbm,U,IBINLMBFAHDVBHIIPV,f,eym6085,609.0,PEHPIISNPJMVNAOLZCKGJITXVNKPCRICFADCKXEDUABCWIVIWTE,0.0,O,1.0,4.0,27.0,Gsbzokmgfibyxdgdewexsvogcdol,United States of America,129201.0,OMAXQZ
W,NuStar Energy,3729741.0,1-178-141-9414,AZ,Stockton,KBUAXYWEINWPIPKTUVA,,FKAPRLXVZIQMJEL,,KBU6086,,Ztnxxzeaqacxwdvptyiwtlvsejlb,1.0,O,4.0,0.0,95.0,Ckugxecpgsqicos,United States of America,122428.0,Steypyb
I,Office Depot,3104728.0,1-533-773-3308,WY,Arlington,Mzqdipetwy,U,Bsxlylvxtpvumasq,,Mzq6087,728.0,gvvmfarnzlpymfjamigxfsomelc,2.0,O,3.0,1.0,1.0,yywkactpvmlgksurapwrqekwwjerritwjdcpyn,United States of America,36699.0,Ofvorwyfc
o,Collective Brands,1545452.0,1-774-406-6232,ND,Raleigh,Yvwsonk,M,Jjtaugvwedom,,Yvw6088,595.0,yjlgfqbshvgefhmdvgrdrvynspnhdicxoupgfhb,5.0,O,1.0,5.0,86.0,Gxwghlkgtbcxkrgdmwsoinddnuvdzpqfcxolvgwvdbiplfjgls,Canada,112995.0,Sqxwkvxnv
R,Solutia,1925558.0,1-872-449-0704,NH,Kitchener,IEZOHGZTEWCITJFWSRLLFIFAD,M,Quqhxpenstqywwhipuhckrleqamgws,,IEZ6089,559.0,Rhlruyvecsxwlyl,3.0,,1.0,10.0,100.0,jkggcfdzgfzoermpmympjdabudumxvzrpbcurtjekjkgglwoxvulilktqfuifrcclpisoef,United States of America,382833.0,Qhrts
,C.R. Bard,2431538.0,1-899-384-5167,RI,Cedar Rapids,Afwlsyqtnsthgkalrs,M,NVUBKJGHXEDTPDXWOIEQOAFV,,Afw6090,768.0,jgmguxcqoilboyannzprwlbebkdtxyrozhk,0.0,O,2.0,4.0,67.0,Tfyumviythtaskceyfpbuamrkysuikhkitypbxjpzgchhiyphxcgvdqpmgfftyeiqkrylvyhbiv,United States of America,283563.0,Liwnnqp
,VWR Funding,3744757.0,1-930-431-3449,OK,Pembroke Pines,Vfcsek,M,Ohdxllhzdnwkhnjkpryxb,M,Vfc6091,321.0,Mvlmpwglhbnihhxpijyaoqdcxbbedrmvujfcdfqmgbkllmtlxcgjsvjeoakyftfmvikkdxuzftlsiow,4.0,R,2.0,6.0,54.0,Ljtpnudohszxodllnczhvlxbdyqsgnhrefbaolycwharzlup,Canada,202104.0,Yljeoudvz
Y,Emerson Electric,1144261.0,1-182-426-8037,CT,St. Louis,FCLQUOWDUKGXVLPSEHFZSZYTBMHOE,M,iymiiddbnvxeorghuxijxdng,,FCL6092,509.0,bxthllbbiwtlanfyqcpzvgwypyvuivxib,3.0,U,5.0,9.0,28.0,naaahjynptowgzrairwjnwlsdkvnppqcfqdgabzhxgsurjgffv,United States of America,414022.0,USCKLGZGJBXA
M,Allegheny Technologies,2853343.0,1-884-813-0783,Ontario,Jackson,MEUXJIVWYUEVUKMIFRDCLZNAJKQJHN,M,Jklrxdplqnigkl,f,MEU6093,706.0,udcgimpjgiivpmjwquhnyyhnsvannzeedtoimjvoqikrtcuasjwoqihkjoipi,5.0,R,4.0,2.0,72.0,jozkaxcjkhpotzufjexirsawinjtgqyvwyunfxbwlpobksnpjxoofwje,United States of America,324062.0,Bjvvvgvg
d,Zimmer Holdings,261544.0,1-680-786-1684,WY,Sacramento,Ytvfzqam,D,qjboewirrkrglks,,Ytv6094,449.0,RKWDMXBWKICGPSQCRETWMSPOBTANMJOGQQVTSMHYCDQWYVKAFPBTMD,2.0,R,5.0,7.0,90.0,Wqonwuvldueoeuvnrhcukpdnajoovhhxy,United States of America,,Joucmfwo
,,1594049.0,1-438-910-3062,NH,Fargo,Qgagdhlgzdtw,U,Skwgav,m,Qga6095,320.0,Awaiahebtdsvbdpxdthflauhqnouqr,2.0,R,2.0,5.0,72.0,xpsjpauiezhcewtwkhdrwjbisvotansdviamurtzu,United States of America,356253.0,UNJCVOCT
,Warner Music Group,2454945.0,1-200-239-7042,DE,Toledo,cdopihgkn,M,Tqqwjxideplycodsocsfdq,,cdo6096,540.0,Yjebfvgjgpusb,5.0,O,4.0,2.0,,Xblurzctmrclsapikpepfltqqsabbeqolskdnvdwqrgqdlvofbgrlmfvkzrkdfimpii,United States of America,459046.0,QOBOFWKLQXO
Q,Nvidia,1589777.0,1-869-645-8146,KS,Hay River,Hmvvzjrert,U,oupktnhboyfzvru,M,Hmv6097,340.0,OXZNPDGPZNHCZGQGQPEHBFOLKIFJRBVRKGNOGOGSHWCA,5.0,O,4.0,8.0,9.0,WTBGRVWWRG,,98368.0,Rkhpozmnyhd
m,Pitney Bowes,1340787.0,1-990-255-6808,IA,Topeka,Zokfqgsexoponxvkxrsehcddbfgqb,U,HPYCCTIZEDQBA,,Zok6098,453.0,Wskemzdujqdmidtpfwejjahurzdhbllowmjauzizjgcpsvnijqqcloiwvhycfbrvqazbtyv,1.0,O,5.0,4.0,66.0,Gcploplogdtinflmuwkmwcibhqndsafiiknpoxmtzpopxgmtksjvkxcwphik,United States of America,27660.0,Jgtslbmfu
,Textron,822878.0,1-738-916-7886,ID,Washington,Jnetvreqrxprss,W,Ijyyfwcbltb,,Jne6099,607.0,Znufkeyrgsnbvzhwabyrsiowmabotktslfmntvpailjphjtaernkfawmsrcxsrvj,0.0,O,5.0,9.0,59.0,Fnqfhusmnusvzgyyvcqbnbtpuuzydhohpqibgbvfvfishhmwwgdlwlybimqjaotqbfckn,United States of America,313946.0,xwqvrlmep
,Beazer Homes USA,47306.0,1-976-854-4792,ID,Oklahoma City,ZAYXYVGCNDSOAW,M,AEWKPKGQNJSU,,ZAY6100,740.0,Aqouzpdloifrnegffojueokrgbvaaowypwbgqhfdiwqzkbkbvnwlrpplxpfzdkpplomclbnlusnfhir,4.0,,4.0,5.0,79.0,Nqjsucabetboivds,United States of America,173845.0,KZSPWKJCBDLQ
,Manpower,45556.0,1-002-745-9423,MA,Laredo,Nwvvowpno,S,fczastjhlzlskcq,,Nwv6101,,Daxjmaakzbxcqpuisnqmivvfslbpg,3.0,O,4.0,9.0,26.0,srdaxgatbmmzflpjlkaugtazyoswcamragjqneqbndppomuilqbavsagpohbaqrbgacypujgvigp,United States of America,442017.0,Xtuvjjxt
p,Mueller Water Products,1683657.0,1-296-586-1267,SC,Akron,zogeuditytruyduzo,M,GYWCUEIXPNXGGDSOHEKGAYCIEW,,zog6102,,atoisttprqsdtavulvjiyoqczulqookhejaorfazhjoxwrybghucotkupwzjthgr,1.0,U,0.0,3.0,29.0,Wgysjhhtngpoj,United States of America,374964.0,wdfqxnbynusx
,Chemtura,2618623.0,1-930-927-5857,AR,Minneapolis,Udtygoxjdjxxnked,D,lbobirdaijrcpxxispswnbe,,Udt6103,535.0,nsqdbpltfpakbbfyfztvafbbofwdxjeofscirdinqcbydwybmmkzu,4.0,O,3.0,1.0,13.0,JOHZDHHSEPETAWSPHWUGFPVVCZXIMGMT,United States of America,454551.0,Mwibzvtva
,Iron Mountain,2073491.0,1-454-766-6754,NM,Lancaster,Pizlomubvbpel,M,Vuyonzqbpzefkcnvahhvo,M,Piz6104,716.0,OKZUKWIPTMSYMCXVBJKFVIKMUSJ,1.0,R,0.0,3.0,28.0,wsvihmmulbgxhcwxg,United States of America,350039.0,iqffyaaetbeo
E,Oneok,1671106.0,1-391-404-3487,VA,Charlotte,sbnjak,U,Huggsuhzzhmpdkkpgj,,sbn6105,,Bwwtbmtpmowksesbteldphoucmlyjopkjnwsejbw,4.0,O,4.0,5.0,98.0,oqjfhrfygpqyjcbgjzanexvhqkkek,Canada,488771.0,ifkbneljitvc
,Mutual of Omaha Insurance,549895.0,1-009-758-1429,NE,Santa Fe,okkgusthlbqknvdvmkoafpsmnzqymv,M,Pfglsbfidgdy,,okk6106,735.0,,4.0,O,4.0,4.0,25.0,Vbsshwdnbbmrwztdcvimucigjexuviiytcitwozk,United States of America,126717.0,ZFFHGJEMY
,Plains Exploration,3489735.0,1-590-174-7501,VT,McAllen,Hsyql,U,Uzziegljbrdlwnryqj,m,Hsy6107,516.0,juapvrslwhynveggkavhnwj,5.0,O,1.0,5.0,26.0,YDVGZQRANTFFUOOBKNSGYGICWXABFSRVJFPHPAVYPTXHIDEMEVYUZQGNYUAHWZTBOAVMBMUSVCREFK,United States of America,484530.0,qdsxexmm
,Perini,3553160.0,1-655-802-3240,DC,Akron,Kewsyinvuxepbvxxpnrno,M,Mrudazdmtyosxh,,Kew6108,788.0,KLMKPYVQVTDYISVCHIIXGPVHQRKFRKTXKEAFOLPBFAJPDZXPMAFDKYVTPIL,4.0,U,1.0,8.0,,Jaodpeykpdhednlgecpqdmgdjyjilqtibsmumk,United States of America,366673.0,Umzwqcfrneyq
,,2542811.0,1-314-409-0183,NM,Richmond,nemijfeivey,M,Utrfv,,nem6109,742.0,Fvthnexbqsuwxjmqvhowq,,R,5.0,0.0,84.0,Iaumttusffdstcrwuwxvkthxm,United States of America,200695.0,VICSNTQ
I,Wells Fargo,616649.0,1-928-462-1363,Saskatchewan,Santa Fe,Yeonzrjxtzabvchgepbdukl,D,Ooknqnfkrixgwpboii,M,Yeo6110,,Zrxcgjohusdcdgihjofwohkabjfnzfr,4.0,O,,3.0,25.0,ejcbemssjftqeusmpvbzndlapmcvbljyomblcmr,United States of America,69935.0,EUQEXTU
Y,Carlisle,57521.0,1-160-320-5884,OR,London,Wzbdbgwvdiq,U,BMKYJAKHEMOSPQCJIKFZGLBFXEHI,f,Wzb6111,432.0,Sksqfzndfxfdcykznhqty,,O,2.0,3.0,17.0,Qlwgvxjx,United States of America,31769.0,Yhewwp
,SunGard Data Systems,3333778.0,1-335-972-2379,HI,Livonia,Oazrgtfyfguhyiqzmeergmitanekfr,W,yjdpmjbrxgozjhvaqbllxidy,,Oaz6112,695.0,,2.0,O,5.0,10.0,32.0,Cabycsxctdvwlgyezacsljqkuwmwq,United States of America,217065.0,Agaqbnmskx
Z,Continental Airlines,2026096.0,1-626-134-0327,NM,Whitehorse,kgthrwjtlheuertdidbictwhkygml,S,Zhtzdejuifpq,M,kgt6113,398.0,Txtcaiavcusoajpcjtdxzhhlebncgnxggdoggdyoj,1.0,O,3.0,5.0,74.0,Tdedgyvykimwrfzwmphhcdoiudpsrtkynvhraz,United States of America,60992.0,JAURSCKVUBN
W,Progress Energy,159329.0,1-857-922-1664,ID,Paterson,Lgnmuulu,W,Pgvtrrihetmmdomrivbdfp,Y,Lgn6114,788.0,zhiuyoafukqbkxfglnwmiufmsxytnbztrhhgwtoxvhjwtcqzohkwufdrwojperagwcghjh,4.0,U,3.0,6.0,4.0,wjtfxavchtddsgrenftlpngrjrffux,United States of America,379920.0,TCMQSSGFPMMC
,,3417340.0,1-919-788-8130,MI,Jacksonville,Gwhzymriergafrngckmnjafjiihobd,,Heyhkpfaitzzhbywltexrsgjelp,m,Gwh6115,839.0,jrnkthnaavftnpzxripsooisfohirqapjimllfgessdgahlmtikj,2.0,R,5.0,0.0,23.0,CADEKGNMBEJBIOQFHXEWN,United States of America,300107.0,Xlbcnac
z,Black & Decker,2585104.0,1-905-666-2238,WY,Jersey City,EYTJUUSUDGOZH,U,OLHOONMNLGRSX,f,EYT6116,423.0,ZYZKRUCNIANQMGDDCFKLGCGXUFZOUUCBB,3.0,O,1.0,1.0,86.0,Kwrmfpegdbkicgcfgptmeenabjkuscmjafctnwpcfvhwgprq,United States of America,115246.0,dtcyvjno
D,AMR,373954.0,,SD,Montpelier,nhqofisqyxrxwj,,gnqvdmzigskdpeyu,,nhq6117,674.0,Bbjfkxpxersixokmeggtvdwtq,2.0,O,0.0,7.0,15.0,WALMMHSBUIOGXXHXXCKEBVDKODPTXFAHSKCLTNWVYKIXGYRLTPQMK,United States of America,330896.0,Jsejg
,General Dynamics,2269774.0,1-678-947-4555,HI,Sherbrooke,SAFAZMHITEPJPWCHPNA,M,Xzmvotpxspxnlgylbhgdle,,SAF6118,555.0,SXYIFDWPVEFTCMQHQQGEJDPNUVYCFEVLLPRUSTWGPRFNONRXIKSTLNYA,5.0,R,1.0,8.0,72.0,Eefyilrctxfswsjywcwkrbqpzzshaieyclbjasfbjdhrrmcmegwovucrvdkozwifcqaolg,United States of America,141971.0,PARXWLNGEVAJ
h,International Paper,3394028.0,1-540-713-5479,IA,Ann Arbor,Irtuovwfkqhkwgvspncmklgiwcvz,U,cvyryao,m,Irt6119,658.0,mlqelpruvvoqvcggixhpbhchinanugocvrwlh,4.0,O,,0.0,11.0,Pokwyecvyhhibgfsgujaepakbleualkfhxutgauuxto,United States of America,434723.0,Xqoxtv
,Bristol-Myers Squibb,255082.0,1-402-857-1282,MN,Seattle,zwdko,U,MTGEPOVIALVMPBEXMT,,zwd6120,761.0,CUOAETOGFFYAWKRJGWLF,,U,4.0,7.0,26.0,ypyoprhpzhuax,United States of America,30117.0,dajmrpe
n,Mueller Industries,1055767.0,1-024-457-6440,NV,Pasadena,Emmvdvrqobovcsmh,D,ulzuhzvnhlvktvbblziwddezoz,F,Emm6121,750.0,Pzwpzzqgtreufmxpkikkrscuaokbqtvzmddmmqws,0.0,U,4.0,3.0,72.0,Gfkwgrcwheqhdocteyuttikahzilbusnchyielzuvpqxcvpos,Canada,462516.0,RDTWBVZUB
,Foot Locker,3528881.0,1-956-489-5246,Quebec,Fort Wayne,oasdraert,D,fmuehlbbddxohynjbafrqefbw,,oas6122,401.0,,0.0,O,3.0,7.0,42.0,lpmypybkvoijlwwzkhuzvhzxdogkswlhmovjpochnqurj,United States of America,411972.0,Abktsjdna
O,Analog Devices,129277.0,1-674-211-9255,IN,Orange,ipvrfgcviippgxsb,M,UYHVWMKBAWLFGLVZIPFBGZFZWOG,,ipv6123,426.0,GOFGXLTEDNWXZJWKTJPSKAUW,5.0,O,,2.0,95.0,NWZAFUQAMWKSTS,United States of America,263651.0,Zlonmfgor
,CMS Energy,454490.0,1-140-658-9952,ME,New Orleans,Bsgdfnpttvuod,S,Txrbutlvsughtevqbrb,,Bsg6124,347.0,FVUMFSVQEZLGDCNKYUUSPXRYBVOBCXXBHKEEINDJCMFJRDPSDRMVGOGTDUTRVWDPTDDTYKZY,2.0,O,4.0,0.0,84.0,Ntvmnbyvsxkktjhbtzxjsplbfeknptejpnddmfppwswunehdxnzthuudltsbssd,United States of America,265398.0,tfmpurpfycfr
N,Franklin Resources,1467059.0,1-181-022-2551,NJ,Arlington,Nnlfkjfktvzygwld,M,rijnqh,w,Nnl6125,314.0,Ijuplofepueauqrm,2.0,O,2.0,,34.0,NJAWHFAQTWGZKFUVQDVFDUUU,United States of America,151546.0,Dvctrd
,Worthington Industries,,1-383-956-1320,WI,Durham,Accilajiph,M,Uwpudjllvuujsgaww,,Acc6126,606.0,UEYODDARFSFGEDMEQUSTIGMFLBXEBHCOPAQCQJYLZDDNDUNCIHNVDIAAAJIXXNTLF,3.0,O,4.0,7.0,89.0,LOWCTMEOKDJHKZLYHNQO,United States of America,68871.0,Bwvnpuapr
h,Lear,1958472.0,1-873-999-0686,Newfoundland,Buffalo,Wglxlnolenicmcmutavafj,W,Tnwmewllqgxxlavtlakdlimqaxfr,,Wgl6127,355.0,Gjveekzrolnzggrlpaqczakiflkdaaneiblzkumuj,4.0,O,3.0,,70.0,Neihzwgoepwhqgiaebewcjylskyqjldjtwjhxncvvpiusahpsohwoghnuwtt,Canada,217557.0,TNAXTQWQJUM
q,SLM,692792.0,1-341-211-2359,SD,Fayetteville,Fcplmpnfrikhvuprsmkp,M,Ahiermctxgkas,,Fcp6128,755.0,Hnbevpybbeuybacfpwdjdzmxgvzbtthxrabreounkubhiylgvcazx,3.0,O,4.0,10.0,55.0,Cxkyisqpbnhcumxpwgvnwrptxmc,United States of America,187335.0,Szwaj
W,Whirlpool,738452.0,,TN,Fort Lauderdale,Tqkslthiibpuhmrmpcdvq,M,Uglpjbqzcjtnzalt,F,Tqk6129,343.0,kggraqpkifhhpfpabcqtecwl,1.0,R,3.0,1.0,33.0,avctstddoubpmxxqn,United States of America,285431.0,Hvtosio
j,First Horizon National Corp.,1004137.0,1-318-644-5327,WA,Mesa,Zfscolktdrxkztfgarnbbd,M,ESCVTRISJEBNEVBXH,M,Zfs6130,416.0,Wknheoler,,U,3.0,1.0,62.0,KGEMNUBQNOGMKINWDGYLELMJBYIJLINI,United States of America,96176.0,Cofucxuidu
L,SkyWest,731901.0,1-798-269-9334,ME,Raleigh,Vhhegctkigqubwostdsoqf,M,Afhiaplwtjryrzdznaemlojakenwtx,,Vhh6131,648.0,Wompbxwfbqszfyvekbjyufhuhkwyukwxcsjhmgpkvdplibuftuyywbvtnmzysg,4.0,O,0.0,10.0,,WVSCICLHAKFLLJDKDNKLSLCPHGALDHQKYIKFRHMDDGOJYQMJRWXTI,Canada,386610.0,Sewjlpradiq
,Analog Devices,3925429.0,1-336-334-0099,NM,Lafayette,Ykytwciehkomb,D,Fiobhjltcryxuxdbljbltwmbsbejgb,,Yky6132,500.0,TNLNGYWRPEDXPJWKYPDLWMJPJUGBDBKORDDYXUSGXRJODYYCULNSWJIKQKRGKMJKUJK,0.0,O,2.0,10.0,25.0,xfpjwqjgbsnowmuepmedczydixncxkloewcdigq,Canada,181829.0,kckraubqdort
,Tesoro,1614047.0,1-768-318-0266,MO,Mount Pearl,DLIENLIYWFRTWOOETQJ,S,ogdmfyrsyujggjr,,DLI6133,,Kqfjagoxhvljetmjexijrbm,5.0,U,5.0,0.0,78.0,Bxlezouhrsdlelqamugjhirouvjomudqzwy,United States of America,131930.0,Oxsgjpzk
K,Marathon Oil,3358801.0,,MS,Evansville,jteurvbncssqi,W,fhsfmmwnzkvzplqtjrb,,jte6134,518.0,kyaoezxkzzmozrgmm,5.0,O,1.0,0.0,100.0,Glqrenrcvapztrdxllnkrliahfieiixfcotskbegljxzpfxcfnzuesshjiezeuoua,Canada,177580.0,pmccykmmid
,Invacare,3808517.0,1-625-636-1057,LA,Berkeley,TILPC,W,FRZSZYOQ,,TIL6135,825.0,PQVDMHVBMMBDCMZSZVKCFWPUURS,4.0,U,2.0,3.0,5.0,xgloftvtphugvl,United States of America,204123.0,Geumzvvwc
,PetSmart,1408028.0,1-568-010-0171,WI,Charlotte,gxhlmtmbbtllxw,U,fbyvgshf,F,gxh6136,703.0,kzokcipkvefvnnxqqhnxvbvtrvpocjljsudrdd,2.0,U,4.0,1.0,62.0,ASHBQPADHSODXGKSAWYJBKMYOJVNLBQP,Canada,386157.0,Dorfhvet
,Carpenter Technology,372324.0,1-528-535-6463,GA,Bridgeport,Vugczwmvsm,S,Cakjtbrzndwchdvxvhu,S,Vug6137,402.0,Lvebrbrsuxhroxgg,2.0,R,3.0,9.0,77.0,XEURRPVSNQSPXDVCSNDTCTWRPUYGMPHLSVAHGBYKNMJ,United States of America,497216.0,Vhmwv
,Wesco International,1254260.0,1-587-336-7997,MS,El Monte,vpuqgadaimsnimetzmdpqjglhojao,M,Yvejgtmktsibxpgxanjsuwoyrp,f,vpu6138,402.0,Ixjkwchmbthxdxqyctjzzfsahkkflbivwgpqtfrqzzkinnbnsmqtvzlqzpndtloixawgwun,1.0,O,1.0,1.0,25.0,vrnqxgs,,37339.0,jqhyoicpalnv
O,Fiserv,287962.0,1-003-920-1775,AL,Livonia,Jkongqlth,,wfrsmbxueabopcipyu,F,Jko6139,305.0,MQAVAFLZWPMWRQSWPDDREWLALVDPNNBAVBCZJFNFQUJYXL,5.0,O,2.0,3.0,65.0,Nqzkybnmmlctwvqwlscojfgxcklmcgostuzdtixkozk,United States of America,57365.0,Pwqczwdlla
X,Freescale Semiconductor,1077640.0,1-674-148-3705,OH,Sioux Falls,Kpxztesgxziprdlprufo,M,Ymntvjvhvvpbcdpvisxqbsfvcgysdw,,Kpx6140,717.0,Acsoqxkhsq,2.0,U,3.0,4.0,39.0,EXLRZHAWJBBPLJKINCMMASJTFROVPLHQKCBTNNISPZWP,United States of America,207880.0,Ncgdhjj
,ServiceMaster,935009.0,1-218-501-2655,AR,Pittsburgh,Lddaxaceeeaqmgnakockgn,W,GMJMLBOWTESOXBHYWCPMMAPAC,,Ldd6141,712.0,Yksittrczkbqndtrbxqjjcitgrevbu,3.0,O,5.0,1.0,63.0,,United States of America,155355.0,Hzsuzxiwe
,Weis Markets,3589624.0,1-962-818-0544,NY,Pueblo,Jyfbnhmcbhxynrszw,U,bqdnljwqfcyidjkocilld,,Jyf6142,499.0,bwjnmrlamzixuvybiiqglzxqrjxyoauxtdpygsgezhb,0.0,O,1.0,8.0,72.0,JSFESDYQPARDJSSYRVIJBEOUSPNQEDTVSZVDUCLYGDKHRRDWRN,United States of America,353300.0,IJEFA
h,,1855447.0,1-080-633-7516,MN,Albuquerque,Xkiaubgqgdourahntnnu,S,ebntrbechlyx,,Xki6143,383.0,Wuahvrbojokiquvrhrkzpvrxbksccivwkeclfjvjnqqsiihdugwhjtgrdna,1.0,O,3.0,3.0,73.0,Knahikmoa,United States of America,306845.0,
Y,PG&E Corp.,,1-786-410-1913,TX,Albuquerque,Uhakejweenaqckdjpgcmldgwbn,D,nlbhrplakd,,Uha6144,406.0,Zfksmmxwhelfllntkebbxcsatfheuq,5.0,O,3.0,2.0,25.0,mlkkjpapikusxrtspbswxergxrgutocdcxruuntilfazyunxfdhrkmmtu,United States of America,12026.0,Xtgaeirum
Z,Comerica,1958772.0,,VA,Corpus Christi,OMQBELSLUUVAPKIQQCCNGNLKQ,U,Dqsyilfwszotoyfbzunsqsql,,OMQ6145,764.0,RMFYHSFEKXQQSARXCITOCAYJPZGPGQWDC,2.0,O,4.0,8.0,14.0,Xuiwnfgzcswtnpbjkevuohartolusdcfdjuhrilqomqi,United States of America,156639.0,LAASVSQJMABQ
,Halliburton,3167582.0,1-391-317-4343,Ontario,Jackson,Vnbjtx,M,KCMNQTJTWESYAGERZOCFOEU,,Vnb6146,561.0,Zozvcimfvxechghagpehqacjlaxmxmmrgrgdnqolcgpcgbftvjyzwy,2.0,R,1.0,7.0,100.0,Avqgbbtcwlyyyubyvfjmwyghdweurtjlswpglrlmbkqlqxquxuftdlfaeawmxoikbkwupds,United States of America,258700.0,Dkgwsctotcd
F,Google,1941518.0,1-717-873-8101,Manitoba,Glendale,bfwskwimntstwvushbxo,M,Hurtfoiqvuaqwdvfstwmzvqs,,bfw6147,410.0,Femwju,3.0,O,3.0,10.0,67.0,,Canada,69712.0,DYEIGWLUJJJ
,Polo Ralph Lauren,3416625.0,1-505-960-2242,DE,Columbia,Jaowsccga,U,Ohpflfoybtpswraoxqjqdfofvdnj,,Jao6148,740.0,Gsxnszrheqdehkulvzsmggroilngfsphsmifufbxmmycjwcvhdosbsflkn,2.0,,5.0,4.0,83.0,,United States of America,352002.0,Knooqlnxgub
E,Alpha Natural Resources,3066773.0,1-935-712-9193,Manitoba,Warwick,Bbyabbykkvzhnavxwnrnbicvkrd,D,TTQFRL,,Bby6149,334.0,obtsfxpclwizexupjujis,3.0,O,1.0,6.0,29.0,JLQBBESJMDTKGCAMVJAGPBOFSXMLZYDODDBOKQWGBWFUGDVJCBNDBLERAUHJOD,United States of America,303361.0,TKXPIIHB
,Duke Energy,1180825.0,1-121-280-9736,IN,Fort Lauderdale,cdtzoyhcpilaijknqvqmf,,Csrkpivwwcxmgmuclgczsw,m,cdt6150,780.0,Szulmyiwmildfaqgvypsevcutqgivatmnfxjqmiwmgd,2.0,,5.0,2.0,,KRCGJWGFFGRCTDMOIDRQGQFPHTQGSNJZQSRLPLXGKOJUZKCUQWGEGQQIVRIQDCI,United States of America,302877.0,GUHPZIZK
,Yum Brands,1984002.0,,New Brunswick,Las Vegas,Lswdfsppmjkjoybvbfdohkdtv,D,Unxrcq,m,Lsw6151,447.0,PZPACZYQOFBFGBWBKQJDWJNMSDTHJICWHFXVKXDLKTKKNQCZMYTJ,0.0,O,4.0,6.0,,qgbsmpktxofmoseqapxkeutjhubvptllmdwzpimjecwdimbhtdqmgljmyoezdfyqqmlmhf,United States of America,93281.0,Pkflpsbxh
I,Advance Auto Parts,158135.0,1-852-042-0713,Nova Scotia,Akron,AAIFVPICABR,M,rkfadwcoxdjjhgpeokngrlwqsjq,,AAI6152,778.0,DIERIQRQBMPJSEXRFLTCUMLCTAOUCWENLJBURCTYBSMTPSXEKGBXKWDDXWSFIANFRPAXOKAZBCM,3.0,O,3.0,9.0,16.0,mgavnktqrpyiinbdhepkkklskmkekhyrcbsrdbxs,United States of America,63103.0,Meanrse
E,United Services Automobile,2045823.0,1-206-509-9749,NY,Lansing,Ophcfpkqvunptwiqdii,M,PCABEL,,Oph6153,376.0,Kpxzigpfsqeygknofryacapffpxdataiiqyvkaxlspgcghusfow,3.0,U,2.0,10.0,7.0,CVILRIONNUYGGGTHIEARMMWVVTOZFAREQY,United States of America,469430.0,Frawh
