gndr,frstnm,pstlcd,nmbrchldrn,nmbrcrs,wnrrntflg,phn,mddlntl,ncm,ddrssln1,ct,ntwrth,mplr,stt,gncd,crdtrtng,cntr,lstnm,nmbrcrdtcrds,mrtlstts,g,ddrssln2
,Pkjuvl,Kklnehgbmu,4.0,1.0,O,,Y,382645.0,Zkiambhfctzcloewsddegqrjztcvxfdpvkuhbwkhughuwbxtfkfxwpa,Riverside,1190286.0,URS,IL,Gxr14388,848.0,United States of America,Gxrrmpnn,2.0,S,55.0,Todigsmgotnlygwfvkehktzpebxlowoolmfjfqjgyzddmclvhfrtgleggbsjndunvbwjxvy
,HEOLGDX,WCPKIUZEN,,4.0,O,1-595-070-4717,c,441559.0,Lscneataehiobxqhuxvsaskgswzjwkctbzpxvceyyjgfmevpjagusgddbianryiwldqnse,Santa Clara,3731400.0,Spectrum Brands,CO,TGW14389,453.0,United States of America,TGWGSWTQAMBNJ,4.0,M,15.0,QHRPRCMCCFHYYCFGXRBPPUBOJPFWCNZPEIFNMLQWCFJZRHSONQFWCXSFHHPCA
f,Jdftammqcubmptrrbwcgcrtuvm,Efjjilo,4.0,0.0,R,1-767-052-9555,,42506.0,LHYPOLYDTXOLOORXGNDVHAVXDSQJMGPWGCKLVUOGPHPZYBQMIWSIRLAFK,Irvine,221386.0,AGL Resources,NE,Elc14390,393.0,United States of America,Elcqaofyrfmozodk,7.0,W,94.0,APDOBXBLWKTTSMCLGIJWRCNXRZ
,Fnbrxrsljgc,Siguothjduec,0.0,3.0,,1-843-997-2048,,285530.0,xgkvelby,Costa Mesa,632839.0,Comcast,MD,RHN14391,773.0,United States of America,RHNXOWHYYAALLCE,9.0,M,80.0,NGBSIRQZDIPHDFBLUSQYWBEGHIZ
,LKZAYJKKWZPAGEJW,cgdrag,,2.0,O,1-627-346-4752,,165938.0,WEOONUCQJDDEHUNJ,Newport News,617692.0,Tupperware Brands,MO,Lny14392,428.0,United States of America,Lnyvhmrmidl,6.0,D,,DUDUZPSVKKLXGAHPXVUETRLEJQHCOGSKMJPRNRRLUHCPFSHDBPGWEKGVIBNZDUUO
,Wewtaubdslgzxu,svixeuajoiob,5.0,2.0,,1-661-236-7444,,228600.0,abwamywv,Charleston,939163.0,Snap-On,IL,peg14393,300.0,United States of America,pegaktzkckbcvjsdpbacebylub,6.0,S,76.0,YPENNVRZGIHXFBMMNESNE
M,Jgdwcwtmmj,Boxxspfb,3.0,3.0,O,1-174-930-3420,v,123413.0,BCKETHDKJZBZSYSYCDVYUTDRDQATIMZMVWSPIZUEAGGERYGKZQHXEENRLAJALTDUDUGJ,Reno,223537.0,Molina Healthcare,NY,Yrv14394,307.0,Canada,Yrvkuulsjcl,5.0,S,27.0,
,Ostbonyilhmxuizsfsuqoycibuklbv,Jlysvfy,3.0,2.0,R,1-504-327-2209,w,344417.0,Oaufknodmdchsouetkmadwuybjunwxlkibgdakxva,Hilo,3022300.0,Michaels Stores,MN,vtk14395,782.0,United States of America,vtkrvbqzupxswhkm,4.0,W,97.0,
,ECGNWFCDHAWPDTKP,Rkcudcd,1.0,4.0,O,1-773-162-0677,I,17690.0,Czmfuvxngwuwepmfdnydnkctzkjokrlqjlhevrqdcnotsjkihsvdzyrzqxurb,Windsor,,GMAC,NM,los14396,776.0,United States of America,loslnnoxgjpgfywlbxcteofbj,3.0,M,22.0,dcrokjvbmecnvgsrkmkcrfblvmycmc
F,Genyfzlvnhpinigufzrafa,PJTRTASYYD,1.0,2.0,O,1-124-339-2590,W,339484.0,,Eugene,3612621.0,,ND,Kws14397,486.0,United States of America,Kwsctbnhoditfnncagaelbybwyz,9.0,S,63.0,Dixaqoopbgmwunxnpwrqtlwqogwnyvzzhfqfstcamoktskdparqmgrvzenoqzlowzedfu
,fleedffcylvitdki,,1.0,3.0,R,1-665-186-6426,,88344.0,CHSVEYZHBXXGMSAHOHVYHXGDOZDCUVZHAZSQMBSGNGWUUZQKCCBMHCBACCMRIARJDUTKEZFESJB,Philadelphia,2125666.0,American National Insurance,Saskatchewan,Zqf14398,665.0,United States of America,Zqfsnjskazniheeqcfoiq,10.0,U,63.0,Flhlgcgrgc
f,Vlggitdhcfwsighxhjqgnjjqjqjsnp,Kchocyswiv,2.0,,O,1-235-882-0397,W,392499.0,,Baltimore,3797853.0,Radian Group,MO,MPT14399,461.0,,MPTQOAHUJCWM,5.0,M,52.0,Rvnvcqsvegkazjcexrjtcwdsbpmsanwvkfcgqbdiozpxjbbbvmnscwlp
F,tvmqj,uplqkdkqnsuh,2.0,2.0,O,1-322-746-5011,,276525.0,Hgwzxbbkgkfgrkodxxdnicndkaztzmmikmosoqwpogq,Laredo,,ProLogis,Saskatchewan,egs14400,835.0,United States of America,egsigvgymkocnxov,8.0,S,49.0,webehlsdprkyiheduvxbohshqwezbzftnmy
,dlunsnjanr,MDJLJWT,5.0,1.0,O,1-896-529-8169,,440288.0,Cunlibgxvaovxodoflnhwljt,Toronto,997085.0,Brunswick,WY,Enq14401,344.0,United States of America,Enqgnbeod,3.0,M,65.0,gvguutqeeuxeyaeawxsurxcyxabfyzqedtfoumivbnqzspidsqxoccbyhoehfrtscsnhefjs
,Tsejpqomyaxwjvblmyvqqhsizr,Wvruvb,2.0,1.0,R,1-619-560-2386,,308589.0,rojqpwgglenkvffdoobmomdgkmrdgjocpeekdejjbedincgyvqc,Fontana,605329.0,Lexmark International,IL,PYJ14402,370.0,United States of America,PYJZHVQSWAWMO,6.0,M,77.0,Fbngoxkqcqzdxtqkqwrgpgjqsgprwzupjlbkckttwguyxablmirlmulbdbyeeboyexmdrfs
,Twsiujhlqxddozztej,ocisgvl,1.0,3.0,O,1-130-474-9643,v,221003.0,,Sunnyvale,2245371.0,Paccar,HI,bpm14403,323.0,United States of America,bpmgake,6.0,W,57.0,nyhrvsthgirakehntgowzyxwxlrfxfnhwfgspsenrrwtgfygzewfcwf
F,SJVVZGRCXBULFYRTELKTKGBPHL,Sgsldcifj,3.0,0.0,R,1-587-078-5058,F,67392.0,CQXAHCPOTXNWQAQCONSXDGEQBBWGGDGFXHATAHLBBINZHJPAKKPZMZVYH,Waco,3794676.0,,MN,lhr14404,644.0,United States of America,lhrbbgqmxewlyiwbqcgmkjwigd,2.0,W,8.0,Guimembcgqcawrkelddurcvpiliokjnqdzpjdgwilsbjoxtdzegcptkh
F,Ehvfhldptflvoqpfcoyvcauge,Ctdsa,2.0,0.0,O,1-252-358-8043,,430609.0,LOGHBVAKTZRSZRAYWKABJGRHWUSLDDAPYQVEIZMLEBDBFXDSJMLXRCPFECFGHTZPWLSGRBM,Miami,3498774.0,,Saskatchewan,Xyk14405,830.0,United States of America,Xykcrvpriztktmj,0.0,U,73.0,Rlqohqrxxowbyqhkkuleledrvpvwnmunbgxt
m,Yeugnlqbqhbfsvphzb,XCMQFLJDTTIR,1.0,3.0,R,1-645-646-1576,k,,Rersbtvtughhyqkmpqwtkozpkygbgxwhuuehzuonygszsgdrnmewzjeaijaeq,Biloxi,962290.0,Invacare,MA,gmu14406,609.0,United States of America,gmujwn,2.0,D,4.0,XQVJUFRKBFSPZCXRULHQJMOIMVPYICWIRMNQWEXTRWKKNKHOAYXNVUOJJDKTIOQNKHHGSBBNUEK
F,Hkhwgdqxkzzzjqjztjtijpajtfomav,Djpwwlxswjb,5.0,4.0,O,1-732-421-8341,,,Akuvwkznbpjtpcehllbrupwjs,Savannah,2649797.0,Dell,WI,XDZ14407,534.0,United States of America,XDZCVLWRLCKZQF,3.0,U,24.0,OMPWNTMQKIPW
f,KBEBN,Glsfk,3.0,5.0,O,1-717-254-4033,,91881.0,IZBKXVBCLZOELWVDCWZOSEOHEKDS,Buffalo,1949816.0,Air Products & Chemicals,CO,FCC14408,390.0,United States of America,FCCLRLYWSAKVXXUUHADD,5.0,S,53.0,Kkomecduidytliaabimqpeezbqaqlfhvscuqnpdjbbfeatmpmdsmyhnstjhveqghukpfb
F,Fmdfmqmvucoiexjlyik,DMHXOWZFS,3.0,0.0,U,1-846-170-8026,,335545.0,LDVRYAAHHVNHYA,Torrance,1987244.0,Anixter International,UT,LQA14409,406.0,United States of America,LQANBSAHCFCPYISIT,6.0,M,52.0,RLEPTRLOSFQYCWEJSISQYKYYSWUILKV
,vkauvmdvliqr,Fkcxb,1.0,1.0,O,1-124-004-8682,F,466209.0,Zjqotxnlkkpasvuhywqus,Chula Vista,3860493.0,Omnicare,VA,VRM14410,636.0,Canada,VRMUDNFGJLSRAQDI,6.0,M,31.0,dkxbifhntsquobobare
,ladsdtcejajtzacgiuinagyuoxlx,Bavcsur,1.0,3.0,O,1-513-119-0420,Z,233521.0,hvsjiakwpxdviptyywnwkzait,Cleveland,1147099.0,Robert Half International,TX,Fup14411,757.0,United States of America,Fupkzeuao,4.0,M,15.0,fkzctincptvwhfucpppvkymcowvcoeolpemecuqqyfyrwfujjneyofwlqaarnvryvwdnliyqjgeitob
,PMZFGWHFKCJ,Dbsfjaryvgzu,5.0,3.0,O,1-756-966-9228,,427500.0,trubugkqxhdspihznoqkvnvtqjohu,Fort Wayne,1791021.0,A. Schulman,ME,fth14412,513.0,Canada,fthscfcpfsfbysi,3.0,U,24.0,Pboglvdmsrtvz
,Bgnbjokvawjof,URGWGBHFPTRW,0.0,4.0,R,1-538-366-1984,,264456.0,GWVCJNAILZXXAWXBJQQOTCSEVUIFBOCKIJJNYLME,Pittsburgh,1466584.0,Varian Medical Systems,VA,Ghx14413,810.0,Canada,Ghxbzxmrtzthiasq,2.0,M,8.0,DUQHGOANOMRGAUBFXRXAQECRGAKWTMHCAQXBAEWHTJAUJPWPYHZHU
f,UOYGVBURPYSOPAFFWGXQMQFYKLV,Uponjhjkuns,0.0,0.0,O,1-375-648-9313,v,281839.0,hnrmkoibxmvuwebikcphkfcuyjbkuukkvliuspfkdhfouudevait,Sioux Falls,2946602.0,Portland General Electric,MI,POM14414,756.0,United States of America,POMUGHPJTFF,2.0,D,15.0,Ixypwmcvmcfvfqznvpqyipxvfr
F,PQERKDUO,Eocubf,2.0,5.0,U,1-764-019-9328,L,,qtczgkfquezacjfkzpppnvfofhsgwlcwnpycnzkbqtmamzhlifgklaayriffavodfsffao,Biloxi,1185601.0,Pilgrim's Pride,UT,Guh14415,,United States of America,Guhdpoljwudyvrvm,4.0,U,52.0,YMPUPSJBBGZDKJMSWLHMORJBCWYPXFVFIJBSQLLWPDCFRU
,Eithhdabgpmwuiigcmvypy,Fvicnzewtqx,2.0,0.0,O,1-095-539-6359,,264217.0,WFINKBJLTFTOLBRXDOQPCDGVMCQTSM,Fort Wayne,36774.0,Wynn Resorts,KS,uke14416,659.0,United States of America,ukezoajdewzuxiervbjdyjav,8.0,D,68.0,HTAAKKU
m,Prclowklqtlnfg,OAJBJ,4.0,3.0,O,1-625-459-5085,e,27104.0,ljgbdjwaabqwureolhkfnzpsqbhxzlafclpqqpiwallxdcceocpmgvjwxdbczxi,San Bernardino,2557767.0,Family Insurance Group,NM,Iyl14417,733.0,,Iylvb,5.0,M,61.0,Rewbhaheykytockkthgsfoltnfdaoludqialpfgsonzpudqaxfqxcioud
,Dxbiciqf,WXQPVSDV,0.0,4.0,O,1-429-446-1718,q,198635.0,xjslvchmhwtltlednepvqwmioocgrvggtajomelaiyrlktaqvizzfqedfcjaoakjhptxzfhdkc,Garland,961558.0,Watson Pharmaceuticals,MT,Elo14418,746.0,United States of America,Eloyhjrrnysadtpfvicpdukhsgdnru,10.0,M,9.0,AFGQBTRKBTOAGTTHQJZJDHCVIUWZPXJBQBYHSEHGDVNSLYDFGDZUDUANSCOLBZFC
,kaitpnjo,cjjxfsai,4.0,1.0,U,1-081-187-2160,L,17675.0,Tejpjmjlazpzqhjjzmvvuhjter,Santa Clara,2389496.0,Peter Kiewit Sons',KY,Gxq14419,593.0,United States of America,Gxqllrhhvlos,9.0,M,59.0,Bstpqulwuorclnra
M,lqqkinqlkjifadvgxalmtvci,VGJIII,2.0,3.0,O,1-167-750-3875,,128905.0,hzyupwzelwvegiqdpmldhxysjwlsfsawmcaxtehyvzkrfcgeaadrkbpaldn,Manchester,2462830.0,,WV,Drm14420,495.0,United States of America,Drmjlqnkwfogyctueuivjzl,6.0,S,98.0,XUWMJXXMMAFBOJZDVPILZUQTSFGPPVLNRRAZASZUQLPUS
,Bcqyuuhjzbnbkajmkkivvxtbelloos,Xjjhvkirih,1.0,4.0,O,1-430-040-6867,O,307448.0,Frwonvtcsdrjrs,Rochester,2623588.0,Boise,Saskatchewan,Uhe14421,424.0,United States of America,Uheyokiaeaxwlyfeprehuaewkq,7.0,M,,Kpppgjixbi
,Mrdqdhuybdivivslbcxkcgoduub,DLQOJRN,0.0,5.0,O,1-888-844-9831,d,411546.0,DSCLKFXIGBHLOHXWSPGMTFCRVUGQPQAYVOUQWVYOEXPPTRIVLVKZPDIHORWSSXNYKK,Pueblo,2946688.0,Lam Research,ME,svq14422,344.0,United States of America,svqvatxgvyewoxgm,10.0,M,10.0,Whrptfsiajmpekxbofnurny
,Dgjpgsfvjzrpumbu,DULKQ,4.0,5.0,O,1-965-373-2849,,194697.0,Vlufmvhffgihfjjvisqnjdfdlmrxcryakwxqnievdgcgzdkpcgpwsjkovyxgcjhhsj,Whitehorse,739992.0,Nvidia,British Columbia,Hqd14423,839.0,Canada,Hqdsrtvagrnx,4.0,M,58.0,Dhdruanlaqkcyequrhnxaukjbaxrxnbyqibvvxpassgliqyjngkug
,hrdpvwdqcmrlte,Ycaoa,4.0,1.0,R,1-165-726-7840,,317823.0,Jcbajhfbkotneipfpahyugogmkjfwmpigfystkfjgvvonopuicrcx,Des Moines,1499108.0,Ameren,OH,Flm14424,523.0,Canada,Flmdrcnvkfvfkqjgb,3.0,M,72.0,DIZOCMKPDNBDIZEEERZDFLHKZNKTBSWBUKFWPQZQXXWRNTOXAPTUFPLGUCRQXSWOYHGRRNOWNCBJVT
,OWQYJHLTOGONWXGUAKO,Irflitxojgec,4.0,3.0,O,1-081-472-4861,,298980.0,Partitgkhtxoapmkqrmokbrdbbgcrrlkqkuttqwlsdnncmqegrlcgzrxjkjypdyhuriuhezcaadhh,Moncton,3679780.0,MDU Resources Group,AZ,siy14425,403.0,United States of America,siyznjp,1.0,M,64.0,Doqtiwwqdhhgzvmxrbfqxsvsnlptzzduiwdspnflsxwvsxr
M,wraqoaijpfsj,Knsfgr,,5.0,R,1-354-015-5055,O,108872.0,gslwsqjaxtpqqwsnacfyyuczqpglbmtruoeoivsilvajnwqqbdekytlordmayvsmm,Manchester,1044972.0,Manitowoc,MS,JOU14426,779.0,United States of America,JOUVZHYFELJPZEKSSGR,9.0,M,75.0,Stvmflofippvinhxywkeqpwwjqhtlpsackxorccipbvdkxfshbfkmzxajjoszgribqsgvhrwudnqqiba
m,Lljmjzewiblsp,Sepoaqvv,2.0,2.0,O,1-015-518-1058,,445146.0,ngumqtljkvwcjpfhmgxbpuplsgkuoozjjogdqmzythwfgnmqxpql,Springfield,2109185.0,Delta Air Lines,OK,VEK14427,823.0,United States of America,VEKQWPGNULVIPQIIAGRFA,4.0,M,32.0,Cgqehgeaqzymyibbraxqserlzohtkqphhrhxu
,Sxyysocmi,ddgujn,0.0,3.0,R,1-864-431-4884,O,374383.0,mtyqtnzjymkdbldefrxhughwuwulzrzivjhwthafpekessngzsguxjzxosx,Pasadena,1925304.0,BearingPoint,OH,wpy14428,434.0,Canada,wpybpk,9.0,M,18.0,ALLIBGHTNXBPBHBVEPFYTFJQVEBDAFEEEROMJS
F,Kwmibfthxddlaawviyhfbj,fdjlbhvl,5.0,5.0,,1-588-732-5233,t,265640.0,Pffwvowjvarepmgporbpvocomsv,Biloxi,3771856.0,AT&T,Quebec,vxs14429,316.0,United States of America,vxsflsmclancnwjrpmiafcxgvsjiqv,9.0,S,36.0,lqqzngcunvbrnguqfllaizlnyarwkbbbhiqsrchbdxgywortfr
M,slhngyvbg,ZRZYY,2.0,1.0,R,1-585-479-3947,,491569.0,PZABSALIGHUEPCMJJUBZFCVHORWEZLUAPWYYJDWDURPMGAAEHIOVIJRYQLCQKU,Topeka,456803.0,UnitedHealth Group,MS,DID14430,356.0,,DIDDWWQEUICV,3.0,D,77.0,UPIPEIAXBTNESXHFWSJURXZWPPKOAJYMCMOJOBOJIVUXRT
f,Rjqdktgmwfubed,Nggqviv,1.0,0.0,U,1-782-909-7372,,86179.0,Ujlvimjadwxwjqouawtitznmrag,Montgomery,2319354.0,Ryland Group,MI,qmb14431,716.0,United States of America,qmbflcilpdzzbgt,8.0,S,30.0,abvxkwtpptwveiuucymxcpytvecdsiipkybxeuiujhxuivnbbhsqnbvrelakybfauhshhsjl
,Hmrhzhheszchvodpgfpvbheckusasa,umpbsbcsu,5.0,5.0,,1-738-725-7861,,287461.0,Tjujxizoqyqtarpjktlhdjtqnxrpbracvweigujooggjjx,Inglewood,3118808.0,Sears Holdings,Saskatchewan,Sbq14432,632.0,United States of America,Sbqcddqnsptuvbvvut,3.0,S,83.0,Vkfqwfqrjogvhfubgfrpgsffrqofgbsxpvjfipcklakutasekvllihjbe
,Gdlfvcikntlvknkjudwdh,Rbnrsxrdjxl,2.0,5.0,O,1-561-107-8245,,42412.0,Bagtxjbqjonabpbsrnalamwukfvihopwtvsuwqkhafayzgvxhlkxgqcgazfjsqtjqutrcplphzcfh,Montreal,1543509.0,Wells Fargo,Newfoundland,Lkd14433,714.0,United States of America,Lkdra,1.0,,35.0,ktcegsmrqxqiivlgpyhppjdzxsdkgzsnhptxuu
m,hkslklcunlg,Qetxzvwpoxdj,3.0,0.0,O,1-913-263-2152,,,Vvjjk,Montgomery,1884351.0,Simon Property Group,NE,XIR14434,349.0,United States of America,XIRBJIY,6.0,W,92.0,Fwxqjgfyawdcush
m,vwvbnwasehgjfwmotumkc,Roass,5.0,0.0,O,1-700-227-1446,R,417262.0,Gutmrwkudnxpuhvriodsvfaxvqjqsunmslpibgjloznjmzgedeaiihhmykb,Columbus,1349046.0,WABCO Holdings,NH,Mxh14435,371.0,United States of America,Mxhjymy,5.0,M,99.0,Imwrdkxnvddkldoetucsqiaacqjkvcmaoaqlkgyojlhxslmgbnetrbgksmrf
,lcmyppmkdbw,Nlbodeyu,5.0,0.0,O,1-286-589-8348,,250564.0,OYIBXTYIMLSOLM,Worcester,2538814.0,EOG Resources,AL,Axx14436,783.0,Canada,Axxipnohfkmzmkls,3.0,M,5.0,zrwvjtpodpnmklntvkprcnjjszqvmxzzjtwtydscglfgajkllngpvwtqgkvzyktnej
,Hluejgqolk,dxpgiug,4.0,2.0,O,1-718-382-5659,,288437.0,ZEQRKZKLPWIQFCSYEWWPYMMVKWKA,Casper,1268025.0,National Oilwell Varco,Nova Scotia,mse14437,568.0,United States of America,msetkyktzcuasu,3.0,M,64.0,Imllncoiykgffajmjxahbjnscvwalvimdgxnhcnb
,Slvwcu,Psysvn,1.0,5.0,O,1-891-409-7907,,70733.0,Mtzewzrbzpaqfmcdomalcelldud,Colorado Springs,3805064.0,Quanta Services,IN,Kcv14438,638.0,United States of America,Kcvkpk,9.0,M,42.0,
f,Jzekunduf,Wypyjcezjk,2.0,3.0,R,1-035-434-6786,s,283983.0,Hrhlhzlcalccrzxqkebeknmjnyajkzlbwclbxfedirnedatlalpxxrkljjxnb,Montpelier,2872318.0,Johnson & Johnson,MS,Zwh14439,543.0,Canada,Zwhhaxowgultav,2.0,M,19.0,Khfaxzptexyacgyuwtqrcewdstuxqoujtcasknli
,Spzdudrvzvwyewujwm,gvrrmlyfmjnd,4.0,,O,1-162-512-9416,l,437550.0,nztkxeqlqqxejifjlshaccdrghcabhfgcusok,Lincoln,3571944.0,IAC/InterActiveCorp,IA,ucf14440,610.0,United States of America,ucfbzomhraajbsm,,M,20.0,zilgpndcuhagigkvtrloiwpjqebvs
M,Ciwjwcitrkqmaa,Rpyisz,0.0,1.0,O,1-221-647-3564,d,138058.0,UIXKPVCQNNSLSCMNAINUWLYQKFURWRNEQPBVBNFRUSYDRLOCAYS,Yellow Knife,971491.0,Waste Management,KY,ujr14441,596.0,United States of America,ujrntfiwnqsclogcnfjfpk,0.0,M,99.0,Dtoeretbyatelinoqqbefhpgszenva
M,Zvozbo,Juzsisa,0.0,0.0,U,1-613-155-4348,,167207.0,Yqukhhcputgntidthugwy,Provo,2566618.0,Interstate Bakeries,AK,Mxn14442,660.0,United States of America,Mxnantaggkwttcfcjg,3.0,M,46.0,Cgjvbkvqfdbwxbpcuuhqnraj
,DQJPVADSFCIKOG,wnslfkov,3.0,1.0,O,1-971-553-0450,,63401.0,Jxtofcibjglhovsgqvbmsqprrerydpnwjvoyxjtluseqgjiellhmoyppaotjxptfzuxf,St. Catharines,1217027.0,T. Rowe Price,AR,CME14443,829.0,United States of America,CMEULDSRRXDADWLXLJIUBOKQBTCK,1.0,U,42.0,eqqigshaaaerfegfdkisdsoepbjcfsckuiwrjffhcokqeshkplwiqefwctqcapaerszcrykrqqkbalfh
M,PNETSKMI,FCTTYNOV,1.0,2.0,R,1-815-598-1025,,125871.0,ygolrlkqrrnwfpxxkqifmngegqpwrlvlenhgxlwgdlugqhpqkhzdemqiflasszmxhxbgokplplqlw,Great Falls,1305914.0,Lincoln National,MS,Nvi14444,353.0,United States of America,Nvizs,3.0,D,100.0,Mgxkkyhhdzgjlacgapybwngakhsiuckzvakmtobgmhmtifzgxflhqcillcbowkxmom
,Kbhyjdhzfbcm,RKHIRFEKO,5.0,0.0,O,1-243-035-3005,f,498551.0,Tnbislmjrjmjscnmgrohglgqubadwowz,Minneapolis,610123.0,General Cable,IN,Qde14445,467.0,Canada,Qdelirbqzvmznytwkw,0.0,M,71.0,Quact
,WZVKGTMDUHYQERIR,Evpis,5.0,2.0,O,1-883-782-2111,,349969.0,SLMVUKPGHOBKWYZRQQBAIJGNQMMAXTLEIWBVTEFGFZUWQPNRGIVQPAJBMPDXKUIE,Idaho Falls,2252668.0,CB Richard Ellis Group,NE,Sos14446,652.0,United States of America,Sosbtwmc,7.0,U,19.0,Hxuczpcxwwmidmjjykhevyglajnaclmxrtgmacjkhibrieoitnrmiqolwflcogyfndcgehsawuoo
,Arlvypcrpycmtsrtf,YQXGW,3.0,1.0,O,1-411-059-2120,,86109.0,Ezqcsdmmjjtmssidsdxxxqlrjdbmfaysxoemtmxmjyrdr,Fayetteville,1308313.0,Abercrombie & Fitch,TX,mkl14447,395.0,Canada,mkljkbvkjcnffbkopkufzeetfk,9.0,U,26.0,Gyyosdhlgpltomuolheyntwrmuhmkjnjinaiwmozyftonps
,Weqszevyqsrddsvjbtnum,Xjxerqkgebes,4.0,2.0,O,1-691-712-2251,e,265194.0,Pusffierahrlewzrbvdsjvmbqgpx,Huntington Beach,2060402.0,Rite Aid,NV,HON14448,703.0,United States of America,HONFMJXIBIPHLP,,S,72.0,Adgqhlgdxwmewhftibewcdvsvyduvjjheqevzpkttqtqisblicibzkdgahxansxjklztxunbjlgbzzxt
f,Pbcvvleqkwetfhxmagefdy,Dgacjqxu,1.0,,U,1-567-456-2694,,41052.0,Dxjkqsvxonmgvwhxupraacxlkycrujne,Spokane,1618891.0,Verso Paper,HI,SSY14449,,United States of America,SSYKMCBIXSFGM,7.0,W,3.0,
M,Nydxgphvbbbijrjvd,Rhzfkfskfxz,4.0,3.0,O,1-639-197-5305,,121978.0,Xdxmfrzkyporrodyxnxpobglunvhfkoffgaabckqjuzdwgcssfpyeq,Springfield,,General Electric,Manitoba,qdr14450,730.0,United States of America,qdrgkccdboldmrcgjlam,9.0,U,8.0,SPTFJXLSLORLBYALOCVBVAPQSLPXDRPDAXBOURTQXZKGVNRXJIDZLDNGCOSMMEXUWDBPZLUTLC
,DNODUXPMFMQQCIGEC,AVIJZIJOUPC,3.0,3.0,O,1-076-221-7493,M,17419.0,Iqebsaqjqraglzdhneljvbzjnphqghfljvyepeugygid,Amarillo,904017.0,M&F Worldwide,TN,Vlu14451,483.0,United States of America,Vluclkrreuvjtjuorgtfmtgpfpdrw,9.0,S,28.0,NSDIRQPWFFNYQQVCIQOMWSGTEFGWJMAMXFGBVLUXOQAOHMSQSXMILEXBGBD
F,cnejlorimvnzmyms,Jfhiktswvzk,5.0,5.0,O,1-375-088-5573,N,48689.0,jkxspmnnbkipasfsaxprkmosnbibkjaecraslnfhfnqmmcbztpevdxoyrwrwxjduyxjbu,Tucson,1802901.0,Dominion Resources,SD,Fcd14452,670.0,,Fcdzrqmkqx,1.0,S,88.0,Yzhtdknxsvfefazafeoydxbeodts
,EZRPVJGUXUMJCBLSBIFX,MZZXTWZ,4.0,4.0,O,1-374-365-7710,,354222.0,DMJBHRMLFDQMEPLPLWOSEOXYLOFOFXJ,Windsor,2669015.0,,KS,Enb14453,655.0,United States of America,Enbogayqatmsfuindrvikdigriiwq,8.0,S,46.0,Dpqsdsixwgjiemloqscqyumbufcoasixd
,Iwbmysodmcasrhfnhsjpmbapcdutsk,JTVKTWAWOUJ,3.0,0.0,R,1-891-062-6875,,55393.0,SKQHIPDHOXKRSNFOFUDAYHRZZRUVYJXBCAOERRPWT,Lafayette,3398747.0,Live Nation,British Columbia,Gxu14454,429.0,United States of America,Gxubcsvezdnqecbgywz,7.0,M,81.0,Zrsehlsvxtfvktsifntzjjjhmktzkrlv
m,GJNOBKFIOBVGCTBLMHKMCCKRUGIY,,4.0,4.0,O,1-637-981-6496,,223509.0,ehxerwgoroolurtixtcunwtezrqqblpwmiqidxxhjlrmjgyvwnpyhoibhnzfwmjahwgmkumxs,Pembroke Pines,163753.0,Duke Energy,AZ,Cog14455,455.0,,Cogyucryganrqvcftlmxsfkqfjxl,5.0,S,56.0,Kejsvmojzqjktbpmydpdibectvfxcxohcmsiurqjhtwrocpqcs
f,Litmccqvqa,Dftzxqodw,5.0,1.0,O,1-403-836-7724,,284900.0,OQXNOZTFBVWNLEWYKGWGHAEYDUMKV,El Paso,488537.0,Mirant,New Brunswick,xal14456,774.0,United States of America,xalwhqmkactlasuvoplfjbnxy,8.0,,12.0,Gliraiwywvxemfcwzjipjffjmxvnhbeipsfxjkrpmnlzolfvnddka
o,Omkwxaabroi,ZKMCGKACWK,1.0,4.0,O,1-847-812-8261,b,74961.0,Cpppngwcfnvsrtphcnv,Philadelphia,3636410.0,Targa Resources,WY,Tyb14457,732.0,United States of America,Tybcqoitfjpl,0.0,,64.0,YKWUAPODXVXHNRTONGNHKDZCBKIZOCHVOUWILBKCBBBXKQKCCUQK
,pgusso,ctxcor,3.0,4.0,O,1-715-702-2852,,5276.0,Ywcqapbztxbu,St. Louis,411833.0,Alpha Natural Resources,FL,Dtv14458,745.0,United States of America,Dtvfmyetjujxgdzizfgm,10.0,M,56.0,Uepvopgdoxsdjkggzivablfgnactebhdtudusrajcpnnwztgogaoza
F,IQBNFZLUSDBJCFDCEOQGOCMM,Fmngjq,0.0,1.0,O,1-451-177-5272,,479377.0,ugagqwfogfwmzsgbgiwhnymoxwkquazqgznwittsexqunxlfewvbqjnnbjpiaqwqogvqksdsgt,Billings,1763531.0,El Paso,NE,Iwl14459,567.0,,Iwltpyultvylytngcaftt,10.0,M,64.0,NKWGKQOBOLEQOPOWADHOVPGSGKEKNYVDZKZ
m,RWVBHSABCWXM,,1.0,5.0,O,1-764-551-0682,,88670.0,QPICSUHAJTNHGY,Stamford,791553.0,Fiserv,TX,Jwj14460,424.0,United States of America,Jwjbgguqykp,4.0,U,67.0,Jurvscltbzpgqkxzzcencchlltfonqtk
,gchjqqustxauyohktuuxuafnk,wffvbjius,5.0,4.0,O,1-758-482-3030,F,354931.0,xgerwfcfevbxzvkewcnxoiacogxxeglrtjcmu,Alexandria,521350.0,,WA,UTN14461,435.0,United States of America,UTNMQ,4.0,M,,Qkkuofttqunvtbkozmnbygglreqvdaltyqnzfvqccfprgfbujfoousvnwlmvkoemnzq
